Orthogroup	schistosoma_bovis	schistosoma_curassoni
OG0000837	SBOV2_35300.7, SBOV2_35300.1, SBOV2_35300.2, SBOV2_35300.3, SBOV2_35300.4, SBOV2_35300.5, SBOV2_35300.6, SBOV2_35300.8	SCUR1_32420.1
OG0000838	SBOV2_28640.2, SBOV2_28640.1, SBOV2_28640.3	SCUR1_39290.1, SCUR1_39290.2, SCUR1_39290.3, SCUR1_39290.4, SCUR1_39290.5, SCUR1_39290.6
OG0000839	SBOV2_29220.2	SCUR1_38700.3
OG0000839	SBOV2_29220.1	SCUR1_38700.1, SCUR1_38700.2
OG0000840	SBOV2_69760.1	SCUR1_69640.10, SCUR1_69640.5, SCUR1_69640.9, SCUR1_69640.4, SCUR1_69640.7, SCUR1_69640.6, SCUR1_69640.8, SCUR1_69640.2, SCUR1_69640.1, SCUR1_69640.3
OG0000841	SBOV2_19790.7	SCUR1_20870.1
OG0000842	SBOV2_66600.1	SCUR1_66640.2
OG0000842	SBOV2_66600.2	SCUR1_66640.1
OG0000843	SBOV2_81510.1, SBOV2_81510.2, SBOV2_81510.3	SCUR1_81490.3, SCUR1_81490.4
OG0000843	SBOV2_81510.4	SCUR1_81490.1, SCUR1_81490.2
OG0000844	SBOV2_5230.1, SBOV2_5230.2, SBOV2_5230.3, SBOV2_5230.4, SBOV2_5230.5	SCUR1_5250.1, SCUR1_5250.2
OG0000845	SBOV2_88310.1, SBOV2_88310.2, SBOV2_88310.3, SBOV2_88310.4	SCUR1_88620.4, SCUR1_88620.5, SCUR1_88620.3, SCUR1_88620.6, SCUR1_88620.1, SCUR1_88620.2
OG0000846	SBOV2_16360.1	SCUR1_16860.1, SCUR1_16860.2, SCUR1_16860.3, SCUR1_16860.4, SCUR1_16860.5, SCUR1_16860.6
OG0000847	SBOV2_1260.5, SBOV2_1260.3, SBOV2_1260.1, SBOV2_1260.2, SBOV2_1260.7, SBOV2_1260.8, SBOV2_1260.4, SBOV2_1260.6	SCUR1_1140.1
OG0000848	SBOV2_32860.2, SBOV2_32860.3	SCUR1_34980.3, SCUR1_34980.4, SCUR1_34980.5, SCUR1_34980.2
OG0000848	SBOV2_32860.1	SCUR1_34980.1
OG0000849	SBOV2_28600.1, SBOV2_28600.2	SCUR1_39330.2, SCUR1_39330.4, SCUR1_39330.3, SCUR1_39330.5, SCUR1_39330.8, SCUR1_39330.1, SCUR1_39330.6, SCUR1_39330.7
OG0000850	SBOV2_40260.1	SCUR1_27340.6, SCUR1_27340.1, SCUR1_27340.3, SCUR1_27340.4, SCUR1_27340.2, SCUR1_27340.5
OG0000851	SBOV2_89970.1	SCUR1_89620.1, SCUR1_89620.2, SCUR1_89620.3, SCUR1_89620.4
OG0000852	SBOV2_10630.9, SBOV2_10630.4, SBOV2_10630.6, SBOV2_10630.8, SBOV2_10630.5	SCUR1_10860.7
OG0000852	SBOV2_10630.2, SBOV2_10630.3, SBOV2_10630.1, SBOV2_10630.7	SCUR1_10860.4, SCUR1_10860.5, SCUR1_10860.6, SCUR1_10860.3, SCUR1_10860.1, SCUR1_10860.2, SCUR1_10860.8
OG0000853	SBOV2_82000.1	SCUR1_82010.1
OG0000854	SBOV2_30290.2, SBOV2_30290.1, SBOV2_30290.3	SCUR1_37550.1
OG0000855	SBOV2_51050.1, SBOV2_51050.4, SBOV2_51050.5, SBOV2_51050.6, SBOV2_51050.2, SBOV2_51050.3	SCUR1_54640.1, SCUR1_54630.1, SCUR1_54580.4, SCUR1_54580.2, SCUR1_54580.1, SCUR1_54580.5, SCUR1_54580.3
OG0000856	SBOV2_3050.1	SCUR1_2950.1
OG0000857	SBOV2_4230.1	SCUR1_4150.7, SCUR1_4150.5, SCUR1_4150.8
OG0000858	SBOV2_4580.7, SBOV2_4580.6, SBOV2_4580.3, SBOV2_4580.1, SBOV2_4580.5, SBOV2_4580.4	SCUR1_4550.4, SCUR1_4550.6, SCUR1_4550.7, SCUR1_4550.2
OG0000858	SBOV2_4580.2	SCUR1_4550.3, SCUR1_4550.1, SCUR1_4550.5
OG0000859	SBOV2_48900.1	SCUR1_49580.6, SCUR1_49580.8, SCUR1_49580.11
OG0000859	SBOV2_48900.2	SCUR1_49580.2, SCUR1_49580.4
OG0000860	SBOV2_59440.1	SCUR1_59770.1
OG0000860	SBOV2_62000.2, SBOV2_62000.3, SBOV2_62000.1	SCUR1_62340.1, SCUR1_62340.2
OG0000861	SBOV2_11510.9, SBOV2_11510.8, SBOV2_11510.2, SBOV2_11510.1, SBOV2_11510.4, SBOV2_11510.7, SBOV2_11510.3, SBOV2_11510.5, SBOV2_11510.6	SCUR1_11710.1
OG0000862	SBOV2_37630.1, SBOV2_37630.7, SBOV2_37630.2, SBOV2_37630.5	SCUR1_29940.1
OG0000863	SBOV2_8060.1	SCUR1_7260.4, SCUR1_7260.5, SCUR1_7260.6, SCUR1_7260.7
OG0000864	SBOV2_27470.4, SBOV2_27470.2, SBOV2_27470.1, SBOV2_27470.3, SBOV2_27470.5	SCUR1_40490.1
OG0000865	SBOV2_34410.1, SBOV2_34410.2, SBOV2_34410.3	SCUR1_33320.1
OG0000866	SBOV2_770.1, SBOV2_770.2	SCUR1_95280.5, SCUR1_95280.4, SCUR1_95280.3, SCUR1_95280.1, SCUR1_95280.2
OG0000867	SBOV2_8220.1, SBOV2_8220.5, SBOV2_8220.6, SBOV2_8220.8, SBOV2_8220.9, SBOV2_8220.2, SBOV2_8220.3, SBOV2_8220.4, SBOV2_8220.7	SCUR1_7140.1, SCUR1_7140.2, SCUR1_7140.3, SCUR1_7140.4, SCUR1_7140.5, SCUR1_7140.7, SCUR1_7140.6, SCUR1_7140.8
OG0000868	SBOV2_79050.2, SBOV2_79050.1, SBOV2_79050.3	SCUR1_100130.1, SCUR1_79370.1, SCUR1_79370.2, SCUR1_79370.3, SCUR1_79370.4
OG0000868	SBOV2_79110.1	SCUR1_79440.1
OG0000868	SBOV2_79080.1	SCUR1_79400.1
OG0000869	SBOV2_88830.1, SBOV2_88830.2	SCUR1_88090.1, SCUR1_88090.2, SCUR1_88090.3
OG0000870	SBOV2_1000.1, SBOV2_1000.2, SBOV2_1000.3, SBOV2_1000.4, SBOV2_1000.5	SCUR1_100160.1, SCUR1_100160.2, SCUR1_100160.3, SCUR1_100160.4
OG0000871	SBOV2_38960.1, SBOV2_38960.2, SBOV2_38960.3, SBOV2_38960.4	SCUR1_22660.1, SCUR1_22660.2
OG0000872	SBOV2_4090.8, SBOV2_4090.2, SBOV2_4090.1, SBOV2_4090.3, SBOV2_4090.4, SBOV2_4090.5, SBOV2_4090.6, SBOV2_4090.7	SCUR1_4030.1
OG0000873	SBOV2_85590.3	SCUR1_85260.6, SCUR1_85260.4, SCUR1_85260.5, SCUR1_85260.7
OG0000873	SBOV2_85590.1, SBOV2_85590.2, SBOV2_85590.4, SBOV2_85590.5	SCUR1_85260.1, SCUR1_85260.2, SCUR1_85260.3
OG0000874	SBOV2_42260.1	SCUR1_43220.1
OG0000874	SBOV2_42260.1	SCUR1_43220.2
OG0000874	SBOV2_42260.1	SCUR1_43220.3
OG0000875	SBOV2_61920.2	SCUR1_62270.2
OG0000875	SBOV2_61920.3	SCUR1_62270.3
OG0000875	SBOV2_61920.1	SCUR1_62270.1
OG0000875	SBOV2_61920.5, SBOV2_61920.6, SBOV2_61920.4	SCUR1_62270.4
OG0000876	SBOV2_23280.1	SCUR1_96810.3, SCUR1_96810.4, SCUR1_96810.6, SCUR1_96810.7, SCUR1_96810.5, SCUR1_96810.1, SCUR1_96810.2
OG0000876	SBOV2_23300.6, SBOV2_23300.5, SBOV2_23300.2, SBOV2_23300.3, SBOV2_23310.1, SBOV2_23300.1, SBOV2_23300.4	SCUR1_96070.1, SCUR1_96070.2
OG0000877	SBOV2_8160.3	SCUR1_7190.1
OG0000877	SBOV2_8160.1, SBOV2_8160.2	SCUR1_7190.5, SCUR1_7190.4
OG0000878	SBOV2_17890.2, SBOV2_17890.1, SBOV2_17890.4, SBOV2_17890.3	SCUR1_18450.1
OG0000879	SBOV2_57900.2, SBOV2_57900.3, SBOV2_57900.1	SCUR1_58400.1
OG0000880	SBOV2_78700.3, SBOV2_78700.11, SBOV2_78700.7, SBOV2_78700.9, SBOV2_78700.10, SBOV2_78700.2, SBOV2_78700.8, SBOV2_78700.1, SBOV2_78700.6, SBOV2_78700.4, SBOV2_78700.5	SCUR1_79040.1
OG0000881	SBOV2_4600.1	SCUR1_4570.1
OG0000881	SBOV2_89820.1	SCUR1_89450.1
OG0000882	SBOV2_21540.1	SCUR1_22090.1
OG0000882	SBOV2_27680.1	SCUR1_40290.1
OG0000883	SBOV2_27690.1	SCUR1_40280.1
OG0000884	SBOV2_28380.10, SBOV2_28380.8, SBOV2_28380.9, SBOV2_28380.1, SBOV2_28380.3, SBOV2_28380.2, SBOV2_28380.5, SBOV2_28380.6, SBOV2_28380.7, SBOV2_28380.4	SCUR1_39540.1
OG0000885	SBOV2_92040.1, SBOV2_92040.2	SCUR1_91260.3, SCUR1_91260.2, SCUR1_91260.1
OG0000885	SBOV2_120.1	SCUR1_170.1
OG0000885	SBOV2_56610.1	SCUR1_57230.1
OG0000886	SBOV2_69840.4, SBOV2_69840.5	SCUR1_69740.4
OG0000887	SBOV2_19090.1, SBOV2_19090.3, SBOV2_19090.6, SBOV2_19090.2, SBOV2_19090.5, SBOV2_19090.7, SBOV2_19090.8, SBOV2_19090.4	SCUR1_19630.1
OG0000888	SBOV2_77790.1	SCUR1_78160.1, SCUR1_78160.2, SCUR1_78160.3
OG0000888	SBOV2_77800.1	SCUR1_78170.1
OG0000889	SBOV2_39840.4, SBOV2_39840.9, SBOV2_39840.8, SBOV2_39840.5, SBOV2_39840.7, SBOV2_39840.3, SBOV2_39840.10, SBOV2_39840.11, SBOV2_39840.1, SBOV2_39840.2, SBOV2_39840.6	SCUR1_27780.1, SCUR1_27780.2
OG0000890	SBOV2_26930.1	SCUR1_41050.1, SCUR1_41050.2
OG0000891	SBOV2_30410.1	SCUR1_37430.1
OG0000892	SBOV2_53570.5, SBOV2_53570.3, SBOV2_53570.2, SBOV2_53570.1, SBOV2_53570.4	SCUR1_51930.3, SCUR1_51930.1, SCUR1_51930.2
OG0000894	SBOV2_86900.1	SCUR1_86500.7, SCUR1_86500.1, SCUR1_86500.2, SCUR1_86500.8, SCUR1_86500.3, SCUR1_86500.4, SCUR1_86500.5, SCUR1_86500.11, SCUR1_86500.12, SCUR1_86500.13, SCUR1_86500.14, SCUR1_86500.15, SCUR1_86500.10, SCUR1_86500.6, SCUR1_86500.16, SCUR1_86500.17, SCUR1_86500.18, SCUR1_86500.19, SCUR1_86500.9
OG0000895	SBOV2_43160.2, SBOV2_43160.1, SBOV2_43160.3, SBOV2_43160.4	SCUR1_44170.9, SCUR1_44170.8, SCUR1_44170.1, SCUR1_44170.3, SCUR1_44170.7, SCUR1_44170.2, SCUR1_44170.4, SCUR1_44170.10, SCUR1_44170.5, SCUR1_44170.6
OG0000896	SBOV2_20440.1, SBOV2_20440.2	SCUR1_20170.1, SCUR1_20170.3, SCUR1_20170.2, SCUR1_20170.7, SCUR1_20160.1, SCUR1_20170.6, SCUR1_20170.4, SCUR1_20170.5
OG0000897	SBOV2_9850.1	SCUR1_10000.1
OG0000898	SBOV2_71330.1	SCUR1_97920.1, SCUR1_97920.2
OG0000899	SBOV2_14110.2, SBOV2_14110.1, SBOV2_14110.6, SBOV2_14110.3, SBOV2_14110.7, SBOV2_14110.4, SBOV2_14110.5	SCUR1_14450.1
OG0000900	SBOV2_3650.1	SCUR1_3590.1, SCUR1_3600.2
OG0000900	SBOV2_3660.1	SCUR1_3600.1
OG0000901	SBOV2_62100.2, SBOV2_62100.3	SCUR1_62440.2
OG0000901	SBOV2_62100.1	SCUR1_62440.1, SCUR1_62440.3, SCUR1_62440.6, SCUR1_62440.4, SCUR1_62440.5
OG0000902	SBOV2_50420.1, SBOV2_50420.2, SBOV2_50420.3, SBOV2_50420.4, SBOV2_50420.5	SCUR1_55160.5, SCUR1_55160.4, SCUR1_55160.3, SCUR1_55160.6, SCUR1_55160.9, SCUR1_55160.1, SCUR1_55160.2, SCUR1_55160.8, SCUR1_55160.7
OG0000903	SBOV2_15040.4, SBOV2_15040.5, SBOV2_15040.8, SBOV2_15040.1, SBOV2_15040.2, SBOV2_15040.3, SBOV2_15040.6, SBOV2_15040.7, SBOV2_15040.9	SCUR1_15460.7, SCUR1_15460.6, SCUR1_15460.1, SCUR1_15460.3, SCUR1_15460.2, SCUR1_15460.4, SCUR1_15460.5
OG0000904	SBOV2_5100.2, SBOV2_5100.3, SBOV2_5100.4, SBOV2_5100.6, SBOV2_5100.5, SBOV2_5100.7, SBOV2_5100.8, SBOV2_5100.1	SCUR1_100550.1, SCUR1_100550.2, SCUR1_100550.4, SCUR1_100550.5, SCUR1_5120.1, SCUR1_100550.3
OG0000905	SBOV2_77950.1	SCUR1_78340.1, SCUR1_78340.4, SCUR1_78340.2, SCUR1_78340.3
OG0000906	SBOV2_63400.5, SBOV2_63400.1, SBOV2_63400.6, SBOV2_63400.2, SBOV2_63400.3, SBOV2_63400.4	SCUR1_63750.1
OG0000907	SBOV2_73690.1	SCUR1_73850.1
OG0000908	SBOV2_40930.1	SCUR1_26640.1, SCUR1_26640.3, SCUR1_26640.2
OG0000908	SBOV2_40940.1	SCUR1_26630.1
OG0000908	SBOV2_40920.1	SCUR1_26650.1
OG0000910	SBOV2_7260.1, SBOV2_7260.2, SBOV2_7260.3, SBOV2_7260.4, SBOV2_7260.7, SBOV2_7260.5, SBOV2_7260.6, SBOV2_7260.8	SCUR1_8090.1
OG0000911	SBOV2_57680.1	SCUR1_58230.5, SCUR1_58230.1, SCUR1_58230.6, SCUR1_58230.2, SCUR1_58230.3, SCUR1_58230.4
OG0000912	SBOV2_6370.1	SCUR1_6390.1, SCUR1_6390.3, SCUR1_6390.5, SCUR1_6390.6, SCUR1_6390.2, SCUR1_6390.4, SCUR1_6390.7, SCUR1_6390.8, SCUR1_6390.9
OG0000913	SBOV2_36170.1, SBOV2_36170.2	SCUR1_31460.1
OG0000914	SBOV2_29180.5	SCUR1_38730.1
OG0000915	SBOV2_38070.3	SCUR1_29550.1, SCUR1_29550.2
OG0000915	SBOV2_38070.1	SCUR1_29550.4
OG0000915	SBOV2_38070.2	SCUR1_29550.3
OG0000916	SBOV2_28150.1	SCUR1_39840.1, SCUR1_39840.2, SCUR1_39840.3, SCUR1_39840.4
OG0000917	SBOV2_83410.1, SBOV2_83410.2, SBOV2_83410.3	SCUR1_83280.1, SCUR1_83280.3, SCUR1_83280.6, SCUR1_83280.8, SCUR1_83280.7
OG0000917	SBOV2_83410.4	SCUR1_83280.4, SCUR1_83280.10, SCUR1_83280.5
OG0000918	SBOV2_40830.1, SBOV2_40830.3, SBOV2_40830.5, SBOV2_40830.6, SBOV2_40830.7, SBOV2_40830.2, SBOV2_40830.4, SBOV2_40830.8	SCUR1_26760.1, SCUR1_26760.10, SCUR1_26760.2, SCUR1_26760.7, SCUR1_26760.9, SCUR1_26760.3, SCUR1_26760.4, SCUR1_26760.6, SCUR1_26760.8, SCUR1_26760.5
OG0000919	SBOV2_83650.1	SCUR1_83450.1, SCUR1_83450.2, SCUR1_83450.9, SCUR1_83450.3, SCUR1_83450.4, SCUR1_83450.5, SCUR1_83450.7, SCUR1_83450.6, SCUR1_83450.8, SCUR1_83450.10
OG0000920	SBOV2_93930.1	SCUR1_93600.4
OG0000921	SBOV2_42700.1, SBOV2_42700.2, SBOV2_42700.5, SBOV2_42700.4, SBOV2_42700.3	SCUR1_43620.1
OG0000922	SBOV2_6790.1	SCUR1_6820.1
OG0000922	SBOV2_6780.1, SBOV2_6780.3, SBOV2_6780.2	SCUR1_6810.1
OG0000923	SBOV2_92160.1, SBOV2_92160.2, SBOV2_92160.3, SBOV2_92160.4	SCUR1_91870.1
OG0000925	SBOV2_15960.1	SCUR1_16420.1
OG0000926	SBOV2_40530.1, SBOV2_40530.3, SBOV2_40530.2, SBOV2_40530.4	SCUR1_27010.1
OG0000927	SBOV2_19180.1	SCUR1_21390.1
OG0000928	SBOV2_35360.1	SCUR1_32350.1
OG0000928	SBOV2_35370.1	SCUR1_32340.1
OG0000929	SBOV2_64470.1, SBOV2_64470.3, SBOV2_64470.2	SCUR1_64730.1, SCUR1_64730.2, SCUR1_64730.3, SCUR1_64730.4
OG0000930	SBOV2_41570.6, SBOV2_41570.5, SBOV2_41570.1, SBOV2_41570.2, SBOV2_41570.3, SBOV2_41570.4	SCUR1_42530.1
OG0000931	SBOV2_70760.1	SCUR1_70670.2, SCUR1_70670.1, SCUR1_70670.3
OG0000932	SBOV2_1170.1, SBOV2_1170.2, SBOV2_1170.4, SBOV2_1170.3	SCUR1_1050.1, SCUR1_1050.2, SCUR1_1050.3
OG0000933	SBOV2_28040.1	SCUR1_39960.1, SCUR1_39960.2
OG0000934	SBOV2_9940.3, SBOV2_9940.1, SBOV2_9940.4, SBOV2_9940.2	SCUR1_10100.1
OG0000935	SBOV2_63770.1	SCUR1_64100.1
OG0000936	SBOV2_92970.1, SBOV2_92970.3, SBOV2_92970.2	SCUR1_92700.2, SCUR1_92700.4, SCUR1_92700.5, SCUR1_92700.6, SCUR1_92700.7, SCUR1_92700.1
OG0000937	SBOV2_51350.3, SBOV2_51350.1, SBOV2_51350.2, SBOV2_51350.4, SBOV2_51350.5	SCUR1_54330.1
OG0000938	SBOV2_59300.1, SBOV2_59300.2	SCUR1_59630.1, SCUR1_59630.5, SCUR1_59630.2, SCUR1_59630.4, SCUR1_59630.3, SCUR1_59630.6
OG0000939	SBOV2_86150.3, SBOV2_86150.1, SBOV2_86150.2	SCUR1_85750.1, SCUR1_85750.6, SCUR1_85750.4, SCUR1_85750.5, SCUR1_85750.2, SCUR1_85750.3
OG0000940	SBOV2_5760.1, SBOV2_5760.2, SBOV2_5760.3, SBOV2_5760.4	SCUR1_5790.3, SCUR1_5790.2, SCUR1_5790.1
OG0000941	SBOV2_35550.1	SCUR1_32170.1, SCUR1_32170.2
OG0000942	SBOV2_15580.4, SBOV2_15580.3, SBOV2_15580.7, SBOV2_15580.2, SBOV2_15580.5, SBOV2_15580.1, SBOV2_15580.6	SCUR1_16000.1
OG0000943	SBOV2_38880.1, SBOV2_38880.2	SCUR1_28810.2, SCUR1_28810.1, SCUR1_28810.3, SCUR1_28810.4, SCUR1_28810.5
OG0000944	SBOV2_57480.1, SBOV2_57480.3, SBOV2_57480.4, SBOV2_57480.2	SCUR1_58020.5
OG0000945	SBOV2_11120.1, SBOV2_11120.2, SBOV2_11120.3, SBOV2_11120.4, SBOV2_11120.7, SBOV2_11120.8, SBOV2_11120.5, SBOV2_11120.6	SCUR1_11330.1
OG0000946	SBOV2_8580.7, SBOV2_8580.5, SBOV2_8580.6, SBOV2_8580.3, SBOV2_8580.4, SBOV2_8580.8, SBOV2_8580.1, SBOV2_8580.2, SBOV2_8580.9	SCUR1_8630.2, SCUR1_8630.1, SCUR1_8630.3
OG0000947	SBOV2_28890.1, SBOV2_28890.2, SBOV2_28890.3, SBOV2_28890.4, SBOV2_28890.5, SBOV2_28890.6, SBOV2_28890.7	SCUR1_39010.1
OG0000948	SBOV2_80830.1, SBOV2_80830.2, SBOV2_80830.3, SBOV2_80830.4	SCUR1_80450.2, SCUR1_80450.3, SCUR1_80450.4, SCUR1_80450.6, SCUR1_80450.7, SCUR1_80450.8, SCUR1_80450.1, SCUR1_80450.9, SCUR1_80450.5
OG0000949	SBOV2_15760.1, SBOV2_15770.1	SCUR1_16180.1, SCUR1_16190.1
OG0000949	SBOV2_15750.1	SCUR1_16170.1
OG0000950	SBOV2_52270.1	SCUR1_53320.1
OG0000951	SBOV2_92110.3, SBOV2_92110.5, SBOV2_92110.4	SCUR1_91820.2, SCUR1_91820.3, SCUR1_91820.5, SCUR1_91820.6
OG0000952	SBOV2_38110.8	SCUR1_29510.2
OG0000952	SBOV2_38110.1, SBOV2_38110.2, SBOV2_38110.3, SBOV2_38110.4, SBOV2_38110.5, SBOV2_38110.6, SBOV2_38110.7, SBOV2_38110.9	SCUR1_29510.1, SCUR1_29510.3, SCUR1_29510.4, SCUR1_29510.5, SCUR1_29510.6, SCUR1_29510.7, SCUR1_29510.8
OG0000953	SBOV2_62230.2, SBOV2_62230.3	SCUR1_62550.1
OG0000954	SBOV2_79630.1, SBOV2_79630.2	SCUR1_79900.1
OG0000955	SBOV2_12310.3, SBOV2_12310.4, SBOV2_12310.5, SBOV2_12310.1	SCUR1_12610.3, SCUR1_12610.1
OG0000955	SBOV2_12310.2, SBOV2_12310.6, SBOV2_12310.7	SCUR1_12610.2
OG0000958	SBOV2_13390.1, SBOV2_13390.2	SCUR1_13740.1
OG0000959	SBOV2_69340.7, SBOV2_69340.1	SCUR1_69180.1
OG0000959	SBOV2_69340.2	SCUR1_69180.3
OG0000959	SBOV2_69340.3	SCUR1_69180.2
OG0000959	SBOV2_69340.3	SCUR1_69180.4
OG0000959	SBOV2_69340.4	SCUR1_69180.2
OG0000959	SBOV2_69340.4	SCUR1_69180.4
OG0000960	SBOV2_22080.1	SCUR1_22640.1
OG0000961	SBOV2_28860.2, SBOV2_28860.4, SBOV2_28860.5, SBOV2_28860.3	SCUR1_39050.2
OG0000962	SBOV2_73670.1	SCUR1_73820.1
OG0000963	SBOV2_2500.1, SBOV2_2500.3, SBOV2_2500.4, SBOV2_2500.6, SBOV2_2500.2, SBOV2_2500.5, SBOV2_2500.7	SCUR1_2310.1
OG0000964	SBOV2_27150.3, SBOV2_27150.1, SBOV2_27150.2, SBOV2_27150.4	SCUR1_40820.1
OG0000965	SBOV2_62970.1, SBOV2_62970.2	SCUR1_63300.1, SCUR1_63300.2, SCUR1_63300.3
OG0000966	SBOV2_31460.1, SBOV2_31460.2, SBOV2_31460.3	SCUR1_36360.1, SCUR1_36360.2
OG0000966	SBOV2_48420.2, SBOV2_48420.3, SBOV2_48420.1	SCUR1_49050.1
OG0000967	SBOV2_32250.1, SBOV2_32250.2	SCUR1_35520.1, SCUR1_35520.2, SCUR1_35520.6, SCUR1_35520.3, SCUR1_35520.4, SCUR1_35520.5
OG0000968	SBOV2_2890.3, SBOV2_2890.4, SBOV2_2890.5	SCUR1_2770.2, SCUR1_2770.1, SCUR1_2770.3
OG0000969	SBOV2_80720.1	SCUR1_80570.1
OG0000970	SBOV2_68960.1	SCUR1_68850.9, SCUR1_68850.7, SCUR1_68850.3, SCUR1_68850.1, SCUR1_68850.2, SCUR1_68850.4, SCUR1_68850.5, SCUR1_68850.6, SCUR1_68850.8
OG0000970	SBOV2_68950.1	SCUR1_95840.1
OG0000971	SBOV2_1930.1	SCUR1_1760.1
OG0000972	SBOV2_6050.2, SBOV2_6050.3, SBOV2_6050.4, SBOV2_6050.5	SCUR1_6080.6, SCUR1_6080.5, SCUR1_6080.1, SCUR1_6080.2, SCUR1_6080.3, SCUR1_6080.4
OG0000973	SBOV2_23590.1	SCUR1_24020.1
OG0000974	SBOV2_50060.4, SBOV2_50060.3, SBOV2_50060.1, SBOV2_50060.2	SCUR1_55510.1
OG0000975	SBOV2_5910.5, SBOV2_5910.1, SBOV2_5910.2, SBOV2_5910.3, SBOV2_5910.4	SCUR1_5930.1
OG0000976	SBOV2_10060.3	SCUR1_10260.2
OG0000977	SBOV2_11850.2, SBOV2_11850.1	SCUR1_12140.1
OG0000978	SBOV2_20320.1	SCUR1_20300.1, SCUR1_20300.2, SCUR1_20300.4, SCUR1_20300.3, SCUR1_20300.5
OG0000979	SBOV2_72860.2, SBOV2_72860.1, SBOV2_72860.3	SCUR1_72920.1
OG0000980	SBOV2_53490.1, SBOV2_53490.2, SBOV2_53490.3	SCUR1_52040.4, SCUR1_52040.5, SCUR1_52040.3, SCUR1_52040.2, SCUR1_52040.6, SCUR1_52040.1
OG0000981	SBOV2_27710.1	SCUR1_40260.2, SCUR1_40260.3, SCUR1_40260.4
OG0000983	SBOV2_15220.1	SCUR1_15640.4, SCUR1_15640.5, SCUR1_15640.1, SCUR1_15640.2, SCUR1_15640.3, SCUR1_15640.6, SCUR1_15640.7, SCUR1_15640.8, SCUR1_15640.9
OG0000984	SBOV2_32840.3, SBOV2_32840.1, SBOV2_32840.2	SCUR1_35000.5, SCUR1_35000.7, SCUR1_35000.6, SCUR1_35000.3, SCUR1_35000.1, SCUR1_35000.2, SCUR1_35000.4
OG0000985	SBOV2_15730.2, SBOV2_15730.3, SBOV2_15730.9, SBOV2_15730.1, SBOV2_15730.10, SBOV2_15730.4, SBOV2_15730.5, SBOV2_15730.6, SBOV2_15730.7, SBOV2_15730.8	SCUR1_16150.1, SCUR1_16150.4, SCUR1_16150.2, SCUR1_16150.3
OG0000986	SBOV2_72030.5, SBOV2_72030.2, SBOV2_72030.3, SBOV2_72030.1, SBOV2_72030.4	SCUR1_72040.1
OG0000987	SBOV2_82510.1, SBOV2_82510.2, SBOV2_82510.3, SBOV2_82510.4	SCUR1_82460.3, SCUR1_82460.2, SCUR1_82460.1
OG0000988	SBOV2_56170.1, SBOV2_56170.2, SBOV2_56170.4, SBOV2_56170.3, SBOV2_56170.7, SBOV2_56170.8, SBOV2_56170.5, SBOV2_56170.6	SCUR1_57130.1, SCUR1_57130.2
OG0000989	SBOV2_54140.3	SCUR1_51340.4
OG0000989	SBOV2_54140.1, SBOV2_54140.2	SCUR1_51340.1, SCUR1_51340.2, SCUR1_51340.3
OG0000990	SBOV2_4760.1	SCUR1_4740.1
OG0000991	SBOV2_58340.15, SBOV2_58340.11, SBOV2_58340.10, SBOV2_58340.3, SBOV2_58340.8, SBOV2_58340.16, SBOV2_58340.9, SBOV2_58340.2, SBOV2_58340.17, SBOV2_58340.1, SBOV2_58340.6, SBOV2_58340.12, SBOV2_58340.13, SBOV2_58340.4, SBOV2_58340.14, SBOV2_58340.5, SBOV2_58340.7	SCUR1_58780.1
OG0000992	SBOV2_43520.1	SCUR1_44400.8, SCUR1_44400.3, SCUR1_44400.5, SCUR1_44400.2, SCUR1_44400.4, SCUR1_44400.6, SCUR1_44400.7, SCUR1_44400.1
OG0000993	SBOV2_77160.2, SBOV2_77160.3, SBOV2_77160.1	SCUR1_77510.3, SCUR1_77510.4, SCUR1_77510.7, SCUR1_77510.8, SCUR1_77510.6, SCUR1_77510.1, SCUR1_77510.2, SCUR1_77510.5
OG0000994	SBOV2_33740.2, SBOV2_33740.3, SBOV2_33740.4, SBOV2_33740.1, SBOV2_33740.9, SBOV2_33740.8, SBOV2_33740.5, SBOV2_33740.6, SBOV2_33740.7	SCUR1_34010.3, SCUR1_34010.5, SCUR1_34010.4, SCUR1_34010.2, SCUR1_34010.1, SCUR1_34030.1, SCUR1_34030.2
OG0000995	SBOV2_79480.1, SBOV2_79480.2, SBOV2_79480.4	SCUR1_79790.5, SCUR1_79790.3, SCUR1_79790.1, SCUR1_79790.2
OG0000996	SBOV2_63980.1, SBOV2_63980.2, SBOV2_63980.3, SBOV2_63980.4, SBOV2_63980.5	SCUR1_64300.1, SCUR1_64300.2
OG0000997	SBOV2_89340.10, SBOV2_89340.7, SBOV2_89340.8, SBOV2_89340.9	SCUR1_87540.2
OG0000998	SBOV2_55040.1	SCUR1_55850.1
OG0000999	SBOV2_29820.1, SBOV2_29820.2, SBOV2_29820.3, SBOV2_29820.5, SBOV2_29820.4	SCUR1_38050.1, SCUR1_38050.2, SCUR1_38050.4, SCUR1_38050.5, SCUR1_38050.6, SCUR1_38050.10, SCUR1_38050.9, SCUR1_38050.7, SCUR1_38050.8, SCUR1_38050.3
OG0001000	SBOV2_7000.2, SBOV2_7000.1	SCUR1_7040.1
