Orthogroup	schistosoma_bovis	schistosoma_rodhaini
OG0000860	SBOV2_62000.2, SBOV2_62000.3, SBOV2_62000.1, SBOV2_62000.4, SBOV2_62000.5	SRDH2_64020.2, SRDH2_64020.1
OG0000861	SBOV2_11510.9, SBOV2_11510.8, SBOV2_11510.2, SBOV2_11510.1, SBOV2_11510.4, SBOV2_11510.7, SBOV2_11510.3, SBOV2_11510.5, SBOV2_11510.6	SRDH2_11900.3, SRDH2_11900.4, SRDH2_11900.1, SRDH2_11900.2
OG0000862	SBOV2_37630.3, SBOV2_37630.4, SBOV2_37630.6, SBOV2_37630.1, SBOV2_37630.7, SBOV2_37630.2, SBOV2_37630.5	SRDH2_30410.3, SRDH2_30410.1, SRDH2_30410.5, SRDH2_30410.2, SRDH2_30410.4, SRDH2_30410.6, SRDH2_30410.7
OG0000863	SBOV2_8060.1, SBOV2_8070.4, SBOV2_8070.1, SBOV2_8070.3, SBOV2_8070.5, SBOV2_8070.2	SRDH2_7510.3, SRDH2_7510.6, SRDH2_7510.1, SRDH2_7510.4, SRDH2_7510.5
OG0000863	SBOV2_8080.1	SRDH2_7510.2
OG0000864	SBOV2_27470.4, SBOV2_27470.2, SBOV2_27470.1, SBOV2_27470.3, SBOV2_27470.5	SRDH2_95800.3, SRDH2_95800.4, SRDH2_95800.5, SRDH2_95800.1, SRDH2_95840.4, SRDH2_95840.2, SRDH2_95840.5, SRDH2_95800.2, SRDH2_95840.3, SRDH2_95840.1
OG0000865	SBOV2_34410.1, SBOV2_34410.2, SBOV2_34410.3	SRDH2_35160.4, SRDH2_35160.6, SRDH2_35160.2, SRDH2_35160.5, SRDH2_35160.1, SRDH2_35160.7, SRDH2_35160.3
OG0000866	SBOV2_770.1, SBOV2_770.2	SRDH2_690.1
OG0000867	SBOV2_8220.1, SBOV2_8220.5, SBOV2_8220.6, SBOV2_8220.8, SBOV2_8220.9, SBOV2_8220.2, SBOV2_8220.3, SBOV2_8220.4, SBOV2_8220.7	SRDH2_7330.1
OG0000868	SBOV2_79110.1, SBOV2_79080.1	SRDH2_82120.1, SRDH2_81990.1, SRDH2_82100.1
OG0000869	SBOV2_88830.1, SBOV2_88830.2, SBOV2_88830.3, SBOV2_88830.5, SBOV2_88830.4	SRDH2_93430.1
OG0000870	SBOV2_1000.1, SBOV2_1000.2, SBOV2_1000.3, SBOV2_1000.4, SBOV2_1000.5	SRDH2_940.1, SRDH2_940.3, SRDH2_940.4, SRDH2_940.5, SRDH2_940.2, SRDH2_940.6, SRDH2_940.7, SRDH2_940.8
OG0000871	SBOV2_38960.1, SBOV2_38960.2, SBOV2_38960.3, SBOV2_38960.4	SRDH2_29030.1
OG0000872	SBOV2_4090.8, SBOV2_4090.2, SBOV2_4090.1, SBOV2_4090.3, SBOV2_4090.4, SBOV2_4090.5, SBOV2_4090.6, SBOV2_4090.7	SRDH2_4140.1
OG0000873	SBOV2_85590.3, SBOV2_85590.1, SBOV2_85590.2, SBOV2_85590.4, SBOV2_85590.5	SRDH2_13370.1, SRDH2_88780.1
OG0000874	SBOV2_42260.1	SRDH2_43350.6, SRDH2_43350.1, SRDH2_43350.2, SRDH2_43350.3, SRDH2_43350.4, SRDH2_43350.5
OG0000875	SBOV2_61920.2, SBOV2_61920.3, SBOV2_61920.1, SBOV2_61920.5, SBOV2_61920.6, SBOV2_61920.4, SBOV2_61920.7	SRDH2_63950.1
OG0000876	SBOV2_23280.1, SBOV2_23300.6, SBOV2_23300.5, SBOV2_23300.2, SBOV2_23300.3, SBOV2_23310.1, SBOV2_23300.1, SBOV2_23300.4	SRDH2_24180.1
OG0000877	SBOV2_8160.3, SBOV2_8160.1, SBOV2_8160.2	SRDH2_7440.7, SRDH2_7440.5, SRDH2_7440.6, SRDH2_7440.3, SRDH2_7440.4, SRDH2_7440.1, SRDH2_7440.2
OG0000878	SBOV2_17890.2, SBOV2_17890.1, SBOV2_17890.4, SBOV2_17890.3	SRDH2_18910.5, SRDH2_18910.2, SRDH2_18910.4, SRDH2_18910.1, SRDH2_18910.11, SRDH2_18910.12, SRDH2_18910.3, SRDH2_18910.10, SRDH2_18910.6, SRDH2_18910.7, SRDH2_18910.8, SRDH2_18910.9
OG0000879	SBOV2_57900.2, SBOV2_57900.3, SBOV2_57900.1	SRDH2_60000.1, SRDH2_60000.2, SRDH2_60000.3, SRDH2_60150.1, SRDH2_59960.1, SRDH2_60140.1, SRDH2_59970.1, SRDH2_59990.1, SRDH2_59980.1
OG0000880	SBOV2_78700.3, SBOV2_78700.11, SBOV2_78700.7, SBOV2_78700.9, SBOV2_78700.10, SBOV2_78700.2, SBOV2_78700.8, SBOV2_78700.1, SBOV2_78700.6, SBOV2_78700.4, SBOV2_78700.5	SRDH2_81580.1
OG0000881	SBOV2_4600.1	SRDH2_4630.1, SRDH2_4630.2, SRDH2_4630.3, SRDH2_4630.4
OG0000881	SBOV2_89820.1	SRDH2_92010.1
OG0000882	SBOV2_21540.1	SRDH2_22570.1
OG0000883	SBOV2_27690.1	SRDH2_40280.1
OG0000884	SBOV2_28380.10, SBOV2_28380.8, SBOV2_28380.9, SBOV2_28380.1, SBOV2_28380.3, SBOV2_28380.2, SBOV2_28380.5, SBOV2_28380.6, SBOV2_28380.7, SBOV2_28380.4	SRDH2_39530.4, SRDH2_39530.3, SRDH2_39530.1, SRDH2_39530.2
OG0000885	SBOV2_56610.1	SRDH2_170.1, SRDH2_170.2
OG0000886	SBOV2_69840.4, SBOV2_69840.5	SRDH2_71820.3, SRDH2_71820.4
OG0000887	SBOV2_19090.1, SBOV2_19090.3, SBOV2_19090.6, SBOV2_19090.2, SBOV2_19090.5, SBOV2_19090.7, SBOV2_19090.8, SBOV2_19090.4	SRDH2_20070.1
OG0000888	SBOV2_77790.1	SRDH2_80640.1, SRDH2_80640.2, SRDH2_80640.3
OG0000888	SBOV2_77800.1	SRDH2_80660.2, SRDH2_80660.1, SRDH2_80660.3
OG0000889	SBOV2_39840.4, SBOV2_39840.9, SBOV2_39840.8, SBOV2_39840.5, SBOV2_39840.7, SBOV2_39840.3, SBOV2_39840.10, SBOV2_39840.11, SBOV2_39840.1, SBOV2_39840.2, SBOV2_39840.6	SRDH2_28140.4, SRDH2_28140.1, SRDH2_28140.2, SRDH2_28140.3
OG0000890	SBOV2_26930.1	SRDH2_41160.3, SRDH2_41160.1, SRDH2_41160.2, SRDH2_41160.5, SRDH2_41160.4
OG0000891	SBOV2_30410.1	SRDH2_37700.1
OG0000892	SBOV2_53570.5, SBOV2_53570.3, SBOV2_53570.2, SBOV2_53570.1, SBOV2_53570.4	SRDH2_54060.5, SRDH2_54060.7, SRDH2_54060.1, SRDH2_54060.3, SRDH2_54060.4, SRDH2_54060.9, SRDH2_54060.2, SRDH2_54060.6, SRDH2_54060.8, SRDH2_54060.10
OG0000894	SBOV2_86900.1	SRDH2_90570.1
OG0000895	SBOV2_43160.2, SBOV2_43160.1, SBOV2_43160.3, SBOV2_43160.4	SRDH2_44270.1
OG0000896	SBOV2_20440.1, SBOV2_20440.2	SRDH2_21440.1
OG0000897	SBOV2_9850.1	SRDH2_10430.8, SRDH2_10430.14, SRDH2_10430.15, SRDH2_10430.16, SRDH2_10430.12, SRDH2_10430.13, SRDH2_10430.2, SRDH2_10430.17, SRDH2_10430.6, SRDH2_10430.1, SRDH2_10430.7, SRDH2_10430.3, SRDH2_10430.4, SRDH2_10430.10, SRDH2_10430.9, SRDH2_10430.11, SRDH2_10430.5
OG0000898	SBOV2_71330.1	SRDH2_73620.1
OG0000899	SBOV2_14110.2, SBOV2_14110.1, SBOV2_14110.6, SBOV2_14110.3, SBOV2_14110.7, SBOV2_14110.4, SBOV2_14110.5	SRDH2_13500.6, SRDH2_13500.4, SRDH2_13500.8, SRDH2_13500.7, SRDH2_13500.5, SRDH2_13500.12, SRDH2_13500.9, SRDH2_13500.13, SRDH2_13500.10, SRDH2_13500.11, SRDH2_13500.2, SRDH2_13500.1, SRDH2_13500.3
OG0000900	SBOV2_3650.1, SBOV2_3660.1	SRDH2_3690.1, SRDH2_3690.2
OG0000901	SBOV2_62100.2, SBOV2_62100.3, SBOV2_62100.1	SRDH2_64150.1
OG0000902	SBOV2_50420.1, SBOV2_50420.2, SBOV2_50420.3, SBOV2_50420.4, SBOV2_50420.5	SRDH2_56170.1
OG0000903	SBOV2_15040.4, SBOV2_15040.5, SBOV2_15040.8, SBOV2_15040.1, SBOV2_15040.2, SBOV2_15040.3, SBOV2_15040.6, SBOV2_15040.7, SBOV2_15040.9	SRDH2_15940.2, SRDH2_15940.4, SRDH2_15940.1, SRDH2_15940.3, SRDH2_15940.5, SRDH2_15940.6
OG0000904	SBOV2_5100.2, SBOV2_5100.3, SBOV2_5100.4, SBOV2_5100.6, SBOV2_5100.5, SBOV2_5100.7, SBOV2_5100.8, SBOV2_5100.1	SRDH2_5180.1
OG0000905	SBOV2_77950.1	SRDH2_80830.6, SRDH2_80830.2, SRDH2_80830.4, SRDH2_80830.5, SRDH2_80830.1, SRDH2_80830.3
OG0000906	SBOV2_63400.5, SBOV2_63400.1, SBOV2_63400.6, SBOV2_63400.2, SBOV2_63400.3, SBOV2_63400.4	SRDH2_65490.15, SRDH2_65490.17, SRDH2_65490.18, SRDH2_65490.5, SRDH2_65490.1, SRDH2_65490.10, SRDH2_65490.12, SRDH2_65490.13, SRDH2_65490.14, SRDH2_65490.16, SRDH2_65490.6, SRDH2_65490.9, SRDH2_65490.11, SRDH2_65490.2, SRDH2_65490.3, SRDH2_65490.4, SRDH2_65490.7, SRDH2_65490.8
OG0000907	SBOV2_73690.1	SRDH2_76380.1
OG0000908	SBOV2_40930.1	SRDH2_27040.1
OG0000910	SBOV2_7260.1, SBOV2_7260.2, SBOV2_7260.3, SBOV2_7260.4, SBOV2_7260.7, SBOV2_7260.5, SBOV2_7260.6, SBOV2_7260.8	SRDH2_8380.1, SRDH2_8380.2, SRDH2_8370.1
OG0000911	SBOV2_57680.1	SRDH2_59810.8, SRDH2_59810.3, SRDH2_59810.9, SRDH2_59810.1, SRDH2_59810.10, SRDH2_59810.11, SRDH2_59810.2, SRDH2_59810.7, SRDH2_59810.6, SRDH2_59810.12, SRDH2_59810.4, SRDH2_59810.5
OG0000912	SBOV2_6370.1	SRDH2_6520.5, SRDH2_6520.8, SRDH2_6520.1, SRDH2_6520.6, SRDH2_6520.2, SRDH2_6520.3, SRDH2_6520.4, SRDH2_6520.7, SRDH2_6520.9, SRDH2_6520.10
OG0000913	SBOV2_36170.1, SBOV2_36170.2	SRDH2_37070.1
OG0000914	SBOV2_29180.2, SBOV2_29180.3, SBOV2_29180.1, SBOV2_29180.4, SBOV2_29180.5	SRDH2_38680.1
OG0000915	SBOV2_38070.3, SBOV2_38070.1, SBOV2_38070.2	SRDH2_29900.1, SRDH2_29900.6, SRDH2_29900.7, SRDH2_29900.2, SRDH2_29900.3, SRDH2_29900.4, SRDH2_29900.5
OG0000916	SBOV2_28150.1	SRDH2_39820.1, SRDH2_39820.2, SRDH2_39820.3, SRDH2_39820.4
OG0000917	SBOV2_83410.1, SBOV2_83410.2, SBOV2_83410.3, SBOV2_83410.4	SRDH2_86710.2, SRDH2_86710.4, SRDH2_86710.1, SRDH2_86710.3, SRDH2_86710.5
OG0000918	SBOV2_40830.1, SBOV2_40830.3, SBOV2_40830.5, SBOV2_40830.6, SBOV2_40830.7, SBOV2_40830.2, SBOV2_40830.4, SBOV2_40830.8	SRDH2_27120.1, SRDH2_27120.3, SRDH2_27120.4, SRDH2_27120.2
OG0000919	SBOV2_83650.1	SRDH2_86880.1, SRDH2_86880.2, SRDH2_86880.3, SRDH2_86880.5, SRDH2_86880.6, SRDH2_86880.7, SRDH2_86880.8, SRDH2_86880.4
OG0000921	SBOV2_42700.1, SBOV2_42700.2, SBOV2_42700.5, SBOV2_42700.4, SBOV2_42700.3	SRDH2_43720.1
OG0000922	SBOV2_6780.1, SBOV2_6780.3, SBOV2_6780.2	SRDH2_6940.1
OG0000923	SBOV2_26340.1	SRDH2_41800.1
OG0000923	SBOV2_92160.1, SBOV2_92160.2, SBOV2_92160.3, SBOV2_92160.4	SRDH2_96520.1
OG0000925	SBOV2_15960.1	SRDH2_16890.1, SRDH2_16880.1, SRDH2_16880.2
OG0000926	SBOV2_40520.1, SBOV2_40520.2, SBOV2_40520.3, SBOV2_40520.4, SBOV2_40530.1, SBOV2_40530.3, SBOV2_40530.2, SBOV2_40530.4	SRDH2_27410.1
OG0000927	SBOV2_19180.1	SRDH2_20140.3, SRDH2_20140.2, SRDH2_20140.8, SRDH2_20140.1, SRDH2_20140.4, SRDH2_20140.6, SRDH2_20140.13, SRDH2_20140.12, SRDH2_20140.7, SRDH2_20140.9, SRDH2_20140.10, SRDH2_20140.5, SRDH2_20140.11
OG0000928	SBOV2_35360.1, SBOV2_35370.1	SRDH2_36310.1, SRDH2_36310.2, SRDH2_36310.3, SRDH2_36310.4
OG0000929	SBOV2_64470.1, SBOV2_64470.3, SBOV2_64470.2	SRDH2_67280.3, SRDH2_67280.5, SRDH2_67280.6, SRDH2_67280.7, SRDH2_67280.8, SRDH2_67280.1, SRDH2_67280.2, SRDH2_67280.4
OG0000930	SBOV2_41570.6, SBOV2_41570.5, SBOV2_41570.1, SBOV2_41570.2, SBOV2_41570.3, SBOV2_41570.4	SRDH2_42700.4, SRDH2_42700.2, SRDH2_42700.3, SRDH2_42700.1
OG0000931	SBOV2_70760.2, SBOV2_70760.1	SRDH2_74260.1, SRDH2_74260.3, SRDH2_74260.2, SRDH2_74260.5, SRDH2_74260.6, SRDH2_74260.7, SRDH2_74260.4, SRDH2_100270.1
OG0000932	SBOV2_1170.1, SBOV2_1170.2, SBOV2_1170.4, SBOV2_1170.3	SRDH2_1170.1, SRDH2_1170.2, SRDH2_1170.3
OG0000933	SBOV2_28040.1	SRDH2_39920.14, SRDH2_39920.15, SRDH2_39920.12, SRDH2_39920.1, SRDH2_39920.3, SRDH2_39920.4, SRDH2_39920.8, SRDH2_39920.2, SRDH2_39920.10, SRDH2_39920.11, SRDH2_39920.6, SRDH2_39920.7, SRDH2_39920.9, SRDH2_39920.13, SRDH2_39920.16, SRDH2_39920.5
OG0000934	SBOV2_9940.3, SBOV2_9940.1, SBOV2_9940.4, SBOV2_9940.2	SRDH2_10520.3, SRDH2_10520.10, SRDH2_10520.1, SRDH2_10520.15, SRDH2_10520.12, SRDH2_10520.9, SRDH2_10520.11, SRDH2_10520.8, SRDH2_10520.7, SRDH2_10520.2, SRDH2_10520.5, SRDH2_10520.4, SRDH2_10520.6, SRDH2_10520.14, SRDH2_10520.13
OG0000935	SBOV2_63760.1, SBOV2_63770.1	SRDH2_67920.5, SRDH2_67920.4, SRDH2_67920.6, SRDH2_67920.1, SRDH2_67920.2, SRDH2_67920.7, SRDH2_67920.3
OG0000936	SBOV2_92970.1, SBOV2_92970.3, SBOV2_92970.2	SRDH2_97320.6, SRDH2_97320.3, SRDH2_97320.1, SRDH2_97320.2, SRDH2_97320.7, SRDH2_97320.5, SRDH2_97320.4
OG0000937	SBOV2_51350.3, SBOV2_51350.1, SBOV2_51350.2, SBOV2_51350.4, SBOV2_51350.5	SRDH2_55210.8, SRDH2_55210.1, SRDH2_55210.2, SRDH2_55210.3, SRDH2_55210.5, SRDH2_55210.4, SRDH2_55210.6, SRDH2_55210.7
OG0000938	SBOV2_59300.1, SBOV2_59300.2	SRDH2_61350.5, SRDH2_61350.1, SRDH2_61350.2, SRDH2_61350.6, SRDH2_61350.8, SRDH2_61350.9, SRDH2_61350.10, SRDH2_61350.3, SRDH2_61350.7, SRDH2_61350.4
OG0000939	SBOV2_86150.3, SBOV2_86150.1, SBOV2_86150.2	SRDH2_89450.1
OG0000940	SBOV2_5760.1, SBOV2_5760.2, SBOV2_5760.3, SBOV2_5760.4	SRDH2_5830.2, SRDH2_5830.1, SRDH2_5830.3, SRDH2_5830.4
OG0000941	SBOV2_35550.1	SRDH2_36490.2, SRDH2_36490.3, SRDH2_36490.7, SRDH2_36490.15, SRDH2_36490.12, SRDH2_36490.11, SRDH2_36490.1, SRDH2_36490.13, SRDH2_36490.8, SRDH2_36490.10, SRDH2_36490.9, SRDH2_36490.14
OG0000942	SBOV2_15580.4, SBOV2_15580.3, SBOV2_15580.7, SBOV2_15580.2, SBOV2_15580.5, SBOV2_15580.1, SBOV2_15580.6	SRDH2_16480.1, SRDH2_16480.8, SRDH2_16480.7, SRDH2_16480.9, SRDH2_16480.2, SRDH2_16480.3, SRDH2_16480.6, SRDH2_16480.11, SRDH2_16480.5, SRDH2_16480.4, SRDH2_16480.10
OG0000943	SBOV2_38880.1, SBOV2_38880.2	SRDH2_29110.5, SRDH2_29110.3, SRDH2_29110.1, SRDH2_29110.4, SRDH2_29110.2, SRDH2_29110.6
OG0000944	SBOV2_57480.1, SBOV2_57480.3, SBOV2_57480.4, SBOV2_57480.2	SRDH2_59330.1, SRDH2_59340.3, SRDH2_59340.4, SRDH2_59340.8, SRDH2_59340.1, SRDH2_59340.2, SRDH2_59340.5, SRDH2_59340.6, SRDH2_59340.7, SRDH2_59340.9
OG0000945	SBOV2_11120.1, SBOV2_11120.2, SBOV2_11120.3, SBOV2_11120.4, SBOV2_11120.7, SBOV2_11120.8, SBOV2_11120.5, SBOV2_11120.6	SRDH2_11710.1, SRDH2_11710.2, SRDH2_11710.3, SRDH2_11710.5, SRDH2_11710.6, SRDH2_11710.8, SRDH2_11710.4, SRDH2_11710.7, SRDH2_11710.9
OG0000946	SBOV2_8580.7, SBOV2_8580.5, SBOV2_8580.6, SBOV2_8580.3, SBOV2_8580.4, SBOV2_8580.8, SBOV2_8580.1, SBOV2_8580.2, SBOV2_8580.9	SRDH2_9010.10, SRDH2_9010.7, SRDH2_9010.5, SRDH2_9010.3, SRDH2_9010.4, SRDH2_9010.6, SRDH2_9010.9, SRDH2_9010.1, SRDH2_9010.2, SRDH2_9010.8
OG0000947	SBOV2_28890.1, SBOV2_28890.2, SBOV2_28890.3, SBOV2_28890.4, SBOV2_28890.5, SBOV2_28890.6, SBOV2_28890.7	SRDH2_38980.1
OG0000948	SBOV2_80830.1, SBOV2_80830.2, SBOV2_80830.3, SBOV2_80830.4	SRDH2_83870.1, SRDH2_83870.2
OG0000949	SBOV2_15750.1	SRDH2_16640.1
OG0000950	SBOV2_52270.1	SRDH2_52730.1, SRDH2_52730.3, SRDH2_52730.2, SRDH2_52730.5, SRDH2_52730.6, SRDH2_52730.4
OG0000952	SBOV2_38110.8, SBOV2_38110.1, SBOV2_38110.2, SBOV2_38110.3, SBOV2_38110.4, SBOV2_38110.5, SBOV2_38110.6, SBOV2_38110.7, SBOV2_38110.9	SRDH2_29860.1
OG0000953	SBOV2_62230.1, SBOV2_62230.2, SBOV2_62230.3	SRDH2_64250.6, SRDH2_64250.1, SRDH2_64250.10, SRDH2_64250.11, SRDH2_64250.12, SRDH2_64250.13, SRDH2_64250.2, SRDH2_64250.3, SRDH2_64250.4, SRDH2_64250.8, SRDH2_64250.9, SRDH2_64250.5, SRDH2_64250.7
OG0000954	SBOV2_79630.1, SBOV2_79630.2	SRDH2_82630.2, SRDH2_82630.4
OG0000955	SBOV2_12310.3, SBOV2_12310.4, SBOV2_12310.5, SBOV2_12310.1, SBOV2_12310.2, SBOV2_12310.6, SBOV2_12310.7	SRDH2_14480.1
OG0000958	SBOV2_13390.1, SBOV2_13390.2	SRDH2_12890.1, SRDH2_12890.2
OG0000959	SBOV2_69340.7, SBOV2_69340.1, SBOV2_69340.2, SBOV2_69340.3, SBOV2_69340.4, SBOV2_69340.5, SBOV2_69340.6, SBOV2_69340.8	SRDH2_71400.1, SRDH2_71400.2, SRDH2_71400.3, SRDH2_71400.4
OG0000960	SBOV2_22080.1	SRDH2_99950.1, SRDH2_99950.2, SRDH2_99950.3, SRDH2_99940.1
OG0000961	SBOV2_28860.1, SBOV2_28860.2, SBOV2_28860.4, SBOV2_28860.5, SBOV2_28860.3	SRDH2_39040.3, SRDH2_39040.1, SRDH2_39040.2
OG0000962	SBOV2_73670.1	SRDH2_76360.1, SRDH2_76360.2, SRDH2_76360.3, SRDH2_76360.4, SRDH2_76360.5, SRDH2_76360.6
OG0000963	SBOV2_2500.1, SBOV2_2500.3, SBOV2_2500.4, SBOV2_2500.6, SBOV2_2500.2, SBOV2_2500.5, SBOV2_2500.7	SRDH2_2530.2, SRDH2_2530.3, SRDH2_2530.6, SRDH2_2530.8, SRDH2_2530.7, SRDH2_2530.1, SRDH2_2530.5, SRDH2_2530.4
OG0000964	SBOV2_27150.3, SBOV2_27150.1, SBOV2_27150.2, SBOV2_27150.4	SRDH2_40900.1
OG0000965	SBOV2_62970.1, SBOV2_62970.2	SRDH2_65000.4, SRDH2_65000.5, SRDH2_65000.1, SRDH2_65000.2, SRDH2_65000.3
OG0000966	SBOV2_31460.1, SBOV2_31460.2, SBOV2_31460.3	SRDH2_33780.1
OG0000966	SBOV2_48420.2, SBOV2_48420.3, SBOV2_48420.1	SRDH2_49790.1, SRDH2_49790.2
OG0000967	SBOV2_32250.1, SBOV2_32250.2	SRDH2_32970.2, SRDH2_32970.6, SRDH2_32970.1, SRDH2_32970.3, SRDH2_32970.4, SRDH2_32970.5, SRDH2_32970.7, SRDH2_32970.8
OG0000968	SBOV2_2890.3, SBOV2_2890.4, SBOV2_2890.5, SBOV2_2890.1, SBOV2_2890.2, SBOV2_2890.6	SRDH2_2950.6, SRDH2_2950.9, SRDH2_2950.12, SRDH2_2950.10, SRDH2_2950.1, SRDH2_2950.11, SRDH2_2950.2, SRDH2_2950.3, SRDH2_2950.4, SRDH2_2950.5, SRDH2_2950.8, SRDH2_2950.7
OG0000969	SBOV2_80720.1	SRDH2_83760.1
OG0000970	SBOV2_68960.1, SBOV2_68950.1	SRDH2_72100.2, SRDH2_72100.1
OG0000971	SBOV2_1930.1	SRDH2_1940.5, SRDH2_1940.2, SRDH2_1940.4, SRDH2_1940.3, SRDH2_1940.9, SRDH2_1940.1, SRDH2_1940.10, SRDH2_1940.11, SRDH2_1940.6, SRDH2_1940.7, SRDH2_1940.8, SRDH2_1940.12, SRDH2_1940.13
OG0000972	SBOV2_6050.1, SBOV2_6050.2, SBOV2_6050.3, SBOV2_6050.4, SBOV2_6050.5	SRDH2_6180.1, SRDH2_6180.2, SRDH2_6180.3
OG0000974	SBOV2_50060.4, SBOV2_50060.3, SBOV2_50060.1, SBOV2_50060.2	SRDH2_56610.1
OG0000975	SBOV2_5910.5, SBOV2_5910.1, SBOV2_5910.2, SBOV2_5910.3, SBOV2_5910.4	SRDH2_6010.1, SRDH2_5990.1, SRDH2_6030.1, SRDH2_6020.1, SRDH2_5980.1
OG0000976	SBOV2_10060.3	SRDH2_10640.1
OG0000977	SBOV2_11850.2, SBOV2_11850.1	SRDH2_13910.10, SRDH2_13910.11, SRDH2_13910.12, SRDH2_13910.5, SRDH2_13910.9, SRDH2_13910.13, SRDH2_13910.7, SRDH2_13910.4, SRDH2_13910.6, SRDH2_13910.1, SRDH2_13910.14, SRDH2_13910.15, SRDH2_13910.17, SRDH2_13910.2, SRDH2_13910.3, SRDH2_13910.8, SRDH2_13910.16
OG0000978	SBOV2_20320.1	SRDH2_21300.1
OG0000979	SBOV2_72860.2, SBOV2_72860.1, SBOV2_72860.3	SRDH2_75470.5, SRDH2_75470.7, SRDH2_75470.10, SRDH2_75470.8, SRDH2_75470.9, SRDH2_75470.4, SRDH2_75470.6, SRDH2_75470.1, SRDH2_75470.2, SRDH2_75470.3
OG0000980	SBOV2_53490.1, SBOV2_53490.2, SBOV2_53490.3	SRDH2_53980.2, SRDH2_53980.5, SRDH2_53980.6, SRDH2_53980.9, SRDH2_53980.7, SRDH2_53980.8, SRDH2_53980.1, SRDH2_53980.4, SRDH2_53980.3
OG0000982	SBOV2_63840.4, SBOV2_63840.1, SBOV2_63840.3, SBOV2_63840.2	SRDH2_68000.1, SRDH2_68000.2, SRDH2_68000.3, SRDH2_68000.4
OG0000983	SBOV2_15220.1	SRDH2_16110.1, SRDH2_16110.6, SRDH2_16110.7, SRDH2_16110.5, SRDH2_16110.3, SRDH2_16110.4, SRDH2_16110.2
OG0000984	SBOV2_32840.4, SBOV2_32840.6, SBOV2_32840.5, SBOV2_32840.3, SBOV2_32840.1, SBOV2_32840.2	SRDH2_32420.1
OG0000985	SBOV2_15730.2, SBOV2_15730.3, SBOV2_15730.9, SBOV2_15730.1, SBOV2_15730.10, SBOV2_15730.4, SBOV2_15730.5, SBOV2_15730.6, SBOV2_15730.7, SBOV2_15730.8	SRDH2_16620.1
OG0000986	SBOV2_72030.5, SBOV2_72030.2, SBOV2_72030.3, SBOV2_72030.1, SBOV2_72030.4	SRDH2_72850.1
OG0000987	SBOV2_82510.1, SBOV2_82510.2, SBOV2_82510.3, SBOV2_82510.4	SRDH2_85670.1
OG0000988	SBOV2_56170.1, SBOV2_56170.2, SBOV2_56170.4, SBOV2_56170.3, SBOV2_56170.7, SBOV2_56170.8, SBOV2_56170.5, SBOV2_56170.6, SBOV2_56160.1	SRDH2_56970.1, SRDH2_56970.2, SRDH2_56980.1
OG0000989	SBOV2_54140.3, SBOV2_54140.1, SBOV2_54140.2	SRDH2_52370.4, SRDH2_52370.6, SRDH2_52370.7, SRDH2_52370.5, SRDH2_52370.3, SRDH2_52370.9, SRDH2_52370.1, SRDH2_52370.2, SRDH2_52370.8
OG0000990	SBOV2_4760.1	SRDH2_4810.12, SRDH2_4810.13, SRDH2_4810.7, SRDH2_4810.10, SRDH2_4810.9, SRDH2_4810.11, SRDH2_4810.8, SRDH2_4810.5, SRDH2_4810.6, SRDH2_4810.1, SRDH2_4810.2, SRDH2_4810.3, SRDH2_4810.4
OG0000991	SBOV2_58340.15, SBOV2_58340.11, SBOV2_58340.10, SBOV2_58340.3, SBOV2_58340.8, SBOV2_58340.16, SBOV2_58340.9, SBOV2_58340.2, SBOV2_58340.17, SBOV2_58340.1, SBOV2_58340.6, SBOV2_58340.12, SBOV2_58340.13, SBOV2_58340.4, SBOV2_58340.14, SBOV2_58340.5, SBOV2_58340.7	SRDH2_60450.1
OG0000992	SBOV2_43520.1	SRDH2_44520.4, SRDH2_44520.6, SRDH2_44520.5, SRDH2_44520.7, SRDH2_44520.2, SRDH2_44520.1, SRDH2_44520.3
OG0000993	SBOV2_77160.2, SBOV2_77160.3, SBOV2_77160.1	SRDH2_80080.1
OG0000994	SBOV2_33740.2, SBOV2_33740.3, SBOV2_33740.4, SBOV2_33740.1, SBOV2_33740.9, SBOV2_33740.8, SBOV2_33740.5, SBOV2_33740.6, SBOV2_33740.7	SRDH2_35840.1, SRDH2_35840.2
OG0000995	SBOV2_79480.1, SBOV2_79480.2, SBOV2_79480.4	SRDH2_82470.1
OG0000996	SBOV2_63980.1, SBOV2_63980.2, SBOV2_63980.3, SBOV2_63980.4, SBOV2_63980.5	SRDH2_68120.2, SRDH2_68120.3, SRDH2_68120.4, SRDH2_68120.5, SRDH2_68120.6, SRDH2_68120.9, SRDH2_68120.7, SRDH2_68120.1, SRDH2_68120.8
OG0000997	SBOV2_89340.10, SBOV2_89340.7, SBOV2_89340.8, SBOV2_89340.9, SBOV2_89340.1, SBOV2_89340.2, SBOV2_89340.3, SBOV2_89340.4, SBOV2_89340.5, SBOV2_89340.6	SRDH2_91650.1
OG0000998	SBOV2_55040.1	SRDH2_56420.1, SRDH2_56420.10, SRDH2_56420.11, SRDH2_56420.2, SRDH2_56420.3, SRDH2_56420.8, SRDH2_56420.9, SRDH2_56420.5, SRDH2_56420.7, SRDH2_56420.4, SRDH2_56420.12, SRDH2_56420.13, SRDH2_56420.6
