Orthogroup	schistosoma_bovis	trichobilharzia_regenti
OG0000766	SBOV2_62680.1	TREG1_83550.8, TREG1_83550.1, TREG1_83550.10, TREG1_83550.12, TREG1_83550.6, TREG1_83550.15, TREG1_83550.9, TREG1_83550.11, TREG1_83550.13, TREG1_83550.7, TREG1_83550.5, TREG1_83550.4, TREG1_83550.2, TREG1_83550.3, TREG1_83550.14
OG0000767	SBOV2_64830.1, SBOV2_64830.5, SBOV2_64830.3, SBOV2_64830.2, SBOV2_64830.4	TREG1_86050.1, TREG1_86050.4, TREG1_86050.2, TREG1_86050.3
OG0000768	SBOV2_27790.1	TREG1_41020.2, TREG1_41020.1, TREG1_41020.3, TREG1_41020.4
OG0000769	SBOV2_2190.1, SBOV2_2190.2	TREG1_11850.7, TREG1_11850.8, TREG1_11850.9, TREG1_11850.11, TREG1_11850.12, TREG1_11850.10, TREG1_11850.2, TREG1_11850.1, TREG1_11850.4, TREG1_11850.3, TREG1_109310.1, TREG1_11850.5, TREG1_11850.6
OG0000770	SBOV2_17370.1, SBOV2_17370.3, SBOV2_17370.4, SBOV2_17370.5, SBOV2_17370.7, SBOV2_17370.2, SBOV2_17370.6, SBOV2_17370.8	TREG1_15810.1, TREG1_15810.4, TREG1_15810.7, TREG1_15810.8, TREG1_15810.6, TREG1_15810.5, TREG1_15810.3, TREG1_15820.1, TREG1_15810.2, TREG1_15810.9
OG0000771	SBOV2_79000.1	TREG1_97710.1, TREG1_97740.1
OG0000772	SBOV2_16280.3, SBOV2_16280.1, SBOV2_16280.2	TREG1_27970.1, TREG1_27960.1, TREG1_27960.4, TREG1_27960.5, TREG1_27960.2, TREG1_27960.3, TREG1_33110.1, TREG1_33120.1, TREG1_33120.2, TREG1_33120.3, TREG1_33120.4
OG0000773	SBOV2_25260.1, SBOV2_25260.2	TREG1_31650.1
OG0000774	SBOV2_46510.1	TREG1_72150.1
OG0000775	SBOV2_53860.1, SBOV2_53860.3, SBOV2_53860.2, SBOV2_53860.4	TREG1_69730.3, TREG1_69730.7, TREG1_69730.6, TREG1_69730.4, TREG1_69730.1, TREG1_69730.2, TREG1_69730.5
OG0000776	SBOV2_45110.1	TREG1_63180.1
OG0000776	SBOV2_56010.1, SBOV2_56010.2	TREG1_76030.1, TREG1_76030.2
OG0000777	SBOV2_53340.3, SBOV2_53340.1, SBOV2_53340.2	TREG1_70040.1, TREG1_70030.1
OG0000778	SBOV2_22410.1, SBOV2_22400.4, SBOV2_22400.5	TREG1_32120.3, TREG1_32120.4, TREG1_32120.2, TREG1_32120.1
OG0000779	SBOV2_3730.2, SBOV2_3730.4, SBOV2_3730.3, SBOV2_3730.5, SBOV2_3730.1	TREG1_740.1
OG0000780	SBOV2_14600.1, SBOV2_14600.2, SBOV2_14600.3, SBOV2_14600.4, SBOV2_14600.5	TREG1_21200.1
OG0000781	SBOV2_11000.1	TREG1_20520.1
OG0000781	SBOV2_440.1, SBOV2_440.2	TREG1_15450.1
OG0000782	SBOV2_35970.1	TREG1_46490.1
OG0000783	SBOV2_54900.6, SBOV2_54900.5, SBOV2_54900.1, SBOV2_54900.3, SBOV2_54900.2, SBOV2_54900.4	TREG1_74600.1
OG0000784	SBOV2_36050.1, SBOV2_36050.3, SBOV2_36050.2, SBOV2_36050.4	TREG1_55190.6, TREG1_55190.4, TREG1_55190.5, TREG1_6950.1, TREG1_55190.3, TREG1_55190.7, TREG1_55190.2, TREG1_55190.1, TREG1_55190.8
OG0000785	SBOV2_58450.1, SBOV2_58450.2, SBOV2_58450.3	TREG1_81490.1, TREG1_137350.1, TREG1_137370.1
OG0000786	SBOV2_27080.2, SBOV2_27080.4, SBOV2_27080.1, SBOV2_27080.3, SBOV2_27080.5	TREG1_57140.1, TREG1_57140.2, TREG1_57140.3, TREG1_57140.4, TREG1_57140.5
OG0000787	SBOV2_91650.1, SBOV2_91650.2	TREG1_111330.1, TREG1_131450.1
OG0000787	SBOV2_59150.1	TREG1_80770.1
OG0000788	SBOV2_13250.1, SBOV2_13250.2	TREG1_15270.1
OG0000789	SBOV2_25050.1, SBOV2_25050.4, SBOV2_25050.3, SBOV2_25050.2, SBOV2_25060.1	TREG1_35320.1
OG0000789	SBOV2_25040.1, SBOV2_25040.2	TREG1_35340.1
OG0000790	SBOV2_28430.2, SBOV2_28430.3, SBOV2_28430.1	TREG1_43840.9, TREG1_43840.8, TREG1_43840.6, TREG1_43840.1, TREG1_43840.2, TREG1_43840.3, TREG1_43840.4, TREG1_43840.5, TREG1_43840.7
OG0000791	SBOV2_41930.1, SBOV2_41930.2	TREG1_42340.1
OG0000792	SBOV2_5630.1	TREG1_18510.2, TREG1_18510.1, TREG1_18510.7, TREG1_18510.5, TREG1_18510.6, TREG1_18510.3, TREG1_18510.4, TREG1_18510.8
OG0000793	SBOV2_33450.3, SBOV2_33450.4, SBOV2_33450.2, SBOV2_33450.1	TREG1_53900.1
OG0000794	SBOV2_9860.5, SBOV2_9860.7, SBOV2_9860.4, SBOV2_9860.1, SBOV2_9860.3, SBOV2_9860.6, SBOV2_9860.2	TREG1_5950.1, TREG1_5950.2, TREG1_5950.3, TREG1_5930.1, TREG1_5950.4, TREG1_5950.5
OG0000795	SBOV2_94290.2, SBOV2_94290.4, SBOV2_94290.5, SBOV2_94290.1, SBOV2_94290.3, SBOV2_94290.6	TREG1_131920.5, TREG1_131920.8, TREG1_131920.1, TREG1_131920.2, TREG1_131920.3, TREG1_131920.4, TREG1_131920.6, TREG1_131920.7, TREG1_131920.9, TREG1_131920.10
OG0000796	SBOV2_15370.1, SBOV2_15380.1, SBOV2_15350.1	TREG1_15670.1
OG0000796	SBOV2_15410.1, SBOV2_15360.1	TREG1_79460.1, TREG1_79440.1, TREG1_79440.2, TREG1_79440.3, TREG1_79440.4, TREG1_79450.1, TREG1_79470.1
OG0000797	SBOV2_19410.3, SBOV2_19410.1, SBOV2_19410.2	TREG1_22370.1, TREG1_22370.3, TREG1_22370.2, TREG1_22370.4, TREG1_22370.5
OG0000798	SBOV2_1330.1, SBOV2_1330.2, SBOV2_1330.4, SBOV2_1330.3	TREG1_8990.1
OG0000799	SBOV2_66410.4, SBOV2_66410.1, SBOV2_66410.2, SBOV2_66410.3	TREG1_83320.1
OG0000800	SBOV2_9790.10, SBOV2_9790.11, SBOV2_9790.13, SBOV2_9790.14, SBOV2_9790.2, SBOV2_9790.8, SBOV2_9790.7, SBOV2_9790.6, SBOV2_9790.3, SBOV2_9790.1, SBOV2_9790.12, SBOV2_9790.5, SBOV2_9790.9, SBOV2_9790.4	TREG1_2110.1
OG0000801	SBOV2_15270.1, SBOV2_15270.2, SBOV2_15270.3, SBOV2_15270.4	TREG1_17530.1, TREG1_17530.2
OG0000802	SBOV2_72520.1	TREG1_107760.1
OG0000802	SBOV2_58070.1	TREG1_78650.1
OG0000803	SBOV2_78220.1, SBOV2_78220.2, SBOV2_78220.4, SBOV2_78220.3	TREG1_109770.1
OG0000804	SBOV2_26530.2, SBOV2_26530.1, SBOV2_26530.3	TREG1_57510.1
OG0000805	SBOV2_31270.2, SBOV2_31270.4, SBOV2_31270.3, SBOV2_31270.5, SBOV2_31270.1, SBOV2_31270.6	TREG1_58310.6, TREG1_58310.7, TREG1_58410.1
OG0000806	SBOV2_72880.3, SBOV2_72880.2, SBOV2_72880.4, SBOV2_72880.1	TREG1_106630.1
OG0000807	SBOV2_9580.1, SBOV2_9580.2, SBOV2_9580.3	TREG1_5850.1, TREG1_145350.5, TREG1_145350.7, TREG1_145350.2, TREG1_145350.3, TREG1_145350.4, TREG1_145350.8, TREG1_145350.6, TREG1_145350.9, TREG1_145350.1, TREG1_145350.10, TREG1_80500.4, TREG1_80500.5, TREG1_80500.1, TREG1_80500.2, TREG1_80500.3, TREG1_46650.1
OG0000808	SBOV2_92460.1	TREG1_131320.1
OG0000808	SBOV2_92470.1	TREG1_131310.1
OG0000809	SBOV2_89960.2, SBOV2_89960.4, SBOV2_89960.1, SBOV2_89960.3, SBOV2_89960.5	TREG1_119130.1
OG0000810	SBOV2_24570.5, SBOV2_24570.6, SBOV2_24570.7, SBOV2_24570.11, SBOV2_24570.2, SBOV2_24570.1, SBOV2_24570.10, SBOV2_24570.9, SBOV2_24570.13, SBOV2_24570.3, SBOV2_24570.8, SBOV2_24570.12, SBOV2_24570.4	TREG1_35050.1, TREG1_35060.1
OG0000811	SBOV2_10800.1, SBOV2_10800.2, SBOV2_10800.3	TREG1_6250.1
OG0000812	SBOV2_11880.1, SBOV2_11880.2, SBOV2_11880.3, SBOV2_11880.4, SBOV2_11880.5	TREG1_29560.1
OG0000813	SBOV2_85650.3, SBOV2_85650.8, SBOV2_85650.4, SBOV2_85650.1, SBOV2_85650.2, SBOV2_85650.6, SBOV2_85650.7, SBOV2_85650.5	TREG1_121640.1
OG0000814	SBOV2_63010.1, SBOV2_63000.1, SBOV2_63030.1	TREG1_87570.1, TREG1_87570.4, TREG1_87570.2, TREG1_87570.3, TREG1_87570.5, TREG1_87570.6
OG0000815	SBOV2_59130.1, SBOV2_59130.2	TREG1_80780.1
OG0000816	SBOV2_83100.1, SBOV2_83100.2, SBOV2_83100.5, SBOV2_83100.3, SBOV2_83100.4	TREG1_112480.1
OG0000817	SBOV2_89670.1	TREG1_124240.1
OG0000819	SBOV2_64970.1, SBOV2_64970.2, SBOV2_64970.3	TREG1_87920.1
OG0000821	SBOV2_48510.2, SBOV2_48510.3, SBOV2_48510.4, SBOV2_48510.5, SBOV2_48510.7, SBOV2_48510.1, SBOV2_48510.6	TREG1_69560.1
OG0000822	SBOV2_73560.1	TREG1_99140.5, TREG1_99140.2, TREG1_99140.3, TREG1_99140.7, TREG1_99140.6, TREG1_99140.1, TREG1_99140.4
OG0000823	SBOV2_52240.1	TREG1_73540.1
OG0000823	SBOV2_91700.1, SBOV2_91690.1	TREG1_131750.1
OG0000824	SBOV2_3140.1, SBOV2_3140.2, SBOV2_3140.3	TREG1_18420.1, TREG1_18420.2
OG0000825	SBOV2_76150.1, SBOV2_76150.2, SBOV2_76130.1, SBOV2_76120.1	TREG1_100350.1, TREG1_100390.1
OG0000826	SBOV2_50280.1	TREG1_70500.1, TREG1_70510.1
OG0000827	SBOV2_74500.1	TREG1_102950.1
OG0000827	SBOV2_74490.1, SBOV2_74490.2, SBOV2_74490.3, SBOV2_74490.4	TREG1_102960.1, TREG1_102980.1
OG0000829	SBOV2_17900.1	TREG1_20430.1
OG0000830	SBOV2_48290.1	TREG1_64210.1
OG0000831	SBOV2_41650.2, SBOV2_41650.4, SBOV2_41650.5, SBOV2_41650.3, SBOV2_41650.1	TREG1_42010.1
OG0000832	SBOV2_59930.1	TREG1_86200.1
OG0000833	SBOV2_34370.1	TREG1_34380.6, TREG1_34380.7, TREG1_34380.2, TREG1_34380.4, TREG1_34380.1, TREG1_34380.3, TREG1_34380.5
OG0000834	SBOV2_48130.2, SBOV2_48130.4, SBOV2_48130.6, SBOV2_48130.3, SBOV2_48130.5, SBOV2_48130.1	TREG1_70990.1
OG0000835	SBOV2_29630.12, SBOV2_29630.11, SBOV2_29630.9, SBOV2_29630.1, SBOV2_29630.2, SBOV2_29630.3, SBOV2_29630.4, SBOV2_29630.5, SBOV2_29630.6, SBOV2_29630.7, SBOV2_29630.8, SBOV2_29630.10, SBOV2_29630.13, SBOV2_29630.14	TREG1_137160.1, TREG1_55260.1
OG0000836	SBOV2_30300.3, SBOV2_30300.1, SBOV2_30300.4, SBOV2_30300.2, SBOV2_30300.6, SBOV2_30300.5	TREG1_51450.1, TREG1_51450.2, TREG1_51450.3
OG0000837	SBOV2_35300.7, SBOV2_35300.1, SBOV2_35300.2, SBOV2_35300.3, SBOV2_35300.4, SBOV2_35300.5, SBOV2_35300.6, SBOV2_35300.8	TREG1_139910.1
OG0000839	SBOV2_29220.2, SBOV2_29220.1, SBOV2_29220.3	TREG1_44780.2, TREG1_44780.3, TREG1_44780.1, TREG1_44780.4
OG0000840	SBOV2_69760.1	TREG1_96330.4, TREG1_96330.1, TREG1_96330.2, TREG1_96330.3
OG0000841	SBOV2_19790.1, SBOV2_19790.6, SBOV2_19790.8, SBOV2_19790.5, SBOV2_19790.9, SBOV2_19790.3, SBOV2_19790.2, SBOV2_19790.4, SBOV2_19790.7	TREG1_16120.3, TREG1_16120.1, TREG1_16120.5, TREG1_16120.2, TREG1_16120.6, TREG1_16120.4
OG0000842	SBOV2_66600.1, SBOV2_66600.2	TREG1_82150.3, TREG1_82150.6, TREG1_82150.4, TREG1_82150.7, TREG1_82150.8, TREG1_82150.1, TREG1_82150.5, TREG1_82150.2
OG0000843	SBOV2_81510.1, SBOV2_81510.2, SBOV2_81510.3, SBOV2_81510.5, SBOV2_81510.6, SBOV2_81510.7, SBOV2_81510.8, SBOV2_81510.4	TREG1_110860.1
OG0000844	SBOV2_5230.1, SBOV2_5230.2, SBOV2_5230.3, SBOV2_5230.4, SBOV2_5230.5	TREG1_5000.1, TREG1_5000.2, TREG1_5000.3, TREG1_5000.4
OG0000845	SBOV2_88310.1, SBOV2_88310.2, SBOV2_88310.3, SBOV2_88310.4	TREG1_127650.1, TREG1_127650.2, TREG1_127650.3
OG0000846	SBOV2_16350.1, SBOV2_16360.1	TREG1_29770.4, TREG1_29770.2, TREG1_29770.1, TREG1_29770.3
OG0000847	SBOV2_1260.5, SBOV2_1260.3, SBOV2_1260.1, SBOV2_1260.2, SBOV2_1260.7, SBOV2_1260.8, SBOV2_1260.4, SBOV2_1260.6	TREG1_9830.4, TREG1_9830.5, TREG1_9830.2, TREG1_9830.3, TREG1_9830.1
OG0000848	SBOV2_32860.4, SBOV2_32860.6, SBOV2_32860.7, SBOV2_32860.2, SBOV2_32860.3, SBOV2_32860.5, SBOV2_32860.1	TREG1_57370.1
OG0000849	SBOV2_28600.1, SBOV2_28600.2	TREG1_45030.2, TREG1_45030.1, TREG1_45030.3
OG0000850	SBOV2_40260.1	TREG1_36460.1
OG0000851	SBOV2_89970.1	TREG1_119140.1, TREG1_119150.1, TREG1_119160.1
OG0000852	SBOV2_10630.9, SBOV2_10630.4, SBOV2_10630.6, SBOV2_10630.8, SBOV2_10630.5, SBOV2_10630.2, SBOV2_10630.3, SBOV2_10630.1, SBOV2_10630.7	TREG1_6090.1
OG0000853	SBOV2_82000.1	TREG1_113850.2, TREG1_113850.3, TREG1_113850.5, TREG1_113850.10, TREG1_113850.6, TREG1_113850.9, TREG1_113850.8, TREG1_113850.1, TREG1_113850.4, TREG1_113850.11, TREG1_113850.12, TREG1_113850.13, TREG1_113850.14, TREG1_113850.7
OG0000854	SBOV2_30290.2, SBOV2_30290.1, SBOV2_30290.3	TREG1_44470.1, TREG1_51430.2, TREG1_51430.1, TREG1_51430.3
OG0000855	SBOV2_51050.1, SBOV2_51050.4, SBOV2_51050.5, SBOV2_51050.6, SBOV2_51050.2, SBOV2_51050.3	TREG1_61750.1
OG0000856	SBOV2_3050.1	TREG1_3710.3, TREG1_3710.2, TREG1_3710.1, TREG1_3710.4
OG0000857	SBOV2_4230.1	TREG1_5160.1
OG0000858	SBOV2_4580.7, SBOV2_4580.6, SBOV2_4580.3, SBOV2_4580.1, SBOV2_4580.5, SBOV2_4580.4, SBOV2_4580.2	TREG1_14070.5, TREG1_14070.1, TREG1_14070.4, TREG1_14070.2, TREG1_14070.3
OG0000859	SBOV2_48900.1, SBOV2_48900.2	TREG1_68190.1, TREG1_68190.2
OG0000860	SBOV2_59440.1	TREG1_80920.1
OG0000860	SBOV2_62000.2, SBOV2_62000.3, SBOV2_62000.1, SBOV2_62000.4, SBOV2_62000.5	TREG1_83610.1
OG0000861	SBOV2_11510.9, SBOV2_11510.8, SBOV2_11510.2, SBOV2_11510.1, SBOV2_11510.4, SBOV2_11510.7, SBOV2_11510.3, SBOV2_11510.5, SBOV2_11510.6	TREG1_13860.1
OG0000862	SBOV2_37630.3, SBOV2_37630.4, SBOV2_37630.6, SBOV2_37630.1, SBOV2_37630.7, SBOV2_37630.2, SBOV2_37630.5	TREG1_49680.1
OG0000863	SBOV2_8060.1, SBOV2_8070.4, SBOV2_8070.1, SBOV2_8070.3, SBOV2_8070.5, SBOV2_8070.2, SBOV2_8080.1	TREG1_25490.1
OG0000864	SBOV2_27470.4, SBOV2_27470.2, SBOV2_27470.1, SBOV2_27470.3, SBOV2_27470.5	TREG1_54890.1
OG0000865	SBOV2_34410.1, SBOV2_34410.2, SBOV2_34410.3	TREG1_53080.1, TREG1_53070.1
OG0000866	SBOV2_770.1, SBOV2_770.2	TREG1_4670.1
OG0000867	SBOV2_8220.1, SBOV2_8220.5, SBOV2_8220.6, SBOV2_8220.8, SBOV2_8220.9, SBOV2_8220.2, SBOV2_8220.3, SBOV2_8220.4, SBOV2_8220.7	TREG1_26310.1
OG0000868	SBOV2_79050.2, SBOV2_79050.1, SBOV2_79050.3, SBOV2_79110.1, SBOV2_79080.1	TREG1_64520.1
OG0000869	SBOV2_88830.1, SBOV2_88830.2, SBOV2_88830.3, SBOV2_88830.5, SBOV2_88830.4	TREG1_121370.1, TREG1_121370.2
OG0000870	SBOV2_1000.1, SBOV2_1000.2, SBOV2_1000.3, SBOV2_1000.4, SBOV2_1000.5	TREG1_13310.1, TREG1_13310.2, TREG1_13310.3, TREG1_13310.4, TREG1_13310.6, TREG1_13310.7, TREG1_13310.8, TREG1_13310.9, TREG1_13310.5, TREG1_85010.1
OG0000871	SBOV2_38960.1, SBOV2_38960.2, SBOV2_38960.3, SBOV2_38960.4	TREG1_139230.1, TREG1_139230.2
OG0000872	SBOV2_4090.8, SBOV2_4090.2, SBOV2_4090.1, SBOV2_4090.3, SBOV2_4090.4, SBOV2_4090.5, SBOV2_4090.6, SBOV2_4090.7	TREG1_3920.1, TREG1_3920.2, TREG1_3920.3
OG0000873	SBOV2_85590.3, SBOV2_85590.1, SBOV2_85590.2, SBOV2_85590.4, SBOV2_85590.5	TREG1_121670.1
OG0000874	SBOV2_42260.1	TREG1_42590.4, TREG1_42590.5, TREG1_42590.1, TREG1_42590.2, TREG1_42590.3
OG0000875	SBOV2_61920.2, SBOV2_61920.3, SBOV2_61920.1, SBOV2_61920.5, SBOV2_61920.6, SBOV2_61920.4, SBOV2_61920.7	TREG1_82910.4, TREG1_83010.1, TREG1_82910.6, TREG1_82910.8, TREG1_82910.5, TREG1_82910.7
OG0000876	SBOV2_23280.1, SBOV2_23300.6, SBOV2_23300.5, SBOV2_23300.2, SBOV2_23300.3, SBOV2_23310.1, SBOV2_23300.1, SBOV2_23300.4	TREG1_60610.1, TREG1_60630.1, TREG1_60670.1
OG0000877	SBOV2_8160.3, SBOV2_8160.1, SBOV2_8160.2	TREG1_26220.1
OG0000878	SBOV2_17890.2, SBOV2_17890.1, SBOV2_17890.4, SBOV2_17890.3	TREG1_22910.1
OG0000879	SBOV2_57900.2, SBOV2_57900.3, SBOV2_57900.1	TREG1_80220.1, TREG1_80220.3, TREG1_80220.2, TREG1_80220.4, TREG1_80220.5
OG0000880	SBOV2_78700.3, SBOV2_78700.11, SBOV2_78700.7, SBOV2_78700.9, SBOV2_78700.10, SBOV2_78700.2, SBOV2_78700.8, SBOV2_78700.1, SBOV2_78700.6, SBOV2_78700.4, SBOV2_78700.5	TREG1_107590.1
OG0000881	SBOV2_4600.1	TREG1_2180.1
OG0000881	SBOV2_89820.1	TREG1_126190.3, TREG1_126190.1, TREG1_126190.2, TREG1_126210.1
OG0000882	SBOV2_21540.1	TREG1_23920.1
OG0000882	SBOV2_27680.1	TREG1_40830.2, TREG1_40830.1, TREG1_40830.3
OG0000883	SBOV2_27690.1	TREG1_40840.1
OG0000884	SBOV2_28380.10, SBOV2_28380.8, SBOV2_28380.9, SBOV2_28380.1, SBOV2_28380.3, SBOV2_28380.2, SBOV2_28380.5, SBOV2_28380.6, SBOV2_28380.7, SBOV2_28380.4	TREG1_43890.1
OG0000885	SBOV2_92040.1, SBOV2_92040.2, SBOV2_120.1, SBOV2_56610.1	TREG1_14080.1
OG0000886	SBOV2_69840.1, SBOV2_69840.2, SBOV2_69840.3, SBOV2_69840.4, SBOV2_69840.5	TREG1_94870.1
OG0000887	SBOV2_19090.1, SBOV2_19090.3, SBOV2_19090.6, SBOV2_19090.2, SBOV2_19090.5, SBOV2_19090.7, SBOV2_19090.8, SBOV2_19090.4	TREG1_14980.1
OG0000888	SBOV2_77790.1	TREG1_108070.1, TREG1_108210.1
OG0000888	SBOV2_77800.1	TREG1_108230.1
OG0000889	SBOV2_39840.4, SBOV2_39840.9, SBOV2_39840.8, SBOV2_39840.5, SBOV2_39840.7, SBOV2_39840.3, SBOV2_39840.10, SBOV2_39840.11, SBOV2_39840.1, SBOV2_39840.2, SBOV2_39840.6	TREG1_37950.6, TREG1_37950.2, TREG1_37950.1, TREG1_37950.3, TREG1_37950.4, TREG1_37950.5
OG0000890	SBOV2_26930.1	TREG1_56730.1
OG0000891	SBOV2_30410.1	TREG1_52000.1, TREG1_52010.2, TREG1_52010.1
OG0000892	SBOV2_53570.5, SBOV2_53570.3, SBOV2_53570.2, SBOV2_53570.1, SBOV2_53570.4	TREG1_66610.1, TREG1_66610.2
OG0000894	SBOV2_86900.1	TREG1_119780.1, TREG1_119780.2, TREG1_119780.3, TREG1_119780.5, TREG1_119780.4, TREG1_119780.6
OG0000895	SBOV2_43160.2, SBOV2_43160.1, SBOV2_43160.3, SBOV2_43160.4	TREG1_40640.1
OG0000896	SBOV2_20440.1, SBOV2_20440.2	TREG1_28700.1, TREG1_28700.2, TREG1_28700.3, TREG1_28700.6, TREG1_28700.8, TREG1_28700.4, TREG1_28700.5, TREG1_28700.7, TREG1_28700.10, TREG1_28700.11, TREG1_28700.9
OG0000897	SBOV2_9850.1	TREG1_2650.1, TREG1_2660.1
OG0000898	SBOV2_71330.1	TREG1_102060.1, TREG1_102060.2, TREG1_102060.3, TREG1_102060.4, TREG1_102060.6, TREG1_102060.5
OG0000899	SBOV2_14110.2, SBOV2_14110.1, SBOV2_14110.6, SBOV2_14110.3, SBOV2_14110.7, SBOV2_14110.4, SBOV2_14110.5	TREG1_107040.1, TREG1_107050.1, TREG1_141190.1, TREG1_107010.1, TREG1_107240.1, TREG1_107250.1, TREG1_107250.2, TREG1_142190.1, TREG1_142190.2, TREG1_107100.1, TREG1_141200.1, TREG1_141200.2
OG0000900	SBOV2_3650.1, SBOV2_3660.1	TREG1_4380.5, TREG1_4380.7, TREG1_4380.9, TREG1_4380.4, TREG1_4380.6, TREG1_4470.1, TREG1_4380.10, TREG1_4380.11, TREG1_4380.8, TREG1_4480.1, TREG1_62970.1, TREG1_62940.1, TREG1_62950.1, TREG1_62960.1, TREG1_62960.2, TREG1_62960.3
OG0000901	SBOV2_62100.2, SBOV2_62100.3, SBOV2_62100.1	TREG1_90080.1
OG0000902	SBOV2_50420.1, SBOV2_50420.2, SBOV2_50420.3, SBOV2_50420.4, SBOV2_50420.5	TREG1_77320.1
OG0000903	SBOV2_15040.4, SBOV2_15040.5, SBOV2_15040.8, SBOV2_15040.1, SBOV2_15040.2, SBOV2_15040.3, SBOV2_15040.6, SBOV2_15040.7, SBOV2_15040.9	TREG1_30190.3, TREG1_30190.4, TREG1_30190.1, TREG1_30190.5, TREG1_30190.6, TREG1_30190.2, TREG1_30190.7
OG0000904	SBOV2_5100.2, SBOV2_5100.3, SBOV2_5100.4, SBOV2_5100.6, SBOV2_5100.5, SBOV2_5100.7, SBOV2_5100.8, SBOV2_5100.1	TREG1_2830.1, TREG1_2830.2, TREG1_2830.3, TREG1_2830.4
OG0000905	SBOV2_77950.1	TREG1_108470.1, TREG1_108470.2
OG0000906	SBOV2_63400.5, SBOV2_63400.1, SBOV2_63400.6, SBOV2_63400.2, SBOV2_63400.3, SBOV2_63400.4	TREG1_79790.1
OG0000907	SBOV2_73690.1	TREG1_99120.1, TREG1_99120.2
OG0000908	SBOV2_40940.1	TREG1_59560.1
OG0000908	SBOV2_40920.1	TREG1_59530.1, TREG1_59540.1
OG0000910	SBOV2_7260.1, SBOV2_7260.2, SBOV2_7260.3, SBOV2_7260.4, SBOV2_7260.7, SBOV2_7260.5, SBOV2_7260.6, SBOV2_7260.8	TREG1_10250.2, TREG1_10250.4, TREG1_10250.5, TREG1_10250.6, TREG1_10250.7, TREG1_10250.8, TREG1_10250.9, TREG1_10250.1, TREG1_10250.3
OG0000911	SBOV2_57680.1	TREG1_78840.1
OG0000912	SBOV2_6370.1	TREG1_5340.2, TREG1_5340.4, TREG1_5340.3, TREG1_5340.6, TREG1_5340.5, TREG1_5340.1
OG0000913	SBOV2_36170.1, SBOV2_36170.2	TREG1_51280.2, TREG1_51280.3, TREG1_51280.7, TREG1_51280.4, TREG1_51280.5, TREG1_51280.1, TREG1_51280.6
OG0000914	SBOV2_29180.2, SBOV2_29180.3, SBOV2_29180.1, SBOV2_29180.4, SBOV2_29180.5	TREG1_44740.1
OG0000915	SBOV2_38070.3, SBOV2_38070.1, SBOV2_38070.2	TREG1_46590.2, TREG1_46590.3, TREG1_46590.4, TREG1_46590.5, TREG1_46590.1
OG0000916	SBOV2_28150.1	TREG1_41440.1, TREG1_41440.3, TREG1_41440.2
OG0000917	SBOV2_83410.1, SBOV2_83410.2, SBOV2_83410.3, SBOV2_83410.4	TREG1_110530.6, TREG1_110560.1, TREG1_110530.7, TREG1_110530.8, TREG1_110530.4, TREG1_110530.5
OG0000918	SBOV2_40830.1, SBOV2_40830.3, SBOV2_40830.5, SBOV2_40830.6, SBOV2_40830.7, SBOV2_40830.2, SBOV2_40830.4, SBOV2_40830.8	TREG1_60430.1, TREG1_60430.3, TREG1_60430.2
OG0000919	SBOV2_83650.1	TREG1_115330.2, TREG1_115330.1, TREG1_115330.3, TREG1_115330.4, TREG1_115330.5, TREG1_115330.6
OG0000921	SBOV2_42700.1, SBOV2_42700.2, SBOV2_42700.5, SBOV2_42700.4, SBOV2_42700.3	TREG1_56460.1
OG0000922	SBOV2_6790.1	TREG1_8770.1
OG0000923	SBOV2_26340.1	TREG1_40410.1
OG0000923	SBOV2_92160.1, SBOV2_92160.2, SBOV2_92160.3, SBOV2_92160.4	TREG1_131390.1, TREG1_131390.2, TREG1_131390.3
OG0000925	SBOV2_15960.1	TREG1_9350.1
OG0000926	SBOV2_40520.1, SBOV2_40520.2, SBOV2_40520.3, SBOV2_40520.4, SBOV2_40530.1, SBOV2_40530.3, SBOV2_40530.2, SBOV2_40530.4	TREG1_33460.1
OG0000927	SBOV2_19180.1	TREG1_14900.1
OG0000928	SBOV2_35360.1, SBOV2_35370.1	TREG1_52020.1
OG0000929	SBOV2_64470.1, SBOV2_64470.3, SBOV2_64470.2	TREG1_88920.3, TREG1_88920.1, TREG1_88920.2, TREG1_88920.4
OG0000930	SBOV2_41570.6, SBOV2_41570.5, SBOV2_41570.1, SBOV2_41570.2, SBOV2_41570.3, SBOV2_41570.4	TREG1_55860.1
OG0000931	SBOV2_70760.2, SBOV2_70760.1	TREG1_101780.1
OG0000932	SBOV2_1170.1, SBOV2_1170.2, SBOV2_1170.4, SBOV2_1170.3	TREG1_400.1
OG0000933	SBOV2_28040.1	TREG1_41360.1, TREG1_41360.2, TREG1_41360.6, TREG1_41360.3, TREG1_41360.4, TREG1_41360.5, TREG1_41360.7
OG0000934	SBOV2_9940.3, SBOV2_9940.1, SBOV2_9940.4, SBOV2_9940.2	TREG1_1980.1
OG0000935	SBOV2_63760.1, SBOV2_63770.1	TREG1_82350.1
OG0000936	SBOV2_92970.1, SBOV2_92970.3, SBOV2_92970.2	TREG1_133900.3, TREG1_133900.2, TREG1_133900.1, TREG1_133900.4
OG0000937	SBOV2_51350.3, SBOV2_51350.1, SBOV2_51350.2, SBOV2_51350.4, SBOV2_51350.5	TREG1_70720.1
