Orthogroup	opisthorchis_viverrini	schistosoma_bovis
OG0000592	T265_14113	SBOV2_36710.1
OG0000593	T265_10773	SBOV2_35850.5, SBOV2_35850.10, SBOV2_35850.8, SBOV2_35850.6, SBOV2_35850.2, SBOV2_35850.9, SBOV2_35850.1, SBOV2_35850.3, SBOV2_35850.4, SBOV2_35850.7
OG0000594	T265_05797, T265_06525	SBOV2_48710.1
OG0000595	T265_03869	SBOV2_47060.2, SBOV2_47060.3, SBOV2_47060.1, SBOV2_47060.6, SBOV2_47060.5, SBOV2_47060.4
OG0000598	T265_02456	SBOV2_12610.1, SBOV2_12610.3, SBOV2_12610.4, SBOV2_12610.5, SBOV2_12610.2, SBOV2_12610.7, SBOV2_12610.6
OG0000599	T265_07673	SBOV2_62190.2, SBOV2_62190.4, SBOV2_62190.3, SBOV2_62190.1, SBOV2_62190.5, SBOV2_62190.6
OG0000600	T265_10590	SBOV2_67220.1, SBOV2_67230.1
OG0000601	T265_04621, T265_04618	SBOV2_93890.1
OG0000601	T265_14218	SBOV2_26880.1
OG0000602	T265_09208, T265_12351	SBOV2_14760.1
OG0000603	T265_14992, T265_14991, T265_11543	SBOV2_49740.2, SBOV2_49740.1, SBOV2_49740.3
OG0000605	T265_14198	SBOV2_40030.1, SBOV2_40070.1
OG0000607	T265_10825	SBOV2_36500.8, SBOV2_36500.7, SBOV2_36500.4, SBOV2_36500.2, SBOV2_36500.6, SBOV2_36500.1, SBOV2_36500.3, SBOV2_36500.5
OG0000608	T265_02880, T265_02883	SBOV2_54700.1
OG0000609	T265_09254	SBOV2_40160.6, SBOV2_40160.3, SBOV2_40160.1, SBOV2_40160.4, SBOV2_40160.7, SBOV2_40160.5, SBOV2_40160.2
OG0000610	T265_05701	SBOV2_22240.1
OG0000611	T265_06968	SBOV2_42380.1, SBOV2_42430.1, SBOV2_42410.1, SBOV2_42400.1, SBOV2_42420.1
OG0000612	T265_09078	SBOV2_8720.1, SBOV2_8720.4, SBOV2_8720.5, SBOV2_8720.6, SBOV2_8720.3, SBOV2_8720.2
OG0000613	T265_02832	SBOV2_30590.1, SBOV2_30590.2, SBOV2_30590.4, SBOV2_30590.3, SBOV2_30590.5, SBOV2_30590.6
OG0000614	T265_12100	SBOV2_43550.2, SBOV2_43550.3, SBOV2_43550.1, SBOV2_43550.6, SBOV2_43550.7, SBOV2_43550.4, SBOV2_43550.5
OG0000615	T265_03195	SBOV2_12910.2, SBOV2_12910.1
OG0000616	T265_08938	SBOV2_59690.1
OG0000617	T265_08274	SBOV2_80960.1
OG0000618	T265_13264	SBOV2_31210.1
OG0000620	T265_10505	SBOV2_14950.1
OG0000620	T265_00373, T265_00374	SBOV2_44930.1
OG0000621	T265_14537	SBOV2_37570.5, SBOV2_37570.1, SBOV2_37570.6, SBOV2_37570.2, SBOV2_37570.3, SBOV2_37570.4
OG0000622	T265_00170	SBOV2_72610.9, SBOV2_72610.20, SBOV2_72610.10, SBOV2_72610.11, SBOV2_72610.14, SBOV2_72610.15, SBOV2_72610.16, SBOV2_72610.17, SBOV2_72610.18, SBOV2_72610.21, SBOV2_72610.22, SBOV2_72610.13, SBOV2_72610.12, SBOV2_72610.6, SBOV2_72610.19, SBOV2_72610.8, SBOV2_72610.5, SBOV2_72610.7, SBOV2_72610.4
OG0000623	T265_04780, T265_13600	SBOV2_12750.5, SBOV2_12750.1, SBOV2_12750.2, SBOV2_12750.4, SBOV2_12750.3
OG0000624	T265_15535, T265_11776, T265_13342	SBOV2_38630.1
OG0000625	T265_03633	SBOV2_30240.3, SBOV2_30240.1, SBOV2_30240.6, SBOV2_30240.5, SBOV2_30240.2, SBOV2_30240.4
OG0000626	T265_02683, T265_13068	SBOV2_50890.6, SBOV2_50890.5, SBOV2_50890.8, SBOV2_50890.7, SBOV2_50890.4, SBOV2_50890.1, SBOV2_50890.3, SBOV2_50890.2
OG0000627	T265_09410	SBOV2_11680.7, SBOV2_11680.8, SBOV2_11680.6, SBOV2_11680.4, SBOV2_11680.2, SBOV2_11680.1, SBOV2_11680.3, SBOV2_11680.5
OG0000628	T265_08778, T265_14669, T265_16036	SBOV2_60730.2, SBOV2_60730.4, SBOV2_60730.3, SBOV2_60730.1
OG0000629	T265_05422	SBOV2_28920.5, SBOV2_28920.7, SBOV2_28920.6, SBOV2_28920.4, SBOV2_28920.3, SBOV2_28920.2, SBOV2_28920.1
OG0000630	T265_11517	SBOV2_58350.1, SBOV2_58350.2, SBOV2_58350.3
OG0000631	T265_00494	SBOV2_65490.1, SBOV2_60770.5, SBOV2_60770.1, SBOV2_60770.2, SBOV2_60770.4, SBOV2_60770.3, SBOV2_60770.6
OG0000632	T265_03948	SBOV2_13020.5, SBOV2_13020.3, SBOV2_13020.4, SBOV2_13020.6, SBOV2_13020.1, SBOV2_13020.2
OG0000633	T265_08226	SBOV2_53030.1, SBOV2_53030.4, SBOV2_53030.2, SBOV2_53030.3, SBOV2_53030.5
OG0000636	T265_09528	SBOV2_93640.1, SBOV2_93640.3, SBOV2_93640.5, SBOV2_93640.6, SBOV2_93640.2, SBOV2_93640.4, SBOV2_93640.7
OG0000637	T265_08691	SBOV2_48970.1
OG0000638	T265_12571, T265_16335	SBOV2_63660.1, SBOV2_63660.2, SBOV2_63660.3
OG0000639	T265_08132	SBOV2_61390.1
OG0000640	T265_06014	SBOV2_83930.1, SBOV2_83970.1
OG0000641	T265_11906	SBOV2_6610.1, SBOV2_6610.2, SBOV2_6610.3
OG0000641	T265_08520	SBOV2_4550.1, SBOV2_4550.2
OG0000642	T265_00484	SBOV2_61460.3, SBOV2_61460.1, SBOV2_61460.2
OG0000643	T265_06781	SBOV2_53500.1
OG0000643	T265_00368	SBOV2_53510.2, SBOV2_53510.3, SBOV2_53510.1
OG0000644	T265_10096	SBOV2_94590.5, SBOV2_94590.2, SBOV2_94590.1, SBOV2_94590.3, SBOV2_94590.4
OG0000645	T265_06416, T265_14031	SBOV2_10180.1, SBOV2_10170.1
OG0000646	T265_14032, T265_09682	SBOV2_8750.7, SBOV2_8750.4, SBOV2_8750.8, SBOV2_8750.3, SBOV2_8750.6, SBOV2_8750.1, SBOV2_8750.2, SBOV2_8750.5
OG0000647	T265_01179	SBOV2_61630.5, SBOV2_61630.7, SBOV2_61630.6, SBOV2_61630.1, SBOV2_61630.2, SBOV2_61630.8, SBOV2_61630.10, SBOV2_61630.3, SBOV2_61630.4, SBOV2_61630.9
OG0000649	T265_14362	SBOV2_59410.1, SBOV2_59410.2
OG0000650	T265_04859	SBOV2_76710.1, SBOV2_76710.4, SBOV2_76710.2, SBOV2_76710.3, SBOV2_76710.5
OG0000651	T265_08308	SBOV2_26100.2, SBOV2_26100.1, SBOV2_26100.3, SBOV2_26100.4
OG0000652	T265_02580, T265_06040	SBOV2_27620.3, SBOV2_27620.1, SBOV2_27620.2, SBOV2_27620.4, SBOV2_27620.5, SBOV2_27620.6
OG0000653	T265_08906	SBOV2_27060.1, SBOV2_27070.1, SBOV2_27070.2, SBOV2_27070.3
OG0000654	T265_12621	SBOV2_57610.3
OG0000656	T265_15627	SBOV2_74520.2, SBOV2_74520.1, SBOV2_74520.3
OG0000657	T265_02650	SBOV2_87960.2, SBOV2_87960.3, SBOV2_87960.4, SBOV2_87960.5, SBOV2_87960.1, SBOV2_87960.6
OG0000659	T265_14212	SBOV2_26120.1, SBOV2_26120.3, SBOV2_26120.4, SBOV2_26120.2
OG0000663	T265_04735, T265_02871	SBOV2_29600.10, SBOV2_29600.9, SBOV2_29600.7, SBOV2_29600.6, SBOV2_29600.4, SBOV2_29600.5, SBOV2_29600.8, SBOV2_29600.2, SBOV2_29600.1, SBOV2_29600.3
OG0000664	T265_04576	SBOV2_12170.2, SBOV2_12170.1, SBOV2_12170.3, SBOV2_12170.4
OG0000665	T265_10655	SBOV2_72240.1, SBOV2_72240.2, SBOV2_72240.3
OG0000666	T265_14484	SBOV2_61380.3, SBOV2_61380.4, SBOV2_61380.5, SBOV2_61380.1, SBOV2_61380.2, SBOV2_61380.6
OG0000667	T265_06220	SBOV2_6160.5, SBOV2_6160.6, SBOV2_6160.7, SBOV2_6160.1, SBOV2_6160.2, SBOV2_6160.3, SBOV2_6160.4
OG0000668	T265_07209	SBOV2_53120.1
OG0000669	T265_04795	SBOV2_67660.1, SBOV2_67660.2
OG0000671	T265_06752	SBOV2_75700.1, SBOV2_75700.2, SBOV2_75700.3
OG0000672	T265_08111	SBOV2_43460.2, SBOV2_43460.3, SBOV2_43460.1, SBOV2_43460.4, SBOV2_43460.5
OG0000673	T265_06693, T265_15660, T265_03059	SBOV2_15710.1
OG0000674	T265_00038	SBOV2_77260.1, SBOV2_77260.3, SBOV2_77260.6, SBOV2_77260.2, SBOV2_77260.4, SBOV2_77260.5
OG0000675	T265_10356	SBOV2_71420.7, SBOV2_71420.2, SBOV2_71420.1, SBOV2_71420.10, SBOV2_71420.4, SBOV2_71420.6, SBOV2_71420.8, SBOV2_71420.9, SBOV2_71420.3, SBOV2_71420.5
OG0000676	T265_02244	SBOV2_80840.1, SBOV2_80840.2, SBOV2_80840.3, SBOV2_80840.4, SBOV2_80840.5, SBOV2_80840.6
OG0000677	T265_03024	SBOV2_5200.1
OG0000678	T265_14566	SBOV2_33200.1, SBOV2_33200.3, SBOV2_33200.2, SBOV2_33200.4
OG0000680	T265_15068	SBOV2_16400.1, SBOV2_16400.2, SBOV2_16400.3, SBOV2_16400.4
OG0000681	T265_15309	SBOV2_32810.1
OG0000682	T265_05067	SBOV2_42210.1, SBOV2_42210.4, SBOV2_42210.5, SBOV2_42210.3, SBOV2_42210.2
OG0000683	T265_03513	SBOV2_50470.1
OG0000684	T265_02396	SBOV2_83820.1
OG0000685	T265_14345	SBOV2_74330.1
OG0000686	T265_06598	SBOV2_59620.1
OG0000687	T265_13762	SBOV2_40760.6, SBOV2_40760.3, SBOV2_40760.1, SBOV2_40760.5, SBOV2_40760.2, SBOV2_40760.4
OG0000688	T265_09228	SBOV2_680.1, SBOV2_680.6, SBOV2_680.5, SBOV2_680.2, SBOV2_680.3, SBOV2_680.4
OG0000690	T265_15342	SBOV2_22280.1
OG0000691	T265_13940	SBOV2_77360.1
OG0000695	T265_07910	SBOV2_95430.1
OG0000695	T265_07140	SBOV2_44750.1
OG0000696	T265_00960	SBOV2_5400.1, SBOV2_5400.2, SBOV2_5400.3, SBOV2_5400.5, SBOV2_5400.4
OG0000697	T265_02565	SBOV2_27560.1, SBOV2_27560.2
OG0000698	T265_04366	SBOV2_17510.1, SBOV2_17510.2, SBOV2_17510.3
OG0000699	T265_08805	SBOV2_34630.1
OG0000699	T265_03971	SBOV2_45230.1, SBOV2_45230.2
OG0000700	T265_06924, T265_06925	SBOV2_39350.1, SBOV2_23480.1, SBOV2_23490.1, SBOV2_23500.1
OG0000701	T265_02016	SBOV2_60420.3, SBOV2_60420.4, SBOV2_60420.5, SBOV2_60420.6, SBOV2_60420.1, SBOV2_60420.2
OG0000702	T265_08615	SBOV2_86100.1
OG0000703	T265_14823, T265_09393, T265_14824	SBOV2_140.1
OG0000704	T265_10029	SBOV2_47670.2, SBOV2_47670.1, SBOV2_47670.3, SBOV2_47670.4, SBOV2_47670.5
OG0000705	T265_10453	SBOV2_6060.7, SBOV2_6060.8, SBOV2_6060.9, SBOV2_6060.6, SBOV2_6060.3, SBOV2_6060.4, SBOV2_6060.1, SBOV2_6060.2, SBOV2_6060.5
OG0000706	T265_01271, T265_09997	SBOV2_42570.1
OG0000706	T265_00020	SBOV2_53210.1
OG0000707	T265_15248, T265_15672	SBOV2_93230.11, SBOV2_93230.3, SBOV2_93230.4, SBOV2_93230.1, SBOV2_93230.10, SBOV2_93230.2, SBOV2_93230.5, SBOV2_93230.6, SBOV2_93230.9, SBOV2_93230.12, SBOV2_93230.8, SBOV2_93230.7
OG0000708	T265_05018	SBOV2_30430.3, SBOV2_30430.4, SBOV2_30430.5, SBOV2_30430.1, SBOV2_30430.2
OG0000709	T265_13137	SBOV2_42880.1
OG0000710	T265_14772	SBOV2_7410.1, SBOV2_7400.1
OG0000711	T265_13046	SBOV2_73570.10, SBOV2_73570.11, SBOV2_73570.2, SBOV2_73570.1, SBOV2_73570.7, SBOV2_73570.3, SBOV2_73570.4, SBOV2_73570.9, SBOV2_73570.8, SBOV2_73570.5, SBOV2_73570.6
OG0000712	T265_00357	SBOV2_52860.1
OG0000713	T265_15192	SBOV2_71030.1, SBOV2_71030.2, SBOV2_71030.4, SBOV2_71030.3
OG0000714	T265_12461	SBOV2_45550.1, SBOV2_45550.2, SBOV2_45550.3
OG0000715	T265_06936, T265_16285	SBOV2_40230.1, SBOV2_40230.2, SBOV2_40230.3, SBOV2_40230.5, SBOV2_40230.4
OG0000716	T265_01851	SBOV2_11540.1
OG0000717	T265_15060	SBOV2_58590.1, SBOV2_58590.2, SBOV2_58590.4, SBOV2_58590.3, SBOV2_58590.5
OG0000718	T265_15816	SBOV2_73840.5, SBOV2_73840.1, SBOV2_73840.2, SBOV2_73840.4, SBOV2_73840.3
OG0000721	T265_00362	SBOV2_45090.1, SBOV2_45090.2, SBOV2_45090.4, SBOV2_45090.3, SBOV2_45090.5, SBOV2_45090.6
OG0000722	T265_03018, T265_03020	SBOV2_5300.3, SBOV2_5300.2, SBOV2_5300.1, SBOV2_5300.4
OG0000723	T265_10513, T265_14119	SBOV2_75690.1
OG0000724	T265_15804, T265_04091, T265_04747	SBOV2_26040.1
OG0000725	T265_05721	SBOV2_76020.6, SBOV2_76020.4, SBOV2_76020.5, SBOV2_76020.1, SBOV2_76020.3, SBOV2_76020.2
OG0000727	T265_07029	SBOV2_29020.1, SBOV2_29020.2, SBOV2_29020.3, SBOV2_29020.4, SBOV2_29020.5
OG0000728	T265_02822	SBOV2_47800.2, SBOV2_47800.3, SBOV2_47800.1
OG0000729	T265_03115	SBOV2_8680.2, SBOV2_8680.4, SBOV2_8680.1, SBOV2_8680.3, SBOV2_8680.5, SBOV2_8680.6
OG0000730	T265_10980	SBOV2_59650.1
OG0000731	T265_11322	SBOV2_75320.1
OG0000732	T265_11823	SBOV2_3530.6, SBOV2_3530.1, SBOV2_3530.5, SBOV2_3530.4, SBOV2_3530.2, SBOV2_3530.3
OG0000733	T265_05137, T265_13691, T265_13693	SBOV2_2920.2, SBOV2_2920.1, SBOV2_2920.3, SBOV2_2920.7, SBOV2_2920.5, SBOV2_2920.4, SBOV2_2920.6, SBOV2_2920.8
OG0000737	T265_05237	SBOV2_9650.5, SBOV2_9650.3, SBOV2_9650.8, SBOV2_9650.6, SBOV2_9650.10, SBOV2_9650.2, SBOV2_9650.1, SBOV2_9650.9, SBOV2_9650.7, SBOV2_9650.4
OG0000738	T265_05635, T265_05639	SBOV2_69300.1, SBOV2_69300.4, SBOV2_69300.2, SBOV2_69300.3, SBOV2_69160.1, SBOV2_69280.1
OG0000740	T265_04555	SBOV2_8270.1
OG0000741	T265_10490	SBOV2_83520.3, SBOV2_83520.6, SBOV2_83520.1, SBOV2_83520.2, SBOV2_83520.4, SBOV2_83520.5
OG0000743	T265_02255	SBOV2_22020.1, SBOV2_22020.2
OG0000744	T265_13534	SBOV2_3630.1
OG0000745	T265_15592, T265_01499	SBOV2_29640.3, SBOV2_29640.6, SBOV2_29640.7, SBOV2_29640.4, SBOV2_29640.5, SBOV2_29640.9, SBOV2_29640.10, SBOV2_29640.8, SBOV2_29640.1, SBOV2_29640.2
OG0000746	T265_08923	SBOV2_60290.1
OG0000747	T265_14015	SBOV2_42070.5, SBOV2_42070.3, SBOV2_42070.2, SBOV2_42070.4, SBOV2_42070.1
OG0000748	T265_08449, T265_15607, T265_15918, T265_12210	SBOV2_69690.1
OG0000749	T265_15534	SBOV2_69050.3, SBOV2_69050.2, SBOV2_69050.4, SBOV2_69050.6, SBOV2_69050.7, SBOV2_69050.8, SBOV2_69050.1, SBOV2_69050.5, SBOV2_69050.9
OG0000750	T265_01999	SBOV2_73460.1, SBOV2_73460.2
OG0000751	T265_14248	SBOV2_5430.1, SBOV2_2620.1
OG0000752	T265_14207	SBOV2_91860.1, SBOV2_91810.1
OG0000753	T265_11361	SBOV2_82040.2, SBOV2_82040.1, SBOV2_82040.3, SBOV2_82040.4, SBOV2_82040.5
OG0000754	T265_01325	SBOV2_49680.3, SBOV2_49680.1, SBOV2_49680.2, SBOV2_49680.4
OG0000755	T265_14500, T265_14501	SBOV2_74590.1, SBOV2_74590.2, SBOV2_74590.5, SBOV2_74590.6, SBOV2_74590.3, SBOV2_74590.4, SBOV2_74590.7
OG0000756	T265_04901	SBOV2_28760.5, SBOV2_28760.6, SBOV2_28760.9, SBOV2_28760.2, SBOV2_28760.7, SBOV2_28760.3, SBOV2_28760.8, SBOV2_28760.1, SBOV2_28760.4
OG0000757	T265_14154	SBOV2_53000.2, SBOV2_53000.1, SBOV2_53000.3, SBOV2_53000.4
OG0000758	T265_03111	SBOV2_8710.2, SBOV2_8710.1
OG0000759	T265_14472, T265_14473, T265_15924	SBOV2_52610.4, SBOV2_52610.1, SBOV2_52610.2, SBOV2_52610.5, SBOV2_52610.3
OG0000760	T265_14346	SBOV2_77850.1
OG0000761	T265_01230	SBOV2_51890.1
OG0000762	T265_07913	SBOV2_81110.1, SBOV2_81110.2, SBOV2_81110.3
OG0000762	T265_01864	SBOV2_86520.1
OG0000763	T265_06905	SBOV2_19110.9, SBOV2_19110.1, SBOV2_19110.2, SBOV2_19110.3, SBOV2_19110.4, SBOV2_19110.5, SBOV2_19110.6, SBOV2_19110.7, SBOV2_19110.8, SBOV2_19110.10
OG0000764	T265_00997	SBOV2_8840.5, SBOV2_8840.3, SBOV2_8840.1, SBOV2_8840.2, SBOV2_8840.4
OG0000765	T265_00442	SBOV2_52630.1, SBOV2_52630.2
OG0000765	T265_00440	SBOV2_52620.1
OG0000766	T265_12796	SBOV2_62680.1
OG0000767	T265_12911	SBOV2_64830.1, SBOV2_64830.5, SBOV2_64830.3, SBOV2_64830.2, SBOV2_64830.4
OG0000768	T265_06451	SBOV2_27790.1
OG0000769	T265_01586	SBOV2_2190.1, SBOV2_2190.2
OG0000770	T265_12873	SBOV2_17370.1, SBOV2_17370.3, SBOV2_17370.4, SBOV2_17370.5, SBOV2_17370.7, SBOV2_17370.2, SBOV2_17370.6, SBOV2_17370.8
OG0000773	T265_00411	SBOV2_25260.1, SBOV2_25260.2
OG0000774	T265_08743	SBOV2_46510.1
OG0000775	T265_13684	SBOV2_53860.1, SBOV2_53860.3, SBOV2_53860.2, SBOV2_53860.4
OG0000776	T265_07866	SBOV2_45110.1
OG0000776	T265_12745	SBOV2_56010.1, SBOV2_56010.2
OG0000777	T265_02206	SBOV2_53340.3, SBOV2_53340.1, SBOV2_53340.2
OG0000778	T265_01511, T265_10392, T265_10394	SBOV2_22410.1, SBOV2_22400.4, SBOV2_22400.5
OG0000779	T265_07269	SBOV2_3730.2, SBOV2_3730.4, SBOV2_3730.3, SBOV2_3730.5, SBOV2_3730.1
OG0000780	T265_06690	SBOV2_14600.1, SBOV2_14600.2, SBOV2_14600.3, SBOV2_14600.4, SBOV2_14600.5
OG0000781	T265_11274	SBOV2_11000.1
OG0000781	T265_10911	SBOV2_440.1, SBOV2_440.2
OG0000782	T265_10870, T265_12889	SBOV2_35970.1
OG0000783	T265_10176	SBOV2_54900.6, SBOV2_54900.5, SBOV2_54900.1, SBOV2_54900.3, SBOV2_54900.2, SBOV2_54900.4
OG0000784	T265_12066	SBOV2_36050.1, SBOV2_36050.3, SBOV2_36050.2, SBOV2_36050.4
OG0000785	T265_09886	SBOV2_58450.1, SBOV2_58450.2, SBOV2_58450.3
OG0000786	T265_03503	SBOV2_27080.2, SBOV2_27080.4, SBOV2_27080.1, SBOV2_27080.3, SBOV2_27080.5
OG0000787	T265_06799	SBOV2_91650.1, SBOV2_91650.2, SBOV2_59150.1
OG0000788	T265_03219	SBOV2_13250.1, SBOV2_13250.2
OG0000789	T265_01031	SBOV2_25050.1, SBOV2_25050.4, SBOV2_25050.3, SBOV2_25050.2, SBOV2_25060.1, SBOV2_25040.1, SBOV2_25040.2
OG0000790	T265_00688	SBOV2_28430.2, SBOV2_28430.3, SBOV2_28430.1
OG0000791	T265_14202, T265_14203	SBOV2_41930.1, SBOV2_41930.2
OG0000792	T265_14379	SBOV2_5630.1
OG0000793	T265_07034	SBOV2_33450.3, SBOV2_33450.4, SBOV2_33450.2, SBOV2_33450.1
OG0000794	T265_00948	SBOV2_9860.5, SBOV2_9860.7, SBOV2_9860.4, SBOV2_9860.1, SBOV2_9860.3, SBOV2_9860.6, SBOV2_9860.2
OG0000795	T265_16059	SBOV2_94290.2, SBOV2_94290.4, SBOV2_94290.5, SBOV2_94290.1, SBOV2_94290.3, SBOV2_94290.6
OG0000796	T265_14897	SBOV2_15370.1, SBOV2_15380.1, SBOV2_15350.1, SBOV2_15410.1, SBOV2_15360.1
OG0000797	T265_15019	SBOV2_19410.3, SBOV2_19410.1, SBOV2_19410.2
OG0000798	T265_15843	SBOV2_1330.1, SBOV2_1330.2, SBOV2_1330.4, SBOV2_1330.3
OG0000799	T265_01805	SBOV2_66410.4, SBOV2_66410.1, SBOV2_66410.2, SBOV2_66410.3
OG0000800	T265_10271, T265_16198	SBOV2_9790.10, SBOV2_9790.11, SBOV2_9790.13, SBOV2_9790.14, SBOV2_9790.2, SBOV2_9790.8, SBOV2_9790.7, SBOV2_9790.6, SBOV2_9790.3, SBOV2_9790.1, SBOV2_9790.12, SBOV2_9790.5, SBOV2_9790.9, SBOV2_9790.4
OG0000801	T265_05496	SBOV2_15270.1, SBOV2_15270.2, SBOV2_15270.3, SBOV2_15270.4
OG0000802	T265_12896	SBOV2_72520.1
OG0000802	T265_06568	SBOV2_58070.1
OG0000803	T265_00805	SBOV2_78220.1, SBOV2_78220.2, SBOV2_78220.4, SBOV2_78220.3
OG0000804	T265_08025	SBOV2_26530.2, SBOV2_26530.1, SBOV2_26530.3
OG0000805	T265_13484	SBOV2_31270.2, SBOV2_31270.4, SBOV2_31270.3, SBOV2_31270.5, SBOV2_31270.1, SBOV2_31270.6
OG0000806	T265_09116	SBOV2_72880.3, SBOV2_72880.2, SBOV2_72880.4, SBOV2_72880.1
OG0000807	T265_06277	SBOV2_9580.1, SBOV2_9580.2, SBOV2_9580.3
OG0000808	T265_09441	SBOV2_92460.1
OG0000808	T265_09443	SBOV2_92470.1
OG0000809	T265_05763	SBOV2_89960.2, SBOV2_89960.4, SBOV2_89960.1, SBOV2_89960.3, SBOV2_89960.5
OG0000810	T265_11471	SBOV2_24570.5, SBOV2_24570.6, SBOV2_24570.7, SBOV2_24570.11, SBOV2_24570.2, SBOV2_24570.1, SBOV2_24570.10, SBOV2_24570.9, SBOV2_24570.13, SBOV2_24570.3, SBOV2_24570.8, SBOV2_24570.12, SBOV2_24570.4
OG0000811	T265_14828	SBOV2_10800.1, SBOV2_10800.2, SBOV2_10800.3
OG0000812	T265_15805	SBOV2_11880.1, SBOV2_11880.2, SBOV2_11880.3, SBOV2_11880.4, SBOV2_11880.5
OG0000813	T265_10364	SBOV2_85650.3, SBOV2_85650.8, SBOV2_85650.4, SBOV2_85650.1, SBOV2_85650.2, SBOV2_85650.6, SBOV2_85650.7, SBOV2_85650.5
OG0000814	T265_15846, T265_11631	SBOV2_63010.1, SBOV2_63000.1, SBOV2_63030.1
OG0000815	T265_14139, T265_14138	SBOV2_59130.1, SBOV2_59130.2
OG0000816	T265_10520, T265_15172	SBOV2_83100.1, SBOV2_83100.2, SBOV2_83100.5, SBOV2_83100.3, SBOV2_83100.4
OG0000817	T265_03538	SBOV2_89670.1
OG0000818	T265_12681	SBOV2_11240.1, SBOV2_11240.3, SBOV2_11240.2
OG0000819	T265_02518	SBOV2_64970.1, SBOV2_64970.2, SBOV2_64970.3
OG0000821	T265_13288	SBOV2_48510.2, SBOV2_48510.3, SBOV2_48510.4, SBOV2_48510.5, SBOV2_48510.7, SBOV2_48510.1, SBOV2_48510.6
OG0000822	T265_03848	SBOV2_73560.1
OG0000823	T265_00829	SBOV2_52240.1
OG0000823	T265_11555	SBOV2_91700.1, SBOV2_91690.1
OG0000824	T265_07875	SBOV2_3140.1, SBOV2_3140.2, SBOV2_3140.3
OG0000826	T265_06114	SBOV2_50280.1
OG0000827	T265_04215, T265_13453, T265_08146, T265_00316	SBOV2_74490.1, SBOV2_74490.2, SBOV2_74490.3, SBOV2_74490.4
OG0000830	T265_03604	SBOV2_48290.1
OG0000831	T265_11740	SBOV2_41650.2, SBOV2_41650.4, SBOV2_41650.5, SBOV2_41650.3, SBOV2_41650.1
OG0000832	T265_06731	SBOV2_59930.1
OG0000833	T265_15296	SBOV2_34370.1
OG0000834	T265_08688	SBOV2_48130.2, SBOV2_48130.4, SBOV2_48130.6, SBOV2_48130.3, SBOV2_48130.5, SBOV2_48130.1
OG0000835	T265_05875	SBOV2_29630.12, SBOV2_29630.11, SBOV2_29630.9, SBOV2_29630.1, SBOV2_29630.2, SBOV2_29630.3, SBOV2_29630.4, SBOV2_29630.5, SBOV2_29630.6, SBOV2_29630.7, SBOV2_29630.8, SBOV2_29630.10, SBOV2_29630.13, SBOV2_29630.14
OG0000836	T265_07620, T265_16203	SBOV2_30300.3, SBOV2_30300.1, SBOV2_30300.4, SBOV2_30300.2, SBOV2_30300.6, SBOV2_30300.5
OG0000837	T265_08390	SBOV2_35300.7, SBOV2_35300.1, SBOV2_35300.2, SBOV2_35300.3, SBOV2_35300.4, SBOV2_35300.5, SBOV2_35300.6, SBOV2_35300.8
OG0000838	T265_02612	SBOV2_28640.2, SBOV2_28640.1, SBOV2_28640.3, SBOV2_28650.1
OG0000839	T265_03005	SBOV2_29220.2, SBOV2_29220.1, SBOV2_29220.3
OG0000840	T265_12899	SBOV2_69760.1
OG0000841	T265_06170	SBOV2_19790.1, SBOV2_19790.6, SBOV2_19790.8, SBOV2_19790.5, SBOV2_19790.9, SBOV2_19790.3, SBOV2_19790.2, SBOV2_19790.4, SBOV2_19790.7
OG0000842	T265_14136	SBOV2_66600.1, SBOV2_66600.2
OG0000843	T265_02386	SBOV2_81510.1, SBOV2_81510.2, SBOV2_81510.3, SBOV2_81510.5, SBOV2_81510.6, SBOV2_81510.7, SBOV2_81510.8, SBOV2_81510.4
OG0000844	T265_00279	SBOV2_5230.1, SBOV2_5230.2, SBOV2_5230.3, SBOV2_5230.4, SBOV2_5230.5
OG0000845	T265_12579	SBOV2_88310.1, SBOV2_88310.2, SBOV2_88310.3, SBOV2_88310.4
OG0000846	T265_05703	SBOV2_16350.1, SBOV2_16360.1
OG0000847	T265_07827, T265_09008, T265_01575, T265_07199	SBOV2_1260.5, SBOV2_1260.3, SBOV2_1260.1, SBOV2_1260.2, SBOV2_1260.7, SBOV2_1260.8, SBOV2_1260.4, SBOV2_1260.6
OG0000848	T265_00764	SBOV2_32860.4, SBOV2_32860.6, SBOV2_32860.7, SBOV2_32860.2, SBOV2_32860.3, SBOV2_32860.5, SBOV2_32860.1
OG0000849	T265_12610	SBOV2_28600.1, SBOV2_28600.2
OG0000850	T265_10398	SBOV2_40260.1
OG0000851	T265_04154	SBOV2_89970.1
OG0000852	T265_08766	SBOV2_10630.9, SBOV2_10630.4, SBOV2_10630.6, SBOV2_10630.8, SBOV2_10630.5, SBOV2_10630.2, SBOV2_10630.3, SBOV2_10630.1, SBOV2_10630.7
OG0000853	T265_06027	SBOV2_82000.1
OG0000854	T265_15559, T265_14260, T265_15560	SBOV2_30290.2, SBOV2_30290.1, SBOV2_30290.3
OG0000855	T265_13837, T265_15500	SBOV2_51050.1, SBOV2_51050.4, SBOV2_51050.5, SBOV2_51050.6, SBOV2_51050.2, SBOV2_51050.3
OG0000856	T265_14822	SBOV2_3050.1
OG0000857	T265_14322	SBOV2_4230.1
