Orthogroup	opisthorchis_viverrini	schistosoma_curassoni
OG0001486	T265_02851	SCUR1_52850.2, SCUR1_52850.1, SCUR1_52850.3, SCUR1_52860.1, SCUR1_52860.2
OG0001487	T265_09627, T265_15615	SCUR1_24600.1
OG0001488	T265_01494	SCUR1_36070.1
OG0001488	T265_04399, T265_08966	SCUR1_94090.1
OG0001489	T265_05991	SCUR1_25360.1, SCUR1_25360.4, SCUR1_25360.8, SCUR1_25360.7, SCUR1_25360.3, SCUR1_25360.5, SCUR1_25360.2, SCUR1_25360.6
OG0001490	T265_13139	SCUR1_31560.1, SCUR1_31550.1
OG0001491	T265_07832	SCUR1_5640.1
OG0001492	T265_04063, T265_04062	SCUR1_48560.1, SCUR1_48560.3, SCUR1_48560.2, SCUR1_48550.1, SCUR1_48550.2
OG0001493	T265_03979	SCUR1_46070.1, SCUR1_46070.2, SCUR1_46070.3, SCUR1_46070.4
OG0001494	T265_14892, T265_09586	SCUR1_26420.1, SCUR1_26420.2, SCUR1_26420.3, SCUR1_26420.4, SCUR1_26420.5
OG0001495	T265_06435	SCUR1_7500.1, SCUR1_7500.2, SCUR1_7500.3
OG0001496	T265_01743	SCUR1_75200.4, SCUR1_75200.2, SCUR1_75200.1, SCUR1_75200.3
OG0001497	T265_02802	SCUR1_34620.1
OG0001498	T265_03502	SCUR1_45440.4, SCUR1_45440.5, SCUR1_45440.3, SCUR1_45440.1, SCUR1_45440.2
OG0001499	T265_01557	SCUR1_64180.1, SCUR1_64180.3, SCUR1_64180.4, SCUR1_64180.2
OG0001501	T265_04822	SCUR1_91580.1, SCUR1_97650.1
OG0001502	T265_14792, T265_14789, T265_16258	SCUR1_640.1, SCUR1_640.2, SCUR1_640.3, SCUR1_95720.1
OG0001503	T265_05097, T265_12399	SCUR1_51640.1
OG0001504	T265_03352	SCUR1_63320.4, SCUR1_63320.2, SCUR1_63320.5, SCUR1_63320.6, SCUR1_63320.1, SCUR1_63320.3, SCUR1_63320.7
OG0001505	T265_15355, T265_15356, T265_16009, T265_11133, T265_11141	SCUR1_92070.1, SCUR1_97880.1, SCUR1_97880.2, SCUR1_92050.1
OG0001506	T265_13987	SCUR1_14280.1
OG0001507	T265_01301	SCUR1_52160.1
OG0001508	T265_14041	SCUR1_38990.1, SCUR1_38990.4, SCUR1_38990.2, SCUR1_38990.3, SCUR1_38990.5
OG0001509	T265_09841, T265_15907	SCUR1_75450.1, SCUR1_75440.1, SCUR1_73960.1
OG0001511	T265_10772	SCUR1_31800.1, SCUR1_31800.2, SCUR1_31800.3, SCUR1_31800.5, SCUR1_31800.4
OG0001512	T265_05456	SCUR1_70800.5, SCUR1_70800.7, SCUR1_70800.2, SCUR1_70800.3, SCUR1_70800.4, SCUR1_70800.6, SCUR1_70800.8, SCUR1_70800.9, SCUR1_70800.1
OG0001513	T265_14406	SCUR1_14540.3, SCUR1_14540.1, SCUR1_14540.2
OG0001514	T265_02478	SCUR1_2350.1, SCUR1_2350.2, SCUR1_2350.3
OG0001515	T265_03047, T265_13123	SCUR1_9140.1, SCUR1_57540.1
OG0001516	T265_07259	SCUR1_21300.1
OG0001517	T265_05985	SCUR1_27540.1, SCUR1_27540.2
OG0001518	T265_01746	SCUR1_75260.1, SCUR1_75260.2, SCUR1_75260.3, SCUR1_75260.4, SCUR1_75260.5, SCUR1_75260.6
OG0001519	T265_08195	SCUR1_75060.1
OG0001520	T265_06489	SCUR1_8500.1
OG0001521	T265_01208, T265_16307	SCUR1_54930.2, SCUR1_54930.3, SCUR1_54930.5, SCUR1_54930.1, SCUR1_54930.4, SCUR1_54930.6
OG0001522	T265_14252	SCUR1_9810.3, SCUR1_9810.1, SCUR1_9810.2
OG0001523	T265_11980	SCUR1_48650.7, SCUR1_48650.1, SCUR1_48650.3, SCUR1_48650.4, SCUR1_48650.5, SCUR1_48650.2, SCUR1_48650.6
OG0001524	T265_02241	SCUR1_80220.1
OG0001525	T265_08346	SCUR1_33870.2, SCUR1_33870.7, SCUR1_33870.1, SCUR1_33870.3, SCUR1_33870.4, SCUR1_33870.5, SCUR1_33870.6
OG0001526	T265_00835	SCUR1_52830.4, SCUR1_52830.3, SCUR1_52830.2, SCUR1_52830.5, SCUR1_52830.1
OG0001527	T265_12883	SCUR1_88080.2, SCUR1_88080.1, SCUR1_88080.3
OG0001528	T265_08066	SCUR1_43090.1, SCUR1_43090.8, SCUR1_43090.4, SCUR1_43090.6, SCUR1_43090.7, SCUR1_43090.3, SCUR1_43090.5, SCUR1_43090.2, SCUR1_43090.9
OG0001529	T265_12570	SCUR1_97530.1, SCUR1_97530.2, SCUR1_97530.3
OG0001530	T265_09171	SCUR1_46730.1
OG0001531	T265_04383	SCUR1_16650.1, SCUR1_16650.2
OG0001533	T265_09632	SCUR1_58700.2, SCUR1_58700.1, SCUR1_58700.3
OG0001534	T265_02002	SCUR1_73590.5, SCUR1_73590.6, SCUR1_73590.7, SCUR1_73590.1, SCUR1_73590.10, SCUR1_73590.4, SCUR1_73590.3, SCUR1_73590.2, SCUR1_73590.9, SCUR1_73590.8
OG0001535	T265_00031	SCUR1_85930.2, SCUR1_85930.3, SCUR1_85930.1, SCUR1_85930.4
OG0001537	T265_07231, T265_07233	SCUR1_1330.1, SCUR1_1340.1
OG0001538	T265_04172	SCUR1_86730.1, SCUR1_86730.2, SCUR1_86730.4, SCUR1_86730.5, SCUR1_86730.3
OG0001539	T265_03334	SCUR1_1490.1, SCUR1_1490.2, SCUR1_1490.3
OG0001540	T265_04996	SCUR1_39220.1
OG0001541	T265_13925	SCUR1_83170.1, SCUR1_83170.2, SCUR1_83170.3
OG0001542	T265_07214	SCUR1_48330.1, SCUR1_48330.2, SCUR1_48330.3, SCUR1_48330.4, SCUR1_48330.5
OG0001543	T265_07128	SCUR1_83030.2, SCUR1_83030.3, SCUR1_83030.1
OG0001544	T265_12018	SCUR1_12740.11, SCUR1_12740.12, SCUR1_12740.2, SCUR1_12740.7, SCUR1_12740.9, SCUR1_12740.13, SCUR1_12740.1, SCUR1_12740.10, SCUR1_12740.15, SCUR1_12740.4, SCUR1_12740.5, SCUR1_12740.6, SCUR1_12740.14, SCUR1_12740.3, SCUR1_12740.8, SCUR1_12740.16
OG0001546	T265_03376	SCUR1_36450.7, SCUR1_36450.10, SCUR1_36450.8, SCUR1_36450.4, SCUR1_36450.5, SCUR1_36450.1, SCUR1_36450.2, SCUR1_36450.3, SCUR1_36450.6, SCUR1_36450.9
OG0001547	T265_04460	SCUR1_45120.4, SCUR1_45120.1, SCUR1_45120.5, SCUR1_45120.3, SCUR1_45120.2
OG0001554	T265_03627	SCUR1_30670.1
OG0001555	T265_12003	SCUR1_75240.2, SCUR1_75240.1, SCUR1_75230.1, SCUR1_75210.1
OG0001556	T265_05427	SCUR1_32330.1
OG0001557	T265_02616	SCUR1_41230.8, SCUR1_41230.1, SCUR1_41230.2, SCUR1_41230.7, SCUR1_41230.3, SCUR1_41230.4, SCUR1_41230.9, SCUR1_41230.5, SCUR1_41230.6
OG0001558	T265_05296	SCUR1_79950.1
OG0001560	T265_03153	SCUR1_63030.2, SCUR1_63030.5, SCUR1_63030.3, SCUR1_63030.4, SCUR1_63030.1
OG0001561	T265_00466	SCUR1_96280.1, SCUR1_46110.1, SCUR1_46110.2, SCUR1_46120.1
OG0001562	T265_07195, T265_14225, T265_14226, T265_14228	SCUR1_74060.1, SCUR1_74060.2, SCUR1_74050.1
OG0001563	T265_08071	SCUR1_43880.5, SCUR1_43880.6, SCUR1_43880.1, SCUR1_43880.2, SCUR1_43880.3, SCUR1_43880.4
OG0001564	T265_09439, T265_09367, T265_15503	SCUR1_48920.1
OG0001565	T265_13020, T265_13021	SCUR1_64710.1, SCUR1_64710.3, SCUR1_64710.2, SCUR1_64710.4
OG0001566	T265_01168	SCUR1_62920.1
OG0001567	T265_11351	SCUR1_76970.1, SCUR1_76970.2, SCUR1_76970.3, SCUR1_76970.4
OG0001568	T265_08844	SCUR1_99290.1, SCUR1_99290.2, SCUR1_99290.3, SCUR1_99290.4
OG0001569	T265_08597, T265_06165	SCUR1_22230.1
OG0001570	T265_14294, T265_15779	SCUR1_70120.3, SCUR1_70120.2, SCUR1_70120.1
OG0001571	T265_06223, T265_06225	SCUR1_6380.1, SCUR1_6380.2
OG0001572	T265_08929	SCUR1_62940.1
OG0001573	T265_14303	SCUR1_26500.1, SCUR1_26500.2, SCUR1_26500.3, SCUR1_26500.4
OG0001574	T265_11245	SCUR1_35400.1
OG0001575	T265_01850	SCUR1_11740.2, SCUR1_11740.1, SCUR1_11740.4, SCUR1_11740.3, SCUR1_11740.6, SCUR1_11740.5
OG0001576	T265_05959	SCUR1_87190.4, SCUR1_87190.1, SCUR1_87190.2, SCUR1_87190.3, SCUR1_87190.5
OG0001577	T265_10560	SCUR1_29090.2, SCUR1_29090.1
OG0001578	T265_03834	SCUR1_56480.1
OG0001579	T265_00891, T265_12293	SCUR1_16950.1, SCUR1_16950.2, SCUR1_16950.3
OG0001580	T265_11044, T265_11046	SCUR1_42190.1
OG0001581	T265_13097	SCUR1_78080.3, SCUR1_78080.1, SCUR1_78080.2
OG0001582	T265_00284	SCUR1_56120.1
OG0001583	T265_07844	SCUR1_42060.1
OG0001584	T265_13141, T265_00101, T265_14080	SCUR1_34900.6, SCUR1_34900.10, SCUR1_34900.2, SCUR1_34900.3, SCUR1_34900.8, SCUR1_34900.9, SCUR1_34900.12, SCUR1_34900.11, SCUR1_34900.7, SCUR1_34900.4, SCUR1_34900.1, SCUR1_34900.5
OG0001585	T265_13043	SCUR1_40330.1
OG0001586	T265_08001	SCUR1_17850.1
OG0001587	T265_00980	SCUR1_18830.1, SCUR1_18830.2, SCUR1_97270.1
OG0001588	T265_09362	SCUR1_62640.1
OG0001590	T265_05785	SCUR1_68830.1, SCUR1_68840.3, SCUR1_68840.5, SCUR1_68840.1, SCUR1_68840.4, SCUR1_68840.2
OG0001591	T265_02753	SCUR1_94960.1
OG0001592	T265_07090, T265_10582	SCUR1_18660.1, SCUR1_18650.3, SCUR1_18650.2
OG0001593	T265_05613	SCUR1_61280.1
OG0001594	T265_10080	SCUR1_36510.2, SCUR1_36510.4, SCUR1_36510.5, SCUR1_36510.6, SCUR1_36510.7, SCUR1_36510.8, SCUR1_36510.1, SCUR1_36510.3
OG0001595	T265_11438	SCUR1_65360.2, SCUR1_65360.7, SCUR1_65360.1, SCUR1_65360.9, SCUR1_65360.3, SCUR1_65360.10, SCUR1_65360.14, SCUR1_65360.12, SCUR1_65360.13, SCUR1_65360.8, SCUR1_65360.4, SCUR1_65360.5, SCUR1_65360.6, SCUR1_65360.11
OG0001596	T265_05252, T265_13230	SCUR1_79490.2, SCUR1_79490.1, SCUR1_79490.3
OG0001597	T265_02935	SCUR1_72500.1, SCUR1_72500.2
OG0001598	T265_00351	SCUR1_45840.1
OG0001599	T265_10881	SCUR1_69320.5, SCUR1_69320.2, SCUR1_69320.3, SCUR1_69320.4, SCUR1_69320.1
OG0001600	T265_08507	SCUR1_30060.1, SCUR1_30060.2, SCUR1_30060.3
OG0001601	T265_12251, T265_13640	SCUR1_65950.3, SCUR1_65950.2, SCUR1_65950.1
OG0001602	T265_06910	SCUR1_13520.1, SCUR1_13510.1, SCUR1_13510.2
OG0001604	T265_10406	SCUR1_24640.8, SCUR1_24640.7, SCUR1_24640.3, SCUR1_24640.4, SCUR1_24640.6, SCUR1_24640.1, SCUR1_24640.2, SCUR1_24640.10, SCUR1_24640.11, SCUR1_24640.5, SCUR1_24640.9, SCUR1_24640.12, SCUR1_24640.13
OG0001605	T265_09891	SCUR1_15630.1, SCUR1_15630.2, SCUR1_15630.3, SCUR1_15630.4
OG0001606	T265_10728	SCUR1_22890.2, SCUR1_22890.1, SCUR1_22890.3
OG0001607	T265_15554	SCUR1_68890.1, SCUR1_96650.1
OG0001608	T265_08088	SCUR1_51540.1
OG0001609	T265_02340	SCUR1_70840.1
OG0001610	T265_05234	SCUR1_94030.1
OG0001610	T265_14531	SCUR1_37090.1
OG0001611	T265_01454	SCUR1_60280.1, SCUR1_60280.4, SCUR1_60280.2, SCUR1_60280.3, SCUR1_60280.5, SCUR1_60280.6
OG0001612	T265_06824	SCUR1_1420.4, SCUR1_1420.3, SCUR1_1420.1, SCUR1_1420.2
OG0001613	T265_02844	SCUR1_73350.1
OG0001614	T265_06438, T265_00023, T265_08537	SCUR1_40230.4, SCUR1_40230.1, SCUR1_40230.3, SCUR1_40230.2
OG0001615	T265_08538	SCUR1_40240.1, SCUR1_40240.2, SCUR1_40240.5, SCUR1_40240.6, SCUR1_40240.3, SCUR1_40240.4
OG0001617	T265_01771, T265_12207	SCUR1_54350.1
OG0001618	T265_02608	SCUR1_39310.1, SCUR1_39310.2, SCUR1_39310.3, SCUR1_39310.4, SCUR1_39310.5
OG0001619	T265_00098	SCUR1_54240.2, SCUR1_54240.1, SCUR1_54240.3
OG0001620	T265_07578, T265_07576	SCUR1_33900.1
OG0001621	T265_11273	SCUR1_720.2, SCUR1_720.1, SCUR1_720.3
OG0001622	T265_12340, T265_16297	SCUR1_83700.1, SCUR1_83760.1
OG0001623	T265_00228, T265_08047	SCUR1_7400.1
OG0001624	T265_09187	SCUR1_41200.1
OG0001626	T265_11931	SCUR1_32430.1
OG0001627	T265_02191	SCUR1_72000.1, SCUR1_72000.2, SCUR1_72000.3
OG0001628	T265_05566	SCUR1_16300.1
OG0001629	T265_01797	SCUR1_1860.3, SCUR1_1860.1, SCUR1_1860.2
OG0001630	T265_02099	SCUR1_9100.1
OG0001631	T265_03790	SCUR1_88710.1, SCUR1_88710.2, SCUR1_88710.3, SCUR1_88710.4, SCUR1_88710.5
OG0001632	T265_14353	SCUR1_66800.1, SCUR1_66800.2, SCUR1_66800.4, SCUR1_66800.3
OG0001633	T265_10187	SCUR1_93420.1, SCUR1_93420.2
OG0001634	T265_00567	SCUR1_86450.1
OG0001635	T265_06410, T265_15946	SCUR1_5060.1, SCUR1_5060.2, SCUR1_5060.3
OG0001636	T265_05447	SCUR1_74140.1
OG0001637	T265_08784	SCUR1_58190.1, SCUR1_58190.2, SCUR1_58190.3
OG0001638	T265_05557	SCUR1_6710.1
OG0001640	T265_06192	SCUR1_20700.1
OG0001641	T265_13439	SCUR1_87600.3, SCUR1_87600.1, SCUR1_87600.2, SCUR1_87600.4, SCUR1_87600.5, SCUR1_87600.6
OG0001642	T265_11396	SCUR1_45640.1, SCUR1_45650.1
OG0001643	T265_09518	SCUR1_59580.1, SCUR1_59580.2, SCUR1_59580.3, SCUR1_59580.4, SCUR1_59580.5
OG0001644	T265_04914	SCUR1_49110.1, SCUR1_49110.2, SCUR1_49110.3, SCUR1_49110.4, SCUR1_49110.5
OG0001645	T265_10635	SCUR1_93850.6, SCUR1_93850.7, SCUR1_93850.1, SCUR1_93850.2, SCUR1_93850.3, SCUR1_93850.4, SCUR1_93850.5, SCUR1_93850.8
OG0001646	T265_09167	SCUR1_55810.1
OG0001647	T265_04701	SCUR1_41960.4, SCUR1_41960.1, SCUR1_41960.2, SCUR1_41960.5, SCUR1_41960.3
OG0001648	T265_01727	SCUR1_79420.2, SCUR1_79420.1, SCUR1_79420.3, SCUR1_79420.4
OG0001649	T265_04939	SCUR1_13990.2, SCUR1_13990.1
OG0001650	T265_07849	SCUR1_72280.2, SCUR1_72280.1
OG0001652	T265_14643	SCUR1_70760.1, SCUR1_70760.2
OG0001653	T265_12692	SCUR1_10710.2, SCUR1_10710.3, SCUR1_10710.1, SCUR1_10710.4
OG0001655	T265_08873	SCUR1_67250.1, SCUR1_67250.3, SCUR1_67250.4, SCUR1_67250.2
OG0001656	T265_01416	SCUR1_86640.5, SCUR1_86640.4, SCUR1_86640.2, SCUR1_86640.3, SCUR1_86640.1
OG0001657	T265_02579	SCUR1_33590.1, SCUR1_33590.2, SCUR1_33590.3
OG0001659	T265_05197	SCUR1_35100.1, SCUR1_35080.1
OG0001661	T265_08837, T265_12365	SCUR1_51430.1, SCUR1_51430.2
OG0001668	T265_09738	SCUR1_28460.1
OG0001669	T265_14607	SCUR1_32110.1, SCUR1_32110.2, SCUR1_32110.3, SCUR1_32110.4
OG0001670	T265_08988, T265_08986, T265_16322, T265_08984, T265_08985, T265_08981	SCUR1_36910.1
OG0001671	T265_14634	SCUR1_30230.1
OG0001672	T265_00750	SCUR1_29470.1, SCUR1_29470.2
OG0001673	T265_01379	SCUR1_61130.5, SCUR1_61130.2, SCUR1_61130.4, SCUR1_61130.1, SCUR1_61130.3, SCUR1_100680.2, SCUR1_100680.1, SCUR1_100680.3
OG0001676	T265_01615	SCUR1_10880.2, SCUR1_10880.1
OG0001677	T265_05762	SCUR1_87420.4, SCUR1_87420.8, SCUR1_87420.3, SCUR1_87420.7, SCUR1_87420.6, SCUR1_87420.5, SCUR1_87420.1, SCUR1_87420.2
OG0001680	T265_09371	SCUR1_28510.1
OG0001681	T265_12663, T265_16018	SCUR1_18990.1
OG0001682	T265_15158	SCUR1_17080.1
OG0001683	T265_09590, T265_14893, T265_03749	SCUR1_25330.1
OG0001684	T265_09014	SCUR1_29410.4, SCUR1_29410.5, SCUR1_29410.1, SCUR1_29410.2, SCUR1_29410.3
OG0001685	T265_15090	SCUR1_15420.1, SCUR1_15390.1
OG0001686	T265_09608, T265_15908	SCUR1_81500.1
OG0001687	T265_07419	SCUR1_55790.1
OG0001688	T265_07388	SCUR1_22170.1, SCUR1_22170.2, SCUR1_22170.3
OG0001689	T265_15368	SCUR1_21730.1, SCUR1_19670.1
OG0001690	T265_04514	SCUR1_34040.1
OG0001691	T265_03200	SCUR1_13190.1, SCUR1_13190.3, SCUR1_13190.4, SCUR1_13190.5, SCUR1_13190.6, SCUR1_13190.2
OG0001692	T265_13395	SCUR1_75570.3, SCUR1_75570.5, SCUR1_75570.1, SCUR1_75570.2, SCUR1_75570.4, SCUR1_75570.6, SCUR1_75570.7
OG0001694	T265_02240	SCUR1_81670.1
OG0001695	T265_10771	SCUR1_31830.1
OG0001696	T265_09913	SCUR1_43190.1, SCUR1_43190.2, SCUR1_43190.3
OG0001697	T265_05671	SCUR1_92970.1
OG0001698	T265_05919	SCUR1_77590.1, SCUR1_77590.3, SCUR1_77590.5, SCUR1_77590.6, SCUR1_77590.2, SCUR1_77590.4
OG0001699	T265_08126	SCUR1_61580.2, SCUR1_61580.1, SCUR1_61580.4, SCUR1_61580.3
OG0001700	T265_09892	SCUR1_15240.2, SCUR1_15240.1, SCUR1_15300.1
OG0001701	T265_03185	SCUR1_83360.1, SCUR1_83340.1, SCUR1_83340.3, SCUR1_83340.2, SCUR1_83340.4
OG0001702	T265_01458	SCUR1_45020.1, SCUR1_45020.2, SCUR1_45020.3, SCUR1_45020.4
OG0001703	T265_14685	SCUR1_35700.1
OG0001704	T265_10332	SCUR1_15480.1, SCUR1_15480.2, SCUR1_15480.3, SCUR1_15480.4, SCUR1_15480.5
OG0001705	T265_06950	SCUR1_24720.1, SCUR1_24710.1
OG0001706	T265_00105	SCUR1_32070.4, SCUR1_32070.5, SCUR1_32070.3, SCUR1_32070.1, SCUR1_32070.2
OG0001707	T265_01410	SCUR1_64840.1, SCUR1_64840.3, SCUR1_64840.4, SCUR1_64840.2
OG0001708	T265_02720	SCUR1_93120.2, SCUR1_93120.1, SCUR1_93120.3
OG0001709	T265_13976	SCUR1_29650.1, SCUR1_29650.2, SCUR1_29650.3, SCUR1_29650.4
OG0001710	T265_05358	SCUR1_84900.1, SCUR1_84910.1, SCUR1_96900.1, SCUR1_96900.2, SCUR1_84870.1, SCUR1_84870.3, SCUR1_84870.6, SCUR1_84870.4, SCUR1_84870.7, SCUR1_84870.2, SCUR1_84870.5, SCUR1_95930.1
OG0001711	T265_05328	SCUR1_92150.2, SCUR1_92150.6, SCUR1_92150.3, SCUR1_92150.1, SCUR1_92150.4, SCUR1_92150.5
OG0001712	T265_14005	SCUR1_41750.1
OG0001713	T265_08885	SCUR1_58350.1
OG0001714	T265_14693	SCUR1_58360.1
OG0001715	T265_03710	SCUR1_23550.2, SCUR1_23550.3, SCUR1_23550.1
OG0001716	T265_12518	SCUR1_68900.4, SCUR1_68900.1, SCUR1_68900.3, SCUR1_68900.2, SCUR1_68900.5
OG0001717	T265_02968	SCUR1_28920.1
OG0001718	T265_09214	SCUR1_15160.3, SCUR1_15160.1, SCUR1_15160.2, SCUR1_15160.7, SCUR1_15160.5, SCUR1_15160.4, SCUR1_15160.6
OG0001719	T265_04478	SCUR1_43730.7, SCUR1_43730.2, SCUR1_43730.3, SCUR1_43730.5, SCUR1_43730.6, SCUR1_43730.1, SCUR1_43730.4
OG0001720	T265_12689, T265_01853	SCUR1_11760.1
OG0001721	T265_01466	SCUR1_56740.3, SCUR1_56740.1, SCUR1_56740.2, SCUR1_56760.1
OG0001722	T265_10430, T265_16265	SCUR1_11120.1
OG0001723	T265_12870	SCUR1_10940.1
OG0001724	T265_04056	SCUR1_71860.1
OG0001725	T265_09161	SCUR1_70210.1, SCUR1_70210.2, SCUR1_70210.3
OG0001726	T265_12576	SCUR1_35900.1
OG0001726	T265_01638	SCUR1_80580.1
OG0001727	T265_10361	SCUR1_87520.3, SCUR1_87580.1
OG0001728	T265_03905	SCUR1_64170.1
OG0001729	T265_01004	SCUR1_10730.4, SCUR1_10730.1, SCUR1_10730.2, SCUR1_10730.3
OG0001731	T265_11635	SCUR1_30780.1, SCUR1_30780.2, SCUR1_30780.3, SCUR1_30780.4
OG0001732	T265_02819	SCUR1_48460.2, SCUR1_48460.1, SCUR1_48460.3, SCUR1_48460.4
OG0001733	T265_03326	SCUR1_59720.1, SCUR1_97610.2, SCUR1_97610.1
OG0001734	T265_07463	SCUR1_91010.4, SCUR1_91010.3, SCUR1_91010.1, SCUR1_91010.2, SCUR1_95660.1
OG0001735	T265_07057, T265_07056	SCUR1_26300.1, SCUR1_26300.2, SCUR1_26300.3, SCUR1_26300.4
OG0001736	T265_14980	SCUR1_17040.1, SCUR1_17040.2
OG0001737	T265_05187	SCUR1_90480.1
OG0001738	T265_04467	SCUR1_41780.4, SCUR1_41780.1, SCUR1_41780.2, SCUR1_41780.3, SCUR1_41780.5, SCUR1_41780.6, SCUR1_41780.7
OG0001739	T265_09719	SCUR1_41280.1, SCUR1_41280.2, SCUR1_41280.4, SCUR1_41280.3
OG0001740	T265_02848	SCUR1_54880.1
OG0001741	T265_09400	SCUR1_4560.1
OG0001742	T265_01766	SCUR1_54370.1
OG0001744	T265_10654, T265_12595	SCUR1_67900.1, SCUR1_99000.1
OG0001745	T265_05962	SCUR1_28850.3, SCUR1_28850.1, SCUR1_28850.2
OG0001746	T265_12992	SCUR1_81720.1, SCUR1_81750.1, SCUR1_81730.1
OG0001747	T265_08419	SCUR1_6000.1, SCUR1_5990.1
OG0001748	T265_02528	SCUR1_58620.1, SCUR1_58620.2, SCUR1_58620.3
OG0001749	T265_05162, T265_13920	SCUR1_26400.3, SCUR1_26400.1, SCUR1_26400.2, SCUR1_26400.4
OG0001750	T265_14641, T265_08679	SCUR1_4130.1
OG0001751	T265_03745	SCUR1_26530.2, SCUR1_26530.1
OG0001752	T265_08775	SCUR1_10240.3, SCUR1_10240.2, SCUR1_10240.1
OG0001754	T265_14140	SCUR1_59510.1
OG0001755	T265_08222, T265_10918	SCUR1_4040.1, SCUR1_4040.2, SCUR1_4040.3, SCUR1_4040.4
OG0001756	T265_02705	SCUR1_50180.1
OG0001757	T265_00117	SCUR1_48800.1
OG0001758	T265_08429, T265_16089, T265_08430	SCUR1_84300.1, SCUR1_84300.3, SCUR1_84300.2, SCUR1_84300.4
OG0001759	T265_14874	SCUR1_67390.2, SCUR1_67390.1
OG0001760	T265_13963	SCUR1_67140.1, SCUR1_67050.1
OG0001761	T265_11120	SCUR1_70770.1, SCUR1_70770.2
OG0001762	T265_08963, T265_16323, T265_08964	SCUR1_98680.4, SCUR1_98680.1, SCUR1_98680.3, SCUR1_98680.2, SCUR1_94880.3, SCUR1_94880.1, SCUR1_94880.2
OG0001763	T265_11384	SCUR1_31050.1, SCUR1_31050.2
OG0001764	T265_04595	SCUR1_16080.1
OG0001765	T265_00502	SCUR1_67480.1
OG0001766	T265_14565	SCUR1_34630.1
OG0001767	T265_04548	SCUR1_3990.3, SCUR1_3990.4, SCUR1_3990.2, SCUR1_3990.5, SCUR1_3990.1, SCUR1_3970.1
OG0001768	T265_10297	SCUR1_84860.1, SCUR1_84850.1
OG0001769	T265_03947	SCUR1_2460.1
OG0001770	T265_08230	SCUR1_33680.3, SCUR1_33680.1, SCUR1_33680.2, SCUR1_33680.6, SCUR1_33680.4, SCUR1_33680.5, SCUR1_33680.7
OG0001771	T265_13913	SCUR1_99310.1, SCUR1_52760.1
OG0001772	T265_07572	SCUR1_88930.1, SCUR1_88930.2
OG0001773	T265_00534	SCUR1_63450.1
OG0001774	T265_06888	SCUR1_6860.1
OG0001775	T265_09040	SCUR1_18040.4, SCUR1_18040.5, SCUR1_18040.6, SCUR1_18040.7, SCUR1_18040.2, SCUR1_18040.3, SCUR1_18040.1
OG0001776	T265_11140	SCUR1_93750.1
OG0001777	T265_03011	SCUR1_5390.1, SCUR1_5390.2, SCUR1_5390.3, SCUR1_5390.4
OG0001778	T265_09376	SCUR1_88510.1
OG0001780	T265_06467	SCUR1_28410.1
OG0001781	T265_13075	SCUR1_93980.1, SCUR1_93980.3, SCUR1_93980.5, SCUR1_93980.2, SCUR1_93980.4
OG0001782	T265_03902	SCUR1_66210.1, SCUR1_66210.3, SCUR1_66210.2
OG0001783	T265_03631	SCUR1_30650.1, SCUR1_30650.2, SCUR1_30650.3, SCUR1_30650.4, SCUR1_30650.5, SCUR1_30650.6, SCUR1_30650.7, SCUR1_30650.8, SCUR1_30650.9
OG0001784	T265_04098, T265_15912	SCUR1_42470.1
OG0001785	T265_07505	SCUR1_22800.1
OG0001786	T265_02513	SCUR1_63790.2, SCUR1_63790.1, SCUR1_63790.3
OG0001787	T265_13198	SCUR1_22820.1
OG0001789	T265_06187	SCUR1_22360.1, SCUR1_22360.3, SCUR1_22360.4, SCUR1_22360.2, SCUR1_22360.8, SCUR1_22360.5, SCUR1_22360.7, SCUR1_22360.6
OG0001790	T265_13300	SCUR1_40470.1
OG0001791	T265_08401, T265_08403	SCUR1_90640.12, SCUR1_90640.11, SCUR1_90790.1
OG0001792	T265_00418	SCUR1_77880.1
OG0001793	T265_07358	SCUR1_87840.1
OG0001794	T265_10719	SCUR1_67470.1, SCUR1_67470.2, SCUR1_67470.3, SCUR1_67470.6, SCUR1_67470.4, SCUR1_67470.5
OG0001801	T265_04593	SCUR1_14390.1
OG0001803	T265_09341	SCUR1_40690.1, SCUR1_40690.2, SCUR1_40680.1, SCUR1_40680.2
OG0001804	T265_12618	SCUR1_33000.2, SCUR1_33000.1, SCUR1_33000.4, SCUR1_33000.3
OG0001805	T265_13514, T265_13513	SCUR1_44040.3, SCUR1_44040.4, SCUR1_44040.5, SCUR1_44040.1, SCUR1_44040.2
OG0001806	T265_07409	SCUR1_94670.1, SCUR1_94680.1
OG0001807	T265_11444	SCUR1_14400.1, SCUR1_14400.2
OG0001808	T265_10905	SCUR1_19140.1, SCUR1_19140.2, SCUR1_19140.3
OG0001809	T265_13772	SCUR1_33250.2, SCUR1_33250.1, SCUR1_33250.4, SCUR1_33250.3
OG0001810	T265_07900	SCUR1_92790.1
OG0001812	T265_14122	SCUR1_74210.1, SCUR1_74210.2
OG0001813	T265_09076	SCUR1_11600.1, SCUR1_11600.2, SCUR1_11590.1, SCUR1_11590.3, SCUR1_11590.5, SCUR1_11590.2, SCUR1_11590.4
OG0001814	T265_10976	SCUR1_73900.1, SCUR1_73900.2
