Orthogroup	schistosoma_turkestanicum	opisthorchis_viverrini
OG0001992	STRK1_45810.1	T265_04048
OG0001993	STRK1_71960.1	T265_14343
OG0001995	STRK1_90330.1	T265_11523
OG0001996	STRK1_93830.1	T265_10482
OG0001997	STRK1_12200.1	T265_01011
OG0001998	STRK1_86940.1	T265_05189
OG0001999	STRK1_49470.1	T265_01760
OG0002000	STRK1_8570.1, STRK1_8570.2	T265_10963
OG0002001	STRK1_11390.1, STRK1_11390.2	T265_04575
OG0002002	STRK1_30720.1	T265_11222
OG0002003	STRK1_49500.1	T265_05270
OG0002004	STRK1_15720.1, STRK1_15720.2	T265_04351
OG0002006	STRK1_70840.1	T265_11260
OG0002007	STRK1_67070.1	T265_01809
OG0002008	STRK1_65320.1	T265_02030, T265_02029
OG0002009	STRK1_35040.1	T265_07583
OG0002010	STRK1_46260.1	T265_02865
OG0002011	STRK1_73470.3, STRK1_73470.1, STRK1_73470.2, STRK1_73470.4	T265_15553
OG0002012	STRK1_8670.1, STRK1_8740.1	T265_01585
OG0002013	STRK1_52560.1	T265_00133
OG0002014	STRK1_58790.1, STRK1_58790.2	T265_02025
OG0002015	STRK1_85130.1, STRK1_85130.2, STRK1_85130.3, STRK1_85140.1	T265_10154
OG0002016	STRK1_59390.1	T265_07786
OG0002018	STRK1_69140.1	T265_01252
OG0002019	STRK1_70750.1, STRK1_70750.2	T265_14733
OG0002020	STRK1_63480.1	T265_09353, T265_09354
OG0002021	STRK1_96350.1, STRK1_69810.1	T265_02319
OG0002023	STRK1_66030.1	T265_01173
OG0002024	STRK1_106230.1, STRK1_100730.1, STRK1_103030.1, STRK1_108160.1	T265_11589
OG0002025	STRK1_59400.1	T265_13824
OG0002026	STRK1_6580.1	T265_14886
OG0002027	STRK1_83110.1	T265_12826
OG0002028	STRK1_47040.1, STRK1_47040.2, STRK1_47040.3, STRK1_47040.4, STRK1_47040.5	T265_06994
OG0002029	STRK1_33970.1	T265_03894
OG0002030	STRK1_59790.1, STRK1_59790.2, STRK1_59790.3, STRK1_59790.4, STRK1_59790.5	T265_00505
OG0002031	STRK1_1210.1, STRK1_1210.2	T265_09865, T265_16204
OG0002032	STRK1_91950.1, STRK1_91940.1	T265_02749
OG0002033	STRK1_58290.1, STRK1_58290.2	T265_10134
OG0002034	STRK1_65680.1	T265_02060
OG0002035	STRK1_11290.5, STRK1_11290.6, STRK1_11290.1, STRK1_11290.2, STRK1_11290.3, STRK1_11290.4	T265_04572
OG0002036	STRK1_85050.1	T265_02637
OG0002037	STRK1_48310.1, STRK1_48310.2, STRK1_48310.3, STRK1_48310.4, STRK1_48310.5	T265_00055
OG0002038	STRK1_40110.1	T265_12805, T265_02077, T265_15831
OG0002039	STRK1_49390.1	T265_08815
OG0002040	STRK1_17390.1	T265_03319
OG0002041	STRK1_73740.1	T265_00833
OG0002042	STRK1_11430.1	T265_10274
OG0002043	STRK1_64210.1	T265_01128
OG0002045	STRK1_102790.1, STRK1_82780.1	T265_07822
OG0002046	STRK1_74240.1	T265_02662
OG0002047	STRK1_101930.1, STRK1_104400.1	T265_04671
OG0002048	STRK1_14740.1, STRK1_14740.2, STRK1_14740.3, STRK1_14740.4, STRK1_14740.5	T265_13011
OG0002050	STRK1_51810.1	T265_11962
OG0002051	STRK1_29610.1	T265_02963
OG0002052	STRK1_40680.1	T265_01480
OG0002053	STRK1_73920.1	T265_00451
OG0002054	STRK1_68680.1, STRK1_68680.2	T265_13210
OG0002055	STRK1_55820.1	T265_01146
OG0002056	STRK1_86610.1	T265_04164
OG0002057	STRK1_49220.1, STRK1_49220.2	T265_11668
OG0002058	STRK1_12790.1, STRK1_12790.2, STRK1_12790.3	T265_07761
OG0002059	STRK1_42640.1	T265_11048
OG0002060	STRK1_7150.1, STRK1_7150.2, STRK1_7150.3	T265_01393
OG0002061	STRK1_6390.1	T265_08182
OG0002062	STRK1_65100.1, STRK1_65100.2	T265_06808
OG0002063	STRK1_102420.1, STRK1_42750.1, STRK1_97310.1	T265_08631
OG0002064	STRK1_9430.1	T265_15101
OG0002065	STRK1_14270.1	T265_04710, T265_10542
OG0002066	STRK1_73340.1	T265_08198, T265_08199
OG0002073	STRK1_90760.1	T265_09527
OG0002074	STRK1_3740.1	T265_03665
OG0002075	STRK1_9920.1	T265_09383
OG0002076	STRK1_41870.1, STRK1_41870.2	T265_15233, T265_16097
OG0002077	STRK1_11530.1	T265_03682
OG0002079	STRK1_33160.1	T265_06240
OG0002080	STRK1_52540.1	T265_00124
OG0002081	STRK1_80380.1, STRK1_90910.1, STRK1_106750.1	T265_09555
OG0002082	STRK1_57490.1, STRK1_86050.1, STRK1_86060.1, STRK1_57500.1	T265_03148, T265_13172, T265_03149
OG0002083	STRK1_42540.1	T265_08100
OG0002084	STRK1_4170.1	T265_12471
OG0002085	STRK1_60360.1	T265_01378
OG0002086	STRK1_39450.1	T265_05643
OG0002087	STRK1_34790.1	T265_14114
OG0002088	STRK1_23900.1, STRK1_23900.2	T265_14944
OG0002089	STRK1_43970.1	T265_00465
OG0002090	STRK1_48180.1, STRK1_48190.1	T265_05436
OG0002091	STRK1_47130.1	T265_00837, T265_16066
OG0002092	STRK1_37170.1, STRK1_37140.1	T265_15900
OG0002093	STRK1_22600.1, STRK1_22610.1	T265_08579
OG0002094	STRK1_6730.1	T265_04373, T265_13499
OG0002095	STRK1_14760.1	T265_13010
OG0002096	STRK1_27420.1	T265_03819
OG0002098	STRK1_61730.1	T265_05615
OG0002099	STRK1_28520.1	T265_04149, T265_04150
OG0002100	STRK1_110120.1, STRK1_110120.2, STRK1_110120.3, STRK1_26630.1, STRK1_26630.2, STRK1_26630.3	T265_11580
OG0002101	STRK1_85600.1, STRK1_85610.1	T265_05374
OG0002102	STRK1_25080.1	T265_13199
OG0002103	STRK1_99050.1, STRK1_100170.1	T265_08800
OG0002104	STRK1_29110.1	T265_08023
OG0002105	STRK1_26710.1	T265_14195
OG0002106	STRK1_84750.1	T265_12884
OG0002107	STRK1_58010.1	T265_06088
OG0002108	STRK1_88340.1	T265_04775
OG0002108	STRK1_78810.1	T265_09456
OG0002109	STRK1_98690.1, STRK1_43220.1	T265_03486
OG0002110	STRK1_68910.1	T265_12853
OG0002111	STRK1_37490.1, STRK1_37490.2	T265_12810
OG0002112	STRK1_106420.1, STRK1_106420.2, STRK1_106420.3, STRK1_106420.4	T265_15351, T265_01166
OG0002113	STRK1_86010.1	T265_13848
OG0002114	STRK1_24830.1, STRK1_96770.1	T265_08567
OG0002115	STRK1_48360.3, STRK1_48360.2, STRK1_48360.1	T265_13872
OG0002116	STRK1_33820.1	T265_15055
OG0002117	STRK1_15680.1, STRK1_15680.2	T265_14145, T265_14146
OG0002118	STRK1_43840.1	T265_03977
OG0002119	STRK1_103970.1, STRK1_81430.1, STRK1_101560.1	T265_12990
OG0002120	STRK1_5850.1	T265_10602
OG0002121	STRK1_5860.1	T265_15200
OG0002122	STRK1_32260.1	T265_16017, T265_13609, T265_06473, T265_07036
OG0002123	STRK1_100220.2, STRK1_100220.3, STRK1_100220.5, STRK1_100220.1, STRK1_100220.4	T265_00741
OG0002124	STRK1_19270.1	T265_13794
OG0002125	STRK1_90580.1, STRK1_56130.1, STRK1_96650.1, STRK1_105090.1	T265_05313
OG0002126	STRK1_99190.1, STRK1_17010.1	T265_05547, T265_13807
OG0002127	STRK1_57720.1, STRK1_57720.2, STRK1_57720.3, STRK1_57720.4, STRK1_57720.5, STRK1_57720.6	T265_08051
OG0002128	STRK1_6110.1	T265_04386
OG0002129	STRK1_46320.1, STRK1_46330.1	T265_04289, T265_04290
OG0002130	STRK1_24210.1, STRK1_24220.1	T265_05977
OG0002131	STRK1_38710.1, STRK1_38710.3, STRK1_38710.2	T265_08653
OG0002132	STRK1_96480.1, STRK1_54740.1, STRK1_54740.2, STRK1_54730.1, STRK1_110650.1, STRK1_54880.1	T265_10351
OG0002133	STRK1_45290.1	T265_05901
OG0002134	STRK1_28130.1	T265_13573
OG0002135	STRK1_26940.1	T265_11834
OG0002136	STRK1_93460.1	T265_02078, T265_02076
OG0002138	STRK1_32620.1	T265_11382, T265_11381
OG0002139	STRK1_64460.1	T265_07012
OG0002140	STRK1_7110.1	T265_03075
OG0002141	STRK1_104910.1, STRK1_56340.1	T265_12391, T265_14911, T265_16353
OG0002142	STRK1_83800.1, STRK1_96740.1	T265_09176
OG0002143	STRK1_50090.1	T265_01276
OG0002144	STRK1_26400.1, STRK1_26400.2	T265_15470
OG0002145	STRK1_29480.1	T265_04022
OG0002147	STRK1_49400.1	T265_10180
OG0002148	STRK1_3700.1	T265_12487
OG0002149	STRK1_51580.2, STRK1_51580.1, STRK1_51590.1	T265_11302
OG0002150	STRK1_65660.1	T265_01113
OG0002151	STRK1_100800.1, STRK1_79470.1	T265_14429, T265_15959
OG0002152	STRK1_101700.1, STRK1_98260.1, STRK1_99100.1, STRK1_97910.1	T265_13875
OG0002153	STRK1_15530.1, STRK1_15540.1, STRK1_15540.2	T265_02445
OG0002154	STRK1_31230.1, STRK1_31230.2	T265_13262
OG0002155	STRK1_22360.1	T265_01069
OG0002156	STRK1_87710.1	T265_03544
OG0002157	STRK1_59540.1	T265_00621, T265_00620
OG0002158	STRK1_71180.1, STRK1_71180.3, STRK1_71180.2	T265_00081
OG0002159	STRK1_73780.1, STRK1_73780.2	T265_13086, T265_13085
OG0002160	STRK1_60300.1	T265_04782
OG0002162	STRK1_26560.1	T265_05709
OG0002162	STRK1_26480.1	T265_05840
OG0002163	STRK1_28810.1	T265_08502
OG0002164	STRK1_55390.2, STRK1_55390.1, STRK1_55390.3	T265_05843
OG0002165	STRK1_24310.1	T265_03273, T265_16079, T265_03274
OG0002166	STRK1_53580.1	T265_01946
OG0002167	STRK1_107140.1	T265_02698
OG0002168	STRK1_51090.1	T265_02435
OG0002169	STRK1_20070.1, STRK1_20070.2	T265_03699
OG0002170	STRK1_69930.1, STRK1_69930.2	T265_01262
OG0002171	STRK1_17450.1, STRK1_110770.1, STRK1_17440.1, STRK1_111210.1, STRK1_17410.1, STRK1_17430.1, STRK1_95000.1, STRK1_17400.1, STRK1_111210.2	T265_08677
OG0002172	STRK1_29560.1	T265_09344
OG0002173	STRK1_61550.1, STRK1_61550.2	T265_09337
OG0002174	STRK1_75460.1	T265_06747
OG0002175	STRK1_72140.1	T265_00392
OG0002176	STRK1_61050.1, STRK1_61050.2, STRK1_61050.3	T265_06743
OG0002177	STRK1_3180.1	T265_13224, T265_13225
OG0002178	STRK1_70990.1	T265_13369, T265_15860
OG0002179	STRK1_9520.1, STRK1_9520.2	T265_01562
OG0002180	STRK1_71000.1	T265_03959
OG0002181	STRK1_54360.1	T265_15583
OG0002182	STRK1_103660.1, STRK1_74320.1, STRK1_70780.1, STRK1_74360.1, STRK1_74370.1	T265_12958
OG0002183	STRK1_10830.1	T265_07962
OG0002184	STRK1_88930.1, STRK1_106170.1, STRK1_88940.1, STRK1_88940.2	T265_11281
OG0002185	STRK1_6590.2, STRK1_6590.1, STRK1_6590.3	T265_00949
OG0002186	STRK1_108900.1	T265_14166
OG0002187	STRK1_4700.1	T265_11248, T265_08829, T265_09036
OG0002188	STRK1_65070.1	T265_09763
OG0002189	STRK1_36290.1	T265_08728
OG0002190	STRK1_26010.1, STRK1_26010.2	T265_03237
OG0002192	STRK1_43010.1	T265_09919
OG0002193	STRK1_74130.1, STRK1_74130.2	T265_15308
OG0002194	STRK1_29470.1, STRK1_29470.2	T265_05011
OG0002195	STRK1_47530.1, STRK1_47530.2	T265_13134
OG0002196	STRK1_66090.1	T265_03909
OG0002197	STRK1_56410.1	T265_06567
OG0002198	STRK1_27050.1	T265_14194
OG0002199	STRK1_100700.1	T265_09839
OG0002200	STRK1_52060.4, STRK1_52060.5, STRK1_52060.1, STRK1_52060.2, STRK1_52060.3	T265_15279
OG0002201	STRK1_48510.1	T265_09904
OG0002202	STRK1_37310.1, STRK1_37310.2	T265_10317
OG0002203	STRK1_74710.1, STRK1_74720.1	T265_00149
OG0002204	STRK1_22740.1	T265_05023
OG0002206	STRK1_85640.5, STRK1_85640.8, STRK1_85640.10, STRK1_85640.9, STRK1_85640.2, STRK1_85640.1, STRK1_85640.4, STRK1_85640.7, STRK1_85640.3, STRK1_85640.6	T265_12890
OG0002208	STRK1_2650.1	T265_15258
OG0002212	STRK1_93310.1	T265_15048
OG0002214	STRK1_42870.1	T265_04068
OG0002215	STRK1_7160.1, STRK1_7160.2	T265_01396
OG0002216	STRK1_32530.1	T265_04024
OG0002217	STRK1_16700.1, STRK1_16710.1	T265_06306
OG0002218	STRK1_3200.1	T265_07284
OG0002219	STRK1_13620.1, STRK1_13620.2, STRK1_13620.3, STRK1_13620.4, STRK1_13620.5, STRK1_13620.6	T265_10914
OG0002220	STRK1_510.1	T265_08525
OG0002221	STRK1_8970.2, STRK1_8970.6, STRK1_8970.5, STRK1_8970.4, STRK1_8970.1, STRK1_8970.3	T265_09567
OG0002222	STRK1_35800.1	T265_07622
OG0002223	STRK1_101340.1, STRK1_101350.1, STRK1_1920.1, STRK1_1910.1, STRK1_1910.2	T265_02296, T265_02259, T265_03688, T265_00847, T265_00845, T265_00846
OG0002224	STRK1_7580.1	T265_01855
OG0002225	STRK1_86810.1, STRK1_86820.1, STRK1_102670.1	T265_08736
OG0002226	STRK1_26390.1	T265_14172
OG0002227	STRK1_40770.1	T265_04117, T265_15786
OG0002228	STRK1_105160.1, STRK1_37680.1	T265_04080
OG0002229	STRK1_5100.1	T265_07873
OG0002230	STRK1_62560.1	T265_06596
OG0002231	STRK1_63170.1	T265_00618
OG0002232	STRK1_75990.1	T265_13884, T265_14131
OG0002233	STRK1_61500.1	T265_15141
OG0002234	STRK1_51470.1, STRK1_51480.1	T265_00386
OG0002235	STRK1_2370.1	T265_06682
OG0002236	STRK1_65740.1, STRK1_65720.1	T265_04798, T265_04794
OG0002237	STRK1_40420.1	T265_09477
OG0002239	STRK1_92800.1	T265_11016, T265_16245
OG0002241	STRK1_65920.1	T265_01430
OG0002242	STRK1_109860.1, STRK1_109860.2	T265_09722, T265_14338, T265_14682, T265_08846, T265_08847, T265_00032
OG0002243	STRK1_30420.1	T265_00755, T265_16223
OG0002244	STRK1_24120.1	T265_13718
OG0002245	STRK1_58300.1	T265_00529
OG0002246	STRK1_19970.1	T265_13249
OG0002247	STRK1_26920.1, STRK1_26920.2	T265_05389
OG0002248	STRK1_47190.1, STRK1_47190.2, STRK1_47190.3, STRK1_47190.4	T265_01349
OG0002249	STRK1_48780.1	T265_02684
OG0002250	STRK1_38500.1	T265_03642
OG0002251	STRK1_25570.1, STRK1_25570.2, STRK1_25570.3	T265_13203
OG0002252	STRK1_6840.1, STRK1_6840.2	T265_07719
OG0002253	STRK1_55250.1, STRK1_55260.1, STRK1_55250.2	T265_03058
OG0002254	STRK1_51990.1, STRK1_51990.2	T265_04918
OG0002255	STRK1_3650.1, STRK1_3650.2	T265_13495
OG0002256	STRK1_51140.1	T265_00072
OG0002257	STRK1_98830.1, STRK1_46810.1, STRK1_98840.1	T265_07202
OG0002258	STRK1_46880.1	T265_09079
OG0002259	STRK1_24640.2, STRK1_24640.1, STRK1_24640.3, STRK1_24640.4	T265_12708
OG0002260	STRK1_470.1	T265_13734
OG0002261	STRK1_52640.1, STRK1_52640.2, STRK1_52640.3	T265_02353
OG0002263	STRK1_64840.1	T265_00662, T265_12600
OG0002264	STRK1_40920.1, STRK1_40920.2	T265_13409
OG0002265	STRK1_38670.1	T265_13935
OG0002266	STRK1_100840.1	T265_11642
OG0002267	STRK1_11770.1, STRK1_11770.2	T265_10276
OG0002268	STRK1_95590.1	T265_07694
OG0002269	STRK1_65500.1, STRK1_99140.1, STRK1_99140.2	T265_12133, T265_15794, T265_13923
OG0002270	STRK1_85490.1	T265_05191
OG0002271	STRK1_78340.1, STRK1_78340.3, STRK1_78340.2	T265_10628
OG0002272	STRK1_22910.1, STRK1_106110.1, STRK1_105790.1, STRK1_107810.1, STRK1_102630.1, STRK1_22920.1, STRK1_102110.1	T265_05407, T265_05409
OG0002273	STRK1_72650.1	T265_05777, T265_15024
OG0002274	STRK1_44580.1	T265_01312
OG0002275	STRK1_81630.1	T265_10682
OG0002276	STRK1_46850.1	T265_02217
OG0002277	STRK1_62600.1, STRK1_97300.1, STRK1_101200.1	T265_04300
OG0002278	STRK1_89450.1	T265_11208
OG0002279	STRK1_79740.1	T265_04983
OG0002280	STRK1_55400.1, STRK1_55400.2, STRK1_107230.1, STRK1_100470.1	T265_15222
OG0002281	STRK1_41590.1	T265_04079
OG0002282	STRK1_8880.1	T265_03187
OG0002283	STRK1_52040.1	T265_12455
OG0002284	STRK1_68730.1	T265_01223
OG0002285	STRK1_12510.1, STRK1_12510.2, STRK1_12510.3	T265_13808
OG0002286	STRK1_65020.1	T265_02503
OG0002287	STRK1_59510.1	T265_00542
OG0002288	STRK1_75530.1	T265_03285
OG0002289	STRK1_34360.1, STRK1_34360.2, STRK1_34360.3, STRK1_34360.4	T265_02605
OG0002290	STRK1_83070.1, STRK1_83080.1	T265_14569
OG0002291	STRK1_62840.1, STRK1_62840.2	T265_06153
OG0002292	STRK1_74470.1, STRK1_74470.2	T265_02156
OG0002293	STRK1_58160.1	T265_00593
OG0002295	STRK1_91790.1, STRK1_47680.1	T265_12527
OG0002296	STRK1_11100.1, STRK1_11100.2	T265_04413
OG0002297	STRK1_36790.1, STRK1_36780.1	T265_11479
OG0002298	STRK1_17370.1, STRK1_17360.1	T265_09933, T265_09932, T265_15001
OG0002299	STRK1_25610.1, STRK1_25610.2, STRK1_25610.3, STRK1_25610.4, STRK1_25610.5	T265_03230
OG0002300	STRK1_72620.1	T265_05781
OG0002301	STRK1_88610.1	T265_04317
OG0002302	STRK1_103010.1, STRK1_14460.1, STRK1_15020.1	T265_01158, T265_06295
OG0002303	STRK1_74450.1, STRK1_74450.2	T265_07017
OG0002304	STRK1_66300.1, STRK1_66300.2, STRK1_98810.1	T265_11843
OG0002306	STRK1_63400.1, STRK1_63400.2	T265_13964
OG0002307	STRK1_75540.1	T265_08826
OG0002308	STRK1_52390.1, STRK1_52390.2	T265_03838
OG0002309	STRK1_37610.1	T265_05078
OG0002310	STRK1_20590.1	T265_00874
OG0002311	STRK1_6660.1, STRK1_6660.2	T265_16283, T265_02474, T265_16279
OG0002312	STRK1_30930.1	T265_10407
OG0002313	STRK1_38600.2, STRK1_38600.1	T265_03368
OG0002314	STRK1_16060.2, STRK1_16060.1	T265_13148
OG0002315	STRK1_12500.1, STRK1_12500.2, STRK1_12500.4, STRK1_12500.3	T265_05552
OG0002316	STRK1_68920.2, STRK1_68920.1, STRK1_68920.3	T265_12852
OG0002318	STRK1_21310.1, STRK1_21320.1	T265_10729
OG0002319	STRK1_2560.1	T265_14042
OG0002320	STRK1_75180.1	T265_12528
OG0002321	STRK1_101470.1, STRK1_101460.1, STRK1_14320.1	T265_11407
OG0002322	STRK1_19210.1	T265_10218
OG0002323	STRK1_64270.1	T265_12604
OG0002324	STRK1_13260.1, STRK1_13260.2	T265_14423
OG0002325	STRK1_11440.1, STRK1_11440.2	T265_10273
OG0002326	STRK1_85760.1, STRK1_85760.2, STRK1_85760.3	T265_14647
OG0002327	STRK1_72580.1, STRK1_72580.3, STRK1_72580.2, STRK1_72590.1	T265_01272
OG0002328	STRK1_7300.1, STRK1_7300.2	T265_01590
OG0002329	STRK1_1700.1	T265_11177
OG0002331	STRK1_3190.1	T265_10476, T265_15160
OG0002332	STRK1_8010.1	T265_15273
OG0002333	STRK1_47720.1, STRK1_47720.2, STRK1_47720.3	T265_06756
OG0002334	STRK1_12070.1	T265_09684
OG0002335	STRK1_14220.1, STRK1_14220.2	T265_02278
OG0002336	STRK1_53210.1, STRK1_53210.2, STRK1_53210.4, STRK1_53210.5, STRK1_53210.3	T265_02152
OG0002337	STRK1_90720.1	T265_14716, T265_16237
OG0002338	STRK1_8980.1	T265_11508
OG0002340	STRK1_17310.1	T265_06228, T265_06230
OG0002341	STRK1_85420.1, STRK1_85420.2, STRK1_85420.3, STRK1_85420.4, STRK1_85420.5, STRK1_85420.6, STRK1_85420.7	T265_03885
OG0002342	STRK1_16590.1, STRK1_16590.2	T265_00239
OG0002343	STRK1_40100.1, STRK1_40100.2	T265_03463
OG0002344	STRK1_61650.4, STRK1_61650.2, STRK1_61650.1, STRK1_61650.3	T265_12913
OG0002345	STRK1_88290.1	T265_04329, T265_10710
OG0002346	STRK1_22810.1	T265_01087
OG0002347	STRK1_18690.1, STRK1_18680.1, STRK1_18680.2, STRK1_18670.1	T265_11024
OG0002348	STRK1_30940.1	T265_08714
OG0002349	STRK1_85330.1	T265_13440
OG0002350	STRK1_104490.1, STRK1_31320.1	T265_14858
OG0002351	STRK1_52330.1, STRK1_52330.2, STRK1_52330.3	T265_07519
OG0002352	STRK1_87740.1, STRK1_87740.2	T265_15955, T265_07372
OG0002354	STRK1_12700.1	T265_06916
OG0002355	STRK1_71360.1	T265_01787
OG0002358	STRK1_13550.1, STRK1_13550.2	T265_11150
OG0002360	STRK1_73060.1, STRK1_73060.2, STRK1_73060.3	T265_15008
OG0002361	STRK1_81970.1	T265_07690
OG0002362	STRK1_62340.1, STRK1_62340.2	T265_12727
OG0002370	STRK1_51270.1	T265_00457
OG0002371	STRK1_1150.1, STRK1_1150.2, STRK1_1150.3, STRK1_1150.4	T265_15300
OG0002372	STRK1_63890.1, STRK1_109690.1	T265_09285, T265_13946
OG0002374	STRK1_3220.1, STRK1_3220.2, STRK1_3220.3	T265_14253
OG0002375	STRK1_93050.1, STRK1_93080.1	T265_05233, T265_16343
OG0002376	STRK1_70180.1, STRK1_70180.2	T265_07446
OG0002377	STRK1_110210.1, STRK1_111040.1, STRK1_30230.1, STRK1_30240.1	T265_13979
OG0002378	STRK1_38260.1	T265_06234, T265_11236, T265_11235, T265_11237, T265_11238, T265_16021
OG0002379	STRK1_41040.1	T265_05894
OG0002380	STRK1_20040.1	T265_14977
OG0002381	STRK1_51550.1	T265_02654, T265_16266
OG0002382	STRK1_9300.1, STRK1_9300.2, STRK1_9300.3	T265_07767
OG0002383	STRK1_46660.1, STRK1_46660.2, STRK1_46660.3	T265_11452, T265_11454
OG0002384	STRK1_79320.1	T265_11362
OG0002385	STRK1_37060.2, STRK1_37060.5, STRK1_37060.8, STRK1_37060.7, STRK1_37060.6, STRK1_37060.3, STRK1_37060.1, STRK1_37060.4	T265_02561
OG0002387	STRK1_73880.1	T265_12419, T265_12421
OG0002388	STRK1_67100.1, STRK1_67110.1, STRK1_67120.1, STRK1_10090.1, STRK1_10090.2	T265_01616
OG0002389	STRK1_87730.1	T265_03542
OG0002390	STRK1_14600.1	T265_15031, T265_15032, T265_15030
OG0002391	STRK1_2060.1	T265_10597
OG0002392	STRK1_85170.1	T265_02648
OG0002393	STRK1_56920.1, STRK1_56920.2	T265_00616
OG0002394	STRK1_32570.1	T265_13140
OG0002395	STRK1_91730.1, STRK1_91680.1, STRK1_107650.1	T265_13647, T265_13649
OG0002396	STRK1_34100.1	T265_02873, T265_02874
OG0002397	STRK1_76450.3, STRK1_76450.1, STRK1_76450.2, STRK1_76450.4	T265_09037
OG0002398	STRK1_15330.1	T265_03017
OG0002399	STRK1_39000.1, STRK1_39000.2	T265_09670, T265_09671
OG0002400	STRK1_17050.1	T265_00212
OG0002401	STRK1_105390.1	T265_07408
OG0002402	STRK1_19820.1, STRK1_102610.1, STRK1_19800.1, STRK1_102750.1, STRK1_19810.1	T265_10841
OG0002404	STRK1_65340.1	T265_09776
OG0002405	STRK1_1300.1	T265_10856, T265_04546
OG0002406	STRK1_12400.1	T265_13009
OG0002407	STRK1_12820.1	T265_00260
OG0002407	STRK1_12830.1	T265_00264
OG0002408	STRK1_75070.1	T265_11905
OG0002409	STRK1_81700.1, STRK1_103120.1	T265_01637
OG0002410	STRK1_36320.1	T265_08723, T265_16313
OG0002411	STRK1_85480.1	T265_04303
OG0002412	STRK1_30300.1, STRK1_30300.2	T265_14970
OG0002413	STRK1_85120.1, STRK1_85120.2	T265_01806
OG0002414	STRK1_54910.1	T265_02906
OG0002415	STRK1_104080.1, STRK1_104080.2, STRK1_104080.3, STRK1_19090.1	T265_03421
OG0002416	STRK1_38990.1, STRK1_38990.2	T265_15016
OG0002417	STRK1_14790.1	T265_06209
OG0002418	STRK1_34240.2, STRK1_34240.1	T265_00711
OG0002419	STRK1_27340.1	T265_10336
OG0002420	STRK1_34410.1, STRK1_34410.2	T265_00694
OG0002421	STRK1_69580.1	T265_02187
OG0002422	STRK1_35760.1	T265_00765
OG0002423	STRK1_68520.1	T265_02196
OG0002424	STRK1_53480.1, STRK1_53490.1, STRK1_53490.2	T265_00303
OG0002425	STRK1_35520.1	T265_10775
OG0002426	STRK1_109530.1, STRK1_28160.1, STRK1_28160.2	T265_05883, T265_16210
OG0002427	STRK1_100320.1, STRK1_12410.1	T265_03972, T265_15474
OG0002428	STRK1_7900.1, STRK1_7900.2, STRK1_7900.3, STRK1_7900.4	T265_13166
OG0002429	STRK1_38310.1	T265_06453, T265_10284
OG0002430	STRK1_73640.1	T265_02210, T265_05440, T265_02212
OG0002431	STRK1_28430.1	T265_01491, T265_03774
OG0002432	STRK1_59990.1	T265_08924
OG0002434	STRK1_35850.1, STRK1_35830.1	T265_02981
OG0002435	STRK1_27400.1	T265_14326
OG0002436	STRK1_20780.1, STRK1_20770.1	T265_11614, T265_15156
OG0002437	STRK1_102030.1, STRK1_47030.1	T265_00359
OG0002438	STRK1_34690.1	T265_06508
OG0002439	STRK1_47140.1	T265_00836
OG0002440	STRK1_67000.1	T265_12915
OG0002441	STRK1_50150.1, STRK1_50150.2	T265_05931
OG0002442	STRK1_37620.1	T265_13576
OG0002443	STRK1_43270.1	T265_07141
OG0002444	STRK1_56740.1, STRK1_56750.1, STRK1_95410.1, STRK1_56710.1, STRK1_95420.1	T265_06713, T265_14104
OG0002445	STRK1_67020.1	T265_05838
OG0002446	STRK1_59580.1	T265_00532
OG0002447	STRK1_7240.1	T265_08477
OG0002448	STRK1_105600.1, STRK1_31540.1	T265_06603
OG0002449	STRK1_2550.1, STRK1_2550.2	T265_08371
OG0002450	STRK1_62320.1, STRK1_62320.2	T265_03931, T265_03930
OG0002451	STRK1_69610.1	T265_09840
OG0002452	STRK1_12980.1, STRK1_12980.2	T265_10465
OG0002453	STRK1_45150.1	T265_00345
OG0002454	STRK1_64930.1	T265_05155
OG0002455	STRK1_59040.1	T265_12601
OG0002456	STRK1_34080.1	T265_11319
OG0002457	STRK1_68750.1	T265_01249, T265_07438
OG0002458	STRK1_81720.1	T265_12831
OG0002459	STRK1_32900.1, STRK1_32900.2, STRK1_32900.3, STRK1_43320.1, STRK1_43330.1	T265_01502
OG0002460	STRK1_12670.1	T265_09316
OG0002461	STRK1_8810.1, STRK1_8810.2	T265_11504
OG0002462	STRK1_106030.1, STRK1_58700.1	T265_03327
OG0002463	STRK1_91770.1, STRK1_91780.1	T265_04955
OG0002465	STRK1_80690.1	T265_11610
OG0002466	STRK1_94680.1	T265_09526
OG0002468	STRK1_75790.1	T265_01747
OG0002469	STRK1_15810.1, STRK1_15810.2	T265_10043
OG0002470	STRK1_96760.1, STRK1_77310.1, STRK1_77310.2, STRK1_77320.1	T265_13777
OG0002471	STRK1_74220.1, STRK1_74220.2	T265_13340
OG0002472	STRK1_28260.1, STRK1_28260.2	T265_02966
OG0002473	STRK1_9180.1	T265_06276
OG0002474	STRK1_88140.1	T265_10153
OG0002475	STRK1_98600.1	T265_06954
OG0002476	STRK1_29100.1	T265_11632, T265_14722
OG0002477	STRK1_110460.1	T265_15221, T265_15220
OG0002478	STRK1_52580.1, STRK1_52580.3, STRK1_52580.2, STRK1_52580.4	T265_00370
