Orthogroup	schistosoma_turkestanicum	fasciola_gigantica
OG0001601	STRK1_62790.1	FGIG_04047
OG0001602	STRK1_11740.1, STRK1_11740.2	FGIG_04252
OG0001603	STRK1_46980.1	FGIG_04384
OG0001604	STRK1_24290.1, STRK1_24280.1, STRK1_104820.1	FGIG_04790
OG0001605	STRK1_2880.1	FGIG_04843, FGIG_04842
OG0001606	STRK1_100090.1, STRK1_21330.1, STRK1_21330.2, STRK1_99380.1, STRK1_102480.1	FGIG_09218, FGIG_09219, FGIG_05027
OG0001607	STRK1_68060.1	FGIG_05053, FGIG_08672
OG0001608	STRK1_51970.1	FGIG_05065
OG0001609	STRK1_106150.1, STRK1_106150.2, STRK1_69460.1, STRK1_69470.1	FGIG_05088
OG0001610	STRK1_93100.2	FGIG_07389
OG0001610	STRK1_28140.1	FGIG_08349, FGIG_05093
OG0001611	STRK1_61480.1	FGIG_05457
OG0001612	STRK1_910.1	FGIG_05464
OG0001613	STRK1_75410.1, STRK1_75410.2	FGIG_05500
OG0001614	STRK1_38380.1, STRK1_38380.2, STRK1_104090.1	FGIG_05538, FGIG_05540
OG0001615	STRK1_38390.1	FGIG_05541
OG0001616	STRK1_9810.1, STRK1_9810.2, STRK1_10310.3, STRK1_10310.1, STRK1_10310.2	FGIG_05680
OG0001617	STRK1_47960.1, STRK1_47960.2	FGIG_05780
OG0001618	STRK1_41270.1	FGIG_05781, FGIG_05782
OG0001619	STRK1_45970.1	FGIG_05824
OG0001620	STRK1_35020.1, STRK1_35020.2	FGIG_06091
OG0001621	STRK1_250.1	FGIG_06135
OG0001622	STRK1_53040.1, STRK1_107340.1, STRK1_53060.1, STRK1_81900.1, STRK1_81930.1, STRK1_81950.1, STRK1_81950.2, STRK1_81950.3	FGIG_06211, FGIG_06210
OG0001623	STRK1_7290.1	FGIG_06565
OG0001624	STRK1_39210.1	FGIG_07374, FGIG_06649
OG0001625	STRK1_59320.1, STRK1_96750.1, STRK1_88870.1	FGIG_11741, FGIG_06687
OG0001626	STRK1_31440.1	FGIG_06845
OG0001627	STRK1_70580.1, STRK1_70580.2	FGIG_06856
OG0001628	STRK1_14770.1, STRK1_14770.2	FGIG_06970
OG0001629	STRK1_1590.1	FGIG_07009
OG0001630	STRK1_8650.1, STRK1_8650.2	FGIG_07208
OG0001631	STRK1_86880.1	FGIG_07316
OG0001632	STRK1_65030.1	FGIG_07391
OG0001633	STRK1_101650.1, STRK1_97200.1, STRK1_107820.1, STRK1_90810.1	FGIG_07448
OG0001634	STRK1_85060.1	FGIG_07519
OG0001635	STRK1_6760.3, STRK1_6760.2, STRK1_6760.1	FGIG_07538, FGIG_07539
OG0001636	STRK1_74280.1, STRK1_74270.1	FGIG_07566
OG0001637	STRK1_55760.1	FGIG_07660
OG0001638	STRK1_102600.1, STRK1_102600.2	FGIG_07831
OG0001639	STRK1_14490.1	FGIG_08142
OG0001640	STRK1_18840.1, STRK1_108140.1, STRK1_18850.1	FGIG_08389
OG0001641	STRK1_85320.1	FGIG_08605
OG0001643	STRK1_57690.1, STRK1_95450.1	FGIG_08854
OG0001644	STRK1_50170.1, STRK1_50170.2, STRK1_50170.3	FGIG_09142
OG0001645	STRK1_93300.1	FGIG_09151, FGIG_10352
OG0001646	STRK1_53570.1, STRK1_53570.2	FGIG_09195
OG0001647	STRK1_98150.1, STRK1_41820.1	FGIG_09206
OG0001648	STRK1_77890.1	FGIG_09300
OG0001649	STRK1_11310.1, STRK1_11310.2	FGIG_09378
OG0001650	STRK1_71760.1, STRK1_71760.2, STRK1_71760.3, STRK1_71760.4, STRK1_71760.5	FGIG_10424, FGIG_12069
OG0001651	STRK1_1530.1	FGIG_10542
OG0001652	STRK1_69400.1, STRK1_69400.2, STRK1_69400.5, STRK1_69400.6, STRK1_69400.7, STRK1_69400.3, STRK1_69400.4	FGIG_10655
OG0001653	STRK1_10030.1, STRK1_10030.4, STRK1_10030.2, STRK1_10030.3	FGIG_10856
OG0001654	STRK1_88320.1, STRK1_88250.1, STRK1_88260.1	FGIG_11347
OG0001655	STRK1_66140.1	FGIG_11826
OG0001656	STRK1_84730.1	FGIG_12138
OG0001657	STRK1_34770.1	FGIG_12273
OG0001668	STRK1_27040.1	FGIG_00343, FGIG_00341, FGIG_00342
OG0001670	STRK1_28360.1	FGIG_04680
OG0001670	STRK1_28310.1	FGIG_00362, FGIG_09303, FGIG_09302
OG0001671	STRK1_29740.1, STRK1_29740.2	FGIG_00386
OG0001672	STRK1_36500.1, STRK1_36500.2	FGIG_00594
OG0001673	STRK1_60910.1	FGIG_00782
OG0001675	STRK1_64620.1	FGIG_01158
OG0001676	STRK1_10170.1	FGIG_01424
OG0001677	STRK1_85500.1	FGIG_01587
OG0001678	STRK1_55950.1, STRK1_55950.2	FGIG_01613
OG0001679	STRK1_18010.1	FGIG_01636
OG0001680	STRK1_27080.1, STRK1_27080.2	FGIG_01674, FGIG_09657, FGIG_01673
OG0001681	STRK1_3720.3, STRK1_3720.1, STRK1_3720.2	FGIG_10397, FGIG_01757
OG0001682	STRK1_14060.1	FGIG_01772
OG0001683	STRK1_22770.1, STRK1_22780.1, STRK1_80400.1, STRK1_106070.1, STRK1_22750.1, STRK1_106080.1	FGIG_09870, FGIG_01860, FGIG_09138, FGIG_09869
OG0001684	STRK1_36590.1, STRK1_36600.1	FGIG_06953, FGIG_02137
OG0001685	STRK1_4390.1, STRK1_4410.1	FGIG_02286
OG0001686	STRK1_80170.1, STRK1_90850.1	FGIG_02332
OG0001687	STRK1_53610.1, STRK1_53510.1, STRK1_53550.1, STRK1_53560.1	FGIG_02344
OG0001688	STRK1_20700.1	FGIG_02355, FGIG_02354
OG0001689	STRK1_97950.1, STRK1_20290.1, STRK1_89600.1, STRK1_19880.1	FGIG_02361
OG0001690	STRK1_35130.1	FGIG_02412
OG0001691	STRK1_8440.1	FGIG_02430
OG0001692	STRK1_76090.1, STRK1_76090.2, STRK1_76090.3, STRK1_76090.4, STRK1_76090.5	FGIG_02603
OG0001693	STRK1_107890.1	FGIG_02612
OG0001694	STRK1_80330.1, STRK1_80330.2	FGIG_02613
OG0001695	STRK1_31910.1	FGIG_02650
OG0001696	STRK1_40910.1	FGIG_02668
OG0001697	STRK1_90200.1	FGIG_02799
OG0001698	STRK1_72410.1	FGIG_02827
OG0001699	STRK1_60870.1, STRK1_60870.2	FGIG_08442, FGIG_12071, FGIG_02860
OG0001700	STRK1_4510.1	FGIG_02948
OG0001701	STRK1_105400.1, STRK1_81410.6, STRK1_81410.7, STRK1_81400.2, STRK1_81410.2, STRK1_81410.3, STRK1_81410.5, STRK1_81410.1, STRK1_81420.1, STRK1_81420.2, STRK1_81410.4	FGIG_02954
OG0001702	STRK1_42350.1	FGIG_03036
OG0001703	STRK1_36200.1, STRK1_36210.1	FGIG_03206
OG0001704	STRK1_2740.1, STRK1_2740.2	FGIG_03262
OG0001705	STRK1_25780.1	FGIG_03312
OG0001706	STRK1_31780.1	FGIG_03334
OG0001707	STRK1_62220.1	FGIG_03346, FGIG_11546
OG0001708	STRK1_102710.1, STRK1_91130.1, STRK1_97450.1	FGIG_07923, FGIG_03395
OG0001709	STRK1_30310.1	FGIG_03643
OG0001710	STRK1_83750.1	FGIG_03672
OG0001711	STRK1_91840.1	FGIG_03723, FGIG_09584, FGIG_05732, FGIG_12458
OG0001712	STRK1_39710.1	FGIG_04007
OG0001713	STRK1_55610.1	FGIG_04033
OG0001714	STRK1_98130.1, STRK1_55600.1, STRK1_55600.2, STRK1_55600.3, STRK1_101760.1, STRK1_55590.1, STRK1_110810.1, STRK1_98120.1, STRK1_110800.1, STRK1_55620.1, STRK1_98950.1	FGIG_04034
OG0001715	STRK1_22240.1	FGIG_04340
OG0001716	STRK1_68210.1, STRK1_110710.1, STRK1_68220.1	FGIG_04933, FGIG_04367
OG0001717	STRK1_37040.1	FGIG_04529
OG0001718	STRK1_4610.1	FGIG_04552
OG0001719	STRK1_40370.1, STRK1_40370.2	FGIG_04710, FGIG_04709
OG0001720	STRK1_11010.1	FGIG_04866, FGIG_06080
OG0001721	STRK1_53200.1, STRK1_97580.1	FGIG_04876
OG0001722	STRK1_10450.1, STRK1_10450.2, STRK1_10440.1, STRK1_10430.1	FGIG_04965, FGIG_10318
OG0001723	STRK1_10230.1, STRK1_10230.2	FGIG_05019
OG0001724	STRK1_70340.1	FGIG_05138, FGIG_11352
OG0001725	STRK1_68850.1	FGIG_05235
OG0001726	STRK1_30590.1	FGIG_08225, FGIG_11396
OG0001726	STRK1_80000.1	FGIG_05249
OG0001727	STRK1_85340.1	FGIG_05253
OG0001728	STRK1_58570.1, STRK1_58570.2, STRK1_58570.3	FGIG_05390
OG0001729	STRK1_10050.1	FGIG_05422
OG0001730	STRK1_2680.2, STRK1_2680.5, STRK1_2680.1, STRK1_2680.4, STRK1_2680.3	FGIG_05448
OG0001731	STRK1_29200.1	FGIG_05472
OG0001732	STRK1_50910.1	FGIG_05692
OG0001733	STRK1_57830.1, STRK1_104790.1	FGIG_05918
OG0001734	STRK1_89730.2, STRK1_89730.1, STRK1_89730.3, STRK1_89730.4, STRK1_102590.1	FGIG_05951, FGIG_07347
OG0001735	STRK1_26430.1	FGIG_06068
OG0001736	STRK1_14100.1	FGIG_06248, FGIG_09628
OG0001737	STRK1_98320.1, STRK1_89130.1, STRK1_102570.1, STRK1_89140.1	FGIG_06314
OG0001738	STRK1_39740.1	FGIG_06451, FGIG_06452
OG0001739	STRK1_39280.1	FGIG_06589
OG0001740	STRK1_48640.1	FGIG_06601
OG0001741	STRK1_15700.3, STRK1_15700.1, STRK1_15700.5, STRK1_15700.6, STRK1_15700.4, STRK1_15700.2	FGIG_06645
OG0001742	STRK1_47970.1	FGIG_06724
OG0001743	STRK1_85850.1	FGIG_06750
OG0001744	STRK1_66340.1	FGIG_06776
OG0001745	STRK1_97790.1, STRK1_27430.1, STRK1_27430.2	FGIG_10942, FGIG_06817
OG0001746	STRK1_80370.1, STRK1_80370.2	FGIG_07007, FGIG_11346
OG0001747	STRK1_3580.1	FGIG_10446, FGIG_07087
OG0001748	STRK1_56440.1	FGIG_07196
OG0001749	STRK1_26340.1	FGIG_07207
OG0001750	STRK1_16080.1, STRK1_16080.2, STRK1_16070.2, STRK1_16070.1, STRK1_16070.3	FGIG_07290, FGIG_11354
OG0001751	STRK1_26220.1	FGIG_07350
OG0001752	STRK1_9630.1, STRK1_9630.2	FGIG_07833, FGIG_07832, FGIG_07400
OG0001753	STRK1_10680.4, STRK1_10680.2, STRK1_10680.3, STRK1_10680.1	FGIG_07740
OG0001754	STRK1_57620.1	FGIG_07797, FGIG_07796
OG0001755	STRK1_16170.1, STRK1_16170.2, STRK1_16170.3, STRK1_16170.4	FGIG_07829
OG0001756	STRK1_49060.1, STRK1_49060.2	FGIG_08210
OG0001757	STRK1_50420.2, STRK1_50420.1, STRK1_50420.3	FGIG_08253
OG0001758	STRK1_82650.1	FGIG_12341, FGIG_08329
OG0001759	STRK1_65980.1	FGIG_12373, FGIG_08557, FGIG_11928
OG0001760	STRK1_61210.1	FGIG_08695, FGIG_08696, FGIG_08694
OG0001761	STRK1_79240.1, STRK1_79260.1, STRK1_79230.1, STRK1_79220.1	FGIG_12460, FGIG_09474, FGIG_09475, FGIG_08736
OG0001762	STRK1_90460.1	FGIG_08880, FGIG_11962
OG0001763	STRK1_32630.1	FGIG_08936
OG0001764	STRK1_14990.1	FGIG_09029, FGIG_09028
OG0001765	STRK1_65860.1	FGIG_09205
OG0001766	STRK1_35430.1, STRK1_35430.2	FGIG_09234
OG0001767	STRK1_16230.1	FGIG_12380, FGIG_09314
OG0001768	STRK1_83760.1, STRK1_83760.2, STRK1_110440.1, STRK1_90860.1, STRK1_83770.1	FGIG_09327
OG0001769	STRK1_17500.1	FGIG_09331
OG0001770	STRK1_34820.1	FGIG_09332
OG0001771	STRK1_47100.1	FGIG_09366
OG0001772	STRK1_86290.1	FGIG_09813
OG0001773	STRK1_64050.1, STRK1_64050.2	FGIG_09836
OG0001774	STRK1_6360.1	FGIG_09938
OG0001775	STRK1_2700.1	FGIG_10075
OG0001776	STRK1_93390.1	FGIG_10105
OG0001777	STRK1_15300.1	FGIG_10186
OG0001778	STRK1_86620.1, STRK1_86620.2, STRK1_109070.1	FGIG_10398
OG0001779	STRK1_22220.1	FGIG_10521
OG0001780	STRK1_26980.1	FGIG_10677
OG0001781	STRK1_93160.1, STRK1_93160.2	FGIG_10803, FGIG_11244
OG0001782	STRK1_63020.1, STRK1_63020.2, STRK1_63020.4, STRK1_63020.5, STRK1_63020.3	FGIG_10806
OG0001783	STRK1_29320.1, STRK1_29320.2	FGIG_10960
OG0001784	STRK1_37370.5, STRK1_37370.4, STRK1_37370.2, STRK1_37370.1, STRK1_37370.3	FGIG_11263
OG0001785	STRK1_105890.2, STRK1_105890.1, STRK1_106430.1, STRK1_21420.1, STRK1_21410.1, STRK1_21410.2, STRK1_21410.3, STRK1_21410.4	FGIG_11277
OG0001786	STRK1_63570.1, STRK1_63570.2	FGIG_11466
OG0001787	STRK1_21400.1, STRK1_21400.2, STRK1_102650.1	FGIG_11743
OG0001788	STRK1_74080.1	FGIG_11918
OG0001789	STRK1_20850.1, STRK1_20860.1, STRK1_20860.2	FGIG_12472
OG0001790	STRK1_38530.1, STRK1_38530.2	FGIG_12557
OG0001800	STRK1_53850.1	FGIG_00037
OG0001801	STRK1_5320.1	FGIG_00130
OG0001802	STRK1_31380.2, STRK1_31380.1, STRK1_31380.3, STRK1_31380.4	FGIG_00149
OG0001803	STRK1_38700.1	FGIG_00286
OG0001804	STRK1_34180.1	FGIG_00398
OG0001805	STRK1_40060.1, STRK1_108740.1	FGIG_00507, FGIG_00508
OG0001806	STRK1_92380.1, STRK1_92370.1	FGIG_00525
OG0001807	STRK1_5310.1	FGIG_00587
OG0001808	STRK1_3840.1	FGIG_00700
OG0001809	STRK1_34400.1	FGIG_00729
OG0001810	STRK1_90340.1	FGIG_00762
OG0001811	STRK1_66980.1	FGIG_05656
OG0001811	STRK1_12210.1	FGIG_00833
OG0001812	STRK1_74210.1, STRK1_74210.2, STRK1_74210.3, STRK1_74210.4	FGIG_00836
OG0001813	STRK1_10900.1, STRK1_10910.1	FGIG_00936
OG0001814	STRK1_108280.1	FGIG_00962
OG0001815	STRK1_45430.1	FGIG_01073, FGIG_01074
OG0001816	STRK1_45240.1, STRK1_45250.1	FGIG_01170
OG0001817	STRK1_28470.1	FGIG_01315
OG0001818	STRK1_49720.1, STRK1_49720.2	FGIG_01476
OG0001819	STRK1_18000.1, STRK1_18000.2, STRK1_18000.3	FGIG_01638
OG0001820	STRK1_55380.1	FGIG_01817, FGIG_01816
OG0001821	STRK1_56560.1	FGIG_03077
OG0001822	STRK1_92000.1, STRK1_77350.1	FGIG_01856, FGIG_12355
OG0001823	STRK1_19350.1	FGIG_02236, FGIG_05411
OG0001824	STRK1_4420.1	FGIG_02287
OG0001825	STRK1_52600.1	FGIG_02531
OG0001826	STRK1_15420.1	FGIG_02634
OG0001827	STRK1_74950.1	FGIG_02803, FGIG_12147, FGIG_11771, FGIG_12499
OG0001828	STRK1_47230.2, STRK1_47230.4, STRK1_47230.1, STRK1_47230.3	FGIG_02847
OG0001829	STRK1_23790.1	FGIG_02872
OG0001829	STRK1_25930.1, STRK1_25940.1, STRK1_25940.2	FGIG_03015
OG0001830	STRK1_55870.1, STRK1_103100.1	FGIG_02879, FGIG_12693
OG0001831	STRK1_58970.3, STRK1_58970.1, STRK1_58970.2	FGIG_02881
OG0001832	STRK1_78880.1	FGIG_02973
OG0001833	STRK1_78870.1, STRK1_78870.2	FGIG_02974
OG0001834	STRK1_75710.1	FGIG_02991
OG0001835	STRK1_14430.1	FGIG_11589, FGIG_03039
OG0001836	STRK1_17280.1	FGIG_03199
OG0001837	STRK1_79550.1	FGIG_03271
OG0001838	STRK1_26200.1, STRK1_26200.2	FGIG_03289
OG0001839	STRK1_51460.1	FGIG_03331
OG0001840	STRK1_32930.1, STRK1_32930.2, STRK1_32930.3	FGIG_03379
OG0001841	STRK1_14750.1, STRK1_14750.2	FGIG_03429
OG0001842	STRK1_90950.1	FGIG_03482, FGIG_12479
OG0001843	STRK1_106240.1, STRK1_39750.1	FGIG_03549
OG0001845	STRK1_94510.1	FGIG_03666
OG0001846	STRK1_25870.1	FGIG_11334, FGIG_03780, FGIG_03781
OG0001847	STRK1_6440.1	FGIG_03848
OG0001848	STRK1_3270.1	FGIG_04380
OG0001849	STRK1_61800.1	FGIG_04452
OG0001850	STRK1_71550.1	FGIG_04633
OG0001851	STRK1_47220.1	FGIG_04765
OG0001852	STRK1_36550.1, STRK1_36550.2	FGIG_04961
OG0001853	STRK1_16650.1, STRK1_16650.2	FGIG_05001
OG0001854	STRK1_90730.1	FGIG_05079, FGIG_05080
OG0001855	STRK1_69380.1, STRK1_69380.2, STRK1_69380.3, STRK1_69380.4, STRK1_69380.5	FGIG_05092
OG0001856	STRK1_73400.1	FGIG_05147
OG0001857	STRK1_72820.1	FGIG_05152
OG0001858	STRK1_42380.1, STRK1_42380.2, STRK1_42380.3	FGIG_05246
OG0001859	STRK1_12430.1, STRK1_108870.1, STRK1_12420.1	FGIG_05352
OG0001860	STRK1_25660.3, STRK1_25660.1, STRK1_25660.2	FGIG_12696, FGIG_05529, FGIG_08194
OG0001861	STRK1_71910.1	FGIG_05537
OG0001862	STRK1_15850.1, STRK1_15850.2	FGIG_05612
OG0001863	STRK1_25710.1, STRK1_35840.1	FGIG_05675
OG0001864	STRK1_72100.1, STRK1_72100.2	FGIG_05957, FGIG_05774, FGIG_05958
OG0001865	STRK1_15550.1, STRK1_15550.2, STRK1_15550.3, STRK1_15550.4	FGIG_05792
OG0001866	STRK1_86440.1	FGIG_05934, FGIG_07819, FGIG_07820
OG0001867	STRK1_49680.1	FGIG_06039
OG0001868	STRK1_17460.1	FGIG_06184
OG0001869	STRK1_18800.1, STRK1_18750.1	FGIG_12654, FGIG_06195, FGIG_06196
OG0001870	STRK1_52460.1	FGIG_06239
OG0001871	STRK1_40960.1, STRK1_97480.1	FGIG_06490
OG0001872	STRK1_80020.1	FGIG_06502, FGIG_08638
OG0001873	STRK1_34810.1	FGIG_06583
OG0001874	STRK1_21780.1, STRK1_21780.2, STRK1_21780.3	FGIG_06688, FGIG_07094
OG0001875	STRK1_88070.1	FGIG_06832
OG0001876	STRK1_20500.1	FGIG_06870
OG0001877	STRK1_13680.1	FGIG_06876
OG0001878	STRK1_98740.1, STRK1_53250.1, STRK1_109430.1, STRK1_98730.1	FGIG_07481, FGIG_07111
OG0001879	STRK1_26350.1	FGIG_07185
OG0001880	STRK1_17700.1	FGIG_07399
OG0001881	STRK1_57350.1	FGIG_08617, FGIG_07427
OG0001882	STRK1_75620.1	FGIG_10254, FGIG_07480
OG0001883	STRK1_16930.1	FGIG_07514
OG0001884	STRK1_88080.1	FGIG_07616
OG0001885	STRK1_8480.1, STRK1_102660.1	FGIG_07748
OG0001886	STRK1_70490.1, STRK1_70520.1	FGIG_07805
OG0001887	STRK1_111220.1	FGIG_07966
OG0001888	STRK1_64530.1	FGIG_08128, FGIG_09905, FGIG_12317
OG0001889	STRK1_81670.1	FGIG_08133
OG0001890	STRK1_45700.1	FGIG_08277
OG0001891	STRK1_88910.1, STRK1_88920.1, STRK1_89800.1	FGIG_08290
OG0001892	STRK1_76330.1	FGIG_08312
OG0001893	STRK1_34950.1, STRK1_34950.2, STRK1_34950.3	FGIG_08493
OG0001894	STRK1_79310.1, STRK1_79310.2, STRK1_79310.3, STRK1_79310.4	FGIG_08662
OG0001895	STRK1_42600.1, STRK1_42600.2, STRK1_42650.1	FGIG_08712
OG0001896	STRK1_29160.1, STRK1_29160.2	FGIG_08759
OG0001897	STRK1_72470.1	FGIG_08889
OG0001898	STRK1_56070.1	FGIG_09045
OG0001899	STRK1_28480.1, STRK1_28480.2	FGIG_09165, FGIG_12532
OG0001900	STRK1_73790.1, STRK1_73790.2	FGIG_09208
OG0001901	STRK1_29790.1, STRK1_29790.2	FGIG_09292, FGIG_09291
OG0001902	STRK1_28500.1	FGIG_09325, FGIG_09326
OG0001903	STRK1_81870.1	FGIG_11383, FGIG_09404
OG0001904	STRK1_11500.1	FGIG_09502
OG0001905	STRK1_104070.1, STRK1_56210.2, STRK1_56200.1, STRK1_56200.2, STRK1_56210.1, STRK1_53590.1	FGIG_09751
OG0001906	STRK1_36580.2, STRK1_36580.1, STRK1_36580.3	FGIG_09783
OG0001907	STRK1_6270.1	FGIG_09790
OG0001908	STRK1_62080.1, STRK1_62090.1	FGIG_10713, FGIG_10014
OG0001909	STRK1_93170.1	FGIG_10056
OG0001910	STRK1_28890.1	FGIG_10144
OG0001911	STRK1_47770.1, STRK1_47770.2	FGIG_10217
OG0001912	STRK1_76490.1, STRK1_76490.2, STRK1_76490.3	FGIG_10259
OG0001913	STRK1_71560.1	FGIG_10326
OG0001914	STRK1_60010.1	FGIG_10404, FGIG_10403
OG0001915	STRK1_80790.1	FGIG_10465, FGIG_11686
OG0001916	STRK1_6160.1	FGIG_10612, FGIG_10605
OG0001917	STRK1_12730.1, STRK1_12730.2, STRK1_12730.4, STRK1_12730.3	FGIG_12536, FGIG_11628
OG0001918	STRK1_43990.1, STRK1_43990.2	FGIG_12348, FGIG_11631
OG0001919	STRK1_66110.1, STRK1_66110.2	FGIG_11652
OG0001920	STRK1_100410.1, STRK1_12580.1, STRK1_12580.2, STRK1_12590.1	FGIG_11748
OG0001921	STRK1_38000.1	FGIG_11845
OG0001922	STRK1_102080.1	FGIG_11872
OG0001923	STRK1_15570.1	FGIG_11902
OG0001924	STRK1_48810.5, STRK1_48810.6, STRK1_48810.7, STRK1_48810.1, STRK1_48810.2, STRK1_48810.3, STRK1_48810.4	FGIG_11939
OG0001925	STRK1_20340.1, STRK1_20340.2	FGIG_12270, FGIG_11988
OG0001926	STRK1_34130.1	FGIG_12026
OG0001927	STRK1_80850.1, STRK1_80850.2	FGIG_12178
OG0001941	STRK1_87790.1	FGIG_00126
OG0001942	STRK1_23630.1	FGIG_00190
OG0001943	STRK1_13300.1, STRK1_13300.3, STRK1_13300.2, STRK1_13300.4	FGIG_00220
OG0001944	STRK1_66250.1	FGIG_00245
OG0001945	STRK1_92480.1, STRK1_92480.2	FGIG_00280, FGIG_00284, FGIG_00283, FGIG_00281, FGIG_00285
OG0001946	STRK1_29760.3, STRK1_29760.4, STRK1_29760.1, STRK1_29760.2, STRK1_29760.5	FGIG_00457
OG0001947	STRK1_37240.2, STRK1_37240.1	FGIG_00619
OG0001948	STRK1_87890.1	FGIG_00736
OG0001949	STRK1_90360.1	FGIG_00760
OG0001950	STRK1_81210.1	FGIG_00800
OG0001951	STRK1_5790.1, STRK1_5790.2, STRK1_5790.3, STRK1_5790.4	FGIG_00894
OG0001952	STRK1_43440.1, STRK1_43440.2	FGIG_01038
OG0001953	STRK1_31500.1	FGIG_01050
OG0001954	STRK1_4450.1	FGIG_01129
OG0001955	STRK1_15370.1	FGIG_01306
OG0001956	STRK1_75910.1, STRK1_75910.2	FGIG_08032, FGIG_01323
OG0001957	STRK1_4590.1, STRK1_4590.2, STRK1_4590.4, STRK1_4590.3	FGIG_01445
OG0001958	STRK1_63180.1, STRK1_63180.2, STRK1_63180.3, STRK1_63180.4, STRK1_63180.5, STRK1_63180.7, STRK1_63180.8, STRK1_63180.6	FGIG_01525
OG0001959	STRK1_29460.1	FGIG_01707
OG0001960	STRK1_36730.1, STRK1_36730.2, STRK1_36730.3, STRK1_36730.4	FGIG_01709
OG0001961	STRK1_66370.1, STRK1_66380.1	FGIG_12229, FGIG_01718, FGIG_01717, FGIG_12228
OG0001962	STRK1_19080.1, STRK1_19080.2	FGIG_01870
OG0001963	STRK1_26880.1, STRK1_26880.2	FGIG_01934
OG0001964	STRK1_88000.1, STRK1_87980.1	FGIG_01965
OG0001965	STRK1_81330.1, STRK1_81330.2	FGIG_01978
OG0001966	STRK1_7060.1	FGIG_01994
OG0001967	STRK1_92780.1, STRK1_92780.2	FGIG_02023
OG0001968	STRK1_32200.1	FGIG_02090
OG0001969	STRK1_98290.1, STRK1_30280.1	FGIG_02108
OG0001970	STRK1_33610.1, STRK1_33610.2	FGIG_02292
OG0001971	STRK1_61440.1, STRK1_61440.2	FGIG_02395
OG0001972	STRK1_62890.1, STRK1_62890.2, STRK1_62890.3	FGIG_02971
OG0001973	STRK1_78890.1	FGIG_02972
OG0001974	STRK1_45210.1	FGIG_03001, FGIG_03000, FGIG_03002
OG0001975	STRK1_49290.1, STRK1_49290.2, STRK1_49290.3, STRK1_49290.4	FGIG_03194
OG0001976	STRK1_16210.1	FGIG_03267
OG0001977	STRK1_87120.1	FGIG_03396
OG0001978	STRK1_77150.1	FGIG_03425
OG0001979	STRK1_52570.1, STRK1_52570.2	FGIG_03430
OG0001980	STRK1_61260.1	FGIG_03446
OG0001981	STRK1_37230.1	FGIG_03545
OG0001982	STRK1_35660.1, STRK1_103410.1	FGIG_03564
OG0001983	STRK1_81340.1, STRK1_105420.1, STRK1_81340.2	FGIG_03619
OG0001984	STRK1_87560.1, STRK1_105350.1, STRK1_40520.1	FGIG_03674
OG0001985	STRK1_28620.1	FGIG_03737, FGIG_03736
OG0001986	STRK1_47290.5, STRK1_47290.2, STRK1_47290.1, STRK1_47290.4, STRK1_47290.3	FGIG_03793
OG0001987	STRK1_28660.1	FGIG_03835
OG0001988	STRK1_56990.1, STRK1_56980.1, STRK1_56980.2	FGIG_04295
OG0001989	STRK1_9860.1	FGIG_04368
OG0001990	STRK1_49580.1, STRK1_99370.1	FGIG_04430
OG0001991	STRK1_102090.1, STRK1_107370.1	FGIG_04551
OG0001992	STRK1_45810.1	FGIG_04557, FGIG_04558, FGIG_11227, FGIG_08602, FGIG_04556, FGIG_04555, FGIG_08601
OG0001993	STRK1_71960.1	FGIG_04621, FGIG_11304, FGIG_11303
OG0001994	STRK1_18820.1, STRK1_101670.1	FGIG_04647, FGIG_09294
OG0001995	STRK1_90330.1	FGIG_04654
OG0001996	STRK1_93830.1	FGIG_04771
OG0001996	STRK1_93820.1	FGIG_04770
OG0001997	STRK1_12200.1	FGIG_04930
OG0001998	STRK1_86940.1	FGIG_04945
OG0001999	STRK1_49470.1	FGIG_13995, FGIG_05007
OG0002000	STRK1_8570.1, STRK1_8570.2	FGIG_05071, FGIG_05073
OG0002001	STRK1_11390.1, STRK1_11390.2	FGIG_05351, FGIG_10322
OG0002002	STRK1_30720.1	FGIG_05474
OG0002003	STRK1_49500.1	FGIG_05597
OG0002004	STRK1_15720.1, STRK1_15720.2	FGIG_05610, FGIG_08593
OG0002005	STRK1_53420.1, STRK1_53430.2, STRK1_53430.1, STRK1_53650.1	FGIG_05614
OG0002006	STRK1_70840.1	FGIG_05620, FGIG_12403
OG0002007	STRK1_67070.1	FGIG_05753
OG0002008	STRK1_65320.1	FGIG_05878, FGIG_05879
OG0002009	STRK1_35040.1	FGIG_05904
OG0002010	STRK1_46260.1	FGIG_06031
OG0002011	STRK1_73470.3, STRK1_73470.1, STRK1_73470.2, STRK1_73470.4	FGIG_06078
OG0002012	STRK1_8670.1, STRK1_8740.1	FGIG_06082
OG0002013	STRK1_52560.1	FGIG_06141
OG0002014	STRK1_58790.1, STRK1_58790.2	FGIG_11116, FGIG_09556, FGIG_06161
OG0002015	STRK1_85130.1, STRK1_85130.2, STRK1_85130.3, STRK1_85140.1	FGIG_12200, FGIG_06387
OG0002016	STRK1_59390.1	FGIG_06393
OG0002017	STRK1_62490.1	FGIG_06543
OG0002018	STRK1_69140.1	FGIG_06578, FGIG_06579
OG0002019	STRK1_70750.1, STRK1_70750.2	FGIG_07624
OG0002020	STRK1_63480.1	FGIG_07652
