Orthogroup	schistosoma_turkestanicum	schistosoma_curassoni
OG0001389	STRK1_43860.1, STRK1_43860.2	SCUR1_46030.2, SCUR1_46030.1, SCUR1_100270.1
OG0001390	STRK1_38100.1, STRK1_38120.1, STRK1_38090.1	SCUR1_39980.1, SCUR1_39980.2
OG0001391	STRK1_35550.1	SCUR1_34760.4, SCUR1_34760.2, SCUR1_34760.3, SCUR1_34760.1, SCUR1_34760.6, SCUR1_34760.5
OG0001392	STRK1_7920.1	SCUR1_12680.1, SCUR1_12680.3, SCUR1_12680.2, SCUR1_12680.4, SCUR1_12680.5, SCUR1_12680.6
OG0001393	STRK1_14800.1	SCUR1_16270.1
OG0001393	STRK1_14810.1, STRK1_14810.2, STRK1_14810.3	SCUR1_16260.1
OG0001394	STRK1_100110.1, STRK1_76170.1	SCUR1_75650.1, SCUR1_75650.2
OG0001395	STRK1_22490.1, STRK1_22490.2	SCUR1_25600.1
OG0001396	STRK1_45870.1	SCUR1_47890.1
OG0001396	STRK1_45880.1, STRK1_45880.2	SCUR1_47900.1
OG0001397	STRK1_59650.1, STRK1_59650.2	SCUR1_98330.1, SCUR1_98330.2, SCUR1_98330.3, SCUR1_98330.4, SCUR1_62220.3, SCUR1_62220.2, SCUR1_62220.4, SCUR1_62220.1, SCUR1_62220.5, SCUR1_98340.1
OG0001398	STRK1_10600.1	SCUR1_11270.3, SCUR1_11270.1, SCUR1_11270.2
OG0001399	STRK1_89220.1	SCUR1_98540.4, SCUR1_98540.2, SCUR1_98540.1, SCUR1_98540.3
OG0001400	STRK1_97090.1, STRK1_105050.1	SCUR1_80820.2, SCUR1_80820.1, SCUR1_80820.4, SCUR1_80820.3
OG0001401	STRK1_96390.1	SCUR1_50690.2, SCUR1_50690.3, SCUR1_50690.5
OG0001401	STRK1_54410.1	SCUR1_50690.4, SCUR1_50690.1
OG0001402	STRK1_26890.1	SCUR1_25960.3, SCUR1_25960.1, SCUR1_25960.2
OG0001403	STRK1_98040.1, STRK1_54600.1	SCUR1_55090.3, SCUR1_55090.4, SCUR1_55090.1, SCUR1_55090.2
OG0001404	STRK1_17820.1, STRK1_17820.8, STRK1_17820.9, STRK1_17820.6, STRK1_17820.5, STRK1_17820.2, STRK1_17820.3, STRK1_17820.7, STRK1_17820.4	SCUR1_19580.3, SCUR1_19580.4, SCUR1_19580.1, SCUR1_19580.2
OG0001405	STRK1_34700.4, STRK1_34700.6, STRK1_34700.1, STRK1_34700.2, STRK1_34700.3, STRK1_34700.5	SCUR1_33550.1
OG0001406	STRK1_36650.1	SCUR1_97150.2, SCUR1_97150.1
OG0001407	STRK1_81980.1	SCUR1_83820.1, SCUR1_84470.1
OG0001408	STRK1_24960.1	SCUR1_24240.1
OG0001408	STRK1_24940.1	SCUR1_24220.1, SCUR1_24220.2
OG0001409	STRK1_49570.1	SCUR1_49640.1, SCUR1_49640.2, SCUR1_97220.4, SCUR1_97220.3, SCUR1_97220.1, SCUR1_97220.2
OG0001410	STRK1_35930.1	SCUR1_35150.1, SCUR1_35140.1
OG0001411	STRK1_27190.1	SCUR1_28610.1
OG0001412	STRK1_27290.1	SCUR1_28720.3, SCUR1_28720.1, SCUR1_28720.2, SCUR1_28720.5, SCUR1_28720.4, SCUR1_28720.6
OG0001413	STRK1_90290.1, STRK1_90290.2	SCUR1_92930.2, SCUR1_92930.4, SCUR1_92930.1, SCUR1_92930.3, SCUR1_92930.6, SCUR1_92930.7, SCUR1_92930.8, SCUR1_92930.5
OG0001414	STRK1_15960.1	SCUR1_4310.1
OG0001415	STRK1_32360.1, STRK1_32360.2	SCUR1_31300.3, SCUR1_31300.2, SCUR1_31300.1, SCUR1_31300.4, SCUR1_31300.5, SCUR1_31300.6
OG0001416	STRK1_5120.1, STRK1_5120.2	SCUR1_14630.1
OG0001417	STRK1_13190.1	SCUR1_12450.1
OG0001418	STRK1_91360.1	SCUR1_230.6, SCUR1_230.3, SCUR1_230.4, SCUR1_230.5, SCUR1_230.1, SCUR1_230.2
OG0001419	STRK1_62820.1	SCUR1_65990.2, SCUR1_65990.1
OG0001420	STRK1_80240.1, STRK1_80240.2	SCUR1_81570.1, SCUR1_81570.2
OG0001421	STRK1_28270.1	SCUR1_36950.3, SCUR1_36950.1, SCUR1_36950.8, SCUR1_36950.2, SCUR1_36950.6, SCUR1_36950.4, SCUR1_36950.7, SCUR1_36950.5
OG0001422	STRK1_70820.1	SCUR1_74310.2, SCUR1_74310.1, SCUR1_74310.3
OG0001423	STRK1_10530.1	SCUR1_11180.10, SCUR1_11180.8, SCUR1_11180.9, SCUR1_11180.7, SCUR1_11180.1, SCUR1_11180.2, SCUR1_11180.4, SCUR1_11180.5, SCUR1_11180.6, SCUR1_11180.3
OG0001424	STRK1_8820.1	SCUR1_9280.1
OG0001425	STRK1_22670.1, STRK1_22670.2, STRK1_22670.3, STRK1_22670.4, STRK1_22670.5, STRK1_22670.6	SCUR1_25420.5, SCUR1_25420.1, SCUR1_25420.4, SCUR1_25420.3, SCUR1_25420.2
OG0001426	STRK1_5770.1, STRK1_90570.1	SCUR1_6220.1
OG0001427	STRK1_26900.1	SCUR1_25970.1
OG0001428	STRK1_17540.1	SCUR1_2410.1
OG0001429	STRK1_47360.1	SCUR1_53030.2, SCUR1_53030.1, SCUR1_53030.3
OG0001430	STRK1_54760.1	SCUR1_55190.1
OG0001430	STRK1_54750.1	SCUR1_55180.1, SCUR1_55180.2
OG0001431	STRK1_62540.1, STRK1_62540.2, STRK1_62540.3, STRK1_62540.4, STRK1_62540.5	SCUR1_65130.1, SCUR1_65130.2, SCUR1_65130.3, SCUR1_65130.4
OG0001432	STRK1_105570.1, STRK1_105580.1, STRK1_20610.1	SCUR1_21800.1
OG0001433	STRK1_101710.1, STRK1_104940.1	SCUR1_20460.3, SCUR1_20460.4, SCUR1_20460.1, SCUR1_98650.1, SCUR1_20460.2
OG0001434	STRK1_93350.1	SCUR1_93780.1
OG0001435	STRK1_73840.1, STRK1_73840.2, STRK1_73840.3, STRK1_73840.4	SCUR1_76700.2, SCUR1_76700.1
OG0001436	STRK1_74830.1	SCUR1_77110.1, SCUR1_77110.2, SCUR1_77110.3
OG0001437	STRK1_110490.1, STRK1_49140.1	SCUR1_50070.1
OG0001437	STRK1_48130.1	SCUR1_54650.1
OG0001439	STRK1_73520.1, STRK1_73520.3, STRK1_73520.2, STRK1_73520.4	SCUR1_75120.1, SCUR1_75120.2
OG0001440	STRK1_33710.1, STRK1_33710.2, STRK1_33710.3	SCUR1_37500.1, SCUR1_37500.2, SCUR1_37500.3
OG0001441	STRK1_88590.1, STRK1_88600.1	SCUR1_88810.1
OG0001443	STRK1_1800.1	SCUR1_19460.1
OG0001444	STRK1_70540.1, STRK1_70540.2, STRK1_70540.3	SCUR1_71950.1
OG0001445	STRK1_108950.1, STRK1_108950.2	SCUR1_72930.1
OG0001446	STRK1_101550.1, STRK1_42690.1	SCUR1_44900.2, SCUR1_44910.1, SCUR1_44910.3, SCUR1_44910.2, SCUR1_44910.5, SCUR1_44910.6, SCUR1_44900.1, SCUR1_44910.7, SCUR1_44910.4, SCUR1_44910.8
OG0001447	STRK1_111170.1, STRK1_111160.1, STRK1_76760.1	SCUR1_79230.1, SCUR1_99870.1, SCUR1_79240.1
OG0001448	STRK1_111140.1, STRK1_76770.1, STRK1_111150.1	SCUR1_99860.1
OG0001449	STRK1_34340.1	SCUR1_33140.2, SCUR1_33140.1, SCUR1_33140.3, SCUR1_33140.4, SCUR1_33140.6, SCUR1_33140.7, SCUR1_33140.5
OG0001450	STRK1_13970.1	SCUR1_17170.3, SCUR1_17170.4, SCUR1_17170.1, SCUR1_17170.2
OG0001454	STRK1_80440.1	SCUR1_81830.5, SCUR1_81830.7, SCUR1_81830.3, SCUR1_81830.6, SCUR1_81830.1, SCUR1_81830.4, SCUR1_81830.2
OG0001455	STRK1_90500.1	SCUR1_94850.1, SCUR1_94850.2, SCUR1_94850.3, SCUR1_94850.4, SCUR1_94850.5
OG0001456	STRK1_102150.1, STRK1_67470.1, STRK1_66620.1, STRK1_66630.1	SCUR1_68110.1
OG0001457	STRK1_15390.1	SCUR1_5270.1, SCUR1_5270.3, SCUR1_5270.6, SCUR1_5270.2, SCUR1_5270.4, SCUR1_5270.5
OG0001458	STRK1_29810.2, STRK1_29810.4, STRK1_29810.1, STRK1_29810.3	SCUR1_30160.1
OG0001459	STRK1_56830.1	SCUR1_57270.1, SCUR1_57270.2, SCUR1_57270.3, SCUR1_57260.1
OG0001460	STRK1_30880.1	SCUR1_36230.3, SCUR1_36230.4, SCUR1_36230.1, SCUR1_36230.6, SCUR1_36240.1, SCUR1_36230.2, SCUR1_36230.5, SCUR1_36230.7
OG0001461	STRK1_26650.1, STRK1_26650.2	SCUR1_28350.1
OG0001462	STRK1_56150.1, STRK1_56150.2, STRK1_56150.3, STRK1_56150.4	SCUR1_57680.2, SCUR1_57680.1
OG0001463	STRK1_98180.1	SCUR1_59440.1, SCUR1_59430.1, SCUR1_59430.2
OG0001464	STRK1_47630.1, STRK1_47610.1	SCUR1_53280.5, SCUR1_53280.8, SCUR1_53280.3, SCUR1_53280.6, SCUR1_53280.7, SCUR1_53280.1, SCUR1_53280.2, SCUR1_53280.4
OG0001465	STRK1_72070.1, STRK1_72070.2	SCUR1_74570.1, SCUR1_74570.7, SCUR1_74570.2, SCUR1_74570.3, SCUR1_74570.5, SCUR1_74570.4, SCUR1_74570.6, SCUR1_74570.8, SCUR1_74570.9, SCUR1_74570.11, SCUR1_74570.10
OG0001466	STRK1_6740.1, STRK1_6740.2, STRK1_6740.3, STRK1_6740.4, STRK1_6740.5, STRK1_6740.6	SCUR1_5030.1
OG0001467	STRK1_63200.3, STRK1_63200.5, STRK1_63200.6, STRK1_63200.1, STRK1_63200.2, STRK1_63200.4	SCUR1_62800.1
OG0001468	STRK1_15650.1	SCUR1_4620.5, SCUR1_4620.3, SCUR1_4620.4, SCUR1_4620.1, SCUR1_4620.2
OG0001469	STRK1_80110.1	SCUR1_81430.3, SCUR1_81430.4, SCUR1_81430.5, SCUR1_81430.10, SCUR1_81430.6, SCUR1_81430.7, SCUR1_81430.9, SCUR1_81430.8, SCUR1_81430.2, SCUR1_81430.1
OG0001470	STRK1_61780.1, STRK1_61740.1	SCUR1_64440.3, SCUR1_64440.5, SCUR1_64440.6, SCUR1_64440.7, SCUR1_64440.1, SCUR1_64440.2, SCUR1_64440.4, SCUR1_64440.8
OG0001471	STRK1_61380.1, STRK1_61370.1, STRK1_61390.1	SCUR1_60380.1
OG0001472	STRK1_61680.1, STRK1_61690.1, STRK1_111360.1	SCUR1_64340.1
OG0001473	STRK1_75330.1	SCUR1_73270.1, SCUR1_73270.2
OG0001474	STRK1_106530.2, STRK1_106530.4, STRK1_106530.6, STRK1_106530.7, STRK1_106530.1, STRK1_106530.8, STRK1_106530.9, STRK1_106530.5, STRK1_106530.3	SCUR1_40630.3, SCUR1_40630.1, SCUR1_40630.4, SCUR1_40630.5, SCUR1_40630.6, SCUR1_40630.2
OG0001475	STRK1_48250.3, STRK1_48250.1, STRK1_48250.4, STRK1_48250.5, STRK1_48250.2	SCUR1_54560.1
OG0001476	STRK1_12490.1	SCUR1_8370.1
OG0001477	STRK1_53700.1, STRK1_53700.2, STRK1_53700.3, STRK1_53700.4, STRK1_53700.5	SCUR1_55940.1
OG0001478	STRK1_20580.1, STRK1_20580.2	SCUR1_21840.6, SCUR1_21840.4, SCUR1_21840.3, SCUR1_21840.5, SCUR1_21840.1, SCUR1_21840.8, SCUR1_21840.7, SCUR1_21840.2, SCUR1_21840.9
OG0001479	STRK1_9000.1	SCUR1_9430.1
OG0001480	STRK1_10120.1	SCUR1_10800.1, SCUR1_10800.2, SCUR1_10800.3, SCUR1_10800.5, SCUR1_10800.4
OG0001481	STRK1_45590.1, STRK1_45600.1	SCUR1_47700.3, SCUR1_47700.1, SCUR1_47700.2
OG0001482	STRK1_89840.1, STRK1_89840.2	SCUR1_90880.3, SCUR1_90880.7, SCUR1_90880.8, SCUR1_90880.5, SCUR1_90880.9, SCUR1_90880.1, SCUR1_90880.4, SCUR1_90880.2, SCUR1_90880.6
OG0001483	STRK1_69490.1, STRK1_69490.2	SCUR1_70880.1
OG0001484	STRK1_21560.1, STRK1_21560.2	SCUR1_22700.4, SCUR1_22700.1, SCUR1_22700.2, SCUR1_22700.3
OG0001485	STRK1_35100.1, STRK1_35100.2	SCUR1_33990.1
OG0001486	STRK1_47170.1, STRK1_47170.2	SCUR1_52850.2, SCUR1_52850.1, SCUR1_52850.3, SCUR1_52860.1, SCUR1_52860.2
OG0001487	STRK1_24250.1, STRK1_24250.2, STRK1_24250.3	SCUR1_24600.1
OG0001488	STRK1_30750.1	SCUR1_36070.1
OG0001488	STRK1_93010.1	SCUR1_94090.1
OG0001489	STRK1_22720.1	SCUR1_25360.1, SCUR1_25360.4, SCUR1_25360.8, SCUR1_25360.7, SCUR1_25360.3, SCUR1_25360.5, SCUR1_25360.2, SCUR1_25360.6
OG0001490	STRK1_32140.1	SCUR1_31560.1, SCUR1_31550.1
OG0001491	STRK1_3240.1, STRK1_3240.2	SCUR1_5640.1
OG0001492	STRK1_50790.1	SCUR1_48560.1, SCUR1_48560.3, SCUR1_48560.2, SCUR1_48550.1, SCUR1_48550.2
OG0001493	STRK1_43880.1, STRK1_43880.2, STRK1_97930.1	SCUR1_46070.1, SCUR1_46070.2, SCUR1_46070.3, SCUR1_46070.4
OG0001494	STRK1_26330.1, STRK1_26330.2, STRK1_26330.3	SCUR1_26420.1, SCUR1_26420.2, SCUR1_26420.3, SCUR1_26420.4, SCUR1_26420.5
OG0001495	STRK1_7370.1	SCUR1_7500.1, SCUR1_7500.2, SCUR1_7500.3
OG0001496	STRK1_73590.1	SCUR1_75200.4, SCUR1_75200.2, SCUR1_75200.1, SCUR1_75200.3
OG0001497	STRK1_35420.1	SCUR1_34620.1
OG0001498	STRK1_42280.1, STRK1_42270.1, STRK1_42270.2	SCUR1_45440.4, SCUR1_45440.5, SCUR1_45440.3, SCUR1_45440.1, SCUR1_45440.2
OG0001499	STRK1_58560.1	SCUR1_64180.1, SCUR1_64180.3, SCUR1_64180.4, SCUR1_64180.2
OG0001500	STRK1_62940.2, STRK1_62940.1, STRK1_62940.4, STRK1_62940.3	SCUR1_66130.3, SCUR1_66130.4, SCUR1_66130.1, SCUR1_66130.2
OG0001501	STRK1_93650.1	SCUR1_91580.1, SCUR1_97650.1
OG0001502	STRK1_108690.1, STRK1_103250.1, STRK1_110.1, STRK1_130.1	SCUR1_640.1, SCUR1_640.2, SCUR1_640.3, SCUR1_95720.1
OG0001503	STRK1_51900.1, STRK1_51900.2	SCUR1_51640.1
OG0001504	STRK1_63940.1	SCUR1_63320.4, SCUR1_63320.2, SCUR1_63320.5, SCUR1_63320.6, SCUR1_63320.1, SCUR1_63320.3, SCUR1_63320.7
OG0001505	STRK1_94340.1	SCUR1_92070.1, SCUR1_97880.1, SCUR1_97880.2
OG0001506	STRK1_5390.1	SCUR1_14280.1
OG0001507	STRK1_46570.1, STRK1_46570.3, STRK1_46570.2	SCUR1_52160.1
OG0001508	STRK1_28600.1	SCUR1_38990.1, SCUR1_38990.4, SCUR1_38990.2, SCUR1_38990.3, SCUR1_38990.5
OG0001509	STRK1_75970.1	SCUR1_75450.1, SCUR1_75440.1
OG0001509	STRK1_74480.1	SCUR1_73960.1
OG0001510	STRK1_41680.1	SCUR1_41930.1, SCUR1_41930.2, SCUR1_41930.3
OG0001511	STRK1_31920.1	SCUR1_31800.1, SCUR1_31800.2, SCUR1_31800.3, SCUR1_31800.5, SCUR1_31800.4
OG0001512	STRK1_69410.1	SCUR1_70800.5, SCUR1_70800.7, SCUR1_70800.2, SCUR1_70800.3, SCUR1_70800.4, SCUR1_70800.6, SCUR1_70800.8, SCUR1_70800.9, SCUR1_70800.1
OG0001513	STRK1_5200.1	SCUR1_14540.3, SCUR1_14540.1, SCUR1_14540.2
OG0001514	STRK1_1130.1, STRK1_1130.2	SCUR1_2350.1, SCUR1_2350.2, SCUR1_2350.3
OG0001515	STRK1_8770.1	SCUR1_9140.1, SCUR1_57540.1
OG0001516	STRK1_18060.1	SCUR1_21280.1
OG0001516	STRK1_18040.1	SCUR1_21300.1
OG0001517	STRK1_25210.1, STRK1_25230.1, STRK1_25230.2	SCUR1_27540.1, SCUR1_27540.2
OG0001518	STRK1_75800.1	SCUR1_75260.1, SCUR1_75260.2, SCUR1_75260.3, SCUR1_75260.4, SCUR1_75260.5, SCUR1_75260.6
OG0001519	STRK1_73460.1	SCUR1_75060.1
OG0001520	STRK1_12380.1, STRK1_12380.3, STRK1_12380.2, STRK1_12380.4	SCUR1_8500.1
OG0001521	STRK1_48330.1	SCUR1_54930.2, SCUR1_54930.3, SCUR1_54930.5, SCUR1_54930.1, SCUR1_54930.4, SCUR1_54930.6
OG0001522	STRK1_9290.1	SCUR1_9810.3, SCUR1_9810.1, SCUR1_9810.2
OG0001523	STRK1_50640.1, STRK1_50640.2	SCUR1_48650.7, SCUR1_48650.1, SCUR1_48650.3, SCUR1_48650.4, SCUR1_48650.5, SCUR1_48650.2, SCUR1_48650.6
OG0001524	STRK1_79570.1	SCUR1_80220.1
OG0001525	STRK1_34990.1, STRK1_34990.2	SCUR1_33870.2, SCUR1_33870.7, SCUR1_33870.1, SCUR1_33870.3, SCUR1_33870.4, SCUR1_33870.5, SCUR1_33870.6
OG0001526	STRK1_47150.1, STRK1_47150.2	SCUR1_52830.4, SCUR1_52830.3
OG0001527	STRK1_85710.1, STRK1_85700.1, STRK1_85720.1	SCUR1_88080.2, SCUR1_88080.1, SCUR1_88080.3
OG0001528	STRK1_41000.1, STRK1_41000.2	SCUR1_43090.1, SCUR1_43090.8, SCUR1_43090.4, SCUR1_43090.6, SCUR1_43090.7, SCUR1_43090.3, SCUR1_43090.5, SCUR1_43090.2, SCUR1_43090.9
OG0001529	STRK1_93510.1, STRK1_93510.2	SCUR1_97530.1, SCUR1_97530.2, SCUR1_97530.3
OG0001530	STRK1_44640.1, STRK1_44650.1, STRK1_44630.1	SCUR1_46730.1
OG0001531	STRK1_98650.1, STRK1_98650.2	SCUR1_16650.1, SCUR1_16650.2
OG0001532	STRK1_17150.1	SCUR1_2910.1, SCUR1_2910.2
OG0001533	STRK1_56370.1, STRK1_56370.2	SCUR1_58700.2, SCUR1_58700.1, SCUR1_58700.3
OG0001534	STRK1_75680.1, STRK1_75680.2	SCUR1_73590.5, SCUR1_73590.6, SCUR1_73590.7, SCUR1_73590.1, SCUR1_73590.10, SCUR1_73590.4, SCUR1_73590.3, SCUR1_73590.2, SCUR1_73590.9, SCUR1_73590.8
OG0001536	STRK1_18970.1, STRK1_18990.1	SCUR1_20450.1, SCUR1_20450.2, SCUR1_20450.5, SCUR1_20430.1, SCUR1_20450.4, SCUR1_20450.3
OG0001537	STRK1_820.1	SCUR1_1330.1, SCUR1_1340.1
OG0001538	STRK1_88150.1, STRK1_88150.2, STRK1_88150.3	SCUR1_86730.1, SCUR1_86730.2, SCUR1_86730.4, SCUR1_86730.5, SCUR1_86730.3
OG0001539	STRK1_1000.1, STRK1_1000.2, STRK1_1000.3	SCUR1_1490.1, SCUR1_1490.2, SCUR1_1490.3
OG0001540	STRK1_41410.1, STRK1_41410.2	SCUR1_39220.1
OG0001541	STRK1_96640.1	SCUR1_83170.1, SCUR1_83170.2, SCUR1_83170.3
OG0001542	STRK1_51050.1	SCUR1_48330.1, SCUR1_48330.2, SCUR1_48330.3, SCUR1_48330.4, SCUR1_48330.5
OG0001543	STRK1_41910.1, STRK1_41910.2	SCUR1_83030.2, SCUR1_83030.3, SCUR1_83030.1
OG0001544	STRK1_7990.1	SCUR1_12740.11, SCUR1_12740.12, SCUR1_12740.2, SCUR1_12740.7, SCUR1_12740.9, SCUR1_12740.13, SCUR1_12740.1, SCUR1_12740.10, SCUR1_12740.15, SCUR1_12740.4, SCUR1_12740.5, SCUR1_12740.6, SCUR1_12740.14, SCUR1_12740.3, SCUR1_12740.8, SCUR1_12740.16
OG0001545	STRK1_45020.4, STRK1_45020.2, STRK1_45020.3, STRK1_45020.1	SCUR1_47080.1
OG0001547	STRK1_42450.1, STRK1_42450.2	SCUR1_45120.4, SCUR1_45120.1, SCUR1_45120.5, SCUR1_45120.3, SCUR1_45120.2
OG0001548	STRK1_85840.1	SCUR1_88220.1, SCUR1_88220.2, SCUR1_88220.4, SCUR1_88220.5, SCUR1_88220.3
OG0001549	STRK1_43230.1, STRK1_80530.1, STRK1_107940.1	SCUR1_45550.1
OG0001550	STRK1_88490.1, STRK1_88490.2, STRK1_88490.3, STRK1_88490.6, STRK1_88490.4, STRK1_88490.5	SCUR1_87710.1, SCUR1_87720.1
OG0001554	STRK1_29300.1	SCUR1_30670.1
OG0001555	STRK1_75770.1	SCUR1_75240.2, SCUR1_75240.1, SCUR1_75230.1, SCUR1_75210.1
OG0001556	STRK1_31530.3, STRK1_31530.4, STRK1_31530.1, STRK1_31530.2	SCUR1_32330.1
OG0001557	STRK1_39230.1, STRK1_39230.2	SCUR1_41230.8, SCUR1_41230.1, SCUR1_41230.2, SCUR1_41230.7, SCUR1_41230.3, SCUR1_41230.4, SCUR1_41230.9, SCUR1_41230.5, SCUR1_41230.6
OG0001558	STRK1_77800.1	SCUR1_79950.1
OG0001559	STRK1_52150.1	SCUR1_50790.1, SCUR1_50780.1
OG0001560	STRK1_64310.1	SCUR1_63030.2, SCUR1_63030.5, SCUR1_63030.3, SCUR1_63030.4, SCUR1_63030.1
OG0001562	STRK1_74430.1	SCUR1_74060.1, SCUR1_74060.2, SCUR1_74050.1
OG0001563	STRK1_95010.1, STRK1_95020.1	SCUR1_43880.5, SCUR1_43880.6
OG0001564	STRK1_50300.1, STRK1_50250.1	SCUR1_48920.1
OG0001565	STRK1_62010.1	SCUR1_64710.1, SCUR1_64710.3, SCUR1_64710.2, SCUR1_64710.4
OG0001566	STRK1_64410.1	SCUR1_62920.1
OG0001567	STRK1_74690.1, STRK1_74690.2	SCUR1_76970.1, SCUR1_76970.2, SCUR1_76970.3, SCUR1_76970.4
OG0001568	STRK1_78010.1, STRK1_78010.2	SCUR1_99290.1, SCUR1_99290.2, SCUR1_99290.3, SCUR1_99290.4
OG0001569	STRK1_20650.1, STRK1_20650.2	SCUR1_22230.1
OG0001570	STRK1_68760.1	SCUR1_70120.3, SCUR1_70120.2, SCUR1_70120.1
OG0001571	STRK1_190.1	SCUR1_660.1
OG0001571	STRK1_5920.1	SCUR1_6380.1, SCUR1_6380.2
OG0001572	STRK1_64400.1, STRK1_64400.2	SCUR1_62940.1
OG0001573	STRK1_26250.1	SCUR1_26500.1, SCUR1_26500.2, SCUR1_26500.3, SCUR1_26500.4
OG0001574	STRK1_36460.1, STRK1_36460.2	SCUR1_35400.1
OG0001575	STRK1_11000.1	SCUR1_11740.2, SCUR1_11740.1, SCUR1_11740.4, SCUR1_11740.3, SCUR1_11740.6, SCUR1_11740.5
OG0001576	STRK1_106850.1, STRK1_108170.1, STRK1_87670.1, STRK1_87670.2	SCUR1_87190.4, SCUR1_87190.1, SCUR1_87190.2, SCUR1_87190.3, SCUR1_87190.5
OG0001577	STRK1_100980.1	SCUR1_29090.2, SCUR1_29090.1
OG0001578	STRK1_54270.1	SCUR1_56480.1
OG0001579	STRK1_14200.1	SCUR1_16950.1, SCUR1_16950.2, SCUR1_16950.3
OG0001580	STRK1_41520.1	SCUR1_42190.1
OG0001581	STRK1_76260.1	SCUR1_78080.3, SCUR1_78080.1, SCUR1_78080.2
OG0001582	STRK1_53870.1	SCUR1_56120.1
OG0001583	STRK1_41710.1	SCUR1_42060.1
OG0001584	STRK1_35700.1	SCUR1_34900.6, SCUR1_34900.10, SCUR1_34900.2, SCUR1_34900.3, SCUR1_34900.8, SCUR1_34900.9, SCUR1_34900.12, SCUR1_34900.11, SCUR1_34900.7, SCUR1_34900.4, SCUR1_34900.1, SCUR1_34900.5
OG0001585	STRK1_35170.1	SCUR1_40330.1
OG0001586	STRK1_4160.1, STRK1_4160.2	SCUR1_17850.1
OG0001587	STRK1_3980.1	SCUR1_18830.1, SCUR1_18830.2, SCUR1_97270.1
OG0001588	STRK1_59270.1	SCUR1_62640.1
OG0001589	STRK1_35310.1	SCUR1_34160.1, SCUR1_34160.3, SCUR1_34160.6, SCUR1_34160.4, SCUR1_34160.2, SCUR1_34160.5
OG0001590	STRK1_67540.1	SCUR1_68830.1, SCUR1_68840.3, SCUR1_68840.5, SCUR1_68840.1, SCUR1_68840.4, SCUR1_68840.2
OG0001591	STRK1_108660.1, STRK1_90670.1	SCUR1_94960.1
OG0001592	STRK1_2120.1, STRK1_2120.2, STRK1_2120.3, STRK1_2150.1	SCUR1_18660.1, SCUR1_18650.3, SCUR1_18650.2
OG0001593	STRK1_60600.1, STRK1_60600.2	SCUR1_61280.1
OG0001594	STRK1_31130.1	SCUR1_36510.2, SCUR1_36510.4, SCUR1_36510.5, SCUR1_36510.6, SCUR1_36510.7, SCUR1_36510.8, SCUR1_36510.1, SCUR1_36510.3
OG0001595	STRK1_63310.1	SCUR1_65360.2, SCUR1_65360.7, SCUR1_65360.1, SCUR1_65360.9, SCUR1_65360.3, SCUR1_65360.10, SCUR1_65360.14, SCUR1_65360.12, SCUR1_65360.13, SCUR1_65360.8, SCUR1_65360.4, SCUR1_65360.5, SCUR1_65360.6, SCUR1_65360.11
OG0001596	STRK1_77970.1, STRK1_77970.2	SCUR1_79490.2, SCUR1_79490.1, SCUR1_79490.3
OG0001597	STRK1_71580.1, STRK1_71580.2	SCUR1_72500.1, SCUR1_72500.2
OG0001598	STRK1_43360.1	SCUR1_45840.1
OG0001599	STRK1_67920.1	SCUR1_69320.5, SCUR1_69320.2, SCUR1_69320.3, SCUR1_69320.4, SCUR1_69320.1
OG0001600	STRK1_29910.1, STRK1_29910.2	SCUR1_30060.1, SCUR1_30060.2, SCUR1_30060.3
OG0001601	STRK1_62790.1	SCUR1_65950.3, SCUR1_65950.2, SCUR1_65950.1
OG0001602	STRK1_11740.1, STRK1_11740.2	SCUR1_13520.1, SCUR1_13510.1, SCUR1_13510.2
OG0001603	STRK1_46980.1	SCUR1_52620.1, SCUR1_52620.10, SCUR1_52620.11, SCUR1_52620.12, SCUR1_52620.2, SCUR1_52620.5, SCUR1_52620.6, SCUR1_52620.7, SCUR1_52620.8, SCUR1_52620.9, SCUR1_52620.3, SCUR1_52620.4
OG0001604	STRK1_24290.1, STRK1_24280.1, STRK1_104820.1	SCUR1_24640.8, SCUR1_24640.7, SCUR1_24640.3, SCUR1_24640.4, SCUR1_24640.6, SCUR1_24640.1, SCUR1_24640.2, SCUR1_24640.10, SCUR1_24640.11, SCUR1_24640.5, SCUR1_24640.9, SCUR1_24640.12, SCUR1_24640.13
OG0001605	STRK1_2880.1	SCUR1_15630.1, SCUR1_15630.2, SCUR1_15630.3, SCUR1_15630.4
OG0001606	STRK1_21330.1, STRK1_21330.2, STRK1_99380.1, STRK1_102480.1	SCUR1_22890.2, SCUR1_22890.1, SCUR1_22890.3
OG0001607	STRK1_68060.1	SCUR1_68890.1, SCUR1_96650.1
OG0001608	STRK1_51970.1	SCUR1_51540.1
OG0001609	STRK1_106150.1, STRK1_106150.2, STRK1_69460.1, STRK1_69470.1	SCUR1_70840.1
OG0001610	STRK1_93100.2	SCUR1_94030.1
OG0001610	STRK1_28140.1	SCUR1_37090.1
OG0001611	STRK1_61480.1	SCUR1_60280.1, SCUR1_60280.4, SCUR1_60280.2, SCUR1_60280.3, SCUR1_60280.5, SCUR1_60280.6
OG0001612	STRK1_910.1	SCUR1_1420.4, SCUR1_1420.3, SCUR1_1420.1, SCUR1_1420.2
