Orthogroup	schistosoma_rodhaini	schistosoma_curassoni
OG0000590	SRDH2_29560.1	SCUR1_97370.3, SCUR1_97370.1, SCUR1_97370.2, SCUR1_97370.4
OG0000590	SRDH2_40800.1	SCUR1_40720.6, SCUR1_40720.1
OG0000590	SRDH2_40800.7, SRDH2_40800.8	SCUR1_40720.7
OG0000591	SRDH2_3530.12, SRDH2_3530.4, SRDH2_3530.1, SRDH2_3530.11, SRDH2_3530.3, SRDH2_3530.6, SRDH2_3530.8, SRDH2_3530.13, SRDH2_3530.14, SRDH2_3530.2, SRDH2_3530.5, SRDH2_3530.7, SRDH2_3530.9, SRDH2_3530.10	SCUR1_3430.1
OG0000592	SRDH2_31230.1, SRDH2_31230.7, SRDH2_31230.8, SRDH2_31230.2, SRDH2_31230.3, SRDH2_31230.6, SRDH2_31230.4, SRDH2_31230.5	SCUR1_30850.1
OG0000593	SRDH2_36740.1	SCUR1_31810.1
OG0000594	SRDH2_50120.4, SRDH2_50120.10, SRDH2_50120.8, SRDH2_50120.3, SRDH2_50120.9, SRDH2_50120.7, SRDH2_50120.6, SRDH2_50120.5, SRDH2_50120.1, SRDH2_50120.11, SRDH2_50120.2	SCUR1_49370.2, SCUR1_49370.3, SCUR1_49370.5, SCUR1_49370.6, SCUR1_49370.7, SCUR1_49370.4, SCUR1_49370.1
OG0000595	SRDH2_48500.1, SRDH2_48500.2	SCUR1_47820.8, SCUR1_47820.3, SCUR1_47820.7, SCUR1_47820.5, SCUR1_47820.6, SCUR1_47820.9, SCUR1_47820.2, SCUR1_47820.1, SCUR1_47820.4
OG0000597	SRDH2_58850.1, SRDH2_58840.1, SRDH2_58820.1, SRDH2_58830.1	SCUR1_95420.1, SCUR1_57200.1, SCUR1_57200.6, SCUR1_57200.3, SCUR1_57200.4, SCUR1_57200.2, SCUR1_57200.5, SCUR1_57370.1
OG0000598	SRDH2_14800.1	SCUR1_12940.6, SCUR1_12940.3, SCUR1_12940.4, SCUR1_12940.5, SCUR1_12940.1, SCUR1_12940.2
OG0000599	SRDH2_64220.10, SRDH2_64220.4, SRDH2_64220.3, SRDH2_64220.9, SRDH2_64220.6, SRDH2_64220.1, SRDH2_64220.5, SRDH2_64220.2, SRDH2_64220.7, SRDH2_64220.8, SRDH2_64220.11, SRDH2_64220.12	SCUR1_62520.7, SCUR1_62520.2, SCUR1_62520.6, SCUR1_62520.1, SCUR1_62520.4, SCUR1_62520.3, SCUR1_62520.5
OG0000600	SRDH2_68440.2, SRDH2_68440.1	SCUR1_100020.1, SCUR1_100010.1, SCUR1_100330.2, SCUR1_100330.1, SCUR1_100330.3, SCUR1_100330.4
OG0000601	SRDH2_98250.1	SCUR1_93570.1
OG0000601	SRDH2_41220.1, SRDH2_41210.2, SRDH2_41210.3, SRDH2_41210.4, SRDH2_41210.1	SCUR1_41110.1
OG0000602	SRDH2_15670.8, SRDH2_15670.5, SRDH2_15670.2, SRDH2_15670.9, SRDH2_15670.3, SRDH2_15670.10, SRDH2_15670.11, SRDH2_15670.4, SRDH2_15670.1, SRDH2_15670.6, SRDH2_15670.7	SCUR1_15150.6, SCUR1_15150.1, SCUR1_15150.2, SCUR1_15150.4, SCUR1_15150.5, SCUR1_15150.3
OG0000603	SRDH2_51390.12, SRDH2_51390.10, SRDH2_51390.7, SRDH2_51390.13, SRDH2_51390.9, SRDH2_51390.8, SRDH2_51390.1, SRDH2_51390.2, SRDH2_51390.3, SRDH2_51390.11, SRDH2_51390.5, SRDH2_51390.6, SRDH2_51390.4	SCUR1_50400.1, SCUR1_50400.2, SCUR1_50400.3, SCUR1_50400.4
OG0000604	SRDH2_39550.10, SRDH2_39550.11, SRDH2_39550.15, SRDH2_39550.1, SRDH2_39550.9, SRDH2_39550.13, SRDH2_39550.12, SRDH2_39550.4, SRDH2_39550.5, SRDH2_39550.2, SRDH2_39550.14, SRDH2_39550.3, SRDH2_39550.6, SRDH2_39550.7, SRDH2_39550.8	SCUR1_39560.1
OG0000605	SRDH2_27960.1	SCUR1_27570.1
OG0000605	SRDH2_27920.1	SCUR1_27530.1
OG0000606	SRDH2_110.1	SCUR1_5340.1
OG0000606	SRDH2_110.2	SCUR1_5340.1
OG0000607	SRDH2_31460.5, SRDH2_31460.2, SRDH2_31460.7, SRDH2_31460.9, SRDH2_31460.8, SRDH2_31460.1, SRDH2_31460.3, SRDH2_31460.6, SRDH2_31460.4	SCUR1_31100.1
OG0000608	SRDH2_51790.10, SRDH2_51790.2, SRDH2_51790.4, SRDH2_51790.5, SRDH2_51790.6, SRDH2_51790.12, SRDH2_51790.11, SRDH2_51790.3, SRDH2_51790.7, SRDH2_51790.8, SRDH2_51790.9, SRDH2_51790.1	SCUR1_50770.3, SCUR1_50770.4, SCUR1_50770.1, SCUR1_50770.2
OG0000609	SRDH2_27840.5, SRDH2_27840.6, SRDH2_27840.4, SRDH2_27840.2, SRDH2_27840.7, SRDH2_27840.3, SRDH2_27840.8, SRDH2_27840.1	SCUR1_27440.2, SCUR1_27440.3, SCUR1_27440.5, SCUR1_27440.4, SCUR1_27440.1, SCUR1_27440.6
OG0000610	SRDH2_28620.1	SCUR1_28320.1
OG0000610	SRDH2_23520.1	SCUR1_22730.1, SCUR1_22730.2
OG0000611	SRDH2_43480.2, SRDH2_43480.1	SCUR1_43320.2, SCUR1_43320.1
OG0000612	SRDH2_9160.5, SRDH2_9160.6, SRDH2_9160.9, SRDH2_9160.7, SRDH2_9160.4, SRDH2_9160.8, SRDH2_9160.3, SRDH2_9160.1, SRDH2_9160.2	SCUR1_8780.2, SCUR1_8780.1, SCUR1_8780.3
OG0000613	SRDH2_37860.1	SCUR1_37250.2, SCUR1_37250.4, SCUR1_37250.6, SCUR1_37250.3, SCUR1_37250.5, SCUR1_37250.7, SCUR1_37250.1
OG0000614	SRDH2_44550.1, SRDH2_44550.2, SRDH2_44550.3, SRDH2_44550.4	SCUR1_44430.3, SCUR1_44430.4, SCUR1_44430.2, SCUR1_44430.1
OG0000615	SRDH2_15160.2, SRDH2_15160.9, SRDH2_15160.8, SRDH2_15160.1, SRDH2_15160.5, SRDH2_15160.6, SRDH2_15160.3, SRDH2_15160.4, SRDH2_15160.7	SCUR1_13270.1, SCUR1_13270.5, SCUR1_13270.6, SCUR1_13270.3, SCUR1_13270.2, SCUR1_13270.4
OG0000617	SRDH2_83990.2, SRDH2_83990.1	SCUR1_80350.1
OG0000618	SRDH2_34050.1	SCUR1_36610.4, SCUR1_36610.5, SCUR1_36610.1, SCUR1_36610.6, SCUR1_36610.7, SCUR1_36610.2, SCUR1_36610.3
OG0000620	SRDH2_15860.2, SRDH2_15860.3, SRDH2_15860.1	SCUR1_15360.1
OG0000620	SRDH2_46120.2, SRDH2_46120.3, SRDH2_46120.1	SCUR1_45740.1
OG0000621	SRDH2_30470.4, SRDH2_30470.15, SRDH2_30470.12, SRDH2_30470.14, SRDH2_30470.10, SRDH2_30470.11, SRDH2_30470.13, SRDH2_30470.2, SRDH2_30470.3, SRDH2_30470.5, SRDH2_30470.6, SRDH2_30470.7, SRDH2_30470.1, SRDH2_30470.8, SRDH2_30470.9	SCUR1_30010.5, SCUR1_30010.1, SCUR1_30010.2, SCUR1_30010.3, SCUR1_30010.4
OG0000622	SRDH2_75250.1	SCUR1_72600.1
OG0000623	SRDH2_14950.10, SRDH2_14950.5, SRDH2_14950.6, SRDH2_14950.7, SRDH2_14950.8, SRDH2_14950.9, SRDH2_14950.4, SRDH2_14950.3, SRDH2_14950.1, SRDH2_14950.2	SCUR1_13080.1, SCUR1_13090.10, SCUR1_13090.5, SCUR1_13090.3, SCUR1_13090.4, SCUR1_13090.2, SCUR1_13090.8, SCUR1_13090.1, SCUR1_13090.11, SCUR1_13090.6, SCUR1_13090.7, SCUR1_13090.9
OG0000624	SRDH2_29350.1, SRDH2_29350.3, SRDH2_29350.2, SRDH2_29350.4, SRDH2_29350.5	SCUR1_29060.1, SCUR1_29060.2, SCUR1_29060.3
OG0000625	SRDH2_37510.1, SRDH2_37510.2, SRDH2_37510.3, SRDH2_37510.4, SRDH2_37510.5	SCUR1_37660.2, SCUR1_37660.1
OG0000626	SRDH2_55740.1, SRDH2_55740.2	SCUR1_54770.1, SCUR1_54770.2
OG0000627	SRDH2_13770.2, SRDH2_13770.5	SCUR1_11970.5, SCUR1_11970.2, SCUR1_11970.3, SCUR1_11970.1, SCUR1_11970.4
OG0000628	SRDH2_62710.2, SRDH2_62710.3, SRDH2_62710.5, SRDH2_62710.6, SRDH2_62710.16, SRDH2_62710.13, SRDH2_62710.15, SRDH2_62710.9, SRDH2_62710.14, SRDH2_62710.11, SRDH2_62710.10, SRDH2_62710.1, SRDH2_62710.4, SRDH2_62710.7, SRDH2_62710.8, SRDH2_62710.12	SCUR1_100750.1, SCUR1_61060.4, SCUR1_61060.1, SCUR1_61060.2, SCUR1_61060.3, SCUR1_100750.2, SCUR1_100750.3
OG0000629	SRDH2_39010.6, SRDH2_39010.8, SRDH2_39010.14, SRDH2_39010.9, SRDH2_39010.15, SRDH2_39010.13, SRDH2_39010.7, SRDH2_39010.12, SRDH2_39010.4, SRDH2_39010.1, SRDH2_39010.10, SRDH2_39010.11, SRDH2_39010.2, SRDH2_39010.3, SRDH2_39010.5	SCUR1_38980.1
OG0000630	SRDH2_60460.1, SRDH2_60460.2	SCUR1_58790.1
OG0000631	SRDH2_66410.1	SCUR1_65660.1
OG0000631	SRDH2_62740.1, SRDH2_62740.2, SRDH2_62740.3, SRDH2_62740.4	SCUR1_100730.1, SCUR1_61080.1
OG0000632	SRDH2_15270.3, SRDH2_15270.4, SRDH2_15270.10, SRDH2_15270.2, SRDH2_15270.5, SRDH2_15270.1, SRDH2_15270.6, SRDH2_15270.9, SRDH2_15270.7, SRDH2_15270.8	SCUR1_13390.1
OG0000633	SRDH2_53500.2, SRDH2_53500.1, SRDH2_53500.3, SRDH2_53500.4	SCUR1_52530.1, SCUR1_52530.2
OG0000634	SRDH2_22420.1, SRDH2_33660.1	SCUR1_36040.1
OG0000636	SRDH2_97960.2, SRDH2_97960.4, SRDH2_97960.3, SRDH2_97960.1, SRDH2_97960.6, SRDH2_97960.5	SCUR1_93290.3, SCUR1_93290.1, SCUR1_93290.2, SCUR1_93290.4, SCUR1_93290.6, SCUR1_93290.5, SCUR1_93290.7
OG0000637	SRDH2_50390.1	SCUR1_97250.2, SCUR1_97250.1, SCUR1_97250.3
OG0000638	SRDH2_67670.1	SCUR1_64010.1
OG0000639	SRDH2_63410.13, SRDH2_63410.14, SRDH2_63410.3, SRDH2_63410.4, SRDH2_63410.11, SRDH2_63410.15, SRDH2_63410.12, SRDH2_63410.7, SRDH2_63410.8, SRDH2_63410.17, SRDH2_63410.6, SRDH2_63410.10, SRDH2_63410.5, SRDH2_63410.9, SRDH2_63410.2, SRDH2_63410.1, SRDH2_63410.16, SRDH2_63410.18	SCUR1_61730.3, SCUR1_61730.1, SCUR1_61730.2
OG0000640	SRDH2_87460.1, SRDH2_87020.1	SCUR1_84480.1, SCUR1_83740.1, SCUR1_83780.1, SCUR1_95430.1
OG0000641	SRDH2_6740.1	SCUR1_6620.1
OG0000641	SRDH2_4580.1	SCUR1_4510.1
OG0000642	SRDH2_63480.1, SRDH2_63480.2, SRDH2_63480.10, SRDH2_63480.5, SRDH2_63480.3, SRDH2_63480.4, SRDH2_63480.6, SRDH2_63480.7, SRDH2_63480.8, SRDH2_63480.9	SCUR1_61800.10, SCUR1_61800.2, SCUR1_61800.4, SCUR1_61800.3, SCUR1_61800.7, SCUR1_61800.8, SCUR1_61800.9, SCUR1_61800.5, SCUR1_61800.1, SCUR1_61800.6
OG0000643	SRDH2_53990.1	SCUR1_52030.1
OG0000643	SRDH2_54000.1, SRDH2_54000.2	SCUR1_52010.1, SCUR1_52010.2
OG0000644	SRDH2_98990.1	SCUR1_98210.1, SCUR1_94200.3, SCUR1_94200.4, SCUR1_94200.1, SCUR1_94200.2
OG0000645	SRDH2_10740.2, SRDH2_10740.1	SCUR1_10400.1, SCUR1_10390.1
OG0000646	SRDH2_9200.1	SCUR1_8820.1
OG0000646	SRDH2_9190.2, SRDH2_9190.3, SRDH2_9190.8, SRDH2_9190.7, SRDH2_9190.4, SRDH2_9190.5, SRDH2_9190.6, SRDH2_9190.1	SCUR1_8810.1
OG0000647	SRDH2_63670.1, SRDH2_63670.2	SCUR1_61960.7, SCUR1_61960.1, SCUR1_61960.2, SCUR1_61960.8, SCUR1_61960.4, SCUR1_61960.3, SCUR1_61960.5, SCUR1_61960.6
OG0000648	SRDH2_95100.1, SRDH2_95100.4, SRDH2_95100.5, SRDH2_95100.3, SRDH2_95100.2	SCUR1_90740.1, SCUR1_90730.1, SCUR1_96980.11, SCUR1_90750.1, SCUR1_96980.2, SCUR1_96980.3, SCUR1_96980.4, SCUR1_96980.7, SCUR1_90770.1, SCUR1_96980.10, SCUR1_96980.1, SCUR1_96980.5, SCUR1_96980.6, SCUR1_96980.8, SCUR1_96980.9, SCUR1_99180.3, SCUR1_99180.8, SCUR1_99180.9, SCUR1_99180.1, SCUR1_99180.4, SCUR1_99180.5, SCUR1_99180.6, SCUR1_99180.7, SCUR1_90710.1, SCUR1_99180.2
OG0000649	SRDH2_61460.1	SCUR1_97590.1, SCUR1_59780.1
OG0000650	SRDH2_79600.4, SRDH2_79600.5, SRDH2_79600.1, SRDH2_79600.2, SRDH2_79600.3, SRDH2_79600.8, SRDH2_79600.6, SRDH2_79600.7	SCUR1_77070.1, SCUR1_77070.4, SCUR1_77070.2, SCUR1_77070.3
OG0000651	SRDH2_42080.4, SRDH2_42080.2, SRDH2_42080.3, SRDH2_42080.5, SRDH2_42080.6, SRDH2_42080.1, SRDH2_42080.7, SRDH2_42080.8, SRDH2_42080.10, SRDH2_42080.9, SRDH2_42080.11	SCUR1_41940.5, SCUR1_41940.2, SCUR1_41940.9, SCUR1_41940.1, SCUR1_41940.7, SCUR1_41940.8, SCUR1_41940.10, SCUR1_41940.6, SCUR1_41940.11, SCUR1_41940.3, SCUR1_41940.4
OG0000652	SRDH2_40370.7, SRDH2_40370.6, SRDH2_40370.2, SRDH2_40370.4, SRDH2_40370.3, SRDH2_40370.1, SRDH2_40370.5	SCUR1_40340.1
OG0000653	SRDH2_41000.1, SRDH2_40990.2, SRDH2_40990.1, SRDH2_40990.3	SCUR1_40890.1, SCUR1_40910.1
OG0000654	SRDH2_38210.1	SCUR1_58160.3, SCUR1_58160.4, SCUR1_58160.1, SCUR1_58160.2
OG0000655	SRDH2_83950.1	SCUR1_80400.1, SCUR1_80400.2, SCUR1_80400.3, SCUR1_80400.4, SCUR1_80400.6, SCUR1_80400.8, SCUR1_80400.9, SCUR1_80400.10, SCUR1_80400.11, SCUR1_80400.5, SCUR1_80400.7
OG0000656	SRDH2_77290.1, SRDH2_77290.6, SRDH2_77290.9, SRDH2_77290.7, SRDH2_77290.2, SRDH2_77290.3, SRDH2_77290.4, SRDH2_77290.8, SRDH2_77290.5	SCUR1_74780.1
OG0000657	SRDH2_92510.1, SRDH2_92510.2, SRDH2_92510.5, SRDH2_92510.6, SRDH2_92510.3, SRDH2_92510.4	SCUR1_88920.1, SCUR1_88920.2, SCUR1_88920.3
OG0000658	SRDH2_88500.1, SRDH2_1370.1, SRDH2_11200.1, SRDH2_28610.1, SRDH2_21430.1	SCUR1_31700.1, SCUR1_70990.1, SCUR1_18430.1, SCUR1_55620.1, SCUR1_64610.1, SCUR1_71320.1, SCUR1_2840.1
OG0000659	SRDH2_42040.6, SRDH2_42040.7, SRDH2_42040.1, SRDH2_42040.11, SRDH2_42040.12, SRDH2_42040.13, SRDH2_42040.2, SRDH2_42040.3, SRDH2_42040.4, SRDH2_42040.8, SRDH2_42040.9, SRDH2_42040.5, SRDH2_42040.10, SRDH2_42040.14	SCUR1_41920.2, SCUR1_41920.1, SCUR1_41920.3, SCUR1_41920.4
OG0000662	SRDH2_53760.1	SCUR1_52240.13, SCUR1_52240.4, SCUR1_52240.5, SCUR1_52240.6, SCUR1_52240.7, SCUR1_52240.8, SCUR1_52240.1, SCUR1_52240.10, SCUR1_52240.9, SCUR1_52240.11, SCUR1_52240.12, SCUR1_52240.3, SCUR1_52240.2
OG0000663	SRDH2_31940.1	SCUR1_38280.1
OG0000665	SRDH2_72630.1	SCUR1_72230.1, SCUR1_72230.2
OG0000666	SRDH2_63400.5, SRDH2_63400.1, SRDH2_63400.3, SRDH2_63400.2, SRDH2_63400.6, SRDH2_63400.4	SCUR1_61720.1, SCUR1_61720.2, SCUR1_61720.3, SCUR1_61720.4, SCUR1_61720.5
OG0000667	SRDH2_6290.1	SCUR1_6180.1, SCUR1_6180.2, SCUR1_6180.3, SCUR1_6180.4
OG0000668	SRDH2_53580.1, SRDH2_53580.8, SRDH2_53580.4, SRDH2_53580.6, SRDH2_53580.7, SRDH2_53580.2, SRDH2_53580.3, SRDH2_53580.5, SRDH2_53580.10, SRDH2_53580.9	SCUR1_52420.1
OG0000669	SRDH2_70300.1, SRDH2_70300.2, SRDH2_70300.5, SRDH2_70300.3, SRDH2_70300.4	SCUR1_67600.3, SCUR1_67600.4, SCUR1_67600.5, SCUR1_67600.1, SCUR1_67600.2, SCUR1_67600.6
OG0000670	SRDH2_44880.1	SCUR1_44770.4
OG0000671	SRDH2_78560.6, SRDH2_78560.1, SRDH2_78560.11, SRDH2_78560.10, SRDH2_78560.4, SRDH2_78560.8, SRDH2_78560.9, SRDH2_78560.3, SRDH2_78560.5, SRDH2_78560.2, SRDH2_78560.7	SCUR1_76030.4, SCUR1_76030.5, SCUR1_76030.6, SCUR1_76030.1, SCUR1_76030.2, SCUR1_76030.3, SCUR1_76030.7
OG0000672	SRDH2_44470.4, SRDH2_44470.5, SRDH2_44470.9, SRDH2_44470.6, SRDH2_44470.8, SRDH2_44470.7, SRDH2_44470.1, SRDH2_44470.3, SRDH2_44470.2	SCUR1_44360.4, SCUR1_44360.5, SCUR1_44360.1, SCUR1_44360.2, SCUR1_44360.3
OG0000673	SRDH2_16600.1	SCUR1_16130.7, SCUR1_16130.1, SCUR1_16130.3, SCUR1_16130.4, SCUR1_16130.2, SCUR1_16130.5, SCUR1_16130.6
OG0000674	SRDH2_80150.1, SRDH2_80150.2, SRDH2_80150.7, SRDH2_80150.3, SRDH2_80150.4, SRDH2_80150.5, SRDH2_80150.6	SCUR1_77580.1
OG0000675	SRDH2_73540.1, SRDH2_73540.2, SRDH2_73540.3, SRDH2_73540.5, SRDH2_73540.6, SRDH2_73540.4, SRDH2_73540.7, SRDH2_73540.8	SCUR1_71380.1
OG0000676	SRDH2_83890.1, SRDH2_83890.2, SRDH2_83890.3, SRDH2_83890.4, SRDH2_83890.5, SRDH2_83890.6, SRDH2_83890.7, SRDH2_83890.8, SRDH2_83890.9	SCUR1_80430.1, SCUR1_80430.2
OG0000677	SRDH2_5290.1, SRDH2_5300.3, SRDH2_5300.2, SRDH2_5300.1	SCUR1_5230.1
OG0000678	SRDH2_38460.7, SRDH2_38460.2, SRDH2_38460.6, SRDH2_38460.5, SRDH2_38460.1, SRDH2_38460.3, SRDH2_38460.4	SCUR1_34640.1
OG0000679	SRDH2_73470.5, SRDH2_73470.7, SRDH2_73470.8, SRDH2_73470.3, SRDH2_73470.1, SRDH2_73470.2, SRDH2_73470.4, SRDH2_73470.6, SRDH2_73470.10, SRDH2_73470.11, SRDH2_73470.9	SCUR1_71440.1, SCUR1_71440.3, SCUR1_71440.2
OG0000680	SRDH2_17380.1, SRDH2_17380.5, SRDH2_17380.6, SRDH2_17380.7, SRDH2_17380.2, SRDH2_17380.3, SRDH2_17380.8, SRDH2_17380.4	SCUR1_16910.6, SCUR1_16910.1, SCUR1_16910.2, SCUR1_16910.3, SCUR1_16910.4, SCUR1_16910.5
OG0000681	SRDH2_32450.4, SRDH2_32450.7, SRDH2_32450.3, SRDH2_32450.2, SRDH2_32450.5, SRDH2_32450.6, SRDH2_32450.1	SCUR1_35030.1, SCUR1_35030.2, SCUR1_35030.3, SCUR1_35030.4, SCUR1_35030.7, SCUR1_35030.10, SCUR1_35030.8, SCUR1_35030.11, SCUR1_35030.5, SCUR1_35030.6, SCUR1_35030.12, SCUR1_35030.9
OG0000682	SRDH2_43300.2, SRDH2_43300.3, SRDH2_43300.6, SRDH2_43300.5, SRDH2_43300.4, SRDH2_43300.7, SRDH2_43300.8, SRDH2_43300.1	SCUR1_43170.4, SCUR1_43170.6, SCUR1_43170.10, SCUR1_43170.2, SCUR1_43170.8, SCUR1_43170.7, SCUR1_43170.9, SCUR1_43170.1, SCUR1_43170.5, SCUR1_43170.3
OG0000683	SRDH2_56130.1	SCUR1_55100.1, SCUR1_55100.2, SCUR1_55100.3, SCUR1_55100.4
OG0000683	SRDH2_68900.1, SRDH2_68900.2, SRDH2_68900.3, SRDH2_68900.4	SCUR1_66850.1
OG0000684	SRDH2_87330.1, SRDH2_87330.2	SCUR1_98310.1, SCUR1_98310.2, SCUR1_98310.3, SCUR1_98310.4
OG0000685	SRDH2_77100.1	SCUR1_74560.1, SCUR1_74560.2, SCUR1_74560.3, SCUR1_74560.5, SCUR1_74560.6, SCUR1_74560.4
OG0000686	SRDH2_61630.4, SRDH2_61630.3, SRDH2_61630.2, SRDH2_61630.1	SCUR1_59910.2, SCUR1_59910.4, SCUR1_59910.1, SCUR1_59910.3
OG0000687	SRDH2_27200.3, SRDH2_27200.5, SRDH2_27200.4, SRDH2_27200.7, SRDH2_27200.6, SRDH2_27200.1, SRDH2_27200.2	SCUR1_26830.2, SCUR1_26830.1, SCUR1_26830.7, SCUR1_26830.4, SCUR1_26830.5, SCUR1_26830.6, SCUR1_26830.3
OG0000688	SRDH2_660.1	SCUR1_630.1, SCUR1_630.2, SCUR1_630.3
OG0000689	SRDH2_3020.5, SRDH2_3020.6, SRDH2_3020.13, SRDH2_3020.14, SRDH2_3020.7, SRDH2_3020.9, SRDH2_3020.1, SRDH2_3020.10, SRDH2_3020.12, SRDH2_3020.2, SRDH2_3020.3, SRDH2_3020.4, SRDH2_3020.8, SRDH2_3020.11, SRDH2_3020.15	SCUR1_2870.1, SCUR1_2860.1
OG0000690	SRDH2_23480.2, SRDH2_23480.7, SRDH2_23480.1, SRDH2_23480.4, SRDH2_23480.6, SRDH2_23480.8, SRDH2_23480.5, SRDH2_23480.3	SCUR1_22770.1
OG0000691	SRDH2_58710.1, SRDH2_92400.1, SRDH2_55860.2, SRDH2_55860.3, SRDH2_9070.1, SRDH2_9070.2, SRDH2_98020.1, SRDH2_92400.2, SRDH2_55860.1, SRDH2_12700.1, SRDH2_95680.1, SRDH2_6860.1, SRDH2_27390.1, SRDH2_33640.1	SCUR1_16830.1, SCUR1_39490.1, SCUR1_92330.1
OG0000692	SRDH2_17530.1, SRDH2_17530.2, SRDH2_17530.3, SRDH2_17530.6, SRDH2_17530.4, SRDH2_17530.5	SCUR1_17070.3, SCUR1_17070.1, SCUR1_17070.2
OG0000695	SRDH2_99540.1	SCUR1_94700.1
OG0000695	SRDH2_45790.2, SRDH2_45790.3, SRDH2_45790.1	SCUR1_45600.1, SCUR1_45600.2, SCUR1_45600.3
OG0000696	SRDH2_5500.1	SCUR1_5470.1, SCUR1_5470.2
OG0000697	SRDH2_40450.1	SCUR1_40410.1, SCUR1_40410.6, SCUR1_40410.7, SCUR1_40410.4, SCUR1_40410.3, SCUR1_40410.5, SCUR1_40410.2
OG0000698	SRDH2_18520.1, SRDH2_18520.2, SRDH2_18520.10, SRDH2_18520.11, SRDH2_18520.12, SRDH2_18520.13, SRDH2_18520.6, SRDH2_18520.7, SRDH2_18520.8, SRDH2_18520.9, SRDH2_18520.14, SRDH2_18520.3, SRDH2_18520.5, SRDH2_18520.15, SRDH2_18520.4	SCUR1_18010.4, SCUR1_18010.1, SCUR1_18010.2, SCUR1_18010.3
OG0000699	SRDH2_46750.3, SRDH2_46750.1, SRDH2_46750.2	SCUR1_46010.2, SCUR1_46010.1, SCUR1_46010.3
OG0000700	SRDH2_28600.1	SCUR1_28310.1
OG0000700	SRDH2_24350.1	SCUR1_23870.1
OG0000700	SRDH2_24360.1	SCUR1_23880.1
OG0000700	SRDH2_24370.1, SRDH2_24370.2	SCUR1_23890.1
OG0000701	SRDH2_62420.2, SRDH2_62420.3, SRDH2_62420.4, SRDH2_62420.7, SRDH2_62420.1, SRDH2_62420.5, SRDH2_62420.6, SRDH2_62420.8	SCUR1_60720.2, SCUR1_60720.1, SCUR1_60720.3
OG0000702	SRDH2_89410.19, SRDH2_89410.16, SRDH2_89410.13, SRDH2_89410.10, SRDH2_89410.14, SRDH2_89410.15, SRDH2_89410.18, SRDH2_89410.20, SRDH2_89410.9, SRDH2_89410.21, SRDH2_89410.3, SRDH2_89410.4, SRDH2_89410.6, SRDH2_89410.12, SRDH2_89410.2, SRDH2_89410.11, SRDH2_89410.17, SRDH2_89410.5, SRDH2_89410.7, SRDH2_89410.1, SRDH2_89410.8	SCUR1_85710.2, SCUR1_85710.7, SCUR1_85710.5, SCUR1_85710.1, SCUR1_85710.3, SCUR1_85710.4, SCUR1_85710.6
OG0000703	SRDH2_190.1, SRDH2_190.3, SRDH2_190.2	SCUR1_190.1, SCUR1_190.2
OG0000704	SRDH2_49040.1, SRDH2_49040.2, SRDH2_49040.3	SCUR1_48380.1
OG0000705	SRDH2_6190.1, SRDH2_6190.5, SRDH2_6190.3, SRDH2_6190.4, SRDH2_6190.2	SCUR1_6090.5, SCUR1_6100.1, SCUR1_6090.1, SCUR1_6090.4, SCUR1_6090.2, SCUR1_6100.2, SCUR1_6090.3, SCUR1_6100.3
OG0000706	SRDH2_43620.1	SCUR1_43500.1
OG0000706	SRDH2_53670.1, SRDH2_53670.2, SRDH2_53670.3	SCUR1_52330.1
OG0000707	SRDH2_97620.1, SRDH2_97620.2, SRDH2_97620.3	SCUR1_92940.3, SCUR1_92940.1, SCUR1_92940.2, SCUR1_92940.4
OG0000708	SRDH2_37730.1	SCUR1_37410.1
OG0000709	SRDH2_43880.1, SRDH2_43880.2	SCUR1_43780.1, SCUR1_43780.2
OG0000710	SRDH2_8200.11, SRDH2_8200.5, SRDH2_8200.6, SRDH2_8200.9, SRDH2_8200.8, SRDH2_8200.10, SRDH2_8200.12, SRDH2_8200.4, SRDH2_8200.7, SRDH2_8200.3, SRDH2_8200.1, SRDH2_8200.2	SCUR1_7900.1
OG0000711	SRDH2_76260.2, SRDH2_76260.1, SRDH2_76260.4, SRDH2_76260.5, SRDH2_76260.3	SCUR1_73710.7, SCUR1_73710.4, SCUR1_73710.2, SCUR1_73710.3, SCUR1_73710.5, SCUR1_73710.1, SCUR1_73710.6
OG0000712	SRDH2_53320.1	SCUR1_52710.2, SCUR1_52710.1, SCUR1_52710.3, SCUR1_52710.5, SCUR1_52710.6, SCUR1_52710.4, SCUR1_52710.7
OG0000713	SRDH2_73970.1	SCUR1_70950.1
OG0000714	SRDH2_47070.2, SRDH2_47070.6, SRDH2_47070.9, SRDH2_47070.7, SRDH2_47070.3, SRDH2_47070.5, SRDH2_47070.1, SRDH2_47070.11, SRDH2_47070.4, SRDH2_47070.10, SRDH2_47070.8	SCUR1_46350.1, SCUR1_46350.2, SCUR1_46310.2, SCUR1_46310.1
OG0000715	SRDH2_27760.6, SRDH2_27760.5, SRDH2_27760.1, SRDH2_27760.2, SRDH2_27760.3, SRDH2_27760.4	SCUR1_27370.1, SCUR1_27370.2, SCUR1_27370.3, SCUR1_27370.4, SCUR1_27370.5, SCUR1_27370.6, SCUR1_27370.7
OG0000716	SRDH2_11870.2, SRDH2_11870.1, SRDH2_11870.4, SRDH2_11870.5, SRDH2_11870.3	SCUR1_11750.5, SCUR1_11750.4, SCUR1_11750.1, SCUR1_11750.3, SCUR1_11750.2
