Orthogroup	schistosoma_rodhaini	fasciola_gigantica
OG0000605	SRDH2_27960.1, SRDH2_27960.2, SRDH2_27960.3, SRDH2_27920.1	FGIG_04127, FGIG_05340, FGIG_08932, FGIG_04128, FGIG_06075, FGIG_02168, FGIG_09785, FGIG_11355, FGIG_08151
OG0000606	SRDH2_110.1	FGIG_11978
OG0000606	SRDH2_110.2	FGIG_11978
OG0000607	SRDH2_31460.5, SRDH2_31460.2, SRDH2_31460.7, SRDH2_31460.9, SRDH2_31460.8, SRDH2_31460.1, SRDH2_31460.3, SRDH2_31460.6, SRDH2_31460.4	FGIG_02390
OG0000608	SRDH2_51790.10, SRDH2_51790.2, SRDH2_51790.4, SRDH2_51790.5, SRDH2_51790.6, SRDH2_51790.12, SRDH2_51790.11, SRDH2_51790.3, SRDH2_51790.7, SRDH2_51790.8, SRDH2_51790.9, SRDH2_51790.1	FGIG_12153, FGIG_02513
OG0000609	SRDH2_27840.5, SRDH2_27840.6, SRDH2_27840.4, SRDH2_27840.2, SRDH2_27840.7, SRDH2_27840.3, SRDH2_27840.8, SRDH2_27840.1	FGIG_03553
OG0000610	SRDH2_28620.1	FGIG_06791
OG0000610	SRDH2_23520.1	FGIG_04026
OG0000611	SRDH2_43480.2, SRDH2_43480.1	FGIG_04031, FGIG_04611, FGIG_04610
OG0000612	SRDH2_9160.5, SRDH2_9160.6, SRDH2_9160.9, SRDH2_9160.7, SRDH2_9160.4, SRDH2_9160.8, SRDH2_9160.3, SRDH2_9160.1, SRDH2_9160.2	FGIG_05075, FGIG_07356
OG0000613	SRDH2_37860.1	FGIG_05297
OG0000614	SRDH2_44550.1, SRDH2_44550.2, SRDH2_44550.3, SRDH2_44550.4	FGIG_07551, FGIG_05357, FGIG_05708
OG0000615	SRDH2_15160.2, SRDH2_15160.9, SRDH2_15160.8, SRDH2_15160.1, SRDH2_15160.5, SRDH2_15160.6, SRDH2_15160.3, SRDH2_15160.4, SRDH2_15160.7	FGIG_05820
OG0000616	SRDH2_61720.6, SRDH2_61720.2, SRDH2_61720.9, SRDH2_61720.7, SRDH2_61720.8, SRDH2_61720.10, SRDH2_61720.11, SRDH2_61720.12, SRDH2_61720.14, SRDH2_61720.13, SRDH2_61720.4, SRDH2_61720.3, SRDH2_61720.5, SRDH2_61720.1	FGIG_05900, FGIG_05899, FGIG_05901, FGIG_05902
OG0000617	SRDH2_83990.2, SRDH2_83990.1	FGIG_06140
OG0000618	SRDH2_34050.1	FGIG_06230
OG0000620	SRDH2_15860.2, SRDH2_15860.3, SRDH2_15860.1	FGIG_06888
OG0000620	SRDH2_46120.2, SRDH2_46120.3, SRDH2_46120.1	FGIG_07590
OG0000621	SRDH2_30470.4, SRDH2_30470.15, SRDH2_30470.12, SRDH2_30470.14, SRDH2_30470.10, SRDH2_30470.11, SRDH2_30470.13, SRDH2_30470.2, SRDH2_30470.3, SRDH2_30470.5, SRDH2_30470.6, SRDH2_30470.7, SRDH2_30470.1, SRDH2_30470.8, SRDH2_30470.9	FGIG_08191
OG0000622	SRDH2_75250.1	FGIG_08378
OG0000623	SRDH2_14950.10, SRDH2_14950.5, SRDH2_14950.6, SRDH2_14950.7, SRDH2_14950.8, SRDH2_14950.9, SRDH2_14950.4, SRDH2_14950.3, SRDH2_14950.1, SRDH2_14950.2	FGIG_08778
OG0000624	SRDH2_29350.1, SRDH2_29350.3, SRDH2_29350.2, SRDH2_29350.4, SRDH2_29350.5	FGIG_09639
OG0000625	SRDH2_37510.1, SRDH2_37510.2, SRDH2_37510.3, SRDH2_37510.4, SRDH2_37510.5	FGIG_12467, FGIG_09809
OG0000626	SRDH2_55740.1, SRDH2_55740.2	FGIG_10065
OG0000627	SRDH2_13770.4, SRDH2_13770.1, SRDH2_13770.3, SRDH2_13770.2, SRDH2_13770.5	FGIG_10215, FGIG_11735
OG0000628	SRDH2_62710.2, SRDH2_62710.3, SRDH2_62710.5, SRDH2_62710.6, SRDH2_62710.16, SRDH2_62710.13, SRDH2_62710.15, SRDH2_62710.9, SRDH2_62710.14, SRDH2_62710.11, SRDH2_62710.10, SRDH2_62710.1, SRDH2_62710.4, SRDH2_62710.7, SRDH2_62710.8, SRDH2_62710.12	FGIG_10311
OG0000629	SRDH2_39010.6, SRDH2_39010.8, SRDH2_39010.14, SRDH2_39010.9, SRDH2_39010.15, SRDH2_39010.13, SRDH2_39010.7, SRDH2_39010.12, SRDH2_39010.4, SRDH2_39010.1, SRDH2_39010.10, SRDH2_39010.11, SRDH2_39010.2, SRDH2_39010.3, SRDH2_39010.5	FGIG_11102, FGIG_11404, FGIG_11103
OG0000630	SRDH2_60460.1, SRDH2_60460.2	FGIG_11115
OG0000631	SRDH2_66410.1, SRDH2_62740.1, SRDH2_62740.2, SRDH2_62740.3, SRDH2_62740.4	FGIG_11204
OG0000632	SRDH2_15270.3, SRDH2_15270.4, SRDH2_15270.10, SRDH2_15270.2, SRDH2_15270.5, SRDH2_15270.1, SRDH2_15270.6, SRDH2_15270.9, SRDH2_15270.7, SRDH2_15270.8	FGIG_11309
OG0000633	SRDH2_53500.2, SRDH2_53500.1, SRDH2_53500.3, SRDH2_53500.4	FGIG_11961, FGIG_11512
OG0000636	SRDH2_97960.2, SRDH2_97960.4, SRDH2_97960.3, SRDH2_97960.1, SRDH2_97960.6, SRDH2_97960.5	FGIG_00195, FGIG_00194
OG0000637	SRDH2_50390.1	FGIG_00401, FGIG_09972
OG0000638	SRDH2_67670.1	FGIG_00444, FGIG_00445
OG0000639	SRDH2_63410.13, SRDH2_63410.14, SRDH2_63410.3, SRDH2_63410.4, SRDH2_63410.11, SRDH2_63410.15, SRDH2_63410.12, SRDH2_63410.7, SRDH2_63410.8, SRDH2_63410.17, SRDH2_63410.6, SRDH2_63410.10, SRDH2_63410.5, SRDH2_63410.9, SRDH2_63410.2, SRDH2_63410.1, SRDH2_63410.16, SRDH2_63410.18	FGIG_12024, FGIG_00548
OG0000640	SRDH2_87460.1, SRDH2_87020.1	FGIG_07362, FGIG_01307
OG0000641	SRDH2_6740.1	FGIG_10155
OG0000641	SRDH2_4580.1	FGIG_06676
OG0000642	SRDH2_63480.1, SRDH2_63480.2, SRDH2_63480.10, SRDH2_63480.5, SRDH2_63480.3, SRDH2_63480.4, SRDH2_63480.6, SRDH2_63480.7, SRDH2_63480.8, SRDH2_63480.9	FGIG_01513
OG0000643	SRDH2_53990.1	FGIG_07634
OG0000643	SRDH2_54000.1, SRDH2_54000.2	FGIG_01520
OG0000644	SRDH2_98990.1	FGIG_02755
OG0000645	SRDH2_10740.2, SRDH2_10740.1	FGIG_03205, FGIG_03204
OG0000646	SRDH2_9200.1, SRDH2_9190.2, SRDH2_9190.3, SRDH2_9190.8, SRDH2_9190.7, SRDH2_9190.4, SRDH2_9190.5, SRDH2_9190.6, SRDH2_9190.1	FGIG_06464, FGIG_04063
OG0000647	SRDH2_63670.1, SRDH2_63670.2	FGIG_04352
OG0000648	SRDH2_95100.1, SRDH2_95100.4, SRDH2_95100.5, SRDH2_95100.3, SRDH2_95100.2	FGIG_04810
OG0000649	SRDH2_61460.1	FGIG_12167, FGIG_04864
OG0000650	SRDH2_79600.4, SRDH2_79600.5, SRDH2_79600.1, SRDH2_79600.2, SRDH2_79600.3, SRDH2_79600.8, SRDH2_79600.6, SRDH2_79600.7	FGIG_05802
OG0000651	SRDH2_42080.4, SRDH2_42080.2, SRDH2_42080.3, SRDH2_42080.5, SRDH2_42080.6, SRDH2_42080.1, SRDH2_42080.7, SRDH2_42080.8, SRDH2_42080.10, SRDH2_42080.9, SRDH2_42080.11	FGIG_06711
OG0000652	SRDH2_40370.7, SRDH2_40370.6, SRDH2_40370.2, SRDH2_40370.4, SRDH2_40370.3, SRDH2_40370.1, SRDH2_40370.5	FGIG_07451, FGIG_11251
OG0000653	SRDH2_41000.1, SRDH2_40990.2, SRDH2_40990.1, SRDH2_40990.3	FGIG_08008
OG0000654	SRDH2_38210.1	FGIG_08135
OG0000655	SRDH2_83950.1	FGIG_08460
OG0000656	SRDH2_77290.1, SRDH2_77290.6, SRDH2_77290.9, SRDH2_77290.7, SRDH2_77290.2, SRDH2_77290.3, SRDH2_77290.4, SRDH2_77290.8, SRDH2_77290.5	FGIG_11331
OG0000657	SRDH2_92510.1, SRDH2_92510.2, SRDH2_92510.5, SRDH2_92510.6, SRDH2_92510.3, SRDH2_92510.4	FGIG_12016
OG0000663	SRDH2_31940.1	FGIG_00042
OG0000664	SRDH2_14340.3, SRDH2_14340.1, SRDH2_14340.2, SRDH2_14340.10, SRDH2_14340.9, SRDH2_14340.5, SRDH2_14340.6, SRDH2_14340.4, SRDH2_14340.8, SRDH2_14340.7	FGIG_00049
OG0000665	SRDH2_72630.1	FGIG_00160, FGIG_00161
OG0000666	SRDH2_63400.5, SRDH2_63400.1, SRDH2_63400.3, SRDH2_63400.2, SRDH2_63400.6, SRDH2_63400.4	FGIG_00549
OG0000667	SRDH2_6290.1	FGIG_01542
OG0000668	SRDH2_53580.1, SRDH2_53580.8, SRDH2_53580.4, SRDH2_53580.6, SRDH2_53580.7, SRDH2_53580.2, SRDH2_53580.3, SRDH2_53580.5, SRDH2_53580.10, SRDH2_53580.9	FGIG_01730, FGIG_09027
OG0000669	SRDH2_70300.1, SRDH2_70300.2, SRDH2_70300.5, SRDH2_70300.3, SRDH2_70300.4	FGIG_01837
OG0000671	SRDH2_78560.6, SRDH2_78560.1, SRDH2_78560.11, SRDH2_78560.10, SRDH2_78560.4, SRDH2_78560.8, SRDH2_78560.9, SRDH2_78560.3, SRDH2_78560.5, SRDH2_78560.2, SRDH2_78560.7	FGIG_08408, FGIG_02086
OG0000672	SRDH2_44470.4, SRDH2_44470.5, SRDH2_44470.9, SRDH2_44470.6, SRDH2_44470.8, SRDH2_44470.7, SRDH2_44470.1, SRDH2_44470.3, SRDH2_44470.2	FGIG_02238
OG0000673	SRDH2_16600.1	FGIG_09403, FGIG_02862, FGIG_11262
OG0000674	SRDH2_80150.1, SRDH2_80150.2, SRDH2_80150.7, SRDH2_80150.3, SRDH2_80150.4, SRDH2_80150.5, SRDH2_80150.6	FGIG_03748
OG0000675	SRDH2_73540.1, SRDH2_73540.2, SRDH2_73540.3, SRDH2_73540.5, SRDH2_73540.6, SRDH2_73540.4, SRDH2_73540.7, SRDH2_73540.8	FGIG_04836
OG0000676	SRDH2_83890.1, SRDH2_83890.2, SRDH2_83890.3, SRDH2_83890.4, SRDH2_83890.5, SRDH2_83890.6, SRDH2_83890.7, SRDH2_83890.8, SRDH2_83890.9	FGIG_04981
OG0000677	SRDH2_5290.1, SRDH2_5300.3, SRDH2_5300.2, SRDH2_5300.1	FGIG_08608, FGIG_05149
OG0000678	SRDH2_38460.7, SRDH2_38460.2, SRDH2_38460.6, SRDH2_38460.5, SRDH2_38460.1, SRDH2_38460.3, SRDH2_38460.4	FGIG_05212, FGIG_08440
OG0000679	SRDH2_73470.5, SRDH2_73470.7, SRDH2_73470.8, SRDH2_73470.3, SRDH2_73470.1, SRDH2_73470.2, SRDH2_73470.4, SRDH2_73470.6, SRDH2_73470.10, SRDH2_73470.11, SRDH2_73470.9	FGIG_05421
OG0000680	SRDH2_17380.1, SRDH2_17380.5, SRDH2_17380.6, SRDH2_17380.7, SRDH2_17380.2, SRDH2_17380.3, SRDH2_17380.8, SRDH2_17380.4	FGIG_06325
OG0000681	SRDH2_32450.4, SRDH2_32450.7, SRDH2_32450.3, SRDH2_32450.2, SRDH2_32450.5, SRDH2_32450.6, SRDH2_32450.1	FGIG_07672, FGIG_07674, FGIG_07673
OG0000682	SRDH2_43300.2, SRDH2_43300.3, SRDH2_43300.6, SRDH2_43300.5, SRDH2_43300.4, SRDH2_43300.7, SRDH2_43300.8, SRDH2_43300.1	FGIG_08671, FGIG_10440
OG0000683	SRDH2_56130.1	FGIG_08868
OG0000683	SRDH2_68900.1, SRDH2_68900.2, SRDH2_68900.3, SRDH2_68900.4	FGIG_11508
OG0000684	SRDH2_87330.1, SRDH2_87330.2	FGIG_09603
OG0000685	SRDH2_77100.1	FGIG_10349
OG0000686	SRDH2_61630.4, SRDH2_61630.3, SRDH2_61630.2, SRDH2_61630.1	FGIG_10794
OG0000687	SRDH2_27200.3, SRDH2_27200.5, SRDH2_27200.4, SRDH2_27200.7, SRDH2_27200.6, SRDH2_27200.1, SRDH2_27200.2	FGIG_10988
OG0000688	SRDH2_660.1	FGIG_11395
OG0000689	SRDH2_3020.5, SRDH2_3020.6, SRDH2_3020.13, SRDH2_3020.14, SRDH2_3020.7, SRDH2_3020.9, SRDH2_3020.1, SRDH2_3020.10, SRDH2_3020.12, SRDH2_3020.2, SRDH2_3020.3, SRDH2_3020.4, SRDH2_3020.8, SRDH2_3020.11, SRDH2_3020.15	FGIG_11959, FGIG_11996, FGIG_12497
OG0000695	SRDH2_99540.1	FGIG_01172
OG0000695	SRDH2_45790.2, SRDH2_45790.3, SRDH2_45790.1	FGIG_00165
OG0000696	SRDH2_5500.1	FGIG_00322
OG0000697	SRDH2_40450.1	FGIG_00451
OG0000698	SRDH2_18520.1, SRDH2_18520.2, SRDH2_18520.10, SRDH2_18520.11, SRDH2_18520.12, SRDH2_18520.13, SRDH2_18520.6, SRDH2_18520.7, SRDH2_18520.8, SRDH2_18520.9, SRDH2_18520.14, SRDH2_18520.3, SRDH2_18520.5, SRDH2_18520.15, SRDH2_18520.4	FGIG_00723
OG0000699	SRDH2_46750.3, SRDH2_46750.1, SRDH2_46750.2	FGIG_08660
OG0000700	SRDH2_28600.1, SRDH2_24350.1, SRDH2_24360.1, SRDH2_24370.1, SRDH2_24370.2	FGIG_01249
OG0000701	SRDH2_62420.2, SRDH2_62420.3, SRDH2_62420.4, SRDH2_62420.7, SRDH2_62420.1, SRDH2_62420.5, SRDH2_62420.6, SRDH2_62420.8	FGIG_01998
OG0000702	SRDH2_89410.19, SRDH2_89410.16, SRDH2_89410.13, SRDH2_89410.10, SRDH2_89410.14, SRDH2_89410.15, SRDH2_89410.18, SRDH2_89410.20, SRDH2_89410.9, SRDH2_89410.21, SRDH2_89410.3, SRDH2_89410.4, SRDH2_89410.6, SRDH2_89410.12, SRDH2_89410.2, SRDH2_89410.11, SRDH2_89410.17, SRDH2_89410.5, SRDH2_89410.7, SRDH2_89410.1, SRDH2_89410.8	FGIG_02188
OG0000703	SRDH2_190.1, SRDH2_190.3, SRDH2_190.2	FGIG_02284, FGIG_02283, FGIG_09761, FGIG_07532, FGIG_07531, FGIG_06144
OG0000704	SRDH2_49040.1, SRDH2_49040.2, SRDH2_49040.3	FGIG_02296
OG0000705	SRDH2_6190.1, SRDH2_6190.5, SRDH2_6190.3, SRDH2_6190.4, SRDH2_6190.2	FGIG_02537, FGIG_04858
OG0000706	SRDH2_43620.1	FGIG_03088
OG0000706	SRDH2_53670.1, SRDH2_53670.2, SRDH2_53670.3	FGIG_06242
OG0000707	SRDH2_97620.1, SRDH2_97620.2, SRDH2_97620.3	FGIG_03479, FGIG_13999
OG0000708	SRDH2_37730.1	FGIG_03513, FGIG_05397
OG0000709	SRDH2_43880.1, SRDH2_43880.2	FGIG_03634
OG0000710	SRDH2_8200.11, SRDH2_8200.5, SRDH2_8200.6, SRDH2_8200.9, SRDH2_8200.8, SRDH2_8200.10, SRDH2_8200.12, SRDH2_8200.4, SRDH2_8200.7, SRDH2_8200.3, SRDH2_8200.1, SRDH2_8200.2	FGIG_04123
OG0000711	SRDH2_76260.2, SRDH2_76260.1, SRDH2_76260.4, SRDH2_76260.5, SRDH2_76260.3	FGIG_04685
OG0000712	SRDH2_53320.1	FGIG_04717
OG0000713	SRDH2_73970.1	FGIG_04850
OG0000714	SRDH2_47070.2, SRDH2_47070.6, SRDH2_47070.9, SRDH2_47070.7, SRDH2_47070.3, SRDH2_47070.5, SRDH2_47070.1, SRDH2_47070.11, SRDH2_47070.4, SRDH2_47070.10, SRDH2_47070.8	FGIG_09522, FGIG_05276
OG0000715	SRDH2_27760.6, SRDH2_27760.5, SRDH2_27760.1, SRDH2_27760.2, SRDH2_27760.3, SRDH2_27760.4	FGIG_05565
OG0000716	SRDH2_11870.2, SRDH2_11870.1, SRDH2_11870.4, SRDH2_11870.5, SRDH2_11870.3	FGIG_06079, FGIG_11256
OG0000717	SRDH2_60610.1, SRDH2_60610.2, SRDH2_60610.3, SRDH2_60610.4, SRDH2_60610.5, SRDH2_60610.6, SRDH2_60610.7	FGIG_06905, FGIG_06906
OG0000718	SRDH2_76530.1	FGIG_07103
OG0000719	SRDH2_56140.4, SRDH2_56140.1, SRDH2_56140.2, SRDH2_56140.5, SRDH2_56140.7, SRDH2_56140.9, SRDH2_56140.6, SRDH2_56140.8, SRDH2_56140.3, SRDH2_56140.10	FGIG_07183
OG0000720	SRDH2_78850.1	FGIG_07280
OG0000721	SRDH2_46480.2, SRDH2_46480.4, SRDH2_46480.12, SRDH2_46480.7, SRDH2_46480.9, SRDH2_46480.13, SRDH2_46480.5, SRDH2_46480.8, SRDH2_46480.3, SRDH2_46480.1, SRDH2_46480.11, SRDH2_46480.6, SRDH2_46480.10	FGIG_07460
OG0000722	SRDH2_5400.1, SRDH2_5400.9, SRDH2_5400.10, SRDH2_5400.6, SRDH2_5400.2, SRDH2_5400.3, SRDH2_5400.4, SRDH2_5400.5, SRDH2_5400.7, SRDH2_5400.8	FGIG_07693, FGIG_07988
OG0000723	SRDH2_78550.1, SRDH2_78550.3, SRDH2_78550.4, SRDH2_78550.10, SRDH2_78550.8, SRDH2_78550.7, SRDH2_78550.5, SRDH2_78550.2, SRDH2_78550.9, SRDH2_78550.6	FGIG_08409
OG0000724	SRDH2_42140.1, SRDH2_42140.2, SRDH2_42140.3	FGIG_08545, FGIG_08543
OG0000725	SRDH2_78920.1	FGIG_08674, FGIG_12036
OG0000726	SRDH2_30220.1, SRDH2_30220.2	FGIG_08836
OG0000726	SRDH2_30230.1	FGIG_08835
OG0000727	SRDH2_38860.2, SRDH2_38860.3, SRDH2_38860.8, SRDH2_38860.12, SRDH2_38860.13, SRDH2_38860.1, SRDH2_38860.5, SRDH2_38860.6, SRDH2_38860.7, SRDH2_38860.10, SRDH2_38860.11, SRDH2_38860.9, SRDH2_38860.14, SRDH2_38860.4	FGIG_09069
OG0000728	SRDH2_49170.1	FGIG_12215, FGIG_09158
OG0000729	SRDH2_9110.1, SRDH2_9120.2, SRDH2_9120.1, SRDH2_9120.3	FGIG_12577, FGIG_12004, FGIG_09493, FGIG_11791
OG0000730	SRDH2_61680.1, SRDH2_61680.2, SRDH2_61680.3, SRDH2_61680.4	FGIG_10454
OG0000731	SRDH2_78130.12, SRDH2_78130.13, SRDH2_78130.10, SRDH2_78130.8, SRDH2_78130.1, SRDH2_78130.4, SRDH2_78130.3, SRDH2_78130.11, SRDH2_78130.2, SRDH2_78130.7, SRDH2_78130.6, SRDH2_78130.9, SRDH2_78130.5	FGIG_10487
OG0000732	SRDH2_3590.10, SRDH2_3590.9, SRDH2_3590.13, SRDH2_3590.11, SRDH2_3590.8, SRDH2_3590.3, SRDH2_3590.5, SRDH2_3590.6, SRDH2_3590.7, SRDH2_3590.12, SRDH2_3590.1, SRDH2_3590.16, SRDH2_3590.4, SRDH2_3590.15, SRDH2_3590.14, SRDH2_3590.2	FGIG_11075
OG0000733	SRDH2_2970.1, SRDH2_2970.2, SRDH2_2970.3, SRDH2_2970.4, SRDH2_2970.5	FGIG_12111, FGIG_11583
OG0000736	SRDH2_80070.2, SRDH2_80070.3, SRDH2_80070.4, SRDH2_80070.5, SRDH2_80070.6, SRDH2_80070.1, SRDH2_80070.9, SRDH2_80070.7, SRDH2_80070.8	FGIG_00111
OG0000737	SRDH2_10170.1	FGIG_00338, FGIG_00337, FGIG_00339
OG0000738	SRDH2_71450.1, SRDH2_71450.2, SRDH2_71460.1	FGIG_02670, FGIG_00476, FGIG_08925
OG0000740	SRDH2_8610.1	FGIG_01427
OG0000741	SRDH2_86820.1	FGIG_02730
OG0000742	SRDH2_86190.2, SRDH2_85800.1, SRDH2_14110.1, SRDH2_86300.1, SRDH2_86310.1, SRDH2_86310.2, SRDH2_86320.1, SRDH2_86240.1, SRDH2_86230.1, SRDH2_86230.2, SRDH2_86230.3	FGIG_02978
OG0000743	SRDH2_21800.11, SRDH2_21800.10, SRDH2_21800.1, SRDH2_21800.2, SRDH2_21800.3, SRDH2_21800.4, SRDH2_21800.5, SRDH2_21800.6, SRDH2_21800.7, SRDH2_21800.8, SRDH2_21800.9	FGIG_03357
OG0000744	SRDH2_3670.1, SRDH2_3670.3, SRDH2_3670.4, SRDH2_3670.7, SRDH2_3670.6, SRDH2_3670.10, SRDH2_3670.2, SRDH2_3670.5, SRDH2_3670.8, SRDH2_3670.9	FGIG_04615
OG0000745	SRDH2_31900.1, SRDH2_31900.2, SRDH2_31900.3, SRDH2_31900.4	FGIG_04697, FGIG_11035
OG0000746	SRDH2_62310.1	FGIG_05601
OG0000747	SRDH2_43190.2, SRDH2_43190.3, SRDH2_43190.5, SRDH2_43190.1, SRDH2_43190.4, SRDH2_43190.6	FGIG_05634
OG0000748	SRDH2_72150.1	FGIG_05694, FGIG_05760, FGIG_05761
OG0000749	SRDH2_71650.1	FGIG_05710
OG0000750	SRDH2_76160.3, SRDH2_76160.1, SRDH2_76160.6, SRDH2_76160.7, SRDH2_76160.2, SRDH2_76160.5, SRDH2_76160.4, SRDH2_76160.10, SRDH2_76160.9, SRDH2_76160.8	FGIG_06338
OG0000751	SRDH2_5530.1, SRDH2_2600.1, SRDH2_2690.1	FGIG_06853, FGIG_12237
OG0000752	SRDH2_96100.1, SRDH2_96150.5, SRDH2_96150.7, SRDH2_96150.8, SRDH2_96150.1, SRDH2_96150.2, SRDH2_96150.3, SRDH2_96150.4, SRDH2_96150.6	FGIG_06872
OG0000753	SRDH2_85130.1	FGIG_07104
OG0000754	SRDH2_51340.1	FGIG_07172
OG0000755	SRDH2_77360.1, SRDH2_77360.10, SRDH2_77360.2, SRDH2_77360.3, SRDH2_77360.4, SRDH2_77360.5, SRDH2_77360.6, SRDH2_77360.7, SRDH2_77360.8, SRDH2_77360.9	FGIG_07206
OG0000756	SRDH2_39150.1	FGIG_07332
OG0000757	SRDH2_53460.3, SRDH2_53460.2, SRDH2_53460.1	FGIG_07577
OG0000758	SRDH2_9150.7, SRDH2_9150.1, SRDH2_9150.8, SRDH2_9150.3, SRDH2_9150.12, SRDH2_9150.13, SRDH2_9150.2, SRDH2_9150.11, SRDH2_9150.10, SRDH2_9150.9	FGIG_07692
OG0000759	SRDH2_53070.9, SRDH2_53070.6, SRDH2_53070.7, SRDH2_53070.8, SRDH2_53070.1, SRDH2_53070.2, SRDH2_53070.3, SRDH2_53070.4, SRDH2_53070.5	FGIG_08239, FGIG_08240, FGIG_11630, FGIG_08238
OG0000760	SRDH2_80690.1, SRDH2_80690.2, SRDH2_80690.3, SRDH2_80690.4, SRDH2_80690.5	FGIG_08405
OG0000761	SRDH2_54660.2, SRDH2_54660.9, SRDH2_54660.8, SRDH2_54660.3, SRDH2_54660.5, SRDH2_54660.1, SRDH2_54660.7, SRDH2_54660.4, SRDH2_54660.6	FGIG_08641
OG0000762	SRDH2_84140.1	FGIG_11563, FGIG_11679
OG0000762	SRDH2_89980.1, SRDH2_89980.3, SRDH2_89980.2	FGIG_08717
OG0000763	SRDH2_20090.1	FGIG_10588
OG0000764	SRDH2_9280.2, SRDH2_9280.4, SRDH2_9280.6, SRDH2_9280.5, SRDH2_9280.3, SRDH2_9280.1	FGIG_10711
OG0000765	SRDH2_53090.2, SRDH2_53090.1	FGIG_12043, FGIG_11357
OG0000765	SRDH2_53080.1, SRDH2_53080.2	FGIG_11560, FGIG_12698
OG0000766	SRDH2_64640.2, SRDH2_64640.1, SRDH2_64640.3, SRDH2_64640.4, SRDH2_64640.5, SRDH2_64640.6	FGIG_11419
OG0000767	SRDH2_65780.8, SRDH2_65780.3, SRDH2_65780.5, SRDH2_65780.6, SRDH2_65780.1, SRDH2_65780.9, SRDH2_65780.4, SRDH2_65780.2, SRDH2_65780.7	FGIG_11449
OG0000768	SRDH2_40160.1	FGIG_11533, FGIG_12305
OG0000769	SRDH2_2210.1, SRDH2_2210.2, SRDH2_2210.3, SRDH2_2210.6, SRDH2_2210.7, SRDH2_2210.4, SRDH2_2210.5	FGIG_12118, FGIG_12119
OG0000770	SRDH2_18340.3, SRDH2_18340.4, SRDH2_18340.1, SRDH2_18340.2	FGIG_12503, FGIG_12181
OG0000773	SRDH2_26150.1, SRDH2_26150.2, SRDH2_26150.3, SRDH2_26150.4, SRDH2_26150.5	FGIG_04534, FGIG_00207
OG0000774	SRDH2_47950.2, SRDH2_47950.3, SRDH2_47950.4, SRDH2_47950.1, SRDH2_47950.5, SRDH2_47950.6	FGIG_00300, FGIG_00299
OG0000775	SRDH2_52660.1, SRDH2_52660.2, SRDH2_52660.3, SRDH2_52660.4, SRDH2_52660.6, SRDH2_52660.7, SRDH2_52660.5, SRDH2_52660.8	FGIG_00308
OG0000776	SRDH2_46510.1	FGIG_10546
OG0000776	SRDH2_58160.1, SRDH2_58160.2	FGIG_00374
OG0000777	SRDH2_53800.6, SRDH2_53800.5, SRDH2_53800.4, SRDH2_53800.1, SRDH2_53800.2, SRDH2_53800.3	FGIG_00633
OG0000778	SRDH2_23360.1	FGIG_03692
OG0000779	SRDH2_3760.2, SRDH2_3760.3, SRDH2_3760.7, SRDH2_3760.8, SRDH2_3760.6, SRDH2_3760.5, SRDH2_3760.1, SRDH2_3760.4	FGIG_00938
OG0000780	SRDH2_15470.2, SRDH2_15470.3, SRDH2_15470.4, SRDH2_15470.1, SRDH2_15470.5, SRDH2_15470.6	FGIG_01425
OG0000781	SRDH2_11570.1	FGIG_01631
OG0000781	SRDH2_490.1	FGIG_06825
OG0000782	SRDH2_36880.8, SRDH2_36880.6, SRDH2_36880.9, SRDH2_36880.14, SRDH2_36880.15, SRDH2_36880.16, SRDH2_36880.5, SRDH2_36880.7, SRDH2_36880.4, SRDH2_36880.1, SRDH2_36880.3, SRDH2_36880.11, SRDH2_36880.10, SRDH2_36880.12, SRDH2_36880.13, SRDH2_36880.2	FGIG_01653, FGIG_01652
OG0000783	SRDH2_51630.2, SRDH2_51630.1, SRDH2_51630.3, SRDH2_51630.4	FGIG_02146, FGIG_11024, FGIG_11880
OG0000784	SRDH2_36950.4, SRDH2_36950.5, SRDH2_36950.2, SRDH2_36950.7, SRDH2_36950.3, SRDH2_36950.6, SRDH2_36950.1	FGIG_02281
OG0000785	SRDH2_60530.1, SRDH2_60530.9, SRDH2_60530.10, SRDH2_60530.11, SRDH2_60530.6, SRDH2_60530.7, SRDH2_60530.5, SRDH2_60530.3, SRDH2_60530.12, SRDH2_60530.2, SRDH2_60530.8, SRDH2_60530.4	FGIG_02641, FGIG_02640
OG0000786	SRDH2_40980.4, SRDH2_40980.3, SRDH2_40980.1, SRDH2_40980.2, SRDH2_40980.5	FGIG_02834
OG0000787	SRDH2_96260.1, SRDH2_96260.2	FGIG_03330
OG0000788	SRDH2_12730.2, SRDH2_12730.1	FGIG_03424
OG0000789	SRDH2_25940.1, SRDH2_25940.2, SRDH2_25940.4, SRDH2_25940.3, SRDH2_25930.1, SRDH2_25930.2, SRDH2_25930.3, SRDH2_25930.4, SRDH2_25930.5	FGIG_03779
OG0000790	SRDH2_39480.1, SRDH2_39480.2, SRDH2_39480.3	FGIG_08832, FGIG_03836
OG0000791	SRDH2_43050.1, SRDH2_43050.2, SRDH2_43050.3, SRDH2_43050.6, SRDH2_43050.7, SRDH2_43050.4, SRDH2_43050.5	FGIG_09865, FGIG_04257, FGIG_04256
OG0000792	SRDH2_5720.1	FGIG_04315
