Orthogroup	schistosoma_rodhaini	schistosoma_bovis
OG0001049	SRDH2_56260.1	SBOV2_50340.7, SBOV2_50340.5, SBOV2_50340.1, SBOV2_50340.2, SBOV2_50340.3, SBOV2_50340.4, SBOV2_50340.6
OG0001050	SRDH2_63870.4, SRDH2_63870.3, SRDH2_63870.2, SRDH2_63870.6, SRDH2_63870.5, SRDH2_63870.1	SBOV2_61840.2, SBOV2_61840.1
OG0001051	SRDH2_90640.1	SBOV2_86990.1, SBOV2_86990.2, SBOV2_86990.3, SBOV2_86990.4, SBOV2_86990.5
OG0001052	SRDH2_56230.2	SBOV2_50370.2
OG0001053	SRDH2_65130.2, SRDH2_65130.4, SRDH2_65130.5, SRDH2_65130.6, SRDH2_65130.1, SRDH2_65130.3, SRDH2_65130.8, SRDH2_65130.9, SRDH2_65130.7	SBOV2_63060.3, SBOV2_63060.9, SBOV2_63060.7, SBOV2_63060.1, SBOV2_63060.6, SBOV2_63060.4, SBOV2_63060.10, SBOV2_63060.2, SBOV2_63060.5, SBOV2_63060.8
OG0001054	SRDH2_12170.1, SRDH2_12170.2, SRDH2_11910.1, SRDH2_11910.2	SBOV2_11480.2, SBOV2_11480.3, SBOV2_11450.1, SBOV2_11480.1
OG0001055	SRDH2_38900.1	SBOV2_28980.1, SBOV2_28980.3, SBOV2_28980.2
OG0001056	SRDH2_59300.2, SRDH2_59300.1, SRDH2_59300.3	SBOV2_57440.1, SBOV2_57440.5, SBOV2_57440.6, SBOV2_57440.2, SBOV2_57440.3, SBOV2_57440.4, SBOV2_57440.7
OG0001057	SRDH2_89850.6, SRDH2_89850.8, SRDH2_89850.4, SRDH2_89850.3, SRDH2_89850.5, SRDH2_89850.2, SRDH2_89850.7, SRDH2_89850.1	SBOV2_86810.1
OG0001058	SRDH2_62480.1, SRDH2_62480.2	SBOV2_60480.1, SBOV2_60480.2
OG0001059	SRDH2_17460.1, SRDH2_17460.2, SRDH2_17460.3, SRDH2_17460.4, SRDH2_17460.5, SRDH2_17460.8, SRDH2_17460.9, SRDH2_17460.7, SRDH2_17460.6	SBOV2_16500.1
OG0001060	SRDH2_65430.1	SBOV2_63330.1, SBOV2_63330.2, SBOV2_63340.1
OG0001061	SRDH2_11390.1, SRDH2_11390.4, SRDH2_11400.1, SRDH2_11390.5, SRDH2_11390.2, SRDH2_11390.3	SBOV2_10820.3, SBOV2_10820.1, SBOV2_10820.2, SBOV2_10820.6, SBOV2_10820.5, SBOV2_10810.1, SBOV2_10820.4
OG0001062	SRDH2_49610.1	SBOV2_48260.1, SBOV2_48260.2, SBOV2_48260.3, SBOV2_48260.4
OG0001063	SRDH2_87340.3, SRDH2_87340.2, SRDH2_87340.1	SBOV2_83800.1
OG0001064	SRDH2_48530.1	SBOV2_47100.1, SBOV2_47100.2
OG0001065	SRDH2_29440.1	SBOV2_38540.1
OG0001065	SRDH2_29450.1	SBOV2_38530.1, SBOV2_38530.2, SBOV2_38530.3
OG0001065	SRDH2_29460.1	SBOV2_38520.1
OG0001066	SRDH2_10420.2, SRDH2_10420.4, SRDH2_10420.3, SRDH2_10420.1	SBOV2_9840.1
OG0001067	SRDH2_98740.1, SRDH2_98750.1	SBOV2_94350.1
OG0001067	SRDH2_98490.2, SRDH2_98490.4, SRDH2_98490.1, SRDH2_98490.3, SRDH2_98490.5	SBOV2_94150.1, SBOV2_94140.2, SBOV2_94140.3, SBOV2_94140.1, SBOV2_94140.4, SBOV2_94140.5
OG0001068	SRDH2_77720.15, SRDH2_77720.2, SRDH2_77720.14, SRDH2_77720.8, SRDH2_77720.1, SRDH2_77720.9, SRDH2_77720.10, SRDH2_77720.11, SRDH2_77720.12, SRDH2_77720.7, SRDH2_77720.6, SRDH2_77720.17, SRDH2_77720.3, SRDH2_77720.4, SRDH2_77720.18, SRDH2_77720.5, SRDH2_77720.16, SRDH2_77720.13	SBOV2_74960.1
OG0001070	SRDH2_64720.1	SBOV2_62710.1
OG0001070	SRDH2_78170.2, SRDH2_78170.1, SRDH2_78170.3	SBOV2_75370.1
OG0001071	SRDH2_67530.1	SBOV2_64710.4, SBOV2_64710.1, SBOV2_64710.2, SBOV2_64710.3
OG0001072	SRDH2_42560.1	SBOV2_25650.3, SBOV2_25650.1, SBOV2_25650.4, SBOV2_25650.2, SBOV2_25650.6, SBOV2_25650.5, SBOV2_25650.7
OG0001073	SRDH2_17300.1	SBOV2_16320.3, SBOV2_16320.4, SBOV2_16320.10, SBOV2_16320.12, SBOV2_16320.7, SBOV2_16320.1, SBOV2_16320.11, SBOV2_16320.2, SBOV2_16320.5, SBOV2_16320.6, SBOV2_16320.8, SBOV2_16320.9
OG0001074	SRDH2_27940.4, SRDH2_27940.3, SRDH2_27940.2, SRDH2_27940.1	SBOV2_40050.1
OG0001075	SRDH2_63470.5, SRDH2_63470.6, SRDH2_63470.4, SRDH2_63470.3, SRDH2_63470.1, SRDH2_63470.2	SBOV2_61450.1
OG0001076	SRDH2_47190.5, SRDH2_47190.2, SRDH2_47190.3, SRDH2_47190.6, SRDH2_47190.4, SRDH2_47190.1	SBOV2_45700.1, SBOV2_45700.3, SBOV2_45700.2
OG0001077	SRDH2_50890.19, SRDH2_50890.1, SRDH2_50890.13, SRDH2_50890.15, SRDH2_50890.18, SRDH2_50890.7, SRDH2_50890.8, SRDH2_50890.20, SRDH2_50890.4, SRDH2_50890.12, SRDH2_50890.17, SRDH2_50890.5, SRDH2_50890.6, SRDH2_50890.16, SRDH2_50890.10, SRDH2_50890.11, SRDH2_50890.14, SRDH2_50890.2, SRDH2_50890.3, SRDH2_50890.9	SBOV2_49460.3, SBOV2_49460.4, SBOV2_49460.1, SBOV2_49460.5, SBOV2_49460.2, SBOV2_49460.6, SBOV2_49460.7
OG0001078	SRDH2_62860.12, SRDH2_62860.4, SRDH2_62860.2, SRDH2_62860.13, SRDH2_62860.14, SRDH2_62860.15, SRDH2_62860.8, SRDH2_62860.9, SRDH2_62860.10, SRDH2_62860.16, SRDH2_62860.17, SRDH2_62860.7, SRDH2_62860.11, SRDH2_62860.6, SRDH2_62860.3, SRDH2_62860.1, SRDH2_62860.5	SBOV2_60880.1, SBOV2_60880.2, SBOV2_60880.3
OG0001079	SRDH2_77220.1	SBOV2_74430.1, SBOV2_74440.1, SBOV2_74440.2, SBOV2_74440.3, SBOV2_74440.4
OG0001080	SRDH2_75640.3, SRDH2_75640.1, SRDH2_75640.2	SBOV2_72980.3, SBOV2_72980.1, SBOV2_72980.2
OG0001081	SRDH2_35870.1, SRDH2_35870.2, SRDH2_35870.7, SRDH2_35870.8, SRDH2_35870.3, SRDH2_35870.4, SRDH2_35870.5, SRDH2_35870.6	SBOV2_33710.2, SBOV2_33710.1, SBOV2_33710.5, SBOV2_33710.3, SBOV2_33710.4, SBOV2_33700.1
OG0001082	SRDH2_49410.6, SRDH2_49410.5, SRDH2_49410.3, SRDH2_49410.2, SRDH2_49410.4, SRDH2_49410.1	SBOV2_48050.2, SBOV2_48050.1, SBOV2_48050.3
OG0001083	SRDH2_97720.2, SRDH2_97720.1	SBOV2_93340.5, SBOV2_93340.1, SBOV2_93340.2, SBOV2_93340.4, SBOV2_93340.3
OG0001084	SRDH2_21140.3	SBOV2_20160.4
OG0001085	SRDH2_98730.2, SRDH2_98730.1	SBOV2_94340.1, SBOV2_94340.2
OG0001086	SRDH2_73900.3, SRDH2_73900.4, SRDH2_73900.5, SRDH2_73900.1, SRDH2_73900.2, SRDH2_73900.9, SRDH2_73900.6, SRDH2_73900.7, SRDH2_73900.8	SBOV2_71090.1
OG0001087	SRDH2_52280.1	SBOV2_54230.1
OG0001088	SRDH2_25010.2, SRDH2_25010.3, SRDH2_25010.4, SRDH2_25010.5, SRDH2_25010.1, SRDH2_25010.6	SBOV2_24070.1
OG0001089	SRDH2_67510.8, SRDH2_67510.7, SRDH2_67510.4, SRDH2_67510.1, SRDH2_67510.5, SRDH2_67510.2, SRDH2_67510.3	SBOV2_64690.3, SBOV2_64690.1, SBOV2_64690.2, SBOV2_64690.5, SBOV2_64690.4
OG0001090	SRDH2_99440.1, SRDH2_99440.2, SRDH2_99440.3, SRDH2_99440.4	SBOV2_95330.1, SBOV2_95330.2, SBOV2_95330.3, SBOV2_95330.4, SBOV2_95330.5, SBOV2_95330.6, SBOV2_95330.7, SBOV2_95330.8
OG0001091	SRDH2_49320.1	SBOV2_47940.1, SBOV2_47940.2, SBOV2_47940.4, SBOV2_47940.5, SBOV2_47940.3, SBOV2_47940.6
OG0001092	SRDH2_71560.1, SRDH2_71560.2	SBOV2_96870.1, SBOV2_69170.1, SBOV2_69170.2, SBOV2_69170.3, SBOV2_69150.1
OG0001093	SRDH2_83520.1, SRDH2_83520.3, SRDH2_83520.2	SBOV2_80560.5, SBOV2_80560.7, SBOV2_80560.8, SBOV2_80560.9, SBOV2_80560.6, SBOV2_80560.4, SBOV2_80560.2, SBOV2_80560.1, SBOV2_80560.3
OG0001094	SRDH2_34260.1, SRDH2_34260.3, SRDH2_34260.2, SRDH2_34260.5, SRDH2_34260.4	SBOV2_31030.4, SBOV2_31030.3, SBOV2_31030.5, SBOV2_31030.1, SBOV2_31030.2, SBOV2_31030.6
OG0001095	SRDH2_51990.1	SBOV2_54530.1
OG0001096	SRDH2_19880.1	SBOV2_18900.5, SBOV2_18900.1, SBOV2_18900.2, SBOV2_18900.3, SBOV2_18900.4
OG0001097	SRDH2_70670.2, SRDH2_70670.1, SRDH2_70670.4, SRDH2_70670.3	SBOV2_68850.1
OG0001099	SRDH2_95420.1	SBOV2_91350.1
OG0001100	SRDH2_66780.1, SRDH2_66780.2	SBOV2_67560.5, SBOV2_67560.3, SBOV2_67560.1, SBOV2_67560.2, SBOV2_67560.4
OG0001101	SRDH2_46680.1, SRDH2_46680.6, SRDH2_46560.1, SRDH2_46670.1, SRDH2_46680.2, SRDH2_46680.3, SRDH2_46680.5, SRDH2_46680.4	SBOV2_45150.1, SBOV2_45150.2
OG0001102	SRDH2_64010.3, SRDH2_64010.4, SRDH2_64010.1, SRDH2_64010.2	SBOV2_61990.1, SBOV2_61990.3, SBOV2_61990.2
OG0001103	SRDH2_97600.1, SRDH2_97600.2	SBOV2_93210.1, SBOV2_93210.3, SBOV2_93210.4, SBOV2_93210.2
OG0001104	SRDH2_63990.6, SRDH2_63990.7, SRDH2_63990.1, SRDH2_63990.4, SRDH2_63990.2, SRDH2_63990.5, SRDH2_63990.3	SBOV2_61970.1, SBOV2_61970.2
OG0001105	SRDH2_36560.3, SRDH2_36560.4, SRDH2_36560.5, SRDH2_36560.1, SRDH2_36560.2	SBOV2_35630.1, SBOV2_35630.2, SBOV2_35630.4, SBOV2_35630.3
OG0001106	SRDH2_70610.4, SRDH2_70610.2, SRDH2_70610.1, SRDH2_70610.3	SBOV2_67850.6, SBOV2_67850.4, SBOV2_67850.1, SBOV2_67850.3, SBOV2_67850.2, SBOV2_67850.5
OG0001107	SRDH2_52400.7, SRDH2_52400.1, SRDH2_52400.10, SRDH2_52400.2, SRDH2_52400.3, SRDH2_52400.4, SRDH2_52400.5, SRDH2_52400.6, SRDH2_52400.8, SRDH2_52400.9	SBOV2_54110.1, SBOV2_54110.2, SBOV2_54110.3
OG0001108	SRDH2_28990.1, SRDH2_28990.3, SRDH2_28990.5, SRDH2_28990.4, SRDH2_28990.2	SBOV2_39010.2, SBOV2_39010.1
OG0001109	SRDH2_35930.3, SRDH2_35930.1, SRDH2_35930.4, SRDH2_35930.2	SBOV2_33660.2, SBOV2_33660.6, SBOV2_33660.3, SBOV2_33660.4, SBOV2_33660.1, SBOV2_33660.5
OG0001110	SRDH2_3990.1, SRDH2_3990.2, SRDH2_3990.3, SRDH2_3990.5, SRDH2_3990.4	SBOV2_3950.3, SBOV2_3950.1, SBOV2_3950.2
OG0001111	SRDH2_49740.4, SRDH2_49740.5, SRDH2_49740.2, SRDH2_49740.3, SRDH2_49740.1	SBOV2_48370.1
OG0001112	SRDH2_98910.1	SBOV2_94520.1
OG0001112	SRDH2_98900.1, SRDH2_98890.1	SBOV2_94500.1, SBOV2_94510.1
OG0001113	SRDH2_7970.1, SRDH2_7970.3, SRDH2_7970.2	SBOV2_7630.1
OG0001114	SRDH2_6700.3	SBOV2_6570.1
OG0001115	SRDH2_97690.2, SRDH2_97690.1, SRDH2_97690.3	SBOV2_93310.5, SBOV2_93310.8, SBOV2_93310.7, SBOV2_93310.4, SBOV2_93310.9, SBOV2_93310.3, SBOV2_93310.2, SBOV2_93310.10, SBOV2_93310.1, SBOV2_93310.6
OG0001116	SRDH2_84040.1, SRDH2_84040.3, SRDH2_84040.4, SRDH2_84040.2	SBOV2_81010.1
OG0001117	SRDH2_15770.1	SBOV2_14860.4, SBOV2_14860.1, SBOV2_14860.3, SBOV2_14860.2
OG0001118	SRDH2_74310.1, SRDH2_74310.2	SBOV2_70730.1
OG0001119	SRDH2_67490.1	SBOV2_64660.1
OG0001120	SRDH2_36930.1, SRDH2_36930.2, SRDH2_36930.4, SRDH2_36930.3	SBOV2_36030.4, SBOV2_36030.2, SBOV2_36030.1, SBOV2_36030.5, SBOV2_36030.3
OG0001121	SRDH2_58200.1	SBOV2_56050.2, SBOV2_56050.6, SBOV2_56050.7, SBOV2_56050.1, SBOV2_56050.4, SBOV2_56050.5, SBOV2_56050.3
OG0001122	SRDH2_81380.6, SRDH2_81380.2, SRDH2_81380.1, SRDH2_81380.5, SRDH2_81380.3, SRDH2_81380.4	SBOV2_78480.1
OG0001123	SRDH2_92270.1, SRDH2_92270.2	SBOV2_87700.5, SBOV2_87700.8, SBOV2_87700.7, SBOV2_87700.1, SBOV2_87700.2, SBOV2_87700.3, SBOV2_87700.4, SBOV2_87700.6
OG0001124	SRDH2_31780.3, SRDH2_31780.1, SRDH2_31780.2	SBOV2_29790.1
OG0001125	SRDH2_12830.1	SBOV2_13490.1, SBOV2_13460.1
OG0001126	SRDH2_10490.1	SBOV2_9880.4, SBOV2_9880.1, SBOV2_9880.2, SBOV2_9880.3
OG0001127	SRDH2_40320.1, SRDH2_40320.3, SRDH2_40320.4, SRDH2_40320.6, SRDH2_40320.5, SRDH2_40320.2	SBOV2_27660.10, SBOV2_27660.7, SBOV2_27660.8, SBOV2_27660.9, SBOV2_27660.4, SBOV2_27660.3, SBOV2_27660.1, SBOV2_27660.5, SBOV2_27660.6, SBOV2_27660.2
OG0001128	SRDH2_77980.1	SBOV2_75220.1
OG0001129	SRDH2_37400.1	SBOV2_30100.1
OG0001130	SRDH2_13890.1, SRDH2_13890.3, SRDH2_13890.5, SRDH2_13890.2, SRDH2_13890.4	SBOV2_11810.1
OG0001131	SRDH2_75800.1, SRDH2_75800.2, SRDH2_75800.3	SBOV2_73120.1
OG0001132	SRDH2_85460.1	SBOV2_82320.1
OG0001133	SRDH2_99580.1, SRDH2_99580.2	SBOV2_95350.1
OG0001133	SRDH2_16490.1	SBOV2_15590.1
OG0001134	SRDH2_65840.2, SRDH2_65840.4, SRDH2_65840.1, SRDH2_65840.5, SRDH2_65840.6, SRDH2_65840.3	SBOV2_64870.3, SBOV2_64870.4, SBOV2_64870.5, SBOV2_64870.7, SBOV2_64870.1, SBOV2_64870.2, SBOV2_64870.6, SBOV2_65260.1, SBOV2_65260.2
OG0001135	SRDH2_38410.1	SBOV2_33230.1, SBOV2_33230.2, SBOV2_33230.3, SBOV2_33230.4
OG0001136	SRDH2_24070.1	SBOV2_23200.2, SBOV2_23200.3, SBOV2_23200.10, SBOV2_23200.7, SBOV2_23200.9, SBOV2_23200.4, SBOV2_23200.5, SBOV2_23200.6, SBOV2_23200.1, SBOV2_23200.8, SBOV2_23200.11
OG0001137	SRDH2_54460.1	SBOV2_52080.1, SBOV2_52080.2, SBOV2_52090.1, SBOV2_52080.3
OG0001138	SRDH2_20970.1, SRDH2_20970.2, SRDH2_20970.3	SBOV2_19980.5, SBOV2_19980.7, SBOV2_19980.9, SBOV2_19980.4, SBOV2_19980.6, SBOV2_19980.2, SBOV2_19980.1, SBOV2_19980.3, SBOV2_19980.8
OG0001139	SRDH2_37640.2, SRDH2_37640.8, SRDH2_37640.4, SRDH2_37640.5, SRDH2_37640.1, SRDH2_37640.3, SRDH2_37640.7, SRDH2_37640.6	SBOV2_30350.1, SBOV2_30350.2, SBOV2_30350.3
OG0001140	SRDH2_47120.1, SRDH2_47120.10, SRDH2_47120.8, SRDH2_47120.6, SRDH2_47120.11, SRDH2_47120.12, SRDH2_47120.5, SRDH2_47120.7, SRDH2_47120.9, SRDH2_47120.2, SRDH2_47120.3, SRDH2_47120.4	SBOV2_45630.1, SBOV2_45630.2
OG0001141	SRDH2_81930.2, SRDH2_81930.1, SRDH2_81930.3	SBOV2_78890.2, SBOV2_78890.1
OG0001142	SRDH2_14980.1	SBOV2_12770.1
OG0001143	SRDH2_64360.1	SBOV2_62440.1
OG0001144	SRDH2_33710.1, SRDH2_33710.2, SRDH2_33710.3	SBOV2_31540.1, SBOV2_31540.2, SBOV2_31540.3, SBOV2_31540.4
OG0001145	SRDH2_66010.1, SRDH2_66010.2, SRDH2_66010.4, SRDH2_66010.3	SBOV2_65020.1, SBOV2_65020.2, SBOV2_65020.3, SBOV2_65020.6, SBOV2_65020.4, SBOV2_65020.5
OG0001146	SRDH2_4470.1, SRDH2_4460.1	SBOV2_4430.1, SBOV2_4430.2
OG0001147	SRDH2_7830.3, SRDH2_7830.1, SRDH2_7830.2, SRDH2_7830.5, SRDH2_7830.6, SRDH2_7830.4	SBOV2_7750.1
OG0001148	SRDH2_72480.2, SRDH2_72480.7, SRDH2_72480.4, SRDH2_72480.5, SRDH2_72480.10, SRDH2_72480.8, SRDH2_72480.9, SRDH2_72480.1, SRDH2_72480.3, SRDH2_72480.6	SBOV2_70000.1
OG0001149	SRDH2_80140.3, SRDH2_80140.4, SRDH2_80140.1, SRDH2_80140.5, SRDH2_80140.2	SBOV2_77240.1, SBOV2_77240.2, SBOV2_77240.3
OG0001150	SRDH2_54010.1	SBOV2_53520.1, SBOV2_53520.6, SBOV2_53520.2, SBOV2_53520.3, SBOV2_53520.4, SBOV2_53520.5
OG0001151	SRDH2_92930.1, SRDH2_92930.2	SBOV2_88380.1, SBOV2_88380.2, SBOV2_88380.3
OG0001152	SRDH2_14780.1	SBOV2_12590.1
OG0001153	SRDH2_70860.5, SRDH2_70860.3, SRDH2_70860.6, SRDH2_70860.4, SRDH2_70860.2, SRDH2_70860.1	SBOV2_68670.4, SBOV2_68670.1, SBOV2_68670.2, SBOV2_68670.3
OG0001154	SRDH2_44210.4, SRDH2_44210.5, SRDH2_44210.3, SRDH2_44210.1, SRDH2_44210.2	SBOV2_43220.1, SBOV2_43220.2, SBOV2_43220.3, SBOV2_43220.4
OG0001155	SRDH2_49230.3, SRDH2_49230.2, SRDH2_49230.6, SRDH2_49230.4, SRDH2_49230.5, SRDH2_49230.7, SRDH2_49230.1	SBOV2_47850.1
OG0001156	SRDH2_101390.1, SRDH2_101390.2, SRDH2_101390.3	SBOV2_96340.1, SBOV2_96340.2
OG0001156	SRDH2_7780.1	SBOV2_7800.1, SBOV2_7800.2
OG0001157	SRDH2_64390.16, SRDH2_64390.7, SRDH2_64390.13, SRDH2_64390.2, SRDH2_64390.12, SRDH2_64390.19, SRDH2_64390.20, SRDH2_64390.21, SRDH2_64390.14, SRDH2_64390.22, SRDH2_64390.17, SRDH2_64390.18, SRDH2_64390.9, SRDH2_64390.4, SRDH2_64390.11, SRDH2_64390.15, SRDH2_64390.5, SRDH2_64390.1, SRDH2_64390.3, SRDH2_64390.6, SRDH2_64390.8, SRDH2_64390.10	SBOV2_62470.1
OG0001158	SRDH2_42690.3, SRDH2_42690.2, SRDH2_42690.1, SRDH2_42690.4	SBOV2_41560.1, SBOV2_41560.2, SBOV2_41560.4, SBOV2_41560.5, SBOV2_41560.3
OG0001159	SRDH2_95150.1	SBOV2_91190.2, SBOV2_91190.5, SBOV2_91190.1, SBOV2_91190.3, SBOV2_91190.4
OG0001160	SRDH2_21690.1	SBOV2_20740.4, SBOV2_20740.3, SBOV2_20740.1, SBOV2_20740.2, SBOV2_20740.5, SBOV2_20740.6, SBOV2_20740.7
OG0001161	SRDH2_66140.1	SBOV2_65150.1, SBOV2_65150.2
OG0001162	SRDH2_33290.2, SRDH2_33290.1, SRDH2_33290.3, SRDH2_33290.4, SRDH2_33290.5, SRDH2_33290.6, SRDH2_33290.7	SBOV2_31960.1, SBOV2_31960.2, SBOV2_31960.5, SBOV2_31960.3, SBOV2_31960.4, SBOV2_31960.6
OG0001163	SRDH2_79140.1	SBOV2_76240.10, SBOV2_76240.1, SBOV2_76240.7, SBOV2_76240.4, SBOV2_76240.8, SBOV2_76240.2, SBOV2_76240.3, SBOV2_76240.6, SBOV2_76240.5, SBOV2_76240.9
OG0001164	SRDH2_83150.1	SBOV2_80110.1
OG0001165	SRDH2_59060.2, SRDH2_59060.3, SRDH2_59060.4, SRDH2_59060.5, SRDH2_59060.1	SBOV2_57200.2, SBOV2_57200.1, SBOV2_57200.3, SBOV2_57200.4
OG0001166	SRDH2_11420.4, SRDH2_11420.1, SRDH2_11420.2, SRDH2_11420.3	SBOV2_10790.3, SBOV2_10790.1, SBOV2_10790.2
OG0001167	SRDH2_33270.1, SRDH2_33270.2, SRDH2_33270.3, SRDH2_33270.4	SBOV2_31970.1, SBOV2_31970.3, SBOV2_31970.5, SBOV2_31970.2, SBOV2_31970.4
OG0001168	SRDH2_14570.1, SRDH2_14570.3, SRDH2_14570.4, SRDH2_14570.5, SRDH2_14570.2, SRDH2_14570.6	SBOV2_12380.4, SBOV2_12380.2, SBOV2_12380.3, SBOV2_12380.1
OG0001169	SRDH2_50920.1, SRDH2_50920.2	SBOV2_49490.1
OG0001170	SRDH2_11730.1	SBOV2_11130.1, SBOV2_11130.3, SBOV2_11130.4, SBOV2_11130.5, SBOV2_11130.2
OG0001171	SRDH2_16050.2, SRDH2_16050.1, SRDH2_16050.3	SBOV2_15150.1, SBOV2_15150.2
OG0001172	SRDH2_62080.3, SRDH2_62080.7, SRDH2_62080.6, SRDH2_62080.1, SRDH2_62080.4, SRDH2_62080.5, SRDH2_62080.2	SBOV2_60080.1, SBOV2_60080.6, SBOV2_60080.2, SBOV2_60080.4, SBOV2_60080.5, SBOV2_60080.3
OG0001173	SRDH2_1790.1, SRDH2_1790.2	SBOV2_1790.1
OG0001174	SRDH2_10130.6, SRDH2_10130.1, SRDH2_10130.4, SRDH2_10130.2, SRDH2_10130.3, SRDH2_10130.5, SRDH2_101560.3, SRDH2_101560.1, SRDH2_101560.6, SRDH2_101560.4, SRDH2_101560.7, SRDH2_101560.2, SRDH2_101560.5, SRDH2_101560.8, SRDH2_101560.11, SRDH2_101560.12, SRDH2_101560.10, SRDH2_101560.9	SBOV2_9610.3, SBOV2_9610.1, SBOV2_9610.2
OG0001175	SRDH2_53930.4, SRDH2_53930.1, SRDH2_53930.2, SRDH2_53930.3	SBOV2_53450.1, SBOV2_53450.3, SBOV2_53450.4, SBOV2_53450.5, SBOV2_53450.6, SBOV2_53450.2
OG0001176	SRDH2_75260.6, SRDH2_75260.1, SRDH2_75260.2, SRDH2_75260.3, SRDH2_75260.4, SRDH2_75260.5, SRDH2_75260.7	SBOV2_72620.1, SBOV2_72620.2, SBOV2_72620.3, SBOV2_72620.4
OG0001177	SRDH2_25230.2, SRDH2_25230.1	SBOV2_24310.5, SBOV2_24310.6, SBOV2_24310.7, SBOV2_24310.2, SBOV2_24310.1, SBOV2_24310.3, SBOV2_24310.8, SBOV2_24310.4, SBOV2_24300.1
OG0001178	SRDH2_2720.1	SBOV2_2650.1
OG0001178	SRDH2_102480.1, SRDH2_102470.1, SRDH2_2710.1, SRDH2_2710.4, SRDH2_2710.6, SRDH2_2710.2, SRDH2_2710.3, SRDH2_2710.5, SRDH2_2710.7	SBOV2_2640.1
OG0001179	SRDH2_96580.1	SBOV2_92220.4, SBOV2_92220.5, SBOV2_92220.1, SBOV2_92220.2, SBOV2_92220.3
OG0001180	SRDH2_9650.3, SRDH2_9650.6, SRDH2_9650.1, SRDH2_9650.8, SRDH2_9650.2, SRDH2_9650.5, SRDH2_9650.7, SRDH2_9650.4, SRDH2_9650.9, SRDH2_9650.10	SBOV2_9190.4, SBOV2_9190.3, SBOV2_9190.1, SBOV2_9190.2
OG0001181	SRDH2_59110.2, SRDH2_59110.3, SRDH2_59110.5, SRDH2_59110.4, SRDH2_59110.6, SRDH2_59110.1	SBOV2_57250.1, SBOV2_57250.3, SBOV2_57250.2
OG0001182	SRDH2_33540.1, SRDH2_33540.2, SRDH2_33540.3	SBOV2_31690.1, SBOV2_31690.2, SBOV2_31690.3, SBOV2_31690.4
OG0001183	SRDH2_11430.6, SRDH2_11430.1, SRDH2_11430.3, SRDH2_11430.7, SRDH2_11430.2, SRDH2_11430.10, SRDH2_11430.4, SRDH2_11430.5, SRDH2_11430.8, SRDH2_11430.9	SBOV2_10840.2, SBOV2_10840.4, SBOV2_10840.3, SBOV2_10840.1
OG0001184	SRDH2_3600.4, SRDH2_3600.6, SRDH2_3600.7, SRDH2_3600.5, SRDH2_3600.1, SRDH2_3600.8, SRDH2_3600.2, SRDH2_3600.9, SRDH2_3600.3	SBOV2_3550.3, SBOV2_3550.4, SBOV2_3550.5, SBOV2_3550.1, SBOV2_3550.2
OG0001185	SRDH2_11110.1, SRDH2_11110.2, SRDH2_11110.4, SRDH2_11110.3, SRDH2_11110.5	SBOV2_10450.3, SBOV2_10450.4, SBOV2_10450.1, SBOV2_10450.2, SBOV2_10450.5
OG0001186	SRDH2_4970.1, SRDH2_4970.2, SRDH2_4970.3	SBOV2_4930.1, SBOV2_4930.10, SBOV2_4930.11, SBOV2_4930.2, SBOV2_4930.3, SBOV2_4930.4, SBOV2_4930.6, SBOV2_4930.7, SBOV2_4930.8, SBOV2_4930.9, SBOV2_4930.5, SBOV2_4930.12
OG0001187	SRDH2_31630.1	SBOV2_36320.4, SBOV2_36320.3, SBOV2_36320.2, SBOV2_36320.1
OG0001188	SRDH2_8120.4, SRDH2_8120.5	SBOV2_7500.2, SBOV2_7500.1, SBOV2_7500.3, SBOV2_7500.4, SBOV2_7500.5
OG0001189	SRDH2_13510.4, SRDH2_13510.3, SRDH2_13510.6, SRDH2_13510.7, SRDH2_13510.1, SRDH2_13510.2, SRDH2_13510.5	SBOV2_14100.1
OG0001190	SRDH2_33740.2, SRDH2_33740.4, SRDH2_33740.3, SRDH2_33740.1	SBOV2_31480.3, SBOV2_31480.1, SBOV2_31480.2, SBOV2_31480.4, SBOV2_31480.5
OG0001191	SRDH2_7070.1, SRDH2_7070.2	SBOV2_6890.2
OG0001192	SRDH2_43040.1, SRDH2_43020.1	SBOV2_41920.1
OG0001193	SRDH2_84900.1	SBOV2_81810.1, SBOV2_81810.2
OG0001194	SRDH2_6550.1	SBOV2_6410.6, SBOV2_6410.2, SBOV2_6410.3, SBOV2_6410.4, SBOV2_6410.5, SBOV2_6410.7, SBOV2_6410.8, SBOV2_6410.1
OG0001197	SRDH2_22730.1, SRDH2_22730.6, SRDH2_22730.5, SRDH2_22730.3, SRDH2_22730.2, SRDH2_22730.4	SBOV2_21750.1, SBOV2_96380.1
OG0001198	SRDH2_84610.1, SRDH2_84610.2, SRDH2_84610.4, SRDH2_84610.5, SRDH2_84610.6, SRDH2_84610.3	SBOV2_81530.1, SBOV2_81530.2, SBOV2_81530.3, SBOV2_81530.4, SBOV2_81530.5
OG0001202	SRDH2_12630.6, SRDH2_12630.1, SRDH2_12630.2, SRDH2_12630.3, SRDH2_12630.4, SRDH2_12630.5	SBOV2_13170.1, SBOV2_13170.2
OG0001203	SRDH2_1430.1, SRDH2_1430.2	SBOV2_1390.1
