Orthogroup	s.mekongi	fasciola_hepatica
OG0001262	KAK4468252.1	FhHiC23_g4162.t1
OG0001263	KAK4468562.1, KAK4468561.1	FhHiC23_g16663.t1
OG0001265	KAK4471920.1	FhHiC23_g7618.t1
OG0001266	KAK4470747.1	FhHiC23_g3157.t1
OG0001267	KAK4469544.1	FhHiC23_g1977.t1
OG0001268	KAK4476115.1	FhHiC23_g13820.t1, FhHiC23_g13821.t1
OG0001269	KAK4473303.1	FhHiC23_g10365.t1, FhHiC23_g10365.t2
OG0001270	KAK4468598.1	FhHiC23_g4396.t1
OG0001271	KAK4471210.1	FhHiC23_g7132.t1
OG0001272	KAK4470053.1	FhHiC23_g543.t1
OG0001273	KAK4470612.1	FhHiC23_g2791.t3, FhHiC23_g2793.t3, FhHiC23_g2793.t1, FhHiC23_g2793.t2, FhHiC23_g2791.t1, FhHiC23_g2791.t2, FhHiC23_g2792.t1
OG0001274	KAK4471502.1	FhHiC23_g8222.t1
OG0001275	KAK4469887.1	FhHiC23_g1198.t1
OG0001276	KAK4471898.1	FhHiC23_g6762.t1
OG0001277	KAK4475596.1	FhHiC23_g10833.t1
OG0001278	KAK4468621.1	FhHiC23_g4402.t2, FhHiC23_g4402.t1
OG0001279	KAK4474150.1	FhHiC23_g4944.t1
OG0001280	KAK4469925.1	FhHiC23_g2210.t1, FhHiC23_g2210.t2
OG0001288	KAK4467620.1	FhHiC23_g9111.t1, FhHiC23_g9111.t2
OG0001289	KAK4472424.1	FhHiC23_g6217.t1, FhHiC23_g6217.t2
OG0001290	KAK4475785.1	FhHiC23_g13023.t1
OG0001291	KAK4476039.1	FhHiC23_g11644.t1
OG0001292	KAK4476023.1	FhHiC23_g11967.t1, FhHiC23_g11968.t1
OG0001293	KAK4469805.1	FhHiC23_g1441.t1, FhHiC23_g1443.t1
OG0001294	KAK4472567.1	FhHiC23_g5778.t1, FhHiC23_g5778.t2
OG0001295	KAK4472604.1	FhHiC23_g5328.t1, FhHiC23_g6076.t2, FhHiC23_g5329.t1, FhHiC23_g6076.t3, FhHiC23_g6076.t1
OG0001296	KAK4475956.1, KAK4475955.1	FhHiC23_g11126.t1
OG0001297	KAK4474512.1	FhHiC23_g12110.t1
OG0001298	KAK4474031.1	FhHiC23_g5902.t1
OG0001300	KAK4475917.1	FhHiC23_g12926.t2, FhHiC23_g12926.t1
OG0001301	KAK4469880.1	FhHiC23_g1966.t1
OG0001302	KAK4475526.1	FhHiC23_g12384.t1, FhHiC23_g12384.t2
OG0001303	KAK4472605.1, KAK4472606.1	FhHiC23_g4775.t1
OG0001304	KAK4468665.1	FhHiC23_g16647.t1
OG0001305	KAK4474662.1	FhHiC23_g12504.t2, FhHiC23_g12504.t1
OG0001306	KAK4471984.1	FhHiC23_g8150.t1, FhHiC23_g8150.t2
OG0001307	KAK4468348.1	FhHiC23_g4116.t1
OG0001307	KAK4468345.1	FhHiC23_g3573.t2, FhHiC23_g3573.t1
OG0001308	KAK4467630.1	FhHiC23_g9383.t1
OG0001309	KAK4470646.1	FhHiC23_g2258.t1
OG0001310	KAK4473092.1	FhHiC23_g9093.t1, FhHiC23_g9093.t4, FhHiC23_g9093.t2, FhHiC23_g9093.t3
OG0001311	KAK4472492.1	FhHiC23_g14592.t3, FhHiC23_g14592.t1, FhHiC23_g14592.t2
OG0001312	KAK4472637.1	FhHiC23_g5586.t1
OG0001313	KAK4472134.1, KAK4473418.1	FhHiC23_g14691.t2, FhHiC23_g14691.t1, FhHiC23_g14691.t3
OG0001314	KAK4476271.1	FhHiC23_g13334.t1, FhHiC23_g13334.t2
OG0001315	KAK4472633.1	FhHiC23_g5052.t1, FhHiC23_g5051.t1
OG0001317	KAK4475271.1	FhHiC23_g11466.t1, FhHiC23_g11466.t2
OG0001318	KAK4475775.1	FhHiC23_g12572.t1
OG0001319	KAK4473722.1	FhHiC23_g6549.t1
OG0001320	KAK4471435.1	FhHiC23_g7006.t1
OG0001321	KAK4475382.1	FhHiC23_g15267.t2, FhHiC23_g14927.t1, FhHiC23_g14927.t2, FhHiC23_g15267.t1
OG0001322	KAK4469624.1	FhHiC23_g229.t1
OG0001323	KAK4474405.1	FhHiC23_g12796.t1, FhHiC23_g12796.t2
OG0001324	KAK4468826.1	FhHiC23_g4371.t1
OG0001325	KAK4467845.1	FhHiC23_g9619.t1, FhHiC23_g7790.t1, FhHiC23_g7788.t1
OG0001326	KAK4469191.1	FhHiC23_g868.t1
OG0001327	KAK4468417.1	FhHiC23_g16056.t1, FhHiC23_g16056.t2
OG0001328	KAK4467516.1, KAK4475737.1, KAK4467405.1	FhHiC23_g13235.t1
OG0001330	KAK4472695.1	FhHiC23_g4987.t1, FhHiC23_g4987.t2
OG0001331	KAK4469579.1	FhHiC23_g687.t1, FhHiC23_g686.t1
OG0001332	KAK4472042.1	FhHiC23_g6945.t1
OG0001332	KAK4470197.1	FhHiC23_g2428.t1
OG0001333	KAK4471477.1	FhHiC23_g6765.t1
OG0001334	KAK4474703.1	FhHiC23_g12518.t1
OG0001335	KAK4472711.1	FhHiC23_g5464.t1, FhHiC23_g5465.t1
OG0001336	KAK4469248.1	FhHiC23_g245.t2, FhHiC23_g245.t1
OG0001337	KAK4469179.1	FhHiC23_g719.t1, FhHiC23_g719.t2
OG0001338	KAK4473835.1	FhHiC23_g4737.t1
OG0001339	KAK4474554.1	FhHiC23_g11824.t1, FhHiC23_g11824.t2, FhHiC23_g13224.t1
OG0001340	KAK4476161.1, KAK4476160.1	FhHiC23_g13480.t1
OG0001341	KAK4470433.1	FhHiC23_g3143.t1
OG0001342	KAK4469498.1	FhHiC23_g2119.t2, FhHiC23_g2119.t1, FhHiC23_g2119.t3
OG0001343	KAK4470199.1, KAK4470200.1	FhHiC23_g2823.t1, FhHiC23_g2823.t2
OG0001344	KAK4470426.1	FhHiC23_g2301.t2, FhHiC23_g2301.t1
OG0001345	KAK4473469.1	FhHiC23_g13897.t1
OG0001346	KAK4474563.1	FhHiC23_g10664.t1
OG0001347	KAK4472285.1	FhHiC23_g5010.t1
OG0001348	KAK4474058.1	FhHiC23_g14004.t1, FhHiC23_g14004.t2
OG0001349	KAK4475304.1	FhHiC23_g15066.t1, FhHiC23_g15066.t2
OG0001350	KAK4472671.1	FhHiC23_g5111.t2, FhHiC23_g5111.t3, FhHiC23_g5111.t1, FhHiC23_g5111.t4
OG0001351	KAK4473300.1	FhHiC23_g10370.t1, FhHiC23_g10370.t2
OG0001352	KAK4473285.1	FhHiC23_g10388.t1, FhHiC23_g10387.t1
OG0001353	KAK4471694.1	FhHiC23_g8363.t2, FhHiC23_g8363.t1
OG0001354	KAK4471128.1	FhHiC23_g8269.t1
OG0001355	KAK4472013.1	FhHiC23_g8074.t1, FhHiC23_g8074.t2
OG0001356	KAK4470235.1	FhHiC23_g3092.t1, FhHiC23_g3092.t2
OG0001357	KAK4473732.1	FhHiC23_g5720.t1
OG0001358	KAK4468661.1	FhHiC23_g3615.t1, FhHiC23_g3615.t2
OG0001359	KAK4470296.1	FhHiC23_g2422.t1
OG0001361	KAK4472834.1	FhHiC23_g5345.t1, FhHiC23_g5345.t2
OG0001362	KAK4472727.1	FhHiC23_g4766.t1, FhHiC23_g4766.t2
OG0001363	KAK4467637.1	FhHiC23_g9430.t3, FhHiC23_g9430.t1, FhHiC23_g9430.t2
OG0001364	KAK4468089.1	FhHiC23_g3977.t1, FhHiC23_g3977.t2, FhHiC23_g3977.t3
OG0001365	KAK4470803.1	FhHiC23_g2334.t1
OG0001367	KAK4467781.1	FhHiC23_g9014.t1, FhHiC23_g9014.t2
OG0001368	KAK4475327.1	FhHiC23_g11032.t2, FhHiC23_g11032.t1
OG0001369	KAK4468924.1	FhHiC23_g16217.t1, FhHiC23_g16217.t2
OG0001370	KAK4471090.1	FhHiC23_g6835.t1, FhHiC23_g6835.t2
OG0001371	KAK4474011.1	FhHiC23_g5083.t1, FhHiC23_g5917.t2, FhHiC23_g5917.t3, FhHiC23_g5917.t1, FhHiC23_g5084.t1
OG0001372	KAK4473839.1	FhHiC23_g6266.t1, FhHiC23_g6266.t2
OG0001373	KAK4475524.1	FhHiC23_g12593.t1
OG0001374	KAK4471908.1	FhHiC23_g7112.t2, FhHiC23_g7112.t1
OG0001375	KAK4470400.1	FhHiC23_g2034.t1
OG0001376	KAK4468841.1	FhHiC23_g16384.t1
OG0001377	KAK4471750.1	FhHiC23_g7402.t1
OG0001378	KAK4475624.1	FhHiC23_g12022.t1, FhHiC23_g12033.t1, FhHiC23_g12033.t2
OG0001379	KAK4470300.1	FhHiC23_g1357.t1
OG0001380	KAK4472050.1	FhHiC23_g7532.t1, FhHiC23_g7532.t2, FhHiC23_g7532.t3
OG0001381	KAK4470574.1	FhHiC23_g3401.t1
OG0001382	KAK4472961.1	FhHiC23_g10031.t1
OG0001383	KAK4467561.1, KAK4467562.1, KAK4475694.1	FhHiC23_g12625.t1, FhHiC23_g12625.t2
OG0001384	KAK4467390.1	FhHiC23_g4351.t1
OG0001385	KAK4473334.1	FhHiC23_g9581.t5, FhHiC23_g9581.t4, FhHiC23_g9581.t1, FhHiC23_g9581.t2, FhHiC23_g9581.t3
OG0001387	KAK4468825.1	FhHiC23_g4367.t1, FhHiC23_g4367.t2, FhHiC23_g4367.t3
OG0001388	KAK4474533.1	FhHiC23_g13329.t3, FhHiC23_g13329.t1, FhHiC23_g13329.t2
OG0001389	KAK4469569.1	FhHiC23_g1788.t1, FhHiC23_g1788.t2
OG0001390	KAK4473695.1, KAK4467327.1	FhHiC23_g5805.t2, FhHiC23_g5805.t1
OG0001391	KAK4474184.1	FhHiC23_g5101.t1
OG0001392	KAK4467529.1, KAK4467530.1, KAK4474649.1	FhHiC23_g10746.t1
OG0001393	KAK4474810.1	FhHiC23_g10795.t1
OG0001394	KAK4470691.1	FhHiC23_g2698.t1, FhHiC23_g2698.t2, FhHiC23_g2699.t1
OG0001395	KAK4468666.1	FhHiC23_g16128.t1
OG0001395	KAK4473275.1	FhHiC23_g9586.t1
OG0001397	KAK4471735.1	FhHiC23_g4526.t1, FhHiC23_g4526.t2
OG0001398	KAK4474558.1	FhHiC23_g10851.t1
OG0001400	KAK4468320.1	FhHiC23_g4080.t1, FhHiC23_g4081.t1, FhHiC23_g4081.t2, FhHiC23_g4081.t3
OG0001401	KAK4469444.1	FhHiC23_g828.t2, FhHiC23_g828.t1, FhHiC23_g828.t5
OG0001402	KAK4472860.1	FhHiC23_g6085.t1
OG0001403	KAK4469835.1	FhHiC23_g1769.t1
OG0001404	KAK4475068.1	FhHiC23_g11350.t1, FhHiC23_g11350.t2
OG0001405	KAK4472330.1	FhHiC23_g6114.t1, FhHiC23_g6115.t1
OG0001406	KAK4472773.1	FhHiC23_g4884.t1
OG0001407	KAK4467966.1	FhHiC23_g3858.t1
OG0001408	KAK4473060.1	FhHiC23_g9748.t1
OG0001409	KAK4469219.1, KAK4469220.1	FhHiC23_g1925.t1
OG0001410	KAK4474146.1, KAK4474145.1	FhHiC23_g5100.t1, FhHiC23_g5099.t1
OG0001411	KAK4472836.1	FhHiC23_g5572.t1
OG0001412	KAK4472825.1, KAK4472824.1	FhHiC23_g6153.t2, FhHiC23_g6153.t1, FhHiC23_g6153.t3
OG0001413	KAK4467707.1	FhHiC23_g9425.t1
OG0001414	KAK4475715.1	FhHiC23_g13502.t1, FhHiC23_g13501.t1, FhHiC23_g13501.t2
OG0001415	KAK4472656.1	FhHiC23_g6002.t1
OG0001416	KAK4474571.1	FhHiC23_g11391.t2, FhHiC23_g11391.t3, FhHiC23_g11391.t1, FhHiC23_g11391.t4
OG0001417	KAK4474476.1	FhHiC23_g11440.t1
OG0001418	KAK4475658.1	FhHiC23_g13330.t1
OG0001420	KAK4468277.1	FhHiC23_g3762.t1
OG0001421	KAK4473975.1	FhHiC23_g5327.t1
OG0001422	KAK4470355.1	FhHiC23_g3036.t1
OG0001423	KAK4474401.1	FhHiC23_g11266.t1
OG0001424	KAK4475978.1	FhHiC23_g12739.t1
OG0001425	KAK4473253.1	FhHiC23_g9584.t1
OG0001426	KAK4476100.1	FhHiC23_g13004.t1, FhHiC23_g13002.t1, FhHiC23_g13002.t2
OG0001427	KAK4472853.1	FhHiC23_g10228.t1
OG0001428	KAK4475537.1	FhHiC23_g13260.t1, FhHiC23_g13260.t2
OG0001429	KAK4469523.1	FhHiC23_g2002.t1
OG0001430	KAK4469826.1, KAK4469827.1	FhHiC23_g856.t2, FhHiC23_g857.t1, FhHiC23_g856.t1
OG0001431	KAK4471244.1	FhHiC23_g6856.t1
OG0001432	KAK4475480.1	FhHiC23_g14952.t1
OG0001433	KAK4475337.1	FhHiC23_g15325.t1, FhHiC23_g15325.t2
OG0001434	KAK4467660.1	FhHiC23_g9169.t1
OG0001435	KAK4470399.1	FhHiC23_g2755.t1, FhHiC23_g2758.t1, FhHiC23_g2759.t1, FhHiC23_g2756.t1
OG0001436	KAK4470775.1	FhHiC23_g2628.t1
OG0001438	KAK4475129.1	FhHiC23_g15142.t1, FhHiC23_g15142.t2
OG0001439	KAK4470521.1	FhHiC23_g3104.t2, FhHiC23_g3104.t1
OG0001440	KAK4473854.1	FhHiC23_g4873.t1, FhHiC23_g4873.t2
OG0001441	KAK4468453.1, KAK4468533.1, KAK4468536.1	FhHiC23_g16517.t1, FhHiC23_g16517.t2
OG0001442	KAK4471727.1	FhHiC23_g8021.t1
OG0001443	KAK4475081.1	FhHiC23_g11130.t1
OG0001444	KAK4470278.1	FhHiC23_g1367.t1, FhHiC23_g1367.t2
OG0001454	KAK4468255.1	FhHiC23_g3968.t1
OG0001455	KAK4467822.1	FhHiC23_g9682.t1, FhHiC23_g9682.t2, FhHiC23_g13273.t1
OG0001456	KAK4471721.1, KAK4471036.1, KAK4471732.1	FhHiC23_g6816.t1, FhHiC23_g6813.t3, FhHiC23_g6813.t1, FhHiC23_g6813.t2
OG0001457	KAK4475852.1	FhHiC23_g12305.t1
OG0001458	KAK4472480.1	FhHiC23_g5592.t1
OG0001459	KAK4471159.1	FhHiC23_g7568.t1, FhHiC23_g7568.t2
OG0001460	KAK4474046.1	FhHiC23_g6434.t1
OG0001461	KAK4472865.1	FhHiC23_g5883.t1
OG0001462	KAK4467568.1	FhHiC23_g7233.t1
OG0001463	KAK4472017.1	FhHiC23_g8194.t2, FhHiC23_g8194.t3, FhHiC23_g8194.t4, FhHiC23_g8194.t1
OG0001464	KAK4469332.1	FhHiC23_g1808.t1
OG0001465	KAK4470015.1, KAK4470333.1	FhHiC23_g3278.t2, FhHiC23_g3278.t1
OG0001466	KAK4475780.1, KAK4475777.1, KAK4467227.1	FhHiC23_g12766.t1
OG0001467	KAK4471670.1	FhHiC23_g6750.t1
OG0001468	KAK4475755.1	FhHiC23_g12896.t1
OG0001469	KAK4468293.1	FhHiC23_g4110.t1, FhHiC23_g4110.t2
OG0001470	KAK4471118.1	FhHiC23_g8460.t1, FhHiC23_g8460.t2
OG0001471	KAK4471762.1, KAK4471761.1	FhHiC23_g7904.t3, FhHiC23_g7904.t1, FhHiC23_g7904.t2
OG0001472	KAK4471954.1	FhHiC23_g7062.t1
OG0001473	KAK4470641.1	FhHiC23_g2892.t1
OG0001474	KAK4473644.1	FhHiC23_g6405.t1, FhHiC23_g6406.t1
OG0001475	KAK4469874.1	FhHiC23_g2345.t1, FhHiC23_g2345.t2
OG0001476	KAK4476002.1	FhHiC23_g10867.t1, FhHiC23_g10867.t2, FhHiC23_g10867.t3
OG0001477	KAK4469033.1	FhHiC23_g1000.t1, FhHiC23_g1000.t2
OG0001478	KAK4475476.1	FhHiC23_g15383.t1, FhHiC23_g15383.t2
OG0001479	KAK4476159.1	FhHiC23_g11099.t1
OG0001480	KAK4475942.1	FhHiC23_g12082.t1, FhHiC23_g12107.t1
OG0001481	KAK4469635.1, KAK4469636.1	FhHiC23_g2018.t1
OG0001482	KAK4468865.1	FhHiC23_g16101.t2, FhHiC23_g16101.t1
OG0001483	KAK4470165.1	FhHiC23_g2273.t1, FhHiC23_g2272.t1, FhHiC23_g2272.t2
OG0001484	KAK4473387.1	FhHiC23_g10011.t1
OG0001485	KAK4472286.1	FhHiC23_g5003.t1, FhHiC23_g5003.t2, FhHiC23_g5003.t3
OG0001486	KAK4469506.1	FhHiC23_g844.t1
OG0001487	KAK4473164.1	FhHiC23_g10195.t1
OG0001488	KAK4467784.1	FhHiC23_g10417.t2, FhHiC23_g10417.t1, FhHiC23_g9032.t1
OG0001489	KAK4473243.1	FhHiC23_g8019.t1, FhHiC23_g8992.t1, FhHiC23_g8992.t2
OG0001490	KAK4472636.1	FhHiC23_g5059.t1, FhHiC23_g5059.t2
OG0001491	KAK4467448.1, KAK4475818.1	FhHiC23_g13032.t1, FhHiC23_g13033.t1
OG0001492	KAK4469550.1	FhHiC23_g1298.t1
OG0001493	KAK4469536.1	FhHiC23_g645.t4, FhHiC23_g645.t1, FhHiC23_g645.t3, FhHiC23_g645.t2
OG0001494	KAK4472983.1	FhHiC23_g8971.t1
OG0001495	KAK4475962.1	FhHiC23_g13610.t1
OG0001496	KAK4470511.1	FhHiC23_g3123.t1, FhHiC23_g3123.t2
OG0001497	KAK4474198.1	FhHiC23_g5116.t1
OG0001498	KAK4473400.1	FhHiC23_g14305.t1
OG0001499	KAK4471805.1	FhHiC23_g8053.t1
OG0001500	KAK4471363.1	FhHiC23_g8038.t1
OG0001501	KAK4467925.1	FhHiC23_g9006.t1, FhHiC23_g9006.t2
OG0001502	KAK4475834.1	FhHiC23_g12577.t1, FhHiC23_g12577.t2
OG0001503	KAK4469162.1	FhHiC23_g2197.t2, FhHiC23_g2197.t1
OG0001504	KAK4471426.1	FhHiC23_g7681.t1, FhHiC23_g7681.t2
OG0001505	KAK4467674.1	FhHiC23_g9347.t1, FhHiC23_g9348.t2, FhHiC23_g9348.t1
OG0001506	KAK4474547.1	FhHiC23_g13479.t2, FhHiC23_g13479.t1
OG0001507	KAK4469704.1	FhHiC23_g1249.t2, FhHiC23_g1249.t1
OG0001508	KAK4473780.1	FhHiC23_g5670.t1
OG0001509	KAK4470670.1	FhHiC23_g3208.t1, FhHiC23_g3208.t2, FhHiC23_g3208.t3, FhHiC23_g3212.t1, FhHiC23_g10116.t1, FhHiC23_g10116.t2, FhHiC23_g2481.t1
OG0001510	KAK4473423.1	FhHiC23_g14492.t1, FhHiC23_g14493.t1
OG0001511	KAK4472609.1	FhHiC23_g5181.t1, FhHiC23_g5181.t2
OG0001512	KAK4470155.1, KAK4470156.1	FhHiC23_g2267.t1, FhHiC23_g2266.t1
OG0001513	KAK4474579.1	FhHiC23_g11986.t2, FhHiC23_g11986.t3, FhHiC23_g11986.t1
OG0001514	KAK4474937.1	FhHiC23_g13825.t1
OG0001515	KAK4476213.1	FhHiC23_g13039.t1
OG0001516	KAK4475046.1	FhHiC23_g15141.t1
OG0001517	KAK4473097.1	FhHiC23_g10302.t1
OG0001518	KAK4470507.1	FhHiC23_g5532.t1, FhHiC23_g5531.t1, FhHiC23_g3118.t1
OG0001519	KAK4470526.1	FhHiC23_g339.t1
OG0001520	KAK4475990.1	FhHiC23_g11463.t1, FhHiC23_g11463.t2
OG0001521	KAK4469850.1	FhHiC23_g1827.t1
OG0001522	KAK4474373.1	FhHiC23_g12303.t1
OG0001523	KAK4469319.1	FhHiC23_g487.t1, FhHiC23_g487.t3
OG0001524	KAK4468358.1, KAK4468304.1	FhHiC23_g3887.t1, FhHiC23_g3887.t2
OG0001525	KAK4472296.1	FhHiC23_g4758.t2, FhHiC23_g4758.t1
OG0001526	KAK4469504.1	FhHiC23_g566.t1
OG0001527	KAK4468587.1	FhHiC23_g16415.t3, FhHiC23_g16415.t1, FhHiC23_g16415.t2
OG0001528	KAK4473520.1	FhHiC23_g14253.t1
OG0001529	KAK4472072.1	FhHiC23_g8092.t1
OG0001530	KAK4469900.1	FhHiC23_g1028.t2, FhHiC23_g1028.t1
OG0001531	KAK4474840.1, KAK4474842.1	FhHiC23_g10843.t1, FhHiC23_g10843.t2
OG0001532	KAK4475577.1	FhHiC23_g12374.t2, FhHiC23_g12374.t1, FhHiC23_g12374.t3
OG0001533	KAK4472100.1	FhHiC23_g7289.t1
OG0001534	KAK4470485.1	FhHiC23_g2613.t1
OG0001535	KAK4468789.1	FhHiC23_g16637.t2, FhHiC23_g16637.t1
OG0001536	KAK4475341.1	FhHiC23_g14994.t3
OG0001537	KAK4474598.1	FhHiC23_g13557.t1
OG0001538	KAK4468775.1	FhHiC23_g4365.t1
OG0001539	KAK4474777.1	FhHiC23_g13424.t1
OG0001540	KAK4473765.1	FhHiC23_g4861.t2, FhHiC23_g4861.t3
OG0001541	KAK4468168.1	FhHiC23_g12948.t1
OG0001542	KAK4469573.1	FhHiC23_g1758.t1, FhHiC23_g1758.t2
OG0001543	KAK4468017.1	FhHiC23_g3691.t2, FhHiC23_g1569.t1, FhHiC23_g3691.t1
OG0001544	KAK4474656.1	FhHiC23_g11330.t1
OG0001545	KAK4469077.1	FhHiC23_g1231.t2
OG0001546	KAK4474025.1	FhHiC23_g5297.t1
OG0001554	KAK4472720.1	FhHiC23_g4717.t1, FhHiC23_g4716.t1
OG0001555	KAK4470510.1	FhHiC23_g595.t1, FhHiC23_g596.t1, FhHiC23_g596.t2, FhHiC23_g598.t1, FhHiC23_g597.t1
OG0001556	KAK4474204.1	FhHiC23_g6026.t1, FhHiC23_g6026.t2, FhHiC23_g6026.t3
OG0001557	KAK4472960.1	FhHiC23_g5467.t1
OG0001558	KAK4467369.1	FhHiC23_g2651.t1, FhHiC23_g8901.t1
OG0001560	KAK4471393.1	FhHiC23_g8195.t1
OG0001561	KAK4469503.1, KAK4469493.1	FhHiC23_g649.t1
OG0001562	KAK4470382.1, KAK4470383.1, KAK4470380.1	FhHiC23_g8890.t1, FhHiC23_g8890.t2
OG0001563	KAK4472898.1	FhHiC23_g14079.t1, FhHiC23_g14079.t2
OG0001564	KAK4468971.1	FhHiC23_g3186.t1
OG0001565	KAK4471199.1	FhHiC23_g7080.t1
OG0001566	KAK4471382.1	FhHiC23_g7162.t1, FhHiC23_g10743.t1
OG0001567	KAK4470759.1	FhHiC23_g2573.t1
OG0001568	KAK4467482.1	FhHiC23_g2925.t1, FhHiC23_g2925.t2
OG0001569	KAK4475458.1	FhHiC23_g15797.t2, FhHiC23_g15797.t1, FhHiC23_g15797.t3
OG0001570	KAK4470472.1	FhHiC23_g288.t1, FhHiC23_g288.t2
OG0001571	KAK4475792.1	FhHiC23_g12576.t1
OG0001571	KAK4475974.1	FhHiC23_g11623.t1
OG0001572	KAK4471383.1	FhHiC23_g6744.t1
OG0001573	KAK4472974.1	FhHiC23_g9275.t1, FhHiC23_g9275.t2
OG0001574	KAK4474125.1	FhHiC23_g5418.t2, FhHiC23_g5418.t1, FhHiC23_g5418.t3
OG0001575	KAK4474487.1, KAK4467524.1	FhHiC23_g11921.t1, FhHiC23_g11921.t2, FhHiC23_g11921.t3
OG0001576	KAK4468675.1	FhHiC23_g15971.t1, FhHiC23_g15971.t2
OG0001577	KAK4472784.1	FhHiC23_g4634.t1
OG0001578	KAK4469733.1	FhHiC23_g396.t1, FhHiC23_g396.t2
OG0001579	KAK4474867.1	FhHiC23_g15013.t1
OG0001580	KAK4473439.1	FhHiC23_g14523.t1
OG0001581	KAK4470867.1	FhHiC23_g2765.t1, FhHiC23_g2765.t2, FhHiC23_g2765.t3
OG0001582	KAK4469986.1	FhHiC23_g986.t1
OG0001583	KAK4467501.1	FhHiC23_g13953.t1
OG0001584	KAK4474170.1	FhHiC23_g6524.t1
OG0001585	KAK4473664.1	FhHiC23_g5407.t1
OG0001586	KAK4474962.1	FhHiC23_g11576.t2, FhHiC23_g11576.t1
OG0001587	KAK4475140.1	FhHiC23_g11483.t1
OG0001588	KAK4471682.1	FhHiC23_g7234.t1
OG0001589	KAK4472272.1	FhHiC23_g6369.t1
OG0001590	KAK4470391.1	FhHiC23_g2214.t1
OG0001591	KAK4467880.1	FhHiC23_g9784.t1
OG0001592	KAK4475159.1	FhHiC23_g15318.t1
OG0001593	KAK4471969.1	FhHiC23_g8485.t1
OG0001594	KAK4474020.1	FhHiC23_g6096.t1
OG0001595	KAK4471263.1	FhHiC23_g7385.t1
OG0001596	KAK4471007.1, KAK4471006.1	FhHiC23_g2736.t1
OG0001597	KAK4470575.1	FhHiC23_g3057.t1, FhHiC23_g3057.t2, FhHiC23_g3056.t1
OG0001598	KAK4469123.1	FhHiC23_g1999.t1
OG0001599	KAK4470370.1	FhHiC23_g1348.t1, FhHiC23_g1348.t2
OG0001600	KAK4472472.1	FhHiC23_g6351.t1, FhHiC23_g6351.t2
OG0001601	KAK4471351.1	FhHiC23_g7994.t1, FhHiC23_g7994.t2
OG0001602	KAK4474735.1	FhHiC23_g11552.t1
OG0001603	KAK4469483.1	FhHiC23_g1468.t1
OG0001604	KAK4473169.1	FhHiC23_g10295.t1
OG0001606	KAK4473367.1	FhHiC23_g10377.t3, FhHiC23_g10377.t1, FhHiC23_g10377.t2
OG0001607	KAK4470705.1	FhHiC23_g921.t1
OG0001608	KAK4469157.1	FhHiC23_g2350.t1
OG0001610	KAK4473963.1	FhHiC23_g9262.t1, FhHiC23_g14166.t1
OG0001611	KAK4471878.1	FhHiC23_g8025.t1
OG0001612	KAK4474674.1	FhHiC23_g12510.t1, FhHiC23_g12510.t2
OG0001613	KAK4470649.1	FhHiC23_g410.t1, FhHiC23_g410.t2
OG0001614	KAK4473674.1	FhHiC23_g5493.t1, FhHiC23_g5495.t1
OG0001615	KAK4473673.1	FhHiC23_g5496.t1
OG0001616	KAK4476267.1	FhHiC23_g13562.t1, FhHiC23_g13562.t2
OG0001617	KAK4469909.1	FhHiC23_g95.t1
OG0001619	KAK4469895.1	FhHiC23_g1822.t1, FhHiC23_g1822.t2
OG0001620	KAK4472293.1	FhHiC23_g5019.t1
OG0001621	KAK4475743.1	FhHiC23_g13465.t1
OG0001622	KAK4468112.1	FhHiC23_g3859.t1
OG0001623	KAK4475954.1	FhHiC23_g12568.t1
OG0001624	KAK4472927.1	FhHiC23_g5969.t1
OG0001625	KAK4471687.1, KAK4471689.1, KAK4471690.1	FhHiC23_g7834.t1, FhHiC23_g7835.t1, FhHiC23_g7832.t1
OG0001626	KAK4472240.1	FhHiC23_g4924.t1, FhHiC23_g4924.t2
OG0001627	KAK4470285.1	FhHiC23_g3162.t1
OG0001628	KAK4474805.1	FhHiC23_g15068.t1, FhHiC23_g12087.t1
OG0001629	KAK4475152.1	FhHiC23_g11254.t1
OG0001630	KAK4476208.1	FhHiC23_g12989.t1
OG0001631	KAK4468541.1	FhHiC23_g16292.t1
OG0001632	KAK4471598.1	FhHiC23_g6746.t1
OG0001633	KAK4467624.1	FhHiC23_g9236.t1
OG0001634	KAK4468718.1	FhHiC23_g15902.t2, FhHiC23_g15902.t1
OG0001635	KAK4475804.1, KAK4475805.1	FhHiC23_g13640.t2, FhHiC23_g13640.t1
OG0001636	KAK4470372.1	FhHiC23_g2927.t1, FhHiC23_g2927.t2
OG0001637	KAK4471172.1	FhHiC23_g6969.t1
OG0001639	KAK4474837.1, KAK4474838.1	FhHiC23_g11042.t1, FhHiC23_g11044.t1
OG0001640	KAK4474986.1	FhHiC23_g15554.t1
OG0001641	KAK4468595.1	FhHiC23_g15937.t1, FhHiC23_g6164.t1, FhHiC23_g6162.t1
OG0001642	KAK4469018.1	FhHiC23_g136.t1
OG0001643	KAK4472002.1	FhHiC23_g7424.t1, FhHiC23_g7424.t2
OG0001644	KAK4469279.1	FhHiC23_g158.t2, FhHiC23_g158.t1
OG0001645	KAK4467665.1	FhHiC23_g9248.t1, FhHiC23_g9248.t2, FhHiC23_g9248.t3
OG0001646	KAK4469988.1	FhHiC23_g1025.t1, FhHiC23_g1025.t2
