Orthogroup	s.mekongi	schistosoma_guineensis
OG0001245	KAK4474453.1, KAK4474454.1	SGUI1_11250.1
OG0001246	KAK4472369.1	SGUI1_32890.1
OG0001247	KAK4473847.1	SGUI1_37140.6, SGUI1_37140.10, SGUI1_37140.8, SGUI1_37140.1, SGUI1_37140.2, SGUI1_37140.9, SGUI1_37140.5, SGUI1_37140.4, SGUI1_37140.7, SGUI1_37140.3
OG0001248	KAK4467435.1, KAK4475814.1	SGUI1_3360.1, SGUI1_96950.1, SGUI1_5290.1
OG0001249	KAK4474050.1	SGUI1_35960.2, SGUI1_35960.1, SGUI1_35960.3
OG0001250	KAK4475185.1	SGUI1_2060.1
OG0001251	KAK4470393.1	SGUI1_77820.1, SGUI1_77820.2
OG0001252	KAK4469959.1	SGUI1_52050.1
OG0001253	KAK4469853.1	SGUI1_55090.1, SGUI1_55090.2, SGUI1_55090.3
OG0001254	KAK4472504.1, KAK4472506.1	SGUI1_32560.3, SGUI1_32560.1, SGUI1_32560.4, SGUI1_32560.2, SGUI1_32570.1, SGUI1_32570.2
OG0001255	KAK4472793.1	SGUI1_28620.1
OG0001256	KAK4469560.1	SGUI1_48360.1
OG0001258	KAK4470450.1	SGUI1_77170.1
OG0001259	KAK4472020.1	SGUI1_59960.1
OG0001260	KAK4474629.1	SGUI1_1440.1, SGUI1_1440.2, SGUI1_1440.3, SGUI1_1440.4
OG0001261	KAK4473580.1	SGUI1_45470.1
OG0001262	KAK4468252.1	SGUI1_83210.1
OG0001263	KAK4468562.1	SGUI1_90160.1, SGUI1_90160.2
OG0001263	KAK4468561.1	SGUI1_90170.1
OG0001265	KAK4471920.1	SGUI1_61350.1, SGUI1_61350.2, SGUI1_61350.3, SGUI1_61350.4, SGUI1_61350.5, SGUI1_61350.6, SGUI1_61350.7, SGUI1_61350.9, SGUI1_61350.10, SGUI1_61350.8
OG0001266	KAK4470747.1	SGUI1_70840.1
OG0001267	KAK4469544.1	SGUI1_53370.1
OG0001268	KAK4468580.1	SGUI1_89970.1
OG0001268	KAK4476115.1	SGUI1_7410.1, SGUI1_7410.2, SGUI1_7410.3
OG0001269	KAK4473303.1	SGUI1_23370.1
OG0001270	KAK4468598.1	SGUI1_89280.1, SGUI1_89280.2, SGUI1_89280.3, SGUI1_89280.4, SGUI1_89280.5, SGUI1_89280.6
OG0001271	KAK4471210.1	SGUI1_65440.1, SGUI1_65440.2, SGUI1_65440.3, SGUI1_65440.4, SGUI1_65440.5, SGUI1_65440.6, SGUI1_65440.7
OG0001272	KAK4470053.1	SGUI1_80730.7, SGUI1_80730.1, SGUI1_80730.2, SGUI1_80730.4, SGUI1_80730.5, SGUI1_80730.3, SGUI1_80730.6, SGUI1_80730.8
OG0001273	KAK4470612.1	SGUI1_74050.4, SGUI1_74050.2, SGUI1_74050.1, SGUI1_74050.3
OG0001274	KAK4471502.1	SGUI1_68800.2, SGUI1_68800.4, SGUI1_68800.3, SGUI1_68800.1
OG0001275	KAK4469887.1	SGUI1_54620.3, SGUI1_54620.8, SGUI1_54620.1, SGUI1_54620.6, SGUI1_54620.7, SGUI1_54620.4, SGUI1_54620.5, SGUI1_54620.2
OG0001276	KAK4471898.1	SGUI1_64890.1, SGUI1_64890.2, SGUI1_65930.1
OG0001277	KAK4475596.1	SGUI1_3170.1
OG0001278	KAK4468621.1	SGUI1_91180.1, SGUI1_91180.2, SGUI1_91180.4, SGUI1_91180.5, SGUI1_91180.3
OG0001279	KAK4474150.1	SGUI1_34790.4, SGUI1_34790.1, SGUI1_34790.2, SGUI1_34790.3
OG0001280	KAK4469925.1	SGUI1_51920.1, SGUI1_51920.3, SGUI1_51920.4, SGUI1_51920.5, SGUI1_51920.2
OG0001281	KAK4470830.1, KAK4470831.1	SGUI1_78760.1
OG0001282	KAK4467754.1	SGUI1_95040.1, SGUI1_95040.2, SGUI1_95040.3
OG0001283	KAK4474099.1	SGUI1_35400.1, SGUI1_35400.3, SGUI1_35400.2, SGUI1_35400.4, SGUI1_35400.5
OG0001284	KAK4474955.1	SGUI1_17390.1
OG0001285	KAK4475824.1	SGUI1_97070.1, SGUI1_700.1, SGUI1_1120.1, SGUI1_690.1, SGUI1_710.1, SGUI1_720.1
OG0001288	KAK4467620.1	SGUI1_94400.3, SGUI1_94400.1, SGUI1_94400.2
OG0001289	KAK4472424.1	SGUI1_29360.2, SGUI1_29360.1
OG0001290	KAK4475785.1	SGUI1_4750.1
OG0001291	KAK4476039.1	SGUI1_6620.1
OG0001292	KAK4476023.1	SGUI1_6720.1, SGUI1_6730.1
OG0001293	KAK4469805.1	SGUI1_55730.2, SGUI1_55730.3, SGUI1_55730.1, SGUI1_55730.4
OG0001294	KAK4472567.1	SGUI1_31980.1, SGUI1_31980.2
OG0001295	KAK4472604.1	SGUI1_31610.1, SGUI1_31610.2, SGUI1_31610.3
OG0001296	KAK4475956.1, KAK4475955.1	SGUI1_7000.1
OG0001297	KAK4474512.1	SGUI1_13490.6, SGUI1_13490.4, SGUI1_13490.5, SGUI1_13490.2, SGUI1_13490.1, SGUI1_13490.3, SGUI1_13580.1, SGUI1_13560.1
OG0001298	KAK4474031.1	SGUI1_36140.1
OG0001300	KAK4475917.1	SGUI1_5690.1, SGUI1_5680.1
OG0001301	KAK4469880.1	SGUI1_54700.2, SGUI1_54700.3, SGUI1_54700.4, SGUI1_54700.1
OG0001302	KAK4475526.1	SGUI1_2490.1
OG0001303	KAK4472605.1, KAK4472606.1	SGUI1_31590.1, SGUI1_31590.2, SGUI1_31590.3, SGUI1_31590.4
OG0001304	KAK4468665.1	SGUI1_88950.4, SGUI1_88950.7, SGUI1_88950.5, SGUI1_88950.3, SGUI1_88950.1, SGUI1_88950.2, SGUI1_88950.6
OG0001305	KAK4474662.1	SGUI1_1470.1, SGUI1_1470.3, SGUI1_1470.2, SGUI1_1470.4, SGUI1_1470.5, SGUI1_1470.6, SGUI1_1470.7
OG0001306	KAK4471984.1	SGUI1_61940.1, SGUI1_61940.2, SGUI1_61940.3, SGUI1_61940.4, SGUI1_61940.5
OG0001307	KAK4468348.1	SGUI1_81830.1
OG0001307	KAK4468345.1	SGUI1_81850.1
OG0001308	KAK4467630.1	SGUI1_95150.1
OG0001309	KAK4470646.1	SGUI1_74360.1, SGUI1_74360.3, SGUI1_74360.2
OG0001310	KAK4473092.1	SGUI1_27200.1
OG0001311	KAK4472492.1	SGUI1_44160.1
OG0001312	KAK4472637.1	SGUI1_31350.1
OG0001313	KAK4472134.1, KAK4473418.1	SGUI1_41800.3, SGUI1_41800.1, SGUI1_41800.2
OG0001314	KAK4476271.1	SGUI1_9710.1
OG0001315	KAK4472633.1	SGUI1_31300.1
OG0001316	KAK4474142.1	SGUI1_34910.1
OG0001317	KAK4475271.1	SGUI1_14620.1, SGUI1_14620.2
OG0001319	KAK4473722.1	SGUI1_39500.5, SGUI1_39500.2, SGUI1_39500.3, SGUI1_39500.4, SGUI1_39500.1, SGUI1_39500.6
OG0001320	KAK4471435.1	SGUI1_63920.1
OG0001321	KAK4475382.1	SGUI1_19520.1, SGUI1_19520.2
OG0001322	KAK4469624.1	SGUI1_47720.4, SGUI1_47720.1, SGUI1_47720.3, SGUI1_47720.5, SGUI1_47720.2, SGUI1_47720.6
OG0001323	KAK4474405.1	SGUI1_900.1, SGUI1_900.3, SGUI1_900.2
OG0001324	KAK4468826.1	SGUI1_87240.1, SGUI1_87240.2
OG0001325	KAK4467845.1	SGUI1_96480.1, SGUI1_96480.2
OG0001326	KAK4469191.1	SGUI1_53960.1, SGUI1_53960.2
OG0001327	KAK4468417.1	SGUI1_91450.1
OG0001328	KAK4467516.1, KAK4475737.1, KAK4467405.1	SGUI1_4350.1
OG0001330	KAK4472695.1	SGUI1_30750.5, SGUI1_30750.1, SGUI1_30750.2, SGUI1_30750.3, SGUI1_30750.4, SGUI1_30750.6
OG0001331	KAK4469579.1	SGUI1_48170.4, SGUI1_48170.3, SGUI1_48170.1, SGUI1_48170.2, SGUI1_48170.5
OG0001332	KAK4472042.1	SGUI1_59640.1
OG0001332	KAK4470197.1	SGUI1_72300.1, SGUI1_72300.2
OG0001333	KAK4471477.1	SGUI1_64660.1
OG0001334	KAK4474703.1	SGUI1_1510.1
OG0001335	KAK4472711.1	SGUI1_30610.1
OG0001336	KAK4469248.1	SGUI1_46290.1, SGUI1_46290.2
OG0001337	KAK4469179.1	SGUI1_54070.1
OG0001338	KAK4473835.1	SGUI1_37000.1
OG0001339	KAK4474554.1	SGUI1_10390.1
OG0001340	KAK4476161.1, KAK4476160.1	SGUI1_8800.1, SGUI1_8780.1
OG0001341	KAK4470433.1	SGUI1_77360.1, SGUI1_77360.4, SGUI1_77360.2, SGUI1_77360.3
OG0001342	KAK4469498.1	SGUI1_52620.1, SGUI1_52620.2
OG0001343	KAK4470199.1, KAK4470200.1	SGUI1_72320.1
OG0001344	KAK4470426.1	SGUI1_77420.1, SGUI1_77420.3, SGUI1_77420.2
OG0001345	KAK4473469.1	SGUI1_42370.2, SGUI1_42370.1, SGUI1_42370.4, SGUI1_42370.5, SGUI1_42370.3
OG0001346	KAK4474563.1	SGUI1_14360.1
OG0001347	KAK4472285.1	SGUI1_33680.1, SGUI1_33680.2
OG0001348	KAK4474058.1	SGUI1_35820.1
OG0001349	KAK4475304.1	SGUI1_14940.1
OG0001350	KAK4472671.1	SGUI1_30970.1
OG0001351	KAK4473300.1	SGUI1_23400.1, SGUI1_23400.2, SGUI1_23400.3
OG0001352	KAK4473285.1	SGUI1_23550.1, SGUI1_23550.4, SGUI1_23550.2, SGUI1_23550.3, SGUI1_23550.5, SGUI1_23550.6
OG0001353	KAK4471694.1	SGUI1_63100.1
OG0001354	KAK4471128.1	SGUI1_65050.1, SGUI1_65050.2
OG0001355	KAK4472013.1	SGUI1_60020.2, SGUI1_60020.1, SGUI1_60020.3
OG0001356	KAK4470235.1	SGUI1_72500.2, SGUI1_72500.4, SGUI1_72500.1, SGUI1_72500.3
OG0001357	KAK4473732.1	SGUI1_39380.5, SGUI1_39380.6, SGUI1_39380.4, SGUI1_39380.1, SGUI1_39380.2, SGUI1_39380.3, SGUI1_39380.7
OG0001358	KAK4468661.1	SGUI1_89010.2, SGUI1_89010.1, SGUI1_89010.4, SGUI1_89010.3, SGUI1_89010.5
OG0001359	KAK4470296.1	SGUI1_73130.1
OG0001361	KAK4472834.1	SGUI1_28240.2, SGUI1_28240.4, SGUI1_28240.1, SGUI1_28240.3
OG0001362	KAK4472727.1	SGUI1_30440.1, SGUI1_30440.2
OG0001363	KAK4467637.1	SGUI1_95220.1
OG0001364	KAK4468089.1	SGUI1_85430.1
OG0001365	KAK4470803.1	SGUI1_78470.1
OG0001367	KAK4467781.1	SGUI1_95740.1, SGUI1_95740.2, SGUI1_95740.3
OG0001368	KAK4475327.1	SGUI1_17580.2, SGUI1_17580.1
OG0001369	KAK4468924.1	SGUI1_89670.1
OG0001370	KAK4471090.1	SGUI1_58850.2, SGUI1_58850.1, SGUI1_58850.3, SGUI1_58850.4, SGUI1_58850.5, SGUI1_58850.6
OG0001371	KAK4474011.1	SGUI1_36320.1
OG0001372	KAK4473839.1	SGUI1_37040.1, SGUI1_37040.2
OG0001373	KAK4475524.1	SGUI1_2460.3, SGUI1_2460.1, SGUI1_2460.2, SGUI1_3350.1
OG0001374	KAK4471908.1	SGUI1_61260.1, SGUI1_61260.2, SGUI1_61260.3, SGUI1_61260.4
OG0001375	KAK4470400.1	SGUI1_77710.1, SGUI1_77710.3, SGUI1_77710.2, SGUI1_77710.4, SGUI1_77710.5
OG0001376	KAK4468841.1	SGUI1_87370.1, SGUI1_67120.1
OG0001377	KAK4471750.1	SGUI1_62600.3, SGUI1_62600.6, SGUI1_62600.4, SGUI1_62600.2, SGUI1_62600.5, SGUI1_62600.1
OG0001378	KAK4475624.1	SGUI1_3260.1, SGUI1_3260.2, SGUI1_3260.3, SGUI1_3260.4, SGUI1_3260.5, SGUI1_3260.6
OG0001379	KAK4470300.1	SGUI1_70430.1, SGUI1_70430.2, SGUI1_70430.4, SGUI1_70430.5, SGUI1_70430.3
OG0001380	KAK4472050.1	SGUI1_59720.1, SGUI1_59720.2
OG0001381	KAK4470574.1	SGUI1_73580.3, SGUI1_73580.2, SGUI1_73580.5, SGUI1_73580.4, SGUI1_73580.1
OG0001382	KAK4472961.1	SGUI1_26450.5, SGUI1_26450.6, SGUI1_26450.3, SGUI1_26450.1, SGUI1_26450.2, SGUI1_26450.4
OG0001383	KAK4467561.1, KAK4467562.1, KAK4475694.1	SGUI1_4070.1
OG0001384	KAK4467390.1	SGUI1_88190.2, SGUI1_88190.8, SGUI1_88190.10, SGUI1_88190.1, SGUI1_88190.5, SGUI1_88190.6, SGUI1_88190.3, SGUI1_88190.4, SGUI1_88190.7, SGUI1_88190.9
OG0001385	KAK4473334.1	SGUI1_22870.1
OG0001387	KAK4468825.1	SGUI1_87230.5, SGUI1_87230.3, SGUI1_87230.4, SGUI1_87230.1, SGUI1_87230.2
OG0001389	KAK4469569.1	SGUI1_45870.3, SGUI1_45870.4, SGUI1_45870.5, SGUI1_45870.6, SGUI1_45870.2, SGUI1_45870.1
OG0001390	KAK4473695.1, KAK4467327.1	SGUI1_39720.1, SGUI1_39720.2
OG0001391	KAK4474184.1	SGUI1_34400.1
OG0001392	KAK4467529.1, KAK4467530.1, KAK4474649.1	SGUI1_11710.1
OG0001393	KAK4474810.1	SGUI1_15860.1
OG0001394	KAK4470691.1	SGUI1_76690.1
OG0001395	KAK4468666.1	SGUI1_88940.1
OG0001397	KAK4471735.1	SGUI1_62740.1, SGUI1_62740.2, SGUI1_62740.3, SGUI1_62740.4, SGUI1_62740.5
OG0001398	KAK4474558.1	SGUI1_10420.2, SGUI1_10420.3, SGUI1_10420.5, SGUI1_10420.4, SGUI1_10420.1
OG0001399	KAK4468491.1	SGUI1_92250.1, SGUI1_92260.1
OG0001400	KAK4468320.1	SGUI1_82130.2, SGUI1_82130.1, SGUI1_82130.3, SGUI1_82130.4
OG0001401	KAK4469444.1	SGUI1_50780.3, SGUI1_50780.2, SGUI1_50780.1
OG0001402	KAK4472860.1	SGUI1_25730.1, SGUI1_25730.2, SGUI1_25730.3, SGUI1_25730.4
OG0001403	KAK4469835.1	SGUI1_55330.4, SGUI1_55330.10, SGUI1_55330.2, SGUI1_55330.5, SGUI1_55330.3, SGUI1_55330.8, SGUI1_55330.9, SGUI1_55330.6, SGUI1_55330.1, SGUI1_55330.7
OG0001404	KAK4475068.1	SGUI1_19170.1
OG0001405	KAK4472330.1	SGUI1_33220.3, SGUI1_33220.6, SGUI1_33220.2, SGUI1_33220.8, SGUI1_33220.7, SGUI1_33220.1, SGUI1_33220.9, SGUI1_33220.4, SGUI1_33220.5
OG0001406	KAK4472773.1	SGUI1_28970.1, SGUI1_28970.5, SGUI1_28970.8, SGUI1_28970.3, SGUI1_28970.7, SGUI1_28970.2, SGUI1_28970.4, SGUI1_28970.6, SGUI1_28970.9
OG0001407	KAK4467966.1	SGUI1_85140.1, SGUI1_85190.1
OG0001408	KAK4473060.1	SGUI1_24000.1
OG0001409	KAK4469219.1, KAK4469220.1	SGUI1_49720.1
OG0001410	KAK4474146.1, KAK4474145.1	SGUI1_34820.1, SGUI1_34800.1
OG0001411	KAK4472836.1	SGUI1_28220.9, SGUI1_28220.8, SGUI1_28220.7, SGUI1_28220.6, SGUI1_28220.1, SGUI1_28220.10, SGUI1_28220.2, SGUI1_28220.5, SGUI1_28220.3, SGUI1_28220.4
OG0001412	KAK4472825.1, KAK4472824.1	SGUI1_28310.1, SGUI1_28310.3, SGUI1_28310.4, SGUI1_28310.2
OG0001413	KAK4467707.1	SGUI1_94620.1, SGUI1_94620.2
OG0001414	KAK4475715.1	SGUI1_4220.1
OG0001415	KAK4472656.1	SGUI1_31110.5, SGUI1_31110.2, SGUI1_31110.3, SGUI1_31110.1, SGUI1_31110.4
OG0001416	KAK4474571.1	SGUI1_14280.1
OG0001417	KAK4474476.1	SGUI1_11440.2, SGUI1_11440.1, SGUI1_11440.4, SGUI1_11440.3
OG0001418	KAK4475658.1	SGUI1_230.1
OG0001420	KAK4468277.1	SGUI1_82940.1
OG0001421	KAK4473975.1	SGUI1_36690.1
OG0001422	KAK4470355.1	SGUI1_75400.1, SGUI1_75400.2, SGUI1_75400.3
OG0001423	KAK4474401.1	SGUI1_10320.1
OG0001424	KAK4475978.1	SGUI1_8660.1
OG0001425	KAK4473253.1	SGUI1_25210.1, SGUI1_25210.2
OG0001426	KAK4476100.1	SGUI1_5940.1
OG0001427	KAK4472853.1	SGUI1_25740.1
OG0001428	KAK4475537.1	SGUI1_2590.1, SGUI1_2590.2, SGUI1_2590.3
OG0001429	KAK4469523.1	SGUI1_53190.1
OG0001430	KAK4469826.1	SGUI1_55440.1
OG0001430	KAK4469827.1	SGUI1_55430.1, SGUI1_55430.2, SGUI1_55430.3, SGUI1_55430.4
OG0001431	KAK4471244.1	SGUI1_65770.1, SGUI1_65770.2
OG0001432	KAK4475480.1	SGUI1_21440.1
OG0001433	KAK4475337.1	SGUI1_19990.1
OG0001434	KAK4467660.1	SGUI1_95450.3, SGUI1_95450.4, SGUI1_95450.2, SGUI1_95450.1
OG0001435	KAK4470399.1	SGUI1_77740.1
OG0001436	KAK4470775.1	SGUI1_78150.1, SGUI1_78150.2, SGUI1_78150.3
OG0001437	KAK4469385.1	SGUI1_50180.1
OG0001438	KAK4475129.1	SGUI1_18610.1
OG0001439	KAK4470521.1	SGUI1_76190.1, SGUI1_76190.2
OG0001440	KAK4473854.1	SGUI1_37220.1, SGUI1_37220.2
OG0001441	KAK4468533.1, KAK4468536.1	SGUI1_90420.1
OG0001442	KAK4471727.1	SGUI1_62820.1, SGUI1_62820.2, SGUI1_62820.3, SGUI1_62820.4
OG0001443	KAK4475081.1	SGUI1_19050.1
OG0001444	KAK4470278.1	SGUI1_72980.1, SGUI1_72980.4, SGUI1_72980.5, SGUI1_72980.6, SGUI1_72980.7, SGUI1_72980.3, SGUI1_72980.2
OG0001445	KAK4470607.1	SGUI1_74000.1, SGUI1_74000.2
OG0001446	KAK4467413.1, KAK4467414.1	SGUI1_44720.2, SGUI1_44720.3, SGUI1_44710.1, SGUI1_44720.1, SGUI1_44720.4
OG0001447	KAK4467426.1	SGUI1_80260.1
OG0001447	KAK4467428.1, KAK4467427.1	SGUI1_80250.1
OG0001449	KAK4472371.1, KAK4472370.1	SGUI1_32880.4, SGUI1_32880.5, SGUI1_32880.2, SGUI1_32880.1, SGUI1_32880.3
OG0001450	KAK4474892.1	SGUI1_16790.1, SGUI1_16790.2, SGUI1_16790.3, SGUI1_16790.4, SGUI1_16790.5
OG0001454	KAK4468255.1	SGUI1_83170.5, SGUI1_83170.4, SGUI1_83170.1, SGUI1_83170.2, SGUI1_83170.3
OG0001455	KAK4467822.1	SGUI1_96580.1
OG0001456	KAK4471732.1	SGUI1_69010.1
OG0001457	KAK4475852.1	SGUI1_4950.1
OG0001458	KAK4472480.1	SGUI1_29950.4, SGUI1_29950.2, SGUI1_29950.1, SGUI1_29950.3
OG0001459	KAK4471159.1	SGUI1_57590.1, SGUI1_57580.1
OG0001460	KAK4474046.1	SGUI1_35970.2, SGUI1_35970.1, SGUI1_35970.3
OG0001462	KAK4467568.1	SGUI1_58040.1, SGUI1_58040.2, SGUI1_58040.3
OG0001463	KAK4472017.1	SGUI1_59980.1, SGUI1_59990.1
OG0001464	KAK4469332.1	SGUI1_53460.1
OG0001465	KAK4470015.1, KAK4470333.1	SGUI1_75650.1, SGUI1_75650.2, SGUI1_75650.4, SGUI1_75650.3
OG0001466	KAK4475780.1, KAK4475777.1, KAK4467227.1	SGUI1_4770.1, SGUI1_4770.2, SGUI1_4770.3
OG0001467	KAK4471670.1	SGUI1_63290.1
OG0001468	KAK4475755.1	SGUI1_4440.4, SGUI1_4440.2, SGUI1_4440.1, SGUI1_4440.3
OG0001469	KAK4468293.1	SGUI1_82780.1, SGUI1_82780.2, SGUI1_82780.3, SGUI1_82780.5, SGUI1_82780.4
OG0001470	KAK4471118.1	SGUI1_65040.1, SGUI1_65040.2, SGUI1_65040.3
OG0001471	KAK4471762.1, KAK4471761.1	SGUI1_60950.1
OG0001472	KAK4471954.1	SGUI1_64940.2, SGUI1_64940.3, SGUI1_64940.1, SGUI1_64940.5, SGUI1_64940.4
OG0001473	KAK4470641.1	SGUI1_74320.1, SGUI1_74320.5, SGUI1_74320.7, SGUI1_74320.2, SGUI1_74320.3, SGUI1_74320.4, SGUI1_74320.6
OG0001474	KAK4473644.1	SGUI1_40440.1
OG0001475	KAK4469874.1	SGUI1_54770.2, SGUI1_54770.1, SGUI1_54770.3
OG0001476	KAK4476002.1	SGUI1_7900.1, SGUI1_7910.1, SGUI1_7890.1
OG0001477	KAK4469033.1	SGUI1_56090.4, SGUI1_56090.1, SGUI1_56090.5, SGUI1_56090.2, SGUI1_56090.3
OG0001478	KAK4475476.1	SGUI1_21480.1
OG0001479	KAK4476159.1	SGUI1_8810.1
OG0001480	KAK4475942.1	SGUI1_9980.1, SGUI1_9980.3, SGUI1_9980.2
OG0001481	KAK4469635.1, KAK4469636.1	SGUI1_47570.4, SGUI1_47590.1
OG0001482	KAK4468865.1	SGUI1_92610.2, SGUI1_92610.4, SGUI1_92610.1, SGUI1_92610.3, SGUI1_92610.5
OG0001483	KAK4470165.1	SGUI1_71960.1
OG0001484	KAK4473387.1	SGUI1_22350.1, SGUI1_22350.2, SGUI1_22350.3, SGUI1_22350.4
OG0001485	KAK4472286.1	SGUI1_33670.1, SGUI1_33670.2, SGUI1_33670.3
OG0001486	KAK4469506.1	SGUI1_53010.3, SGUI1_53010.1, SGUI1_53010.2, SGUI1_53020.1
OG0001487	KAK4473164.1	SGUI1_24330.1, SGUI1_24330.2, SGUI1_24330.3
OG0001488	KAK4474060.1	SGUI1_35830.1
OG0001488	KAK4467784.1	SGUI1_95780.1
OG0001489	KAK4473243.1	SGUI1_25140.1
OG0001490	KAK4472636.1	SGUI1_31340.1
OG0001491	KAK4467448.1, KAK4475818.1	SGUI1_5240.1
OG0001492	KAK4469550.1	SGUI1_48520.1, SGUI1_48530.1, SGUI1_48530.3, SGUI1_48530.4, SGUI1_48480.1, SGUI1_48500.1, SGUI1_48480.2, SGUI1_48530.2
OG0001493	KAK4469536.1	SGUI1_45900.1, SGUI1_45900.2, SGUI1_45900.3, SGUI1_45900.4, SGUI1_45900.5, SGUI1_45900.6
OG0001494	KAK4472983.1	SGUI1_26210.3, SGUI1_26210.4, SGUI1_26210.1, SGUI1_26210.2, SGUI1_26210.5, SGUI1_26210.6
OG0001496	KAK4470511.1	SGUI1_76260.8, SGUI1_76260.6, SGUI1_76260.9, SGUI1_76260.4, SGUI1_76260.1, SGUI1_76260.5, SGUI1_76260.2, SGUI1_76260.7, SGUI1_76260.3
OG0001497	KAK4474198.1	SGUI1_34270.4, SGUI1_34270.1, SGUI1_34270.2, SGUI1_34270.5, SGUI1_34270.3
OG0001498	KAK4473400.1	SGUI1_45270.1
OG0001499	KAK4471805.1	SGUI1_64790.3, SGUI1_64790.2, SGUI1_64790.1
OG0001500	KAK4471363.1	SGUI1_66800.1
OG0001501	KAK4467925.1	SGUI1_93190.1
OG0001502	KAK4475834.1	SGUI1_680.1, SGUI1_680.2, SGUI1_680.3
OG0001503	KAK4469162.1	SGUI1_51840.1
OG0001504	KAK4471426.1	SGUI1_63840.1, SGUI1_63840.3, SGUI1_63840.4, SGUI1_63840.5, SGUI1_63840.6, SGUI1_63840.7, SGUI1_63840.2
OG0001505	KAK4467674.1	SGUI1_93770.1, SGUI1_93770.2
OG0001506	KAK4474547.1	SGUI1_13990.1
OG0001507	KAK4469704.1	SGUI1_52330.1
OG0001508	KAK4473780.1	SGUI1_38700.3, SGUI1_38700.4, SGUI1_38700.6, SGUI1_38700.1, SGUI1_38700.2, SGUI1_38700.5
OG0001509	KAK4470670.1	SGUI1_76490.1
OG0001510	KAK4473423.1	SGUI1_41750.1
OG0001511	KAK4472609.1	SGUI1_31570.3, SGUI1_31570.4, SGUI1_31570.5, SGUI1_31570.6, SGUI1_31570.8, SGUI1_31570.7, SGUI1_31570.1, SGUI1_31570.2
OG0001512	KAK4470155.1, KAK4470156.1	SGUI1_71870.1
OG0001513	KAK4474579.1	SGUI1_14190.1, SGUI1_14180.1
OG0001514	KAK4474937.1	SGUI1_1690.3, SGUI1_1690.5, SGUI1_1690.1, SGUI1_1690.2, SGUI1_1690.4
OG0001515	KAK4476213.1	SGUI1_2370.1, SGUI1_8520.2, SGUI1_8520.1
OG0001516	KAK4475046.1	SGUI1_20940.1
OG0001517	KAK4473097.1	SGUI1_27240.1
OG0001518	KAK4470507.1	SGUI1_76320.1
OG0001519	KAK4470526.1	SGUI1_76150.1
OG0001521	KAK4469850.1	SGUI1_55140.1, SGUI1_55140.5, SGUI1_55140.3, SGUI1_55140.2, SGUI1_55140.4
OG0001522	KAK4474373.1	SGUI1_9160.1
OG0001523	KAK4469319.1	SGUI1_48620.2, SGUI1_48620.5, SGUI1_48620.3, SGUI1_48620.4, SGUI1_48620.6, SGUI1_48620.1
OG0001524	KAK4468358.1, KAK4468304.1	SGUI1_81380.1, SGUI1_81380.2, SGUI1_81380.3
OG0001525	KAK4472296.1	SGUI1_33560.1
OG0001526	KAK4469504.1	SGUI1_52990.1
OG0001527	KAK4468587.1	SGUI1_89730.1, SGUI1_89730.2
OG0001528	KAK4473520.1	SGUI1_42940.1
OG0001529	KAK4472072.1	SGUI1_59350.4, SGUI1_59350.5, SGUI1_59350.3, SGUI1_59350.1, SGUI1_59350.2
OG0001530	KAK4469900.1	SGUI1_46550.1, SGUI1_46550.3, SGUI1_46550.2, SGUI1_46550.4, SGUI1_46550.5
OG0001531	KAK4474840.1, KAK4474842.1	SGUI1_16270.1
OG0001532	KAK4475577.1	SGUI1_2900.1
OG0001533	KAK4472100.1	SGUI1_59060.1
OG0001534	KAK4470485.1	SGUI1_74660.1
OG0001535	KAK4468789.1	SGUI1_87630.1
OG0001537	KAK4474598.1	SGUI1_1400.1, SGUI1_1410.1
OG0001538	KAK4468775.1	SGUI1_88390.4, SGUI1_88390.1, SGUI1_88390.2, SGUI1_88390.3, SGUI1_88390.5
OG0001539	KAK4474777.1	SGUI1_1550.1
OG0001540	KAK4473765.1	SGUI1_38910.4, SGUI1_38910.1, SGUI1_38910.2, SGUI1_38910.3
OG0001541	KAK4468168.1	SGUI1_84540.1
OG0001542	KAK4469573.1	SGUI1_48220.2, SGUI1_48220.3, SGUI1_48220.6, SGUI1_48220.7, SGUI1_48220.5, SGUI1_48220.1, SGUI1_48220.4
OG0001543	KAK4468017.1	SGUI1_84440.1, SGUI1_84440.2, SGUI1_84440.3
OG0001544	KAK4474656.1	SGUI1_11780.1
OG0001545	KAK4469077.1	SGUI1_46940.1, SGUI1_46940.2, SGUI1_46940.3
OG0001546	KAK4474025.1	SGUI1_36200.1
OG0001547	KAK4472298.1	SGUI1_44920.1, SGUI1_44920.2
OG0001548	KAK4468448.1	SGUI1_89870.2, SGUI1_89870.1, SGUI1_89870.3, SGUI1_89870.5, SGUI1_89870.6, SGUI1_89870.4
OG0001549	KAK4473526.1	SGUI1_45410.5, SGUI1_45410.1, SGUI1_45410.2, SGUI1_45410.3, SGUI1_45410.4, SGUI1_45410.6, SGUI1_45410.7
OG0001554	KAK4472720.1	SGUI1_30510.1
OG0001555	KAK4470510.1	SGUI1_76290.1, SGUI1_76270.1, SGUI1_76270.2, SGUI1_76270.3, SGUI1_76270.4
OG0001556	KAK4474204.1	SGUI1_32030.1, SGUI1_32030.2, SGUI1_32030.3
OG0001557	KAK4472960.1	SGUI1_41080.1
