Orthogroup	s.mekongi	schmidtea_mediterranea
OG0001967	KAK4467803.1	h1SMcT0010002.1, h1SMcT0010002.2, h1SMcT0010002.3
OG0001968	KAK4472641.1	h1SMcT0015577.1, h1SMcT0015577.2, h1SMcT0015577.3
OG0001969	KAK4472435.1	h1SMcT0011536.1
OG0001970	KAK4473864.1	h1SMcT0021155.1
OG0001974	KAK4469098.1	h1SMcT0005107.1, h1SMcT0005109.3
OG0001975	KAK4469194.1	h1SMcT0012165.1, h1SMcT0012165.2
OG0001976	KAK4475685.1, KAK4467563.1	h1SMcT0007621.1, h1SMcT0007621.2
OG0001977	KAK4468424.1	h1SMcT0022179.1, h1SMcT0022179.2
OG0001978	KAK4470934.1	h1SMcT0009221.2, h1SMcT0009221.1, h1SMcT0009222.1
OG0001979	KAK4469647.1	h1SMcT0017547.1, h1SMcT0017548.3, h1SMcT0017548.1, h1SMcT0017548.2
OG0001980	KAK4471771.1	h1SMcT0007933.1, h1SMcT0000803.1, h1SMcT0000803.3, h1SMcT0000803.2, h1SMcT0000803.4
OG0001981	KAK4473448.1	h1SMcT0015901.1
OG0001982	KAK4474172.1	h1SMcT0008361.1
OG0001983	KAK4468169.1	h1SMcT0003213.1
OG0001984	KAK4468662.1	h1SMcT0021069.1
OG0001985	KAK4473778.1, KAK4473777.1	h1SMcT0015012.1, h1SMcT0015012.2, h1SMcT0015012.3
OG0001986	KAK4469517.1	h1SMcT0000675.1
OG0001987	KAK4473793.1	h1SMcT0004630.1
OG0001988	KAK4472054.1	h1SMcT0001900.3, h1SMcT0001900.1, h1SMcT0001900.2
OG0001990	KAK4469221.1	h1SMcT0014617.1, h1SMcT0014617.2
OG0001991	KAK4475289.1	h1SMcT0022486.2, h1SMcT0022486.1, h1SMcT0022486.3
OG0001992	KAK4469618.1	h1SMcT0022089.1, h1SMcT0022090.1, h1SMcT0022090.3, h1SMcT0022090.2
OG0001993	KAK4470345.1	h1SMcT0010807.2, h1SMcT0010807.3, h1SMcT0010807.1, h1SMcT0010807.4
OG0001995	KAK4467750.1	h1SMcT0012615.1, h1SMcT0012615.2
OG0001996	KAK4468134.1	h1SMcT0020817.1
OG0001996	KAK4468135.1	h1SMcT0013111.1, h1SMcT0013111.2, h1SMcT0013111.3
OG0001997	KAK4476254.1	h1SMcT0005512.1, h1SMcT0005512.2, h1SMcT0005512.3, h1SMcT0005512.4, h1SMcT0005512.5
OG0001998	KAK4468442.1	h1SMcT0022133.1, h1SMcT0022133.2
OG0001999	KAK4469209.1	h1SMcT0023046.1, h1SMcT0007717.1, h1SMcT0007717.2
OG0002000	KAK4476201.1, KAK4476200.1	h1SMcT0005493.1, h1SMcT0005493.2
OG0002001	KAK4474623.1, KAK4474622.1, KAK4467249.1, KAK4467304.1, KAK4474624.1	h1SMcT0021452.2, h1SMcT0022877.1, h1SMcT0021452.1
OG0002002	KAK4474063.1	h1SMcT0021171.1
OG0002003	KAK4469214.1	h1SMcT0018768.1, h1SMcT0018768.3, h1SMcT0018768.4, h1SMcT0018768.2
OG0002004	KAK4475748.1, KAK4475740.1	h1SMcT0002030.1
OG0002006	KAK4470357.1	h1SMcT0022216.1
OG0002007	KAK4471377.1	h1SMcT0017307.3, h1SMcT0014328.1, h1SMcT0014327.3, h1SMcT0014327.1, h1SMcT0014327.2
OG0002009	KAK4472290.1	h1SMcT0015851.1
OG0002011	KAK4470524.1	h1SMcT0021884.9, h1SMcT0021884.1, h1SMcT0021884.3, h1SMcT0021884.5, h1SMcT0021884.6, h1SMcT0021884.8, h1SMcT0021884.2, h1SMcT0021884.7, h1SMcT0021884.4
OG0002012	KAK4476215.1	h1SMcT0010185.1
OG0002013	KAK4469648.1	h1SMcT0015358.1, h1SMcT0015358.2
OG0002014	KAK4471464.1	h1SMcT0018333.1
OG0002015	KAK4468790.1	h1SMcT0007283.1, h1SMcT0000174.1, h1SMcT0000174.2, h1SMcT0000174.3
OG0002017	KAK4471239.1	h1SMcT0007338.1, h1SMcT0007338.2, h1SMcT0007338.3, h1SMcT0007342.1, h1SMcT0007342.2
OG0002018	KAK4470098.1	h1SMcT0010740.1, h1SMcT0004749.2, h1SMcT0004749.3, h1SMcT0004749.1, h1SMcT0004749.4
OG0002018	KAK4470096.1, KAK4470097.1	h1SMcT0007184.1, h1SMcT0007185.1
OG0002020	KAK4471283.1	h1SMcT0019141.2, h1SMcT0019141.5, h1SMcT0019141.7, h1SMcT0019141.3, h1SMcT0019141.6, h1SMcT0019141.1, h1SMcT0019141.4, h1SMcT0019141.8
OG0002021	KAK4470191.1	h1SMcT0000442.1, h1SMcT0000442.2
OG0002023	KAK4471571.1	h1SMcT0020049.1, h1SMcT0020049.2
OG0002024	KAK4473063.1	h1SMcT0011005.1
OG0002025	KAK4471702.1, KAK4471701.1	h1SMcT0011900.1, h1SMcT0014955.1
OG0002026	KAK4475797.1	h1SMcT0010559.1
OG0002027	KAK4468162.1	h1SMcT0006516.1, h1SMcT0006516.2, h1SMcT0006516.3
OG0002028	KAK4469476.1	h1SMcT0000689.1, h1SMcT0000689.2
OG0002029	KAK4472515.1	h1SMcT0020434.1
OG0002030	KAK4471751.1	h1SMcT0018723.1
OG0002032	KAK4467812.1	h1SMcT0003381.1
OG0002033	KAK4471857.1	h1SMcT0002950.4, h1SMcT0002950.1, h1SMcT0002950.3, h1SMcT0002950.2
OG0002035	KAK4474516.1	h1SMcT0005775.1
OG0002036	KAK4468716.1	h1SMcT0010926.3, h1SMcT0010926.2, h1SMcT0010926.5, h1SMcT0010926.1, h1SMcT0010926.4
OG0002037	KAK4469881.1	h1SMcT0017037.1, h1SMcT0017038.1
OG0002038	KAK4472804.1, KAK4472815.1	h1SMcT0021727.4, h1SMcT0021727.2, h1SMcT0021727.3
OG0002039	KAK4469201.1	h1SMcT0006687.1
OG0002040	KAK4475548.1	h1SMcT0002776.6, h1SMcT0002776.7, h1SMcT0002776.2, h1SMcT0002776.3, h1SMcT0002776.4, h1SMcT0002776.5, h1SMcT0002776.1, h1SMcT0001507.2, h1SMcT0001507.1, h1SMcT0001507.3
OG0002041	KAK4470462.1	h1SMcT0015225.1, h1SMcT0015225.3, h1SMcT0015225.6, h1SMcT0015225.5, h1SMcT0015225.2, h1SMcT0015225.4, h1SMcT0015225.7, h1SMcT0015225.8, h1SMcT0011960.3, h1SMcT0011960.1, h1SMcT0011960.2, h1SMcT0009854.3, h1SMcT0009854.1, h1SMcT0009854.2
OG0002042	KAK4467451.1, KAK4474626.1	h1SMcT0001304.1
OG0002043	KAK4471410.1	h1SMcT0005432.1
OG0002044	KAK4475951.1	h1SMcT0015827.1
OG0002045	KAK4471402.1, KAK4468047.1	h1SMcT0000763.1, h1SMcT0021422.1
OG0002046	KAK4470368.1	h1SMcT0005074.1, h1SMcT0017666.1
OG0002047	KAK4468073.1	h1SMcT0018942.1
OG0002048	KAK4474801.1	h1SMcT0001025.1, h1SMcT0019919.1
OG0002049	KAK4468631.1, KAK4468632.1	h1SMcT0013881.1, h1SMcT0013881.2
OG0002050	KAK4469176.1	h1SMcT0009234.1
OG0002051	KAK4472398.1	h1SMcT0013228.1
OG0002052	KAK4473552.1	h1SMcT0016531.1
OG0002053	KAK4470413.1	h1SMcT0006987.1
OG0002054	KAK4470566.1	h1SMcT0011687.1, h1SMcT0011760.1
OG0002055	KAK4471181.1	h1SMcT0001856.1
OG0002056	KAK4468569.1	h1SMcT0021801.1
OG0002057	KAK4469378.1	h1SMcT0012583.1
OG0002058	KAK4476128.1	h1SMcT0021557.1, h1SMcT0018219.1, h1SMcT0000702.1, h1SMcT0000702.2
OG0002059	KAK4473863.1	h1SMcT0001337.1, h1SMcT0001337.2, h1SMcT0001337.5, h1SMcT0001337.3, h1SMcT0001337.4
OG0002060	KAK4476192.1	h1SMcT0008239.1
OG0002061	KAK4475759.1, KAK4474345.1, KAK4467497.1	h1SMcT0001101.1
OG0002064	KAK4476178.1	h1SMcT0005644.1
OG0002073	KAK4467636.1	h1SMcT0000231.1, h1SMcT0000231.2, h1SMcT0000231.3, h1SMcT0000231.4, h1SMcT0014508.1, h1SMcT0020918.2, h1SMcT0020918.3, h1SMcT0020918.1
OG0002075	KAK4476280.1	h1SMcT0013153.1, h1SMcT0013153.2
OG0002076	KAK4473421.1	h1SMcT0004007.1, h1SMcT0009726.1, h1SMcT0009726.2, h1SMcT0013397.1, h1SMcT0014280.1, h1SMcT0013133.1, h1SMcT0013134.1
OG0002077	KAK4475261.1	h1SMcT0004821.1, h1SMcT0004821.2, h1SMcT0004908.6, h1SMcT0004908.4, h1SMcT0004908.5, h1SMcT0004908.2, h1SMcT0004908.1, h1SMcT0004908.3
OG0002078	KAK4473875.1	h1SMcT0019763.1, h1SMcT0019763.2, h1SMcT0019763.4, h1SMcT0019763.3, h1SMcT0016245.1, h1SMcT0016245.2, h1SMcT0011973.1, h1SMcT0011973.2, h1SMcT0011973.3
OG0002079	KAK4473900.1	h1SMcT0022425.3, h1SMcT0022425.1, h1SMcT0022425.2, h1SMcT0022424.4, h1SMcT0022424.1, h1SMcT0022424.2, h1SMcT0022424.7, h1SMcT0022424.6, h1SMcT0022424.5, h1SMcT0022424.3, h1SMcT0022424.8
OG0002080	KAK4469650.1	h1SMcT0007090.3, h1SMcT0007090.2, h1SMcT0007090.5, h1SMcT0007090.1, h1SMcT0007090.4
OG0002081	KAK4468262.1	h1SMcT0012726.3
OG0002083	KAK4474048.1	h1SMcT0012319.1, h1SMcT0012319.2
OG0002084	KAK4474963.1	h1SMcT0015883.1
OG0002085	KAK4471939.1	h1SMcT0016113.1
OG0002086	KAK4473220.1	h1SMcT0016811.1, h1SMcT0016811.2, h1SMcT0016811.3
OG0002087	KAK4472322.1	h1SMcT0019853.1, h1SMcT0019853.2
OG0002089	KAK4469525.1	h1SMcT0015614.1
OG0002090	KAK4469882.1	h1SMcT0004062.1, h1SMcT0001169.1, h1SMcT0001169.2
OG0002091	KAK4469677.1	h1SMcT0000706.1
OG0002093	KAK4473261.1	h1SMcT0016741.6, h1SMcT0016741.4, h1SMcT0016741.7, h1SMcT0016741.1, h1SMcT0016741.3
OG0002094	KAK4475778.1, KAK4475781.1	h1SMcT0014214.1, h1SMcT0000979.1
OG0002096	KAK4472805.1	h1SMcT0013481.1
OG0002097	KAK4475842.1	h1SMcT0004707.1, h1SMcT0011843.1
OG0002098	KAK4471107.1	h1SMcT0012070.3, h1SMcT0012070.1, h1SMcT0012070.2, h1SMcT0012070.4
OG0002099	KAK4473789.1	h1SMcT0009059.1
OG0002100	KAK4472869.1	h1SMcT0019929.1
OG0002101	KAK4468932.1	h1SMcT0022389.1, h1SMcT0022389.2
OG0002102	KAK4473050.1, KAK4473224.1	h1SMcT0000727.1, h1SMcT0020732.1
OG0002104	KAK4472700.1	h1SMcT0013703.1, h1SMcT0013703.2
OG0002105	KAK4473098.1	h1SMcT0016084.1
OG0002106	KAK4468766.1	h1SMcT0020742.1, h1SMcT0020742.2
OG0002107	KAK4471848.1	h1SMcT0006362.1, h1SMcT0014446.1
OG0002108	KAK4468633.1	h1SMcT0021795.1
OG0002108	KAK4468195.1	h1SMcT0019556.1, h1SMcT0017243.1
OG0002111	KAK4473478.1	h1SMcT0014179.1, h1SMcT0014179.2, h1SMcT0014179.3
OG0002112	KAK4472109.1	h1SMcT0004987.1
OG0002113	KAK4468405.1	h1SMcT0000361.3, h1SMcT0000361.4, h1SMcT0000361.1, h1SMcT0000361.2, h1SMcT0021128.1, h1SMcT0021128.2, h1SMcT0021128.3
OG0002114	KAK4473071.1	h1SMcT0002975.2, h1SMcT0002975.1, h1SMcT0002975.3
OG0002115	KAK4469846.1	h1SMcT0009892.1
OG0002116	KAK4472527.1	h1SMcT0022638.2
OG0002117	KAK4475747.1, KAK4475750.1	h1SMcT0014620.1, h1SMcT0014620.2
OG0002118	KAK4469581.1	h1SMcT0007422.1, h1SMcT0007422.3, h1SMcT0007422.2
OG0002119	KAK4467453.1	h1SMcT0021112.1
OG0002120	KAK4476096.1	h1SMcT0013827.1
OG0002121	KAK4476097.1	h1SMcT0012938.1, h1SMcT0012938.2
OG0002122	KAK4472661.1	h1SMcT0002868.1
OG0002123	KAK4472764.1	h1SMcT0004478.1
OG0002124	KAK4475357.1	h1SMcT0015364.1, h1SMcT0022701.1
OG0002125	KAK4467836.1	h1SMcT0008391.1
OG0002126	KAK4475592.1	h1SMcT0016141.1
OG0002129	KAK4469724.1, KAK4469723.1	h1SMcT0022289.1, h1SMcT0022289.2, h1SMcT0002161.2, h1SMcT0002161.1, h1SMcT0002161.3
OG0002130	KAK4473162.1	h1SMcT0020201.1, h1SMcT0012523.5, h1SMcT0012523.4, h1SMcT0012523.7, h1SMcT0012523.8, h1SMcT0012523.9, h1SMcT0012523.10, h1SMcT0012523.3, h1SMcT0012523.1, h1SMcT0012523.6, h1SMcT0012523.2
OG0002132	KAK4469828.1	h1SMcT0005674.1
OG0002133	KAK4469116.1	h1SMcT0000690.1
OG0002134	KAK4473819.1	h1SMcT0010519.2, h1SMcT0010519.3, h1SMcT0010519.4, h1SMcT0010519.1
OG0002135	KAK4472855.1	h1SMcT0013438.1
OG0002136	KAK4467912.1	h1SMcT0005809.2, h1SMcT0005809.1, h1SMcT0005809.3
OG0002137	KAK4470864.1	h1SMcT0006762.1
OG0002138	KAK4472680.1	h1SMcT0004823.1, h1SMcT0004823.2
OG0002138	KAK4472681.1	h1SMcT0018391.1
OG0002141	KAK4472097.1, KAK4472096.1	h1SMcT0006373.1, h1SMcT0006373.2
OG0002142	KAK4468905.1	h1SMcT0012989.1, h1SMcT0012989.2, h1SMcT0012988.1, h1SMcT0012988.3, h1SMcT0012988.2
OG0002143	KAK4469632.1	h1SMcT0006734.1
OG0002144	KAK4472990.1	h1SMcT0021536.1, h1SMcT0021536.2
OG0002145	KAK4467424.1, KAK4472412.1	h1SMcT0006197.6
OG0002146	KAK4474835.1	h1SMcT0016225.4, h1SMcT0016225.5, h1SMcT0016225.2, h1SMcT0016225.1, h1SMcT0016225.3
OG0002147	KAK4469203.1	h1SMcT0012040.1, h1SMcT0012040.2
OG0002148	KAK4475971.1, KAK4475972.1	h1SMcT0013515.1, h1SMcT0013515.2, h1SMcT0013515.3
OG0002149	KAK4468975.1	h1SMcT0021366.1, h1SMcT0005530.1, h1SMcT0005530.2
OG0002150	KAK4471531.1	h1SMcT0008849.1, h1SMcT0008849.2, h1SMcT0008849.3
OG0002151	KAK4468367.1	h1SMcT0010869.1, h1SMcT0010172.1, h1SMcT0010173.1, h1SMcT0010174.1
OG0002153	KAK4476032.1	h1SMcT0003526.1
OG0002157	KAK4471720.1	h1SMcT0013424.3, h1SMcT0013424.1, h1SMcT0013424.2
OG0002158	KAK4470730.1	h1SMcT0016681.1, h1SMcT0016681.2
OG0002159	KAK4470454.1	h1SMcT0005402.1
OG0002160	KAK4471931.1	h1SMcT0016684.1, h1SMcT0016684.2
OG0002162	KAK4467278.1, KAK4472885.1, KAK4472886.1, KAK4472888.1, KAK4472890.1, KAK4472896.1	h1SMcT0004362.1
OG0002163	KAK4473812.1	h1SMcT0007993.1, h1SMcT0017739.1
OG0002164	KAK4471093.1	h1SMcT0022827.1, h1SMcT0009790.4, h1SMcT0009790.1, h1SMcT0009790.2, h1SMcT0009790.3
OG0002165	KAK4473110.1	h1SMcT0016686.5, h1SMcT0016686.1, h1SMcT0016686.2
OG0002166	KAK4469987.1	h1SMcT0007596.1, h1SMcT0007596.2
OG0002167	KAK4469005.1	h1SMcT0001172.1, h1SMcT0001172.2, h1SMcT0001172.3, h1SMcT0001172.4
OG0002168	KAK4469578.1	h1SMcT0020195.1, h1SMcT0017081.1, h1SMcT0010685.1, h1SMcT0021930.1, h1SMcT0021930.2
OG0002169	KAK4475426.1	h1SMcT0010317.1
OG0002170	KAK4470209.1	h1SMcT0011164.1, h1SMcT0011164.2
OG0002171	KAK4475546.1	h1SMcT0002150.1
OG0002173	KAK4472007.1	h1SMcT0008118.1
OG0002174	KAK4470652.1	h1SMcT0021580.4, h1SMcT0021580.5
OG0002175	KAK4470327.1	h1SMcT0009857.1
OG0002176	KAK4470944.1	h1SMcT0006985.1, h1SMcT0001083.1, h1SMcT0001083.2, h1SMcT0001083.3
OG0002179	KAK4476303.1	h1SMcT0010864.1, h1SMcT0014376.1
OG0002180	KAK4470443.1, KAK4470442.1	h1SMcT0018746.2, h1SMcT0018746.1, h1SMcT0018746.3, h1SMcT0018746.4, h1SMcT0018746.5
OG0002181	KAK4468988.1	h1SMcT0005761.1
OG0002183	KAK4474532.1	h1SMcT0013447.1, h1SMcT0013447.2, h1SMcT0009238.1, h1SMcT0009238.2
OG0002185	KAK4467484.1, KAK4467485.1, KAK4475796.1	h1SMcT0022284.1
OG0002186	KAK4475062.1	h1SMcT0017688.1
OG0002187	KAK4475283.1, KAK4475282.1	h1SMcT0001308.1
OG0002188	KAK4471595.1	h1SMcT0016720.6, h1SMcT0016720.3, h1SMcT0016720.4, h1SMcT0016720.2, h1SMcT0016720.1, h1SMcT0016720.5
OG0002190	KAK4472958.1	h1SMcT0002677.1, h1SMcT0015959.1, h1SMcT0016817.1, h1SMcT0016817.2
OG0002191	KAK4474481.1	h1SMcT0002884.1
OG0002192	KAK4472557.1	h1SMcT0000485.1
OG0002193	KAK4470427.1	h1SMcT0020736.1
OG0002195	KAK4469543.1	h1SMcT0017288.1
OG0002196	KAK4471567.1	h1SMcT0012542.1
OG0002197	KAK4472106.1	h1SMcT0022178.1
OG0002198	KAK4472911.1	h1SMcT0004782.1, h1SMcT0004782.2
OG0002199	KAK4470621.1	h1SMcT0002035.1, h1SMcT0002035.2
OG0002201	KAK4469418.1	h1SMcT0001223.1, h1SMcT0001223.2, h1SMcT0012361.1, h1SMcT0002206.1, h1SMcT0005667.1, h1SMcT0011982.1, h1SMcT0011304.1, h1SMcT0001223.3, h1SMcT0001223.4
OG0002202	KAK4473459.1	h1SMcT0010909.1, h1SMcT0010132.1, h1SMcT0016698.1
OG0002203	KAK4470762.1, KAK4470761.1	h1SMcT0021345.1
OG0002204	KAK4472224.1	h1SMcT0019589.1
OG0002205	KAK4467464.1, KAK4475718.1	h1SMcT0013987.1
OG0002206	KAK4468925.1	h1SMcT0000981.2, h1SMcT0000981.1, h1SMcT0000981.4, h1SMcT0000981.3
OG0002207	KAK4474561.1	h1SMcT0016198.1, h1SMcT0016198.2, h1SMcT0016198.3
OG0002212	KAK4467664.1	h1SMcT0021259.1, h1SMcT0021259.2, h1SMcT0021259.3, h1SMcT0021259.5, h1SMcT0021259.4, h1SMcT0021259.6, h1SMcT0012453.3, h1SMcT0012453.4, h1SMcT0012453.2, h1SMcT0012453.1, h1SMcT0002274.2, h1SMcT0002274.1, h1SMcT0002274.3
OG0002214	KAK4473783.1	h1SMcT0020992.1
OG0002215	KAK4476191.1	h1SMcT0021003.4, h1SMcT0021003.2, h1SMcT0021003.1, h1SMcT0021003.3, h1SMcT0021003.5
OG0002216	KAK4472672.1	h1SMcT0015074.1, h1SMcT0018111.1
OG0002217	KAK4475607.1	h1SMcT0006262.2, h1SMcT0006262.1, h1SMcT0006262.3, h1SMcT0006262.4
OG0002218	KAK4475825.1, KAK4475822.1	h1SMcT0002654.1, h1SMcT0015984.1, h1SMcT0005198.1, h1SMcT0005747.1
OG0002219	KAK4474924.1	h1SMcT0013339.1
OG0002220	KAK4476207.1	h1SMcT0017111.1, h1SMcT0017111.2
OG0002221	KAK4476169.1	h1SMcT0018442.2, h1SMcT0018442.1, h1SMcT0018442.3, h1SMcT0018442.4
OG0002222	KAK4474160.1	h1SMcT0016868.1
OG0002223	KAK4475100.1	h1SMcT0020934.1, h1SMcT0020934.2, h1SMcT0010441.1, h1SMcT0010441.2
OG0002224	KAK4474464.1	h1SMcT0015165.1
OG0002225	KAK4468547.1	h1SMcT0005737.1
OG0002226	KAK4472989.1	h1SMcT0014293.1
OG0002228	KAK4473500.1	h1SMcT0011148.1, h1SMcT0002085.1, h1SMcT0009479.1, h1SMcT0009479.2, h1SMcT0009480.1, h1SMcT0009480.3, h1SMcT0009480.4, h1SMcT0009480.5, h1SMcT0009480.2, h1SMcT0009695.1, h1SMcT0009695.2
OG0002229	KAK4474569.1	h1SMcT0012780.1, h1SMcT0020490.1, h1SMcT0009875.1, h1SMcT0009875.3, h1SMcT0009875.4, h1SMcT0009875.2
OG0002230	KAK4471246.1	h1SMcT0010041.1
OG0002231	KAK4471672.1	h1SMcT0017149.1
OG0002233	KAK4471876.1	h1SMcT0009701.1, h1SMcT0009701.2
OG0002234	KAK4469357.1, KAK4469358.1	h1SMcT0005337.1, h1SMcT0003705.1, h1SMcT0003707.1
OG0002235	KAK4475181.1	h1SMcT0020643.1, h1SMcT0020643.2
OG0002236	KAK4471525.1	h1SMcT0009446.5, h1SMcT0009446.1, h1SMcT0009446.3, h1SMcT0009446.2, h1SMcT0009446.4
OG0002237	KAK4467236.1	h1SMcT0002130.3, h1SMcT0002130.1, h1SMcT0002130.2, h1SMcT0002129.4, h1SMcT0002129.5, h1SMcT0002129.1, h1SMcT0002129.2, h1SMcT0002129.3, h1SMcT0002129.6
OG0002239	KAK4467805.1	h1SMcT0015698.3, h1SMcT0015698.1, h1SMcT0015698.2
OG0002240	KAK4467503.1	h1SMcT0020835.1
OG0002241	KAK4471543.1	h1SMcT0008363.1, h1SMcT0008363.2
OG0002243	KAK4472415.1	h1SMcT0014990.1, h1SMcT0014992.1, h1SMcT0014991.1
OG0002244	KAK4473155.1, KAK4473154.1	h1SMcT0015018.1, h1SMcT0015018.2, h1SMcT0007658.1, h1SMcT0003322.1, h1SMcT0003322.2
OG0002245	KAK4471858.1	h1SMcT0014135.1, h1SMcT0014135.2
OG0002246	KAK4475414.1	h1SMcT0005898.1, h1SMcT0005898.2
OG0002247	KAK4472854.1	h1SMcT0003818.1, h1SMcT0005306.1
OG0002248	KAK4469512.1	h1SMcT0009702.1
OG0002249	KAK4469863.1	h1SMcT0022437.1, h1SMcT0022437.2
OG0002251	KAK4473038.1	h1SMcT0004847.1, h1SMcT0004847.2
OG0002253	KAK4476184.1	h1SMcT0021448.1
OG0002257	KAK4469500.1	h1SMcT0012446.1
OG0002258	KAK4469494.1	h1SMcT0007855.4, h1SMcT0007855.1, h1SMcT0007855.3, h1SMcT0007855.2
OG0002259	KAK4473000.1	h1SMcT0015776.1, h1SMcT0015776.2
OG0002260	KAK4468137.1	h1SMcT0012727.1
OG0002260	KAK4476307.1	h1SMcT0009012.1
OG0002261	KAK4469639.1	h1SMcT0008261.1, h1SMcT0008260.1, h1SMcT0008260.2
OG0002262	KAK4474948.1	h1SMcT0008340.1, h1SMcT0008340.4, h1SMcT0008340.5, h1SMcT0008340.6, h1SMcT0008340.2, h1SMcT0008340.3
OG0002263	KAK4471619.1	h1SMcT0013870.1
OG0002265	KAK4473640.1	h1SMcT0002410.2, h1SMcT0002410.1, h1SMcT0002410.3
OG0002267	KAK4474732.1	h1SMcT0006392.1, h1SMcT0006392.2
OG0002268	KAK4467958.1	h1SMcT0014082.1
OG0002269	KAK4471798.1	h1SMcT0012036.1, h1SMcT0012036.2
OG0002270	KAK4468653.1	h1SMcT0019060.1
OG0002271	KAK4468322.1	h1SMcT0015046.1, h1SMcT0015046.2, h1SMcT0015046.3
OG0002273	KAK4470801.1	h1SMcT0018366.1, h1SMcT0018366.2, h1SMcT0018366.4, h1SMcT0018366.3, h1SMcT0018366.5, h1SMcT0018366.6
OG0002274	KAK4469856.1	h1SMcT0001216.1, h1SMcT0001216.2
OG0002275	KAK4468197.1	h1SMcT0006880.1
OG0002276	KAK4468979.1	h1SMcT0014994.1, h1SMcT0014997.1
OG0002279	KAK4468820.1	h1SMcT0022062.1
OG0002280	KAK4471092.1	h1SMcT0009481.1, h1SMcT0009482.1, h1SMcT0009483.1, h1SMcT0009483.2, h1SMcT0007439.1
OG0002281	KAK4473431.1	h1SMcT0007344.1
OG0002282	KAK4476158.1	h1SMcT0001891.1
OG0002284	KAK4470505.1	h1SMcT0002151.1, h1SMcT0002151.2
OG0002285	KAK4476005.1	h1SMcT0019707.1, h1SMcT0019707.2, h1SMcT0003620.1, h1SMcT0003620.3, h1SMcT0003620.2, h1SMcT0003620.4, h1SMcT0003620.5
OG0002286	KAK4471599.1	h1SMcT0006369.1
OG0002287	KAK4471717.1	h1SMcT0004984.3, h1SMcT0004984.5, h1SMcT0004984.1, h1SMcT0004984.2, h1SMcT0004984.4
OG0002288	KAK4470658.1	h1SMcT0012765.1, h1SMcT0012765.2
OG0002289	KAK4472368.1	h1SMcT0002898.1, h1SMcT0002898.2, h1SMcT0002898.3, h1SMcT0002898.4, h1SMcT0002898.5
OG0002290	KAK4468157.1	h1SMcT0007627.1, h1SMcT0007627.2, h1SMcT0016622.2, h1SMcT0016622.1, h1SMcT0016622.3, h1SMcT0005629.1, h1SMcT0005632.1, h1SMcT0007429.1
OG0002291	KAK4471354.1	h1SMcT0012984.1, h1SMcT0012984.2
OG0002292	KAK4470743.1	h1SMcT0003190.1, h1SMcT0003190.2
OG0002294	KAK4475276.1	h1SMcT0012289.1, h1SMcT0012289.2
OG0002295	KAK4469337.1	h1SMcT0003143.1, h1SMcT0003143.2, h1SMcT0017057.1, h1SMcT0022306.1
OG0002296	KAK4474492.1, KAK4467418.1	h1SMcT0012875.1
OG0002297	KAK4472747.1	h1SMcT0017380.1, h1SMcT0017970.1, h1SMcT0017970.2
OG0002299	KAK4472924.1	h1SMcT0020136.5, h1SMcT0020136.4, h1SMcT0020136.6, h1SMcT0020136.2, h1SMcT0020136.1, h1SMcT0020136.3
OG0002300	KAK4470804.1	h1SMcT0010691.1, h1SMcT0013526.1, h1SMcT0013526.2
OG0002301	KAK4468535.1	h1SMcT0014287.1
OG0002303	KAK4470385.1, KAK4470386.1	h1SMcT0018519.2, h1SMcT0018519.1, h1SMcT0018519.3
OG0002305	KAK4472248.1	h1SMcT0019282.2, h1SMcT0013251.1, h1SMcT0004102.1, h1SMcT0011771.1, h1SMcT0014976.1, h1SMcT0019282.1
OG0002306	KAK4471272.1	h1SMcT0005430.1, h1SMcT0005430.2
OG0002307	KAK4470659.1	h1SMcT0003838.1, h1SMcT0003838.2, h1SMcT0003838.3
OG0002308	KAK4469660.1	h1SMcT0005981.1
OG0002309	KAK4473490.1	h1SMcT0000898.1, h1SMcT0000898.2, h1SMcT0004286.1, h1SMcT0011991.1, h1SMcT0011991.2
OG0002310	KAK4475477.1	h1SMcT0006324.1, h1SMcT0019620.1
OG0002311	KAK4467381.1, KAK4467391.1, KAK4475787.1	h1SMcT0007000.1
OG0002312	KAK4467256.1	h1SMcT0003729.1, h1SMcT0002138.1, h1SMcT0002138.2, h1SMcT0002279.1
OG0002314	KAK4475701.1	h1SMcT0010084.1
OG0002315	KAK4476003.1	h1SMcT0000159.1, h1SMcT0000159.2
OG0002316	KAK4470108.1	h1SMcT0004868.7, h1SMcT0004868.9, h1SMcT0004868.10, h1SMcT0004868.4, h1SMcT0004868.11, h1SMcT0004868.5, h1SMcT0004868.12, h1SMcT0004868.3, h1SMcT0004868.1, h1SMcT0004868.6, h1SMcT0004868.2, h1SMcT0004868.8
OG0002318	KAK4473366.1	h1SMcT0015866.1
OG0002320	KAK4470626.1	h1SMcT0015375.1, h1SMcT0014356.2, h1SMcT0014356.1, h1SMcT0014356.5, h1SMcT0014356.3, h1SMcT0014356.4
OG0002321	KAK4474856.1	h1SMcT0017856.3, h1SMcT0017856.1, h1SMcT0017856.2
OG0002322	KAK4475349.1	h1SMcT0020525.1, h1SMcT0011739.1
OG0002323	KAK4471398.1	h1SMcT0023109.1, h1SMcT0023109.2
OG0002325	KAK4474627.1, KAK4467450.1, KAK4474283.1	h1SMcT0006166.1, h1SMcT0017112.1, h1SMcT0017113.1
