Orthogroup	s.mekongi	fasciola_gigantica
OG0001851	KAK4469509.1	FGIG_04765
OG0001852	KAK4472766.1	FGIG_04961
OG0001853	KAK4475630.1	FGIG_05001
OG0001854	KAK4467874.1	FGIG_05079, FGIG_05080
OG0001855	KAK4470152.1	FGIG_05092
OG0001856	KAK4470532.1	FGIG_05147
OG0001857	KAK4470721.1	FGIG_05152
OG0001858	KAK4472246.1	FGIG_05246
OG0001859	KAK4475995.1	FGIG_05352
OG0001861	KAK4470351.1	FGIG_05537
OG0001862	KAK4475729.1	FGIG_05612
OG0001863	KAK4472919.1, KAK4472918.1, KAK4472203.1	FGIG_05675
OG0001864	KAK4470331.1	FGIG_05957, FGIG_05774, FGIG_05958
OG0001865	KAK4476033.1	FGIG_05792
OG0001866	KAK4468647.1	FGIG_05934, FGIG_07819, FGIG_07820
OG0001867	KAK4469233.1	FGIG_06039
OG0001868	KAK4475545.1	FGIG_06184
OG0001869	KAK4474991.1	FGIG_12654, FGIG_06195, FGIG_06196
OG0001870	KAK4469657.1	FGIG_06239
OG0001871	KAK4473524.1, KAK4473525.1	FGIG_06490
OG0001872	KAK4468296.1	FGIG_06502, FGIG_08638
OG0001873	KAK4472319.1	FGIG_06583
OG0001874	KAK4472231.1, KAK4473351.1, KAK4473350.1, KAK4473349.1	FGIG_06688, FGIG_07094
OG0001875	KAK4468707.1	FGIG_06832
OG0001876	KAK4475467.1	FGIG_06870
OG0001877	KAK4474918.1	FGIG_06876
OG0001878	KAK4469747.1, KAK4468993.1	FGIG_07481, FGIG_07111
OG0001879	KAK4472985.1	FGIG_07185
OG0001880	KAK4475074.1	FGIG_07399
OG0001881	KAK4472071.1	FGIG_08617, FGIG_07427
OG0001882	KAK4470668.1	FGIG_10254, FGIG_07480
OG0001883	KAK4475612.1	FGIG_07514
OG0001884	KAK4468708.1	FGIG_07616
OG0001885	KAK4474684.1	FGIG_07748
OG0001886	KAK4470275.1	FGIG_07805
OG0001887	KAK4471695.1	FGIG_07966
OG0001888	KAK4471374.1	FGIG_08128, FGIG_09905, FGIG_12317
OG0001889	KAK4468130.1	FGIG_08133
OG0001890	KAK4469633.1	FGIG_08277
OG0001891	KAK4475263.1	FGIG_08290
OG0001892	KAK4470873.1	FGIG_08312
OG0001893	KAK4472302.1	FGIG_08493
OG0001894	KAK4467988.1	FGIG_08662
OG0001895	KAK4473815.1	FGIG_08712
OG0001896	KAK4472703.1	FGIG_08759
OG0001897	KAK4470818.1	FGIG_08889
OG0001898	KAK4471151.1	FGIG_09045
OG0001899	KAK4473774.1	FGIG_09165, FGIG_12532
OG0001900	KAK4467407.1, KAK4470453.1	FGIG_09208
OG0001901	KAK4472483.1	FGIG_09292, FGIG_09291
OG0001903	KAK4468115.1	FGIG_11383, FGIG_09404
OG0001904	KAK4475265.1	FGIG_09502
OG0001905	KAK4472113.1	FGIG_09751
OG0001906	KAK4472762.1	FGIG_09783
OG0001907	KAK4476050.1	FGIG_09790
OG0001908	KAK4471205.1	FGIG_10713, FGIG_10014
OG0001909	KAK4467679.1	FGIG_10056
OG0001910	KAK4473962.1	FGIG_10144
OG0001911	KAK4469345.1	FGIG_10217
OG0001912	KAK4470997.1	FGIG_10259
OG0001913	KAK4470578.1	FGIG_10326
OG0001914	KAK4471900.1	FGIG_10404, FGIG_10403
OG0001915	KAK4468220.1	FGIG_10465, FGIG_11686
OG0001916	KAK4475422.1	FGIG_10612, FGIG_10605
OG0001917	KAK4476132.1	FGIG_12536, FGIG_11628
OG0001918	KAK4469426.1	FGIG_12348, FGIG_11631
OG0001919	KAK4471565.1	FGIG_11652
OG0001921	KAK4473711.1	FGIG_11845
OG0001922	KAK4471100.1	FGIG_11872
OG0001923	KAK4476038.1	FGIG_11902
OG0001924	KAK4469867.1	FGIG_11939
OG0001925	KAK4475453.1	FGIG_12270, FGIG_11988
OG0001926	KAK4472393.1	FGIG_12026
OG0001927	KAK4475823.1	FGIG_12178
OG0001941	KAK4468689.1	FGIG_00126
OG0001942	KAK4473117.1	FGIG_00190
OG0001943	KAK4475127.1	FGIG_00220
OG0001944	KAK4471518.1	FGIG_00245
OG0001945	KAK4467852.1	FGIG_00280, FGIG_00284, FGIG_00283, FGIG_00281, FGIG_00285
OG0001946	KAK4472486.1	FGIG_00457
OG0001947	KAK4473449.1	FGIG_00619
OG0001948	KAK4467243.1	FGIG_00736
OG0001949	KAK4467747.1	FGIG_00760
OG0001950	KAK4468166.1	FGIG_00800
OG0001951	KAK4476106.1	FGIG_00894
OG0001952	KAK4469665.1	FGIG_01038
OG0001953	KAK4474207.1	FGIG_01050
OG0001954	KAK4475309.1	FGIG_01129
OG0001955	KAK4475856.1	FGIG_01306
OG0001956	KAK4470495.1	FGIG_08032, FGIG_01323
OG0001957	KAK4475293.1	FGIG_01445
OG0001958	KAK4471673.1	FGIG_01525
OG0001959	KAK4472737.1	FGIG_01707
OG0001960	KAK4472754.1	FGIG_01709
OG0001961	KAK4471504.1	FGIG_12229, FGIG_01718, FGIG_01717, FGIG_12228
OG0001962	KAK4475333.1	FGIG_01870
OG0001963	KAK4472859.1	FGIG_01934
OG0001964	KAK4468700.1	FGIG_01965
OG0001966	KAK4476007.1	FGIG_01994
OG0001967	KAK4467803.1	FGIG_02023
OG0001968	KAK4472641.1	FGIG_02090
OG0001969	KAK4472435.1	FGIG_02108
OG0001970	KAK4473864.1	FGIG_02292
OG0001971	KAK4471883.1	FGIG_02395
OG0001973	KAK4468131.1	FGIG_02972
OG0001974	KAK4469098.1	FGIG_03001, FGIG_03000, FGIG_03002
OG0001975	KAK4469194.1	FGIG_03194
OG0001976	KAK4475685.1, KAK4467563.1	FGIG_03267
OG0001977	KAK4468424.1	FGIG_03396
OG0001978	KAK4470934.1	FGIG_03425
OG0001979	KAK4469647.1	FGIG_03430
OG0001980	KAK4471771.1	FGIG_03446
OG0001981	KAK4473448.1	FGIG_03545
OG0001982	KAK4474172.1	FGIG_03564
OG0001983	KAK4468169.1	FGIG_03619
OG0001984	KAK4468662.1	FGIG_03674
OG0001985	KAK4473778.1, KAK4473777.1	FGIG_03737, FGIG_03736
OG0001986	KAK4469517.1	FGIG_03793
OG0001987	KAK4473793.1	FGIG_03835
OG0001988	KAK4472054.1	FGIG_04295
OG0001990	KAK4469221.1	FGIG_04430
OG0001991	KAK4475289.1	FGIG_04551
OG0001992	KAK4469618.1	FGIG_04557, FGIG_04558, FGIG_11227, FGIG_08602, FGIG_04556, FGIG_04555, FGIG_08601
OG0001993	KAK4470345.1	FGIG_04621, FGIG_11304, FGIG_11303
OG0001994	KAK4475356.1	FGIG_04647, FGIG_09294
OG0001995	KAK4467750.1	FGIG_04654
OG0001996	KAK4468134.1	FGIG_04771
OG0001996	KAK4468135.1	FGIG_04770
OG0001997	KAK4476254.1	FGIG_04930
OG0001998	KAK4468442.1	FGIG_04945
OG0001999	KAK4469209.1	FGIG_13995, FGIG_05007
OG0002000	KAK4476201.1, KAK4476200.1	FGIG_05071, FGIG_05073
OG0002001	KAK4474623.1, KAK4474622.1, KAK4467249.1, KAK4467304.1, KAK4474624.1	FGIG_05351, FGIG_10322
OG0002002	KAK4474063.1	FGIG_05474
OG0002003	KAK4469214.1	FGIG_05597
OG0002004	KAK4475748.1, KAK4475740.1	FGIG_05610, FGIG_08593
OG0002005	KAK4469029.1	FGIG_05614
OG0002006	KAK4470357.1	FGIG_05620, FGIG_12403
OG0002007	KAK4471377.1	FGIG_05753
OG0002008	KAK4471781.1, KAK4471782.1	FGIG_05878, FGIG_05879
OG0002009	KAK4472290.1	FGIG_05904
OG0002010	KAK4469957.1, KAK4469956.1	FGIG_06031
OG0002011	KAK4470524.1	FGIG_06078
OG0002012	KAK4476215.1	FGIG_06082
OG0002013	KAK4469648.1	FGIG_06141
OG0002014	KAK4471464.1	FGIG_11116, FGIG_09556, FGIG_06161
OG0002015	KAK4468790.1	FGIG_12200, FGIG_06387
OG0002016	KAK4471697.1	FGIG_06393
OG0002017	KAK4471239.1	FGIG_06543
OG0002018	KAK4470098.1	FGIG_06578, FGIG_06579
OG0002020	KAK4471283.1	FGIG_07652
OG0002021	KAK4470191.1	FGIG_07835
OG0002022	KAK4470149.1	FGIG_07928
OG0002023	KAK4471571.1	FGIG_07949
OG0002024	KAK4473063.1	FGIG_08028
OG0002025	KAK4471702.1, KAK4471701.1	FGIG_08079, FGIG_08077, FGIG_08078
OG0002026	KAK4475797.1	FGIG_08218
OG0002027	KAK4468162.1	FGIG_08231
OG0002028	KAK4469476.1	FGIG_08327, FGIG_10920
OG0002029	KAK4472515.1	FGIG_08478
OG0002030	KAK4471751.1	FGIG_08503
OG0002031	KAK4474999.1	FGIG_08525, FGIG_08524
OG0002032	KAK4467812.1	FGIG_08730
OG0002033	KAK4471857.1	FGIG_08755, FGIG_08754
OG0002034	KAK4471530.1	FGIG_08831
OG0002035	KAK4474516.1	FGIG_08871
OG0002036	KAK4468716.1	FGIG_08929
OG0002037	KAK4469881.1	FGIG_09110
OG0002038	KAK4472804.1, KAK4472815.1	FGIG_09222, FGIG_09223
OG0002039	KAK4469201.1	FGIG_09256
OG0002040	KAK4475548.1	FGIG_09293
OG0002041	KAK4470462.1	FGIG_09352
OG0002042	KAK4467451.1, KAK4474626.1	FGIG_09643
OG0002043	KAK4471410.1	FGIG_09653
OG0002044	KAK4475951.1	FGIG_09704
OG0002045	KAK4471402.1, KAK4468047.1	FGIG_09717
OG0002046	KAK4470368.1	FGIG_09852
OG0002047	KAK4468073.1	FGIG_10163
OG0002048	KAK4474801.1	FGIG_10239
OG0002049	KAK4468631.1, KAK4468632.1	FGIG_10299, FGIG_11534
OG0002050	KAK4469176.1	FGIG_10507
OG0002051	KAK4472398.1	FGIG_10793
OG0002052	KAK4473552.1	FGIG_10797
OG0002053	KAK4470413.1	FGIG_10820
OG0002054	KAK4470566.1	FGIG_10935
OG0002055	KAK4471181.1	FGIG_10947
OG0002056	KAK4468569.1	FGIG_11048
OG0002057	KAK4469378.1	FGIG_11544
OG0002058	KAK4476128.1	FGIG_11772
OG0002059	KAK4473863.1	FGIG_11780
OG0002060	KAK4476192.1	FGIG_11842
OG0002061	KAK4475759.1, KAK4474345.1, KAK4467497.1	FGIG_12110
OG0002062	KAK4471589.1	FGIG_12184
OG0002063	KAK4473939.1	FGIG_12410
OG0002073	KAK4467636.1	FGIG_00082
OG0002074	KAK4475125.1	FGIG_00101
OG0002075	KAK4476280.1	FGIG_00132
OG0002076	KAK4473421.1	FGIG_07077, FGIG_07078, FGIG_00206
OG0002077	KAK4475261.1	FGIG_00216, FGIG_09924
OG0002078	KAK4473875.1	FGIG_00312
OG0002079	KAK4473900.1	FGIG_00383
OG0002080	KAK4469650.1	FGIG_00484
OG0002081	KAK4468262.1	FGIG_00552, FGIG_08298
OG0002082	KAK4472024.1, KAK4472023.1	FGIG_00579, FGIG_00578
OG0002083	KAK4474048.1	FGIG_00658, FGIG_09985
OG0002084	KAK4474963.1	FGIG_00755, FGIG_00754
OG0002085	KAK4471939.1	FGIG_00781
OG0002086	KAK4473220.1	FGIG_09005, FGIG_00788
OG0002087	KAK4472322.1	FGIG_00882
OG0002089	KAK4469525.1	FGIG_00932
OG0002090	KAK4469882.1	FGIG_00986
OG0002091	KAK4469677.1	FGIG_01070
OG0002092	KAK4473766.1	FGIG_01268
OG0002093	KAK4473261.1	FGIG_01356
OG0002094	KAK4475778.1, KAK4475781.1	FGIG_01469
OG0002095	KAK4474804.1	FGIG_01632
OG0002096	KAK4472805.1	FGIG_01676
OG0002097	KAK4475842.1	FGIG_01680
OG0002098	KAK4471107.1	FGIG_01746
OG0002099	KAK4473789.1	FGIG_01747
OG0002100	KAK4472869.1	FGIG_01904
OG0002101	KAK4468932.1	FGIG_02032, FGIG_10566
OG0002102	KAK4473050.1	FGIG_02054
OG0002102	KAK4473224.1	FGIG_02312, FGIG_06101
OG0002103	KAK4473535.1	FGIG_02069
OG0002104	KAK4472700.1	FGIG_02074
OG0002105	KAK4473098.1	FGIG_02131
OG0002106	KAK4468766.1	FGIG_02208
OG0002107	KAK4471848.1	FGIG_02265
OG0002108	KAK4468633.1	FGIG_02477
OG0002109	KAK4473515.1	FGIG_02633
OG0002110	KAK4470107.1	FGIG_02667
OG0002111	KAK4473478.1	FGIG_02740, FGIG_02741
OG0002112	KAK4472109.1	FGIG_03025
OG0002113	KAK4468405.1	FGIG_03296
OG0002114	KAK4473071.1	FGIG_03896
OG0002115	KAK4469846.1	FGIG_03962
OG0002116	KAK4472527.1	FGIG_04721, FGIG_04077
OG0002117	KAK4475747.1, KAK4475750.1	FGIG_04173
OG0002118	KAK4469581.1	FGIG_04184
OG0002119	KAK4467453.1	FGIG_04220
OG0002120	KAK4476096.1	FGIG_04231
OG0002121	KAK4476097.1	FGIG_04233, FGIG_04232
OG0002122	KAK4472661.1	FGIG_04355
OG0002123	KAK4472764.1	FGIG_04472
OG0002124	KAK4475357.1	FGIG_04560
OG0002125	KAK4467836.1	FGIG_04585
OG0002126	KAK4475592.1	FGIG_04673, FGIG_04675, FGIG_04674
OG0002127	KAK4471999.1	FGIG_04867
OG0002128	KAK4476103.1	FGIG_07940, FGIG_07941, FGIG_04883
OG0002129	KAK4469724.1, KAK4469723.1	FGIG_04937
OG0002130	KAK4473162.1	FGIG_12658, FGIG_05062
OG0002131	KAK4473635.1	FGIG_05119
OG0002132	KAK4469828.1	FGIG_05232
OG0002133	KAK4469116.1	FGIG_05314
OG0002134	KAK4473819.1	FGIG_05624
OG0002135	KAK4472855.1	FGIG_05765
OG0002136	KAK4467912.1	FGIG_05990
OG0002137	KAK4470864.1	FGIG_06265
OG0002138	KAK4472681.1	FGIG_06285
OG0002139	KAK4471662.1	FGIG_06377
OG0002141	KAK4472097.1, KAK4472096.1	FGIG_06397
OG0002142	KAK4468905.1	FGIG_06549
OG0002143	KAK4469632.1	FGIG_06744, FGIG_06745
OG0002144	KAK4472990.1	FGIG_06833, FGIG_12222
OG0002145	KAK4467424.1, KAK4472412.1	FGIG_06894
OG0002146	KAK4474835.1	FGIG_06966
OG0002147	KAK4469203.1	FGIG_07060
OG0002148	KAK4475971.1, KAK4475972.1	FGIG_07150
OG0002149	KAK4468975.1	FGIG_07229, FGIG_10638
OG0002150	KAK4471531.1	FGIG_07241, FGIG_09386
OG0002151	KAK4468367.1	FGIG_07245
OG0002152	KAK4470651.1	FGIG_07252, FGIG_11124
OG0002153	KAK4476032.1	FGIG_07293
OG0002154	KAK4474009.1	FGIG_07297, FGIG_07298
OG0002155	KAK4473288.1	FGIG_07344
OG0002156	KAK4468672.1	FGIG_07411, FGIG_07410
OG0002157	KAK4471720.1	FGIG_07422
OG0002158	KAK4470730.1	FGIG_07479
OG0002159	KAK4470454.1	FGIG_07668, FGIG_13986
OG0002160	KAK4471931.1	FGIG_07809
OG0002161	KAK4473484.1	FGIG_07886
OG0002162	KAK4467278.1	FGIG_09044
OG0002162	KAK4472885.1	FGIG_09044
OG0002162	KAK4472886.1	FGIG_09044
OG0002162	KAK4472888.1	FGIG_09044
OG0002162	KAK4472890.1	FGIG_09044
OG0002162	KAK4472896.1	FGIG_09044
OG0002163	KAK4473812.1	FGIG_07909
OG0002164	KAK4471093.1	FGIG_08058
OG0002165	KAK4473110.1	FGIG_08102
OG0002166	KAK4469987.1	FGIG_08113
OG0002167	KAK4469005.1	FGIG_08390
OG0002168	KAK4469578.1	FGIG_08554
OG0002169	KAK4475426.1	FGIG_08738
OG0002170	KAK4470209.1	FGIG_08748
OG0002171	KAK4475546.1	FGIG_08756
OG0002172	KAK4472401.1	FGIG_08850
OG0002173	KAK4472007.1	FGIG_09152
OG0002174	KAK4470652.1	FGIG_09162
OG0002175	KAK4470327.1	FGIG_09338
OG0002176	KAK4470944.1	FGIG_09375
OG0002177	KAK4474210.1	FGIG_09393
OG0002178	KAK4470441.1	FGIG_09399
OG0002179	KAK4476303.1	FGIG_09419
OG0002180	KAK4470443.1, KAK4470442.1	FGIG_09454
OG0002181	KAK4468988.1	FGIG_09560, FGIG_11930, FGIG_11929
OG0002182	KAK4470376.1	FGIG_09570
OG0002183	KAK4474532.1	FGIG_09574
OG0002184	KAK4468465.1	FGIG_09626
OG0002185	KAK4467484.1, KAK4467485.1, KAK4475796.1	FGIG_09640
OG0002186	KAK4475062.1	FGIG_09677
OG0002187	KAK4475283.1, KAK4475282.1	FGIG_09895
OG0002188	KAK4471595.1	FGIG_09940
OG0002189	KAK4474102.1	FGIG_09969
OG0002190	KAK4472958.1	FGIG_10017
OG0002191	KAK4474481.1	FGIG_10018
OG0002192	KAK4472557.1	FGIG_11140, FGIG_10086, FGIG_11138, FGIG_11139
OG0002193	KAK4470427.1	FGIG_10336
OG0002194	KAK4467423.1	FGIG_10539
OG0002195	KAK4469543.1	FGIG_10604
OG0002196	KAK4471567.1	FGIG_10636
OG0002197	KAK4472106.1	FGIG_10687
OG0002198	KAK4472911.1	FGIG_10743
OG0002199	KAK4470621.1	FGIG_10871
OG0002201	KAK4469418.1	FGIG_11203
OG0002202	KAK4473459.1	FGIG_11573
OG0002203	KAK4470762.1, KAK4470761.1	FGIG_11895, FGIG_11896
OG0002204	KAK4472224.1	FGIG_12650, FGIG_12066
OG0002205	KAK4467464.1, KAK4475718.1	FGIG_12452
OG0002206	KAK4468925.1	FGIG_12508
OG0002212	KAK4467664.1	FGIG_00064, FGIG_00063
OG0002214	KAK4473783.1	FGIG_00154
OG0002215	KAK4476191.1	FGIG_00249
OG0002217	KAK4475607.1	FGIG_00514
OG0002218	KAK4475825.1, KAK4475822.1	FGIG_00689
OG0002219	KAK4474924.1	FGIG_00868
OG0002220	KAK4476207.1	FGIG_00875
OG0002221	KAK4476169.1	FGIG_04571
OG0002222	KAK4474160.1	FGIG_01061
OG0002223	KAK4475100.1	FGIG_01190, FGIG_01189, FGIG_08130
OG0002224	KAK4474464.1	FGIG_01217, FGIG_07046
OG0002225	KAK4468547.1	FGIG_01235, FGIG_01236
OG0002226	KAK4472989.1	FGIG_01251
OG0002227	KAK4473543.1	FGIG_01282
OG0002228	KAK4473500.1	FGIG_01298
OG0002229	KAK4474569.1	FGIG_01349
OG0002230	KAK4471246.1	FGIG_01359
OG0002231	KAK4471672.1	FGIG_01526
OG0002232	KAK4470671.1	FGIG_01528
OG0002233	KAK4471876.1	FGIG_01619
OG0002234	KAK4469357.1, KAK4469358.1	FGIG_01755
OG0002235	KAK4475181.1	FGIG_01815
OG0002236	KAK4471525.1	FGIG_01839, FGIG_01838, FGIG_01841, FGIG_05959, FGIG_05960
OG0002237	KAK4467236.1	FGIG_01843, FGIG_01844
OG0002239	KAK4467805.1	FGIG_02021, FGIG_02022, FGIG_11904
OG0002240	KAK4467503.1	FGIG_02045
OG0002241	KAK4471543.1	FGIG_02071, FGIG_09407
OG0002242	KAK4473454.1	FGIG_03786, FGIG_12095, FGIG_02183
OG0002243	KAK4472415.1	FGIG_02190
OG0002244	KAK4473155.1, KAK4473154.1	FGIG_02421
OG0002245	KAK4471858.1	FGIG_02712
OG0002246	KAK4475414.1	FGIG_02737
OG0002247	KAK4472854.1	FGIG_02926
OG0002248	KAK4469512.1	FGIG_02985
OG0002249	KAK4469863.1	FGIG_03295
OG0002250	KAK4473655.1	FGIG_03355, FGIG_07266, FGIG_07264, FGIG_07265
OG0002251	KAK4473038.1	FGIG_03597
OG0002252	KAK4475873.1	FGIG_03608
OG0002253	KAK4476184.1	FGIG_03758
OG0002254	KAK4469155.1	FGIG_03762
OG0002256	KAK4469585.1	FGIG_03842
OG0002257	KAK4469500.1	FGIG_09671, FGIG_09669, FGIG_09670, FGIG_03870
OG0002258	KAK4469494.1	FGIG_09563
OG0002259	KAK4473000.1	FGIG_04001
OG0002260	KAK4476307.1	FGIG_04041
OG0002261	KAK4469639.1	FGIG_04091
OG0002262	KAK4474948.1	FGIG_04206
OG0002263	KAK4471619.1	FGIG_04322
OG0002264	KAK4473530.1	FGIG_04362
OG0002265	KAK4473640.1	FGIG_04389
OG0002266	KAK4467765.1	FGIG_04454
OG0002267	KAK4474732.1	FGIG_04524
OG0002268	KAK4467958.1	FGIG_11754
OG0002269	KAK4471798.1	FGIG_04772, FGIG_11249
OG0002270	KAK4468653.1	FGIG_05032
OG0002271	KAK4468322.1	FGIG_05054, FGIG_10761
OG0002272	KAK4473205.1	FGIG_05097
OG0002273	KAK4470801.1	FGIG_11698, FGIG_05145
OG0002274	KAK4469856.1	FGIG_05175
OG0002275	KAK4468197.1	FGIG_05339
OG0002276	KAK4468979.1	FGIG_05367
OG0002277	KAK4469138.1	FGIG_05444, FGIG_06812
OG0002278	KAK4468691.1	FGIG_09994, FGIG_11786, FGIG_05591
OG0002279	KAK4467998.1	FGIG_05662
OG0002279	KAK4468820.1	FGIG_09598
OG0002280	KAK4471092.1	FGIG_05667, FGIG_09099
OG0002281	KAK4473431.1	FGIG_05678
OG0002282	KAK4476158.1	FGIG_05703
OG0002283	KAK4469147.1	FGIG_11894, FGIG_05806
OG0002284	KAK4470505.1	FGIG_05967
OG0002285	KAK4476005.1	FGIG_05994
OG0002286	KAK4471599.1	FGIG_06042
OG0002287	KAK4471717.1	FGIG_06120
OG0002288	KAK4470658.1	FGIG_06146
OG0002289	KAK4472368.1	FGIG_06166
OG0002290	KAK4468157.1	FGIG_09267, FGIG_06359
OG0002291	KAK4471354.1	FGIG_06403
OG0002292	KAK4470743.1	FGIG_06655
OG0002293	KAK4471834.1	FGIG_06706
OG0002294	KAK4475276.1	FGIG_12343, FGIG_06716
OG0002295	KAK4469337.1	FGIG_06836
OG0002296	KAK4474492.1, KAK4467418.1	FGIG_07857, FGIG_06883
OG0002297	KAK4472747.1	FGIG_06891, FGIG_06890
OG0002298	KAK4475551.1, KAK4475552.1	FGIG_06951
OG0002299	KAK4472924.1	FGIG_07092
OG0002300	KAK4470804.1	FGIG_09925, FGIG_07095
OG0002301	KAK4468535.1	FGIG_07117
OG0002302	KAK4474781.1	FGIG_11232, FGIG_08060, FGIG_08061, FGIG_07118, FGIG_10708
OG0002303	KAK4470385.1, KAK4470386.1	FGIG_07470
OG0002304	KAK4471512.1	FGIG_08042
OG0002305	KAK4472248.1	FGIG_08091
OG0002306	KAK4471272.1	FGIG_08115
OG0002307	KAK4470659.1	FGIG_08189
OG0002308	KAK4469660.1	FGIG_08211
OG0002309	KAK4473490.1	FGIG_08287
OG0002310	KAK4475477.1	FGIG_08475
OG0002311	KAK4467381.1, KAK4467391.1, KAK4475787.1	FGIG_08577
OG0002312	KAK4467256.1	FGIG_08678
OG0002314	KAK4475701.1	FGIG_08910
OG0002315	KAK4476003.1	FGIG_08928
OG0002316	KAK4470108.1	FGIG_09015, FGIG_09014
OG0002317	KAK4468748.1	FGIG_09066
OG0002318	KAK4473366.1	FGIG_09233
OG0002319	KAK4475207.1	FGIG_09288, FGIG_11697
OG0002320	KAK4470626.1	FGIG_09337
OG0002321	KAK4474856.1	FGIG_11653, FGIG_09436
OG0002322	KAK4475349.1	FGIG_09441, FGIG_09442
OG0002323	KAK4471398.1	FGIG_09510, FGIG_09829
OG0002325	KAK4474627.1, KAK4467450.1, KAK4474283.1	FGIG_09644
OG0002326	KAK4468543.1	FGIG_09702
OG0002327	KAK4470807.1	FGIG_12278, FGIG_09776, FGIG_09775
OG0002328	KAK4475950.1	FGIG_09778
OG0002329	KAK4474319.1	FGIG_09876
OG0002330	KAK4475901.1	FGIG_09881
OG0002331	KAK4475826.1	FGIG_09927, FGIG_11900
OG0002332	KAK4474659.1	FGIG_09958
OG0002333	KAK4469339.1, KAK4469340.1	FGIG_10059
OG0002334	KAK4476244.1	FGIG_10145
OG0002335	KAK4474865.1	FGIG_10281
OG0002336	KAK4469752.1	FGIG_12150, FGIG_10289
OG0002337	KAK4467876.1	FGIG_10362
OG0002338	KAK4476164.1	FGIG_10458
OG0002339	KAK4468528.1	FGIG_10531
OG0002340	KAK4475558.1	FGIG_10716
OG0002341	KAK4468589.1	FGIG_10749
OG0002342	KAK4475632.1	FGIG_10783
OG0002343	KAK4472783.1	FGIG_10808
OG0002344	KAK4471870.1	FGIG_11003
OG0002345	KAK4468737.1	FGIG_11019
OG0002346	KAK4473237.1	FGIG_11123, FGIG_11122
OG0002347	KAK4474998.1, KAK4474997.1, KAK4475000.1	FGIG_11158, FGIG_11159, FGIG_12385, FGIG_12386
OG0002349	KAK4468594.1	FGIG_11271, FGIG_11398
OG0002350	KAK4474000.1	FGIG_11286
OG0002351	KAK4469666.1	FGIG_11338
OG0002352	KAK4468684.1	FGIG_11473
OG0002353	KAK4470343.1	FGIG_11640
OG0002355	KAK4470597.1	FGIG_11960, FGIG_11712
OG0002356	KAK4471254.1	FGIG_11801
OG0002370	KAK4469597.1, KAK4469133.1	FGIG_00318, FGIG_00319
OG0002371	KAK4474916.1	FGIG_00332
OG0002372	KAK4467224.1, KAK4471312.1	FGIG_00522
OG0002373	KAK4470701.1	FGIG_00664
OG0002374	KAK4475820.1	FGIG_00687
OG0002375	KAK4467780.1	FGIG_05220, FGIG_00900
OG0002376	KAK4470257.1	FGIG_00953, FGIG_09565
OG0002377	KAK4472439.1	FGIG_01063, FGIG_01062
OG0002378	KAK4473698.1	FGIG_01137
OG0002379	KAK4473511.1	FGIG_05262
OG0002381	KAK4469366.1	FGIG_01256
OG0002382	KAK4474375.1	FGIG_01304
OG0002383	KAK4469692.1	FGIG_01455
OG0002384	KAK4467987.1	FGIG_09873, FGIG_01494, FGIG_13997
OG0002385	KAK4472809.1	FGIG_01675
OG0002387	KAK4470018.1	FGIG_01735, FGIG_01737, FGIG_01736
OG0002388	KAK4475940.1	FGIG_01875, FGIG_10835
OG0002389	KAK4468669.1	FGIG_01884
OG0002390	KAK4474823.1	FGIG_01897, FGIG_01896, FGIG_01898
OG0002391	KAK4475150.1	FGIG_02015
OG0002392	KAK4468612.1	FGIG_02057
OG0002393	KAK4472029.1	FGIG_02189, FGIG_04963
OG0002394	KAK4472676.1	FGIG_02326
OG0002395	KAK4468093.1, KAK4468094.1	FGIG_02392, FGIG_12059
OG0002396	KAK4472397.1	FGIG_02713
OG0002397	KAK4470885.1	FGIG_02751
OG0002398	KAK4475858.1	FGIG_02818
OG0002399	KAK4473606.1	FGIG_02929, FGIG_12312
OG0002400	KAK4475588.1	FGIG_02992
OG0002401	KAK4467838.1	FGIG_03016
OG0002402	KAK4475402.1	FGIG_03098
OG0002403	KAK4473070.1	FGIG_03175
OG0002404	KAK4471785.1	FGIG_03321
OG0002405	KAK4475049.1	FGIG_03332
OG0002406	KAK4475993.1	FGIG_03463
OG0002407	KAK4476135.1	FGIG_03753
OG0002407	KAK4476136.1	FGIG_03485
OG0002408	KAK4470613.1	FGIG_03539
OG0002409	KAK4468127.1	FGIG_03603
OG0002410	KAK4474104.1	FGIG_03611
OG0002411	KAK4468652.1	FGIG_10068, FGIG_03660
OG0002412	KAK4472430.1	FGIG_03751
OG0002413	KAK4468788.1	FGIG_03978
OG0002414	KAK4469811.1	FGIG_04080
OG0002415	KAK4474976.1	FGIG_04148
OG0002416	KAK4473611.1	FGIG_04169
OG0002417	KAK4474808.1	FGIG_04242
OG0002418	KAK4472382.1	FGIG_04267
OG0002419	KAK4472820.1	FGIG_04405
OG0002420	KAK4472363.1	FGIG_04462
OG0002421	KAK4470174.1	FGIG_04522
OG0002422	KAK4474164.1	FGIG_04530
OG0002423	KAK4470832.1	FGIG_04660, FGIG_04661
OG0002425	KAK4474187.1	FGIG_05156
OG0002426	KAK4473965.1	FGIG_05306, FGIG_05305, FGIG_11597, FGIG_05304
OG0002427	KAK4475994.1	FGIG_08659, FGIG_08134, FGIG_05349
OG0002428	KAK4474646.1	FGIG_05382
OG0002429	KAK4473683.1	FGIG_05450
OG0002430	KAK4470471.1	FGIG_05519
