Orthogroup	s.mekongi	opisthorchis_viverrini
OG0001980	KAK4471771.1	T265_00639
OG0001981	KAK4473448.1	T265_14563
OG0001982	KAK4474172.1	T265_05804
OG0001983	KAK4468169.1	T265_16272, T265_10525
OG0001984	KAK4468662.1	T265_13337
OG0001985	KAK4473778.1, KAK4473777.1	T265_05014
OG0001986	KAK4469517.1	T265_13071
OG0001987	KAK4473793.1	T265_11477
OG0001988	KAK4472054.1	T265_00178
OG0001990	KAK4469221.1	T265_14644
OG0001991	KAK4475289.1	T265_09212
OG0001992	KAK4469618.1	T265_04048
OG0001993	KAK4470345.1	T265_14343
OG0001995	KAK4467750.1	T265_11523
OG0001996	KAK4468134.1	T265_10482
OG0001997	KAK4476254.1	T265_01011
OG0001998	KAK4468442.1	T265_05189
OG0001999	KAK4469209.1	T265_01760
OG0002000	KAK4476201.1, KAK4476200.1	T265_10963
OG0002001	KAK4474623.1, KAK4474622.1, KAK4467249.1, KAK4467304.1, KAK4474624.1	T265_04575
OG0002002	KAK4474063.1	T265_11222
OG0002003	KAK4469214.1	T265_05270
OG0002004	KAK4475748.1, KAK4475740.1	T265_04351
OG0002006	KAK4470357.1	T265_11260
OG0002007	KAK4471377.1	T265_01809
OG0002008	KAK4471781.1, KAK4471782.1	T265_02030, T265_02029
OG0002009	KAK4472290.1	T265_07583
OG0002010	KAK4469957.1, KAK4469956.1	T265_02865
OG0002011	KAK4470524.1	T265_15553
OG0002012	KAK4476215.1	T265_01585
OG0002013	KAK4469648.1	T265_00133
OG0002014	KAK4471464.1	T265_02025
OG0002015	KAK4468790.1	T265_10154
OG0002016	KAK4471697.1	T265_07786
OG0002018	KAK4470098.1	T265_01252
OG0002020	KAK4471283.1	T265_09353, T265_09354
OG0002021	KAK4470191.1	T265_02319
OG0002023	KAK4471571.1	T265_01173
OG0002024	KAK4473063.1	T265_11589
OG0002025	KAK4471702.1, KAK4471701.1	T265_13824
OG0002026	KAK4475797.1	T265_14886
OG0002027	KAK4468162.1	T265_12826
OG0002028	KAK4469476.1	T265_06994
OG0002029	KAK4472515.1	T265_03894
OG0002030	KAK4471751.1	T265_00505
OG0002031	KAK4474999.1	T265_09865, T265_16204
OG0002032	KAK4467812.1	T265_02749
OG0002033	KAK4471857.1	T265_10134
OG0002034	KAK4471530.1	T265_02060
OG0002035	KAK4474516.1	T265_04572
OG0002036	KAK4468716.1	T265_02637
OG0002037	KAK4469881.1	T265_00055
OG0002038	KAK4472804.1, KAK4472815.1	T265_12805, T265_02077, T265_15831
OG0002039	KAK4469201.1	T265_08815
OG0002040	KAK4475548.1	T265_03319
OG0002041	KAK4470462.1	T265_00833
OG0002042	KAK4467451.1, KAK4474626.1	T265_10274
OG0002043	KAK4471410.1	T265_01128
OG0002045	KAK4471402.1, KAK4468047.1	T265_07822
OG0002046	KAK4470368.1	T265_02662
OG0002047	KAK4468073.1	T265_04671
OG0002048	KAK4474801.1	T265_13011
OG0002050	KAK4469176.1	T265_11962
OG0002051	KAK4472398.1	T265_02963
OG0002052	KAK4473552.1	T265_01480
OG0002053	KAK4470413.1	T265_00451
OG0002054	KAK4470566.1	T265_13210
OG0002055	KAK4471181.1	T265_01146
OG0002056	KAK4468569.1	T265_04162, T265_04164
OG0002057	KAK4469378.1	T265_11668
OG0002058	KAK4476128.1	T265_07761
OG0002059	KAK4473863.1	T265_11048
OG0002060	KAK4476192.1	T265_01393
OG0002061	KAK4475759.1, KAK4474345.1, KAK4467497.1	T265_08182
OG0002062	KAK4471589.1	T265_06808
OG0002063	KAK4473939.1	T265_08631
OG0002064	KAK4476178.1	T265_15101
OG0002065	KAK4474269.1	T265_04710, T265_10542
OG0002073	KAK4467636.1	T265_09527
OG0002074	KAK4475125.1	T265_03665
OG0002075	KAK4476280.1	T265_09383
OG0002076	KAK4473421.1	T265_15233, T265_16097
OG0002077	KAK4475261.1	T265_03682
OG0002078	KAK4473875.1	T265_15041
OG0002079	KAK4473900.1	T265_06240
OG0002080	KAK4469650.1	T265_00124
OG0002081	KAK4468262.1	T265_09555
OG0002082	KAK4472024.1, KAK4472023.1	T265_03148, T265_13172, T265_03149
OG0002083	KAK4474048.1	T265_08100
OG0002084	KAK4474963.1	T265_12471
OG0002085	KAK4471939.1	T265_01378
OG0002086	KAK4473220.1	T265_05643
OG0002087	KAK4472322.1	T265_14114
OG0002089	KAK4469525.1	T265_00465
OG0002090	KAK4469882.1	T265_05436
OG0002091	KAK4469677.1	T265_00837, T265_16066
OG0002092	KAK4473766.1	T265_15900
OG0002093	KAK4473261.1	T265_08579
OG0002094	KAK4475778.1, KAK4475781.1	T265_04373, T265_13499
OG0002095	KAK4474804.1	T265_13010
OG0002096	KAK4472805.1	T265_03819
OG0002098	KAK4471107.1	T265_05615
OG0002099	KAK4473789.1	T265_04149, T265_04150
OG0002100	KAK4472869.1	T265_11580
OG0002101	KAK4468932.1	T265_05374
OG0002102	KAK4473050.1	T265_13199
OG0002103	KAK4473535.1	T265_08800
OG0002104	KAK4472700.1	T265_08023
OG0002105	KAK4473098.1	T265_14195
OG0002106	KAK4468766.1	T265_12884
OG0002107	KAK4471848.1	T265_06088
OG0002108	KAK4468633.1	T265_04775
OG0002108	KAK4468195.1	T265_09456
OG0002109	KAK4473515.1	T265_03486
OG0002110	KAK4470107.1	T265_12853
OG0002111	KAK4473478.1	T265_12810
OG0002112	KAK4472109.1	T265_15351, T265_01166
OG0002113	KAK4468405.1	T265_13848
OG0002114	KAK4473071.1	T265_08567
OG0002115	KAK4469846.1	T265_13872
OG0002116	KAK4472527.1	T265_15055
OG0002117	KAK4475747.1, KAK4475750.1	T265_14145, T265_14146
OG0002118	KAK4469581.1	T265_03977
OG0002119	KAK4467453.1	T265_12990
OG0002120	KAK4476096.1	T265_10602
OG0002121	KAK4476097.1	T265_15200
OG0002122	KAK4472661.1	T265_16017, T265_13609, T265_06473, T265_07036
OG0002123	KAK4472764.1	T265_00741
OG0002124	KAK4475357.1	T265_13794
OG0002125	KAK4467836.1	T265_05313
OG0002126	KAK4475592.1	T265_05547, T265_13807
OG0002127	KAK4471999.1	T265_08051
OG0002128	KAK4476103.1	T265_04386
OG0002129	KAK4469724.1, KAK4469723.1	T265_04289, T265_04290
OG0002130	KAK4473162.1	T265_05977
OG0002131	KAK4473635.1	T265_08653
OG0002132	KAK4469828.1	T265_10351
OG0002133	KAK4469116.1	T265_05901
OG0002134	KAK4473819.1	T265_13573
OG0002135	KAK4472855.1	T265_11834
OG0002136	KAK4467912.1	T265_02078, T265_02076
OG0002137	KAK4470864.1	T265_04278
OG0002138	KAK4472681.1	T265_11382, T265_11381
OG0002139	KAK4471662.1	T265_07012
OG0002141	KAK4472097.1, KAK4472096.1	T265_12391, T265_14911, T265_16353
OG0002142	KAK4468905.1	T265_09176
OG0002143	KAK4469632.1	T265_01276
OG0002144	KAK4472990.1	T265_15470
OG0002145	KAK4467424.1, KAK4472412.1	T265_04022
OG0002147	KAK4469203.1	T265_10180
OG0002148	KAK4475971.1, KAK4475972.1	T265_12487
OG0002149	KAK4468975.1	T265_11302
OG0002150	KAK4471531.1	T265_01113
OG0002151	KAK4468367.1	T265_14429, T265_15959
OG0002152	KAK4470651.1	T265_13875
OG0002153	KAK4476032.1	T265_02445
OG0002154	KAK4474009.1	T265_13262
OG0002155	KAK4473288.1	T265_01069
OG0002156	KAK4468672.1	T265_03544
OG0002157	KAK4471720.1	T265_00621, T265_00620
OG0002158	KAK4470730.1	T265_00081
OG0002159	KAK4470454.1	T265_13086, T265_13085
OG0002160	KAK4471931.1	T265_04782
OG0002162	KAK4467278.1	T265_05840
OG0002162	KAK4472885.1	T265_05840
OG0002162	KAK4472886.1	T265_05840
OG0002162	KAK4472888.1	T265_05840
OG0002162	KAK4472890.1	T265_05840
OG0002162	KAK4472896.1	T265_05840
OG0002163	KAK4473812.1	T265_08502
OG0002164	KAK4471093.1	T265_05843
OG0002165	KAK4473110.1	T265_03273, T265_16079, T265_03274
OG0002166	KAK4469987.1	T265_01946
OG0002167	KAK4469005.1	T265_02698
OG0002168	KAK4469578.1	T265_02435
OG0002169	KAK4475426.1	T265_03699
OG0002170	KAK4470209.1	T265_01262
OG0002171	KAK4475546.1	T265_08677
OG0002172	KAK4472401.1	T265_09344
OG0002173	KAK4472007.1	T265_09337
OG0002174	KAK4470652.1	T265_06747
OG0002175	KAK4470327.1	T265_00392
OG0002176	KAK4470944.1	T265_06743
OG0002177	KAK4474210.1	T265_13224, T265_13225
OG0002178	KAK4470441.1	T265_13369, T265_15860
OG0002179	KAK4476303.1	T265_01562
OG0002180	KAK4470443.1, KAK4470442.1	T265_03959
OG0002181	KAK4468988.1	T265_15583
OG0002182	KAK4470376.1	T265_12958
OG0002183	KAK4474532.1	T265_07962
OG0002184	KAK4468465.1	T265_11281
OG0002185	KAK4467484.1, KAK4467485.1, KAK4475796.1	T265_00949
OG0002186	KAK4475062.1	T265_14166
OG0002187	KAK4475283.1, KAK4475282.1	T265_11248, T265_08829, T265_09036
OG0002188	KAK4471595.1	T265_09763
OG0002189	KAK4474102.1	T265_08728
OG0002190	KAK4472958.1	T265_03237
OG0002192	KAK4472557.1	T265_09919
OG0002193	KAK4470427.1	T265_15308
OG0002194	KAK4467423.1	T265_05011
OG0002195	KAK4469543.1	T265_13134
OG0002196	KAK4471567.1	T265_03909
OG0002197	KAK4472106.1	T265_06567
OG0002198	KAK4472911.1	T265_14194
OG0002199	KAK4470621.1	T265_09839
OG0002201	KAK4469418.1	T265_09904
OG0002202	KAK4473459.1	T265_10317
OG0002203	KAK4470762.1, KAK4470761.1	T265_00149
OG0002204	KAK4472224.1	T265_05023
OG0002206	KAK4468925.1	T265_12890
OG0002208	KAK4475217.1	T265_15258
OG0002212	KAK4467664.1	T265_15048
OG0002214	KAK4473783.1	T265_04068
OG0002215	KAK4476191.1	T265_01396
OG0002216	KAK4472672.1	T265_04024
OG0002217	KAK4475607.1	T265_06306
OG0002218	KAK4475825.1, KAK4475822.1	T265_07284
OG0002219	KAK4474924.1	T265_10914
OG0002220	KAK4476207.1	T265_08525
OG0002221	KAK4476169.1	T265_09567
OG0002222	KAK4474160.1	T265_07622
OG0002223	KAK4475100.1	T265_02296, T265_02259, T265_03688, T265_00847, T265_00845, T265_00846
OG0002224	KAK4474464.1	T265_01855
OG0002225	KAK4468547.1	T265_08736
OG0002226	KAK4472989.1	T265_14172
OG0002227	KAK4473543.1	T265_04117, T265_15786
OG0002228	KAK4473500.1	T265_04080
OG0002229	KAK4474569.1	T265_07873
OG0002230	KAK4471246.1	T265_06596
OG0002231	KAK4471672.1	T265_00618
OG0002232	KAK4470671.1	T265_13884, T265_14131
OG0002233	KAK4471876.1	T265_15141
OG0002234	KAK4469357.1, KAK4469358.1	T265_00386
OG0002235	KAK4475181.1	T265_06682
OG0002236	KAK4471525.1	T265_04798, T265_04794
OG0002237	KAK4467236.1	T265_09477
OG0002239	KAK4467805.1	T265_11016, T265_16245
OG0002241	KAK4471543.1	T265_01430
OG0002242	KAK4473454.1	T265_09722, T265_14338, T265_14682, T265_08846, T265_08847, T265_00032
OG0002243	KAK4472415.1	T265_00755, T265_16223
OG0002244	KAK4473155.1, KAK4473154.1	T265_13718
OG0002245	KAK4471858.1	T265_00529
OG0002246	KAK4475414.1	T265_13249
OG0002247	KAK4472854.1	T265_05389
OG0002248	KAK4469512.1	T265_01349
OG0002249	KAK4469863.1	T265_02684
OG0002250	KAK4473655.1	T265_03642
OG0002251	KAK4473038.1	T265_13203
OG0002252	KAK4475873.1	T265_07719
OG0002253	KAK4476184.1	T265_03058
OG0002254	KAK4469155.1	T265_04918
OG0002256	KAK4469585.1	T265_00072
OG0002257	KAK4469500.1	T265_07202
OG0002258	KAK4469494.1	T265_09079
OG0002259	KAK4473000.1	T265_12708
OG0002260	KAK4476307.1	T265_13734
OG0002261	KAK4469639.1	T265_02353
OG0002263	KAK4471619.1	T265_00662, T265_12600
OG0002264	KAK4473530.1	T265_13409
OG0002265	KAK4473640.1	T265_13935
OG0002266	KAK4467765.1	T265_11642
OG0002267	KAK4474732.1	T265_10276
OG0002268	KAK4467958.1	T265_07694
OG0002269	KAK4471798.1	T265_12133, T265_15794, T265_13923
OG0002270	KAK4468653.1	T265_05191
OG0002271	KAK4468322.1	T265_10628
OG0002272	KAK4473205.1	T265_05407, T265_05409
OG0002273	KAK4470801.1	T265_05777, T265_15024
OG0002274	KAK4469856.1	T265_01312
OG0002275	KAK4468197.1	T265_10682
OG0002276	KAK4468979.1	T265_02217
OG0002277	KAK4469138.1	T265_04300
OG0002278	KAK4468691.1	T265_11208
OG0002279	KAK4467998.1	T265_04983
OG0002280	KAK4471092.1	T265_15222
OG0002281	KAK4473431.1	T265_04079
OG0002282	KAK4476158.1	T265_03187
OG0002283	KAK4469147.1	T265_12455
OG0002284	KAK4470505.1	T265_01223
OG0002285	KAK4476005.1	T265_13808
OG0002286	KAK4471599.1	T265_02503
OG0002287	KAK4471717.1	T265_00542
OG0002288	KAK4470658.1	T265_03285
OG0002289	KAK4472368.1	T265_02605
OG0002290	KAK4468157.1	T265_14569
OG0002291	KAK4471354.1	T265_06153
OG0002292	KAK4470743.1	T265_02156
OG0002293	KAK4471834.1	T265_00593
OG0002294	KAK4475276.1	T265_14007
OG0002295	KAK4469337.1	T265_12527
OG0002296	KAK4474492.1, KAK4467418.1	T265_04413
OG0002297	KAK4472747.1	T265_11479
OG0002298	KAK4475551.1, KAK4475552.1	T265_09933, T265_09932, T265_15001
OG0002299	KAK4472924.1	T265_03230
OG0002300	KAK4470804.1	T265_05781
OG0002301	KAK4468535.1	T265_04317
OG0002302	KAK4474781.1	T265_01158, T265_06295
OG0002303	KAK4470385.1, KAK4470386.1	T265_07017
OG0002304	KAK4471512.1	T265_11843
OG0002306	KAK4471272.1	T265_13964
OG0002307	KAK4470659.1	T265_08826
OG0002308	KAK4469660.1	T265_03838
OG0002309	KAK4473490.1	T265_05078
OG0002310	KAK4475477.1	T265_00874
OG0002311	KAK4467381.1, KAK4467391.1, KAK4475787.1	T265_16283, T265_02474, T265_16279
OG0002312	KAK4467256.1	T265_10407
OG0002314	KAK4475701.1	T265_13148
OG0002315	KAK4476003.1	T265_05552
OG0002316	KAK4470108.1	T265_12852
OG0002318	KAK4473366.1	T265_10729
OG0002319	KAK4475207.1	T265_14042
OG0002320	KAK4470626.1	T265_12528
OG0002321	KAK4474856.1	T265_11407
OG0002322	KAK4475349.1	T265_10218
OG0002323	KAK4471398.1	T265_12604
OG0002325	KAK4474627.1, KAK4467450.1, KAK4474283.1	T265_10273
OG0002326	KAK4468543.1	T265_14647
OG0002327	KAK4470807.1	T265_01272
OG0002328	KAK4475950.1	T265_01590
OG0002329	KAK4474319.1	T265_11177
OG0002331	KAK4475826.1	T265_10476, T265_15160
OG0002332	KAK4474659.1	T265_15273
OG0002333	KAK4469339.1, KAK4469340.1	T265_06756
OG0002334	KAK4476244.1	T265_09684
OG0002335	KAK4474865.1	T265_02278
OG0002336	KAK4469752.1	T265_02152
OG0002337	KAK4467876.1	T265_14716, T265_16237
OG0002338	KAK4476164.1	T265_11508
OG0002340	KAK4475558.1	T265_06228, T265_06230
OG0002341	KAK4468589.1	T265_03885
OG0002342	KAK4475632.1	T265_00239
OG0002343	KAK4472783.1	T265_03463
OG0002344	KAK4471870.1	T265_12913
OG0002345	KAK4468737.1	T265_04329, T265_10710
OG0002346	KAK4473237.1	T265_01087
OG0002347	KAK4474998.1, KAK4474997.1, KAK4475000.1	T265_11024
OG0002349	KAK4468594.1	T265_13440
OG0002350	KAK4474000.1	T265_14858
OG0002351	KAK4469666.1	T265_07519
OG0002352	KAK4468684.1	T265_15955, T265_07372
OG0002355	KAK4470597.1	T265_01787
OG0002358	KAK4474939.1	T265_11150
OG0002360	KAK4470696.1	T265_15008
OG0002361	KAK4468109.1	T265_07690
OG0002362	KAK4471226.1	T265_12727
OG0002370	KAK4469597.1, KAK4469133.1	T265_00457
OG0002371	KAK4474916.1	T265_15300
OG0002372	KAK4467224.1, KAK4471312.1	T265_09285, T265_13946
OG0002374	KAK4475820.1	T265_14253
OG0002375	KAK4467780.1	T265_05233, T265_16343
OG0002376	KAK4470257.1	T265_07446
OG0002377	KAK4472439.1	T265_13979
OG0002378	KAK4473698.1	T265_06234, T265_11236, T265_11235, T265_11237, T265_11238, T265_16021
OG0002379	KAK4473511.1	T265_05894
OG0002380	KAK4475429.1, KAK4470544.1	T265_14977
OG0002381	KAK4469366.1	T265_02654, T265_16266
OG0002382	KAK4474375.1	T265_07767
OG0002383	KAK4469692.1	T265_11452, T265_11454
OG0002384	KAK4467987.1	T265_11362
OG0002385	KAK4472809.1	T265_02561
OG0002387	KAK4470018.1	T265_12419, T265_12421
OG0002388	KAK4475940.1	T265_01616
OG0002389	KAK4468669.1	T265_03542
OG0002390	KAK4474823.1	T265_15031, T265_15032, T265_15030
OG0002391	KAK4475150.1	T265_10597
OG0002392	KAK4468612.1	T265_02648
OG0002393	KAK4472029.1	T265_00616
OG0002394	KAK4472676.1	T265_13140
OG0002395	KAK4468093.1, KAK4468094.1	T265_13647, T265_13649
OG0002396	KAK4472397.1	T265_02873, T265_02874
OG0002397	KAK4470885.1	T265_09037
OG0002398	KAK4475858.1	T265_03017
OG0002399	KAK4473606.1	T265_09670, T265_09671
OG0002400	KAK4475588.1	T265_00212
OG0002401	KAK4467838.1	T265_07408
OG0002402	KAK4475402.1	T265_10841
OG0002404	KAK4471785.1	T265_09776
OG0002405	KAK4475049.1	T265_10856, T265_04546
OG0002406	KAK4475993.1	T265_13009
OG0002407	KAK4476135.1	T265_00260
OG0002407	KAK4476136.1	T265_00264
OG0002408	KAK4470613.1	T265_11905
OG0002409	KAK4468127.1	T265_01637
OG0002410	KAK4474104.1	T265_08723, T265_16313
OG0002411	KAK4468652.1	T265_04303
OG0002412	KAK4472430.1	T265_14970
OG0002413	KAK4468788.1	T265_01806
OG0002414	KAK4469811.1	T265_02906
OG0002415	KAK4474976.1	T265_03421
OG0002416	KAK4473611.1	T265_15016
OG0002417	KAK4474808.1	T265_06209
OG0002418	KAK4472382.1	T265_00711
OG0002419	KAK4472820.1	T265_10336
OG0002420	KAK4472363.1	T265_00694
OG0002421	KAK4470174.1	T265_02187
OG0002422	KAK4474164.1	T265_00765
OG0002423	KAK4470832.1	T265_02196
OG0002425	KAK4474187.1	T265_10775
OG0002426	KAK4473965.1	T265_05883, T265_16210
OG0002427	KAK4475994.1	T265_03972, T265_15474
OG0002428	KAK4474646.1	T265_13166
OG0002429	KAK4473683.1	T265_06453, T265_10284
OG0002430	KAK4470471.1	T265_02210, T265_05440, T265_02212
OG0002431	KAK4473988.1	T265_01491, T265_03774
OG0002432	KAK4471897.1	T265_08924
OG0002434	KAK4474158.1	T265_02981
OG0002435	KAK4472802.1	T265_14326
OG0002436	KAK4475444.1	T265_11614, T265_15156
OG0002437	KAK4469477.1	T265_00359
OG0002438	KAK4472333.1	T265_06508
OG0002439	KAK4469502.1	T265_00836
OG0002440	KAK4471468.1	T265_12915
OG0002441	KAK4469282.1	T265_05931
OG0002442	KAK4473493.1	T265_13576
OG0002443	KAK4473569.1	T265_07141
OG0002444	KAK4471163.1	T265_06713, T265_14104
OG0002445	KAK4471033.1, KAK4471034.1	T265_05838
OG0002446	KAK4471713.1	T265_00532
OG0002447	KAK4475948.1	T265_08477
OG0002448	KAK4474203.1	T265_06603
OG0002449	KAK4475205.1	T265_08371
OG0002450	KAK4471224.1	T265_03931, T265_03930
OG0002451	KAK4470176.1	T265_09840
OG0002452	KAK4476118.1	T265_10465
OG0002453	KAK4469090.1	T265_00345
OG0002454	KAK4471609.1	T265_05155
OG0002455	KAK4471329.1	T265_12601
OG0002456	KAK4472501.1	T265_11319
OG0002457	KAK4470483.1	T265_01249, T265_07438
OG0002458	KAK4468125.1	T265_12831
OG0002459	KAK4473929.1	T265_01502
OG0002460	KAK4476149.1	T265_09316
OG0002461	KAK4474949.1	T265_11504
OG0002462	KAK4471476.1	T265_03327
OG0002463	KAK4467460.1	T265_04955
OG0002465	KAK4468232.1	T265_11610
OG0002466	KAK4467611.1	T265_09526
OG0002468	KAK4470508.1	T265_01747
OG0002469	KAK4475730.1	T265_10043
OG0002470	KAK4470917.1	T265_13777
OG0002471	KAK4470366.1	T265_13340
OG0002472	KAK4473974.1	T265_02966
OG0002473	KAK4474357.1	T265_06276
OG0002474	KAK4468715.1	T265_10153
OG0002475	KAK4475148.1	T265_06954
OG0002476	KAK4472699.1	T265_11632, T265_14722
OG0002477	KAK4470715.1	T265_15221, T265_15220
OG0002478	KAK4469646.1	T265_00370
OG0002479	KAK4471422.1	T265_10145
OG0002480	KAK4473129.1	T265_05583
OG0002481	KAK4475915.1	T265_06651
OG0002482	KAK4471812.1	T265_08130
OG0002483	KAK4475013.1	T265_11161
OG0002484	KAK4473299.1	T265_04258
OG0002486	KAK4473286.1	T265_01077
OG0002487	KAK4470995.1	T265_01323
OG0002488	KAK4469858.1	T265_02854
OG0002489	KAK4473026.1	T265_10400
OG0002490	KAK4470660.1	T265_04784
OG0002492	KAK4470367.1	T265_06763
OG0002493	KAK4471320.1	T265_01136
OG0002494	KAK4474831.1	T265_13169
OG0002495	KAK4474575.1	T265_13492
OG0002497	KAK4469709.1	T265_06996
OG0002498	KAK4474394.1	T265_08380
OG0002499	KAK4469230.1	T265_06840
OG0002500	KAK4475638.1	T265_13736
OG0002501	KAK4474363.1	T265_07964
OG0002502	KAK4469951.1, KAK4469952.1	T265_07288
OG0002504	KAK4473291.1	T265_05690
OG0002505	KAK4469156.1	T265_04916
OG0002506	KAK4472548.1	T265_05367
OG0002507	KAK4468244.1	T265_06548
OG0002508	KAK4471460.1	T265_00657
OG0002509	KAK4476214.1	T265_11507
OG0002511	KAK4470253.1	T265_09184
OG0002512	KAK4471671.1	T265_01109, T265_01107
OG0002514	KAK4474778.1	T265_13584
OG0002517	KAK4470474.1	T265_02578
OG0002518	KAK4473503.1	T265_09714, T265_09890
OG0002526	KAK4474740.1	T265_06218
OG0002527	KAK4473392.1, KAK4473393.1	T265_06354
OG0002528	KAK4467775.1	T265_13832
OG0002530	KAK4470379.1	T265_05441
OG0002531	KAK4473089.1	T265_09261, T265_16107
OG0002532	KAK4470157.1	T265_06112
OG0002533	KAK4471252.1	T265_10106
OG0002534	KAK4468563.1	T265_11289
OG0002535	KAK4474105.1	T265_04895
OG0002536	KAK4474745.1	T265_07878, T265_16109
OG0002537	KAK4468260.1	T265_11659
OG0002538	KAK4471905.1	T265_12591, T265_13956
OG0002539	KAK4472987.1	T265_06929
OG0002540	KAK4473767.1	T265_02959
OG0002541	KAK4469799.1	T265_00045
OG0002542	KAK4468510.1	T265_05751
OG0002543	KAK4472792.1	T265_02977
OG0002544	KAK4469629.1	T265_03611
OG0002545	KAK4473302.1	T265_13460
OG0002546	KAK4475215.1	T265_08445
OG0002547	KAK4467856.1	T265_02728
OG0002548	KAK4467883.1	T265_10907
OG0002549	KAK4473138.1	T265_09253
OG0002551	KAK4472679.1	T265_10827
OG0002552	KAK4467387.1, KAK4467506.1, KAK4475710.1	T265_06270
OG0002553	KAK4471835.1	T265_12816
OG0002554	KAK4472087.1	T265_11518
OG0002555	KAK4474061.1	T265_12804
OG0002556	KAK4474301.1	T265_00868
OG0002557	KAK4473479.1	T265_01526
OG0002558	KAK4475678.1	T265_11716
OG0002559	KAK4473156.1	T265_09716
OG0002560	KAK4468947.1	T265_10495
OG0002562	KAK4476239.1	T265_06419
OG0002563	KAK4471980.1	T265_12573
OG0002564	KAK4470753.1	T265_14413
OG0002565	KAK4475513.1, KAK4475502.1	T265_10924
OG0002566	KAK4471213.1	T265_01406
OG0002567	KAK4474116.1	T265_09820
OG0002568	KAK4471310.1	T265_06148
OG0002569	KAK4471279.1	T265_09350
OG0002570	KAK4472620.1	T265_15976, T265_15295
OG0002571	KAK4473656.1	T265_09123
OG0002572	KAK4472039.1	T265_00523
OG0002573	KAK4474889.1	T265_03551, T265_04783, T265_05402, T265_00589, T265_03673
OG0002574	KAK4470332.1	T265_05451
OG0002575	KAK4473068.1	T265_14312
OG0002576	KAK4470870.1	T265_05790
OG0002578	KAK4469253.1	T265_03584
OG0002579	KAK4467904.1	T265_12918
OG0002580	KAK4472055.1	T265_00177
OG0002581	KAK4471767.1	T265_00663
OG0002582	KAK4474148.1	T265_04496
OG0002583	KAK4468752.1	T265_08898
OG0002584	KAK4473762.1	T265_13055
OG0002586	KAK4475123.1	T265_09506, T265_03414
OG0002587	KAK4468233.1	T265_06030
OG0002588	KAK4471951.1	T265_08785
OG0002589	KAK4471928.1	T265_04177
OG0002590	KAK4470710.1	T265_13106
OG0002591	KAK4470847.1	T265_11493
OG0002592	KAK4473094.1	T265_14197
OG0002593	KAK4470993.1	T265_02360
OG0002594	KAK4470992.1	T265_02363
OG0002595	KAK4469555.1	T265_02820
OG0002596	KAK4470677.1	T265_05825
OG0002597	KAK4474701.1	T265_12817, T265_12684
OG0002598	KAK4472544.1	T265_11007
OG0002599	KAK4471646.1, KAK4471071.1	T265_03901
OG0002600	KAK4469126.1	T265_10026
OG0002601	KAK4474432.1	T265_03324
OG0002602	KAK4475406.1	T265_11163
OG0002603	KAK4471396.1	T265_01188
OG0002604	KAK4475522.1	T265_10922
OG0002605	KAK4469244.1	T265_09297
OG0002606	KAK4468082.1	T265_15010
OG0002607	KAK4472334.1	T265_15621
OG0002608	KAK4469572.1	T265_03557
OG0002609	KAK4475663.1, KAK4475665.1	T265_06812
OG0002610	KAK4473486.1	T265_04076, T265_15961
OG0002611	KAK4474861.1	T265_10160
OG0002612	KAK4467481.1	T265_14890
OG0002613	KAK4473505.1, KAK4470130.1	T265_08303, T265_07594
OG0002614	KAK4475608.1	T265_15097, T265_16170
OG0002615	KAK4468140.1	T265_03587
OG0002616	KAK4473848.1	T265_04004
OG0002617	KAK4473594.1	T265_04692
OG0002618	KAK4471164.1	T265_06714, T265_16357
OG0002619	KAK4471838.1	T265_10984
OG0002620	KAK4472489.1	T265_08636
OG0002621	KAK4475984.1	T265_09809
OG0002622	KAK4469743.1	T265_11458
OG0002623	KAK4474559.1	T265_04416
OG0002624	KAK4474836.1	T265_07686
OG0002625	KAK4474049.1	T265_06474
OG0002626	KAK4467566.1	T265_08212
OG0002627	KAK4474676.1	T265_03218
OG0002628	KAK4473414.1, KAK4473411.1	T265_08624
OG0002629	KAK4468445.1	T265_13471
OG0002630	KAK4476252.1	T265_01008
OG0002631	KAK4473217.1	T265_05687
OG0002632	KAK4468113.1	T265_06015
OG0002633	KAK4473686.1	T265_04018
OG0002634	KAK4473197.1	T265_05042
OG0002635	KAK4473343.1	T265_06947
OG0002636	KAK4471015.1	T265_12437
OG0002637	KAK4467702.1, KAK4467701.1	T265_14280, T265_14279
OG0002638	KAK4469897.1	T265_01339
OG0002639	KAK4471615.1	T265_06794
OG0002640	KAK4476273.1	T265_08171
OG0002641	KAK4469360.1	T265_11303
