Orthogroup	s.mekongi	schistosoma_bovis
OG0000843	KAK4468285.1	SBOV2_81510.1, SBOV2_81510.2, SBOV2_81510.3, SBOV2_81510.5, SBOV2_81510.6, SBOV2_81510.7, SBOV2_81510.8, SBOV2_81510.4
OG0000844	KAK4475850.1	SBOV2_5230.1, SBOV2_5230.2, SBOV2_5230.3, SBOV2_5230.4, SBOV2_5230.5
OG0000845	KAK4468551.1, KAK4467252.1	SBOV2_88310.1, SBOV2_88310.2, SBOV2_88310.3, SBOV2_88310.4
OG0000846	KAK4474858.1	SBOV2_16350.1, SBOV2_16360.1
OG0000847	KAK4476036.1	SBOV2_1260.5, SBOV2_1260.3, SBOV2_1260.1, SBOV2_1260.2, SBOV2_1260.7, SBOV2_1260.8, SBOV2_1260.4, SBOV2_1260.6
OG0000848	KAK4474163.1	SBOV2_32860.4, SBOV2_32860.6, SBOV2_32860.7, SBOV2_32860.2, SBOV2_32860.3, SBOV2_32860.5, SBOV2_32860.1
OG0000849	KAK4473756.1	SBOV2_28600.1, SBOV2_28600.2
OG0000850	KAK4473025.1	SBOV2_40260.1
OG0000851	KAK4468610.1	SBOV2_89970.1
OG0000852	KAK4474383.1	SBOV2_10630.9, SBOV2_10630.4, SBOV2_10630.6, SBOV2_10630.8, SBOV2_10630.5, SBOV2_10630.2, SBOV2_10630.3, SBOV2_10630.1, SBOV2_10630.7
OG0000853	KAK4468234.1	SBOV2_82000.1
OG0000854	KAK4473859.1	SBOV2_30290.2, SBOV2_30290.1, SBOV2_30290.3
OG0000855	KAK4467325.1	SBOV2_51050.1, SBOV2_51050.4, SBOV2_51050.5, SBOV2_51050.6, SBOV2_51050.2, SBOV2_51050.3
OG0000856	KAK4475581.1	SBOV2_3050.1
OG0000857	KAK4467572.1, KAK4475703.1	SBOV2_4230.1
OG0000858	KAK4467344.1, KAK4467343.1, KAK4475741.1	SBOV2_4580.7, SBOV2_4580.6, SBOV2_4580.3, SBOV2_4580.1, SBOV2_4580.5, SBOV2_4580.4, SBOV2_4580.2
OG0000859	KAK4469232.1	SBOV2_48900.1, SBOV2_48900.2
OG0000860	KAK4471825.1	SBOV2_59440.1
OG0000860	KAK4471718.1	SBOV2_62000.2, SBOV2_62000.3, SBOV2_62000.1, SBOV2_62000.4, SBOV2_62000.5
OG0000862	KAK4472465.1	SBOV2_37630.3, SBOV2_37630.4, SBOV2_37630.6, SBOV2_37630.1, SBOV2_37630.7, SBOV2_37630.2, SBOV2_37630.5
OG0000863	KAK4476011.1	SBOV2_8060.1, SBOV2_8070.4, SBOV2_8070.1, SBOV2_8070.3, SBOV2_8070.5, SBOV2_8070.2
OG0000864	KAK4473645.1	SBOV2_27470.4, SBOV2_27470.2, SBOV2_27470.1, SBOV2_27470.3, SBOV2_27470.5
OG0000865	KAK4472356.1	SBOV2_34410.1, SBOV2_34410.2, SBOV2_34410.3
OG0000866	KAK4475812.1	SBOV2_770.1, SBOV2_770.2
OG0000868	KAK4467317.1, KAK4467483.1, KAK4471001.1	SBOV2_79050.2, SBOV2_79050.1, SBOV2_79050.3, SBOV2_79110.1, SBOV2_79080.1
OG0000869	KAK4468576.1	SBOV2_88830.1, SBOV2_88830.2, SBOV2_88830.3, SBOV2_88830.5, SBOV2_88830.4
OG0000870	KAK4474365.1	SBOV2_1000.1, SBOV2_1000.2, SBOV2_1000.3, SBOV2_1000.4, SBOV2_1000.5
OG0000871	KAK4472823.1	SBOV2_38960.1, SBOV2_38960.2, SBOV2_38960.3, SBOV2_38960.4
OG0000872	KAK4475688.1	SBOV2_4090.8, SBOV2_4090.2, SBOV2_4090.1, SBOV2_4090.3, SBOV2_4090.4, SBOV2_4090.5, SBOV2_4090.6, SBOV2_4090.7
OG0000873	KAK4468855.1	SBOV2_85590.3, SBOV2_85590.1, SBOV2_85590.2, SBOV2_85590.4, SBOV2_85590.5
OG0000874	KAK4473534.1	SBOV2_42260.1
OG0000875	KAK4471728.1	SBOV2_61920.2, SBOV2_61920.3, SBOV2_61920.1, SBOV2_61920.5, SBOV2_61920.6, SBOV2_61920.4, SBOV2_61920.7
OG0000876	KAK4473295.1	SBOV2_23280.1, SBOV2_23300.6, SBOV2_23300.5, SBOV2_23300.2, SBOV2_23300.3, SBOV2_23310.1, SBOV2_23300.1, SBOV2_23300.4
OG0000877	KAK4476016.1	SBOV2_8160.3, SBOV2_8160.1, SBOV2_8160.2
OG0000878	KAK4475183.1	SBOV2_17890.2, SBOV2_17890.1, SBOV2_17890.4, SBOV2_17890.3
OG0000879	KAK4471099.1	SBOV2_57900.2, SBOV2_57900.3, SBOV2_57900.1
OG0000880	KAK4470966.1	SBOV2_78700.3, SBOV2_78700.11, SBOV2_78700.7, SBOV2_78700.9, SBOV2_78700.10, SBOV2_78700.2, SBOV2_78700.8, SBOV2_78700.1, SBOV2_78700.6, SBOV2_78700.4, SBOV2_78700.5
OG0000881	KAK4475745.1	SBOV2_4600.1
OG0000881	KAK4468637.1	SBOV2_89820.1
OG0000882	KAK4475447.1	SBOV2_21540.1
OG0000882	KAK4473671.1	SBOV2_27680.1
OG0000883	KAK4473672.1	SBOV2_27690.1
OG0000884	KAK4473737.1	SBOV2_28380.10, SBOV2_28380.8, SBOV2_28380.9, SBOV2_28380.1, SBOV2_28380.3, SBOV2_28380.2, SBOV2_28380.5, SBOV2_28380.6, SBOV2_28380.7, SBOV2_28380.4
OG0000885	KAK4474352.1	SBOV2_92040.1, SBOV2_92040.2, SBOV2_120.1, SBOV2_56610.1
OG0000886	KAK4470894.1	SBOV2_69840.1, SBOV2_69840.2, SBOV2_69840.3, SBOV2_69840.4, SBOV2_69840.5
OG0000887	KAK4475063.1	SBOV2_19090.1, SBOV2_19090.3, SBOV2_19090.6, SBOV2_19090.2, SBOV2_19090.5, SBOV2_19090.7, SBOV2_19090.8, SBOV2_19090.4
OG0000888	KAK4470877.1	SBOV2_77790.1
OG0000888	KAK4470878.1	SBOV2_77800.1
OG0000890	KAK4473603.1	SBOV2_26930.1
OG0000891	KAK4473846.1	SBOV2_30410.1
OG0000892	KAK4469720.1	SBOV2_53570.5, SBOV2_53570.3, SBOV2_53570.2, SBOV2_53570.1, SBOV2_53570.4
OG0000894	KAK4468755.1	SBOV2_86900.1
OG0000895	KAK4472632.1	SBOV2_43160.2, SBOV2_43160.1, SBOV2_43160.3, SBOV2_43160.4
OG0000896	KAK4475362.1	SBOV2_20440.1, SBOV2_20440.2
OG0000897	KAK4476316.1	SBOV2_9850.1
OG0000898	KAK4470204.1	SBOV2_71330.1
OG0000899	KAK4474583.1	SBOV2_14110.2, SBOV2_14110.1, SBOV2_14110.6, SBOV2_14110.3, SBOV2_14110.7, SBOV2_14110.4, SBOV2_14110.5
OG0000900	KAK4475641.1	SBOV2_3650.1, SBOV2_3660.1
OG0000901	KAK4471706.1	SBOV2_62100.2, SBOV2_62100.3, SBOV2_62100.1
OG0000902	KAK4469829.1	SBOV2_50420.1, SBOV2_50420.2, SBOV2_50420.3, SBOV2_50420.4, SBOV2_50420.5
OG0000903	KAK4475319.1	SBOV2_15040.4, SBOV2_15040.5, SBOV2_15040.8, SBOV2_15040.1, SBOV2_15040.2, SBOV2_15040.3, SBOV2_15040.6, SBOV2_15040.7, SBOV2_15040.9
OG0000904	KAK4475874.1	SBOV2_5100.2, SBOV2_5100.3, SBOV2_5100.4, SBOV2_5100.6, SBOV2_5100.5, SBOV2_5100.7, SBOV2_5100.8, SBOV2_5100.1
OG0000905	KAK4470893.1	SBOV2_77950.1
OG0000906	KAK4471295.1	SBOV2_63400.5, SBOV2_63400.1, SBOV2_63400.6, SBOV2_63400.2, SBOV2_63400.3, SBOV2_63400.4
OG0000907	KAK4470463.1	SBOV2_73690.1
OG0000908	KAK4472964.1	SBOV2_40930.1
OG0000908	KAK4472965.1	SBOV2_40940.1
OG0000908	KAK4472963.1	SBOV2_40920.1
OG0000910	KAK4476130.1	SBOV2_7260.1, SBOV2_7260.2, SBOV2_7260.3, SBOV2_7260.4, SBOV2_7260.7, SBOV2_7260.5, SBOV2_7260.6, SBOV2_7260.8
OG0000911	KAK4471170.1	SBOV2_57680.1
OG0000912	KAK4475973.1	SBOV2_6370.1
OG0000913	KAK4472644.1	SBOV2_36170.1, SBOV2_36170.2
OG0000914	KAK4473816.1	SBOV2_29180.2, SBOV2_29180.3, SBOV2_29180.1, SBOV2_29180.4, SBOV2_29180.5
OG0000915	KAK4472417.1	SBOV2_38070.3, SBOV2_38070.1, SBOV2_38070.2
OG0000916	KAK4473712.1	SBOV2_28150.1
OG0000917	KAK4468177.1	SBOV2_83410.1, SBOV2_83410.2, SBOV2_83410.3, SBOV2_83410.4
OG0000918	KAK4472957.1	SBOV2_40830.1, SBOV2_40830.3, SBOV2_40830.5, SBOV2_40830.6, SBOV2_40830.7, SBOV2_40830.2, SBOV2_40830.4, SBOV2_40830.8
OG0000919	KAK4468191.1	SBOV2_83650.1
OG0000921	KAK4473570.1	SBOV2_42700.1, SBOV2_42700.2, SBOV2_42700.5, SBOV2_42700.4, SBOV2_42700.3
OG0000923	KAK4473354.1	SBOV2_26340.1
OG0000923	KAK4467730.1	SBOV2_92160.1, SBOV2_92160.2, SBOV2_92160.3, SBOV2_92160.4
OG0000925	KAK4474818.1	SBOV2_15960.1
OG0000926	KAK4472929.1	SBOV2_40520.1, SBOV2_40520.2, SBOV2_40520.3, SBOV2_40520.4, SBOV2_40530.1, SBOV2_40530.3, SBOV2_40530.2, SBOV2_40530.4
OG0000927	KAK4475055.1	SBOV2_19180.1
OG0000928	KAK4474205.1	SBOV2_35360.1, SBOV2_35370.1
OG0000929	KAK4471201.1	SBOV2_64470.1, SBOV2_64470.3, SBOV2_64470.2
OG0000930	KAK4473473.1	SBOV2_41570.6, SBOV2_41570.5, SBOV2_41570.1, SBOV2_41570.2, SBOV2_41570.3, SBOV2_41570.4
OG0000931	KAK4470219.1	SBOV2_70760.2, SBOV2_70760.1
OG0000932	KAK4476123.1	SBOV2_1170.1, SBOV2_1170.2, SBOV2_1170.4, SBOV2_1170.3
OG0000933	KAK4473701.1	SBOV2_28040.1
OG0000934	KAK4476302.1	SBOV2_9940.3, SBOV2_9940.1, SBOV2_9940.4, SBOV2_9940.2
OG0000935	KAK4471482.1	SBOV2_63760.1, SBOV2_63770.1
OG0000936	KAK4467944.1	SBOV2_92970.1, SBOV2_92970.3, SBOV2_92970.2
OG0000937	KAK4469907.1	SBOV2_51350.3, SBOV2_51350.1, SBOV2_51350.2, SBOV2_51350.4, SBOV2_51350.5
OG0000938	KAK4471997.1	SBOV2_59300.1, SBOV2_59300.2
OG0000939	KAK4468842.1	SBOV2_86150.3, SBOV2_86150.1, SBOV2_86150.2
OG0000940	KAK4475887.1	SBOV2_5760.1, SBOV2_5760.2, SBOV2_5760.3, SBOV2_5760.4
OG0000941	KAK4472578.1	SBOV2_35550.1
OG0000942	KAK4474779.1	SBOV2_15580.4, SBOV2_15580.3, SBOV2_15580.7, SBOV2_15580.2, SBOV2_15580.5, SBOV2_15580.1, SBOV2_15580.6
OG0000943	KAK4472800.1	SBOV2_38880.1, SBOV2_38880.2
OG0000944	KAK4471183.1	SBOV2_57480.1, SBOV2_57480.3, SBOV2_57480.4, SBOV2_57480.2
OG0000945	KAK4474600.1	SBOV2_11120.1, SBOV2_11120.2, SBOV2_11120.3, SBOV2_11120.4, SBOV2_11120.7, SBOV2_11120.8, SBOV2_11120.5, SBOV2_11120.6
OG0000946	KAK4476224.1	SBOV2_8580.7, SBOV2_8580.5, SBOV2_8580.6, SBOV2_8580.3, SBOV2_8580.4, SBOV2_8580.8, SBOV2_8580.1, SBOV2_8580.2, SBOV2_8580.9
OG0000947	KAK4473782.1	SBOV2_28890.1, SBOV2_28890.2, SBOV2_28890.3, SBOV2_28890.4, SBOV2_28890.5, SBOV2_28890.6, SBOV2_28890.7
OG0000948	KAK4468000.1	SBOV2_80830.1, SBOV2_80830.2, SBOV2_80830.3, SBOV2_80830.4
OG0000949	KAK4474797.1, KAK4474796.1	SBOV2_15760.1, SBOV2_15770.1, SBOV2_15750.1
OG0000950	KAK4469335.1	SBOV2_52270.1
OG0000951	KAK4467725.1, KAK4467726.1	SBOV2_92110.1, SBOV2_92110.2, SBOV2_92110.3, SBOV2_92110.5, SBOV2_92110.4
OG0000952	KAK4472413.1	SBOV2_38110.8, SBOV2_38110.1, SBOV2_38110.2, SBOV2_38110.3, SBOV2_38110.4, SBOV2_38110.5, SBOV2_38110.6, SBOV2_38110.7, SBOV2_38110.9
OG0000953	KAK4471693.1	SBOV2_62230.1, SBOV2_62230.2, SBOV2_62230.3
OG0000954	KAK4470079.1	SBOV2_79630.1, SBOV2_79630.2
OG0000955	KAK4474643.1	SBOV2_12310.3, SBOV2_12310.4, SBOV2_12310.5, SBOV2_12310.1, SBOV2_12310.2, SBOV2_12310.6, SBOV2_12310.7
OG0000958	KAK4475258.1	SBOV2_13390.1, SBOV2_13390.2
OG0000959	KAK4470133.1	SBOV2_69340.7, SBOV2_69340.1, SBOV2_69340.2, SBOV2_69340.3, SBOV2_69340.4, SBOV2_69340.5, SBOV2_69340.6, SBOV2_69340.8
OG0000960	KAK4475503.1	SBOV2_22080.1
OG0000961	KAK4473786.1	SBOV2_28860.1, SBOV2_28860.2, SBOV2_28860.4, SBOV2_28860.5, SBOV2_28860.3
OG0000962	KAK4470465.1	SBOV2_73670.1
OG0000963	KAK4475528.1	SBOV2_2500.1, SBOV2_2500.3, SBOV2_2500.4, SBOV2_2500.6, SBOV2_2500.2, SBOV2_2500.5, SBOV2_2500.7
OG0000964	KAK4473624.1	SBOV2_27150.3, SBOV2_27150.1, SBOV2_27150.2, SBOV2_27150.4
OG0000965	KAK4471425.1	SBOV2_62970.1, SBOV2_62970.2
OG0000966	KAK4474035.1	SBOV2_31460.1, SBOV2_31460.2, SBOV2_31460.3
OG0000966	KAK4469278.1	SBOV2_48420.2, SBOV2_48420.3, SBOV2_48420.1
OG0000967	KAK4474115.1	SBOV2_32250.1, SBOV2_32250.2
OG0000968	KAK4475563.1, KAK4475566.1	SBOV2_2890.3, SBOV2_2890.4, SBOV2_2890.5, SBOV2_2890.1, SBOV2_2890.2, SBOV2_2890.6
OG0000969	KAK4468357.1	SBOV2_80720.1
OG0000970	KAK4470288.1	SBOV2_68960.1, SBOV2_68950.1
OG0000971	KAK4475069.1	SBOV2_1930.1
OG0000972	KAK4475919.1	SBOV2_6050.1, SBOV2_6050.2, SBOV2_6050.3, SBOV2_6050.4, SBOV2_6050.5
OG0000973	KAK4473078.1	SBOV2_23590.1
OG0000974	KAK4469802.1	SBOV2_50060.4, SBOV2_50060.3, SBOV2_50060.1, SBOV2_50060.2
OG0000975	KAK4475902.1	SBOV2_5910.5, SBOV2_5910.1, SBOV2_5910.2, SBOV2_5910.3, SBOV2_5910.4
OG0000976	KAK4476301.1	SBOV2_10060.3
OG0000977	KAK4474438.1	SBOV2_11850.2, SBOV2_11850.1
OG0000978	KAK4475351.1	SBOV2_20320.1
OG0000979	KAK4467504.1	SBOV2_72860.2, SBOV2_72860.1, SBOV2_72860.3
OG0000980	KAK4469712.1	SBOV2_53490.1, SBOV2_53490.2, SBOV2_53490.3
OG0000981	KAK4467302.1	SBOV2_27710.1
OG0000982	KAK4471784.1	SBOV2_63840.4, SBOV2_63840.1, SBOV2_63840.3, SBOV2_63840.2
OG0000983	KAK4475242.1	SBOV2_15220.1
OG0000984	KAK4474162.1	SBOV2_32840.4, SBOV2_32840.6, SBOV2_32840.5, SBOV2_32840.3, SBOV2_32840.1, SBOV2_32840.2
OG0000985	KAK4474794.1	SBOV2_15730.2, SBOV2_15730.3, SBOV2_15730.9, SBOV2_15730.1, SBOV2_15730.10, SBOV2_15730.4, SBOV2_15730.5, SBOV2_15730.6, SBOV2_15730.7, SBOV2_15730.8
OG0000986	KAK4470291.1	SBOV2_72030.5, SBOV2_72030.2, SBOV2_72030.3, SBOV2_72030.1, SBOV2_72030.4
OG0000987	KAK4468141.1	SBOV2_82510.1, SBOV2_82510.2, SBOV2_82510.3, SBOV2_82510.4
OG0000988	KAK4469766.1, KAK4469767.1	SBOV2_56170.1, SBOV2_56170.2, SBOV2_56170.4, SBOV2_56170.3, SBOV2_56170.7, SBOV2_56170.8, SBOV2_56170.5, SBOV2_56170.6, SBOV2_56160.1
OG0000989	KAK4469139.1	SBOV2_54140.3, SBOV2_54140.1, SBOV2_54140.2
OG0000990	KAK4475767.1, KAK4467314.1	SBOV2_4760.1
OG0000991	KAK4472089.1	SBOV2_58340.15, SBOV2_58340.11, SBOV2_58340.10, SBOV2_58340.3, SBOV2_58340.8, SBOV2_58340.16, SBOV2_58340.9, SBOV2_58340.2, SBOV2_58340.17, SBOV2_58340.1, SBOV2_58340.6, SBOV2_58340.12, SBOV2_58340.13, SBOV2_58340.4, SBOV2_58340.14, SBOV2_58340.5, SBOV2_58340.7
OG0000992	KAK4472362.1	SBOV2_43520.1
OG0000993	KAK4470814.1	SBOV2_77160.2, SBOV2_77160.3, SBOV2_77160.1
OG0000994	KAK4472179.1, KAK4472284.1	SBOV2_33740.2, SBOV2_33740.3, SBOV2_33740.4, SBOV2_33740.1, SBOV2_33740.9, SBOV2_33740.8, SBOV2_33740.5, SBOV2_33740.6, SBOV2_33740.7
OG0000995	KAK4470067.1	SBOV2_79480.5, SBOV2_79480.3, SBOV2_79480.1, SBOV2_79480.2, SBOV2_79480.4
OG0000996	KAK4471910.1	SBOV2_63980.1, SBOV2_63980.2, SBOV2_63980.3, SBOV2_63980.4, SBOV2_63980.5
OG0000997	KAK4468590.1	SBOV2_89340.10, SBOV2_89340.7, SBOV2_89340.8, SBOV2_89340.9, SBOV2_89340.1, SBOV2_89340.2, SBOV2_89340.3, SBOV2_89340.4, SBOV2_89340.5, SBOV2_89340.6
OG0000998	KAK4469022.1	SBOV2_55040.1
OG0000999	KAK4473903.1	SBOV2_29820.1, SBOV2_29820.2, SBOV2_29820.3, SBOV2_29820.5, SBOV2_29820.4
OG0001000	KAK4476027.1	SBOV2_7000.2, SBOV2_7000.1
OG0001003	KAK4474199.1	SBOV2_35430.1
OG0001005	KAK4467346.1, KAK4475757.1	SBOV2_4660.1, SBOV2_4660.2, SBOV2_4660.3, SBOV2_4660.4, SBOV2_4660.5, SBOV2_4660.6
OG0001006	KAK4468352.1, KAK4468353.1	SBOV2_80680.1, SBOV2_80700.1
OG0001007	KAK4472027.1	SBOV2_58980.1, SBOV2_59000.1
OG0001008	KAK4472028.1	SBOV2_58970.1
OG0001009	KAK4468774.1	SBOV2_87130.3, SBOV2_87130.4, SBOV2_87130.1, SBOV2_87130.2
OG0001010	KAK4471864.1	SBOV2_59860.4, SBOV2_59860.5, SBOV2_59860.6, SBOV2_59860.2, SBOV2_59860.3, SBOV2_59860.1, SBOV2_59860.7
OG0001011	KAK4473707.1	SBOV2_28090.1, SBOV2_28120.1, SBOV2_28100.1
OG0001012	KAK4475869.1	SBOV2_5140.2, SBOV2_5140.3, SBOV2_5140.4, SBOV2_5140.5, SBOV2_5140.7, SBOV2_5140.1, SBOV2_5140.6
OG0001013	KAK4467552.1, KAK4467336.1, KAK4476126.1	SBOV2_13510.2, SBOV2_13510.3, SBOV2_13510.4, SBOV2_13510.1
OG0001014	KAK4475686.1	SBOV2_4070.1
OG0001015	KAK4473951.1	SBOV2_29360.2, SBOV2_29360.3, SBOV2_29360.4, SBOV2_29360.1
OG0001016	KAK4473870.1	SBOV2_30010.1, SBOV2_30010.2
OG0001017	KAK4475241.1	SBOV2_15200.1, SBOV2_15200.2, SBOV2_15200.3
OG0001018	KAK4472436.1	SBOV2_37900.3, SBOV2_37900.1, SBOV2_37900.2
OG0001019	KAK4473453.1	SBOV2_25690.1
OG0001020	KAK4474384.1	SBOV2_10640.1, SBOV2_10640.2, SBOV2_10640.3
OG0001021	KAK4472739.1	SBOV2_38130.2, SBOV2_38130.4, SBOV2_38130.5, SBOV2_38130.3, SBOV2_38130.1
OG0001022	KAK4475364.1	SBOV2_20480.3, SBOV2_20480.2, SBOV2_20480.1
OG0001023	KAK4471384.1	SBOV2_62660.1
OG0001024	KAK4470827.1	SBOV2_77300.1, SBOV2_77300.3, SBOV2_77300.5, SBOV2_77300.6, SBOV2_77300.2, SBOV2_77300.4, SBOV2_77300.7, SBOV2_77300.8
OG0001025	KAK4468679.1	SBOV2_87560.1, SBOV2_87560.2, SBOV2_87560.3
OG0001026	KAK4469225.1	SBOV2_48960.1
OG0001027	KAK4474354.1	SBOV2_1010.1, SBOV2_1010.3, SBOV2_1010.4, SBOV2_1010.5, SBOV2_1010.2
OG0001028	KAK4469796.1	SBOV2_49990.3, SBOV2_49990.2, SBOV2_49990.1
OG0001029	KAK4469208.1	SBOV2_49160.1, SBOV2_49160.2, SBOV2_49160.3, SBOV2_49160.4
OG0001030	KAK4472814.1	SBOV2_38750.1
OG0001031	KAK4470821.1	SBOV2_69950.1
OG0001032	KAK4471932.1	SBOV2_64010.1
OG0001033	KAK4470208.1	SBOV2_71360.1
OG0001034	KAK4469007.1, KAK4469010.1	SBOV2_51550.1, SBOV2_51560.1, SBOV2_51560.2, SBOV2_51560.3
OG0001036	KAK4474919.1	SBOV2_16940.1, SBOV2_16940.2, SBOV2_16940.3
OG0001037	KAK4475368.1	SBOV2_20510.3, SBOV2_20510.1, SBOV2_20510.2
OG0001038	KAK4474755.1	SBOV2_1590.3, SBOV2_1590.1, SBOV2_1590.2, SBOV2_1590.4
OG0001039	KAK4473079.1	SBOV2_40240.1, SBOV2_40240.2
OG0001040	KAK4468300.1	SBOV2_80980.11, SBOV2_80980.6, SBOV2_80980.1, SBOV2_80980.5, SBOV2_80980.3, SBOV2_80980.2, SBOV2_80980.4, SBOV2_80980.8, SBOV2_80980.10, SBOV2_80980.9, SBOV2_80980.7
OG0001041	KAK4467710.1	SBOV2_93190.1
OG0001042	KAK4474426.1	SBOV2_11720.1
OG0001043	KAK4469557.1	SBOV2_47790.6, SBOV2_47790.1, SBOV2_47790.3, SBOV2_47790.2, SBOV2_47790.5, SBOV2_47790.4
OG0001044	KAK4471581.1	SBOV2_66980.1, SBOV2_66980.2
OG0001045	KAK4471626.1	SBOV2_66530.7, SBOV2_66530.3, SBOV2_66530.6, SBOV2_66530.4, SBOV2_66530.5, SBOV2_66530.1, SBOV2_66530.2
OG0001046	KAK4469663.1	SBOV2_54450.8, SBOV2_54450.1, SBOV2_54450.2, SBOV2_54450.5, SBOV2_54450.4, SBOV2_54450.3, SBOV2_54450.6, SBOV2_54450.7
OG0001047	KAK4467816.1	SBOV2_94750.1
OG0001048	KAK4470819.1	SBOV2_77220.2, SBOV2_77220.3, SBOV2_77220.7, SBOV2_77220.6, SBOV2_77220.1, SBOV2_77220.8
OG0001049	KAK4469820.1	SBOV2_50340.7, SBOV2_50340.5, SBOV2_50340.1, SBOV2_50340.2, SBOV2_50340.3, SBOV2_50340.4, SBOV2_50340.6
OG0001050	KAK4471737.1	SBOV2_61840.2, SBOV2_61840.1
OG0001051	KAK4468758.1	SBOV2_86990.1, SBOV2_86990.2, SBOV2_86990.3, SBOV2_86990.4, SBOV2_86990.5
OG0001052	KAK4469823.1	SBOV2_50370.1
OG0001053	KAK4471433.1	SBOV2_63060.3, SBOV2_63060.9, SBOV2_63060.7, SBOV2_63060.1, SBOV2_63060.6, SBOV2_63060.4, SBOV2_63060.10, SBOV2_63060.2, SBOV2_63060.5, SBOV2_63060.8
OG0001054	KAK4474485.1, KAK4474484.1	SBOV2_11480.2, SBOV2_11480.3, SBOV2_11450.1, SBOV2_11480.1
OG0001055	KAK4473796.1	SBOV2_28980.1, SBOV2_28980.3, SBOV2_28980.2
OG0001056	KAK4471152.1	SBOV2_57440.1, SBOV2_57440.5, SBOV2_57440.6, SBOV2_57440.2, SBOV2_57440.3, SBOV2_57440.4, SBOV2_57440.7
OG0001057	KAK4468746.1	SBOV2_86810.1
OG0001058	KAK4471917.1, KAK4471918.1	SBOV2_60480.1, SBOV2_60480.2
OG0001059	KAK4474872.1	SBOV2_16500.1
OG0001060	KAK4471301.1	SBOV2_63330.1, SBOV2_63330.2, SBOV2_63340.1
OG0001061	KAK4474418.1, KAK4467307.1, KAK4474419.1	SBOV2_10820.3, SBOV2_10820.1, SBOV2_10820.2, SBOV2_10820.6, SBOV2_10820.5, SBOV2_10810.1, SBOV2_10820.4
OG0001062	KAK4469297.1	SBOV2_48260.1, SBOV2_48260.2, SBOV2_48260.3, SBOV2_48260.4
OG0001064	KAK4469625.1	SBOV2_47100.1, SBOV2_47100.2
OG0001065	KAK4472778.1	SBOV2_38540.1
OG0001065	KAK4472745.1	SBOV2_38530.1, SBOV2_38530.2, SBOV2_38530.3
OG0001065	KAK4472746.1	SBOV2_38520.1
OG0001066	KAK4476315.1	SBOV2_9840.1
OG0001068	KAK4470504.1	SBOV2_74960.1
OG0001070	KAK4471390.1	SBOV2_62710.1
OG0001070	KAK4470698.1	SBOV2_75370.1
OG0001071	KAK4471222.1	SBOV2_64710.4, SBOV2_64710.1, SBOV2_64710.2, SBOV2_64710.3
OG0001072	KAK4473457.1	SBOV2_25650.3, SBOV2_25650.1, SBOV2_25650.4, SBOV2_25650.2, SBOV2_25650.6, SBOV2_25650.5, SBOV2_25650.7
OG0001073	KAK4474855.1	SBOV2_16320.3, SBOV2_16320.4, SBOV2_16320.10, SBOV2_16320.12, SBOV2_16320.7, SBOV2_16320.1, SBOV2_16320.11, SBOV2_16320.2, SBOV2_16320.5, SBOV2_16320.6, SBOV2_16320.8, SBOV2_16320.9
OG0001074	KAK4473040.1	SBOV2_40050.1
OG0001075	KAK4471794.1	SBOV2_61450.1
OG0001076	KAK4469186.1	SBOV2_45700.1, SBOV2_45700.3, SBOV2_45700.2
OG0001077	KAK4469392.1, KAK4469391.1	SBOV2_49460.3, SBOV2_49460.4, SBOV2_49460.1, SBOV2_49460.5, SBOV2_49460.2, SBOV2_49460.6, SBOV2_49460.7
OG0001078	KAK4471959.1	SBOV2_60880.1, SBOV2_60880.2, SBOV2_60880.3
OG0001079	KAK4470554.1	SBOV2_74440.1, SBOV2_74440.2, SBOV2_74440.3, SBOV2_74440.4
OG0001080	KAK4470619.1	SBOV2_72980.3, SBOV2_72980.1, SBOV2_72980.2
OG0001081	KAK4472281.1	SBOV2_33710.2, SBOV2_33710.1, SBOV2_33710.5, SBOV2_33710.3, SBOV2_33710.4, SBOV2_33700.1
OG0001082	KAK4469312.1	SBOV2_48050.2, SBOV2_48050.1, SBOV2_48050.3
OG0001083	KAK4467695.1	SBOV2_93340.5, SBOV2_93340.1, SBOV2_93340.2, SBOV2_93340.4, SBOV2_93340.3
OG0001084	KAK4475334.1	SBOV2_20160.2, SBOV2_20160.3, SBOV2_20160.1, SBOV2_20160.4
OG0001085	KAK4467681.1	SBOV2_94340.1, SBOV2_94340.2
OG0001086	KAK4470175.1	SBOV2_71090.1
OG0001087	KAK4469641.1	SBOV2_54230.1
OG0001088	KAK4473163.1	SBOV2_96490.1, SBOV2_23040.1, SBOV2_24070.1
OG0001089	KAK4471220.1	SBOV2_64690.3, SBOV2_64690.1, SBOV2_64690.2, SBOV2_64690.5, SBOV2_64690.4
OG0001090	KAK4467837.1	SBOV2_95330.1, SBOV2_95330.2, SBOV2_95330.3, SBOV2_95330.4, SBOV2_95330.5, SBOV2_95330.6, SBOV2_95330.7, SBOV2_95330.8
OG0001091	KAK4469323.1	SBOV2_47940.1, SBOV2_47940.2, SBOV2_47940.4, SBOV2_47940.5, SBOV2_47940.3, SBOV2_47940.6
OG0001092	KAK4470091.1	SBOV2_96870.1, SBOV2_69170.1, SBOV2_69170.2, SBOV2_69170.3, SBOV2_69150.1
