Orthogroup	s.mekongi	schistosoma_curassoni
OG0000727	KAK4473799.1	SCUR1_38890.10, SCUR1_38890.6, SCUR1_38890.11, SCUR1_38890.12, SCUR1_38890.5, SCUR1_38890.7, SCUR1_38890.8, SCUR1_38890.9, SCUR1_38890.1, SCUR1_38890.13, SCUR1_38890.14, SCUR1_38890.2, SCUR1_38890.3, SCUR1_38890.4
OG0000729	KAK4476249.1	SCUR1_8740.10, SCUR1_8740.1, SCUR1_8740.2, SCUR1_8740.3, SCUR1_8740.8, SCUR1_8740.4, SCUR1_8740.5, SCUR1_8740.6, SCUR1_8740.7, SCUR1_8740.9
OG0000730	KAK4471836.1	SCUR1_59940.5, SCUR1_59940.4, SCUR1_59940.6, SCUR1_59940.8, SCUR1_59940.7, SCUR1_59940.1, SCUR1_59940.2, SCUR1_59940.3
OG0000731	KAK4470693.1	SCUR1_75670.4, SCUR1_75670.5, SCUR1_75670.2, SCUR1_75670.3, SCUR1_75670.6, SCUR1_75670.7, SCUR1_75670.8, SCUR1_75670.1
OG0000733	KAK4475569.1	SCUR1_2800.2, SCUR1_2800.3, SCUR1_2800.1
OG0000736	KAK4470813.1	SCUR1_77500.1
OG0000737	KAK4474370.1	SCUR1_9770.4, SCUR1_9770.1, SCUR1_9770.3, SCUR1_9770.6, SCUR1_9780.1, SCUR1_9780.2, SCUR1_9770.2, SCUR1_9770.5
OG0000738	KAK4470138.1	SCUR1_69110.1
OG0000739	KAK4469782.1	SCUR1_100520.1, SCUR1_96800.2, SCUR1_96800.5, SCUR1_96800.3, SCUR1_96800.7, SCUR1_96800.8, SCUR1_96800.9, SCUR1_96800.4, SCUR1_100510.1, SCUR1_100510.2, SCUR1_100510.3, SCUR1_100510.4, SCUR1_100510.5, SCUR1_100510.6, SCUR1_100510.7, SCUR1_100510.9, SCUR1_100510.8, SCUR1_96800.1, SCUR1_96800.6
OG0000740	KAK4475982.1	SCUR1_8290.1
OG0000741	KAK4468185.1	SCUR1_83400.1, SCUR1_83400.3, SCUR1_83400.2
OG0000743	KAK4475498.1	SCUR1_22580.1, SCUR1_22580.4, SCUR1_22580.2, SCUR1_22580.3
OG0000744	KAK4474236.1, KAK4467355.1, KAK4475639.1	SCUR1_3570.4, SCUR1_3570.1, SCUR1_3570.11, SCUR1_3570.12, SCUR1_3570.2, SCUR1_3570.3, SCUR1_3570.5, SCUR1_3570.6, SCUR1_3570.10, SCUR1_3570.9, SCUR1_3570.8, SCUR1_3570.7
OG0000745	KAK4473918.1	SCUR1_38240.1, SCUR1_38240.3, SCUR1_38240.2
OG0000746	KAK4471896.1	SCUR1_60580.1
OG0000748	KAK4470051.1, KAK4467349.1, KAK4470183.1	SCUR1_69550.1
OG0000749	KAK4470073.1	SCUR1_68910.1
OG0000750	KAK4470486.1	SCUR1_73580.1, SCUR1_73580.3, SCUR1_73580.2, SCUR1_73580.8, SCUR1_73580.7, SCUR1_73580.6, SCUR1_73580.5, SCUR1_73580.4
OG0000751	KAK4475833.1, KAK4475835.1	SCUR1_5500.1
OG0000751	KAK4475538.1	SCUR1_2440.1
OG0000752	KAK4467935.1	SCUR1_97640.1
OG0000752	KAK4467930.1	SCUR1_91540.1
OG0000754	KAK4469412.1	SCUR1_50350.1
OG0000756	KAK4473770.1	SCUR1_39160.1
OG0000757	KAK4469488.1	SCUR1_52570.3, SCUR1_52570.2, SCUR1_52570.1, SCUR1_52570.4
OG0000759	KAK4469520.1	SCUR1_53000.6, SCUR1_53000.7, SCUR1_53000.1, SCUR1_53000.4, SCUR1_53000.8, SCUR1_53000.5, SCUR1_53000.3, SCUR1_53000.2
OG0000760	KAK4470881.1	SCUR1_78210.2, SCUR1_78210.10, SCUR1_78210.8, SCUR1_78210.1, SCUR1_78210.3, SCUR1_78210.4, SCUR1_78210.5, SCUR1_78210.6, SCUR1_78210.7, SCUR1_78210.9
OG0000761	KAK4469193.1	SCUR1_53740.1, SCUR1_53740.2
OG0000762	KAK4468368.1	SCUR1_80200.2, SCUR1_80200.3, SCUR1_80200.1
OG0000762	KAK4468720.1	SCUR1_86400.1
OG0000763	KAK4475061.1	SCUR1_21460.1
OG0000764	KAK4476235.1	SCUR1_8890.4, SCUR1_8890.2, SCUR1_8890.1, SCUR1_8890.3
OG0000765	KAK4469518.1	SCUR1_52980.2, SCUR1_52980.1
OG0000765	KAK4469519.1	SCUR1_52990.2, SCUR1_52990.1
OG0000766	KAK4471386.1	SCUR1_62980.1, SCUR1_62980.2
OG0000767	KAK4471235.1	SCUR1_65030.1, SCUR1_65030.2
OG0000768	KAK4473678.1	SCUR1_40190.1, SCUR1_40190.3, SCUR1_40190.2, SCUR1_40190.5, SCUR1_40190.4
OG0000769	KAK4475312.1	SCUR1_2010.5, SCUR1_2010.1, SCUR1_2010.3, SCUR1_2010.2, SCUR1_2010.4
OG0000770	KAK4474961.1	SCUR1_17840.1
OG0000771	KAK4470996.1	SCUR1_79350.1, SCUR1_100100.1, SCUR1_100110.1, SCUR1_100120.1
OG0000772	KAK4474852.1	SCUR1_16750.1, SCUR1_16750.2, SCUR1_16800.1
OG0000773	KAK4473279.1	SCUR1_25680.1
OG0000774	KAK4475493.1	SCUR1_47240.1, SCUR1_47240.4, SCUR1_47240.7, SCUR1_47240.3, SCUR1_47240.6, SCUR1_47240.2, SCUR1_47240.5
OG0000775	KAK4469163.1	SCUR1_51630.5, SCUR1_51630.6, SCUR1_51630.3, SCUR1_51630.1, SCUR1_51630.2, SCUR1_51630.4
OG0000776	KAK4469675.1	SCUR1_45900.1, SCUR1_45900.2
OG0000776	KAK4469755.1	SCUR1_56750.1
OG0000777	KAK4469700.1	SCUR1_52200.4, SCUR1_52200.1, SCUR1_52200.2, SCUR1_52200.3, SCUR1_52200.5
OG0000778	KAK4473368.1	SCUR1_22880.1
OG0000779	KAK4467285.1, KAK4467284.1, KAK4475645.1, KAK4467283.1, KAK4467511.1	SCUR1_3650.1
OG0000780	KAK4475273.1	SCUR1_14960.1
OG0000781	KAK4474552.1	SCUR1_11210.1
OG0000781	KAK4476024.1	SCUR1_470.1
OG0000782	KAK4472624.1	SCUR1_31670.1
OG0000783	KAK4469441.1	SCUR1_50660.1, SCUR1_50660.2, SCUR1_50660.5, SCUR1_50660.3, SCUR1_50660.8, SCUR1_50660.4, SCUR1_50660.11, SCUR1_50660.12, SCUR1_50660.10, SCUR1_50660.6, SCUR1_50660.7, SCUR1_50660.9
OG0000784	KAK4472638.1	SCUR1_31580.2, SCUR1_31580.1, SCUR1_31580.3
OG0000785	KAK4472075.1, KAK4472076.1	SCUR1_58860.1
OG0000787	KAK4467917.1, KAK4467919.1	SCUR1_98840.1, SCUR1_98840.2, SCUR1_98840.3, SCUR1_91660.1
OG0000787	KAK4472011.1	SCUR1_59500.1
OG0000788	KAK4474750.1	SCUR1_13620.10, SCUR1_13620.11, SCUR1_13620.12, SCUR1_13620.13, SCUR1_13620.2, SCUR1_13620.3, SCUR1_13620.4, SCUR1_13620.5, SCUR1_13620.6, SCUR1_13620.7, SCUR1_13620.8, SCUR1_13620.9, SCUR1_13620.1
OG0000789	KAK4473257.1	SCUR1_25460.1
OG0000789	KAK4473256.1	SCUR1_25450.1
OG0000790	KAK4473741.1	SCUR1_39510.8, SCUR1_39510.9, SCUR1_39510.5, SCUR1_39510.7, SCUR1_39510.4, SCUR1_39510.6, SCUR1_39510.3, SCUR1_39510.1, SCUR1_39510.2
OG0000791	KAK4473509.1	SCUR1_42890.1, SCUR1_42890.2, SCUR1_42890.3
OG0000792	KAK4469047.1, KAK4475816.1	SCUR1_5670.1, SCUR1_5670.2, SCUR1_5670.4, SCUR1_5670.5, SCUR1_5670.3
OG0000793	KAK4472249.1	SCUR1_34360.1, SCUR1_34360.4, SCUR1_34360.2, SCUR1_34360.6, SCUR1_34360.3, SCUR1_34360.5, SCUR1_34360.7, SCUR1_34360.8
OG0000794	KAK4474355.1	SCUR1_10010.1
OG0000795	KAK4467676.1	SCUR1_93940.1, SCUR1_93940.3, SCUR1_93940.4, SCUR1_93940.2
OG0000796	KAK4474757.1	SCUR1_15790.1, SCUR1_15800.1, SCUR1_15800.2
OG0000797	KAK4475035.1	SCUR1_21170.2, SCUR1_21170.1, SCUR1_21170.3, SCUR1_21170.4
OG0000798	KAK4475964.1	SCUR1_1230.2, SCUR1_1230.1, SCUR1_1230.3
OG0000799	KAK4471638.1	SCUR1_66450.1, SCUR1_66490.1
OG0000800	KAK4476179.1	SCUR1_9930.1
OG0000801	KAK4475245.1	SCUR1_15690.2, SCUR1_15690.3, SCUR1_15690.1
OG0000802	KAK4470576.1	SCUR1_72510.1, SCUR1_72510.2, SCUR1_72510.3
OG0000802	KAK4472112.1	SCUR1_58580.1
OG0000803	KAK4470919.1	SCUR1_78600.1
OG0000804	KAK4473168.1	SCUR1_41460.1, SCUR1_41460.2, SCUR1_41460.5, SCUR1_41460.6, SCUR1_41460.7, SCUR1_41460.3, SCUR1_41460.4
OG0000805	KAK4474013.1	SCUR1_36560.2, SCUR1_36560.3, SCUR1_36560.4, SCUR1_36560.5, SCUR1_36560.1
OG0000806	KAK4470608.1	SCUR1_72950.10, SCUR1_72950.9, SCUR1_72950.1, SCUR1_72950.3, SCUR1_72950.4, SCUR1_72950.5, SCUR1_72950.6, SCUR1_72950.8, SCUR1_72950.2, SCUR1_72950.7
OG0000807	KAK4473307.1, KAK4474358.1	SCUR1_9670.3, SCUR1_9670.4, SCUR1_9670.2, SCUR1_9670.1
OG0000808	KAK4467771.1	SCUR1_92180.1
OG0000808	KAK4467779.1	SCUR1_92200.1, SCUR1_92200.2, SCUR1_92200.3, SCUR1_92200.4, SCUR1_92200.5, SCUR1_92200.6
OG0000809	KAK4468611.1	SCUR1_89600.1, SCUR1_89600.3, SCUR1_89600.4, SCUR1_89600.5, SCUR1_89600.2
OG0000810	KAK4473212.1	SCUR1_25040.4, SCUR1_25040.6, SCUR1_25040.1, SCUR1_25040.3, SCUR1_25040.2, SCUR1_25040.5, SCUR1_25040.8, SCUR1_25040.7
OG0000811	KAK4474417.1	SCUR1_11010.1, SCUR1_11010.2
OG0000812	KAK4474440.1	SCUR1_12160.1
OG0000813	KAK4468852.1	SCUR1_85330.2, SCUR1_85330.5, SCUR1_85330.6, SCUR1_85330.4, SCUR1_85330.7, SCUR1_85330.8, SCUR1_85330.3, SCUR1_85330.9, SCUR1_85330.1
OG0000814	KAK4471430.1	SCUR1_63340.1, SCUR1_63360.1, SCUR1_63350.1, SCUR1_63370.2, SCUR1_63370.1, SCUR1_63370.3
OG0000815	KAK4472012.1	SCUR1_59480.1, SCUR1_59480.2, SCUR1_59480.4, SCUR1_59480.3
OG0000816	KAK4468020.1	SCUR1_82970.1
OG0000817	KAK4468677.1	SCUR1_87170.1, SCUR1_87170.2, SCUR1_87170.3, SCUR1_87170.4, SCUR1_87170.5
OG0000818	KAK4474538.1	SCUR1_11470.1
OG0000819	KAK4471251.1	SCUR1_65190.1, SCUR1_65190.2, SCUR1_65190.3
OG0000821	KAK4469272.1	SCUR1_96960.1, SCUR1_49160.1, SCUR1_49160.2, SCUR1_49160.3
OG0000822	KAK4470476.1	SCUR1_73700.6, SCUR1_73700.7, SCUR1_73700.1, SCUR1_73700.5, SCUR1_73700.2, SCUR1_73700.3, SCUR1_73700.4
OG0000823	KAK4467478.1	SCUR1_53360.1
OG0000823	KAK4467922.1	SCUR1_91610.1, SCUR1_91620.1
OG0000824	KAK4475591.1	SCUR1_3040.4, SCUR1_3040.1, SCUR1_3040.2, SCUR1_3040.3, SCUR1_3040.6, SCUR1_3040.5
OG0000825	KAK4470419.1, KAK4470420.1, KAK4470421.1	SCUR1_76510.1, SCUR1_76520.1, SCUR1_76500.1, SCUR1_76490.1
OG0000827	KAK4470549.1	SCUR1_74760.1
OG0000827	KAK4470028.1, KAK4470550.1	SCUR1_74750.1, SCUR1_74750.2, SCUR1_74750.3
OG0000828	KAK4468383.1	SCUR1_89330.1, SCUR1_89340.1, SCUR1_89350.1
OG0000829	KAK4475182.1	SCUR1_18460.1
OG0000830	KAK4469293.1	SCUR1_48890.4, SCUR1_48890.1, SCUR1_48890.2, SCUR1_48890.3
OG0000831	KAK4473480.1	SCUR1_42600.2, SCUR1_42600.5, SCUR1_42600.4, SCUR1_42600.1, SCUR1_42600.6, SCUR1_42600.3
OG0000832	KAK4471871.1	SCUR1_60220.1, SCUR1_60220.4, SCUR1_60220.5, SCUR1_60220.3, SCUR1_60220.2
OG0000833	KAK4472353.1	SCUR1_33360.1
OG0000835	KAK4473919.1	SCUR1_38250.1
OG0000836	KAK4473858.1	SCUR1_37540.2, SCUR1_37540.3, SCUR1_37540.4
OG0000837	KAK4472239.1	SCUR1_32420.1
OG0000839	KAK4473818.1	SCUR1_38700.3, SCUR1_38700.1, SCUR1_38700.2
OG0000840	KAK4470970.1, KAK4470978.1	SCUR1_69640.10, SCUR1_69640.5, SCUR1_69640.9, SCUR1_69640.4, SCUR1_69640.7, SCUR1_69640.6, SCUR1_69640.8, SCUR1_69640.2, SCUR1_69640.1, SCUR1_69640.3
OG0000841	KAK4475007.1	SCUR1_20870.1
OG0000842	KAK4471617.1	SCUR1_66640.2, SCUR1_66640.1
OG0000843	KAK4468285.1	SCUR1_81490.3, SCUR1_81490.4, SCUR1_81490.1, SCUR1_81490.2
OG0000844	KAK4475850.1	SCUR1_5250.1, SCUR1_5250.2
OG0000845	KAK4468551.1, KAK4467252.1	SCUR1_88620.4, SCUR1_88620.5, SCUR1_88620.3, SCUR1_88620.6, SCUR1_88620.1, SCUR1_88620.2
OG0000846	KAK4474858.1	SCUR1_16860.1, SCUR1_16860.2, SCUR1_16860.3, SCUR1_16860.4, SCUR1_16860.5, SCUR1_16860.6
OG0000847	KAK4476036.1	SCUR1_1140.1
OG0000848	KAK4474163.1	SCUR1_34980.6, SCUR1_34980.3, SCUR1_34980.4, SCUR1_34980.5, SCUR1_34980.2, SCUR1_34980.1
OG0000849	KAK4473756.1	SCUR1_39330.2, SCUR1_39330.4, SCUR1_39330.3, SCUR1_39330.5, SCUR1_39330.8, SCUR1_39330.1, SCUR1_39330.6, SCUR1_39330.7
OG0000850	KAK4473025.1	SCUR1_27340.6, SCUR1_27340.1, SCUR1_27340.3, SCUR1_27340.4, SCUR1_27340.2, SCUR1_27340.5
OG0000851	KAK4468610.1	SCUR1_89620.1, SCUR1_89620.2, SCUR1_89620.3, SCUR1_89620.4
OG0000852	KAK4474383.1	SCUR1_10860.7, SCUR1_10860.4, SCUR1_10860.5, SCUR1_10860.6, SCUR1_10860.3, SCUR1_10860.1, SCUR1_10860.2, SCUR1_10860.8
OG0000853	KAK4468234.1	SCUR1_82010.1
OG0000854	KAK4473859.1	SCUR1_37550.1
OG0000855	KAK4467325.1	SCUR1_54640.1, SCUR1_54630.1, SCUR1_54580.4, SCUR1_54580.2, SCUR1_54580.1, SCUR1_54580.5, SCUR1_54580.3
OG0000856	KAK4475581.1	SCUR1_2950.1
OG0000857	KAK4467572.1, KAK4475703.1	SCUR1_4150.4, SCUR1_4150.1, SCUR1_4150.2, SCUR1_4150.3, SCUR1_4150.6, SCUR1_4150.7, SCUR1_4150.5, SCUR1_4150.8
OG0000858	KAK4467344.1, KAK4467343.1, KAK4475741.1	SCUR1_4550.4, SCUR1_4550.6, SCUR1_4550.7, SCUR1_4550.2, SCUR1_4550.3, SCUR1_4550.1, SCUR1_4550.5
OG0000859	KAK4469232.1	SCUR1_49580.6, SCUR1_49580.8, SCUR1_49580.11, SCUR1_49580.10, SCUR1_49580.2, SCUR1_49580.4, SCUR1_49580.3, SCUR1_49580.12, SCUR1_49580.5, SCUR1_49580.1, SCUR1_49580.7, SCUR1_49580.9
OG0000860	KAK4471825.1	SCUR1_59770.1
OG0000860	KAK4471718.1	SCUR1_62340.1, SCUR1_62340.2
OG0000862	KAK4472465.1	SCUR1_29940.1
OG0000863	KAK4476011.1	SCUR1_7260.2, SCUR1_7260.1, SCUR1_7260.3, SCUR1_7260.4, SCUR1_7260.5, SCUR1_7260.6, SCUR1_7260.7
OG0000864	KAK4473645.1	SCUR1_40490.1
OG0000865	KAK4472356.1	SCUR1_33320.1
OG0000866	KAK4475812.1	SCUR1_95280.5, SCUR1_95280.4, SCUR1_95280.3, SCUR1_95280.1, SCUR1_95280.2
OG0000868	KAK4467317.1, KAK4467483.1, KAK4471001.1	SCUR1_100130.1, SCUR1_79370.1, SCUR1_79370.2, SCUR1_79370.3, SCUR1_79370.4, SCUR1_79440.1, SCUR1_79400.1
OG0000869	KAK4468576.1	SCUR1_88090.1, SCUR1_88090.2, SCUR1_88090.3
OG0000870	KAK4474365.1	SCUR1_100160.5, SCUR1_100160.1, SCUR1_100160.2, SCUR1_100160.3, SCUR1_100160.4
OG0000871	KAK4472823.1	SCUR1_22660.1, SCUR1_22660.2
OG0000872	KAK4475688.1	SCUR1_4030.1, SCUR1_4030.2
OG0000873	KAK4468855.1	SCUR1_85260.6, SCUR1_85260.4, SCUR1_85260.5, SCUR1_85260.7, SCUR1_85260.1, SCUR1_85260.2, SCUR1_85260.3
OG0000874	KAK4473534.1	SCUR1_43220.1, SCUR1_43220.2, SCUR1_43220.3, SCUR1_43220.4, SCUR1_43220.5
OG0000875	KAK4471728.1	SCUR1_62270.2, SCUR1_62270.3, SCUR1_62270.1, SCUR1_62270.4
OG0000876	KAK4473295.1	SCUR1_96810.3, SCUR1_96810.4, SCUR1_96810.6, SCUR1_96810.7, SCUR1_96810.5, SCUR1_96810.1, SCUR1_96810.2, SCUR1_95170.1, SCUR1_99960.1, SCUR1_99960.2, SCUR1_96070.1, SCUR1_96070.2
OG0000877	KAK4476016.1	SCUR1_7190.1, SCUR1_7190.2, SCUR1_7190.3, SCUR1_7190.5, SCUR1_7190.4
OG0000878	KAK4475183.1	SCUR1_18450.1
OG0000879	KAK4471099.1	SCUR1_58380.1, SCUR1_58380.2, SCUR1_58400.1
OG0000880	KAK4470966.1	SCUR1_79040.1
OG0000881	KAK4475745.1	SCUR1_4570.1
OG0000881	KAK4468637.1	SCUR1_89450.1
OG0000882	KAK4475447.1	SCUR1_22090.1
OG0000882	KAK4473671.1	SCUR1_40290.1
OG0000883	KAK4473672.1	SCUR1_40280.1
OG0000884	KAK4473737.1	SCUR1_39540.1
OG0000885	KAK4474352.1	SCUR1_91260.3, SCUR1_91260.2, SCUR1_91260.1, SCUR1_170.1, SCUR1_57230.1
OG0000886	KAK4470894.1	SCUR1_69740.1, SCUR1_69740.2, SCUR1_69740.4, SCUR1_69740.5, SCUR1_69740.6, SCUR1_69740.7, SCUR1_69740.3
OG0000887	KAK4475063.1	SCUR1_19630.1
OG0000888	KAK4470877.1	SCUR1_78160.1, SCUR1_78160.2, SCUR1_78160.3
OG0000888	KAK4470878.1	SCUR1_78170.1
OG0000890	KAK4473603.1	SCUR1_41050.1, SCUR1_41050.2
OG0000891	KAK4473846.1	SCUR1_37430.1
OG0000892	KAK4469720.1	SCUR1_51930.3, SCUR1_51930.1, SCUR1_51930.2
OG0000894	KAK4468755.1	SCUR1_86500.7, SCUR1_86500.1, SCUR1_86500.2, SCUR1_86500.8, SCUR1_86500.3, SCUR1_86500.4, SCUR1_86500.5, SCUR1_86500.11, SCUR1_86500.12, SCUR1_86500.13, SCUR1_86500.14, SCUR1_86500.15, SCUR1_86500.10, SCUR1_86500.6, SCUR1_86500.16, SCUR1_86500.17, SCUR1_86500.18, SCUR1_86500.19, SCUR1_86500.9
OG0000895	KAK4472632.1	SCUR1_44170.9, SCUR1_44170.8, SCUR1_44170.1, SCUR1_44170.3, SCUR1_44170.7, SCUR1_44170.2, SCUR1_44170.4, SCUR1_44170.10, SCUR1_44170.5, SCUR1_44170.6
OG0000896	KAK4475362.1	SCUR1_20170.1, SCUR1_20170.3, SCUR1_20170.2, SCUR1_20170.7, SCUR1_20160.1, SCUR1_20170.6, SCUR1_20170.4, SCUR1_20170.5
OG0000897	KAK4476316.1	SCUR1_10000.1
OG0000898	KAK4470204.1	SCUR1_97920.1, SCUR1_97920.2
OG0000899	KAK4474583.1	SCUR1_14450.1
OG0000900	KAK4475641.1	SCUR1_3590.1, SCUR1_3600.2, SCUR1_3600.1
OG0000901	KAK4471706.1	SCUR1_62440.2, SCUR1_62440.1, SCUR1_62440.3, SCUR1_62440.6, SCUR1_62440.4, SCUR1_62440.5
OG0000902	KAK4469829.1	SCUR1_55160.5, SCUR1_55160.4, SCUR1_55160.3, SCUR1_55160.6, SCUR1_55160.9, SCUR1_55160.1, SCUR1_55160.2, SCUR1_55160.8, SCUR1_55160.7
OG0000903	KAK4475319.1	SCUR1_15460.7, SCUR1_15460.6, SCUR1_15460.1, SCUR1_15460.3, SCUR1_15460.2, SCUR1_15460.4, SCUR1_15460.5
OG0000904	KAK4475874.1	SCUR1_100550.1, SCUR1_100550.2, SCUR1_100550.4, SCUR1_100550.5, SCUR1_5120.1, SCUR1_100550.3
OG0000905	KAK4470893.1	SCUR1_78340.1, SCUR1_78340.4, SCUR1_78340.2, SCUR1_78340.3
OG0000906	KAK4471295.1	SCUR1_63750.1
OG0000907	KAK4470463.1	SCUR1_73850.1
OG0000908	KAK4472964.1	SCUR1_26640.1, SCUR1_26640.3, SCUR1_26640.2
OG0000908	KAK4472965.1	SCUR1_26630.1
OG0000908	KAK4472963.1	SCUR1_26650.1
OG0000910	KAK4476130.1	SCUR1_8090.1
OG0000911	KAK4471170.1	SCUR1_58230.5, SCUR1_58230.1, SCUR1_58230.6, SCUR1_58230.2, SCUR1_58230.3, SCUR1_58230.4
OG0000912	KAK4475973.1	SCUR1_6390.1, SCUR1_6390.3, SCUR1_6390.5, SCUR1_6390.6, SCUR1_6390.2, SCUR1_6390.4, SCUR1_6390.7, SCUR1_6390.8, SCUR1_6390.9
OG0000913	KAK4472644.1	SCUR1_31460.1
OG0000914	KAK4473816.1	SCUR1_38730.7, SCUR1_38730.8, SCUR1_38730.9, SCUR1_38730.3, SCUR1_38730.2, SCUR1_38730.6, SCUR1_38730.4, SCUR1_38730.5, SCUR1_38730.1
OG0000915	KAK4472417.1	SCUR1_29550.1, SCUR1_29550.2, SCUR1_29550.4, SCUR1_29550.3
OG0000916	KAK4473712.1	SCUR1_39840.1, SCUR1_39840.2, SCUR1_39840.3, SCUR1_39840.4
OG0000917	KAK4468177.1	SCUR1_83280.2, SCUR1_83280.9, SCUR1_83280.1, SCUR1_83280.3, SCUR1_83280.6, SCUR1_83280.8, SCUR1_83280.7, SCUR1_83280.4, SCUR1_83280.10, SCUR1_83280.5
OG0000918	KAK4472957.1	SCUR1_26760.1, SCUR1_26760.10, SCUR1_26760.2, SCUR1_26760.7, SCUR1_26760.9, SCUR1_26760.3, SCUR1_26760.4, SCUR1_26760.6, SCUR1_26760.8, SCUR1_26760.5
OG0000919	KAK4468191.1	SCUR1_83450.1, SCUR1_83450.2, SCUR1_83450.9, SCUR1_83450.3, SCUR1_83450.4, SCUR1_83450.5, SCUR1_83450.7, SCUR1_83450.6, SCUR1_83450.8, SCUR1_83450.10
OG0000920	KAK4467644.1	SCUR1_93610.1
OG0000921	KAK4473570.1	SCUR1_43620.1
OG0000923	KAK4467730.1	SCUR1_91870.1
OG0000925	KAK4474818.1	SCUR1_16420.1
OG0000926	KAK4472929.1	SCUR1_27010.1
OG0000927	KAK4475055.1	SCUR1_21390.1
OG0000928	KAK4474205.1	SCUR1_32350.1, SCUR1_32340.1
OG0000929	KAK4471201.1	SCUR1_64730.1, SCUR1_64730.2, SCUR1_64730.3, SCUR1_64730.4
OG0000930	KAK4473473.1	SCUR1_42530.1
OG0000931	KAK4470219.1	SCUR1_70670.2, SCUR1_70670.1, SCUR1_70670.3
OG0000932	KAK4476123.1	SCUR1_1050.1, SCUR1_1050.2, SCUR1_1050.3
OG0000933	KAK4473701.1	SCUR1_39960.1, SCUR1_39960.2
OG0000934	KAK4476302.1	SCUR1_10100.1
OG0000935	KAK4471482.1	SCUR1_64100.1
OG0000936	KAK4467944.1	SCUR1_92700.3, SCUR1_92700.2, SCUR1_92700.4, SCUR1_92700.5, SCUR1_92700.6, SCUR1_92700.7, SCUR1_92700.1
OG0000937	KAK4469907.1	SCUR1_54330.1
OG0000938	KAK4471997.1	SCUR1_59630.1, SCUR1_59630.5, SCUR1_59630.2, SCUR1_59630.4, SCUR1_59630.3, SCUR1_59630.6
OG0000939	KAK4468842.1	SCUR1_85750.1, SCUR1_85750.6, SCUR1_85750.4, SCUR1_85750.5, SCUR1_85750.2, SCUR1_85750.3
OG0000940	KAK4475887.1	SCUR1_5790.3, SCUR1_5790.2, SCUR1_5790.1
OG0000941	KAK4472578.1	SCUR1_32170.1, SCUR1_32170.2
OG0000942	KAK4474779.1	SCUR1_16000.1
OG0000943	KAK4472800.1	SCUR1_28810.2, SCUR1_28810.1, SCUR1_28810.3, SCUR1_28810.4, SCUR1_28810.5
OG0000944	KAK4471183.1	SCUR1_58020.1, SCUR1_58020.2, SCUR1_58020.4, SCUR1_58020.3, SCUR1_58020.5
OG0000945	KAK4474600.1	SCUR1_11330.1
OG0000946	KAK4476224.1	SCUR1_8630.2, SCUR1_8630.1, SCUR1_8630.3
OG0000947	KAK4473782.1	SCUR1_39010.1
OG0000948	KAK4468000.1	SCUR1_80450.2, SCUR1_80450.3, SCUR1_80450.4, SCUR1_80450.6, SCUR1_80450.7, SCUR1_80450.8, SCUR1_80450.1, SCUR1_80450.9, SCUR1_80450.5
OG0000949	KAK4474797.1, KAK4474796.1	SCUR1_16180.1, SCUR1_16190.1, SCUR1_16170.1
OG0000950	KAK4469335.1	SCUR1_53320.1
OG0000951	KAK4467725.1, KAK4467726.1	SCUR1_91820.1, SCUR1_91820.4, SCUR1_91820.2, SCUR1_91820.3, SCUR1_91820.5, SCUR1_91820.6
OG0000952	KAK4472413.1	SCUR1_29510.2, SCUR1_29510.1, SCUR1_29510.3, SCUR1_29510.4, SCUR1_29510.5, SCUR1_29510.6, SCUR1_29510.7, SCUR1_29510.8
OG0000953	KAK4471693.1	SCUR1_62550.1
OG0000954	KAK4470079.1	SCUR1_79900.1
OG0000955	KAK4474643.1	SCUR1_12610.3, SCUR1_12610.1, SCUR1_12610.2
OG0000958	KAK4475258.1	SCUR1_13740.1
OG0000959	KAK4470133.1	SCUR1_69180.1, SCUR1_69180.3, SCUR1_69180.2, SCUR1_69180.4
OG0000960	KAK4475503.1	SCUR1_22640.1
OG0000961	KAK4473786.1	SCUR1_39050.1, SCUR1_39050.4, SCUR1_39050.3, SCUR1_39050.2
OG0000962	KAK4470465.1	SCUR1_73820.1
OG0000963	KAK4475528.1	SCUR1_2310.1
OG0000964	KAK4473624.1	SCUR1_40820.1
OG0000965	KAK4471425.1	SCUR1_63300.1, SCUR1_63300.2, SCUR1_63300.3
OG0000966	KAK4474035.1	SCUR1_36360.1, SCUR1_36360.2
OG0000966	KAK4469278.1	SCUR1_49050.1
OG0000967	KAK4474115.1	SCUR1_35520.1, SCUR1_35520.2, SCUR1_35520.6, SCUR1_35520.3, SCUR1_35520.4, SCUR1_35520.5
OG0000968	KAK4475563.1, KAK4475566.1	SCUR1_2770.2, SCUR1_2770.1, SCUR1_2770.3, SCUR1_2770.4
OG0000969	KAK4468357.1	SCUR1_80570.1
OG0000970	KAK4470288.1	SCUR1_68850.9, SCUR1_68850.7, SCUR1_68850.3, SCUR1_68850.1, SCUR1_68850.2, SCUR1_68850.4, SCUR1_68850.5, SCUR1_68850.6, SCUR1_68850.8, SCUR1_95840.1
OG0000971	KAK4475069.1	SCUR1_1760.1
OG0000972	KAK4475919.1	SCUR1_6080.6, SCUR1_6080.5, SCUR1_6080.1, SCUR1_6080.2, SCUR1_6080.3, SCUR1_6080.4
OG0000973	KAK4473078.1	SCUR1_24020.1
