Orthogroup	s.mekongi	schistosoma_haematobium
OG0000865	KAK4472356.1	SHAE2_36140.2, SHAE2_36140.3, SHAE2_36140.1, SHAE2_36140.4, SHAE2_36140.5
OG0000866	KAK4475812.1	SHAE2_1040.2, SHAE2_1040.6, SHAE2_1040.1, SHAE2_1040.8, SHAE2_1040.7, SHAE2_1040.4, SHAE2_1040.5, SHAE2_1040.3
OG0000868	KAK4467317.1, KAK4467483.1, KAK4471001.1	SHAE2_84410.1, SHAE2_84480.1, SHAE2_84440.1
OG0000869	KAK4468576.1	SHAE2_94700.2, SHAE2_94700.5, SHAE2_94700.6, SHAE2_94700.1, SHAE2_94700.4, SHAE2_94700.3
OG0000870	KAK4474365.1	SHAE2_1270.1
OG0000871	KAK4472823.1	SHAE2_30920.11, SHAE2_30920.1, SHAE2_30920.2, SHAE2_30920.4, SHAE2_30920.5, SHAE2_30920.6, SHAE2_30920.7, SHAE2_30920.8, SHAE2_30920.9, SHAE2_30920.3, SHAE2_30920.10
OG0000872	KAK4475688.1	SHAE2_4600.1, SHAE2_4600.3, SHAE2_4600.4, SHAE2_4600.5, SHAE2_4600.6, SHAE2_4600.7, SHAE2_4600.2, SHAE2_4600.8
OG0000873	KAK4468855.1	SHAE2_91750.2, SHAE2_91750.5, SHAE2_91750.8, SHAE2_91750.4, SHAE2_91750.7, SHAE2_91750.3, SHAE2_91750.6, SHAE2_91750.1
OG0000874	KAK4473534.1	SHAE2_45890.1, SHAE2_45890.11, SHAE2_45890.2, SHAE2_45890.3, SHAE2_45890.4, SHAE2_45890.5, SHAE2_45890.7, SHAE2_45890.9, SHAE2_45890.6, SHAE2_45890.8, SHAE2_45890.10
OG0000875	KAK4471728.1	SHAE2_66540.4, SHAE2_66540.3, SHAE2_66540.2, SHAE2_66540.1, SHAE2_66540.5
OG0000876	KAK4473295.1	SHAE2_26230.2, SHAE2_26230.1, SHAE2_26230.3, SHAE2_26230.4
OG0000877	KAK4476016.1	SHAE2_7810.1, SHAE2_7810.2, SHAE2_7810.4, SHAE2_7810.3
OG0000878	KAK4475183.1	SHAE2_20630.1
OG0000879	KAK4471099.1	SHAE2_62370.1, SHAE2_62390.1
OG0000880	KAK4470966.1	SHAE2_84050.1, SHAE2_84050.10, SHAE2_84050.5, SHAE2_84050.11, SHAE2_84050.7, SHAE2_84050.3, SHAE2_84050.2, SHAE2_84050.4, SHAE2_84050.6, SHAE2_84050.8, SHAE2_84050.9
OG0000881	KAK4475745.1	SHAE2_5120.1
OG0000881	KAK4468637.1	SHAE2_96200.1, SHAE2_96170.1
OG0000882	KAK4475447.1	SHAE2_24220.1
OG0000882	KAK4473671.1	SHAE2_43040.2, SHAE2_43040.1, SHAE2_43040.3
OG0000883	KAK4473672.1	SHAE2_43030.2, SHAE2_43030.1, SHAE2_43030.5, SHAE2_43030.6, SHAE2_43030.9, SHAE2_43030.3, SHAE2_43030.7, SHAE2_43030.8, SHAE2_43030.4
OG0000884	KAK4473737.1	SHAE2_42310.1, SHAE2_42310.2
OG0000885	KAK4474352.1	SHAE2_97940.1, SHAE2_97940.2, SHAE2_61010.1, SHAE2_130.1, SHAE2_130.2
OG0000886	KAK4470894.1	SHAE2_74840.1, SHAE2_74840.3, SHAE2_74840.2
OG0000887	KAK4475063.1	SHAE2_21790.2, SHAE2_21790.5, SHAE2_21790.4, SHAE2_21790.7, SHAE2_21790.3, SHAE2_21790.1, SHAE2_21790.6
OG0000888	KAK4470877.1	SHAE2_83180.1
OG0000888	KAK4470878.1	SHAE2_83190.1
OG0000890	KAK4473603.1	SHAE2_43810.11, SHAE2_43810.2, SHAE2_43810.3, SHAE2_43810.4, SHAE2_43810.7, SHAE2_43810.6, SHAE2_43810.1, SHAE2_43810.10, SHAE2_43810.12, SHAE2_43810.5, SHAE2_43810.9, SHAE2_43810.8
OG0000891	KAK4473846.1	SHAE2_40150.1
OG0000892	KAK4469720.1	SHAE2_55260.3, SHAE2_55260.1, SHAE2_55260.2
OG0000894	KAK4468755.1	SHAE2_93010.1, SHAE2_93010.4, SHAE2_93010.5, SHAE2_93010.6, SHAE2_93010.3, SHAE2_93010.2
OG0000895	KAK4472632.1	SHAE2_46840.6, SHAE2_46840.1, SHAE2_46840.8, SHAE2_46840.5, SHAE2_46840.2, SHAE2_46840.7, SHAE2_46840.4, SHAE2_46840.3
OG0000896	KAK4475362.1	SHAE2_22260.1, SHAE2_22280.2, SHAE2_22280.3, SHAE2_22280.1
OG0000897	KAK4476316.1	SHAE2_11920.1, SHAE2_11920.2, SHAE2_11920.4, SHAE2_11920.3, SHAE2_11920.5
OG0000898	KAK4470204.1	SHAE2_76400.1
OG0000899	KAK4474583.1	SHAE2_16230.1
OG0000900	KAK4475641.1	SHAE2_4170.1, SHAE2_4160.1
OG0000901	KAK4471706.1	SHAE2_66720.5, SHAE2_66720.6, SHAE2_66720.4, SHAE2_66720.1, SHAE2_66720.2, SHAE2_66720.3
OG0000902	KAK4469829.1	SHAE2_58360.2, SHAE2_58360.1
OG0000903	KAK4475319.1	SHAE2_17420.3, SHAE2_17420.1, SHAE2_17420.2
OG0000904	KAK4475874.1	SHAE2_5640.1
OG0000905	KAK4470893.1	SHAE2_83350.2, SHAE2_83350.3, SHAE2_83350.5, SHAE2_83350.1, SHAE2_83350.4, SHAE2_83350.6, SHAE2_83350.7, SHAE2_83350.8
OG0000906	KAK4471295.1	SHAE2_68040.1
OG0000907	KAK4470463.1	SHAE2_79090.1, SHAE2_79090.2, SHAE2_79090.3, SHAE2_79090.4
OG0000908	KAK4472964.1	SHAE2_28900.1
OG0000908	KAK4472965.1	SHAE2_28890.1
OG0000908	KAK4472963.1	SHAE2_28910.1, SHAE2_28920.1
OG0000910	KAK4476130.1	SHAE2_10020.1, SHAE2_10020.2, SHAE2_10020.3
OG0000911	KAK4471170.1	SHAE2_62180.1
OG0000912	KAK4475973.1	SHAE2_6970.7, SHAE2_6970.10, SHAE2_6970.8, SHAE2_6970.11, SHAE2_6970.4, SHAE2_6970.5, SHAE2_6970.6, SHAE2_6970.9, SHAE2_6970.2, SHAE2_6970.1, SHAE2_6970.3
OG0000913	KAK4472644.1	SHAE2_33740.3, SHAE2_33740.1, SHAE2_33740.4, SHAE2_33740.5, SHAE2_33740.2
OG0000914	KAK4473816.1	SHAE2_41490.3, SHAE2_41490.4, SHAE2_41490.2, SHAE2_41490.1, SHAE2_41490.5
OG0000915	KAK4472417.1	SHAE2_31880.1
OG0000916	KAK4473712.1	SHAE2_42590.1
OG0000917	KAK4468177.1	SHAE2_89530.1
OG0000918	KAK4472957.1	SHAE2_29010.1
OG0000919	KAK4468191.1	SHAE2_89720.3, SHAE2_89720.1, SHAE2_89720.6, SHAE2_89720.5, SHAE2_89720.7, SHAE2_89720.2, SHAE2_89720.4
OG0000921	KAK4473570.1	SHAE2_46300.5, SHAE2_46300.3, SHAE2_46300.1, SHAE2_46300.2, SHAE2_46300.4
OG0000923	KAK4467730.1	SHAE2_98560.1
OG0000925	KAK4474818.1	SHAE2_18470.3, SHAE2_18470.1, SHAE2_18470.2
OG0000926	KAK4472929.1	SHAE2_29380.1, SHAE2_29350.1, SHAE2_29350.2, SHAE2_29350.3, SHAE2_29350.5, SHAE2_29350.6, SHAE2_29350.4
OG0000927	KAK4475055.1	SHAE2_23540.1
OG0000928	KAK4474205.1	SHAE2_34570.1, SHAE2_34570.2
OG0000929	KAK4471201.1	SHAE2_69200.1, SHAE2_69200.2, SHAE2_69200.3, SHAE2_69200.4
OG0000930	KAK4473473.1	SHAE2_45250.1
OG0000931	KAK4470219.1	SHAE2_75800.4, SHAE2_75800.6, SHAE2_75800.3, SHAE2_75800.2, SHAE2_75800.5, SHAE2_75800.1
OG0000932	KAK4476123.1	SHAE2_1440.1, SHAE2_1440.2, SHAE2_1440.4, SHAE2_1440.5, SHAE2_1440.7, SHAE2_1440.9, SHAE2_1440.8, SHAE2_1440.3, SHAE2_1440.6
OG0000933	KAK4473701.1	SHAE2_42680.5, SHAE2_42680.4, SHAE2_42680.6, SHAE2_42680.2, SHAE2_42680.1, SHAE2_42680.3
OG0000934	KAK4476302.1	SHAE2_12000.3, SHAE2_12000.2, SHAE2_12000.1, SHAE2_12000.4
OG0000935	KAK4471482.1	SHAE2_68500.1, SHAE2_68500.2, SHAE2_68500.3, SHAE2_68500.5, SHAE2_68500.4
OG0000936	KAK4467944.1	SHAE2_99330.1
OG0000937	KAK4469907.1	SHAE2_57510.1
OG0000938	KAK4471997.1	SHAE2_63760.1, SHAE2_63760.2
OG0000939	KAK4468842.1	SHAE2_92260.3, SHAE2_92260.4, SHAE2_92260.1, SHAE2_92260.2
OG0000940	KAK4475887.1	SHAE2_6270.1, SHAE2_6270.2
OG0000941	KAK4472578.1	SHAE2_34400.5, SHAE2_34400.3, SHAE2_34400.6, SHAE2_34400.2, SHAE2_34400.4, SHAE2_34400.1, SHAE2_34390.3, SHAE2_34390.1, SHAE2_34390.2
OG0000942	KAK4474779.1	SHAE2_18000.2, SHAE2_18000.1, SHAE2_18000.4, SHAE2_18000.3, SHAE2_18000.5
OG0000943	KAK4472800.1	SHAE2_31000.5, SHAE2_31000.2, SHAE2_31000.6, SHAE2_31000.3, SHAE2_31000.4, SHAE2_31000.1, SHAE2_31000.7
OG0000944	KAK4471183.1	SHAE2_61850.3, SHAE2_61850.1, SHAE2_61850.2
OG0000945	KAK4474600.1	SHAE2_13200.1
OG0000946	KAK4476224.1	SHAE2_10570.5, SHAE2_10570.1, SHAE2_10570.4, SHAE2_10570.2, SHAE2_10570.3
OG0000947	KAK4473782.1	SHAE2_41810.1, SHAE2_41810.2, SHAE2_41810.4, SHAE2_41810.5, SHAE2_41810.6, SHAE2_41810.7, SHAE2_41810.10, SHAE2_41810.8, SHAE2_41810.12, SHAE2_41810.3, SHAE2_41810.9, SHAE2_41810.11
OG0000948	KAK4468000.1	SHAE2_86050.1, SHAE2_86050.2, SHAE2_86050.3, SHAE2_86050.4, SHAE2_86050.5
OG0000949	KAK4474797.1, KAK4474796.1	SHAE2_18210.1, SHAE2_18220.1, SHAE2_18200.1
OG0000950	KAK4469335.1	SHAE2_56590.6, SHAE2_56590.1, SHAE2_56590.4, SHAE2_56590.5, SHAE2_56590.2, SHAE2_56590.3
OG0000951	KAK4467725.1, KAK4467726.1	SHAE2_98620.2, SHAE2_98620.1
OG0000952	KAK4472413.1	SHAE2_31920.1, SHAE2_31920.3, SHAE2_31920.4, SHAE2_31920.2
OG0000953	KAK4471693.1	SHAE2_66830.4, SHAE2_66830.1, SHAE2_66830.2, SHAE2_66830.3, SHAE2_66830.5
OG0000954	KAK4470079.1	SHAE2_84690.1, SHAE2_84690.2, SHAE2_84690.3
OG0000955	KAK4474643.1	SHAE2_14330.4, SHAE2_14330.1, SHAE2_14330.2, SHAE2_14330.3, SHAE2_14330.5
OG0000958	KAK4475258.1	SHAE2_15460.1
OG0000959	KAK4470133.1	SHAE2_74290.1, SHAE2_74290.5, SHAE2_74290.2, SHAE2_74290.3, SHAE2_74290.4
OG0000960	KAK4475503.1	SHAE2_24790.1, SHAE2_24790.2, SHAE2_24790.3
OG0000961	KAK4473786.1	SHAE2_41840.1, SHAE2_41840.2, SHAE2_41840.3, SHAE2_41840.4
OG0000962	KAK4470465.1	SHAE2_79070.9, SHAE2_79070.1, SHAE2_79070.2, SHAE2_79070.3, SHAE2_79070.4, SHAE2_79070.5, SHAE2_79070.6, SHAE2_79070.7, SHAE2_79070.8
OG0000963	KAK4475528.1	SHAE2_2780.1, SHAE2_2780.3, SHAE2_2780.4, SHAE2_2780.2, SHAE2_2780.5, SHAE2_2780.6
OG0000964	KAK4473624.1	SHAE2_43590.1, SHAE2_43590.2, SHAE2_43590.3, SHAE2_43590.4
OG0000965	KAK4471425.1	SHAE2_67580.1, SHAE2_67580.2, SHAE2_67580.3
OG0000966	KAK4474035.1	SHAE2_39080.1
OG0000966	KAK4469278.1	SHAE2_52270.1
OG0000967	KAK4474115.1	SHAE2_38230.1, SHAE2_38230.2, SHAE2_38230.4, SHAE2_38230.3, SHAE2_38230.5, SHAE2_38230.6
OG0000968	KAK4475563.1, KAK4475566.1	SHAE2_3340.1, SHAE2_3340.2
OG0000969	KAK4468357.1	SHAE2_85930.1
OG0000970	KAK4470288.1	SHAE2_73980.1, SHAE2_73980.3, SHAE2_73980.4, SHAE2_73980.2
OG0000971	KAK4475069.1	SHAE2_2210.2, SHAE2_2210.4, SHAE2_2210.5, SHAE2_2210.1, SHAE2_2210.6, SHAE2_2210.3
OG0000972	KAK4475919.1	SHAE2_6630.1
OG0000973	KAK4473078.1	SHAE2_25860.1
OG0000973	KAK4473076.1, KAK4473077.1	SHAE2_25870.1, SHAE2_25880.1
OG0000974	KAK4469802.1	SHAE2_58880.3, SHAE2_58880.2, SHAE2_58880.5, SHAE2_58880.7, SHAE2_58880.1, SHAE2_58880.6, SHAE2_58880.4
OG0000975	KAK4475902.1	SHAE2_6440.2, SHAE2_6440.6, SHAE2_6440.3, SHAE2_6440.5, SHAE2_6440.1, SHAE2_6440.4
OG0000976	KAK4476301.1	SHAE2_12130.1, SHAE2_12130.2, SHAE2_12130.3, SHAE2_12130.4
OG0000977	KAK4474438.1	SHAE2_13840.3, SHAE2_13840.1, SHAE2_13840.2, SHAE2_13840.4, SHAE2_13840.5, SHAE2_13840.6, SHAE2_13840.7, SHAE2_13840.8, SHAE2_13840.9
OG0000978	KAK4475351.1	SHAE2_22400.1, SHAE2_22400.2, SHAE2_22400.6, SHAE2_22400.3, SHAE2_22400.4, SHAE2_22400.5
OG0000979	KAK4467504.1	SHAE2_78110.1, SHAE2_78110.2, SHAE2_78110.3
OG0000980	KAK4469712.1	SHAE2_55340.1, SHAE2_55340.2
OG0000981	KAK4467302.1	SHAE2_43000.4, SHAE2_43000.1, SHAE2_43000.5, SHAE2_43000.3, SHAE2_43000.2, SHAE2_43000.6, SHAE2_43000.7
OG0000982	KAK4471784.1	SHAE2_68570.1, SHAE2_68570.2, SHAE2_68570.4, SHAE2_68570.3
OG0000983	KAK4475242.1	SHAE2_17620.1
OG0000984	KAK4474162.1	SHAE2_37630.1
OG0000985	KAK4474794.1	SHAE2_18180.2, SHAE2_18180.5, SHAE2_18180.1, SHAE2_18180.3, SHAE2_18180.4
OG0000986	KAK4470291.1	SHAE2_77240.1
OG0000987	KAK4468141.1	SHAE2_88720.1
OG0000988	KAK4469766.1, KAK4469767.1	SHAE2_60400.4, SHAE2_60400.1, SHAE2_60400.2, SHAE2_60400.3
OG0000989	KAK4469139.1	SHAE2_54660.1, SHAE2_54660.8, SHAE2_54660.9, SHAE2_54660.3, SHAE2_54660.7, SHAE2_54660.5, SHAE2_54660.6, SHAE2_54660.2, SHAE2_54660.4
OG0000990	KAK4475767.1, KAK4467314.1	SHAE2_5300.1, SHAE2_5300.2, SHAE2_5300.3
OG0000991	KAK4472089.1	SHAE2_62780.1
OG0000992	KAK4472362.1	SHAE2_47110.1
OG0000993	KAK4470814.1	SHAE2_82550.7, SHAE2_82550.6, SHAE2_82550.4, SHAE2_82550.5, SHAE2_82550.2, SHAE2_82550.1, SHAE2_82550.3
OG0000994	KAK4472179.1, KAK4472284.1	SHAE2_36710.2, SHAE2_36710.3, SHAE2_36710.1
OG0000995	KAK4470067.1	SHAE2_84810.4, SHAE2_84810.1, SHAE2_84810.3, SHAE2_84810.2, SHAE2_84810.5
OG0000996	KAK4471910.1	SHAE2_68700.4, SHAE2_68700.2, SHAE2_68700.1, SHAE2_68700.3, SHAE2_68700.5
OG0000997	KAK4468590.1	SHAE2_94160.1
OG0000998	KAK4469022.1	SHAE2_59230.1
OG0000999	KAK4473903.1	SHAE2_40800.1, SHAE2_40800.3, SHAE2_40800.4, SHAE2_40800.5, SHAE2_40800.6, SHAE2_40800.2
OG0001000	KAK4476027.1	SHAE2_7650.1, SHAE2_7650.2
OG0001003	KAK4474199.1	SHAE2_34510.3, SHAE2_34510.2, SHAE2_34510.4, SHAE2_34510.1, SHAE2_34510.5
OG0001005	KAK4467346.1, KAK4475757.1	SHAE2_5200.1, SHAE2_5200.2, SHAE2_5200.3, SHAE2_5200.4
OG0001007	KAK4472027.1	SHAE2_63410.1, SHAE2_63440.1, SHAE2_63420.1
OG0001008	KAK4472028.1	SHAE2_63400.2, SHAE2_63400.4, SHAE2_63400.5, SHAE2_63400.1, SHAE2_63400.3
OG0001009	KAK4468774.1	SHAE2_93300.2, SHAE2_93300.1
OG0001010	KAK4471864.1	SHAE2_64310.1, SHAE2_64310.2, SHAE2_64310.3, SHAE2_64310.4, SHAE2_64310.5
OG0001012	KAK4475869.1	SHAE2_5680.1
OG0001013	KAK4467552.1, KAK4467336.1, KAK4476126.1	SHAE2_15640.3, SHAE2_15640.1, SHAE2_15640.4, SHAE2_15640.2
OG0001014	KAK4475686.1	SHAE2_4580.2, SHAE2_4580.1, SHAE2_4580.11, SHAE2_4580.3, SHAE2_4580.4, SHAE2_4580.6, SHAE2_4580.7, SHAE2_4580.8, SHAE2_4580.9, SHAE2_4580.5, SHAE2_4580.10
OG0001015	KAK4473951.1	SHAE2_41270.1, SHAE2_41330.1, SHAE2_41300.1
OG0001016	KAK4473870.1	SHAE2_40610.1, SHAE2_40610.2, SHAE2_40610.4, SHAE2_40610.5, SHAE2_40610.3, SHAE2_40610.6, SHAE2_40610.7
OG0001017	KAK4475241.1	SHAE2_17600.4, SHAE2_17600.3, SHAE2_17600.5, SHAE2_17600.1, SHAE2_17600.2
OG0001018	KAK4472436.1	SHAE2_32000.2, SHAE2_32000.1, SHAE2_32000.3, SHAE2_32000.4
OG0001019	KAK4473453.1	SHAE2_45070.1, SHAE2_45070.2, SHAE2_45070.3
OG0001020	KAK4474384.1	SHAE2_12690.1, SHAE2_12690.4, SHAE2_12690.2, SHAE2_12690.3
OG0001021	KAK4472739.1	SHAE2_31930.2, SHAE2_31930.3, SHAE2_31930.4, SHAE2_31930.5, SHAE2_31930.7, SHAE2_31930.1, SHAE2_31930.6
OG0001022	KAK4475364.1	SHAE2_22230.1, SHAE2_22230.2
OG0001023	KAK4471384.1	SHAE2_67460.3, SHAE2_67460.4, SHAE2_67460.2, SHAE2_67460.5, SHAE2_67460.1
OG0001024	KAK4470827.1	SHAE2_82690.1, SHAE2_82690.2, SHAE2_82690.3
OG0001025	KAK4468679.1	SHAE2_93760.1, SHAE2_93760.2, SHAE2_93760.3, SHAE2_93760.4, SHAE2_93760.5, SHAE2_93760.6, SHAE2_93760.7
OG0001026	KAK4469225.1	SHAE2_52820.1
OG0001027	KAK4474354.1	SHAE2_1280.1, SHAE2_1280.2, SHAE2_1280.3, SHAE2_1280.4
OG0001028	KAK4469796.1	SHAE2_58930.1, SHAE2_58930.2
OG0001029	KAK4469208.1	SHAE2_53040.1
OG0001030	KAK4472814.1	SHAE2_31130.1
OG0001031	KAK4470821.1	SHAE2_75010.1, SHAE2_75010.2, SHAE2_75010.3
OG0001032	KAK4471932.1	SHAE2_68720.1, SHAE2_68720.2, SHAE2_68720.3, SHAE2_68720.4, SHAE2_68720.7, SHAE2_68720.5, SHAE2_68720.6, SHAE2_68720.8
OG0001033	KAK4470208.1	SHAE2_76430.1
OG0001034	KAK4469007.1, KAK4469010.1	SHAE2_57290.1, SHAE2_57290.2, SHAE2_57270.1
OG0001036	KAK4474919.1	SHAE2_19630.1, SHAE2_19630.2, SHAE2_19630.3, SHAE2_19630.4, SHAE2_19630.5, SHAE2_19630.10, SHAE2_19630.6, SHAE2_19630.7, SHAE2_19630.11, SHAE2_19630.8, SHAE2_19630.9
OG0001037	KAK4475368.1	SHAE2_22200.2, SHAE2_22200.1
OG0001038	KAK4474755.1	SHAE2_1870.1, SHAE2_1870.2, SHAE2_1870.3, SHAE2_1870.4, SHAE2_1870.5, SHAE2_1870.6
OG0001039	KAK4473079.1	SHAE2_29610.1, SHAE2_29610.2
OG0001040	KAK4468300.1	SHAE2_86180.1, SHAE2_86180.2, SHAE2_86180.4, SHAE2_86180.3
OG0001041	KAK4467710.1	SHAE2_99560.1, SHAE2_99560.3, SHAE2_99560.2
OG0001042	KAK4474426.1	SHAE2_102560.1
OG0001043	KAK4469557.1	SHAE2_51650.6, SHAE2_51650.2, SHAE2_51650.3, SHAE2_51650.4, SHAE2_51650.5, SHAE2_51650.1
OG0001044	KAK4471581.1	SHAE2_71720.3, SHAE2_71720.4, SHAE2_71720.7, SHAE2_71720.2, SHAE2_71720.5, SHAE2_71720.6, SHAE2_71720.1
OG0001045	KAK4471626.1	SHAE2_71190.1
OG0001046	KAK4469663.1	SHAE2_54320.2, SHAE2_54320.6, SHAE2_54320.3, SHAE2_54320.1, SHAE2_54320.4, SHAE2_54320.5, SHAE2_54320.7
OG0001047	KAK4467816.1	SHAE2_101210.1, SHAE2_101210.2, SHAE2_101210.3
OG0001048	KAK4470819.1	SHAE2_82600.9, SHAE2_82600.10, SHAE2_82600.12, SHAE2_82600.7, SHAE2_82600.8, SHAE2_82600.11, SHAE2_82600.3, SHAE2_82600.4, SHAE2_82600.1, SHAE2_82600.2
OG0001049	KAK4469820.1	SHAE2_58450.1
OG0001050	KAK4471737.1	SHAE2_66450.1, SHAE2_66450.2, SHAE2_66450.4, SHAE2_66450.3
OG0001051	KAK4468758.1	SHAE2_93140.1, SHAE2_93140.3, SHAE2_93140.4, SHAE2_93140.5, SHAE2_93140.6, SHAE2_93140.7, SHAE2_93140.2
OG0001052	KAK4469823.1	SHAE2_58420.1
OG0001053	KAK4471433.1	SHAE2_67680.1
OG0001054	KAK4474485.1, KAK4474484.1	SHAE2_13530.12, SHAE2_13530.2, SHAE2_13530.3, SHAE2_13530.6, SHAE2_13530.7, SHAE2_13530.8, SHAE2_13530.10, SHAE2_13530.5, SHAE2_13530.9, SHAE2_13530.11, SHAE2_13530.1, SHAE2_13530.4
OG0001055	KAK4473796.1	SHAE2_41710.1
OG0001056	KAK4471152.1	SHAE2_61810.1
OG0001057	KAK4468746.1	SHAE2_92920.1, SHAE2_92920.3, SHAE2_92920.2, SHAE2_92920.6, SHAE2_92920.5, SHAE2_92920.4
OG0001058	KAK4471917.1, KAK4471918.1	SHAE2_65010.1, SHAE2_65000.2, SHAE2_65000.3, SHAE2_65000.1
OG0001059	KAK4474872.1	SHAE2_19150.6, SHAE2_19150.1, SHAE2_19150.2, SHAE2_19150.3, SHAE2_19150.5, SHAE2_19150.4
OG0001060	KAK4471301.1	SHAE2_67970.4, SHAE2_67970.5, SHAE2_67970.7, SHAE2_67970.3, SHAE2_67970.2, SHAE2_67970.6, SHAE2_67970.1
OG0001061	KAK4474418.1, KAK4467307.1, KAK4474419.1	SHAE2_12890.1, SHAE2_12860.1, SHAE2_12880.1, SHAE2_12880.2
OG0001062	KAK4469297.1	SHAE2_52070.1, SHAE2_52120.1, SHAE2_52120.2
OG0001064	KAK4469625.1	SHAE2_51020.1
OG0001065	KAK4472778.1	SHAE2_31330.1
OG0001065	KAK4472745.1	SHAE2_31340.1, SHAE2_31340.2
OG0001065	KAK4472746.1	SHAE2_31350.1, SHAE2_31350.2
OG0001066	KAK4476315.1	SHAE2_11910.1, SHAE2_11910.3, SHAE2_11910.4, SHAE2_11910.2
OG0001068	KAK4470504.1	SHAE2_80390.1, SHAE2_80390.4, SHAE2_80390.2, SHAE2_80390.3
OG0001070	KAK4471390.1	SHAE2_67410.1
OG0001070	KAK4470698.1	SHAE2_80760.1
OG0001071	KAK4471222.1	SHAE2_69440.2, SHAE2_69440.4, SHAE2_69440.1, SHAE2_69440.3
OG0001072	KAK4473457.1	SHAE2_45110.10, SHAE2_45110.11, SHAE2_45110.3, SHAE2_45110.5, SHAE2_45110.9, SHAE2_45110.8, SHAE2_45110.7, SHAE2_45110.2, SHAE2_45110.4, SHAE2_45110.1, SHAE2_45110.12, SHAE2_45110.6
OG0001073	KAK4474855.1	SHAE2_18960.1, SHAE2_18960.3, SHAE2_18960.4, SHAE2_18960.5, SHAE2_18960.7, SHAE2_18960.11, SHAE2_18960.9, SHAE2_18960.8, SHAE2_18960.12, SHAE2_18960.2, SHAE2_18960.10, SHAE2_18960.6
OG0001074	KAK4473040.1	SHAE2_29780.5, SHAE2_29780.4, SHAE2_29780.8, SHAE2_29780.2, SHAE2_29780.7, SHAE2_29780.6, SHAE2_29780.1, SHAE2_29780.3
OG0001075	KAK4471794.1	SHAE2_65990.2, SHAE2_65990.1
OG0001076	KAK4469186.1	SHAE2_49650.1, SHAE2_49650.2, SHAE2_49650.3
OG0001077	KAK4469392.1, KAK4469391.1	SHAE2_53350.1
OG0001078	KAK4471959.1	SHAE2_65410.3, SHAE2_65410.1, SHAE2_65410.5, SHAE2_65410.2, SHAE2_65410.4, SHAE2_65410.6, SHAE2_65410.7, SHAE2_65410.8
OG0001079	KAK4470554.1	SHAE2_79840.1, SHAE2_79840.2, SHAE2_79840.3
OG0001080	KAK4470619.1	SHAE2_78270.2, SHAE2_78270.1, SHAE2_78270.3
OG0001081	KAK4472281.1	SHAE2_36740.3, SHAE2_36740.2, SHAE2_36740.1, SHAE2_36740.4
OG0001082	KAK4469312.1	SHAE2_51910.1
OG0001083	KAK4467695.1	SHAE2_99710.3, SHAE2_99710.1, SHAE2_99710.2, SHAE2_99710.4
OG0001084	KAK4475334.1	SHAE2_22570.1, SHAE2_22570.2
OG0001085	KAK4467681.1	SHAE2_100840.8, SHAE2_100840.1, SHAE2_100840.2, SHAE2_100840.3, SHAE2_100840.4, SHAE2_100840.6, SHAE2_100840.7, SHAE2_100840.5
OG0001086	KAK4470175.1	SHAE2_76120.6, SHAE2_76120.7, SHAE2_76120.1, SHAE2_76120.2, SHAE2_76120.5, SHAE2_76120.3, SHAE2_76120.4
OG0001087	KAK4469641.1	SHAE2_54550.2, SHAE2_54550.1
OG0001087	KAK4474021.1	SHAE2_39230.1
OG0001088	KAK4473163.1	SHAE2_26870.1
OG0001089	KAK4471220.1	SHAE2_69420.2, SHAE2_69420.4, SHAE2_69420.1, SHAE2_69420.3
OG0001090	KAK4467837.1	SHAE2_101540.1, SHAE2_101540.2, SHAE2_101540.3, SHAE2_101540.4, SHAE2_101540.5, SHAE2_101540.6
OG0001091	KAK4469323.1	SHAE2_51800.1, SHAE2_51800.2, SHAE2_51800.3, SHAE2_51800.6, SHAE2_51800.7, SHAE2_51800.4, SHAE2_51800.5, SHAE2_51800.8
OG0001092	KAK4470091.1	SHAE2_74140.1
OG0001093	KAK4468335.1	SHAE2_85740.1
OG0001094	KAK4473987.1	SHAE2_39600.2, SHAE2_39600.1, SHAE2_39600.3
OG0001095	KAK4469671.1	SHAE2_54250.1, SHAE2_54250.2, SHAE2_54250.7, SHAE2_54250.10, SHAE2_54250.3, SHAE2_54250.4, SHAE2_54250.6, SHAE2_54250.9, SHAE2_54250.5, SHAE2_54250.11, SHAE2_54250.8
OG0001096	KAK4475079.1	SHAE2_21620.5, SHAE2_21620.1, SHAE2_21620.3, SHAE2_21620.2, SHAE2_21620.4, SHAE2_21620.6
OG0001097	KAK4471387.1	SHAE2_73840.3, SHAE2_73840.2, SHAE2_73840.5, SHAE2_73840.1, SHAE2_73840.4
OG0001098	KAK4472593.1	SHAE2_34190.2, SHAE2_34190.1
OG0001099	KAK4468772.1	SHAE2_97740.1
OG0001099	KAK4468783.1	SHAE2_97750.1, SHAE2_97750.2
OG0001100	KAK4471534.1	SHAE2_72500.3, SHAE2_72500.5, SHAE2_72500.4, SHAE2_72500.1, SHAE2_72500.2
OG0001101	KAK4469623.1	SHAE2_49190.1, SHAE2_49160.1
OG0001102	KAK4471719.1	SHAE2_66600.8
OG0001103	KAK4467708.1	SHAE2_99580.1, SHAE2_99580.2, SHAE2_99580.3, SHAE2_99580.4, SHAE2_99580.5
