Orthogroup	s.mekongi	schistosoma_mattheei
OG0001179	KAK4467736.1, KAK4467737.1	SMTH1_103490.1, SMTH1_103490.2
OG0001180	KAK4476155.1	SMTH1_10610.1, SMTH1_10610.3, SMTH1_10610.4, SMTH1_10610.2
OG0001181	KAK4471120.1	SMTH1_64050.1, SMTH1_64060.1
OG0001182	KAK4474056.1	SMTH1_39850.3, SMTH1_39850.2, SMTH1_39850.1, SMTH1_39850.4
OG0001183	KAK4474411.1	SMTH1_12410.1
OG0001184	KAK4475631.1, KAK4476071.1	SMTH1_4090.1, SMTH1_4090.2
OG0001185	KAK4476220.1	SMTH1_12000.1, SMTH1_12000.3, SMTH1_12000.2
OG0001186	KAK4475791.1, KAK4467365.1	SMTH1_5660.1
OG0001187	KAK4472654.1	SMTH1_34790.1, SMTH1_34790.2, SMTH1_34790.3
OG0001188	KAK4476107.1	SMTH1_9000.2, SMTH1_9000.3, SMTH1_9000.1
OG0001189	KAK4474589.1	SMTH1_16050.1, SMTH1_16060.1
OG0001190	KAK4474039.1	SMTH1_40060.1, SMTH1_40060.2, SMTH1_40060.3
OG0001191	KAK4476037.1	SMTH1_7990.1
OG0001192	KAK4473508.1	SMTH1_47610.1
OG0001193	KAK4468256.1, KAK4468257.1	SMTH1_91730.1
OG0001194	KAK4476093.1	SMTH1_7420.1
OG0001197	KAK4475434.1	SMTH1_24380.1, SMTH1_24380.7, SMTH1_24380.6, SMTH1_24380.2, SMTH1_24380.3, SMTH1_24380.4, SMTH1_24380.5
OG0001198	KAK4468283.1	SMTH1_91480.1, SMTH1_91480.2, SMTH1_91480.3, SMTH1_91480.4
OG0001199	KAK4470046.1, KAK4470981.1, KAK4470980.1	SMTH1_88800.1, SMTH1_88800.2
OG0001202	KAK4474738.1	SMTH1_15040.1, SMTH1_15040.2, SMTH1_15040.3, SMTH1_15040.4
OG0001203	KAK4474544.1	SMTH1_1630.1, SMTH1_1630.2
OG0001203	KAK4468110.1	SMTH1_91030.1
OG0001204	KAK4471653.1	SMTH1_74050.3, SMTH1_74050.4, SMTH1_74050.1, SMTH1_74050.2
OG0001205	KAK4474018.1, KAK4474017.1	SMTH1_40270.1, SMTH1_40270.2, SMTH1_40270.3, SMTH1_40270.4
OG0001206	KAK4471064.1	SMTH1_50460.1, SMTH1_53230.1, SMTH1_50140.1, SMTH1_56710.1, SMTH1_52190.1, SMTH1_42800.1, SMTH1_51580.1, SMTH1_47700.1, SMTH1_58450.1, SMTH1_9420.1, SMTH1_50220.1
OG0001207	KAK4475278.1	SMTH1_16670.1
OG0001208	KAK4473921.1, KAK4473920.1	SMTH1_42150.1, SMTH1_42150.2, SMTH1_42150.4, SMTH1_42150.5, SMTH1_42150.6, SMTH1_42150.3
OG0001210	KAK4467724.1	SMTH1_103350.1
OG0001212	KAK4473153.1	SMTH1_27180.1
OG0001213	KAK4476051.1	SMTH1_7790.1, SMTH1_7800.1
OG0001214	KAK4472906.1	SMTH1_31530.1, SMTH1_31530.2, SMTH1_31530.3
OG0001215	KAK4471303.1	SMTH1_71010.1, SMTH1_71010.2, SMTH1_71010.3
OG0001216	KAK4472954.1	SMTH1_29540.2, SMTH1_29540.1
OG0001217	KAK4470315.1	SMTH1_81280.3, SMTH1_81280.2, SMTH1_81280.4, SMTH1_81280.1
OG0001218	KAK4474639.1	SMTH1_13990.1, SMTH1_13990.2, SMTH1_13990.3, SMTH1_13990.4
OG0001219	KAK4476080.1	SMTH1_1370.1, SMTH1_1370.2, SMTH1_1370.3
OG0001220	KAK4467635.1	SMTH1_105270.1, SMTH1_105270.2, SMTH1_105270.3, SMTH1_105270.4, SMTH1_105270.5, SMTH1_105270.6
OG0001221	KAK4471716.1	SMTH1_69540.1
OG0001222	KAK4468493.1	SMTH1_101990.1
OG0001223	KAK4472509.1	SMTH1_36350.3, SMTH1_36350.4, SMTH1_36350.2, SMTH1_36350.1
OG0001224	KAK4468309.1	SMTH1_91290.1
OG0001225	KAK4472086.1	SMTH1_65360.1
OG0001226	KAK4469416.1	SMTH1_51420.1, SMTH1_51420.6, SMTH1_51420.3, SMTH1_51420.5, SMTH1_51420.2, SMTH1_51420.4
OG0001227	KAK4471789.1	SMTH1_68810.5, SMTH1_68810.1, SMTH1_68810.2, SMTH1_68810.4, SMTH1_68810.3
OG0001228	KAK4472331.1	SMTH1_50030.5, SMTH1_50030.2, SMTH1_50030.3, SMTH1_50030.1, SMTH1_50030.4
OG0001229	KAK4472410.1	SMTH1_33820.1, SMTH1_33820.2, SMTH1_33820.3, SMTH1_33820.4
OG0001230	KAK4474860.1	SMTH1_18650.1, SMTH1_18660.1
OG0001231	KAK4473724.1	SMTH1_43970.1, SMTH1_43970.4, SMTH1_43970.2, SMTH1_43970.3
OG0001232	KAK4468184.1	SMTH1_90950.1, SMTH1_90960.1
OG0001233	KAK4475904.1	SMTH1_6830.3, SMTH1_6830.4, SMTH1_6830.5, SMTH1_6830.1, SMTH1_6830.2
OG0001234	KAK4472481.1, KAK4472579.1, KAK4472471.1	SMTH1_49170.1, SMTH1_49170.2, SMTH1_49170.3
OG0001235	KAK4472813.1	SMTH1_32000.1
OG0001235	KAK4472812.1	SMTH1_31990.1
OG0001236	KAK4471432.1	SMTH1_70630.1
OG0001237	KAK4472962.1	SMTH1_29480.1
OG0001238	KAK4468030.1	SMTH1_92940.2, SMTH1_92940.5, SMTH1_92940.1, SMTH1_92940.4, SMTH1_92940.3
OG0001239	KAK4474642.1	SMTH1_14010.1, SMTH1_14010.2, SMTH1_14010.3, SMTH1_14010.4, SMTH1_14010.5, SMTH1_14010.6
OG0001240	KAK4469937.1	SMTH1_60200.1
OG0001241	KAK4472005.1	SMTH1_66290.1
OG0001241	KAK4470468.1	SMTH1_82900.1
OG0001242	KAK4469975.1	SMTH1_62530.1
OG0001243	KAK4476064.1	SMTH1_7760.1, SMTH1_7770.1
OG0001244	KAK4468578.1	SMTH1_99430.1, SMTH1_99430.3, SMTH1_99430.2
OG0001245	KAK4474453.1, KAK4474454.1	SMTH1_13600.1, SMTH1_13590.1, SMTH1_13580.1
OG0001246	KAK4472369.1	SMTH1_36810.1, SMTH1_36820.1
OG0001247	KAK4473847.1	SMTH1_41360.1
OG0001248	KAK4467435.1, KAK4475814.1	SMTH1_6470.1, SMTH1_6480.1
OG0001249	KAK4474050.1	SMTH1_39940.1, SMTH1_39940.2
OG0001250	KAK4475185.1	SMTH1_2490.2, SMTH1_2490.1
OG0001251	KAK4470393.1	SMTH1_86050.1
OG0001252	KAK4469959.1	SMTH1_57860.1, SMTH1_57860.2, SMTH1_57860.3, SMTH1_57860.4
OG0001253	KAK4469853.1	SMTH1_61070.1
OG0001254	KAK4472504.1, KAK4472506.1	SMTH1_36430.1, SMTH1_36420.1, SMTH1_36420.2
OG0001255	KAK4472793.1	SMTH1_32120.1, SMTH1_32120.2, SMTH1_32120.4, SMTH1_32120.5, SMTH1_32120.6, SMTH1_32120.3
OG0001256	KAK4469560.1	SMTH1_54060.1
OG0001258	KAK4470450.1	SMTH1_85330.1, SMTH1_85330.2, SMTH1_85330.4, SMTH1_85330.3
OG0001259	KAK4472020.1	SMTH1_66130.1, SMTH1_66130.2, SMTH1_66130.4, SMTH1_66130.3, SMTH1_66130.5
OG0001260	KAK4474629.1	SMTH1_1800.1, SMTH1_1800.3, SMTH1_1800.2
OG0001261	KAK4473580.1	SMTH1_50740.1
OG0001262	KAK4468252.1	SMTH1_91800.1, SMTH1_91800.2
OG0001263	KAK4468562.1	SMTH1_99590.1, SMTH1_99590.2
OG0001263	KAK4468561.1	SMTH1_99600.1
OG0001265	KAK4471920.1	SMTH1_67730.1, SMTH1_67730.2, SMTH1_67730.3
OG0001266	KAK4470747.1	SMTH1_78190.1, SMTH1_78200.1
OG0001267	KAK4469544.1	SMTH1_59320.3, SMTH1_59320.2, SMTH1_59320.1
OG0001268	KAK4468580.1	SMTH1_99380.1
OG0001268	KAK4476115.1	SMTH1_9010.1, SMTH1_9010.2
OG0001269	KAK4473303.1	SMTH1_26250.1, SMTH1_26250.2, SMTH1_26250.3
OG0001270	KAK4468598.1	SMTH1_98610.1, SMTH1_98610.2
OG0001271	KAK4471210.1	SMTH1_72320.1, SMTH1_72310.1
OG0001272	KAK4470053.1	SMTH1_89260.1, SMTH1_89260.2, SMTH1_89260.3
OG0001273	KAK4470612.1	SMTH1_82060.2, SMTH1_82060.1, SMTH1_82060.3
OG0001274	KAK4471502.1	SMTH1_76040.1, SMTH1_76040.2
OG0001275	KAK4469887.1	SMTH1_60570.3, SMTH1_60570.1, SMTH1_60570.2
OG0001276	KAK4471898.1	SMTH1_71680.1, SMTH1_71680.2, SMTH1_71680.3
OG0001277	KAK4475596.1	SMTH1_3780.1
OG0001278	KAK4468621.1	SMTH1_100800.1, SMTH1_100800.2
OG0001279	KAK4474150.1	SMTH1_38810.1, SMTH1_38810.2, SMTH1_38810.3, SMTH1_38810.4, SMTH1_38810.5
OG0001280	KAK4469925.1	SMTH1_57720.1, SMTH1_57720.2, SMTH1_57720.3, SMTH1_57720.4
OG0001281	KAK4470830.1, KAK4470831.1	SMTH1_87070.1, SMTH1_87050.1
OG0001282	KAK4467754.1	SMTH1_105130.2, SMTH1_105130.1, SMTH1_105130.3, SMTH1_105130.4, SMTH1_105130.5, SMTH1_105130.6, SMTH1_105130.7
OG0001283	KAK4474099.1	SMTH1_39440.1, SMTH1_39440.2
OG0001284	KAK4474955.1	SMTH1_19680.1, SMTH1_19680.2
OG0001285	KAK4475824.1	SMTH1_810.1, SMTH1_780.1, SMTH1_770.1, SMTH1_18280.1
OG0001288	KAK4467620.1	SMTH1_104420.1, SMTH1_104420.2, SMTH1_104420.3, SMTH1_104420.4, SMTH1_104420.5, SMTH1_104420.6, SMTH1_104420.7, SMTH1_104420.8
OG0001289	KAK4472424.1	SMTH1_32840.7, SMTH1_32840.2, SMTH1_32840.8, SMTH1_32840.4, SMTH1_32840.5, SMTH1_32840.6, SMTH1_32840.3, SMTH1_32840.1
OG0001290	KAK4475785.1	SMTH1_5720.1
OG0001291	KAK4476039.1	SMTH1_7980.1
OG0001292	KAK4476023.1	SMTH1_8110.1, SMTH1_8110.2
OG0001293	KAK4469805.1	SMTH1_61750.1, SMTH1_61770.3, SMTH1_61770.1, SMTH1_61770.2
OG0001294	KAK4472567.1	SMTH1_35740.1, SMTH1_35730.1
OG0001295	KAK4472604.1	SMTH1_35330.1, SMTH1_35330.2, SMTH1_35330.3
OG0001296	KAK4475956.1, KAK4475955.1	SMTH1_8520.3, SMTH1_8520.4, SMTH1_8520.5, SMTH1_8520.2, SMTH1_8520.1, SMTH1_8520.6
OG0001297	KAK4474512.1	SMTH1_102730.1, SMTH1_15590.1
OG0001298	KAK4474031.1	SMTH1_40170.1, SMTH1_40170.2, SMTH1_40170.3
OG0001300	KAK4475917.1	SMTH1_6910.1, SMTH1_6910.3, SMTH1_6910.2
OG0001301	KAK4469880.1	SMTH1_60640.2, SMTH1_60640.1, SMTH1_60640.3, SMTH1_60640.4
OG0001302	KAK4475526.1	SMTH1_2890.1, SMTH1_2870.1
OG0001303	KAK4472605.1, KAK4472606.1	SMTH1_35310.3, SMTH1_35310.4, SMTH1_35310.2, SMTH1_35310.1
OG0001304	KAK4468665.1	SMTH1_98230.1
OG0001305	KAK4474662.1	SMTH1_1830.3, SMTH1_1830.4, SMTH1_1830.1, SMTH1_1830.2
OG0001306	KAK4471984.1	SMTH1_68420.1, SMTH1_68420.2
OG0001307	KAK4468348.1	SMTH1_90420.1
OG0001308	KAK4467630.1	SMTH1_105230.1, SMTH1_105230.2
OG0001309	KAK4470646.1	SMTH1_82420.1
OG0001310	KAK4473092.1	SMTH1_30410.1
OG0001311	KAK4472492.1	SMTH1_49160.3, SMTH1_49160.5, SMTH1_49160.1, SMTH1_49160.2, SMTH1_49160.6, SMTH1_49160.4
OG0001312	KAK4472637.1	SMTH1_35060.2, SMTH1_35060.1, SMTH1_35060.4, SMTH1_35060.3
OG0001313	KAK4472134.1, KAK4473418.1	SMTH1_46630.3, SMTH1_46630.1, SMTH1_46630.2
OG0001314	KAK4476271.1	SMTH1_11870.1
OG0001315	KAK4472633.1	SMTH1_35020.1
OG0001316	KAK4474142.1	SMTH1_38930.1
OG0001317	KAK4475271.1	SMTH1_16590.2, SMTH1_16590.3, SMTH1_16590.4, SMTH1_16590.5
OG0001319	KAK4473722.1	SMTH1_44010.1
OG0001320	KAK4471435.1	SMTH1_70660.1
OG0001321	KAK4475382.1	SMTH1_23470.1, SMTH1_23460.1
OG0001322	KAK4469624.1	SMTH1_53270.1, SMTH1_53260.1
OG0001323	KAK4474405.1	SMTH1_1060.1, SMTH1_1060.2
OG0001324	KAK4468826.1	SMTH1_96350.3, SMTH1_96350.4, SMTH1_96350.1, SMTH1_96350.2
OG0001325	KAK4467845.1	SMTH1_106810.1
OG0001326	KAK4469191.1	SMTH1_59880.1, SMTH1_59880.2, SMTH1_59880.3
OG0001327	KAK4468417.1	SMTH1_101090.1
OG0001328	KAK4467516.1, KAK4475737.1, KAK4467405.1	SMTH1_5180.1
OG0001330	KAK4472695.1	SMTH1_34390.1, SMTH1_34390.2, SMTH1_34390.3, SMTH1_34390.4
OG0001331	KAK4469579.1	SMTH1_53810.2, SMTH1_53810.1, SMTH1_53810.3
OG0001332	KAK4472042.1	SMTH1_65750.1
OG0001332	KAK4470197.1	SMTH1_80120.2, SMTH1_80120.1
OG0001333	KAK4471477.1	SMTH1_71450.3, SMTH1_71450.2, SMTH1_71450.1
OG0001334	KAK4474703.1	SMTH1_1880.2, SMTH1_1880.1, SMTH1_1880.3, SMTH1_1880.4, SMTH1_1880.5, SMTH1_1880.6
OG0001335	KAK4472711.1	SMTH1_34230.1, SMTH1_34230.2
OG0001336	KAK4469248.1	SMTH1_51660.1, SMTH1_51660.2, SMTH1_51650.1
OG0001337	KAK4469179.1	SMTH1_60030.1, SMTH1_60030.2, SMTH1_60030.4, SMTH1_60030.3
OG0001338	KAK4473835.1	SMTH1_41210.2, SMTH1_41210.1
OG0001339	KAK4474554.1	SMTH1_12560.1, SMTH1_12570.1
OG0001340	KAK4476161.1, KAK4476160.1	SMTH1_10730.1, SMTH1_10720.1, SMTH1_10710.1, SMTH1_10710.2
OG0001341	KAK4470433.1	SMTH1_85520.1, SMTH1_85520.2, SMTH1_85520.3
OG0001342	KAK4469498.1	SMTH1_58470.4, SMTH1_58470.2, SMTH1_58470.5, SMTH1_58470.3, SMTH1_58470.1
OG0001343	KAK4470199.1, KAK4470200.1	SMTH1_80140.2, SMTH1_80140.1, SMTH1_80140.3, SMTH1_80150.1, SMTH1_80150.2, SMTH1_80150.3
OG0001344	KAK4470426.1	SMTH1_85650.1, SMTH1_85640.1
OG0001345	KAK4473469.1	SMTH1_47180.1
OG0001346	KAK4474563.1	SMTH1_16350.1, SMTH1_16350.2, SMTH1_16340.1, SMTH1_16330.1
OG0001347	KAK4472285.1	SMTH1_37660.1
OG0001348	KAK4474058.1	SMTH1_39810.1, SMTH1_39810.2, SMTH1_39810.3
OG0001349	KAK4475304.1	SMTH1_16960.1, SMTH1_16970.1, SMTH1_16950.1
OG0001350	KAK4472671.1	SMTH1_34650.1, SMTH1_34660.1
OG0001351	KAK4473300.1	SMTH1_26220.3, SMTH1_26220.2, SMTH1_26220.1
OG0001352	KAK4473285.1	SMTH1_26480.1, SMTH1_26480.3, SMTH1_26480.4, SMTH1_26480.5, SMTH1_26480.2, SMTH1_26480.6, SMTH1_26480.7
OG0001353	KAK4471694.1	SMTH1_69730.1
OG0001354	KAK4471128.1	SMTH1_71850.1, SMTH1_71850.3, SMTH1_71850.2, SMTH1_71850.5, SMTH1_71850.4, SMTH1_71850.6
OG0001355	KAK4472013.1	SMTH1_66200.1
OG0001356	KAK4470235.1	SMTH1_80390.1
OG0001357	KAK4473732.1	SMTH1_43890.1, SMTH1_43890.2, SMTH1_43890.3
OG0001358	KAK4468661.1	SMTH1_98310.1
OG0001359	KAK4470296.1	SMTH1_81060.1, SMTH1_81060.2, SMTH1_81060.3, SMTH1_81060.4
OG0001361	KAK4472834.1	SMTH1_31650.1, SMTH1_31650.2
OG0001362	KAK4472727.1	SMTH1_34010.2, SMTH1_34010.1, SMTH1_34010.3
OG0001363	KAK4467637.1	SMTH1_105300.3, SMTH1_105300.2, SMTH1_105300.1
OG0001364	KAK4468089.1	SMTH1_94320.1
OG0001365	KAK4470803.1	SMTH1_86760.1, SMTH1_86760.2
OG0001367	KAK4467781.1	SMTH1_105900.1
OG0001368	KAK4475327.1	SMTH1_19890.4, SMTH1_19890.2, SMTH1_19890.3, SMTH1_19890.5, SMTH1_19890.1
OG0001369	KAK4468924.1	SMTH1_99050.1, SMTH1_99050.4, SMTH1_99050.2, SMTH1_99050.3
OG0001370	KAK4471090.1	SMTH1_65000.1, SMTH1_65000.2, SMTH1_65000.3, SMTH1_65000.4, SMTH1_65000.5
OG0001371	KAK4474011.1	SMTH1_40320.1
OG0001372	KAK4473839.1	SMTH1_41260.1
OG0001373	KAK4475524.1	SMTH1_2840.2, SMTH1_2840.1, SMTH1_2840.3
OG0001374	KAK4471908.1	SMTH1_67630.1
OG0001375	KAK4470400.1	SMTH1_85960.1, SMTH1_85960.2, SMTH1_85960.3, SMTH1_85960.4
OG0001376	KAK4468841.1	SMTH1_96490.1, SMTH1_96490.2, SMTH1_100180.1
OG0001377	KAK4471750.1	SMTH1_69140.1
OG0001378	KAK4475624.1	SMTH1_3850.3, SMTH1_3850.4, SMTH1_3850.5, SMTH1_3850.1, SMTH1_3850.2
OG0001379	KAK4470300.1	SMTH1_77700.1, SMTH1_77690.1, SMTH1_77680.1
OG0001380	KAK4472050.1	SMTH1_65820.3, SMTH1_65820.1, SMTH1_65820.2
OG0001381	KAK4470574.1	SMTH1_81550.1
OG0001382	KAK4472961.1	SMTH1_29490.4, SMTH1_29490.1, SMTH1_29490.2, SMTH1_29490.3
OG0001383	KAK4467561.1, KAK4467562.1, KAK4475694.1	SMTH1_4740.1
OG0001384	KAK4467390.1	SMTH1_97430.1
OG0001385	KAK4473334.1	SMTH1_25910.1, SMTH1_25920.1
OG0001387	KAK4468825.1	SMTH1_96330.1
OG0001388	KAK4474533.1	SMTH1_12850.1, SMTH1_12840.1
OG0001389	KAK4469569.1	SMTH1_51250.1
OG0001390	KAK4473695.1, KAK4467327.1	SMTH1_44260.1, SMTH1_44260.2, SMTH1_44260.3
OG0001391	KAK4474184.1	SMTH1_38410.1
OG0001392	KAK4467529.1, KAK4467530.1, KAK4474649.1	SMTH1_14090.1
OG0001393	KAK4474810.1	SMTH1_17990.1
OG0001394	KAK4470691.1	SMTH1_84830.4, SMTH1_84830.3, SMTH1_84830.1, SMTH1_84830.2
OG0001395	KAK4468666.1	SMTH1_98220.1
OG0001395	KAK4473275.1	SMTH1_28440.1
OG0001397	KAK4471735.1	SMTH1_69320.2, SMTH1_69320.1, SMTH1_69320.5, SMTH1_69320.3, SMTH1_69320.4
OG0001398	KAK4474558.1	SMTH1_12600.4, SMTH1_12600.1, SMTH1_12600.2, SMTH1_12600.3
OG0001399	KAK4468491.1	SMTH1_101960.1
OG0001400	KAK4468320.1	SMTH1_90710.1
OG0001401	KAK4469444.1	SMTH1_56590.1
OG0001402	KAK4472860.1	SMTH1_28790.1, SMTH1_28790.3, SMTH1_28790.2
OG0001403	KAK4469835.1	SMTH1_61290.1, SMTH1_61290.2
OG0001404	KAK4475068.1	SMTH1_21590.1
OG0001405	KAK4472330.1	SMTH1_37230.1
OG0001406	KAK4472773.1	SMTH1_32480.1, SMTH1_32480.2, SMTH1_32480.3, SMTH1_32480.4
OG0001407	KAK4467966.1	SMTH1_94060.1, SMTH1_94890.1, SMTH1_94860.1
OG0001408	KAK4473060.1	SMTH1_26950.1
OG0001409	KAK4469219.1, KAK4469220.1	SMTH1_55540.1, SMTH1_55530.1
OG0001410	KAK4474146.1, KAK4474145.1	SMTH1_38860.1, SMTH1_38850.1
OG0001411	KAK4472836.1	SMTH1_31630.1, SMTH1_31630.3, SMTH1_31630.2, SMTH1_31630.4, SMTH1_31630.5
OG0001412	KAK4472825.1, KAK4472824.1	SMTH1_31730.1
OG0001413	KAK4467707.1	SMTH1_104670.1
OG0001414	KAK4475715.1	SMTH1_4980.1, SMTH1_4970.1
OG0001415	KAK4472656.1	SMTH1_34810.5, SMTH1_34810.1, SMTH1_34810.3, SMTH1_34810.2, SMTH1_34810.4
OG0001416	KAK4474571.1	SMTH1_16240.2, SMTH1_16240.4, SMTH1_16240.6, SMTH1_16240.1, SMTH1_16240.3, SMTH1_16240.5
OG0001417	KAK4474476.1	SMTH1_13820.1, SMTH1_13830.1
OG0001418	KAK4475658.1	SMTH1_130.1, SMTH1_130.2, SMTH1_130.3, SMTH1_130.4
OG0001420	KAK4468277.1	SMTH1_91540.1, SMTH1_91540.2, SMTH1_91540.3, SMTH1_91540.5, SMTH1_91540.4
OG0001421	KAK4473975.1	SMTH1_40690.1
OG0001422	KAK4470355.1	SMTH1_83420.1, SMTH1_83420.2, SMTH1_83420.3
OG0001423	KAK4474401.1	SMTH1_12510.1
OG0001424	KAK4475978.1	SMTH1_10570.1
OG0001425	KAK4473253.1	SMTH1_28220.2, SMTH1_28220.1
OG0001427	KAK4472853.1	SMTH1_28800.1, SMTH1_28810.1
OG0001428	KAK4475537.1	SMTH1_3020.1, SMTH1_3020.2, SMTH1_3020.3, SMTH1_3020.4, SMTH1_3020.5, SMTH1_3020.6, SMTH1_3020.7
OG0001429	KAK4469523.1	SMTH1_59120.1, SMTH1_59120.2
OG0001430	KAK4469826.1	SMTH1_61390.1
OG0001430	KAK4469827.1	SMTH1_61380.1
OG0001431	KAK4471244.1	SMTH1_72690.1
OG0001432	KAK4475480.1	SMTH1_24130.1
OG0001433	KAK4475337.1	SMTH1_22930.3, SMTH1_22930.2, SMTH1_22930.4, SMTH1_22930.1
OG0001434	KAK4467660.1	SMTH1_105570.1
OG0001435	KAK4470399.1	SMTH1_85980.2, SMTH1_85980.1
OG0001436	KAK4470775.1	SMTH1_86440.1
OG0001437	KAK4469385.1	SMTH1_56010.1, SMTH1_56010.2, SMTH1_56010.3
OG0001438	KAK4475129.1	SMTH1_20940.2, SMTH1_20940.3, SMTH1_20940.1
OG0001439	KAK4470521.1	SMTH1_84210.1
OG0001440	KAK4473854.1	SMTH1_41450.1, SMTH1_41450.2, SMTH1_41450.3
OG0001441	KAK4468453.1	SMTH1_99930.1
OG0001441	KAK4468533.1, KAK4468536.1	SMTH1_99940.1
OG0001442	KAK4471727.1	SMTH1_69410.1, SMTH1_69410.3, SMTH1_69410.2
OG0001443	KAK4475081.1	SMTH1_21470.1
OG0001444	KAK4470278.1	SMTH1_80910.1, SMTH1_80910.2, SMTH1_80910.3, SMTH1_80910.4, SMTH1_80910.5, SMTH1_80910.6
OG0001445	KAK4470607.1	SMTH1_82020.1, SMTH1_82010.1
OG0001446	KAK4467413.1, KAK4467414.1	SMTH1_49760.1, SMTH1_49770.1
OG0001447	KAK4467426.1	SMTH1_88760.1, SMTH1_88770.1
OG0001447	KAK4467428.1, KAK4467427.1	SMTH1_88780.1
OG0001449	KAK4472371.1, KAK4472370.1	SMTH1_36800.1, SMTH1_36790.1
OG0001450	KAK4474892.1	SMTH1_19000.1
OG0001454	KAK4468255.1	SMTH1_91740.1
OG0001455	KAK4467822.1	SMTH1_106700.1, SMTH1_106700.2, SMTH1_106700.3, SMTH1_106700.4, SMTH1_106700.5, SMTH1_106700.6
OG0001456	KAK4471732.1	SMTH1_76260.1, SMTH1_76280.1
OG0001457	KAK4475852.1	SMTH1_6040.1, SMTH1_6040.2
OG0001458	KAK4472480.1	SMTH1_33430.1, SMTH1_33430.2, SMTH1_33430.3
OG0001459	KAK4471159.1	SMTH1_63500.1, SMTH1_63490.1
OG0001460	KAK4474046.1	SMTH1_39950.1
OG0001461	KAK4472865.1	SMTH1_31330.1, SMTH1_31330.10, SMTH1_31330.11, SMTH1_31330.12, SMTH1_31330.2, SMTH1_31330.3, SMTH1_31330.4, SMTH1_31330.5, SMTH1_31330.6, SMTH1_31330.7, SMTH1_31330.8, SMTH1_31330.9
OG0001462	KAK4467568.1	SMTH1_64000.1, SMTH1_64000.2
OG0001463	KAK4472017.1	SMTH1_66150.1, SMTH1_66170.1, SMTH1_66160.1
OG0001464	KAK4469332.1	SMTH1_59420.1
OG0001465	KAK4470015.1, KAK4470333.1	SMTH1_83660.1, SMTH1_83670.1
OG0001466	KAK4475780.1, KAK4475777.1, KAK4467227.1	SMTH1_5760.1, SMTH1_5760.2, SMTH1_5760.3, SMTH1_5760.4
OG0001467	KAK4471670.1	SMTH1_69980.1
OG0001468	KAK4475755.1	SMTH1_5310.1, SMTH1_5300.1
OG0001469	KAK4468293.1	SMTH1_91370.1
OG0001470	KAK4471118.1	SMTH1_71840.1
OG0001471	KAK4471762.1, KAK4471761.1	SMTH1_67280.1
OG0001472	KAK4471954.1	SMTH1_71740.1
OG0001473	KAK4470641.1	SMTH1_82380.1
OG0001474	KAK4473644.1	SMTH1_45110.5, SMTH1_45110.4, SMTH1_45110.1, SMTH1_45110.2, SMTH1_45110.3, SMTH1_45110.6
OG0001475	KAK4469874.1	SMTH1_60700.1
OG0001476	KAK4476002.1	SMTH1_9610.1, SMTH1_9620.1
OG0001477	KAK4469033.1	SMTH1_62040.1
OG0001478	KAK4475476.1	SMTH1_24180.1
OG0001479	KAK4476159.1	SMTH1_10750.1, SMTH1_10770.1, SMTH1_10760.1, SMTH1_10740.1
OG0001480	KAK4475942.1	SMTH1_12160.1, SMTH1_12160.2, SMTH1_12160.3
OG0001481	KAK4469635.1, KAK4469636.1	SMTH1_53080.1, SMTH1_53090.1
OG0001482	KAK4468865.1	SMTH1_102460.1, SMTH1_102470.1
OG0001483	KAK4470165.1	SMTH1_79710.1
OG0001484	KAK4473387.1	SMTH1_25180.1, SMTH1_25180.3, SMTH1_25180.2, SMTH1_25180.4
OG0001485	KAK4472286.1	SMTH1_37650.1, SMTH1_37650.2
OG0001486	KAK4469506.1	SMTH1_58910.1
OG0001487	KAK4473164.1	SMTH1_27320.2, SMTH1_27320.1, SMTH1_27320.3, SMTH1_27320.4, SMTH1_107440.1
OG0001488	KAK4474060.1	SMTH1_39820.1
OG0001488	KAK4467784.1	SMTH1_105930.1
OG0001489	KAK4473243.1	SMTH1_28140.1
OG0001490	KAK4472636.1	SMTH1_35050.1
OG0001491	KAK4467448.1, KAK4475818.1	SMTH1_6410.1, SMTH1_6410.4, SMTH1_6410.2, SMTH1_6410.3
OG0001492	KAK4469550.1	SMTH1_54180.1, SMTH1_54170.1, SMTH1_54180.2, SMTH1_54190.1
OG0001493	KAK4469536.1	SMTH1_51270.1, SMTH1_51280.1, SMTH1_51290.1
OG0001494	KAK4472983.1	SMTH1_29260.1
OG0001495	KAK4475962.1	SMTH1_8680.1
OG0001496	KAK4470511.1	SMTH1_84290.1
OG0001497	KAK4474198.1	SMTH1_38240.1
OG0001498	KAK4473400.1	SMTH1_50490.1
OG0001499	KAK4471805.1	SMTH1_71580.1, SMTH1_71580.3, SMTH1_71580.2, SMTH1_71580.4
OG0001500	KAK4471363.1	SMTH1_73850.1
OG0001501	KAK4467925.1	SMTH1_103080.8, SMTH1_103080.1, SMTH1_103080.3, SMTH1_103080.4, SMTH1_103080.5, SMTH1_103080.6, SMTH1_103080.7, SMTH1_103080.2
OG0001502	KAK4475834.1	SMTH1_800.1, SMTH1_830.1, SMTH1_750.1, SMTH1_740.1
OG0001503	KAK4469162.1	SMTH1_57650.1, SMTH1_57650.2, SMTH1_57650.3
OG0001504	KAK4471426.1	SMTH1_70540.1
OG0001505	KAK4467674.1	SMTH1_103630.3, SMTH1_103630.2, SMTH1_103630.1
