Orthogroup	s.mekongi	schistosoma_mansoni
OG0002012	KAK4476215.1	Smp_133770.1
OG0002013	KAK4469648.1	Smp_305560.1
OG0002014	KAK4471464.1	Smp_156350.1
OG0002015	KAK4468790.1	Smp_002280.1
OG0002016	KAK4471697.1	Smp_308440.1
OG0002017	KAK4471239.1	Smp_123440.1
OG0002018	KAK4470098.1	Smp_172090.1
OG0002018	KAK4470096.1, KAK4470097.1	Smp_344140.1
OG0002020	KAK4471283.1	Smp_164590.1
OG0002021	KAK4470191.1	Smp_312730.1
OG0002022	KAK4470149.1	Smp_168500.1
OG0002023	KAK4471571.1	Smp_000190.1
OG0002024	KAK4473063.1	Smp_152230.1
OG0002025	KAK4471702.1, KAK4471701.1	Smp_105960.1
OG0002026	KAK4475797.1	Smp_134300.1
OG0002027	KAK4468162.1	Smp_315010.2
OG0002028	KAK4469476.1	Smp_148360.1
OG0002029	KAK4472515.1	Smp_152860.1
OG0002030	KAK4471751.1	Smp_013520.1
OG0002031	KAK4474999.1	Smp_343880.1
OG0002032	KAK4467812.1	Smp_127840.1
OG0002033	KAK4471857.1	Smp_073940.1
OG0002034	KAK4471530.1	Smp_169700.1
OG0002035	KAK4474516.1	Smp_076390.1, Smp_076390.2
OG0002036	KAK4468716.1	Smp_091650.1
OG0002037	KAK4469881.1	Smp_147650.1
OG0002038	KAK4472804.1, KAK4472815.1	Smp_038870.1
OG0002039	KAK4469201.1	Smp_124430.1
OG0002040	KAK4475548.1	Smp_331650.3, Smp_331650.2, Smp_331650.4, Smp_331650.1, Smp_332860.1, Smp_332860.2
OG0002041	KAK4470462.1	Smp_135500.1
OG0002042	KAK4467451.1, KAK4474626.1	Smp_076530.1
OG0002043	KAK4471410.1	Smp_026390.1
OG0002044	KAK4475951.1	Smp_127270.1
OG0002045	KAK4468047.1	Smp_166220.1
OG0002046	KAK4470368.1	Smp_145210.1
OG0002047	KAK4468073.1	Smp_039490.1
OG0002048	KAK4474801.1	Smp_005020.1
OG0002049	KAK4468631.1, KAK4468632.1	Smp_315580.1
OG0002050	KAK4469176.1	Smp_146360.1
OG0002051	KAK4472398.1	Smp_160870.1
OG0002052	KAK4473552.1	Smp_051390.1
OG0002053	KAK4470413.1	Smp_062520.1
OG0002054	KAK4470566.1	Smp_036010.1
OG0002055	KAK4471181.1	Smp_151720.1
OG0002056	KAK4468569.1	Smp_214030.1, Smp_214020.1, Smp_214020.2
OG0002057	KAK4469378.1	Smp_211330.1
OG0002058	KAK4476128.1	Smp_103740.1
OG0002059	KAK4473863.1	Smp_135130.1
OG0002060	KAK4476192.1	Smp_053420.1
OG0002061	KAK4475759.1, KAK4474345.1, KAK4467497.1	Smp_022850.1
OG0002062	KAK4471589.1	Smp_309210.1
OG0002063	KAK4473939.1	Smp_245590.1
OG0002064	KAK4476178.1	Smp_165790.1, Smp_165790.2
OG0002065	KAK4474269.1	Smp_167840.1
OG0002067	KAK4472033.1, KAK4472032.1	Smp_124520.1
OG0002068	KAK4474448.1, KAK4474446.1, KAK4474445.1	Smp_169010.1
OG0002073	KAK4467636.1	Smp_144850.1
OG0002074	KAK4475125.1	Smp_170150.1
OG0002075	KAK4476280.1	Smp_094820.1
OG0002076	KAK4473421.1	Smp_065610.1
OG0002077	KAK4475261.1	Smp_153480.1
OG0002079	KAK4473900.1	Smp_060480.1
OG0002080	KAK4469650.1	Smp_063530.1, Smp_063530.2
OG0002081	KAK4468262.1	Smp_153410.1
OG0002082	KAK4472024.1	Smp_335820.1
OG0002082	KAK4472023.1	Smp_069120.1
OG0002083	KAK4474048.1	Smp_044000.1
OG0002084	KAK4474963.1	Smp_244080.1
OG0002085	KAK4471939.1	Smp_018710.1
OG0002086	KAK4473220.1	Smp_345280.1
OG0002087	KAK4472322.1	Smp_173380.1, Smp_173380.2
OG0002089	KAK4469525.1	Smp_046190.1
OG0002090	KAK4469882.1	Smp_047700.1
OG0002091	KAK4469677.1	Smp_148410.1
OG0002092	KAK4473766.1	Smp_170290.1
OG0002093	KAK4473261.1	Smp_123830.1
OG0002094	KAK4475778.1, KAK4475781.1	Smp_030400.1
OG0002095	KAK4474804.1	Smp_343550.1
OG0002096	KAK4472805.1	Smp_133280.1
OG0002097	KAK4475842.1	Smp_245280.2, Smp_245280.1
OG0002098	KAK4471107.1	Smp_342700.1
OG0002099	KAK4473789.1	Smp_332560.1
OG0002100	KAK4472869.1	Smp_035360.1
OG0002101	KAK4468932.1	Smp_051000.1, Smp_051000.2
OG0002102	KAK4473050.1	Smp_319890.1
OG0002102	KAK4473224.1	Smp_124080.1
OG0002103	KAK4473535.1	Smp_149660.1
OG0002104	KAK4472700.1	Smp_128940.1
OG0002105	KAK4473098.1	Smp_073610.1
OG0002106	KAK4468766.1	Smp_158130.1
OG0002107	KAK4471848.1	Smp_246970.1, Smp_246970.2
OG0002108	KAK4468633.1	Smp_068510.1
OG0002108	KAK4468195.1	Smp_158980.1, Smp_158990.1
OG0002109	KAK4473515.1	Smp_343050.1
OG0002110	KAK4470107.1	Smp_039010.1, Smp_149030.1
OG0002111	KAK4473478.1	Smp_144130.1, Smp_144130.2
OG0002112	KAK4472109.1	Smp_029360.1
OG0002113	KAK4468405.1	Smp_340130.1, Smp_340130.2
OG0002114	KAK4473071.1	Smp_196600.1
OG0002115	KAK4469846.1	Smp_159190.1
OG0002116	KAK4472527.1	Smp_340170.1
OG0002117	KAK4475747.1, KAK4475750.1	Smp_134450.1
OG0002118	KAK4469581.1	Smp_241580.1
OG0002119	KAK4467453.1	Smp_129320.1
OG0002120	KAK4476096.1	Smp_174870.1
OG0002121	KAK4476097.1	Smp_174890.1
OG0002122	KAK4472661.1	Smp_073220.1
OG0002123	KAK4472764.1	Smp_019950.1
OG0002124	KAK4475357.1	Smp_077120.1
OG0002125	KAK4467836.1	Smp_343290.1
OG0002126	KAK4475592.1	Smp_322190.1
OG0002127	KAK4471999.1	Smp_194680.1
OG0002128	KAK4476103.1	Smp_146160.1
OG0002129	KAK4469724.1, KAK4469723.1	Smp_212990.1, Smp_213000.1
OG0002130	KAK4473162.1	Smp_129610.1, Smp_129610.2
OG0002131	KAK4473635.1	Smp_154740.1, Smp_154740.2
OG0002132	KAK4469828.1	Smp_311770.1
OG0002133	KAK4469116.1	Smp_242060.1
OG0002134	KAK4473819.1	Smp_126620.1
OG0002135	KAK4472855.1	Smp_164960.1
OG0002136	KAK4467912.1	Smp_097320.1
OG0002137	KAK4470864.1	Smp_055090.3, Smp_055090.1, Smp_055090.2
OG0002138	KAK4472681.1	Smp_059980.1, Smp_154410.1
OG0002139	KAK4471662.1	Smp_246450.1, Smp_335850.1
OG0002141	KAK4472097.1, KAK4472096.1	Smp_138150.1
OG0002142	KAK4468905.1	Smp_062070.1
OG0002143	KAK4469632.1	Smp_349950.1, Smp_327610.1, Smp_327590.1
OG0002144	KAK4472990.1	Smp_176000.1
OG0002145	KAK4467424.1, KAK4472412.1	Smp_246400.1
OG0002146	KAK4474835.1	Smp_060190.1
OG0002147	KAK4469203.1	Smp_124440.1
OG0002148	KAK4475971.1, KAK4475972.1	Smp_120380.1
OG0002149	KAK4468975.1	Smp_208050.1
OG0002150	KAK4471531.1	Smp_197640.1
OG0002151	KAK4468367.1	Smp_098570.1, Smp_136310.1
OG0002152	KAK4470651.1	Smp_126800.1
OG0002153	KAK4476032.1	Smp_244980.1
OG0002154	KAK4474009.1	Smp_315790.1, Smp_315790.2
OG0002155	KAK4473288.1	Smp_171040.1
OG0002156	KAK4468672.1	Smp_138850.2, Smp_138850.1
OG0002157	KAK4471720.1	Smp_181480.1
OG0002158	KAK4470730.1	Smp_345890.1
OG0002159	KAK4470454.1	Smp_248070.1
OG0002160	KAK4471931.1	Smp_018620.1
OG0002161	KAK4473484.1	Smp_026830.1
OG0002162	KAK4467278.1	Smp_053300.1
OG0002162	KAK4467278.1	Smp_053390.1
OG0002162	KAK4467278.1	Smp_194870.1
OG0002162	KAK4472885.1	Smp_053300.1
OG0002162	KAK4472885.1	Smp_053390.1
OG0002162	KAK4472885.1	Smp_194870.1
OG0002162	KAK4472886.1	Smp_053300.1
OG0002162	KAK4472886.1	Smp_053390.1
OG0002162	KAK4472886.1	Smp_194870.1
OG0002162	KAK4472888.1	Smp_053300.1
OG0002162	KAK4472888.1	Smp_053390.1
OG0002162	KAK4472888.1	Smp_194870.1
OG0002162	KAK4472890.1	Smp_053300.1
OG0002162	KAK4472890.1	Smp_053390.1
OG0002162	KAK4472890.1	Smp_194870.1
OG0002162	KAK4472896.1	Smp_053300.1
OG0002162	KAK4472896.1	Smp_053390.1
OG0002162	KAK4472896.1	Smp_194870.1
OG0002163	KAK4473812.1	Smp_160730.1, Smp_160730.2
OG0002164	KAK4471093.1	Smp_204730.1
OG0002165	KAK4473110.1	Smp_141360.1
OG0002166	KAK4469987.1	Smp_333940.1
OG0002167	KAK4469005.1	Smp_113620.1
OG0002168	KAK4469578.1	Smp_143470.1
OG0002169	KAK4475426.1	Smp_243870.1
OG0002170	KAK4470209.1	Smp_170760.1
OG0002171	KAK4475546.1	Smp_006930.1
OG0002172	KAK4472401.1	Smp_071380.1
OG0002173	KAK4472007.1	Smp_019010.1
OG0002174	KAK4470652.1	Smp_008660.1
OG0002175	KAK4470327.1	Smp_340750.1, Smp_340750.2
OG0002176	KAK4470944.1	Smp_247450.1
OG0002177	KAK4474210.1	Smp_245230.1
OG0002178	KAK4470441.1	Smp_247740.1
OG0002179	KAK4476303.1	Smp_068280.1
OG0002180	KAK4470443.1, KAK4470442.1	Smp_160170.1
OG0002181	KAK4468988.1	Smp_347740.1
OG0002182	KAK4470376.1	Smp_340480.1
OG0002183	KAK4474532.1	Smp_147370.1
OG0002184	KAK4468465.1	Smp_131390.1, Smp_131390.2
OG0002185	KAK4467484.1, KAK4467485.1, KAK4475796.1	Smp_134290.1
OG0002186	KAK4475062.1	Smp_142850.1
OG0002187	KAK4475283.1, KAK4475282.1	Smp_045760.1
OG0002188	KAK4471595.1	Smp_122340.1
OG0002189	KAK4474102.1	Smp_028050.1
OG0002190	KAK4472958.1	Smp_017660.1
OG0002191	KAK4474481.1	Smp_203635.1
OG0002192	KAK4472557.1	Smp_343270.1
OG0002193	KAK4470427.1	Smp_155770.1
OG0002194	KAK4467423.1	Smp_071540.1
OG0002195	KAK4469543.1	Smp_012350.1, Smp_012350.2
OG0002196	KAK4471567.1	Smp_000150.1
OG0002197	KAK4472106.1	Smp_029390.1
OG0002198	KAK4472911.1	Smp_035220.1
OG0002199	KAK4470621.1	Smp_340700.1, Smp_141620.1, Smp_329090.1
OG0002201	KAK4469418.1	Smp_123000.1
OG0002202	KAK4473459.1	Smp_194740.1
OG0002203	KAK4470762.1, KAK4470761.1	Smp_042420.1, Smp_042430.2, Smp_042430.1
OG0002204	KAK4472224.1	Smp_341990.1
OG0002205	KAK4467464.1, KAK4475718.1	Smp_126370.1, Smp_126370.2
OG0002206	KAK4468925.1	Smp_149370.1
OG0002207	KAK4474561.1	Smp_178410.1
OG0002208	KAK4475217.1	Smp_242930.1, Smp_266810.1
OG0002209	KAK4467621.1	Smp_332330.1
OG0002210	KAK4475392.1, KAK4475391.1	Smp_345180.1, Smp_345180.2, Smp_131470.1, Smp_131490.1, Smp_324250.1
OG0002212	KAK4467664.1	Smp_125440.1
OG0002214	KAK4473783.1	Smp_346360.1, Smp_337430.1
OG0002215	KAK4476191.1	Smp_243150.1, Smp_243150.2
OG0002216	KAK4472672.1	Smp_246630.1
OG0002217	KAK4475607.1	Smp_346990.1
OG0002218	KAK4475825.1, KAK4475822.1	Smp_245220.1
OG0002219	KAK4474924.1	Smp_084060.1
OG0002220	KAK4476207.1	Smp_244780.1
OG0002222	KAK4474160.1	Smp_139530.1
OG0002223	KAK4475100.1	Smp_333010.1
OG0002224	KAK4474464.1	Smp_065980.1
OG0002225	KAK4468547.1	Smp_342990.1, Smp_342990.2
OG0002226	KAK4472989.1	Smp_175980.1
OG0002227	KAK4473543.1	Smp_149740.1
OG0002228	KAK4473500.1	Smp_144220.1
OG0002229	KAK4474569.1	Smp_136570.1
OG0002230	KAK4471246.1	Smp_123500.1
OG0002231	KAK4471672.1	Smp_010100.1
OG0002232	KAK4470671.1	Smp_059130.1
OG0002233	KAK4471876.1	Smp_137970.1
OG0002234	KAK4469357.1	Smp_311480.1
OG0002234	KAK4469358.1	Smp_311490.1
OG0002235	KAK4475181.1	Smp_162790.1
OG0002236	KAK4471525.1	Smp_333700.1
OG0002237	KAK4467236.1	Smp_125070.1
OG0002239	KAK4467805.1	Smp_345950.1
OG0002240	KAK4467503.1	Smp_247380.1
OG0002241	KAK4471543.1	Smp_336790.1
OG0002242	KAK4473454.1	Smp_194380.1
OG0002243	KAK4472415.1	Smp_034670.1
OG0002244	KAK4473155.1, KAK4473154.1	Smp_345080.1
OG0002245	KAK4471858.1	Smp_243630.1
OG0002246	KAK4475414.1	Smp_070330.1, Smp_070330.2
OG0002247	KAK4472854.1	Smp_079380.1, Smp_079380.2
OG0002248	KAK4469512.1	Smp_148480.1
OG0002249	KAK4469863.1	Smp_140690.1
OG0002250	KAK4473655.1	Smp_049740.1
OG0002251	KAK4473038.1	Smp_076660.1
OG0002252	KAK4475873.1	Smp_266720.1
OG0002253	KAK4476184.1	Smp_095150.1
OG0002254	KAK4469155.1	Smp_166960.1
OG0002256	KAK4469585.1	Smp_245560.1
OG0002257	KAK4469500.1	Smp_130200.1
OG0002258	KAK4469494.1	Smp_014850.1
OG0002259	KAK4473000.1	Smp_141240.1
OG0002260	KAK4468137.1	Smp_349970.1
OG0002260	KAK4476307.1	Smp_015860.1
OG0002261	KAK4469639.1	Smp_063650.1
OG0002262	KAK4474948.1	Smp_085380.1
OG0002263	KAK4471619.1	Smp_016640.1
OG0002264	KAK4473530.1	Smp_332650.1
OG0002265	KAK4473640.1	Smp_158550.1
OG0002266	KAK4467765.1	Smp_041370.2, Smp_041370.1
OG0002267	KAK4474732.1	Smp_046030.1
OG0002268	KAK4467958.1	Smp_064320.1
OG0002269	KAK4471798.1	Smp_305920.1, Smp_145910.1, Smp_308350.1
OG0002270	KAK4468653.1	Smp_087810.1
OG0002271	KAK4468322.1	Smp_164250.1
OG0002272	KAK4473205.1	Smp_332800.1
OG0002273	KAK4470801.1	Smp_144990.1
OG0002274	KAK4469856.1	Smp_047870.1, Smp_047870.2
OG0002275	KAK4468197.1	Smp_061480.1
OG0002276	KAK4468979.1	Smp_014800.1, Smp_014800.2
OG0002277	KAK4469138.1	Smp_156500.1
OG0002278	KAK4468691.1	Smp_077540.1
OG0002279	KAK4467998.1	Smp_125600.1, Smp_125600.2
OG0002279	KAK4468820.1	Smp_001980.1
OG0002280	KAK4471092.1	Smp_267180.1
OG0002281	KAK4473431.1	Smp_247390.1
OG0002282	KAK4476158.1	Smp_103920.1
OG0002283	KAK4469147.1	Smp_156520.1
OG0002284	KAK4470505.1	Smp_008580.1
OG0002285	KAK4476005.1	Smp_341580.2, Smp_341580.1
OG0002286	KAK4471599.1	Smp_000580.1
OG0002287	KAK4471717.1	Smp_106110.1
OG0002288	KAK4470658.1	Smp_067010.1
OG0002289	KAK4472368.1	Smp_125980.1
OG0002290	KAK4468157.1	Smp_133330.1
OG0002291	KAK4471354.1	Smp_138280.1
OG0002292	KAK4470743.1	Smp_135550.1
OG0002293	KAK4471834.1	Smp_341170.1
OG0002294	KAK4475276.1	Smp_045810.1
OG0002295	KAK4469337.1	Smp_245770.1
OG0002296	KAK4474492.1, KAK4467418.1	Smp_061920.1
OG0002297	KAK4472747.1	Smp_347760.1, Smp_020090.1
OG0002298	KAK4475551.1	Smp_093790.1, Smp_312650.1
OG0002298	KAK4475552.1	Smp_105730.1
OG0002299	KAK4472924.1	Smp_165400.1
OG0002300	KAK4470804.1	Smp_144970.1
OG0002301	KAK4468535.1	Smp_135770.1
OG0002302	KAK4474781.1	Smp_244360.1
OG0002303	KAK4470385.1, KAK4470386.1	Smp_135570.2, Smp_135570.1
OG0002304	KAK4471512.1	Smp_177060.2, Smp_177060.1
OG0002305	KAK4472248.1	Smp_033660.1
OG0002306	KAK4471272.1	Smp_123690.1
OG0002307	KAK4470659.1	Smp_158400.1
OG0002308	KAK4469660.1	Smp_078600.1
OG0002309	KAK4473490.1	Smp_040460.1
OG0002310	KAK4475477.1	Smp_081510.1
OG0002311	KAK4467381.1, KAK4467391.1, KAK4475787.1	Smp_304460.1
OG0002312	KAK4467256.1	Smp_067090.1
OG0002314	KAK4475701.1	Smp_031270.1
OG0002315	KAK4476003.1	Smp_095010.1
OG0002316	KAK4470108.1	Smp_248160.1
OG0002317	KAK4468748.1	Smp_131080.1
OG0002318	KAK4473366.1	Smp_176780.1
OG0002319	KAK4475207.1	Smp_162860.1
OG0002320	KAK4470626.1	Smp_197880.1
OG0002321	KAK4474856.1	Smp_306360.1
OG0002322	KAK4475349.1	Smp_345430.1, Smp_345430.2
OG0002323	KAK4471398.1	Smp_129130.1
OG0002325	KAK4474627.1, KAK4467450.1, KAK4474283.1	Smp_076540.1
OG0002326	KAK4468543.1	Smp_063120.1
OG0002327	KAK4470807.1	Smp_144960.1
OG0002328	KAK4475950.1	Smp_304840.1
OG0002329	KAK4474319.1	Smp_142880.1
OG0002330	KAK4475901.1	Smp_036550.1
OG0002331	KAK4475826.1	Smp_158770.1
OG0002332	KAK4474659.1	Smp_135980.1
OG0002333	KAK4469339.1, KAK4469340.1	Smp_082790.1
OG0002334	KAK4476244.1	Smp_011640.1
OG0002335	KAK4474865.1	Smp_194620.1
OG0002336	KAK4469752.1	Smp_032780.1
OG0002337	KAK4467876.1	Smp_316000.1, Smp_316000.2
OG0002338	KAK4476164.1	Smp_059360.1
OG0002339	KAK4468528.1	Smp_154090.1, Smp_331600.1
OG0002340	KAK4475558.1	Smp_310950.1, Smp_120320.1
OG0002341	KAK4468589.1	Smp_176750.1
OG0002342	KAK4475632.1	Smp_198670.1
OG0002343	KAK4472783.1	Smp_038840.1, Smp_038840.2
OG0002344	KAK4471870.1	Smp_073830.1
OG0002345	KAK4468737.1	Smp_158690.1
OG0002346	KAK4473237.1	Smp_322050.1, Smp_321620.1
OG0002347	KAK4474998.1, KAK4474997.1	Smp_306990.1, Smp_307000.1
OG0002349	KAK4468594.1	Smp_169750.1
OG0002350	KAK4474000.1	Smp_009800.1
OG0002351	KAK4469666.1	Smp_335340.1
OG0002352	KAK4468684.1	Smp_030930.1
OG0002353	KAK4470343.1	Smp_145360.1
OG0002355	KAK4470597.1	Smp_137160.1
OG0002356	KAK4471254.1	Smp_123570.1
OG0002357	KAK4473135.1	Smp_167280.1
OG0002357	KAK4473137.1	Smp_083240.1
OG0002358	KAK4474939.1	Smp_055880.1, Smp_055880.2
OG0002359	KAK4474550.1	Smp_347200.1
OG0002360	KAK4470696.1	Smp_310920.1
OG0002361	KAK4468109.1	Smp_143960.1
OG0002362	KAK4471226.1	Smp_134940.1
OG0002363	KAK4471743.1	Smp_022170.1
OG0002364	KAK4473538.1	Smp_149700.1, Smp_149700.2
OG0002365	KAK4475751.1	Smp_134440.1
OG0002370	KAK4469597.1	Smp_125510.1
OG0002370	KAK4469133.1	Smp_344010.1
OG0002371	KAK4474916.1	Smp_321930.1
OG0002372	KAK4467224.1, KAK4471312.1	Smp_084400.1
OG0002373	KAK4470701.1	Smp_341800.1
OG0002374	KAK4475820.1	Smp_067590.1
OG0002375	KAK4467780.1	Smp_125290.1
OG0002376	KAK4470257.1	Smp_146680.1
OG0002377	KAK4472439.1	Smp_340690.1, Smp_343390.1
OG0002378	KAK4473698.1	Smp_302300.1, Smp_302310.2, Smp_302310.1
OG0002379	KAK4473511.1	Smp_144310.1
OG0002380	KAK4475429.1, KAK4470544.1	Smp_075640.1
OG0002381	KAK4469366.1	Smp_175390.1
OG0002382	KAK4474375.1	Smp_084740.1
OG0002383	KAK4469692.1	Smp_130110.1
OG0002384	KAK4467987.1	Smp_154520.1
OG0002385	KAK4472809.1	Smp_020400.1
OG0002386	KAK4472367.1, KAK4472366.1	Smp_126000.1
OG0002387	KAK4470018.1	Smp_155850.1
OG0002388	KAK4475940.1	Smp_305210.1
OG0002389	KAK4468669.1	Smp_030780.1
OG0002390	KAK4474823.1	Smp_306270.1
OG0002391	KAK4475150.1	Smp_342450.1
OG0002392	KAK4468612.1	Smp_173340.1
OG0002393	KAK4472029.1	Smp_167550.1
OG0002394	KAK4472676.1	Smp_060070.1
OG0002395	KAK4468093.1, KAK4468094.1	Smp_345140.1
OG0002396	KAK4472397.1	Smp_057060.1
OG0002397	KAK4470885.1	Smp_152520.1
OG0002398	KAK4475858.1	Smp_082250.1
OG0002399	KAK4473606.1	Smp_091460.1
OG0002400	KAK4475588.1	Smp_017710.1, Smp_017710.2
OG0002401	KAK4467838.1	Smp_126520.1
OG0002402	KAK4475402.1	Smp_243850.1
OG0002403	KAK4473070.1	Smp_152180.1
OG0002404	KAK4471785.1	Smp_129340.1
OG0002405	KAK4475049.1	Smp_137750.1
OG0002406	KAK4475993.1	Smp_012000.1
OG0002407	KAK4476135.1	Smp_165570.1
OG0002407	KAK4476136.1	Smp_165560.1
OG0002408	KAK4470613.1	Smp_346970.1
OG0002409	KAK4468127.1	Smp_061540.1
OG0002410	KAK4474104.1	Smp_028070.1
OG0002411	KAK4468652.1	Smp_347160.1
OG0002412	KAK4472430.1	Smp_178700.1
OG0002413	KAK4468788.1	Smp_123330.1
OG0002414	KAK4469811.1	Smp_213210.1
OG0002415	KAK4474976.1	Smp_044680.1
OG0002416	KAK4473611.1	Smp_172120.1, Smp_172120.2
OG0002417	KAK4474808.1	Smp_142710.1
OG0002418	KAK4472382.1	Smp_126720.1
OG0002419	KAK4472820.1	Smp_141070.1
OG0002420	KAK4472363.1	Smp_126030.1
OG0002421	KAK4470174.1	Smp_344980.1
OG0002422	KAK4474164.1	Smp_032000.1
OG0002423	KAK4470832.1	Smp_347020.1
OG0002425	KAK4474187.1	Smp_092850.1
OG0002426	KAK4473965.1	Smp_008290.1
OG0002427	KAK4475994.1	Smp_011990.1
OG0002428	KAK4474646.1	Smp_025560.1, Smp_025560.2
OG0002429	KAK4473683.1	Smp_302360.1
OG0002430	KAK4470471.1	Smp_159690.1
OG0002431	KAK4473988.1	Smp_332450.1
OG0002432	KAK4471897.1	Smp_018260.1
OG0002433	KAK4475085.1	Smp_333320.1
OG0002434	KAK4474158.1	Smp_212830.1
OG0002435	KAK4472802.1	Smp_343400.1
OG0002436	KAK4475444.1	Smp_136470.1
OG0002437	KAK4469477.1	Smp_245830.1
OG0002438	KAK4472333.1	Smp_158320.1
OG0002439	KAK4469502.1	Smp_245800.1
OG0002440	KAK4471468.1	Smp_001170.1
OG0002441	KAK4469282.1	Smp_065160.1
OG0002442	KAK4473493.1	Smp_144200.1
OG0002443	KAK4473569.1	Smp_078700.1
OG0002444	KAK4471163.1	Smp_347840.1
OG0002445	KAK4471033.1, KAK4471034.1	Smp_340050.1
OG0002446	KAK4471713.1	Smp_106080.1, Smp_335280.1
OG0002447	KAK4475948.1	Smp_174350.1
OG0002448	KAK4474203.1	Smp_347360.1
OG0002449	KAK4475205.1	Smp_075440.1, Smp_075440.2
OG0002450	KAK4471224.1	Smp_023620.1
OG0002451	KAK4470176.1	Smp_158840.1
OG0002452	KAK4476118.1	Smp_121160.1
OG0002453	KAK4469090.1	Smp_016380.1
OG0002454	KAK4471609.1	Smp_000670.1
OG0002455	KAK4471329.1	Smp_079770.1
OG0002456	KAK4472501.1	Smp_152800.1
OG0002457	KAK4470483.1	Smp_008545.1
OG0002458	KAK4468125.1	Smp_330720.1, Smp_332120.1, Smp_344710.1, Smp_334620.1, Smp_330740.1
OG0002459	KAK4473929.1	Smp_037900.1
OG0002460	KAK4476149.1	Smp_343860.1
OG0002461	KAK4474949.1	Smp_322890.1, Smp_322880.1, Smp_322870.1
OG0002462	KAK4471476.1	Smp_027910.1
OG0002463	KAK4467460.1	Smp_174490.1
OG0002464	KAK4473107.1	Smp_141380.1
OG0002465	KAK4468232.1	Smp_145670.1
OG0002466	KAK4467611.1	Smp_140150.1
OG0002467	KAK4469429.1	Smp_122920.1
OG0002468	KAK4470508.1	Smp_334260.1
OG0002469	KAK4475730.1	Smp_126310.1
OG0002470	KAK4470917.1	Smp_027300.1
OG0002471	KAK4470366.1	Smp_244220.1
OG0002472	KAK4473974.1	Smp_319120.1, Smp_319120.2
OG0002473	KAK4474357.1	Smp_172270.1
OG0002474	KAK4468715.1	Smp_164360.1
OG0002475	KAK4475148.1	Smp_071770.1
OG0002476	KAK4472699.1	Smp_128920.1
OG0002477	KAK4470715.1	Smp_341620.1
OG0002478	KAK4469646.1	Smp_063580.1
OG0002479	KAK4471422.1	Smp_026250.1
OG0002480	KAK4473129.1	Smp_173250.1
OG0002481	KAK4475915.1	Smp_058790.1
OG0002482	KAK4471812.1	Smp_096010.2, Smp_096010.1
OG0002483	KAK4475013.1	Smp_139760.1
OG0002484	KAK4473299.1	Smp_130960.1
OG0002485	KAK4472541.1	Smp_167230.2, Smp_167230.3, Smp_167230.4, Smp_167230.5, Smp_167230.1
OG0002486	KAK4473286.1	Smp_089640.1
OG0002487	KAK4470995.1	Smp_150270.1
OG0002488	KAK4469858.1	Smp_034300.1
OG0002489	KAK4473026.1	Smp_076990.1, Smp_076990.2, Smp_076990.3, Smp_076990.4
OG0002490	KAK4470660.1	Smp_158380.1
OG0002491	KAK4467913.1	Smp_175610.1
OG0002492	KAK4470367.1	Smp_042530.1
OG0002493	KAK4471320.1	Smp_085740.1
OG0002494	KAK4474831.1	Smp_064650.1
OG0002495	KAK4474575.1	Smp_176340.2, Smp_176340.1
OG0002496	KAK4473513.1	Smp_152000.1
OG0002497	KAK4469709.1	Smp_001390.1
OG0002498	KAK4474394.1	Smp_015780.1
OG0002499	KAK4469230.1	Smp_046900.1
OG0002500	KAK4475638.1	Smp_090690.1
OG0002501	KAK4474363.1	Smp_164760.1
OG0002502	KAK4469951.1, KAK4469952.1	Smp_102810.1, Smp_102810.2
OG0002503	KAK4467461.1	Smp_095410.1
OG0002504	KAK4473291.1	Smp_089590.1
OG0002505	KAK4469156.1	Smp_082660.1
OG0002506	KAK4472548.1	Smp_083080.1
OG0002507	KAK4468244.1	Smp_085480.1
OG0002508	KAK4471460.1	Smp_156340.1
OG0002509	KAK4476214.1	Smp_021390.2, Smp_021390.1
OG0002510	KAK4467569.1	Smp_307630.1, Smp_072800.1
OG0002511	KAK4470253.1	Smp_038710.1
OG0002512	KAK4471671.1	Smp_010090.1
OG0002513	KAK4469436.1	Smp_122890.1
OG0002514	KAK4474778.1	Smp_054450.1
OG0002515	KAK4473425.1	Smp_157590.1
OG0002516	KAK4470734.1	Smp_094920.1
OG0002517	KAK4470474.1	Smp_069160.1
OG0002518	KAK4473503.1	Smp_309240.1
OG0002519	KAK4467565.1	Smp_307650.1
OG0002520	KAK4470742.1	Smp_135540.1
OG0002521	KAK4471067.1, KAK4471066.1	Smp_000280.1, Smp_326610.1
OG0002522	KAK4473252.1	Smp_341970.1
OG0002526	KAK4474740.1	Smp_198730.1
OG0002527	KAK4473392.1, KAK4473393.1	Smp_346700.1
OG0002528	KAK4467775.1	Smp_332310.1
OG0002530	KAK4470379.1	Smp_213190.1, Smp_213190.2
OG0002531	KAK4473089.1	Smp_163560.1
OG0002532	KAK4470157.1	Smp_172580.1
OG0002533	KAK4471252.1	Smp_202120.1
OG0002534	KAK4468563.1	Smp_341830.1
OG0002535	KAK4474105.1	Smp_028080.1
OG0002536	KAK4474745.1	Smp_153590.1
OG0002537	KAK4468260.1	Smp_153430.1
OG0002538	KAK4471905.1	Smp_132240.1, Smp_132240.2
OG0002539	KAK4472987.1	Smp_097940.1, Smp_097940.2
OG0002540	KAK4473767.1	Smp_170280.1
