Orthogroup	s.mekongi	schistosoma_rodhaini
OG0001060	KAK4471301.1	SRDH2_65430.1
OG0001061	KAK4474418.1, KAK4467307.1, KAK4474419.1	SRDH2_11390.1, SRDH2_11390.4, SRDH2_11400.1, SRDH2_11390.5, SRDH2_11390.2, SRDH2_11390.3
OG0001062	KAK4469297.1	SRDH2_49610.1
OG0001064	KAK4469625.1	SRDH2_48530.1
OG0001065	KAK4472778.1	SRDH2_29440.1
OG0001065	KAK4472745.1	SRDH2_29450.1
OG0001065	KAK4472746.1	SRDH2_29460.1
OG0001066	KAK4476315.1	SRDH2_10420.2, SRDH2_10420.4, SRDH2_10420.3, SRDH2_10420.1
OG0001068	KAK4470504.1	SRDH2_77720.15, SRDH2_77720.2, SRDH2_77720.14, SRDH2_77720.8, SRDH2_77720.1, SRDH2_77720.9, SRDH2_77720.10, SRDH2_77720.11, SRDH2_77720.12, SRDH2_77720.7, SRDH2_77720.6, SRDH2_77720.17, SRDH2_77720.3, SRDH2_77720.4, SRDH2_77720.18, SRDH2_77720.5, SRDH2_77720.16, SRDH2_77720.13
OG0001070	KAK4471390.1	SRDH2_64720.1
OG0001070	KAK4470698.1	SRDH2_78170.2, SRDH2_78170.1, SRDH2_78170.3
OG0001071	KAK4471222.1	SRDH2_67530.1
OG0001072	KAK4473457.1	SRDH2_42560.1
OG0001073	KAK4474855.1	SRDH2_17300.1
OG0001074	KAK4473040.1	SRDH2_27940.4, SRDH2_27940.3, SRDH2_27940.2, SRDH2_27940.1
OG0001075	KAK4471794.1	SRDH2_63470.5, SRDH2_63470.6, SRDH2_63470.4, SRDH2_63470.3, SRDH2_63470.1, SRDH2_63470.2
OG0001076	KAK4469186.1	SRDH2_47190.5, SRDH2_47190.2, SRDH2_47190.3, SRDH2_47190.6, SRDH2_47190.4, SRDH2_47190.1
OG0001077	KAK4469392.1, KAK4469391.1	SRDH2_50890.19, SRDH2_50890.1, SRDH2_50890.13, SRDH2_50890.15, SRDH2_50890.18, SRDH2_50890.7, SRDH2_50890.8, SRDH2_50890.20, SRDH2_50890.4, SRDH2_50890.12, SRDH2_50890.17, SRDH2_50890.5, SRDH2_50890.6, SRDH2_50890.16, SRDH2_50890.10, SRDH2_50890.11, SRDH2_50890.14, SRDH2_50890.2, SRDH2_50890.3, SRDH2_50890.9
OG0001078	KAK4471959.1	SRDH2_62860.12, SRDH2_62860.4, SRDH2_62860.2, SRDH2_62860.13, SRDH2_62860.14, SRDH2_62860.15, SRDH2_62860.8, SRDH2_62860.9, SRDH2_62860.10, SRDH2_62860.16, SRDH2_62860.17, SRDH2_62860.7, SRDH2_62860.11, SRDH2_62860.6, SRDH2_62860.3, SRDH2_62860.1, SRDH2_62860.5
OG0001079	KAK4470554.1	SRDH2_77220.1
OG0001080	KAK4470619.1	SRDH2_75640.3, SRDH2_75640.1, SRDH2_75640.2
OG0001081	KAK4472281.1	SRDH2_35870.1, SRDH2_35870.2, SRDH2_35870.7, SRDH2_35870.8, SRDH2_35870.3, SRDH2_35870.4, SRDH2_35870.5, SRDH2_35870.6
OG0001082	KAK4469312.1	SRDH2_49410.6, SRDH2_49410.5, SRDH2_49410.3, SRDH2_49410.2, SRDH2_49410.4, SRDH2_49410.1
OG0001083	KAK4467695.1	SRDH2_97720.2, SRDH2_97720.1
OG0001084	KAK4475334.1	SRDH2_21140.2, SRDH2_21140.4, SRDH2_21140.1, SRDH2_21140.3
OG0001085	KAK4467681.1	SRDH2_98730.2, SRDH2_98730.1
OG0001086	KAK4470175.1	SRDH2_73900.3, SRDH2_73900.4, SRDH2_73900.5, SRDH2_73900.1, SRDH2_73900.2, SRDH2_73900.9, SRDH2_73900.6, SRDH2_73900.7, SRDH2_73900.8
OG0001087	KAK4469641.1	SRDH2_52280.2, SRDH2_52280.3, SRDH2_52280.1
OG0001087	KAK4474021.1	SRDH2_33940.1
OG0001088	KAK4473163.1	SRDH2_25010.2, SRDH2_25010.3, SRDH2_25010.4, SRDH2_25010.5, SRDH2_25010.1, SRDH2_25010.6
OG0001089	KAK4471220.1	SRDH2_67510.8, SRDH2_67510.7, SRDH2_67510.4, SRDH2_67510.1, SRDH2_67510.5, SRDH2_67510.2, SRDH2_67510.3
OG0001090	KAK4467837.1	SRDH2_99440.1, SRDH2_99440.2, SRDH2_99440.3, SRDH2_99440.4
OG0001091	KAK4469323.1	SRDH2_49320.1
OG0001092	KAK4470091.1	SRDH2_71560.1, SRDH2_71560.2
OG0001093	KAK4468335.1	SRDH2_83520.1, SRDH2_83520.3, SRDH2_83520.2
OG0001094	KAK4473987.1	SRDH2_34260.1, SRDH2_34260.3, SRDH2_34260.2, SRDH2_34260.5, SRDH2_34260.4
OG0001095	KAK4469671.1	SRDH2_51990.1
OG0001096	KAK4475079.1	SRDH2_19880.1
OG0001097	KAK4471387.1	SRDH2_70670.2, SRDH2_70670.1, SRDH2_70670.4, SRDH2_70670.3
OG0001099	KAK4468772.1	SRDH2_95430.1
OG0001099	KAK4468783.1	SRDH2_95420.1
OG0001100	KAK4471534.1	SRDH2_66780.1, SRDH2_66780.2
OG0001101	KAK4469623.1	SRDH2_46680.1, SRDH2_46680.6, SRDH2_46560.1, SRDH2_46670.1, SRDH2_46680.2, SRDH2_46680.3, SRDH2_46680.5, SRDH2_46680.4
OG0001102	KAK4471719.1	SRDH2_64010.3, SRDH2_64010.4, SRDH2_64010.1, SRDH2_64010.2
OG0001103	KAK4467708.1	SRDH2_97600.1, SRDH2_97600.2
OG0001104	KAK4471723.1	SRDH2_63990.6, SRDH2_63990.7, SRDH2_63990.1, SRDH2_63990.4, SRDH2_63990.2, SRDH2_63990.5, SRDH2_63990.3
OG0001105	KAK4472587.1	SRDH2_36560.3, SRDH2_36560.4, SRDH2_36560.5, SRDH2_36560.1, SRDH2_36560.2
OG0001106	KAK4471497.1	SRDH2_70610.4, SRDH2_70610.2, SRDH2_70610.1, SRDH2_70610.3
OG0001107	KAK4469144.1, KAK4469142.1	SRDH2_52400.7, SRDH2_52400.1, SRDH2_52400.10, SRDH2_52400.2, SRDH2_52400.3, SRDH2_52400.4, SRDH2_52400.5, SRDH2_52400.6, SRDH2_52400.8, SRDH2_52400.9
OG0001108	KAK4472830.1	SRDH2_28990.1, SRDH2_28990.3, SRDH2_28990.5, SRDH2_28990.4, SRDH2_28990.2
OG0001110	KAK4475672.1	SRDH2_3990.1, SRDH2_3990.2, SRDH2_3990.3, SRDH2_3990.5, SRDH2_3990.4
OG0001111	KAK4469284.1	SRDH2_49740.4, SRDH2_49740.5, SRDH2_49740.2, SRDH2_49740.3, SRDH2_49740.1
OG0001112	KAK4467791.1	SRDH2_98910.1
OG0001112	KAK4467789.1, KAK4467788.1	SRDH2_98900.1, SRDH2_98890.1
OG0001113	KAK4476086.1, KAK4476087.1	SRDH2_7970.1, SRDH2_7970.3, SRDH2_7970.2
OG0001114	KAK4476057.1	SRDH2_6700.1
OG0001115	KAK4467699.1	SRDH2_97690.2, SRDH2_97690.1, SRDH2_97690.3
OG0001116	KAK4468369.1	SRDH2_84040.1, SRDH2_84040.3, SRDH2_84040.4, SRDH2_84040.2
OG0001117	KAK4475302.1	SRDH2_15770.1
OG0001118	KAK4470222.1	SRDH2_74310.1, SRDH2_74310.2
OG0001119	KAK4471218.1	SRDH2_67490.1
OG0001120	KAK4472630.1, KAK4472629.1	SRDH2_36930.1, SRDH2_36930.2, SRDH2_36930.4, SRDH2_36930.3
OG0001121	KAK4467341.1	SRDH2_58200.1
OG0001122	KAK4470945.1	SRDH2_81380.6, SRDH2_81380.2, SRDH2_81380.1, SRDH2_81380.5, SRDH2_81380.3, SRDH2_81380.4
OG0001123	KAK4468721.1	SRDH2_92270.1, SRDH2_92270.2
OG0001124	KAK4473908.1	SRDH2_31780.3, SRDH2_31780.1, SRDH2_31780.2
OG0001125	KAK4475252.1, KAK4475264.1	SRDH2_12830.1
OG0001126	KAK4476304.1	SRDH2_10490.1
OG0001127	KAK4473667.1	SRDH2_40320.1, SRDH2_40320.3, SRDH2_40320.4, SRDH2_40320.6, SRDH2_40320.5, SRDH2_40320.2
OG0001128	KAK4470681.1	SRDH2_77980.1
OG0001129	KAK4473880.1	SRDH2_37400.1
OG0001130	KAK4467488.1, KAK4467490.1, KAK4474435.1	SRDH2_6320.1, SRDH2_13890.1, SRDH2_13890.3, SRDH2_13890.5, SRDH2_13890.2, SRDH2_13890.4
OG0001131	KAK4470637.1	SRDH2_75800.1, SRDH2_75800.2, SRDH2_75800.3
OG0001132	KAK4468209.1	SRDH2_85460.1
OG0001133	KAK4474780.1	SRDH2_16490.1
OG0001134	KAK4471240.1	SRDH2_65840.2, SRDH2_65840.4, SRDH2_65840.1, SRDH2_65840.5, SRDH2_65840.6, SRDH2_65840.3
OG0001135	KAK4472564.1	SRDH2_38410.1
OG0001136	KAK4473309.1	SRDH2_24070.1
OG0001137	KAK4469354.1	SRDH2_54460.1
OG0001138	KAK4474983.1	SRDH2_20970.1, SRDH2_20970.2, SRDH2_20970.3
OG0001139	KAK4473852.1	SRDH2_37640.2, SRDH2_37640.8, SRDH2_37640.4, SRDH2_37640.5, SRDH2_37640.1, SRDH2_37640.3, SRDH2_37640.7, SRDH2_37640.6
OG0001140	KAK4469259.1	SRDH2_47120.1, SRDH2_47120.10, SRDH2_47120.8, SRDH2_47120.6, SRDH2_47120.11, SRDH2_47120.12, SRDH2_47120.5, SRDH2_47120.7, SRDH2_47120.9, SRDH2_47120.2, SRDH2_47120.3, SRDH2_47120.4
OG0001141	KAK4470986.1	SRDH2_81930.2, SRDH2_81930.1, SRDH2_81930.3
OG0001142	KAK4474696.1, KAK4474694.1	SRDH2_14980.1
OG0001143	KAK4471679.1	SRDH2_64360.1
OG0001144	KAK4474042.1	SRDH2_33710.1, SRDH2_33710.2, SRDH2_33710.3
OG0001145	KAK4471255.1	SRDH2_66010.1, SRDH2_66010.2, SRDH2_66010.4, SRDH2_66010.3
OG0001146	KAK4475726.1	SRDH2_4470.1, SRDH2_4460.1
OG0001147	KAK4474241.1	SRDH2_7830.3, SRDH2_7830.1, SRDH2_7830.2, SRDH2_7830.5, SRDH2_7830.6, SRDH2_7830.4
OG0001148	KAK4470683.1	SRDH2_72480.2, SRDH2_72480.7, SRDH2_72480.4, SRDH2_72480.5, SRDH2_72480.10, SRDH2_72480.8, SRDH2_72480.9, SRDH2_72480.1, SRDH2_72480.3, SRDH2_72480.6
OG0001149	KAK4470825.1	SRDH2_80140.3, SRDH2_80140.4, SRDH2_80140.1, SRDH2_80140.5, SRDH2_80140.2
OG0001150	KAK4469715.1	SRDH2_54010.1
OG0001151	KAK4468560.1	SRDH2_92930.1, SRDH2_92930.2
OG0001152	KAK4467419.1, KAK4474691.1	SRDH2_14780.1
OG0001153	KAK4471271.1	SRDH2_70860.5, SRDH2_70860.3, SRDH2_70860.6, SRDH2_70860.4, SRDH2_70860.2, SRDH2_70860.1
OG0001154	KAK4472675.1	SRDH2_44210.4, SRDH2_44210.5, SRDH2_44210.3, SRDH2_44210.1, SRDH2_44210.2
OG0001155	KAK4469552.1	SRDH2_49230.3, SRDH2_49230.2, SRDH2_49230.6, SRDH2_49230.4, SRDH2_49230.5, SRDH2_49230.7, SRDH2_49230.1
OG0001156	KAK4467253.1	SRDH2_101390.1, SRDH2_101390.2, SRDH2_101390.3
OG0001156	KAK4470111.1, KAK4475961.1	SRDH2_7780.1
OG0001157	KAK4471675.1	SRDH2_64390.16, SRDH2_64390.7, SRDH2_64390.13, SRDH2_64390.2, SRDH2_64390.12, SRDH2_64390.19, SRDH2_64390.20, SRDH2_64390.21, SRDH2_64390.14, SRDH2_64390.22, SRDH2_64390.17, SRDH2_64390.18, SRDH2_64390.9, SRDH2_64390.4, SRDH2_64390.11, SRDH2_64390.15, SRDH2_64390.5, SRDH2_64390.1, SRDH2_64390.3, SRDH2_64390.6, SRDH2_64390.8, SRDH2_64390.10
OG0001158	KAK4473471.1	SRDH2_42690.3, SRDH2_42690.2, SRDH2_42690.1, SRDH2_42690.4
OG0001159	KAK4468670.1	SRDH2_95150.1
OG0001160	KAK4475388.1	SRDH2_21690.1
OG0001161	KAK4471267.1, KAK4471268.1	SRDH2_66140.1
OG0001162	KAK4474084.1	SRDH2_33290.2, SRDH2_33290.1, SRDH2_33290.3, SRDH2_33290.4, SRDH2_33290.5, SRDH2_33290.6, SRDH2_33290.7
OG0001163	KAK4470411.1	SRDH2_79140.1
OG0001164	KAK4468217.1	SRDH2_83150.1
OG0001165	KAK4467564.1, KAK4467567.1	SRDH2_59060.2, SRDH2_59060.3, SRDH2_59060.4, SRDH2_59060.5, SRDH2_59060.1
OG0001166	KAK4474416.1	SRDH2_11420.4, SRDH2_11420.1, SRDH2_11420.2, SRDH2_11420.3
OG0001167	KAK4474085.1	SRDH2_33270.1, SRDH2_33270.2, SRDH2_33270.3, SRDH2_33270.4
OG0001168	KAK4467300.1, KAK4474652.1	SRDH2_14570.1, SRDH2_14570.3, SRDH2_14570.4, SRDH2_14570.5, SRDH2_14570.2, SRDH2_14570.6
OG0001169	KAK4469395.1	SRDH2_50920.1, SRDH2_50920.2
OG0001170	KAK4474599.1	SRDH2_11730.1
OG0001171	KAK4475235.1	SRDH2_16050.2, SRDH2_16050.1, SRDH2_16050.3
OG0001172	KAK4471888.1	SRDH2_62080.3, SRDH2_62080.7, SRDH2_62080.6, SRDH2_62080.1, SRDH2_62080.4, SRDH2_62080.5, SRDH2_62080.2
OG0001173	KAK4474895.1	SRDH2_1790.1, SRDH2_1790.2
OG0001174	KAK4474366.1	SRDH2_10130.6, SRDH2_10130.1, SRDH2_10130.4, SRDH2_10130.2, SRDH2_10130.3, SRDH2_10130.5, SRDH2_101560.3, SRDH2_101560.1, SRDH2_101560.6, SRDH2_101560.4, SRDH2_101560.7, SRDH2_101560.2, SRDH2_101560.5, SRDH2_101560.8, SRDH2_101560.11, SRDH2_101560.12, SRDH2_101560.10, SRDH2_101560.9
OG0001176	KAK4470589.1	SRDH2_75260.6, SRDH2_75260.1, SRDH2_75260.2, SRDH2_75260.3, SRDH2_75260.4, SRDH2_75260.5, SRDH2_75260.7
OG0001177	KAK4473187.1	SRDH2_25230.2, SRDH2_25230.1
OG0001178	KAK4475543.1	SRDH2_2720.1
OG0001178	KAK4475541.1	SRDH2_102480.1, SRDH2_102470.1, SRDH2_2710.1, SRDH2_2710.4, SRDH2_2710.6, SRDH2_2710.2, SRDH2_2710.3, SRDH2_2710.5, SRDH2_2710.7
OG0001179	KAK4467736.1, KAK4467737.1	SRDH2_96580.1
OG0001180	KAK4476155.1	SRDH2_9650.3, SRDH2_9650.6, SRDH2_9650.1, SRDH2_9650.8, SRDH2_9650.2, SRDH2_9650.5, SRDH2_9650.7, SRDH2_9650.4, SRDH2_9650.9, SRDH2_9650.10
OG0001181	KAK4471120.1	SRDH2_59110.2, SRDH2_59110.3, SRDH2_59110.5, SRDH2_59110.4, SRDH2_59110.6, SRDH2_59110.1
OG0001182	KAK4474056.1	SRDH2_33540.1, SRDH2_33540.2, SRDH2_33540.3
OG0001183	KAK4474411.1	SRDH2_11430.6, SRDH2_11430.1, SRDH2_11430.3, SRDH2_11430.7, SRDH2_11430.2, SRDH2_11430.10, SRDH2_11430.4, SRDH2_11430.5, SRDH2_11430.8, SRDH2_11430.9
OG0001184	KAK4475631.1, KAK4476071.1	SRDH2_3600.4, SRDH2_3600.6, SRDH2_3600.7, SRDH2_3600.5, SRDH2_3600.1, SRDH2_3600.8, SRDH2_3600.2, SRDH2_3600.9, SRDH2_3600.3
OG0001185	KAK4476220.1	SRDH2_11110.1, SRDH2_11110.2, SRDH2_11110.4, SRDH2_11110.3, SRDH2_11110.5
OG0001186	KAK4475791.1, KAK4467365.1	SRDH2_4970.1, SRDH2_4970.2, SRDH2_4970.3
OG0001187	KAK4472654.1	SRDH2_31630.1
OG0001188	KAK4476107.1	SRDH2_8120.3, SRDH2_8120.2, SRDH2_8120.1, SRDH2_8120.4, SRDH2_8120.5
OG0001189	KAK4474589.1	SRDH2_13510.4, SRDH2_13510.3, SRDH2_13510.6, SRDH2_13510.7, SRDH2_13510.1, SRDH2_13510.2, SRDH2_13510.5
OG0001190	KAK4474039.1	SRDH2_33740.2, SRDH2_33740.4, SRDH2_33740.3, SRDH2_33740.1
OG0001191	KAK4476037.1	SRDH2_7070.1, SRDH2_7070.2
OG0001192	KAK4473508.1	SRDH2_43040.1, SRDH2_43020.1
OG0001193	KAK4468256.1, KAK4468257.1	SRDH2_84900.1
OG0001194	KAK4476093.1	SRDH2_6550.1
OG0001197	KAK4475434.1	SRDH2_22730.1, SRDH2_22730.6, SRDH2_22730.5, SRDH2_22730.3, SRDH2_22730.2, SRDH2_22730.4
OG0001198	KAK4468283.1	SRDH2_84610.1, SRDH2_84610.2, SRDH2_84610.4, SRDH2_84610.5, SRDH2_84610.6, SRDH2_84610.3
OG0001199	KAK4470046.1, KAK4470981.1, KAK4470980.1	SRDH2_81730.1
OG0001202	KAK4474738.1	SRDH2_12630.6, SRDH2_12630.1, SRDH2_12630.2, SRDH2_12630.3, SRDH2_12630.4, SRDH2_12630.5
OG0001203	KAK4474544.1	SRDH2_1430.1, SRDH2_1430.2
OG0001203	KAK4468110.1	SRDH2_82940.4, SRDH2_82940.5, SRDH2_100130.1
OG0001204	KAK4471653.1	SRDH2_69590.1
OG0001205	KAK4474018.1, KAK4474017.1	SRDH2_33960.5, SRDH2_33960.8, SRDH2_33960.9, SRDH2_33960.2, SRDH2_33960.7, SRDH2_33960.1, SRDH2_33960.3, SRDH2_33960.6, SRDH2_33960.4
OG0001206	KAK4471064.1	SRDH2_6310.1, SRDH2_95710.1, SRDH2_270.1, SRDH2_64690.1, SRDH2_20220.1, SRDH2_34480.1, SRDH2_20210.1, SRDH2_58880.1
OG0001207	KAK4475278.1	SRDH2_15540.1
OG0001208	KAK4473921.1, KAK4473920.1	SRDH2_31920.1
OG0001210	KAK4467724.1	SRDH2_96440.1
OG0001211	KAK4474925.1	SRDH2_18120.1
OG0001212	KAK4473153.1	SRDH2_24890.1
OG0001213	KAK4476051.1	SRDH2_6870.5, SRDH2_6870.4, SRDH2_6870.1, SRDH2_6870.2, SRDH2_6870.3
OG0001214	KAK4472906.1	SRDH2_28840.1, SRDH2_28840.2
OG0001215	KAK4471303.1	SRDH2_65410.8, SRDH2_65410.1, SRDH2_65410.2, SRDH2_65410.4, SRDH2_65410.5, SRDH2_65410.6, SRDH2_65410.3, SRDH2_65410.7
OG0001216	KAK4472954.1	SRDH2_27090.1, SRDH2_27090.2
OG0001217	KAK4470315.1	SRDH2_72620.1
OG0001218	KAK4474639.1	SRDH2_14450.1, SRDH2_14450.2, SRDH2_14450.3, SRDH2_14450.6, SRDH2_14450.4, SRDH2_14450.7, SRDH2_14450.5
OG0001219	KAK4476080.1	SRDH2_1210.1, SRDH2_1210.4, SRDH2_1210.2, SRDH2_1210.3
OG0001220	KAK4467635.1	SRDH2_58340.1, SRDH2_98200.2, SRDH2_98200.1, SRDH2_98200.3, SRDH2_12780.1, SRDH2_12790.1
OG0001221	KAK4471716.1	SRDH2_64040.1, SRDH2_64040.2, SRDH2_64040.5, SRDH2_64040.3, SRDH2_64040.4
OG0001222	KAK4468493.1	SRDH2_94890.1
OG0001223	KAK4472509.1	SRDH2_34670.1, SRDH2_34670.2
OG0001224	KAK4468309.1	SRDH2_84460.2, SRDH2_84460.3, SRDH2_84460.1
OG0001225	KAK4472086.1	SRDH2_60480.6, SRDH2_60480.3, SRDH2_60480.7, SRDH2_60480.8, SRDH2_60480.4, SRDH2_60480.5, SRDH2_60480.1, SRDH2_60480.2
OG0001226	KAK4469416.1	SRDH2_46950.1
OG0001227	KAK4471789.1	SRDH2_63490.2, SRDH2_63490.1
OG0001228	KAK4472331.1	SRDH2_45340.1
OG0001229	KAK4472410.1	SRDH2_30870.1, SRDH2_30870.2, SRDH2_30870.4, SRDH2_30870.3
OG0001230	KAK4474860.1	SRDH2_17360.1
OG0001231	KAK4473724.1	SRDH2_39680.1
OG0001232	KAK4468184.1	SRDH2_83110.1
OG0001233	KAK4475904.1	SRDH2_100320.1, SRDH2_6040.1
OG0001234	KAK4472481.1, KAK4472579.1, KAK4472471.1	SRDH2_44440.1, SRDH2_44440.2
OG0001235	KAK4472813.1	SRDH2_29230.1
OG0001235	KAK4472812.1	SRDH2_29220.1, SRDH2_29220.2, SRDH2_29220.3
OG0001236	KAK4471432.1	SRDH2_65120.1, SRDH2_65120.3, SRDH2_65120.4, SRDH2_65120.2, SRDH2_65120.6, SRDH2_65120.5
OG0001237	KAK4472962.1	SRDH2_27050.1, SRDH2_27050.2
OG0001238	KAK4468030.1	SRDH2_86090.1
OG0001239	KAK4474642.1	SRDH2_14470.1, SRDH2_14470.2, SRDH2_14470.3, SRDH2_14470.4, SRDH2_14470.6, SRDH2_14470.8, SRDH2_14470.5, SRDH2_14470.7
OG0001240	KAK4469937.1	SRDH2_54950.2, SRDH2_54950.3, SRDH2_54950.4, SRDH2_54950.1, SRDH2_54950.8, SRDH2_54950.9, SRDH2_54950.5, SRDH2_54950.6, SRDH2_54950.7
OG0001241	KAK4472005.1	SRDH2_61250.1
OG0001241	KAK4470468.1	SRDH2_76320.1
OG0001242	KAK4469975.1	SRDH2_57650.1, SRDH2_57650.10, SRDH2_57650.4, SRDH2_57650.7, SRDH2_57650.2, SRDH2_57650.3, SRDH2_57650.8, SRDH2_57650.9, SRDH2_57650.5, SRDH2_57650.6
OG0001243	KAK4476064.1	SRDH2_6850.2, SRDH2_6850.1, SRDH2_6850.3, SRDH2_6850.8, SRDH2_6850.4, SRDH2_6850.6, SRDH2_6850.7, SRDH2_6850.5
OG0001244	KAK4468578.1	SRDH2_93110.2, SRDH2_93110.3, SRDH2_93110.1, SRDH2_93110.4
OG0001245	KAK4474453.1, KAK4474454.1	SRDH2_14060.1
OG0001246	KAK4472369.1	SRDH2_35040.3, SRDH2_35040.4, SRDH2_35040.10, SRDH2_35040.5, SRDH2_35040.9, SRDH2_35040.11, SRDH2_35040.8, SRDH2_35040.7, SRDH2_35040.6, SRDH2_35040.1, SRDH2_35040.2
OG0001247	KAK4473847.1	SRDH2_37690.3, SRDH2_37690.1, SRDH2_37690.5, SRDH2_37690.2, SRDH2_37690.4
OG0001248	KAK4467435.1, KAK4475814.1	SRDH2_102320.1, SRDH2_102320.4, SRDH2_102320.2, SRDH2_102320.3, SRDH2_102320.5, SRDH2_102320.6, SRDH2_5730.2, SRDH2_5730.3, SRDH2_5730.4, SRDH2_5730.1
OG0001249	KAK4474050.1	SRDH2_33620.3, SRDH2_33620.4, SRDH2_33620.2, SRDH2_33620.1
OG0001250	KAK4475185.1	SRDH2_2070.1
OG0001251	KAK4470393.1	SRDH2_79310.1
OG0001252	KAK4469959.1	SRDH2_54130.1, SRDH2_54130.2, SRDH2_54130.3, SRDH2_54130.4
OG0001253	KAK4469853.1	SRDH2_55900.2, SRDH2_55900.3, SRDH2_55900.4, SRDH2_55900.1
OG0001254	KAK4472504.1, KAK4472506.1	SRDH2_34730.2, SRDH2_34730.1, SRDH2_34720.1, SRDH2_34720.2
OG0001255	KAK4472793.1	SRDH2_29310.1, SRDH2_29310.2
OG0001256	KAK4469560.1	SRDH2_49130.4, SRDH2_49130.5, SRDH2_49130.6, SRDH2_49130.1, SRDH2_49130.2, SRDH2_49130.3
OG0001258	KAK4470450.1	SRDH2_78680.1, SRDH2_78680.3, SRDH2_78680.4, SRDH2_78680.5, SRDH2_78680.2
OG0001259	KAK4472020.1	SRDH2_61120.1
OG0001260	KAK4474629.1	SRDH2_1510.1, SRDH2_1510.2, SRDH2_1510.3, SRDH2_1510.4, SRDH2_1510.5
OG0001261	KAK4473580.1	SRDH2_45810.2, SRDH2_45810.6, SRDH2_45810.5, SRDH2_45810.4, SRDH2_45810.1, SRDH2_45810.3
OG0001262	KAK4468252.1	SRDH2_84940.1, SRDH2_84940.2
OG0001263	KAK4468562.1	SRDH2_92950.1
OG0001263	KAK4468561.1	SRDH2_92940.1
OG0001265	KAK4471920.1	SRDH2_62500.1, SRDH2_62500.2
OG0001266	KAK4470747.1	SRDH2_71850.8, SRDH2_71850.1, SRDH2_71850.2, SRDH2_71850.3, SRDH2_71850.4, SRDH2_71850.5, SRDH2_71850.6, SRDH2_71850.7
OG0001267	KAK4469544.1	SRDH2_52840.2, SRDH2_52840.1
OG0001268	KAK4476115.1	SRDH2_8140.1
OG0001269	KAK4473303.1	SRDH2_24110.1
OG0001270	KAK4468598.1	SRDH2_91730.1
OG0001271	KAK4471210.1	SRDH2_67400.1
OG0001272	KAK4470053.1	SRDH2_82310.1
OG0001273	KAK4470612.1	SRDH2_75580.3, SRDH2_75580.2, SRDH2_75580.4, SRDH2_75580.6, SRDH2_75580.1, SRDH2_75580.5
OG0001274	KAK4471502.1	SRDH2_69990.1
OG0001275	KAK4469887.1	SRDH2_55340.1, SRDH2_55340.2
OG0001276	KAK4471898.1	SRDH2_68110.1, SRDH2_68110.4, SRDH2_68110.2, SRDH2_68110.3
OG0001277	KAK4475596.1	SRDH2_3270.1
OG0001278	KAK4468621.1	SRDH2_91970.4, SRDH2_91970.1, SRDH2_91970.2, SRDH2_91970.3, SRDH2_91970.5
OG0001279	KAK4474150.1	SRDH2_32560.1, SRDH2_32560.2, SRDH2_32560.3, SRDH2_32560.4, SRDH2_32560.5, SRDH2_32560.6, SRDH2_32560.7, SRDH2_32560.8
OG0001280	KAK4469925.1	SRDH2_54260.1, SRDH2_54260.2, SRDH2_54260.3
OG0001281	KAK4470830.1, KAK4470831.1	SRDH2_80250.1, SRDH2_80270.1
OG0001282	KAK4467754.1	SRDH2_98030.4, SRDH2_98030.1, SRDH2_98030.6, SRDH2_98030.3, SRDH2_98030.2, SRDH2_98030.5
OG0001283	KAK4474099.1	SRDH2_33120.1
OG0001284	KAK4474955.1	SRDH2_18260.6, SRDH2_18260.1, SRDH2_18260.2, SRDH2_18260.5, SRDH2_18260.3, SRDH2_18260.4
OG0001285	KAK4475824.1	SRDH2_680.1
OG0001288	KAK4467620.1	SRDH2_97360.2, SRDH2_97360.4, SRDH2_97360.3, SRDH2_97360.1
OG0001289	KAK4472424.1	SRDH2_29960.2, SRDH2_29960.3, SRDH2_29960.4, SRDH2_29960.1, SRDH2_29960.5
OG0001290	KAK4475785.1	SRDH2_5010.4, SRDH2_5010.1, SRDH2_5010.5, SRDH2_5010.7, SRDH2_5010.8, SRDH2_5010.6, SRDH2_5010.10, SRDH2_5010.2, SRDH2_5010.9, SRDH2_5010.3, SRDH2_5010.11
OG0001291	KAK4476039.1	SRDH2_7040.1, SRDH2_7040.2, SRDH2_7040.3, SRDH2_7040.4, SRDH2_7040.7, SRDH2_7040.6, SRDH2_7040.5, SRDH2_7040.9, SRDH2_7040.10, SRDH2_7040.11, SRDH2_7040.8, SRDH2_7040.12
OG0001292	KAK4476023.1	SRDH2_7190.1
OG0001293	KAK4469805.1	SRDH2_56580.2, SRDH2_56580.5, SRDH2_56580.3, SRDH2_56580.4, SRDH2_56580.1
OG0001294	KAK4472567.1	SRDH2_36400.1, SRDH2_36400.4, SRDH2_36400.2, SRDH2_36400.3
OG0001295	KAK4472604.1	SRDH2_36710.2, SRDH2_36710.5, SRDH2_36710.4, SRDH2_36710.3, SRDH2_36710.6, SRDH2_36710.8, SRDH2_36710.1, SRDH2_36710.7
OG0001296	KAK4475956.1, KAK4475955.1	SRDH2_7640.1, SRDH2_7640.3, SRDH2_7640.2
OG0001297	KAK4474512.1	SRDH2_13230.1
OG0001298	KAK4474031.1	SRDH2_33830.4, SRDH2_33830.1, SRDH2_33830.2, SRDH2_33830.3
OG0001300	KAK4475917.1	SRDH2_6100.1
