Orthogroup	s.mekongi	schistosoma_japonicum
OG0001319	KAK4473722.1	EWB00_006154.1, EWB00_006154.2
OG0001320	KAK4471435.1	EWB00_008863
OG0001321	KAK4475382.1	EWB00_008520, EWB00_008521
OG0001322	KAK4469624.1	EWB00_010777
OG0001323	KAK4474405.1	EWB00_005668
OG0001324	KAK4468826.1	EWB00_008054.1, EWB00_008054.2
OG0001325	KAK4467845.1	EWB00_003691, EWB00_005835
OG0001326	KAK4469191.1	EWB00_006474.2, EWB00_006474.3, EWB00_006474.5, EWB00_006474.1, EWB00_006474.4
OG0001327	KAK4468417.1	EWB00_011417
OG0001330	KAK4472695.1	EWB00_004141.1, EWB00_004141.2
OG0001331	KAK4469579.1	EWB00_010728.1, EWB00_010728.2
OG0001332	KAK4472042.1	EWB00_000493.3
OG0001332	KAK4472042.1	EWB00_000493.4
OG0001332	KAK4470197.1	EWB00_002767
OG0001333	KAK4471477.1	EWB00_008908
OG0001334	KAK4474703.1	EWB00_005632.1, EWB00_005632.2, EWB00_005632.3
OG0001335	KAK4472711.1	EWB00_010111
OG0001336	KAK4469248.1	EWB00_004039
OG0001337	KAK4469179.1	EWB00_006488.1, EWB00_006488.2, EWB00_006489
OG0001338	KAK4473835.1	EWB00_005602
OG0001339	KAK4474554.1	EWB00_009385
OG0001340	KAK4476160.1	EWB00_009670, EWB00_009671
OG0001341	KAK4470433.1	EWB00_003889
OG0001342	KAK4469498.1	EWB00_010648.1, EWB00_010648.2
OG0001343	KAK4470199.1, KAK4470200.1	EWB00_002765.2, EWB00_002765.3, EWB00_002765.1
OG0001344	KAK4470426.1	EWB00_009004
OG0001345	KAK4473469.1	EWB00_002797
OG0001346	KAK4474563.1	EWB00_009374.1, EWB00_009374.2, EWB00_009373
OG0001347	KAK4472285.1	EWB00_001746.1, EWB00_001746.2, EWB00_001746.3
OG0001348	KAK4474058.1	EWB00_004267.1, EWB00_004267.2
OG0001349	KAK4475304.1	EWB00_002368, EWB00_002365
OG0001350	KAK4472671.1	EWB00_007465
OG0001351	KAK4473300.1	EWB00_007066.1, EWB00_007066.2
OG0001352	KAK4473285.1	EWB00_007051.1, EWB00_007051.2
OG0001353	KAK4471694.1	EWB00_005902.1, EWB00_005902.2, EWB00_005902.3
OG0001354	KAK4471128.1	EWB00_009879.1, EWB00_009879.2
OG0001355	KAK4472013.1	EWB00_003862.3, EWB00_003862.1, EWB00_003862.2
OG0001356	KAK4470235.1	EWB00_002725
OG0001357	KAK4473732.1	EWB00_006165
OG0001358	KAK4468661.1	EWB00_001067.1, EWB00_001067.2, EWB00_001067.4, EWB00_001067.3
OG0001359	KAK4470296.1	EWB00_006603
OG0001361	KAK4472834.1	EWB00_003304
OG0001362	KAK4472727.1	EWB00_002884.1, EWB00_002884.2
OG0001363	KAK4467637.1	EWB00_001426.2, EWB00_001426.1
OG0001364	KAK4468089.1	EWB00_001353
OG0001365	KAK4470803.1	EWB00_007381
OG0001367	KAK4467781.1	EWB00_004799.3, EWB00_004799.1, EWB00_004799.2
OG0001368	KAK4475327.1	EWB00_006451.3, EWB00_006451.4, EWB00_006451.1, EWB00_006451.2
OG0001369	KAK4468924.1	EWB00_011378.1, EWB00_011378.2, EWB00_011378.3
OG0001370	KAK4471090.1	EWB00_002230, EWB00_002234
OG0001371	KAK4474011.1	EWB00_004314.2, EWB00_004314.4, EWB00_004314.5, EWB00_004314.3, EWB00_004314.1
OG0001372	KAK4473839.1	EWB00_001272, EWB00_005599.1, EWB00_005599.4, EWB00_001273, EWB00_005599.3, EWB00_005599.2
OG0001373	KAK4475524.1	EWB00_001922, EWB00_007903.2, EWB00_007903.1, EWB00_007903.3
OG0001374	KAK4471908.1	EWB00_011328
OG0001375	KAK4470400.1	EWB00_002001
OG0001376	KAK4468841.1	EWB00_009961, EWB00_004930.1, EWB00_004930.2
OG0001377	KAK4471750.1	EWB00_009170
OG0001378	KAK4475624.1	EWB00_007333.5, EWB00_007333.3, EWB00_007333.4, EWB00_007333.1, EWB00_007333.2, EWB00_007333.6
OG0001379	KAK4470300.1	EWB00_008653
OG0001380	KAK4472050.1	EWB00_000503.1, EWB00_000503.2
OG0001381	KAK4470574.1	EWB00_004538
OG0001382	KAK4472961.1	EWB00_005035.1, EWB00_005035.2
OG0001383	KAK4467561.1, KAK4467562.1, KAK4475694.1	EWB00_009013, EWB00_009014
OG0001384	KAK4467390.1	EWB00_009445.3, EWB00_009445.4, EWB00_009445.2, EWB00_009445.1
OG0001385	KAK4473334.1	EWB00_001547
OG0001387	KAK4468825.1	EWB00_008055
OG0001388	KAK4474533.1	EWB00_009408
OG0001389	KAK4469569.1	EWB00_000171
OG0001390	KAK4473695.1, KAK4467327.1	EWB00_004599
OG0001391	KAK4474184.1	EWB00_003387.2, EWB00_003387.3, EWB00_003387.1
OG0001392	KAK4467529.1, KAK4467530.1, KAK4474649.1	EWB00_007691
OG0001393	KAK4474810.1	EWB00_003130
OG0001394	KAK4470691.1	EWB00_010972.1, EWB00_010972.2
OG0001395	KAK4468666.1	EWB00_004458
OG0001395	KAK4473275.1	EWB00_000296.4, EWB00_000296.1, EWB00_000296.2, EWB00_000296.3
OG0001397	KAK4471735.1	EWB00_007740
OG0001398	KAK4474558.1	EWB00_009382.5, EWB00_009382.2, EWB00_009382.3, EWB00_009382.4, EWB00_009382.1
OG0001399	KAK4468491.1	EWB00_008572
OG0001400	KAK4468320.1	EWB00_000847
OG0001401	KAK4469444.1	EWB00_008415, EWB00_008414
OG0001402	KAK4472860.1	EWB00_005115.1, EWB00_005115.2, EWB00_005115.3, EWB00_005115.6, EWB00_005115.4, EWB00_005115.5
OG0001403	KAK4469835.1	EWB00_002225
OG0001404	KAK4475068.1	EWB00_010350.1, EWB00_010350.2
OG0001405	KAK4472330.1	EWB00_002914
OG0001406	KAK4472773.1	EWB00_009121.2, EWB00_009121.3, EWB00_009121.4, EWB00_009121.5, EWB00_009121.1, EWB00_009121.7, EWB00_009121.6
OG0001407	KAK4467966.1	EWB00_004502, EWB00_004503
OG0001408	KAK4473060.1	EWB00_006991
OG0001409	KAK4469219.1, KAK4469220.1	EWB00_007601
OG0001410	KAK4474146.1	EWB00_008363.1, EWB00_008363.2
OG0001410	KAK4474145.1	EWB00_008362.3, EWB00_008362.1, EWB00_008362.2
OG0001411	KAK4472836.1	EWB00_003306.1, EWB00_003306.2, EWB00_003306.3
OG0001412	KAK4472825.1, KAK4472824.1	EWB00_003296.1, EWB00_003296.2
OG0001413	KAK4467707.1	EWB00_003030.1, EWB00_003030.2
OG0001414	KAK4475715.1	EWB00_004848, EWB00_004849, EWB00_004847
OG0001415	KAK4472656.1	EWB00_004624
OG0001416	KAK4474571.1	EWB00_009367.2, EWB00_009367.1
OG0001417	KAK4474476.1	EWB00_000686.1, EWB00_000686.2
OG0001418	KAK4475658.1	EWB00_010214.2, EWB00_010214.1, EWB00_010214.3, EWB00_010214.4, EWB00_010214.5
OG0001420	KAK4468277.1	EWB00_001481.1, EWB00_001481.2, EWB00_001481.3
OG0001421	KAK4473975.1	EWB00_004354
OG0001422	KAK4470355.1	EWB00_001374.1, EWB00_001374.2
OG0001423	KAK4474401.1	EWB00_003255
OG0001424	KAK4475978.1	EWB00_005772.2, EWB00_005772.5, EWB00_005772.1, EWB00_005772.6, EWB00_005772.3, EWB00_005772.4
OG0001425	KAK4473253.1	EWB00_000266.1, EWB00_000266.2, EWB00_000266.3, EWB00_000266.4
OG0001426	KAK4476100.1	EWB00_011239.2, EWB00_011239.1, EWB00_011239.3
OG0001427	KAK4472853.1	EWB00_004103
OG0001428	KAK4475537.1	EWB00_004240
OG0001429	KAK4469523.1	EWB00_010670.1, EWB00_010670.2
OG0001430	KAK4469826.1	EWB00_002214
OG0001430	KAK4469827.1	EWB00_002215
OG0001431	KAK4471244.1	EWB00_010501.6, EWB00_010501.4, EWB00_010501.5, EWB00_010501.1, EWB00_010501.3, EWB00_010501.2
OG0001432	KAK4475480.1	EWB00_002429.1, EWB00_002429.2
OG0001433	KAK4475337.1	EWB00_006443
OG0001434	KAK4467660.1	EWB00_003352, EWB00_003353
OG0001435	KAK4470399.1	EWB00_001419, EWB00_001418
OG0001436	KAK4470775.1	EWB00_004555.1, EWB00_004555.2, EWB00_004555.3, EWB00_004555.4
OG0001437	KAK4469296.1	EWB00_004750.1, EWB00_004750.2
OG0001437	KAK4469385.1	EWB00_005353
OG0001438	KAK4475129.1	EWB00_001046.1, EWB00_001046.3, EWB00_001046.2
OG0001439	KAK4470521.1	EWB00_007162.1, EWB00_007162.2
OG0001440	KAK4473854.1	EWB00_001292
OG0001441	KAK4468533.1	EWB00_001887.1
OG0001441	KAK4468533.1	EWB00_001887.2
OG0001441	KAK4468533.1	EWB00_001887.3
OG0001441	KAK4468533.1	EWB00_001887.4
OG0001441	KAK4468536.1	EWB00_001891.4, EWB00_001891.6, EWB00_001891.2, EWB00_001891.3, EWB00_001891.5, EWB00_001891.1
OG0001442	KAK4471727.1	EWB00_007731
OG0001443	KAK4475081.1	EWB00_008501.2, EWB00_008501.1, EWB00_008501.4, EWB00_008501.3
OG0001444	KAK4470278.1	EWB00_004974.1, EWB00_004974.3, EWB00_004974.2, EWB00_004974.4
OG0001445	KAK4470607.1	EWB00_003448.1, EWB00_003448.2
OG0001446	KAK4467413.1, KAK4467414.1	EWB00_010796
OG0001447	KAK4467426.1	EWB00_010576.1, EWB00_010576.2
OG0001447	KAK4467428.1, KAK4467427.1	EWB00_010579
OG0001448	KAK4470982.1	EWB00_010570
OG0001448	KAK4470984.1	EWB00_010574.1, EWB00_010574.2
OG0001448	KAK4470983.1	EWB00_010573.1, EWB00_010573.2
OG0001449	KAK4472371.1, KAK4472370.1	EWB00_002956
OG0001450	KAK4474892.1	EWB00_000063.4, EWB00_000063.6, EWB00_000063.1, EWB00_000063.2, EWB00_000063.3, EWB00_000063.5
OG0001454	KAK4468255.1	EWB00_008794.3, EWB00_008794.1, EWB00_008794.2, EWB00_008794.4, EWB00_008794.5
OG0001455	KAK4467822.1	EWB00_006672
OG0001456	KAK4471732.1	EWB00_009329.2, EWB00_009329.4, EWB00_009329.1, EWB00_009329.3
OG0001457	KAK4475852.1	EWB00_006287
OG0001458	KAK4472480.1	EWB00_005995
OG0001459	KAK4471159.1	EWB00_003190
OG0001460	KAK4474046.1	EWB00_004279
OG0001461	KAK4472865.1	EWB00_010024.2, EWB00_010024.3, EWB00_010024.1, EWB00_010024.4
OG0001462	KAK4467568.1	EWB00_005942.4, EWB00_005942.7, EWB00_005942.3, EWB00_005942.6, EWB00_005942.8, EWB00_005942.9, EWB00_005942.10, EWB00_005942.2, EWB00_005942.1, EWB00_005942.5
OG0001463	KAK4472017.1	EWB00_003859
OG0001464	KAK4469332.1	EWB00_005411
OG0001465	KAK4470015.1, KAK4470333.1	EWB00_001179.1, EWB00_001179.2, EWB00_001179.3
OG0001466	KAK4475780.1, KAK4475777.1, KAK4467227.1	EWB00_006339.1, EWB00_006339.2, EWB00_006339.3, EWB00_006339.4
OG0001467	KAK4471670.1	EWB00_000404.4, EWB00_000404.1, EWB00_000404.2, EWB00_000404.3
OG0001468	KAK4475755.1	EWB00_000106
OG0001469	KAK4468293.1	EWB00_001504
OG0001470	KAK4471118.1	EWB00_009880.1, EWB00_009880.2
OG0001471	KAK4471762.1	EWB00_000232
OG0001471	KAK4471761.1	EWB00_000231, EWB00_000235
OG0001472	KAK4471954.1	EWB00_004700
OG0001473	KAK4470641.1	EWB00_011064.1, EWB00_011064.3, EWB00_011064.2
OG0001474	KAK4473644.1	EWB00_003899
OG0001475	KAK4469874.1	EWB00_002159.1, EWB00_002159.2, EWB00_002159.3
OG0001476	KAK4476002.1	EWB00_009089, EWB00_009090
OG0001477	KAK4469033.1	EWB00_008376.5, EWB00_008376.1, EWB00_008376.3, EWB00_008376.2, EWB00_008376.4
OG0001478	KAK4475476.1	EWB00_011273, EWB00_002424.2, EWB00_002424.1, EWB00_002424.3
OG0001479	KAK4476159.1	EWB00_010375.1, EWB00_010375.2
OG0001480	KAK4475942.1	EWB00_004676
OG0001481	KAK4469635.1, KAK4469636.1	EWB00_010804
OG0001482	KAK4468865.1	EWB00_000369
OG0001483	KAK4470165.1	EWB00_007364.1, EWB00_007364.2, EWB00_007364.3
OG0001484	KAK4473387.1	EWB00_007567.2, EWB00_007567.1, EWB00_007567.3, EWB00_007567.4
OG0001485	KAK4472286.1	EWB00_001745.1, EWB00_001745.2, EWB00_001745.3, EWB00_001745.4, EWB00_001745.5
OG0001486	KAK4469506.1	EWB00_010654
OG0001487	KAK4473164.1	EWB00_001107.1, EWB00_001107.2, EWB00_001107.3
OG0001488	KAK4474060.1	EWB00_004266
OG0001488	KAK4467784.1	EWB00_004796
OG0001489	KAK4473243.1	EWB00_000255.1, EWB00_000255.2, EWB00_000255.3
OG0001490	KAK4472636.1	EWB00_002584
OG0001491	KAK4467448.1, KAK4475818.1	EWB00_006325.1, EWB00_006325.2
OG0001492	KAK4469550.1	EWB00_010698
OG0001493	KAK4469536.1	EWB00_000174
OG0001494	KAK4472983.1	EWB00_008039.1, EWB00_008039.2
OG0001495	KAK4475962.1	EWB00_008592.1, EWB00_008592.2
OG0001496	KAK4470511.1	EWB00_007183.1, EWB00_007183.2, EWB00_007183.3
OG0001497	KAK4474198.1	EWB00_003402
OG0001498	KAK4473400.1	EWB00_009904
OG0001499	KAK4471805.1	EWB00_005585
OG0001500	KAK4471363.1	EWB00_003991.3, EWB00_003991.1, EWB00_003991.2
OG0001501	KAK4467925.1	EWB00_007411
OG0001502	KAK4475834.1	EWB00_010230
OG0001503	KAK4469162.1	EWB00_006507.1, EWB00_006507.2, EWB00_006507.3, EWB00_006507.4, EWB00_006507.5
OG0001504	KAK4471426.1	EWB00_007101.2, EWB00_007101.3, EWB00_007101.6, EWB00_007101.7, EWB00_007101.4, EWB00_007101.5, EWB00_007101.1
OG0001505	KAK4467674.1	EWB00_005893, EWB00_005891
OG0001506	KAK4474547.1	EWB00_009392.1, EWB00_009392.2
OG0001507	KAK4469704.1	EWB00_006823
OG0001508	KAK4473780.1	EWB00_009523
OG0001509	KAK4470670.1	EWB00_010948
OG0001510	KAK4473423.1	EWB00_008757.1, EWB00_008757.3, EWB00_008757.4, EWB00_008757.2
OG0001511	KAK4472609.1	EWB00_010906.1, EWB00_010906.2, EWB00_010906.3, EWB00_010906.4
OG0001512	KAK4470155.1, KAK4470156.1	EWB00_007373
OG0001513	KAK4474579.1	EWB00_009356.1, EWB00_009356.2
OG0001514	KAK4474937.1	EWB00_003846.1, EWB00_003846.2
OG0001515	KAK4476213.1	EWB00_009461
OG0001516	KAK4475046.1	EWB00_010314.3, EWB00_010314.4, EWB00_010314.2
OG0001517	KAK4473097.1	EWB00_010873.3, EWB00_010873.1, EWB00_010873.2, EWB00_010873.4
OG0001518	KAK4470507.1	EWB00_007187
OG0001519	KAK4470526.1	EWB00_007156, EWB00_007158.1, EWB00_007158.2, EWB00_007158.3
OG0001520	KAK4475990.1	EWB00_008664.1, EWB00_008664.4, EWB00_008664.2, EWB00_008664.3
OG0001521	KAK4469850.1	EWB00_011168.1, EWB00_011168.2
OG0001522	KAK4474373.1	EWB00_000808.4, EWB00_000808.3, EWB00_000808.1, EWB00_000808.2
OG0001523	KAK4469319.1	EWB00_008071
OG0001524	KAK4468358.1, KAK4468304.1	EWB00_008943.2, EWB00_008943.1, EWB00_008943.4, EWB00_008943.3
OG0001525	KAK4472296.1	EWB00_001725
OG0001527	KAK4468587.1	EWB00_000712, EWB00_004948
OG0001528	KAK4473520.1	EWB00_006389
OG0001529	KAK4472072.1	EWB00_011254.1, EWB00_011254.2
OG0001530	KAK4469900.1	EWB00_002535.1, EWB00_009946, EWB00_002535.2, EWB00_002535.3
OG0001531	KAK4474840.1	EWB00_002439.3, EWB00_002439.2, EWB00_002439.4
OG0001531	KAK4474842.1	EWB00_002439.1
OG0001532	KAK4475577.1	EWB00_007573.1, EWB00_007573.2
OG0001533	KAK4472100.1	EWB00_010521
OG0001534	KAK4470485.1	EWB00_011036.1, EWB00_011036.2
OG0001535	KAK4468789.1	EWB00_006942
OG0001536	KAK4475341.1	EWB00_006442
OG0001537	KAK4474598.1	EWB00_005648
OG0001538	KAK4468775.1	EWB00_000322
OG0001539	KAK4474777.1	EWB00_005624.2, EWB00_005624.1
OG0001540	KAK4473765.1	EWB00_006207.1, EWB00_006207.2, EWB00_006207.3, EWB00_006207.4
OG0001541	KAK4468168.1	EWB00_010178.1, EWB00_010178.2, EWB00_010179
OG0001542	KAK4469573.1	EWB00_010723.1, EWB00_010723.2
OG0001543	KAK4468017.1	EWB00_008401.3, EWB00_008401.4, EWB00_008401.1, EWB00_008401.2
OG0001544	KAK4474656.1	EWB00_009740.1, EWB00_009740.2
OG0001545	KAK4469077.1	EWB00_002078.1, EWB00_002078.2
OG0001546	KAK4474025.1	EWB00_004303
OG0001547	KAK4472298.1	EWB00_004888.1, EWB00_004888.2, EWB00_004888.3
OG0001548	KAK4468448.1	EWB00_005068.3, EWB00_005068.1, EWB00_005068.2
OG0001549	KAK4473526.1	EWB00_004742.3, EWB00_004742.1, EWB00_004742.2
OG0001554	KAK4472720.1	EWB00_002893
OG0001555	KAK4470510.1	EWB00_007184
OG0001556	KAK4474204.1	EWB00_003408.4, EWB00_003408.1, EWB00_003408.3, EWB00_003408.2
OG0001557	KAK4472960.1	EWB00_001587
OG0001558	KAK4467369.1	EWB00_004824, EWB00_009609.2, EWB00_009609.1
OG0001559	KAK4469452.1, KAK4469450.1, KAK4469451.1	EWB00_003678
OG0001560	KAK4471393.1	EWB00_007132.1, EWB00_007132.2, EWB00_007132.3
OG0001561	KAK4469503.1	EWB00_000179
OG0001561	KAK4469493.1	EWB00_000181
OG0001562	KAK4470382.1, KAK4470383.1	EWB00_001403
OG0001562	KAK4470380.1	EWB00_001401
OG0001563	KAK4472898.1	EWB00_001576
OG0001564	KAK4468971.1	EWB00_008721
OG0001565	KAK4471199.1	EWB00_003657.1, EWB00_003657.3, EWB00_003657.4, EWB00_003657.2
OG0001566	KAK4471382.1	EWB00_003963.2, EWB00_003963.1, EWB00_003963.3
OG0001567	KAK4470759.1	EWB00_008254.1, EWB00_008254.2
OG0001568	KAK4467482.1	EWB00_009895, EWB00_010378
OG0001569	KAK4475458.1	EWB00_002399, EWB00_002400
OG0001570	KAK4470472.1	EWB00_000946.4, EWB00_000946.1, EWB00_000946.3, EWB00_000946.2
OG0001571	KAK4475792.1	EWB00_010226
OG0001571	KAK4475974.1	EWB00_008986
OG0001572	KAK4471383.1	EWB00_003961
OG0001573	KAK4472974.1	EWB00_005049.1, EWB00_005049.2, EWB00_005049.3
OG0001574	KAK4474125.1	EWB00_001475.1, EWB00_001475.2, EWB00_001475.3
OG0001575	KAK4474487.1	EWB00_008443
OG0001575	KAK4467524.1	EWB00_009866, EWB00_009867, EWB00_009869, EWB00_009868
OG0001576	KAK4468675.1	EWB00_004468
OG0001577	KAK4472784.1	EWB00_000631
OG0001578	KAK4469733.1	EWB00_003565
OG0001579	KAK4474867.1	EWB00_000084
OG0001580	KAK4473439.1	EWB00_003247
OG0001581	KAK4470867.1	EWB00_001247.1, EWB00_001247.2, EWB00_001247.6, EWB00_001247.4, EWB00_001247.3, EWB00_001247.5, EWB00_001247.7
OG0001582	KAK4469986.1	EWB00_007839.2, EWB00_007839.3, EWB00_007839.4, EWB00_007839.5, EWB00_007839.6, EWB00_007839.7, EWB00_007839.8, EWB00_007839.10, EWB00_007839.11, EWB00_007839.12, EWB00_007839.13, EWB00_007839.14, EWB00_007839.9, EWB00_007839.1
OG0001583	KAK4467501.1	EWB00_008305
OG0001584	KAK4474170.1	EWB00_003372.1, EWB00_003372.2
OG0001585	KAK4473664.1	EWB00_003931
OG0001586	KAK4474962.1	EWB00_000604
OG0001587	KAK4475140.1	EWB00_001056.2, EWB00_001056.4, EWB00_001056.1, EWB00_001056.3
OG0001588	KAK4471682.1	EWB00_000393.4, EWB00_000393.3, EWB00_000393.2, EWB00_000393.1, EWB00_000393.5
OG0001589	KAK4472272.1	EWB00_001764, EWB00_001763
OG0001590	KAK4470391.1	EWB00_000529.1, EWB00_000529.2
OG0001591	KAK4467880.1	EWB00_001817, EWB00_001818
OG0001592	KAK4475159.1	EWB00_005480.1, EWB00_005480.2, EWB00_005480.3
OG0001593	KAK4471969.1	EWB00_011133.1, EWB00_011133.2
OG0001594	KAK4474020.1	EWB00_004309.1, EWB00_004309.2
OG0001595	KAK4471263.1	EWB00_010479
OG0001596	KAK4471007.1, KAK4471006.1	EWB00_007492
OG0001597	KAK4470575.1	EWB00_004539.1, EWB00_004539.2
OG0001598	KAK4469123.1	EWB00_004044.2, EWB00_004044.3, EWB00_004044.4, EWB00_004044.6, EWB00_004044.5, EWB00_004044.1
OG0001599	KAK4470370.1	EWB00_003665
OG0001600	KAK4472472.1	EWB00_006003.1, EWB00_006003.2, EWB00_006003.3, EWB00_006003.5, EWB00_006003.4
OG0001601	KAK4471351.1	EWB00_000474
OG0001602	KAK4474735.1	EWB00_002672.1, EWB00_002672.2
OG0001604	KAK4473169.1	EWB00_001111
OG0001606	KAK4473367.1	EWB00_007547.1, EWB00_007547.2, EWB00_007547.3, EWB00_007547.4
OG0001607	KAK4470705.1	EWB00_003884.1, EWB00_003884.3, EWB00_003884.2, EWB00_003884.4, EWB00_003884.5
OG0001608	KAK4469157.1	EWB00_006512
OG0001610	KAK4473963.1	EWB00_004368
OG0001611	KAK4471878.1	EWB00_011295
OG0001612	KAK4474674.1	EWB00_005638.1, EWB00_005638.2
OG0001613	KAK4470649.1	EWB00_011053.1, EWB00_011053.2, EWB00_011053.3
OG0001614	KAK4473674.1	EWB00_003941
OG0001615	KAK4473673.1	EWB00_003940
OG0001616	KAK4476267.1	EWB00_009486
OG0001617	KAK4469909.1	EWB00_009311.1, EWB00_009311.2
OG0001619	KAK4469895.1	EWB00_008116.1, EWB00_008116.2
OG0001620	KAK4472293.1	EWB00_001728
OG0001621	KAK4475743.1	EWB00_010220
OG0001622	KAK4468112.1	EWB00_004499.1, EWB00_004499.2
OG0001623	KAK4475954.1	EWB00_008598.2, EWB00_008598.1, EWB00_008598.3
OG0001624	KAK4472927.1	EWB00_001583.1, EWB00_001583.2, EWB00_001583.3
OG0001625	KAK4471689.1	EWB00_000388
OG0001625	KAK4471690.1	EWB00_003330
OG0001626	KAK4472240.1	EWB00_003418.1, EWB00_003418.2
OG0001627	KAK4470285.1	EWB00_006592.1, EWB00_006592.2, EWB00_006592.3
OG0001628	KAK4474805.1	EWB00_003126.2, EWB00_003126.1, EWB00_003126.3, EWB00_003126.5, EWB00_003126.4, EWB00_003126.6
OG0001629	KAK4475152.1	EWB00_004656.1, EWB00_004656.2, EWB00_004656.4, EWB00_004656.5, EWB00_004656.6, EWB00_004656.3
OG0001631	KAK4468541.1	EWB00_001898.1, EWB00_001898.2
OG0001632	KAK4471598.1	EWB00_005797
OG0001633	KAK4467624.1	EWB00_004781.3, EWB00_004781.1, EWB00_004781.2
OG0001634	KAK4468718.1	EWB00_007518
OG0001635	KAK4475804.1, KAK4475805.1	EWB00_006335
OG0001636	KAK4470372.1	EWB00_001392.2, EWB00_001392.3, EWB00_001392.1, EWB00_001392.4
OG0001637	KAK4471172.1	EWB00_003455.3, EWB00_003455.1, EWB00_003455.2
OG0001639	KAK4474837.1	EWB00_002443
OG0001639	KAK4474838.1	EWB00_002442
OG0001640	KAK4474986.1	EWB00_002491.1, EWB00_002491.2
OG0001641	KAK4468595.1	EWB00_001978.1, EWB00_001978.2
OG0001642	KAK4469018.1	EWB00_009266
OG0001643	KAK4472002.1	EWB00_003874
OG0001644	KAK4469279.1	EWB00_008738.1, EWB00_008738.2, EWB00_008738.3, EWB00_008738.4, EWB00_008738.5, EWB00_008738.6, EWB00_008738.7
OG0001645	KAK4467665.1	EWB00_005858
OG0001646	KAK4469988.1	EWB00_007841.1, EWB00_007841.2
OG0001647	KAK4473419.1	EWB00_008760.3, EWB00_008760.1, EWB00_008760.2
OG0001648	KAK4471000.1	EWB00_007501
OG0001649	KAK4474518.1	EWB00_003693, EWB00_005061
OG0001650	KAK4470319.1	EWB00_001193
OG0001651	KAK4475239.1	EWB00_004648
OG0001652	KAK4470154.1	EWB00_007374.1, EWB00_007374.2
OG0001653	KAK4475931.1	EWB00_004667.1, EWB00_004667.2
OG0001654	KAK4468635.1	EWB00_003253
OG0001655	KAK4471560.1	EWB00_006237.1, EWB00_006237.2, EWB00_006237.3, EWB00_006237.4
OG0001656	KAK4468765.1	EWB00_000311
OG0001657	KAK4472325.1	EWB00_002910
OG0001659	KAK4467371.1, KAK4467374.1, KAK4474153.1	EWB00_008176.1, EWB00_008176.2, EWB00_008358.1, EWB00_008358.2, EWB00_008358.3, EWB00_009727.2, EWB00_009727.1
OG0001662	KAK4475831.1	EWB00_006313
OG0001668	KAK4472995.1	EWB00_000091.1, EWB00_000091.3, EWB00_000091.5, EWB00_000091.4, EWB00_000091.2, EWB00_000091.6, EWB00_000091.7
OG0001669	KAK4472585.1	EWB00_011212.1, EWB00_011212.2
OG0001670	KAK4473978.1	EWB00_004351.1, EWB00_004351.2, EWB00_004351.3, EWB00_004351.4
OG0001671	KAK4472488.1	EWB00_005987.1, EWB00_005987.2
OG0001672	KAK4472742.1	EWB00_007942.1, EWB00_007942.2
OG0001673	KAK4471952.1	EWB00_011109.1, EWB00_011109.2
OG0001675	KAK4471637.1	EWB00_009829.1, EWB00_009829.2, EWB00_009829.3, EWB00_009829.4
OG0001676	KAK4474386.1	EWB00_005536.1, EWB00_005536.2
OG0001677	KAK4468654.1	EWB00_009285
OG0001678	KAK4471141.1	EWB00_005559.1, EWB00_005559.3, EWB00_005559.4, EWB00_005559.2
OG0001679	KAK4475050.1, KAK4475048.1	EWB00_010312.1, EWB00_010312.3, EWB00_010312.2, EWB00_010312.4
OG0001680	KAK4472908.1	EWB00_003316.3, EWB00_003316.2, EWB00_003316.1
OG0001681	KAK4475126.1	EWB00_001043
OG0001682	KAK4474882.1	EWB00_000072.1, EWB00_000072.2
OG0001683	KAK4473241.1	EWB00_000248, EWB00_000250, EWB00_000252, EWB00_000251
OG0001684	KAK4472759.1	EWB00_009146
OG0001685	KAK4474323.1	EWB00_006465, EWB00_010778
OG0001685	KAK4475314.1	EWB00_002377
OG0001686	KAK4468284.1	EWB00_001494.1, EWB00_001494.2, EWB00_001494.3
OG0001687	KAK4469989.1	EWB00_007842.4, EWB00_007842.1, EWB00_007842.3, EWB00_007842.2
OG0001688	KAK4475439.1	EWB00_005820.1, EWB00_005820.2
OG0001689	KAK4475407.1	EWB00_003512
OG0001689	KAK4475411.1	EWB00_003511
OG0001690	KAK4472283.1	EWB00_001748.1, EWB00_001748.4, EWB00_001748.3, EWB00_001748.2
OG0001691	KAK4474679.1	EWB00_003815
OG0001692	KAK4470682.1	EWB00_010961
OG0001693	KAK4468270.1	EWB00_008477
OG0001694	KAK4468266.1	EWB00_003684.1, EWB00_003684.4, EWB00_003684.2, EWB00_003684.3, EWB00_003684.5, EWB00_003684.6, EWB00_003684.7
OG0001695	KAK4472607.1	EWB00_008158
OG0001696	KAK4473531.1	EWB00_006376.1, EWB00_006376.2
OG0001697	KAK4467703.1	EWB00_003024.1, EWB00_003024.2, EWB00_003024.3
OG0001698	KAK4470822.1	EWB00_007397
OG0001699	KAK4471814.1	EWB00_006586
OG0001700	KAK4475303.1	EWB00_002364.1, EWB00_002364.2
OG0001701	KAK4467316.1	EWB00_007308.1, EWB00_007308.2
OG0001702	KAK4474190.1	EWB00_008286.2, EWB00_008286.4, EWB00_008286.1, EWB00_008286.3
OG0001703	KAK4474095.1	EWB00_006853.1, EWB00_006853.2
