Orthogroup	schistosoma_mattheei	schistosoma_mansoni
OG0000906	SMTH1_71090.1, SMTH1_71090.3, SMTH1_71090.2	Smp_213030.1
OG0000907	SMTH1_82970.4, SMTH1_82970.2, SMTH1_82970.1, SMTH1_82970.3	Smp_135490.1
OG0000908	SMTH1_29470.3, SMTH1_29470.2, SMTH1_29470.1	Smp_337250.1
OG0000908	SMTH1_29460.1	Smp_341790.1
OG0000910	SMTH1_9280.1, SMTH1_9280.3, SMTH1_9280.2	Smp_078400.1
OG0000911	SMTH1_64690.2, SMTH1_64690.3, SMTH1_64690.4, SMTH1_64690.5, SMTH1_64690.1	Smp_105700.1
OG0000912	SMTH1_7390.1	Smp_167950.1
OG0000913	SMTH1_34950.1, SMTH1_34960.1, SMTH1_34970.1	Smp_210780.1
OG0000914	SMTH1_42710.1, SMTH1_42700.1	Smp_160760.1, Smp_160760.2
OG0000915	SMTH1_32780.1, SMTH1_32780.3, SMTH1_32780.4, SMTH1_32780.2	Smp_034660.3, Smp_034660.2, Smp_034660.1
OG0000916	SMTH1_44110.1	Smp_147990.1
OG0000917	SMTH1_93310.1	Smp_343610.1
OG0000918	SMTH1_29590.1	Smp_246670.1
OG0000919	SMTH1_93560.1, SMTH1_93560.2	Smp_129210.1
OG0000921	SMTH1_48450.1, SMTH1_48450.6, SMTH1_48450.5, SMTH1_48450.4, SMTH1_48450.2, SMTH1_48450.3	Smp_161530.1
OG0000922	SMTH1_7870.1	Smp_032970.1
OG0000922	SMTH1_7860.1	Smp_139970.1
OG0000923	SMTH1_103410.1, SMTH1_103410.2, SMTH1_103410.4, SMTH1_103410.3	Smp_010370.1
OG0000925	SMTH1_18200.1	Smp_090240.1
OG0000926	SMTH1_29910.1	Smp_159780.1
OG0000927	SMTH1_21740.13, SMTH1_21740.6, SMTH1_21740.1, SMTH1_21740.10, SMTH1_21740.11, SMTH1_21740.2, SMTH1_21740.3, SMTH1_21740.4, SMTH1_21740.7, SMTH1_21740.8, SMTH1_21740.9, SMTH1_21740.12, SMTH1_21740.5	Smp_143730.1
OG0000928	SMTH1_35830.3, SMTH1_35830.4, SMTH1_35830.5, SMTH1_35830.6, SMTH1_35830.7, SMTH1_35830.8, SMTH1_35830.1, SMTH1_35830.2, SMTH1_35840.4, SMTH1_35840.2, SMTH1_35840.5, SMTH1_35840.1, SMTH1_35840.3	Smp_140430.1
OG0000929	SMTH1_72160.1, SMTH1_72160.2	Smp_026910.1
OG0000930	SMTH1_47240.1, SMTH1_47240.2, SMTH1_47240.3, SMTH1_47240.4, SMTH1_47240.7, SMTH1_47240.5, SMTH1_47240.6	Smp_332630.1
OG0000931	SMTH1_79480.1	Smp_148760.1
OG0000932	SMTH1_1330.1, SMTH1_1330.3, SMTH1_1330.4, SMTH1_1330.5, SMTH1_1330.6, SMTH1_1330.7, SMTH1_1330.8, SMTH1_1330.2	Smp_152400.1
OG0000933	SMTH1_44220.1, SMTH1_44220.2, SMTH1_44230.1	Smp_048160.1
OG0000934	SMTH1_11480.1	Smp_068270.1
OG0000935	SMTH1_71490.1	Smp_027870.1
OG0000936	SMTH1_104360.5, SMTH1_104360.1, SMTH1_104360.3, SMTH1_104360.4, SMTH1_104360.2	Smp_033260.1
OG0000937	SMTH1_60440.1	Smp_213320.3, Smp_213320.1, Smp_213320.2
OG0000938	SMTH1_66390.1, SMTH1_66380.1	Smp_194650.1
OG0000939	SMTH1_96500.5, SMTH1_96500.1, SMTH1_96500.2, SMTH1_96500.3, SMTH1_96500.4	Smp_170910.2, Smp_170910.1
OG0000940	SMTH1_6600.1, SMTH1_6620.1, SMTH1_6610.1	Smp_347430.1
OG0000941	SMTH1_35630.1	Smp_034000.1
OG0000942	SMTH1_17740.1	Smp_151280.1
OG0000943	SMTH1_31860.3, SMTH1_31860.1, SMTH1_31860.2	Smp_141040.1
OG0000944	SMTH1_64370.1	Smp_246850.1, Smp_246840.1
OG0000945	SMTH1_12670.5, SMTH1_12670.1, SMTH1_12670.2, SMTH1_12670.3, SMTH1_12670.4, SMTH1_12670.6	Smp_155450.1
OG0000946	SMTH1_9880.1	Smp_128680.1
OG0000947	SMTH1_43100.1, SMTH1_43090.1	Smp_054820.1
OG0000948	SMTH1_90130.1	Smp_267060.1
OG0000949	SMTH1_17930.1, SMTH1_17940.1	Smp_038960.1
OG0000949	SMTH1_17910.1, SMTH1_17920.1	Smp_038950.1
OG0000950	SMTH1_59450.1, SMTH1_59450.3, SMTH1_59450.2, SMTH1_59450.4	Smp_082850.1
OG0000951	SMTH1_103360.1, SMTH1_103360.3	Smp_010290.1
OG0000952	SMTH1_32740.3, SMTH1_32740.4, SMTH1_32740.1, SMTH1_32740.2	Smp_034700.1
OG0000953	SMTH1_69740.1	Smp_105860.1
OG0000955	SMTH1_14020.1, SMTH1_14020.3, SMTH1_14020.4, SMTH1_14020.5, SMTH1_14020.2	Smp_065770.2, Smp_065770.1, Smp_065770.3
OG0000958	SMTH1_15260.1, SMTH1_15260.2, SMTH1_15260.3, SMTH1_15260.4	Smp_058240.1, Smp_058240.2
OG0000959	SMTH1_77500.2, SMTH1_77500.4, SMTH1_77500.1, SMTH1_77500.3	Smp_316700.1
OG0000960	SMTH1_25080.3, SMTH1_25080.4, SMTH1_25080.5, SMTH1_25080.2, SMTH1_25080.7, SMTH1_25080.1, SMTH1_25080.6	Smp_327340.1, Smp_349040.1, Smp_319240.1, Smp_199340.1, Smp_328940.1
OG0000961	SMTH1_43140.1, SMTH1_43140.3, SMTH1_43140.4, SMTH1_43140.2, SMTH1_43140.5	Smp_054730.1
OG0000962	SMTH1_82940.7, SMTH1_82940.4, SMTH1_82940.5, SMTH1_82940.6, SMTH1_82940.1, SMTH1_82940.3, SMTH1_82940.2, SMTH1_82940.8, SMTH1_82940.9	Smp_024580.1
OG0000963	SMTH1_2920.1, SMTH1_2930.1	Smp_153150.1
OG0000964	SMTH1_45390.2, SMTH1_45390.5, SMTH1_45390.1, SMTH1_45390.3, SMTH1_45390.4, SMTH1_45390.6	Smp_168270.1
OG0000965	SMTH1_70530.1	Smp_246430.3, Smp_246430.1, Smp_246430.2
OG0000966	SMTH1_40110.1	Smp_019100.1
OG0000966	SMTH1_54810.1	Smp_065180.1
OG0000967	SMTH1_39020.1	Smp_028170.1
OG0000968	SMTH1_3390.1	Smp_332870.1
OG0000969	SMTH1_90270.2, SMTH1_90270.1	Smp_342190.1
OG0000969	SMTH1_90260.1, SMTH1_90250.1	Smp_334470.1
OG0000970	SMTH1_77140.1	Smp_242690.1
OG0000971	SMTH1_2360.1, SMTH1_2360.2	Smp_142890.1
OG0000972	SMTH1_7000.1, SMTH1_7010.1, SMTH1_7020.1, SMTH1_6980.1	Smp_058730.1
OG0000973	SMTH1_26750.4, SMTH1_26750.2, SMTH1_26740.1, SMTH1_26750.1, SMTH1_26750.3	Smp_167830.1
OG0000974	SMTH1_61730.5, SMTH1_61730.3, SMTH1_61730.4, SMTH1_61730.2, SMTH1_61730.6, SMTH1_61730.1	Smp_142420.1
OG0000975	SMTH1_6810.3, SMTH1_6810.2, SMTH1_6810.1, SMTH1_6820.1	Smp_141860.1
OG0000976	SMTH1_11590.1, SMTH1_11590.2, SMTH1_11590.3	Smp_165260.1
OG0000977	SMTH1_13460.1	Smp_131950.1
OG0000978	SMTH1_23090.1, SMTH1_23090.2, SMTH1_23090.3, SMTH1_23090.4, SMTH1_23090.5	Smp_077070.1
OG0000979	SMTH1_81990.1	Smp_127050.1
OG0000980	SMTH1_58020.5, SMTH1_58020.2, SMTH1_58020.1, SMTH1_58020.3, SMTH1_58020.4	Smp_045430.1, Smp_045430.2
OG0000981	SMTH1_44690.1, SMTH1_44680.1	Smp_049510.1
OG0000982	SMTH1_71550.1, SMTH1_71560.1	Smp_309360.1
OG0000983	SMTH1_17360.1	Smp_306200.1
OG0000984	SMTH1_38640.1	Smp_139520.1
OG0000985	SMTH1_17890.1, SMTH1_17890.4, SMTH1_17890.2, SMTH1_17890.3, SMTH1_17890.5, SMTH1_17890.6	Smp_038930.1
OG0000987	SMTH1_92490.1	Smp_160090.1
OG0000988	SMTH1_63410.1, SMTH1_63410.2, SMTH1_63410.3	Smp_210930.1, Smp_210920.1
OG0000989	SMTH1_57360.3, SMTH1_57360.5, SMTH1_57360.1, SMTH1_57360.2, SMTH1_57360.4	Smp_063830.1
OG0000990	SMTH1_5440.2, SMTH1_5440.4, SMTH1_5440.7, SMTH1_5440.1, SMTH1_5440.5, SMTH1_5440.3, SMTH1_5440.6	Smp_134360.1
OG0000991	SMTH1_65330.1	Smp_333500.1, Smp_333500.2
OG0000992	SMTH1_49270.1, SMTH1_49270.3, SMTH1_49270.4, SMTH1_49270.2	Smp_212390.1
OG0000993	SMTH1_86860.3, SMTH1_86860.4, SMTH1_86860.1, SMTH1_86860.2	Smp_144930.1
OG0000994	SMTH1_37680.1, SMTH1_37690.1, SMTH1_37670.1	Smp_172400.1
OG0000995	SMTH1_89450.2, SMTH1_89450.4	Smp_150980.1
OG0000996	SMTH1_71700.1, SMTH1_71700.2, SMTH1_71700.3, SMTH1_71690.1	Smp_040800.1
OG0000997	SMTH1_98510.1, SMTH1_98510.2	Smp_087440.1
OG0000998	SMTH1_61950.1, SMTH1_61940.1	Smp_178850.1
OG0000999	SMTH1_41880.1, SMTH1_41880.2	Smp_154640.1
OG0001000	SMTH1_8090.1	Smp_142170.1
OG0001003	SMTH1_35770.2, SMTH1_35770.1, SMTH1_35770.3	Smp_310470.1
OG0001004	SMTH1_17500.1, SMTH1_17490.1	Smp_020480.1
OG0001005	SMTH1_5320.1, SMTH1_5320.2, SMTH1_5320.3, SMTH1_5320.4, SMTH1_5320.5, SMTH1_5320.6	Smp_022890.1, Smp_022890.2
OG0001006	SMTH1_90300.1	Smp_317190.1, Smp_317200.1, Smp_330300.1, Smp_330310.1, Smp_330290.1
OG0001006	SMTH1_90310.1	Smp_317270.1, Smp_314350.1
OG0001007	SMTH1_65980.1, SMTH1_66010.1, SMTH1_66010.4, SMTH1_66010.2, SMTH1_66010.3, SMTH1_65990.1	Smp_102780.1, Smp_331900.1, Smp_331900.2
OG0001008	SMTH1_65970.2, SMTH1_65970.1, SMTH1_65970.3, SMTH1_65970.4	Smp_347240.1, Smp_347240.2
OG0001009	SMTH1_97630.3, SMTH1_97630.4, SMTH1_97630.1, SMTH1_97630.2	Smp_078230.1
OG0001010	SMTH1_67040.1, SMTH1_67040.2, SMTH1_67040.3	Smp_162100.1
OG0001011	SMTH1_44170.5	Smp_147960.1
OG0001011	SMTH1_44170.6	Smp_147960.1
OG0001012	SMTH1_5900.2, SMTH1_5900.5, SMTH1_5900.7, SMTH1_5900.1, SMTH1_5900.3, SMTH1_5900.6, SMTH1_5900.4	Smp_174380.1
OG0001013	SMTH1_15380.1, SMTH1_15380.3, SMTH1_15380.4, SMTH1_15380.2	Smp_076560.1, Smp_076560.2
OG0001014	SMTH1_4630.1	Smp_245360.1
OG0001015	SMTH1_41580.1, SMTH1_107080.1, SMTH1_42450.1, SMTH1_107090.1, SMTH1_42500.1	Smp_332540.1
OG0001016	SMTH1_41660.1, SMTH1_41660.2, SMTH1_41660.3, SMTH1_41660.4	Smp_159050.1
OG0001017	SMTH1_17340.1, SMTH1_17340.2	Smp_241460.1
OG0001018	SMTH1_32980.3, SMTH1_32980.1, SMTH1_32980.2	Smp_140790.1
OG0001019	SMTH1_47000.2, SMTH1_47000.1, SMTH1_47000.3	Smp_194370.1, Smp_194370.2
OG0001020	SMTH1_12230.1, SMTH1_12230.2, SMTH1_12230.4, SMTH1_12230.3	Smp_103090.1
OG0001021	SMTH1_32710.1, SMTH1_32720.1	Smp_140940.1
OG0001022	SMTH1_23290.1, SMTH1_23280.1	Smp_163750.1
OG0001023	SMTH1_70160.1	Smp_127480.1
OG0001024	SMTH1_87000.1, SMTH1_87010.1	Smp_343730.1
OG0001025	SMTH1_98100.2, SMTH1_98100.3, SMTH1_98100.4, SMTH1_98100.1, SMTH1_98100.6, SMTH1_98100.5, SMTH1_98100.7	Smp_138900.1
OG0001026	SMTH1_55480.1, SMTH1_55480.2, SMTH1_55480.4, SMTH1_55480.5, SMTH1_55480.3	Smp_046870.1
OG0001027	SMTH1_1130.1	Smp_015850.1
OG0001028	SMTH1_61610.3, SMTH1_61610.4, SMTH1_61610.2, SMTH1_61610.1	Smp_037640.1, Smp_037640.2
OG0001029	SMTH1_55710.1, SMTH1_55720.1	Smp_346650.1
OG0001030	SMTH1_32020.1	Smp_020300.1
OG0001031	SMTH1_78340.1	Smp_309970.1
OG0001032	SMTH1_71720.1, SMTH1_71720.2, SMTH1_71720.3, SMTH1_71720.4	Smp_040770.1
OG0001033	SMTH1_80220.1, SMTH1_80220.4, SMTH1_80220.2, SMTH1_80220.3	Smp_156000.1
OG0001034	SMTH1_60210.2, SMTH1_60230.1, SMTH1_60210.3, SMTH1_60210.4, SMTH1_60230.2, SMTH1_60210.1	Smp_128520.1, Smp_128530.1
OG0001035	SMTH1_60780.1, SMTH1_60780.2	Smp_311670.1, Smp_311660.1, Smp_337730.1
OG0001036	SMTH1_19290.1	Smp_167810.1
OG0001037	SMTH1_23340.2, SMTH1_23340.3, SMTH1_23340.4, SMTH1_23340.1	Smp_163780.1
OG0001038	SMTH1_1910.2, SMTH1_1910.1, SMTH1_1910.3, SMTH1_1910.4	Smp_064590.1
OG0001039	SMTH1_30230.1	Smp_076960.1
OG0001040	SMTH1_89990.1	Smp_242860.1, Smp_242860.2
OG0001042	SMTH1_13300.1	Smp_340300.1, Smp_340300.2
OG0001043	SMTH1_54080.1, SMTH1_54080.2	Smp_341110.1
OG0001044	SMTH1_74880.1, SMTH1_74890.1	Smp_312230.1
OG0001045	SMTH1_74390.1	Smp_333610.1
OG0001046	SMTH1_56990.1, SMTH1_56990.4, SMTH1_56990.2, SMTH1_56990.3	Smp_009540.1
OG0001047	SMTH1_106250.1, SMTH1_106260.1, SMTH1_106240.1	Smp_212300.1, Smp_212300.2
OG0001048	SMTH1_86920.1, SMTH1_86920.2, SMTH1_86920.3	Smp_343740.1
OG0001049	SMTH1_61440.4, SMTH1_61440.3, SMTH1_61440.1, SMTH1_61440.2	Smp_194570.1
OG0001050	SMTH1_69290.1	Smp_336680.1
OG0001051	SMTH1_97490.1, SMTH1_97490.2, SMTH1_97490.3, SMTH1_97490.4, SMTH1_97490.5, SMTH1_97490.6, SMTH1_97490.7	Smp_158190.1
OG0001052	SMTH1_61410.1	Smp_121600.1
OG0001053	SMTH1_70640.1, SMTH1_70640.2, SMTH1_70640.6, SMTH1_70640.5, SMTH1_70640.4, SMTH1_70640.3	Smp_150210.1
OG0001054	SMTH1_13000.1, SMTH1_13010.1, SMTH1_13020.1	Smp_147520.1
OG0001055	SMTH1_42980.1, SMTH1_42970.1	Smp_165040.1
OG0001056	SMTH1_64330.1	Smp_345120.1
OG0001057	SMTH1_97290.1	Smp_344960.1
OG0001058	SMTH1_67710.1	Smp_337785.1
OG0001058	SMTH1_67700.1	Smp_337780.1
OG0001059	SMTH1_18780.2, SMTH1_18780.3, SMTH1_18780.1	Smp_121640.1
OG0001060	SMTH1_71030.1	Smp_087620.1
OG0001061	SMTH1_12400.1	Smp_343890.1, Smp_178760.1, Smp_242450.1
OG0001062	SMTH1_54650.3, SMTH1_54650.5, SMTH1_54650.6, SMTH1_54650.2, SMTH1_54650.1, SMTH1_54650.4	Smp_065420.1, Smp_157450.1
OG0001064	SMTH1_53280.1	Smp_011150.1
OG0001065	SMTH1_32280.1	Smp_133090.1
OG0001065	SMTH1_32290.1	Smp_133080.1
OG0001065	SMTH1_32310.1	Smp_342760.1
OG0001066	SMTH1_11380.1, SMTH1_11380.11, SMTH1_11380.3, SMTH1_11380.6, SMTH1_11380.7, SMTH1_11380.8	Smp_080920.1
OG0001067	SMTH1_105810.1, SMTH1_105820.1	Smp_341850.3, Smp_341850.1, Smp_341850.2, Smp_166720.1, Smp_318370.1, Smp_166730.1, Smp_337810.1, Smp_337880.1, Smp_337890.1, Smp_337900.1
OG0001067	SMTH1_105580.1	Smp_166690.1
OG0001068	SMTH1_84390.1, SMTH1_84390.2	Smp_058980.1
OG0001070	SMTH1_70220.1	Smp_013060.1
OG0001070	SMTH1_84890.1	Smp_212740.1
OG0001071	SMTH1_72460.1, SMTH1_72460.2	Smp_134910.1
OG0001072	SMTH1_47050.1, SMTH1_47050.3, SMTH1_47050.2, SMTH1_47050.4, SMTH1_47050.5	Smp_121940.1
OG0001073	SMTH1_18600.1	Smp_176580.1
OG0001074	SMTH1_30480.1, SMTH1_30470.1	Smp_175860.1
OG0001075	SMTH1_68790.1	Smp_246600.1, Smp_246600.2
OG0001076	SMTH1_51730.3, SMTH1_51730.4, SMTH1_51730.1, SMTH1_51730.2	Smp_095910.1
OG0001077	SMTH1_56070.1	Smp_129670.1, Smp_129670.2
OG0001078	SMTH1_68150.1, SMTH1_68160.1	Smp_336670.1
OG0001079	SMTH1_83760.1, SMTH1_83760.2, SMTH1_83760.3, SMTH1_83760.4	Smp_145460.1
OG0001080	SMTH1_82140.1, SMTH1_82140.3, SMTH1_82140.2, SMTH1_82140.5, SMTH1_82140.4, SMTH1_82140.6	Smp_009030.1
OG0001081	SMTH1_37740.1	Smp_172370.1, Smp_092020.1, Smp_092020.3, Smp_092020.2
OG0001082	SMTH1_54390.1	Smp_171200.1
OG0001083	SMTH1_104790.3, SMTH1_104790.2, SMTH1_104790.1	Smp_057530.1
OG0001085	SMTH1_105790.1, SMTH1_105790.2	Smp_005880.1
OG0001086	SMTH1_79850.1, SMTH1_79840.1	Smp_344990.1
OG0001087	SMTH1_57240.1	Smp_063640.1
OG0001087	SMTH1_40250.1	Smp_010230.1
OG0001088	SMTH1_27310.1	Smp_129590.1, Smp_129590.2, Smp_158540.1
OG0001089	SMTH1_72440.1, SMTH1_72440.2, SMTH1_72440.3, SMTH1_72440.4	Smp_023550.1
OG0001090	SMTH1_106930.1, SMTH1_106930.2	Smp_031690.1, Smp_031690.2
OG0001091	SMTH1_54280.1	Smp_161170.1
OG0001092	SMTH1_77340.1	Smp_334020.1
OG0001093	SMTH1_90540.1	Smp_056810.1
OG0001094	SMTH1_40550.1, SMTH1_40550.3, SMTH1_40550.4, SMTH1_40550.2	Smp_337200.1
OG0001095	SMTH1_56910.1	Smp_127180.1
OG0001096	SMTH1_21480.1, SMTH1_21480.3, SMTH1_21480.2	Smp_163180.1
OG0001097	SMTH1_76930.1	Smp_000790.1, Smp_000790.2
OG0001098	SMTH1_35460.2, SMTH1_35460.1	Smp_006760.1
OG0001099	SMTH1_102560.1	Smp_077720.1, Smp_077720.2
OG0001100	SMTH1_75560.1, SMTH1_75550.1	Smp_309590.1, Smp_309590.2
OG0001101	SMTH1_51090.1, SMTH1_51120.1	Smp_122730.1, Smp_327640.1, Smp_327420.1
OG0001102	SMTH1_69510.4, SMTH1_69510.1, SMTH1_69510.2, SMTH1_69510.3	Smp_106130.1
OG0001103	SMTH1_104660.3, SMTH1_104660.4, SMTH1_104660.1, SMTH1_104660.2	Smp_057360.1
OG0001104	SMTH1_69480.1, SMTH1_69490.1	Smp_186670.1
OG0001105	SMTH1_35550.1, SMTH1_35550.2, SMTH1_35550.3, SMTH1_35550.4, SMTH1_35550.5	Smp_140580.1
OG0001106	SMTH1_76080.1	Smp_309660.1, Smp_309670.1
OG0001107	SMTH1_57390.6, SMTH1_57390.3, SMTH1_57390.4, SMTH1_57390.5, SMTH1_57390.1, SMTH1_57390.2	Smp_154320.1
OG0001108	SMTH1_31690.2, SMTH1_31690.5, SMTH1_31690.3, SMTH1_31690.4, SMTH1_31690.1	Smp_141140.1
OG0001109	SMTH1_37800.1	Smp_052790.1
OG0001110	SMTH1_4460.1, SMTH1_4470.1	Smp_241500.1
OG0001111	SMTH1_54760.1, SMTH1_54760.2, SMTH1_54760.3	Smp_157360.1
OG0001112	SMTH1_106020.1	Smp_005720.1
OG0001112	SMTH1_105990.1, SMTH1_106010.1	Smp_300990.1, Smp_332980.1
OG0001113	SMTH1_8860.1	Smp_019840.1, Smp_019840.2
OG0001114	SMTH1_7600.1	Smp_044550.2
OG0001114	SMTH1_7600.2	Smp_044550.1
OG0001115	SMTH1_104760.4, SMTH1_104760.2, SMTH1_104760.1, SMTH1_104760.3	Smp_344540.1, Smp_344540.2
OG0001116	SMTH1_89960.1	Smp_347070.1
OG0001117	SMTH1_16930.1, SMTH1_16930.2, SMTH1_16930.3, SMTH1_16930.4, SMTH1_16930.5, SMTH1_16930.6	Smp_135170.1
OG0001118	SMTH1_79420.1, SMTH1_79430.1, SMTH1_79440.1	Smp_148820.1, Smp_312580.1, Smp_332640.1
OG0001119	SMTH1_72420.1, SMTH1_72420.2	Smp_333660.1
OG0001120	SMTH1_35120.1	Smp_161730.1
OG0001121	SMTH1_62930.1	Smp_210250.1, Smp_210250.2
OG0001122	SMTH1_88330.1, SMTH1_88330.2, SMTH1_88330.3, SMTH1_88330.4, SMTH1_88330.5	Smp_050470.1
OG0001123	SMTH1_100420.1, SMTH1_100420.2, SMTH1_100420.3, SMTH1_100420.4	Smp_064280.1
OG0001124	SMTH1_41910.5, SMTH1_41910.1, SMTH1_41910.2, SMTH1_41910.3, SMTH1_41910.4	Smp_060570.1
OG0001125	SMTH1_15350.1, SMTH1_15350.3, SMTH1_15330.1, SMTH1_15350.2	Smp_306580.1, Smp_335110.1
OG0001126	SMTH1_11430.1, SMTH1_11430.3, SMTH1_11430.4, SMTH1_11430.2	Smp_068300.1
OG0001127	SMTH1_44750.1, SMTH1_44740.1	Smp_344130.1
OG0001128	SMTH1_84700.1	Smp_153990.2, Smp_153990.1, Smp_153990.5, Smp_153990.4, Smp_153990.3
OG0001129	SMTH1_41080.1, SMTH1_41070.1, SMTH1_41070.2	Smp_212840.1, Smp_212850.1
OG0001130	SMTH1_13420.1, SMTH1_13410.1	Smp_340290.1
OG0001131	SMTH1_82340.1	Smp_313100.1
OG0001132	SMTH1_92280.1, SMTH1_92290.1	Smp_045590.1
OG0001133	SMTH1_106920.1	Smp_008070.1
OG0001133	SMTH1_17750.2, SMTH1_17750.1	Smp_054470.1
OG0001134	SMTH1_72650.1, SMTH1_72650.3, SMTH1_72650.2, SMTH1_72650.4	Smp_123450.1
OG0001135	SMTH1_38220.1	Smp_176420.1
OG0001136	SMTH1_26280.1	Smp_245010.1
OG0001137	SMTH1_59630.1, SMTH1_59640.1	Smp_103570.1
OG0001138	SMTH1_22690.1, SMTH1_22690.2	Smp_061210.1
OG0001139	SMTH1_41440.1, SMTH1_41440.2	Smp_180740.1
OG0001140	SMTH1_51640.1, SMTH1_51640.2, SMTH1_51640.3	Smp_159340.1
OG0001141	SMTH1_88810.1, SMTH1_88850.1, SMTH1_88820.1, SMTH1_88820.3, SMTH1_88820.2, SMTH1_88840.1	Smp_090080.1
OG0001142	SMTH1_14560.1, SMTH1_14540.3, SMTH1_14540.2, SMTH1_14540.1	Smp_323580.1
OG0001143	SMTH1_69880.1, SMTH1_69890.1	Smp_168340.1
OG0001144	SMTH1_40040.1	Smp_132660.1
OG0001145	SMTH1_72810.1, SMTH1_72810.2, SMTH1_72810.3, SMTH1_72810.4, SMTH1_72810.5, SMTH1_72810.6, SMTH1_72810.7	Smp_062240.1, Smp_123600.1
OG0001146	SMTH1_5060.1, SMTH1_5060.2, SMTH1_5060.3, SMTH1_5060.4	Smp_322350.1, Smp_322350.2
OG0001147	SMTH1_8750.1, SMTH1_8750.2, SMTH1_8750.3, SMTH1_8750.4	Smp_019760.1
OG0001148	SMTH1_78420.1	Smp_086460.1
OG0001149	SMTH1_86930.1	Smp_041770.1
OG0001150	SMTH1_57990.1	Smp_045400.1
OG0001151	SMTH1_99610.1	Smp_169870.1
OG0001152	SMTH1_14330.1, SMTH1_14330.2, SMTH1_14330.3, SMTH1_14330.4, SMTH1_14330.5, SMTH1_14330.6	Smp_135910.1
OG0001153	SMTH1_76750.1	Smp_000990.1
OG0001154	SMTH1_48970.1	Smp_142270.2, Smp_142270.1
OG0001155	SMTH1_54160.1, SMTH1_54160.2, SMTH1_54160.3	Smp_071880.1
OG0001156	SMTH1_8690.1, SMTH1_107530.1	Smp_019690.1, Smp_019690.2
OG0001157	SMTH1_69920.1	Smp_010140.1
OG0001158	SMTH1_47230.1, SMTH1_47230.2	Smp_144080.1
OG0001159	SMTH1_102330.1	Smp_077560.1
OG0001160	SMTH1_23540.2, SMTH1_23540.1, SMTH1_23540.3, SMTH1_23540.4	Smp_131460.1
OG0001161	SMTH1_72930.1	Smp_123670.1, Smp_123670.2
OG0001162	SMTH1_39590.1	Smp_180160.1
OG0001163	SMTH1_85880.1	Smp_062530.1
OG0001164	SMTH1_90900.1	Smp_341090.2, Smp_341090.1
OG0001165	SMTH1_64020.2, SMTH1_64020.3, SMTH1_64020.4, SMTH1_64020.1	Smp_161580.1
OG0001166	SMTH1_12370.1, SMTH1_12370.3, SMTH1_12370.2, SMTH1_12370.4, SMTH1_12370.5	Smp_178740.1
OG0001167	SMTH1_39580.1	Smp_180150.1
OG0001168	SMTH1_14110.1	Smp_136040.1
OG0001169	SMTH1_56100.1	Smp_129650.1
OG0001170	SMTH1_12690.1, SMTH1_12680.1	Smp_244570.1
OG0001171	SMTH1_17290.1	Smp_024370.1
OG0001172	SMTH1_67260.1, SMTH1_67260.2	Smp_137890.2, Smp_137890.3, Smp_137890.1
OG0001173	SMTH1_2150.2, SMTH1_2150.3, SMTH1_2150.5, SMTH1_2150.6, SMTH1_2150.7, SMTH1_2150.8, SMTH1_2150.4, SMTH1_2150.1	Smp_145810.1
OG0001174	SMTH1_11060.1	Smp_189960.1, Smp_189960.2
OG0001175	SMTH1_58060.1, SMTH1_58070.1	Smp_045480.1
OG0001176	SMTH1_81680.1	Smp_027550.1, Smp_027550.2
OG0001177	SMTH1_27540.1	Smp_341700.1
OG0001178	SMTH1_3090.1	Smp_304060.1
OG0001178	SMTH1_3070.1, SMTH1_3080.1	Smp_125940.1
OG0001179	SMTH1_103490.1, SMTH1_103490.2	Smp_127680.1, Smp_127680.2
OG0001180	SMTH1_10610.1, SMTH1_10610.3, SMTH1_10610.4, SMTH1_10610.2	Smp_311140.1, Smp_180190.1
OG0001181	SMTH1_64050.1, SMTH1_64060.1	Smp_347830.1
OG0001182	SMTH1_39850.3, SMTH1_39850.2, SMTH1_39850.1, SMTH1_39850.4	Smp_019340.1
OG0001183	SMTH1_12410.1	Smp_164410.1
OG0001184	SMTH1_4090.1, SMTH1_4090.2	Smp_171710.1
OG0001185	SMTH1_12000.1, SMTH1_12000.3, SMTH1_12000.2	Smp_173900.1
OG0001186	SMTH1_5660.1	Smp_134250.1, Smp_134250.2
OG0001187	SMTH1_34790.1, SMTH1_34790.2, SMTH1_34790.3	Smp_246500.1
OG0001188	SMTH1_9000.2, SMTH1_9000.3, SMTH1_9000.1	Smp_121140.1
OG0001189	SMTH1_16050.1, SMTH1_16060.1	Smp_132170.1
OG0001190	SMTH1_40060.1, SMTH1_40060.2, SMTH1_40060.3	Smp_132640.1
OG0001191	SMTH1_7990.1	Smp_037190.1
OG0001192	SMTH1_47610.1	Smp_040570.1, Smp_320200.1
OG0001193	SMTH1_91730.1	Smp_058130.1
OG0001194	SMTH1_7420.1	Smp_242400.1
OG0001197	SMTH1_24380.1, SMTH1_24380.7, SMTH1_24380.6, SMTH1_24380.2, SMTH1_24380.3, SMTH1_24380.4, SMTH1_24380.5	Smp_316630.1
OG0001198	SMTH1_91480.1, SMTH1_91480.2, SMTH1_91480.3, SMTH1_91480.4	Smp_173230.1
OG0001199	SMTH1_88800.1, SMTH1_88800.2	Smp_346020.1, Smp_336180.1
OG0001199	SMTH1_88750.1	Smp_314000.1
