Orthogroup	schistosoma_mattheei	schistosoma_bovis
OG0000437	SMTH1_3720.1, SMTH1_3720.2, SMTH1_3720.5, SMTH1_3720.4, SMTH1_3720.7, SMTH1_3720.3, SMTH1_3720.6	SBOV2_3160.8, SBOV2_3160.9, SBOV2_3160.3, SBOV2_3160.5, SBOV2_3160.6, SBOV2_3160.7, SBOV2_3160.1, SBOV2_3160.2, SBOV2_3160.4
OG0000438	SMTH1_70740.1	SBOV2_63140.1
OG0000439	SMTH1_93630.1	SBOV2_83710.5, SBOV2_83710.1, SBOV2_83710.3, SBOV2_83710.4
OG0000439	SMTH1_93620.1	SBOV2_83710.2
OG0000440	SMTH1_101010.1, SMTH1_101010.2, SMTH1_101010.3, SMTH1_101010.4	SBOV2_90050.1
OG0000440	SMTH1_101000.1	SBOV2_90040.1
OG0000440	SMTH1_100990.1	SBOV2_96500.1, SBOV2_96500.2, SBOV2_96500.3, SBOV2_96500.4, SBOV2_96500.5
OG0000441	SMTH1_10250.1	SBOV2_8920.1
OG0000441	SMTH1_16160.2, SMTH1_16160.1	SBOV2_14190.1, SBOV2_14190.2
OG0000442	SMTH1_40150.4, SMTH1_40150.5	SBOV2_31430.1, SBOV2_31430.3
OG0000443	SMTH1_6560.5	SBOV2_5730.6, SBOV2_5730.7
OG0000443	SMTH1_6560.1, SMTH1_6560.4, SMTH1_6560.6	SBOV2_5730.1, SBOV2_5730.2, SBOV2_5730.3, SBOV2_5730.4, SBOV2_5730.5
OG0000444	SMTH1_79150.1, SMTH1_79160.1	SBOV2_70540.1
OG0000445	SMTH1_72920.2	SBOV2_65140.1
OG0000446	SMTH1_10220.1	SBOV2_8890.1
OG0000446	SMTH1_10320.1	SBOV2_8970.1
OG0000447	SMTH1_63380.1, SMTH1_63370.1	SBOV2_56190.1, SBOV2_56190.2, SBOV2_56190.3
OG0000448	SMTH1_34930.11	SBOV2_36190.1, SBOV2_36190.3
OG0000448	SMTH1_34930.15, SMTH1_34930.4, SMTH1_34930.9, SMTH1_34930.2, SMTH1_34930.1, SMTH1_34930.12	SBOV2_36190.4
OG0000448	SMTH1_34930.8, SMTH1_34930.5, SMTH1_34930.6, SMTH1_34930.10	SBOV2_36190.2
OG0000449	SMTH1_63940.1, SMTH1_63920.1, SMTH1_63920.2	SBOV2_57070.1
OG0000450	SMTH1_27530.2, SMTH1_27530.3, SMTH1_27530.1, SMTH1_27530.4	SBOV2_24280.6, SBOV2_24280.4, SBOV2_24280.5
OG0000451	SMTH1_97350.1	SBOV2_96360.1, SBOV2_96360.2, SBOV2_86860.1
OG0000452	SMTH1_43860.1	SBOV2_28350.1
OG0000453	SMTH1_69170.7	SBOV2_61750.1
OG0000454	SMTH1_77810.5, SMTH1_77980.1	SBOV2_23810.1
OG0000454	SMTH1_77810.6	SBOV2_69730.1
OG0000454	SMTH1_93060.1	SBOV2_83110.1
OG0000454	SMTH1_93060.1	SBOV2_83120.1
OG0000454	SMTH1_80130.1	SBOV2_71280.1, SBOV2_71500.1
OG0000455	SMTH1_13910.3	SBOV2_12200.1, SBOV2_12200.2
OG0000455	SMTH1_13910.1, SMTH1_13910.2	SBOV2_12200.3, SBOV2_12200.4, SBOV2_12200.5
OG0000456	SMTH1_78890.3, SMTH1_78890.1, SMTH1_78890.2	SBOV2_70340.5, SBOV2_70340.1, SBOV2_70340.3, SBOV2_70340.6
OG0000457	SMTH1_31700.1, SMTH1_31700.3, SMTH1_31700.4, SMTH1_31700.2	SBOV2_39000.1, SBOV2_39000.2, SBOV2_39000.3, SBOV2_39000.5, SBOV2_39000.4
OG0000458	SMTH1_38090.1, SMTH1_38090.3, SMTH1_38090.4, SMTH1_38090.2	SBOV2_33350.1
OG0000459	SMTH1_10690.1	SBOV2_9310.1
OG0000459	SMTH1_10670.1	SBOV2_9300.6, SBOV2_9300.4, SBOV2_9300.8, SBOV2_9300.7, SBOV2_9300.2, SBOV2_9300.3, SBOV2_9300.5, SBOV2_9300.1
OG0000459	SMTH1_10700.1	SBOV2_9300.9, SBOV2_9310.2
OG0000460	SMTH1_14050.1, SMTH1_14050.2, SMTH1_14050.3	SBOV2_12350.1, SBOV2_12350.2, SBOV2_12350.3, SBOV2_12350.4, SBOV2_12350.5
OG0000461	SMTH1_82400.1, SMTH1_82400.2	SBOV2_73180.1, SBOV2_73180.2
OG0000462	SMTH1_102790.1	SBOV2_92030.3, SBOV2_92030.4, SBOV2_92030.1, SBOV2_92030.2
OG0000463	SMTH1_58110.1, SMTH1_58120.1	SBOV2_53420.1, SBOV2_53430.1
OG0000463	SMTH1_58130.1	SBOV2_53410.1, SBOV2_53410.2
OG0000464	SMTH1_15730.1	SBOV2_13870.2, SBOV2_13870.1, SBOV2_13870.3
OG0000465	SMTH1_84320.2, SMTH1_84320.3, SMTH1_84320.4	SBOV2_74910.1
OG0000465	SMTH1_84320.1	SBOV2_74910.2, SBOV2_74910.3
OG0000466	SMTH1_59390.1, SMTH1_59390.2, SMTH1_59390.4, SMTH1_59390.5, SMTH1_59390.3	SBOV2_52330.1
OG0000467	SMTH1_40970.1	SBOV2_30620.6, SBOV2_30620.4, SBOV2_30620.7, SBOV2_30620.8, SBOV2_30620.2, SBOV2_30620.5, SBOV2_30620.3, SBOV2_30620.1
OG0000469	SMTH1_4580.1	SBOV2_4050.1, SBOV2_4050.2, SBOV2_4050.3, SBOV2_4050.6, SBOV2_4050.5, SBOV2_4050.4
OG0000470	SMTH1_57260.1, SMTH1_57260.2, SMTH1_57260.3, SMTH1_57260.4, SMTH1_57260.5	SBOV2_54210.1, SBOV2_54210.2, SBOV2_54210.3, SBOV2_54210.5, SBOV2_54210.6, SBOV2_54210.4
OG0000471	SMTH1_98160.1	SBOV2_89620.2, SBOV2_89620.3, SBOV2_89620.7, SBOV2_89620.5, SBOV2_89620.4, SBOV2_89620.6, SBOV2_89620.1
OG0000472	SMTH1_40910.1	SBOV2_30690.1
OG0000473	SMTH1_5740.1	SBOV2_4980.6, SBOV2_4980.5, SBOV2_4980.9, SBOV2_4980.1, SBOV2_4980.2, SBOV2_4980.4, SBOV2_4980.7, SBOV2_4980.3, SBOV2_4980.8
OG0000474	SMTH1_22760.1	SBOV2_20040.1
OG0000474	SMTH1_50980.1	SBOV2_45070.1
OG0000475	SMTH1_71040.1	SBOV2_63350.2, SBOV2_63350.1
OG0000476	SMTH1_23720.1	SBOV2_20900.1, SBOV2_20890.1, SBOV2_20900.7, SBOV2_20900.2, SBOV2_20900.3, SBOV2_20900.4, SBOV2_20900.5, SBOV2_20900.9, SBOV2_20900.6, SBOV2_20900.10, SBOV2_20900.8
OG0000477	SMTH1_50890.6, SMTH1_50890.5, SMTH1_50890.3, SMTH1_50890.4, SMTH1_50890.1, SMTH1_50890.2, SMTH1_50890.7	SBOV2_44960.4, SBOV2_44960.3, SBOV2_44960.5, SBOV2_44960.1, SBOV2_44960.2, SBOV2_44960.6
OG0000478	SMTH1_7340.1	SBOV2_6340.1
OG0000479	SMTH1_35090.1, SMTH1_35100.1	SBOV2_36040.1
OG0000480	SMTH1_71340.1	SBOV2_63600.1
OG0000481	SMTH1_72430.1, SMTH1_72430.3, SMTH1_72430.2	SBOV2_64670.5, SBOV2_64670.7, SBOV2_64670.1, SBOV2_64670.2, SBOV2_64670.3, SBOV2_64670.6, SBOV2_64670.8, SBOV2_64670.4
OG0000482	SMTH1_11130.5	SBOV2_9670.7, SBOV2_9670.6
OG0000482	SMTH1_11130.1	SBOV2_9670.4
OG0000482	SMTH1_11130.1	SBOV2_9670.8
OG0000482	SMTH1_11130.6, SMTH1_11130.3	SBOV2_9670.5
OG0000483	SMTH1_63440.1, SMTH1_63440.2, SMTH1_63440.3	SBOV2_110.1, SBOV2_110.10, SBOV2_110.11, SBOV2_110.12, SBOV2_110.13, SBOV2_110.14, SBOV2_110.15, SBOV2_110.2, SBOV2_110.3, SBOV2_110.4, SBOV2_110.5, SBOV2_110.6, SBOV2_110.7, SBOV2_110.8, SBOV2_110.9, SBOV2_92050.1, SBOV2_92050.2, SBOV2_92050.3, SBOV2_92060.1
OG0000483	SMTH1_63510.1	SBOV2_56670.1, SBOV2_56690.1
OG0000484	SMTH1_106610.1, SMTH1_106970.6, SMTH1_106970.1, SMTH1_106970.2, SMTH1_106970.3, SMTH1_106970.4, SMTH1_106970.5, SMTH1_106970.8, SMTH1_106970.7	SBOV2_95630.1, SBOV2_95680.1
OG0000484	SMTH1_90620.1	SBOV2_95690.1
OG0000484	SMTH1_106620.1	SBOV2_95640.1
OG0000485	SMTH1_15090.3, SMTH1_15090.4, SMTH1_15090.1, SMTH1_15090.2, SMTH1_15090.6, SMTH1_15090.5	SBOV2_13220.1, SBOV2_13220.2
OG0000487	SMTH1_7090.1	SBOV2_6110.1
OG0000487	SMTH1_20070.1	SBOV2_17600.1
OG0000487	SMTH1_20040.1, SMTH1_20060.1	SBOV2_17580.1
OG0000488	SMTH1_95150.1, SMTH1_95150.4, SMTH1_95150.2, SMTH1_95150.3	SBOV2_85050.1
OG0000488	SMTH1_95130.1, SMTH1_95140.1	SBOV2_85040.1
OG0000489	SMTH1_63390.1	SBOV2_56180.4, SBOV2_56180.3, SBOV2_56180.1, SBOV2_56180.5, SBOV2_56150.1, SBOV2_56150.3
OG0000489	SMTH1_63400.1	SBOV2_56180.2, SBOV2_56150.2
OG0000490	SMTH1_75800.1, SMTH1_75820.1	SBOV2_67770.1
OG0000490	SMTH1_75800.2	SBOV2_67740.1, SBOV2_67750.1, SBOV2_67780.1
OG0000491	SMTH1_33490.1	SBOV2_37380.1, SBOV2_37380.3, SBOV2_37380.4, SBOV2_37380.7, SBOV2_37380.2, SBOV2_37380.5, SBOV2_37380.6
OG0000492	SMTH1_69580.3, SMTH1_69580.1, SMTH1_69580.2, SMTH1_69580.4, SMTH1_69580.5, SMTH1_69580.6, SMTH1_69580.7, SMTH1_69580.8	SBOV2_62050.1, SBOV2_62050.3, SBOV2_62050.4, SBOV2_62050.6, SBOV2_62050.7, SBOV2_62050.8, SBOV2_62050.2, SBOV2_62050.5
OG0000493	SMTH1_52970.1	SBOV2_46800.1, SBOV2_46820.1
OG0000493	SMTH1_32200.1	SBOV2_38600.1
OG0000496	SMTH1_41830.1	SBOV2_29870.3, SBOV2_29870.4
OG0000497	SMTH1_6260.1	SBOV2_5440.2
OG0000497	SMTH1_6260.2	SBOV2_5440.5
OG0000497	SMTH1_6250.1	SBOV2_5440.3
OG0000498	SMTH1_27940.1	SBOV2_24720.4, SBOV2_24720.3, SBOV2_24720.1, SBOV2_24720.2
OG0000498	SMTH1_30080.1	SBOV2_40380.1
OG0000499	SMTH1_78470.1	SBOV2_70020.1
OG0000500	SMTH1_21180.1	SBOV2_18600.3, SBOV2_18600.4, SBOV2_18600.7, SBOV2_18600.6, SBOV2_18600.5, SBOV2_18600.9, SBOV2_18600.2, SBOV2_18600.1, SBOV2_18600.8
OG0000501	SMTH1_28670.1, SMTH1_28670.5, SMTH1_28670.6, SMTH1_28670.7, SMTH1_28670.8, SMTH1_28670.9, SMTH1_28670.2, SMTH1_28670.4, SMTH1_28670.3	SBOV2_25400.1
OG0000502	SMTH1_39500.2, SMTH1_39500.1, SMTH1_39500.4, SMTH1_39500.3	SBOV2_32050.1, SBOV2_32050.4, SBOV2_32050.5, SBOV2_32050.2, SBOV2_32050.6, SBOV2_32050.7, SBOV2_32050.3
OG0000503	SMTH1_4360.7	SBOV2_3850.4
OG0000503	SMTH1_4360.8	SBOV2_3850.4
OG0000503	SMTH1_4360.5, SMTH1_4360.6	SBOV2_3850.3, SBOV2_3850.5, SBOV2_3850.6
OG0000504	SMTH1_52290.2, SMTH1_52290.1, SMTH1_52290.3	SBOV2_46250.4, SBOV2_46250.1, SBOV2_46250.5, SBOV2_46250.2, SBOV2_46250.3, SBOV2_46250.6
OG0000505	SMTH1_45840.1	SBOV2_26710.8, SBOV2_26710.9
OG0000506	SMTH1_10550.1	SBOV2_9140.2, SBOV2_9140.7, SBOV2_9140.10, SBOV2_9140.1, SBOV2_9140.3, SBOV2_9140.4, SBOV2_9140.8, SBOV2_9140.9, SBOV2_9140.11, SBOV2_9140.5, SBOV2_9140.6
OG0000507	SMTH1_34780.4, SMTH1_34780.3, SMTH1_34780.2, SMTH1_34780.1, SMTH1_34780.5	SBOV2_36330.3, SBOV2_36330.1, SBOV2_36330.2
OG0000508	SMTH1_16850.1	SBOV2_14800.1
OG0000509	SMTH1_55330.1, SMTH1_55330.2	SBOV2_48830.1
OG0000509	SMTH1_56950.1	SBOV2_54480.1, SBOV2_54480.2
OG0000510	SMTH1_87690.1	SBOV2_77900.1, SBOV2_77900.2
OG0000510	SMTH1_87710.1	SBOV2_77920.2, SBOV2_77920.4, SBOV2_77920.1, SBOV2_77920.3
OG0000511	SMTH1_80730.1, SMTH1_80760.1, SMTH1_80720.1, SMTH1_80740.1	SBOV2_71800.1, SBOV2_71790.1, SBOV2_71790.2
OG0000512	SMTH1_57510.1	SBOV2_53990.6, SBOV2_53990.8, SBOV2_53990.9
OG0000512	SMTH1_57500.1	SBOV2_53990.2, SBOV2_53990.1, SBOV2_53990.4, SBOV2_53990.5, SBOV2_53990.7, SBOV2_53990.10, SBOV2_53990.3
OG0000513	SMTH1_74670.1	SBOV2_66780.1, SBOV2_66780.3, SBOV2_66780.4, SBOV2_66780.5, SBOV2_66780.2
OG0000514	SMTH1_50900.3, SMTH1_50900.6, SMTH1_50900.2, SMTH1_50900.4, SMTH1_50900.1, SMTH1_50900.5	SBOV2_44970.1
OG0000515	SMTH1_16440.1	SBOV2_14440.4, SBOV2_14440.2, SBOV2_14440.5, SBOV2_14440.3, SBOV2_14440.6, SBOV2_14440.1, SBOV2_14440.7
OG0000516	SMTH1_70300.1	SBOV2_62780.10, SBOV2_62780.11, SBOV2_62780.6, SBOV2_62780.7, SBOV2_62780.9, SBOV2_62780.3, SBOV2_62780.2, SBOV2_62780.4, SBOV2_62780.8, SBOV2_62780.1, SBOV2_62780.5
OG0000517	SMTH1_28700.1	SBOV2_25430.1, SBOV2_25430.4, SBOV2_25430.3, SBOV2_25430.6, SBOV2_25430.2, SBOV2_25430.5, SBOV2_25430.7, SBOV2_25430.8
OG0000520	SMTH1_29010.1	SBOV2_81250.1
OG0000520	SMTH1_86100.1	SBOV2_42800.1
OG0000520	SMTH1_68490.1	SBOV2_95970.1, SBOV2_36090.1, SBOV2_95960.1
OG0000521	SMTH1_79730.1	SBOV2_71010.2, SBOV2_71010.4, SBOV2_71010.1, SBOV2_71010.5, SBOV2_71010.6, SBOV2_71010.3
OG0000522	SMTH1_107150.1, SMTH1_63150.1, SMTH1_63150.2	SBOV2_56320.1, SBOV2_56350.1, SBOV2_56290.1, SBOV2_56310.1, SBOV2_22120.1, SBOV2_56370.1
OG0000522	SMTH1_63140.1	SBOV2_94580.1
OG0000523	SMTH1_85680.1	SBOV2_76060.1, SBOV2_76060.2, SBOV2_76060.5, SBOV2_76060.6, SBOV2_76060.7, SBOV2_76060.8, SBOV2_76060.4, SBOV2_76060.3
OG0000524	SMTH1_13970.1	SBOV2_12260.1
OG0000525	SMTH1_56500.1, SMTH1_56490.1	SBOV2_54970.1
OG0000526	SMTH1_18690.1, SMTH1_18700.1	SBOV2_16410.1, SBOV2_16410.2, SBOV2_16410.3, SBOV2_16410.4, SBOV2_16410.5
OG0000527	SMTH1_21070.1, SMTH1_21070.2	SBOV2_95700.1, SBOV2_18510.1, SBOV2_18510.2, SBOV2_18510.10, SBOV2_18510.3, SBOV2_18510.4, SBOV2_18510.5, SBOV2_18510.6, SBOV2_18510.7, SBOV2_18510.8, SBOV2_18510.9
OG0000528	SMTH1_35680.1, SMTH1_35680.2, SMTH1_35680.4, SMTH1_35680.6, SMTH1_35680.7, SMTH1_35680.3, SMTH1_35680.5	SBOV2_35500.1, SBOV2_35500.3, SBOV2_35500.4, SBOV2_35500.2
OG0000529	SMTH1_17450.1	SBOV2_15300.1, SBOV2_15300.2, SBOV2_15300.3, SBOV2_15300.4, SBOV2_15300.5, SBOV2_15300.6
OG0000529	SMTH1_28230.4	SBOV2_25020.1, SBOV2_25020.3
OG0000529	SMTH1_28230.3, SMTH1_28230.1, SMTH1_28230.2, SMTH1_28230.5	SBOV2_25020.5, SBOV2_25020.2, SBOV2_25020.4
OG0000530	SMTH1_106360.1	SBOV2_94820.1
OG0000530	SMTH1_106370.1	SBOV2_94850.1
OG0000531	SMTH1_86480.3, SMTH1_86480.2, SMTH1_86480.4, SMTH1_86480.5, SMTH1_86480.6, SMTH1_86480.1	SBOV2_76790.2, SBOV2_76790.1, SBOV2_76790.3, SBOV2_76790.4, SBOV2_76790.5, SBOV2_76790.7, SBOV2_76790.6
OG0000532	SMTH1_5710.3, SMTH1_5710.5	SBOV2_4970.6
OG0000532	SMTH1_5710.1	SBOV2_4970.2
OG0000532	SMTH1_5710.2	SBOV2_4970.4
OG0000533	SMTH1_21240.1, SMTH1_21240.2, SMTH1_21240.3, SMTH1_21240.4, SMTH1_21240.5	SBOV2_18660.1, SBOV2_18660.3, SBOV2_18660.5, SBOV2_18660.2, SBOV2_18660.4, SBOV2_18660.6, SBOV2_18660.7
OG0000534	SMTH1_78790.6, SMTH1_78790.3, SMTH1_78790.10, SMTH1_78790.9, SMTH1_78790.1, SMTH1_78790.2, SMTH1_78790.4, SMTH1_78790.5, SMTH1_78790.7, SMTH1_78790.8	SBOV2_70260.4, SBOV2_70260.1, SBOV2_70260.2, SBOV2_70260.3, SBOV2_70260.5, SBOV2_70260.6
OG0000535	SMTH1_65300.4, SMTH1_65300.2	SBOV2_58300.1
OG0000535	SMTH1_65300.7, SMTH1_65300.8	SBOV2_58330.1
OG0000536	SMTH1_73350.1	SBOV2_65630.1, SBOV2_65630.2, SBOV2_65560.1
OG0000537	SMTH1_59570.1	SBOV2_52160.4, SBOV2_52160.7, SBOV2_52160.8, SBOV2_52160.3, SBOV2_52160.5, SBOV2_52160.10, SBOV2_52160.9, SBOV2_52160.1, SBOV2_52160.6, SBOV2_52160.2
OG0000538	SMTH1_95110.1	SBOV2_85020.3, SBOV2_85020.1, SBOV2_85020.2
OG0000538	SMTH1_102720.1, SMTH1_95120.1	SBOV2_91480.1
OG0000538	SMTH1_102710.1	SBOV2_91470.1
OG0000539	SMTH1_52150.1	SBOV2_46130.2, SBOV2_46130.3, SBOV2_46130.4, SBOV2_46130.1
OG0000540	SMTH1_6530.3, SMTH1_6530.1, SMTH1_6530.2	SBOV2_5700.1, SBOV2_5700.2, SBOV2_5700.4, SBOV2_5700.8, SBOV2_5700.9, SBOV2_5700.10, SBOV2_5700.6, SBOV2_5700.7, SBOV2_5700.3, SBOV2_5700.5
OG0000541	SMTH1_31960.1, SMTH1_31960.2	SBOV2_38790.1, SBOV2_38790.4, SBOV2_38790.2, SBOV2_38790.3
OG0000542	SMTH1_96730.1	SBOV2_86350.2, SBOV2_86350.10, SBOV2_86350.3, SBOV2_86350.7, SBOV2_86350.8, SBOV2_86350.9, SBOV2_86350.4, SBOV2_86350.5, SBOV2_86350.6, SBOV2_86350.12
OG0000543	SMTH1_16770.1	SBOV2_14730.1
OG0000544	SMTH1_88860.1, SMTH1_88860.2	SBOV2_78910.1, SBOV2_78910.2, SBOV2_78910.3, SBOV2_78910.4, SBOV2_78910.5, SBOV2_78910.6
OG0000545	SMTH1_51920.1	SBOV2_45910.1
OG0000545	SMTH1_77360.1	SBOV2_69190.1
OG0000546	SMTH1_32800.2	SBOV2_38050.1
OG0000547	SMTH1_98390.1	SBOV2_89440.3, SBOV2_89440.2, SBOV2_89440.1, SBOV2_89440.4
OG0000548	SMTH1_32920.3, SMTH1_32920.2, SMTH1_32920.1, SMTH1_32920.5, SMTH1_32920.4	SBOV2_37950.8, SBOV2_37950.1, SBOV2_37950.2, SBOV2_37950.4, SBOV2_37950.5, SBOV2_37950.6, SBOV2_37950.7, SBOV2_37950.3
OG0000549	SMTH1_12330.1	SBOV2_10750.4, SBOV2_10750.2, SBOV2_10750.3
OG0000550	SMTH1_20640.1, SMTH1_20640.2	SBOV2_18130.1
OG0000551	SMTH1_54420.1	SBOV2_48080.1
OG0000553	SMTH1_105000.3	SBOV2_93560.3, SBOV2_93560.4
OG0000553	SMTH1_105000.2	SBOV2_93560.1
OG0000554	SMTH1_12450.1	SBOV2_10870.2, SBOV2_10870.6, SBOV2_10870.7
OG0000555	SMTH1_48570.1	SBOV2_42790.3, SBOV2_42790.2, SBOV2_42790.1, SBOV2_42790.4
OG0000556	SMTH1_73200.1, SMTH1_73210.1	SBOV2_65450.1, SBOV2_65450.4, SBOV2_65450.6, SBOV2_65450.7, SBOV2_65450.5, SBOV2_65450.3, SBOV2_65450.2
OG0000557	SMTH1_41720.1	SBOV2_29940.1, SBOV2_29940.2, SBOV2_29940.3, SBOV2_29940.5, SBOV2_29940.4, SBOV2_29940.6
OG0000558	SMTH1_19690.3, SMTH1_19690.4	SBOV2_17300.3, SBOV2_17300.2, SBOV2_17300.1, SBOV2_17300.4, SBOV2_17300.5, SBOV2_17300.6, SBOV2_17300.9
OG0000559	SMTH1_91010.1	SBOV2_80010.1, SBOV2_80010.3, SBOV2_80010.2
OG0000560	SMTH1_106690.1, SMTH1_106680.1	SBOV2_95600.1, SBOV2_95600.2, SBOV2_95600.3, SBOV2_95600.4
OG0000561	SMTH1_105430.2	SBOV2_93990.2
OG0000561	SMTH1_105430.1	SBOV2_93990.1
OG0000561	SMTH1_105440.1	SBOV2_94000.1
OG0000561	SMTH1_105440.2	SBOV2_94000.1
OG0000562	SMTH1_93790.1, SMTH1_93810.1	SBOV2_83870.1
OG0000563	SMTH1_22040.2, SMTH1_22040.3, SMTH1_22040.4, SMTH1_22040.5, SMTH1_22040.1	SBOV2_19430.5
OG0000564	SMTH1_46800.3, SMTH1_46800.4, SMTH1_46800.2, SMTH1_46800.1	SBOV2_25900.2, SBOV2_25900.1
OG0000565	SMTH1_4010.3, SMTH1_4010.4, SMTH1_4010.1, SMTH1_4010.2	SBOV2_3480.1, SBOV2_3480.2, SBOV2_3480.6, SBOV2_3480.5, SBOV2_3480.4, SBOV2_3480.3
OG0000566	SMTH1_91360.5, SMTH1_91360.6, SMTH1_91360.1, SMTH1_91360.2, SMTH1_91360.3, SMTH1_91360.4	SBOV2_81430.1
OG0000566	SMTH1_91360.7	SBOV2_81430.3, SBOV2_81430.4, SBOV2_81430.6
OG0000567	SMTH1_73100.1	SBOV2_65340.10, SBOV2_65340.7, SBOV2_65340.6, SBOV2_65340.5, SBOV2_65340.8, SBOV2_65340.9, SBOV2_65340.2, SBOV2_65340.1, SBOV2_65340.3, SBOV2_65340.4
OG0000568	SMTH1_62980.1	SBOV2_56100.1
OG0000568	SMTH1_74490.1	SBOV2_66610.1, SBOV2_66610.2, SBOV2_66610.3
OG0000568	SMTH1_38760.1	SBOV2_32750.1
OG0000569	SMTH1_10890.1, SMTH1_10890.2, SMTH1_10890.4, SMTH1_10890.6, SMTH1_10890.9, SMTH1_10890.8, SMTH1_10890.3, SMTH1_10890.5, SMTH1_10890.7	SBOV2_9460.1
OG0000570	SMTH1_14520.1, SMTH1_14530.1	SBOV2_12760.1, SBOV2_12760.2, SBOV2_12760.3
OG0000571	SMTH1_10100.1	SBOV2_8760.1
OG0000572	SMTH1_65870.5, SMTH1_65870.1, SMTH1_65870.2, SMTH1_65870.4, SMTH1_65870.6, SMTH1_65870.3, SMTH1_65860.1, SMTH1_65860.2, SMTH1_65860.3	SBOV2_58890.1
OG0000574	SMTH1_3480.1	SBOV2_2960.3, SBOV2_2960.2, SBOV2_2960.1
OG0000574	SMTH1_3500.1	SBOV2_2990.1
OG0000575	SMTH1_104880.1	SBOV2_93450.3, SBOV2_93450.5, SBOV2_93450.7, SBOV2_93450.11, SBOV2_93450.9, SBOV2_93450.1, SBOV2_93450.12, SBOV2_93450.6, SBOV2_93450.2, SBOV2_93450.10, SBOV2_93450.4, SBOV2_93450.8
OG0000576	SMTH1_49120.1	SBOV2_43370.6, SBOV2_43370.3, SBOV2_43370.5
OG0000577	SMTH1_59150.1, SMTH1_59160.1	SBOV2_52550.4, SBOV2_52550.5, SBOV2_52550.6, SBOV2_52550.1, SBOV2_52550.2, SBOV2_52550.3, SBOV2_52550.7
OG0000579	SMTH1_83930.1	SBOV2_74600.1
OG0000579	SMTH1_83970.1	SBOV2_74640.1
OG0000579	SMTH1_83940.1, SMTH1_83960.1	SBOV2_74620.1, SBOV2_74630.1
OG0000579	SMTH1_84010.1	SBOV2_74670.1
OG0000580	SMTH1_43580.1	SBOV2_28560.1
OG0000580	SMTH1_35940.2, SMTH1_35940.3, SMTH1_35940.4	SBOV2_35280.1, SBOV2_35280.2
OG0000581	SMTH1_67870.1, SMTH1_67870.2	SBOV2_60630.1, SBOV2_60630.2, SBOV2_60630.3, SBOV2_60630.4
OG0000582	SMTH1_92180.1, SMTH1_92180.2	SBOV2_82220.1
OG0000582	SMTH1_92190.1	SBOV2_82230.1
OG0000583	SMTH1_67460.4, SMTH1_67460.5, SMTH1_67460.2, SMTH1_67460.3, SMTH1_67460.1, SMTH1_67460.6	SBOV2_60250.5, SBOV2_60250.2, SBOV2_60250.1, SBOV2_60250.3, SBOV2_60250.4
OG0000584	SMTH1_31550.2, SMTH1_31550.3, SMTH1_31550.5, SMTH1_31550.6, SMTH1_31550.4, SMTH1_31550.1	SBOV2_39130.1
OG0000585	SMTH1_6770.1, SMTH1_6770.2	SBOV2_5880.3, SBOV2_5880.1, SBOV2_5880.2
OG0000586	SMTH1_34510.1	SBOV2_36560.2
OG0000587	SMTH1_72190.1	SBOV2_64500.1, SBOV2_64500.2, SBOV2_64510.1, SBOV2_64530.1
OG0000587	SMTH1_10560.1, SMTH1_10560.2	SBOV2_9150.1
OG0000590	SMTH1_32430.2, SMTH1_32430.1	SBOV2_38410.1
OG0000591	SMTH1_4020.1, SMTH1_4020.4, SMTH1_4020.2, SMTH1_4020.3	SBOV2_3490.1
OG0000592	SMTH1_34320.1, SMTH1_34310.1	SBOV2_36710.1
OG0000593	SMTH1_35300.1	SBOV2_35850.5, SBOV2_35850.10, SBOV2_35850.8, SBOV2_35850.6, SBOV2_35850.2, SBOV2_35850.9, SBOV2_35850.1, SBOV2_35850.3, SBOV2_35850.4, SBOV2_35850.7
OG0000594	SMTH1_55170.8, SMTH1_55170.3, SMTH1_55170.4, SMTH1_55170.5, SMTH1_55170.1, SMTH1_55170.2, SMTH1_55170.6, SMTH1_55170.7	SBOV2_48710.1
OG0000595	SMTH1_53210.3, SMTH1_53210.5, SMTH1_53210.1, SMTH1_53210.6, SMTH1_53210.4, SMTH1_53210.2	SBOV2_47060.2, SBOV2_47060.3, SBOV2_47060.1, SBOV2_47060.6, SBOV2_47060.5, SBOV2_47060.4
OG0000597	SMTH1_63800.1	SBOV2_56960.1
OG0000597	SMTH1_63610.1, SMTH1_63810.1	SBOV2_56790.1, SBOV2_56790.4, SBOV2_56790.2, SBOV2_56790.3
OG0000598	SMTH1_14350.1, SMTH1_14350.2, SMTH1_14350.3, SMTH1_14350.4	SBOV2_12610.1, SBOV2_12610.3, SBOV2_12610.4, SBOV2_12610.5, SBOV2_12610.2, SBOV2_12610.7, SBOV2_12610.6
OG0000599	SMTH1_69710.1, SMTH1_69710.2	SBOV2_62190.2, SBOV2_62190.4, SBOV2_62190.3, SBOV2_62190.1, SBOV2_62190.5, SBOV2_62190.6
OG0000600	SMTH1_75120.1	SBOV2_67220.1
OG0000600	SMTH1_75140.1	SBOV2_67230.1
OG0000601	SMTH1_105320.1	SBOV2_93890.1
OG0000601	SMTH1_45680.1	SBOV2_26880.1
