Orthogroup	schistosoma_mattheei	fasciola_gigantica
OG0000949	SMTH1_17930.1, SMTH1_17940.1, SMTH1_17910.1, SMTH1_17920.1	FGIG_11029, FGIG_12400
OG0000950	SMTH1_59450.1, SMTH1_59450.3, SMTH1_59450.2, SMTH1_59450.4	FGIG_11337
OG0000951	SMTH1_103360.4, SMTH1_103360.2, SMTH1_103360.1, SMTH1_103360.3	FGIG_11751
OG0000952	SMTH1_32740.3, SMTH1_32740.4, SMTH1_32740.1, SMTH1_32740.2	FGIG_11963
OG0000953	SMTH1_69740.1	FGIG_12056
OG0000958	SMTH1_15260.1, SMTH1_15260.2, SMTH1_15260.3, SMTH1_15260.4	FGIG_00120
OG0000959	SMTH1_77500.2, SMTH1_77500.4, SMTH1_77500.1, SMTH1_77500.3	FGIG_00122
OG0000960	SMTH1_25080.3, SMTH1_25080.4, SMTH1_25080.5, SMTH1_25080.2, SMTH1_25080.7, SMTH1_25080.1, SMTH1_25080.6	FGIG_00387, FGIG_06998
OG0000961	SMTH1_43140.1, SMTH1_43140.3, SMTH1_43140.4, SMTH1_43140.2, SMTH1_43140.5	FGIG_01111
OG0000962	SMTH1_82940.7, SMTH1_82940.4, SMTH1_82940.5, SMTH1_82940.6, SMTH1_82940.1, SMTH1_82940.3, SMTH1_82940.2, SMTH1_82940.8, SMTH1_82940.9	FGIG_01352, FGIG_10661
OG0000963	SMTH1_2920.1, SMTH1_2930.1	FGIG_07862, FGIG_01440, FGIG_01439
OG0000964	SMTH1_45390.2, SMTH1_45390.5, SMTH1_45390.1, SMTH1_45390.3, SMTH1_45390.4, SMTH1_45390.6	FGIG_09268, FGIG_01648
OG0000965	SMTH1_70530.1	FGIG_02037
OG0000966	SMTH1_40110.1	FGIG_07892
OG0000966	SMTH1_54810.1	FGIG_02145
OG0000967	SMTH1_39020.1	FGIG_02147
OG0000968	SMTH1_3390.1	FGIG_02274
OG0000969	SMTH1_90270.2, SMTH1_90270.1	FGIG_04795
OG0000969	SMTH1_90260.1, SMTH1_90250.1	FGIG_02776, FGIG_11524
OG0000970	SMTH1_77140.1	FGIG_03075
OG0000971	SMTH1_2360.1, SMTH1_2360.2	FGIG_03179, FGIG_13983
OG0000972	SMTH1_7000.1, SMTH1_7010.1, SMTH1_7020.1, SMTH1_6980.1	FGIG_11948, FGIG_03784
OG0000973	SMTH1_26720.1, SMTH1_26750.4, SMTH1_26750.2, SMTH1_26740.1, SMTH1_26750.1, SMTH1_26750.3	FGIG_03899
OG0000974	SMTH1_61730.5, SMTH1_61730.3, SMTH1_61730.4, SMTH1_61730.2, SMTH1_61730.6, SMTH1_61730.1	FGIG_04084
OG0000975	SMTH1_6810.3, SMTH1_6810.2, SMTH1_6810.1, SMTH1_6820.1	FGIG_09679, FGIG_09681, FGIG_04437, FGIG_09882
OG0000976	SMTH1_11590.1, SMTH1_11590.2, SMTH1_11590.3	FGIG_04455
OG0000977	SMTH1_13460.1	FGIG_04668
OG0000978	SMTH1_23090.1, SMTH1_23090.2, SMTH1_23090.3, SMTH1_23090.4, SMTH1_23090.5	FGIG_04760
OG0000979	SMTH1_81990.1	FGIG_06407, FGIG_04838, FGIG_06406
OG0000980	SMTH1_58020.5, SMTH1_58020.2, SMTH1_58020.1, SMTH1_58020.3, SMTH1_58020.4	FGIG_04979
OG0000981	SMTH1_44690.1, SMTH1_44680.1	FGIG_05295, FGIG_09246
OG0000982	SMTH1_71550.1, SMTH1_71560.1	FGIG_05391
OG0000983	SMTH1_17360.1	FGIG_05642
OG0000984	SMTH1_38640.1	FGIG_08758, FGIG_05698
OG0000985	SMTH1_17890.1, SMTH1_17890.4, SMTH1_17890.2, SMTH1_17890.3, SMTH1_17890.5, SMTH1_17890.6	FGIG_05895
OG0000986	SMTH1_81000.1, SMTH1_81000.4, SMTH1_81000.2, SMTH1_81000.3	FGIG_07315, FGIG_06076
OG0000987	SMTH1_92490.1	FGIG_06114
OG0000988	SMTH1_63410.1, SMTH1_63410.2, SMTH1_63410.3	FGIG_06297
OG0000989	SMTH1_57360.3, SMTH1_57360.5, SMTH1_57360.1, SMTH1_57360.2, SMTH1_57360.4	FGIG_11034, FGIG_06813
OG0000990	SMTH1_5440.2, SMTH1_5440.4, SMTH1_5440.7, SMTH1_5440.1, SMTH1_5440.5, SMTH1_5440.3, SMTH1_5440.6	FGIG_07158, FGIG_12628
OG0000991	SMTH1_65330.1	FGIG_07197
OG0000992	SMTH1_49270.1, SMTH1_49270.3, SMTH1_49270.4, SMTH1_49270.2	FGIG_07340
OG0000993	SMTH1_86860.3, SMTH1_86860.4, SMTH1_86860.1, SMTH1_86860.2	FGIG_08844
OG0000994	SMTH1_37680.1, SMTH1_37690.1, SMTH1_37670.1	FGIG_10501, FGIG_09627
OG0000995	SMTH1_89450.2, SMTH1_89450.4, SMTH1_89450.3, SMTH1_89450.1	FGIG_10198
OG0000996	SMTH1_71700.1, SMTH1_71700.2, SMTH1_71700.3, SMTH1_71690.1	FGIG_10353
OG0000997	SMTH1_98510.1, SMTH1_98510.2	FGIG_10470
OG0000998	SMTH1_61950.1, SMTH1_61940.1	FGIG_10771
OG0000999	SMTH1_41880.1, SMTH1_41880.2	FGIG_11336
OG0001000	SMTH1_8090.1	FGIG_12086, FGIG_12087
OG0001009	SMTH1_97630.3, SMTH1_97630.4, SMTH1_97630.1, SMTH1_97630.2	FGIG_10563
OG0001010	SMTH1_67040.1, SMTH1_67040.2, SMTH1_67040.3	FGIG_00263
OG0001011	SMTH1_44170.2, SMTH1_44170.5, SMTH1_44170.6, SMTH1_44170.1, SMTH1_44170.3, SMTH1_44170.4	FGIG_00583
OG0001012	SMTH1_5900.2, SMTH1_5900.5, SMTH1_5900.7, SMTH1_5900.1, SMTH1_5900.3, SMTH1_5900.6, SMTH1_5900.4	FGIG_00716, FGIG_12423
OG0001013	SMTH1_15380.7, SMTH1_15380.5, SMTH1_15380.6, SMTH1_15380.1, SMTH1_15380.3, SMTH1_15380.4, SMTH1_15380.2	FGIG_00937
OG0001014	SMTH1_4630.1	FGIG_01167
OG0001015	SMTH1_41580.1, SMTH1_107080.1, SMTH1_42450.1, SMTH1_107090.1, SMTH1_42500.1	FGIG_01288
OG0001016	SMTH1_41660.1, SMTH1_41660.2, SMTH1_41660.3, SMTH1_41660.4	FGIG_01491
OG0001017	SMTH1_17340.1, SMTH1_17340.2	FGIG_01516, FGIG_01517
OG0001018	SMTH1_32980.3, SMTH1_32980.1, SMTH1_32980.2	FGIG_02109
OG0001019	SMTH1_47000.2, SMTH1_47000.1, SMTH1_47000.3	FGIG_02200
OG0001020	SMTH1_12230.1, SMTH1_12230.2, SMTH1_12230.4, SMTH1_12230.3	FGIG_02310
OG0001021	SMTH1_32710.1, SMTH1_32720.1	FGIG_02501
OG0001022	SMTH1_23290.1, SMTH1_23280.1	FGIG_02913, FGIG_08770, FGIG_08768
OG0001023	SMTH1_70160.1	FGIG_03103
OG0001024	SMTH1_87000.1, SMTH1_87010.1	FGIG_03356
OG0001025	SMTH1_98100.2, SMTH1_98100.3, SMTH1_98100.4, SMTH1_98100.1, SMTH1_98100.6, SMTH1_98100.5, SMTH1_98100.7	FGIG_12668, FGIG_03893, FGIG_10500
OG0001026	SMTH1_55480.1, SMTH1_55480.2, SMTH1_55480.4, SMTH1_55480.5, SMTH1_55480.3	FGIG_03951
OG0001027	SMTH1_1130.1	FGIG_04042
OG0001028	SMTH1_61610.3, SMTH1_61610.4, SMTH1_61610.2, SMTH1_61610.1	FGIG_04078
OG0001029	SMTH1_55700.1, SMTH1_55710.1, SMTH1_55720.1	FGIG_04129, FGIG_04130
OG0001030	SMTH1_32020.1	FGIG_04177
OG0001031	SMTH1_78340.1	FGIG_04662
OG0001032	SMTH1_71720.1, SMTH1_71720.2, SMTH1_71720.3, SMTH1_71720.4	FGIG_04868
OG0001033	SMTH1_80220.1, SMTH1_80220.4, SMTH1_80220.2, SMTH1_80220.3	FGIG_04915, FGIG_04916
OG0001034	SMTH1_60210.2, SMTH1_60230.1, SMTH1_60210.3, SMTH1_60210.4, SMTH1_60230.2, SMTH1_60210.1	FGIG_05173
OG0001035	SMTH1_60780.1, SMTH1_60780.2	FGIG_05181, FGIG_11101
OG0001036	SMTH1_19290.1	FGIG_05654
OG0001037	SMTH1_23340.2, SMTH1_23340.3, SMTH1_23340.4, SMTH1_23340.1	FGIG_07174, FGIG_05783
OG0001038	SMTH1_1910.2, SMTH1_1910.1, SMTH1_1910.3, SMTH1_1910.4	FGIG_05873
OG0001039	SMTH1_30230.1	FGIG_06217, FGIG_05903
OG0001040	SMTH1_89990.1	FGIG_06139
OG0001041	SMTH1_104630.1	FGIG_06435
OG0001042	SMTH1_13300.1	FGIG_08094, FGIG_08095
OG0001043	SMTH1_54080.1, SMTH1_54080.2	FGIG_06983, FGIG_06984
OG0001044	SMTH1_74880.1, SMTH1_74890.1	FGIG_07014
OG0001045	SMTH1_74390.1	FGIG_07163
OG0001046	SMTH1_56990.1, SMTH1_56990.4, SMTH1_56990.2, SMTH1_56990.3	FGIG_08519, FGIG_11328
OG0001047	SMTH1_106250.1, SMTH1_106260.1, SMTH1_106240.1	FGIG_08858
OG0001048	SMTH1_86920.1, SMTH1_86920.2, SMTH1_86920.3	FGIG_08890
OG0001049	SMTH1_61440.4, SMTH1_61440.3, SMTH1_61440.1, SMTH1_61440.2	FGIG_08971
OG0001050	SMTH1_69290.1, SMTH1_69300.1	FGIG_09019
OG0001051	SMTH1_97490.1, SMTH1_97490.2, SMTH1_97490.3, SMTH1_97490.4, SMTH1_97490.5, SMTH1_97490.6, SMTH1_97490.7	FGIG_09084
OG0001052	SMTH1_61410.2, SMTH1_61410.3, SMTH1_61410.1	FGIG_09153
OG0001053	SMTH1_70640.1, SMTH1_70640.2, SMTH1_70640.6, SMTH1_70640.5, SMTH1_70640.4, SMTH1_70640.3	FGIG_09535
OG0001054	SMTH1_13000.1, SMTH1_13010.1, SMTH1_13020.1	FGIG_10019
OG0001055	SMTH1_42980.1, SMTH1_42970.1	FGIG_10263
OG0001056	SMTH1_64330.1	FGIG_10435
OG0001057	SMTH1_97290.1	FGIG_10952
OG0001058	SMTH1_67710.1, SMTH1_67700.2, SMTH1_67700.1	FGIG_11110, FGIG_11111
OG0001059	SMTH1_18780.2, SMTH1_18780.3, SMTH1_18780.1	FGIG_11177
OG0001060	SMTH1_71030.1	FGIG_11797, FGIG_11343, FGIG_11342
OG0001068	SMTH1_84390.1, SMTH1_84390.2	FGIG_00040
OG0001070	SMTH1_48920.1, SMTH1_70220.1	FGIG_03027
OG0001070	SMTH1_84890.1	FGIG_00667
OG0001071	SMTH1_72460.1, SMTH1_72460.2	FGIG_07533, FGIG_00739
OG0001072	SMTH1_47050.1, SMTH1_47050.3, SMTH1_47050.2, SMTH1_47050.4, SMTH1_47050.5	FGIG_01150
OG0001073	SMTH1_18600.1	FGIG_01202, FGIG_01203
OG0001074	SMTH1_30480.1, SMTH1_30470.1	FGIG_01210
OG0001075	SMTH1_68790.1	FGIG_01512
OG0001076	SMTH1_51730.3, SMTH1_51730.4, SMTH1_51730.1, SMTH1_51730.2	FGIG_01548
OG0001077	SMTH1_56070.1	FGIG_01785, FGIG_06860
OG0001078	SMTH1_68150.1, SMTH1_68160.1	FGIG_01797, FGIG_12525
OG0001079	SMTH1_83760.1, SMTH1_83760.2, SMTH1_83760.3, SMTH1_83760.4	FGIG_04699
OG0001080	SMTH1_82140.1, SMTH1_82140.3, SMTH1_82140.2, SMTH1_82140.5, SMTH1_82140.4, SMTH1_82140.6	FGIG_02556
OG0001081	SMTH1_37740.1	FGIG_03048
OG0001082	SMTH1_54390.1	FGIG_03102
OG0001083	SMTH1_104790.3, SMTH1_104790.2, SMTH1_104790.1	FGIG_03601
OG0001084	SMTH1_22900.3, SMTH1_22900.1, SMTH1_22900.5, SMTH1_22900.2, SMTH1_22900.4	FGIG_03671
OG0001086	SMTH1_79850.1, SMTH1_79840.1	FGIG_03975, FGIG_03974
OG0001087	SMTH1_57240.1	FGIG_06664
OG0001087	SMTH1_40250.1	FGIG_04176
OG0001088	SMTH1_26180.1, SMTH1_26190.1, SMTH1_27310.1	FGIG_04337
OG0001089	SMTH1_72440.1, SMTH1_72440.2, SMTH1_72440.3, SMTH1_72440.4	FGIG_04339
OG0001090	SMTH1_106930.1, SMTH1_106930.2	FGIG_04584
OG0001091	SMTH1_54280.1	FGIG_04846
OG0001092	SMTH1_77340.1	FGIG_05033
OG0001093	SMTH1_90540.1	FGIG_05118, FGIG_08573
OG0001094	SMTH1_40550.1, SMTH1_40550.3, SMTH1_40550.4, SMTH1_40550.2	FGIG_10015, FGIG_05520
OG0001095	SMTH1_56910.1	FGIG_05851
OG0001096	SMTH1_21480.1, SMTH1_21480.3, SMTH1_21480.2	FGIG_06037
OG0001097	SMTH1_76930.1	FGIG_11329, FGIG_06852, FGIG_06111
OG0001098	SMTH1_35460.2, SMTH1_35460.1	FGIG_06590
OG0001099	SMTH1_102560.1	FGIG_06592, FGIG_11369
OG0001100	SMTH1_75560.1, SMTH1_75550.1	FGIG_10246, FGIG_06668
OG0001101	SMTH1_51090.1, SMTH1_51120.1	FGIG_06746, FGIG_09913
OG0001102	SMTH1_69510.4, SMTH1_69510.1, SMTH1_69510.2, SMTH1_69510.3	FGIG_06752
OG0001103	SMTH1_104660.3, SMTH1_104660.4, SMTH1_104660.1, SMTH1_104660.2	FGIG_06925
OG0001104	SMTH1_69480.1, SMTH1_69490.1	FGIG_07204, FGIG_07205
OG0001105	SMTH1_35550.1, SMTH1_35550.2, SMTH1_35550.3, SMTH1_35550.4, SMTH1_35550.5	FGIG_07324
OG0001106	SMTH1_76080.1	FGIG_07485
OG0001107	SMTH1_57390.6, SMTH1_57390.3, SMTH1_57390.4, SMTH1_57390.5, SMTH1_57390.1, SMTH1_57390.2	FGIG_07647
OG0001108	SMTH1_31690.2, SMTH1_31690.5, SMTH1_31690.3, SMTH1_31690.4, SMTH1_31690.1	FGIG_08427
OG0001109	SMTH1_37800.1	FGIG_08484, FGIG_08485
OG0001110	SMTH1_4460.1, SMTH1_4470.1	FGIG_09011
OG0001111	SMTH1_54760.1, SMTH1_54760.2, SMTH1_54760.3	FGIG_09579, FGIG_09578
OG0001112	SMTH1_106020.1, SMTH1_105990.1, SMTH1_106010.1	FGIG_09596
OG0001113	SMTH1_8860.1	FGIG_09744
OG0001114	SMTH1_7600.3, SMTH1_7600.5, SMTH1_7600.1, SMTH1_7600.4, SMTH1_7600.2	FGIG_09856
OG0001115	SMTH1_104760.4, SMTH1_104760.2, SMTH1_104760.1, SMTH1_104760.3	FGIG_10139
OG0001116	SMTH1_89960.1	FGIG_11923, FGIG_10461
OG0001117	SMTH1_16930.1, SMTH1_16930.2, SMTH1_16930.3, SMTH1_16930.4, SMTH1_16930.5, SMTH1_16930.6	FGIG_10571
OG0001118	SMTH1_79420.1, SMTH1_79430.1, SMTH1_79440.1	FGIG_11081
OG0001119	SMTH1_72420.1, SMTH1_72420.2	FGIG_11555
OG0001120	SMTH1_35120.1	FGIG_11558
OG0001121	SMTH1_62930.1	FGIG_11654
OG0001122	SMTH1_88330.1, SMTH1_88330.2, SMTH1_88330.3, SMTH1_88330.4, SMTH1_88330.5	FGIG_12006
OG0001123	SMTH1_100420.1, SMTH1_100420.2, SMTH1_100420.3, SMTH1_100420.4	FGIG_12321
OG0001124	SMTH1_41910.5, SMTH1_41910.1, SMTH1_41910.2, SMTH1_41910.3, SMTH1_41910.4	FGIG_12395
OG0001125	SMTH1_15350.1, SMTH1_15350.3, SMTH1_15330.1, SMTH1_15350.2	FGIG_12588
OG0001129	SMTH1_41080.1, SMTH1_41070.1, SMTH1_41070.2	FGIG_00014, FGIG_00015
OG0001130	SMTH1_13420.1, SMTH1_13410.1	FGIG_00274
OG0001131	SMTH1_82340.1	FGIG_01558, FGIG_00298, FGIG_09149
OG0001132	SMTH1_92280.1, SMTH1_92290.1	FGIG_00496, FGIG_00497
OG0001133	SMTH1_17750.2, SMTH1_17750.1	FGIG_02833, FGIG_00526
OG0001134	SMTH1_72650.1, SMTH1_72650.3, SMTH1_72650.2, SMTH1_72650.4	FGIG_12437, FGIG_00591
OG0001135	SMTH1_38220.1	FGIG_02017, FGIG_00617, FGIG_07747, FGIG_02078
OG0001136	SMTH1_26280.1	FGIG_00645, FGIG_03058, FGIG_03059
OG0001137	SMTH1_59630.1, SMTH1_59640.1	FGIG_00823, FGIG_00821
OG0001138	SMTH1_22690.1, SMTH1_22690.2	FGIG_01503
OG0001139	SMTH1_41440.1, SMTH1_41440.2	FGIG_01506
OG0001140	SMTH1_51640.1, SMTH1_51640.2, SMTH1_51640.3	FGIG_01543
OG0001141	SMTH1_88810.1, SMTH1_88850.1, SMTH1_88820.1, SMTH1_88820.3, SMTH1_88820.2, SMTH1_88840.1	FGIG_01893, FGIG_01892
OG0001142	SMTH1_14560.1, SMTH1_14540.3, SMTH1_14540.2, SMTH1_14540.1	FGIG_02001, FGIG_02003
OG0001143	SMTH1_69880.1, SMTH1_69890.1	FGIG_02060
OG0001144	SMTH1_40040.1	FGIG_02616, FGIG_03492
OG0001145	SMTH1_72810.1, SMTH1_72810.2, SMTH1_72810.3, SMTH1_72810.4, SMTH1_72810.5, SMTH1_72810.6, SMTH1_72810.7	FGIG_02867
OG0001146	SMTH1_5060.1, SMTH1_5060.2, SMTH1_5060.3, SMTH1_5060.4	FGIG_03198
OG0001147	SMTH1_8750.1, SMTH1_8750.2, SMTH1_8750.3, SMTH1_8750.4	FGIG_04109, FGIG_03472
OG0001148	SMTH1_78420.1	FGIG_03714
OG0001149	SMTH1_86930.1	FGIG_03749
OG0001150	SMTH1_57990.1	FGIG_03772
OG0001151	SMTH1_99610.1	FGIG_04134, FGIG_04135
OG0001152	SMTH1_14330.1, SMTH1_14330.2, SMTH1_14330.3, SMTH1_14330.4, SMTH1_14330.5, SMTH1_14330.6	FGIG_04580, FGIG_07119
OG0001153	SMTH1_76750.1	FGIG_04681
OG0001154	SMTH1_48970.1	FGIG_04952
OG0001155	SMTH1_54160.1, SMTH1_54160.2, SMTH1_54160.3	FGIG_05185, FGIG_05184
OG0001156	SMTH1_8690.1, SMTH1_107530.1	FGIG_05213
OG0001157	SMTH1_69920.1	FGIG_05241
OG0001158	SMTH1_47230.1, SMTH1_47230.2	FGIG_05413
OG0001159	SMTH1_102330.1	FGIG_05437
OG0001160	SMTH1_23540.2, SMTH1_23540.1, SMTH1_23540.3, SMTH1_23540.4	FGIG_05512
OG0001161	SMTH1_76070.1, SMTH1_72930.1	FGIG_05665, FGIG_05664
OG0001162	SMTH1_39590.1	FGIG_05816
OG0001163	SMTH1_85880.1	FGIG_06050, FGIG_06049
OG0001164	SMTH1_90900.1	FGIG_06154
OG0001165	SMTH1_64020.2, SMTH1_64020.3, SMTH1_64020.4, SMTH1_64020.1	FGIG_06975
OG0001166	SMTH1_12370.1, SMTH1_12370.3, SMTH1_12370.2, SMTH1_12370.4, SMTH1_12370.5	FGIG_07145
OG0001167	SMTH1_39580.1	FGIG_07296
OG0001168	SMTH1_14110.1	FGIG_07458, FGIG_07459
OG0001169	SMTH1_56100.1	FGIG_07667
OG0001170	SMTH1_12690.1, SMTH1_12680.1	FGIG_07739
OG0001171	SMTH1_17290.1	FGIG_07821
OG0001172	SMTH1_67260.1, SMTH1_67260.2	FGIG_08034
OG0001173	SMTH1_2150.2, SMTH1_2150.3, SMTH1_2150.5, SMTH1_2150.6, SMTH1_2150.7, SMTH1_2150.8, SMTH1_2150.4, SMTH1_2150.1	FGIG_08233
OG0001174	SMTH1_11060.1	FGIG_08325
OG0001175	SMTH1_58060.1, SMTH1_58070.1	FGIG_08343
OG0001176	SMTH1_81680.1	FGIG_08377
OG0001177	SMTH1_27540.1	FGIG_08477
OG0001178	SMTH1_3090.1, SMTH1_3070.1, SMTH1_3080.1	FGIG_08746
OG0001179	SMTH1_103490.1, SMTH1_103490.2	FGIG_08962
OG0001180	SMTH1_10610.1, SMTH1_10610.3, SMTH1_10610.4, SMTH1_10610.2	FGIG_09159, FGIG_11284
OG0001181	SMTH1_64050.1, SMTH1_64060.1	FGIG_09440
OG0001182	SMTH1_39850.3, SMTH1_39850.2, SMTH1_39850.1, SMTH1_39850.4	FGIG_09577, FGIG_12267
OG0001183	SMTH1_12410.1	FGIG_09838
OG0001184	SMTH1_4090.1, SMTH1_4090.2	FGIG_09947
OG0001185	SMTH1_12000.1, SMTH1_12000.3, SMTH1_12000.2	FGIG_10786
OG0001186	SMTH1_5660.1	FGIG_10879
OG0001187	SMTH1_34790.1, SMTH1_34790.2, SMTH1_34790.3	FGIG_11096
OG0001188	SMTH1_9000.2, SMTH1_9000.3, SMTH1_9000.1	FGIG_11471
OG0001189	SMTH1_16050.1, SMTH1_16060.1	FGIG_12652, FGIG_11638
OG0001190	SMTH1_40060.1, SMTH1_40060.2, SMTH1_40060.3	FGIG_11792
OG0001191	SMTH1_7990.1	FGIG_11901
OG0001192	SMTH1_47610.1	FGIG_12164, FGIG_12599
OG0001193	SMTH1_91730.1	FGIG_12177
OG0001194	SMTH1_7420.1	FGIG_12597
OG0001202	SMTH1_15040.1, SMTH1_15040.2, SMTH1_15040.3, SMTH1_15040.4	FGIG_00092, FGIG_00091, FGIG_00090
OG0001203	SMTH1_1630.1, SMTH1_1630.2	FGIG_00255
OG0001203	SMTH1_91030.1	FGIG_01145
OG0001204	SMTH1_74050.3, SMTH1_74050.4, SMTH1_74050.1, SMTH1_74050.2	FGIG_00416
OG0001205	SMTH1_40270.1, SMTH1_40270.2, SMTH1_40270.3, SMTH1_40270.4	FGIG_00431, FGIG_00433
OG0001206	SMTH1_50460.1, SMTH1_53230.1, SMTH1_50140.1, SMTH1_56710.1, SMTH1_52190.1, SMTH1_42800.1, SMTH1_51580.1, SMTH1_47700.1, SMTH1_58450.1, SMTH1_9420.1, SMTH1_50220.1	FGIG_00521
OG0001207	SMTH1_16670.1	FGIG_00624
OG0001208	SMTH1_42150.1, SMTH1_42150.2, SMTH1_42150.4, SMTH1_42150.5, SMTH1_42150.6, SMTH1_42150.3	FGIG_00768, FGIG_10999, FGIG_08146
OG0001209	SMTH1_54460.1	FGIG_00773
OG0001210	SMTH1_103350.1	FGIG_00783
OG0001211	SMTH1_19420.1	FGIG_00866
OG0001212	SMTH1_27180.1	FGIG_00887, FGIG_00886
OG0001213	SMTH1_7790.1, SMTH1_7800.1	FGIG_00940
OG0001214	SMTH1_31530.1, SMTH1_31530.2, SMTH1_31530.3	FGIG_00963
OG0001215	SMTH1_71010.1, SMTH1_71010.2, SMTH1_71010.3	FGIG_00989
OG0001216	SMTH1_29540.2, SMTH1_29540.1	FGIG_01139
OG0001217	SMTH1_81280.3, SMTH1_81280.2, SMTH1_81280.4, SMTH1_81280.1	FGIG_01201, FGIG_09525
OG0001218	SMTH1_13990.1, SMTH1_13990.2, SMTH1_13990.3, SMTH1_13990.4	FGIG_01297
OG0001219	SMTH1_1370.1, SMTH1_1370.2, SMTH1_1370.3	FGIG_01301
OG0001220	SMTH1_105270.1, SMTH1_105270.2, SMTH1_105270.3, SMTH1_105270.4, SMTH1_105270.5, SMTH1_105270.6	FGIG_01568
OG0001221	SMTH1_69540.1	FGIG_01627
OG0001222	SMTH1_101990.1	FGIG_01806
OG0001223	SMTH1_36350.3, SMTH1_36350.4, SMTH1_36350.2, SMTH1_36350.1	FGIG_12507, FGIG_01808
OG0001224	SMTH1_91290.1	FGIG_11675, FGIG_01980, FGIG_11674
OG0001225	SMTH1_65360.1	FGIG_11699, FGIG_02205
OG0001226	SMTH1_51420.1, SMTH1_51420.6, SMTH1_51420.3, SMTH1_51420.5, SMTH1_51420.2, SMTH1_51420.4	FGIG_02402, FGIG_02403
OG0001227	SMTH1_68810.5, SMTH1_68810.1, SMTH1_68810.2, SMTH1_68810.4, SMTH1_68810.3	FGIG_02427, FGIG_10207
OG0001228	SMTH1_50030.5, SMTH1_50030.2, SMTH1_50030.3, SMTH1_50030.1, SMTH1_50030.4	FGIG_04742, FGIG_05551, FGIG_02693, FGIG_12115, FGIG_02692
OG0001229	SMTH1_33820.1, SMTH1_33820.2, SMTH1_33820.3, SMTH1_33820.4	FGIG_02875
OG0001230	SMTH1_18650.1, SMTH1_18660.1	FGIG_02882
OG0001231	SMTH1_43970.1, SMTH1_43970.4, SMTH1_43970.2, SMTH1_43970.3	FGIG_02962
OG0001232	SMTH1_90950.1, SMTH1_90960.1	FGIG_03290, FGIG_10388
OG0001233	SMTH1_6830.3, SMTH1_6830.4, SMTH1_6830.5, SMTH1_6830.1, SMTH1_6830.2	FGIG_03583
OG0001234	SMTH1_49170.1, SMTH1_49170.2, SMTH1_49170.3	FGIG_03890
OG0001235	SMTH1_32000.1, SMTH1_31990.1	FGIG_05015, FGIG_04167
OG0001236	SMTH1_70630.1	FGIG_04255, FGIG_04254
OG0001237	SMTH1_29480.1, SMTH1_29430.1, SMTH1_29430.2, SMTH1_29430.4, SMTH1_29430.3	FGIG_04341
OG0001238	SMTH1_92940.2, SMTH1_92940.5, SMTH1_92940.1, SMTH1_92940.4, SMTH1_92940.3	FGIG_04821, FGIG_10088
OG0001239	SMTH1_14010.1, SMTH1_14010.2, SMTH1_14010.3, SMTH1_14010.4, SMTH1_14010.5, SMTH1_14010.6	FGIG_04854
OG0001240	SMTH1_60200.1	FGIG_05002
OG0001241	SMTH1_66290.1	FGIG_05887
OG0001241	SMTH1_82900.1	FGIG_05099
OG0001242	SMTH1_62530.1	FGIG_05100, FGIG_11527, FGIG_06927, FGIG_10131, FGIG_10130
OG0001243	SMTH1_7760.1, SMTH1_7770.1	FGIG_08567, FGIG_05341
OG0001244	SMTH1_99430.1, SMTH1_99430.3, SMTH1_99430.2	FGIG_05347
OG0001245	SMTH1_13600.1, SMTH1_13590.1, SMTH1_13580.1	FGIG_05932
OG0001246	SMTH1_36810.1, SMTH1_36820.1	FGIG_06383
OG0001247	SMTH1_41360.1	FGIG_06416
OG0001248	SMTH1_6470.1, SMTH1_6480.1	FGIG_06917
OG0001249	SMTH1_39940.1, SMTH1_39940.2	FGIG_06968
OG0001250	SMTH1_2480.1, SMTH1_2490.2, SMTH1_2490.1	FGIG_06989
OG0001251	SMTH1_86050.1	FGIG_07285
OG0001252	SMTH1_57860.1, SMTH1_57860.2, SMTH1_57860.3, SMTH1_57860.4	FGIG_07384
OG0001253	SMTH1_61070.1	FGIG_07753, FGIG_07752
OG0001254	SMTH1_36430.1, SMTH1_36420.1, SMTH1_36420.2	FGIG_12494, FGIG_07899, FGIG_07901
OG0001255	SMTH1_32120.1, SMTH1_32120.2, SMTH1_32120.4, SMTH1_32120.5, SMTH1_32120.6, SMTH1_32120.3	FGIG_07955
OG0001256	SMTH1_54060.1	FGIG_10216, FGIG_08072, FGIG_08073
OG0001257	SMTH1_29820.7, SMTH1_29820.2, SMTH1_29820.3, SMTH1_29820.5, SMTH1_29820.1, SMTH1_29820.8, SMTH1_29820.9, SMTH1_29820.10, SMTH1_29820.6, SMTH1_29820.4	FGIG_10494, FGIG_08198
OG0001258	SMTH1_85330.1, SMTH1_85330.2, SMTH1_85330.4, SMTH1_85330.3	FGIG_08259
OG0001259	SMTH1_66130.1, SMTH1_66130.2, SMTH1_66130.4, SMTH1_66130.3, SMTH1_66130.5	FGIG_08281
OG0001260	SMTH1_1800.1, SMTH1_1800.3, SMTH1_1800.2	FGIG_08501, FGIG_08502
OG0001261	SMTH1_50740.1	FGIG_08782
OG0001262	SMTH1_91800.1, SMTH1_91800.2	FGIG_08945
OG0001263	SMTH1_99590.1, SMTH1_99590.2, SMTH1_99600.1	FGIG_09513
