Orthogroup	schistosoma_mattheei	s.mekongi
OG0000926	SMTH1_29910.1	KAK4472929.1
OG0000927	SMTH1_21740.13, SMTH1_21740.6, SMTH1_21740.1, SMTH1_21740.10, SMTH1_21740.11, SMTH1_21740.2, SMTH1_21740.3, SMTH1_21740.4, SMTH1_21740.7, SMTH1_21740.8, SMTH1_21740.9, SMTH1_21740.12, SMTH1_21740.5	KAK4475055.1
OG0000928	SMTH1_35830.3, SMTH1_35830.4, SMTH1_35830.5, SMTH1_35830.6, SMTH1_35830.7, SMTH1_35830.8, SMTH1_35830.1, SMTH1_35830.2, SMTH1_35840.4, SMTH1_35840.2, SMTH1_35840.5, SMTH1_35840.1, SMTH1_35840.3	KAK4474205.1
OG0000929	SMTH1_72160.1, SMTH1_72160.2	KAK4471201.1
OG0000930	SMTH1_47240.1, SMTH1_47240.2, SMTH1_47240.3, SMTH1_47240.4, SMTH1_47240.7, SMTH1_47240.5, SMTH1_47240.6	KAK4473473.1
OG0000931	SMTH1_79480.1	KAK4470219.1
OG0000932	SMTH1_1330.1, SMTH1_1330.3, SMTH1_1330.4, SMTH1_1330.5, SMTH1_1330.6, SMTH1_1330.7, SMTH1_1330.8, SMTH1_1330.2	KAK4476123.1
OG0000933	SMTH1_44220.1, SMTH1_44220.2, SMTH1_44230.1	KAK4473701.1
OG0000934	SMTH1_11480.1	KAK4476302.1
OG0000935	SMTH1_71490.1	KAK4471482.1
OG0000936	SMTH1_104360.5, SMTH1_104360.1, SMTH1_104360.3, SMTH1_104360.4, SMTH1_104360.2	KAK4467944.1
OG0000937	SMTH1_60440.1	KAK4469907.1
OG0000938	SMTH1_66390.1, SMTH1_66380.1	KAK4471997.1
OG0000939	SMTH1_96500.5, SMTH1_96500.1, SMTH1_96500.2, SMTH1_96500.3, SMTH1_96500.4	KAK4468842.1
OG0000940	SMTH1_6600.1, SMTH1_6620.1, SMTH1_6610.1	KAK4475887.1
OG0000941	SMTH1_35630.1	KAK4472578.1
OG0000942	SMTH1_17740.1	KAK4474779.1
OG0000943	SMTH1_31860.3, SMTH1_31860.1, SMTH1_31860.2	KAK4472800.1
OG0000944	SMTH1_64370.1	KAK4471183.1
OG0000945	SMTH1_12670.5, SMTH1_12670.1, SMTH1_12670.2, SMTH1_12670.3, SMTH1_12670.4, SMTH1_12670.6	KAK4474600.1
OG0000946	SMTH1_9880.1	KAK4476224.1
OG0000947	SMTH1_43100.1, SMTH1_43090.1	KAK4473782.1
OG0000948	SMTH1_90130.1	KAK4468000.1
OG0000949	SMTH1_17930.1, SMTH1_17940.1, SMTH1_17910.1, SMTH1_17920.1	KAK4474797.1, KAK4474796.1
OG0000950	SMTH1_59450.1, SMTH1_59450.3, SMTH1_59450.2, SMTH1_59450.4	KAK4469335.1
OG0000951	SMTH1_103360.4, SMTH1_103360.2, SMTH1_103360.1, SMTH1_103360.3	KAK4467725.1, KAK4467726.1
OG0000952	SMTH1_32740.3, SMTH1_32740.4, SMTH1_32740.1, SMTH1_32740.2	KAK4472413.1
OG0000953	SMTH1_69740.1	KAK4471693.1
OG0000955	SMTH1_14020.1, SMTH1_14020.3, SMTH1_14020.4, SMTH1_14020.5, SMTH1_14020.2	KAK4474643.1
OG0000958	SMTH1_15260.1, SMTH1_15260.2, SMTH1_15260.3, SMTH1_15260.4	KAK4475258.1
OG0000959	SMTH1_77500.2, SMTH1_77500.4, SMTH1_77500.1, SMTH1_77500.3	KAK4470133.1
OG0000960	SMTH1_25080.3, SMTH1_25080.4, SMTH1_25080.5, SMTH1_25080.2, SMTH1_25080.7, SMTH1_25080.1, SMTH1_25080.6	KAK4475503.1
OG0000961	SMTH1_43140.1, SMTH1_43140.3, SMTH1_43140.4, SMTH1_43140.2, SMTH1_43140.5	KAK4473786.1
OG0000962	SMTH1_82940.7, SMTH1_82940.4, SMTH1_82940.5, SMTH1_82940.6, SMTH1_82940.1, SMTH1_82940.3, SMTH1_82940.2, SMTH1_82940.8, SMTH1_82940.9	KAK4470465.1
OG0000963	SMTH1_2920.1, SMTH1_2930.1	KAK4475528.1
OG0000964	SMTH1_45390.2, SMTH1_45390.5, SMTH1_45390.1, SMTH1_45390.3, SMTH1_45390.4, SMTH1_45390.6	KAK4473624.1
OG0000965	SMTH1_70530.1	KAK4471425.1
OG0000966	SMTH1_40110.1	KAK4474035.1
OG0000966	SMTH1_54810.1	KAK4469278.1
OG0000967	SMTH1_39020.1	KAK4474115.1
OG0000968	SMTH1_3390.1	KAK4475563.1, KAK4475566.1
OG0000969	SMTH1_90270.2, SMTH1_90270.1	KAK4468356.1, KAK4468355.1
OG0000969	SMTH1_90260.1, SMTH1_90250.1	KAK4468357.1
OG0000970	SMTH1_77140.1	KAK4470288.1
OG0000971	SMTH1_2360.1, SMTH1_2360.2	KAK4475069.1
OG0000972	SMTH1_7000.1, SMTH1_7010.1, SMTH1_7020.1, SMTH1_6980.1	KAK4475919.1
OG0000973	SMTH1_26720.1	KAK4473078.1
OG0000973	SMTH1_26750.4, SMTH1_26750.2, SMTH1_26740.1, SMTH1_26750.1, SMTH1_26750.3	KAK4473076.1, KAK4473077.1
OG0000974	SMTH1_61730.5, SMTH1_61730.3, SMTH1_61730.4, SMTH1_61730.2, SMTH1_61730.6, SMTH1_61730.1	KAK4469802.1
OG0000975	SMTH1_6810.3, SMTH1_6810.2, SMTH1_6810.1, SMTH1_6820.1	KAK4475902.1
OG0000976	SMTH1_11590.1, SMTH1_11590.2, SMTH1_11590.3	KAK4476301.1
OG0000977	SMTH1_13460.1	KAK4474438.1
OG0000978	SMTH1_23090.1, SMTH1_23090.2, SMTH1_23090.3, SMTH1_23090.4, SMTH1_23090.5	KAK4475351.1
OG0000979	SMTH1_81990.1	KAK4467504.1
OG0000980	SMTH1_58020.5, SMTH1_58020.2, SMTH1_58020.1, SMTH1_58020.3, SMTH1_58020.4	KAK4469712.1
OG0000981	SMTH1_44690.1, SMTH1_44680.1	KAK4467302.1
OG0000982	SMTH1_71550.1, SMTH1_71560.1	KAK4471784.1
OG0000983	SMTH1_17360.1	KAK4475242.1
OG0000984	SMTH1_38640.1	KAK4474162.1
OG0000985	SMTH1_17890.1, SMTH1_17890.4, SMTH1_17890.2, SMTH1_17890.3, SMTH1_17890.5, SMTH1_17890.6	KAK4474794.1
OG0000986	SMTH1_81000.1, SMTH1_81000.4, SMTH1_81000.2, SMTH1_81000.3	KAK4470291.1
OG0000987	SMTH1_92490.1	KAK4468141.1
OG0000988	SMTH1_63410.1, SMTH1_63410.2, SMTH1_63410.3	KAK4469766.1, KAK4469767.1
OG0000989	SMTH1_57360.3, SMTH1_57360.5, SMTH1_57360.1, SMTH1_57360.2, SMTH1_57360.4	KAK4469139.1
OG0000990	SMTH1_5440.2, SMTH1_5440.4, SMTH1_5440.7, SMTH1_5440.1, SMTH1_5440.5, SMTH1_5440.3, SMTH1_5440.6	KAK4475767.1, KAK4467314.1
OG0000991	SMTH1_65330.1	KAK4472089.1
OG0000992	SMTH1_49270.1, SMTH1_49270.3, SMTH1_49270.4, SMTH1_49270.2	KAK4472362.1
OG0000993	SMTH1_86860.3, SMTH1_86860.4, SMTH1_86860.1, SMTH1_86860.2	KAK4470814.1
OG0000994	SMTH1_37680.1, SMTH1_37690.1, SMTH1_37670.1	KAK4472179.1, KAK4472284.1
OG0000995	SMTH1_89450.2, SMTH1_89450.4, SMTH1_89450.3, SMTH1_89450.1	KAK4470067.1
OG0000996	SMTH1_71700.1, SMTH1_71700.2, SMTH1_71700.3, SMTH1_71690.1	KAK4471910.1
OG0000997	SMTH1_98510.1, SMTH1_98510.2	KAK4468590.1
OG0000998	SMTH1_61950.1, SMTH1_61940.1	KAK4469022.1
OG0000999	SMTH1_41880.1, SMTH1_41880.2	KAK4473903.1
OG0001000	SMTH1_8090.1	KAK4476027.1
OG0001003	SMTH1_35770.2, SMTH1_35770.1, SMTH1_35770.3	KAK4474199.1
OG0001005	SMTH1_5320.1, SMTH1_5320.2, SMTH1_5320.3, SMTH1_5320.4, SMTH1_5320.5, SMTH1_5320.6	KAK4467346.1, KAK4475757.1
OG0001006	SMTH1_90300.1, SMTH1_90310.1	KAK4468352.1, KAK4468353.1
OG0001007	SMTH1_65980.1, SMTH1_66010.1, SMTH1_66010.4, SMTH1_66010.2, SMTH1_66010.3, SMTH1_65990.1	KAK4472027.1
OG0001008	SMTH1_65970.2, SMTH1_65970.1, SMTH1_65970.3, SMTH1_65970.4	KAK4472028.1
OG0001009	SMTH1_97630.3, SMTH1_97630.4, SMTH1_97630.1, SMTH1_97630.2	KAK4468774.1
OG0001010	SMTH1_67040.1, SMTH1_67040.2, SMTH1_67040.3	KAK4471864.1
OG0001011	SMTH1_44170.1, SMTH1_44170.3, SMTH1_44170.4	KAK4473707.1
OG0001012	SMTH1_5900.2, SMTH1_5900.5, SMTH1_5900.7, SMTH1_5900.1, SMTH1_5900.3, SMTH1_5900.6, SMTH1_5900.4	KAK4475869.1
OG0001013	SMTH1_15380.7, SMTH1_15380.5, SMTH1_15380.6, SMTH1_15380.1, SMTH1_15380.3, SMTH1_15380.4, SMTH1_15380.2	KAK4467552.1, KAK4467336.1, KAK4476126.1
OG0001014	SMTH1_4630.1	KAK4475686.1
OG0001015	SMTH1_41580.1, SMTH1_107080.1, SMTH1_42450.1, SMTH1_107090.1, SMTH1_42500.1	KAK4473951.1
OG0001016	SMTH1_41660.1, SMTH1_41660.2, SMTH1_41660.3, SMTH1_41660.4	KAK4473870.1
OG0001017	SMTH1_17340.1, SMTH1_17340.2	KAK4475241.1
OG0001018	SMTH1_32980.3, SMTH1_32980.1, SMTH1_32980.2	KAK4472436.1
OG0001019	SMTH1_47000.2, SMTH1_47000.1, SMTH1_47000.3	KAK4473453.1
OG0001020	SMTH1_12230.1, SMTH1_12230.2, SMTH1_12230.4, SMTH1_12230.3	KAK4474384.1
OG0001021	SMTH1_32710.1, SMTH1_32720.1	KAK4472739.1
OG0001022	SMTH1_23290.1, SMTH1_23280.1	KAK4475364.1
OG0001023	SMTH1_70160.1	KAK4471384.1
OG0001024	SMTH1_87000.1, SMTH1_87010.1	KAK4470827.1
OG0001025	SMTH1_98100.2, SMTH1_98100.3, SMTH1_98100.4, SMTH1_98100.1, SMTH1_98100.6, SMTH1_98100.5, SMTH1_98100.7	KAK4468679.1
OG0001026	SMTH1_55480.1, SMTH1_55480.2, SMTH1_55480.4, SMTH1_55480.5, SMTH1_55480.3	KAK4469225.1
OG0001027	SMTH1_1130.1	KAK4474354.1
OG0001028	SMTH1_61610.3, SMTH1_61610.4, SMTH1_61610.2, SMTH1_61610.1	KAK4469796.1
OG0001029	SMTH1_55700.1, SMTH1_55710.1, SMTH1_55720.1	KAK4469208.1
OG0001030	SMTH1_32020.1	KAK4472814.1
OG0001031	SMTH1_78340.1	KAK4470821.1
OG0001032	SMTH1_71720.1, SMTH1_71720.2, SMTH1_71720.3, SMTH1_71720.4	KAK4471932.1
OG0001033	SMTH1_80220.1, SMTH1_80220.4, SMTH1_80220.2, SMTH1_80220.3	KAK4470208.1
OG0001034	SMTH1_60210.2, SMTH1_60230.1, SMTH1_60210.3, SMTH1_60210.4, SMTH1_60230.2, SMTH1_60210.1	KAK4469007.1, KAK4469010.1
OG0001036	SMTH1_19290.1	KAK4474919.1
OG0001037	SMTH1_23340.2, SMTH1_23340.3, SMTH1_23340.4, SMTH1_23340.1	KAK4475368.1
OG0001038	SMTH1_1910.2, SMTH1_1910.1, SMTH1_1910.3, SMTH1_1910.4	KAK4474755.1
OG0001039	SMTH1_30230.1	KAK4473079.1
OG0001040	SMTH1_89990.1	KAK4468300.1
OG0001041	SMTH1_104630.1	KAK4467710.1
OG0001042	SMTH1_13300.1	KAK4474426.1
OG0001043	SMTH1_54080.1, SMTH1_54080.2	KAK4469557.1
OG0001044	SMTH1_74880.1, SMTH1_74890.1	KAK4471581.1
OG0001045	SMTH1_74390.1	KAK4471626.1
OG0001046	SMTH1_56990.1, SMTH1_56990.4, SMTH1_56990.2, SMTH1_56990.3	KAK4469663.1
OG0001047	SMTH1_106250.1, SMTH1_106260.1, SMTH1_106240.1	KAK4467816.1
OG0001048	SMTH1_86920.1, SMTH1_86920.2, SMTH1_86920.3	KAK4470819.1
OG0001049	SMTH1_61440.4, SMTH1_61440.3, SMTH1_61440.1, SMTH1_61440.2	KAK4469820.1
OG0001050	SMTH1_69290.1, SMTH1_69300.1	KAK4471737.1
OG0001051	SMTH1_97490.1, SMTH1_97490.2, SMTH1_97490.3, SMTH1_97490.4, SMTH1_97490.5, SMTH1_97490.6, SMTH1_97490.7	KAK4468758.1
OG0001052	SMTH1_61410.1	KAK4469823.1
OG0001053	SMTH1_70640.1, SMTH1_70640.2, SMTH1_70640.6, SMTH1_70640.5, SMTH1_70640.4, SMTH1_70640.3	KAK4471433.1
OG0001054	SMTH1_13000.1, SMTH1_13010.1, SMTH1_13020.1	KAK4474485.1, KAK4474484.1
OG0001055	SMTH1_42980.1, SMTH1_42970.1	KAK4473796.1
OG0001056	SMTH1_64330.1	KAK4471152.1
OG0001057	SMTH1_97290.1	KAK4468746.1
OG0001058	SMTH1_67710.1, SMTH1_67700.2, SMTH1_67700.1	KAK4471917.1, KAK4471918.1
OG0001059	SMTH1_18780.2, SMTH1_18780.3, SMTH1_18780.1	KAK4474872.1
OG0001060	SMTH1_71030.1	KAK4471301.1
OG0001061	SMTH1_12400.1	KAK4474418.1, KAK4467307.1, KAK4474419.1
OG0001062	SMTH1_54650.3, SMTH1_54650.5, SMTH1_54650.6, SMTH1_54650.2, SMTH1_54650.1, SMTH1_54650.4	KAK4469297.1
OG0001064	SMTH1_53280.1	KAK4469625.1
OG0001065	SMTH1_32280.1	KAK4472778.1
OG0001065	SMTH1_32290.1	KAK4472745.1
OG0001065	SMTH1_32310.1	KAK4472746.1
OG0001066	SMTH1_11380.10, SMTH1_11380.4, SMTH1_11380.1, SMTH1_11380.11, SMTH1_11380.3, SMTH1_11380.6, SMTH1_11380.7, SMTH1_11380.8, SMTH1_11380.2, SMTH1_11380.5, SMTH1_11380.9	KAK4476315.1
OG0001068	SMTH1_84390.1, SMTH1_84390.2	KAK4470504.1
OG0001070	SMTH1_70220.1	KAK4471390.1
OG0001070	SMTH1_84890.1	KAK4470698.1
OG0001071	SMTH1_72460.1, SMTH1_72460.2	KAK4471222.1
OG0001072	SMTH1_47050.1, SMTH1_47050.3, SMTH1_47050.2, SMTH1_47050.4, SMTH1_47050.5	KAK4473457.1
OG0001073	SMTH1_18600.1	KAK4474855.1
OG0001074	SMTH1_30480.1, SMTH1_30470.1	KAK4473040.1
OG0001075	SMTH1_68790.1	KAK4471794.1
OG0001076	SMTH1_51730.3, SMTH1_51730.4, SMTH1_51730.1, SMTH1_51730.2	KAK4469186.1
OG0001077	SMTH1_56070.1	KAK4469392.1, KAK4469391.1
OG0001078	SMTH1_68150.1, SMTH1_68160.1	KAK4471959.1
OG0001079	SMTH1_83760.1, SMTH1_83760.2, SMTH1_83760.3, SMTH1_83760.4	KAK4470554.1
OG0001080	SMTH1_82140.1, SMTH1_82140.3, SMTH1_82140.2, SMTH1_82140.5, SMTH1_82140.4, SMTH1_82140.6	KAK4470619.1
OG0001081	SMTH1_37740.1	KAK4472281.1
OG0001082	SMTH1_54390.1	KAK4469312.1
OG0001083	SMTH1_104790.3, SMTH1_104790.2, SMTH1_104790.1	KAK4467695.1
OG0001084	SMTH1_22900.3, SMTH1_22900.1, SMTH1_22900.5, SMTH1_22900.2, SMTH1_22900.4	KAK4475334.1
OG0001085	SMTH1_105790.1, SMTH1_105790.2	KAK4467681.1
OG0001086	SMTH1_79850.1, SMTH1_79840.1	KAK4470175.1
OG0001087	SMTH1_57240.1	KAK4469641.1
OG0001087	SMTH1_40250.1	KAK4474021.1
OG0001088	SMTH1_26180.1, SMTH1_26190.1, SMTH1_27310.1	KAK4473163.1
OG0001089	SMTH1_72440.1, SMTH1_72440.2, SMTH1_72440.3, SMTH1_72440.4	KAK4471220.1
OG0001090	SMTH1_106930.1, SMTH1_106930.2	KAK4467837.1
OG0001091	SMTH1_54280.1	KAK4469323.1
OG0001092	SMTH1_77340.1	KAK4470091.1
OG0001093	SMTH1_90540.1	KAK4468335.1
OG0001094	SMTH1_40550.1, SMTH1_40550.3, SMTH1_40550.4, SMTH1_40550.2	KAK4473987.1
OG0001095	SMTH1_56910.1	KAK4469671.1
OG0001096	SMTH1_21480.1, SMTH1_21480.3, SMTH1_21480.2	KAK4475079.1
OG0001097	SMTH1_76930.1	KAK4471387.1
OG0001098	SMTH1_35460.2, SMTH1_35460.1	KAK4472593.1
OG0001099	SMTH1_102560.1	KAK4468783.1
OG0001100	SMTH1_75560.1, SMTH1_75550.1	KAK4471534.1
OG0001101	SMTH1_51090.1, SMTH1_51120.1	KAK4469623.1
OG0001102	SMTH1_69510.1, SMTH1_69510.2, SMTH1_69510.3	KAK4471719.1
OG0001103	SMTH1_104660.3, SMTH1_104660.4, SMTH1_104660.1, SMTH1_104660.2	KAK4467708.1
OG0001104	SMTH1_69480.1, SMTH1_69490.1	KAK4471723.1
OG0001105	SMTH1_35550.1, SMTH1_35550.2, SMTH1_35550.3, SMTH1_35550.4, SMTH1_35550.5	KAK4472587.1
OG0001106	SMTH1_76080.1	KAK4471497.1
OG0001107	SMTH1_57390.6, SMTH1_57390.3, SMTH1_57390.4, SMTH1_57390.5, SMTH1_57390.1, SMTH1_57390.2	KAK4469144.1, KAK4469142.1
OG0001108	SMTH1_31690.2, SMTH1_31690.5, SMTH1_31690.3, SMTH1_31690.4, SMTH1_31690.1	KAK4472830.1
OG0001110	SMTH1_4460.1, SMTH1_4470.1	KAK4475672.1
OG0001111	SMTH1_54760.1, SMTH1_54760.2, SMTH1_54760.3	KAK4469284.1
OG0001112	SMTH1_106020.1	KAK4467791.1
OG0001112	SMTH1_105990.1, SMTH1_106010.1	KAK4467789.1, KAK4467788.1
OG0001113	SMTH1_8860.1	KAK4476086.1, KAK4476087.1
OG0001114	SMTH1_7600.2	KAK4476057.1
OG0001115	SMTH1_104760.4, SMTH1_104760.2, SMTH1_104760.1, SMTH1_104760.3	KAK4467699.1
OG0001116	SMTH1_89960.1	KAK4468369.1
OG0001117	SMTH1_16930.1, SMTH1_16930.2, SMTH1_16930.3, SMTH1_16930.4, SMTH1_16930.5, SMTH1_16930.6	KAK4475302.1
OG0001118	SMTH1_79420.1, SMTH1_79430.1, SMTH1_79440.1	KAK4470222.1
OG0001119	SMTH1_72420.1, SMTH1_72420.2	KAK4471218.1
OG0001120	SMTH1_35120.1	KAK4472630.1, KAK4472629.1
OG0001121	SMTH1_62930.1	KAK4467341.1
OG0001122	SMTH1_88330.1, SMTH1_88330.2, SMTH1_88330.3, SMTH1_88330.4, SMTH1_88330.5	KAK4470945.1
OG0001123	SMTH1_100420.1, SMTH1_100420.2, SMTH1_100420.3, SMTH1_100420.4	KAK4468721.1
OG0001124	SMTH1_41910.5, SMTH1_41910.1, SMTH1_41910.2, SMTH1_41910.3, SMTH1_41910.4	KAK4473908.1
OG0001125	SMTH1_15350.1, SMTH1_15350.3, SMTH1_15330.1, SMTH1_15350.2	KAK4475252.1, KAK4475264.1
OG0001126	SMTH1_11430.1, SMTH1_11430.3, SMTH1_11430.4, SMTH1_11430.2	KAK4476304.1
OG0001127	SMTH1_44750.1, SMTH1_44740.1	KAK4473667.1
OG0001128	SMTH1_84700.1	KAK4470681.1
OG0001129	SMTH1_41080.1, SMTH1_41070.1, SMTH1_41070.2	KAK4473880.1
OG0001130	SMTH1_13420.1, SMTH1_13410.1	KAK4467488.1, KAK4467490.1, KAK4474435.1
OG0001131	SMTH1_82340.1	KAK4470637.1
OG0001132	SMTH1_92280.1, SMTH1_92290.1	KAK4468209.1
OG0001133	SMTH1_17750.2, SMTH1_17750.1	KAK4474780.1
OG0001134	SMTH1_72650.1, SMTH1_72650.3, SMTH1_72650.2, SMTH1_72650.4	KAK4471240.1
OG0001135	SMTH1_38220.1	KAK4472564.1
OG0001136	SMTH1_26280.1	KAK4473309.1
OG0001137	SMTH1_59630.1, SMTH1_59640.1	KAK4469354.1
OG0001138	SMTH1_22690.1, SMTH1_22690.2	KAK4474983.1
OG0001139	SMTH1_41440.1, SMTH1_41440.2	KAK4473852.1
OG0001140	SMTH1_51640.1, SMTH1_51640.2, SMTH1_51640.3	KAK4469259.1
OG0001141	SMTH1_88810.1, SMTH1_88850.1, SMTH1_88820.1, SMTH1_88820.3, SMTH1_88820.2, SMTH1_88840.1	KAK4470986.1
OG0001142	SMTH1_14560.1, SMTH1_14540.3, SMTH1_14540.2, SMTH1_14540.1	KAK4474696.1, KAK4474694.1
OG0001143	SMTH1_69880.1, SMTH1_69890.1	KAK4471679.1
OG0001144	SMTH1_40040.1	KAK4474042.1
OG0001145	SMTH1_72810.1, SMTH1_72810.2, SMTH1_72810.3, SMTH1_72810.4, SMTH1_72810.5, SMTH1_72810.6, SMTH1_72810.7	KAK4471255.1
OG0001146	SMTH1_5060.1, SMTH1_5060.2, SMTH1_5060.3, SMTH1_5060.4	KAK4475726.1
OG0001147	SMTH1_8750.1, SMTH1_8750.2, SMTH1_8750.3, SMTH1_8750.4	KAK4474241.1
OG0001148	SMTH1_78420.1	KAK4470683.1
OG0001149	SMTH1_86930.1	KAK4470825.1
OG0001150	SMTH1_57990.1	KAK4469715.1
OG0001151	SMTH1_99610.1	KAK4468560.1
OG0001152	SMTH1_14330.1, SMTH1_14330.2, SMTH1_14330.3, SMTH1_14330.4, SMTH1_14330.5, SMTH1_14330.6	KAK4467419.1, KAK4474691.1
OG0001153	SMTH1_76750.1	KAK4471271.1
OG0001154	SMTH1_48970.1	KAK4472675.1
OG0001155	SMTH1_54160.1, SMTH1_54160.2, SMTH1_54160.3	KAK4469552.1
OG0001156	SMTH1_8690.1, SMTH1_107530.1	KAK4470111.1, KAK4475961.1
OG0001157	SMTH1_69920.1	KAK4471675.1
OG0001158	SMTH1_47230.1, SMTH1_47230.2	KAK4473471.1
OG0001159	SMTH1_102330.1	KAK4468670.1
OG0001160	SMTH1_23540.2, SMTH1_23540.1, SMTH1_23540.3, SMTH1_23540.4	KAK4475388.1
OG0001161	SMTH1_76070.1	KAK4471498.1
OG0001161	SMTH1_72930.1	KAK4471267.1, KAK4471268.1
OG0001162	SMTH1_39590.1	KAK4474084.1
OG0001163	SMTH1_85880.1	KAK4470411.1
OG0001164	SMTH1_90900.1	KAK4468217.1
OG0001165	SMTH1_64020.2, SMTH1_64020.3, SMTH1_64020.4, SMTH1_64020.1	KAK4467564.1, KAK4467567.1
OG0001166	SMTH1_12370.1, SMTH1_12370.3, SMTH1_12370.2, SMTH1_12370.4, SMTH1_12370.5	KAK4474416.1
OG0001167	SMTH1_39580.1	KAK4474085.1
OG0001168	SMTH1_14110.1	KAK4467300.1, KAK4474652.1
OG0001169	SMTH1_56100.1	KAK4469395.1
OG0001170	SMTH1_12690.1, SMTH1_12680.1	KAK4474599.1
OG0001171	SMTH1_17290.1	KAK4475235.1
OG0001172	SMTH1_67260.1, SMTH1_67260.2	KAK4471888.1
OG0001173	SMTH1_2150.2, SMTH1_2150.3, SMTH1_2150.5, SMTH1_2150.6, SMTH1_2150.7, SMTH1_2150.8, SMTH1_2150.4, SMTH1_2150.1	KAK4474895.1
OG0001174	SMTH1_11060.1	KAK4474366.1
OG0001176	SMTH1_81680.1	KAK4470589.1
OG0001177	SMTH1_27540.1	KAK4473187.1
OG0001178	SMTH1_3090.1	KAK4475543.1
OG0001178	SMTH1_3070.1, SMTH1_3080.1	KAK4475541.1
OG0001179	SMTH1_103490.1, SMTH1_103490.2	KAK4467736.1, KAK4467737.1
OG0001180	SMTH1_10610.1, SMTH1_10610.3, SMTH1_10610.4, SMTH1_10610.2	KAK4476155.1
OG0001181	SMTH1_64050.1, SMTH1_64060.1	KAK4471120.1
OG0001182	SMTH1_39850.3, SMTH1_39850.2, SMTH1_39850.1, SMTH1_39850.4	KAK4474056.1
OG0001183	SMTH1_12410.1	KAK4474411.1
OG0001184	SMTH1_4090.1, SMTH1_4090.2	KAK4475631.1, KAK4476071.1
OG0001185	SMTH1_12000.1, SMTH1_12000.3, SMTH1_12000.2	KAK4476220.1
OG0001186	SMTH1_5660.1	KAK4475791.1, KAK4467365.1
OG0001187	SMTH1_34790.1, SMTH1_34790.2, SMTH1_34790.3	KAK4472654.1
OG0001188	SMTH1_9000.2, SMTH1_9000.3, SMTH1_9000.1	KAK4476107.1
OG0001189	SMTH1_16050.1, SMTH1_16060.1	KAK4474589.1
OG0001190	SMTH1_40060.1, SMTH1_40060.2, SMTH1_40060.3	KAK4474039.1
OG0001191	SMTH1_7990.1	KAK4476037.1
OG0001192	SMTH1_47610.1	KAK4473508.1
OG0001193	SMTH1_91730.1	KAK4468256.1, KAK4468257.1
OG0001194	SMTH1_7420.1	KAK4476093.1
OG0001197	SMTH1_24380.1, SMTH1_24380.7, SMTH1_24380.6, SMTH1_24380.2, SMTH1_24380.3, SMTH1_24380.4, SMTH1_24380.5	KAK4475434.1
OG0001198	SMTH1_91480.1, SMTH1_91480.2, SMTH1_91480.3, SMTH1_91480.4	KAK4468283.1
OG0001199	SMTH1_88800.1, SMTH1_88800.2	KAK4470046.1, KAK4470981.1, KAK4470980.1
OG0001202	SMTH1_15040.1, SMTH1_15040.2, SMTH1_15040.3, SMTH1_15040.4	KAK4474738.1
OG0001203	SMTH1_1630.1, SMTH1_1630.2	KAK4474544.1
OG0001203	SMTH1_91030.1	KAK4468110.1
OG0001204	SMTH1_74050.3, SMTH1_74050.4, SMTH1_74050.1, SMTH1_74050.2	KAK4471653.1
OG0001205	SMTH1_40270.1, SMTH1_40270.2, SMTH1_40270.3, SMTH1_40270.4	KAK4474018.1, KAK4474017.1
OG0001206	SMTH1_50460.1, SMTH1_53230.1, SMTH1_50140.1, SMTH1_56710.1, SMTH1_52190.1, SMTH1_42800.1, SMTH1_51580.1, SMTH1_47700.1, SMTH1_58450.1, SMTH1_9420.1, SMTH1_50220.1	KAK4471064.1
OG0001207	SMTH1_16670.1	KAK4475278.1
OG0001208	SMTH1_42150.1, SMTH1_42150.2, SMTH1_42150.4, SMTH1_42150.5, SMTH1_42150.6, SMTH1_42150.3	KAK4473921.1, KAK4473920.1
OG0001210	SMTH1_103350.1	KAK4467724.1
OG0001212	SMTH1_27180.1	KAK4473153.1
OG0001213	SMTH1_7790.1, SMTH1_7800.1	KAK4476051.1
OG0001214	SMTH1_31530.1, SMTH1_31530.2, SMTH1_31530.3	KAK4472906.1
OG0001215	SMTH1_71010.1, SMTH1_71010.2, SMTH1_71010.3	KAK4471303.1
OG0001216	SMTH1_29540.2, SMTH1_29540.1	KAK4472954.1
OG0001217	SMTH1_81280.3, SMTH1_81280.2, SMTH1_81280.4, SMTH1_81280.1	KAK4470315.1
OG0001218	SMTH1_13990.1, SMTH1_13990.2, SMTH1_13990.3, SMTH1_13990.4	KAK4474639.1
OG0001219	SMTH1_1370.1, SMTH1_1370.2, SMTH1_1370.3	KAK4476080.1
OG0001220	SMTH1_105270.1, SMTH1_105270.2, SMTH1_105270.3, SMTH1_105270.4, SMTH1_105270.5, SMTH1_105270.6	KAK4467635.1
OG0001221	SMTH1_69540.1	KAK4471716.1
OG0001222	SMTH1_101990.1	KAK4468493.1
OG0001223	SMTH1_36350.3, SMTH1_36350.4, SMTH1_36350.2, SMTH1_36350.1	KAK4472509.1
OG0001224	SMTH1_91290.1	KAK4468309.1
OG0001225	SMTH1_65360.1	KAK4472086.1
OG0001226	SMTH1_51420.1, SMTH1_51420.6, SMTH1_51420.3, SMTH1_51420.5, SMTH1_51420.2, SMTH1_51420.4	KAK4469416.1
