Orthogroup	schistosoma_mattheei	schistosoma_spindale
OG0001295	SMTH1_35330.1, SMTH1_35330.2, SMTH1_35330.3	SSPN1_39030.1, SSPN1_39030.2, SSPN1_39030.3
OG0001296	SMTH1_8520.3, SMTH1_8520.4, SMTH1_8520.5, SMTH1_8520.2, SMTH1_8520.1, SMTH1_8520.6	SSPN1_7420.1, SSPN1_7420.6, SSPN1_7420.2, SSPN1_7420.3, SSPN1_7420.4, SSPN1_7420.7, SSPN1_7420.5
OG0001297	SMTH1_102730.1, SMTH1_15590.1	SSPN1_18500.2, SSPN1_18500.1, SSPN1_18500.4, SSPN1_18500.3
OG0001298	SMTH1_40170.1, SMTH1_40170.2	SSPN1_34690.1, SSPN1_34690.3, SSPN1_34690.4
OG0001298	SMTH1_40170.3	SSPN1_34690.2
OG0001299	SMTH1_36360.1	SSPN1_38170.1
OG0001300	SMTH1_6910.1, SMTH1_6910.3, SMTH1_6910.2	SSPN1_5910.1
OG0001301	SMTH1_60640.2, SMTH1_60640.1, SMTH1_60640.3, SMTH1_60640.4	SSPN1_52670.1
OG0001302	SMTH1_2890.1, SMTH1_2870.1	SSPN1_2390.1
OG0001303	SMTH1_35310.3, SMTH1_35310.4, SMTH1_35310.2, SMTH1_35310.1	SSPN1_39050.1
OG0001304	SMTH1_98230.1	SSPN1_85410.1, SSPN1_85410.2, SSPN1_85410.3
OG0001305	SMTH1_1830.3, SMTH1_1830.4, SMTH1_1830.1, SMTH1_1830.2	SSPN1_1440.1
OG0001306	SMTH1_68420.1, SMTH1_68420.2	SSPN1_62670.1
OG0001307	SMTH1_90420.1	SSPN1_78510.1
OG0001308	SMTH1_105230.1, SMTH1_105230.2	SSPN1_91280.1, SSPN1_91280.2
OG0001309	SMTH1_82420.1	SSPN1_71210.1
OG0001310	SMTH1_30410.1	SSPN1_26380.1, SSPN1_26390.1, SSPN1_26390.2, SSPN1_26390.4, SSPN1_26390.3
OG0001311	SMTH1_49160.3, SMTH1_49160.5, SMTH1_49160.1, SMTH1_49160.2, SMTH1_49160.6, SMTH1_49160.4	SSPN1_42740.1, SSPN1_42740.2
OG0001312	SMTH1_35060.2, SMTH1_35060.1, SMTH1_35060.4, SMTH1_35060.3	SSPN1_30470.2, SSPN1_30470.8, SSPN1_30470.9, SSPN1_30470.3, SSPN1_30470.4, SSPN1_30470.5, SSPN1_30470.6, SSPN1_30470.7, SSPN1_30470.1
OG0001313	SMTH1_46630.3, SMTH1_46630.1, SMTH1_46630.2	SSPN1_40530.4, SSPN1_40530.3, SSPN1_40530.1, SSPN1_40530.2, SSPN1_40530.5
OG0001314	SMTH1_11870.1	SSPN1_19990.1
OG0001315	SMTH1_35020.1	SSPN1_30420.7, SSPN1_30420.3, SSPN1_30420.5, SSPN1_30420.2, SSPN1_30420.1, SSPN1_30420.4, SSPN1_30420.6
OG0001316	SMTH1_38930.1	SSPN1_35850.1
OG0001316	SMTH1_94330.1	SSPN1_82300.1
OG0001319	SMTH1_44010.1	SSPN1_31430.4, SSPN1_31430.2
OG0001320	SMTH1_70660.1	SSPN1_60630.1
OG0001322	SMTH1_53270.1, SMTH1_53260.1	SSPN1_46220.1
OG0001323	SMTH1_1060.1, SMTH1_1060.2	SSPN1_1190.2, SSPN1_1190.1, SSPN1_1190.3
OG0001324	SMTH1_96350.3, SMTH1_96350.4, SMTH1_96350.1, SMTH1_96350.2	SSPN1_83690.3, SSPN1_83690.1, SSPN1_83690.2, SSPN1_83690.4
OG0001325	SMTH1_106810.1	SSPN1_92640.1, SSPN1_92640.2, SSPN1_92640.3
OG0001326	SMTH1_59880.1, SMTH1_59880.2, SMTH1_59880.3	SSPN1_51950.1, SSPN1_51950.2
OG0001327	SMTH1_101090.1	SSPN1_87710.1
OG0001328	SMTH1_5180.1	SSPN1_4390.1
OG0001329	SMTH1_7230.1, SMTH1_7230.2, SMTH1_7230.3, SMTH1_7230.4, SMTH1_7230.6, SMTH1_7230.7, SMTH1_7230.5	SSPN1_6200.5, SSPN1_6200.1, SSPN1_6200.2, SSPN1_6200.3, SSPN1_6200.4
OG0001330	SMTH1_34390.1, SMTH1_34390.2, SMTH1_34390.3, SMTH1_34390.4	SSPN1_29860.1, SSPN1_29860.2, SSPN1_29860.3
OG0001331	SMTH1_53810.2, SMTH1_53810.1, SMTH1_53810.3	SSPN1_46630.1
OG0001332	SMTH1_65750.1	SSPN1_57210.1
OG0001332	SMTH1_80120.2, SMTH1_80120.1	SSPN1_69140.2, SSPN1_69140.3, SSPN1_69140.4, SSPN1_69140.5, SSPN1_69140.1
OG0001333	SMTH1_71450.3, SMTH1_71450.2, SMTH1_71450.1	SSPN1_65140.1
OG0001334	SMTH1_1880.2, SMTH1_1880.1, SMTH1_1880.3, SMTH1_1880.4, SMTH1_1880.5, SMTH1_1880.6	SSPN1_1490.1, SSPN1_1490.2, SSPN1_1490.3, SSPN1_1490.4
OG0001335	SMTH1_34230.1, SMTH1_34230.2	SSPN1_29710.1
OG0001336	SMTH1_51650.1	SSPN1_44820.1
OG0001337	SMTH1_60030.1, SMTH1_60030.2, SMTH1_60030.4, SMTH1_60030.3	SSPN1_52070.1, SSPN1_52070.2
OG0001338	SMTH1_41210.2, SMTH1_41210.1	SSPN1_33830.1
OG0001339	SMTH1_12560.1, SMTH1_12570.1	SSPN1_19290.1
OG0001340	SMTH1_10730.1, SMTH1_10720.1, SMTH1_10710.1, SMTH1_10710.2	SSPN1_21570.2, SSPN1_21570.1, SSPN1_21570.3, SSPN1_21570.4, SSPN1_21570.6, SSPN1_21570.7, SSPN1_21570.5
OG0001341	SMTH1_85520.1, SMTH1_85520.2, SMTH1_85520.3	SSPN1_74100.3, SSPN1_74100.5, SSPN1_74100.6, SSPN1_74100.2, SSPN1_74100.7, SSPN1_74100.4, SSPN1_74100.1, SSPN1_74100.8
OG0001342	SMTH1_58470.4, SMTH1_58470.2, SMTH1_58470.5, SMTH1_58470.3, SMTH1_58470.1	SSPN1_50740.1
OG0001343	SMTH1_80140.2, SMTH1_80140.1, SMTH1_80140.3, SMTH1_80150.1, SMTH1_80150.2, SMTH1_80150.3	SSPN1_69170.1, SSPN1_69170.8, SSPN1_69170.5, SSPN1_69170.7, SSPN1_69170.4, SSPN1_69170.2, SSPN1_69170.3, SSPN1_69170.6
OG0001344	SMTH1_85650.1, SMTH1_85640.1	SSPN1_74160.3, SSPN1_74160.1, SSPN1_74160.2, SSPN1_74160.4
OG0001345	SMTH1_47180.1	SSPN1_41050.1, SSPN1_41050.2
OG0001346	SMTH1_16350.1, SMTH1_16350.2, SMTH1_16340.1, SMTH1_16330.1	SSPN1_15990.1
OG0001347	SMTH1_37660.1	SSPN1_37040.1
OG0001348	SMTH1_39810.1, SMTH1_39810.2, SMTH1_39810.3	SSPN1_34990.1, SSPN1_34990.2
OG0001349	SMTH1_16960.1, SMTH1_16970.1, SMTH1_16950.1	SSPN1_15390.1
OG0001350	SMTH1_34650.1, SMTH1_34660.1	SSPN1_30070.1, SSPN1_30070.2, SSPN1_30070.3, SSPN1_30070.4
OG0001351	SMTH1_26220.3, SMTH1_26220.2	SSPN1_22900.1
OG0001352	SMTH1_26480.1, SMTH1_26480.3, SMTH1_26480.4, SMTH1_26480.5, SMTH1_26480.2, SMTH1_26480.6, SMTH1_26480.7	SSPN1_22980.1
OG0001353	SMTH1_69730.1	SSPN1_61520.1
OG0001354	SMTH1_71850.1, SMTH1_71850.3, SMTH1_71850.2, SMTH1_71850.5, SMTH1_71850.4, SMTH1_71850.6	SSPN1_59940.1, SSPN1_59940.2
OG0001355	SMTH1_66200.1	SSPN1_64650.1, SSPN1_64650.2
OG0001356	SMTH1_80390.1	SSPN1_69340.4, SSPN1_69340.2, SSPN1_69340.5, SSPN1_69340.1, SSPN1_69340.3
OG0001357	SMTH1_43890.1, SMTH1_43890.2, SMTH1_43890.3	SSPN1_31540.1
OG0001358	SMTH1_98310.1	SSPN1_85460.5, SSPN1_85460.6, SSPN1_85460.3, SSPN1_85460.4, SSPN1_85460.1, SSPN1_85460.2, SSPN1_85460.7
OG0001359	SMTH1_81060.1, SMTH1_81060.2, SMTH1_81060.3, SMTH1_81060.4	SSPN1_69980.2, SSPN1_69980.1, SSPN1_69980.3, SSPN1_69980.5, SSPN1_69980.6, SSPN1_69980.4
OG0001361	SMTH1_31650.1, SMTH1_31650.2	SSPN1_27450.1
OG0001362	SMTH1_34010.2, SMTH1_34010.1, SMTH1_34010.3	SSPN1_29560.1
OG0001363	SMTH1_105300.3, SMTH1_105300.2, SMTH1_105300.1	SSPN1_91350.1, SSPN1_91360.1
OG0001364	SMTH1_94320.1	SSPN1_82310.9, SSPN1_82310.7, SSPN1_82310.3, SSPN1_82310.6, SSPN1_82310.1, SSPN1_82310.2, SSPN1_82310.4, SSPN1_82310.5, SSPN1_82310.8
OG0001365	SMTH1_86760.1, SMTH1_86760.2	SSPN1_75110.1
OG0001367	SMTH1_105900.1	SSPN1_91890.1, SSPN1_91890.2, SSPN1_91890.3, SSPN1_91890.4
OG0001368	SMTH1_19890.4, SMTH1_19890.2, SMTH1_19890.3, SMTH1_19890.5, SMTH1_19890.1	SSPN1_10770.3, SSPN1_10770.4, SSPN1_10770.2, SSPN1_10770.1
OG0001369	SMTH1_99050.1, SMTH1_99050.4, SMTH1_99050.2, SMTH1_99050.3	SSPN1_86770.1
OG0001370	SMTH1_65000.1, SMTH1_65000.2, SMTH1_65000.3, SMTH1_65000.4, SMTH1_65000.5	SSPN1_56510.1, SSPN1_56520.1, SSPN1_56510.2, SSPN1_56530.1
OG0001371	SMTH1_40320.1	SSPN1_34540.1, SSPN1_34530.1
OG0001372	SMTH1_41260.1	SSPN1_33790.3, SSPN1_33790.1, SSPN1_33790.2, SSPN1_33790.4
OG0001373	SMTH1_2840.2, SMTH1_2840.1, SMTH1_2840.3	SSPN1_2370.1
OG0001374	SMTH1_67630.1	SSPN1_63380.4, SSPN1_63380.2, SSPN1_63380.1, SSPN1_63380.3
OG0001375	SMTH1_85960.1, SMTH1_85960.2, SMTH1_85960.3, SMTH1_85960.4	SSPN1_74410.1, SSPN1_74410.4, SSPN1_74410.5, SSPN1_74410.6, SSPN1_74410.2, SSPN1_74410.3
OG0001377	SMTH1_69140.1	SSPN1_61970.1
OG0001378	SMTH1_3850.3, SMTH1_3850.4, SMTH1_3850.5, SMTH1_3850.1, SMTH1_3850.2	SSPN1_3160.1
OG0001379	SMTH1_77700.1, SMTH1_77690.1, SMTH1_77680.1	SSPN1_67400.1
OG0001380	SMTH1_65820.3, SMTH1_65820.1, SMTH1_65820.2	SSPN1_57280.1
OG0001381	SMTH1_81550.1	SSPN1_70430.1
OG0001382	SMTH1_29490.4, SMTH1_29490.1, SMTH1_29490.2, SMTH1_29490.3	SSPN1_25600.1
OG0001383	SMTH1_4740.1	SSPN1_4020.1
OG0001384	SMTH1_97430.1	SSPN1_84640.1
OG0001385	SMTH1_25910.1, SMTH1_25920.1	SSPN1_22520.1, SSPN1_22520.2
OG0001386	SMTH1_49140.1	SSPN1_42720.1, SSPN1_42720.2
OG0001387	SMTH1_96330.1	SSPN1_83700.1
OG0001388	SMTH1_12850.1, SMTH1_12840.1	SSPN1_19020.1
OG0001389	SMTH1_51250.1	SSPN1_44450.1
OG0001390	SMTH1_44260.1, SMTH1_44260.2, SMTH1_44260.3	SSPN1_31220.1
OG0001391	SMTH1_38410.1	SSPN1_36330.3, SSPN1_36330.4, SSPN1_36330.1, SSPN1_36330.2
OG0001392	SMTH1_14090.1	SSPN1_17190.1
OG0001393	SMTH1_17990.1	SSPN1_14470.1
OG0001394	SMTH1_84830.4, SMTH1_84830.3, SMTH1_84830.1, SMTH1_84830.2	SSPN1_73390.1, SSPN1_73390.2, SSPN1_73390.3, SSPN1_73390.4, SSPN1_73390.5
OG0001395	SMTH1_98220.1	SSPN1_85400.1, SSPN1_85400.2
OG0001395	SMTH1_28440.1	SSPN1_24640.1
OG0001396	SMTH1_53330.1	SSPN1_46270.1
OG0001396	SMTH1_53350.1	SSPN1_46280.4, SSPN1_46280.1, SSPN1_46280.3, SSPN1_46280.2, SSPN1_46280.5
OG0001397	SMTH1_69320.2, SMTH1_69320.1, SMTH1_69320.5, SMTH1_69320.3, SMTH1_69320.4	SSPN1_61850.1
OG0001398	SMTH1_12600.4, SMTH1_12600.1, SMTH1_12600.2, SMTH1_12600.3	SSPN1_19260.2, SSPN1_19260.1, SSPN1_19260.5, SSPN1_19260.3, SSPN1_19260.4
OG0001399	SMTH1_101960.1	SSPN1_88480.3, SSPN1_88480.5, SSPN1_88480.4, SSPN1_88480.7, SSPN1_88480.6, SSPN1_88480.2, SSPN1_88480.1
OG0001400	SMTH1_90710.1	SSPN1_77980.5, SSPN1_77980.4, SSPN1_77980.1, SSPN1_77980.3, SSPN1_77980.2, SSPN1_77980.6
OG0001401	SMTH1_56590.1	SSPN1_48990.1
OG0001402	SMTH1_28790.1, SMTH1_28790.3, SMTH1_28790.2	SSPN1_25000.1, SSPN1_25000.2
OG0001403	SMTH1_61290.1, SMTH1_61290.2	SSPN1_53250.1
OG0001404	SMTH1_21590.1	SSPN1_12420.1
OG0001405	SMTH1_37230.1	SSPN1_37480.1
OG0001406	SMTH1_32480.1, SMTH1_32480.2, SMTH1_32480.3, SMTH1_32480.4	SSPN1_28150.1
OG0001407	SMTH1_94060.1, SMTH1_94890.1, SMTH1_94860.1	SSPN1_81660.1
OG0001408	SMTH1_26950.1	SSPN1_23340.1
OG0001408	SMTH1_26930.1	SSPN1_23310.1
OG0001409	SMTH1_55540.1, SMTH1_55530.1	SSPN1_48050.1
OG0001410	SMTH1_38860.1	SSPN1_35930.1
OG0001410	SMTH1_38850.1	SSPN1_35940.1
OG0001411	SMTH1_31630.1, SMTH1_31630.3, SMTH1_31630.2, SMTH1_31630.4, SMTH1_31630.5	SSPN1_27430.3, SSPN1_27430.4, SSPN1_27430.1, SSPN1_27430.2
OG0001412	SMTH1_31730.1	SSPN1_27530.3, SSPN1_27530.4, SSPN1_27530.2, SSPN1_27530.1
OG0001413	SMTH1_104670.1	SSPN1_90720.1
OG0001414	SMTH1_4980.1, SMTH1_4970.1	SSPN1_4210.1, SSPN1_4210.2, SSPN1_4210.4, SSPN1_4210.5, SSPN1_4210.3
OG0001415	SMTH1_34810.5, SMTH1_34810.1, SMTH1_34810.3, SMTH1_34810.2, SMTH1_34810.4	SSPN1_30230.1
OG0001416	SMTH1_16240.6, SMTH1_16240.1	SSPN1_16050.1, SSPN1_16050.5, SSPN1_16050.4
OG0001416	SMTH1_16240.3, SMTH1_16240.5	SSPN1_16050.2
OG0001417	SMTH1_13820.1, SMTH1_13830.1	SSPN1_16940.1, SSPN1_16940.2
OG0001418	SMTH1_130.1, SMTH1_130.2, SMTH1_130.3, SMTH1_130.4	SSPN1_550.1, SSPN1_550.2, SSPN1_550.3, SSPN1_550.4
OG0001419	SMTH1_73650.1, SMTH1_73650.2, SMTH1_73650.3	SSPN1_58470.1, SSPN1_58470.2, SSPN1_58470.4, SSPN1_58470.3
OG0001420	SMTH1_91540.1, SMTH1_91540.2, SMTH1_91540.3, SMTH1_91540.5, SMTH1_91540.4	SSPN1_79380.1, SSPN1_79380.2, SSPN1_79380.3
OG0001421	SMTH1_40690.1	SSPN1_34170.1, SSPN1_34170.2
OG0001422	SMTH1_83420.1, SMTH1_83420.2, SMTH1_83420.3	SSPN1_72190.1
OG0001423	SMTH1_12510.1	SSPN1_19330.1, SSPN1_19330.2
OG0001424	SMTH1_10570.1	SSPN1_21460.1
OG0001425	SMTH1_28220.1	SSPN1_24450.5
OG0001427	SMTH1_28800.1, SMTH1_28810.1	SSPN1_25010.6, SSPN1_25010.5, SSPN1_25010.4, SSPN1_25010.1, SSPN1_25010.2, SSPN1_25010.3
OG0001428	SMTH1_3020.1, SMTH1_3020.2, SMTH1_3020.3, SMTH1_3020.4, SMTH1_3020.5, SMTH1_3020.6, SMTH1_3020.7	SSPN1_2490.1
OG0001429	SMTH1_59120.1, SMTH1_59120.2	SSPN1_51300.1, SSPN1_51300.2
OG0001430	SMTH1_61380.1	SSPN1_53330.1, SSPN1_53320.1
OG0001431	SMTH1_72690.1	SSPN1_59260.1
OG0001432	SMTH1_24130.1	SSPN1_20960.1
OG0001433	SMTH1_22930.3, SMTH1_22930.2, SMTH1_22930.4, SMTH1_22930.1	SSPN1_10210.1, SSPN1_10210.3, SSPN1_10210.2
OG0001434	SMTH1_105570.1	SSPN1_91600.1, SSPN1_91580.1, SSPN1_91580.2
OG0001435	SMTH1_85980.2, SMTH1_85980.1	SSPN1_74430.1, SSPN1_74430.3, SSPN1_74430.2
OG0001436	SMTH1_86440.1	SSPN1_74810.1, SSPN1_74810.2, SSPN1_74810.3
OG0001437	SMTH1_56010.1, SMTH1_56010.2, SMTH1_56010.3	SSPN1_48420.1
OG0001437	SMTH1_60770.1	SSPN1_52790.1, SSPN1_52800.1
OG0001438	SMTH1_20940.2, SMTH1_20940.3, SMTH1_20940.1	SSPN1_11790.1
OG0001439	SMTH1_84210.1	SSPN1_72860.1
OG0001440	SMTH1_41450.1, SMTH1_41450.2, SMTH1_41450.3	SSPN1_33650.1
OG0001441	SMTH1_99940.1	SSPN1_86040.1
OG0001442	SMTH1_69410.1, SMTH1_69410.3, SMTH1_69410.2	SSPN1_61780.1, SSPN1_61780.2
OG0001443	SMTH1_21470.1	SSPN1_12290.1, SSPN1_12290.2, SSPN1_12290.3, SSPN1_12290.4
OG0001444	SMTH1_80910.1, SMTH1_80910.2, SMTH1_80910.3, SMTH1_80910.4, SMTH1_80910.5, SMTH1_80910.6	SSPN1_69830.1, SSPN1_69830.2
OG0001445	SMTH1_82020.1, SMTH1_82010.1	SSPN1_70830.1, SSPN1_70830.2
OG0001446	SMTH1_49760.1, SMTH1_49770.1	SSPN1_43250.1, SSPN1_43260.1, SSPN1_43270.1
OG0001447	SMTH1_88760.1, SMTH1_88770.1	SSPN1_76850.1, SSPN1_76850.2
OG0001447	SMTH1_88780.1	SSPN1_76840.1
OG0001449	SMTH1_36800.1, SMTH1_36790.1	SSPN1_37840.1
OG0001450	SMTH1_19000.1	SSPN1_13600.1
OG0001453	SMTH1_58330.1	SSPN1_50590.1
OG0001454	SMTH1_91740.1	SSPN1_79600.1
OG0001455	SMTH1_106700.1, SMTH1_106700.2, SMTH1_106700.3, SMTH1_106700.4, SMTH1_106700.5, SMTH1_106700.6	SSPN1_92760.1, SSPN1_92760.2, SSPN1_92760.3
OG0001456	SMTH1_76260.1, SMTH1_76280.1	SSPN1_66150.1
OG0001457	SMTH1_6040.1, SMTH1_6040.2	SSPN1_5160.3, SSPN1_5160.1, SSPN1_5160.2, SSPN1_5160.4
OG0001458	SMTH1_33430.1, SMTH1_33430.2, SMTH1_33430.3	SSPN1_29110.2, SSPN1_29110.5, SSPN1_29110.3, SSPN1_29110.4, SSPN1_29110.1, SSPN1_29110.6, SSPN1_29110.8, SSPN1_29110.7
OG0001459	SMTH1_63490.1	SSPN1_55190.1
OG0001460	SMTH1_39950.1	SSPN1_34850.1, SSPN1_34850.2
OG0001461	SMTH1_31330.1, SMTH1_31330.10, SMTH1_31330.11, SMTH1_31330.12, SMTH1_31330.2, SMTH1_31330.3, SMTH1_31330.4, SMTH1_31330.5, SMTH1_31330.6, SMTH1_31330.7, SMTH1_31330.8, SMTH1_31330.9	SSPN1_27150.1
OG0001462	SMTH1_64000.1, SMTH1_64000.2	SSPN1_55620.2, SSPN1_55620.3, SSPN1_55620.1
OG0001463	SMTH1_66150.1, SMTH1_66170.1, SMTH1_66160.1	SSPN1_64680.1
OG0001464	SMTH1_59420.1	SSPN1_51550.1, SSPN1_51550.3, SSPN1_51550.2
OG0001465	SMTH1_83660.1, SMTH1_83670.1	SSPN1_72410.1
OG0001466	SMTH1_5760.1, SMTH1_5760.2, SMTH1_5760.3, SMTH1_5760.4	SSPN1_4900.1, SSPN1_4900.2, SSPN1_4900.3
OG0001467	SMTH1_69980.1	SSPN1_61230.1
OG0001468	SMTH1_5310.1, SMTH1_5300.1	SSPN1_4510.1, SSPN1_4510.2
OG0001469	SMTH1_91370.1	SSPN1_79200.4, SSPN1_79200.2, SSPN1_79200.3, SSPN1_79200.1
OG0001470	SMTH1_71840.1	SSPN1_59950.1, SSPN1_59950.2, SSPN1_59950.3, SSPN1_59950.5, SSPN1_59950.4
OG0001471	SMTH1_67280.1	SSPN1_63650.1, SSPN1_63690.1, SSPN1_55050.3, SSPN1_63720.1, SSPN1_63710.1, SSPN1_81090.1, SSPN1_55050.2, SSPN1_55050.1, SSPN1_21180.1, SSPN1_63700.1
OG0001472	SMTH1_71740.1	SSPN1_60060.3, SSPN1_60060.4, SSPN1_60060.1, SSPN1_60060.2
OG0001473	SMTH1_82380.1	SSPN1_71160.1, SSPN1_71160.2
OG0001474	SMTH1_45110.5, SMTH1_45110.4, SMTH1_45110.1, SMTH1_45110.2, SMTH1_45110.3, SMTH1_45110.6	SSPN1_39250.1
OG0001475	SMTH1_60700.1	SSPN1_52730.1, SSPN1_52730.3, SSPN1_52730.2
OG0001476	SMTH1_9610.1, SMTH1_9620.1	SSPN1_8350.5, SSPN1_8350.3, SSPN1_8350.1, SSPN1_8350.2, SSPN1_8350.4
OG0001477	SMTH1_62040.1	SSPN1_53880.1
OG0001478	SMTH1_24180.1	SSPN1_21000.1
OG0001479	SMTH1_10750.1, SMTH1_10770.1, SMTH1_10760.1, SMTH1_10740.1	SSPN1_21580.1, SSPN1_21580.2, SSPN1_21580.3, SSPN1_21580.4, SSPN1_21580.5
OG0001480	SMTH1_12160.1, SMTH1_12160.2, SMTH1_12160.3	SSPN1_19700.1, SSPN1_19700.3, SSPN1_19700.2
OG0001481	SMTH1_53080.1, SMTH1_53090.1	SSPN1_46060.1, SSPN1_46050.1, SSPN1_46050.2, SSPN1_46060.2
OG0001482	SMTH1_102460.1, SMTH1_102470.1	SSPN1_88790.1
OG0001483	SMTH1_79710.1	SSPN1_68870.1
OG0001484	SMTH1_25180.1, SMTH1_25180.3, SMTH1_25180.2, SMTH1_25180.4	SSPN1_22010.1, SSPN1_22010.2
OG0001485	SMTH1_37650.1, SMTH1_37650.2	SSPN1_37050.1
OG0001486	SMTH1_58910.1	SSPN1_51120.1, SSPN1_51120.2, SSPN1_51120.4, SSPN1_51120.3, SSPN1_51130.2, SSPN1_51130.1
OG0001487	SMTH1_27320.2, SMTH1_27320.1, SMTH1_27320.3, SMTH1_27320.4, SMTH1_107440.1	SSPN1_23650.1, SSPN1_23650.2
OG0001488	SMTH1_39820.1	SSPN1_34980.1
OG0001488	SMTH1_105930.1	SSPN1_91920.1
OG0001489	SMTH1_28140.1	SSPN1_24370.1
OG0001490	SMTH1_35050.1	SSPN1_30450.2, SSPN1_30450.7, SSPN1_30450.3, SSPN1_30450.4, SSPN1_30450.6, SSPN1_30450.1, SSPN1_30450.5, SSPN1_30450.10, SSPN1_30450.8, SSPN1_30450.9
OG0001491	SMTH1_6410.1, SMTH1_6410.4, SMTH1_6410.2, SMTH1_6410.3	SSPN1_5510.1, SSPN1_5510.2, SSPN1_5510.3, SSPN1_5510.4
OG0001492	SMTH1_54180.1, SMTH1_54170.1, SMTH1_54180.2, SMTH1_54190.1	SSPN1_46910.1, SSPN1_47090.1
OG0001493	SMTH1_51270.1, SMTH1_51280.1, SMTH1_51290.1	SSPN1_44480.1
OG0001494	SMTH1_29260.1	SSPN1_25380.3, SSPN1_25380.4, SSPN1_25380.1, SSPN1_25380.2
OG0001495	SMTH1_8680.1	SSPN1_7550.1, SSPN1_7550.2, SSPN1_7550.4, SSPN1_7550.3
OG0001496	SMTH1_84290.1	SSPN1_72940.1
OG0001497	SMTH1_38240.1	SSPN1_36480.1, SSPN1_36480.2, SSPN1_36480.3
OG0001498	SMTH1_50490.1	SSPN1_43850.1
OG0001499	SMTH1_71580.1, SMTH1_71580.3, SMTH1_71580.2, SMTH1_71580.4	SSPN1_60180.1
OG0001500	SMTH1_73850.1	SSPN1_58350.1
OG0001501	SMTH1_103080.8, SMTH1_103080.1, SMTH1_103080.3, SMTH1_103080.4, SMTH1_103080.5, SMTH1_103080.6, SMTH1_103080.7, SMTH1_103080.2	SSPN1_89050.1, SSPN1_89050.2, SSPN1_89050.4, SSPN1_89050.5, SSPN1_89050.6, SSPN1_89050.3, SSPN1_89320.1
OG0001502	SMTH1_800.1, SMTH1_830.1, SMTH1_750.1, SMTH1_740.1	SSPN1_990.1, SSPN1_980.1
OG0001503	SMTH1_57650.1, SMTH1_57650.2, SMTH1_57650.3	SSPN1_49970.3, SSPN1_49970.1, SSPN1_49970.2
OG0001504	SMTH1_70540.1	SSPN1_60710.1
OG0001505	SMTH1_103630.3, SMTH1_103630.2, SMTH1_103630.1	SSPN1_89830.1, SSPN1_89840.1
OG0001506	SMTH1_15890.1	SSPN1_16330.1
OG0001507	SMTH1_58160.1	SSPN1_50450.4, SSPN1_50450.8, SSPN1_50450.5, SSPN1_50450.3, SSPN1_50450.6, SSPN1_50450.1, SSPN1_50450.2, SSPN1_50450.7
OG0001508	SMTH1_43070.1	SSPN1_32160.1
OG0001509	SMTH1_84590.1	SSPN1_73200.1
OG0001510	SMTH1_46580.4, SMTH1_46580.2	SSPN1_40490.2
OG0001511	SMTH1_35290.1, SMTH1_35290.2	SSPN1_39070.1
OG0001512	SMTH1_79610.1	SSPN1_68770.1, SSPN1_68770.3, SSPN1_68770.4, SSPN1_68770.2
OG0001513	SMTH1_16150.1	SSPN1_16130.1
OG0001514	SMTH1_2080.1	SSPN1_1650.1, SSPN1_1650.2
OG0001515	SMTH1_2750.1	SSPN1_2280.1
OG0001515	SMTH1_10420.1, SMTH1_63770.1, SMTH1_63790.1, SMTH1_63790.2	SSPN1_9100.1
OG0001516	SMTH1_21860.1	SSPN1_12660.1
OG0001516	SMTH1_21840.1	SSPN1_12640.1
OG0001517	SMTH1_30460.1, SMTH1_30460.2, SMTH1_30460.3, SMTH1_30460.4, SMTH1_30460.5, SMTH1_30460.6, SMTH1_30460.7	SSPN1_26430.1, SSPN1_26430.2, SSPN1_26430.3
OG0001518	SMTH1_84370.1	SSPN1_73000.1
OG0001519	SMTH1_84170.1	SSPN1_72820.3, SSPN1_72820.4, SSPN1_72820.5, SSPN1_72820.1, SSPN1_72820.2, SSPN1_72820.6
OG0001520	SMTH1_9740.1	SSPN1_8490.1
OG0001521	SMTH1_61110.1, SMTH1_61110.2	SSPN1_53100.1
OG0001522	SMTH1_11160.2, SMTH1_11160.1, SMTH1_11160.3, SMTH1_11160.4, SMTH1_11160.5, SMTH1_11160.6	SSPN1_20550.1, SSPN1_20560.1
OG0001523	SMTH1_54310.1	SSPN1_47000.1
OG0001524	SMTH1_89870.1	SSPN1_78910.2, SSPN1_78910.1, SSPN1_78910.3
OG0001525	SMTH1_37550.1, SMTH1_37550.2, SMTH1_37550.3	SSPN1_37150.1, SSPN1_37150.2
OG0001526	SMTH1_58890.1, SMTH1_58890.2, SMTH1_58890.3, SMTH1_58890.4	SSPN1_51100.2, SSPN1_51100.3, SSPN1_51100.1, SSPN1_51100.4, SSPN1_51100.5
OG0001527	SMTH1_99110.1, SMTH1_99110.2, SMTH1_99110.3	SSPN1_86700.1, SSPN1_86700.2
OG0001528	SMTH1_46430.1, SMTH1_47790.1	SSPN1_41560.1
OG0001529	SMTH1_107820.1, SMTH1_107820.2, SMTH1_65440.1, SMTH1_65440.2	SSPN1_56980.1
OG0001530	SMTH1_52000.1, SMTH1_52000.2	SSPN1_45110.1
OG0001531	SMTH1_18470.1	SSPN1_14100.1, SSPN1_14100.2, SSPN1_14100.3
OG0001532	SMTH1_3520.1	SSPN1_2880.1, SSPN1_2880.2, SSPN1_2880.3
