Orthogroup	schistosoma_curassoni	fasciola_gigantica
OG0000824	SCUR1_3040.4, SCUR1_3040.1, SCUR1_3040.2, SCUR1_3040.3, SCUR1_3040.6, SCUR1_3040.5	FGIG_10848
OG0000825	SCUR1_76510.1, SCUR1_76520.1, SCUR1_76500.1, SCUR1_76490.1	FGIG_11216
OG0000826	SCUR1_55310.7, SCUR1_55310.8, SCUR1_55310.2, SCUR1_55310.3, SCUR1_55310.1, SCUR1_55310.4, SCUR1_55310.5, SCUR1_55310.6	FGIG_11695
OG0000827	SCUR1_74760.1	FGIG_12190
OG0000830	SCUR1_48890.4, SCUR1_48890.1, SCUR1_48890.2, SCUR1_48890.3	FGIG_00108
OG0000831	SCUR1_42600.2, SCUR1_42600.5, SCUR1_42600.4, SCUR1_42600.1, SCUR1_42600.6, SCUR1_42600.3	FGIG_00177
OG0000832	SCUR1_60220.1, SCUR1_60220.4, SCUR1_60220.5, SCUR1_60220.3, SCUR1_60220.2	FGIG_00455
OG0000833	SCUR1_33360.1	FGIG_00489, FGIG_06899
OG0000834	SCUR1_48780.4, SCUR1_48780.3, SCUR1_48780.1, SCUR1_48780.2, SCUR1_48780.5	FGIG_00772
OG0000835	SCUR1_38250.1	FGIG_00786
OG0000836	SCUR1_37540.2, SCUR1_37540.3, SCUR1_37540.4	FGIG_00855
OG0000837	SCUR1_32420.1	FGIG_01009
OG0000838	SCUR1_39280.1, SCUR1_39290.1, SCUR1_39290.2, SCUR1_39290.3, SCUR1_39290.4, SCUR1_39290.5, SCUR1_39290.6	FGIG_01017, FGIG_01016
OG0000839	SCUR1_38700.3, SCUR1_38700.1, SCUR1_38700.2	FGIG_01333
OG0000840	SCUR1_69640.10, SCUR1_69640.5, SCUR1_69640.9, SCUR1_69640.4, SCUR1_69640.7, SCUR1_69640.6, SCUR1_69640.8, SCUR1_69640.2, SCUR1_69640.1, SCUR1_69640.3	FGIG_01498
OG0000841	SCUR1_20870.1	FGIG_01937
OG0000842	SCUR1_66640.2, SCUR1_66640.1	FGIG_01947
OG0000843	SCUR1_81490.3, SCUR1_81490.4, SCUR1_81490.1, SCUR1_81490.2	FGIG_02333
OG0000844	SCUR1_5250.1, SCUR1_5250.2	FGIG_02635
OG0000845	SCUR1_88620.4, SCUR1_88620.5, SCUR1_88620.3, SCUR1_88620.6, SCUR1_88620.1, SCUR1_88620.2	FGIG_03440
OG0000846	SCUR1_16860.1, SCUR1_16860.2, SCUR1_16860.3, SCUR1_16860.4, SCUR1_16860.5, SCUR1_16860.6	FGIG_04141, FGIG_04373
OG0000847	SCUR1_1140.1	FGIG_04277
OG0000848	SCUR1_34980.6, SCUR1_34980.3, SCUR1_34980.4, SCUR1_34980.5, SCUR1_34980.2, SCUR1_34980.1	FGIG_04531
OG0000849	SCUR1_39330.2, SCUR1_39330.4, SCUR1_39330.3, SCUR1_39330.5, SCUR1_39330.8, SCUR1_39330.1, SCUR1_39330.6, SCUR1_39330.7	FGIG_04536
OG0000850	SCUR1_27340.6, SCUR1_27340.1, SCUR1_27340.3, SCUR1_27340.4, SCUR1_27340.2, SCUR1_27340.5	FGIG_04635
OG0000851	SCUR1_89620.1, SCUR1_89620.2, SCUR1_89620.3, SCUR1_89620.4	FGIG_04677
OG0000852	SCUR1_10860.7, SCUR1_10860.4, SCUR1_10860.5, SCUR1_10860.6, SCUR1_10860.3, SCUR1_10860.1, SCUR1_10860.2, SCUR1_10860.8	FGIG_04776
OG0000853	SCUR1_82010.1	FGIG_04849, FGIG_06913
OG0000854	SCUR1_37550.1	FGIG_04960
OG0000855	SCUR1_54640.1, SCUR1_54630.1, SCUR1_54580.4, SCUR1_54580.2, SCUR1_54580.1, SCUR1_54580.5, SCUR1_54580.3	FGIG_05067
OG0000856	SCUR1_2950.1	FGIG_05440
OG0000857	SCUR1_4150.4, SCUR1_4150.1, SCUR1_4150.2, SCUR1_4150.3, SCUR1_4150.6, SCUR1_4150.7, SCUR1_4150.5, SCUR1_4150.8	FGIG_06616
OG0000858	SCUR1_4550.4, SCUR1_4550.6, SCUR1_4550.7, SCUR1_4550.2, SCUR1_4550.3, SCUR1_4550.1, SCUR1_4550.5	FGIG_06646
OG0000859	SCUR1_49580.6, SCUR1_49580.8, SCUR1_49580.11, SCUR1_49580.10, SCUR1_49580.2, SCUR1_49580.4, SCUR1_49580.3, SCUR1_49580.12, SCUR1_49580.5, SCUR1_49580.1, SCUR1_49580.7, SCUR1_49580.9	FGIG_07329
OG0000860	SCUR1_59770.1	FGIG_08877
OG0000860	SCUR1_62340.1, SCUR1_62340.2	FGIG_08075
OG0000861	SCUR1_11710.1	FGIG_09232
OG0000862	SCUR1_29940.1	FGIG_09618
OG0000864	SCUR1_40490.1	FGIG_10031
OG0000865	SCUR1_33320.1	FGIG_11450
OG0000866	SCUR1_95280.5, SCUR1_95280.4, SCUR1_95280.3, SCUR1_95280.1, SCUR1_95280.2	FGIG_11612
OG0000867	SCUR1_7140.1, SCUR1_7140.2, SCUR1_7140.3, SCUR1_7140.4, SCUR1_7140.5, SCUR1_7140.7, SCUR1_7140.6, SCUR1_7140.8	FGIG_12103
OG0000869	SCUR1_88090.1, SCUR1_88090.2, SCUR1_88090.3	FGIG_08036, FGIG_00173, FGIG_10748
OG0000870	SCUR1_100160.5, SCUR1_100160.1, SCUR1_100160.2, SCUR1_100160.3, SCUR1_100160.4	FGIG_00458
OG0000871	SCUR1_22660.1, SCUR1_22660.2	FGIG_00704, FGIG_00705
OG0000872	SCUR1_4030.1, SCUR1_4030.2	FGIG_01168
OG0000873	SCUR1_85260.6, SCUR1_85260.4, SCUR1_85260.5, SCUR1_85260.7, SCUR1_85260.1, SCUR1_85260.2, SCUR1_85260.3	FGIG_01237
OG0000874	SCUR1_43220.1, SCUR1_43220.2, SCUR1_43220.3, SCUR1_43220.4, SCUR1_43220.5	FGIG_09975, FGIG_05621, FGIG_02068
OG0000875	SCUR1_62270.2, SCUR1_62270.3, SCUR1_62270.1, SCUR1_62270.4	FGIG_02491
OG0000876	SCUR1_96810.3, SCUR1_96810.4, SCUR1_96810.6, SCUR1_96810.7, SCUR1_96810.5, SCUR1_96810.1, SCUR1_96810.2, SCUR1_95170.1, SCUR1_99960.1, SCUR1_99960.2, SCUR1_96070.1, SCUR1_96070.2	FGIG_02493, FGIG_13987
OG0000877	SCUR1_7190.1, SCUR1_7190.2, SCUR1_7190.3, SCUR1_7190.5, SCUR1_7190.4	FGIG_02724
OG0000878	SCUR1_18450.1	FGIG_11660, FGIG_02764
OG0000879	SCUR1_58380.1, SCUR1_58380.2, SCUR1_58400.1	FGIG_03120
OG0000880	SCUR1_79040.1	FGIG_03926
OG0000881	SCUR1_4570.1	FGIG_04172
OG0000881	SCUR1_89450.1	FGIG_04278
OG0000882	SCUR1_22090.1	FGIG_05170
OG0000882	SCUR1_40290.1	FGIG_04211
OG0000883	SCUR1_40280.1	FGIG_04212
OG0000884	SCUR1_39540.1	FGIG_04519
OG0000885	SCUR1_91260.3, SCUR1_91260.2, SCUR1_91260.1, SCUR1_170.1, SCUR1_57230.1	FGIG_06559, FGIG_04824
OG0000886	SCUR1_69740.1, SCUR1_69740.2, SCUR1_69740.4, SCUR1_69740.5, SCUR1_69740.6, SCUR1_69740.7, SCUR1_69740.3	FGIG_06109
OG0000887	SCUR1_19630.1	FGIG_07211
OG0000888	SCUR1_78160.1, SCUR1_78160.2, SCUR1_78160.3, SCUR1_78170.1	FGIG_07235
OG0000889	SCUR1_27780.1, SCUR1_27780.2	FGIG_07370
OG0000890	SCUR1_41050.1, SCUR1_41050.2	FGIG_07609
OG0000891	SCUR1_37430.1	FGIG_08269
OG0000892	SCUR1_51930.3, SCUR1_51930.1, SCUR1_51930.2	FGIG_08300
OG0000894	SCUR1_86500.7, SCUR1_86500.1, SCUR1_86500.2, SCUR1_86500.8, SCUR1_86500.3, SCUR1_86500.4, SCUR1_86500.5, SCUR1_86500.11, SCUR1_86500.12, SCUR1_86500.13, SCUR1_86500.14, SCUR1_86500.15, SCUR1_86500.10, SCUR1_86500.6, SCUR1_86500.16, SCUR1_86500.17, SCUR1_86500.18, SCUR1_86500.19, SCUR1_86500.9	FGIG_09025
OG0000895	SCUR1_44170.9, SCUR1_44170.8, SCUR1_44170.1, SCUR1_44170.3, SCUR1_44170.7, SCUR1_44170.2, SCUR1_44170.4, SCUR1_44170.10, SCUR1_44170.5, SCUR1_44170.6	FGIG_09033, FGIG_10887, FGIG_11622
OG0000896	SCUR1_20170.1, SCUR1_20170.3, SCUR1_20170.2, SCUR1_20170.7, SCUR1_20160.1, SCUR1_20170.6, SCUR1_20170.4, SCUR1_20170.5	FGIG_09198, FGIG_11521
OG0000897	SCUR1_10000.1	FGIG_09238, FGIG_09239
OG0000898	SCUR1_97920.1, SCUR1_97920.2	FGIG_09340
OG0000899	SCUR1_14450.1	FGIG_09861
OG0000900	SCUR1_3590.1, SCUR1_3600.2, SCUR1_3600.1	FGIG_09928, FGIG_10894, FGIG_11511
OG0000901	SCUR1_62440.2, SCUR1_62440.1, SCUR1_62440.3, SCUR1_62440.6, SCUR1_62440.4, SCUR1_62440.5	FGIG_09929
OG0000902	SCUR1_55160.5, SCUR1_55160.4, SCUR1_55160.3, SCUR1_55160.6, SCUR1_55160.9, SCUR1_55160.1, SCUR1_55160.2, SCUR1_55160.8, SCUR1_55160.7	FGIG_10069
OG0000903	SCUR1_15460.7, SCUR1_15460.6, SCUR1_15460.1, SCUR1_15460.3, SCUR1_15460.2, SCUR1_15460.4, SCUR1_15460.5	FGIG_10099, FGIG_12212
OG0000904	SCUR1_100550.1, SCUR1_100550.2, SCUR1_100550.4, SCUR1_100550.5, SCUR1_5120.1, SCUR1_100550.3	FGIG_10256
OG0000905	SCUR1_78340.1, SCUR1_78340.4, SCUR1_78340.2, SCUR1_78340.3	FGIG_12473, FGIG_10853
OG0000906	SCUR1_63750.1	FGIG_11785
OG0000907	SCUR1_73850.1	FGIG_12114
OG0000910	SCUR1_8090.1	FGIG_00237
OG0000911	SCUR1_58230.5, SCUR1_58230.1, SCUR1_58230.6, SCUR1_58230.2, SCUR1_58230.3, SCUR1_58230.4	FGIG_01294, FGIG_01295
OG0000912	SCUR1_6390.1, SCUR1_6390.3, SCUR1_6390.5, SCUR1_6390.6, SCUR1_6390.2, SCUR1_6390.4, SCUR1_6390.7, SCUR1_6390.8, SCUR1_6390.9	FGIG_01540
OG0000913	SCUR1_31460.1	FGIG_01566, FGIG_05409, FGIG_02080, FGIG_02081
OG0000914	SCUR1_38730.7, SCUR1_38730.8, SCUR1_38730.9, SCUR1_38730.3, SCUR1_38730.2, SCUR1_38730.6, SCUR1_38730.4, SCUR1_38730.5, SCUR1_38730.1	FGIG_01782
OG0000915	SCUR1_29550.1, SCUR1_29550.2, SCUR1_29550.4, SCUR1_29550.3	FGIG_02191
OG0000916	SCUR1_39840.1, SCUR1_39840.2, SCUR1_39840.3, SCUR1_39840.4	FGIG_02554
OG0000917	SCUR1_83280.2, SCUR1_83280.9, SCUR1_83280.1, SCUR1_83280.3, SCUR1_83280.6, SCUR1_83280.8, SCUR1_83280.7, SCUR1_83280.4, SCUR1_83280.10, SCUR1_83280.5	FGIG_02688, FGIG_12358, FGIG_11883
OG0000918	SCUR1_26760.1, SCUR1_26760.10, SCUR1_26760.2, SCUR1_26760.7, SCUR1_26760.9, SCUR1_26760.3, SCUR1_26760.4, SCUR1_26760.6, SCUR1_26760.8, SCUR1_26760.5	FGIG_02932
OG0000919	SCUR1_83450.1, SCUR1_83450.2, SCUR1_83450.9, SCUR1_83450.3, SCUR1_83450.4, SCUR1_83450.5, SCUR1_83450.7, SCUR1_83450.6, SCUR1_83450.8, SCUR1_83450.10	FGIG_03174
OG0000920	SCUR1_93610.1	FGIG_03229
OG0000921	SCUR1_43620.1	FGIG_03378
OG0000922	SCUR1_6820.1	FGIG_08404
OG0000922	SCUR1_6810.1	FGIG_03416, FGIG_03417, FGIG_03413, FGIG_03412, FGIG_08184, FGIG_03414, FGIG_03415
OG0000923	SCUR1_91870.1	FGIG_03937
OG0000925	SCUR1_16420.1	FGIG_03997
OG0000926	SCUR1_27010.1	FGIG_04108, FGIG_04107
OG0000927	SCUR1_21390.1	FGIG_04164
OG0000928	SCUR1_32350.1, SCUR1_32340.1	FGIG_05151
OG0000929	SCUR1_64730.1, SCUR1_64730.2, SCUR1_64730.3, SCUR1_64730.4	FGIG_05247
OG0000930	SCUR1_42530.1	FGIG_05414
OG0000931	SCUR1_70670.2, SCUR1_70670.1, SCUR1_70670.3	FGIG_05808, FGIG_05809, FGIG_05812
OG0000932	SCUR1_1050.1, SCUR1_1050.2, SCUR1_1050.3	FGIG_05937
OG0000933	SCUR1_39960.1, SCUR1_39960.2	FGIG_06615
OG0000934	SCUR1_10100.1	FGIG_06893, FGIG_06892
OG0000935	SCUR1_64100.1	FGIG_06948
OG0000936	SCUR1_92700.3, SCUR1_92700.2, SCUR1_92700.4, SCUR1_92700.5, SCUR1_92700.6, SCUR1_92700.7, SCUR1_92700.1	FGIG_07247, FGIG_12684
OG0000937	SCUR1_54330.1	FGIG_08721, FGIG_07320
OG0000938	SCUR1_59630.1, SCUR1_59630.5, SCUR1_59630.2, SCUR1_59630.4, SCUR1_59630.3, SCUR1_59630.6	FGIG_07574
OG0000939	SCUR1_85750.1, SCUR1_85750.6, SCUR1_85750.4, SCUR1_85750.5, SCUR1_85750.2, SCUR1_85750.3	FGIG_08083
OG0000940	SCUR1_5790.3, SCUR1_5790.2, SCUR1_5790.1	FGIG_08529
OG0000941	SCUR1_32170.1, SCUR1_32170.2	FGIG_08549
OG0000942	SCUR1_16000.1	FGIG_08647
OG0000943	SCUR1_28810.2, SCUR1_28810.1, SCUR1_28810.3, SCUR1_28810.4, SCUR1_28810.5	FGIG_12262, FGIG_08967
OG0000944	SCUR1_58020.1, SCUR1_58020.2, SCUR1_58020.4, SCUR1_58020.3, SCUR1_58020.5	FGIG_08996
OG0000945	SCUR1_11330.1	FGIG_11567, FGIG_10084
OG0000946	SCUR1_8630.2, SCUR1_8630.1, SCUR1_8630.3	FGIG_10162
OG0000947	SCUR1_39010.1	FGIG_10405
OG0000948	SCUR1_80450.2, SCUR1_80450.3, SCUR1_80450.4, SCUR1_80450.6, SCUR1_80450.7, SCUR1_80450.8, SCUR1_80450.1, SCUR1_80450.9, SCUR1_80450.5	FGIG_10715
OG0000949	SCUR1_16180.1, SCUR1_16190.1, SCUR1_16170.1	FGIG_11029, FGIG_12400
OG0000950	SCUR1_53320.1	FGIG_11337
OG0000951	SCUR1_91820.1, SCUR1_91820.4, SCUR1_91820.2, SCUR1_91820.3, SCUR1_91820.5, SCUR1_91820.6	FGIG_11751
OG0000952	SCUR1_29510.2, SCUR1_29510.1, SCUR1_29510.3, SCUR1_29510.4, SCUR1_29510.5, SCUR1_29510.6, SCUR1_29510.7, SCUR1_29510.8	FGIG_11963
OG0000953	SCUR1_62550.1	FGIG_12056
OG0000954	SCUR1_79900.1	FGIG_12353
OG0000958	SCUR1_13740.1	FGIG_00120
OG0000959	SCUR1_69180.1, SCUR1_69180.3, SCUR1_69180.2, SCUR1_69180.4	FGIG_00122
OG0000960	SCUR1_22640.1	FGIG_00387, FGIG_06998
OG0000961	SCUR1_39050.1, SCUR1_39050.4, SCUR1_39050.3, SCUR1_39050.2	FGIG_01111
OG0000962	SCUR1_73820.1	FGIG_01352, FGIG_10661
OG0000963	SCUR1_2310.1	FGIG_07862, FGIG_01440, FGIG_01439
OG0000964	SCUR1_40820.1	FGIG_09268, FGIG_01648
OG0000965	SCUR1_63300.1, SCUR1_63300.2, SCUR1_63300.3	FGIG_02037
OG0000966	SCUR1_36360.1, SCUR1_36360.2	FGIG_07892
OG0000966	SCUR1_49050.1	FGIG_02145
OG0000967	SCUR1_35520.1, SCUR1_35520.2, SCUR1_35520.6, SCUR1_35520.3, SCUR1_35520.4, SCUR1_35520.5	FGIG_02147
OG0000968	SCUR1_2770.2, SCUR1_2770.1, SCUR1_2770.3, SCUR1_2770.4	FGIG_02274
OG0000969	SCUR1_80570.1	FGIG_02776, FGIG_11524
OG0000970	SCUR1_68850.9, SCUR1_68850.7, SCUR1_68850.3, SCUR1_68850.1, SCUR1_68850.2, SCUR1_68850.4, SCUR1_68850.5, SCUR1_68850.6, SCUR1_68850.8, SCUR1_95840.1	FGIG_03075
OG0000971	SCUR1_1760.1	FGIG_03179, FGIG_13983
OG0000972	SCUR1_6080.6, SCUR1_6080.5, SCUR1_6080.1, SCUR1_6080.2, SCUR1_6080.3, SCUR1_6080.4	FGIG_11948, FGIG_03784
OG0000973	SCUR1_24020.1, SCUR1_24030.1, SCUR1_24040.2, SCUR1_24040.3, SCUR1_24040.1, SCUR1_24040.4	FGIG_03899
OG0000974	SCUR1_55520.1, SCUR1_55510.1	FGIG_04084
OG0000975	SCUR1_5930.1	FGIG_09679, FGIG_09681, FGIG_04437, FGIG_09882
OG0000976	SCUR1_10260.1, SCUR1_10260.2	FGIG_04455
OG0000977	SCUR1_12140.1	FGIG_04668
OG0000978	SCUR1_20300.1, SCUR1_20300.2, SCUR1_20300.4, SCUR1_20300.3, SCUR1_20300.5	FGIG_04760
OG0000979	SCUR1_72920.1	FGIG_06407, FGIG_04838, FGIG_06406
OG0000980	SCUR1_52040.4, SCUR1_52040.5, SCUR1_52040.3, SCUR1_52040.2, SCUR1_52040.6, SCUR1_52040.1	FGIG_04979
OG0000981	SCUR1_40260.1, SCUR1_40260.2, SCUR1_40260.3, SCUR1_40260.4	FGIG_05295, FGIG_09246
OG0000982	SCUR1_64160.1	FGIG_05391
OG0000983	SCUR1_15640.4, SCUR1_15640.5, SCUR1_15640.1, SCUR1_15640.2, SCUR1_15640.3, SCUR1_15640.6, SCUR1_15640.7, SCUR1_15640.8, SCUR1_15640.9	FGIG_05642
OG0000984	SCUR1_35000.5, SCUR1_35000.7, SCUR1_35000.6, SCUR1_35000.3, SCUR1_35000.1, SCUR1_35000.2, SCUR1_35000.4	FGIG_08758, FGIG_05698
OG0000985	SCUR1_16150.1, SCUR1_16150.4, SCUR1_16150.2, SCUR1_16150.3	FGIG_05895
OG0000986	SCUR1_72040.1	FGIG_07315, FGIG_06076
OG0000987	SCUR1_82460.3, SCUR1_82460.2, SCUR1_82460.1	FGIG_06114
OG0000988	SCUR1_57130.1, SCUR1_57130.2	FGIG_06297
OG0000989	SCUR1_51340.4, SCUR1_51340.1, SCUR1_51340.2, SCUR1_51340.3	FGIG_11034, FGIG_06813
OG0000990	SCUR1_4740.1	FGIG_07158, FGIG_12628
OG0000991	SCUR1_58780.1	FGIG_07197
OG0000992	SCUR1_44400.8, SCUR1_44400.3, SCUR1_44400.5, SCUR1_44400.2, SCUR1_44400.4, SCUR1_44400.6, SCUR1_44400.7, SCUR1_44400.1	FGIG_07340
OG0000993	SCUR1_77510.3, SCUR1_77510.4, SCUR1_77510.7, SCUR1_77510.8, SCUR1_77510.6, SCUR1_77510.1, SCUR1_77510.2, SCUR1_77510.5	FGIG_08844
OG0000994	SCUR1_34010.3, SCUR1_34010.5, SCUR1_34010.4, SCUR1_34010.2, SCUR1_34010.1, SCUR1_34030.1, SCUR1_34030.2	FGIG_10501, FGIG_09627
OG0000995	SCUR1_79790.5, SCUR1_79790.3, SCUR1_79790.1, SCUR1_79790.2, SCUR1_79790.4	FGIG_10198
OG0000996	SCUR1_64300.1, SCUR1_64300.2	FGIG_10353
OG0000997	SCUR1_87540.2, SCUR1_87540.1	FGIG_10470
OG0000998	SCUR1_55850.1	FGIG_10771
OG0000999	SCUR1_38050.1, SCUR1_38050.2, SCUR1_38050.4, SCUR1_38050.5, SCUR1_38050.6, SCUR1_38050.10, SCUR1_38050.9, SCUR1_38050.7, SCUR1_38050.8, SCUR1_38050.3	FGIG_11336
OG0001000	SCUR1_7040.1, SCUR1_7040.2	FGIG_12086, FGIG_12087
OG0001009	SCUR1_86720.3, SCUR1_86720.1, SCUR1_86720.2	FGIG_10563
OG0001010	SCUR1_60140.2, SCUR1_60140.5, SCUR1_60140.9, SCUR1_60140.1, SCUR1_60140.3, SCUR1_60140.4, SCUR1_60140.6, SCUR1_60140.7, SCUR1_60140.8	FGIG_00263
OG0001011	SCUR1_39900.2, SCUR1_39900.4, SCUR1_39900.5, SCUR1_39900.8, SCUR1_39900.7, SCUR1_39900.1, SCUR1_39900.3, SCUR1_39900.6	FGIG_00583
OG0001012	SCUR1_5170.1, SCUR1_5170.2, SCUR1_5170.3	FGIG_00716, FGIG_12423
OG0001013	SCUR1_13850.1, SCUR1_13850.2, SCUR1_13850.3, SCUR1_13850.4	FGIG_00937
OG0001014	SCUR1_4010.1	FGIG_01167
OG0001015	SCUR1_38580.1, SCUR1_38560.1, SCUR1_38560.2	FGIG_01288
OG0001016	SCUR1_37870.1, SCUR1_37870.3, SCUR1_37870.5, SCUR1_37870.7, SCUR1_37870.2, SCUR1_37870.6, SCUR1_37870.4	FGIG_01491
OG0001017	SCUR1_15620.1, SCUR1_15620.2	FGIG_01516, FGIG_01517
OG0001018	SCUR1_29720.2, SCUR1_29720.3, SCUR1_29720.1, SCUR1_29720.4	FGIG_02109
OG0001019	SCUR1_42360.1, SCUR1_42360.3, SCUR1_42360.4, SCUR1_42360.5, SCUR1_42360.2	FGIG_02200
OG0001020	SCUR1_10870.1, SCUR1_10870.2, SCUR1_10870.3	FGIG_02310
OG0001021	SCUR1_29500.6, SCUR1_29500.3, SCUR1_29500.2, SCUR1_29500.4, SCUR1_29500.1, SCUR1_29500.5	FGIG_02501
OG0001022	SCUR1_20120.1, SCUR1_20120.2, SCUR1_20110.1, SCUR1_20110.4, SCUR1_20110.3, SCUR1_20110.2, SCUR1_95750.1, SCUR1_20120.3	FGIG_02913, FGIG_08770, FGIG_08768
OG0001023	SCUR1_62960.7, SCUR1_62960.5, SCUR1_62960.1, SCUR1_62960.2, SCUR1_62960.3, SCUR1_62960.4, SCUR1_62960.8, SCUR1_62960.6	FGIG_03103
OG0001024	SCUR1_77620.1	FGIG_03356
OG0001025	SCUR1_87150.1, SCUR1_87150.2, SCUR1_87150.3, SCUR1_87150.4	FGIG_12668, FGIG_03893, FGIG_10500
OG0001026	SCUR1_97260.1	FGIG_03951
OG0001028	SCUR1_55590.2, SCUR1_55590.3, SCUR1_55590.6, SCUR1_55590.4, SCUR1_55590.5, SCUR1_55590.1	FGIG_04078
OG0001029	SCUR1_49790.1, SCUR1_49790.2, SCUR1_49790.3, SCUR1_49790.4, SCUR1_49790.5, SCUR1_49790.7, SCUR1_49790.9, SCUR1_49790.6, SCUR1_49790.8	FGIG_04129, FGIG_04130
OG0001030	SCUR1_28950.2, SCUR1_28950.1	FGIG_04177
OG0001031	SCUR1_69850.5, SCUR1_69850.4, SCUR1_69850.3, SCUR1_69850.1, SCUR1_69850.2, SCUR1_69850.6	FGIG_04662
OG0001032	SCUR1_64320.1	FGIG_04868
OG0001033	SCUR1_71310.1, SCUR1_71310.2, SCUR1_71310.3, SCUR1_71310.4, SCUR1_71310.5	FGIG_04915, FGIG_04916
OG0001034	SCUR1_54080.2, SCUR1_54080.3, SCUR1_54080.1, SCUR1_54080.4, SCUR1_54090.1, SCUR1_54090.2, SCUR1_54090.3, SCUR1_54090.4	FGIG_05173
OG0001035	SCUR1_54670.1	FGIG_05181, FGIG_11101
OG0001036	SCUR1_17410.1, SCUR1_17410.2, SCUR1_17410.3	FGIG_05654
OG0001037	SCUR1_20090.4, SCUR1_20090.1, SCUR1_20090.3, SCUR1_20090.5, SCUR1_20090.2	FGIG_07174, FGIG_05783
OG0001038	SCUR1_1470.1, SCUR1_1470.2, SCUR1_1470.3, SCUR1_1470.4, SCUR1_1470.5	FGIG_05873
OG0001039	SCUR1_27360.1	FGIG_06217, FGIG_05903
OG0001040	SCUR1_80340.5, SCUR1_80340.2, SCUR1_80340.1, SCUR1_80340.3, SCUR1_80340.6, SCUR1_80340.7, SCUR1_80340.4, SCUR1_80340.8	FGIG_06139
OG0001041	SCUR1_92900.1, SCUR1_92900.2, SCUR1_92900.4, SCUR1_92900.5, SCUR1_92900.3	FGIG_06435
OG0001042	SCUR1_12010.5, SCUR1_12010.8, SCUR1_12010.1, SCUR1_12010.2, SCUR1_12010.3, SCUR1_12010.4, SCUR1_12010.7, SCUR1_12010.6	FGIG_08094, FGIG_08095
OG0001043	SCUR1_48490.2, SCUR1_48490.1	FGIG_06983, FGIG_06984
OG0001044	SCUR1_67000.1	FGIG_07014
OG0001045	SCUR1_66560.6, SCUR1_66560.1, SCUR1_66560.3, SCUR1_66560.4, SCUR1_66560.2, SCUR1_66560.5	FGIG_07163
OG0001046	SCUR1_51010.4, SCUR1_51010.3, SCUR1_51010.10, SCUR1_51010.1, SCUR1_51010.5, SCUR1_51010.6, SCUR1_51010.7, SCUR1_51010.8, SCUR1_51010.9, SCUR1_51010.2	FGIG_08519, FGIG_11328
OG0001047	SCUR1_94330.1, SCUR1_94330.3, SCUR1_94330.2, SCUR1_94330.5, SCUR1_94330.4, SCUR1_94330.7, SCUR1_94330.6, SCUR1_94330.8, SCUR1_94330.9, SCUR1_94330.10	FGIG_08858
OG0001048	SCUR1_77560.3, SCUR1_77560.1, SCUR1_77560.2	FGIG_08890
OG0001049	SCUR1_55250.2, SCUR1_55250.3, SCUR1_55250.4, SCUR1_55250.5, SCUR1_55250.1	FGIG_08971
OG0001050	SCUR1_62190.1, SCUR1_62190.2	FGIG_09019
OG0001051	SCUR1_86580.1, SCUR1_86580.2, SCUR1_86580.3, SCUR1_86580.4	FGIG_09084
OG0001052	SCUR1_55210.3, SCUR1_55210.4, SCUR1_55210.5, SCUR1_55210.2, SCUR1_55210.1	FGIG_09153
OG0001053	SCUR1_63400.1	FGIG_09535
OG0001054	SCUR1_11680.1, SCUR1_11680.2, SCUR1_11670.1, SCUR1_11670.2	FGIG_10019
OG0001055	SCUR1_38920.4, SCUR1_38920.5, SCUR1_38920.3, SCUR1_38920.1, SCUR1_38920.2	FGIG_10263
OG0001056	SCUR1_57980.1	FGIG_10435
OG0001057	SCUR1_86090.2, SCUR1_86090.1, SCUR1_86090.4, SCUR1_86090.5, SCUR1_86090.3	FGIG_10952
OG0001058	SCUR1_60800.1, SCUR1_60790.1	FGIG_11110, FGIG_11111
OG0001059	SCUR1_16990.1, SCUR1_16990.2, SCUR1_16990.3	FGIG_11177
OG0001060	SCUR1_63690.1	FGIG_11797, FGIG_11343, FGIG_11342
OG0001068	SCUR1_75290.5, SCUR1_75290.1, SCUR1_75290.4, SCUR1_75290.2, SCUR1_75290.3	FGIG_00040
OG0001070	SCUR1_63010.1	FGIG_03027
OG0001070	SCUR1_75710.1	FGIG_00667
OG0001071	SCUR1_64910.4, SCUR1_64910.5, SCUR1_64910.1, SCUR1_64910.2, SCUR1_64910.3	FGIG_07533, FGIG_00739
OG0001072	SCUR1_42400.4, SCUR1_42400.5, SCUR1_42400.2, SCUR1_42400.1, SCUR1_42400.3	FGIG_01150
OG0001073	SCUR1_16820.1	FGIG_01202, FGIG_01203
OG0001074	SCUR1_27550.2, SCUR1_27550.1, SCUR1_27550.5, SCUR1_27550.3, SCUR1_27550.6, SCUR1_27550.4	FGIG_01210
OG0001075	SCUR1_61790.1	FGIG_01512
OG0001076	SCUR1_46500.2, SCUR1_46500.1, SCUR1_46500.3, SCUR1_46500.4	FGIG_01548
OG0001077	SCUR1_50130.1, SCUR1_50130.2	FGIG_01785, FGIG_06860
OG0001078	SCUR1_61190.1, SCUR1_61190.2	FGIG_01797, FGIG_12525
OG0001079	SCUR1_74690.1, SCUR1_74710.1	FGIG_04699
OG0001080	SCUR1_73060.2, SCUR1_73060.1, SCUR1_73060.3, SCUR1_73060.5, SCUR1_73060.4	FGIG_02556
