Orthogroup	schistosoma_curassoni	s.mekongi
OG0000886	SCUR1_69740.1, SCUR1_69740.2, SCUR1_69740.4, SCUR1_69740.5, SCUR1_69740.6, SCUR1_69740.7, SCUR1_69740.3	KAK4470894.1
OG0000887	SCUR1_19630.1	KAK4475063.1
OG0000888	SCUR1_78160.1, SCUR1_78160.2, SCUR1_78160.3	KAK4470877.1
OG0000888	SCUR1_78170.1	KAK4470878.1
OG0000890	SCUR1_41050.1, SCUR1_41050.2	KAK4473603.1
OG0000891	SCUR1_37430.1	KAK4473846.1
OG0000892	SCUR1_51930.3, SCUR1_51930.1, SCUR1_51930.2	KAK4469720.1
OG0000894	SCUR1_86500.7, SCUR1_86500.1, SCUR1_86500.2, SCUR1_86500.8, SCUR1_86500.3, SCUR1_86500.4, SCUR1_86500.5, SCUR1_86500.11, SCUR1_86500.12, SCUR1_86500.13, SCUR1_86500.14, SCUR1_86500.15, SCUR1_86500.10, SCUR1_86500.6, SCUR1_86500.16, SCUR1_86500.17, SCUR1_86500.18, SCUR1_86500.19, SCUR1_86500.9	KAK4468755.1
OG0000895	SCUR1_44170.9, SCUR1_44170.8, SCUR1_44170.1, SCUR1_44170.3, SCUR1_44170.7, SCUR1_44170.2, SCUR1_44170.4, SCUR1_44170.10, SCUR1_44170.5, SCUR1_44170.6	KAK4472632.1
OG0000896	SCUR1_20170.1, SCUR1_20170.3, SCUR1_20170.2, SCUR1_20170.7, SCUR1_20160.1, SCUR1_20170.6, SCUR1_20170.4, SCUR1_20170.5	KAK4475362.1
OG0000897	SCUR1_10000.1	KAK4476316.1
OG0000898	SCUR1_97920.1, SCUR1_97920.2	KAK4470204.1
OG0000899	SCUR1_14450.1	KAK4474583.1
OG0000900	SCUR1_3590.1, SCUR1_3600.2, SCUR1_3600.1	KAK4475641.1
OG0000901	SCUR1_62440.2, SCUR1_62440.1, SCUR1_62440.3, SCUR1_62440.6, SCUR1_62440.4, SCUR1_62440.5	KAK4471706.1
OG0000902	SCUR1_55160.5, SCUR1_55160.4, SCUR1_55160.3, SCUR1_55160.6, SCUR1_55160.9, SCUR1_55160.1, SCUR1_55160.2, SCUR1_55160.8, SCUR1_55160.7	KAK4469829.1
OG0000903	SCUR1_15460.7, SCUR1_15460.6, SCUR1_15460.1, SCUR1_15460.3, SCUR1_15460.2, SCUR1_15460.4, SCUR1_15460.5	KAK4475319.1
OG0000904	SCUR1_100550.1, SCUR1_100550.2, SCUR1_100550.4, SCUR1_100550.5, SCUR1_5120.1, SCUR1_100550.3	KAK4475874.1
OG0000905	SCUR1_78340.1, SCUR1_78340.4, SCUR1_78340.2, SCUR1_78340.3	KAK4470893.1
OG0000906	SCUR1_63750.1	KAK4471295.1
OG0000907	SCUR1_73850.1	KAK4470463.1
OG0000908	SCUR1_26640.1, SCUR1_26640.3, SCUR1_26640.2	KAK4472964.1
OG0000908	SCUR1_26630.1	KAK4472965.1
OG0000908	SCUR1_26650.1	KAK4472963.1
OG0000910	SCUR1_8090.1	KAK4476130.1
OG0000911	SCUR1_58230.5, SCUR1_58230.1, SCUR1_58230.6, SCUR1_58230.2, SCUR1_58230.3, SCUR1_58230.4	KAK4471170.1
OG0000912	SCUR1_6390.1, SCUR1_6390.3, SCUR1_6390.5, SCUR1_6390.6, SCUR1_6390.2, SCUR1_6390.4, SCUR1_6390.7, SCUR1_6390.8, SCUR1_6390.9	KAK4475973.1
OG0000913	SCUR1_31460.1	KAK4472644.1
OG0000914	SCUR1_38730.7, SCUR1_38730.8, SCUR1_38730.9, SCUR1_38730.3, SCUR1_38730.2, SCUR1_38730.6, SCUR1_38730.4, SCUR1_38730.5, SCUR1_38730.1	KAK4473816.1
OG0000915	SCUR1_29550.1, SCUR1_29550.2, SCUR1_29550.4, SCUR1_29550.3	KAK4472417.1
OG0000916	SCUR1_39840.1, SCUR1_39840.2, SCUR1_39840.3, SCUR1_39840.4	KAK4473712.1
OG0000917	SCUR1_83280.2, SCUR1_83280.9, SCUR1_83280.1, SCUR1_83280.3, SCUR1_83280.6, SCUR1_83280.8, SCUR1_83280.7, SCUR1_83280.4, SCUR1_83280.10, SCUR1_83280.5	KAK4468177.1
OG0000918	SCUR1_26760.1, SCUR1_26760.10, SCUR1_26760.2, SCUR1_26760.7, SCUR1_26760.9, SCUR1_26760.3, SCUR1_26760.4, SCUR1_26760.6, SCUR1_26760.8, SCUR1_26760.5	KAK4472957.1
OG0000919	SCUR1_83450.1, SCUR1_83450.2, SCUR1_83450.9, SCUR1_83450.3, SCUR1_83450.4, SCUR1_83450.5, SCUR1_83450.7, SCUR1_83450.6, SCUR1_83450.8, SCUR1_83450.10	KAK4468191.1
OG0000920	SCUR1_93610.1	KAK4467644.1
OG0000921	SCUR1_43620.1	KAK4473570.1
OG0000923	SCUR1_91870.1	KAK4467730.1
OG0000925	SCUR1_16420.1	KAK4474818.1
OG0000926	SCUR1_27010.1	KAK4472929.1
OG0000927	SCUR1_21390.1	KAK4475055.1
OG0000928	SCUR1_32350.1, SCUR1_32340.1	KAK4474205.1
OG0000929	SCUR1_64730.1, SCUR1_64730.2, SCUR1_64730.3, SCUR1_64730.4	KAK4471201.1
OG0000930	SCUR1_42530.1	KAK4473473.1
OG0000931	SCUR1_70670.2, SCUR1_70670.1, SCUR1_70670.3	KAK4470219.1
OG0000932	SCUR1_1050.1, SCUR1_1050.2, SCUR1_1050.3	KAK4476123.1
OG0000933	SCUR1_39960.1, SCUR1_39960.2	KAK4473701.1
OG0000934	SCUR1_10100.1	KAK4476302.1
OG0000935	SCUR1_64100.1	KAK4471482.1
OG0000936	SCUR1_92700.3, SCUR1_92700.2, SCUR1_92700.4, SCUR1_92700.5, SCUR1_92700.6, SCUR1_92700.7, SCUR1_92700.1	KAK4467944.1
OG0000937	SCUR1_54330.1	KAK4469907.1
OG0000938	SCUR1_59630.1, SCUR1_59630.5, SCUR1_59630.2, SCUR1_59630.4, SCUR1_59630.3, SCUR1_59630.6	KAK4471997.1
OG0000939	SCUR1_85750.1, SCUR1_85750.6, SCUR1_85750.4, SCUR1_85750.5, SCUR1_85750.2, SCUR1_85750.3	KAK4468842.1
OG0000940	SCUR1_5790.3, SCUR1_5790.2, SCUR1_5790.1	KAK4475887.1
OG0000941	SCUR1_32170.1, SCUR1_32170.2	KAK4472578.1
OG0000942	SCUR1_16000.1	KAK4474779.1
OG0000943	SCUR1_28810.2, SCUR1_28810.1, SCUR1_28810.3, SCUR1_28810.4, SCUR1_28810.5	KAK4472800.1
OG0000944	SCUR1_58020.1, SCUR1_58020.2, SCUR1_58020.4, SCUR1_58020.3, SCUR1_58020.5	KAK4471183.1
OG0000945	SCUR1_11330.1	KAK4474600.1
OG0000946	SCUR1_8630.2, SCUR1_8630.1, SCUR1_8630.3	KAK4476224.1
OG0000947	SCUR1_39010.1	KAK4473782.1
OG0000948	SCUR1_80450.2, SCUR1_80450.3, SCUR1_80450.4, SCUR1_80450.6, SCUR1_80450.7, SCUR1_80450.8, SCUR1_80450.1, SCUR1_80450.9, SCUR1_80450.5	KAK4468000.1
OG0000949	SCUR1_16180.1, SCUR1_16190.1, SCUR1_16170.1	KAK4474797.1, KAK4474796.1
OG0000950	SCUR1_53320.1	KAK4469335.1
OG0000951	SCUR1_91820.1, SCUR1_91820.4, SCUR1_91820.2, SCUR1_91820.3, SCUR1_91820.5, SCUR1_91820.6	KAK4467725.1, KAK4467726.1
OG0000952	SCUR1_29510.2, SCUR1_29510.1, SCUR1_29510.3, SCUR1_29510.4, SCUR1_29510.5, SCUR1_29510.6, SCUR1_29510.7, SCUR1_29510.8	KAK4472413.1
OG0000953	SCUR1_62550.1	KAK4471693.1
OG0000954	SCUR1_79900.1	KAK4470079.1
OG0000955	SCUR1_12610.3, SCUR1_12610.1, SCUR1_12610.2	KAK4474643.1
OG0000958	SCUR1_13740.1	KAK4475258.1
OG0000959	SCUR1_69180.1, SCUR1_69180.3, SCUR1_69180.2, SCUR1_69180.4	KAK4470133.1
OG0000960	SCUR1_22640.1	KAK4475503.1
OG0000961	SCUR1_39050.1, SCUR1_39050.4, SCUR1_39050.3, SCUR1_39050.2	KAK4473786.1
OG0000962	SCUR1_73820.1	KAK4470465.1
OG0000963	SCUR1_2310.1	KAK4475528.1
OG0000964	SCUR1_40820.1	KAK4473624.1
OG0000965	SCUR1_63300.1, SCUR1_63300.2, SCUR1_63300.3	KAK4471425.1
OG0000966	SCUR1_36360.1, SCUR1_36360.2	KAK4474035.1
OG0000966	SCUR1_49050.1	KAK4469278.1
OG0000967	SCUR1_35520.1, SCUR1_35520.2, SCUR1_35520.6, SCUR1_35520.3, SCUR1_35520.4, SCUR1_35520.5	KAK4474115.1
OG0000968	SCUR1_2770.2, SCUR1_2770.1, SCUR1_2770.3, SCUR1_2770.4	KAK4475563.1, KAK4475566.1
OG0000969	SCUR1_80570.1	KAK4468357.1
OG0000970	SCUR1_68850.9, SCUR1_68850.7, SCUR1_68850.3, SCUR1_68850.1, SCUR1_68850.2, SCUR1_68850.4, SCUR1_68850.5, SCUR1_68850.6, SCUR1_68850.8, SCUR1_95840.1	KAK4470288.1
OG0000971	SCUR1_1760.1	KAK4475069.1
OG0000972	SCUR1_6080.6, SCUR1_6080.5, SCUR1_6080.1, SCUR1_6080.2, SCUR1_6080.3, SCUR1_6080.4	KAK4475919.1
OG0000973	SCUR1_24020.1	KAK4473078.1
OG0000973	SCUR1_24030.1, SCUR1_24040.2, SCUR1_24040.3, SCUR1_24040.1, SCUR1_24040.4	KAK4473076.1, KAK4473077.1
OG0000974	SCUR1_55520.1, SCUR1_55510.1	KAK4469802.1
OG0000975	SCUR1_5930.1	KAK4475902.1
OG0000976	SCUR1_10260.2	KAK4476301.1
OG0000977	SCUR1_12140.1	KAK4474438.1
OG0000978	SCUR1_20300.1, SCUR1_20300.2, SCUR1_20300.4, SCUR1_20300.3, SCUR1_20300.5	KAK4475351.1
OG0000979	SCUR1_72920.1	KAK4467504.1
OG0000980	SCUR1_52040.4, SCUR1_52040.5, SCUR1_52040.3, SCUR1_52040.2, SCUR1_52040.6, SCUR1_52040.1	KAK4469712.1
OG0000981	SCUR1_40260.1, SCUR1_40260.2, SCUR1_40260.3, SCUR1_40260.4	KAK4467302.1
OG0000982	SCUR1_64160.1	KAK4471784.1
OG0000983	SCUR1_15640.4, SCUR1_15640.5, SCUR1_15640.1, SCUR1_15640.2, SCUR1_15640.3, SCUR1_15640.6, SCUR1_15640.7, SCUR1_15640.8, SCUR1_15640.9	KAK4475242.1
OG0000984	SCUR1_35000.5, SCUR1_35000.7, SCUR1_35000.6, SCUR1_35000.3, SCUR1_35000.1, SCUR1_35000.2, SCUR1_35000.4	KAK4474162.1
OG0000985	SCUR1_16150.1, SCUR1_16150.4, SCUR1_16150.2, SCUR1_16150.3	KAK4474794.1
OG0000986	SCUR1_72040.1	KAK4470291.1
OG0000987	SCUR1_82460.3, SCUR1_82460.2, SCUR1_82460.1	KAK4468141.1
OG0000988	SCUR1_57130.1, SCUR1_57130.2	KAK4469766.1, KAK4469767.1
OG0000989	SCUR1_51340.4, SCUR1_51340.1, SCUR1_51340.2, SCUR1_51340.3	KAK4469139.1
OG0000990	SCUR1_4740.1	KAK4475767.1, KAK4467314.1
OG0000991	SCUR1_58780.1	KAK4472089.1
OG0000992	SCUR1_44400.8, SCUR1_44400.3, SCUR1_44400.5, SCUR1_44400.2, SCUR1_44400.4, SCUR1_44400.6, SCUR1_44400.7, SCUR1_44400.1	KAK4472362.1
OG0000993	SCUR1_77510.3, SCUR1_77510.4, SCUR1_77510.7, SCUR1_77510.8, SCUR1_77510.6, SCUR1_77510.1, SCUR1_77510.2, SCUR1_77510.5	KAK4470814.1
OG0000994	SCUR1_34030.1, SCUR1_34030.2	KAK4472179.1, KAK4472284.1
OG0000995	SCUR1_79790.5, SCUR1_79790.3, SCUR1_79790.1, SCUR1_79790.2, SCUR1_79790.4	KAK4470067.1
OG0000996	SCUR1_64300.1, SCUR1_64300.2	KAK4471910.1
OG0000997	SCUR1_87540.2, SCUR1_87540.1	KAK4468590.1
OG0000998	SCUR1_55850.1	KAK4469022.1
OG0000999	SCUR1_38050.1, SCUR1_38050.2, SCUR1_38050.4, SCUR1_38050.5, SCUR1_38050.6, SCUR1_38050.10, SCUR1_38050.9, SCUR1_38050.7, SCUR1_38050.8, SCUR1_38050.3	KAK4473903.1
OG0001000	SCUR1_7040.1, SCUR1_7040.2	KAK4476027.1
OG0001003	SCUR1_32280.3, SCUR1_32280.6, SCUR1_32280.8, SCUR1_32280.7, SCUR1_32280.2, SCUR1_32280.1, SCUR1_32280.4, SCUR1_32280.5	KAK4474199.1
OG0001005	SCUR1_4630.1, SCUR1_4630.2, SCUR1_4630.3, SCUR1_4630.4	KAK4467346.1, KAK4475757.1
OG0001007	SCUR1_59310.1, SCUR1_59310.2, SCUR1_59330.1	KAK4472027.1
OG0001008	SCUR1_59300.3, SCUR1_59300.4, SCUR1_59300.5, SCUR1_59300.7, SCUR1_59300.2, SCUR1_59300.6, SCUR1_59300.1	KAK4472028.1
OG0001009	SCUR1_86720.3, SCUR1_86720.1, SCUR1_86720.2	KAK4468774.1
OG0001010	SCUR1_60140.2, SCUR1_60140.5, SCUR1_60140.9, SCUR1_60140.1, SCUR1_60140.3, SCUR1_60140.4, SCUR1_60140.6, SCUR1_60140.7, SCUR1_60140.8	KAK4471864.1
OG0001011	SCUR1_39900.7, SCUR1_39900.1, SCUR1_39900.3, SCUR1_39900.6	KAK4473707.1
OG0001012	SCUR1_5170.1, SCUR1_5170.2, SCUR1_5170.3	KAK4475869.1
OG0001013	SCUR1_13850.1, SCUR1_13850.2, SCUR1_13850.3, SCUR1_13850.4	KAK4467552.1, KAK4467336.1, KAK4476126.1
OG0001014	SCUR1_4010.1	KAK4475686.1
OG0001015	SCUR1_38580.1, SCUR1_38560.1, SCUR1_38560.2	KAK4473951.1
OG0001016	SCUR1_37870.1, SCUR1_37870.3, SCUR1_37870.5, SCUR1_37870.7, SCUR1_37870.2, SCUR1_37870.6, SCUR1_37870.4	KAK4473870.1
OG0001017	SCUR1_15620.1, SCUR1_15620.2	KAK4475241.1
OG0001018	SCUR1_29720.2, SCUR1_29720.3, SCUR1_29720.1, SCUR1_29720.4	KAK4472436.1
OG0001019	SCUR1_42360.1, SCUR1_42360.3, SCUR1_42360.4, SCUR1_42360.5, SCUR1_42360.2	KAK4473453.1
OG0001020	SCUR1_10870.1, SCUR1_10870.2, SCUR1_10870.3	KAK4474384.1
OG0001021	SCUR1_29500.6, SCUR1_29500.3, SCUR1_29500.2, SCUR1_29500.4, SCUR1_29500.1, SCUR1_29500.5	KAK4472739.1
OG0001022	SCUR1_20120.1, SCUR1_20120.2, SCUR1_20110.1, SCUR1_20110.4, SCUR1_20110.3, SCUR1_20110.2, SCUR1_95750.1	KAK4475364.1
OG0001023	SCUR1_62960.7, SCUR1_62960.5, SCUR1_62960.1, SCUR1_62960.2, SCUR1_62960.3, SCUR1_62960.4, SCUR1_62960.8, SCUR1_62960.6	KAK4471384.1
OG0001024	SCUR1_77620.1	KAK4470827.1
OG0001025	SCUR1_87150.1, SCUR1_87150.2, SCUR1_87150.3, SCUR1_87150.4	KAK4468679.1
OG0001026	SCUR1_97260.1	KAK4469225.1
OG0001028	SCUR1_55590.2, SCUR1_55590.3, SCUR1_55590.6, SCUR1_55590.4, SCUR1_55590.5, SCUR1_55590.1	KAK4469796.1
OG0001029	SCUR1_49790.1, SCUR1_49790.2, SCUR1_49790.3, SCUR1_49790.4, SCUR1_49790.5, SCUR1_49790.7, SCUR1_49790.9, SCUR1_49790.6, SCUR1_49790.8	KAK4469208.1
OG0001030	SCUR1_28950.2, SCUR1_28950.1	KAK4472814.1
OG0001031	SCUR1_69850.5, SCUR1_69850.4, SCUR1_69850.3, SCUR1_69850.1, SCUR1_69850.2, SCUR1_69850.6	KAK4470821.1
OG0001032	SCUR1_64320.1	KAK4471932.1
OG0001033	SCUR1_71310.1, SCUR1_71310.2, SCUR1_71310.3, SCUR1_71310.4, SCUR1_71310.5	KAK4470208.1
OG0001034	SCUR1_54080.2, SCUR1_54080.3, SCUR1_54080.1, SCUR1_54080.4, SCUR1_54090.1, SCUR1_54090.2, SCUR1_54090.3, SCUR1_54090.4	KAK4469007.1, KAK4469010.1
OG0001036	SCUR1_17410.1, SCUR1_17410.2, SCUR1_17410.3	KAK4474919.1
OG0001037	SCUR1_20090.4, SCUR1_20090.1, SCUR1_20090.3, SCUR1_20090.5, SCUR1_20090.2	KAK4475368.1
OG0001038	SCUR1_1470.1, SCUR1_1470.2, SCUR1_1470.3, SCUR1_1470.4, SCUR1_1470.5	KAK4474755.1
OG0001039	SCUR1_27360.1	KAK4473079.1
OG0001040	SCUR1_80340.5, SCUR1_80340.2, SCUR1_80340.1, SCUR1_80340.3, SCUR1_80340.6, SCUR1_80340.7, SCUR1_80340.4, SCUR1_80340.8	KAK4468300.1
OG0001041	SCUR1_92900.1, SCUR1_92900.2, SCUR1_92900.4, SCUR1_92900.5, SCUR1_92900.3	KAK4467710.1
OG0001042	SCUR1_12010.5, SCUR1_12010.8, SCUR1_12010.1, SCUR1_12010.2, SCUR1_12010.3, SCUR1_12010.4, SCUR1_12010.7, SCUR1_12010.6	KAK4474426.1
OG0001043	SCUR1_48490.2, SCUR1_48490.1	KAK4469557.1
OG0001044	SCUR1_67000.1	KAK4471581.1
OG0001045	SCUR1_66560.6, SCUR1_66560.1, SCUR1_66560.3, SCUR1_66560.4, SCUR1_66560.2, SCUR1_66560.5	KAK4471626.1
OG0001046	SCUR1_51010.4, SCUR1_51010.3, SCUR1_51010.10, SCUR1_51010.1, SCUR1_51010.5, SCUR1_51010.6, SCUR1_51010.7, SCUR1_51010.8, SCUR1_51010.9, SCUR1_51010.2	KAK4469663.1
OG0001047	SCUR1_94330.1, SCUR1_94330.3, SCUR1_94330.2, SCUR1_94330.5, SCUR1_94330.4, SCUR1_94330.7, SCUR1_94330.6, SCUR1_94330.8, SCUR1_94330.9, SCUR1_94330.10	KAK4467816.1
OG0001048	SCUR1_77560.3, SCUR1_77560.1, SCUR1_77560.2	KAK4470819.1
OG0001049	SCUR1_55250.2, SCUR1_55250.3, SCUR1_55250.4, SCUR1_55250.5, SCUR1_55250.1	KAK4469820.1
OG0001050	SCUR1_62190.1, SCUR1_62190.2	KAK4471737.1
OG0001051	SCUR1_86580.1, SCUR1_86580.2, SCUR1_86580.3, SCUR1_86580.4	KAK4468758.1
OG0001052	SCUR1_55210.1	KAK4469823.1
OG0001053	SCUR1_63400.1	KAK4471433.1
OG0001054	SCUR1_11680.1, SCUR1_11680.2, SCUR1_11670.1, SCUR1_11670.2	KAK4474485.1, KAK4474484.1
OG0001055	SCUR1_38920.4, SCUR1_38920.5, SCUR1_38920.3, SCUR1_38920.1, SCUR1_38920.2	KAK4473796.1
OG0001056	SCUR1_57980.1	KAK4471152.1
OG0001057	SCUR1_86090.2, SCUR1_86090.1, SCUR1_86090.4, SCUR1_86090.5, SCUR1_86090.3	KAK4468746.1
OG0001058	SCUR1_60800.1, SCUR1_60790.1	KAK4471917.1, KAK4471918.1
OG0001059	SCUR1_16990.1, SCUR1_16990.2, SCUR1_16990.3	KAK4474872.1
OG0001060	SCUR1_63690.1	KAK4471301.1
OG0001061	SCUR1_11030.1, SCUR1_11020.1, SCUR1_11020.2, SCUR1_11020.3, SCUR1_11040.1	KAK4474418.1, KAK4467307.1, KAK4474419.1
OG0001062	SCUR1_48860.1	KAK4469297.1
OG0001064	SCUR1_47850.1	KAK4469625.1
OG0001065	SCUR1_29130.1	KAK4472778.1
OG0001065	SCUR1_29140.1	KAK4472745.1
OG0001065	SCUR1_29150.1, SCUR1_29150.2	KAK4472746.1
OG0001066	SCUR1_9990.1	KAK4476315.1
OG0001068	SCUR1_75290.5, SCUR1_75290.1, SCUR1_75290.4, SCUR1_75290.2, SCUR1_75290.3	KAK4470504.1
OG0001070	SCUR1_63010.1	KAK4471390.1
OG0001070	SCUR1_75710.1	KAK4470698.1
OG0001071	SCUR1_64910.4, SCUR1_64910.5, SCUR1_64910.1, SCUR1_64910.2, SCUR1_64910.3	KAK4471222.1
OG0001072	SCUR1_42400.4, SCUR1_42400.5, SCUR1_42400.2, SCUR1_42400.1, SCUR1_42400.3	KAK4473457.1
OG0001073	SCUR1_16820.1	KAK4474855.1
OG0001074	SCUR1_27550.2, SCUR1_27550.1, SCUR1_27550.5, SCUR1_27550.3, SCUR1_27550.6, SCUR1_27550.4	KAK4473040.1
OG0001075	SCUR1_61790.1	KAK4471794.1
OG0001076	SCUR1_46500.2, SCUR1_46500.1, SCUR1_46500.3, SCUR1_46500.4	KAK4469186.1
OG0001077	SCUR1_50130.1, SCUR1_50130.2	KAK4469392.1, KAK4469391.1
OG0001078	SCUR1_61190.1, SCUR1_61190.2	KAK4471959.1
OG0001079	SCUR1_74710.1	KAK4470554.1
OG0001080	SCUR1_73060.2, SCUR1_73060.1, SCUR1_73060.3, SCUR1_73060.5, SCUR1_73060.4	KAK4470619.1
OG0001081	SCUR1_34070.1	KAK4472281.1
OG0001082	SCUR1_48720.5, SCUR1_48720.6, SCUR1_48720.7, SCUR1_48720.1, SCUR1_48720.3, SCUR1_48720.2, SCUR1_48720.4	KAK4469312.1
OG0001083	SCUR1_93030.3, SCUR1_93030.1, SCUR1_93030.2	KAK4467695.1
OG0001084	SCUR1_20490.1, SCUR1_20490.2	KAK4475334.1
OG0001085	SCUR1_93990.2, SCUR1_93990.1	KAK4467681.1
OG0001086	SCUR1_71020.2, SCUR1_71020.4, SCUR1_71020.3, SCUR1_71020.1, SCUR1_71020.5, SCUR1_71020.6, SCUR1_71020.7, SCUR1_71020.8	KAK4470175.1
OG0001087	SCUR1_51250.1	KAK4469641.1
OG0001087	SCUR1_36500.1	KAK4474021.1
OG0001088	SCUR1_23480.1, SCUR1_24590.3, SCUR1_24590.4, SCUR1_24590.2, SCUR1_24590.5, SCUR1_24590.1, SCUR1_24590.6	KAK4473163.1
OG0001089	SCUR1_64890.3, SCUR1_64890.1, SCUR1_64890.2	KAK4471220.1
OG0001090	SCUR1_94630.1	KAK4467837.1
OG0001091	SCUR1_48620.1	KAK4469323.1
OG0001092	SCUR1_69010.2, SCUR1_69010.3, SCUR1_69010.4, SCUR1_69010.1	KAK4470091.1
OG0001093	SCUR1_80710.1	KAK4468335.1
OG0001094	SCUR1_36800.1, SCUR1_36800.5, SCUR1_36800.3, SCUR1_36800.2, SCUR1_36800.4	KAK4473987.1
OG0001095	SCUR1_50940.1	KAK4469671.1
OG0001096	SCUR1_19470.1, SCUR1_19470.2, SCUR1_19470.3, SCUR1_19470.5, SCUR1_19470.4	KAK4475079.1
OG0001097	SCUR1_68740.2, SCUR1_68740.1, SCUR1_68740.3	KAK4471387.1
OG0001098	SCUR1_31980.1, SCUR1_31970.1	KAK4472593.1
OG0001099	SCUR1_91000.1	KAK4468772.1
OG0001099	SCUR1_90990.2, SCUR1_90990.1	KAK4468783.1
OG0001100	SCUR1_67520.1	KAK4471534.1
OG0001101	SCUR1_45960.2, SCUR1_45960.1, SCUR1_45960.3, SCUR1_45960.4	KAK4469623.1
OG0001102	SCUR1_62330.5	KAK4471719.1
OG0001103	SCUR1_92920.1	KAK4467708.1
OG0001104	SCUR1_62310.1, SCUR1_62310.2	KAK4471723.1
OG0001105	SCUR1_32090.1, SCUR1_32090.4, SCUR1_32090.10, SCUR1_32090.3, SCUR1_32090.11, SCUR1_32090.7, SCUR1_32090.2, SCUR1_32090.5, SCUR1_32090.6, SCUR1_32090.8, SCUR1_32090.9	KAK4472587.1
OG0001106	SCUR1_67940.1	KAK4471497.1
OG0001107	SCUR1_51370.1, SCUR1_51370.2, SCUR1_51370.3	KAK4469144.1, KAK4469142.1
OG0001108	SCUR1_28680.1, SCUR1_28680.4, SCUR1_28680.5, SCUR1_28680.6, SCUR1_28680.3, SCUR1_28680.2, SCUR1_28680.7	KAK4472830.1
OG0001110	SCUR1_3870.4, SCUR1_3870.5, SCUR1_3870.3, SCUR1_3870.10, SCUR1_3870.1, SCUR1_3870.2, SCUR1_3870.6, SCUR1_3870.7, SCUR1_3870.8, SCUR1_3870.9	KAK4475672.1
OG0001111	SCUR1_48980.1, SCUR1_48960.1, SCUR1_100380.2, SCUR1_100380.1	KAK4469284.1
OG0001112	SCUR1_94140.1	KAK4467791.1
OG0001112	SCUR1_95730.1	KAK4467789.1, KAK4467788.1
OG0001113	SCUR1_7670.7, SCUR1_7670.5, SCUR1_7670.3, SCUR1_7670.8, SCUR1_7670.4, SCUR1_7670.10, SCUR1_7670.9, SCUR1_7670.6, SCUR1_7670.2, SCUR1_7670.1	KAK4476086.1, KAK4476087.1
OG0001115	SCUR1_93000.3, SCUR1_93000.2, SCUR1_93000.1	KAK4467699.1
OG0001116	SCUR1_80310.1, SCUR1_80310.2, SCUR1_80310.3, SCUR1_80310.4	KAK4468369.1
OG0001117	SCUR1_15290.4, SCUR1_15290.1, SCUR1_15290.3, SCUR1_15250.1, SCUR1_15290.6, SCUR1_15290.2, SCUR1_15290.5	KAK4475302.1
OG0001118	SCUR1_70620.1, SCUR1_70630.1, SCUR1_70640.1	KAK4470222.1
OG0001119	SCUR1_64870.1	KAK4471218.1
OG0001120	SCUR1_31620.4, SCUR1_31620.2, SCUR1_31620.3, SCUR1_31620.5, SCUR1_31620.7, SCUR1_31620.1, SCUR1_31620.6	KAK4472630.1, KAK4472629.1
OG0001121	SCUR1_56810.1	KAK4467341.1
OG0001122	SCUR1_100080.1, SCUR1_100080.2, SCUR1_100080.3, SCUR1_100290.1, SCUR1_100290.2, SCUR1_100290.3, SCUR1_78820.1, SCUR1_100290.5, SCUR1_100290.4	KAK4470945.1
OG0001123	SCUR1_89150.1	KAK4468721.1
OG0001124	SCUR1_38090.4, SCUR1_38090.5, SCUR1_38090.3, SCUR1_38090.1, SCUR1_38090.2	KAK4473908.1
OG0001125	SCUR1_13810.1	KAK4475252.1, KAK4475264.1
OG0001126	SCUR1_10020.1	KAK4476304.1
OG0001127	SCUR1_40310.1	KAK4473667.1
OG0001128	SCUR1_75560.7, SCUR1_75560.8, SCUR1_75560.6, SCUR1_75560.4, SCUR1_75560.5, SCUR1_75560.1, SCUR1_75560.2, SCUR1_75560.3	KAK4470681.1
OG0001129	SCUR1_37780.2, SCUR1_37780.1, SCUR1_37780.6, SCUR1_37780.7, SCUR1_37780.3, SCUR1_37780.4, SCUR1_37780.5	KAK4473880.1
OG0001130	SCUR1_12120.1	KAK4467488.1, KAK4467490.1, KAK4474435.1
OG0001131	SCUR1_73230.1	KAK4470637.1
OG0001132	SCUR1_82300.4, SCUR1_82300.1, SCUR1_82300.2, SCUR1_82300.3	KAK4468209.1
OG0001133	SCUR1_16010.1	KAK4474780.1
OG0001134	SCUR1_65090.1	KAK4471240.1
OG0001135	SCUR1_34610.3, SCUR1_34610.2, SCUR1_34610.4, SCUR1_34610.1	KAK4472564.1
OG0001136	SCUR1_23610.1, SCUR1_23610.2	KAK4473309.1
OG0001137	SCUR1_53520.1	KAK4469354.1
OG0001138	SCUR1_20680.3, SCUR1_20680.4, SCUR1_20680.1, SCUR1_20680.2	KAK4474983.1
OG0001139	SCUR1_37490.1, SCUR1_37490.2, SCUR1_37490.3, SCUR1_37490.4	KAK4473852.1
OG0001140	SCUR1_46410.1	KAK4469259.1
OG0001141	SCUR1_100370.3, SCUR1_100370.1, SCUR1_100370.2, SCUR1_100360.1, SCUR1_99050.1, SCUR1_99060.1, SCUR1_99880.1	KAK4470986.1
OG0001142	SCUR1_13130.1, SCUR1_13130.2, SCUR1_13130.4, SCUR1_13130.3, SCUR1_13110.3, SCUR1_13110.1, SCUR1_13110.2	KAK4474696.1, KAK4474694.1
