Orthogroup	fasciola_hepatica	opisthorchis_viverrini
OG0002084	FhHiC23_g11011.t1	T265_12470
OG0002084	FhHiC23_g11013.t1, FhHiC23_g11013.t2	T265_12471
OG0002085	FhHiC23_g7887.t1	T265_01378
OG0002086	FhHiC23_g14568.t1	T265_05643
OG0002087	FhHiC23_g5509.t1, FhHiC23_g5509.t2	T265_14114
OG0002088	FhHiC23_g5599.t1, FhHiC23_g5599.t2	T265_14944
OG0002089	FhHiC23_g647.t1	T265_00465
OG0002090	FhHiC23_g1871.t1	T265_05436
OG0002091	FhHiC23_g522.t1, FhHiC23_g522.t2	T265_00837, T265_16066
OG0002092	FhHiC23_g4857.t1	T265_15900
OG0002093	FhHiC23_g9290.t1	T265_08579
OG0002094	FhHiC23_g12765.t1	T265_04373, T265_13499
OG0002095	FhHiC23_g12016.t1, FhHiC23_g12016.t2	T265_13010
OG0002096	FhHiC23_g6303.t1	T265_03819
OG0002098	FhHiC23_g8496.t1	T265_05615
OG0002099	FhHiC23_g5651.t1, FhHiC23_g5651.t2, FhHiC23_g5651.t3	T265_04149, T265_04150
OG0002100	FhHiC23_g4991.t1	T265_11580
OG0002101	FhHiC23_g16019.t1, FhHiC23_g16019.t2	T265_05374
OG0002103	FhHiC23_g14459.t1	T265_08800
OG0002104	FhHiC23_g5000.t2, FhHiC23_g5000.t3, FhHiC23_g5000.t1	T265_08023
OG0002105	FhHiC23_g5668.t1	T265_14195
OG0002106	FhHiC23_g16408.t1	T265_12884
OG0002107	FhHiC23_g8357.t2, FhHiC23_g8357.t1	T265_06088
OG0002108	FhHiC23_g4354.t1	T265_04775
OG0002108	FhHiC23_g3755.t1	T265_09456
OG0002109	FhHiC23_g14497.t1, FhHiC23_g14497.t2	T265_03486
OG0002110	FhHiC23_g2595.t1	T265_12853
OG0002111	FhHiC23_g14851.t1, FhHiC23_g14851.t2, FhHiC23_g14851.t3	T265_12810
OG0002112	FhHiC23_g7456.t1	T265_15351, T265_01166
OG0002113	FhHiC23_g16568.t1	T265_13848
OG0002114	FhHiC23_g10380.t1, FhHiC23_g10381.t2, FhHiC23_g10381.t1	T265_08567
OG0002115	FhHiC23_g853.t1, FhHiC23_g853.t2	T265_13872
OG0002116	FhHiC23_g7126.t1, FhHiC23_g5578.t1	T265_15055
OG0002117	FhHiC23_g12890.t1	T265_14145, T265_14146
OG0002118	FhHiC23_g640.t1	T265_03977
OG0002119	FhHiC23_g3486.t1	T265_12990
OG0002120	FhHiC23_g11325.t1, FhHiC23_g11325.t2	T265_10602
OG0002121	FhHiC23_g11327.t1, FhHiC23_g11327.t2	T265_15200
OG0002122	FhHiC23_g6055.t2, FhHiC23_g6055.t1	T265_16017, T265_13609, T265_06473, T265_07036
OG0002124	FhHiC23_g15456.t1	T265_13794
OG0002125	FhHiC23_g9486.t1	T265_05313
OG0002126	FhHiC23_g11756.t1, FhHiC23_g11756.t2, FhHiC23_g11756.t3	T265_05547, T265_13807
OG0002127	FhHiC23_g8242.t1, FhHiC23_g8242.t2	T265_08051
OG0002128	FhHiC23_g11067.t1, FhHiC23_g11067.t2	T265_04386
OG0002129	FhHiC23_g1721.t1	T265_04289
OG0002129	FhHiC23_g1722.t2, FhHiC23_g1722.t1	T265_04290
OG0002130	FhHiC23_g9538.t2, FhHiC23_g9538.t1, FhHiC23_g9538.t3	T265_05977
OG0002131	FhHiC23_g6361.t1	T265_08653
OG0002132	FhHiC23_g1395.t1	T265_10351
OG0002133	FhHiC23_g2067.t1	T265_05901
OG0002134	FhHiC23_g14860.t1, FhHiC23_g14860.t2	T265_13573
OG0002135	FhHiC23_g10027.t1, FhHiC23_g10027.t2, FhHiC23_g10027.t3, FhHiC23_g10027.t4	T265_11834
OG0002136	FhHiC23_g9126.t1	T265_02078
OG0002136	FhHiC23_g9238.t1, FhHiC23_g9238.t2	T265_02076
OG0002137	FhHiC23_g2517.t2, FhHiC23_g2517.t1	T265_04278
OG0002138	FhHiC23_g5130.t1	T265_11382, T265_11381
OG0002139	FhHiC23_g7390.t1	T265_07012
OG0002140	FhHiC23_g11262.t1	T265_03075
OG0002141	FhHiC23_g5791.t1, FhHiC23_g5791.t2, FhHiC23_g7287.t1, FhHiC23_g7287.t2	T265_12391, T265_14911, T265_16353
OG0002142	FhHiC23_g16008.t1, FhHiC23_g16008.t2	T265_09176
OG0002143	FhHiC23_g1165.t1	T265_01276
OG0002144	FhHiC23_g9697.t1, FhHiC23_g9696.t1	T265_15470
OG0002145	FhHiC23_g5600.t1	T265_04022
OG0002147	FhHiC23_g1777.t1	T265_10180
OG0002148	FhHiC23_g10835.t1, FhHiC23_g10835.t2	T265_12487
OG0002149	FhHiC23_g961.t1, FhHiC23_g962.t1	T265_11302
OG0002150	FhHiC23_g7299.t2, FhHiC23_g7299.t1	T265_01113
OG0002151	FhHiC23_g3554.t1	T265_14429, T265_15959
OG0002152	FhHiC23_g422.t2, FhHiC23_g422.t1	T265_13875
OG0002153	FhHiC23_g10631.t1	T265_02445
OG0002154	FhHiC23_g14514.t1	T265_13262
OG0002155	FhHiC23_g9645.t1, FhHiC23_g9645.t2	T265_01069
OG0002156	FhHiC23_g16405.t1	T265_03544
OG0002157	FhHiC23_g7808.t1, FhHiC23_g7808.t2	T265_00621, T265_00620
OG0002158	FhHiC23_g2293.t2, FhHiC23_g2293.t1	T265_00081
OG0002159	FhHiC23_g2405.t1, FhHiC23_g2405.t2	T265_13086, T265_13085
OG0002160	FhHiC23_g15886.t1	T265_04782
OG0002163	FhHiC23_g5937.t1, FhHiC23_g5937.t2	T265_08502
OG0002164	FhHiC23_g7245.t1	T265_05843
OG0002165	FhHiC23_g9933.t1, FhHiC23_g9933.t2	T265_03273, T265_16079, T265_03274
OG0002166	FhHiC23_g790.t1	T265_01946
OG0002167	FhHiC23_g826.t1	T265_02698
OG0002168	FhHiC23_g310.t1	T265_02435
OG0002169	FhHiC23_g15324.t3, FhHiC23_g15324.t1, FhHiC23_g15324.t2	T265_03699
OG0002170	FhHiC23_g2374.t1	T265_01262
OG0002171	FhHiC23_g12321.t1	T265_08677
OG0002172	FhHiC23_g4639.t1, FhHiC23_g4639.t3, FhHiC23_g4639.t2	T265_09344
OG0002173	FhHiC23_g7653.t1	T265_09337
OG0002174	FhHiC23_g2902.t1	T265_06747
OG0002175	FhHiC23_g2395.t1	T265_00392
OG0002176	FhHiC23_g1529.t1, FhHiC23_g1529.t2	T265_06743
OG0002177	FhHiC23_g12320.t1	T265_13224, T265_13225
OG0002178	FhHiC23_g2938.t1	T265_13369, T265_15860
OG0002179	FhHiC23_g13632.t1	T265_01562
OG0002180	FhHiC23_g2941.t1, FhHiC23_g2941.t2, FhHiC23_g2940.t1	T265_03959
OG0002181	FhHiC23_g1994.t1, FhHiC23_g1994.t2	T265_15583
OG0002182	FhHiC23_g3094.t1, FhHiC23_g3094.t2	T265_12958
OG0002183	FhHiC23_g13816.t1, FhHiC23_g13816.t2	T265_07962
OG0002184	FhHiC23_g16421.t1, FhHiC23_g16421.t2	T265_11281
OG0002185	FhHiC23_g13223.t1, FhHiC23_g13223.t2	T265_00949
OG0002186	FhHiC23_g13052.t1	T265_06919
OG0002186	FhHiC23_g10722.t2, FhHiC23_g10722.t1	T265_14166
OG0002187	FhHiC23_g15295.t1	T265_15386
OG0002187	FhHiC23_g15294.t1	T265_11248, T265_08829, T265_09036
OG0002188	FhHiC23_g13463.t1, FhHiC23_g8076.t1	T265_09763
OG0002189	FhHiC23_g4821.t1, FhHiC23_g4821.t2	T265_08728
OG0002190	FhHiC23_g10307.t1, FhHiC23_g10307.t2	T265_03237
OG0002192	FhHiC23_g14822.t1, FhHiC23_g14822.t2	T265_09919
OG0002193	FhHiC23_g2299.t1	T265_15308
OG0002194	FhHiC23_g6461.t1, FhHiC23_g6461.t2	T265_05011
OG0002195	FhHiC23_g1976.t2, FhHiC23_g1976.t1	T265_13134
OG0002196	FhHiC23_g7987.t2, FhHiC23_g7987.t1	T265_03909
OG0002197	FhHiC23_g16677.t1, FhHiC23_g6820.t1	T265_06567
OG0002198	FhHiC23_g5234.t1	T265_14194
OG0002199	FhHiC23_g3002.t1, FhHiC23_g3002.t2	T265_09839
OG0002200	FhHiC23_g1206.t1	T265_15279
OG0002201	FhHiC23_g14460.t1, FhHiC23_g14461.t1, FhHiC23_g910.t1	T265_09904
OG0002202	FhHiC23_g14835.t1	T265_10317
OG0002203	FhHiC23_g1512.t2, FhHiC23_g1512.t1	T265_00149
OG0002204	FhHiC23_g10466.t1, FhHiC23_g10466.t2	T265_05023
OG0002206	FhHiC23_g16198.t1, FhHiC23_g16198.t2	T265_12890
OG0002212	FhHiC23_g9148.t2, FhHiC23_g9148.t1	T265_15048
OG0002214	FhHiC23_g14403.t1, FhHiC23_g14403.t2	T265_04068
OG0002215	FhHiC23_g11715.t1, FhHiC23_g11715.t3, FhHiC23_g11715.t2, FhHiC23_g11715.t4	T265_01396
OG0002216	FhHiC23_g6193.t1, FhHiC23_g6191.t1, FhHiC23_g6194.t1, FhHiC23_g6187.t1	T265_07046
OG0002217	FhHiC23_g13117.t1, FhHiC23_g13117.t2	T265_06306
OG0002218	FhHiC23_g6829.t1	T265_05183
OG0002218	FhHiC23_g13516.t1	T265_07284
OG0002219	FhHiC23_g10683.t1	T265_10914
OG0002220	FhHiC23_g13677.t1	T265_08525
OG0002221	FhHiC23_g12324.t1	T265_09567
OG0002222	FhHiC23_g6525.t2, FhHiC23_g6525.t1, FhHiC23_g6525.t3	T265_07622
OG0002223	FhHiC23_g15165.t1, FhHiC23_g15165.t2	T265_02296
OG0002223	FhHiC23_g15337.t1	T265_02259, T265_03688, T265_00847, T265_00845, T265_00846
OG0002224	FhHiC23_g11093.t1	T265_01855
OG0002225	FhHiC23_g4431.t1	T265_08736
OG0002226	FhHiC23_g9721.t2, FhHiC23_g9721.t1	T265_14172
OG0002227	FhHiC23_g14673.t1	T265_04117, T265_15786
OG0002228	FhHiC23_g14041.t1, FhHiC23_g14040.t1, FhHiC23_g14040.t2	T265_04080
OG0002229	FhHiC23_g11397.t1, FhHiC23_g11397.t2	T265_07873
OG0002230	FhHiC23_g7066.t1, FhHiC23_g7066.t3	T265_06596
OG0002231	FhHiC23_g6749.t2, FhHiC23_g6749.t1, FhHiC23_g6749.t3	T265_00618
OG0002232	FhHiC23_g1517.t1, FhHiC23_g1517.t2, FhHiC23_g1517.t3, FhHiC23_g1517.t4	T265_13884, T265_14131
OG0002233	FhHiC23_g8147.t1	T265_15141
OG0002234	FhHiC23_g38.t1	T265_00386
OG0002235	FhHiC23_g15083.t2, FhHiC23_g15083.t1, FhHiC23_g15083.t3	T265_06682
OG0002236	FhHiC23_g7979.t4, FhHiC23_g7979.t1, FhHiC23_g7979.t2, FhHiC23_g7979.t3	T265_04798
OG0002236	FhHiC23_g7977.t1, FhHiC23_g7977.t2	T265_04794
OG0002237	FhHiC23_g14239.t2, FhHiC23_g14239.t1	T265_09477
OG0002238	FhHiC23_g15788.t1, FhHiC23_g15787.t1, FhHiC23_g15791.t1, FhHiC23_g15792.t1	T265_00685
OG0002239	FhHiC23_g9375.t1	T265_11016, T265_16245
OG0002241	FhHiC23_g7957.t1, FhHiC23_g7961.t1, FhHiC23_g7959.t1, FhHiC23_g7955.t1, FhHiC23_g7963.t1, FhHiC23_g7964.t1	T265_01430
OG0002242	FhHiC23_g6195.t1	T265_09722, T265_14338, T265_14682, T265_08846, T265_08847
OG0002242	FhHiC23_g13916.t1, FhHiC23_g13916.t2, FhHiC23_g13915.t3, FhHiC23_g13915.t1, FhHiC23_g13915.t2	T265_00032
OG0002243	FhHiC23_g6537.t1	T265_00755, T265_16223
OG0002244	FhHiC23_g4644.t1, FhHiC23_g4644.t2	T265_13718
OG0002245	FhHiC23_g6842.t3, FhHiC23_g6842.t1, FhHiC23_g6842.t2	T265_00529
OG0002246	FhHiC23_g15424.t1	T265_13249
OG0002247	FhHiC23_g10030.t1	T265_05389
OG0002248	FhHiC23_g1742.t1	T265_01349
OG0002249	FhHiC23_g1753.t1	T265_02684
OG0002250	FhHiC23_g5204.t1	T265_03642
OG0002251	FhHiC23_g10035.t1	T265_13203
OG0002253	FhHiC23_g11817.t1, FhHiC23_g11817.t2	T265_03058
OG0002254	FhHiC23_g161.t1	T265_04918
OG0002255	FhHiC23_g10702.t1	T265_13495
OG0002256	FhHiC23_g1848.t1, FhHiC23_g1848.t2	T265_00072
OG0002257	FhHiC23_g1655.t3	T265_07202
OG0002258	FhHiC23_g1819.t1	T265_09086
OG0002258	FhHiC23_g110.t1	T265_09079
OG0002259	FhHiC23_g9565.t1	T265_12708
OG0002260	FhHiC23_g13409.t1	T265_13734
OG0002261	FhHiC23_g1050.t1	T265_02353
OG0002263	FhHiC23_g7068.t1, FhHiC23_g7069.t1	T265_00662, T265_12600
OG0002264	FhHiC23_g14056.t1, FhHiC23_g14056.t2	T265_13409
OG0002265	FhHiC23_g5736.t1	T265_13935
OG0002266	FhHiC23_g9789.t4, FhHiC23_g9789.t1, FhHiC23_g9789.t3, FhHiC23_g9789.t2	T265_11642
OG0002267	FhHiC23_g11749.t1	T265_10276
OG0002268	FhHiC23_g9129.t2, FhHiC23_g4043.t1, FhHiC23_g4043.t3, FhHiC23_g4043.t2	T265_07694
OG0002269	FhHiC23_g3783.t1, FhHiC23_g6846.t1, FhHiC23_g6846.t2	T265_12133, T265_15794, T265_13923
OG0002270	FhHiC23_g16077.t1	T265_05191
OG0002271	FhHiC23_g3866.t1	T265_10628
OG0002272	FhHiC23_g9601.t1, FhHiC23_g9601.t2, FhHiC23_g9601.t3	T265_05407, T265_05409
OG0002273	FhHiC23_g784.t1	T265_05777, T265_15024
OG0002274	FhHiC23_g1957.t1	T265_01312
OG0002275	FhHiC23_g4040.t1	T265_10682
OG0002277	FhHiC23_g742.t1, FhHiC23_g742.t2	T265_04300
OG0002278	FhHiC23_g4338.t1	T265_11208
OG0002279	FhHiC23_g3759.t1	T265_04983
OG0002280	FhHiC23_g8334.t1, FhHiC23_g7524.t1, FhHiC23_g7525.t1	T265_15222
OG0002281	FhHiC23_g13931.t1	T265_04079
OG0002282	FhHiC23_g10320.t1, FhHiC23_g11147.t1	T265_03187
OG0002283	FhHiC23_g3334.t1, FhHiC23_g3652.t1, FhHiC23_g1877.t1	T265_12455
OG0002284	FhHiC23_g3072.t1	T265_01223
OG0002285	FhHiC23_g11241.t1	T265_13808
OG0002286	FhHiC23_g7733.t1	T265_02503
OG0002287	FhHiC23_g7256.t1, FhHiC23_g7256.t2	T265_00542
OG0002288	FhHiC23_g2726.t1	T265_03285
OG0002289	FhHiC23_g6255.t1, FhHiC23_g6255.t2	T265_02605
OG0002290	FhHiC23_g3738.t1, FhHiC23_g4215.t1	T265_14569
OG0002291	FhHiC23_g8105.t1, FhHiC23_g8105.t2	T265_06153
OG0002292	FhHiC23_g2904.t1, FhHiC23_g2904.t2	T265_02156
OG0002293	FhHiC23_g7839.t1, FhHiC23_g7840.t1	T265_00593
OG0002294	FhHiC23_g15544.t2, FhHiC23_g15544.t1	T265_14007
OG0002295	FhHiC23_g41.t1, FhHiC23_g41.t2	T265_12527
OG0002296	FhHiC23_g11307.t1	T265_04413, T265_04415
OG0002297	FhHiC23_g6451.t1	T265_11479
OG0002298	FhHiC23_g7862.t1	T265_09933, T265_09932, T265_15001
OG0002299	FhHiC23_g10123.t1	T265_03230
OG0002300	FhHiC23_g1373.t1, FhHiC23_g1373.t2	T265_05781
OG0002301	FhHiC23_g4559.t1, FhHiC23_g16446.t2, FhHiC23_g16446.t1, FhHiC23_g16446.t3	T265_04317
OG0002302	FhHiC23_g12541.t4, FhHiC23_g7624.t1, FhHiC23_g7625.t1	T265_01158
OG0002302	FhHiC23_g12541.t2, FhHiC23_g12541.t3, FhHiC23_g12541.t1	T265_06295
OG0002303	FhHiC23_g2908.t1, FhHiC23_g2907.t1	T265_07017
OG0002304	FhHiC23_g6828.t1	T265_11843
OG0002306	FhHiC23_g7144.t1	T265_13964
OG0002307	FhHiC23_g359.t1	T265_08826
OG0002308	FhHiC23_g2004.t1	T265_03838
OG0002309	FhHiC23_g14731.t1	T265_05078
OG0002310	FhHiC23_g15465.t1	T265_00874
OG0002311	FhHiC23_g13826.t1, FhHiC23_g13826.t2	T265_16283, T265_02474, T265_16279
OG0002312	FhHiC23_g10299.t1, FhHiC23_g10299.t2	T265_10407
OG0002313	FhHiC23_g4892.t1, FhHiC23_g4892.t2	T265_03368
OG0002314	FhHiC23_g13781.t2, FhHiC23_g13781.t3, FhHiC23_g13784.t1, FhHiC23_g13784.t2, FhHiC23_g13781.t1	T265_13148
OG0002315	FhHiC23_g11243.t1	T265_05552
OG0002316	FhHiC23_g2968.t1	T265_12852
OG0002319	FhHiC23_g11904.t1, FhHiC23_g11904.t2	T265_14042
OG0002320	FhHiC23_g2396.t1, FhHiC23_g2396.t2	T265_12528
OG0002321	FhHiC23_g15390.t1	T265_11407
OG0002322	FhHiC23_g15273.t1	T265_10218
OG0002323	FhHiC23_g8127.t2, FhHiC23_g8127.t1	T265_12604
OG0002324	FhHiC23_g12910.t1	T265_14423
OG0002325	FhHiC23_g11321.t1, FhHiC23_g11320.t1	T265_01610
OG0002325	FhHiC23_g11785.t1	T265_10273
OG0002326	FhHiC23_g15866.t1, FhHiC23_g15866.t2	T265_14647
OG0002327	FhHiC23_g777.t1	T265_01272
OG0002328	FhHiC23_g13043.t1	T265_01590
OG0002329	FhHiC23_g12960.t1, FhHiC23_g12960.t2	T265_11177
OG0002331	FhHiC23_g12917.t1, FhHiC23_g12917.t2	T265_10476, T265_15160
OG0002332	FhHiC23_g11211.t2, FhHiC23_g11211.t3, FhHiC23_g11211.t1	T265_15273
OG0002333	FhHiC23_g935.t1	T265_06756
OG0002334	FhHiC23_g12819.t1	T265_09684
OG0002335	FhHiC23_g15282.t1	T265_02278
OG0002336	FhHiC23_g3027.t1	T265_02152
OG0002337	FhHiC23_g9762.t1, FhHiC23_g9762.t3, FhHiC23_g9762.t2	T265_14716, T265_16237
OG0002338	FhHiC23_g10745.t1, FhHiC23_g10745.t2	T265_11508
OG0002340	FhHiC23_g13791.t1	T265_06228, T265_06230
OG0002341	FhHiC23_g16574.t3, FhHiC23_g16574.t1, FhHiC23_g16574.t2	T265_03885
OG0002342	FhHiC23_g12326.t1	T265_00239
OG0002343	FhHiC23_g14639.t1	T265_03463
OG0002344	FhHiC23_g7097.t1	T265_12913
OG0002345	FhHiC23_g16504.t1, FhHiC23_g16504.t3, FhHiC23_g16504.t4, FhHiC23_g16504.t5, FhHiC23_g16504.t2	T265_04329, T265_10710
OG0002346	FhHiC23_g10328.t2, FhHiC23_g10328.t1	T265_01087
OG0002347	FhHiC23_g15512.t1, FhHiC23_g15513.t1	T265_11024
OG0002348	FhHiC23_g4778.t1	T265_08714
OG0002349	FhHiC23_g4364.t1	T265_13440
OG0002351	FhHiC23_g1899.t1, FhHiC23_g1899.t2	T265_07519
OG0002352	FhHiC23_g16208.t1, FhHiC23_g16208.t2	T265_15955, T265_07372
OG0002354	FhHiC23_g13164.t1	T265_06916
OG0002355	FhHiC23_g3398.t1, FhHiC23_g3398.t2	T265_01787
OG0002358	FhHiC23_g10727.t1	T265_11150
OG0002360	FhHiC23_g2820.t1	T265_15008
OG0002361	FhHiC23_g3856.t1	T265_07690
OG0002370	FhHiC23_g873.t1	T265_00457
OG0002371	FhHiC23_g13444.t1	T265_15300
OG0002372	FhHiC23_g7937.t1, FhHiC23_g7937.t2	T265_09285, T265_13946
OG0002374	FhHiC23_g13514.t1, FhHiC23_g13514.t2	T265_14253
OG0002375	FhHiC23_g9015.t1, FhHiC23_g9015.t2	T265_05233, T265_16343
OG0002376	FhHiC23_g763.t1, FhHiC23_g763.t2	T265_07446
OG0002377	FhHiC23_g6526.t1	T265_13979
OG0002378	FhHiC23_g5644.t1, FhHiC23_g5648.t1	T265_06234, T265_11236, T265_11235, T265_11237, T265_11238, T265_16021
OG0002379	FhHiC23_g10046.t1, FhHiC23_g10046.t2	T265_07907, T265_14426
OG0002379	FhHiC23_g14623.t2, FhHiC23_g14623.t1, FhHiC23_g14623.t3	T265_05894
OG0002380	FhHiC23_g15127.t3, FhHiC23_g15127.t2	T265_11928
OG0002380	FhHiC23_g15127.t1	T265_14977
OG0002381	FhHiC23_g951.t1	T265_02654, T265_16266
OG0002382	FhHiC23_g12309.t1	T265_07767
OG0002383	FhHiC23_g1688.t1	T265_11452, T265_11454
OG0002384	FhHiC23_g3497.t1, FhHiC23_g3497.t2	T265_11362
OG0002385	FhHiC23_g6302.t1	T265_02561
OG0002387	FhHiC23_g1088.t1, FhHiC23_g1088.t2, FhHiC23_g1088.t3	T265_12419, T265_12421
OG0002388	FhHiC23_g11523.t2, FhHiC23_g11523.t3, FhHiC23_g11523.t1	T265_01616
OG0002389	FhHiC23_g16310.t1	T265_03542
OG0002390	FhHiC23_g11689.t1	T265_15031, T265_15032
OG0002390	FhHiC23_g11687.t1	T265_15030
OG0002391	FhHiC23_g11998.t1, FhHiC23_g11998.t2, FhHiC23_g11998.t3	T265_10597
OG0002392	FhHiC23_g16155.t1, FhHiC23_g16155.t2	T265_02648
OG0002393	FhHiC23_g8397.t1, FhHiC23_g8397.t2	T265_00616
OG0002394	FhHiC23_g5292.t2, FhHiC23_g5292.t1	T265_13140
OG0002395	FhHiC23_g3630.t1	T265_13647, T265_13649
OG0002396	FhHiC23_g5945.t1, FhHiC23_g5945.t2	T265_02873, T265_02874
OG0002397	FhHiC23_g3165.t1, FhHiC23_g3165.t2	T265_09037
OG0002398	FhHiC23_g12984.t1	T265_03017
OG0002399	FhHiC23_g13958.t2, FhHiC23_g13958.t1, FhHiC23_g13957.t1, FhHiC23_g13957.t2	T265_09670, T265_09671
OG0002400	FhHiC23_g12650.t2, FhHiC23_g12650.t1, FhHiC23_g12650.t3	T265_00212
OG0002401	FhHiC23_g9572.t1	T265_07408
OG0002402	FhHiC23_g15134.t1	T265_10841
OG0002404	FhHiC23_g12892.t1, FhHiC23_g7985.t1	T265_09776
OG0002405	FhHiC23_g13383.t1	T265_10856, T265_04546
OG0002406	FhHiC23_g11310.t1	T265_13009
OG0002407	FhHiC23_g12365.t1	T265_00260
OG0002407	FhHiC23_g13733.t1	T265_00264
OG0002408	FhHiC23_g816.t1, FhHiC23_g816.t2	T265_11905
OG0002409	FhHiC23_g3934.t1	T265_01637
OG0002410	FhHiC23_g13925.t1, FhHiC23_g681.t1, FhHiC23_g680.t1, FhHiC23_g4782.t1	T265_08723, T265_16313
OG0002411	FhHiC23_g16206.t1	T265_04303
OG0002412	FhHiC23_g5333.t1	T265_14970
OG0002413	FhHiC23_g16389.t1	T265_01806
OG0002415	FhHiC23_g15500.t1	T265_03421
OG0002416	FhHiC23_g14509.t1, FhHiC23_g14509.t3, FhHiC23_g14509.t2	T265_15016
OG0002417	FhHiC23_g10794.t1	T265_06209
OG0002418	FhHiC23_g6180.t1	T265_00711
OG0002419	FhHiC23_g4620.t1, FhHiC23_g4620.t2, FhHiC23_g4620.t3	T265_10336
OG0002420	FhHiC23_g5866.t1, FhHiC23_g5866.t2	T265_00694
OG0002421	FhHiC23_g2730.t1, FhHiC23_g2730.t3, FhHiC23_g2730.t2	T265_02187
OG0002422	FhHiC23_g6092.t1	T265_00765
OG0002423	FhHiC23_g1038.t1, FhHiC23_g1037.t1, FhHiC23_g1038.t2	T265_02196
OG0002424	FhHiC23_g1782.t1, FhHiC23_g1782.t2	T265_00303
OG0002425	FhHiC23_g6185.t1, FhHiC23_g6185.t2, FhHiC23_g6186.t1	T265_10775
OG0002426	FhHiC23_g14246.t2, FhHiC23_g14246.t1	T265_05883, T265_16210
OG0002427	FhHiC23_g637.t1	T265_03972
OG0002427	FhHiC23_g4042.t1	T265_15474
OG0002428	FhHiC23_g11413.t1, FhHiC23_g11413.t2	T265_13166
OG0002429	FhHiC23_g4768.t1, FhHiC23_g4768.t2	T265_06453, T265_10284
OG0002430	FhHiC23_g2724.t1	T265_02210, T265_05440, T265_02212
OG0002431	FhHiC23_g14499.t1	T265_01491, T265_03774
OG0002432	FhHiC23_g8139.t1	T265_08924
OG0002434	FhHiC23_g5632.t1, FhHiC23_g5634.t1, FhHiC23_g5634.t2	T265_02981
OG0002435	FhHiC23_g6156.t1, FhHiC23_g6156.t2	T265_14326
OG0002436	FhHiC23_g14986.t1, FhHiC23_g14986.t2	T265_11614, T265_15156
OG0002437	FhHiC23_g1190.t1	T265_00359
OG0002438	FhHiC23_g6112.t1	T265_06508
OG0002439	FhHiC23_g1032.t1, FhHiC23_g1032.t4, FhHiC23_g1032.t2, FhHiC23_g1032.t3	T265_00836
OG0002440	FhHiC23_g8343.t1	T265_12915
OG0002441	FhHiC23_g1244.t1, FhHiC23_g1245.t1	T265_05931
OG0002442	FhHiC23_g14518.t1	T265_13576
OG0002443	FhHiC23_g14220.t1	T265_07141
OG0002444	FhHiC23_g8384.t1	T265_06713, T265_14104
OG0002445	FhHiC23_g7843.t1	T265_05838
OG0002446	FhHiC23_g7279.t2, FhHiC23_g7279.t1	T265_00532
OG0002447	FhHiC23_g11821.t1	T265_08477
OG0002448	FhHiC23_g5024.t1	T265_06603
OG0002449	FhHiC23_g11903.t1	T265_08371
OG0002450	FhHiC23_g8047.t1, FhHiC23_g8047.t2	T265_03931, T265_03930
OG0002451	FhHiC23_g2727.t1	T265_09840
OG0002452	FhHiC23_g3737.t1	T265_11081
OG0002452	FhHiC23_g13772.t1	T265_10465
OG0002453	FhHiC23_g1800.t1	T265_00345
OG0002454	FhHiC23_g8247.t2, FhHiC23_g8247.t3, FhHiC23_g8247.t1	T265_05155
OG0002455	FhHiC23_g8605.t1	T265_12601
OG0002456	FhHiC23_g4669.t2, FhHiC23_g4669.t1	T265_15252
OG0002458	FhHiC23_g4106.t1	T265_12831
OG0002459	FhHiC23_g14277.t1, FhHiC23_g14277.t2	T265_01502
OG0002460	FhHiC23_g13522.t1	T265_09316
OG0002461	FhHiC23_g13440.t1	T265_11504
OG0002462	FhHiC23_g6766.t1	T265_03327
OG0002463	FhHiC23_g3706.t1	T265_04955
OG0002465	FhHiC23_g3725.t1	T265_11610
OG0002466	FhHiC23_g10411.t1, FhHiC23_g10411.t2, FhHiC23_g10411.t3	T265_09526
OG0002468	FhHiC23_g3117.t1	T265_01747
OG0002469	FhHiC23_g13226.t1	T265_10043
OG0002470	FhHiC23_g2264.t1, FhHiC23_g2265.t1	T265_13777
OG0002471	FhHiC23_g885.t1, FhHiC23_g885.t2	T265_13340
OG0002472	FhHiC23_g5384.t1	T265_02966
OG0002473	FhHiC23_g13601.t1	T265_06276
OG0002474	FhHiC23_g15960.t1, FhHiC23_g15960.t2	T265_10153
OG0002475	FhHiC23_g10950.t1	T265_06954
OG0002476	FhHiC23_g4868.t1	T265_11632, T265_14722
OG0002477	FhHiC23_g3269.t1	T265_15221, T265_15220
OG0002478	FhHiC23_g46.t1	T265_00370
OG0002479	FhHiC23_g7687.t1	T265_10145
OG0002480	FhHiC23_g9730.t1	T265_05583
OG0002481	FhHiC23_g13216.t3, FhHiC23_g13216.t2, FhHiC23_g13216.t4, FhHiC23_g13216.t1	T265_06651
OG0002482	FhHiC23_g7850.t1, FhHiC23_g7850.t2	T265_08130
OG0002483	FhHiC23_g15240.t1, FhHiC23_g15241.t1	T265_11161
OG0002484	FhHiC23_g10369.t1	T265_04258
OG0002486	FhHiC23_g9651.t1	T265_01077
OG0002487	FhHiC23_g2073.t1	T265_01323
OG0002488	FhHiC23_g841.t1	T265_02854
OG0002489	FhHiC23_g10462.t1, FhHiC23_g10462.t2	T265_10400
OG0002490	FhHiC23_g387.t3, FhHiC23_g387.t1, FhHiC23_g387.t2	T265_04784
