Orthogroup	fasciola_hepatica	trichobilharzia_regenti
OG0001089	FhHiC23_g7786.t1	TREG1_82500.1, TREG1_82500.3, TREG1_82500.2
OG0001090	FhHiC23_g9487.t1	TREG1_135250.1, TREG1_135240.1, TREG1_135270.1
OG0001091	FhHiC23_g1119.t1	TREG1_69250.1, TREG1_69250.2, TREG1_69250.3, TREG1_69250.4, TREG1_69250.5, TREG1_69250.6
OG0001092	FhHiC23_g2498.t1, FhHiC23_g2498.t2	TREG1_95880.1
OG0001093	FhHiC23_g4232.t1	TREG1_111270.1
OG0001094	FhHiC23_g14498.t1, FhHiC23_g14498.t2	TREG1_56920.5, TREG1_56920.1, TREG1_56920.4, TREG1_56920.2, TREG1_56920.3
OG0001095	FhHiC23_g2076.t1	TREG1_67810.2, TREG1_67810.4, TREG1_67810.5, TREG1_67810.1, TREG1_67810.6, TREG1_67810.3
OG0001096	FhHiC23_g11191.t1	TREG1_24560.1, TREG1_24570.1
OG0001097	FhHiC23_g8335.t1, FhHiC23_g8335.t2, FhHiC23_g15754.t1	TREG1_94470.1
OG0001098	FhHiC23_g5515.t2, FhHiC23_g5515.t1	TREG1_41910.1, TREG1_41910.2, TREG1_41910.3, TREG1_41910.4, TREG1_41910.5, TREG1_41910.6
OG0001099	FhHiC23_g4375.t1, FhHiC23_g4375.t2, FhHiC23_g4375.t3	TREG1_127880.1, TREG1_127880.2
OG0001099	FhHiC23_g4376.t2, FhHiC23_g4376.t1	TREG1_127890.2, TREG1_127890.3, TREG1_127890.4, TREG1_127890.1
OG0001100	FhHiC23_g8517.t1, FhHiC23_g8517.t2	TREG1_93210.1, TREG1_93210.2, TREG1_93210.3
OG0001101	FhHiC23_g1166.t1	TREG1_82630.1, TREG1_82660.1, TREG1_82660.3, TREG1_82660.2, TREG1_82660.4, TREG1_63120.1
OG0001102	FhHiC23_g8118.t1, FhHiC23_g8119.t1	TREG1_96020.1, TREG1_83600.1
OG0001103	FhHiC23_g9426.t1	TREG1_134180.1, TREG1_134190.1
OG0001104	FhHiC23_g7807.t1	TREG1_83700.1
OG0001105	FhHiC23_g5722.t1	TREG1_54940.1
OG0001106	FhHiC23_g8470.t1, FhHiC23_g8469.t1	TREG1_89860.2, TREG1_89860.4, TREG1_89860.5, TREG1_89860.1, TREG1_89860.3
OG0001107	FhHiC23_g2353.t1	TREG1_64470.1
OG0001108	FhHiC23_g5315.t1, FhHiC23_g5315.t2	TREG1_48260.1
OG0001109	FhHiC23_g5353.t1	TREG1_53550.1, TREG1_53570.1
OG0001110	FhHiC23_g12675.t1, FhHiC23_g12675.t3, FhHiC23_g12675.t2	TREG1_890.3, TREG1_890.1, TREG1_890.2
OG0001111	FhHiC23_g704.t1, FhHiC23_g704.t2	TREG1_71890.1
OG0001112	FhHiC23_g9029.t1, FhHiC23_g9029.t2	TREG1_135700.1, TREG1_135710.1
OG0001113	FhHiC23_g13268.t1, FhHiC23_g13268.t2	TREG1_3420.1, TREG1_3420.4, TREG1_3420.2, TREG1_3420.3
OG0001114	FhHiC23_g12455.t1, FhHiC23_g12454.t1	TREG1_9600.1
OG0001115	FhHiC23_g9413.t1	TREG1_136270.1
OG0001116	FhHiC23_g3848.t1, FhHiC23_g3848.t2	TREG1_113170.8, TREG1_113170.6, TREG1_113170.5, TREG1_113170.7, TREG1_113170.2, TREG1_113170.4, TREG1_113170.1, TREG1_113170.3
OG0001117	FhHiC23_g15056.t1	TREG1_20120.2, TREG1_20120.3, TREG1_20120.4, TREG1_20120.1, TREG1_20120.5
OG0001118	FhHiC23_g858.t1	TREG1_103660.1, TREG1_103660.3, TREG1_103660.2, TREG1_103690.1, TREG1_103700.1
OG0001119	FhHiC23_g7613.t1	TREG1_82470.1, TREG1_82470.2
OG0001120	FhHiC23_g6514.t1, FhHiC23_g6513.t1	TREG1_46930.1, TREG1_46930.2, TREG1_46930.3, TREG1_46930.4
OG0001121	FhHiC23_g1269.t1	TREG1_76930.3, TREG1_76930.5, TREG1_76930.1, TREG1_76930.4, TREG1_76930.2
OG0001122	FhHiC23_g1505.t1	TREG1_109460.1
OG0001123	FhHiC23_g16262.t1	TREG1_120690.2, TREG1_120690.3, TREG1_120690.4, TREG1_120690.6, TREG1_120690.7, TREG1_120690.5, TREG1_120690.1
OG0001124	FhHiC23_g4816.t1, FhHiC23_g4816.t2	TREG1_32890.1
OG0001125	FhHiC23_g15067.t1, FhHiC23_g15283.t1	TREG1_23400.1
OG0001127	FhHiC23_g5403.t3	TREG1_40790.1, TREG1_40790.2
OG0001129	FhHiC23_g5851.t1, FhHiC23_g5851.t2	TREG1_39910.1
OG0001130	FhHiC23_g11767.t1	TREG1_15900.1, TREG1_15910.1
OG0001131	FhHiC23_g1578.t1, FhHiC23_g904.t1	TREG1_97100.1, TREG1_143210.1, TREG1_143200.1, TREG1_143220.1, TREG1_143230.1, TREG1_143240.1, TREG1_97060.1, TREG1_97080.1, TREG1_97070.1
OG0001132	FhHiC23_g4204.t1	TREG1_115320.2, TREG1_115320.3, TREG1_115320.4, TREG1_115320.1
OG0001133	FhHiC23_g12862.t1, FhHiC23_g12866.t1	TREG1_20470.1
OG0001134	FhHiC23_g7886.t2, FhHiC23_g7886.t1	TREG1_87810.1
OG0001135	FhHiC23_g5147.t1, FhHiC23_g5147.t3, FhHiC23_g5147.t2, FhHiC23_g13641.t1	TREG1_50400.4, TREG1_50400.2, TREG1_50400.1, TREG1_50400.3
OG0001136	FhHiC23_g9049.t1, FhHiC23_g9049.t3, FhHiC23_g9049.t2, FhHiC23_g9048.t1	TREG1_59980.1, TREG1_59980.2, TREG1_59980.3, TREG1_59990.1
OG0001137	FhHiC23_g1813.t1, FhHiC23_g4293.t1	TREG1_139860.1, TREG1_139860.2
OG0001138	FhHiC23_g15520.t1, FhHiC23_g15520.t2	TREG1_21460.1, TREG1_21460.3, TREG1_21460.2
OG0001139	FhHiC23_g5718.t1	TREG1_112020.1, TREG1_47470.2, TREG1_47470.3, TREG1_47470.1
OG0001140	FhHiC23_g241.t1, FhHiC23_g241.t2	TREG1_62220.4, TREG1_62220.5, TREG1_62220.6, TREG1_62210.1, TREG1_62220.1, TREG1_62220.2, TREG1_62220.3
OG0001141	FhHiC23_g1076.t1, FhHiC23_g1076.t2, FhHiC23_g1075.t1	TREG1_98980.1, TREG1_97590.1, TREG1_97590.2
OG0001142	FhHiC23_g11870.t1	TREG1_10750.2, TREG1_10750.1, TREG1_10750.3
OG0001143	FhHiC23_g7415.t1	TREG1_86480.1
OG0001144	FhHiC23_g5155.t1	TREG1_44420.6, TREG1_44420.7, TREG1_44430.1, TREG1_44430.3, TREG1_44430.4, TREG1_44430.5, TREG1_44430.2, TREG1_44420.2, TREG1_44420.5, TREG1_44420.4, TREG1_44420.1, TREG1_44420.3
OG0001145	FhHiC23_g7658.t3	TREG1_88010.1
OG0001146	FhHiC23_g13278.t1	TREG1_12690.10, TREG1_12690.1, TREG1_12690.2, TREG1_12690.6, TREG1_12690.8, TREG1_12690.9, TREG1_12690.3, TREG1_12690.7, TREG1_12690.4, TREG1_12690.5
OG0001147	FhHiC23_g12808.t1	TREG1_19510.1, TREG1_19520.1, TREG1_19520.4, TREG1_19520.5, TREG1_19520.8, TREG1_19520.2, TREG1_19520.3, TREG1_19520.6, TREG1_19520.7
OG0001148	FhHiC23_g381.t1	TREG1_103130.3, TREG1_103130.5, TREG1_103130.1, TREG1_103130.2, TREG1_103130.4, TREG1_103130.6
OG0001149	FhHiC23_g1224.t1, FhHiC23_g1224.t2	TREG1_98130.3, TREG1_98130.1, TREG1_98130.2
OG0001150	FhHiC23_g1835.t2, FhHiC23_g1835.t1	TREG1_66690.1, TREG1_66690.2, TREG1_66690.3, TREG1_66690.4
OG0001151	FhHiC23_g16662.t1, FhHiC23_g16661.t1	TREG1_127740.1, TREG1_127750.1, TREG1_127860.1, TREG1_127860.2, TREG1_127860.3
OG0001152	FhHiC23_g10976.t1	TREG1_29990.1, TREG1_30000.1
OG0001153	FhHiC23_g6756.t1	TREG1_94260.1, TREG1_94260.2
OG0001155	FhHiC23_g990.t1	TREG1_68260.1, TREG1_68260.2
OG0001156	FhHiC23_g13609.t1	TREG1_19570.1
OG0001157	FhHiC23_g7566.t1, FhHiC23_g7566.t2	TREG1_88480.1
OG0001158	FhHiC23_g13969.t1, FhHiC23_g13969.t2, FhHiC23_g13969.t3	TREG1_55850.1, TREG1_55850.2
OG0001159	FhHiC23_g15933.t1	TREG1_128050.1, TREG1_128050.2
OG0001160	FhHiC23_g15448.t1	TREG1_23610.3, TREG1_23610.1, TREG1_23610.2
OG0001161	FhHiC23_g8332.t1, FhHiC23_g8332.t2	TREG1_83180.1, TREG1_88120.1, TREG1_88120.2
OG0001162	FhHiC23_g14256.t1	TREG1_44070.1
OG0001163	FhHiC23_g2468.t1, FhHiC23_g2468.t2	TREG1_60640.1, TREG1_60660.1, TREG1_60690.1, TREG1_60700.1, TREG1_60650.1, TREG1_60730.1, TREG1_60740.1, TREG1_100430.1, TREG1_100430.2, TREG1_100430.3
OG0001164	FhHiC23_g3712.t1	TREG1_113370.12, TREG1_113370.16, TREG1_113370.1, TREG1_113370.14, TREG1_113370.11, TREG1_113370.17, TREG1_113370.3, TREG1_113370.15, TREG1_113370.6, TREG1_113370.4, TREG1_113370.7, TREG1_113370.10, TREG1_113370.13, TREG1_113370.8, TREG1_113370.9, TREG1_113370.2, TREG1_113370.5
OG0001165	FhHiC23_g7780.t1, FhHiC23_g7779.t1	TREG1_77970.1, TREG1_77970.2
OG0001166	FhHiC23_g10639.t2, FhHiC23_g10639.t1	TREG1_6260.1, TREG1_63960.1, TREG1_68490.1
OG0001167	FhHiC23_g8877.t2, FhHiC23_g8877.t1	TREG1_52580.1, TREG1_52570.1
OG0001168	FhHiC23_g10761.t1	TREG1_7970.1
OG0001169	FhHiC23_g1122.t1	TREG1_67900.1, TREG1_67900.2
OG0001170	FhHiC23_g11438.t1, FhHiC23_g11438.t2	TREG1_26830.1
OG0001171	FhHiC23_g15069.t1, FhHiC23_g15069.t2	TREG1_27790.3, TREG1_27790.4, TREG1_27790.1, TREG1_27790.2
OG0001172	FhHiC23_g4510.t1, FhHiC23_g4510.t2	TREG1_85400.1, TREG1_85400.2, TREG1_85400.4, TREG1_85400.3, TREG1_85400.5
OG0001173	FhHiC23_g12817.t1, FhHiC23_g12817.t2	TREG1_9990.1, TREG1_9990.2, TREG1_9990.3, TREG1_9990.4, TREG1_9990.5, TREG1_9990.6, TREG1_9990.7, TREG1_9990.8
OG0001174	FhHiC23_g12471.t1, FhHiC23_g12471.t2	TREG1_5920.10, TREG1_5920.8, TREG1_5920.1, TREG1_5920.2, TREG1_5920.7, TREG1_5920.9, TREG1_5920.3, TREG1_5920.4, TREG1_5920.5, TREG1_5920.6
OG0001175	FhHiC23_g2041.t2, FhHiC23_g2041.t1	TREG1_66790.1
OG0001176	FhHiC23_g2663.t2, FhHiC23_g2663.t1, FhHiC23_g2663.t3	TREG1_107700.1, TREG1_107700.2, TREG1_107700.3, TREG1_107700.4
OG0001177	FhHiC23_g9740.t1	TREG1_54580.11, TREG1_54580.10, TREG1_54580.4, TREG1_54580.6, TREG1_54580.7, TREG1_54580.8, TREG1_54580.9, TREG1_54580.1, TREG1_54580.3, TREG1_54580.5, TREG1_54580.2
OG0001178	FhHiC23_g13729.t1	TREG1_12900.1, TREG1_12890.1, TREG1_12890.4, TREG1_12890.2, TREG1_12890.3
OG0001179	FhHiC23_g9508.t1, FhHiC23_g9508.t2	TREG1_130470.1
OG0001180	FhHiC23_g13376.t1	TREG1_12050.1
OG0001181	FhHiC23_g7599.t1	TREG1_136840.1
OG0001182	FhHiC23_g13909.t1	TREG1_44230.3, TREG1_44230.1, TREG1_44230.2
OG0001183	FhHiC23_g10990.t1	TREG1_6270.1
OG0001184	FhHiC23_g12651.t1	TREG1_28640.1, TREG1_28640.2, TREG1_28640.4, TREG1_28640.3
OG0001185	FhHiC23_g13085.t1, FhHiC23_g13087.t2, FhHiC23_g13087.t1, FhHiC23_g4259.t1, FhHiC23_g4260.t1	TREG1_6240.1
OG0001186	FhHiC23_g13509.t1, FhHiC23_g13509.t2	TREG1_7670.1
OG0001187	FhHiC23_g368.t1, FhHiC23_g5631.t1, FhHiC23_g5631.t2	TREG1_44100.1
OG0001188	FhHiC23_g13489.t2, FhHiC23_g13489.t1, FhHiC23_g13489.t3	TREG1_4220.1, TREG1_4220.2, TREG1_4220.3, TREG1_4220.4
OG0001189	FhHiC23_g10719.t1	TREG1_24740.3, TREG1_24740.1, TREG1_24740.2, TREG1_24740.4
OG0001190	FhHiC23_g6596.t1	TREG1_44460.4, TREG1_44460.9, TREG1_44460.5, TREG1_44460.6, TREG1_44460.7, TREG1_44460.8, TREG1_44460.1, TREG1_44460.2, TREG1_44460.3
OG0001191	FhHiC23_g10688.t1	TREG1_137560.1, TREG1_25140.4, TREG1_25140.3, TREG1_25140.1, TREG1_25140.2, TREG1_137570.1
OG0001192	FhHiC23_g14600.t1	TREG1_42320.1
OG0001193	FhHiC23_g3600.t1, FhHiC23_g3599.t1	TREG1_117400.1
OG0001194	FhHiC23_g13585.t1, FhHiC23_g13585.t3, FhHiC23_g13585.t2	TREG1_20460.1
OG0001197	FhHiC23_g15701.t1	TREG1_23910.1, TREG1_23910.2, TREG1_23910.3
OG0001202	FhHiC23_g11630.t1, FhHiC23_g11630.t2	TREG1_15110.1, TREG1_15110.2
OG0001203	FhHiC23_g12753.t1	TREG1_12810.1, TREG1_12810.2
OG0001203	FhHiC23_g4036.t1	TREG1_112200.1, TREG1_112200.2
OG0001204	FhHiC23_g7557.t1, FhHiC23_g7557.t2	TREG1_89640.1
OG0001205	FhHiC23_g5338.t1	TREG1_58370.1, TREG1_58380.1
OG0001208	FhHiC23_g14632.t2, FhHiC23_g14632.t1	TREG1_46000.1
OG0001209	FhHiC23_g976.t1	TREG1_70980.2, TREG1_70980.1, TREG1_70980.3
OG0001210	FhHiC23_g10098.t1	TREG1_133420.1, TREG1_133420.2, TREG1_133420.3
OG0001211	FhHiC23_g10685.t1	TREG1_13510.1
OG0001212	FhHiC23_g6150.t1	TREG1_33310.1, TREG1_33310.2, TREG1_33310.3, TREG1_33410.1
OG0001213	FhHiC23_g11965.t1	TREG1_7480.1
OG0001214	FhHiC23_g6213.t1, FhHiC23_g6213.t2	TREG1_48360.1, TREG1_48360.2, TREG1_48360.3, TREG1_48360.4, TREG1_48360.5
OG0001215	FhHiC23_g8433.t1	TREG1_83220.1
OG0001216	FhHiC23_g10346.t1	TREG1_59680.1, TREG1_59680.2, TREG1_59680.3, TREG1_59680.4
OG0001217	FhHiC23_g435.t1	TREG1_96240.1, TREG1_96240.2, TREG1_96240.3
OG0001218	FhHiC23_g11418.t1	TREG1_25740.1, TREG1_25740.2
OG0001219	FhHiC23_g12821.t1, FhHiC23_g12821.t2	TREG1_360.2, TREG1_360.1, TREG1_360.4, TREG1_360.3
OG0001220	FhHiC23_g10412.t1	TREG1_131710.3, TREG1_131710.1, TREG1_131710.2
OG0001221	FhHiC23_g7442.t1	TREG1_85470.1
OG0001222	FhHiC23_g16560.t1	TREG1_128320.1
OG0001223	FhHiC23_g4936.t1, FhHiC23_g4935.t1, FhHiC23_g4935.t2	TREG1_47740.1
OG0001224	FhHiC23_g4210.t1	TREG1_113380.3, TREG1_113380.1, TREG1_113380.2, TREG1_113380.4
OG0001225	FhHiC23_g7081.t1	TREG1_80510.1
OG0001226	FhHiC23_g206.t1	TREG1_62900.1, TREG1_62910.1
OG0001227	FhHiC23_g7001.t1	TREG1_88370.1
OG0001228	FhHiC23_g14129.t1, FhHiC23_g14102.t1, FhHiC23_g14100.t1, FhHiC23_g14134.t1, FhHiC23_g14108.t1, FhHiC23_g14109.t1, FhHiC23_g14115.t1, FhHiC23_g14126.t1, FhHiC23_g14131.t1, FhHiC23_g14123.t1, FhHiC23_g14127.t1, FhHiC23_g14132.t1, FhHiC23_g4499.t1, FhHiC23_g14125.t1, FhHiC23_g4498.t1, FhHiC23_g14122.t1, FhHiC23_g14124.t1, FhHiC23_g14118.t1, FhHiC23_g14130.t1	TREG1_35910.1
OG0001229	FhHiC23_g5603.t1, FhHiC23_g5603.t2	TREG1_52470.1
OG0001230	FhHiC23_g15009.t1	TREG1_9170.1, TREG1_9170.2, TREG1_9170.3, TREG1_9170.6, TREG1_9170.4
OG0001231	FhHiC23_g5551.t1, FhHiC23_g5551.t2	TREG1_45720.1
OG0001232	FhHiC23_g4104.t1	TREG1_113320.1
OG0001233	FhHiC23_g13620.t1, FhHiC23_g13619.t1, FhHiC23_g13620.t2	TREG1_12130.1
OG0001234	FhHiC23_g14590.t1	TREG1_39200.1, TREG1_39200.2, TREG1_39200.3
OG0001235	FhHiC23_g6098.t1, FhHiC23_g6102.t1, FhHiC23_g6102.t2	TREG1_50160.1
OG0001236	FhHiC23_g7637.t2, FhHiC23_g7637.t1	TREG1_87540.6, TREG1_87540.8, TREG1_87540.2, TREG1_87540.3, TREG1_87540.4, TREG1_87540.5, TREG1_87540.7, TREG1_87540.1, TREG1_39620.1
OG0001237	FhHiC23_g10491.t1	TREG1_59570.1, TREG1_59490.1, TREG1_59440.1, TREG1_59480.1, TREG1_59450.1, TREG1_59460.1
OG0001238	FhHiC23_g3520.t1	TREG1_117540.1
OG0001239	FhHiC23_g11410.t1, FhHiC23_g11410.t2	TREG1_25710.1, TREG1_78370.1
OG0001240	FhHiC23_g178.t1, FhHiC23_g178.t2	TREG1_68970.4, TREG1_68970.7, TREG1_68970.2, TREG1_68970.1, TREG1_68970.3, TREG1_68970.5, TREG1_68970.6
OG0001241	FhHiC23_g8237.t1	TREG1_87340.1
OG0001241	FhHiC23_g3364.t1	TREG1_98690.1
OG0001242	FhHiC23_g2164.t1, FhHiC23_g415.t1, FhHiC23_g11.t1, FhHiC23_g417.t1, FhHiC23_g416.t1	TREG1_73920.1, TREG1_73920.2
OG0001243	FhHiC23_g12197.t1, FhHiC23_g12197.t2, FhHiC23_g12197.t3	TREG1_8420.1
OG0001244	FhHiC23_g4409.t1, FhHiC23_g8199.t1	TREG1_125880.1, TREG1_69080.1, TREG1_69090.1, TREG1_125890.1
OG0001245	FhHiC23_g11312.t1, FhHiC23_g11312.t4, FhHiC23_g11312.t3, FhHiC23_g11312.t2	TREG1_18020.1, TREG1_18010.3, TREG1_18010.4, TREG1_18010.5, TREG1_18010.2, TREG1_18010.1
OG0001246	FhHiC23_g6259.t1, FhHiC23_g6258.t1	TREG1_53280.3, TREG1_53280.5, TREG1_53280.1, TREG1_53280.2, TREG1_53280.4
OG0001247	FhHiC23_g5459.t1	TREG1_47380.1, TREG1_47380.3, TREG1_47380.4, TREG1_47380.2
OG0001248	FhHiC23_g13056.t1, FhHiC23_g13057.t1	TREG1_18520.1, TREG1_18520.2, TREG1_18520.3
OG0001249	FhHiC23_g5900.t1	TREG1_44330.2, TREG1_44330.1, TREG1_44330.4, TREG1_44330.3, TREG1_44330.5
OG0001250	FhHiC23_g11255.t1	TREG1_10100.1, TREG1_10100.2, TREG1_10100.3
OG0001251	FhHiC23_g378.t1, FhHiC23_g378.t2, FhHiC23_g378.t3	TREG1_107170.1
OG0001252	FhHiC23_g1624.t1, FhHiC23_g1624.t2	TREG1_66510.1, TREG1_66510.2
OG0001253	FhHiC23_g850.t1, FhHiC23_g850.t2	TREG1_77040.1
OG0001254	FhHiC23_g5448.t2, FhHiC23_g5448.t1, FhHiC23_g5448.t3, FhHiC23_g5448.t4	TREG1_49390.1, TREG1_49400.1
OG0001256	FhHiC23_g3312.t1	TREG1_68350.1
OG0001257	FhHiC23_g9477.t1	TREG1_33570.1, TREG1_33570.2
OG0001258	FhHiC23_g774.t1	TREG1_97270.2, TREG1_97270.1, TREG1_97270.3, TREG1_97270.5, TREG1_97270.6, TREG1_97270.7, TREG1_97270.4
OG0001259	FhHiC23_g7609.t2, FhHiC23_g4602.t3, FhHiC23_g4602.t1, FhHiC23_g4602.t2, FhHiC23_g7609.t1, FhHiC23_g4602.t4	TREG1_80880.1, TREG1_80880.2
OG0001260	FhHiC23_g12509.t1, FhHiC23_g12509.t2, FhHiC23_g12508.t2, FhHiC23_g12508.t1	TREG1_12590.1, TREG1_12590.2, TREG1_12590.3
OG0001261	FhHiC23_g14561.t1	TREG1_31480.4, TREG1_31480.1, TREG1_31480.2, TREG1_31480.3
OG0001262	FhHiC23_g4162.t1	TREG1_114870.1
OG0001263	FhHiC23_g16663.t1	TREG1_127810.1, TREG1_127810.2, TREG1_127840.1
OG0001264	FhHiC23_g1581.t1	TREG1_64220.1, TREG1_64220.2
OG0001265	FhHiC23_g7618.t1	TREG1_144620.1, TREG1_83740.1
OG0001266	FhHiC23_g3157.t1	TREG1_103100.4, TREG1_103100.3, TREG1_103100.1, TREG1_103100.2, TREG1_103100.5
OG0001267	FhHiC23_g1977.t1	TREG1_73840.1, TREG1_73840.2, TREG1_73840.3, TREG1_73840.4, TREG1_73840.5
OG0001268	FhHiC23_g13820.t1, FhHiC23_g13821.t1	TREG1_4230.1, TREG1_4240.1
OG0001269	FhHiC23_g10365.t1, FhHiC23_g10365.t2	TREG1_59950.1, TREG1_59950.2, TREG1_59950.3, TREG1_59950.4, TREG1_59950.6, TREG1_59950.7, TREG1_59950.5
OG0001270	FhHiC23_g4396.t1	TREG1_119430.1, TREG1_119430.2, TREG1_119430.3, TREG1_119430.4, TREG1_119430.5, TREG1_119430.6
OG0001271	FhHiC23_g7132.t1	TREG1_88840.1
OG0001272	FhHiC23_g543.t1	TREG1_101080.1, TREG1_101080.2, TREG1_101080.3
OG0001273	FhHiC23_g2791.t3, FhHiC23_g2793.t3, FhHiC23_g2793.t1, FhHiC23_g2793.t2, FhHiC23_g2791.t1, FhHiC23_g2791.t2, FhHiC23_g2792.t1	TREG1_106650.1
OG0001274	FhHiC23_g8222.t1	TREG1_90420.1, TREG1_90430.2, TREG1_90430.9, TREG1_90430.5, TREG1_90430.11, TREG1_90430.4, TREG1_90430.10, TREG1_90430.3, TREG1_90430.6, TREG1_90430.1, TREG1_90430.7, TREG1_90430.8
OG0001275	FhHiC23_g1198.t1	TREG1_71200.1
OG0001276	FhHiC23_g6762.t1	TREG1_89250.6, TREG1_89250.3, TREG1_89250.5, TREG1_89250.1, TREG1_89250.2, TREG1_89250.4
OG0001277	FhHiC23_g10833.t1	TREG1_13070.1, TREG1_13070.2, TREG1_13070.3
OG0001278	FhHiC23_g4402.t2, FhHiC23_g4402.t1	TREG1_126300.1
OG0001279	FhHiC23_g4944.t1	TREG1_36920.2, TREG1_36920.6, TREG1_36920.4, TREG1_36920.3, TREG1_36920.5, TREG1_36920.1
OG0001280	FhHiC23_g2210.t1, FhHiC23_g2210.t2	TREG1_68910.1, TREG1_68910.2, TREG1_68910.3, TREG1_68910.4, TREG1_68910.5
OG0001288	FhHiC23_g9111.t1, FhHiC23_g9111.t2	TREG1_134020.1
OG0001289	FhHiC23_g6217.t1, FhHiC23_g6217.t2	TREG1_46680.1
OG0001290	FhHiC23_g13023.t1	TREG1_3630.1, TREG1_3630.2, TREG1_3630.3
OG0001291	FhHiC23_g11644.t1	TREG1_6210.1, TREG1_9410.1, TREG1_9570.1
OG0001292	FhHiC23_g11967.t1, FhHiC23_g11968.t1	TREG1_26070.17, TREG1_26070.16, TREG1_26070.19, TREG1_26070.22, TREG1_26070.23, TREG1_26070.18, TREG1_26070.20, TREG1_26070.21, TREG1_26100.1, TREG1_26070.6, TREG1_138140.1, TREG1_26150.1, TREG1_26070.5, TREG1_26130.4, TREG1_26130.5, TREG1_26130.3, TREG1_26090.1, TREG1_138130.1, TREG1_26070.7
OG0001293	FhHiC23_g1441.t1, FhHiC23_g1443.t1	TREG1_73260.3, TREG1_73260.1, TREG1_73260.2, TREG1_73260.4
OG0001294	FhHiC23_g5778.t1, FhHiC23_g5778.t2	TREG1_50680.6, TREG1_50680.5, TREG1_50680.1, TREG1_50680.2, TREG1_50680.4, TREG1_50680.3
OG0001295	FhHiC23_g5328.t1, FhHiC23_g6076.t2, FhHiC23_g5329.t1, FhHiC23_g6076.t3, FhHiC23_g6076.t1	TREG1_54320.4, TREG1_54320.3, TREG1_54320.1, TREG1_54320.2
OG0001296	FhHiC23_g11126.t1	TREG1_10870.1
OG0001297	FhHiC23_g12110.t1	TREG1_14590.1
OG0001298	FhHiC23_g5902.t1	TREG1_51920.1
OG0001299	FhHiC23_g4934.t1	TREG1_47730.1, TREG1_47730.2, TREG1_47730.3
OG0001300	FhHiC23_g12926.t2, FhHiC23_g12926.t1	TREG1_18570.1, TREG1_18570.2
OG0001301	FhHiC23_g1966.t1	TREG1_61640.2, TREG1_61640.3, TREG1_61640.1, TREG1_61640.4
OG0001302	FhHiC23_g12384.t1, FhHiC23_g12384.t2	TREG1_7840.1
OG0001303	FhHiC23_g4775.t1	TREG1_58540.1
OG0001304	FhHiC23_g16647.t1	TREG1_122440.1
OG0001305	FhHiC23_g12504.t2, FhHiC23_g12504.t1	TREG1_12560.1, TREG1_12560.2, TREG1_12560.3
OG0001306	FhHiC23_g8150.t1, FhHiC23_g8150.t2	TREG1_140790.1, TREG1_140790.2, TREG1_140790.5, TREG1_140790.7, TREG1_83670.1, TREG1_140790.3, TREG1_140790.4, TREG1_140790.6, TREG1_140790.8
OG0001307	FhHiC23_g4116.t1	TREG1_111790.1, TREG1_111830.1
OG0001307	FhHiC23_g3573.t2, FhHiC23_g3573.t1	TREG1_111820.1
OG0001308	FhHiC23_g9383.t1	TREG1_143350.1, TREG1_26030.1, TREG1_143350.2, TREG1_145540.1, TREG1_94040.1, TREG1_133760.1, TREG1_26040.1, TREG1_133660.1, TREG1_133700.1, TREG1_133710.1, TREG1_133690.1, TREG1_133680.1, TREG1_133730.1, TREG1_133720.1, TREG1_133670.1, TREG1_133650.1, TREG1_143320.1, TREG1_144160.3, TREG1_144160.1, TREG1_144160.2, TREG1_143330.1, TREG1_143330.2, TREG1_133600.1, TREG1_133590.1, TREG1_143360.1
OG0001309	FhHiC23_g2258.t1	TREG1_97190.1
OG0001310	FhHiC23_g9093.t1, FhHiC23_g9093.t4, FhHiC23_g9093.t2, FhHiC23_g9093.t3	TREG1_60190.1
OG0001311	FhHiC23_g14592.t3, FhHiC23_g14592.t1, FhHiC23_g14592.t2	TREG1_43350.4, TREG1_43350.5, TREG1_43350.1, TREG1_43350.2, TREG1_43350.3
OG0001312	FhHiC23_g5586.t1	TREG1_55180.1
OG0001313	FhHiC23_g14691.t2, FhHiC23_g14691.t1, FhHiC23_g14691.t3	TREG1_40420.1
OG0001314	FhHiC23_g13334.t1, FhHiC23_g13334.t2	TREG1_7520.1
OG0001315	FhHiC23_g5052.t1, FhHiC23_g5051.t1	TREG1_55130.1
OG0001316	FhHiC23_g4079.t1	TREG1_116380.1
OG0001317	FhHiC23_g11466.t1, FhHiC23_g11466.t2	TREG1_24450.1, TREG1_24450.2
OG0001318	FhHiC23_g12572.t1	TREG1_490.1, TREG1_490.2, TREG1_490.3
OG0001319	FhHiC23_g6549.t1	TREG1_43150.1, TREG1_43150.2
OG0001320	FhHiC23_g7006.t1	TREG1_87500.1, TREG1_87500.2
OG0001321	FhHiC23_g15267.t2, FhHiC23_g14927.t1, FhHiC23_g14927.t2, FhHiC23_g15267.t1	TREG1_24400.1
OG0001322	FhHiC23_g229.t1	TREG1_63650.4, TREG1_63650.1, TREG1_63650.3, TREG1_63650.2
OG0001323	FhHiC23_g12796.t1, FhHiC23_g12796.t2	TREG1_13400.3, TREG1_13400.1, TREG1_13400.2
OG0001324	FhHiC23_g4371.t1	TREG1_123330.3, TREG1_123330.1, TREG1_123330.2, TREG1_123330.5, TREG1_123330.4
