Orthogroup	fasciola_hepatica	schistosoma_japonicum
OG0001832	FhHiC23_g3869.t1	EWB00_006761
OG0001833	FhHiC23_g3870.t1	EWB00_006762
OG0001834	FhHiC23_g2986.t2, FhHiC23_g2986.t1	EWB00_011028
OG0001835	FhHiC23_g10935.t1, FhHiC23_g10940.t1, FhHiC23_g10940.t2, FhHiC23_g9474.t1	EWB00_007631
OG0001836	FhHiC23_g12544.t1, FhHiC23_g12544.t2	EWB00_007589.1, EWB00_007589.2, EWB00_007589.3
OG0001837	FhHiC23_g13587.t1, FhHiC23_g13587.t2	EWB00_008945.1, EWB00_008945.2
OG0001838	FhHiC23_g4053.t1, FhHiC23_g4053.t2	EWB00_005045.3, EWB00_005045.1, EWB00_005045.2, EWB00_005045.4, EWB00_005045.5
OG0001839	FhHiC23_g3.t1	EWB00_005382.3, EWB00_005382.4, EWB00_005382.5, EWB00_005382.1, EWB00_005382.2
OG0001840	FhHiC23_g14806.t1	EWB00_003145.2, EWB00_003145.1, EWB00_003145.3, EWB00_003145.4
OG0001841	FhHiC23_g11678.t1	EWB00_003124, EWB00_009787
OG0001842	FhHiC23_g9419.t1	EWB00_000568.1, EWB00_000568.2, EWB00_000568.3
OG0001843	FhHiC23_g14646.t2, FhHiC23_g14646.t1	EWB00_004731.1, EWB00_004731.2
OG0001844	FhHiC23_g13623.t2, FhHiC23_g13623.t1, FhHiC23_g13623.t3	EWB00_006557
OG0001845	FhHiC23_g9489.t1	EWB00_001437
OG0001846	FhHiC23_g9118.t1, FhHiC23_g9117.t1	EWB00_005010.1, EWB00_005010.2
OG0001847	FhHiC23_g12420.t1	EWB00_009082
OG0001848	FhHiC23_g12461.t2, FhHiC23_g12461.t1	EWB00_006326
OG0001849	FhHiC23_g8272.t1	EWB00_009871.2, EWB00_009871.1, EWB00_009871.3, EWB00_009871.4
OG0001850	FhHiC23_g3305.t1	EWB00_004542
OG0001851	FhHiC23_g751.t1, FhHiC23_g751.t2	EWB00_010657.1, EWB00_010657.2
OG0001852	FhHiC23_g5504.t3, FhHiC23_g5504.t1, FhHiC23_g5504.t2	EWB00_009114
OG0001853	FhHiC23_g13040.t1	EWB00_001639.2, EWB00_001639.1, EWB00_001639.3, EWB00_001639.4, EWB00_001639.5, EWB00_001639.6
OG0001854	FhHiC23_g9216.t3, FhHiC23_g9216.t2, FhHiC23_g9216.t1	EWB00_003747
OG0001855	FhHiC23_g3389.t2, FhHiC23_g3389.t1, FhHiC23_g3389.t3, FhHiC23_g3389.t4	EWB00_001590.1, EWB00_001590.2, EWB00_001590.3
OG0001856	FhHiC23_g782.t1, FhHiC23_g782.t2	EWB00_007149.2, EWB00_007149.1
OG0001857	FhHiC23_g2297.t1	EWB00_011005.1, EWB00_011005.2
OG0001858	FhHiC23_g14615.t1, FhHiC23_g14615.t2, FhHiC23_g14615.t3	EWB00_008289.1, EWB00_008289.2
OG0001859	FhHiC23_g11464.t1	EWB00_008660
OG0001860	FhHiC23_g8999.t1, FhHiC23_g8999.t2	EWB00_010601, EWB00_000663.1, EWB00_000663.2
OG0001861	FhHiC23_g3041.t1, FhHiC23_g3041.t2	EWB00_001369.1, EWB00_001369.2
OG0001862	FhHiC23_g12794.t1	EWB00_004860
OG0001863	FhHiC23_g5633.t1	EWB00_009680, EWB00_000659
OG0001864	FhHiC23_g11083.t1, FhHiC23_g508.t1	EWB00_001182.7, EWB00_001182.6, EWB00_001182.5, EWB00_001182.1, EWB00_001182.3, EWB00_001182.2, EWB00_001182.4
OG0001865	FhHiC23_g10630.t1	EWB00_007776.1, EWB00_007776.3, EWB00_007776.2
OG0001866	FhHiC23_g4326.t1, FhHiC23_g4329.t1	EWB00_001683.1, EWB00_001683.2, EWB00_001683.3
OG0001867	FhHiC23_g928.t1	EWB00_007616.1, EWB00_007616.2
OG0001868	FhHiC23_g13588.t1	EWB00_007873.2, EWB00_007873.1
OG0001869	FhHiC23_g15603.t1, FhHiC23_g15603.t2	EWB00_002497, EWB00_002496
OG0001870	FhHiC23_g144.t1	EWB00_005310.1, EWB00_005310.2
OG0001871	FhHiC23_g14150.t2, FhHiC23_g14150.t1, FhHiC23_g14150.t3	EWB00_006383
OG0001872	FhHiC23_g3723.t1, FhHiC23_g3723.t2	EWB00_001508.4, EWB00_001508.3, EWB00_001508.1, EWB00_001508.2
OG0001873	FhHiC23_g5097.t1	EWB00_008148.1, EWB00_008148.2, EWB00_008148.3
OG0001874	FhHiC23_g10115.t1, FhHiC23_g10121.t1	EWB00_001525, EWB00_001528.1, EWB00_001528.2
OG0001875	FhHiC23_g15834.t1, FhHiC23_g15834.t2	EWB00_008995.1, EWB00_008995.2, EWB00_008995.3
OG0001876	FhHiC23_g15377.t1	EWB00_002412.2, EWB00_002412.3, EWB00_002412.1, EWB00_002412.4
OG0001878	FhHiC23_g3016.t1, FhHiC23_g3016.t2	EWB00_005121, EWB00_005120, EWB00_005118, EWB00_011374, EWB00_005119.1, EWB00_005119.2
OG0001879	FhHiC23_g9269.t1, FhHiC23_g9269.t2	EWB00_008037.1, EWB00_008037.6, EWB00_008037.2, EWB00_008037.3, EWB00_008037.4, EWB00_008037.5
OG0001880	FhHiC23_g11364.t1, FhHiC23_g11364.t2	EWB00_010357.1, EWB00_010357.2
OG0001881	FhHiC23_g8316.t2, FhHiC23_g8316.t1	EWB00_011255
OG0001882	FhHiC23_g2292.t1, FhHiC23_g2292.t2	EWB00_010945
OG0001883	FhHiC23_g13249.t1	EWB00_007343
OG0001884	FhHiC23_g16349.t1	EWB00_003270
OG0001885	FhHiC23_g11445.t2, FhHiC23_g11445.t1	EWB00_009963, EWB00_009964, EWB00_004694
OG0001886	FhHiC23_g3216.t1, FhHiC23_g3216.t2, FhHiC23_g3216.t4, FhHiC23_g3216.t3	EWB00_004977.1, EWB00_004977.2
OG0001887	FhHiC23_g7867.t1, FhHiC23_g7867.t2, FhHiC23_g6306.t1	EWB00_005903.1, EWB00_005903.2
OG0001888	FhHiC23_g8407.t1	EWB00_003971
OG0001889	FhHiC23_g4041.t1	EWB00_009141.1, EWB00_009141.2
OG0001890	FhHiC23_g1917.t1, FhHiC23_g1917.t2	EWB00_010808.1, EWB00_010808.2, EWB00_010808.3
OG0001891	FhHiC23_g11651.t1	EWB00_002104
OG0001892	FhHiC23_g3111.t1	EWB00_001252.1, EWB00_001252.2, EWB00_001252.3, EWB00_001252.4
OG0001893	FhHiC23_g5922.t1	EWB00_001721.3, EWB00_001721.2, EWB00_001721.1
OG0001894	FhHiC23_g3703.t1	EWB00_003770
OG0001895	FhHiC23_g4928.t1, FhHiC23_g4928.t2	EWB00_009690, EWB00_009691
OG0001896	FhHiC23_g6158.t1, FhHiC23_g6157.t1	EWB00_004132
OG0001897	FhHiC23_g281.t2, FhHiC23_g281.t1	EWB00_007394.1, EWB00_007394.3, EWB00_007394.2
OG0001898	FhHiC23_g7975.t1	EWB00_005570
OG0001899	FhHiC23_g5660.t1	EWB00_006215
OG0001900	FhHiC23_g471.t1, FhHiC23_g471.t2	EWB00_007260.2, EWB00_007260.1
OG0001901	FhHiC23_g5582.t1	EWB00_005993
OG0001903	FhHiC23_g4117.t1	EWB00_004495.1, EWB00_004495.2, EWB00_004495.3
OG0001904	FhHiC23_g15402.t1	EWB00_002306
OG0001905	FhHiC23_g7776.t1, FhHiC23_g7776.t2, FhHiC23_g7776.t3	EWB00_010033, EWB00_010032
OG0001906	FhHiC23_g6516.t1	EWB00_009148.1, EWB00_009148.2, EWB00_009148.4, EWB00_009148.3
OG0001907	FhHiC23_g12171.t1, FhHiC23_g12171.t3, FhHiC23_g12171.t2	EWB00_008532.1, EWB00_008532.2, EWB00_008532.3
OG0001908	FhHiC23_g6903.t1	EWB00_000904.1, EWB00_000904.2
OG0001909	FhHiC23_g9250.t1	EWB00_005840.4, EWB00_005840.1, EWB00_005840.5, EWB00_005840.2, EWB00_005840.3
OG0001910	FhHiC23_g5169.t2, FhHiC23_g5169.t1	EWB00_004369.1, EWB00_004369.3, EWB00_004369.2
OG0001911	FhHiC23_g1053.t1, FhHiC23_g1053.t2	EWB00_005397.1, EWB00_005397.2, EWB00_005397.3, EWB00_005397.4
OG0001912	FhHiC23_g948.t1	EWB00_007504
OG0001913	FhHiC23_g2989.t2, FhHiC23_g2989.t1	EWB00_004541.1, EWB00_004541.2, EWB00_004541.3, EWB00_004541.4, EWB00_004541.5
OG0001914	FhHiC23_g7090.t1	EWB00_011318.1, EWB00_011318.3, EWB00_011318.2
OG0001915	FhHiC23_g4263.t1	EWB00_007038
OG0001916	FhHiC23_g15279.t2, FhHiC23_g15279.t1, FhHiC23_g15279.t3	EWB00_010789
OG0001917	FhHiC23_g13657.t1	EWB00_008840.1, EWB00_008840.4, EWB00_008840.2, EWB00_008840.3
OG0001918	FhHiC23_g2086.t1	EWB00_000187.2, EWB00_000187.1, EWB00_000187.3
OG0001919	FhHiC23_g7730.t1	EWB00_006232.3, EWB00_006232.1, EWB00_006232.2
OG0001920	FhHiC23_g10973.t1	EWB00_010851.1, EWB00_010851.3, EWB00_010851.2
OG0001921	FhHiC23_g5705.t1	EWB00_004589, EWB00_006142
OG0001922	FhHiC23_g6862.t2, FhHiC23_g6861.t1, FhHiC23_g6862.t1	EWB00_005191.1, EWB00_005191.2
OG0001923	FhHiC23_g10687.t1	EWB00_007771
OG0001924	FhHiC23_g1748.t1	EWB00_000744.1, EWB00_000744.2, EWB00_000744.3
OG0001925	FhHiC23_g15144.t1, FhHiC23_g15144.t2	EWB00_002393.1, EWB00_002393.2, EWB00_002393.3
OG0001926	FhHiC23_g4632.t1	EWB00_002121.1, EWB00_002121.5, EWB00_002121.2, EWB00_002121.3, EWB00_002121.4
OG0001927	FhHiC23_g12737.t1, FhHiC23_g12737.t2	EWB00_003588
OG0001928	FhHiC23_g1934.t1, FhHiC23_g1934.t2, FhHiC23_g1934.t3	EWB00_003675.4, EWB00_003675.1, EWB00_003675.3, EWB00_003675.2
OG0001929	FhHiC23_g2557.t1	EWB00_008348
OG0001931	FhHiC23_g6515.t1	EWB00_009147
OG0001941	FhHiC23_g15993.t1	EWB00_003043
OG0001942	FhHiC23_g9113.t1	EWB00_006953.3, EWB00_006953.7, EWB00_006953.1, EWB00_006953.5, EWB00_006953.6, EWB00_006953.4, EWB00_006953.2
OG0001943	FhHiC23_g15301.t1, FhHiC23_g15300.t2, FhHiC23_g15300.t1	EWB00_001044.1, EWB00_001044.2, EWB00_001044.4, EWB00_001044.3
OG0001944	FhHiC23_g7770.t1, FhHiC23_g7770.t2	EWB00_009759
OG0001945	FhHiC23_g9779.t3, FhHiC23_g9779.t1, FhHiC23_g9779.t2, FhHiC23_g9779.t4	EWB00_009970.1, EWB00_009970.2, EWB00_009970.3
OG0001946	FhHiC23_g4674.t1	EWB00_005989
OG0001947	FhHiC23_g13900.t1	EWB00_003234.3, EWB00_003234.2, EWB00_003234.1
OG0001948	FhHiC23_g16498.t1	EWB00_004875.1, EWB00_004875.2
OG0001950	FhHiC23_g4286.t1	EWB00_010181.1, EWB00_010181.2
OG0001951	FhHiC23_g12300.t2, FhHiC23_g12300.t1	EWB00_010118.1, EWB00_010118.2, EWB00_010118.3
OG0001952	FhHiC23_g1163.t1	EWB00_003633
OG0001953	FhHiC23_g5687.t1	EWB00_003411
OG0001954	FhHiC23_g15182.t1, FhHiC23_g15182.t2	EWB00_002373.1, EWB00_002373.2
OG0001955	FhHiC23_g12312.t1	EWB00_006289.1, EWB00_006289.2
OG0001956	FhHiC23_g3434.t1, FhHiC23_g3440.t1, FhHiC23_g3445.t1, FhHiC23_g3437.t1, FhHiC23_g3386.t1, FhHiC23_g3431.t1	EWB00_011048
OG0001957	FhHiC23_g15060.t1	EWB00_002353.5, EWB00_002353.4, EWB00_002353.6, EWB00_002353.1, EWB00_002353.2, EWB00_002353.3
OG0001958	FhHiC23_g6748.t1	EWB00_000402.1, EWB00_000402.2
OG0001959	FhHiC23_g6463.t1	EWB00_002873.1, EWB00_002873.3, EWB00_002873.4, EWB00_002873.5, EWB00_002873.2, EWB00_007946
OG0001960	FhHiC23_g6308.t1, FhHiC23_g6308.t3, FhHiC23_g6308.t2, FhHiC23_g6308.t4	EWB00_007931.5, EWB00_007931.6, EWB00_007931.1, EWB00_007931.4, EWB00_007931.2, EWB00_007931.3
OG0001961	FhHiC23_g8220.t1	EWB00_008934
OG0001962	FhHiC23_g15780.t1	EWB00_006447.1, EWB00_006447.2
OG0001963	FhHiC23_g6087.t1	EWB00_005116
OG0001964	FhHiC23_g16172.t1	EWB00_004882
OG0001965	FhHiC23_g4213.t1	EWB00_010177
OG0001966	FhHiC23_g12065.t2, FhHiC23_g12065.t3, FhHiC23_g12065.t1	EWB00_007793
OG0001967	FhHiC23_g9377.t1	EWB00_006691.1, EWB00_006691.2
OG0001968	FhHiC23_g5825.t1	EWB00_002588.1, EWB00_002588.2
OG0001969	FhHiC23_g5843.t1	EWB00_006040
OG0001970	FhHiC23_g5749.t2, FhHiC23_g5749.t1, FhHiC23_g5749.t3	EWB00_001304.1, EWB00_001304.2
OG0001971	FhHiC23_g7113.t1	EWB00_011300
OG0001972	FhHiC23_g7358.t2, FhHiC23_g7358.t1	EWB00_003996
OG0001973	FhHiC23_g3868.t1	EWB00_006760.1, EWB00_006760.2
OG0001974	FhHiC23_g2124.t1	EWB00_006902
OG0001975	FhHiC23_g978.t1	EWB00_006471.3, EWB00_006471.1, EWB00_006471.2
OG0001976	FhHiC23_g12611.t1	EWB00_009025
OG0001977	FhHiC23_g15843.t1	EWB00_009453.1, EWB00_009453.2, EWB00_009453.3
OG0001978	FhHiC23_g2582.t2, FhHiC23_g2582.t1	EWB00_008191.1, EWB00_008191.2
OG0001979	FhHiC23_g140.t2, FhHiC23_g139.t1, FhHiC23_g140.t1	EWB00_005320.1, EWB00_005320.2
OG0001980	FhHiC23_g7011.t1, FhHiC23_g7011.t2	EWB00_000544.1, EWB00_000544.2
OG0001981	FhHiC23_g14801.t1	EWB00_003238, EWB00_003235.1, EWB00_003235.2
OG0001982	FhHiC23_g5830.t3, FhHiC23_g5830.t1, FhHiC23_g5830.t2	EWB00_003374.1, EWB00_003374.2
OG0001983	FhHiC23_g3854.t1	EWB00_010176
OG0001984	FhHiC23_g16298.t1, FhHiC23_g16298.t2, FhHiC23_g16298.t3	EWB00_004454.3, EWB00_004454.2, EWB00_004454.1, EWB00_004454.4
OG0001985	FhHiC23_g6071.t2, FhHiC23_g6071.t1	EWB00_006219
OG0001986	FhHiC23_g1384.t1	EWB00_010664.1, EWB00_010664.2, EWB00_010664.3
OG0001987	FhHiC23_g5790.t1	EWB00_009533
OG0001988	FhHiC23_g8588.t1	EWB00_000510
OG0001989	FhHiC23_g12525.t1	EWB00_009481
OG0001990	FhHiC23_g1929.t1	EWB00_007602
OG0001991	FhHiC23_g15023.t1	EWB00_002349
OG0001992	FhHiC23_g1146.t2, FhHiC23_g1144.t1, FhHiC23_g1146.t1, FhHiC23_g1144.t2, FhHiC23_g1153.t1, FhHiC23_g1149.t1, FhHiC23_g1156.t1, FhHiC23_g1148.t1, FhHiC23_g1150.t1, FhHiC23_g1152.t1, FhHiC23_g1151.t1, FhHiC23_g1157.t1	EWB00_010772.1, EWB00_010772.3, EWB00_010772.2
OG0001993	FhHiC23_g2799.t1	EWB00_001364.1, EWB00_001364.2
OG0001994	FhHiC23_g15238.t1, FhHiC23_g15238.t2	EWB00_006425
OG0001995	FhHiC23_g9037.t1	EWB00_008424.1, EWB00_008424.3, EWB00_008424.4, EWB00_008424.2, EWB00_008424.5
OG0001996	FhHiC23_g3781.t1	EWB00_001673
OG0001997	FhHiC23_g13167.t1	EWB00_003079
OG0001998	FhHiC23_g16082.t1, FhHiC23_g16082.t2	EWB00_006708
OG0001999	FhHiC23_g103.t1	EWB00_003613
OG0002000	FhHiC23_g12351.t3, FhHiC23_g12351.t2, FhHiC23_g12351.t4, FhHiC23_g12351.t1	EWB00_003097
OG0002001	FhHiC23_g11927.t2, FhHiC23_g11927.t1	EWB00_004162, EWB00_004161
OG0002002	FhHiC23_g14482.t1	EWB00_004263.3, EWB00_004263.1, EWB00_004263.2
OG0002003	FhHiC23_g349.t1	EWB00_007594.1, EWB00_007594.2
OG0002004	FhHiC23_g2057.t1, FhHiC23_g2056.t1, FhHiC23_g13233.t1	EWB00_000115
OG0002005	FhHiC23_g1005.t1, FhHiC23_g1005.t2	EWB00_008380.1, EWB00_008380.3, EWB00_008380.2, EWB00_008382
OG0002006	FhHiC23_g3038.t1	EWB00_001376.1, EWB00_001376.2
OG0002007	FhHiC23_g8202.t1, FhHiC23_g8201.t1	EWB00_010057, EWB00_010056
OG0002008	FhHiC23_g7314.t1	EWB00_004014.1, EWB00_004014.2, EWB00_004014.3
OG0002009	FhHiC23_g5015.t1, FhHiC23_g5015.t2	EWB00_001730
OG0002010	FhHiC23_g809.t3, FhHiC23_g809.t1, FhHiC23_g809.t2	EWB00_009339
OG0002011	FhHiC23_g2466.t1	EWB00_007159
OG0002012	FhHiC23_g13035.t2, FhHiC23_g13035.t1	EWB00_009465.2, EWB00_009465.1, EWB00_009465.3
OG0002013	FhHiC23_g142.t1	EWB00_005319.1, EWB00_005319.2
OG0002014	FhHiC23_g2929.t1, FhHiC23_g2928.t1, FhHiC23_g14829.t1, FhHiC23_g7267.t1	EWB00_008895.1, EWB00_008895.3, EWB00_008895.2
OG0002015	FhHiC23_g16291.t1, FhHiC23_g3888.t1	EWB00_006940
OG0002016	FhHiC23_g6797.t1, FhHiC23_g6797.t2	EWB00_005905
OG0002017	FhHiC23_g7278.t1	EWB00_010506.1, EWB00_010506.2
OG0002018	FhHiC23_g1594.t1, FhHiC23_g1594.t2, FhHiC23_g1595.t2, FhHiC23_g1595.t1	EWB00_008679
OG0002019	FhHiC23_g1538.t1, FhHiC23_g1538.t2	EWB00_006612
OG0002020	FhHiC23_g7238.t1	EWB00_010448, EWB00_010449
OG0002021	FhHiC23_g1667.t1	EWB00_002771
OG0002022	FhHiC23_g859.t1	EWB00_001592.1, EWB00_001592.5, EWB00_001592.2, EWB00_001592.3, EWB00_001592.4
OG0002023	FhHiC23_g15674.t1, FhHiC23_g15682.t2, FhHiC23_g15682.t1	EWB00_006224.4, EWB00_006224.1, EWB00_006224.2, EWB00_006224.3
OG0002024	FhHiC23_g10216.t1	EWB00_001133.1, EWB00_001133.2, EWB00_001133.3
OG0002025	FhHiC23_g7175.t1	EWB00_005907.1, EWB00_005907.2
OG0002027	FhHiC23_g4265.t1, FhHiC23_g4265.t2, FhHiC23_g4265.t3	EWB00_010185
OG0002028	FhHiC23_g1192.t1, FhHiC23_g1193.t1	EWB00_010621
OG0002029	FhHiC23_g4975.t1	EWB00_005960
OG0002030	FhHiC23_g8282.t1, FhHiC23_g8282.t2	EWB00_009169.3, EWB00_009169.4, EWB00_009169.1, EWB00_009169.2
OG0002031	FhHiC23_g13248.t2, FhHiC23_g9100.t1, FhHiC23_g13248.t1	EWB00_003838.1, EWB00_003838.2
OG0002032	FhHiC23_g9372.t2, FhHiC23_g9372.t1, FhHiC23_g9372.t3	EWB00_005869.2, EWB00_005869.1, EWB00_005869.3, EWB00_005869.4
OG0002033	FhHiC23_g6840.t1	EWB00_011262.1, EWB00_011262.2
OG0002034	FhHiC23_g8189.t2, FhHiC23_g8189.t1	EWB00_006270.1, EWB00_006270.2, EWB00_006270.3
OG0002035	FhHiC23_g11958.t1	EWB00_003695.4, EWB00_003695.3, EWB00_003695.6, EWB00_003695.7, EWB00_003695.5, EWB00_003695.1, EWB00_003695.2
OG0002036	FhHiC23_g15907.t1, FhHiC23_g15907.t2, FhHiC23_g15907.t3	EWB00_007516.3, EWB00_007516.1, EWB00_007516.2
OG0002037	FhHiC23_g1870.t1, FhHiC23_g1870.t2	EWB00_002151.2, EWB00_002151.1, EWB00_002151.3
OG0002038	FhHiC23_g14668.t2, FhHiC23_g14668.t1	EWB00_001564.2, EWB00_001564.3, EWB00_001564.1, EWB00_001564.4
OG0002039	FhHiC23_g548.t1	EWB00_003603
OG0002040	FhHiC23_g12291.t1	EWB00_007877
OG0002041	FhHiC23_g2388.t1	EWB00_007250.1, EWB00_007250.2
OG0002042	FhHiC23_g11787.t1	EWB00_004158
OG0002043	FhHiC23_g7264.t1	EWB00_007122.4, EWB00_007122.9, EWB00_007122.6, EWB00_007122.1, EWB00_007122.2, EWB00_007122.3, EWB00_007122.5, EWB00_007122.8, EWB00_007122.7
OG0002044	FhHiC23_g11127.t1	EWB00_008600.1, EWB00_008600.2, EWB00_008600.4, EWB00_008600.5, EWB00_008600.3
OG0002045	FhHiC23_g4266.t1	EWB00_009520.3, EWB00_009520.6, EWB00_009520.5, EWB00_009520.1, EWB00_009520.2, EWB00_009520.4
OG0002046	FhHiC23_g2833.t1	EWB00_001389
OG0002047	FhHiC23_g4023.t3, FhHiC23_g4023.t1, FhHiC23_g4023.t2, FhHiC23_g4023.t4	EWB00_001334.1, EWB00_001334.2
OG0002048	FhHiC23_g11535.t1	EWB00_003123.1, EWB00_003123.2
OG0002049	FhHiC23_g4356.t1	EWB00_003250
OG0002050	FhHiC23_g1876.t1	EWB00_006497.1, EWB00_006497.2, EWB00_006497.3
OG0002051	FhHiC23_g5368.t3, FhHiC23_g5368.t1, FhHiC23_g5368.t2	EWB00_002114.1, EWB00_002114.2
OG0002052	FhHiC23_g14292.t1, FhHiC23_g14291.t1	EWB00_001807.3, EWB00_001807.1, EWB00_001807.2, EWB00_001807.4
OG0002053	FhHiC23_g2700.t1	EWB00_002011
OG0002054	FhHiC23_g2529.t2, FhHiC23_g2529.t1, FhHiC23_g2529.t3	EWB00_000955.1, EWB00_000955.3, EWB00_000955.2
OG0002055	FhHiC23_g7715.t1, FhHiC23_g7715.t2	EWB00_003464, EWB00_003465
OG0002056	FhHiC23_g16367.t1, FhHiC23_g16367.t2	EWB00_001929
OG0002057	FhHiC23_g1048.t1	EWB00_005362
OG0002059	FhHiC23_g14563.t1	EWB00_000979.1, EWB00_000979.2
OG0002060	FhHiC23_g11718.t1	EWB00_002103.1, EWB00_002103.2, EWB00_002103.3
OG0002061	FhHiC23_g11443.t1, FhHiC23_g11443.t2	EWB00_000100.1, EWB00_000100.2
OG0002062	FhHiC23_g7404.t1, FhHiC23_g7404.t2	EWB00_005788
OG0002063	FhHiC23_g14629.t1	EWB00_000990
OG0002064	FhHiC23_g10669.t1	EWB00_009624.3, EWB00_009624.1, EWB00_009624.2
OG0002065	FhHiC23_g15789.t1	EWB00_011427
OG0002073	FhHiC23_g9392.t1, FhHiC23_g9392.t2	EWB00_001425.1, EWB00_001425.2
OG0002074	FhHiC23_g15435.t1	EWB00_001041
OG0002075	FhHiC23_g13599.t1, FhHiC23_g13599.t2	EWB00_009494.2, EWB00_009494.3, EWB00_009494.1
OG0002076	FhHiC23_g14486.t2, FhHiC23_g14486.t1	EWB00_008759.2, EWB00_008759.1
OG0002077	FhHiC23_g15695.t1	EWB00_002303
OG0002078	FhHiC23_g5428.t1, FhHiC23_g5428.t2	EWB00_007716.1, EWB00_007716.2, EWB00_007716.3
OG0002079	FhHiC23_g5334.t1, FhHiC23_g5334.t2	EWB00_007700.1, EWB00_007700.2
OG0002080	FhHiC23_g86.t1, FhHiC23_g86.t2	EWB00_005317.1, EWB00_005317.2
OG0002081	FhHiC23_g4179.t1	EWB00_008299.1, EWB00_008299.2, EWB00_008299.3
OG0002082	FhHiC23_g476.t1, FhHiC23_g8180.t1, FhHiC23_g8181.t1, FhHiC23_g474.t1	EWB00_003853, EWB00_003854
OG0002083	FhHiC23_g14424.t1	EWB00_001011.1, EWB00_001011.2, EWB00_001011.3, EWB00_001011.5, EWB00_001011.4
OG0002084	FhHiC23_g11013.t1, FhHiC23_g11013.t2	EWB00_000603, EWB00_000602
OG0002085	FhHiC23_g7887.t1	EWB00_011092.1, EWB00_011092.2, EWB00_011092.3
OG0002086	FhHiC23_g14568.t1	EWB00_007657.2, EWB00_007657.1, EWB00_007657.3, EWB00_007657.4
OG0002087	FhHiC23_g5509.t1, FhHiC23_g5509.t2	EWB00_008150.1, EWB00_008150.2
OG0002088	FhHiC23_g5599.t1, FhHiC23_g5599.t2	EWB00_001075
OG0002089	FhHiC23_g647.t1	EWB00_000175.1, EWB00_000175.2
OG0002090	FhHiC23_g1871.t1	EWB00_002150
OG0002091	FhHiC23_g522.t1, FhHiC23_g522.t2	EWB00_006791.2, EWB00_006791.3, EWB00_006791.4, EWB00_006791.1
OG0002092	FhHiC23_g4857.t1	EWB00_006208
OG0002093	FhHiC23_g9290.t1	EWB00_000274.1, EWB00_000274.2
OG0002094	FhHiC23_g12765.t1	EWB00_006338
OG0002095	FhHiC23_g12016.t1, FhHiC23_g12016.t2	EWB00_003125
OG0002096	FhHiC23_g6303.t1	EWB00_001324.1, EWB00_001324.2, EWB00_001324.3
OG0002097	FhHiC23_g12898.t1	EWB00_006301, EWB00_006300
OG0002098	FhHiC23_g8496.t1	EWB00_009882.1, EWB00_009882.2
OG0002099	FhHiC23_g5651.t1, FhHiC23_g5651.t2, FhHiC23_g5651.t3	EWB00_009529
OG0002100	FhHiC23_g4991.t1	EWB00_000095.5, EWB00_000095.1, EWB00_000095.2, EWB00_000095.3, EWB00_000095.4
OG0002101	FhHiC23_g16019.t1, FhHiC23_g16019.t2	EWB00_011387
OG0002102	FhHiC23_g9810.t1, FhHiC23_g9642.t1	EWB00_004225
OG0002103	FhHiC23_g14459.t1	EWB00_006367
OG0002104	FhHiC23_g5000.t2, FhHiC23_g5000.t3, FhHiC23_g5000.t1	EWB00_004136.1, EWB00_004136.2
OG0002105	FhHiC23_g5668.t1	EWB00_003321.2, EWB00_003321.3, EWB00_003321.4, EWB00_003321.5, EWB00_003321.1
OG0002106	FhHiC23_g16408.t1	EWB00_000312.4, EWB00_000312.1, EWB00_000312.2, EWB00_000312.3
OG0002107	FhHiC23_g8357.t2, FhHiC23_g8357.t1	EWB00_006567, EWB00_006568
OG0002108	FhHiC23_g4354.t1	EWB00_003251
OG0002108	FhHiC23_g3755.t1	EWB00_006766.1, EWB00_006766.2
OG0002109	FhHiC23_g14497.t1, FhHiC23_g14497.t2	EWB00_004744
OG0002110	FhHiC23_g2595.t1	EWB00_006092
OG0002111	FhHiC23_g14851.t1, FhHiC23_g14851.t2, FhHiC23_g14851.t3	EWB00_002808
OG0002112	FhHiC23_g7456.t1	EWB00_009581
OG0002113	FhHiC23_g16568.t1	EWB00_008310.1, EWB00_008310.2
OG0002114	FhHiC23_g10380.t1, FhHiC23_g10381.t2, FhHiC23_g10381.t1	EWB00_001140.1, EWB00_001140.2
OG0002115	FhHiC23_g853.t1, FhHiC23_g853.t2	EWB00_011171.1, EWB00_011171.2
OG0002116	FhHiC23_g7126.t1, FhHiC23_g5578.t1	EWB00_005916.1, EWB00_005916.2
OG0002117	FhHiC23_g12890.t1	EWB00_000110
OG0002118	FhHiC23_g640.t1	EWB00_003641
OG0002119	FhHiC23_g3486.t1	EWB00_007309.2, EWB00_007309.1
OG0002120	FhHiC23_g11325.t1, FhHiC23_g11325.t2	EWB00_009243.1, EWB00_009243.2
OG0002121	FhHiC23_g11327.t1, FhHiC23_g11327.t2	EWB00_009242.1, EWB00_009242.2, EWB00_009242.4, EWB00_009242.3
OG0002122	FhHiC23_g6055.t2, FhHiC23_g6055.t1	EWB00_004617
OG0002124	FhHiC23_g15456.t1	EWB00_006423
OG0002125	FhHiC23_g9486.t1	EWB00_006649
OG0002126	FhHiC23_g11756.t1, FhHiC23_g11756.t2, FhHiC23_g11756.t3	EWB00_007318, EWB00_007319
OG0002127	FhHiC23_g8242.t1, FhHiC23_g8242.t2	EWB00_011167.1, EWB00_011167.2, EWB00_011167.3
