Orthogroup	fasciola_hepatica	schistosoma_intercalatum
OG0001658	FhHiC23_g8955.t1, FhHiC23_g2923.t1, FhHiC23_g540.t1, FhHiC23_g10937.t1, FhHiC23_g375.t1, FhHiC23_g6848.t1, FhHiC23_g3581.t1, FhHiC23_g15530.t1, FhHiC23_g1305.t1, FhHiC23_g6753.t1, FhHiC23_g12938.t1, FhHiC23_g2645.t1, FhHiC23_g10373.t1, FhHiC23_g4544.t1, FhHiC23_g10896.t1, FhHiC23_g3093.t1, FhHiC23_g1792.t1, FhHiC23_g11405.t1, FhHiC23_g225.t1, FhHiC23_g4677.t1, FhHiC23_g16379.t1, FhHiC23_g7399.t1, FhHiC23_g4971.t1, FhHiC23_g10366.t1, FhHiC23_g12030.t1, FhHiC23_g10793.t1, FhHiC23_g6274.t1, FhHiC23_g13208.t1, FhHiC23_g7521.t1, FhHiC23_g6687.t1, FhHiC23_g6691.t1, FhHiC23_g6686.t1, FhHiC23_g6690.t1, FhHiC23_g6698.t1, FhHiC23_g6699.t1, FhHiC23_g13381.t1, FhHiC23_g5355.t1, FhHiC23_g4970.t1, FhHiC23_g7947.t1, FhHiC23_g3895.t1	SINT1_58680.1
OG0001659	FhHiC23_g5797.t1, FhHiC23_g5797.t2	SINT1_34980.1
OG0001668	FhHiC23_g5822.t1, FhHiC23_g5823.t1	SINT1_28470.2, SINT1_28470.3, SINT1_28470.1, SINT1_28470.4
OG0001669	FhHiC23_g5819.t1	SINT1_32050.1, SINT1_32050.2, SINT1_32050.4, SINT1_32050.3, SINT1_32050.5
OG0001670	FhHiC23_g4830.t1, FhHiC23_g4828.t1, FhHiC23_g4829.t1	SINT1_36720.1, SINT1_36720.2, SINT1_36720.3
OG0001671	FhHiC23_g5337.t1	SINT1_30360.2, SINT1_30360.1
OG0001672	FhHiC23_g5891.t1	SINT1_29540.3, SINT1_29540.1, SINT1_29540.2, SINT1_29540.4, SINT1_29540.5, SINT1_29540.6
OG0001673	FhHiC23_g7888.t1	SINT1_60960.1, SINT1_60960.2, SINT1_60960.3
OG0001676	FhHiC23_g11961.t1	SINT1_11030.1
OG0001677	FhHiC23_g16079.t1	SINT1_87180.3, SINT1_87180.5, SINT1_87180.2, SINT1_87180.4, SINT1_87180.1
OG0001678	FhHiC23_g8325.t1	SINT1_57560.3, SINT1_57560.1, SINT1_57560.2
OG0001679	FhHiC23_g15323.t2, FhHiC23_g15323.t1	SINT1_19940.1
OG0001680	FhHiC23_g6301.t2, FhHiC23_g6301.t1	SINT1_28520.1
OG0001681	FhHiC23_g15100.t1	SINT1_19150.1
OG0001682	FhHiC23_g15653.t1, FhHiC23_g15653.t2	SINT1_17180.1, SINT1_17180.2, SINT1_17180.3
OG0001683	FhHiC23_g10464.t1	SINT1_25440.1
OG0001684	FhHiC23_g5612.t1, FhHiC23_g5596.t1	SINT1_29470.1, SINT1_29470.2, SINT1_29470.3, SINT1_29470.4, SINT1_29470.5
OG0001685	FhHiC23_g15189.t1	SINT1_15440.1, SINT1_15420.1
OG0001686	FhHiC23_g4068.t1	SINT1_81000.1, SINT1_81000.2, SINT1_81000.3
OG0001687	FhHiC23_g3014.t1	SINT1_55510.1
OG0001688	FhHiC23_g15635.t1	SINT1_22360.1
OG0001689	FhHiC23_g15583.t1	SINT1_21370.1, SINT1_21870.1, SINT1_21590.1
OG0001690	FhHiC23_g6129.t1	SINT1_33960.1
OG0001691	FhHiC23_g12050.t1, FhHiC23_g12049.t1, FhHiC23_g12049.t2, FhHiC23_g12051.t1	SINT1_13250.1
OG0001692	FhHiC23_g2882.t1, FhHiC23_g2882.t2	SINT1_75010.1, SINT1_75010.2
OG0001693	FhHiC23_g4031.t1	SINT1_81140.1, SINT1_81140.2, SINT1_81140.3, SINT1_81140.4
OG0001694	FhHiC23_g4030.t1, FhHiC23_g4030.t2, FhHiC23_g4030.t3	SINT1_81170.1, SINT1_81170.2
OG0001695	FhHiC23_g4776.t1	SINT1_31880.1
OG0001696	FhHiC23_g14290.t2, FhHiC23_g14290.t1	SINT1_43000.1
OG0001697	FhHiC23_g9231.t1	SINT1_92700.1
OG0001698	FhHiC23_g684.t1	SINT1_77030.1, SINT1_77030.2, SINT1_77030.3, SINT1_77030.4, SINT1_77030.5
OG0001699	FhHiC23_g7848.t1	SINT1_61380.1
OG0001700	FhHiC23_g15052.t1	SINT1_15310.1
OG0001701	FhHiC23_g3917.t1	SINT1_82870.1, SINT1_82860.1
OG0001702	FhHiC23_g14701.t1	SINT1_44840.1, SINT1_44840.3, SINT1_44840.2
OG0001703	FhHiC23_g5981.t1	SINT1_35620.1, SINT1_35620.2
OG0001704	FhHiC23_g15526.t1	SINT1_15500.1, SINT1_15500.2
OG0001705	FhHiC23_g9583.t1	SINT1_24830.1, SINT1_24830.2, SINT1_24810.1
OG0001706	FhHiC23_g5541.t1, FhHiC23_g5541.t2	SINT1_32010.1
OG0001707	FhHiC23_g8571.t1	SINT1_64620.1, SINT1_64620.2, SINT1_64620.3
OG0001708	FhHiC23_g9788.t1	SINT1_92860.1, SINT1_92860.2
OG0001709	FhHiC23_g15841.t1, FhHiC23_g6290.t1	SINT1_29720.3, SINT1_29720.1, SINT1_29720.6, SINT1_29720.8, SINT1_29720.7, SINT1_29720.2, SINT1_29720.4, SINT1_29720.5
OG0001710	FhHiC23_g16103.t1, FhHiC23_g16103.t2	SINT1_84620.1
OG0001711	FhHiC23_g9210.t3, FhHiC23_g9210.t2, FhHiC23_g9210.t4, FhHiC23_g9210.t1	SINT1_91850.1, SINT1_91850.2
OG0001712	FhHiC23_g14602.t1	SINT1_41610.1, SINT1_41610.2
OG0001713	FhHiC23_g8279.t1	SINT1_58020.1
OG0001714	FhHiC23_g8280.t3, FhHiC23_g8280.t1, FhHiC23_g8280.t2	SINT1_58030.1, SINT1_58030.2
OG0001715	FhHiC23_g10492.t2, FhHiC23_g10492.t1	SINT1_23730.1, SINT1_23730.2
OG0001716	FhHiC23_g3408.t2, FhHiC23_g3408.t1	SINT1_68880.1
OG0001717	FhHiC23_g6203.t1, FhHiC23_g6203.t2	SINT1_28910.3, SINT1_28910.1, SINT1_28910.2
OG0001718	FhHiC23_g15022.t1	SINT1_15180.2, SINT1_15180.1
OG0001719	FhHiC23_g14692.t1	SINT1_43590.1
OG0001720	FhHiC23_g13752.t1, FhHiC23_g13755.t1, FhHiC23_g11919.t1	SINT1_11850.1, SINT1_11850.2
OG0001721	FhHiC23_g14874.t1	SINT1_56450.1, SINT1_56470.1
OG0001722	FhHiC23_g10678.t3, FhHiC23_g10678.t1, FhHiC23_g10678.t2	SINT1_11260.1
OG0001723	FhHiC23_g13671.t1, FhHiC23_g13671.t2	SINT1_11080.4, SINT1_11080.7, SINT1_11080.6, SINT1_11080.3, SINT1_11080.1, SINT1_11080.2, SINT1_11080.5
OG0001724	FhHiC23_g2339.t1, FhHiC23_g13838.t1	SINT1_71670.1
OG0001725	FhHiC23_g1556.t2, FhHiC23_g1556.t1	SINT1_70160.1, SINT1_70160.2
OG0001726	FhHiC23_g6478.t1	SINT1_35790.1
OG0001726	FhHiC23_g3490.t1	SINT1_80240.1
OG0001727	FhHiC23_g16650.t1, FhHiC23_g16651.t1	SINT1_87340.1, SINT1_87330.1
OG0001728	FhHiC23_g8064.t1	SINT1_63890.1, SINT1_63890.2
OG0001729	FhHiC23_g13336.t1	SINT1_10890.2, SINT1_10890.3, SINT1_10890.1
OG0001730	FhHiC23_g11641.t1	SINT1_18220.2, SINT1_18220.1
OG0001731	FhHiC23_g5226.t1, FhHiC23_g5226.t2	SINT1_30890.2, SINT1_30890.4, SINT1_30890.1, SINT1_30890.3
OG0001732	FhHiC23_g3310.t1, FhHiC23_g3310.t2	SINT1_48320.4, SINT1_48320.1, SINT1_48320.3, SINT1_48320.2
OG0001733	FhHiC23_g8520.t1	SINT1_59550.1, SINT1_59550.3, SINT1_59550.2
OG0001734	FhHiC23_g16299.t3, FhHiC23_g16299.t1, FhHiC23_g16299.t2	SINT1_90810.1, SINT1_90810.2
OG0001735	FhHiC23_g10504.t3, FhHiC23_g10504.t1, FhHiC23_g10504.t2	SINT1_26420.1, SINT1_26420.2
OG0001736	FhHiC23_g15257.t1, FhHiC23_g15256.t1	SINT1_17130.2, SINT1_17130.1
OG0001737	FhHiC23_g16278.t1	SINT1_90270.1
OG0001738	FhHiC23_g14642.t1	SINT1_41640.2, SINT1_41640.4, SINT1_41640.6, SINT1_41640.1, SINT1_41640.3, SINT1_41640.5
OG0001739	FhHiC23_g5514.t1	SINT1_41190.1
OG0001740	FhHiC23_g845.t1, FhHiC23_g845.t2, FhHiC23_g845.t3	SINT1_54740.2, SINT1_54740.1, SINT1_54740.3, SINT1_54740.4, SINT1_54740.5, SINT1_54740.6, SINT1_54740.7
OG0001741	FhHiC23_g12472.t1	SINT1_4520.1
OG0001742	FhHiC23_g7.t1	SINT1_54240.2, SINT1_54240.1
OG0001743	FhHiC23_g15860.t1	SINT1_89050.1, SINT1_89050.2, SINT1_89050.3
OG0001744	FhHiC23_g8278.t1	SINT1_67820.1, SINT1_67820.2
OG0001745	FhHiC23_g5028.t1	SINT1_28850.2, SINT1_28850.1, SINT1_28850.3
OG0001746	FhHiC23_g3504.t1, FhHiC23_g3504.t2	SINT1_81230.1
OG0001747	FhHiC23_g13144.t1, FhHiC23_g13144.t2, FhHiC23_g13144.t3	SINT1_5990.1
OG0001748	FhHiC23_g7931.t1, FhHiC23_g7931.t2	SINT1_58330.1, SINT1_58330.2, SINT1_58330.3
OG0001749	FhHiC23_g9726.t1	SINT1_26520.1, SINT1_26520.2
OG0001750	FhHiC23_g13786.t1	SINT1_4090.1
OG0001751	FhHiC23_g9806.t1	SINT1_26640.1, SINT1_26640.2, SINT1_26640.3, SINT1_26640.4
OG0001752	FhHiC23_g11339.t2, FhHiC23_g11339.t1	SINT1_10400.3, SINT1_10400.2, SINT1_10400.4, SINT1_10400.1
OG0001753	FhHiC23_g11439.t1	SINT1_11520.5, SINT1_11520.6, SINT1_11520.1, SINT1_11520.2, SINT1_11520.3, SINT1_11520.4
OG0001754	FhHiC23_g6774.t1, FhHiC23_g6775.t1	SINT1_59330.1, SINT1_59330.2, SINT1_59330.3, SINT1_59330.5, SINT1_59330.4
OG0001755	FhHiC23_g12622.t1	SINT1_4000.1, SINT1_4000.2
OG0001756	FhHiC23_g2005.t1	SINT1_50110.1
OG0001757	FhHiC23_g561.t1, FhHiC23_g561.t2	SINT1_48660.1
OG0001758	FhHiC23_g3972.t1	SINT1_83960.1, SINT1_83960.3, SINT1_83960.5, SINT1_83960.6, SINT1_83960.2, SINT1_83960.4
OG0001759	FhHiC23_g8422.t1, FhHiC23_g8417.t1, FhHiC23_g8418.t1	SINT1_67310.1, SINT1_95230.1
OG0001760	FhHiC23_g7411.t1, FhHiC23_g7411.t2, FhHiC23_g7411.t3	SINT1_66960.6, SINT1_66960.5, SINT1_66960.1, SINT1_66960.3, SINT1_66960.2, SINT1_66960.4
OG0001761	FhHiC23_g3989.t1	SINT1_70740.1
OG0001762	FhHiC23_g9226.t1, FhHiC23_g9226.t2	SINT1_94700.1, SINT1_95830.1, SINT1_95740.1
OG0001763	FhHiC23_g5129.t1, FhHiC23_g5129.t2	SINT1_31120.1
OG0001764	FhHiC23_g12537.t1, FhHiC23_g12537.t2	SINT1_16150.2, SINT1_16150.1
OG0001765	FhHiC23_g7547.t1	SINT1_67400.3, SINT1_67400.1, SINT1_67400.4, SINT1_67400.2
OG0001766	FhHiC23_g6518.t1, FhHiC23_g6518.t2	SINT1_34530.4, SINT1_34530.1, SINT1_34530.2, SINT1_34530.3
OG0001767	FhHiC23_g12975.t1	SINT1_3910.1, SINT1_3930.1
OG0001768	FhHiC23_g16502.t1	SINT1_84600.1, SINT1_84600.2
OG0001769	FhHiC23_g13728.t1	SINT1_2510.1, SINT1_2510.2, SINT1_2510.3
OG0001770	FhHiC23_g6137.t1	SINT1_33660.1, SINT1_33660.2, SINT1_33660.3
OG0001771	FhHiC23_g526.t1	SINT1_52730.3, SINT1_52730.1, SINT1_52730.2
OG0001772	FhHiC23_g15921.t1	SINT1_88660.2, SINT1_88660.1
OG0001773	FhHiC23_g4114.t1, FhHiC23_g4115.t1, FhHiC23_g8093.t1	SINT1_63180.4, SINT1_63180.1, SINT1_63180.5, SINT1_63180.3, SINT1_63180.2
OG0001774	FhHiC23_g10661.t1, FhHiC23_g10661.t2	SINT1_6950.4, SINT1_6950.3, SINT1_6950.1, SINT1_6950.2
OG0001775	FhHiC23_g10918.t1, FhHiC23_g10918.t2	SINT1_18200.1, SINT1_18200.2, SINT1_18200.3
OG0001776	FhHiC23_g9961.t1, FhHiC23_g9962.t1, FhHiC23_g9962.t2	SINT1_93440.1
OG0001777	FhHiC23_g13573.t1	SINT1_5330.1, SINT1_5330.2
OG0001778	FhHiC23_g16036.t1	SINT1_88180.1, SINT1_88180.2
OG0001779	FhHiC23_g10367.t1	SINT1_23760.7, SINT1_23760.3, SINT1_23760.5, SINT1_23760.1, SINT1_23760.2, SINT1_23760.4, SINT1_23760.6
OG0001780	FhHiC23_g4894.t1, FhHiC23_g4894.t2	SINT1_28430.1
OG0001781	FhHiC23_g9502.t1	SINT1_93690.1, SINT1_93690.2, SINT1_93690.5, SINT1_93690.6, SINT1_93690.3, SINT1_93690.4
OG0001782	FhHiC23_g8224.t1	SINT1_65970.1
OG0001783	FhHiC23_g4720.t1	SINT1_30770.1, SINT1_30770.2, SINT1_30770.3, SINT1_30770.4
OG0001784	FhHiC23_g13869.t1, FhHiC23_g13869.t2	SINT1_42300.4, SINT1_42300.1, SINT1_42300.2, SINT1_42300.3
OG0001785	FhHiC23_g10222.t1	SINT1_22940.1, SINT1_22940.2
OG0001786	FhHiC23_g7166.t1	SINT1_63520.1
OG0001787	FhHiC23_g10310.t2, FhHiC23_g10310.t3, FhHiC23_g10310.t4, FhHiC23_g10310.t5, FhHiC23_g10310.t1	SINT1_22970.7, SINT1_22970.1, SINT1_22970.2, SINT1_22970.3, SINT1_22970.4, SINT1_22970.5, SINT1_22970.6
OG0001788	FhHiC23_g3146.t1	SINT1_75880.1, SINT1_75880.2
OG0001789	FhHiC23_g14999.t1, FhHiC23_g14999.t2, FhHiC23_g14999.t3	SINT1_22530.1
OG0001790	FhHiC23_g5199.t1	SINT1_40320.1, SINT1_40320.2
OG0001791	FhHiC23_g16841.t1	SINT1_90590.1
OG0001792	FhHiC23_g3424.t1	SINT1_77290.1, SINT1_77290.6, SINT1_77290.2, SINT1_77290.4, SINT1_77290.3, SINT1_77290.5
OG0001800	FhHiC23_g1449.t1	SINT1_55790.1, SINT1_55790.5, SINT1_55790.4, SINT1_55790.3, SINT1_55790.2
OG0001801	FhHiC23_g13597.t1, FhHiC23_g13597.t2, FhHiC23_g13597.t3	SINT1_14420.1, SINT1_14420.2, SINT1_14420.3
OG0001802	FhHiC23_g14409.t1	SINT1_36580.2, SINT1_36580.1, SINT1_36580.4, SINT1_36580.3
OG0001803	FhHiC23_g6396.t1, FhHiC23_g6396.t2, FhHiC23_g6396.t3	SINT1_40540.1
OG0001804	FhHiC23_g6171.t1, FhHiC23_g6171.t2	SINT1_32950.1
OG0001805	FhHiC23_g14611.t1	SINT1_43900.4, SINT1_43900.2, SINT1_43900.1, SINT1_43900.3
OG0001806	FhHiC23_g10334.t3, FhHiC23_g10334.t2, FhHiC23_g10334.t1, FhHiC23_g10334.t4, FhHiC23_g10334.t5	SINT1_94480.1, SINT1_94500.1
OG0001807	FhHiC23_g11479.t1	SINT1_14430.3, SINT1_14430.1, SINT1_14430.2
OG0001808	FhHiC23_g15101.t1	SINT1_19290.4, SINT1_19290.1, SINT1_19290.2, SINT1_19290.3, SINT1_19290.5
OG0001809	FhHiC23_g6248.t1	SINT1_33190.1, SINT1_33190.2
OG0001810	FhHiC23_g9038.t1, FhHiC23_g9038.t2	SINT1_92510.1, SINT1_92510.2, SINT1_92510.5, SINT1_92510.3, SINT1_92510.4, SINT1_92510.6
OG0001811	FhHiC23_g8341.t1, FhHiC23_g8341.t2	SINT1_68280.1
OG0001811	FhHiC23_g13177.t1, FhHiC23_g13179.t1, FhHiC23_g13540.t1	SINT1_8870.1
OG0001812	FhHiC23_g1664.t1	SINT1_73860.1, SINT1_73860.2
OG0001813	FhHiC23_g12138.t1, FhHiC23_g12138.t2	SINT1_11750.1, SINT1_11750.2, SINT1_11740.1
OG0001814	FhHiC23_g2338.t1, FhHiC23_g13839.t1	SINT1_73580.1, SINT1_73580.2
OG0001816	FhHiC23_g1325.t1	SINT1_47170.1
OG0001817	FhHiC23_g7576.t1, FhHiC23_g7576.t2, FhHiC23_g7576.t3	SINT1_39010.1
OG0001818	FhHiC23_g75.t1	SINT1_49420.1, SINT1_49420.2
OG0001819	FhHiC23_g15322.t1	SINT1_19930.1, SINT1_19930.2
OG0001820	FhHiC23_g8623.t1, FhHiC23_g8622.t1	SINT1_60530.1, SINT1_60530.2
OG0001821	FhHiC23_g4567.t1	SINT1_79400.1
OG0001821	FhHiC23_g8381.t1	SINT1_57140.1
OG0001822	FhHiC23_g9179.t1	SINT1_92070.1
OG0001823	FhHiC23_g7721.t1, FhHiC23_g15328.t2, FhHiC23_g15328.t1	SINT1_21220.1, SINT1_21220.2
OG0001824	FhHiC23_g15190.t1, FhHiC23_g15190.t2	SINT1_15410.1
OG0001825	FhHiC23_g1408.t1, FhHiC23_g1408.t4, FhHiC23_g1408.t3, FhHiC23_g1408.t2	SINT1_51210.1
OG0001826	FhHiC23_g12925.t1	SINT1_5210.1, SINT1_5210.2
OG0001827	FhHiC23_g11784.t1, FhHiC23_g9264.t1, FhHiC23_g3302.t1	SINT1_76660.1, SINT1_76670.1
OG0001828	FhHiC23_g1210.t2, FhHiC23_g1210.t1, FhHiC23_g1210.t3	SINT1_52840.2, SINT1_52840.1
OG0001829	FhHiC23_g9818.t1	SINT1_27940.1
OG0001829	FhHiC23_g9571.t1	SINT1_26940.1
OG0001830	FhHiC23_g6996.t1	SINT1_57480.1, SINT1_57480.2, SINT1_57480.3, SINT1_57480.4, SINT1_57480.5
OG0001831	FhHiC23_g7437.t3, FhHiC23_g7437.t1, FhHiC23_g7437.t2	SINT1_65370.1
OG0001832	FhHiC23_g3869.t1	SINT1_95490.1, SINT1_95510.1, SINT1_57900.3, SINT1_57900.1, SINT1_57900.2, SINT1_95500.1, SINT1_57850.1, SINT1_57860.1
OG0001833	FhHiC23_g3870.t1	SINT1_95520.1, SINT1_57840.3, SINT1_57840.1, SINT1_57840.2, SINT1_96510.1, SINT1_96500.1
OG0001834	FhHiC23_g2986.t2, FhHiC23_g2986.t1	SINT1_73360.3, SINT1_73360.2, SINT1_73360.4, SINT1_73360.1
OG0001835	FhHiC23_g10935.t1, FhHiC23_g10940.t1, FhHiC23_g10940.t2, FhHiC23_g9474.t1	SINT1_16820.1, SINT1_16820.2
OG0001837	FhHiC23_g13587.t1, FhHiC23_g13587.t2	SINT1_80590.1
OG0001838	FhHiC23_g4053.t1, FhHiC23_g4053.t2	SINT1_26670.1, SINT1_26670.3, SINT1_26670.4, SINT1_26670.2
OG0001839	FhHiC23_g3.t1	SINT1_53460.2, SINT1_53460.1
OG0001841	FhHiC23_g11678.t1	SINT1_16420.3, SINT1_16420.1, SINT1_16420.2, SINT1_16420.4
OG0001842	FhHiC23_g9419.t1	SINT1_93000.1, SINT1_93000.2
OG0001843	FhHiC23_g14646.t2, FhHiC23_g14646.t1	SINT1_41650.1, SINT1_41650.2, SINT1_41650.3
OG0001844	FhHiC23_g13623.t2, FhHiC23_g13623.t1, FhHiC23_g13623.t3	SINT1_9470.1
OG0001845	FhHiC23_g9489.t1	SINT1_93350.1, SINT1_93350.2, SINT1_93350.3, SINT1_93350.4, SINT1_93350.5
OG0001846	FhHiC23_g9118.t1, FhHiC23_g9117.t1	SINT1_27020.1, SINT1_27020.2
OG0001847	FhHiC23_g12420.t1	SINT1_4720.1, SINT1_4720.2, SINT1_4720.3
OG0001848	FhHiC23_g12461.t2, FhHiC23_g12461.t1	SINT1_5610.1
OG0001849	FhHiC23_g8272.t1	SINT1_64200.1
OG0001850	FhHiC23_g3305.t1	SINT1_72400.2, SINT1_72400.4, SINT1_72400.5, SINT1_72400.1, SINT1_72400.3, SINT1_72400.6
OG0001851	FhHiC23_g751.t1, FhHiC23_g751.t2	SINT1_52850.1, SINT1_52850.2
OG0001852	FhHiC23_g5504.t3, FhHiC23_g5504.t1, FhHiC23_g5504.t2	SINT1_29490.1
OG0001853	FhHiC23_g13040.t1	SINT1_3580.1, SINT1_3420.1
OG0001854	FhHiC23_g9216.t3, FhHiC23_g9216.t2, FhHiC23_g9216.t1	SINT1_95190.1, SINT1_94750.1, SINT1_96740.1, SINT1_94760.1, SINT1_94760.2
OG0001855	FhHiC23_g3389.t2, FhHiC23_g3389.t1, FhHiC23_g3389.t3, FhHiC23_g3389.t4	SINT1_70710.1
OG0001856	FhHiC23_g782.t1, FhHiC23_g782.t2	SINT1_74520.1, SINT1_74520.2
OG0001857	FhHiC23_g2297.t1	SINT1_75370.1, SINT1_75370.2
OG0001858	FhHiC23_g14615.t1, FhHiC23_g14615.t2, FhHiC23_g14615.t3	SINT1_44870.2, SINT1_44870.1
OG0001859	FhHiC23_g11464.t1	SINT1_8640.1, SINT1_8640.2, SINT1_8640.4, SINT1_8640.3
OG0001860	FhHiC23_g8999.t1, FhHiC23_g8999.t2	SINT1_27180.1
OG0001861	FhHiC23_g3041.t1, FhHiC23_g3041.t2	SINT1_74010.1, SINT1_74010.3, SINT1_74010.2
OG0001862	FhHiC23_g12794.t1	SINT1_4360.1
OG0001863	FhHiC23_g5633.t1	SINT1_27850.1, SINT1_27150.1
OG0001864	FhHiC23_g11083.t1, FhHiC23_g508.t1	SINT1_74190.1
OG0001865	FhHiC23_g10630.t1	SINT1_7060.3, SINT1_7060.1, SINT1_7060.2
OG0001866	FhHiC23_g4326.t1, FhHiC23_g4329.t1	SINT1_87980.1, SINT1_87980.2
OG0001867	FhHiC23_g928.t1	SINT1_49460.2, SINT1_49460.1, SINT1_49460.4, SINT1_49460.3
OG0001868	FhHiC23_g13588.t1	SINT1_2570.2, SINT1_2570.3, SINT1_2570.1
OG0001869	FhHiC23_g15603.t1, FhHiC23_g15603.t2	SINT1_20610.1
OG0001870	FhHiC23_g144.t1	SINT1_51060.1
OG0001871	FhHiC23_g14150.t2, FhHiC23_g14150.t1, FhHiC23_g14150.t3	SINT1_42950.1
OG0001872	FhHiC23_g3723.t1, FhHiC23_g3723.t2	SINT1_80890.1, SINT1_80890.7, SINT1_80890.10, SINT1_80890.4, SINT1_80890.8, SINT1_80890.5, SINT1_80890.6, SINT1_80890.9, SINT1_80890.2, SINT1_80890.3, SINT1_80890.11, SINT1_80890.12
OG0001873	FhHiC23_g5097.t1	SINT1_33610.3, SINT1_33610.4, SINT1_33620.1, SINT1_33620.4, SINT1_33610.1, SINT1_33610.2, SINT1_33620.2, SINT1_33620.3
OG0001874	FhHiC23_g10115.t1, FhHiC23_g10121.t1	SINT1_23250.1
OG0001875	FhHiC23_g15834.t1, FhHiC23_g15834.t2	SINT1_86530.1
OG0001876	FhHiC23_g15377.t1	SINT1_22070.1
OG0001877	FhHiC23_g11175.t1, FhHiC23_g10759.t1, FhHiC23_g10759.t2, FhHiC23_g10759.t3	SINT1_17590.1, SINT1_17600.1, SINT1_17600.2
OG0001878	FhHiC23_g3016.t1, FhHiC23_g3016.t2	SINT1_96260.1, SINT1_56390.2, SINT1_56390.1
OG0001879	FhHiC23_g9269.t1, FhHiC23_g9269.t2	SINT1_26510.1, SINT1_26510.2, SINT1_26510.3
OG0001880	FhHiC23_g11364.t1, FhHiC23_g11364.t2	SINT1_19680.1, SINT1_19680.3, SINT1_19680.2
OG0001881	FhHiC23_g8316.t2, FhHiC23_g8316.t1	SINT1_58700.5, SINT1_58700.1, SINT1_58700.3, SINT1_58700.4, SINT1_58700.2
OG0001882	FhHiC23_g2292.t1, FhHiC23_g2292.t2	SINT1_73280.1
OG0001883	FhHiC23_g13249.t1	SINT1_3300.1, SINT1_3300.4, SINT1_3300.2, SINT1_3300.3
OG0001884	FhHiC23_g16349.t1	SINT1_86520.1
OG0001885	FhHiC23_g11445.t2, FhHiC23_g11445.t1	SINT1_13300.1, SINT1_13300.2, SINT1_13300.3
OG0001886	FhHiC23_g3216.t1, FhHiC23_g3216.t2, FhHiC23_g3216.t4, FhHiC23_g3216.t3	SINT1_71760.3, SINT1_71760.1, SINT1_71760.2, SINT1_71760.4
OG0001887	FhHiC23_g7867.t1, FhHiC23_g7867.t2, FhHiC23_g6306.t1	SINT1_62350.2, SINT1_62350.1, SINT1_62350.3
OG0001888	FhHiC23_g8407.t1	SINT1_66160.1, SINT1_66160.2
OG0001889	FhHiC23_g4041.t1	SINT1_83070.1, SINT1_83070.2, SINT1_83070.3
OG0001890	FhHiC23_g1917.t1, FhHiC23_g1917.t2	SINT1_47620.1
OG0001891	FhHiC23_g11651.t1	SINT1_90080.1, SINT1_90080.2, SINT1_90730.1, SINT1_90730.2, SINT1_90730.4, SINT1_90730.3
OG0001892	FhHiC23_g3111.t1	SINT1_77540.1, SINT1_77540.2
OG0001893	FhHiC23_g5922.t1	SINT1_33790.1
OG0001894	FhHiC23_g3703.t1	SINT1_80700.1, SINT1_80700.4, SINT1_80700.2, SINT1_80700.3
OG0001895	FhHiC23_g4928.t1, FhHiC23_g4928.t2	SINT1_44430.1, SINT1_44430.4, SINT1_44430.2, SINT1_44430.3
OG0001896	FhHiC23_g6158.t1, FhHiC23_g6157.t1	SINT1_30930.1
OG0001897	FhHiC23_g281.t2, FhHiC23_g281.t1	SINT1_76980.1, SINT1_76980.2
OG0001898	FhHiC23_g7975.t1	SINT1_57680.3, SINT1_57680.1, SINT1_57680.2
OG0001899	FhHiC23_g5660.t1	SINT1_95390.1, SINT1_95400.1, SINT1_39000.1
OG0001900	FhHiC23_g471.t1, FhHiC23_g471.t2	SINT1_73620.1, SINT1_73620.2
OG0001901	FhHiC23_g5582.t1	SINT1_30300.3, SINT1_30300.1, SINT1_30300.2
OG0001902	FhHiC23_g5658.t2, FhHiC23_g5658.t1, FhHiC23_g5658.t4, FhHiC23_g5658.t3	SINT1_95370.1, SINT1_38990.1
OG0001903	FhHiC23_g4117.t1	SINT1_83310.1, SINT1_83260.1
OG0001904	FhHiC23_g15402.t1	SINT1_13840.1, SINT1_13840.2, SINT1_13840.4, SINT1_13840.3
OG0001905	FhHiC23_g7776.t1, FhHiC23_g7776.t2, FhHiC23_g7776.t3	SINT1_58270.1
OG0001906	FhHiC23_g6516.t1	SINT1_29450.1, SINT1_29450.2, SINT1_29450.3, SINT1_29450.4
OG0001907	FhHiC23_g12171.t1, FhHiC23_g12171.t3, FhHiC23_g12171.t2	SINT1_6880.1
OG0001908	FhHiC23_g6903.t1	SINT1_64540.1, SINT1_64530.1
OG0001909	FhHiC23_g9250.t1	SINT1_93680.1, SINT1_93680.2, SINT1_93680.3, SINT1_93680.4
OG0001910	FhHiC23_g5169.t2, FhHiC23_g5169.t1	SINT1_38530.2, SINT1_38530.3, SINT1_38530.4, SINT1_38530.1
OG0001911	FhHiC23_g1053.t1, FhHiC23_g1053.t2	SINT1_53350.1, SINT1_53350.2
OG0001912	FhHiC23_g948.t1	SINT1_78800.1
OG0001913	FhHiC23_g2989.t2, FhHiC23_g2989.t1	SINT1_72390.1, SINT1_72390.2
OG0001914	FhHiC23_g7090.t1	SINT1_60460.1
OG0001915	FhHiC23_g4263.t1	SINT1_81740.2, SINT1_81740.3, SINT1_81740.4, SINT1_81740.5, SINT1_81740.1
OG0001916	FhHiC23_g15279.t2, FhHiC23_g15279.t1, FhHiC23_g15279.t3	SINT1_21710.1, SINT1_21710.2
