Orthogroup	opisthorchis_viverrini	fasciola_hepatica
OG0001483	T265_01266	FhHiC23_g2272.t1, FhHiC23_g2272.t2
OG0001484	T265_10296	FhHiC23_g10011.t1
OG0001485	T265_10549	FhHiC23_g5003.t1, FhHiC23_g5003.t2, FhHiC23_g5003.t3
OG0001486	T265_02851	FhHiC23_g844.t1
OG0001487	T265_09627, T265_15615	FhHiC23_g10195.t1
OG0001488	T265_04399, T265_08966	FhHiC23_g10417.t2, FhHiC23_g10417.t1, FhHiC23_g9032.t1
OG0001489	T265_05991	FhHiC23_g8019.t1, FhHiC23_g8992.t1, FhHiC23_g8992.t2
OG0001490	T265_13139	FhHiC23_g5059.t1, FhHiC23_g5059.t2
OG0001491	T265_07832	FhHiC23_g13032.t1, FhHiC23_g13033.t1
OG0001492	T265_04063, T265_04062	FhHiC23_g1298.t1
OG0001493	T265_03979	FhHiC23_g645.t4, FhHiC23_g645.t1, FhHiC23_g645.t3, FhHiC23_g645.t2
OG0001494	T265_14892, T265_09586	FhHiC23_g8971.t1
OG0001495	T265_06435	FhHiC23_g13610.t1
OG0001496	T265_01743	FhHiC23_g3123.t1, FhHiC23_g3123.t2
OG0001497	T265_02802	FhHiC23_g5116.t1
OG0001498	T265_03502	FhHiC23_g14305.t1
OG0001499	T265_01557	FhHiC23_g8053.t1
OG0001501	T265_04822	FhHiC23_g9006.t1, FhHiC23_g9006.t2
OG0001502	T265_14792, T265_14789, T265_16258	FhHiC23_g12577.t1, FhHiC23_g12577.t2
OG0001503	T265_05097, T265_12399	FhHiC23_g2197.t2, FhHiC23_g2197.t1
OG0001504	T265_03352	FhHiC23_g7681.t1, FhHiC23_g7681.t2
OG0001505	T265_15355, T265_15356, T265_16009	FhHiC23_g9347.t1
OG0001505	T265_11141	FhHiC23_g9348.t2, FhHiC23_g9348.t1
OG0001506	T265_13987	FhHiC23_g13479.t2, FhHiC23_g13479.t1
OG0001507	T265_01301	FhHiC23_g1249.t2, FhHiC23_g1249.t1
OG0001508	T265_14041	FhHiC23_g5670.t1
OG0001509	T265_09841, T265_15907	FhHiC23_g3208.t1, FhHiC23_g3208.t2, FhHiC23_g3208.t3, FhHiC23_g3212.t1, FhHiC23_g10116.t1, FhHiC23_g10116.t2, FhHiC23_g2481.t1
OG0001510	T265_10677	FhHiC23_g14492.t1
OG0001511	T265_10772	FhHiC23_g5181.t1, FhHiC23_g5181.t2
OG0001512	T265_05456	FhHiC23_g2267.t1, FhHiC23_g2266.t1
OG0001513	T265_14406	FhHiC23_g11986.t2, FhHiC23_g11986.t3, FhHiC23_g11986.t1
OG0001514	T265_02478	FhHiC23_g13825.t1
OG0001515	T265_03047, T265_13123	FhHiC23_g13039.t1
OG0001516	T265_07259	FhHiC23_g15141.t1
OG0001517	T265_05985	FhHiC23_g10302.t1
OG0001518	T265_01746	FhHiC23_g5532.t1, FhHiC23_g5531.t1, FhHiC23_g3118.t1
OG0001519	T265_08195	FhHiC23_g339.t1
OG0001520	T265_06489	FhHiC23_g11463.t1, FhHiC23_g11463.t2
OG0001521	T265_01208, T265_16307	FhHiC23_g1827.t1
OG0001522	T265_14252	FhHiC23_g12303.t1
OG0001523	T265_11980	FhHiC23_g487.t1, FhHiC23_g487.t3
OG0001524	T265_02241	FhHiC23_g3887.t1, FhHiC23_g3887.t2
OG0001525	T265_08346	FhHiC23_g4758.t2, FhHiC23_g4758.t1
OG0001526	T265_00835	FhHiC23_g566.t1
OG0001527	T265_12883	FhHiC23_g16415.t3, FhHiC23_g16415.t1, FhHiC23_g16415.t2
OG0001528	T265_08066	FhHiC23_g14253.t1
OG0001529	T265_12570	FhHiC23_g8092.t1
OG0001530	T265_09171	FhHiC23_g1028.t2, FhHiC23_g1028.t1
OG0001531	T265_04383	FhHiC23_g10843.t1, FhHiC23_g10843.t2
OG0001533	T265_09632	FhHiC23_g7289.t1
OG0001534	T265_02002	FhHiC23_g2613.t1
OG0001535	T265_00031	FhHiC23_g16637.t2, FhHiC23_g16637.t1
OG0001537	T265_07231, T265_07233	FhHiC23_g13557.t1
OG0001538	T265_04172	FhHiC23_g4365.t1
OG0001539	T265_03334	FhHiC23_g13424.t1
OG0001540	T265_04996	FhHiC23_g4861.t2, FhHiC23_g4861.t3
OG0001541	T265_13925	FhHiC23_g12948.t1, FhHiC23_g3488.t1
OG0001542	T265_07214	FhHiC23_g1758.t1, FhHiC23_g1758.t2
OG0001543	T265_07128	FhHiC23_g3691.t2, FhHiC23_g1569.t1, FhHiC23_g3691.t1
OG0001544	T265_12018	FhHiC23_g11330.t1
OG0001546	T265_03376	FhHiC23_g5297.t1
OG0001554	T265_05502	FhHiC23_g15434.t1
OG0001554	T265_03627	FhHiC23_g4717.t1, FhHiC23_g4716.t1
OG0001555	T265_12003	FhHiC23_g595.t1, FhHiC23_g596.t1, FhHiC23_g596.t2, FhHiC23_g598.t1, FhHiC23_g597.t1
OG0001556	T265_05427	FhHiC23_g6026.t1, FhHiC23_g6026.t2, FhHiC23_g6026.t3
OG0001557	T265_02616	FhHiC23_g5467.t1
OG0001558	T265_05296	FhHiC23_g2651.t1, FhHiC23_g8901.t1
OG0001559	T265_13112	FhHiC23_g1238.t1
OG0001560	T265_03153	FhHiC23_g8195.t1
OG0001561	T265_00466	FhHiC23_g649.t1
OG0001562	T265_07195, T265_14225, T265_14226, T265_14228	FhHiC23_g8890.t1, FhHiC23_g8890.t2
OG0001563	T265_08071	FhHiC23_g14079.t1, FhHiC23_g14079.t2
OG0001564	T265_09439, T265_09367, T265_15503	FhHiC23_g3186.t1
OG0001564	T265_11706	FhHiC23_g3329.t1
OG0001565	T265_13020, T265_13021	FhHiC23_g7080.t1
OG0001566	T265_01168	FhHiC23_g7162.t1, FhHiC23_g10743.t1
OG0001567	T265_11351	FhHiC23_g2573.t1
OG0001568	T265_08844	FhHiC23_g2925.t1, FhHiC23_g2925.t2
OG0001569	T265_08597, T265_06165	FhHiC23_g15797.t2, FhHiC23_g15797.t1, FhHiC23_g15797.t3
OG0001570	T265_14294, T265_15779	FhHiC23_g288.t1, FhHiC23_g288.t2
OG0001571	T265_06223, T265_06225	FhHiC23_g11623.t1
OG0001572	T265_08929	FhHiC23_g6744.t1
OG0001573	T265_14303	FhHiC23_g9275.t1, FhHiC23_g9275.t2
OG0001574	T265_11245	FhHiC23_g5418.t2, FhHiC23_g5418.t1, FhHiC23_g5418.t3
OG0001575	T265_01850	FhHiC23_g11921.t1, FhHiC23_g11921.t2, FhHiC23_g11921.t3
OG0001576	T265_05959	FhHiC23_g15971.t1, FhHiC23_g15971.t2
OG0001577	T265_10560	FhHiC23_g4634.t1
OG0001578	T265_03834	FhHiC23_g396.t1, FhHiC23_g396.t2
OG0001579	T265_00891, T265_12293	FhHiC23_g15013.t1
OG0001580	T265_11044, T265_11046	FhHiC23_g14523.t1
OG0001581	T265_13097	FhHiC23_g2765.t1, FhHiC23_g2765.t2, FhHiC23_g2765.t3
OG0001582	T265_00284	FhHiC23_g986.t1
OG0001583	T265_07844	FhHiC23_g13953.t1
OG0001584	T265_13141, T265_00101, T265_14080	FhHiC23_g6524.t1
OG0001585	T265_13043	FhHiC23_g5407.t1
OG0001586	T265_08001	FhHiC23_g11576.t2, FhHiC23_g11576.t1
OG0001587	T265_00980	FhHiC23_g11483.t1
OG0001588	T265_09362	FhHiC23_g7234.t1
OG0001590	T265_05785	FhHiC23_g2214.t1
OG0001591	T265_02753	FhHiC23_g9784.t1
OG0001592	T265_07090, T265_10582	FhHiC23_g15318.t1
OG0001593	T265_05613	FhHiC23_g8485.t1
OG0001594	T265_10080	FhHiC23_g6096.t1
OG0001595	T265_11438	FhHiC23_g7385.t1
OG0001596	T265_05252, T265_13230	FhHiC23_g2736.t1
OG0001597	T265_02935	FhHiC23_g3057.t1, FhHiC23_g3057.t2, FhHiC23_g3056.t1
OG0001598	T265_00351	FhHiC23_g1999.t1
OG0001599	T265_10881	FhHiC23_g1348.t1, FhHiC23_g1348.t2
OG0001600	T265_08507	FhHiC23_g6351.t1, FhHiC23_g6351.t2
OG0001601	T265_12251, T265_13640	FhHiC23_g7994.t1, FhHiC23_g7994.t2
OG0001602	T265_06910	FhHiC23_g11552.t1
OG0001604	T265_10406	FhHiC23_g10295.t1
OG0001605	T265_09891	FhHiC23_g15525.t1
OG0001606	T265_10728	FhHiC23_g10377.t3, FhHiC23_g10377.t1, FhHiC23_g10377.t2
OG0001607	T265_15554	FhHiC23_g921.t1
OG0001608	T265_08088	FhHiC23_g2350.t1
OG0001609	T265_02340	FhHiC23_g2451.t2, FhHiC23_g2451.t1
OG0001610	T265_05234	FhHiC23_g9969.t1, FhHiC23_g9969.t2
OG0001610	T265_14531	FhHiC23_g9262.t1, FhHiC23_g14166.t1
OG0001611	T265_01454	FhHiC23_g8025.t1
OG0001612	T265_06824	FhHiC23_g12510.t1, FhHiC23_g12510.t2
OG0001613	T265_02844	FhHiC23_g410.t1, FhHiC23_g410.t2
OG0001614	T265_06438	FhHiC23_g5493.t1
OG0001614	T265_00023, T265_08537	FhHiC23_g5495.t1
OG0001615	T265_08538	FhHiC23_g5496.t1
OG0001617	T265_01771, T265_12207	FhHiC23_g95.t1
OG0001618	T265_02608	FhHiC23_g6230.t1
OG0001619	T265_00098	FhHiC23_g1822.t1, FhHiC23_g1822.t2
OG0001620	T265_07578, T265_07576	FhHiC23_g5019.t1
OG0001621	T265_11273	FhHiC23_g13465.t1
OG0001622	T265_12340, T265_16297	FhHiC23_g3859.t1
OG0001623	T265_00228, T265_08047	FhHiC23_g12568.t1
OG0001624	T265_09187	FhHiC23_g5969.t1
OG0001626	T265_11931	FhHiC23_g4924.t1, FhHiC23_g4924.t2
OG0001627	T265_02191	FhHiC23_g3162.t1
OG0001628	T265_05566	FhHiC23_g15068.t1, FhHiC23_g12087.t1
OG0001629	T265_01797	FhHiC23_g11254.t1
OG0001630	T265_02099	FhHiC23_g12989.t1
OG0001631	T265_03790	FhHiC23_g16292.t1
OG0001632	T265_14353	FhHiC23_g6746.t1
OG0001633	T265_10187	FhHiC23_g9236.t1
OG0001634	T265_00567	FhHiC23_g15902.t2, FhHiC23_g15902.t1
OG0001635	T265_06410, T265_15946	FhHiC23_g13640.t2, FhHiC23_g13640.t1
OG0001636	T265_05447	FhHiC23_g2927.t1, FhHiC23_g2927.t2
OG0001637	T265_08784	FhHiC23_g6969.t1
OG0001638	T265_05557	FhHiC23_g11342.t1, FhHiC23_g11341.t1
OG0001640	T265_06192	FhHiC23_g15554.t1
OG0001641	T265_13439	FhHiC23_g15937.t1, FhHiC23_g6164.t1, FhHiC23_g6162.t1
OG0001642	T265_11396	FhHiC23_g136.t1
OG0001642	T265_11395	FhHiC23_g135.t1, FhHiC23_g135.t2
OG0001643	T265_09518	FhHiC23_g7424.t1, FhHiC23_g7424.t2
OG0001644	T265_04914	FhHiC23_g158.t2, FhHiC23_g158.t1
OG0001645	T265_10635	FhHiC23_g9248.t1, FhHiC23_g9248.t2, FhHiC23_g9248.t3
OG0001646	T265_09167	FhHiC23_g1025.t1, FhHiC23_g1025.t2
OG0001647	T265_04701	FhHiC23_g14670.t1, FhHiC23_g14670.t2
OG0001648	T265_01727	FhHiC23_g1289.t1, FhHiC23_g1289.t2, FhHiC23_g1289.t3
OG0001649	T265_04939	FhHiC23_g12151.t1
OG0001650	T265_07849	FhHiC23_g2965.t1
OG0001652	T265_14643	FhHiC23_g2275.t1
OG0001653	T265_12692	FhHiC23_g13332.t1
OG0001655	T265_08873	FhHiC23_g7908.t1
OG0001656	T265_01416, T265_13854	FhHiC23_g16220.t1
OG0001657	T265_02579	FhHiC23_g6597.t1
OG0001659	T265_05197	FhHiC23_g5797.t1, FhHiC23_g5797.t2
OG0001668	T265_09738	FhHiC23_g5822.t1, FhHiC23_g5823.t1
OG0001669	T265_14607	FhHiC23_g5819.t1
OG0001670	T265_14718	FhHiC23_g4832.t1
OG0001670	T265_08984, T265_08985	FhHiC23_g4830.t1
OG0001670	T265_08981	FhHiC23_g4828.t1, FhHiC23_g4829.t1
OG0001671	T265_14634	FhHiC23_g5337.t1
OG0001672	T265_00750	FhHiC23_g5891.t1
OG0001673	T265_01379	FhHiC23_g7888.t1
OG0001674	T265_15759	FhHiC23_g4056.t1
OG0001674	T265_06963, T265_10008, T265_10009	FhHiC23_g15209.t1, FhHiC23_g15393.t1, FhHiC23_g15227.t1, FhHiC23_g15229.t1, FhHiC23_g15230.t1, FhHiC23_g15228.t1, FhHiC23_g15217.t1, FhHiC23_g15217.t2, FhHiC23_g15213.t1, FhHiC23_g15214.t1, FhHiC23_g15394.t1
OG0001676	T265_01615	FhHiC23_g11961.t1
OG0001677	T265_05762	FhHiC23_g16079.t1
OG0001680	T265_09371	FhHiC23_g6301.t2, FhHiC23_g6301.t1
OG0001681	T265_12663, T265_16018	FhHiC23_g15100.t1
OG0001682	T265_15158	FhHiC23_g15653.t1, FhHiC23_g15653.t2
OG0001683	T265_09590, T265_14893, T265_03749	FhHiC23_g10464.t1
OG0001684	T265_09014	FhHiC23_g5612.t1, FhHiC23_g5596.t1
OG0001685	T265_15090	FhHiC23_g15189.t1
OG0001686	T265_09608, T265_15908	FhHiC23_g4068.t1
OG0001687	T265_07419	FhHiC23_g3014.t1
OG0001688	T265_07388	FhHiC23_g15635.t1
OG0001689	T265_15368	FhHiC23_g15583.t1
OG0001690	T265_04514	FhHiC23_g6129.t1
OG0001691	T265_03200	FhHiC23_g12050.t1, FhHiC23_g12049.t1, FhHiC23_g12049.t2, FhHiC23_g12051.t1
OG0001692	T265_13395	FhHiC23_g2882.t1, FhHiC23_g2882.t2
OG0001694	T265_02240	FhHiC23_g4030.t1, FhHiC23_g4030.t2, FhHiC23_g4030.t3
OG0001695	T265_10771	FhHiC23_g4776.t1
OG0001696	T265_09913	FhHiC23_g14290.t2, FhHiC23_g14290.t1
OG0001697	T265_05671	FhHiC23_g9231.t1
OG0001698	T265_05919	FhHiC23_g684.t1
OG0001699	T265_08126	FhHiC23_g7848.t1
OG0001700	T265_09892	FhHiC23_g15052.t1
OG0001701	T265_03185	FhHiC23_g3917.t1
OG0001702	T265_01458	FhHiC23_g14701.t1
OG0001703	T265_14685	FhHiC23_g5981.t1
OG0001704	T265_10332	FhHiC23_g15526.t1
OG0001705	T265_06950	FhHiC23_g9583.t1
OG0001706	T265_00105	FhHiC23_g5541.t1, FhHiC23_g5541.t2
OG0001707	T265_01410	FhHiC23_g8571.t1
OG0001708	T265_02720	FhHiC23_g9788.t1
OG0001709	T265_13976	FhHiC23_g15841.t1, FhHiC23_g6290.t1
OG0001710	T265_05358	FhHiC23_g16103.t1, FhHiC23_g16103.t2
OG0001711	T265_05328	FhHiC23_g9210.t3, FhHiC23_g9210.t2, FhHiC23_g9210.t4, FhHiC23_g9210.t1
OG0001712	T265_14005	FhHiC23_g14602.t1
OG0001713	T265_08885	FhHiC23_g8279.t1
OG0001714	T265_14693	FhHiC23_g8280.t3, FhHiC23_g8280.t1, FhHiC23_g8280.t2
OG0001715	T265_03710	FhHiC23_g10492.t2, FhHiC23_g10492.t1
OG0001716	T265_12518	FhHiC23_g3408.t2, FhHiC23_g3408.t1
OG0001717	T265_02968	FhHiC23_g6203.t1, FhHiC23_g6203.t2
OG0001718	T265_09214	FhHiC23_g15022.t1
OG0001719	T265_04478	FhHiC23_g14692.t1
OG0001720	T265_12689	FhHiC23_g13752.t1, FhHiC23_g13755.t1
OG0001720	T265_01853	FhHiC23_g11919.t1
OG0001721	T265_01466	FhHiC23_g14874.t1
OG0001722	T265_10430, T265_16265	FhHiC23_g10678.t3, FhHiC23_g10678.t1, FhHiC23_g10678.t2
OG0001723	T265_12870	FhHiC23_g13671.t1, FhHiC23_g13671.t2
OG0001724	T265_04056	FhHiC23_g2339.t1, FhHiC23_g13838.t1
OG0001725	T265_09161	FhHiC23_g1556.t2, FhHiC23_g1556.t1
OG0001726	T265_12576	FhHiC23_g6478.t1
OG0001726	T265_01638	FhHiC23_g3490.t1
OG0001727	T265_15130, T265_10361	FhHiC23_g16650.t1, FhHiC23_g16651.t1
OG0001728	T265_03905	FhHiC23_g8064.t1
OG0001729	T265_01004	FhHiC23_g13336.t1
OG0001731	T265_11635	FhHiC23_g5226.t1, FhHiC23_g5226.t2
OG0001732	T265_02819	FhHiC23_g3310.t1, FhHiC23_g3310.t2
OG0001733	T265_03326	FhHiC23_g8520.t1
OG0001734	T265_07463	FhHiC23_g16299.t3, FhHiC23_g16299.t1, FhHiC23_g16299.t2
OG0001735	T265_07057, T265_07056	FhHiC23_g10504.t3, FhHiC23_g10504.t1, FhHiC23_g10504.t2
OG0001736	T265_14980	FhHiC23_g15257.t1, FhHiC23_g15256.t1
OG0001737	T265_05187	FhHiC23_g16278.t1
OG0001738	T265_04467	FhHiC23_g14642.t1
OG0001739	T265_09719	FhHiC23_g5514.t1
OG0001740	T265_02848	FhHiC23_g845.t1, FhHiC23_g845.t2, FhHiC23_g845.t3
OG0001741	T265_09400	FhHiC23_g12472.t1
OG0001742	T265_01766	FhHiC23_g7.t1
OG0001744	T265_10654, T265_12595	FhHiC23_g8278.t1
OG0001745	T265_05962	FhHiC23_g5028.t1
OG0001746	T265_12992	FhHiC23_g3504.t1, FhHiC23_g3504.t2
OG0001747	T265_08419	FhHiC23_g13144.t1, FhHiC23_g13144.t2, FhHiC23_g13144.t3
OG0001748	T265_02528	FhHiC23_g7931.t1, FhHiC23_g7931.t2
OG0001749	T265_05162, T265_13920	FhHiC23_g9726.t1
OG0001750	T265_14641, T265_08679	FhHiC23_g13786.t1
OG0001751	T265_03745	FhHiC23_g9806.t1
OG0001752	T265_08775	FhHiC23_g11339.t2, FhHiC23_g11339.t1
OG0001754	T265_14140	FhHiC23_g6774.t1, FhHiC23_g6775.t1
OG0001755	T265_08222, T265_10918	FhHiC23_g12622.t1
OG0001756	T265_02705	FhHiC23_g2005.t1
OG0001757	T265_00117	FhHiC23_g561.t1, FhHiC23_g561.t2
OG0001758	T265_08429, T265_16089, T265_08430	FhHiC23_g3972.t1
OG0001759	T265_14874	FhHiC23_g8422.t1, FhHiC23_g8417.t1, FhHiC23_g8418.t1
OG0001760	T265_13963	FhHiC23_g7411.t1, FhHiC23_g7411.t2, FhHiC23_g7411.t3
OG0001761	T265_11120	FhHiC23_g3989.t1
OG0001762	T265_08963, T265_16323, T265_08964	FhHiC23_g9226.t1, FhHiC23_g9226.t2
OG0001763	T265_11384	FhHiC23_g5129.t1, FhHiC23_g5129.t2
OG0001764	T265_04595	FhHiC23_g12537.t1, FhHiC23_g12537.t2
OG0001765	T265_00502	FhHiC23_g7547.t1
OG0001766	T265_14565	FhHiC23_g6518.t1, FhHiC23_g6518.t2
OG0001767	T265_04548	FhHiC23_g12975.t1
OG0001768	T265_10297	FhHiC23_g16502.t1
OG0001769	T265_03947	FhHiC23_g13728.t1
OG0001770	T265_08230	FhHiC23_g6137.t1
OG0001771	T265_13913	FhHiC23_g526.t1
OG0001772	T265_07572	FhHiC23_g15921.t1
OG0001773	T265_00534	FhHiC23_g4114.t1, FhHiC23_g4115.t1, FhHiC23_g8093.t1
OG0001774	T265_06888	FhHiC23_g10661.t1, FhHiC23_g10661.t2
OG0001775	T265_09040	FhHiC23_g10918.t1, FhHiC23_g10918.t2
OG0001776	T265_11140	FhHiC23_g9961.t1, FhHiC23_g9962.t1, FhHiC23_g9962.t2
OG0001777	T265_03011	FhHiC23_g13573.t1
OG0001778	T265_09376	FhHiC23_g16036.t1
OG0001780	T265_06467	FhHiC23_g4894.t1, FhHiC23_g4894.t2
OG0001781	T265_13075	FhHiC23_g9502.t1
OG0001782	T265_03902	FhHiC23_g8224.t1
OG0001783	T265_03631	FhHiC23_g4720.t1
OG0001784	T265_04098, T265_15912	FhHiC23_g13869.t1, FhHiC23_g13869.t2
OG0001785	T265_07505	FhHiC23_g10222.t1
OG0001786	T265_02513	FhHiC23_g7166.t1
OG0001787	T265_13198	FhHiC23_g10310.t2, FhHiC23_g10310.t3, FhHiC23_g10310.t4, FhHiC23_g10310.t5, FhHiC23_g10310.t1
OG0001789	T265_06187	FhHiC23_g14999.t1, FhHiC23_g14999.t2, FhHiC23_g14999.t3
OG0001790	T265_13300	FhHiC23_g5199.t1
OG0001791	T265_08401, T265_08403	FhHiC23_g16841.t1
OG0001792	T265_00418	FhHiC23_g3424.t1
OG0001801	T265_04593	FhHiC23_g13597.t1, FhHiC23_g13597.t2, FhHiC23_g13597.t3
OG0001803	T265_09341	FhHiC23_g6396.t1, FhHiC23_g6396.t2, FhHiC23_g6396.t3
OG0001804	T265_12618	FhHiC23_g6171.t1, FhHiC23_g6171.t2
OG0001805	T265_13514, T265_13513	FhHiC23_g14611.t1
OG0001806	T265_07409	FhHiC23_g10334.t3, FhHiC23_g10334.t2, FhHiC23_g10334.t1, FhHiC23_g10334.t4, FhHiC23_g10334.t5
OG0001807	T265_11444	FhHiC23_g11479.t1
OG0001808	T265_10905	FhHiC23_g15101.t1
OG0001809	T265_13772	FhHiC23_g6248.t1
OG0001810	T265_07900	FhHiC23_g9038.t1, FhHiC23_g9038.t2
OG0001812	T265_14122	FhHiC23_g1664.t1
OG0001813	T265_09076	FhHiC23_g12138.t1, FhHiC23_g12138.t2
OG0001814	T265_10976	FhHiC23_g2338.t1, FhHiC23_g13839.t1
OG0001816	T265_15353	FhHiC23_g1325.t1
OG0001817	T265_13431	FhHiC23_g7576.t1, FhHiC23_g7576.t2, FhHiC23_g7576.t3
OG0001818	T265_12286, T265_06859, T265_15980	FhHiC23_g75.t1
OG0001819	T265_02288	FhHiC23_g15322.t1
OG0001820	T265_04186	FhHiC23_g8623.t1, FhHiC23_g8622.t1
OG0001821	T265_09614	FhHiC23_g4567.t1
OG0001821	T265_03362	FhHiC23_g8381.t1
OG0001822	T265_11066, T265_04529	FhHiC23_g9179.t1
OG0001823	T265_11105	FhHiC23_g7721.t1, FhHiC23_g15328.t2, FhHiC23_g15328.t1
OG0001825	T265_02352	FhHiC23_g1408.t1, FhHiC23_g1408.t4, FhHiC23_g1408.t3, FhHiC23_g1408.t2
OG0001826	T265_00277	FhHiC23_g12925.t1
OG0001827	T265_02155	FhHiC23_g3287.t1, FhHiC23_g3301.t1
OG0001827	T265_12935	FhHiC23_g11784.t1, FhHiC23_g9264.t1, FhHiC23_g3302.t1
OG0001828	T265_01213	FhHiC23_g1210.t2, FhHiC23_g1210.t1, FhHiC23_g1210.t3
OG0001829	T265_11088	FhHiC23_g9818.t1
OG0001829	T265_11086	FhHiC23_g9571.t1
OG0001830	T265_15921	FhHiC23_g6996.t1
OG0001831	T265_03336	FhHiC23_g7437.t3, FhHiC23_g7437.t1, FhHiC23_g7437.t2
OG0001834	T265_00004	FhHiC23_g2986.t2, FhHiC23_g2986.t1
OG0001835	T265_06643	FhHiC23_g10935.t1
OG0001835	T265_14089	FhHiC23_g10940.t1, FhHiC23_g10940.t2, FhHiC23_g9474.t1
OG0001836	T265_14559	FhHiC23_g12544.t1, FhHiC23_g12544.t2
OG0001837	T265_08769	FhHiC23_g13587.t1, FhHiC23_g13587.t2
OG0001838	T265_03743	FhHiC23_g4053.t1, FhHiC23_g4053.t2
OG0001839	T265_12526	FhHiC23_g3.t1
OG0001840	T265_13580	FhHiC23_g14806.t1
OG0001841	T265_07181	FhHiC23_g11678.t1
OG0001842	T265_15657	FhHiC23_g9419.t1
OG0001843	T265_04469, T265_13561	FhHiC23_g14646.t2, FhHiC23_g14646.t1
OG0001844	T265_03040	FhHiC23_g13623.t2, FhHiC23_g13623.t1, FhHiC23_g13623.t3
OG0001845	T265_14549	FhHiC23_g9489.t1
OG0001846	T265_10397	FhHiC23_g9118.t1, FhHiC23_g9117.t1
OG0001847	T265_11864	FhHiC23_g12420.t1
OG0001848	T265_14403, T265_14401, T265_07830	FhHiC23_g12461.t2, FhHiC23_g12461.t1
OG0001849	T265_00607	FhHiC23_g8272.t1
OG0001850	T265_00010	FhHiC23_g3305.t1
OG0001851	T265_01360	FhHiC23_g751.t1, FhHiC23_g751.t2
OG0001852	T265_05433	FhHiC23_g5504.t3, FhHiC23_g5504.t1, FhHiC23_g5504.t2
OG0001853	T265_02922, T265_11897	FhHiC23_g13040.t1
OG0001854	T265_09648	FhHiC23_g9216.t3, FhHiC23_g9216.t2, FhHiC23_g9216.t1
OG0001855	T265_00165	FhHiC23_g3389.t2, FhHiC23_g3389.t1, FhHiC23_g3389.t3, FhHiC23_g3389.t4
OG0001856	T265_10021	FhHiC23_g782.t1, FhHiC23_g782.t2
OG0001857	T265_04055	FhHiC23_g2297.t1
OG0001858	T265_02220, T265_04712	FhHiC23_g14615.t1, FhHiC23_g14615.t2, FhHiC23_g14615.t3
OG0001859	T265_06498	FhHiC23_g11464.t1
OG0001860	T265_03438, T265_03772, T265_13321	FhHiC23_g8999.t1, FhHiC23_g8999.t2
OG0001861	T265_01225	FhHiC23_g3041.t1, FhHiC23_g3041.t2
OG0001862	T265_10909	FhHiC23_g12794.t1
OG0001863	T265_01043, T265_01044	FhHiC23_g5633.t1
OG0001864	T265_01749	FhHiC23_g11083.t1, FhHiC23_g508.t1
OG0001866	T265_09747	FhHiC23_g4326.t1, FhHiC23_g4329.t1
OG0001867	T265_13218, T265_13219	FhHiC23_g928.t1
OG0001868	T265_04412	FhHiC23_g13588.t1
OG0001869	T265_05535	FhHiC23_g15603.t1, FhHiC23_g15603.t2
OG0001870	T265_00132	FhHiC23_g144.t1
OG0001871	T265_13828	FhHiC23_g14150.t2, FhHiC23_g14150.t1, FhHiC23_g14150.t3
OG0001872	T265_03393	FhHiC23_g3723.t1, FhHiC23_g3723.t2
OG0001873	T265_08992	FhHiC23_g5097.t1
OG0001874	T265_03234, T265_13196	FhHiC23_g10115.t1, FhHiC23_g10121.t1
OG0001875	T265_15589, T265_15590, T265_11880, T265_11881	FhHiC23_g15834.t1, FhHiC23_g15834.t2
OG0001876	T265_03702	FhHiC23_g15377.t1
OG0001877	T265_10265	FhHiC23_g11175.t1
OG0001877	T265_14142	FhHiC23_g10759.t1, FhHiC23_g10759.t2, FhHiC23_g10759.t3
OG0001879	T265_05975	FhHiC23_g9269.t1, FhHiC23_g9269.t2
OG0001880	T265_15623, T265_15873	FhHiC23_g11364.t1, FhHiC23_g11364.t2
OG0001881	T265_09881, T265_16342	FhHiC23_g8316.t2, FhHiC23_g8316.t1
OG0001882	T265_02934	FhHiC23_g2292.t1, FhHiC23_g2292.t2
OG0001883	T265_00246	FhHiC23_g13249.t1
OG0001884	T265_08008, T265_16260	FhHiC23_g16349.t1
OG0001885	T265_03198	FhHiC23_g11445.t2, FhHiC23_g11445.t1
OG0001886	T265_10249	FhHiC23_g3216.t1, FhHiC23_g3216.t2, FhHiC23_g3216.t4, FhHiC23_g3216.t3
OG0001887	T265_05895, T265_07671	FhHiC23_g7867.t1, FhHiC23_g7867.t2, FhHiC23_g6306.t1
OG0001888	T265_14220	FhHiC23_g8407.t1
OG0001889	T265_11606	FhHiC23_g4041.t1
OG0001890	T265_08599	FhHiC23_g1917.t1, FhHiC23_g1917.t2
OG0001891	T265_01391	FhHiC23_g11651.t1
OG0001892	T265_15428	FhHiC23_g3111.t1
OG0001893	T265_09740	FhHiC23_g5922.t1
OG0001894	T265_12840	FhHiC23_g3703.t1
OG0001895	T265_11728	FhHiC23_g4928.t1, FhHiC23_g4928.t2
OG0001896	T265_09000	FhHiC23_g6158.t1, FhHiC23_g6157.t1
OG0001897	T265_13908	FhHiC23_g281.t2, FhHiC23_g281.t1
OG0001898	T265_04800	FhHiC23_g7975.t1
OG0001899	T265_03996	FhHiC23_g5660.t1
OG0001900	T265_05713	FhHiC23_g471.t1, FhHiC23_g471.t2
OG0001901	T265_07537	FhHiC23_g5582.t1
