Orthogroup	opisthorchis_viverrini	schistosoma_rodhaini
OG0000707	T265_15248, T265_15672	SRDH2_97620.1, SRDH2_97620.2, SRDH2_97620.3
OG0000708	T265_05018	SRDH2_37730.1
OG0000709	T265_13137	SRDH2_43880.1, SRDH2_43880.2
OG0000710	T265_14772	SRDH2_8200.11, SRDH2_8200.5, SRDH2_8200.6, SRDH2_8200.9, SRDH2_8200.8, SRDH2_8200.10, SRDH2_8200.12, SRDH2_8200.4, SRDH2_8200.7, SRDH2_8200.3, SRDH2_8200.1, SRDH2_8200.2
OG0000711	T265_13046	SRDH2_76260.2, SRDH2_76260.1, SRDH2_76260.4, SRDH2_76260.5, SRDH2_76260.3
OG0000712	T265_00357	SRDH2_53320.1
OG0000713	T265_15192	SRDH2_73970.1
OG0000714	T265_12461	SRDH2_47070.2, SRDH2_47070.6, SRDH2_47070.9, SRDH2_47070.7, SRDH2_47070.3, SRDH2_47070.5, SRDH2_47070.1, SRDH2_47070.11, SRDH2_47070.4, SRDH2_47070.10, SRDH2_47070.8
OG0000715	T265_06936, T265_16285	SRDH2_27760.6, SRDH2_27760.5, SRDH2_27760.1, SRDH2_27760.2, SRDH2_27760.3, SRDH2_27760.4
OG0000716	T265_01851	SRDH2_11870.2, SRDH2_11870.1, SRDH2_11870.4, SRDH2_11870.5, SRDH2_11870.3
OG0000717	T265_15060	SRDH2_60610.1, SRDH2_60610.2, SRDH2_60610.3, SRDH2_60610.4, SRDH2_60610.5, SRDH2_60610.6, SRDH2_60610.7
OG0000718	T265_15816	SRDH2_76530.1
OG0000721	T265_00362	SRDH2_46480.2, SRDH2_46480.4, SRDH2_46480.12, SRDH2_46480.7, SRDH2_46480.9, SRDH2_46480.13, SRDH2_46480.5, SRDH2_46480.8, SRDH2_46480.3, SRDH2_46480.1, SRDH2_46480.11, SRDH2_46480.6, SRDH2_46480.10
OG0000722	T265_03018, T265_03020	SRDH2_5400.1, SRDH2_5400.9, SRDH2_5400.10, SRDH2_5400.6, SRDH2_5400.2, SRDH2_5400.3, SRDH2_5400.4, SRDH2_5400.5, SRDH2_5400.7, SRDH2_5400.8
OG0000723	T265_10513, T265_14119	SRDH2_78550.1, SRDH2_78550.3, SRDH2_78550.4, SRDH2_78550.10, SRDH2_78550.8, SRDH2_78550.7, SRDH2_78550.5, SRDH2_78550.2, SRDH2_78550.9, SRDH2_78550.6
OG0000724	T265_15804, T265_04091, T265_04747	SRDH2_42140.1, SRDH2_42140.2, SRDH2_42140.3
OG0000725	T265_05721	SRDH2_78920.1
OG0000727	T265_07029	SRDH2_38860.2, SRDH2_38860.3, SRDH2_38860.8, SRDH2_38860.12, SRDH2_38860.13, SRDH2_38860.1, SRDH2_38860.5, SRDH2_38860.6, SRDH2_38860.7, SRDH2_38860.10, SRDH2_38860.11, SRDH2_38860.9, SRDH2_38860.14, SRDH2_38860.4
OG0000728	T265_02822	SRDH2_49170.1
OG0000729	T265_03115	SRDH2_9110.1, SRDH2_9120.2, SRDH2_9120.1, SRDH2_9120.3
OG0000730	T265_10980	SRDH2_61680.1, SRDH2_61680.2, SRDH2_61680.3, SRDH2_61680.4
OG0000731	T265_11322	SRDH2_78130.12, SRDH2_78130.13, SRDH2_78130.10, SRDH2_78130.8, SRDH2_78130.1, SRDH2_78130.4, SRDH2_78130.3, SRDH2_78130.11, SRDH2_78130.2, SRDH2_78130.7, SRDH2_78130.6, SRDH2_78130.9, SRDH2_78130.5
OG0000732	T265_11823	SRDH2_3590.10, SRDH2_3590.9, SRDH2_3590.13, SRDH2_3590.11, SRDH2_3590.8, SRDH2_3590.3, SRDH2_3590.5, SRDH2_3590.6, SRDH2_3590.7, SRDH2_3590.12, SRDH2_3590.1, SRDH2_3590.16, SRDH2_3590.4, SRDH2_3590.15, SRDH2_3590.14, SRDH2_3590.2
OG0000733	T265_05137, T265_13691, T265_13693	SRDH2_2970.1, SRDH2_2970.2, SRDH2_2970.3, SRDH2_2970.4, SRDH2_2970.5
OG0000737	T265_05237	SRDH2_10170.1
OG0000738	T265_05635, T265_05639	SRDH2_71450.1, SRDH2_71450.2, SRDH2_71460.1
OG0000740	T265_04555	SRDH2_8610.1
OG0000741	T265_10490	SRDH2_86820.1
OG0000743	T265_02255	SRDH2_21800.11, SRDH2_21800.10, SRDH2_21800.1, SRDH2_21800.2, SRDH2_21800.3, SRDH2_21800.4, SRDH2_21800.5, SRDH2_21800.6, SRDH2_21800.7, SRDH2_21800.8, SRDH2_21800.9
OG0000744	T265_13534	SRDH2_3670.1, SRDH2_3670.3, SRDH2_3670.4, SRDH2_3670.7, SRDH2_3670.6, SRDH2_3670.10, SRDH2_3670.2, SRDH2_3670.5, SRDH2_3670.8, SRDH2_3670.9
OG0000745	T265_15592, T265_01499	SRDH2_31900.1, SRDH2_31900.2, SRDH2_31900.3, SRDH2_31900.4
OG0000746	T265_08923	SRDH2_62310.1
OG0000747	T265_14015	SRDH2_43190.2, SRDH2_43190.3, SRDH2_43190.5, SRDH2_43190.1, SRDH2_43190.4, SRDH2_43190.6
OG0000748	T265_08449, T265_15607, T265_15918, T265_12210	SRDH2_72150.1
OG0000748	T265_12895	SRDH2_72110.1
OG0000749	T265_15534	SRDH2_71650.1
OG0000750	T265_01999	SRDH2_76160.3, SRDH2_76160.1, SRDH2_76160.6, SRDH2_76160.7, SRDH2_76160.2, SRDH2_76160.5, SRDH2_76160.4, SRDH2_76160.10, SRDH2_76160.9, SRDH2_76160.8
OG0000751	T265_14248	SRDH2_5530.1, SRDH2_2600.1, SRDH2_2690.1
OG0000752	T265_14207	SRDH2_96100.1, SRDH2_96150.5, SRDH2_96150.7, SRDH2_96150.8, SRDH2_96150.1, SRDH2_96150.2, SRDH2_96150.3, SRDH2_96150.4, SRDH2_96150.6
OG0000753	T265_11361	SRDH2_85130.1
OG0000754	T265_01325	SRDH2_51340.1
OG0000755	T265_14500, T265_14501	SRDH2_77360.1, SRDH2_77360.10, SRDH2_77360.2, SRDH2_77360.3, SRDH2_77360.4, SRDH2_77360.5, SRDH2_77360.6, SRDH2_77360.7, SRDH2_77360.8, SRDH2_77360.9
OG0000756	T265_04901	SRDH2_39150.1
OG0000757	T265_14154	SRDH2_53460.3, SRDH2_53460.2, SRDH2_53460.1
OG0000758	T265_03111	SRDH2_9150.7, SRDH2_9150.1, SRDH2_9150.8, SRDH2_9150.3, SRDH2_9150.12, SRDH2_9150.13, SRDH2_9150.2, SRDH2_9150.11, SRDH2_9150.10, SRDH2_9150.9
OG0000759	T265_14472, T265_14473, T265_15924	SRDH2_53070.9, SRDH2_53070.6, SRDH2_53070.7, SRDH2_53070.8, SRDH2_53070.1, SRDH2_53070.2, SRDH2_53070.3, SRDH2_53070.4, SRDH2_53070.5
OG0000760	T265_14346	SRDH2_80690.1, SRDH2_80690.2, SRDH2_80690.3, SRDH2_80690.4, SRDH2_80690.5
OG0000761	T265_01230	SRDH2_54660.2, SRDH2_54660.9, SRDH2_54660.8, SRDH2_54660.3, SRDH2_54660.5, SRDH2_54660.1, SRDH2_54660.7, SRDH2_54660.4, SRDH2_54660.6
OG0000762	T265_07913	SRDH2_84140.1
OG0000762	T265_01864	SRDH2_89980.1, SRDH2_89980.3, SRDH2_89980.2
OG0000763	T265_06905	SRDH2_20090.1
OG0000764	T265_00997	SRDH2_9280.2, SRDH2_9280.4, SRDH2_9280.6, SRDH2_9280.5, SRDH2_9280.3, SRDH2_9280.1
OG0000765	T265_00442	SRDH2_53090.2, SRDH2_53090.1
OG0000765	T265_00440	SRDH2_53080.1, SRDH2_53080.2
OG0000766	T265_12796	SRDH2_64640.2, SRDH2_64640.1, SRDH2_64640.3, SRDH2_64640.4, SRDH2_64640.5, SRDH2_64640.6
OG0000767	T265_12911	SRDH2_65780.8, SRDH2_65780.3, SRDH2_65780.5, SRDH2_65780.6, SRDH2_65780.1, SRDH2_65780.9, SRDH2_65780.4, SRDH2_65780.2, SRDH2_65780.7
OG0000768	T265_06451	SRDH2_40160.1
OG0000769	T265_01586	SRDH2_2210.1, SRDH2_2210.2, SRDH2_2210.3, SRDH2_2210.6, SRDH2_2210.7, SRDH2_2210.4, SRDH2_2210.5
OG0000770	T265_12873	SRDH2_18340.3, SRDH2_18340.4, SRDH2_18340.1, SRDH2_18340.2
OG0000773	T265_00411	SRDH2_26150.1, SRDH2_26150.2, SRDH2_26150.3, SRDH2_26150.4, SRDH2_26150.5
OG0000774	T265_08743	SRDH2_47950.2, SRDH2_47950.3, SRDH2_47950.4, SRDH2_47950.1, SRDH2_47950.5, SRDH2_47950.6
OG0000775	T265_13684	SRDH2_52660.1, SRDH2_52660.2, SRDH2_52660.3, SRDH2_52660.4, SRDH2_52660.6, SRDH2_52660.7, SRDH2_52660.5, SRDH2_52660.8
OG0000776	T265_07866	SRDH2_46510.1
OG0000776	T265_12745	SRDH2_58160.1, SRDH2_58160.2
OG0000777	T265_02206	SRDH2_53800.6, SRDH2_53800.5, SRDH2_53800.4, SRDH2_53800.1, SRDH2_53800.2, SRDH2_53800.3
OG0000778	T265_01511, T265_10392, T265_10394	SRDH2_23360.1
OG0000779	T265_07269	SRDH2_3760.2, SRDH2_3760.3, SRDH2_3760.7, SRDH2_3760.8, SRDH2_3760.6, SRDH2_3760.5, SRDH2_3760.1, SRDH2_3760.4
OG0000780	T265_06690	SRDH2_15470.2, SRDH2_15470.3, SRDH2_15470.4, SRDH2_15470.1, SRDH2_15470.5, SRDH2_15470.6
OG0000781	T265_11274	SRDH2_11570.1
OG0000781	T265_10911	SRDH2_490.1
OG0000782	T265_10870, T265_12889	SRDH2_36880.8, SRDH2_36880.6, SRDH2_36880.9, SRDH2_36880.14, SRDH2_36880.15, SRDH2_36880.16, SRDH2_36880.5, SRDH2_36880.7, SRDH2_36880.4, SRDH2_36880.1, SRDH2_36880.3, SRDH2_36880.11, SRDH2_36880.10, SRDH2_36880.12, SRDH2_36880.13, SRDH2_36880.2
OG0000783	T265_10176	SRDH2_51630.2, SRDH2_51630.1, SRDH2_51630.3, SRDH2_51630.4
OG0000784	T265_12066	SRDH2_36950.4, SRDH2_36950.5, SRDH2_36950.2, SRDH2_36950.7, SRDH2_36950.3, SRDH2_36950.6, SRDH2_36950.1
OG0000785	T265_09886	SRDH2_60530.1, SRDH2_60530.9, SRDH2_60530.10, SRDH2_60530.11, SRDH2_60530.6, SRDH2_60530.7, SRDH2_60530.5, SRDH2_60530.3, SRDH2_60530.12, SRDH2_60530.2, SRDH2_60530.8, SRDH2_60530.4
OG0000786	T265_03503	SRDH2_40980.4, SRDH2_40980.3, SRDH2_40980.1, SRDH2_40980.2, SRDH2_40980.5
OG0000787	T265_06799	SRDH2_96260.1, SRDH2_96260.2
OG0000788	T265_03219	SRDH2_12730.2, SRDH2_12730.1
OG0000789	T265_01031	SRDH2_25940.1, SRDH2_25940.2, SRDH2_25940.4, SRDH2_25940.3, SRDH2_25930.1, SRDH2_25930.2, SRDH2_25930.3, SRDH2_25930.4, SRDH2_25930.5
OG0000790	T265_00688	SRDH2_39480.1, SRDH2_39480.2, SRDH2_39480.3
OG0000791	T265_14202, T265_14203	SRDH2_43050.1, SRDH2_43050.2, SRDH2_43050.3, SRDH2_43050.6, SRDH2_43050.7, SRDH2_43050.4, SRDH2_43050.5
OG0000792	T265_14379	SRDH2_5720.1
OG0000793	T265_07034	SRDH2_36140.1, SRDH2_36140.3, SRDH2_36140.2
OG0000794	T265_00948	SRDH2_10440.10, SRDH2_10440.3, SRDH2_10440.4, SRDH2_10440.5, SRDH2_10440.6, SRDH2_10440.7, SRDH2_10440.8, SRDH2_10440.9, SRDH2_10440.2, SRDH2_10440.1, SRDH2_10440.11
OG0000795	T265_16059	SRDH2_98680.1
OG0000796	T265_14897	SRDH2_16260.1, SRDH2_16270.1, SRDH2_16250.1
OG0000797	T265_15019	SRDH2_20390.1, SRDH2_20390.2
OG0000798	T265_15843	SRDH2_1350.1
OG0000799	T265_01805	SRDH2_69350.1, SRDH2_69350.2, SRDH2_69350.4, SRDH2_69350.3, SRDH2_69350.5
OG0000800	T265_10271, T265_16198	SRDH2_10360.2, SRDH2_10360.1
OG0000801	T265_05496	SRDH2_16160.3, SRDH2_16160.2, SRDH2_16160.1
OG0000802	T265_12896	SRDH2_75170.1
OG0000803	T265_00805	SRDH2_81130.2, SRDH2_81130.3, SRDH2_81130.4, SRDH2_81130.5, SRDH2_81130.6, SRDH2_81130.1
OG0000804	T265_08025	SRDH2_41630.8, SRDH2_41630.3, SRDH2_41630.5, SRDH2_41630.6, SRDH2_41630.4, SRDH2_41630.2, SRDH2_41630.1, SRDH2_41630.7
OG0000805	T265_13484	SRDH2_34000.1, SRDH2_34000.2
OG0000806	T265_09116	SRDH2_75550.2, SRDH2_75550.6, SRDH2_75550.7, SRDH2_75550.1, SRDH2_75550.4, SRDH2_75550.5, SRDH2_75550.3
OG0000807	T265_06277	SRDH2_10070.1, SRDH2_10060.1
OG0000808	T265_09441	SRDH2_96800.1
OG0000808	T265_09443	SRDH2_96810.1, SRDH2_96810.2, SRDH2_96810.3
OG0000809	T265_05763	SRDH2_91870.8, SRDH2_91870.1, SRDH2_91870.7, SRDH2_91870.3, SRDH2_91870.4, SRDH2_91870.5, SRDH2_91870.2, SRDH2_91870.6
OG0000810	T265_11471	SRDH2_25430.1
OG0000811	T265_14828	SRDH2_11410.1, SRDH2_11410.2, SRDH2_11410.5, SRDH2_11410.7, SRDH2_11410.8, SRDH2_11410.9, SRDH2_11410.3, SRDH2_11410.4, SRDH2_11410.6
OG0000812	T265_15805	SRDH2_13940.10, SRDH2_13940.1, SRDH2_13940.11, SRDH2_13940.3, SRDH2_13940.4, SRDH2_13940.6, SRDH2_13940.8, SRDH2_13940.9, SRDH2_13940.12, SRDH2_13940.2, SRDH2_13940.5, SRDH2_13940.7
OG0000813	T265_10364	SRDH2_89630.1, SRDH2_89630.2, SRDH2_89630.3, SRDH2_89630.4, SRDH2_89630.5
OG0000814	T265_15846, T265_11631	SRDH2_65100.4, SRDH2_65100.6, SRDH2_65100.7, SRDH2_65100.2, SRDH2_65100.8, SRDH2_65100.1, SRDH2_65100.5, SRDH2_65100.3
OG0000815	T265_14139, T265_14138	SRDH2_61190.5, SRDH2_61190.8, SRDH2_61190.9, SRDH2_61190.3, SRDH2_61190.4, SRDH2_61190.1, SRDH2_61190.2, SRDH2_61190.6, SRDH2_61190.7, SRDH2_61190.10, SRDH2_61190.13, SRDH2_61190.11, SRDH2_61190.12, SRDH2_61190.14
OG0000816	T265_10520, T265_15172	SRDH2_86370.2, SRDH2_86350.1, SRDH2_86370.5, SRDH2_86370.6, SRDH2_86370.7, SRDH2_86370.8, SRDH2_86370.9, SRDH2_86370.10, SRDH2_86370.11, SRDH2_86370.3, SRDH2_86370.4, SRDH2_86440.1, SRDH2_86370.1, SRDH2_86370.12, SRDH2_86380.1
OG0000817	T265_03538	SRDH2_91270.10, SRDH2_91270.1, SRDH2_91270.2, SRDH2_91270.3, SRDH2_91270.4, SRDH2_91270.5, SRDH2_91270.6, SRDH2_91270.7, SRDH2_91270.8, SRDH2_91270.9
OG0000818	T265_12681	SRDH2_12080.4, SRDH2_12080.5, SRDH2_12080.2, SRDH2_12080.7, SRDH2_12080.10, SRDH2_12080.11, SRDH2_12080.9, SRDH2_12080.3, SRDH2_12080.8, SRDH2_12080.1, SRDH2_12080.6
OG0000819	T265_02518	SRDH2_65960.1, SRDH2_65960.2, SRDH2_65960.3, SRDH2_65960.4, SRDH2_65960.6, SRDH2_65960.7, SRDH2_65960.5
OG0000820	T265_01694	SRDH2_87370.1
OG0000820	T265_13819	SRDH2_28290.1
OG0000821	T265_13288	SRDH2_49890.7, SRDH2_49890.3, SRDH2_49890.4, SRDH2_49890.5, SRDH2_49890.8, SRDH2_49890.1, SRDH2_49890.2, SRDH2_49890.6
OG0000822	T265_03848	SRDH2_76250.7, SRDH2_76250.2, SRDH2_76250.4, SRDH2_76250.1, SRDH2_76250.3, SRDH2_76250.5, SRDH2_76250.6, SRDH2_76250.8
OG0000823	T265_00829	SRDH2_52700.1
OG0000823	T265_11555	SRDH2_96220.1, SRDH2_96230.1
OG0000824	T265_07875	SRDH2_3190.3, SRDH2_3190.1, SRDH2_3190.2
OG0000826	T265_06114	SRDH2_56310.4, SRDH2_56310.7, SRDH2_56310.5, SRDH2_56310.2, SRDH2_56310.6, SRDH2_56310.8, SRDH2_56310.1, SRDH2_56310.3
OG0000827	T265_04215, T265_13453, T265_08146, T265_00316	SRDH2_77260.1, SRDH2_77260.2, SRDH2_77260.3
OG0000830	T265_03604	SRDH2_49660.5, SRDH2_49660.3, SRDH2_49660.7, SRDH2_49660.8, SRDH2_49660.1, SRDH2_49660.2, SRDH2_49660.4, SRDH2_49660.6
OG0000831	T265_11740	SRDH2_42770.1, SRDH2_42770.3, SRDH2_42770.2, SRDH2_42770.4
OG0000832	T265_06731	SRDH2_61930.11, SRDH2_61930.3, SRDH2_61930.9, SRDH2_61930.2, SRDH2_61930.7, SRDH2_61930.10, SRDH2_61930.8, SRDH2_61930.4, SRDH2_61930.5, SRDH2_61930.1, SRDH2_61930.6
OG0000833	T265_15296	SRDH2_35200.1, SRDH2_35200.3, SRDH2_35200.5, SRDH2_35200.7, SRDH2_35200.10, SRDH2_35200.2, SRDH2_35200.4, SRDH2_35200.6, SRDH2_35200.8, SRDH2_35200.9
OG0000834	T265_08688	SRDH2_49470.2, SRDH2_49470.3, SRDH2_49470.5, SRDH2_49470.1, SRDH2_49470.4
OG0000835	T265_05875	SRDH2_31910.9, SRDH2_31910.2, SRDH2_31910.7, SRDH2_31910.4, SRDH2_31910.1, SRDH2_31910.8, SRDH2_31910.5, SRDH2_31910.6, SRDH2_31910.10, SRDH2_31910.3
OG0000836	T265_07620, T265_16203	SRDH2_37590.3, SRDH2_37590.1, SRDH2_37590.4, SRDH2_37590.5, SRDH2_37590.2
OG0000837	T265_08390	SRDH2_36250.1, SRDH2_36250.2, SRDH2_36250.4, SRDH2_36250.5, SRDH2_36250.6, SRDH2_36250.3
OG0000838	T265_02612	SRDH2_39260.1, SRDH2_39250.1
OG0000839	T265_03005	SRDH2_38650.4, SRDH2_38650.3, SRDH2_38650.2, SRDH2_38650.5, SRDH2_38650.1
OG0000840	T265_12899	SRDH2_71720.1, SRDH2_71720.2, SRDH2_71720.3
OG0000841	T265_06170	SRDH2_20780.2, SRDH2_20780.1, SRDH2_20780.3
OG0000842	T265_14136	SRDH2_69130.3, SRDH2_69130.2, SRDH2_69130.1, SRDH2_69130.5, SRDH2_69130.6, SRDH2_69130.7, SRDH2_69130.4
OG0000843	T265_02386	SRDH2_84590.3, SRDH2_84590.5, SRDH2_84590.1, SRDH2_84590.2, SRDH2_84590.4
OG0000844	T265_00279	SRDH2_5320.7, SRDH2_5320.8, SRDH2_5320.4, SRDH2_5320.5, SRDH2_5320.1, SRDH2_5320.2, SRDH2_5320.3, SRDH2_5320.6
OG0000845	T265_12579	SRDH2_92860.1, SRDH2_92860.2, SRDH2_92860.3, SRDH2_92860.4
OG0000846	T265_05703	SRDH2_17340.1
OG0000847	T265_07827, T265_09008, T265_01575, T265_07199	SRDH2_1250.9, SRDH2_1250.5, SRDH2_1250.2, SRDH2_1250.3, SRDH2_1250.12, SRDH2_1250.8, SRDH2_1250.1, SRDH2_1250.7, SRDH2_1250.10, SRDH2_1250.11, SRDH2_1250.13, SRDH2_1250.14, SRDH2_1250.4, SRDH2_1250.6
OG0000848	T265_00764	SRDH2_32410.3, SRDH2_32410.4, SRDH2_32410.6, SRDH2_32410.2, SRDH2_32410.5, SRDH2_32410.1
OG0000849	T265_12610	SRDH2_39300.3, SRDH2_39300.1, SRDH2_39300.4, SRDH2_39300.2
OG0000850	T265_10398	SRDH2_27730.8, SRDH2_27730.9, SRDH2_27730.2, SRDH2_27730.4, SRDH2_27730.5, SRDH2_27730.10, SRDH2_27730.1, SRDH2_27730.11, SRDH2_27730.3, SRDH2_27730.6, SRDH2_27730.7
OG0000851	T265_04154	SRDH2_91860.13, SRDH2_91860.3, SRDH2_91860.4, SRDH2_91860.7, SRDH2_91860.11, SRDH2_91860.12, SRDH2_91860.2, SRDH2_91860.9, SRDH2_91860.1, SRDH2_91860.10, SRDH2_91860.6, SRDH2_91860.8, SRDH2_91860.5
OG0000852	T265_08766	SRDH2_11230.3, SRDH2_11230.1, SRDH2_11230.2, SRDH2_11230.4
OG0000853	T265_06027	SRDH2_85100.1, SRDH2_85100.5, SRDH2_85100.3, SRDH2_85100.4, SRDH2_85100.2
OG0000854	T265_15559, T265_14260, T265_15560	SRDH2_37580.1, SRDH2_37570.1
OG0000855	T265_13837, T265_15500	SRDH2_55520.1, SRDH2_55520.4, SRDH2_55520.5, SRDH2_55520.3, SRDH2_55520.2
OG0000856	T265_14822	SRDH2_3090.1, SRDH2_3090.2
OG0000857	T265_14322	SRDH2_4250.8, SRDH2_4250.1, SRDH2_4250.2, SRDH2_4250.5, SRDH2_4250.6, SRDH2_4250.4, SRDH2_4250.7, SRDH2_4250.9, SRDH2_4250.3
OG0000858	T265_15000	SRDH2_4610.3, SRDH2_4610.2, SRDH2_4610.1, SRDH2_4610.4
OG0000860	T265_06072	SRDH2_61480.1
OG0000860	T265_05631	SRDH2_64020.2, SRDH2_64020.1
OG0000861	T265_04574	SRDH2_11900.3, SRDH2_11900.4, SRDH2_11900.1, SRDH2_11900.2
OG0000862	T265_09368, T265_09366, T265_09369	SRDH2_30410.3, SRDH2_30410.1, SRDH2_30410.5, SRDH2_30410.2, SRDH2_30410.4, SRDH2_30410.6, SRDH2_30410.7
OG0000863	T265_05435	SRDH2_7510.2
OG0000864	T265_05363	SRDH2_95800.3, SRDH2_95800.4, SRDH2_95800.5, SRDH2_95800.1, SRDH2_95840.4, SRDH2_95840.2, SRDH2_95840.5, SRDH2_95800.2, SRDH2_95840.3, SRDH2_95840.1
OG0000865	T265_05335	SRDH2_35160.4, SRDH2_35160.6, SRDH2_35160.2, SRDH2_35160.5, SRDH2_35160.1, SRDH2_35160.7, SRDH2_35160.3
OG0000866	T265_09230	SRDH2_690.1
OG0000867	T265_03080	SRDH2_7330.1
OG0000869	T265_14256	SRDH2_93430.1
OG0000870	T265_06698	SRDH2_940.1, SRDH2_940.3, SRDH2_940.4, SRDH2_940.5, SRDH2_940.2, SRDH2_940.6, SRDH2_940.7, SRDH2_940.8
OG0000872	T265_16288, T265_12059	SRDH2_4140.1
OG0000873	T265_15131	SRDH2_13370.1, SRDH2_88780.1
OG0000874	T265_04488, T265_09986, T265_09985	SRDH2_43350.6, SRDH2_43350.1, SRDH2_43350.2, SRDH2_43350.3, SRDH2_43350.4, SRDH2_43350.5
OG0000876	T265_03229	SRDH2_24180.1
OG0000877	T265_14662	SRDH2_7440.7, SRDH2_7440.5, SRDH2_7440.6, SRDH2_7440.3, SRDH2_7440.4, SRDH2_7440.1, SRDH2_7440.2
OG0000879	T265_08209	SRDH2_60000.1, SRDH2_60000.2, SRDH2_60000.3, SRDH2_60150.1, SRDH2_59960.1, SRDH2_60140.1, SRDH2_59970.1, SRDH2_59990.1, SRDH2_59980.1
OG0000881	T265_09970	SRDH2_92010.1
OG0000882	T265_15327, T265_15326	SRDH2_22570.1
OG0000882	T265_00439, T265_08858	SRDH2_40290.1, SRDH2_40290.2
OG0000883	T265_08857	SRDH2_40280.1
OG0000884	T265_10076, T265_15490	SRDH2_39530.4, SRDH2_39530.3, SRDH2_39530.1, SRDH2_39530.2
OG0000885	T265_12962, T265_02246	SRDH2_170.1, SRDH2_170.2
OG0000886	T265_01994	SRDH2_71820.3, SRDH2_71820.4, SRDH2_71820.1, SRDH2_71820.2
OG0000887	T265_15509	SRDH2_20070.1
OG0000888	T265_14777, T265_14776	SRDH2_80640.1, SRDH2_80640.2, SRDH2_80640.3, SRDH2_80660.2, SRDH2_80660.1, SRDH2_80660.3
OG0000889	T265_10291, T265_03241	SRDH2_28140.4, SRDH2_28140.1, SRDH2_28140.2, SRDH2_28140.3
OG0000890	T265_04042, T265_05866	SRDH2_41160.3, SRDH2_41160.1, SRDH2_41160.2, SRDH2_41160.5, SRDH2_41160.4
OG0000891	T265_13383, T265_13385	SRDH2_37700.1
OG0000892	T265_13465, T265_04286	SRDH2_54060.5, SRDH2_54060.7, SRDH2_54060.1, SRDH2_54060.3, SRDH2_54060.4, SRDH2_54060.9, SRDH2_54060.2, SRDH2_54060.6, SRDH2_54060.8, SRDH2_54060.10
OG0000894	T265_14564, T265_08709	SRDH2_90570.1
OG0000895	T265_08916	SRDH2_44270.1
OG0000896	T265_11745, T265_15524	SRDH2_21440.1
OG0000897	T265_09054	SRDH2_10430.8, SRDH2_10430.14, SRDH2_10430.15, SRDH2_10430.16, SRDH2_10430.12, SRDH2_10430.13, SRDH2_10430.2, SRDH2_10430.17, SRDH2_10430.6, SRDH2_10430.1, SRDH2_10430.7, SRDH2_10430.3, SRDH2_10430.4, SRDH2_10430.10, SRDH2_10430.9, SRDH2_10430.11, SRDH2_10430.5
OG0000898	T265_03575	SRDH2_73620.1
OG0000899	T265_00966	SRDH2_13500.6, SRDH2_13500.4, SRDH2_13500.8, SRDH2_13500.7, SRDH2_13500.5, SRDH2_13500.12, SRDH2_13500.9, SRDH2_13500.13, SRDH2_13500.10, SRDH2_13500.11, SRDH2_13500.2, SRDH2_13500.1, SRDH2_13500.3
OG0000900	T265_15960	SRDH2_3690.1, SRDH2_3690.2
OG0000901	T265_03340	SRDH2_64150.1
OG0000902	T265_03522	SRDH2_56170.1
OG0000903	T265_02094	SRDH2_15940.2, SRDH2_15940.4, SRDH2_15940.1, SRDH2_15940.3, SRDH2_15940.5, SRDH2_15940.6
OG0000904	T265_06409	SRDH2_5180.1
OG0000905	T265_08905	SRDH2_80830.6, SRDH2_80830.2, SRDH2_80830.4, SRDH2_80830.5, SRDH2_80830.1, SRDH2_80830.3
OG0000906	T265_09792	SRDH2_65490.15, SRDH2_65490.17, SRDH2_65490.18, SRDH2_65490.5, SRDH2_65490.1, SRDH2_65490.10, SRDH2_65490.12, SRDH2_65490.13, SRDH2_65490.14, SRDH2_65490.16, SRDH2_65490.6, SRDH2_65490.9, SRDH2_65490.11, SRDH2_65490.2, SRDH2_65490.3, SRDH2_65490.4, SRDH2_65490.7, SRDH2_65490.8
OG0000907	T265_00831	SRDH2_76380.1
OG0000908	T265_13306	SRDH2_27040.1
OG0000910	T265_10833	SRDH2_8380.1, SRDH2_8380.2, SRDH2_8370.1
OG0000911	T265_11627, T265_11628	SRDH2_59810.8, SRDH2_59810.3, SRDH2_59810.9, SRDH2_59810.1, SRDH2_59810.10, SRDH2_59810.11, SRDH2_59810.2, SRDH2_59810.7, SRDH2_59810.6, SRDH2_59810.12, SRDH2_59810.4, SRDH2_59810.5
OG0000912	T265_06227	SRDH2_6520.5, SRDH2_6520.8, SRDH2_6520.1, SRDH2_6520.6, SRDH2_6520.2, SRDH2_6520.3, SRDH2_6520.4, SRDH2_6520.7, SRDH2_6520.9, SRDH2_6520.10
OG0000913	T265_10377, T265_05795, T265_15140	SRDH2_37070.1
OG0000914	T265_06456	SRDH2_38680.1
OG0000915	T265_00756	SRDH2_29900.1, SRDH2_29900.6, SRDH2_29900.7, SRDH2_29900.2, SRDH2_29900.3, SRDH2_29900.4, SRDH2_29900.5
OG0000916	T265_11901	SRDH2_39820.1, SRDH2_39820.2, SRDH2_39820.3, SRDH2_39820.4
OG0000917	T265_02425	SRDH2_86710.2, SRDH2_86710.4, SRDH2_86710.1, SRDH2_86710.3, SRDH2_86710.5
OG0000918	T265_13665	SRDH2_27120.1, SRDH2_27120.3, SRDH2_27120.4, SRDH2_27120.2
