Orthogroup	opisthorchis_viverrini	schistosoma_haematobium
OG0001078	T265_01377	SHAE2_65410.3, SHAE2_65410.1, SHAE2_65410.5, SHAE2_65410.2, SHAE2_65410.4, SHAE2_65410.6, SHAE2_65410.7, SHAE2_65410.8
OG0001079	T265_01997	SHAE2_79830.1, SHAE2_79830.2, SHAE2_79830.3, SHAE2_79840.1, SHAE2_79840.2, SHAE2_79840.3
OG0001080	T265_03280, T265_06062	SHAE2_78270.2, SHAE2_78270.1, SHAE2_78270.3
OG0001081	T265_02594	SHAE2_36740.3, SHAE2_36740.2, SHAE2_36740.1, SHAE2_36740.4
OG0001082	T265_14341	SHAE2_51910.1
OG0001083	T265_05304	SHAE2_99710.3, SHAE2_99710.1, SHAE2_99710.2, SHAE2_99710.4
OG0001084	T265_03430	SHAE2_22570.1, SHAE2_22570.2
OG0001085	T265_05309	SHAE2_100840.8, SHAE2_100840.1, SHAE2_100840.2, SHAE2_100840.3, SHAE2_100840.4, SHAE2_100840.6, SHAE2_100840.7, SHAE2_100840.5
OG0001086	T265_00332	SHAE2_76120.6, SHAE2_76120.7, SHAE2_76120.1, SHAE2_76120.2, SHAE2_76120.5, SHAE2_76120.3, SHAE2_76120.4
OG0001087	T265_02349, T265_02348, T265_04933	SHAE2_54550.2, SHAE2_54550.1
OG0001087	T265_13295	SHAE2_39230.1
OG0001088	T265_14908	SHAE2_26870.1
OG0001089	T265_04203	SHAE2_69420.2, SHAE2_69420.4, SHAE2_69420.1, SHAE2_69420.3
OG0001090	T265_05314	SHAE2_101540.1, SHAE2_101540.2, SHAE2_101540.3, SHAE2_101540.4, SHAE2_101540.5, SHAE2_101540.6
OG0001091	T265_08694	SHAE2_51800.1, SHAE2_51800.2, SHAE2_51800.3, SHAE2_51800.6, SHAE2_51800.7, SHAE2_51800.4, SHAE2_51800.5, SHAE2_51800.8
OG0001092	T265_05477	SHAE2_74140.1
OG0001094	T265_01493	SHAE2_39600.2, SHAE2_39600.1, SHAE2_39600.3
OG0001095	T265_12507, T265_12509	SHAE2_54250.1, SHAE2_54250.2, SHAE2_54250.7, SHAE2_54250.10, SHAE2_54250.3, SHAE2_54250.4, SHAE2_54250.6, SHAE2_54250.9, SHAE2_54250.5, SHAE2_54250.11, SHAE2_54250.8
OG0001096	T265_02087	SHAE2_21620.5, SHAE2_21620.1, SHAE2_21620.3, SHAE2_21620.2, SHAE2_21620.4, SHAE2_21620.6
OG0001097	T265_12596, T265_12597	SHAE2_73840.3, SHAE2_73840.2, SHAE2_73840.5, SHAE2_73840.1, SHAE2_73840.4
OG0001098	T265_03530	SHAE2_34190.2, SHAE2_34190.1
OG0001099	T265_09134	SHAE2_97750.1, SHAE2_97750.2
OG0001100	T265_12718	SHAE2_72500.3, SHAE2_72500.5, SHAE2_72500.4, SHAE2_72500.1, SHAE2_72500.2
OG0001101	T265_01277	SHAE2_49190.1, SHAE2_49160.1
OG0001102	T265_07011	SHAE2_66600.2, SHAE2_66600.4, SHAE2_66600.3, SHAE2_66600.7, SHAE2_66600.5, SHAE2_66600.6, SHAE2_66600.1, SHAE2_66600.9, SHAE2_66600.8
OG0001103	T265_11524, T265_11526	SHAE2_99580.1, SHAE2_99580.2, SHAE2_99580.3, SHAE2_99580.4, SHAE2_99580.5
OG0001105	T265_00108	SHAE2_34300.1, SHAE2_34300.2, SHAE2_34300.4, SHAE2_34300.5, SHAE2_34300.6, SHAE2_34300.7, SHAE2_34300.8, SHAE2_34300.3
OG0001106	T265_03131	SHAE2_72950.3, SHAE2_72950.6, SHAE2_72950.4, SHAE2_72950.1, SHAE2_72950.2, SHAE2_72950.5
OG0001107	T265_01259	SHAE2_54690.1, SHAE2_54690.2, SHAE2_54690.3
OG0001108	T265_04027	SHAE2_30880.2, SHAE2_30880.3, SHAE2_30880.4, SHAE2_30880.1
OG0001109	T265_15651	SHAE2_36810.1, SHAE2_36810.2
OG0001110	T265_03630	SHAE2_4450.2, SHAE2_4450.3, SHAE2_4450.1, SHAE2_4450.4
OG0001111	T265_15867	SHAE2_52220.1
OG0001112	T265_07938	SHAE2_101020.1, SHAE2_100990.1, SHAE2_101000.1
OG0001113	T265_01569	SHAE2_8320.1, SHAE2_8320.3, SHAE2_8320.2
OG0001114	T265_10355	SHAE2_7160.1
OG0001115	T265_14281	SHAE2_99680.1
OG0001116	T265_04971	SHAE2_86210.1
OG0001117	T265_09895, T265_16078	SHAE2_17240.3, SHAE2_17240.5, SHAE2_17240.7, SHAE2_17240.8, SHAE2_17240.1, SHAE2_17240.6, SHAE2_17240.4, SHAE2_17240.2
OG0001118	T265_15682	SHAE2_75760.1, SHAE2_75770.1
OG0001119	T265_00531	SHAE2_69390.1
OG0001120	T265_14589, T265_14590	SHAE2_33860.3, SHAE2_33860.5, SHAE2_33860.1, SHAE2_33860.2, SHAE2_33860.4, SHAE2_33860.7, SHAE2_33860.6
OG0001121	T265_02829	SHAE2_60250.2, SHAE2_60250.1, SHAE2_60250.3, SHAE2_60250.4
OG0001122	T265_01758	SHAE2_103440.1, SHAE2_103440.2
OG0001123	T265_01870	SHAE2_95920.3, SHAE2_95920.1, SHAE2_95920.2
OG0001124	T265_12781	SHAE2_40830.1
OG0001125	T265_11059, T265_11060, T265_05778	SHAE2_15580.1, SHAE2_15620.1, SHAE2_15620.2
OG0001129	T265_03641	SHAE2_40500.1, SHAE2_40500.2, SHAE2_40520.3, SHAE2_40520.2, SHAE2_40520.1, SHAE2_40520.4
OG0001130	T265_02467	SHAE2_13820.1, SHAE2_13820.2, SHAE2_13820.7, SHAE2_13820.6, SHAE2_13820.8, SHAE2_13820.9, SHAE2_13820.5, SHAE2_13820.3, SHAE2_13820.4
OG0001131	T265_08223	SHAE2_78420.1, SHAE2_78410.1
OG0001132	T265_02407	SHAE2_87800.4, SHAE2_87800.6, SHAE2_87800.5, SHAE2_87800.1, SHAE2_87800.2, SHAE2_87800.3, SHAE2_87800.7
OG0001133	T265_03046	SHAE2_101550.1
OG0001133	T265_14376, T265_07758, T265_14375	SHAE2_18010.1
OG0001134	T265_10110	SHAE2_69600.5, SHAE2_69600.1, SHAE2_69600.4, SHAE2_69600.2, SHAE2_69600.6, SHAE2_69600.3
OG0001135	T265_08862	SHAE2_37250.3, SHAE2_37250.1, SHAE2_37250.2
OG0001136	T265_05385	SHAE2_26110.1
OG0001137	T265_00383	SHAE2_56760.3, SHAE2_56760.2, SHAE2_56760.5, SHAE2_56760.6, SHAE2_56760.7, SHAE2_56760.1, SHAE2_56760.4, SHAE2_56760.8
OG0001138	T265_10030	SHAE2_22740.1
OG0001139	T265_13523	SHAE2_40230.9, SHAE2_40230.1, SHAE2_40230.4, SHAE2_40230.5, SHAE2_40230.7, SHAE2_40230.8, SHAE2_40230.3, SHAE2_40230.6, SHAE2_40230.2
OG0001140	T265_04041	SHAE2_49560.3, SHAE2_49560.4, SHAE2_49560.2, SHAE2_49560.1
OG0001141	T265_05904	SHAE2_84270.1, SHAE2_84280.1
OG0001142	T265_08036	SHAE2_14830.6, SHAE2_14830.5, SHAE2_14830.1, SHAE2_14830.3, SHAE2_14830.4, SHAE2_14830.2, SHAE2_14810.1
OG0001143	T265_00671	SHAE2_66990.9, SHAE2_66990.7, SHAE2_66990.10, SHAE2_66990.2, SHAE2_66990.8, SHAE2_66990.1, SHAE2_66990.5, SHAE2_66990.6, SHAE2_66990.3, SHAE2_66990.4
OG0001144	T265_07617	SHAE2_39010.1, SHAE2_39010.2, SHAE2_39010.3, SHAE2_39010.4, SHAE2_39010.5, SHAE2_39010.6
OG0001145	T265_00186	SHAE2_69750.2, SHAE2_69750.6, SHAE2_69750.1, SHAE2_69750.3, SHAE2_69750.4, SHAE2_69750.5
OG0001146	T265_06313	SHAE2_4940.1, SHAE2_4940.4, SHAE2_4940.2, SHAE2_4940.3, SHAE2_4940.5, SHAE2_4940.6, SHAE2_4940.7, SHAE2_4940.8
OG0001147	T265_07177	SHAE2_8220.1, SHAE2_8220.2, SHAE2_8220.3
OG0001149	T265_05953	SHAE2_82610.1, SHAE2_82610.2, SHAE2_82610.5, SHAE2_82610.7, SHAE2_82610.6, SHAE2_82610.4, SHAE2_82610.3
OG0001150	T265_00437	SHAE2_55310.1, SHAE2_55310.2, SHAE2_55310.3
OG0001151	T265_15472, T265_13441	SHAE2_95190.2, SHAE2_95190.1
OG0001153	T265_01176	SHAE2_73650.4, SHAE2_73650.6, SHAE2_73650.7, SHAE2_73650.5, SHAE2_73650.2, SHAE2_73650.1, SHAE2_73650.3
OG0001154	T265_04740	SHAE2_46790.1, SHAE2_46820.1
OG0001155	T265_04064	SHAE2_51710.1
OG0001156	T265_06433	SHAE2_8160.1, SHAE2_8160.2
OG0001157	T265_14481	SHAE2_67020.1
OG0001158	T265_06397	SHAE2_45240.1, SHAE2_45240.2, SHAE2_45240.3, SHAE2_45240.4
OG0001159	T265_09195	SHAE2_97930.6, SHAE2_97930.7, SHAE2_97930.3, SHAE2_97930.4, SHAE2_97930.5, SHAE2_97930.8, SHAE2_97930.1, SHAE2_97930.2
OG0001161	T265_00653, T265_08935, T265_08936, T265_13517	SHAE2_72940.1, SHAE2_69860.1, SHAE2_69860.2
OG0001162	T265_04454	SHAE2_38550.3, SHAE2_38550.2, SHAE2_38550.4, SHAE2_38550.6, SHAE2_38550.1, SHAE2_38550.5
OG0001163	T265_07853	SHAE2_81660.1, SHAE2_81660.5, SHAE2_81660.3, SHAE2_81660.2, SHAE2_81660.4
OG0001164	T265_12833	SHAE2_85280.2, SHAE2_85280.1
OG0001165	T265_08213	SHAE2_61540.1, SHAE2_61540.2
OG0001166	T265_05263, T265_09404	SHAE2_12840.1, SHAE2_12840.2, SHAE2_12840.5, SHAE2_12840.3, SHAE2_12840.4
OG0001167	T265_08105	SHAE2_38540.6, SHAE2_38540.1, SHAE2_38540.2, SHAE2_38540.4, SHAE2_38540.5, SHAE2_38540.3, SHAE2_38540.7
OG0001168	T265_15277	SHAE2_14400.1
OG0001169	T265_08843, T265_16294	SHAE2_53380.6, SHAE2_53380.8, SHAE2_53380.7, SHAE2_53380.10, SHAE2_53380.3, SHAE2_53380.4, SHAE2_53380.2, SHAE2_53380.9, SHAE2_53380.1, SHAE2_53380.5
OG0001170	T265_01846	SHAE2_13210.3, SHAE2_13210.2, SHAE2_13210.1, SHAE2_13210.4
OG0001171	T265_10087, T265_11342	SHAE2_17540.7, SHAE2_17540.3, SHAE2_17540.2, SHAE2_17540.4, SHAE2_17540.6, SHAE2_17540.1, SHAE2_17540.5
OG0001172	T265_08932, T265_15849	SHAE2_64570.1
OG0001173	T265_14048, T265_14047	SHAE2_2040.1
OG0001174	T265_12676	SHAE2_11650.1
OG0001175	T265_01290	SHAE2_55380.1, SHAE2_55380.2, SHAE2_55380.3, SHAE2_55380.4, SHAE2_55380.5, SHAE2_55380.6
OG0001176	T265_00168	SHAE2_77870.1, SHAE2_77870.2, SHAE2_77870.4, SHAE2_77870.3
OG0001177	T265_09629	SHAE2_103260.1, SHAE2_27100.1, SHAE2_27100.2
OG0001178	T265_13363	SHAE2_2920.1, SHAE2_2910.1, SHAE2_2910.2, SHAE2_2910.4, SHAE2_2910.3
OG0001179	T265_05221	SHAE2_98480.1, SHAE2_98480.2
OG0001180	T265_13220	SHAE2_11290.4, SHAE2_11290.1, SHAE2_11290.3, SHAE2_11290.6, SHAE2_11290.2, SHAE2_11290.5
OG0001181	T265_11423	SHAE2_61600.1
OG0001184	T265_00213	SHAE2_4040.1, SHAE2_4040.2, SHAE2_4040.3
OG0001185	T265_04552	SHAE2_12490.2, SHAE2_12490.1, SHAE2_12490.3
OG0001186	T265_12678	SHAE2_5460.1, SHAE2_5460.2, SHAE2_5460.3
OG0001187	T265_02980	SHAE2_33600.3, SHAE2_33600.1, SHAE2_33600.2, SHAE2_33600.5, SHAE2_33600.4
OG0001188	T265_15159	SHAE2_8460.1, SHAE2_8460.2, SHAE2_8460.3
OG0001189	T265_00193	SHAE2_16220.1
OG0001190	T265_11824	SHAE2_39030.1, SHAE2_39030.2, SHAE2_39030.3, SHAE2_39030.4, SHAE2_39030.6, SHAE2_39030.5
OG0001191	T265_07275	SHAE2_7530.1, SHAE2_7530.9, SHAE2_7530.6, SHAE2_7530.7, SHAE2_7530.8, SHAE2_7530.2, SHAE2_7530.3, SHAE2_7530.4, SHAE2_7530.5
OG0001192	T265_07070	SHAE2_45570.2, SHAE2_45570.1, SHAE2_45570.7, SHAE2_45570.8, SHAE2_45570.3, SHAE2_45570.4, SHAE2_45570.5, SHAE2_45570.6
OG0001193	T265_15398, T265_11656, T265_03245, T265_13788	SHAE2_87070.4, SHAE2_87070.5, SHAE2_87070.2, SHAE2_87070.3, SHAE2_87070.1
OG0001194	T265_06139, T265_06140	SHAE2_7020.5, SHAE2_7020.6, SHAE2_7020.3, SHAE2_7020.4, SHAE2_7020.2, SHAE2_7020.7, SHAE2_7020.1
OG0001197	T265_11253	SHAE2_24140.1, SHAE2_24140.3, SHAE2_24140.2, SHAE2_24140.4, SHAE2_24140.5
OG0001202	T265_05149	SHAE2_15270.1, SHAE2_15270.2, SHAE2_15270.3
OG0001203	T265_05114	SHAE2_1690.1
OG0001203	T265_07810	SHAE2_85070.1
OG0001204	T265_10589	SHAE2_70850.2, SHAE2_70850.4, SHAE2_70850.5, SHAE2_70850.1, SHAE2_70850.3
OG0001205	T265_10082	SHAE2_39250.4, SHAE2_39250.5, SHAE2_39250.6, SHAE2_39250.1, SHAE2_39250.3, SHAE2_39250.2
OG0001207	T265_11953	SHAE2_16810.3, SHAE2_16810.4, SHAE2_16810.6, SHAE2_16810.5, SHAE2_16810.2, SHAE2_16810.7, SHAE2_16810.1
OG0001208	T265_11311	SHAE2_41000.4, SHAE2_41000.1, SHAE2_41000.2, SHAE2_41000.3
OG0001209	T265_08686	SHAE2_51970.1, SHAE2_51970.4, SHAE2_51970.2, SHAE2_51970.3, SHAE2_51970.5
OG0001210	T265_04627	SHAE2_98630.6, SHAE2_98630.1, SHAE2_98630.2, SHAE2_98630.4, SHAE2_98630.5, SHAE2_98630.3
OG0001211	T265_10917	SHAE2_19720.1, SHAE2_19720.2, SHAE2_19720.3, SHAE2_19720.4, SHAE2_19720.6, SHAE2_19720.7, SHAE2_19720.5
OG0001212	T265_05206	SHAE2_26780.1, SHAE2_26780.2, SHAE2_26780.3, SHAE2_26780.4, SHAE2_26780.5
OG0001213	T265_03062	SHAE2_7340.1, SHAE2_7340.4, SHAE2_7340.6, SHAE2_7340.3, SHAE2_7340.2, SHAE2_7340.5
OG0001214	T265_01374	SHAE2_30720.10, SHAE2_30720.11, SHAE2_30720.3, SHAE2_30720.4, SHAE2_30720.6, SHAE2_30720.9, SHAE2_30720.12, SHAE2_30720.2, SHAE2_30720.5, SHAE2_30720.7, SHAE2_30720.8, SHAE2_30720.1
OG0001215	T265_09785	SHAE2_67950.2, SHAE2_67950.3, SHAE2_67950.1, SHAE2_67950.4
OG0001216	T265_01025	SHAE2_28970.1
OG0001217	T265_15227	SHAE2_77470.1, SHAE2_77470.2
OG0001218	T265_03088	SHAE2_14300.1
OG0001219	T265_06431	SHAE2_1490.1, SHAE2_1490.2, SHAE2_1490.3, SHAE2_1490.4
OG0001220	T265_12016, T265_12232	SHAE2_100300.3, SHAE2_100300.4, SHAE2_100300.5, SHAE2_100300.1, SHAE2_100300.2, SHAE2_100300.6
OG0001221	T265_15143	SHAE2_66630.4, SHAE2_66630.5, SHAE2_66630.1, SHAE2_66630.2, SHAE2_66630.3
OG0001222	T265_02622	SHAE2_97330.1
OG0001223	T265_00721	SHAE2_35000.4, SHAE2_35000.2, SHAE2_35000.3, SHAE2_35000.1
OG0001224	T265_14840	SHAE2_86590.1, SHAE2_86590.2, SHAE2_86590.3, SHAE2_86590.4
OG0001225	T265_15456	SHAE2_62820.6, SHAE2_62820.7, SHAE2_62820.3, SHAE2_62820.2, SHAE2_62820.4, SHAE2_62820.1, SHAE2_62820.5
OG0001226	T265_12558	SHAE2_48780.1
OG0001227	T265_08672	SHAE2_66010.5, SHAE2_66010.4, SHAE2_66010.2, SHAE2_66010.6, SHAE2_66010.1, SHAE2_66010.3
OG0001229	T265_13483	SHAE2_32730.1, SHAE2_32730.2, SHAE2_32730.3, SHAE2_32730.4
OG0001230	T265_06173	SHAE2_19040.6, SHAE2_19040.1, SHAE2_19040.5, SHAE2_19040.2, SHAE2_19040.3, SHAE2_19040.4
OG0001231	T265_11984	SHAE2_42430.3, SHAE2_42430.4, SHAE2_42430.7, SHAE2_42430.8, SHAE2_42430.1, SHAE2_42430.2, SHAE2_42430.5, SHAE2_42430.6
OG0001232	T265_02414, T265_08762, T265_14855	SHAE2_85210.1, SHAE2_85240.1
OG0001233	T265_12818	SHAE2_6450.1, SHAE2_6450.2, SHAE2_6450.3
OG0001234	T265_09478	SHAE2_47000.1, SHAE2_47000.2, SHAE2_47000.3, SHAE2_47000.4
OG0001235	T265_03531	SHAE2_31120.1, SHAE2_31110.1
OG0001236	T265_13174	SHAE2_67670.1, SHAE2_67670.4, SHAE2_67670.2, SHAE2_67670.3
OG0001237	T265_13308	SHAE2_28930.1, SHAE2_28850.1
OG0001238	T265_01675	SHAE2_89190.2, SHAE2_89190.1, SHAE2_89190.4, SHAE2_89190.3
OG0001239	T265_03082	SHAE2_14320.1, SHAE2_14320.2, SHAE2_14320.3, SHAE2_14320.4
OG0001240	T265_08224	SHAE2_57260.1, SHAE2_57260.3, SHAE2_57260.4, SHAE2_57260.2
OG0001241	T265_00540	SHAE2_63670.1
OG0001241	T265_00343	SHAE2_79010.1
OG0001242	T265_00140, T265_06857	SHAE2_59820.1
OG0001244	T265_13277	SHAE2_95030.5, SHAE2_95030.4, SHAE2_95030.3, SHAE2_95030.6, SHAE2_95030.1, SHAE2_95030.7, SHAE2_95030.2
OG0001245	T265_14234	SHAE2_13960.1
OG0001246	T265_02606	SHAE2_36000.3, SHAE2_36000.1, SHAE2_36000.2
OG0001247	T265_04001	SHAE2_40160.1
OG0001248	T265_13129	SHAE2_6170.1
OG0001249	T265_06475	SHAE2_38900.3, SHAE2_38900.4, SHAE2_38910.3, SHAE2_38910.4, SHAE2_38900.1, SHAE2_38910.2, SHAE2_38900.2, SHAE2_38910.1
OG0001250	T265_08176	SHAE2_2330.2, SHAE2_2330.3, SHAE2_2330.1, SHAE2_2340.1, SHAE2_2340.2
OG0001251	T265_12979	SHAE2_81830.1
OG0001252	T265_02686	SHAE2_55170.1, SHAE2_55170.2, SHAE2_55170.3, SHAE2_55170.4, SHAE2_55170.5, SHAE2_55170.6
OG0001253	T265_13874	SHAE2_58070.2, SHAE2_58070.1, SHAE2_58070.3
OG0001254	T265_11321	SHAE2_35050.1, SHAE2_35060.1
OG0001255	T265_13521	SHAE2_31210.1
OG0001256	T265_02816	SHAE2_51620.1
OG0001257	T265_11892, T265_16136	SHAE2_29210.3, SHAE2_29210.2, SHAE2_29210.5, SHAE2_29210.1, SHAE2_29210.4
OG0001258	T265_13130	SHAE2_81180.3, SHAE2_81180.2, SHAE2_81180.4
OG0001259	T265_09345, T265_09949, T265_09950	SHAE2_63530.1, SHAE2_63530.2
OG0001260	T265_14449, T265_07985, T265_15945	SHAE2_1770.1, SHAE2_1770.3, SHAE2_1770.2
OG0001261	T265_14931	SHAE2_48500.1, SHAE2_48500.2, SHAE2_48500.3
OG0001262	T265_09952	SHAE2_87120.3, SHAE2_87120.6, SHAE2_87120.5, SHAE2_87120.1, SHAE2_87120.2, SHAE2_87120.4
OG0001263	T265_04153	SHAE2_95170.6, SHAE2_95170.3, SHAE2_95170.1, SHAE2_95170.2, SHAE2_95170.4, SHAE2_95170.5, SHAE2_95180.1
OG0001264	T265_03602	SHAE2_57110.3, SHAE2_57110.5, SHAE2_57110.1, SHAE2_57110.2, SHAE2_57110.6, SHAE2_57110.7, SHAE2_57110.4
OG0001265	T265_14950	SHAE2_65030.1
OG0001266	T265_01368	SHAE2_74880.1, SHAE2_74880.4, SHAE2_74880.2, SHAE2_74880.3, SHAE2_74880.5, SHAE2_74880.6
OG0001267	T265_02946	SHAE2_56470.1
OG0001268	T265_10920	SHAE2_8470.1
OG0001269	T265_04251	SHAE2_26040.2, SHAE2_26040.1, SHAE2_26040.3
OG0001270	T265_15549	SHAE2_94240.1
OG0001271	T265_01405	SHAE2_69320.2, SHAE2_69320.4, SHAE2_69320.6, SHAE2_69320.1, SHAE2_69320.3, SHAE2_69320.5
OG0001272	T265_09223	SHAE2_85010.4, SHAE2_85010.1, SHAE2_85010.2, SHAE2_85010.3
OG0001273	T265_12104	SHAE2_78190.3, SHAE2_78190.1, SHAE2_78190.2
OG0001275	T265_07335, T265_10840, T265_11809	SHAE2_57620.1, SHAE2_57620.2, SHAE2_57620.5, SHAE2_57620.6, SHAE2_57620.3, SHAE2_57620.4, SHAE2_57620.7
OG0001276	T265_00611	SHAE2_68690.1
OG0001277	T265_00220	SHAE2_3720.3, SHAE2_3720.4, SHAE2_3720.6, SHAE2_3720.14, SHAE2_3720.5, SHAE2_3720.8, SHAE2_3720.10, SHAE2_3720.2, SHAE2_3720.7, SHAE2_3720.9, SHAE2_3720.13, SHAE2_3720.12, SHAE2_3720.1, SHAE2_3720.11
OG0001278	T265_01837	SHAE2_96240.1, SHAE2_96240.3, SHAE2_96240.2
OG0001281	T265_03870, T265_13351	SHAE2_82730.1, SHAE2_82760.1, SHAE2_82740.1, SHAE2_82750.1
OG0001288	T265_04400	SHAE2_99370.1
OG0001289	T265_07802	SHAE2_31810.2, SHAE2_31810.3, SHAE2_31810.1
OG0001290	T265_06266	SHAE2_5520.7, SHAE2_5520.1, SHAE2_5520.6, SHAE2_5520.4, SHAE2_5520.2, SHAE2_5520.3, SHAE2_5520.5
OG0001291	T265_02085	SHAE2_7520.6, SHAE2_7520.2, SHAE2_7520.4, SHAE2_7520.7, SHAE2_7520.1, SHAE2_7520.3, SHAE2_7520.5, SHAE2_7520.8
OG0001292	T265_15256	SHAE2_7630.1
OG0001293	T265_08598, T265_02864	SHAE2_58860.2, SHAE2_58860.3, SHAE2_58860.1, SHAE2_58830.1
OG0001294	T265_10701, T265_16370	SHAE2_34490.1
OG0001295	T265_09730	SHAE2_34090.1, SHAE2_34090.2, SHAE2_34090.3
OG0001296	T265_08476	SHAE2_8030.2, SHAE2_8030.7, SHAE2_8030.4, SHAE2_8030.3, SHAE2_8030.1, SHAE2_8030.5, SHAE2_8030.6, SHAE2_8030.8
OG0001297	T265_04571	SHAE2_15850.2, SHAE2_15850.1, SHAE2_15850.3
OG0001298	T265_07619	SHAE2_39130.1, SHAE2_39130.2, SHAE2_39130.3, SHAE2_39130.4, SHAE2_39130.6, SHAE2_39130.5
OG0001300	T265_08424	SHAE2_6540.3, SHAE2_6540.1, SHAE2_6540.2
OG0001301	T265_00039	SHAE2_57690.1, SHAE2_57690.2, SHAE2_57690.4, SHAE2_57690.5, SHAE2_57690.3
OG0001302	T265_12500	SHAE2_2760.2, SHAE2_2760.1, SHAE2_2760.3, SHAE2_2760.4, SHAE2_2760.10, SHAE2_2760.12, SHAE2_2760.13, SHAE2_2760.8, SHAE2_2760.5, SHAE2_2760.6, SHAE2_2760.14, SHAE2_2760.15, SHAE2_2760.11, SHAE2_2760.9, SHAE2_2760.7
OG0001303	T265_10770	SHAE2_34070.2, SHAE2_34070.4, SHAE2_34070.1, SHAE2_34070.3
OG0001304	T265_03829	SHAE2_93910.1
OG0001305	T265_07987	SHAE2_1800.1, SHAE2_1800.2, SHAE2_1800.3, SHAE2_1800.4, SHAE2_1800.5, SHAE2_1800.7, SHAE2_1800.6
OG0001306	T265_00541	SHAE2_65640.1, SHAE2_65640.2
OG0001307	T265_01195	SHAE2_85860.1
OG0001307	T265_01660	SHAE2_85840.1
OG0001309	T265_13784	SHAE2_78500.1, SHAE2_78500.5, SHAE2_78500.6, SHAE2_78500.7, SHAE2_78500.2, SHAE2_78500.3, SHAE2_78500.4, SHAE2_78500.8
OG0001310	T265_05987	SHAE2_29730.1, SHAE2_29730.2, SHAE2_29730.3, SHAE2_29730.5, SHAE2_29730.4
OG0001311	T265_11912	SHAE2_46990.1, SHAE2_46990.4, SHAE2_46990.2, SHAE2_46990.3
OG0001312	T265_09660, T265_12061	SHAE2_33830.1
OG0001313	T265_13569, T265_16167	SHAE2_44680.1, SHAE2_44680.5, SHAE2_44680.2, SHAE2_44680.3, SHAE2_44680.4
OG0001314	T265_04550	SHAE2_12350.1, SHAE2_12350.3, SHAE2_12350.2, SHAE2_12350.4, SHAE2_12350.5
OG0001315	T265_13138	SHAE2_33790.1, SHAE2_33790.2, SHAE2_33790.3
OG0001316	T265_04509	SHAE2_37860.1
OG0001317	T265_09060	SHAE2_16720.1, SHAE2_16720.2, SHAE2_16720.3
OG0001318	T265_13991	SHAE2_1080.1
OG0001319	T265_06528	SHAE2_42460.3, SHAE2_42460.7, SHAE2_42460.5, SHAE2_42460.6, SHAE2_42460.8, SHAE2_42460.10, SHAE2_42460.4, SHAE2_42480.1, SHAE2_42460.9
OG0001320	T265_08464	SHAE2_67700.4, SHAE2_67700.1, SHAE2_67700.7, SHAE2_67700.8, SHAE2_67700.6, SHAE2_67700.2, SHAE2_67700.3, SHAE2_67700.5
OG0001322	T265_03302	SHAE2_51010.2, SHAE2_51010.1
OG0001323	T265_12486	SHAE2_1220.1
OG0001324	T265_14768	SHAE2_92110.1, SHAE2_92110.2, SHAE2_92110.3
OG0001325	T265_13829	SHAE2_101660.1, SHAE2_101660.2, SHAE2_101660.3
OG0001326	T265_12747	SHAE2_56970.1
OG0001327	T265_04765	SHAE2_96570.1
OG0001328	T265_08521, T265_16151	SHAE2_5060.6, SHAE2_5060.7, SHAE2_5060.3, SHAE2_5060.2, SHAE2_5060.1, SHAE2_5060.5, SHAE2_5060.4, SHAE2_5060.8, SHAE2_5060.9
OG0001329	T265_08470	SHAE2_6840.1, SHAE2_6840.2, SHAE2_6840.3, SHAE2_6840.5, SHAE2_6840.4, SHAE2_6840.6
OG0001330	T265_02990	SHAE2_33230.1
OG0001331	T265_13007	SHAE2_51410.1, SHAE2_51410.3, SHAE2_51410.2, SHAE2_51410.4
OG0001332	T265_10139	SHAE2_63210.2, SHAE2_63210.1
OG0001332	T265_00767	SHAE2_76330.1
OG0001333	T265_03325	SHAE2_68460.1, SHAE2_68460.2, SHAE2_68460.3
OG0001334	T265_06833	SHAE2_1840.1, SHAE2_1840.2, SHAE2_1840.3, SHAE2_1840.4, SHAE2_1840.5, SHAE2_1840.6, SHAE2_1840.7, SHAE2_1840.10, SHAE2_1840.8, SHAE2_1840.9
OG0001335	T265_08232	SHAE2_33060.1, SHAE2_33060.2, SHAE2_33060.3, SHAE2_33080.1
OG0001336	T265_08608, T265_14629	SHAE2_49570.1, SHAE2_49580.1
OG0001338	T265_14448	SHAE2_40040.4, SHAE2_40040.2, SHAE2_40040.6, SHAE2_40040.3, SHAE2_40040.1, SHAE2_40040.7, SHAE2_40040.8, SHAE2_40040.5, SHAE2_40040.9
OG0001339	T265_15348	SHAE2_13110.4, SHAE2_13110.2, SHAE2_13110.3, SHAE2_13110.1
OG0001340	T265_10344	SHAE2_11560.1, SHAE2_11390.1
OG0001341	T265_12020	SHAE2_81370.3, SHAE2_81370.1, SHAE2_81370.2, SHAE2_81370.4, SHAE2_81370.5, SHAE2_81370.6
OG0001342	T265_14230	SHAE2_55730.2, SHAE2_55730.1, SHAE2_55730.3
OG0001343	T265_13062	SHAE2_76350.1, SHAE2_76350.2
OG0001344	T265_10971	SHAE2_81430.2, SHAE2_81430.5, SHAE2_81430.1, SHAE2_81430.3, SHAE2_81430.6, SHAE2_81430.8, SHAE2_81430.4, SHAE2_81430.7, SHAE2_81430.9
