Orthogroup	opisthorchis_viverrini	schmidtea_mediterranea
OG0001231	T265_11984	h1SMcT0020431.1, h1SMcT0020431.2
OG0001232	T265_02414, T265_08762, T265_14855	h1SMcT0009881.2, h1SMcT0009881.4, h1SMcT0009881.3, h1SMcT0009881.1, h1SMcT0012379.1, h1SMcT0016083.1, h1SMcT0016083.2, h1SMcT0016083.3, h1SMcT0016083.4, h1SMcT0017812.1, h1SMcT0021728.1
OG0001233	T265_12818	h1SMcT0010321.1, h1SMcT0010321.2, h1SMcT0010321.3
OG0001235	T265_03531	h1SMcT0022002.1, h1SMcT0022002.3, h1SMcT0021993.1, h1SMcT0021991.1, h1SMcT0021994.1
OG0001236	T265_13174	h1SMcT0010315.1, h1SMcT0010315.2, h1SMcT0010315.3
OG0001238	T265_01675	h1SMcT0010888.1, h1SMcT0010888.2, h1SMcT0010888.4, h1SMcT0010888.3
OG0001239	T265_03082	h1SMcT0009983.1
OG0001241	T265_00540	h1SMcT0010814.1, h1SMcT0017346.1
OG0001241	T265_00343	h1SMcT0008230.1, h1SMcT0008230.2, h1SMcT0008231.1, h1SMcT0008120.1, h1SMcT0008120.2, h1SMcT0002659.1, h1SMcT0015979.1, h1SMcT0015979.2, h1SMcT0006398.1, h1SMcT0018120.1
OG0001242	T265_00140, T265_06857	h1SMcT0000553.1, h1SMcT0012023.1, h1SMcT0012023.2
OG0001243	T265_14770	h1SMcT0005883.7, h1SMcT0005883.13, h1SMcT0005883.12, h1SMcT0005883.10, h1SMcT0005883.4, h1SMcT0005883.6, h1SMcT0005883.9, h1SMcT0005883.8, h1SMcT0005883.11, h1SMcT0005883.3
OG0001244	T265_13277	h1SMcT0020112.1, h1SMcT0020112.2, h1SMcT0020112.3, h1SMcT0016480.1, h1SMcT0016480.2
OG0001246	T265_02606	h1SMcT0015302.1, h1SMcT0015302.2, h1SMcT0015302.3
OG0001247	T265_04001	h1SMcT0009513.1
OG0001249	T265_06475	h1SMcT0003442.2, h1SMcT0003442.4, h1SMcT0003442.1, h1SMcT0003442.3
OG0001250	T265_08176	h1SMcT0014000.1, h1SMcT0014000.2
OG0001251	T265_12979	h1SMcT0012539.1, h1SMcT0012539.2, h1SMcT0012539.3, h1SMcT0012539.4, h1SMcT0006947.1, h1SMcT0006949.1, h1SMcT0006948.1, h1SMcT0006861.1, h1SMcT0006946.1, h1SMcT0006946.2, h1SMcT0006858.1, h1SMcT0006859.1, h1SMcT0014217.1, h1SMcT0015801.1, h1SMcT0009447.1, h1SMcT0020778.1, h1SMcT0021439.1, h1SMcT0022993.1
OG0001252	T265_02686	h1SMcT0010281.1
OG0001253	T265_13874	h1SMcT0002010.1, h1SMcT0002010.2, h1SMcT0002010.3, h1SMcT0008851.1, h1SMcT0008851.2, h1SMcT0008851.3, h1SMcT0015799.1, h1SMcT0015799.3, h1SMcT0015799.2
OG0001254	T265_11321	h1SMcT0018960.1, h1SMcT0018960.3, h1SMcT0018960.2, h1SMcT0016717.1
OG0001255	T265_13521	h1SMcT0019859.1, h1SMcT0019859.2, h1SMcT0019859.3
OG0001257	T265_11892, T265_16136	h1SMcT0003339.1, h1SMcT0003339.2, h1SMcT0003339.3
OG0001258	T265_13130	h1SMcT0021371.1
OG0001261	T265_14931	h1SMcT0014101.1, h1SMcT0014100.1, h1SMcT0014101.3, h1SMcT0014101.2, h1SMcT0014177.1
OG0001262	T265_09952	h1SMcT0000998.15, h1SMcT0000998.16, h1SMcT0000998.19, h1SMcT0000998.18, h1SMcT0000998.11, h1SMcT0000998.7, h1SMcT0000998.9, h1SMcT0000998.6, h1SMcT0000998.10, h1SMcT0000998.8, h1SMcT0002622.4, h1SMcT0002622.6, h1SMcT0002622.8, h1SMcT0002622.7, h1SMcT0002622.5
OG0001265	T265_14950	h1SMcT0001884.3, h1SMcT0001884.5, h1SMcT0001884.4, h1SMcT0001884.1, h1SMcT0001884.2
OG0001266	T265_01368	h1SMcT0020806.1, h1SMcT0020806.2
OG0001267	T265_02946	h1SMcT0003710.1
OG0001268	T265_10920	h1SMcT0003100.1, h1SMcT0018142.1, h1SMcT0018142.2, h1SMcT0006972.1, h1SMcT0008430.1, h1SMcT0017425.1
OG0001269	T265_04251	h1SMcT0021338.1, h1SMcT0021953.1, h1SMcT0017819.1, h1SMcT0009956.1, h1SMcT0009956.2, h1SMcT0009956.3
OG0001270	T265_15549	h1SMcT0021394.1
OG0001272	T265_09223	h1SMcT0022223.1
OG0001273	T265_12104	h1SMcT0008503.1
OG0001276	T265_00611	h1SMcT0018868.1
OG0001277	T265_00220	h1SMcT0002299.1
OG0001278	T265_01837	h1SMcT0003896.1
OG0001281	T265_03870, T265_13351	h1SMcT0011764.1, h1SMcT0011764.2
OG0001289	T265_07802	h1SMcT0001290.1, h1SMcT0001290.3, h1SMcT0001290.2, h1SMcT0001290.4, h1SMcT0001290.5
OG0001290	T265_06266	h1SMcT0000674.1
OG0001293	T265_08598, T265_02864	h1SMcT0001314.1, h1SMcT0001314.2
OG0001294	T265_10701, T265_16370	h1SMcT0001058.1, h1SMcT0004406.1, h1SMcT0004406.2, h1SMcT0004406.4, h1SMcT0004406.3, h1SMcT0004406.5
OG0001296	T265_08476	h1SMcT0018090.3, h1SMcT0018090.1, h1SMcT0018090.2
OG0001297	T265_04571	h1SMcT0015333.3, h1SMcT0015333.1, h1SMcT0015333.5, h1SMcT0015333.4, h1SMcT0015333.2
OG0001298	T265_07619	h1SMcT0012966.1, h1SMcT0012966.2, h1SMcT0012966.3
OG0001300	T265_08424	h1SMcT0019630.1, h1SMcT0016647.1, h1SMcT0016647.2, h1SMcT0003261.5, h1SMcT0003261.3, h1SMcT0003261.2, h1SMcT0003261.4, h1SMcT0003261.1
OG0001301	T265_00039	h1SMcT0012499.1, h1SMcT0012499.2, h1SMcT0012499.3, h1SMcT0012499.4
OG0001302	T265_12500	h1SMcT0022236.1, h1SMcT0022236.2
OG0001303	T265_10770	h1SMcT0007285.1
OG0001304	T265_03829	h1SMcT0008904.1
OG0001305	T265_07987	h1SMcT0001829.1
OG0001306	T265_00541	h1SMcT0012301.1
OG0001307	T265_01195, T265_01660	h1SMcT0011865.1
OG0001309	T265_13784	h1SMcT0018538.5, h1SMcT0018538.1, h1SMcT0018538.10, h1SMcT0018538.3, h1SMcT0018538.4, h1SMcT0018538.2, h1SMcT0018538.6, h1SMcT0018538.11, h1SMcT0018538.7, h1SMcT0018538.8, h1SMcT0018538.9
OG0001311	T265_11912	h1SMcT0008489.2, h1SMcT0011990.1, h1SMcT0011990.2, h1SMcT0011990.3
OG0001312	T265_09660, T265_12061	h1SMcT0000792.1
OG0001313	T265_13569, T265_16167	h1SMcT0009798.1, h1SMcT0009798.2
OG0001314	T265_04550	h1SMcT0021592.4, h1SMcT0021592.1, h1SMcT0021592.2, h1SMcT0021592.3
OG0001315	T265_13138	h1SMcT0006238.1, h1SMcT0018244.1
OG0001316	T265_04509	h1SMcT0010872.1, h1SMcT0000024.1, h1SMcT0011775.1
OG0001318	T265_13991	h1SMcT0006852.1, h1SMcT0019312.1
OG0001319	T265_06528	h1SMcT0009039.1
OG0001320	T265_08464	h1SMcT0005651.1, h1SMcT0005651.2, h1SMcT0005651.3, h1SMcT0005651.5, h1SMcT0005651.4
OG0001321	T265_00915	h1SMcT0014354.2
OG0001322	T265_03302	h1SMcT0009589.1, h1SMcT0009589.2, h1SMcT0009589.3
OG0001323	T265_12486	h1SMcT0010772.1, h1SMcT0010772.2
OG0001324	T265_14768	h1SMcT0002366.1
OG0001325	T265_13829	h1SMcT0005178.1, h1SMcT0005178.2
OG0001328	T265_08521, T265_16151	h1SMcT0006605.1
OG0001329	T265_08470	h1SMcT0013761.1, h1SMcT0013761.2
OG0001330	T265_02990	h1SMcT0001109.1
OG0001331	T265_13007	h1SMcT0002691.1, h1SMcT0015945.1, h1SMcT0002691.2
OG0001332	T265_10139, T265_00767	h1SMcT0013352.1
OG0001333	T265_03325	h1SMcT0006484.1, h1SMcT0006480.1
OG0001334	T265_06833	h1SMcT0003847.1
OG0001335	T265_08232	h1SMcT0017139.10, h1SMcT0017139.11, h1SMcT0017139.3, h1SMcT0017139.6, h1SMcT0017139.2, h1SMcT0017139.7, h1SMcT0017139.4, h1SMcT0017139.1, h1SMcT0017139.8, h1SMcT0017139.5, h1SMcT0017139.9
OG0001336	T265_08608, T265_14629	h1SMcT0016009.1, h1SMcT0016009.2
OG0001338	T265_14448	h1SMcT0018658.1
OG0001339	T265_15348	h1SMcT0002690.1, h1SMcT0015947.1
OG0001340	T265_10344	h1SMcT0011216.1, h1SMcT0004389.1, h1SMcT0009566.1
OG0001341	T265_12020	h1SMcT0020805.1, h1SMcT0020805.2
OG0001342	T265_14230	h1SMcT0005522.1, h1SMcT0005522.2
OG0001343	T265_13062	h1SMcT0018098.1, h1SMcT0018098.2
OG0001344	T265_10971	h1SMcT0021290.3, h1SMcT0021290.2, h1SMcT0021290.1
OG0001345	T265_01513	h1SMcT0011034.1
OG0001346	T265_14870	h1SMcT0002771.1
OG0001347	T265_13036	h1SMcT0002843.1, h1SMcT0021499.1, h1SMcT0009062.1, h1SMcT0009062.2
OG0001348	T265_01495	h1SMcT0017386.1
OG0001350	T265_14606	h1SMcT0012766.1
OG0001351	T265_13461	h1SMcT0016400.1
OG0001352	T265_05586	h1SMcT0014873.1
OG0001353	T265_04201	h1SMcT0012767.1, h1SMcT0012767.2, h1SMcT0012767.3
OG0001354	T265_07793	h1SMcT0022605.7, h1SMcT0022605.8
OG0001355	T265_14810, T265_10683	h1SMcT0000220.1, h1SMcT0008525.1
OG0001356	T265_02268, T265_01960	h1SMcT0018208.1, h1SMcT0018208.2, h1SMcT0018207.1, h1SMcT0018207.2, h1SMcT0018209.1, h1SMcT0018209.3, h1SMcT0018209.2, h1SMcT0018209.4
OG0001357	T265_02597, T265_15181	h1SMcT0020209.2, h1SMcT0020209.1, h1SMcT0020209.3, h1SMcT0020209.4
OG0001361	T265_09022	h1SMcT0011919.3, h1SMcT0011920.1, h1SMcT0011920.2
OG0001362	T265_07497	h1SMcT0004079.1, h1SMcT0004079.2, h1SMcT0004079.3
OG0001363	T265_13550	h1SMcT0003403.2, h1SMcT0003403.1, h1SMcT0003403.3
OG0001365	T265_06976, T265_16366	h1SMcT0013398.1, h1SMcT0009843.1, h1SMcT0009843.2
OG0001366	T265_09080	h1SMcT0005416.1
OG0001367	T265_06622	h1SMcT0020791.1, h1SMcT0020791.2, h1SMcT0020791.3
OG0001368	T265_00192	h1SMcT0007219.1, h1SMcT0007219.2
OG0001369	T265_01904, T265_15996	h1SMcT0004874.1, h1SMcT0021558.1
OG0001370	T265_14639	h1SMcT0012351.1
OG0001372	T265_07978, T265_16138	h1SMcT0022409.1, h1SMcT0022409.2, h1SMcT0022409.3
OG0001373	T265_00255	h1SMcT0004472.1, h1SMcT0019677.1
OG0001374	T265_12908	h1SMcT0008293.1
OG0001376	T265_03803	h1SMcT0018401.3, h1SMcT0018401.1, h1SMcT0018401.2
OG0001377	T265_11911	h1SMcT0012062.1
OG0001378	T265_12257	h1SMcT0006123.1, h1SMcT0006124.1, h1SMcT0006124.2
OG0001380	T265_12561	h1SMcT0010298.1, h1SMcT0000997.1, h1SMcT0001958.1
OG0001381	T265_12544, T265_00449	h1SMcT0019156.1, h1SMcT0019156.2
OG0001384	T265_09759	h1SMcT0003357.1, h1SMcT0003357.3, h1SMcT0003357.2, h1SMcT0003357.4
OG0001386	T265_07152	h1SMcT0010924.1
OG0001387	T265_14769	h1SMcT0000825.1, h1SMcT0000825.2
OG0001388	T265_14723, T265_14724	h1SMcT0006833.1, h1SMcT0017750.1, h1SMcT0022433.3, h1SMcT0015279.1, h1SMcT0015279.2
OG0001389	T265_12521	h1SMcT0009254.1
OG0001390	T265_02614	h1SMcT0021858.1, h1SMcT0021858.2, h1SMcT0007437.1, h1SMcT0007437.3, h1SMcT0007437.4, h1SMcT0007437.5, h1SMcT0007437.2
OG0001391	T265_01912	h1SMcT0002003.1, h1SMcT0002003.3, h1SMcT0002003.2
OG0001392	T265_10877	h1SMcT0008339.1
OG0001393	T265_06210, T265_06211	h1SMcT0012506.2, h1SMcT0012506.3, h1SMcT0022095.1, h1SMcT0022095.2, h1SMcT0000493.1, h1SMcT0002077.2, h1SMcT0002077.1, h1SMcT0002077.3, h1SMcT0002077.4
OG0001394	T265_00453	h1SMcT0010708.1, h1SMcT0010708.2
OG0001395	T265_05397	h1SMcT0008076.1
OG0001396	T265_04051	h1SMcT0004127.1
OG0001397	T265_05166	h1SMcT0002899.1, h1SMcT0002899.2
OG0001398	T265_14744	h1SMcT0001714.1
OG0001400	T265_13928	h1SMcT0014473.1, h1SMcT0014473.3, h1SMcT0014473.2, h1SMcT0014473.5, h1SMcT0014473.4
OG0001401	T265_02697	h1SMcT0022641.2, h1SMcT0001222.1, h1SMcT0001222.4, h1SMcT0001222.2, h1SMcT0001222.3
OG0001402	T265_07539, T265_03846	h1SMcT0019178.1, h1SMcT0019178.3, h1SMcT0019178.4, h1SMcT0019178.2
OG0001403	T265_11145	h1SMcT0007120.1, h1SMcT0007120.2, h1SMcT0007120.3
OG0001405	T265_06509, T265_12170	h1SMcT0000742.1, h1SMcT0000742.2
OG0001406	T265_02953	h1SMcT0021725.1, h1SMcT0021725.2
OG0001410	T265_01911	h1SMcT0019018.1
OG0001411	T265_09016	h1SMcT0011117.1, h1SMcT0022547.1, h1SMcT0022547.2
OG0001412	T265_15135, T265_15134	h1SMcT0014908.1, h1SMcT0014908.2
OG0001413	T265_15458	h1SMcT0003405.1, h1SMcT0003405.3, h1SMcT0003405.4, h1SMcT0003405.2, h1SMcT0003404.1, h1SMcT0003404.2, h1SMcT0003406.1, h1SMcT0003406.2, h1SMcT0003406.3
OG0001414	T265_06660	h1SMcT0008397.1
OG0001416	T265_15557	h1SMcT0021647.1, h1SMcT0021647.2
OG0001417	T265_01847	h1SMcT0016160.1, h1SMcT0016160.4, h1SMcT0016160.3, h1SMcT0016160.2
OG0001418	T265_05264	h1SMcT0004450.1, h1SMcT0004450.2
OG0001419	T265_10451	h1SMcT0002437.1, h1SMcT0002437.2, h1SMcT0002437.3
OG0001420	T265_16318	h1SMcT0020804.12, h1SMcT0020804.4, h1SMcT0020804.1, h1SMcT0020804.11, h1SMcT0020804.6, h1SMcT0020804.5, h1SMcT0020804.9, h1SMcT0020804.10, h1SMcT0020804.8, h1SMcT0020804.3, h1SMcT0020804.2
OG0001421	T265_06472	h1SMcT0007958.1
OG0001422	T265_11255	h1SMcT0012836.1
OG0001423	T265_04431	h1SMcT0004431.1, h1SMcT0004431.2, h1SMcT0004431.3
OG0001424	T265_03034	h1SMcT0013501.1, h1SMcT0013501.2
OG0001425	T265_07510	h1SMcT0007005.1
OG0001426	T265_14581	h1SMcT0000701.1, h1SMcT0000701.2
OG0001427	T265_05041	h1SMcT0001796.1
OG0001431	T265_01123	h1SMcT0006849.3, h1SMcT0006849.1, h1SMcT0006849.2
OG0001432	T265_10509	h1SMcT0010146.1
OG0001434	T265_04812	h1SMcT0009357.1
OG0001435	T265_14120	h1SMcT0009597.1, h1SMcT0000164.1, h1SMcT0000164.3, h1SMcT0000164.2
OG0001436	T265_10576	h1SMcT0017995.4, h1SMcT0017995.5, h1SMcT0017995.1, h1SMcT0017995.2, h1SMcT0017995.3
OG0001438	T265_03681	h1SMcT0018374.1, h1SMcT0018374.2, h1SMcT0018374.3
OG0001440	T265_02878	h1SMcT0013788.2, h1SMcT0013788.3, h1SMcT0013788.1
OG0001441	T265_07339	h1SMcT0002761.1
OG0001444	T265_13620	h1SMcT0006915.1, h1SMcT0006915.2, h1SMcT0006915.3, h1SMcT0006915.4
OG0001454	T265_02228	h1SMcT0000780.1
OG0001455	T265_11649	h1SMcT0007602.1
OG0001456	T265_05111	h1SMcT0019184.1
OG0001457	T265_04536	h1SMcT0009495.2, h1SMcT0009495.1, h1SMcT0009495.3
OG0001458	T265_04521	h1SMcT0005935.1, h1SMcT0012577.1, h1SMcT0012577.2
OG0001459	T265_15689	h1SMcT0008943.1, h1SMcT0008943.2, h1SMcT0005464.4, h1SMcT0005464.2, h1SMcT0005464.1, h1SMcT0005464.3
OG0001460	T265_14339	h1SMcT0015241.1
OG0001461	T265_06464	h1SMcT0018386.1
OG0001462	T265_07001	h1SMcT0022524.1
OG0001463	T265_03664, T265_08711, T265_05105, T265_03154, T265_15269	h1SMcT0008338.1, h1SMcT0008338.2
OG0001464	T265_09082	h1SMcT0009630.5, h1SMcT0009630.6, h1SMcT0009630.8, h1SMcT0009630.7, h1SMcT0009630.4, h1SMcT0009630.2
OG0001465	T265_07647	h1SMcT0014154.1
OG0001466	T265_14982	h1SMcT0016902.1
OG0001467	T265_00617	h1SMcT0008460.1, h1SMcT0008460.2, h1SMcT0020856.1, h1SMcT0020855.2, h1SMcT0020855.4, h1SMcT0020855.1, h1SMcT0020855.3
OG0001468	T265_06819	h1SMcT0010099.1, h1SMcT0014322.1
OG0001469	T265_01693	h1SMcT0021871.2, h1SMcT0021871.1, h1SMcT0021871.3
OG0001470	T265_14595, T265_15746	h1SMcT0014172.1, h1SMcT0014172.2, h1SMcT0014172.3, h1SMcT0014172.4
OG0001472	T265_08050	h1SMcT0007921.1, h1SMcT0007921.2, h1SMcT0007921.3, h1SMcT0007921.4
OG0001473	T265_00769	h1SMcT0013163.1, h1SMcT0013166.1, h1SMcT0013166.2, h1SMcT0013177.1, h1SMcT0013178.1, h1SMcT0013179.1
OG0001475	T265_14342	h1SMcT0021270.1
OG0001476	T265_05561, T265_13811, T265_05560	h1SMcT0019733.2, h1SMcT0019733.3, h1SMcT0019733.4, h1SMcT0019733.1, h1SMcT0019733.5
OG0001479	T265_08475	h1SMcT0009862.1, h1SMcT0009862.2
OG0001481	T265_14626, T265_14628, T265_14627	h1SMcT0015903.1, h1SMcT0021086.1, h1SMcT0021086.2, h1SMcT0016775.1
OG0001482	T265_05352	h1SMcT0012176.1, h1SMcT0012176.2
OG0001483	T265_01269, T265_01266	h1SMcT0000736.1, h1SMcT0000736.3, h1SMcT0000736.5, h1SMcT0000736.2, h1SMcT0000736.4
OG0001485	T265_10549	h1SMcT0011857.3, h1SMcT0011857.2, h1SMcT0011857.1, h1SMcT0000533.1, h1SMcT0018805.1
OG0001486	T265_02851	h1SMcT0010412.2, h1SMcT0010412.1, h1SMcT0010412.3
OG0001488	T265_01494	h1SMcT0022183.1, h1SMcT0022183.2
OG0001488	T265_04399, T265_08966	h1SMcT0022047.1, h1SMcT0022047.2
OG0001489	T265_05991	h1SMcT0021635.1, h1SMcT0021635.5, h1SMcT0021635.2, h1SMcT0021635.3, h1SMcT0021635.4
OG0001490	T265_13139	h1SMcT0014203.3, h1SMcT0014203.5, h1SMcT0014203.4, h1SMcT0014203.6, h1SMcT0014203.7, h1SMcT0014203.1, h1SMcT0014203.2
OG0001492	T265_04063, T265_04062	h1SMcT0003534.1
OG0001493	T265_03979	h1SMcT0019791.1, h1SMcT0019791.2
OG0001494	T265_14892, T265_09586	h1SMcT0017253.1, h1SMcT0017253.2
OG0001496	T265_01743	h1SMcT0003218.1
OG0001497	T265_02802	h1SMcT0017554.1
OG0001498	T265_03502	h1SMcT0022452.1, h1SMcT0022452.4, h1SMcT0022452.2, h1SMcT0022452.3
OG0001502	T265_14792, T265_14789, T265_16258	h1SMcT0021616.1, h1SMcT0021616.3, h1SMcT0021616.2, h1SMcT0021616.4
OG0001503	T265_05097, T265_12399	h1SMcT0011287.1, h1SMcT0011287.2
OG0001504	T265_03352	h1SMcT0007770.1
OG0001505	T265_15355, T265_15356, T265_16009, T265_11133, T265_11141	h1SMcT0006436.1, h1SMcT0006436.2
OG0001506	T265_13987	h1SMcT0021094.1, h1SMcT0004396.1, h1SMcT0004396.2, h1SMcT0004396.3
OG0001508	T265_14041	h1SMcT0019286.1
OG0001509	T265_09841, T265_15907	h1SMcT0013921.1, h1SMcT0013921.3
OG0001511	T265_10772	h1SMcT0004279.1
OG0001512	T265_05456	h1SMcT0017028.1
OG0001513	T265_14406	h1SMcT0018540.1, h1SMcT0018540.2, h1SMcT0018540.3
OG0001514	T265_02478	h1SMcT0020380.2, h1SMcT0020380.3, h1SMcT0020380.1
OG0001515	T265_03047, T265_13123	h1SMcT0000870.1, h1SMcT0010058.1, h1SMcT0010058.2
OG0001516	T265_07259	h1SMcT0021462.1, h1SMcT0022718.1
OG0001517	T265_05985	h1SMcT0010241.1
OG0001518	T265_01746	h1SMcT0019738.1
OG0001519	T265_08195	h1SMcT0014015.1, h1SMcT0014015.2, h1SMcT0014015.3, h1SMcT0014015.4
OG0001522	T265_14252	h1SMcT0011111.1
OG0001523	T265_11980	h1SMcT0010801.1
OG0001524	T265_02241	h1SMcT0015153.1
OG0001526	T265_00835	h1SMcT0012889.1, h1SMcT0012890.2, h1SMcT0012890.1, h1SMcT0012890.3
OG0001527	T265_12883	h1SMcT0010521.1, h1SMcT0010521.2
OG0001529	T265_12570	h1SMcT0021637.1
OG0001530	T265_09171	h1SMcT0003859.1, h1SMcT0003859.2
OG0001531	T265_04383	h1SMcT0004453.2, h1SMcT0004453.5, h1SMcT0004453.6, h1SMcT0004453.1, h1SMcT0004453.3, h1SMcT0004453.4
OG0001533	T265_09632	h1SMcT0004368.1, h1SMcT0004368.2
OG0001534	T265_02002	h1SMcT0007642.1
OG0001535	T265_00031	h1SMcT0021900.1, h1SMcT0021900.2
OG0001537	T265_07231, T265_07233	h1SMcT0013792.1, h1SMcT0013792.2
OG0001538	T265_04172	h1SMcT0014530.1, h1SMcT0015324.1
OG0001539	T265_03334	h1SMcT0017958.1, h1SMcT0017958.2, h1SMcT0017958.3
OG0001540	T265_04996	h1SMcT0006384.1, h1SMcT0006384.2
OG0001541	T265_13925	h1SMcT0004722.1
OG0001542	T265_07214	h1SMcT0015832.1, h1SMcT0015832.2, h1SMcT0015832.3, h1SMcT0015832.4, h1SMcT0015832.5
OG0001554	T265_05502	h1SMcT0018465.1, h1SMcT0021740.1, h1SMcT0021740.2
OG0001554	T265_03627	h1SMcT0008486.1, h1SMcT0003478.1, h1SMcT0003500.1, h1SMcT0017344.1, h1SMcT0008950.1, h1SMcT0007092.1, h1SMcT0023035.1, h1SMcT0007094.1, h1SMcT0007094.2, h1SMcT0007093.1, h1SMcT0007095.1, h1SMcT0000396.1, h1SMcT0000426.1, h1SMcT0000426.2, h1SMcT0001582.1, h1SMcT0002457.1, h1SMcT0016082.1
OG0001555	T265_12003	h1SMcT0010539.1
OG0001556	T265_05427	h1SMcT0018243.1, h1SMcT0018243.2, h1SMcT0018243.3, h1SMcT0018243.4, h1SMcT0018243.5
OG0001557	T265_02616	h1SMcT0009780.1, h1SMcT0009780.2
OG0001558	T265_05296	h1SMcT0003178.1, h1SMcT0003178.2
OG0001559	T265_13112	h1SMcT0008495.1
OG0001559	T265_02560	h1SMcT0016843.2, h1SMcT0016843.1, h1SMcT0016843.3
OG0001560	T265_03153	h1SMcT0012518.1, h1SMcT0012518.2
OG0001561	T265_00466	h1SMcT0013876.1
OG0001562	T265_07195, T265_14225, T265_14226, T265_14228	h1SMcT0020801.1
OG0001563	T265_08071	h1SMcT0019159.1, h1SMcT0019159.2
OG0001564	T265_09439, T265_09367, T265_15503, T265_11706	h1SMcT0006456.1
OG0001565	T265_13020, T265_13021	h1SMcT0016970.1, h1SMcT0021524.1
OG0001566	T265_01168	h1SMcT0009524.1
OG0001567	T265_11351	h1SMcT0018183.1
OG0001570	T265_14294, T265_15779	h1SMcT0018002.5, h1SMcT0018002.2, h1SMcT0018002.7, h1SMcT0018002.4, h1SMcT0018002.9, h1SMcT0018002.12, h1SMcT0018002.13, h1SMcT0018002.11, h1SMcT0018002.8
OG0001571	T265_06223, T265_06225	h1SMcT0018536.1, h1SMcT0022616.1, h1SMcT0011762.1, h1SMcT0015483.1, h1SMcT0016767.1, h1SMcT0015482.1, h1SMcT0016538.1, h1SMcT0014564.1
OG0001572	T265_08929	h1SMcT0002800.1, h1SMcT0002800.2
OG0001574	T265_11245	h1SMcT0016307.1, h1SMcT0016307.2
OG0001575	T265_01850	h1SMcT0006105.3, h1SMcT0006105.1, h1SMcT0006105.2
OG0001576	T265_05959	h1SMcT0006666.2, h1SMcT0006666.1, h1SMcT0006666.3, h1SMcT0003104.2, h1SMcT0003104.3, h1SMcT0003104.1, h1SMcT0003104.5, h1SMcT0001180.1, h1SMcT0001180.2
OG0001577	T265_10560	h1SMcT0014297.1, h1SMcT0014297.2, h1SMcT0006524.2, h1SMcT0006524.5, h1SMcT0006524.3, h1SMcT0006524.6, h1SMcT0006524.1, h1SMcT0006524.4, h1SMcT0006517.1, h1SMcT0006523.1, h1SMcT0006523.3, h1SMcT0006523.2
OG0001578	T265_03834	h1SMcT0003020.4, h1SMcT0003020.3, h1SMcT0003020.5, h1SMcT0003020.6
OG0001579	T265_00891, T265_12293	h1SMcT0010551.1
OG0001580	T265_11044, T265_11046	h1SMcT0021337.1, h1SMcT0021337.2
OG0001581	T265_13097	h1SMcT0008604.4, h1SMcT0008604.7, h1SMcT0008604.3, h1SMcT0008604.2, h1SMcT0008604.1, h1SMcT0008604.5
OG0001582	T265_00284	h1SMcT0013798.1, h1SMcT0013798.2
OG0001588	T265_09362	h1SMcT0012021.1, h1SMcT0012021.2, h1SMcT0014683.1
OG0001590	T265_05785	h1SMcT0016705.1, h1SMcT0016705.2
OG0001592	T265_07090, T265_10582	h1SMcT0016376.1, h1SMcT0016376.2
OG0001593	T265_05613	h1SMcT0014525.1
OG0001595	T265_11438	h1SMcT0004004.1, h1SMcT0011696.3
OG0001596	T265_05252, T265_13230	h1SMcT0020657.1, h1SMcT0020657.2
OG0001597	T265_02935	h1SMcT0005317.1, h1SMcT0005317.2, h1SMcT0005317.4, h1SMcT0005317.3
OG0001598	T265_00351	h1SMcT0017652.1
OG0001599	T265_10881	h1SMcT0006535.1, h1SMcT0006580.1
OG0001600	T265_08507	h1SMcT0001572.1, h1SMcT0001572.2
OG0001601	T265_12251, T265_13640	h1SMcT0006626.1
OG0001602	T265_06910	h1SMcT0012475.2, h1SMcT0012475.3, h1SMcT0012475.4, h1SMcT0000699.4, h1SMcT0000699.2, h1SMcT0000699.1, h1SMcT0000699.3, h1SMcT0000699.5, h1SMcT0006969.1, h1SMcT0019456.1
OG0001606	T265_10728	h1SMcT0004111.2, h1SMcT0004111.3, h1SMcT0004111.1
OG0001607	T265_15554	h1SMcT0001333.2, h1SMcT0001333.1, h1SMcT0001333.3
OG0001608	T265_08088	h1SMcT0019002.1
OG0001609	T265_02340	h1SMcT0021762.3, h1SMcT0021762.2, h1SMcT0021762.1, h1SMcT0021762.4
OG0001610	T265_05234	h1SMcT0005810.1, h1SMcT0005810.2
OG0001610	T265_14531	h1SMcT0001133.1, h1SMcT0001133.2, h1SMcT0012922.1
OG0001611	T265_01454	h1SMcT0013941.1, h1SMcT0013941.2, h1SMcT0013941.3
OG0001612	T265_06824	h1SMcT0001592.1, h1SMcT0004919.1, h1SMcT0001590.1, h1SMcT0001590.2, h1SMcT0001590.3
OG0001613	T265_02844	h1SMcT0006904.1, h1SMcT0006904.2, h1SMcT0019166.1, h1SMcT0006559.1, h1SMcT0019019.1, h1SMcT0009343.1, h1SMcT0009343.2, h1SMcT0015213.1, h1SMcT0003392.1, h1SMcT0007271.1
OG0001614	T265_06438, T265_00023, T265_08537	h1SMcT0018858.1, h1SMcT0018858.2
OG0001615	T265_08538	h1SMcT0021119.1
OG0001618	T265_02608	h1SMcT0022622.4, h1SMcT0022622.8, h1SMcT0022622.1, h1SMcT0022622.2, h1SMcT0022622.9, h1SMcT0022622.7, h1SMcT0022622.3, h1SMcT0022622.5, h1SMcT0022622.6
OG0001619	T265_00098	h1SMcT0013335.1
