Orthogroup	opisthorchis_viverrini	s.mekongi
OG0001907	T265_14805	KAK4476050.1
OG0001908	T265_04923	KAK4471205.1
OG0001909	T265_08757	KAK4467679.1
OG0001910	T265_11579	KAK4473962.1
OG0001911	T265_08739, T265_08740	KAK4469345.1
OG0001912	T265_05946	KAK4470997.1
OG0001913	T265_02936	KAK4470578.1
OG0001914	T265_04183	KAK4471900.1
OG0001915	T265_15891, T265_01652, T265_12174	KAK4468220.1
OG0001916	T265_06670	KAK4475422.1
OG0001917	T265_14049	KAK4476132.1
OG0001918	T265_00471	KAK4469426.1
OG0001919	T265_02504	KAK4471565.1
OG0001921	T265_06125	KAK4473711.1
OG0001922	T265_14503	KAK4471100.1
OG0001923	T265_07276	KAK4476038.1
OG0001924	T265_02681	KAK4469867.1
OG0001925	T265_00852	KAK4475453.1
OG0001926	T265_02868	KAK4472393.1
OG0001927	T265_08673	KAK4475823.1
OG0001929	T265_16131, T265_00819	KAK4470263.1
OG0001932	T265_11747	KAK4471196.1
OG0001941	T265_02631	KAK4468689.1
OG0001943	T265_12963	KAK4475127.1
OG0001944	T265_01438	KAK4471518.1
OG0001945	T265_02757, T265_11309	KAK4467852.1
OG0001946	T265_08642	KAK4472486.1
OG0001947	T265_15378	KAK4473449.1
OG0001948	T265_09604	KAK4467243.1
OG0001949	T265_10788	KAK4467747.1
OG0001950	T265_14356	KAK4468166.1
OG0001951	T265_02488	KAK4476106.1
OG0001952	T265_01274	KAK4469665.1
OG0001953	T265_07588	KAK4474207.1
OG0001954	T265_05594, T265_10324, T265_10323	KAK4475309.1
OG0001955	T265_04533	KAK4475856.1
OG0001956	T265_00329	KAK4470495.1
OG0001957	T265_16364	KAK4475293.1
OG0001958	T265_12587	KAK4471673.1
OG0001959	T265_12030	KAK4472737.1
OG0001960	T265_03563	KAK4472754.1
OG0001961	T265_04189	KAK4471504.1
OG0001962	T265_02258	KAK4475333.1
OG0001963	T265_07542	KAK4472859.1
OG0001964	T265_02635	KAK4468700.1
OG0001966	T265_11898	KAK4476007.1
OG0001967	T265_11018	KAK4467803.1
OG0001968	T265_12615	KAK4472641.1
OG0001969	T265_15599, T265_11986	KAK4472435.1
OG0001970	T265_06534	KAK4473864.1
OG0001973	T265_10631	KAK4468131.1
OG0001974	T265_03306	KAK4469098.1
OG0001975	T265_08820	KAK4469194.1
OG0001978	T265_02840	KAK4470934.1
OG0001979	T265_00134	KAK4469647.1
OG0001980	T265_00639	KAK4471771.1
OG0001981	T265_14563	KAK4473448.1
OG0001982	T265_05804	KAK4474172.1
OG0001983	T265_16272, T265_10525	KAK4468169.1
OG0001984	T265_13337	KAK4468662.1
OG0001985	T265_05014	KAK4473778.1, KAK4473777.1
OG0001986	T265_13071	KAK4469517.1
OG0001987	T265_11477	KAK4473793.1
OG0001988	T265_00178	KAK4472054.1
OG0001990	T265_14644	KAK4469221.1
OG0001991	T265_09212	KAK4475289.1
OG0001992	T265_04048	KAK4469618.1
OG0001993	T265_14343	KAK4470345.1
OG0001995	T265_11523	KAK4467750.1
OG0001996	T265_10482	KAK4468134.1
OG0001997	T265_01011	KAK4476254.1
OG0001998	T265_05189	KAK4468442.1
OG0001999	T265_01760	KAK4469209.1
OG0002000	T265_10963	KAK4476201.1, KAK4476200.1
OG0002001	T265_04575	KAK4474623.1, KAK4474622.1, KAK4467249.1, KAK4467304.1, KAK4474624.1
OG0002002	T265_11222	KAK4474063.1
OG0002003	T265_05270	KAK4469214.1
OG0002004	T265_04351	KAK4475748.1, KAK4475740.1
OG0002006	T265_11260	KAK4470357.1
OG0002007	T265_01809	KAK4471377.1
OG0002008	T265_02030, T265_02029	KAK4471781.1, KAK4471782.1
OG0002009	T265_07583	KAK4472290.1
OG0002010	T265_02865	KAK4469957.1, KAK4469956.1
OG0002011	T265_15553	KAK4470524.1
OG0002012	T265_01585	KAK4476215.1
OG0002013	T265_00133	KAK4469648.1
OG0002014	T265_02025	KAK4471464.1
OG0002015	T265_10154	KAK4468790.1
OG0002016	T265_07786	KAK4471697.1
OG0002018	T265_01252	KAK4470098.1
OG0002020	T265_09353, T265_09354	KAK4471283.1
OG0002021	T265_02319	KAK4470191.1
OG0002023	T265_01173	KAK4471571.1
OG0002024	T265_11589	KAK4473063.1
OG0002025	T265_13824	KAK4471702.1, KAK4471701.1
OG0002026	T265_14886	KAK4475797.1
OG0002027	T265_12826	KAK4468162.1
OG0002028	T265_06994	KAK4469476.1
OG0002029	T265_03894	KAK4472515.1
OG0002030	T265_00505	KAK4471751.1
OG0002031	T265_09865, T265_16204	KAK4474999.1
OG0002032	T265_02749	KAK4467812.1
OG0002033	T265_10134	KAK4471857.1
OG0002034	T265_02060	KAK4471530.1
OG0002035	T265_04572	KAK4474516.1
OG0002036	T265_02637	KAK4468716.1
OG0002037	T265_00055	KAK4469881.1
OG0002038	T265_12805, T265_02077, T265_15831	KAK4472804.1, KAK4472815.1
OG0002039	T265_08815	KAK4469201.1
OG0002040	T265_03319	KAK4475548.1
OG0002041	T265_00833	KAK4470462.1
OG0002042	T265_10274	KAK4467451.1, KAK4474626.1
OG0002043	T265_01128	KAK4471410.1
OG0002045	T265_07822	KAK4471402.1, KAK4468047.1
OG0002046	T265_02662	KAK4470368.1
OG0002047	T265_04671	KAK4468073.1
OG0002048	T265_13011	KAK4474801.1
OG0002050	T265_11962	KAK4469176.1
OG0002051	T265_02963	KAK4472398.1
OG0002052	T265_01480	KAK4473552.1
OG0002053	T265_00451	KAK4470413.1
OG0002054	T265_13210	KAK4470566.1
OG0002055	T265_01146	KAK4471181.1
OG0002056	T265_04162, T265_04164	KAK4468569.1
OG0002057	T265_11668	KAK4469378.1
OG0002058	T265_07761	KAK4476128.1
OG0002059	T265_11048	KAK4473863.1
OG0002060	T265_01393	KAK4476192.1
OG0002061	T265_08182	KAK4475759.1, KAK4474345.1, KAK4467497.1
OG0002062	T265_06808	KAK4471589.1
OG0002063	T265_08631	KAK4473939.1
OG0002064	T265_15101	KAK4476178.1
OG0002065	T265_04710, T265_10542	KAK4474269.1
OG0002073	T265_09527	KAK4467636.1
OG0002074	T265_03665	KAK4475125.1
OG0002075	T265_09383	KAK4476280.1
OG0002076	T265_15233, T265_16097	KAK4473421.1
OG0002077	T265_03682	KAK4475261.1
OG0002078	T265_15041	KAK4473875.1
OG0002079	T265_06240	KAK4473900.1
OG0002080	T265_00124	KAK4469650.1
OG0002081	T265_09555	KAK4468262.1
OG0002082	T265_03148, T265_13172, T265_03149	KAK4472024.1, KAK4472023.1
OG0002083	T265_08100	KAK4474048.1
OG0002084	T265_12471	KAK4474963.1
OG0002085	T265_01378	KAK4471939.1
OG0002086	T265_05643	KAK4473220.1
OG0002087	T265_14114	KAK4472322.1
OG0002089	T265_00465	KAK4469525.1
OG0002090	T265_05436	KAK4469882.1
OG0002091	T265_00837, T265_16066	KAK4469677.1
OG0002092	T265_15900	KAK4473766.1
OG0002093	T265_08579	KAK4473261.1
OG0002094	T265_04373, T265_13499	KAK4475778.1, KAK4475781.1
OG0002095	T265_13010	KAK4474804.1
OG0002096	T265_03819	KAK4472805.1
OG0002098	T265_05615	KAK4471107.1
OG0002099	T265_04149, T265_04150	KAK4473789.1
OG0002100	T265_11580	KAK4472869.1
OG0002101	T265_05374	KAK4468932.1
OG0002102	T265_13199	KAK4473050.1
OG0002103	T265_08800	KAK4473535.1
OG0002104	T265_08023	KAK4472700.1
OG0002105	T265_14195	KAK4473098.1
OG0002106	T265_12884	KAK4468766.1
OG0002107	T265_06088	KAK4471848.1
OG0002108	T265_04775	KAK4468633.1
OG0002108	T265_09456	KAK4468195.1
OG0002109	T265_03486	KAK4473515.1
OG0002110	T265_12853	KAK4470107.1
OG0002111	T265_12810	KAK4473478.1
OG0002112	T265_15351, T265_01166	KAK4472109.1
OG0002113	T265_13848	KAK4468405.1
OG0002114	T265_08567	KAK4473071.1
OG0002115	T265_13872	KAK4469846.1
OG0002116	T265_15055	KAK4472527.1
OG0002117	T265_14145, T265_14146	KAK4475747.1, KAK4475750.1
OG0002118	T265_03977	KAK4469581.1
OG0002119	T265_12990	KAK4467453.1
OG0002120	T265_10602	KAK4476096.1
OG0002121	T265_15200	KAK4476097.1
OG0002122	T265_16017, T265_13609, T265_06473, T265_07036	KAK4472661.1
OG0002123	T265_00741	KAK4472764.1
OG0002124	T265_13794	KAK4475357.1
OG0002125	T265_05313	KAK4467836.1
OG0002126	T265_05547, T265_13807	KAK4475592.1
OG0002127	T265_08051	KAK4471999.1
OG0002128	T265_04386	KAK4476103.1
OG0002129	T265_04289, T265_04290	KAK4469724.1, KAK4469723.1
OG0002130	T265_05977	KAK4473162.1
OG0002131	T265_08653	KAK4473635.1
OG0002132	T265_10351	KAK4469828.1
OG0002133	T265_05901	KAK4469116.1
OG0002134	T265_13573	KAK4473819.1
OG0002135	T265_11834	KAK4472855.1
OG0002136	T265_02078, T265_02076	KAK4467912.1
OG0002137	T265_04278	KAK4470864.1
OG0002138	T265_11382, T265_11381	KAK4472681.1
OG0002139	T265_07012	KAK4471662.1
OG0002141	T265_12391, T265_14911, T265_16353	KAK4472097.1, KAK4472096.1
OG0002142	T265_09176	KAK4468905.1
OG0002143	T265_01276	KAK4469632.1
OG0002144	T265_15470	KAK4472990.1
OG0002145	T265_04022	KAK4467424.1, KAK4472412.1
OG0002147	T265_10180	KAK4469203.1
OG0002148	T265_12487	KAK4475971.1, KAK4475972.1
OG0002149	T265_11302	KAK4468975.1
OG0002150	T265_01113	KAK4471531.1
OG0002151	T265_14429, T265_15959	KAK4468367.1
OG0002152	T265_13875	KAK4470651.1
OG0002153	T265_02445	KAK4476032.1
OG0002154	T265_13262	KAK4474009.1
OG0002155	T265_01069	KAK4473288.1
OG0002156	T265_03544	KAK4468672.1
OG0002157	T265_00621, T265_00620	KAK4471720.1
OG0002158	T265_00081	KAK4470730.1
OG0002159	T265_13086, T265_13085	KAK4470454.1
OG0002160	T265_04782	KAK4471931.1
OG0002162	T265_05840	KAK4467278.1
OG0002162	T265_05840	KAK4472885.1
OG0002162	T265_05840	KAK4472886.1
OG0002162	T265_05840	KAK4472888.1
OG0002162	T265_05840	KAK4472890.1
OG0002162	T265_05840	KAK4472896.1
OG0002163	T265_08502	KAK4473812.1
OG0002164	T265_05843	KAK4471093.1
OG0002165	T265_03273, T265_16079, T265_03274	KAK4473110.1
OG0002166	T265_01946	KAK4469987.1
OG0002167	T265_02698	KAK4469005.1
OG0002168	T265_02435	KAK4469578.1
OG0002169	T265_03699	KAK4475426.1
OG0002170	T265_01262	KAK4470209.1
OG0002171	T265_08677	KAK4475546.1
OG0002172	T265_09344	KAK4472401.1
OG0002173	T265_09337	KAK4472007.1
OG0002174	T265_06747	KAK4470652.1
OG0002175	T265_00392	KAK4470327.1
OG0002176	T265_06743	KAK4470944.1
OG0002177	T265_13224, T265_13225	KAK4474210.1
OG0002178	T265_13369, T265_15860	KAK4470441.1
OG0002179	T265_01562	KAK4476303.1
OG0002180	T265_03959	KAK4470443.1, KAK4470442.1
OG0002181	T265_15583	KAK4468988.1
OG0002182	T265_12958	KAK4470376.1
OG0002183	T265_07962	KAK4474532.1
OG0002184	T265_11281	KAK4468465.1
OG0002185	T265_00949	KAK4467484.1, KAK4467485.1, KAK4475796.1
OG0002186	T265_14166	KAK4475062.1
OG0002187	T265_11248, T265_08829, T265_09036	KAK4475283.1, KAK4475282.1
OG0002188	T265_09763	KAK4471595.1
OG0002189	T265_08728	KAK4474102.1
OG0002190	T265_03237	KAK4472958.1
OG0002192	T265_09919	KAK4472557.1
OG0002193	T265_15308	KAK4470427.1
OG0002194	T265_05011	KAK4467423.1
OG0002195	T265_13134	KAK4469543.1
OG0002196	T265_03909	KAK4471567.1
OG0002197	T265_06567	KAK4472106.1
OG0002198	T265_14194	KAK4472911.1
OG0002199	T265_09839	KAK4470621.1
OG0002201	T265_09904	KAK4469418.1
OG0002202	T265_10317	KAK4473459.1
OG0002203	T265_00149	KAK4470762.1, KAK4470761.1
OG0002204	T265_05023	KAK4472224.1
OG0002206	T265_12890	KAK4468925.1
OG0002208	T265_15258	KAK4475217.1
OG0002212	T265_15048	KAK4467664.1
OG0002214	T265_04068	KAK4473783.1
OG0002215	T265_01396	KAK4476191.1
OG0002216	T265_04024	KAK4472672.1
OG0002217	T265_06306	KAK4475607.1
OG0002218	T265_07284	KAK4475825.1, KAK4475822.1
OG0002219	T265_10914	KAK4474924.1
OG0002220	T265_08525	KAK4476207.1
OG0002221	T265_09567	KAK4476169.1
OG0002222	T265_07622	KAK4474160.1
OG0002223	T265_02296, T265_02259, T265_03688, T265_00847, T265_00845, T265_00846	KAK4475100.1
OG0002224	T265_01855	KAK4474464.1
OG0002225	T265_08736	KAK4468547.1
OG0002226	T265_14172	KAK4472989.1
OG0002227	T265_04117, T265_15786	KAK4473543.1
OG0002228	T265_04080	KAK4473500.1
OG0002229	T265_07873	KAK4474569.1
OG0002230	T265_06596	KAK4471246.1
OG0002231	T265_00618	KAK4471672.1
OG0002232	T265_13884, T265_14131	KAK4470671.1
OG0002233	T265_15141	KAK4471876.1
OG0002234	T265_00386	KAK4469357.1, KAK4469358.1
OG0002235	T265_06682	KAK4475181.1
OG0002236	T265_04798, T265_04794	KAK4471525.1
OG0002237	T265_09477	KAK4467236.1
OG0002239	T265_11016, T265_16245	KAK4467805.1
OG0002241	T265_01430	KAK4471543.1
OG0002242	T265_09722, T265_14338, T265_14682, T265_08846, T265_08847, T265_00032	KAK4473454.1
OG0002243	T265_00755, T265_16223	KAK4472415.1
OG0002244	T265_13718	KAK4473155.1, KAK4473154.1
OG0002245	T265_00529	KAK4471858.1
OG0002246	T265_13249	KAK4475414.1
OG0002247	T265_05389	KAK4472854.1
OG0002248	T265_01349	KAK4469512.1
OG0002249	T265_02684	KAK4469863.1
OG0002250	T265_03642	KAK4473655.1
OG0002251	T265_13203	KAK4473038.1
OG0002252	T265_07719	KAK4475873.1
OG0002253	T265_03058	KAK4476184.1
OG0002254	T265_04918	KAK4469155.1
OG0002256	T265_00072	KAK4469585.1
OG0002257	T265_07202	KAK4469500.1
OG0002258	T265_09079	KAK4469494.1
OG0002259	T265_12708	KAK4473000.1
OG0002260	T265_13734	KAK4476307.1
OG0002261	T265_02353	KAK4469639.1
OG0002263	T265_00662, T265_12600	KAK4471619.1
OG0002264	T265_13409	KAK4473530.1
OG0002265	T265_13935	KAK4473640.1
OG0002266	T265_11642	KAK4467765.1
OG0002267	T265_10276	KAK4474732.1
OG0002268	T265_07694	KAK4467958.1
OG0002269	T265_12133, T265_15794, T265_13923	KAK4471798.1
OG0002270	T265_05191	KAK4468653.1
OG0002271	T265_10628	KAK4468322.1
OG0002272	T265_05407, T265_05409	KAK4473205.1
OG0002273	T265_05777, T265_15024	KAK4470801.1
OG0002274	T265_01312	KAK4469856.1
OG0002275	T265_10682	KAK4468197.1
OG0002276	T265_02217	KAK4468979.1
OG0002277	T265_04300	KAK4469138.1
OG0002278	T265_11208	KAK4468691.1
OG0002279	T265_04983	KAK4467998.1
OG0002280	T265_15222	KAK4471092.1
OG0002281	T265_04079	KAK4473431.1
OG0002282	T265_03187	KAK4476158.1
OG0002283	T265_12455	KAK4469147.1
OG0002284	T265_01223	KAK4470505.1
OG0002285	T265_13808	KAK4476005.1
OG0002286	T265_02503	KAK4471599.1
OG0002287	T265_00542	KAK4471717.1
OG0002288	T265_03285	KAK4470658.1
OG0002289	T265_02605	KAK4472368.1
OG0002290	T265_14569	KAK4468157.1
OG0002291	T265_06153	KAK4471354.1
OG0002292	T265_02156	KAK4470743.1
OG0002293	T265_00593	KAK4471834.1
OG0002294	T265_14007	KAK4475276.1
OG0002295	T265_12527	KAK4469337.1
OG0002296	T265_04413	KAK4474492.1, KAK4467418.1
OG0002297	T265_11479	KAK4472747.1
OG0002298	T265_09933, T265_09932, T265_15001	KAK4475551.1, KAK4475552.1
OG0002299	T265_03230	KAK4472924.1
OG0002300	T265_05781	KAK4470804.1
OG0002301	T265_04317	KAK4468535.1
OG0002302	T265_01158, T265_06295	KAK4474781.1
OG0002303	T265_07017	KAK4470385.1, KAK4470386.1
OG0002304	T265_11843	KAK4471512.1
OG0002306	T265_13964	KAK4471272.1
OG0002307	T265_08826	KAK4470659.1
OG0002308	T265_03838	KAK4469660.1
OG0002309	T265_05078	KAK4473490.1
OG0002310	T265_00874	KAK4475477.1
OG0002311	T265_16283, T265_02474, T265_16279	KAK4467381.1, KAK4467391.1, KAK4475787.1
OG0002312	T265_10407	KAK4467256.1
OG0002314	T265_13148	KAK4475701.1
OG0002315	T265_05552	KAK4476003.1
OG0002316	T265_12852	KAK4470108.1
OG0002318	T265_10729	KAK4473366.1
OG0002319	T265_14042	KAK4475207.1
OG0002320	T265_12528	KAK4470626.1
OG0002321	T265_11407	KAK4474856.1
OG0002322	T265_10218	KAK4475349.1
OG0002323	T265_12604	KAK4471398.1
OG0002325	T265_10273	KAK4474627.1, KAK4467450.1, KAK4474283.1
OG0002326	T265_14647	KAK4468543.1
OG0002327	T265_01272	KAK4470807.1
OG0002328	T265_01590	KAK4475950.1
OG0002329	T265_11177	KAK4474319.1
OG0002331	T265_10476, T265_15160	KAK4475826.1
OG0002332	T265_15273	KAK4474659.1
OG0002333	T265_06756	KAK4469339.1, KAK4469340.1
OG0002334	T265_09684	KAK4476244.1
OG0002335	T265_02278	KAK4474865.1
OG0002336	T265_02152	KAK4469752.1
OG0002337	T265_14716, T265_16237	KAK4467876.1
OG0002338	T265_11508	KAK4476164.1
OG0002340	T265_06228, T265_06230	KAK4475558.1
OG0002341	T265_03885	KAK4468589.1
OG0002342	T265_00239	KAK4475632.1
OG0002343	T265_03463	KAK4472783.1
OG0002344	T265_12913	KAK4471870.1
OG0002345	T265_04329, T265_10710	KAK4468737.1
OG0002346	T265_01087	KAK4473237.1
OG0002347	T265_11024	KAK4474998.1, KAK4474997.1, KAK4475000.1
OG0002349	T265_13440	KAK4468594.1
OG0002350	T265_14858	KAK4474000.1
OG0002351	T265_07519	KAK4469666.1
OG0002352	T265_15955, T265_07372	KAK4468684.1
OG0002355	T265_01787	KAK4470597.1
OG0002358	T265_11150	KAK4474939.1
OG0002360	T265_15008	KAK4470696.1
OG0002361	T265_07690	KAK4468109.1
OG0002362	T265_12727	KAK4471226.1
OG0002370	T265_00457	KAK4469597.1, KAK4469133.1
OG0002371	T265_15300	KAK4474916.1
OG0002372	T265_09285, T265_13946	KAK4467224.1, KAK4471312.1
OG0002374	T265_14253	KAK4475820.1
OG0002375	T265_05233, T265_16343	KAK4467780.1
OG0002376	T265_07446	KAK4470257.1
OG0002377	T265_13979	KAK4472439.1
OG0002378	T265_06234, T265_11236, T265_11235, T265_11237, T265_11238, T265_16021	KAK4473698.1
OG0002379	T265_05894	KAK4473511.1
OG0002380	T265_14977	KAK4475429.1, KAK4470544.1
OG0002381	T265_02654, T265_16266	KAK4469366.1
OG0002382	T265_07767	KAK4474375.1
OG0002383	T265_11452, T265_11454	KAK4469692.1
OG0002384	T265_11362	KAK4467987.1
OG0002385	T265_02561	KAK4472809.1
OG0002387	T265_12419, T265_12421	KAK4470018.1
OG0002388	T265_01616	KAK4475940.1
OG0002389	T265_03542	KAK4468669.1
OG0002390	T265_15031, T265_15032, T265_15030	KAK4474823.1
OG0002391	T265_10597	KAK4475150.1
OG0002392	T265_02648	KAK4468612.1
OG0002393	T265_00616	KAK4472029.1
OG0002394	T265_13140	KAK4472676.1
OG0002395	T265_13647, T265_13649	KAK4468093.1, KAK4468094.1
OG0002396	T265_02873, T265_02874	KAK4472397.1
OG0002397	T265_09037	KAK4470885.1
OG0002398	T265_03017	KAK4475858.1
OG0002399	T265_09670, T265_09671	KAK4473606.1
OG0002400	T265_00212	KAK4475588.1
OG0002401	T265_07408	KAK4467838.1
OG0002402	T265_10841	KAK4475402.1
OG0002404	T265_09776	KAK4471785.1
OG0002405	T265_10856, T265_04546	KAK4475049.1
OG0002406	T265_13009	KAK4475993.1
OG0002407	T265_00260	KAK4476135.1
OG0002407	T265_00264	KAK4476136.1
OG0002408	T265_11905	KAK4470613.1
OG0002409	T265_01637	KAK4468127.1
OG0002410	T265_08723, T265_16313	KAK4474104.1
OG0002411	T265_04303	KAK4468652.1
OG0002412	T265_14970	KAK4472430.1
OG0002413	T265_01806	KAK4468788.1
OG0002414	T265_02906	KAK4469811.1
OG0002415	T265_03421	KAK4474976.1
OG0002416	T265_15016	KAK4473611.1
OG0002417	T265_06209	KAK4474808.1
OG0002418	T265_00711	KAK4472382.1
OG0002419	T265_10336	KAK4472820.1
OG0002420	T265_00694	KAK4472363.1
OG0002421	T265_02187	KAK4470174.1
OG0002422	T265_00765	KAK4474164.1
OG0002423	T265_02196	KAK4470832.1
OG0002425	T265_10775	KAK4474187.1
OG0002426	T265_05883, T265_16210	KAK4473965.1
OG0002427	T265_03972, T265_15474	KAK4475994.1
OG0002428	T265_13166	KAK4474646.1
OG0002429	T265_06453, T265_10284	KAK4473683.1
OG0002430	T265_02210, T265_05440, T265_02212	KAK4470471.1
OG0002431	T265_01491, T265_03774	KAK4473988.1
OG0002432	T265_08924	KAK4471897.1
OG0002434	T265_02981	KAK4474158.1
OG0002435	T265_14326	KAK4472802.1
OG0002436	T265_11614, T265_15156	KAK4475444.1
OG0002437	T265_00359	KAK4469477.1
OG0002438	T265_06508	KAK4472333.1
OG0002439	T265_00836	KAK4469502.1
OG0002440	T265_12915	KAK4471468.1
OG0002441	T265_05931	KAK4469282.1
OG0002442	T265_13576	KAK4473493.1
OG0002443	T265_07141	KAK4473569.1
OG0002444	T265_06713, T265_14104	KAK4471163.1
OG0002445	T265_05838	KAK4471033.1, KAK4471034.1
OG0002446	T265_00532	KAK4471713.1
OG0002447	T265_08477	KAK4475948.1
OG0002448	T265_06603	KAK4474203.1
OG0002449	T265_08371	KAK4475205.1
OG0002450	T265_03931, T265_03930	KAK4471224.1
OG0002451	T265_09840	KAK4470176.1
OG0002452	T265_10465	KAK4476118.1
OG0002453	T265_00345	KAK4469090.1
OG0002454	T265_05155	KAK4471609.1
OG0002455	T265_12601	KAK4471329.1
OG0002456	T265_11319	KAK4472501.1
OG0002457	T265_01249, T265_07438	KAK4470483.1
OG0002458	T265_12831	KAK4468125.1
OG0002459	T265_01502	KAK4473929.1
OG0002460	T265_09316	KAK4476149.1
OG0002461	T265_11504	KAK4474949.1
OG0002462	T265_03327	KAK4471476.1
OG0002463	T265_04955	KAK4467460.1
OG0002465	T265_11610	KAK4468232.1
OG0002466	T265_09526	KAK4467611.1
OG0002468	T265_01747	KAK4470508.1
OG0002469	T265_10043	KAK4475730.1
OG0002470	T265_13777	KAK4470917.1
OG0002471	T265_13340	KAK4470366.1
OG0002472	T265_02966	KAK4473974.1
OG0002473	T265_06276	KAK4474357.1
OG0002474	T265_10153	KAK4468715.1
OG0002475	T265_06954	KAK4475148.1
OG0002476	T265_11632, T265_14722	KAK4472699.1
OG0002477	T265_15221, T265_15220	KAK4470715.1
OG0002478	T265_00370	KAK4469646.1
OG0002479	T265_10145	KAK4471422.1
OG0002480	T265_05583	KAK4473129.1
OG0002481	T265_06651	KAK4475915.1
OG0002482	T265_08130	KAK4471812.1
OG0002483	T265_11161	KAK4475013.1
OG0002484	T265_04258	KAK4473299.1
OG0002486	T265_01077	KAK4473286.1
OG0002487	T265_01323	KAK4470995.1
OG0002488	T265_02854	KAK4469858.1
OG0002489	T265_10400	KAK4473026.1
OG0002490	T265_04784	KAK4470660.1
OG0002492	T265_06763	KAK4470367.1
OG0002493	T265_01136	KAK4471320.1
OG0002494	T265_13169	KAK4474831.1
OG0002495	T265_13492	KAK4474575.1
OG0002497	T265_06996	KAK4469709.1
OG0002498	T265_08380	KAK4474394.1
OG0002499	T265_06840	KAK4469230.1
OG0002500	T265_13736	KAK4475638.1
OG0002501	T265_07964	KAK4474363.1
OG0002502	T265_07288	KAK4469951.1, KAK4469952.1
OG0002504	T265_05690	KAK4473291.1
OG0002505	T265_04916	KAK4469156.1
OG0002506	T265_05367	KAK4472548.1
OG0002507	T265_06548	KAK4468244.1
OG0002508	T265_00657	KAK4471460.1
OG0002509	T265_11507	KAK4476214.1
OG0002511	T265_09184	KAK4470253.1
OG0002512	T265_01109, T265_01107	KAK4471671.1
OG0002514	T265_13584	KAK4474778.1
OG0002517	T265_02578	KAK4470474.1
OG0002518	T265_09714, T265_09890	KAK4473503.1
OG0002526	T265_06218	KAK4474740.1
OG0002527	T265_06354	KAK4473392.1, KAK4473393.1
OG0002528	T265_13832	KAK4467775.1
OG0002530	T265_05441	KAK4470379.1
OG0002531	T265_09261, T265_16107	KAK4473089.1
OG0002532	T265_06112	KAK4470157.1
OG0002533	T265_10106	KAK4471252.1
OG0002534	T265_11289	KAK4468563.1
OG0002535	T265_04895	KAK4474105.1
OG0002536	T265_07878, T265_16109	KAK4474745.1
OG0002537	T265_11659	KAK4468260.1
OG0002538	T265_12591, T265_13956	KAK4471905.1
OG0002539	T265_06929	KAK4472987.1
OG0002540	T265_02959	KAK4473767.1
OG0002541	T265_00045	KAK4469799.1
OG0002542	T265_05751	KAK4468510.1
OG0002543	T265_02977	KAK4472792.1
OG0002544	T265_03611	KAK4469629.1
OG0002545	T265_13460	KAK4473302.1
OG0002546	T265_08445	KAK4475215.1
OG0002547	T265_02728	KAK4467856.1
OG0002548	T265_10907	KAK4467883.1
OG0002549	T265_09253	KAK4473138.1
OG0002551	T265_10827	KAK4472679.1
OG0002552	T265_06270	KAK4467387.1, KAK4467506.1, KAK4475710.1
OG0002553	T265_12816	KAK4471835.1
OG0002554	T265_11518	KAK4472087.1
OG0002555	T265_12804	KAK4474061.1
OG0002556	T265_00868	KAK4474301.1
OG0002557	T265_01526	KAK4473479.1
OG0002558	T265_11716	KAK4475678.1
OG0002559	T265_09716	KAK4473156.1
OG0002560	T265_10495	KAK4468947.1
OG0002562	T265_06419	KAK4476239.1
OG0002563	T265_12573	KAK4471980.1
OG0002564	T265_14413	KAK4470753.1
OG0002565	T265_10924	KAK4475513.1, KAK4475502.1
OG0002566	T265_01406	KAK4471213.1
OG0002567	T265_09820	KAK4474116.1
OG0002568	T265_06148	KAK4471310.1
OG0002569	T265_09350	KAK4471279.1
OG0002570	T265_15976, T265_15295	KAK4472620.1
OG0002571	T265_09123	KAK4473656.1
OG0002572	T265_00523	KAK4472039.1
OG0002573	T265_03551, T265_04783, T265_05402, T265_00589, T265_03673	KAK4474889.1
OG0002574	T265_05451	KAK4470332.1
OG0002575	T265_14312	KAK4473068.1
OG0002576	T265_05790	KAK4470870.1
OG0002578	T265_03584	KAK4469253.1
OG0002579	T265_12918	KAK4467904.1
OG0002580	T265_00177	KAK4472055.1
OG0002581	T265_00663	KAK4471767.1
OG0002582	T265_04496	KAK4474148.1
OG0002583	T265_08898	KAK4468752.1
OG0002584	T265_13055	KAK4473762.1
OG0002586	T265_09506, T265_03414	KAK4475123.1
OG0002587	T265_06030	KAK4468233.1
