Orthogroup	opisthorchis_viverrini	trichobilharzia_regenti
OG0001781	T265_13075	TREG1_135840.2, TREG1_135840.1, TREG1_135840.3, TREG1_135840.4
OG0001782	T265_03902	TREG1_89750.1, TREG1_89770.1
OG0001783	T265_03631	TREG1_50340.1, TREG1_50340.2
OG0001784	T265_04098, T265_15912	TREG1_55940.1
OG0001785	T265_07505	TREG1_60960.8, TREG1_60960.10, TREG1_60960.4, TREG1_60960.2, TREG1_60960.9, TREG1_60960.7, TREG1_60960.3, TREG1_60960.6, TREG1_60960.1, TREG1_60960.5
OG0001786	T265_02513	TREG1_85270.1
OG0001787	T265_13198	TREG1_60930.1
OG0001789	T265_06187	TREG1_21600.4, TREG1_21600.1, TREG1_21600.2, TREG1_21600.3, TREG1_21600.5, TREG1_21600.6, TREG1_21600.7, TREG1_21600.8
OG0001790	T265_13300	TREG1_54850.1
OG0001791	T265_08401, T265_08403	TREG1_128230.1, TREG1_128210.1, TREG1_128220.1, TREG1_128200.1, TREG1_103470.1, TREG1_103500.1
OG0001792	T265_00418	TREG1_104310.1
OG0001793	T265_07358	TREG1_124440.1, TREG1_124440.2
OG0001794	T265_10719	TREG1_93370.1
OG0001801	T265_04593	TREG1_17610.4, TREG1_17610.5, TREG1_17610.3, TREG1_17610.1, TREG1_17610.2, TREG1_17610.6, TREG1_17610.7
OG0001803	T265_09341	TREG1_45860.1, TREG1_45860.2, TREG1_45860.3, TREG1_45860.4
OG0001804	T265_12618	TREG1_51370.1, TREG1_51370.4, TREG1_51370.2, TREG1_51370.3, TREG1_51370.5
OG0001805	T265_13514, T265_13513	TREG1_34610.2, TREG1_34620.1, TREG1_34610.1, TREG1_34610.4, TREG1_34610.3
OG0001806	T265_07409	TREG1_135060.1, TREG1_135040.1, TREG1_135070.1
OG0001807	T265_11444	TREG1_17570.3, TREG1_17550.1, TREG1_17570.2, TREG1_17570.1, TREG1_17570.4, TREG1_17570.5
OG0001808	T265_10905	TREG1_16470.1
OG0001809	T265_13772	TREG1_53370.1
OG0001810	T265_07900	TREG1_132180.1
OG0001812	T265_14122	TREG1_107560.1
OG0001813	T265_09076	TREG1_27020.1
OG0001814	T265_10976	TREG1_99070.2, TREG1_99070.1, TREG1_99070.3
OG0001815	T265_06116	TREG1_67170.2, TREG1_67170.1, TREG1_67170.3
OG0001816	T265_15353	TREG1_67260.1, TREG1_67260.2, TREG1_67260.3, TREG1_67260.4, TREG1_67260.5
OG0001817	T265_13431	TREG1_41590.1, TREG1_140.1, TREG1_150.1, TREG1_139600.1, TREG1_140920.1, TREG1_140920.2, TREG1_140920.3, TREG1_41590.2, TREG1_41630.1, TREG1_41560.1
OG0001818	T265_12286, T265_06859, T265_15980	TREG1_65210.1, TREG1_65210.2
OG0001819	T265_02288	TREG1_16650.1, TREG1_16650.2, TREG1_16650.3, TREG1_16650.4, TREG1_16650.5
OG0001820	T265_04186	TREG1_83930.1, TREG1_83880.1
OG0001821	T265_09614	TREG1_109970.1
OG0001821	T265_03362	TREG1_77630.1
OG0001822	T265_11066, T265_04529	TREG1_132420.1, TREG1_132440.1
OG0001823	T265_11105	TREG1_23490.3, TREG1_23490.7, TREG1_23490.1, TREG1_23490.2, TREG1_23490.4, TREG1_23490.6, TREG1_23490.5
OG0001825	T265_02352	TREG1_64240.1
OG0001826	T265_00277	TREG1_4990.1, TREG1_4990.3, TREG1_4990.2
OG0001827	T265_12935	TREG1_108630.1
OG0001828	T265_01213	TREG1_63410.1
OG0001829	T265_11088	TREG1_37730.1
OG0001830	T265_15921	TREG1_78010.1
OG0001831	T265_03336	TREG1_90380.1
OG0001834	T265_00004	TREG1_98310.1, TREG1_98310.3, TREG1_98310.2, TREG1_98310.4
OG0001835	T265_06643, T265_14089	TREG1_17700.1, TREG1_17700.2
OG0001836	T265_14559	TREG1_19120.1
OG0001837	T265_08769	TREG1_113130.1, TREG1_113130.2, TREG1_113130.3, TREG1_113130.4, TREG1_113130.5, TREG1_113130.6
OG0001838	T265_03743	TREG1_59380.1, TREG1_59380.2
OG0001839	T265_12526	TREG1_67680.1
OG0001840	T265_13580	TREG1_45980.1, TREG1_45980.2, TREG1_45980.3, TREG1_45980.4
OG0001841	T265_07181	TREG1_26340.1
OG0001842	T265_15657	TREG1_131570.1, TREG1_131580.1
OG0001843	T265_04469, T265_13561	TREG1_40330.1
OG0001844	T265_03040	TREG1_11810.1, TREG1_11810.3, TREG1_11810.2, TREG1_11810.4
OG0001845	T265_14549	TREG1_135800.1, TREG1_135800.2
OG0001846	T265_10397	TREG1_33610.1
OG0001847	T265_11864	TREG1_64110.3, TREG1_64110.4, TREG1_64110.1, TREG1_64110.2
OG0001848	T265_14403, T265_14401, T265_07830	TREG1_18490.4, TREG1_18490.3, TREG1_18490.2, TREG1_18490.1
OG0001849	T265_00607	TREG1_85670.1
OG0001850	T265_00010	TREG1_107860.1
OG0001851	T265_01360	TREG1_63400.1
OG0001852	T265_05433	TREG1_46090.3, TREG1_46090.1, TREG1_46090.4, TREG1_46090.2
OG0001853	T265_02922, T265_11897	TREG1_4940.1
OG0001854	T265_09648	TREG1_136480.1, TREG1_136470.1
OG0001855	T265_00165	TREG1_103530.1, TREG1_103530.2
OG0001856	T265_10021	TREG1_98570.1
OG0001857	T265_04055	TREG1_104820.6, TREG1_104820.8, TREG1_104820.1, TREG1_104820.2, TREG1_104820.3, TREG1_104820.4, TREG1_104820.5, TREG1_104820.9, TREG1_104820.7
OG0001858	T265_02220, T265_04712	TREG1_31130.1
OG0001859	T265_06498	TREG1_6810.1
OG0001860	T265_03438, T265_03772, T265_13321	TREG1_34080.1
OG0001861	T265_01225	TREG1_103730.5, TREG1_103730.4, TREG1_103730.3, TREG1_103730.2, TREG1_103730.1
OG0001862	T265_10909	TREG1_18760.1, TREG1_18760.3, TREG1_18760.2
OG0001863	T265_01043, T265_01044	TREG1_47970.1, TREG1_34020.1, TREG1_34030.1, TREG1_34010.1, TREG1_34000.1, TREG1_40190.1
OG0001864	T265_01749	TREG1_100120.1
OG0001866	T265_09747	TREG1_127360.2, TREG1_127360.1, TREG1_127360.3
OG0001867	T265_13218, T265_13219	TREG1_68200.3, TREG1_68200.7, TREG1_68200.4, TREG1_68200.5, TREG1_68200.1, TREG1_68200.6, TREG1_68200.2
OG0001868	T265_04412	TREG1_10240.1, TREG1_10240.2
OG0001869	T265_05535	TREG1_24860.1
OG0001870	T265_00132	TREG1_70550.1, TREG1_70530.1
OG0001871	T265_13828	TREG1_42540.1, TREG1_42540.2, TREG1_42540.3
OG0001872	T265_03393	TREG1_111020.2, TREG1_111020.1, TREG1_111020.3
OG0001873	T265_08992	TREG1_54060.1, TREG1_54060.2
OG0001874	T265_03234, T265_13196	TREG1_32320.1, TREG1_32320.2, TREG1_32330.1
OG0001875	T265_15589, T265_15590, T265_11880, T265_11881	TREG1_124620.1, TREG1_124610.1
OG0001877	T265_10265, T265_14142	TREG1_14460.4, TREG1_14460.3, TREG1_14460.1, TREG1_14460.2
OG0001879	T265_05975	TREG1_38690.1, TREG1_38690.2, TREG1_38690.3, TREG1_38690.4
OG0001880	T265_15623, T265_15873	TREG1_14870.1, TREG1_14870.2
OG0001881	T265_09881, T265_16342	TREG1_81530.1
OG0001882	T265_02934	TREG1_101420.3, TREG1_101420.2, TREG1_101420.1
OG0001883	T265_00246	TREG1_6520.3, TREG1_6520.4, TREG1_6520.1, TREG1_6520.2
OG0001884	T265_08008, T265_16260	TREG1_124580.1, TREG1_124580.2
OG0001885	T265_03198	TREG1_28050.1
OG0001886	T265_10249	TREG1_105900.1, TREG1_139880.1, TREG1_105890.1, TREG1_139890.1
OG0001887	T265_05895, T265_07671	TREG1_87170.1, TREG1_87180.1
OG0001888	T265_14220	TREG1_89570.1, TREG1_89570.2
OG0001889	T265_11606	TREG1_115580.1, TREG1_115580.4, TREG1_115580.7, TREG1_115580.3, TREG1_115580.2, TREG1_115580.5, TREG1_115580.6
OG0001890	T265_08599	TREG1_66900.1
OG0001892	T265_15428	TREG1_108340.1
OG0001893	T265_09740	TREG1_58040.1, TREG1_58040.2, TREG1_58040.3, TREG1_58040.5, TREG1_58040.6, TREG1_58040.7, TREG1_58040.8, TREG1_58040.9, TREG1_58040.4
OG0001894	T265_12840	TREG1_114170.1
OG0001895	T265_11728	TREG1_39340.1, TREG1_39340.2, TREG1_39370.1
OG0001896	T265_09000	TREG1_45230.1
OG0001897	T265_13908	TREG1_102270.1, TREG1_102270.2, TREG1_102270.3, TREG1_102270.4, TREG1_102270.5
OG0001898	T265_04800	TREG1_79240.1
OG0001899	T265_03996	TREG1_41650.1
OG0001900	T265_05713	TREG1_99010.3, TREG1_99010.1, TREG1_99010.2
OG0001901	T265_07537	TREG1_49170.4, TREG1_49170.1, TREG1_49170.3, TREG1_49170.2
OG0001902	T265_03661, T265_11899	TREG1_41710.1, TREG1_41710.2
OG0001903	T265_06552, T265_06554	TREG1_114570.1
OG0001904	T265_10321	TREG1_17840.1, TREG1_17840.2, TREG1_17840.3, TREG1_17840.4
OG0001905	T265_06569	TREG1_78660.1
OG0001906	T265_13479	TREG1_46210.2, TREG1_46210.3, TREG1_46210.1, TREG1_46210.4, TREG1_46210.5
OG0001907	T265_14805	TREG1_8730.1, TREG1_8720.1
OG0001908	T265_04923	TREG1_88890.1
OG0001909	T265_08757	TREG1_132110.1, TREG1_132110.4, TREG1_132110.5, TREG1_132110.2, TREG1_132110.3
OG0001910	T265_11579	TREG1_44790.1, TREG1_44790.2, TREG1_44790.3
OG0001911	T265_08739, T265_08740	TREG1_73820.3, TREG1_73820.1, TREG1_73820.2, TREG1_73820.4, TREG1_73820.5
OG0001912	T265_05946	TREG1_97760.2, TREG1_97760.1, TREG1_97760.3
OG0001913	T265_02936	TREG1_107770.1, TREG1_107770.3, TREG1_107770.2, TREG1_107770.4, TREG1_107770.5, TREG1_107770.6, TREG1_107770.7, TREG1_107770.8
OG0001914	T265_04183	TREG1_83960.1
OG0001915	T265_15891, T265_01652, T265_12174	TREG1_115790.1, TREG1_115780.1
OG0001916	T265_06670	TREG1_23700.1, TREG1_23750.4, TREG1_23750.1, TREG1_23750.2, TREG1_23750.3
OG0001917	T265_14049	TREG1_96840.1, TREG1_96840.2, TREG1_13390.1, TREG1_13420.1, TREG1_13420.2, TREG1_13450.1, TREG1_13450.2
OG0001918	T265_00471	TREG1_62890.1, TREG1_62890.3, TREG1_62890.2, TREG1_62890.4
OG0001919	T265_02504	TREG1_92120.1, TREG1_92130.1, TREG1_92170.1, TREG1_92170.2
OG0001920	T265_08481	TREG1_6920.1
OG0001921	T265_06125	TREG1_41430.1
OG0001922	T265_14503	TREG1_80210.1, TREG1_80210.2
OG0001923	T265_07276	TREG1_25130.1, TREG1_25130.2, TREG1_137580.4, TREG1_137580.5, TREG1_137580.6, TREG1_137580.8, TREG1_137580.7, TREG1_137580.3, TREG1_137580.1, TREG1_137580.2, TREG1_137590.1
OG0001924	T265_02681	TREG1_49620.1, TREG1_21220.1, TREG1_76320.1, TREG1_76320.2, TREG1_76320.3, TREG1_76320.4, TREG1_76320.5
OG0001925	T265_00852	TREG1_24020.2, TREG1_24020.8, TREG1_24020.3, TREG1_24020.4, TREG1_24020.7, TREG1_24020.6, TREG1_24020.1, TREG1_24020.5
OG0001926	T265_02868	TREG1_55470.1, TREG1_55470.2, TREG1_55470.3, TREG1_55470.4, TREG1_55470.5, TREG1_55470.6
OG0001927	T265_08673	TREG1_570.1
OG0001929	T265_16131	TREG1_95030.1
OG0001929	T265_00819	TREG1_95020.1
OG0001932	T265_11747	TREG1_88990.1, TREG1_88990.2, TREG1_88990.3
OG0001941	T265_02631	TREG1_124190.1
OG0001943	T265_12963	TREG1_22730.3, TREG1_22730.4, TREG1_22730.1, TREG1_22730.2, TREG1_22730.5
OG0001944	T265_01438	TREG1_90750.1
OG0001945	T265_02757, T265_11309	TREG1_134660.1, TREG1_134670.1
OG0001946	T265_08642	TREG1_49140.3, TREG1_49140.4, TREG1_49140.5, TREG1_49140.6, TREG1_49140.7, TREG1_49140.2, TREG1_49140.1
OG0001947	T265_15378	TREG1_56110.1
OG0001948	T265_09604	TREG1_124070.1
OG0001949	T265_10788	TREG1_132160.1, TREG1_132160.5, TREG1_132160.6, TREG1_132160.7, TREG1_132160.8, TREG1_132160.9, TREG1_132160.2, TREG1_132160.3, TREG1_132160.4
OG0001950	T265_14356	TREG1_115120.1, TREG1_115120.3, TREG1_115120.2, TREG1_115120.4
OG0001951	T265_02488	TREG1_16760.1, TREG1_16770.2, TREG1_16770.1
OG0001952	T265_01274	TREG1_63160.3, TREG1_63160.1, TREG1_63160.2
OG0001953	T265_07588	TREG1_51780.1
OG0001954	T265_05594, T265_10324, T265_10323	TREG1_19970.1, TREG1_19970.3, TREG1_19970.2, TREG1_19970.4, TREG1_19970.5
OG0001955	T265_04533	TREG1_5060.1, TREG1_5060.2, TREG1_5060.4, TREG1_5060.3, TREG1_5060.5, TREG1_5060.6
OG0001956	T265_00329	TREG1_98440.1, TREG1_98440.2, TREG1_98440.4, TREG1_98440.3
OG0001957	T265_16364	TREG1_20150.1, TREG1_20150.2
OG0001958	T265_12587	TREG1_88490.1
OG0001959	T265_12030	TREG1_52530.5, TREG1_52530.6, TREG1_52530.2, TREG1_52530.3, TREG1_52530.1, TREG1_52530.4
OG0001960	T265_03563	TREG1_46310.1
OG0001961	T265_04189	TREG1_90450.1
OG0001962	T265_02258	TREG1_28370.5, TREG1_28370.4, TREG1_28370.1, TREG1_28370.2, TREG1_28370.3
OG0001963	T265_07542	TREG1_48840.1, TREG1_48840.2
OG0001964	T265_02635	TREG1_123970.1, TREG1_124000.1, TREG1_123950.1
OG0001965	T265_15738, T265_09470, T265_16302	TREG1_115040.3, TREG1_115040.1, TREG1_115040.2
OG0001966	T265_11898	TREG1_26240.1, TREG1_26240.2
OG0001967	T265_11018	TREG1_135540.1, TREG1_135540.4, TREG1_135540.2, TREG1_135540.3
OG0001968	T265_12615	TREG1_54200.1
OG0001969	T265_15599, T265_11986	TREG1_47010.1, TREG1_47020.3, TREG1_47020.1, TREG1_47020.2, TREG1_47020.4
OG0001970	T265_06534	TREG1_43120.1, TREG1_43120.2, TREG1_43120.3, TREG1_43120.4, TREG1_43120.5, TREG1_43120.6
OG0001972	T265_06716	TREG1_89390.1
OG0001973	T265_10631	TREG1_113400.1
OG0001974	T265_03306	TREG1_67020.1, TREG1_67020.2
OG0001975	T265_08820	TREG1_65600.1
OG0001978	T265_02840	TREG1_109580.1
OG0001979	T265_00134	TREG1_70650.1
OG0001980	T265_00639	TREG1_91220.1
OG0001981	T265_14563	TREG1_56120.1, TREG1_56130.1
OG0001982	T265_05804	TREG1_57220.1
OG0001983	T265_16272, T265_10525	TREG1_110830.1, TREG1_110820.1
OG0001984	T265_13337	TREG1_122520.1
OG0001985	T265_05014	TREG1_43210.1, TREG1_43210.2, TREG1_43210.6, TREG1_43210.3, TREG1_43210.4, TREG1_43210.5
OG0001986	T265_13071	TREG1_72610.1, TREG1_72600.1
OG0001987	T265_11477	TREG1_43230.1, TREG1_43230.2
OG0001988	T265_00178	TREG1_84000.1, TREG1_84000.2, TREG1_84000.3, TREG1_84000.4
OG0001989	T265_00999	TREG1_8690.1
OG0001990	T265_14644	TREG1_65890.10, TREG1_65890.8, TREG1_65890.7, TREG1_65890.9, TREG1_65890.12, TREG1_65890.4, TREG1_65890.6, TREG1_65890.11, TREG1_65890.3, TREG1_65890.5, TREG1_65890.1, TREG1_65890.2
OG0001991	T265_09212	TREG1_21040.2, TREG1_21040.4, TREG1_21040.1, TREG1_21040.3
OG0001992	T265_04048	TREG1_69140.1
OG0001993	T265_14343	TREG1_103860.1
OG0001995	T265_11523	TREG1_132190.5, TREG1_132190.1, TREG1_132190.4, TREG1_132190.6, TREG1_132190.2, TREG1_132190.3
OG0001996	T265_10482	TREG1_137220.1, TREG1_110370.1, TREG1_110380.1
OG0001997	T265_01011	TREG1_11260.4, TREG1_11260.2, TREG1_11260.1, TREG1_11260.3
OG0001998	T265_05189	TREG1_124990.1
OG0001999	T265_01760	TREG1_66050.1
OG0002000	T265_10963	TREG1_11620.1, TREG1_11620.4, TREG1_11620.7, TREG1_11620.2, TREG1_11620.5, TREG1_11620.8, TREG1_11620.3, TREG1_11620.6
OG0002001	T265_04575	TREG1_6550.1, TREG1_6560.1
OG0002002	T265_11222	TREG1_44170.1
OG0002003	T265_05270	TREG1_66010.1, TREG1_66010.2, TREG1_66010.3, TREG1_66010.4
OG0002004	T265_04351	TREG1_4620.1, TREG1_4620.2, TREG1_4620.4, TREG1_4620.3, TREG1_4620.5, TREG1_4610.1, TREG1_4610.2
OG0002006	T265_11260	TREG1_107920.2, TREG1_107920.3, TREG1_107920.1, TREG1_107920.4
OG0002007	T265_01809	TREG1_140890.1, TREG1_93960.1, TREG1_93940.1, TREG1_140900.1, TREG1_140900.2
OG0002008	T265_02030, T265_02029	TREG1_85200.1, TREG1_85200.3, TREG1_85200.5, TREG1_85200.6, TREG1_85200.2, TREG1_85200.4
OG0002009	T265_07583	TREG1_55310.1, TREG1_55310.2
OG0002010	T265_02865	TREG1_66490.1
OG0002011	T265_15553	TREG1_100580.1, TREG1_100580.2, TREG1_100580.3, TREG1_100580.4
OG0002012	T265_01585	TREG1_1800.1, TREG1_1810.1
OG0002013	T265_00133	TREG1_70640.1, TREG1_70640.2
OG0002014	T265_02025	TREG1_89910.1
OG0002015	T265_10154	TREG1_120450.3, TREG1_120450.2, TREG1_120450.1
OG0002016	T265_07786	TREG1_90160.1
OG0002018	T265_01252	TREG1_99970.1
OG0002019	T265_14733	TREG1_105620.1
OG0002020	T265_09353, T265_09354	TREG1_82830.1
OG0002021	T265_02319	TREG1_44370.1, TREG1_100710.1, TREG1_100710.2
OG0002023	T265_01173	TREG1_79940.1, TREG1_92250.1
OG0002024	T265_11589	TREG1_59190.1, TREG1_59180.1
OG0002025	T265_13824	TREG1_90140.1
OG0002026	T265_14886	TREG1_7600.5, TREG1_7600.2, TREG1_7600.1, TREG1_7600.3, TREG1_7600.4
OG0002027	T265_12826	TREG1_118350.1
OG0002028	T265_06994	TREG1_70320.1
OG0002029	T265_03894	TREG1_47800.1, TREG1_47800.2, TREG1_47800.3, TREG1_47800.4
OG0002030	T265_00505	TREG1_86870.1, TREG1_86870.2
OG0002032	T265_02749	TREG1_134540.1, TREG1_134540.2
OG0002033	T265_10134	TREG1_84280.1, TREG1_84280.2
OG0002034	T265_02060	TREG1_93160.3, TREG1_93160.1, TREG1_93160.2, TREG1_93160.4
OG0002035	T265_04572	TREG1_26460.1, TREG1_26460.2, TREG1_26460.3, TREG1_26460.4, TREG1_26460.5
OG0002036	T265_02637	TREG1_125230.1, TREG1_125240.1
OG0002037	T265_00055	TREG1_71070.1
OG0002038	T265_12805, T265_02077, T265_15831	TREG1_34510.1, TREG1_34510.2, TREG1_34510.3
OG0002039	T265_08815	TREG1_65790.1
OG0002040	T265_03319	TREG1_420.1, TREG1_420.2
OG0002041	T265_00833	TREG1_99100.1
OG0002042	T265_10274	TREG1_14740.4, TREG1_14740.1, TREG1_14740.2, TREG1_14740.3, TREG1_14740.5
OG0002043	T265_01128	TREG1_84480.1
OG0002045	T265_07822	TREG1_118040.1, TREG1_118050.1, TREG1_142380.1, TREG1_142340.1, TREG1_28520.1, TREG1_143410.1, TREG1_142370.1, TREG1_143410.2, TREG1_142360.1
OG0002046	T265_02662	TREG1_107510.1, TREG1_107510.2, TREG1_107510.3
OG0002047	T265_04671	TREG1_116630.1
OG0002048	T265_13011	TREG1_9250.1, TREG1_9250.7, TREG1_9250.2, TREG1_9250.3, TREG1_9250.4, TREG1_9250.5, TREG1_9250.6
OG0002050	T265_11962	TREG1_69630.1
OG0002051	T265_02963	TREG1_52330.1, TREG1_52340.1, TREG1_52340.2, TREG1_52340.3, TREG1_52340.4, TREG1_52340.5, TREG1_52340.6, TREG1_52340.7
OG0002052	T265_01480	TREG1_39380.3, TREG1_39380.4, TREG1_39380.5, TREG1_39380.1, TREG1_39380.2
OG0002053	T265_00451	TREG1_100420.1
OG0002054	T265_13210	TREG1_95270.1, TREG1_95270.2
OG0002055	T265_01146	TREG1_78950.1, TREG1_78950.2, TREG1_78950.3, TREG1_78950.4
OG0002056	T265_04164	TREG1_125780.1
OG0002057	T265_11668	TREG1_71060.1
OG0002058	T265_07761	TREG1_10270.1, TREG1_10270.2, TREG1_10270.3, TREG1_10270.4
OG0002059	T265_11048	TREG1_31300.1, TREG1_31300.2
OG0002060	T265_01393	TREG1_10890.1, TREG1_10890.2
OG0002061	T265_08182	TREG1_1890.1
OG0002062	T265_06808	TREG1_91530.1, TREG1_91540.1
OG0002063	T265_08631	TREG1_30840.1, TREG1_30780.1, TREG1_30850.1, TREG1_30870.1
OG0002064	T265_15101	TREG1_2140.1, TREG1_2140.2, TREG1_2140.3, TREG1_2150.1, TREG1_2150.2, TREG1_2150.3
OG0002066	T265_08198, T265_08199	TREG1_98820.1, TREG1_98800.1, TREG1_136980.1, TREG1_144430.1
OG0002073	T265_09527	TREG1_131700.6, TREG1_131700.2, TREG1_131700.4, TREG1_131700.5, TREG1_131700.1, TREG1_131700.3
OG0002074	T265_03665	TREG1_17790.1, TREG1_17790.2, TREG1_17790.3
OG0002075	T265_09383	TREG1_9310.1, TREG1_9310.2, TREG1_9310.3, TREG1_9310.4, TREG1_9310.5, TREG1_9310.6, TREG1_9310.7
OG0002076	T265_15233, T265_16097	TREG1_43260.1, TREG1_43260.2
OG0002077	T265_03682	TREG1_17870.1
OG0002078	T265_15041	TREG1_39980.2, TREG1_39980.1, TREG1_39980.3
OG0002079	T265_06240	TREG1_16410.1, TREG1_33020.1
OG0002080	T265_00124	TREG1_70620.1, TREG1_70620.2
OG0002081	T265_09555	TREG1_117300.1, TREG1_117300.4, TREG1_117300.3, TREG1_117300.5, TREG1_117300.2
OG0002082	T265_03148, T265_13172, T265_03149	TREG1_84680.1, TREG1_80910.1
OG0002083	T265_08100	TREG1_30750.1
OG0002084	T265_12471	TREG1_15810.12, TREG1_15810.15, TREG1_15840.1, TREG1_15810.14, TREG1_15810.17, TREG1_15810.18, TREG1_15810.19, TREG1_15810.13, TREG1_15810.16
OG0002085	T265_01378	TREG1_86570.1
OG0002086	T265_05643	TREG1_31240.1, TREG1_31240.2, TREG1_31240.3
OG0002087	T265_14114	TREG1_54080.1, TREG1_54080.2
OG0002088	T265_14944	TREG1_37990.1
OG0002089	T265_00465	TREG1_62810.1
OG0002090	T265_05436	TREG1_71090.4, TREG1_71090.3, TREG1_71090.1, TREG1_71090.5, TREG1_71090.2, TREG1_71090.7, TREG1_71090.8, TREG1_71090.6, TREG1_71090.9, TREG1_71110.1, TREG1_71090.12, TREG1_71090.13, TREG1_71100.2, TREG1_71100.3, TREG1_71100.4, TREG1_1660.1, TREG1_71090.11, TREG1_71100.1
OG0002091	T265_00837, T265_16066	TREG1_66870.1
OG0002092	T265_15900	TREG1_57930.1, TREG1_57940.1
OG0002093	T265_08579	TREG1_35280.1
OG0002094	T265_04373, T265_13499	TREG1_3110.1
OG0002095	T265_13010	TREG1_27170.4, TREG1_27170.1, TREG1_27170.2, TREG1_27170.3
OG0002096	T265_03819	TREG1_49500.1
OG0002098	T265_05615	TREG1_81900.1, TREG1_81900.2, TREG1_81900.3
OG0002099	T265_04149, T265_04150	TREG1_41680.1, TREG1_41680.5, TREG1_41680.3, TREG1_41680.2, TREG1_41680.4
OG0002100	T265_11580	TREG1_48750.1, TREG1_48750.2, TREG1_48750.3
OG0002101	T265_05374	TREG1_124340.1, TREG1_124330.1
OG0002102	T265_13199	TREG1_58990.1, TREG1_58990.2
OG0002103	T265_08800	TREG1_42670.1, TREG1_42670.2, TREG1_42670.3, TREG1_42670.4, TREG1_42670.5, TREG1_42670.6, TREG1_42670.7
OG0002104	T265_08023	TREG1_45180.1, TREG1_45180.2, TREG1_45180.3
OG0002105	T265_14195	TREG1_48490.1
OG0002106	T265_12884	TREG1_121220.1, TREG1_121220.3, TREG1_121220.2
OG0002107	T265_06088	TREG1_79720.1, TREG1_79730.1
OG0002108	T265_04775	TREG1_126250.1
OG0002108	T265_09456	TREG1_113350.1
OG0002109	T265_03486	TREG1_31400.1
OG0002110	T265_12853	TREG1_95570.3, TREG1_95570.1, TREG1_95570.2
OG0002111	T265_12810	TREG1_41990.1, TREG1_41990.2
OG0002112	T265_15351, T265_01166	TREG1_78440.1, TREG1_78440.2, TREG1_78440.3
OG0002113	T265_13848	TREG1_120750.1
OG0002114	T265_08567	TREG1_59270.1, TREG1_59270.2, TREG1_59280.1
OG0002115	T265_13872	TREG1_77130.1
OG0002116	T265_15055	TREG1_47600.1, TREG1_47600.2, TREG1_47600.3
OG0002117	T265_14145, T265_14146	TREG1_2160.2, TREG1_2160.1, TREG1_2160.3
OG0002118	T265_03977	TREG1_62350.1
OG0002119	T265_12990	TREG1_110660.1, TREG1_110670.1
OG0002120	T265_10602	TREG1_25060.1, TREG1_25060.2
OG0002121	T265_15200	TREG1_107940.1, TREG1_107940.2
OG0002122	T265_16017, T265_13609, T265_06473, T265_07036	TREG1_51210.1
OG0002123	T265_00741	TREG1_46320.1
OG0002124	T265_13794	TREG1_58590.1
OG0002125	T265_05313	TREG1_135230.3, TREG1_135230.1, TREG1_135230.2
OG0002126	T265_05547, T265_13807	TREG1_18430.1
OG0002127	T265_08051	TREG1_86180.1, TREG1_86180.2, TREG1_86180.4, TREG1_86180.3, TREG1_86180.5
OG0002128	T265_04386	TREG1_6010.1, TREG1_6010.2, TREG1_6010.3, TREG1_6010.4, TREG1_143120.2, TREG1_143120.3, TREG1_143120.5, TREG1_143120.4, TREG1_143120.1, TREG1_6030.1, TREG1_143110.1
OG0002129	T265_04289	TREG1_66580.1
OG0002129	T265_04290	TREG1_66560.1
OG0002130	T265_05977	TREG1_58720.1, TREG1_6980.1
OG0002131	T265_08653	TREG1_45840.1, TREG1_45840.2
OG0002132	T265_10351	TREG1_70390.1
OG0002133	T265_05901	TREG1_67160.1
OG0002134	T265_13573	TREG1_52800.3, TREG1_52800.1, TREG1_52800.2
OG0002135	T265_11834	TREG1_51630.1
OG0002136	T265_02078, T265_02076	TREG1_130550.1, TREG1_130550.2, TREG1_130550.3, TREG1_130550.4, TREG1_130550.5, TREG1_130550.6, TREG1_130550.7, TREG1_130550.8
OG0002137	T265_04278	TREG1_104450.1, TREG1_104450.2, TREG1_104450.3
OG0002138	T265_11382, T265_11381	TREG1_49820.1, TREG1_49830.1, TREG1_49820.3, TREG1_49820.2, TREG1_49820.4
OG0002139	T265_07012	TREG1_93600.1, TREG1_93600.2
OG0002140	T265_03075	TREG1_26290.1, TREG1_26290.2
OG0002141	T265_12391, T265_14911, T265_16353	TREG1_136860.1, TREG1_78310.1
OG0002142	T265_09176	TREG1_123260.1
OG0002143	T265_01276	TREG1_63130.1
OG0002144	T265_15470	TREG1_38780.1, TREG1_141260.1
OG0002145	T265_04022	TREG1_52500.1, TREG1_52500.2, TREG1_52500.3
OG0002147	T265_10180	TREG1_65820.1
OG0002148	T265_12487	TREG1_134550.1
OG0002149	T265_11302	TREG1_61860.6, TREG1_61860.5, TREG1_61860.8, TREG1_61860.9, TREG1_61860.2, TREG1_61860.4, TREG1_61860.7, TREG1_61860.1, TREG1_61860.3
OG0002150	T265_01113	TREG1_93170.2, TREG1_93170.3, TREG1_93170.1, TREG1_93170.4
OG0002151	T265_14429, T265_15959	TREG1_112910.1
OG0002152	T265_13875	TREG1_95060.1
OG0002153	T265_02445	TREG1_25030.1, TREG1_25030.4, TREG1_25030.2, TREG1_25030.3
OG0002154	T265_13262	TREG1_54270.1, TREG1_54280.1
OG0002155	T265_01069	TREG1_60810.1
OG0002156	T265_03544	TREG1_119990.1
