Orthogroup	opisthorchis_viverrini	schistosoma_mansoni
OG0001875	T265_15589, T265_15590, T265_11880, T265_11881	Smp_168730.1
OG0001876	T265_03702	Smp_333400.2, Smp_333400.1, Smp_333400.3
OG0001877	T265_10265, T265_14142	Smp_084140.1
OG0001879	T265_05975	Smp_175950.1
OG0001880	T265_15623, T265_15873	Smp_076050.1
OG0001881	T265_09881, T265_16342	Smp_180520.1
OG0001882	T265_02934	Smp_344930.1, Smp_344930.2
OG0001883	T265_00246	Smp_028360.1
OG0001884	T265_08008, T265_16260	Smp_080700.1
OG0001885	T265_03198	Smp_157140.1
OG0001886	T265_10249	Smp_344270.1
OG0001887	T265_05895, T265_07671	Smp_105910.1
OG0001888	T265_14220	Smp_138500.1
OG0001889	T265_11606	Smp_344720.1
OG0001890	T265_08599	Smp_128210.2, Smp_128210.1
OG0001891	T265_01391	Smp_317620.1, Smp_131380.1, Smp_164040.1
OG0001892	T265_15428	Smp_055200.1, Smp_055200.2
OG0001893	T265_09740	Smp_303770.1, Smp_318850.1
OG0001894	T265_12840	Smp_154530.1
OG0001895	T265_11728	Smp_166290.1
OG0001896	T265_09000	Smp_012670.1
OG0001897	T265_13908	Smp_144920.1
OG0001898	T265_04800	Smp_311360.1, Smp_311360.2, Smp_311360.3
OG0001899	T265_03996	Smp_054610.1
OG0001900	T265_05713	Smp_211020.1, Smp_211020.2
OG0001901	T265_07537	Smp_165960.1
OG0001902	T265_03661, T265_11899	Smp_332570.1
OG0001903	T265_06552, T265_06554	Smp_040080.1, Smp_040080.2
OG0001904	T265_10321	Smp_058170.1
OG0001905	T265_06569	Smp_343200.1
OG0001906	T265_13479	Smp_172780.1
OG0001907	T265_14805	Smp_343350.1
OG0001908	T265_04923	Smp_134720.1, Smp_309500.1, Smp_309510.1, Smp_350060.1, Smp_335880.1
OG0001909	T265_08757	Smp_213800.1
OG0001910	T265_11579	Smp_071150.1
OG0001911	T265_08739, T265_08740	Smp_060900.1
OG0001912	T265_05946	Smp_150280.1
OG0001913	T265_02936	Smp_027450.1
OG0001914	T265_04183	Smp_018280.1
OG0001915	T265_15891, T265_01652, T265_12174	Smp_146720.1
OG0001916	T265_06670	Smp_162900.1, Smp_162900.2
OG0001917	T265_14049	Smp_145620.1
OG0001918	T265_00471	Smp_017230.1
OG0001919	T265_02504	Smp_000130.1
OG0001920	T265_08481	Smp_322710.1, Smp_322700.1, Smp_322700.2
OG0001921	T265_06125	Smp_048240.1
OG0001922	T265_14503	Smp_098980.1
OG0001923	T265_07276	Smp_332950.1
OG0001924	T265_02681	Smp_340680.1
OG0001925	T265_00852	Smp_340520.1, Smp_340520.2, Smp_327820.1, Smp_348910.1
OG0001926	T265_02868	Smp_056990.1
OG0001927	T265_08673	Smp_048540.1
OG0001929	T265_16131, T265_00819	Smp_045560.1
OG0001932	T265_11747	Smp_213390.1
OG0001941	T265_02631	Smp_141770.1
OG0001943	T265_12963	Smp_324060.1, Smp_306730.1, Smp_306740.1, Smp_306750.1, Smp_324080.1
OG0001944	T265_01438	Smp_100120.1
OG0001945	T265_02757, T265_11309	Smp_343310.1
OG0001946	T265_08642	Smp_246260.1
OG0001947	T265_15378	Smp_103950.1
OG0001948	T265_09604	Smp_147140.1
OG0001949	T265_10788	Smp_140020.1
OG0001950	T265_14356	Smp_039180.1
OG0001951	T265_02488	Smp_207000.1
OG0001952	T265_01274	Smp_122780.1
OG0001953	T265_07588	Smp_337580.1
OG0001954	T265_05594, T265_10324, T265_10323	Smp_024140.1
OG0001955	T265_04533	Smp_246880.1
OG0001956	T265_00329	Smp_153810.1
OG0001957	T265_16364	Smp_179380.1
OG0001958	T265_12587	Smp_010110.1
OG0001959	T265_12030	Smp_071550.1
OG0001960	T265_03563	Smp_020040.1
OG0001961	T265_04189	Smp_337010.1
OG0001962	T265_02258	Smp_149500.1, Smp_149500.2
OG0001963	T265_07542	Smp_079410.1
OG0001964	T265_02635	Smp_331440.1, Smp_331480.1, Smp_331460.1
OG0001965	T265_15738, T265_09470, T265_16302	Smp_039130.1
OG0001966	T265_11898	Smp_171870.1
OG0001967	T265_11018	Smp_345970.1, Smp_345970.2
OG0001968	T265_12615	Smp_246470.1
OG0001969	T265_15599, T265_11986	Smp_140800.1
OG0001970	T265_06534	Smp_083710.1
OG0001972	T265_06716	Smp_138310.1, Smp_138310.2
OG0001973	T265_10631	Smp_205760.1
OG0001974	T265_03306	Smp_247400.1
OG0001975	T265_08820	Smp_124390.1
OG0001978	T265_02840	Smp_247420.1, Smp_247420.2
OG0001979	T265_00134	Smp_156410.1
OG0001980	T265_00639	Smp_129430.1
OG0001981	T265_14563	Smp_320120.1, Smp_180200.1
OG0001982	T265_05804	Smp_094890.1, Smp_094890.2
OG0001983	T265_16272, T265_10525	Smp_343630.1
OG0001984	T265_13337	Smp_169980.1
OG0001985	T265_05014	Smp_151420.1
OG0001986	T265_13071	Smp_173880.1
OG0001987	T265_11477	Smp_165030.1
OG0001988	T265_00178	Smp_167500.1
OG0001989	T265_00999	Smp_174090.1
OG0001990	T265_14644	Smp_156720.1, Smp_156720.2
OG0001991	T265_09212	Smp_345070.1, Smp_345070.2
OG0001992	T265_04048	Smp_128110.1
OG0001993	T265_14343	Smp_042810.1
OG0001995	T265_11523	Smp_140030.1
OG0001996	T265_10482	Smp_069880.1
OG0001997	T265_01011	Smp_337290.1
OG0001998	T265_05189	Smp_016600.1
OG0001999	T265_01760	Smp_245680.1
OG0002000	T265_10963	Smp_347640.1
OG0002001	T265_04575	Smp_305490.1
OG0002002	T265_11222	Smp_301670.1
OG0002003	T265_05270	Smp_176290.1
OG0002004	T265_04351	Smp_007660.1, Smp_007660.2
OG0002006	T265_11260	Smp_042630.1
OG0002007	T265_01809	Smp_001095.1, Smp_001090.1
OG0002008	T265_02030, T265_02029	Smp_246610.1
OG0002009	T265_07583	Smp_136210.1
OG0002010	T265_02865	Smp_045230.1
OG0002011	T265_15553	Smp_150840.1
OG0002012	T265_01585	Smp_021460.1, Smp_133770.1
OG0002013	T265_00133	Smp_305560.1
OG0002014	T265_02025	Smp_156350.1
OG0002015	T265_10154	Smp_002280.1
OG0002016	T265_07786	Smp_308440.1
OG0002018	T265_01252	Smp_172090.1
OG0002019	T265_14733	Smp_052140.1
OG0002020	T265_09353, T265_09354	Smp_164590.1
OG0002021	T265_02319	Smp_312730.1
OG0002023	T265_01173	Smp_000190.1
OG0002024	T265_11589	Smp_152230.1
OG0002025	T265_13824	Smp_105960.1
OG0002026	T265_14886	Smp_134300.1
OG0002027	T265_12826	Smp_315010.2
OG0002028	T265_06994	Smp_148360.1
OG0002029	T265_03894	Smp_152860.1
OG0002030	T265_00505	Smp_013520.1
OG0002031	T265_09865, T265_16204	Smp_343880.1
OG0002032	T265_02749	Smp_127840.1
OG0002033	T265_10134	Smp_073940.1
OG0002034	T265_02060	Smp_169700.1
OG0002035	T265_04572	Smp_076390.1, Smp_076390.2
OG0002036	T265_02637	Smp_091650.1
OG0002037	T265_00055	Smp_147650.1
OG0002038	T265_12805, T265_02077, T265_15831	Smp_038870.1
OG0002039	T265_08815	Smp_124430.1
OG0002040	T265_03319	Smp_331650.3, Smp_331650.2, Smp_331650.4, Smp_331650.1, Smp_332860.1, Smp_332860.2
OG0002041	T265_00833	Smp_135500.1
OG0002042	T265_10274	Smp_076530.1
OG0002043	T265_01128	Smp_026390.1
OG0002045	T265_07822	Smp_166220.1
OG0002046	T265_02662	Smp_145210.1
OG0002047	T265_04671	Smp_039490.1
OG0002048	T265_13011	Smp_005020.1
OG0002050	T265_11962	Smp_146360.1
OG0002051	T265_02963	Smp_160870.1
OG0002052	T265_01480	Smp_051390.1
OG0002053	T265_00451	Smp_062520.1
OG0002054	T265_13210	Smp_036010.1
OG0002055	T265_01146	Smp_151720.1
OG0002056	T265_04164	Smp_214020.1, Smp_214020.2
OG0002057	T265_11668	Smp_211330.1
OG0002058	T265_07761	Smp_103740.1
OG0002059	T265_11048	Smp_135130.1
OG0002060	T265_01393	Smp_053420.1
OG0002061	T265_08182	Smp_022850.1
OG0002062	T265_06808	Smp_309210.1
OG0002063	T265_08631	Smp_245590.1
OG0002064	T265_15101	Smp_165790.1, Smp_165790.2
OG0002065	T265_04710, T265_10542	Smp_167840.1
OG0002066	T265_08198, T265_08199	Smp_043260.1, Smp_336110.1, Smp_336140.1, Smp_043290.1
OG0002073	T265_09527	Smp_144850.1
OG0002074	T265_03665	Smp_170150.1
OG0002075	T265_09383	Smp_094820.1
OG0002076	T265_15233, T265_16097	Smp_065610.1
OG0002077	T265_03682	Smp_153480.1
OG0002078	T265_15041	Smp_067140.1
OG0002079	T265_06240	Smp_060480.1
OG0002080	T265_00124	Smp_063530.1, Smp_063530.2
OG0002081	T265_09555	Smp_153410.1
OG0002082	T265_03148, T265_13172, T265_03149	Smp_335820.1, Smp_069120.1
OG0002083	T265_08100	Smp_044000.1
OG0002084	T265_12471	Smp_244080.1
OG0002085	T265_01378	Smp_018710.1
OG0002086	T265_05643	Smp_345280.1
OG0002087	T265_14114	Smp_173380.1, Smp_173380.2
OG0002088	T265_14944	Smp_083380.1
OG0002089	T265_00465	Smp_046190.1
OG0002090	T265_05436	Smp_047700.1
OG0002091	T265_00837, T265_16066	Smp_148410.1
OG0002092	T265_15900	Smp_170290.1
OG0002093	T265_08579	Smp_123830.1
OG0002094	T265_04373, T265_13499	Smp_030400.1
OG0002095	T265_13010	Smp_343550.1
OG0002096	T265_03819	Smp_133280.1
OG0002098	T265_05615	Smp_342700.1
OG0002099	T265_04149, T265_04150	Smp_332560.1
OG0002100	T265_11580	Smp_035360.1
OG0002101	T265_05374	Smp_051000.1, Smp_051000.2
OG0002102	T265_13199	Smp_319890.1
OG0002103	T265_08800	Smp_149660.1
OG0002104	T265_08023	Smp_128940.1
OG0002105	T265_14195	Smp_073610.1
OG0002106	T265_12884	Smp_158130.1
OG0002107	T265_06088	Smp_246970.1, Smp_246970.2
OG0002108	T265_04775	Smp_068510.1
OG0002108	T265_09456	Smp_158980.1, Smp_158990.1
OG0002109	T265_03486	Smp_343050.1
OG0002110	T265_12853	Smp_039010.1, Smp_149030.1
OG0002111	T265_12810	Smp_144130.1, Smp_144130.2
OG0002112	T265_15351, T265_01166	Smp_029360.1
OG0002113	T265_13848	Smp_340130.1, Smp_340130.2
OG0002114	T265_08567	Smp_196600.1
OG0002115	T265_13872	Smp_159190.1
OG0002116	T265_15055	Smp_340170.1
OG0002117	T265_14145, T265_14146	Smp_134450.1
OG0002118	T265_03977	Smp_241580.1
OG0002119	T265_12990	Smp_129320.1
OG0002120	T265_10602	Smp_174870.1
OG0002121	T265_15200	Smp_174890.1
OG0002122	T265_16017, T265_13609, T265_06473, T265_07036	Smp_073220.1
OG0002123	T265_00741	Smp_019950.1
OG0002124	T265_13794	Smp_077120.1
OG0002125	T265_05313	Smp_343290.1
OG0002126	T265_05547, T265_13807	Smp_322190.1
OG0002127	T265_08051	Smp_194680.1
OG0002128	T265_04386	Smp_146160.1
OG0002129	T265_04289, T265_04290	Smp_212990.1, Smp_213000.1
OG0002130	T265_05977	Smp_129610.1, Smp_129610.2
OG0002131	T265_08653	Smp_154740.1, Smp_154740.2
OG0002132	T265_10351	Smp_311770.1
OG0002133	T265_05901	Smp_242060.1
OG0002134	T265_13573	Smp_126620.1
OG0002135	T265_11834	Smp_164960.1
OG0002136	T265_02078, T265_02076	Smp_097320.1
OG0002137	T265_04278	Smp_055090.3, Smp_055090.1, Smp_055090.2
OG0002138	T265_11382, T265_11381	Smp_059980.1, Smp_154410.1
OG0002139	T265_07012	Smp_246450.1, Smp_335850.1
OG0002140	T265_03075	Smp_244940.1
OG0002141	T265_12391, T265_14911, T265_16353	Smp_138150.1
OG0002142	T265_09176	Smp_062070.1
OG0002143	T265_01276	Smp_349950.1, Smp_327610.1, Smp_327590.1
OG0002144	T265_15470	Smp_176000.1
OG0002145	T265_04022	Smp_246400.1
OG0002147	T265_10180	Smp_124440.1
OG0002148	T265_12487	Smp_120380.1
OG0002149	T265_11302	Smp_208050.1
OG0002150	T265_01113	Smp_197640.1
OG0002151	T265_14429, T265_15959	Smp_098570.1, Smp_136310.1
OG0002152	T265_13875	Smp_126800.1
OG0002153	T265_02445	Smp_244980.1
OG0002154	T265_13262	Smp_315790.1, Smp_315790.2
OG0002155	T265_01069	Smp_171040.1
OG0002156	T265_03544	Smp_138850.2, Smp_138850.1
OG0002157	T265_00621, T265_00620	Smp_181480.1
OG0002158	T265_00081	Smp_345890.1
OG0002159	T265_13086, T265_13085	Smp_248070.1
OG0002160	T265_04782	Smp_018620.1
OG0002162	T265_05840	Smp_053300.1
OG0002162	T265_05840	Smp_053390.1
OG0002162	T265_05840	Smp_194870.1
OG0002163	T265_08502	Smp_160730.1, Smp_160730.2
OG0002164	T265_05843	Smp_204730.1
OG0002165	T265_03273, T265_16079, T265_03274	Smp_141360.1
OG0002166	T265_01946	Smp_333940.1
OG0002167	T265_02698	Smp_113620.1
OG0002168	T265_02435	Smp_143470.1
OG0002169	T265_03699	Smp_243870.1
OG0002170	T265_01262	Smp_170760.1
OG0002171	T265_08677	Smp_006930.1
OG0002172	T265_09344	Smp_071380.1
OG0002173	T265_09337	Smp_019010.1
OG0002174	T265_06747	Smp_008660.1
OG0002175	T265_00392	Smp_340750.1, Smp_340750.2
OG0002176	T265_06743	Smp_247450.1
OG0002177	T265_13224, T265_13225	Smp_245230.1
OG0002178	T265_13369, T265_15860	Smp_247740.1
OG0002179	T265_01562	Smp_068280.1
OG0002180	T265_03959	Smp_160170.1
OG0002181	T265_15583	Smp_347740.1
OG0002182	T265_12958	Smp_340480.1
OG0002183	T265_07962	Smp_147370.1
OG0002184	T265_11281	Smp_131390.1, Smp_131390.2
OG0002185	T265_00949	Smp_134290.1
OG0002186	T265_14166	Smp_142850.1
OG0002187	T265_15386	Smp_045750.1
OG0002187	T265_11248, T265_08829, T265_09036	Smp_045760.1
OG0002188	T265_09763	Smp_122340.1
OG0002189	T265_08728	Smp_028050.1
OG0002190	T265_03237	Smp_017660.1
OG0002192	T265_09919	Smp_343270.1
OG0002193	T265_15308	Smp_155770.1
OG0002194	T265_05011	Smp_071540.1
OG0002195	T265_13134	Smp_012350.1, Smp_012350.2
OG0002196	T265_03909	Smp_000150.1
OG0002197	T265_06567	Smp_029390.1
OG0002198	T265_14194	Smp_035220.1
OG0002199	T265_09839	Smp_340700.1, Smp_141620.1, Smp_329090.1
OG0002200	T265_15279	Smp_086220.1
OG0002201	T265_09904	Smp_123000.1
OG0002202	T265_10317	Smp_194740.1
OG0002203	T265_00149	Smp_042420.1, Smp_042430.2, Smp_042430.1
OG0002204	T265_05023	Smp_341990.1
OG0002206	T265_12890	Smp_149370.1
OG0002208	T265_15258	Smp_242930.1, Smp_266810.1
OG0002212	T265_15048	Smp_125440.1
OG0002214	T265_04068	Smp_346360.1, Smp_337430.1
OG0002215	T265_01396	Smp_243150.1, Smp_243150.2
OG0002216	T265_04024	Smp_246630.1
OG0002217	T265_06306	Smp_346990.1
OG0002218	T265_07284	Smp_245220.1
OG0002219	T265_10914	Smp_084060.1
OG0002220	T265_08525	Smp_244780.1
OG0002221	T265_09567	Smp_059340.1
OG0002222	T265_07622	Smp_139530.1
OG0002223	T265_02296, T265_02259, T265_03688, T265_00847, T265_00845, T265_00846	Smp_333010.1
OG0002224	T265_01855	Smp_065980.1
OG0002225	T265_08736	Smp_342990.1, Smp_342990.2
OG0002226	T265_14172	Smp_175980.1
OG0002227	T265_04117, T265_15786	Smp_149740.1
OG0002228	T265_04080	Smp_144220.1
OG0002229	T265_07873	Smp_136570.1
OG0002230	T265_06596	Smp_123500.1
OG0002231	T265_00618	Smp_010100.1
OG0002232	T265_13884, T265_14131	Smp_059130.1
OG0002233	T265_15141	Smp_137970.1
OG0002234	T265_00386	Smp_311480.1, Smp_311490.1
OG0002235	T265_06682	Smp_162790.1
OG0002236	T265_04798, T265_04794	Smp_333700.1
OG0002237	T265_09477	Smp_125070.1
OG0002239	T265_11016, T265_16245	Smp_345950.1
OG0002241	T265_01430	Smp_336790.1
OG0002242	T265_09722, T265_14338, T265_14682, T265_08846, T265_08847, T265_00032	Smp_194380.1
OG0002243	T265_00755, T265_16223	Smp_034670.1
OG0002244	T265_13718	Smp_345080.1
OG0002245	T265_00529	Smp_243630.1
OG0002246	T265_13249	Smp_070330.1, Smp_070330.2
OG0002247	T265_05389	Smp_079380.1, Smp_079380.2
OG0002248	T265_01349	Smp_148480.1
OG0002249	T265_02684	Smp_140690.1
OG0002250	T265_03642	Smp_049740.1
OG0002251	T265_13203	Smp_076660.1
OG0002252	T265_07719	Smp_266720.1
OG0002253	T265_03058	Smp_095150.1
OG0002254	T265_04918	Smp_166960.1
OG0002255	T265_13495	Smp_153750.1
OG0002256	T265_00072	Smp_245560.1
OG0002257	T265_07202	Smp_130200.1
OG0002258	T265_09079	Smp_014850.1
OG0002259	T265_12708	Smp_141240.1
OG0002260	T265_13734	Smp_015860.1
OG0002261	T265_02353	Smp_063650.1
OG0002263	T265_00662, T265_12600	Smp_016640.1
OG0002264	T265_13409	Smp_332650.1
OG0002265	T265_13935	Smp_158550.1
OG0002266	T265_11642	Smp_041370.2, Smp_041370.1
OG0002267	T265_10276	Smp_046030.1
OG0002268	T265_07694	Smp_064320.1
OG0002269	T265_12133, T265_15794, T265_13923	Smp_305920.1, Smp_145910.1, Smp_308350.1
OG0002270	T265_05191	Smp_087810.1
OG0002271	T265_10628	Smp_164250.1
OG0002272	T265_05407, T265_05409	Smp_332800.1
OG0002273	T265_05777, T265_15024	Smp_144990.1
OG0002274	T265_01312	Smp_047870.1, Smp_047870.2
OG0002275	T265_10682	Smp_061480.1
OG0002276	T265_02217	Smp_014800.1, Smp_014800.2
OG0002277	T265_04300	Smp_156500.1
OG0002278	T265_11208	Smp_077540.1
OG0002279	T265_04983	Smp_125600.1, Smp_125600.2
OG0002280	T265_15222	Smp_267180.1
OG0002281	T265_04079	Smp_247390.1
OG0002282	T265_03187	Smp_103920.1
OG0002283	T265_12455	Smp_156520.1
OG0002284	T265_01223	Smp_008580.1
OG0002285	T265_13808	Smp_341580.2, Smp_341580.1
OG0002286	T265_02503	Smp_000580.1
OG0002287	T265_00542	Smp_106110.1
OG0002288	T265_03285	Smp_067010.1
OG0002289	T265_02605	Smp_125980.1
OG0002290	T265_14569	Smp_133330.1
OG0002291	T265_06153	Smp_138280.1
OG0002292	T265_02156	Smp_135550.1
OG0002293	T265_00593	Smp_341170.1
OG0002294	T265_14007	Smp_045810.1
OG0002295	T265_12527	Smp_245770.1
OG0002297	T265_11479	Smp_347760.1, Smp_020090.1
OG0002298	T265_09933, T265_09932, T265_15001	Smp_093790.1, Smp_312650.1, Smp_105730.1
OG0002299	T265_03230	Smp_165400.1
OG0002300	T265_05781	Smp_144970.1
OG0002301	T265_04317	Smp_135770.1
OG0002302	T265_01158, T265_06295	Smp_244360.1
OG0002303	T265_07017	Smp_135570.2, Smp_135570.1
OG0002304	T265_11843	Smp_177060.2, Smp_177060.1
OG0002306	T265_13964	Smp_123690.1
OG0002307	T265_08826	Smp_158400.1
OG0002308	T265_03838	Smp_078600.1
OG0002309	T265_05078	Smp_040460.1
OG0002310	T265_00874	Smp_081510.1
OG0002311	T265_16283, T265_02474, T265_16279	Smp_304460.1
OG0002312	T265_10407	Smp_067090.1, Smp_067090.2
OG0002313	T265_03368	Smp_093690.1
OG0002314	T265_13148	Smp_031270.1
OG0002315	T265_05552	Smp_095010.1
OG0002316	T265_12852	Smp_248160.1
OG0002318	T265_10729	Smp_176780.1
OG0002319	T265_14042	Smp_162860.1
OG0002320	T265_12528	Smp_197880.1
OG0002321	T265_11407	Smp_306360.1
OG0002322	T265_10218	Smp_345430.1, Smp_345430.2
OG0002323	T265_12604	Smp_129130.1
OG0002324	T265_14423	Smp_157710.1
OG0002325	T265_10273	Smp_076540.1
OG0002326	T265_14647	Smp_063120.1
OG0002327	T265_01272	Smp_144960.1
OG0002328	T265_01590	Smp_304840.1
OG0002329	T265_11177	Smp_142880.1
OG0002331	T265_10476, T265_15160	Smp_158770.1
OG0002332	T265_15273	Smp_135980.1
OG0002333	T265_06756	Smp_082790.1
OG0002334	T265_09684	Smp_011640.1
OG0002335	T265_02278	Smp_194620.1
OG0002336	T265_02152	Smp_032780.1
OG0002337	T265_14716, T265_16237	Smp_316000.1, Smp_316000.2
OG0002338	T265_11508	Smp_059360.1
OG0002340	T265_06228, T265_06230	Smp_310950.1, Smp_120320.1
OG0002341	T265_03885	Smp_176750.1
OG0002342	T265_00239	Smp_198670.1
OG0002343	T265_03463	Smp_038840.1, Smp_038840.2
OG0002344	T265_12913	Smp_073830.1
OG0002345	T265_04329, T265_10710	Smp_158690.1
OG0002346	T265_01087	Smp_322050.1, Smp_321620.1
OG0002347	T265_11024	Smp_306990.1, Smp_307000.1
OG0002348	T265_08714	Smp_132670.1
OG0002349	T265_13440	Smp_169750.1
OG0002350	T265_14858	Smp_009800.1
OG0002351	T265_07519	Smp_335340.1
OG0002352	T265_15955, T265_07372	Smp_030930.1
OG0002354	T265_06916	Smp_145610.1
OG0002355	T265_01787	Smp_137160.1
OG0002358	T265_11150	Smp_055880.1, Smp_055880.2
OG0002360	T265_15008	Smp_310920.1
OG0002361	T265_07690	Smp_143960.1
OG0002362	T265_12727	Smp_134940.1
OG0002370	T265_00457	Smp_125510.1, Smp_344010.1
OG0002371	T265_15300	Smp_321930.1
OG0002372	T265_09285, T265_13946	Smp_084400.1
OG0002374	T265_14253	Smp_067590.1
OG0002375	T265_05233, T265_16343	Smp_125290.1
OG0002376	T265_07446	Smp_146680.1
OG0002377	T265_13979	Smp_340690.1, Smp_343390.1
OG0002378	T265_06234, T265_11236, T265_11235, T265_11237, T265_11238, T265_16021	Smp_302300.1, Smp_302310.2, Smp_302310.1
OG0002379	T265_05894	Smp_144310.1
OG0002380	T265_14977	Smp_075640.1
OG0002381	T265_02654, T265_16266	Smp_175390.1
OG0002382	T265_07767	Smp_084740.1
OG0002383	T265_11452, T265_11454	Smp_130110.1
OG0002384	T265_11362	Smp_154520.1
OG0002385	T265_02561	Smp_020400.1
OG0002387	T265_12419, T265_12421	Smp_155850.1
OG0002388	T265_01616	Smp_305210.1
OG0002389	T265_03542	Smp_030780.1
OG0002390	T265_15031, T265_15032, T265_15030	Smp_306270.1
OG0002391	T265_10597	Smp_342450.1
OG0002392	T265_02648	Smp_173340.1
OG0002393	T265_00616	Smp_167550.1
OG0002394	T265_13140	Smp_060070.1
OG0002395	T265_13647, T265_13649	Smp_345140.1
OG0002396	T265_02873, T265_02874	Smp_057060.1
OG0002397	T265_09037	Smp_152520.1
OG0002398	T265_03017	Smp_082250.1
OG0002399	T265_09670, T265_09671	Smp_091460.1
OG0002400	T265_00212	Smp_017710.1, Smp_017710.2
OG0002401	T265_07408	Smp_126520.1
OG0002402	T265_10841	Smp_243850.1
OG0002404	T265_09776	Smp_129340.1
OG0002405	T265_10856, T265_04546	Smp_137750.1
OG0002406	T265_13009	Smp_012000.1
OG0002407	T265_00260	Smp_165570.1
OG0002407	T265_00264	Smp_165560.1
OG0002408	T265_11905	Smp_346970.1
OG0002409	T265_01637	Smp_061540.1
OG0002410	T265_08723, T265_16313	Smp_028070.1
OG0002411	T265_04303	Smp_347160.1
OG0002412	T265_14970	Smp_178700.1
OG0002413	T265_01806	Smp_123330.1
OG0002414	T265_02906	Smp_213210.1
OG0002415	T265_03421	Smp_044680.1
OG0002416	T265_15016	Smp_172120.1, Smp_172120.2
OG0002417	T265_06209	Smp_142710.1
OG0002418	T265_00711	Smp_126720.1
OG0002419	T265_10336	Smp_141070.1
OG0002420	T265_00694	Smp_126030.1
OG0002421	T265_02187	Smp_344980.1
OG0002422	T265_00765	Smp_032000.1
OG0002423	T265_02196	Smp_347020.1
OG0002424	T265_00303	Smp_242230.1
OG0002425	T265_10775	Smp_092850.1
OG0002426	T265_05883, T265_16210	Smp_008290.1
OG0002427	T265_03972, T265_15474	Smp_011990.1
OG0002428	T265_13166	Smp_025560.1, Smp_025560.2
OG0002429	T265_06453, T265_10284	Smp_302360.1
OG0002430	T265_02210, T265_05440, T265_02212	Smp_159690.1
OG0002431	T265_01491, T265_03774	Smp_332450.1
OG0002432	T265_08924	Smp_018260.1
OG0002434	T265_02981	Smp_212830.1
OG0002435	T265_14326	Smp_343400.1
OG0002436	T265_11614, T265_15156	Smp_136470.1
OG0002437	T265_00359	Smp_245830.1
OG0002438	T265_06508	Smp_158320.1
OG0002439	T265_00836	Smp_245800.1
OG0002440	T265_12915	Smp_001170.1
OG0002441	T265_05931	Smp_065160.1
OG0002442	T265_13576	Smp_144200.1
OG0002443	T265_07141	Smp_078700.1
OG0002444	T265_06713, T265_14104	Smp_347840.1
OG0002445	T265_05838	Smp_340050.1
OG0002446	T265_00532	Smp_106080.1, Smp_335280.1
OG0002447	T265_08477	Smp_174350.1
OG0002448	T265_06603	Smp_347360.1
OG0002449	T265_08371	Smp_075440.1, Smp_075440.2
OG0002450	T265_03931, T265_03930	Smp_023620.1
OG0002451	T265_09840	Smp_158840.1
OG0002452	T265_10465	Smp_121160.1
OG0002453	T265_00345	Smp_016380.1
OG0002454	T265_05155	Smp_000670.1
OG0002455	T265_12601	Smp_079770.1
OG0002456	T265_11319	Smp_152800.1
OG0002457	T265_01249, T265_07438	Smp_008545.1
OG0002458	T265_12831	Smp_330720.1, Smp_332120.1, Smp_344710.1, Smp_334620.1, Smp_330740.1
OG0002459	T265_01502	Smp_037900.1
OG0002460	T265_09316	Smp_343860.1
OG0002461	T265_11504	Smp_322890.1, Smp_322880.1, Smp_322870.1
OG0002462	T265_03327	Smp_027910.1
OG0002463	T265_04955	Smp_174490.1
OG0002465	T265_11610	Smp_145670.1
OG0002466	T265_09526	Smp_140150.1
OG0002468	T265_01747	Smp_334260.1
OG0002469	T265_10043	Smp_126310.1
OG0002470	T265_13777	Smp_027300.1
OG0002471	T265_13340	Smp_244220.1
OG0002472	T265_02966	Smp_319120.1, Smp_319120.2
OG0002473	T265_06276	Smp_172270.1
OG0002474	T265_10153	Smp_164360.1
OG0002475	T265_06954	Smp_071770.1
OG0002476	T265_11632, T265_14722	Smp_128920.1
OG0002477	T265_15221, T265_15220	Smp_341620.1
OG0002478	T265_00370	Smp_063580.1
OG0002479	T265_10145	Smp_026250.1
OG0002480	T265_05583	Smp_173250.1
OG0002481	T265_06651	Smp_058790.1
OG0002482	T265_08130	Smp_096010.2, Smp_096010.1
OG0002483	T265_11161	Smp_139760.1
OG0002484	T265_04258	Smp_130960.1
OG0002486	T265_01077	Smp_089640.1
OG0002487	T265_01323	Smp_150270.1
OG0002488	T265_02854	Smp_034300.1
OG0002489	T265_10400	Smp_076990.1, Smp_076990.2, Smp_076990.3, Smp_076990.4
OG0002490	T265_04784	Smp_158380.1
OG0002492	T265_06763	Smp_042530.1
OG0002493	T265_01136	Smp_085740.1
OG0002494	T265_13169	Smp_064650.1
OG0002495	T265_13492	Smp_176340.2, Smp_176340.1
OG0002497	T265_06996	Smp_001390.1
OG0002498	T265_08380	Smp_015780.1
OG0002499	T265_06840	Smp_046900.1
