Orthogroup	opisthorchis_viverrini	schistosoma_japonicum
OG0002151	T265_14429, T265_15959	EWB00_004407
OG0002152	T265_13875	EWB00_009109.3, EWB00_009109.1, EWB00_009109.2
OG0002153	T265_02445	EWB00_007777
OG0002154	T265_13262	EWB00_004316
OG0002155	T265_01069	EWB00_007056.1, EWB00_007056.2
OG0002156	T265_03544	EWB00_004465
OG0002157	T265_00621, T265_00620	EWB00_007727.1, EWB00_007727.2
OG0002158	T265_00081	EWB00_011014.1, EWB00_011014.2
OG0002159	T265_13086, T265_13085	EWB00_007258, EWB00_007259
OG0002160	T265_04782	EWB00_011352
OG0002162	T265_05840	EWB00_003716
OG0002162	T265_05840	EWB00_003731
OG0002163	T265_08502	EWB00_010140
OG0002164	T265_05843	EWB00_005202.1, EWB00_005202.2
OG0002165	T265_03273, T265_16079, T265_03274	EWB00_006959
OG0002166	T265_01946	EWB00_007840.1, EWB00_007840.2
OG0002167	T265_02698	EWB00_007755.1, EWB00_007755.2
OG0002168	T265_02435	EWB00_010727.1, EWB00_010727.2
OG0002169	T265_03699	EWB00_010785
OG0002170	T265_01262	EWB00_002755
OG0002171	T265_08677	EWB00_007874
OG0002172	T265_09344	EWB00_006078.1, EWB00_006078.2
OG0002173	T265_09337	EWB00_009900.1, EWB00_009900.2
OG0002174	T265_06747	EWB00_009111.3, EWB00_009111.4, EWB00_009111.2
OG0002175	T265_00392	EWB00_001185.1, EWB00_001185.2
OG0002176	T265_06743	EWB00_002291.1, EWB00_002291.2, EWB00_002291.3
OG0002177	T265_13224, T265_13225	EWB00_006318
OG0002178	T265_13369, T265_15860	EWB00_007274
OG0002179	T265_01562	EWB00_009196.3, EWB00_009196.4, EWB00_009196.1, EWB00_009196.2
OG0002180	T265_03959	EWB00_007273.2, EWB00_007273.3, EWB00_007273.1
OG0002181	T265_15583	EWB00_003578, EWB00_003579
OG0002182	T265_12958	EWB00_001396.1, EWB00_001396.2
OG0002183	T265_07962	EWB00_009410
OG0002184	T265_11281	EWB00_003182
OG0002185	T265_00949	EWB00_006355.2, EWB00_006355.1, EWB00_006355.4, EWB00_006355.3
OG0002186	T265_14166	EWB00_010344
OG0002187	T265_11248, T265_08829, T265_09036	EWB00_002327
OG0002188	T265_09763	EWB00_005792.1, EWB00_005792.2
OG0002189	T265_08728	EWB00_006846.1, EWB00_006846.2
OG0002190	T265_03237	EWB00_005032.1, EWB00_005032.2
OG0002192	T265_09919	EWB00_009913
OG0002193	T265_15308	EWB00_009003
OG0002194	T265_05011	EWB00_006067.2, EWB00_006067.4, EWB00_006067.1, EWB00_006067.3, EWB00_006067.5, EWB00_006067.6
OG0002195	T265_13134	EWB00_010688.1, EWB00_010688.2
OG0002196	T265_03909	EWB00_006230.2, EWB00_006230.1, EWB00_006230.3, EWB00_006230.4
OG0002197	T265_06567	EWB00_010514
OG0002198	T265_14194	EWB00_003320.3, EWB00_003320.2, EWB00_003320.1, EWB00_003320.4
OG0002199	T265_09839	EWB00_000961.1, EWB00_000961.2, EWB00_000961.3
OG0002200	T265_15279	EWB00_008421.1, EWB00_008421.2, EWB00_008421.4, EWB00_008421.3
OG0002201	T265_09904	EWB00_004419
OG0002202	T265_10317	EWB00_003223.1, EWB00_003223.2
OG0002204	T265_05023	EWB00_000253.2, EWB00_000253.3, EWB00_000253.1, EWB00_000253.4
OG0002206	T265_12890	EWB00_011379
OG0002208	T265_15258	EWB00_005427.1, EWB00_005427.2
OG0002212	T265_15048	EWB00_005860
OG0002214	T265_04068	EWB00_009696
OG0002215	T265_01396	EWB00_002101, EWB00_002102
OG0002216	T265_04024	EWB00_007464
OG0002217	T265_06306	EWB00_001648
OG0002218	T265_07284	EWB00_006320
OG0002219	T265_10914	EWB00_006526
OG0002220	T265_08525	EWB00_005689
OG0002221	T265_09567	EWB00_000205.1, EWB00_000205.2, EWB00_000205.4, EWB00_000205.3, EWB00_000205.5
OG0002222	T265_07622	EWB00_008170.3, EWB00_008170.1, EWB00_008170.2, EWB00_008170.4
OG0002223	T265_02296, T265_02259, T265_03688, T265_00847, T265_00845, T265_00846	EWB00_008808
OG0002224	T265_01855	EWB00_000688
OG0002225	T265_08736	EWB00_001905
OG0002226	T265_14172	EWB00_008033
OG0002227	T265_04117, T265_15786	EWB00_006363.1, EWB00_006363.2
OG0002228	T265_04080	EWB00_002824.1, EWB00_002824.2, EWB00_002824.3, EWB00_002824.4
OG0002229	T265_07873	EWB00_009369
OG0002230	T265_06596	EWB00_010499.3, EWB00_010499.1, EWB00_010499.2, EWB00_010499.4
OG0002231	T265_00618	EWB00_000403
OG0002232	T265_13884, T265_14131	EWB00_010950.4, EWB00_010950.3, EWB00_010950.1, EWB00_010950.2
OG0002233	T265_15141	EWB00_011293
OG0002234	T265_00386	EWB00_005381, EWB00_005380
OG0002235	T265_06682	EWB00_005457
OG0002236	T265_04798, T265_04794	EWB00_006274
OG0002237	T265_09477	EWB00_009498
OG0002239	T265_11016, T265_16245	EWB00_006688.1, EWB00_006688.2, EWB00_006688.3
OG0002241	T265_01430	EWB00_004153, EWB00_006256.5, EWB00_006256.4, EWB00_006256.3, EWB00_006256.1, EWB00_006256.2
OG0002242	T265_09722, T265_14338, T265_14682, T265_08846, T265_08847, T265_00032	EWB00_003230.1, EWB00_003230.2, EWB00_003230.3
OG0002243	T265_00755, T265_16223	EWB00_006062.2, EWB00_006062.1
OG0002244	T265_13718	EWB00_001094
OG0002245	T265_00529	EWB00_011263.1, EWB00_011263.2, EWB00_011263.3
OG0002246	T265_13249	EWB00_003507.3, EWB00_003507.4, EWB00_003507.2, EWB00_003507.1
OG0002247	T265_05389	EWB00_004105.1, EWB00_004105.2, EWB00_004105.3
OG0002248	T265_01349	EWB00_010660
OG0002249	T265_02684	EWB00_000748
OG0002250	T265_03642	EWB00_003918.4, EWB00_003918.1, EWB00_003918.2, EWB00_003918.3
OG0002251	T265_13203	EWB00_007014
OG0002252	T265_07719	EWB00_008266.1, EWB00_008266.2, EWB00_008266.3, EWB00_008267
OG0002253	T265_03058	EWB00_008508.2, EWB00_008508.1, EWB00_008508.3
OG0002254	T265_04918	EWB00_006514.1, EWB00_006514.2
OG0002256	T265_00072	EWB00_010732, EWB00_010733
OG0002257	T265_07202	EWB00_010650
OG0002258	T265_09079	EWB00_010643.1, EWB00_010643.2
OG0002259	T265_12708	EWB00_006971.1, EWB00_006971.2, EWB00_006971.3
OG0002260	T265_13734	EWB00_005675.1, EWB00_005675.2, EWB00_005675.3, EWB00_005675.4
OG0002261	T265_02353	EWB00_005327.1, EWB00_005327.2
OG0002263	T265_00662, T265_12600	EWB00_009852.1, EWB00_009852.2
OG0002264	T265_13409	EWB00_006377.1, EWB00_006377.2
OG0002265	T265_13935	EWB00_002840.2, EWB00_002840.1, EWB00_002840.3
OG0002266	T265_11642	EWB00_000566
OG0002267	T265_10276	EWB00_002677.2, EWB00_002677.1, EWB00_002677.3, EWB00_002677.5, EWB00_002677.4
OG0002268	T265_07694	EWB00_002177.1, EWB00_002177.2
OG0002269	T265_12133, T265_15794, T265_13923	EWB00_001157.3, EWB00_001157.1, EWB00_001157.2, EWB00_001157.4, EWB00_001157.5
OG0002270	T265_05191	EWB00_001689
OG0002271	T265_10628	EWB00_000845.2, EWB00_000845.1
OG0002272	T265_05407, T265_05409	EWB00_005231
OG0002273	T265_05777, T265_15024	EWB00_007379.1, EWB00_007379.2
OG0002274	T265_01312	EWB00_002531
OG0002275	T265_10682	EWB00_007288
OG0002276	T265_02217	EWB00_010646.1, EWB00_010646.2, EWB00_010646.3
OG0002277	T265_04300	EWB00_007225
OG0002278	T265_11208	EWB00_004962.1, EWB00_004962.2
OG0002279	T265_04983	EWB00_000143
OG0002280	T265_15222	EWB00_005203
OG0002281	T265_04079	EWB00_005732
OG0002282	T265_03187	EWB00_010373.1, EWB00_010373.2, EWB00_010373.3
OG0002283	T265_12455	EWB00_007213.1, EWB00_007213.2
OG0002284	T265_01223	EWB00_000950.1, EWB00_000950.2, EWB00_000950.3, EWB00_000950.4
OG0002285	T265_13808	EWB00_009508.1, EWB00_009508.5, EWB00_009508.3, EWB00_009508.2, EWB00_009508.4
OG0002286	T265_02503	EWB00_005798
OG0002287	T265_00542	EWB00_007724.3, EWB00_007724.1, EWB00_007724.2
OG0002288	T265_03285	EWB00_009134.1, EWB00_009134.2
OG0002289	T265_02605	EWB00_002954
OG0002290	T265_14569	EWB00_009009.1, EWB00_009009.2
OG0002291	T265_06153	EWB00_000478.1, EWB00_000478.2, EWB00_000478.3
OG0002292	T265_02156	EWB00_008238
OG0002293	T265_00593	EWB00_007962.1, EWB00_007962.2, EWB00_007962.3
OG0002294	T265_14007	EWB00_002320
OG0002295	T265_12527	EWB00_005405
OG0002296	T265_04413	EWB00_003784.1, EWB00_003784.3, EWB00_003784.2
OG0002297	T265_11479	EWB00_007936, EWB00_009753
OG0002298	T265_09933, T265_09932, T265_15001	EWB00_007881.1, EWB00_007881.2, EWB00_007881.3, EWB00_007881.4, EWB00_007882
OG0002299	T265_03230	EWB00_000668
OG0002300	T265_05781	EWB00_007382
OG0002301	T265_04317	EWB00_001890, EWB00_001889
OG0002302	T265_01158, T265_06295	EWB00_003102.1, EWB00_003102.2
OG0002303	T265_07017	EWB00_001408
OG0002304	T265_11843	EWB00_009768
OG0002306	T265_13964	EWB00_010473.1, EWB00_010473.2, EWB00_010473.3
OG0002307	T265_08826	EWB00_009135.1, EWB00_009135.2, EWB00_009135.3
OG0002308	T265_03838	EWB00_006775.1, EWB00_006775.2
OG0002309	T265_05078	EWB00_002818.2, EWB00_002818.1, EWB00_002818.3
OG0002310	T265_00874	EWB00_002425
OG0002311	T265_16283, T265_02474, T265_16279	EWB00_006345
OG0002312	T265_10407	EWB00_001522
OG0002313	T265_03368	EWB00_003908.1, EWB00_003908.2, EWB00_003908.3
OG0002314	T265_13148	EWB00_004832.1, EWB00_004832.2
OG0002315	T265_05552	EWB00_009507.1, EWB00_009507.2, EWB00_009507.3, EWB00_009507.4
OG0002316	T265_12852	EWB00_006093.1, EWB00_006093.4, EWB00_006093.2, EWB00_006093.3
OG0002318	T265_10729	EWB00_007545.1, EWB00_007545.2
OG0002319	T265_14042	EWB00_005438.1, EWB00_005438.2
OG0002320	T265_12528	EWB00_010928.1, EWB00_010928.2
OG0002321	T265_11407	EWB00_007641.1, EWB00_007641.2, EWB00_007641.3, EWB00_007641.4
OG0002322	T265_10218	EWB00_006431.1, EWB00_006431.2
OG0002323	T265_12604	EWB00_007129
OG0002324	T265_14423	EWB00_007677.3, EWB00_007677.1, EWB00_007677.2
OG0002325	T265_10273	EWB00_004157
OG0002326	T265_14647	EWB00_004944.1, EWB00_004944.2
OG0002327	T265_01272	EWB00_007385.1, EWB00_007385.2, EWB00_007385.3
OG0002328	T265_01590	EWB00_004684
OG0002329	T265_11177	EWB00_008796.1, EWB00_008796.2
OG0002331	T265_10476, T265_15160	EWB00_006319
OG0002332	T265_15273	EWB00_009738.1, EWB00_009738.2
OG0002333	T265_06756	EWB00_005401
OG0002334	T265_09684	EWB00_003066
OG0002336	T265_02152	EWB00_005125.5, EWB00_005125.1, EWB00_005125.2, EWB00_005125.3, EWB00_005125.4
OG0002337	T265_14716, T265_16237	EWB00_003746.1, EWB00_003746.2
OG0002338	T265_11508	EWB00_000209.1, EWB00_000209.5, EWB00_000208, EWB00_000209.2, EWB00_000209.3, EWB00_000209.4, EWB00_000209.6
OG0002340	T265_06228, T265_06230	EWB00_007887
OG0002341	T265_03885	EWB00_001961
OG0002342	T265_00239	EWB00_000875.1, EWB00_000875.2, EWB00_000875.3
OG0002343	T265_03463	EWB00_001562.1, EWB00_001562.2, EWB00_001562.3
OG0002344	T265_12913	EWB00_011279
OG0002345	T265_04329, T265_10710	EWB00_009427.1, EWB00_009427.2, EWB00_009427.3, EWB00_009427.4
OG0002346	T265_01087	EWB00_000244.3, EWB00_000244.4, EWB00_000244.5, EWB00_000244.1, EWB00_000244.2
OG0002347	T265_11024	EWB00_002507, EWB00_002503, EWB00_002505, EWB00_002506, EWB00_002504, EWB00_002509
OG0002348	T265_08714	EWB00_004284.2, EWB00_004284.3, EWB00_004284.1
OG0002349	T265_13440	EWB00_001980.1, EWB00_001980.2
OG0002350	T265_14858	EWB00_004325.1, EWB00_004325.3, EWB00_004325.2
OG0002351	T265_07519	EWB00_006781
OG0002352	T265_15955, T265_07372	EWB00_003048
OG0002354	T265_06916	EWB00_008835.1, EWB00_008835.2
OG0002355	T265_01787	EWB00_008101
OG0002358	T265_11150	EWB00_006535.6, EWB00_006535.1, EWB00_006535.7, EWB00_006535.2, EWB00_006535.3, EWB00_006535.4, EWB00_006535.5
OG0002360	T265_15008	EWB00_010976
OG0002361	T265_07690	EWB00_004501.1, EWB00_004501.2, EWB00_004501.3
OG0002362	T265_12727	EWB00_000927
OG0002370	T265_00457	EWB00_010748, EWB00_004045
OG0002371	T265_15300	EWB00_003844.1, EWB00_003844.4, EWB00_003844.2, EWB00_003844.3, EWB00_003844.5
OG0002372	T265_09285, T265_13946	EWB00_010403.2, EWB00_010403.1
OG0002374	T265_14253	EWB00_006323.1, EWB00_006323.2
OG0002375	T265_05233, T265_16343	EWB00_004800.1, EWB00_004800.2
OG0002376	T265_07446	EWB00_008338
OG0002377	T265_13979	EWB00_006036, EWB00_006037
OG0002378	T265_06234, T265_11236, T265_11235, T265_11237, T265_11238, T265_16021	EWB00_009259.1, EWB00_009259.2
OG0002379	T265_05894	EWB00_006399.1, EWB00_006399.2
OG0002380	T265_14977	EWB00_010782.1, EWB00_010782.2, EWB00_010782.3
OG0002381	T265_02654, T265_16266	EWB00_005373
OG0002382	T265_07767	EWB00_000809.3, EWB00_000809.4, EWB00_000809.1, EWB00_000809.2
OG0002383	T265_11452, T265_11454	EWB00_006809.2, EWB00_006809.1, EWB00_006809.3
OG0002384	T265_11362	EWB00_003769, EWB00_003768
OG0002385	T265_02561	EWB00_003280.1, EWB00_003280.3, EWB00_003280.2, EWB00_003280.4
OG0002387	T265_12419, T265_12421	EWB00_002002
OG0002388	T265_01616	EWB00_004674.1, EWB00_004674.2, EWB00_004674.4, EWB00_004674.5, EWB00_004674.3
OG0002389	T265_03542	EWB00_004462
OG0002390	T265_15031, T265_15032, T265_15030	EWB00_002461, EWB00_002462
OG0002391	T265_10597	EWB00_005488, EWB00_005489
OG0002392	T265_02648	EWB00_000330.1, EWB00_000330.2, EWB00_000330.3
OG0002393	T265_00616	EWB00_004003.1, EWB00_004003.2
OG0002394	T265_13140	EWB00_007460.1, EWB00_007460.2
OG0002395	T265_13647, T265_13649	EWB00_009711, EWB00_009584
OG0002396	T265_02873, T265_02874	EWB00_002115
OG0002397	T265_09037	EWB00_001264.2, EWB00_001264.1, EWB00_001264.3
OG0002398	T265_03017	EWB00_006293
OG0002399	T265_09670, T265_09671	EWB00_007982.3, EWB00_007982.1, EWB00_007982.2
OG0002400	T265_00212	EWB00_008637.1, EWB00_008637.2
OG0002401	T265_07408	EWB00_006645.1, EWB00_006645.3, EWB00_006645.4, EWB00_006645.2, EWB00_006645.5, EWB00_006645.6
OG0002402	T265_10841	EWB00_003517
OG0002404	T265_09776	EWB00_004016.1, EWB00_004016.3, EWB00_004016.2
OG0002405	T265_10856, T265_04546	EWB00_003830
OG0002406	T265_13009	EWB00_008662.1, EWB00_008662.3, EWB00_008662.2
OG0002407	T265_00264	EWB00_008698
OG0002408	T265_11905	EWB00_010912
OG0002409	T265_01637	EWB00_009145.1, EWB00_009145.2
OG0002410	T265_08723, T265_16313	EWB00_006844.1, EWB00_006844.2
OG0002411	T265_04303	EWB00_001687.1, EWB00_001687.2, EWB00_001687.3
OG0002412	T265_14970	EWB00_006046.1, EWB00_006046.3, EWB00_006046.4, EWB00_006046.2
OG0002413	T265_01806	EWB00_006943
OG0002414	T265_02906	EWB00_003787
OG0002415	T265_03421	EWB00_002482
OG0002416	T265_15016	EWB00_007976.1, EWB00_007976.2, EWB00_007976.3, EWB00_007976.4
OG0002417	T265_06209	EWB00_003129
OG0002418	T265_00711	EWB00_002132.1, EWB00_002132.3, EWB00_002132.2
OG0002419	T265_10336	EWB00_003291
OG0002420	T265_00694	EWB00_002950.1, EWB00_002950.5, EWB00_002950.2, EWB00_002950.3, EWB00_002950.4
OG0002421	T265_02187	EWB00_007353
OG0002422	T265_00765	EWB00_008167
OG0002423	T265_02196	EWB00_008133.1, EWB00_008133.2, EWB00_008133.3
OG0002424	T265_00303	EWB00_000889.4, EWB00_000889.5, EWB00_000889.6, EWB00_000889.7, EWB00_000889.8, EWB00_000889.1, EWB00_000889.2, EWB00_000889.3
OG0002425	T265_10775	EWB00_003391
OG0002426	T265_05883, T265_16210	EWB00_004366
OG0002427	T265_03972, T265_15474	EWB00_008661.1, EWB00_008661.2
OG0002428	T265_13166	EWB00_007688
OG0002429	T265_06453, T265_10284	EWB00_003951.1, EWB00_003951.2
OG0002430	T265_02210, T265_05440, T265_02212	EWB00_008226.1, EWB00_008226.2
OG0002431	T265_01491, T265_03774	EWB00_004336
OG0002432	T265_08924	EWB00_011316.2, EWB00_011316.1
OG0002434	T265_02981	EWB00_008172.3, EWB00_008172.2, EWB00_008172.1, EWB00_008172.4
OG0002435	T265_14326	EWB00_001322.3, EWB00_001322.4, EWB00_001322.1, EWB00_001322.5, EWB00_001322.2
OG0002436	T265_11614, T265_15156	EWB00_002385
OG0002437	T265_00359	EWB00_010623
OG0002438	T265_06508	EWB00_002916.1, EWB00_002916.2
OG0002439	T265_00836	EWB00_010652
OG0002440	T265_12915	EWB00_010048
OG0002441	T265_05931	EWB00_008740.1, EWB00_008740.2, EWB00_008740.3
OG0002442	T265_13576	EWB00_002821.1, EWB00_002821.6, EWB00_002821.2, EWB00_002821.3, EWB00_002821.5, EWB00_002821.4
OG0002443	T265_07141	EWB00_004738.1, EWB00_004738.2, EWB00_004738.3
OG0002444	T265_06713, T265_14104	EWB00_003201, EWB00_003202.1, EWB00_003202.2, EWB00_003202.3
OG0002445	T265_05838	EWB00_010049.1, EWB00_010049.3, EWB00_010049.4, EWB00_010049.2
OG0002446	T265_00532	EWB00_001153.3, EWB00_001153.1, EWB00_001153.2
OG0002447	T265_08477	EWB00_004682
OG0002448	T265_06603	EWB00_003407
OG0002449	T265_08371	EWB00_005440.1, EWB00_005440.2
OG0002450	T265_03931, T265_03930	EWB00_000926.1, EWB00_000926.2
OG0002451	T265_09840	EWB00_007351
OG0002452	T265_10465	EWB00_000423.1, EWB00_000423.2
OG0002453	T265_00345	EWB00_000222
OG0002454	T265_05155	EWB00_005807.1, EWB00_005807.2, EWB00_005807.3, EWB00_005807.4
OG0002455	T265_12601	EWB00_010399.1, EWB00_010399.2, EWB00_010399.3
OG0002456	T265_11319	EWB00_005973.1, EWB00_005973.2
OG0002457	T265_01249, T265_07438	EWB00_000948
OG0002458	T265_12831	EWB00_004474
OG0002459	T265_01502	EWB00_003142
OG0002460	T265_09316	EWB00_009608
OG0002461	T265_11504	EWB00_006556
OG0002462	T265_03327	EWB00_008907
OG0002463	T265_04955	EWB00_010389.1, EWB00_010389.2
OG0002465	T265_11610	EWB00_007026.1, EWB00_007026.2
OG0002466	T265_09526	EWB00_004764
OG0002468	T265_01747	EWB00_007186.1, EWB00_007186.2, EWB00_007186.3
OG0002469	T265_10043	EWB00_004862
OG0002470	T265_13777	EWB00_009633
OG0002471	T265_13340	EWB00_001385
OG0002472	T265_02966	EWB00_004355.1, EWB00_004355.2
OG0002473	T265_06276	EWB00_009186
OG0002474	T265_10153	EWB00_007514.1, EWB00_007514.2
OG0002475	T265_06954	EWB00_001064
OG0002476	T265_11632, T265_14722	EWB00_004137
OG0002477	T265_15221, T265_15220	EWB00_010997
OG0002478	T265_00370	EWB00_005321.1, EWB00_005321.4, EWB00_005321.3, EWB00_005321.2
OG0002479	T265_10145	EWB00_007106.1, EWB00_007106.2
OG0002480	T265_05583	EWB00_003356.1, EWB00_003356.2, EWB00_003356.3
OG0002481	T265_06651	EWB00_009781.1, EWB00_009781.2
OG0002482	T265_08130	EWB00_006588.2, EWB00_006588.1
OG0002483	T265_11161	EWB00_002524.3, EWB00_002524.1, EWB00_002524.4, EWB00_002524.2
OG0002484	T265_04258	EWB00_007065, EWB00_007064
OG0002486	T265_01077	EWB00_007052.1, EWB00_007052.3, EWB00_007052.5, EWB00_007052.6, EWB00_007052.7, EWB00_007052.2, EWB00_007052.4
OG0002487	T265_01323	EWB00_010595.2, EWB00_010595.3, EWB00_010595.1, EWB00_010595.4
OG0002488	T265_02854	EWB00_000755
OG0002489	T265_10400	EWB00_002851.1, EWB00_002851.2, EWB00_002851.3
OG0002490	T265_04784	EWB00_009136.1, EWB00_009136.2
OG0002492	T265_06763	EWB00_001387, EWB00_001388
OG0002493	T265_01136	EWB00_010415
OG0002494	T265_13169	EWB00_003325.1, EWB00_003325.2
OG0002495	T265_13492	EWB00_009747, EWB00_009361.1, EWB00_009361.2
OG0002497	T265_06996	EWB00_003626
OG0002498	T265_08380	EWB00_005669
OG0002499	T265_06840	EWB00_007612.1, EWB00_007612.2
OG0002500	T265_13736	EWB00_010213
OG0002502	T265_07288	EWB00_002970, EWB00_002971
OG0002504	T265_05690	EWB00_007059
OG0002505	T265_04916	EWB00_006513
OG0002506	T265_05367	EWB00_005937.1, EWB00_005937.2, EWB00_005937.4, EWB00_005937.3, EWB00_005937.5
OG0002507	T265_06548	EWB00_008781
OG0002508	T265_00657	EWB00_008892.1, EWB00_008892.2, EWB00_008892.3, EWB00_008892.4
OG0002509	T265_11507	EWB00_009464.2, EWB00_009464.1, EWB00_009464.3
OG0002511	T265_09184	EWB00_002704.1, EWB00_002704.2
OG0002512	T265_01109, T265_01107	EWB00_000405.1, EWB00_000405.2, EWB00_000405.3, EWB00_000405.4, EWB00_000405.5, EWB00_000405.6
OG0002514	T265_13584	EWB00_010294.4, EWB00_010294.5, EWB00_010294.1, EWB00_010294.2, EWB00_010294.3
OG0002517	T265_02578	EWB00_008228
OG0002518	T265_09714, T265_09890	EWB00_006408
OG0002526	T265_06218	EWB00_002665, EWB00_002667
OG0002527	T265_06354	EWB00_004723
OG0002528	T265_13832	EWB00_000555.1, EWB00_000555.2
OG0002529	T265_00314	EWB00_002200.1, EWB00_002200.2, EWB00_002200.3
OG0002530	T265_05441	EWB00_001400
OG0002531	T265_09261, T265_16107	EWB00_010884.3, EWB00_010884.1, EWB00_010884.2
OG0002532	T265_06112	EWB00_007371
OG0002533	T265_10106	EWB00_010494.1, EWB00_010494.2
OG0002534	T265_11289	EWB00_001927
OG0002535	T265_04895	EWB00_006843.3, EWB00_006843.1, EWB00_006843.2
OG0002537	T265_11659	EWB00_008294
OG0002538	T265_12591, T265_13956	EWB00_011325
OG0002539	T265_06929	EWB00_008035
OG0002540	T265_02959	EWB00_006209.1, EWB00_006209.2
OG0002541	T265_00045	EWB00_003802
OG0002542	T265_05751	EWB00_004941.1, EWB00_004941.2
OG0002543	T265_02977	EWB00_000637
OG0002544	T265_03611	EWB00_010812.4, EWB00_010812.1, EWB00_010812.2, EWB00_010812.3, EWB00_010812.5, EWB00_010812.6
OG0002545	T265_13460	EWB00_007069
OG0002546	T265_08445	EWB00_005429.1, EWB00_005429.2, EWB00_005429.3
OG0002547	T265_02728	EWB00_009977.3, EWB00_009977.1, EWB00_009977.2
OG0002548	T265_10907	EWB00_000788
OG0002549	T265_09253	EWB00_003364.1, EWB00_003364.2
OG0002551	T265_10827	EWB00_007456.1, EWB00_007456.2
OG0002552	T265_06270	EWB00_004843
OG0002553	T265_12816	EWB00_005581.2, EWB00_005581.1
OG0002554	T265_11518	EWB00_005265, EWB00_005267
OG0002555	T265_12804	EWB00_004264.1, EWB00_004264.2
OG0002556	T265_00868	EWB00_002517.3, EWB00_002517.1, EWB00_002517.2
OG0002557	T265_01526	EWB00_002809
OG0002558	T265_11716	EWB00_009032
OG0002559	T265_09716	EWB00_001095
OG0002560	T265_10495	EWB00_011401
OG0002561	T265_08002	EWB00_000210.1, EWB00_000210.4, EWB00_000210.2, EWB00_000210.3
OG0002562	T265_06419	EWB00_003061.1, EWB00_003061.2, EWB00_003061.3
OG0002563	T265_12573	EWB00_011143
OG0002564	T265_14413	EWB00_008249.1, EWB00_008249.2
OG0002565	T265_10924	EWB00_007210.1, EWB00_007210.2, EWB00_007208
OG0002566	T265_01406	EWB00_000913
OG0002567	T265_09820	EWB00_006833
OG0002568	T265_06148	EWB00_010405.1, EWB00_010405.2, EWB00_010405.3
OG0002569	T265_09350	EWB00_010451.2, EWB00_010451.1, EWB00_010451.3
OG0002570	T265_15976, T265_15295	EWB00_010896
OG0002571	T265_09123	EWB00_003919
OG0002572	T265_00523	EWB00_000488, EWB00_000489.1, EWB00_000489.3, EWB00_000489.4, EWB00_000489.2
OG0002573	T265_03551, T265_04783, T265_05402, T265_00589, T265_03673	EWB00_003627, EWB00_000067
OG0002573	T265_05406	EWB00_005234
OG0002574	T265_05451	EWB00_001181
OG0002575	T265_14312	EWB00_001137
OG0002576	T265_05790	EWB00_001249
OG0002577	T265_05294, T265_05295	EWB00_002169, EWB00_002170, EWB00_002167, EWB00_002166.1, EWB00_002166.2
OG0002578	T265_03584	EWB00_002993
OG0002579	T265_12918	EWB00_005516.1, EWB00_005516.2
OG0002580	T265_00177	EWB00_000511
OG0002581	T265_00663	EWB00_000227.1, EWB00_000227.2
OG0002582	T265_04496	EWB00_008364.2, EWB00_008364.5, EWB00_008364.1, EWB00_008364.3, EWB00_008364.4
OG0002583	T265_08898	EWB00_000727.1, EWB00_000727.2, EWB00_000727.4, EWB00_000727.5, EWB00_000727.3
OG0002584	T265_13055	EWB00_006203.1, EWB00_006203.2
OG0002586	T265_09506, T265_03414	EWB00_001039, EWB00_001038
OG0002587	T265_06030	EWB00_007018.1, EWB00_007018.2
OG0002588	T265_08785	EWB00_011107.1, EWB00_011107.2
OG0002589	T265_04177	EWB00_011349
OG0002590	T265_13106	EWB00_010994.2, EWB00_010994.3, EWB00_010994.1
OG0002591	T265_11493	EWB00_001228
OG0002592	T265_14197	EWB00_010875.2, EWB00_010875.1
OG0002593	T265_02360	EWB00_010593.1, EWB00_010593.2
OG0002594	T265_02363	EWB00_010592
OG0002595	T265_02820	EWB00_010703
OG0002596	T265_05825	EWB00_010956
OG0002597	T265_12817, T265_12684	EWB00_010007.1, EWB00_010007.2, EWB00_010007.3
