Orthogroup	opisthorchis_viverrini	schistosoma_spindale
OG0001271	T265_01405	SSPN1_59570.6, SSPN1_59570.1, SSPN1_59570.2, SSPN1_59570.3, SSPN1_59570.4, SSPN1_59570.5, SSPN1_59570.7
OG0001272	T265_09223	SSPN1_77260.1, SSPN1_77260.2, SSPN1_77260.3, SSPN1_77260.4
OG0001273	T265_12104	SSPN1_70880.2, SSPN1_70880.1, SSPN1_70880.3
OG0001275	T265_07335, T265_10840, T265_11809	SSPN1_52610.1
OG0001276	T265_00611	SSPN1_60110.1
OG0001277	T265_00220	SSPN1_3110.3, SSPN1_3110.1, SSPN1_3110.2
OG0001278	T265_01837	SSPN1_87460.1, SSPN1_87460.3, SSPN1_87460.2
OG0001281	T265_03870, T265_13351	SSPN1_75420.1, SSPN1_75360.1, SSPN1_75370.1, SSPN1_75380.1
OG0001288	T265_04400	SSPN1_90510.1
OG0001289	T265_07802	SSPN1_28540.1
OG0001290	T265_06266	SSPN1_4840.1, SSPN1_4850.1
OG0001291	T265_02085	SSPN1_6960.3, SSPN1_6960.5, SSPN1_6960.1, SSPN1_6960.4, SSPN1_6960.2
OG0001292	T265_15256	SSPN1_7090.1, SSPN1_7100.1
OG0001293	T265_08598, T265_02864	SSPN1_53580.1, SSPN1_53590.1
OG0001294	T265_10701, T265_16370	SSPN1_38670.1
OG0001295	T265_09730	SSPN1_39030.1, SSPN1_39030.2, SSPN1_39030.3
OG0001296	T265_08476	SSPN1_7420.1, SSPN1_7420.6, SSPN1_7420.2, SSPN1_7420.3, SSPN1_7420.4, SSPN1_7420.7, SSPN1_7420.5
OG0001297	T265_04571	SSPN1_18500.2, SSPN1_18500.1, SSPN1_18500.4, SSPN1_18500.3
OG0001298	T265_07619	SSPN1_34690.1, SSPN1_34690.3, SSPN1_34690.4, SSPN1_34690.2
OG0001300	T265_08424	SSPN1_5910.1
OG0001301	T265_00039	SSPN1_52670.1
OG0001302	T265_12500	SSPN1_2390.1
OG0001303	T265_10770	SSPN1_39050.1
OG0001304	T265_03829	SSPN1_85410.1, SSPN1_85410.2, SSPN1_85410.3
OG0001305	T265_07987	SSPN1_1440.1
OG0001306	T265_00541	SSPN1_62670.1
OG0001307	T265_01195	SSPN1_78510.1
OG0001307	T265_01660	SSPN1_78490.1
OG0001309	T265_13784	SSPN1_71210.1
OG0001310	T265_05987	SSPN1_26380.1, SSPN1_26390.1, SSPN1_26390.2, SSPN1_26390.4, SSPN1_26390.3
OG0001311	T265_11912	SSPN1_42740.1, SSPN1_42740.2
OG0001312	T265_09660, T265_12061	SSPN1_30470.2, SSPN1_30470.8, SSPN1_30470.9, SSPN1_30470.3, SSPN1_30470.4, SSPN1_30470.5, SSPN1_30470.6, SSPN1_30470.7, SSPN1_30470.1
OG0001313	T265_13569, T265_16167	SSPN1_40530.4, SSPN1_40530.3, SSPN1_40530.1, SSPN1_40530.2, SSPN1_40530.5
OG0001314	T265_04550	SSPN1_19990.1
OG0001315	T265_13138	SSPN1_30420.7, SSPN1_30420.3, SSPN1_30420.5, SSPN1_30420.2, SSPN1_30420.1, SSPN1_30420.4, SSPN1_30420.6
OG0001316	T265_04509	SSPN1_35850.1
OG0001318	T265_13991	SSPN1_1050.1, SSPN1_1050.4, SSPN1_1050.10, SSPN1_1050.3, SSPN1_1050.8, SSPN1_1050.9, SSPN1_1050.5, SSPN1_1050.6, SSPN1_1050.7, SSPN1_1050.2
OG0001319	T265_06528	SSPN1_31430.4, SSPN1_31430.2, SSPN1_31430.1, SSPN1_31430.3
OG0001320	T265_08464	SSPN1_60630.1
OG0001322	T265_03302	SSPN1_46220.1
OG0001323	T265_12486	SSPN1_1190.2, SSPN1_1190.1, SSPN1_1190.3
OG0001324	T265_14768	SSPN1_83690.3, SSPN1_83690.1, SSPN1_83690.2, SSPN1_83690.4
OG0001325	T265_13829	SSPN1_92640.1, SSPN1_92640.2, SSPN1_92640.3
OG0001326	T265_12747	SSPN1_51950.1, SSPN1_51950.2, SSPN1_51950.6, SSPN1_51950.7, SSPN1_51950.3, SSPN1_51950.4, SSPN1_51950.5, SSPN1_51950.8
OG0001327	T265_04765	SSPN1_87710.1
OG0001328	T265_08521, T265_16151	SSPN1_4390.1
OG0001329	T265_08470	SSPN1_6200.5, SSPN1_6200.1, SSPN1_6200.2, SSPN1_6200.3, SSPN1_6200.4
OG0001330	T265_02990	SSPN1_29860.1, SSPN1_29860.2, SSPN1_29860.3
OG0001331	T265_13007	SSPN1_46630.1
OG0001332	T265_10139	SSPN1_57210.1
OG0001332	T265_00767	SSPN1_69140.2, SSPN1_69140.3, SSPN1_69140.4, SSPN1_69140.5, SSPN1_69140.1
OG0001333	T265_03325	SSPN1_65140.1
OG0001334	T265_06833	SSPN1_1490.1, SSPN1_1490.2, SSPN1_1490.3, SSPN1_1490.4
OG0001335	T265_08232	SSPN1_29710.1
OG0001336	T265_08608, T265_14629	SSPN1_44810.2, SSPN1_44810.1, SSPN1_44820.1
OG0001338	T265_14448	SSPN1_33830.1
OG0001339	T265_15348	SSPN1_19290.1
OG0001340	T265_10344	SSPN1_21570.2, SSPN1_21570.1, SSPN1_21570.3, SSPN1_21570.4, SSPN1_21570.6, SSPN1_21570.7, SSPN1_21570.5
OG0001341	T265_12020	SSPN1_74100.3, SSPN1_74100.5, SSPN1_74100.6, SSPN1_74100.2, SSPN1_74100.7, SSPN1_74100.4, SSPN1_74100.1, SSPN1_74100.8
OG0001342	T265_14230	SSPN1_50740.1
OG0001343	T265_13062	SSPN1_69170.1, SSPN1_69170.8, SSPN1_69170.5, SSPN1_69170.7, SSPN1_69170.4, SSPN1_69170.2, SSPN1_69170.3, SSPN1_69170.6
OG0001344	T265_10971	SSPN1_74160.3, SSPN1_74160.1, SSPN1_74160.2, SSPN1_74160.4
OG0001345	T265_01513	SSPN1_41050.1, SSPN1_41050.2
OG0001346	T265_14870	SSPN1_15990.1
OG0001347	T265_13036	SSPN1_37040.1
OG0001348	T265_01495	SSPN1_34990.1, SSPN1_34990.2
OG0001350	T265_14606	SSPN1_30070.1, SSPN1_30070.2, SSPN1_30070.3, SSPN1_30070.4
OG0001351	T265_13461	SSPN1_22900.1, SSPN1_22890.1
OG0001352	T265_05586	SSPN1_22980.1
OG0001353	T265_04201	SSPN1_61520.1
OG0001354	T265_07793	SSPN1_59940.1, SSPN1_59940.2
OG0001355	T265_14810, T265_10683	SSPN1_64650.1, SSPN1_64650.2
OG0001356	T265_02268, T265_01960	SSPN1_69340.4, SSPN1_69340.2, SSPN1_69340.5, SSPN1_69340.1, SSPN1_69340.3
OG0001357	T265_02597, T265_15181	SSPN1_31540.1
OG0001361	T265_09022	SSPN1_27450.1
OG0001362	T265_07497	SSPN1_29560.1
OG0001363	T265_13550	SSPN1_91350.1, SSPN1_91360.1
OG0001364	T265_11114	SSPN1_82310.9, SSPN1_82310.7, SSPN1_82310.3, SSPN1_82310.6, SSPN1_82310.1, SSPN1_82310.2, SSPN1_82310.4, SSPN1_82310.5, SSPN1_82310.8
OG0001365	T265_06976, T265_16366	SSPN1_75110.1
OG0001367	T265_06622	SSPN1_91890.1, SSPN1_91890.2, SSPN1_91890.3, SSPN1_91890.4
OG0001368	T265_00192	SSPN1_10780.1, SSPN1_10770.3, SSPN1_10770.4, SSPN1_10770.2, SSPN1_10770.1
OG0001369	T265_01904, T265_15996	SSPN1_86770.1
OG0001370	T265_14639	SSPN1_56510.1, SSPN1_56520.1, SSPN1_56510.2, SSPN1_56530.1
OG0001371	T265_04340	SSPN1_34540.1, SSPN1_34530.1
OG0001372	T265_07978, T265_16138	SSPN1_33790.3, SSPN1_33790.1, SSPN1_33790.2, SSPN1_33790.4
OG0001373	T265_00255	SSPN1_2370.1
OG0001374	T265_12908	SSPN1_63380.4, SSPN1_63380.2, SSPN1_63380.1, SSPN1_63380.3
OG0001376	T265_03803	SSPN1_83570.1
OG0001377	T265_11911	SSPN1_61970.1
OG0001378	T265_12257	SSPN1_3160.1
OG0001379	T265_00091	SSPN1_67400.1
OG0001380	T265_12561	SSPN1_57280.1
OG0001381	T265_12544, T265_00449	SSPN1_70430.1
OG0001383	T265_11947	SSPN1_4020.1
OG0001384	T265_09759	SSPN1_84640.1
OG0001385	T265_01081	SSPN1_22520.1, SSPN1_22520.2
OG0001386	T265_07152	SSPN1_42720.1, SSPN1_42720.2
OG0001387	T265_14769	SSPN1_83700.1
OG0001388	T265_14723, T265_14724	SSPN1_19020.1
OG0001389	T265_12521	SSPN1_44450.1
OG0001390	T265_02614	SSPN1_31220.1
OG0001391	T265_01912	SSPN1_36330.3, SSPN1_36330.4, SSPN1_36330.1, SSPN1_36330.2
OG0001392	T265_10877	SSPN1_17190.1
OG0001393	T265_06210, T265_06211	SSPN1_14470.1, SSPN1_14480.1
OG0001394	T265_00453	SSPN1_73390.1, SSPN1_73390.2, SSPN1_73390.3, SSPN1_73390.4, SSPN1_73390.5
OG0001395	T265_05397	SSPN1_24640.1
OG0001396	T265_04051	SSPN1_46270.1, SSPN1_46280.4, SSPN1_46280.1, SSPN1_46280.3, SSPN1_46280.2, SSPN1_46280.5
OG0001397	T265_05166	SSPN1_61850.1
OG0001398	T265_14744	SSPN1_19260.2, SSPN1_19260.1, SSPN1_19260.5, SSPN1_19260.3, SSPN1_19260.4
OG0001399	T265_07384	SSPN1_88480.3, SSPN1_88480.5, SSPN1_88480.4, SSPN1_88480.7, SSPN1_88480.6, SSPN1_88480.2, SSPN1_88480.1
OG0001400	T265_13928	SSPN1_82560.1, SSPN1_77980.5, SSPN1_77980.4, SSPN1_77980.1, SSPN1_77980.3, SSPN1_77980.2, SSPN1_77980.6
OG0001401	T265_02697	SSPN1_48990.1, SSPN1_49000.1, SSPN1_48980.1
OG0001402	T265_07539, T265_03846	SSPN1_25000.1, SSPN1_25000.2
OG0001403	T265_11145	SSPN1_53250.1
OG0001404	T265_08776	SSPN1_12420.1
OG0001405	T265_06509, T265_12170	SSPN1_37480.1
OG0001406	T265_02953	SSPN1_28150.1
OG0001408	T265_01105	SSPN1_23340.1, SSPN1_23310.1
OG0001410	T265_01911	SSPN1_35930.1, SSPN1_35940.1
OG0001411	T265_09016	SSPN1_27430.3, SSPN1_27430.4, SSPN1_27430.1, SSPN1_27430.2
OG0001412	T265_15135, T265_15134	SSPN1_27530.3, SSPN1_27530.4, SSPN1_27530.2, SSPN1_27530.1
OG0001413	T265_15458	SSPN1_90720.1
OG0001414	T265_06660	SSPN1_4210.1, SSPN1_4210.2, SSPN1_4210.4, SSPN1_4210.5, SSPN1_4210.3
OG0001415	T265_12583	SSPN1_30230.1
OG0001416	T265_15557	SSPN1_16050.3, SSPN1_16050.1, SSPN1_16050.5, SSPN1_16050.4, SSPN1_16050.2
OG0001417	T265_01847	SSPN1_16940.1, SSPN1_16940.2
OG0001418	T265_05264	SSPN1_550.1, SSPN1_550.2, SSPN1_550.3, SSPN1_550.4
OG0001419	T265_10451	SSPN1_58470.1, SSPN1_58470.2, SSPN1_58470.4, SSPN1_58470.3
OG0001420	T265_16318	SSPN1_79380.1, SSPN1_79380.2, SSPN1_79380.3
OG0001421	T265_06472	SSPN1_34170.1, SSPN1_34170.2
OG0001422	T265_11255	SSPN1_72190.1
OG0001423	T265_04431	SSPN1_19330.1, SSPN1_19330.2
OG0001424	T265_03034	SSPN1_21460.1
OG0001425	T265_07510	SSPN1_24450.5
OG0001426	T265_14581	SSPN1_6120.1, SSPN1_6120.3, SSPN1_6120.2, SSPN1_6120.5, SSPN1_6120.8, SSPN1_6120.10, SSPN1_6120.6, SSPN1_6120.9, SSPN1_6120.4, SSPN1_6120.7
OG0001427	T265_05041	SSPN1_25010.6, SSPN1_25010.5, SSPN1_25010.4, SSPN1_25010.1, SSPN1_25010.2, SSPN1_25010.3
OG0001428	T265_02928	SSPN1_2490.1
OG0001429	T265_12422	SSPN1_51300.1, SSPN1_51300.2
OG0001431	T265_01123	SSPN1_59260.1
OG0001432	T265_10509	SSPN1_20960.1
OG0001433	T265_15424	SSPN1_10210.1, SSPN1_10210.3, SSPN1_10210.2
OG0001434	T265_04812	SSPN1_91600.1, SSPN1_91580.1, SSPN1_91580.2
OG0001435	T265_14120	SSPN1_74430.1, SSPN1_74430.3, SSPN1_74430.2
OG0001436	T265_10576	SSPN1_74810.1, SSPN1_74810.2, SSPN1_74810.3
OG0001437	T265_12582	SSPN1_48420.1, SSPN1_52790.1, SSPN1_52800.1
OG0001438	T265_03681	SSPN1_11790.1
OG0001439	T265_02218	SSPN1_72860.1
OG0001440	T265_02878	SSPN1_33650.1
OG0001441	T265_07339	SSPN1_86040.1
OG0001443	T265_09543	SSPN1_12290.1, SSPN1_12290.2, SSPN1_12290.3, SSPN1_12290.4
OG0001444	T265_13620	SSPN1_69830.1, SSPN1_69830.2
OG0001445	T265_09117	SSPN1_70830.1, SSPN1_70830.2
OG0001453	T265_00365	SSPN1_50590.1
OG0001454	T265_02228	SSPN1_79600.1
OG0001455	T265_11649	SSPN1_92760.1, SSPN1_92760.2, SSPN1_92760.3
OG0001456	T265_05111	SSPN1_66150.1
OG0001457	T265_04536	SSPN1_5160.3, SSPN1_5160.1, SSPN1_5160.2, SSPN1_5160.4
OG0001458	T265_04521	SSPN1_29110.2, SSPN1_29110.5, SSPN1_29110.3, SSPN1_29110.4, SSPN1_29110.1, SSPN1_29110.6, SSPN1_29110.8, SSPN1_29110.7
OG0001459	T265_15689	SSPN1_55200.1, SSPN1_55190.1
OG0001460	T265_14339	SSPN1_34850.1, SSPN1_34850.2
OG0001461	T265_06464	SSPN1_27150.1
OG0001462	T265_07001	SSPN1_55620.2, SSPN1_55620.3, SSPN1_55620.1
OG0001463	T265_05105	SSPN1_64680.1
OG0001464	T265_09082	SSPN1_51550.1, SSPN1_51550.3, SSPN1_51550.2
OG0001465	T265_07647	SSPN1_72410.1
OG0001466	T265_14982	SSPN1_4900.1, SSPN1_4900.2, SSPN1_4900.3
OG0001467	T265_00617	SSPN1_61230.1
OG0001468	T265_06819	SSPN1_4510.4, SSPN1_4510.3, SSPN1_4510.1, SSPN1_4510.2
OG0001469	T265_01693	SSPN1_79200.4, SSPN1_79200.2, SSPN1_79200.3, SSPN1_79200.1
OG0001470	T265_14595, T265_15746	SSPN1_59950.1, SSPN1_59950.2, SSPN1_59950.3, SSPN1_59950.5, SSPN1_59950.4
OG0001471	T265_15237	SSPN1_63650.1, SSPN1_63690.1, SSPN1_55050.3, SSPN1_63720.1, SSPN1_63710.1, SSPN1_81090.1, SSPN1_55050.2, SSPN1_55050.1, SSPN1_21180.1, SSPN1_63700.1
OG0001472	T265_08050	SSPN1_60060.3, SSPN1_60060.4, SSPN1_60060.1, SSPN1_60060.2
OG0001473	T265_00769	SSPN1_71160.1, SSPN1_71160.2
OG0001474	T265_11473	SSPN1_39250.1
OG0001475	T265_14342	SSPN1_52730.1, SSPN1_52730.3, SSPN1_52730.2
OG0001476	T265_05560	SSPN1_8350.5, SSPN1_8350.3, SSPN1_8350.1, SSPN1_8350.2, SSPN1_8350.4
OG0001477	T265_06773	SSPN1_53880.1
OG0001478	T265_00873	SSPN1_21000.1
OG0001479	T265_08475	SSPN1_21580.1, SSPN1_21580.2, SSPN1_21580.3, SSPN1_21580.4, SSPN1_21580.5
OG0001480	T265_01604	SSPN1_19700.1, SSPN1_19700.3, SSPN1_19700.2
OG0001481	T265_14626, T265_14628, T265_14627	SSPN1_46060.1, SSPN1_46050.1, SSPN1_46050.2, SSPN1_46060.2
OG0001482	T265_05352	SSPN1_88790.1
OG0001483	T265_01269, T265_01266	SSPN1_68870.1
OG0001484	T265_10296	SSPN1_22010.1, SSPN1_22010.2
OG0001485	T265_10549	SSPN1_37050.1
OG0001486	T265_02851	SSPN1_51120.1, SSPN1_51120.2, SSPN1_51120.4, SSPN1_51120.3, SSPN1_51130.2, SSPN1_51130.1
OG0001487	T265_09627, T265_15615	SSPN1_23650.1, SSPN1_23650.2
OG0001488	T265_01494	SSPN1_34980.1
OG0001488	T265_04399, T265_08966	SSPN1_91920.1
OG0001489	T265_05991	SSPN1_24370.1
OG0001490	T265_13139	SSPN1_30450.2, SSPN1_30450.7, SSPN1_30450.3, SSPN1_30450.4, SSPN1_30450.6, SSPN1_30450.1, SSPN1_30450.5, SSPN1_30450.10, SSPN1_30450.8, SSPN1_30450.9
OG0001491	T265_07832	SSPN1_5510.1, SSPN1_5510.2, SSPN1_5510.3, SSPN1_5510.4
OG0001492	T265_04063, T265_04062	SSPN1_46910.1, SSPN1_47090.1
OG0001493	T265_03979	SSPN1_44480.1
OG0001494	T265_14892, T265_09586	SSPN1_25380.3, SSPN1_25380.4, SSPN1_25380.1, SSPN1_25380.2
OG0001495	T265_06435	SSPN1_7550.1, SSPN1_7550.2, SSPN1_7550.4, SSPN1_7550.3
OG0001496	T265_01743	SSPN1_72940.1
OG0001497	T265_02802	SSPN1_36480.1, SSPN1_36480.2, SSPN1_36480.3
OG0001498	T265_03502	SSPN1_43850.1
OG0001499	T265_01557	SSPN1_60180.1
OG0001501	T265_04822	SSPN1_89050.1, SSPN1_89050.2, SSPN1_89050.4, SSPN1_89050.5, SSPN1_89050.6, SSPN1_89050.3, SSPN1_89320.1
OG0001502	T265_14792, T265_14789, T265_16258	SSPN1_990.1, SSPN1_980.1
OG0001503	T265_05097, T265_12399	SSPN1_49970.3, SSPN1_49970.1, SSPN1_49970.2
OG0001504	T265_03352	SSPN1_60710.1
OG0001505	T265_15355, T265_15356, T265_16009, T265_11133, T265_11141	SSPN1_89830.1, SSPN1_89840.1, SSPN1_89820.1
OG0001506	T265_13987	SSPN1_16330.1
OG0001507	T265_01301	SSPN1_50450.4, SSPN1_50450.8, SSPN1_50450.5, SSPN1_50450.3, SSPN1_50450.6, SSPN1_50450.1, SSPN1_50450.2, SSPN1_50450.7
OG0001508	T265_14041	SSPN1_32160.1
OG0001509	T265_09841, T265_15907	SSPN1_73200.1, SSPN1_71850.4, SSPN1_71850.2, SSPN1_71850.1, SSPN1_71850.3
OG0001511	T265_10772	SSPN1_39070.1
OG0001512	T265_05456	SSPN1_68770.1, SSPN1_68770.3, SSPN1_68770.4, SSPN1_68770.2
OG0001513	T265_14406	SSPN1_16130.1, SSPN1_16120.1
OG0001514	T265_02478	SSPN1_1650.1, SSPN1_1650.2
OG0001515	T265_03047, T265_13123	SSPN1_2280.1, SSPN1_9100.1
OG0001516	T265_07259	SSPN1_12640.1
OG0001517	T265_05985	SSPN1_26430.1, SSPN1_26430.2, SSPN1_26430.3
OG0001518	T265_01746	SSPN1_73000.1
OG0001519	T265_08195	SSPN1_72820.3, SSPN1_72820.4, SSPN1_72820.5, SSPN1_72820.1, SSPN1_72820.2, SSPN1_72820.6
OG0001520	T265_06489	SSPN1_8490.1
OG0001521	T265_01208, T265_16307	SSPN1_53100.1
OG0001522	T265_14252	SSPN1_20550.1, SSPN1_20560.1
OG0001523	T265_11980	SSPN1_47000.1
OG0001524	T265_02241	SSPN1_78910.2, SSPN1_78910.1, SSPN1_78910.3
OG0001525	T265_08346	SSPN1_37150.1, SSPN1_37150.2
OG0001526	T265_00835	SSPN1_51100.2, SSPN1_51100.3, SSPN1_51100.1, SSPN1_51100.4, SSPN1_51100.5
OG0001527	T265_12883	SSPN1_86700.1, SSPN1_86700.2
OG0001528	T265_08066	SSPN1_41560.1
OG0001529	T265_12570	SSPN1_56980.1
OG0001530	T265_09171	SSPN1_45110.1
OG0001531	T265_04383	SSPN1_14100.1, SSPN1_14100.2, SSPN1_14100.3
OG0001533	T265_09632	SSPN1_56790.1, SSPN1_56790.2, SSPN1_56790.3
OG0001534	T265_02002	SSPN1_71540.1, SSPN1_71540.5, SSPN1_71540.3, SSPN1_71540.4, SSPN1_71540.2
OG0001535	T265_00031	SSPN1_84100.1
OG0001537	T265_07231, T265_07233	SSPN1_1370.1, SSPN1_1370.2, SSPN1_1370.3, SSPN1_1370.4, SSPN1_1380.2, SSPN1_1380.1
OG0001538	T265_04172	SSPN1_84830.1, SSPN1_84830.2, SSPN1_84830.3, SSPN1_84830.4
OG0001539	T265_03334	SSPN1_1520.1, SSPN1_1520.2, SSPN1_1520.3, SSPN1_1520.5, SSPN1_1520.4
OG0001540	T265_04996	SSPN1_31920.1
OG0001541	T265_13925	SSPN1_81000.1
OG0001543	T265_07128	SSPN1_80880.1, SSPN1_80880.4, SSPN1_80880.5, SSPN1_80880.2, SSPN1_80880.3
OG0001544	T265_12018	SSPN1_17250.2, SSPN1_17250.5, SSPN1_17250.1, SSPN1_17250.3, SSPN1_17250.4
OG0001546	T265_03376	SSPN1_34640.4, SSPN1_34640.2, SSPN1_34640.5, SSPN1_34640.6, SSPN1_34640.3, SSPN1_34640.1
OG0001547	T265_04460	SSPN1_43460.1, SSPN1_43460.2
OG0001554	T265_03627	SSPN1_29630.1
OG0001555	T265_12003	SSPN1_72980.1, SSPN1_72960.1
OG0001556	T265_05427	SSPN1_38580.1
OG0001557	T265_02616	SSPN1_39810.1
OG0001558	T265_05296	SSPN1_77640.1
OG0001560	T265_03153	SSPN1_60980.1, SSPN1_60980.3, SSPN1_60980.2, SSPN1_60980.4
OG0001561	T265_00466	SSPN1_44540.3, SSPN1_44540.1, SSPN1_44540.2
OG0001562	T265_07195, T265_14225, T265_14226, T265_14228	SSPN1_71930.1
OG0001563	T265_08071	SSPN1_42320.1, SSPN1_42320.2
OG0001564	T265_09439, T265_09367, T265_15503	SSPN1_47330.1, SSPN1_47330.2, SSPN1_47330.3
OG0001565	T265_13020, T265_13021	SSPN1_59680.1
OG0001566	T265_01168	SSPN1_61120.1, SSPN1_61120.2
OG0001567	T265_11351	SSPN1_74690.1
OG0001568	T265_08844	SSPN1_77290.1
OG0001569	T265_08597, T265_06165	SSPN1_21160.1, SSPN1_21160.2
OG0001570	T265_14294, T265_15779	SSPN1_68100.1
OG0001571	T265_06223, T265_06225	SSPN1_6360.1
OG0001572	T265_08929	SSPN1_61100.1, SSPN1_61100.2
OG0001573	T265_14303	SSPN1_25460.1
OG0001574	T265_11245	SSPN1_35600.1, SSPN1_35600.5, SSPN1_35600.4, SSPN1_35600.3, SSPN1_35600.6, SSPN1_35600.2
OG0001575	T265_01850	SSPN1_18840.1
OG0001576	T265_05959	SSPN1_85290.3, SSPN1_85290.1, SSPN1_85290.2
OG0001577	T265_10560	SSPN1_27930.1, SSPN1_27930.2
OG0001578	T265_03834	SSPN1_54490.6, SSPN1_54490.5, SSPN1_54490.1, SSPN1_54490.2, SSPN1_54490.7, SSPN1_54490.3, SSPN1_54490.4
OG0001579	T265_00891, T265_12293	SSPN1_13800.1, SSPN1_13800.2
OG0001580	T265_11044, T265_11046	SSPN1_40730.1
OG0001581	T265_13097	SSPN1_75690.1
OG0001582	T265_00284	SSPN1_54100.1, SSPN1_54100.2, SSPN1_54100.3
OG0001583	T265_07844	SSPN1_40620.2, SSPN1_40620.3, SSPN1_40620.1
OG0001584	T265_13141, T265_00101, T265_14080	SSPN1_36180.1
OG0001585	T265_13043	SSPN1_30790.1, SSPN1_30790.2, SSPN1_30790.3
OG0001586	T265_08001	SSPN1_10680.1, SSPN1_10680.3, SSPN1_10680.5, SSPN1_10680.2, SSPN1_10680.4
OG0001587	T265_00980	SSPN1_11670.1
OG0001588	T265_09362	SSPN1_61360.1
OG0001590	T265_05785	SSPN1_66920.1, SSPN1_66920.3, SSPN1_66920.2, SSPN1_66920.4
OG0001591	T265_02753	SSPN1_92940.3, SSPN1_92940.4, SSPN1_92940.1, SSPN1_92940.2
OG0001592	T265_07090, T265_10582	SSPN1_11500.1, SSPN1_11500.2, SSPN1_11500.3, SSPN1_11500.4
OG0001593	T265_05613	SSPN1_62850.1, SSPN1_62850.2
OG0001594	T265_10080	SSPN1_34590.2, SSPN1_34590.1, SSPN1_34590.3
OG0001595	T265_11438	SSPN1_59080.3, SSPN1_59080.1, SSPN1_59080.2
OG0001596	T265_05252, T265_13230	SSPN1_77120.3, SSPN1_77120.4, SSPN1_77120.1, SSPN1_77120.2, SSPN1_77120.5
OG0001597	T265_02935	SSPN1_70440.1, SSPN1_70440.2
OG0001598	T265_00351	SSPN1_44070.1, SSPN1_44070.2, SSPN1_44070.3
OG0001599	T265_10881	SSPN1_67350.1
OG0001600	T265_08507	SSPN1_29010.1, SSPN1_29010.2
OG0001601	T265_12251, T265_13640	SSPN1_58500.3, SSPN1_58500.2, SSPN1_58500.5, SSPN1_58500.6, SSPN1_58500.4, SSPN1_58500.1
OG0001602	T265_06910	SSPN1_17980.1
OG0001604	T265_10406	SSPN1_23690.1
OG0001605	T265_09891	SSPN1_15070.1, SSPN1_15070.2
OG0001606	T265_10728	SSPN1_22240.1, SSPN1_22240.2
OG0001607	T265_15554	SSPN1_66880.1, SSPN1_66880.2
OG0001608	T265_08088	SSPN1_49880.3, SSPN1_49880.1, SSPN1_49880.2, SSPN1_49880.4
OG0001609	T265_02340	SSPN1_68830.1, SSPN1_68830.2, SSPN1_68830.3, SSPN1_68830.4, SSPN1_68830.5, SSPN1_68830.6
OG0001610	T265_05234	SSPN1_91860.1
OG0001610	T265_14531	SSPN1_34030.1
OG0001611	T265_01454	SSPN1_63840.2, SSPN1_63840.3, SSPN1_63840.5, SSPN1_63840.7, SSPN1_63840.6, SSPN1_63840.8, SSPN1_63840.1, SSPN1_63840.4
OG0001612	T265_06824	SSPN1_1450.1, SSPN1_1450.2, SSPN1_1450.3
OG0001613	T265_02844	SSPN1_71250.1
OG0001614	T265_06438, T265_00023, T265_08537	SSPN1_30940.1
OG0001615	T265_08538	SSPN1_30930.1
OG0001617	T265_01771, T265_12207	SSPN1_52500.1
OG0001618	T265_02608	SSPN1_31840.2, SSPN1_31840.1
OG0001619	T265_00098	SSPN1_52390.1
OG0001620	T265_07578, T265_07576	SSPN1_37120.1, SSPN1_37120.5, SSPN1_37120.6, SSPN1_37120.2, SSPN1_37120.3, SSPN1_37120.4
OG0001621	T265_11273	SSPN1_1090.1, SSPN1_1090.2, SSPN1_1090.3
OG0001622	T265_12340, T265_16297	SSPN1_81620.1
OG0001623	T265_00228, T265_08047	SSPN1_7450.1
OG0001624	T265_09187	SSPN1_39790.1, SSPN1_39790.3, SSPN1_39790.5, SSPN1_39790.8, SSPN1_39790.10, SSPN1_39790.7, SSPN1_39790.4, SSPN1_39790.9, SSPN1_39790.2, SSPN1_39790.6
OG0001626	T265_11931	SSPN1_38510.1
OG0001627	T265_02191	SSPN1_69890.1
OG0001628	T265_05566	SSPN1_14440.1, SSPN1_14440.2
OG0001629	T265_01797	SSPN1_1950.3, SSPN1_1950.1, SSPN1_1950.2
OG0001630	T265_02099	SSPN1_9050.2, SSPN1_9050.5, SSPN1_9050.1, SSPN1_9050.3, SSPN1_9050.4
OG0001631	T265_03790	SSPN1_86130.9, SSPN1_86130.2, SSPN1_86130.4, SSPN1_86130.5, SSPN1_86130.7, SSPN1_86130.1, SSPN1_86130.3, SSPN1_86130.6, SSPN1_86130.8
OG0001632	T265_14353	SSPN1_57680.1, SSPN1_57680.3, SSPN1_57680.4, SSPN1_57680.2
OG0001633	T265_10187	SSPN1_91230.1
OG0001634	T265_00567	SSPN1_84210.1, SSPN1_84210.2, SSPN1_84210.3
OG0001635	T265_06410, T265_15946	SSPN1_4930.1
OG0001636	T265_05447	SSPN1_72040.1, SSPN1_72040.3, SSPN1_72040.2
OG0001637	T265_08784	SSPN1_56150.2, SSPN1_56150.1, SSPN1_56150.3
OG0001638	T265_05557	SSPN1_6690.1, SSPN1_6690.2, SSPN1_6690.3
OG0001640	T265_06192	SSPN1_13180.1
OG0001641	T265_13439	SSPN1_85670.2, SSPN1_85670.1, SSPN1_85670.3, SSPN1_85670.4
