Orthogroup	opisthorchis_viverrini	fasciola_gigantica
OG0002387	T265_12419, T265_12421	FGIG_01735, FGIG_01737, FGIG_01736
OG0002388	T265_01616	FGIG_01875, FGIG_10835
OG0002389	T265_03542	FGIG_01884
OG0002390	T265_15031	FGIG_01897
OG0002390	T265_15032	FGIG_01896
OG0002390	T265_15030	FGIG_01898
OG0002391	T265_10597	FGIG_02015
OG0002392	T265_02648	FGIG_02057
OG0002393	T265_00616	FGIG_02189, FGIG_04963
OG0002394	T265_13140	FGIG_02326
OG0002395	T265_13647, T265_13649	FGIG_02392, FGIG_12059
OG0002396	T265_02873, T265_02874	FGIG_02713
OG0002397	T265_09037	FGIG_02751
OG0002398	T265_03017	FGIG_02818
OG0002399	T265_09670, T265_09671	FGIG_02929, FGIG_12312
OG0002400	T265_00212	FGIG_02992
OG0002401	T265_07408	FGIG_03016
OG0002402	T265_10841	FGIG_03098
OG0002404	T265_09776	FGIG_03321
OG0002405	T265_10856, T265_04546	FGIG_03332
OG0002406	T265_13009	FGIG_03463
OG0002407	T265_00260	FGIG_03753
OG0002407	T265_00264	FGIG_03485
OG0002408	T265_11905	FGIG_03539
OG0002409	T265_01637	FGIG_03603
OG0002410	T265_08723, T265_16313	FGIG_03611
OG0002411	T265_04303	FGIG_03660
OG0002412	T265_14970	FGIG_03751
OG0002413	T265_01806	FGIG_03978
OG0002414	T265_02906	FGIG_04080
OG0002415	T265_03421	FGIG_04148
OG0002416	T265_15016	FGIG_04169
OG0002417	T265_06209	FGIG_04242
OG0002418	T265_00711	FGIG_04267
OG0002419	T265_10336	FGIG_04405
OG0002420	T265_00694	FGIG_04462
OG0002421	T265_02187	FGIG_04522
OG0002422	T265_00765	FGIG_04530
OG0002423	T265_02196	FGIG_04660, FGIG_04661
OG0002424	T265_00303	FGIG_04664
OG0002425	T265_10775	FGIG_05156
OG0002426	T265_05883, T265_16210	FGIG_05306, FGIG_05305, FGIG_11597, FGIG_05304
OG0002427	T265_03972	FGIG_08659
OG0002427	T265_15474	FGIG_08134
OG0002428	T265_13166	FGIG_05382
OG0002429	T265_06453, T265_10284	FGIG_05450
OG0002430	T265_02210, T265_05440, T265_02212	FGIG_05519
OG0002431	T265_01491, T265_03774	FGIG_05521
OG0002432	T265_08924	FGIG_05602
OG0002434	T265_02981	FGIG_05674
OG0002435	T265_14326	FGIG_05697
OG0002436	T265_11614, T265_15156	FGIG_05730
OG0002437	T265_00359	FGIG_05941
OG0002438	T265_06508	FGIG_05966
OG0002439	T265_00836	FGIG_05976
OG0002440	T265_12915	FGIG_05987
OG0002441	T265_05931	FGIG_06093
OG0002442	T265_13576	FGIG_06418
OG0002443	T265_07141	FGIG_06436
OG0002444	T265_06713, T265_14104	FGIG_06465, FGIG_07625, FGIG_07626
OG0002445	T265_05838	FGIG_06503
OG0002446	T265_00532	FGIG_06541, FGIG_06542
OG0002447	T265_08477	FGIG_06779
OG0002448	T265_06603	FGIG_06814
OG0002449	T265_08371	FGIG_06820
OG0002450	T265_03931, T265_03930	FGIG_06958, FGIG_06957
OG0002451	T265_09840	FGIG_09875, FGIG_06973
OG0002452	T265_11081	FGIG_09266
OG0002452	T265_10465	FGIG_07134
OG0002453	T265_00345	FGIG_07309
OG0002454	T265_05155	FGIG_07341, FGIG_07342
OG0002455	T265_12601	FGIG_07376
OG0002456	T265_15252	FGIG_07457, FGIG_09917
OG0002456	T265_11319	FGIG_07456
OG0002457	T265_01249, T265_07438	FGIG_07547
OG0002458	T265_12831	FGIG_07836
OG0002459	T265_01502	FGIG_07884
OG0002460	T265_09316	FGIG_07978
OG0002461	T265_11504	FGIG_08021
OG0002462	T265_03327	FGIG_08085, FGIG_08086
OG0002463	T265_04955	FGIG_08096
OG0002465	T265_11610	FGIG_08251
OG0002466	T265_09526	FGIG_08323
OG0002468	T265_01747	FGIG_08551
OG0002469	T265_10043	FGIG_08589, FGIG_11582, FGIG_08590
OG0002470	T265_13777	FGIG_08645
OG0002471	T265_13340	FGIG_08707
OG0002472	T265_02966	FGIG_08827
OG0002473	T265_06276	FGIG_08879
OG0002474	T265_10153	FGIG_08909
OG0002475	T265_06954	FGIG_09134
OG0002476	T265_11632, T265_14722	FGIG_09264, FGIG_09265, FGIG_10209
OG0002477	T265_15221, T265_15220	FGIG_09272
OG0002478	T265_00370	FGIG_09278
OG0002479	T265_10145	FGIG_09452
OG0002480	T265_05583	FGIG_09465, FGIG_09464
OG0002481	T265_06651	FGIG_09576
OG0002482	T265_08130	FGIG_09686
OG0002483	T265_11161	FGIG_09695
OG0002484	T265_04258	FGIG_09732
OG0002486	T265_01077	FGIG_09770
OG0002487	T265_01323	FGIG_09784
OG0002488	T265_02854	FGIG_10504, FGIG_09832
OG0002489	T265_10400	FGIG_09868
OG0002490	T265_04784	FGIG_09978
OG0002492	T265_06763	FGIG_10063, FGIG_10064
OG0002493	T265_01136	FGIG_10292
OG0002494	T265_13169	FGIG_10497
OG0002495	T265_13492	FGIG_10719
OG0002497	T265_06996	FGIG_10950
OG0002498	T265_08380	FGIG_11117
OG0002499	T265_06840	FGIG_11169, FGIG_11170
OG0002500	T265_13736	FGIG_11224
OG0002501	T265_07964	FGIG_11287
OG0002502	T265_07288	FGIG_11537
OG0002504	T265_05690	FGIG_12299, FGIG_11806
OG0002505	T265_04916	FGIG_11920
OG0002506	T265_05367	FGIG_12017, FGIG_12551, FGIG_12439
OG0002507	T265_06548	FGIG_12058
OG0002508	T265_00657	FGIG_12197
OG0002509	T265_11507	FGIG_12245, FGIG_12297
OG0002511	T265_09184	FGIG_12393
OG0002512	T265_01109, T265_01107	FGIG_12546, FGIG_12547
OG0002526	T265_06218	FGIG_00089
OG0002527	T265_06354	FGIG_00511, FGIG_00510
OG0002528	T265_13832	FGIG_11944, FGIG_00524
OG0002529	T265_00314	FGIG_00554
OG0002530	T265_05441	FGIG_00602
OG0002531	T265_09261, T265_16107	FGIG_00671
OG0002532	T265_06112	FGIG_00738
OG0002534	T265_07669	FGIG_11683, FGIG_11684, FGIG_01021, FGIG_09514
OG0002534	T265_11289	FGIG_09067
OG0002535	T265_04895	FGIG_01112
OG0002536	T265_07878, T265_16109	FGIG_01191
OG0002537	T265_11659	FGIG_01229, FGIG_01228
OG0002538	T265_12591, T265_13956	FGIG_01242
OG0002539	T265_06929	FGIG_01248
OG0002540	T265_02959	FGIG_01266, FGIG_01267
OG0002541	T265_00045	FGIG_01457
OG0002542	T265_05751	FGIG_10847, FGIG_12416, FGIG_01549
OG0002543	T265_02977	FGIG_01691
OG0002544	T265_03611	FGIG_01781
OG0002545	T265_13460	FGIG_01827, FGIG_01826
OG0002546	T265_08445	FGIG_01847
OG0002547	T265_02728	FGIG_02027
OG0002548	T265_10907, T265_04844	FGIG_02084
OG0002549	T265_09253	FGIG_02182
OG0002551	T265_10827	FGIG_02388
OG0002552	T265_06270	FGIG_02401, FGIG_09802
OG0002553	T265_12816	FGIG_02504
OG0002554	T265_11518	FGIG_02553
OG0002555	T265_12804	FGIG_02669, FGIG_08043, FGIG_09511, FGIG_10706, FGIG_11580, FGIG_09512
OG0002556	T265_00868	FGIG_02738
OG0002557	T265_01526	FGIG_02739
OG0002558	T265_11716	FGIG_02814
OG0002559	T265_09716	FGIG_02898
OG0002560	T265_10495	FGIG_03093, FGIG_03092
OG0002561	T265_08002	FGIG_03183
OG0002562	T265_06419	FGIG_03203
OG0002563	T265_12573	FGIG_03214, FGIG_03215
OG0002564	T265_14413	FGIG_03281, FGIG_12500, FGIG_05562
OG0002565	T265_10924	FGIG_03333, FGIG_07664
OG0002566	T265_01406	FGIG_03342, FGIG_03344, FGIG_03345
OG0002567	T265_09820	FGIG_03349
OG0002568	T265_06148	FGIG_03365
OG0002569	T265_09350	FGIG_03570
OG0002570	T265_15976, T265_15295, T265_02970	FGIG_03617
OG0002571	T265_09123	FGIG_03757
OG0002572	T265_00523	FGIG_03782
OG0002573	T265_03551, T265_04783, T265_05402, T265_00589, T265_03673	FGIG_05707
OG0002573	T265_05406	FGIG_03838, FGIG_03840
OG0002574	T265_05451	FGIG_03886
OG0002575	T265_14312	FGIG_03898
OG0002576	T265_05790	FGIG_04012
OG0002577	T265_05294, T265_05295	FGIG_04166, FGIG_05840, FGIG_12682, FGIG_05379
OG0002578	T265_03584	FGIG_04195
OG0002579	T265_02073, T265_12918	FGIG_04229
OG0002580	T265_00177	FGIG_04294
OG0002581	T265_00663	FGIG_04296
OG0002582	T265_04496	FGIG_04308
OG0002583	T265_08898	FGIG_04409
OG0002584	T265_13055	FGIG_09949, FGIG_04538
OG0002586	T265_09506, T265_03414	FGIG_12272, FGIG_04639
OG0002587	T265_06030	FGIG_04693, FGIG_04694
OG0002588	T265_08785	FGIG_04974
OG0002589	T265_04177	FGIG_05061
OG0002590	T265_13106	FGIG_05128
OG0002591	T265_11493	FGIG_05129
OG0002592	T265_14197	FGIG_05162
OG0002593	T265_02360	FGIG_05298
OG0002594	T265_02363	FGIG_05299
OG0002595	T265_02820	FGIG_05362
OG0002596	T265_05825	FGIG_05460
OG0002597	T265_12684	FGIG_05487
OG0002598	T265_11007	FGIG_05515
OG0002599	T265_03901	FGIG_05728, FGIG_05727
OG0002600	T265_10026	FGIG_05795
OG0002601	T265_03324	FGIG_05849
OG0002602	T265_11163	FGIG_05875
OG0002603	T265_01188	FGIG_05906
OG0002604	T265_10922	FGIG_06006
OG0002605	T265_09297	FGIG_06036
OG0002606	T265_15010	FGIG_06073, FGIG_06072
OG0002607	T265_15621	FGIG_06107
OG0002608	T265_03557	FGIG_06129
OG0002609	T265_06812	FGIG_06136
OG0002610	T265_04076, T265_15961	FGIG_11000, FGIG_06189
OG0002611	T265_10160	FGIG_06324
OG0002612	T265_14890	FGIG_06340
OG0002613	T265_08303, T265_07594	FGIG_06345
OG0002614	T265_15097, T265_16170	FGIG_06354
OG0002615	T265_03587	FGIG_06373
OG0002616	T265_04004	FGIG_06415
OG0002617	T265_04692	FGIG_06419
OG0002618	T265_06714, T265_16357	FGIG_06466
OG0002619	T265_10984	FGIG_06472, FGIG_06474
OG0002620	T265_08636	FGIG_06511
OG0002621	T265_09809	FGIG_09641, FGIG_06677
OG0002622	T265_11458	FGIG_06700
OG0002623	T265_04416	FGIG_06729, FGIG_06728
OG0002624	T265_07686	FGIG_06964
OG0002625	T265_06474	FGIG_06967
OG0002626	T265_08212	FGIG_06976
OG0002627	T265_03218	FGIG_07084
OG0002628	T265_13827	FGIG_07147
OG0002629	T265_13471	FGIG_07170
OG0002630	T265_01008, T265_07743	FGIG_07216
OG0002631	T265_05687	FGIG_07225
OG0002632	T265_06015	FGIG_07361, FGIG_12484, FGIG_12485
OG0002633	T265_04018	FGIG_07397
OG0002634	T265_05042	FGIG_07468
OG0002635	T265_06947	FGIG_07528
OG0002636	T265_12437	FGIG_07640
OG0002637	T265_14280, T265_14279	FGIG_12349, FGIG_07657, FGIG_07658
OG0002638	T265_01339	FGIG_07669
OG0002639	T265_06794	FGIG_07695
OG0002640	T265_08171	FGIG_12195, FGIG_07993
OG0002641	T265_11303	FGIG_08071, FGIG_08808
OG0002642	T265_06912	FGIG_08263
OG0002643	T265_10968	FGIG_08292
OG0002644	T265_14640	FGIG_08363
OG0002645	T265_00224	FGIG_08488
OG0002646	T265_05691	FGIG_09593, FGIG_08514
OG0002647	T265_03821	FGIG_08632
OG0002648	T265_04212	FGIG_08657
OG0002649	T265_05362	FGIG_08764, FGIG_10032
OG0002650	T265_14961	FGIG_08774
OG0002651	T265_13532, T265_13531	FGIG_08809
OG0002652	T265_03490, T265_03489	FGIG_08823, FGIG_08825, FGIG_08824
OG0002653	T265_05349	FGIG_08840
OG0002654	T265_15265	FGIG_08874
OG0002655	T265_07489	FGIG_08904, FGIG_08905
OG0002656	T265_13304	FGIG_09068
OG0002657	T265_13545	FGIG_09186
OG0002658	T265_00747, T265_12627	FGIG_10965, FGIG_09229
OG0002660	T265_00945	FGIG_09287
OG0002661	T265_13706	FGIG_09299
OG0002662	T265_14428	FGIG_09329, FGIG_09330
OG0002663	T265_10211	FGIG_09358
OG0002664	T265_11068, T265_16106	FGIG_09406
OG0002665	T265_06844, T265_16075	FGIG_09444
OG0002666	T265_10120	FGIG_09447
OG0002667	T265_03243	FGIG_09692
OG0002668	T265_01423	FGIG_09716
OG0002669	T265_13389	FGIG_09863
OG0002670	T265_02796	FGIG_09923
OG0002671	T265_04847	FGIG_10002
OG0002672	T265_00778	FGIG_10016, FGIG_12308, FGIG_10692
OG0002673	T265_14755	FGIG_10035
OG0002674	T265_02974, T265_09573	FGIG_10188
OG0002675	T265_01135	FGIG_10506
OG0002676	T265_08124	FGIG_10620
OG0002677	T265_11806	FGIG_10626
OG0002678	T265_14495, T265_08174	FGIG_10664
OG0002679	T265_14188	FGIG_10815
OG0002680	T265_01156	FGIG_10900
OG0002681	T265_11893, T265_11894	FGIG_10906
OG0002682	T265_10217	FGIG_10998, FGIG_12522
OG0002683	T265_13830	FGIG_11199
OG0002684	T265_05163	FGIG_11240
OG0002685	T265_09546	FGIG_11288
OG0002686	T265_13273	FGIG_11995, FGIG_11420
OG0002687	T265_04020, T265_04336	FGIG_11463, FGIG_12541
OG0002688	T265_11653	FGIG_12381, FGIG_11687
OG0002689	T265_04523	FGIG_11852
OG0002690	T265_09672	FGIG_11864
OG0002691	T265_15871	FGIG_11898
OG0002692	T265_11446	FGIG_12208
OG0002693	T265_02440	FGIG_12226
OG0002694	T265_04234, T265_07936	FGIG_12281
OG0002696	T265_08323	FGIG_12504
OG0002709	T265_09385	FGIG_00131
OG0002710	T265_02910, T265_02911	FGIG_00253
OG0002711	T265_11288	FGIG_00270
OG0002713	T265_05798	FGIG_00291
OG0002714	T265_09095	FGIG_00297, FGIG_01555, FGIG_01554
OG0002715	T265_02021	FGIG_07985, FGIG_00418
OG0002716	T265_07182	FGIG_00604, FGIG_00420
OG0002717	T265_01862, T265_16344	FGIG_00464
OG0002718	T265_08451, T265_10568	FGIG_00471
OG0002719	T265_08405	FGIG_09095
OG0002719	T265_06423	FGIG_00486
OG0002720	T265_09225, T265_09226	FGIG_00722
OG0002720	T265_15015	FGIG_00721
OG0002721	T265_11661	FGIG_00850
OG0002722	T265_08585	FGIG_11485, FGIG_00965, FGIG_00966
OG0002724	T265_12997	FGIG_00998, FGIG_00999, FGIG_04014
OG0002725	T265_08421	FGIG_01120
OG0002726	T265_08999	FGIG_01159
OG0002727	T265_00821	FGIG_01253
OG0002728	T265_06495	FGIG_01273
OG0002729	T265_13191, T265_07546, T265_07956, T265_14318	FGIG_01275
OG0002730	T265_02419, T265_16240	FGIG_11239, FGIG_01464, FGIG_01465
OG0002731	T265_01959, T265_13402	FGIG_01545
OG0002732	T265_14352	FGIG_01644
OG0002733	T265_13194, T265_16356	FGIG_01763
OG0002734	T265_13416	FGIG_01878
OG0002735	T265_10699	FGIG_01907
OG0002736	T265_03760	FGIG_02056
OG0002737	T265_05897	FGIG_02094, FGIG_02093
OG0002738	T265_03554, T265_03555, T265_05707, T265_10277, T265_12164, T265_12402	FGIG_11587
OG0002738	T265_05828	FGIG_02169
OG0002739	T265_09407	FGIG_02207
OG0002740	T265_02573	FGIG_02372
OG0002741	T265_10545, T265_11017	FGIG_02378
OG0002742	T265_12515	FGIG_02450
OG0002743	T265_15636	FGIG_02463
OG0002744	T265_06158	FGIG_02489
OG0002745	T265_05355	FGIG_12179, FGIG_08718, FGIG_02569
OG0002747	T265_11759	FGIG_02850
OG0002748	T265_13947, T265_06098	FGIG_02853
OG0002749	T265_06761	FGIG_03004
OG0002750	T265_13284, T265_16195	FGIG_03144, FGIG_03145
OG0002751	T265_00573	FGIG_03221
OG0002752	T265_00423, T265_16111	FGIG_03278
OG0002755	T265_09929	FGIG_03316
OG0002756	T265_00650	FGIG_03391, FGIG_03390
OG0002757	T265_00762	FGIG_03406
OG0002758	T265_00955	FGIG_03449
OG0002759	T265_03239	FGIG_03520
OG0002760	T265_11036, T265_11034, T265_11035	FGIG_03627, FGIG_10459, FGIG_10973
OG0002761	T265_03044	FGIG_03649
OG0002762	T265_13549	FGIG_03853
OG0002763	T265_13464	FGIG_03991
OG0002764	T265_08194, T265_02184, T265_02185	FGIG_04124
OG0002765	T265_05839	FGIG_04140
OG0002766	T265_00330	FGIG_04171
OG0002767	T265_06760	FGIG_04178
OG0002768	T265_10258, T265_16169	FGIG_04236
OG0002769	T265_01046	FGIG_04369
OG0002771	T265_08021, T265_08022	FGIG_04434
OG0002774	T265_05258	FGIG_04542
OG0002776	T265_11356	FGIG_04643, FGIG_05682
OG0002777	T265_05823	FGIG_04687
OG0002778	T265_09444	FGIG_04729
OG0002779	T265_14542	FGIG_06722, FGIG_04831
OG0002781	T265_07481	FGIG_05105
OG0002782	T265_12327, T265_10961, T265_01932	FGIG_05161, FGIG_05159
OG0002783	T265_00286	FGIG_05182
OG0002784	T265_01050	FGIG_05187, FGIG_05186
OG0002785	T265_13376	FGIG_06181, FGIG_05209
OG0002786	T265_13497	FGIG_05260
OG0002787	T265_03074	FGIG_12685, FGIG_05286, FGIG_05287
OG0002788	T265_01005	FGIG_10358, FGIG_05423
OG0002789	T265_08482	FGIG_05445
OG0002790	T265_02675	FGIG_05483
OG0002791	T265_06735	FGIG_05501
OG0002792	T265_06771	FGIG_05618
OG0002793	T265_04394	FGIG_05704
OG0002794	T265_15249, T265_15899	FGIG_05717, FGIG_05716
OG0002795	T265_07477	FGIG_05889
OG0002796	T265_13167	FGIG_05981
OG0002797	T265_04341	FGIG_05992
OG0002798	T265_13131	FGIG_06061, FGIG_06060
OG0002799	T265_07700, T265_14359, T265_14358	FGIG_06088, FGIG_06085, FGIG_06087, FGIG_10414, FGIG_06084, FGIG_06086
OG0002800	T265_14735	FGIG_06159
OG0002802	T265_07569	FGIG_06293
OG0002803	T265_03781	FGIG_11788, FGIG_06358
OG0002804	T265_13660	FGIG_06361, FGIG_06360, FGIG_11543, FGIG_11542
OG0002805	T265_12771	FGIG_06457, FGIG_06456
OG0002806	T265_15954, T265_07440, T265_16235	FGIG_06469, FGIG_06468
OG0002807	T265_06189	FGIG_06513
OG0002808	T265_04515	FGIG_06605, FGIG_06607, FGIG_06606
OG0002809	T265_12974	FGIG_06637, FGIG_08992
OG0002810	T265_06252	FGIG_06738
OG0002811	T265_10010	FGIG_06770
OG0002812	T265_04204, T265_13449	FGIG_06797
OG0002814	T265_05382	FGIG_07068, FGIG_07069
OG0002815	T265_10978	FGIG_07178
OG0002816	T265_08032	FGIG_07270
OG0002817	T265_04006	FGIG_07355
OG0002818	T265_08927, T265_01280	FGIG_07442
OG0002819	T265_09770	FGIG_07453, FGIG_07452
OG0002820	T265_02159	FGIG_07472, FGIG_07471
OG0002821	T265_03347	FGIG_07530, FGIG_11429, FGIG_09280, FGIG_11525
OG0002822	T265_07965	FGIG_07663
OG0002823	T265_05525	FGIG_07715
OG0002824	T265_10376	FGIG_07734
OG0002825	T265_07639	FGIG_07794
OG0002826	T265_11221, T265_15380	FGIG_07964
OG0002827	T265_03736	FGIG_08025, FGIG_08024
OG0002828	T265_09896	FGIG_08104, FGIG_12689
OG0002829	T265_06804	FGIG_09197, FGIG_08438
OG0002830	T265_15416	FGIG_10726, FGIG_11056, FGIG_11055, FGIG_08511
OG0002831	T265_06375	FGIG_08556
OG0002832	T265_03399	FGIG_08571
OG0002834	T265_11271	FGIG_08596
OG0002835	T265_04910	FGIG_08621, FGIG_08622
OG0002836	T265_03775	FGIG_08624
OG0002837	T265_03657	FGIG_08626
OG0002838	T265_11730	FGIG_08655
OG0002839	T265_00320	FGIG_08663, FGIG_08664
OG0002840	T265_13355	FGIG_08800
OG0002841	T265_10889	FGIG_08875
OG0002842	T265_12366, T265_08849, T265_15989	FGIG_08981
OG0002844	T265_14223, T265_05563	FGIG_09190
OG0002845	T265_13463	FGIG_09422
OG0002846	T265_16173, T265_06179	FGIG_09486
OG0002847	T265_00612	FGIG_09676
OG0002848	T265_14189	FGIG_09722
OG0002848	T265_08788	FGIG_11866, FGIG_11390
OG0002849	T265_06370	FGIG_09733
OG0002851	T265_08012	FGIG_09821
OG0002851	T265_14456, T265_08013	FGIG_09820
OG0002852	T265_10322	FGIG_09930
OG0002853	T265_09115	FGIG_09963
OG0002854	T265_02955, T265_13136	FGIG_10000, FGIG_11499
OG0002855	T265_08034	FGIG_10052
OG0002856	T265_06755	FGIG_10060
OG0002857	T265_01821, T265_01444	FGIG_10094
OG0002858	T265_01858	FGIG_10159
OG0002859	T265_02034	FGIG_10168
OG0002860	T265_14764	FGIG_10233
OG0002861	T265_08733	FGIG_11617
OG0002861	T265_14653	FGIG_10343
OG0002863	T265_16256, T265_04944	FGIG_12461, FGIG_10807
OG0002864	T265_13279	FGIG_10838
OG0002865	T265_01001	FGIG_12304, FGIG_10855
OG0002866	T265_05742, T265_08029, T265_14459, T265_14460	FGIG_10903
OG0002867	T265_14794	FGIG_10919, FGIG_10918
OG0002868	T265_04776, T265_04777	FGIG_11146
OG0002869	T265_02470	FGIG_11243, FGIG_12537
OG0002870	T265_02369	FGIG_11294
OG0002871	T265_05892	FGIG_11362
OG0002872	T265_06839	FGIG_11386
OG0002873	T265_05961	FGIG_11394
OG0002874	T265_13044	FGIG_11438
OG0002875	T265_08601	FGIG_11642
OG0002876	T265_09158	FGIG_11664
OG0002877	T265_15585	FGIG_11764
OG0002878	T265_09786	FGIG_12418, FGIG_11844
OG0002879	T265_00994	FGIG_11907
OG0002880	T265_15974, T265_16333, T265_16372	FGIG_11965
OG0002881	T265_03918	FGIG_11981
OG0002882	T265_08367, T265_08365, T265_08366	FGIG_12183
OG0002883	T265_00123	FGIG_12203
OG0002884	T265_01404	FGIG_12322
OG0002885	T265_03301, T265_03258	FGIG_12382
OG0002886	T265_00431	FGIG_12486
OG0002902	T265_10089	FGIG_00019
OG0002903	T265_01720, T265_16142, T265_15992	FGIG_00186
OG0002904	T265_00938, T265_12671, T265_16281	FGIG_00215
OG0002905	T265_13028, T265_02524	FGIG_00262
OG0002906	T265_10987	FGIG_00289
OG0002907	T265_00957	FGIG_00323
OG0002908	T265_13687, T265_15239	FGIG_00395
OG0002910	T265_13256	FGIG_00574
OG0002911	T265_13253	FGIG_14002, FGIG_00620
OG0002912	T265_12025, T265_15674	FGIG_00740
OG0002913	T265_08468, T265_12220	FGIG_00835
OG0002914	T265_10038	FGIG_00848
OG0002915	T265_13119	FGIG_00931
OG0002916	T265_02505	FGIG_01037
OG0002917	T265_01608	FGIG_01417
OG0002917	T265_10733	FGIG_01058
OG0002918	T265_06975	FGIG_01161
OG0002919	T265_07324	FGIG_01197
OG0002921	T265_07949	FGIG_01214
OG0002922	T265_02668	FGIG_01223
OG0002923	T265_12590	FGIG_01244, FGIG_01243
OG0002924	T265_09413	FGIG_01292
OG0002925	T265_03081	FGIG_01296
OG0002926	T265_01295	FGIG_01363
OG0002927	T265_03127	FGIG_08220, FGIG_01366, FGIG_01367
OG0002928	T265_13841	FGIG_01390, FGIG_10597
OG0002929	T265_00854	FGIG_01392
OG0002930	T265_09338	FGIG_01565
OG0002931	T265_10381	FGIG_01593
OG0002932	T265_12802	FGIG_01662
OG0002933	T265_13654, T265_16004, T265_13655	FGIG_01666, FGIG_01667
OG0002934	T265_07078	FGIG_01686
OG0002935	T265_01577	FGIG_01722, FGIG_02871
OG0002936	T265_02894	FGIG_01745, FGIG_01743, FGIG_01744
OG0002938	T265_12858	FGIG_01954
OG0002938	T265_04269	FGIG_03033
OG0002938	T265_04417	FGIG_06311
OG0002938	T265_04418	FGIG_06309
OG0002939	T265_03203	FGIG_02005
OG0002940	T265_12767, T265_01318	FGIG_02225
OG0002941	T265_10241	FGIG_02300
OG0002942	T265_02787	FGIG_02323
OG0002943	T265_13089	FGIG_02325
OG0002944	T265_10544	FGIG_02379, FGIG_12561
OG0002945	T265_11225	FGIG_02398
OG0002946	T265_11123	FGIG_07587
OG0002946	T265_09246	FGIG_09588
OG0002946	T265_02088	FGIG_02404
OG0002947	T265_09749	FGIG_02420, FGIG_02418, FGIG_02419
OG0002948	T265_10715	FGIG_02488, FGIG_12594
OG0002949	T265_02799	FGIG_02550
OG0002950	T265_04871	FGIG_02625
OG0002951	T265_07586	FGIG_02656
OG0002952	T265_12773	FGIG_02719, FGIG_02720
OG0002953	T265_04423, T265_15987	FGIG_02725, FGIG_07191
OG0002954	T265_06597, T265_15941	FGIG_02727
OG0002955	T265_14732	FGIG_02756
OG0002956	T265_15076	FGIG_06169, FGIG_06167, FGIG_06168, FGIG_02797
OG0002957	T265_00422	FGIG_02858
OG0002958	T265_16166, T265_10751, T265_10762	FGIG_02869
OG0002959	T265_13472	FGIG_02906
OG0002960	T265_05712	FGIG_02937
OG0002961	T265_11252	FGIG_02939
OG0002962	T265_14105	FGIG_02969
OG0002964	T265_08700	FGIG_03178
OG0002965	T265_02144	FGIG_03233
OG0002966	T265_04442	FGIG_03240
OG0002967	T265_09516, T265_09515, T265_14873	FGIG_03409
OG0002968	T265_14182, T265_14181	FGIG_03437, FGIG_03436
OG0002969	T265_06233	FGIG_03645
OG0002969	T265_07415	FGIG_09365, FGIG_10961
OG0002970	T265_12882	FGIG_03956
OG0002971	T265_09283	FGIG_03967
OG0002972	T265_00627	FGIG_04052
OG0002973	T265_07435	FGIG_04067
OG0002974	T265_15126	FGIG_04073, FGIG_04075
OG0002975	T265_01518	FGIG_04094
OG0002976	T265_03160	FGIG_04253
OG0002977	T265_01592	FGIG_04273
OG0002978	T265_00903, T265_09105	FGIG_04411, FGIG_04410
OG0002978	T265_10423, T265_12662, T265_10155, T265_10156	FGIG_11427, FGIG_11426
OG0002979	T265_11670	FGIG_04465, FGIG_04464
OG0002980	T265_00740	FGIG_04471
OG0002981	T265_14186	FGIG_04544
OG0002982	T265_13871	FGIG_04550
OG0002983	T265_02113, T265_15879	FGIG_04578
OG0002984	T265_14382	FGIG_04581
OG0002985	T265_15506	FGIG_04617
OG0002986	T265_10270	FGIG_04702
OG0002986	T265_10269	FGIG_04701, FGIG_10984, FGIG_10983
OG0002987	T265_09240, T265_09241, T265_12922, T265_13183, T265_14793, T265_12675, T265_04266, T265_15033	FGIG_05290, FGIG_04732
OG0002988	T265_08760	FGIG_04757, FGIG_04758
OG0002989	T265_09294	FGIG_04844
OG0002990	T265_11604	FGIG_05026
OG0002991	T265_00107	FGIG_05049
OG0002992	T265_12542	FGIG_08339, FGIG_05098
OG0002993	T265_15836, T265_09955, T265_10213	FGIG_06818
OG0002993	T265_07127	FGIG_05143
OG0002994	T265_14978	FGIG_05172, FGIG_10596
OG0002995	T265_10496	FGIG_05238, FGIG_05700, FGIG_05702
OG0002996	T265_09556	FGIG_05248
OG0002997	T265_11005	FGIG_05258
OG0002998	T265_01464	FGIG_05264
OG0002999	T265_10797	FGIG_05459, FGIG_05458
OG0003000	T265_13667	FGIG_05550, FGIG_11718
OG0003001	T265_06939	FGIG_05567, FGIG_05566, FGIG_05568
OG0003002	T265_06956	FGIG_05627
OG0003003	T265_10787	FGIG_05718
OG0003004	T265_02782	FGIG_05746
OG0003006	T265_10485	FGIG_12572, FGIG_05890
OG0003007	T265_14668	FGIG_05943
OG0003008	T265_10063	FGIG_05946
OG0003009	T265_04390	FGIG_05963
OG0003010	T265_13842	FGIG_05969, FGIG_07856
OG0003011	T265_07456	FGIG_05999, FGIG_06000
OG0003012	T265_02531	FGIG_06004
OG0003013	T265_03958	FGIG_06062
OG0003014	T265_14360	FGIG_06089
OG0003015	T265_04992	FGIG_06212
OG0003016	T265_08197	FGIG_06238
OG0003017	T265_02207	FGIG_06260
OG0003018	T265_05229, T265_13729, T265_16104	FGIG_06279, FGIG_06278
OG0003019	T265_00834	FGIG_06334
OG0003020	T265_13359	FGIG_06382, FGIG_06381
