Orthogroup	opisthorchis_viverrini	schistosoma_mattheei
OG0001805	T265_13514, T265_13513	SMTH1_48890.1, SMTH1_48890.2
OG0001806	T265_07409	SMTH1_106880.5, SMTH1_106880.8, SMTH1_106880.6, SMTH1_106880.7, SMTH1_106880.3, SMTH1_106880.1, SMTH1_106880.2, SMTH1_106880.4
OG0001807	T265_11444	SMTH1_16010.1
OG0001808	T265_10905	SMTH1_21150.2, SMTH1_21150.3, SMTH1_21150.5, SMTH1_21150.4, SMTH1_21150.1
OG0001809	T265_13772	SMTH1_36890.1
OG0001810	T265_07900	SMTH1_104500.1, SMTH1_104500.2
OG0001812	T265_14122	SMTH1_83310.1, SMTH1_83310.2, SMTH1_83310.3
OG0001813	T265_09076	SMTH1_12950.1, SMTH1_12950.3, SMTH1_12950.2
OG0001814	T265_10976	SMTH1_83010.3, SMTH1_83010.1, SMTH1_83010.2
OG0001815	T265_06116	SMTH1_52940.1, SMTH1_52930.1
OG0001816	T265_15353	SMTH1_52640.1
OG0001817	T265_13431	SMTH1_43240.1, SMTH1_43240.3, SMTH1_43240.4, SMTH1_43240.2
OG0001818	T265_12286, T265_06859, T265_15980	SMTH1_55350.1
OG0001819	T265_02288	SMTH1_21810.1
OG0001820	T265_04186	SMTH1_67620.2, SMTH1_67620.3, SMTH1_67620.4, SMTH1_67620.1
OG0001821	T265_09614	SMTH1_91150.1
OG0001821	T265_03362	SMTH1_63650.1
OG0001822	T265_11066, T265_04529	SMTH1_104020.1
OG0001823	T265_11105	SMTH1_23360.1
OG0001825	T265_02352	SMTH1_57220.1, SMTH1_57210.1
OG0001826	T265_00277	SMTH1_6010.1, SMTH1_6000.1
OG0001827	T265_12935	SMTH1_86570.1
OG0001828	T265_01213	SMTH1_58930.1
OG0001829	T265_11088	SMTH1_30850.1
OG0001829	T265_11086	SMTH1_29700.1
OG0001830	T265_15921	SMTH1_64070.1, SMTH1_64080.1
OG0001831	T265_03336	SMTH1_73230.2, SMTH1_73230.1, SMTH1_73230.3
OG0001834	T265_00004	SMTH1_82760.1
OG0001835	T265_06643, T265_14089	SMTH1_18530.2, SMTH1_18530.1
OG0001836	T265_14559	SMTH1_3360.1, SMTH1_3370.1
OG0001837	T265_08769	SMTH1_89890.1
OG0001838	T265_03743	SMTH1_29400.1
OG0001839	T265_12526	SMTH1_59660.1
OG0001840	T265_13580	SMTH1_42070.2, SMTH1_42180.1, SMTH1_42070.3
OG0001841	T265_07181	SMTH1_18050.1
OG0001842	T265_15657	SMTH1_105030.1, SMTH1_105040.1
OG0001843	T265_04469, T265_13561	SMTH1_46420.1
OG0001844	T265_03040	SMTH1_10580.1
OG0001845	T265_14549	SMTH1_105420.1
OG0001846	T265_10397	SMTH1_29800.1, SMTH1_29810.1
OG0001847	T265_11864	SMTH1_5430.1
OG0001848	T265_14403, T265_14401, T265_07830	SMTH1_6440.1, SMTH1_6420.1, SMTH1_6430.1
OG0001849	T265_00607	SMTH1_71890.1, SMTH1_71890.2
OG0001850	T265_00010	SMTH1_81590.1
OG0001851	T265_01360	SMTH1_58950.1, SMTH1_58940.1
OG0001852	T265_05433	SMTH1_32630.1
OG0001853	T265_02922, T265_11897	SMTH1_4220.1, SMTH1_4040.1, SMTH1_4040.2
OG0001854	T265_09648	SMTH1_107000.1, SMTH1_107000.2, SMTH1_107000.3
OG0001855	T265_00165	SMTH1_79550.1
OG0001856	T265_10021	SMTH1_84080.1
OG0001857	T265_04055	SMTH1_85140.1
OG0001858	T265_02220, T265_04712	SMTH1_49940.1
OG0001859	T265_06498	SMTH1_9690.1, SMTH1_9690.2, SMTH1_9690.3
OG0001860	T265_03438, T265_03772, T265_13321	SMTH1_30010.1, SMTH1_30000.1
OG0001861	T265_01225	SMTH1_83490.1
OG0001862	T265_10909	SMTH1_5070.1, SMTH1_5070.2
OG0001863	T265_01043, T265_01044	SMTH1_30760.1, SMTH1_30750.1, SMTH1_29960.1
OG0001864	T265_01749	SMTH1_83700.3, SMTH1_83700.1, SMTH1_83700.2
OG0001866	T265_09747	SMTH1_99320.1
OG0001867	T265_13218, T265_13219	SMTH1_55390.1
OG0001868	T265_04412	SMTH1_3120.1
OG0001869	T265_05535	SMTH1_22640.1, SMTH1_22630.1
OG0001870	T265_00132	SMTH1_57080.1, SMTH1_57080.2
OG0001871	T265_13828	SMTH1_47840.1, SMTH1_47850.1
OG0001872	T265_03393	SMTH1_91330.1
OG0001873	T265_08992	SMTH1_37320.1, SMTH1_37320.2, SMTH1_37320.3
OG0001874	T265_03234, T265_13196	SMTH1_25670.1
OG0001875	T265_15589, T265_15590, T265_11880, T265_11881	SMTH1_97730.4, SMTH1_97730.1, SMTH1_97730.2, SMTH1_97730.3
OG0001876	T265_03702	SMTH1_24270.1
OG0001877	T265_10265, T265_14142	SMTH1_19300.1, SMTH1_19300.2
OG0001879	T265_05975	SMTH1_29210.1
OG0001880	T265_15623, T265_15873	SMTH1_21540.1, SMTH1_21540.3, SMTH1_21540.4, SMTH1_21540.2
OG0001881	T265_09881, T265_16342	SMTH1_65450.1
OG0001882	T265_02934	SMTH1_82660.2, SMTH1_82660.3, SMTH1_82660.4, SMTH1_82660.5, SMTH1_82660.6, SMTH1_82660.1
OG0001883	T265_00246	SMTH1_3930.1, SMTH1_3930.2
OG0001884	T265_08008, T265_16260	SMTH1_97720.2, SMTH1_97720.3, SMTH1_97720.1, SMTH1_97720.4
OG0001885	T265_03198	SMTH1_14710.1
OG0001886	T265_10249	SMTH1_80890.1
OG0001887	T265_05895, T265_07671	SMTH1_69720.1
OG0001888	T265_14220	SMTH1_74140.1
OG0001889	T265_11606	SMTH1_93640.1
OG0001890	T265_08599	SMTH1_53120.1
OG0001891	T265_01391	SMTH1_101660.1, SMTH1_102500.1
OG0001892	T265_15428	SMTH1_87520.1
OG0001893	T265_09740	SMTH1_37510.1, SMTH1_37510.2
OG0001894	T265_12840	SMTH1_89770.1
OG0001895	T265_11728	SMTH1_49380.5, SMTH1_49380.7, SMTH1_49380.1, SMTH1_49380.4, SMTH1_49380.2, SMTH1_49380.3, SMTH1_49380.6
OG0001896	T265_09000	SMTH1_34290.4, SMTH1_34290.2, SMTH1_34290.6, SMTH1_34290.5, SMTH1_34290.1, SMTH1_34290.3
OG0001897	T265_13908	SMTH1_86910.1, SMTH1_86910.2, SMTH1_86910.4, SMTH1_86910.3
OG0001898	T265_04800	SMTH1_64320.1
OG0001899	T265_03996	SMTH1_43230.1
OG0001900	T265_05713	SMTH1_83050.1, SMTH1_83050.2
OG0001901	T265_07537	SMTH1_33450.2, SMTH1_33450.4, SMTH1_33450.1, SMTH1_33450.3
OG0001902	T265_03661, T265_11899	SMTH1_43210.1, SMTH1_43210.2, SMTH1_43210.5, SMTH1_43210.3, SMTH1_43210.4
OG0001903	T265_06552, T265_06554	SMTH1_93820.1, SMTH1_93820.2, SMTH1_93820.3, SMTH1_93820.4, SMTH1_93820.5, SMTH1_93820.6, SMTH1_93980.1
OG0001904	T265_10321	SMTH1_15310.1
OG0001905	T265_06569	SMTH1_65100.1, SMTH1_65120.1
OG0001906	T265_13479	SMTH1_32590.1
OG0001907	T265_14805	SMTH1_7840.1
OG0001908	T265_04923	SMTH1_72230.1, SMTH1_72210.1, SMTH1_72200.1, SMTH1_72220.1
OG0001909	T265_08757	SMTH1_105760.2, SMTH1_105760.4, SMTH1_105760.1, SMTH1_105760.3
OG0001910	T265_11579	SMTH1_42650.1
OG0001911	T265_08739, T265_08740	SMTH1_59540.1
OG0001912	T265_05946	SMTH1_88990.1
OG0001913	T265_02936	SMTH1_81580.1, SMTH1_81580.2, SMTH1_81580.3
OG0001914	T265_04183	SMTH1_67550.2, SMTH1_67550.1, SMTH1_67550.3
OG0001915	T265_15891, T265_01652, T265_12174	SMTH1_92210.1
OG0001916	T265_06670	SMTH1_23890.1, SMTH1_23880.2, SMTH1_23880.1, SMTH1_23880.4, SMTH1_23880.5, SMTH1_23880.6, SMTH1_23880.3
OG0001917	T265_14049	SMTH1_9330.1, SMTH1_9330.2, SMTH1_9330.4, SMTH1_9330.3
OG0001918	T265_00471	SMTH1_51410.1
OG0001919	T265_02504	SMTH1_75150.1
OG0001920	T265_08481	SMTH1_9480.4, SMTH1_9480.3, SMTH1_9480.1, SMTH1_9480.2, SMTH1_9480.5
OG0001921	T265_06125	SMTH1_44120.1, SMTH1_44120.2, SMTH1_44120.3
OG0001922	T265_14503	SMTH1_64900.1
OG0001923	T265_07276	SMTH1_8000.1
OG0001924	T265_02681	SMTH1_60900.1
OG0001925	T265_00852	SMTH1_24460.1, SMTH1_107600.1
OG0001926	T265_02868	SMTH1_36510.1, SMTH1_36510.2, SMTH1_36510.3
OG0001927	T265_08673	SMTH1_540.1
OG0001929	T265_16131, T265_00819	SMTH1_80690.1, SMTH1_80690.2, SMTH1_80690.3
OG0001932	T265_11747	SMTH1_72120.3, SMTH1_72120.2, SMTH1_72120.7, SMTH1_72120.6, SMTH1_72120.1, SMTH1_72120.8, SMTH1_72120.4, SMTH1_72120.5
OG0001941	T265_02631	SMTH1_98000.1
OG0001943	T265_12963	SMTH1_20970.3, SMTH1_20970.1, SMTH1_20970.2
OG0001944	T265_01438	SMTH1_75830.1, SMTH1_75840.1
OG0001945	T265_02757, T265_11309	SMTH1_106500.1
OG0001946	T265_08642	SMTH1_33500.1
OG0001947	T265_15378	SMTH1_46970.1
OG0001948	T265_09604	SMTH1_97900.1
OG0001949	T265_10788	SMTH1_104520.2, SMTH1_104520.1
OG0001950	T265_14356	SMTH1_93190.1, SMTH1_93190.2, SMTH1_93190.3
OG0001951	T265_02488	SMTH1_7200.1, SMTH1_7200.2
OG0001952	T265_01274	SMTH1_51060.1
OG0001953	T265_07588	SMTH1_35860.1, SMTH1_35860.2, SMTH1_35860.3
OG0001954	T265_05594, T265_10324, T265_10323	SMTH1_17030.1, SMTH1_17020.1
OG0001955	T265_04533	SMTH1_6060.1, SMTH1_6060.2
OG0001956	T265_00329	SMTH1_84530.2, SMTH1_84530.1
OG0001957	T265_16364	SMTH1_16830.2, SMTH1_16830.1, SMTH1_16830.4, SMTH1_16830.3
OG0001958	T265_12587	SMTH1_69940.1
OG0001959	T265_12030	SMTH1_33890.1, SMTH1_33880.1
OG0001960	T265_03563	SMTH1_32400.1
OG0001961	T265_04189	SMTH1_76020.1
OG0001962	T265_02258	SMTH1_22890.1, SMTH1_22890.2
OG0001963	T265_07542	SMTH1_28780.1, SMTH1_28780.2
OG0001964	T265_02635	SMTH1_97860.1, SMTH1_97840.1
OG0001965	T265_15738, T265_09470, T265_16302	SMTH1_93220.1
OG0001966	T265_11898	SMTH1_8250.1, SMTH1_8250.2
OG0001967	T265_11018	SMTH1_106110.1, SMTH1_106120.1
OG0001968	T265_12615	SMTH1_34990.1, SMTH1_34990.3, SMTH1_34990.2
OG0001969	T265_15599, T265_11986	SMTH1_32960.1, SMTH1_32970.1
OG0001970	T265_06534	SMTH1_41540.4, SMTH1_41540.1, SMTH1_41540.2, SMTH1_41540.3
OG0001972	T265_06716	SMTH1_73770.1, SMTH1_73780.1
OG0001974	T265_03306	SMTH1_52680.1, SMTH1_52680.2, SMTH1_52680.3, SMTH1_52680.6, SMTH1_52680.4, SMTH1_52680.5, SMTH1_52690.1
OG0001975	T265_08820	SMTH1_55850.2, SMTH1_55850.1
OG0001978	T265_02840	SMTH1_88200.1
OG0001979	T265_00134	SMTH1_57180.2, SMTH1_57180.1
OG0001980	T265_00639	SMTH1_69010.1, SMTH1_69010.3, SMTH1_69010.2
OG0001981	T265_14563	SMTH1_46960.1, SMTH1_46960.2
OG0001982	T265_05804	SMTH1_38530.1
OG0001983	T265_16272, T265_10525	SMTH1_93230.1
OG0001984	T265_13337	SMTH1_98270.1, SMTH1_98270.2, SMTH1_98270.3
OG0001985	T265_05014	SMTH1_43030.1
OG0001986	T265_13071	SMTH1_59050.1
OG0001987	T265_11477	SMTH1_42990.1, SMTH1_42990.2, SMTH1_42990.3
OG0001988	T265_00178	SMTH1_65890.4, SMTH1_65890.1, SMTH1_65890.2, SMTH1_65890.3
OG0001989	T265_00999	SMTH1_11880.1
OG0001990	T265_14644	SMTH1_55520.1
OG0001991	T265_09212	SMTH1_16800.1
OG0001992	T265_04048	SMTH1_53310.1
OG0001993	T265_14343	SMTH1_83540.1
OG0001995	T265_11523	SMTH1_104490.1, SMTH1_104490.2, SMTH1_104490.3
OG0001996	T265_10482	SMTH1_92420.1
OG0001997	T265_01011	SMTH1_9930.1
OG0001998	T265_05189	SMTH1_101420.4, SMTH1_101420.1, SMTH1_101420.2, SMTH1_101420.3
OG0001999	T265_01760	SMTH1_55670.3, SMTH1_55670.1, SMTH1_55670.2
OG0002000	T265_10963	SMTH1_10280.1
OG0002001	T265_04575	SMTH1_15440.1, SMTH1_15430.1
OG0002002	T265_11222	SMTH1_39800.1, SMTH1_39790.1
OG0002003	T265_05270	SMTH1_55620.1, SMTH1_55620.2, SMTH1_55620.3, SMTH1_55620.4
OG0002004	T265_04351	SMTH1_5210.1, SMTH1_5210.2
OG0002006	T265_11260	SMTH1_83400.1, SMTH1_83400.2, SMTH1_83410.1, SMTH1_83410.2, SMTH1_83410.4, SMTH1_83410.5, SMTH1_83410.3
OG0002007	T265_01809	SMTH1_76650.1, SMTH1_76640.1
OG0002008	T265_02030, T265_02029	SMTH1_68920.1
OG0002009	T265_07583	SMTH1_37600.1
OG0002010	T265_02865	SMTH1_57840.1
OG0002011	T265_15553	SMTH1_84180.1
OG0002012	T265_01585	SMTH1_10500.1, SMTH1_10440.1
OG0002013	T265_00133	SMTH1_57170.3, SMTH1_57170.1, SMTH1_57170.2
OG0002014	T265_02025	SMTH1_71320.1, SMTH1_71330.1
OG0002015	T265_10154	SMTH1_96760.1
OG0002016	T265_07786	SMTH1_69700.1, SMTH1_69700.2
OG0002018	T265_01252	SMTH1_79180.1
OG0002019	T265_14733	SMTH1_81130.3, SMTH1_81130.1, SMTH1_81130.2
OG0002020	T265_09353, T265_09354	SMTH1_73110.1, SMTH1_73110.2
OG0002021	T265_02319	SMTH1_80090.1
OG0002023	T265_01173	SMTH1_75060.1, SMTH1_75060.2
OG0002024	T265_11589	SMTH1_26850.1
OG0002025	T265_13824	SMTH1_69680.1, SMTH1_69680.2, SMTH1_69680.3, SMTH1_69680.4, SMTH1_69680.5, SMTH1_69680.6, SMTH1_69680.7
OG0002026	T265_14886	SMTH1_5590.1, SMTH1_5590.2, SMTH1_5590.3, SMTH1_5590.4, SMTH1_5590.6, SMTH1_5590.5
OG0002027	T265_12826	SMTH1_95050.1
OG0002028	T265_06994	SMTH1_58740.1, SMTH1_58740.2
OG0002029	T265_03894	SMTH1_36290.1, SMTH1_36290.2
OG0002030	T265_00505	SMTH1_69120.1
OG0002031	T265_09865, T265_16204	SMTH1_2190.1, SMTH1_2200.1
OG0002032	T265_02749	SMTH1_103840.2, SMTH1_103840.3, SMTH1_103840.4, SMTH1_103840.5, SMTH1_103840.1, SMTH1_103840.6
OG0002033	T265_10134	SMTH1_66980.1
OG0002034	T265_02060	SMTH1_75620.1
OG0002035	T265_04572	SMTH1_15560.1, SMTH1_15560.2
OG0002036	T265_02637	SMTH1_96910.1
OG0002037	T265_00055	SMTH1_60630.1, SMTH1_60630.2, SMTH1_60630.3, SMTH1_60630.4
OG0002038	T265_12805, T265_02077, T265_15831	SMTH1_48800.1
OG0002039	T265_08815	SMTH1_55770.1
OG0002040	T265_03319	SMTH1_3170.1, SMTH1_3170.2
OG0002041	T265_00833	SMTH1_82980.2, SMTH1_82980.1, SMTH1_82980.3
OG0002042	T265_10274	SMTH1_15400.1
OG0002043	T265_01128	SMTH1_70350.1
OG0002045	T265_07822	SMTH1_94810.1
OG0002046	T265_02662	SMTH1_83270.1, SMTH1_83280.1
OG0002047	T265_04671	SMTH1_94480.1
OG0002048	T265_13011	SMTH1_18090.1
OG0002050	T265_11962	SMTH1_60100.2, SMTH1_60100.1
OG0002051	T265_02963	SMTH1_33700.1
OG0002052	T265_01480	SMTH1_48250.1
OG0002053	T265_00451	SMTH1_85900.1
OG0002054	T265_13210	SMTH1_78580.1, SMTH1_78580.2, SMTH1_78580.5, SMTH1_78580.4, SMTH1_78580.6, SMTH1_78580.3
OG0002055	T265_01146	SMTH1_64500.1
OG0002056	T265_04164	SMTH1_99540.1
OG0002057	T265_11668	SMTH1_55920.2, SMTH1_55920.3, SMTH1_55920.1
OG0002058	T265_07761	SMTH1_9260.1
OG0002059	T265_11048	SMTH1_49430.1
OG0002060	T265_01393	SMTH1_8390.1
OG0002061	T265_08182	SMTH1_5350.1, SMTH1_5350.2, SMTH1_5350.3, SMTH1_5350.4
OG0002062	T265_06808	SMTH1_74740.1
OG0002063	T265_08631	SMTH1_49540.1
OG0002064	T265_15101	SMTH1_11330.1, SMTH1_11330.4, SMTH1_11330.2, SMTH1_11330.5, SMTH1_11330.3
OG0002066	T265_08198, T265_08199	SMTH1_83920.1, SMTH1_83980.1
OG0002073	T265_09527	SMTH1_105280.2, SMTH1_105280.1, SMTH1_105260.1
OG0002074	T265_03665	SMTH1_21020.1, SMTH1_21020.2, SMTH1_21020.3, SMTH1_21020.4
OG0002075	T265_09383	SMTH1_11930.1, SMTH1_11930.2
OG0002076	T265_15233, T265_16097	SMTH1_46610.2, SMTH1_46610.1
OG0002077	T265_03682	SMTH1_15280.1
OG0002078	T265_15041	SMTH1_41620.1
OG0002079	T265_06240	SMTH1_41850.1
OG0002080	T265_00124	SMTH1_57150.1, SMTH1_57150.2
OG0002081	T265_09555	SMTH1_91680.1
OG0002082	T265_03148, T265_13172, T265_03149	SMTH1_66060.1, SMTH1_66070.1
OG0002083	T265_08100	SMTH1_49670.1, SMTH1_49670.4, SMTH1_49670.2, SMTH1_49670.3
OG0002084	T265_12471	SMTH1_19810.1, SMTH1_19800.1
OG0002085	T265_01378	SMTH1_67900.1, SMTH1_67900.2, SMTH1_67900.4, SMTH1_67900.3
OG0002086	T265_05643	SMTH1_46100.1
OG0002087	T265_14114	SMTH1_37290.2, SMTH1_37290.1, SMTH1_37290.3
OG0002089	T265_00465	SMTH1_51300.1, SMTH1_51300.2, SMTH1_51300.5, SMTH1_51300.6, SMTH1_51300.7, SMTH1_51300.4, SMTH1_51300.3, SMTH1_51300.8, SMTH1_51300.9
OG0002090	T265_05436	SMTH1_60620.1
OG0002091	T265_00837, T265_16066	SMTH1_58870.1
OG0002092	T265_15900	SMTH1_43300.1
OG0002093	T265_08579	SMTH1_28290.1
OG0002094	T265_04373, T265_13499	SMTH1_5750.2, SMTH1_5750.5, SMTH1_5750.1, SMTH1_5750.4, SMTH1_5750.3
OG0002095	T265_13010	SMTH1_18040.1
OG0002096	T265_03819	SMTH1_31890.1, SMTH1_31890.2, SMTH1_31890.3
OG0002098	T265_05615	SMTH1_71830.1
OG0002099	T265_04149, T265_04150	SMTH1_43170.1, SMTH1_43190.1
OG0002100	T265_11580	SMTH1_31350.1
OG0002101	T265_05374	SMTH1_98930.1
OG0002102	T265_13199	SMTH1_27090.2
OG0002103	T265_08800	SMTH1_47990.1
OG0002104	T265_08023	SMTH1_34360.1, SMTH1_34360.2
OG0002105	T265_14195	SMTH1_28600.1, SMTH1_28600.2
OG0002106	T265_12884	SMTH1_97560.1, SMTH1_97560.2, SMTH1_97560.3
OG0002107	T265_06088	SMTH1_66700.1
OG0002108	T265_09456	SMTH1_90940.1
OG0002109	T265_03486	SMTH1_50620.1
OG0002110	T265_12853	SMTH1_93350.1, SMTH1_78910.1, SMTH1_78910.2
OG0002111	T265_12810	SMTH1_47290.1, SMTH1_47300.1
OG0002112	T265_15351, T265_01166	SMTH1_65170.1, SMTH1_65170.2, SMTH1_65170.3
OG0002113	T265_13848	SMTH1_100360.1
OG0002114	T265_08567	SMTH1_26800.1
OG0002115	T265_13872	SMTH1_61140.1, SMTH1_61140.2, SMTH1_61140.3
OG0002116	T265_15055	SMTH1_36140.1
OG0002117	T265_14145, T265_14146	SMTH1_5250.1, SMTH1_5260.1
OG0002118	T265_03977	SMTH1_51220.1
OG0002119	T265_12990	SMTH1_93380.1, SMTH1_93390.1
OG0002120	T265_10602	SMTH1_7280.1, SMTH1_7280.2, SMTH1_7280.3
OG0002121	T265_15200	SMTH1_7290.1
OG0002122	T265_16017, T265_13609, T265_06473, T265_07036	SMTH1_34890.1
OG0002124	T265_13794	SMTH1_23140.1
OG0002125	T265_05313	SMTH1_106940.4, SMTH1_106940.1, SMTH1_106940.3, SMTH1_106940.2
OG0002126	T265_05547, T265_13807	SMTH1_3710.3, SMTH1_3710.2, SMTH1_3710.4, SMTH1_3710.1, SMTH1_3710.5
OG0002127	T265_08051	SMTH1_66360.1, SMTH1_66360.2
OG0002128	T265_04386	SMTH1_7490.1, SMTH1_7480.1
OG0002129	T265_04289, T265_04290	SMTH1_57900.1, SMTH1_57910.1
OG0002130	T265_05977	SMTH1_27290.1, SMTH1_27290.2
OG0002131	T265_08653	SMTH1_45230.1, SMTH1_45230.2, SMTH1_45230.3
OG0002132	T265_10351	SMTH1_61370.1
OG0002133	T265_05901	SMTH1_52890.1
OG0002134	T265_13573	SMTH1_40850.2, SMTH1_40850.1, SMTH1_40850.3, SMTH1_40850.4
OG0002135	T265_11834	SMTH1_28850.1
OG0002136	T265_02078, T265_02076	SMTH1_103250.1, SMTH1_103250.2, SMTH1_103250.3
OG0002137	T265_04278	SMTH1_87430.2, SMTH1_87430.1, SMTH1_87430.3, SMTH1_87430.4
OG0002138	T265_11382, T265_11381	SMTH1_34540.1
OG0002139	T265_07012	SMTH1_70040.1
OG0002140	T265_03075	SMTH1_8300.1, SMTH1_8300.2
OG0002141	T265_12391, T265_14911, T265_16353	SMTH1_65290.1, SMTH1_65290.2, SMTH1_65290.3
OG0002142	T265_09176	SMTH1_95250.1, SMTH1_95250.2
OG0002143	T265_01276	SMTH1_51140.1, SMTH1_51130.1
OG0002144	T265_15470	SMTH1_29140.1
OG0002145	T265_04022	SMTH1_33850.1
OG0002147	T265_10180	SMTH1_55750.2, SMTH1_55750.1, SMTH1_55750.3
OG0002148	T265_12487	SMTH1_7070.1, SMTH1_7070.2
OG0002149	T265_11302	SMTH1_59810.1
OG0002150	T265_01113	SMTH1_75600.1, SMTH1_75610.1
OG0002151	T265_14429, T265_15959	SMTH1_55550.1, SMTH1_89840.1, SMTH1_89840.2, SMTH1_89840.3
OG0002152	T265_13875	SMTH1_82500.1
OG0002153	T265_02445	SMTH1_8040.1, SMTH1_8040.3, SMTH1_8040.2
OG0002154	T265_13262	SMTH1_40340.1
OG0002155	T265_01069	SMTH1_26450.1, SMTH1_26450.2, SMTH1_26450.3
OG0002156	T265_03544	SMTH1_98170.5, SMTH1_98170.4, SMTH1_98170.6, SMTH1_98170.7, SMTH1_98170.8, SMTH1_98170.1, SMTH1_98170.2, SMTH1_98170.3
OG0002157	T265_00621, T265_00620	SMTH1_69500.1, SMTH1_69500.2
OG0002158	T265_00081	SMTH1_85210.1
OG0002159	T265_13086, T265_13085	SMTH1_83040.1, SMTH1_83040.2, SMTH1_83040.3
OG0002160	T265_04782	SMTH1_67840.1
OG0002162	T265_05840	SMTH1_28960.1
OG0002162	T265_05840	SMTH1_29030.1
OG0002163	T265_08502	SMTH1_42750.1, SMTH1_42750.2, SMTH1_42750.3, SMTH1_42750.4
OG0002164	T265_05843	SMTH1_64970.1
OG0002165	T265_03273, T265_16079, T265_03274	SMTH1_31110.1
OG0002166	T265_01946	SMTH1_61930.1
OG0002167	T265_02698	SMTH1_57750.1
OG0002168	T265_02435	SMTH1_53820.1, SMTH1_53840.1
OG0002169	T265_03699	SMTH1_23840.1, SMTH1_23830.1
OG0002170	T265_01262	SMTH1_80230.1, SMTH1_80240.1
OG0002171	T265_08677	SMTH1_3130.1, SMTH1_3140.1, SMTH1_3150.1
OG0002172	T265_09344	SMTH1_33760.1
OG0002173	T265_09337	SMTH1_71770.1
OG0002174	T265_06747	SMTH1_82510.2, SMTH1_82510.1
OG0002175	T265_00392	SMTH1_83740.1, SMTH1_83740.2
OG0002176	T265_06743	SMTH1_88320.1
OG0002177	T265_13224, T265_13225	SMTH1_6340.4, SMTH1_6340.3, SMTH1_6340.1, SMTH1_6340.2
OG0002178	T265_13369, T265_15860	SMTH1_85420.1, SMTH1_85420.2
OG0002179	T265_01562	SMTH1_11470.1, SMTH1_11470.2
OG0002180	T265_03959	SMTH1_85400.1, SMTH1_85400.2
OG0002181	T265_15583	SMTH1_62720.3, SMTH1_62720.4, SMTH1_62720.1, SMTH1_62720.2
OG0002182	T265_12958	SMTH1_83200.3, SMTH1_83200.1, SMTH1_83200.2
OG0002183	T265_07962	SMTH1_12870.1, SMTH1_12870.2, SMTH1_12870.3
OG0002184	T265_11281	SMTH1_101670.1
OG0002185	T265_00949	SMTH1_5600.1, SMTH1_5600.2, SMTH1_5600.3
OG0002186	T265_14166	SMTH1_21670.1, SMTH1_21660.1
OG0002187	T265_11248, T265_08829, T265_09036	SMTH1_16710.1, SMTH1_16720.1
OG0002188	T265_09763	SMTH1_74700.1
OG0002189	T265_08728	SMTH1_39410.1
OG0002190	T265_03237	SMTH1_29600.4
OG0002192	T265_09919	SMTH1_50350.1
OG0002193	T265_15308	SMTH1_85660.1
OG0002194	T265_05011	SMTH1_33870.1
OG0002195	T265_13134	SMTH1_59310.1, SMTH1_59310.2
OG0002196	T265_03909	SMTH1_75110.1, SMTH1_75110.2
OG0002197	T265_06567	SMTH1_65200.1, SMTH1_65200.4, SMTH1_65200.6, SMTH1_65200.7, SMTH1_65200.3, SMTH1_65200.2, SMTH1_65200.5
OG0002198	T265_14194	SMTH1_31470.1, SMTH1_31470.2
OG0002199	T265_09839	SMTH1_78520.1, SMTH1_78520.2
OG0002200	T265_15279	SMTH1_56650.4, SMTH1_56650.2, SMTH1_56650.3, SMTH1_56650.1
OG0002201	T265_09904	SMTH1_56320.1
OG0002202	T265_10317	SMTH1_47070.1, SMTH1_47070.2
OG0002203	T265_00149	SMTH1_86320.3, SMTH1_86320.2, SMTH1_86320.1
OG0002204	T265_05023	SMTH1_28110.2, SMTH1_28110.1
OG0002206	T265_12890	SMTH1_99040.1, SMTH1_99040.2
OG0002208	T265_15258	SMTH1_20080.1
OG0002212	T265_15048	SMTH1_105610.1
OG0002214	T265_04068	SMTH1_49340.3, SMTH1_49340.4, SMTH1_49340.5, SMTH1_49340.6, SMTH1_49340.1, SMTH1_49340.2
OG0002215	T265_01396	SMTH1_8430.1, SMTH1_8410.1, SMTH1_8420.1
OG0002216	T265_04024	SMTH1_34640.1, SMTH1_34630.1
OG0002217	T265_06306	SMTH1_3970.1, SMTH1_3970.2, SMTH1_3970.3, SMTH1_3970.4, SMTH1_3970.5, SMTH1_3970.6
OG0002218	T265_07284	SMTH1_6370.1, SMTH1_6360.1
OG0002219	T265_10914	SMTH1_19410.1
OG0002220	T265_08525	SMTH1_1230.1
OG0002221	T265_09567	SMTH1_10810.1
OG0002222	T265_07622	SMTH1_38660.1
OG0002223	T265_02296, T265_02259, T265_03688, T265_00847, T265_00845, T265_00846	SMTH1_21350.1
OG0002224	T265_01855	SMTH1_13800.1
OG0002225	T265_08736	SMTH1_99780.1
OG0002226	T265_14172	SMTH1_29150.1
OG0002227	T265_04117, T265_15786	SMTH1_48110.1, SMTH1_48120.1
OG0002228	T265_04080	SMTH1_47480.1, SMTH1_47480.2, SMTH1_47480.3
OG0002229	T265_07873	SMTH1_16270.1
OG0002230	T265_06596	SMTH1_72710.1
OG0002231	T265_00618	SMTH1_69950.1
OG0002232	T265_13884, T265_14131	SMTH1_84600.5, SMTH1_84600.1, SMTH1_84600.2, SMTH1_84600.3, SMTH1_84600.4
OG0002233	T265_15141	SMTH1_67160.3, SMTH1_67160.1, SMTH1_67160.2
