Orthogroup	schistosoma_intercalatum	schistosoma_bovis
OG0000724	SINT1_41830.6, SINT1_41830.3, SINT1_41830.1, SINT1_41830.2, SINT1_41830.4, SINT1_41830.5	SBOV2_26040.1
OG0000725	SINT1_75800.5	SBOV2_76020.6
OG0000725	SINT1_75800.1, SINT1_75800.2, SINT1_75800.3, SINT1_75800.4	SBOV2_76020.4, SBOV2_76020.5, SBOV2_76020.1, SBOV2_76020.3, SBOV2_76020.2
OG0000726	SINT1_29880.1	SBOV2_37790.1
OG0000726	SINT1_29890.1	SBOV2_37780.1
OG0000726	SINT1_29890.1	SBOV2_37780.2
OG0000727	SINT1_38780.1	SBOV2_29020.1, SBOV2_29020.2, SBOV2_29020.3, SBOV2_29020.4, SBOV2_29020.5
OG0000728	SINT1_48360.2, SINT1_48360.1	SBOV2_47800.3
OG0000728	SINT1_48360.3	SBOV2_47800.1
OG0000729	SINT1_8940.4, SINT1_8940.5, SINT1_8940.6, SINT1_8940.2, SINT1_8940.1, SINT1_8940.3	SBOV2_8680.2, SBOV2_8680.4, SBOV2_8680.1, SBOV2_8680.3, SBOV2_8680.5, SBOV2_8680.6
OG0000730	SINT1_59790.1	SBOV2_59650.1
OG0000731	SINT1_75110.1	SBOV2_75320.1
OG0000732	SINT1_3430.5, SINT1_3430.1, SINT1_3430.6	SBOV2_3530.6, SBOV2_3530.1, SBOV2_3530.5
OG0000732	SINT1_3430.7	SBOV2_3530.4
OG0000732	SINT1_3430.2	SBOV2_3530.2
OG0000732	SINT1_3430.4	SBOV2_3530.3
OG0000733	SINT1_2770.3, SINT1_2770.1, SINT1_2770.4	SBOV2_2920.2, SBOV2_2920.1, SBOV2_2920.3
OG0000733	SINT1_2770.2	SBOV2_2920.7, SBOV2_2920.5, SBOV2_2920.4, SBOV2_2920.6, SBOV2_2920.8
OG0000736	SINT1_76920.1, SINT1_76920.2	SBOV2_77150.4, SBOV2_77150.5, SBOV2_77150.2, SBOV2_77150.3, SBOV2_77150.1
OG0000737	SINT1_9960.3, SINT1_9960.4, SINT1_9960.7, SINT1_9960.2, SINT1_9960.6, SINT1_9960.1, SINT1_9960.5	SBOV2_9650.5, SBOV2_9650.3, SBOV2_9650.8, SBOV2_9650.6, SBOV2_9650.10, SBOV2_9650.2, SBOV2_9650.1, SBOV2_9650.9, SBOV2_9650.7, SBOV2_9650.4
OG0000738	SINT1_69080.1	SBOV2_69300.1
OG0000738	SINT1_69080.3, SINT1_69080.7	SBOV2_69300.4, SBOV2_69300.2, SBOV2_69300.3
OG0000738	SINT1_69070.1	SBOV2_69160.1, SBOV2_69280.1
OG0000740	SINT1_8470.1, SINT1_8470.2, SINT1_8470.3, SINT1_8470.6, SINT1_8470.4, SINT1_8470.5, SINT1_8470.7, SINT1_8470.8	SBOV2_8270.1
OG0000741	SINT1_82900.5, SINT1_82900.3, SINT1_82900.1, SINT1_82900.2, SINT1_82900.4	SBOV2_83520.3, SBOV2_83520.6, SBOV2_83520.1, SBOV2_83520.2, SBOV2_83520.4, SBOV2_83520.5
OG0000742	SINT1_96910.1, SINT1_96910.2, SINT1_96910.3, SINT1_96910.4	SBOV2_85520.1
OG0000743	SINT1_22750.1, SINT1_22750.2	SBOV2_22020.1, SBOV2_22020.2
OG0000744	SINT1_3520.1	SBOV2_3630.1
OG0000745	SINT1_38100.1, SINT1_38100.2	SBOV2_29640.3, SBOV2_29640.6, SBOV2_29640.7, SBOV2_29640.4, SBOV2_29640.5, SBOV2_29640.9, SBOV2_29640.10, SBOV2_29640.8, SBOV2_29640.1, SBOV2_29640.2
OG0000746	SINT1_60430.2	SBOV2_60290.1
OG0000747	SINT1_42860.1	SBOV2_42070.5, SBOV2_42070.3, SBOV2_42070.2, SBOV2_42070.4, SBOV2_42070.1
OG0000748	SINT1_69510.4, SINT1_69510.2, SINT1_69510.3, SINT1_69510.6, SINT1_69510.1, SINT1_69510.5	SBOV2_69690.1
OG0000749	SINT1_68890.1	SBOV2_69050.3, SBOV2_69050.2, SBOV2_69050.4, SBOV2_69050.6, SBOV2_69050.7, SBOV2_69050.8, SBOV2_69050.1, SBOV2_69050.5, SBOV2_69050.9
OG0000750	SINT1_73320.3, SINT1_73320.4, SINT1_73320.1, SINT1_73320.2, SINT1_73320.5, SINT1_73320.6	SBOV2_73460.1, SBOV2_73460.2
OG0000751	SINT1_5440.1	SBOV2_5430.1
OG0000751	SINT1_2500.1	SBOV2_2620.1
OG0000752	SINT1_91160.1	SBOV2_91860.1
OG0000752	SINT1_91210.1	SBOV2_91810.1
OG0000753	SINT1_81530.3	SBOV2_82040.2
OG0000753	SINT1_81530.1	SBOV2_82040.1
OG0000753	SINT1_81530.2	SBOV2_82040.1
OG0000753	SINT1_81530.1	SBOV2_82040.3
OG0000753	SINT1_81530.2	SBOV2_82040.3
OG0000753	SINT1_81530.1	SBOV2_82040.4
OG0000753	SINT1_81530.2	SBOV2_82040.4
OG0000753	SINT1_81530.1	SBOV2_82040.5
OG0000753	SINT1_81530.2	SBOV2_82040.5
OG0000754	SINT1_50250.9, SINT1_50250.10, SINT1_50250.12, SINT1_50250.13, SINT1_50250.2, SINT1_50250.11, SINT1_50250.14	SBOV2_49680.3
OG0000754	SINT1_50250.1	SBOV2_49680.1, SBOV2_49680.2
OG0000754	SINT1_50250.5, SINT1_50250.7, SINT1_50250.6, SINT1_50250.8, SINT1_50250.3, SINT1_50250.4	SBOV2_49680.4
OG0000755	SINT1_74410.3, SINT1_74410.1	SBOV2_74590.1
OG0000755	SINT1_74410.2	SBOV2_74590.2
OG0000755	SINT1_74410.4	SBOV2_74590.7
OG0000756	SINT1_39030.1	SBOV2_28760.4
OG0000757	SINT1_52550.2, SINT1_52550.3, SINT1_52550.1	SBOV2_53000.2, SBOV2_53000.1, SBOV2_53000.3, SBOV2_53000.4
OG0000758	SINT1_8970.1	SBOV2_8710.2
OG0000758	SINT1_8970.2	SBOV2_8710.2
OG0000758	SINT1_8970.5	SBOV2_8710.2
OG0000758	SINT1_8970.6	SBOV2_8710.2
OG0000758	SINT1_8970.7	SBOV2_8710.2
OG0000759	SINT1_52950.3, SINT1_52950.1, SINT1_52950.4, SINT1_52950.2, SINT1_52950.6, SINT1_52950.5, SINT1_52950.7	SBOV2_52610.4, SBOV2_52610.1, SBOV2_52610.2, SBOV2_52610.5, SBOV2_52610.3
OG0000760	SINT1_77620.1, SINT1_77620.10, SINT1_77620.11, SINT1_77620.12, SINT1_77620.2, SINT1_77620.3, SINT1_77620.4, SINT1_77620.5, SINT1_77620.6, SINT1_77620.7, SINT1_77620.8, SINT1_77620.9	SBOV2_77850.1
OG0000761	SINT1_53610.2, SINT1_53610.4, SINT1_53610.1, SINT1_53610.5, SINT1_53610.9, SINT1_53610.7, SINT1_53610.6, SINT1_53610.8, SINT1_53610.3	SBOV2_51890.1
OG0000762	SINT1_80630.1	SBOV2_81110.1, SBOV2_81110.2, SBOV2_81110.3
OG0000762	SINT1_85900.1, SINT1_85900.2, SINT1_85900.3	SBOV2_86520.1
OG0000763	SINT1_19820.5, SINT1_19820.1, SINT1_19820.2, SINT1_19820.3, SINT1_19820.4	SBOV2_19110.9, SBOV2_19110.1, SBOV2_19110.2, SBOV2_19110.3, SBOV2_19110.4, SBOV2_19110.5, SBOV2_19110.6, SBOV2_19110.7, SBOV2_19110.8, SBOV2_19110.10
OG0000764	SINT1_9100.5, SINT1_9100.3	SBOV2_8840.5
OG0000764	SINT1_9100.2, SINT1_9100.1, SINT1_9100.4	SBOV2_8840.3, SBOV2_8840.1, SBOV2_8840.2, SBOV2_8840.4
OG0000765	SINT1_52930.1	SBOV2_52630.1, SBOV2_52630.2
OG0000765	SINT1_52940.1	SBOV2_52620.1
OG0000766	SINT1_62770.1	SBOV2_62680.1
OG0000767	SINT1_64820.1, SINT1_64820.2	SBOV2_64830.1, SBOV2_64830.5, SBOV2_64830.3, SBOV2_64830.2, SBOV2_64830.4
OG0000768	SINT1_40010.2, SINT1_40010.3, SINT1_40010.1, SINT1_40010.4	SBOV2_27790.1
OG0000769	SINT1_2060.3, SINT1_2060.1, SINT1_2060.2	SBOV2_2190.1, SBOV2_2190.2
OG0000770	SINT1_17990.1, SINT1_17990.2, SINT1_17990.3	SBOV2_17370.1, SBOV2_17370.3, SBOV2_17370.4, SBOV2_17370.5, SBOV2_17370.7, SBOV2_17370.2, SBOV2_17370.6, SBOV2_17370.8
OG0000771	SINT1_78770.1	SBOV2_79000.1
OG0000772	SINT1_16850.1, SINT1_16860.2, SINT1_16860.1, SINT1_16860.3, SINT1_16860.4, SINT1_16860.5	SBOV2_16280.3, SBOV2_16280.1, SBOV2_16280.2
OG0000774	SINT1_47130.1, SINT1_47130.2	SBOV2_46510.1
OG0000775	SINT1_51610.1, SINT1_51610.2, SINT1_51610.3, SINT1_51610.4	SBOV2_53860.1, SBOV2_53860.3, SBOV2_53860.2, SBOV2_53860.4
OG0000776	SINT1_45850.1	SBOV2_45110.1
OG0000776	SINT1_56460.1	SBOV2_56010.1
OG0000776	SINT1_56460.1	SBOV2_56010.2
OG0000777	SINT1_52160.3, SINT1_52160.1	SBOV2_53340.3
OG0000777	SINT1_52160.8, SINT1_52160.7	SBOV2_53340.1, SBOV2_53340.2
OG0000778	SINT1_23030.1, SINT1_23030.3, SINT1_23030.2	SBOV2_22410.1, SBOV2_22400.4, SBOV2_22400.5
OG0000779	SINT1_3610.1	SBOV2_3730.2, SBOV2_3730.4, SBOV2_3730.3, SBOV2_3730.5, SBOV2_3730.1
OG0000780	SINT1_14980.1	SBOV2_14600.1, SBOV2_14600.2, SBOV2_14600.3, SBOV2_14600.4, SBOV2_14600.5
OG0000781	SINT1_11380.1	SBOV2_11000.1
OG0000781	SINT1_460.2, SINT1_460.1, SINT1_460.3, SINT1_460.4	SBOV2_440.1, SBOV2_440.2
OG0000782	SINT1_31730.1	SBOV2_35970.1
OG0000783	SINT1_50520.1, SINT1_50520.2, SINT1_50520.3	SBOV2_54900.6, SBOV2_54900.5, SBOV2_54900.1, SBOV2_54900.3, SBOV2_54900.2, SBOV2_54900.4
OG0000784	SINT1_31650.4, SINT1_31650.3, SINT1_31650.2, SINT1_31650.1, SINT1_31650.5, SINT1_31650.6	SBOV2_36050.1, SBOV2_36050.3, SBOV2_36050.2, SBOV2_36050.4
OG0000785	SINT1_58640.1	SBOV2_58450.1, SBOV2_58450.2, SBOV2_58450.3
OG0000786	SINT1_40750.5, SINT1_40750.2, SINT1_40750.1, SINT1_40750.4, SINT1_40750.3	SBOV2_27080.2, SBOV2_27080.4, SBOV2_27080.1, SBOV2_27080.3, SBOV2_27080.5
OG0000787	SINT1_91330.1, SINT1_91330.2	SBOV2_91650.1, SBOV2_91650.2
OG0000787	SINT1_59320.1	SBOV2_59150.1
OG0000788	SINT1_13680.1	SBOV2_13250.1, SBOV2_13250.2
OG0000789	SINT1_25610.1	SBOV2_25050.1, SBOV2_25050.4, SBOV2_25050.3, SBOV2_25050.2, SBOV2_25060.1
OG0000789	SINT1_25600.1, SINT1_25600.2	SBOV2_25040.1, SBOV2_25040.2
OG0000790	SINT1_39340.1, SINT1_39340.2, SINT1_39340.3, SINT1_39340.4	SBOV2_28430.2, SBOV2_28430.3, SBOV2_28430.1
OG0000791	SINT1_42730.1	SBOV2_41930.1, SBOV2_41930.2
OG0000792	SINT1_5640.2, SINT1_5640.1, SINT1_5640.3, SINT1_5640.4	SBOV2_5630.1
OG0000793	SINT1_34260.3, SINT1_34260.1, SINT1_34260.2, SINT1_34260.4	SBOV2_33450.3, SBOV2_33450.4, SBOV2_33450.2, SBOV2_33450.1
OG0000794	SINT1_10230.1	SBOV2_9860.5, SBOV2_9860.7, SBOV2_9860.4, SBOV2_9860.1, SBOV2_9860.3, SBOV2_9860.6, SBOV2_9860.2
OG0000795	SINT1_93650.7, SINT1_93650.6, SINT1_93650.3, SINT1_93650.1, SINT1_93650.2, SINT1_93650.4, SINT1_93650.5	SBOV2_94290.2, SBOV2_94290.4, SBOV2_94290.5, SBOV2_94290.1, SBOV2_94290.3, SBOV2_94290.6
OG0000796	SINT1_15870.1, SINT1_15870.2	SBOV2_15370.1, SBOV2_15380.1, SBOV2_15350.1
OG0000796	SINT1_15860.1	SBOV2_15360.1
OG0000797	SINT1_20130.6, SINT1_20130.2, SINT1_20130.5, SINT1_20130.3, SINT1_20130.4, SINT1_20130.1	SBOV2_19410.3, SBOV2_19410.1, SBOV2_19410.2
OG0000798	SINT1_1260.1, SINT1_1260.2, SINT1_1260.3	SBOV2_1330.1, SBOV2_1330.2, SBOV2_1330.4, SBOV2_1330.3
OG0000799	SINT1_66270.1, SINT1_66270.2, SINT1_66270.3, SINT1_66270.4	SBOV2_66410.1, SBOV2_66410.2, SBOV2_66410.3
OG0000800	SINT1_10160.1	SBOV2_9790.10, SBOV2_9790.11, SBOV2_9790.13, SBOV2_9790.14, SBOV2_9790.2, SBOV2_9790.8, SBOV2_9790.7, SBOV2_9790.6, SBOV2_9790.3, SBOV2_9790.1, SBOV2_9790.12, SBOV2_9790.5, SBOV2_9790.9, SBOV2_9790.4
OG0000801	SINT1_15740.2, SINT1_15740.1, SINT1_15740.3	SBOV2_15270.1, SBOV2_15270.2, SBOV2_15270.3, SBOV2_15270.4
OG0000802	SINT1_72380.1	SBOV2_72520.1
OG0000802	SINT1_58280.1	SBOV2_58070.1
OG0000803	SINT1_78010.2, SINT1_78010.1	SBOV2_78220.1, SBOV2_78220.2, SBOV2_78220.4, SBOV2_78220.3
OG0000804	SINT1_41330.1, SINT1_41330.2, SINT1_41330.4, SINT1_41330.5, SINT1_41330.3, SINT1_41330.6	SBOV2_26530.2, SBOV2_26530.1, SBOV2_26530.3
OG0000805	SINT1_36400.1	SBOV2_31270.2, SBOV2_31270.4, SBOV2_31270.3, SBOV2_31270.5, SBOV2_31270.1, SBOV2_31270.6
OG0000806	SINT1_72740.1, SINT1_72740.2	SBOV2_72880.3, SBOV2_72880.2, SBOV2_72880.4, SBOV2_72880.1
OG0000807	SINT1_9860.1, SINT1_9860.2	SBOV2_9580.1, SBOV2_9580.2, SBOV2_9580.3
OG0000808	SINT1_91880.1	SBOV2_92460.1
OG0000808	SINT1_91890.1, SINT1_91890.4, SINT1_91890.2, SINT1_91890.3	SBOV2_92470.1
OG0000809	SINT1_89370.1, SINT1_89370.2, SINT1_89370.4, SINT1_89370.5, SINT1_89370.3	SBOV2_89960.2, SBOV2_89960.4, SBOV2_89960.1, SBOV2_89960.3, SBOV2_89960.5
OG0000810	SINT1_25130.1	SBOV2_24570.5, SBOV2_24570.6, SBOV2_24570.7, SBOV2_24570.11, SBOV2_24570.2, SBOV2_24570.1, SBOV2_24570.10, SBOV2_24570.9, SBOV2_24570.13, SBOV2_24570.3, SBOV2_24570.8, SBOV2_24570.12, SBOV2_24570.4
OG0000811	SINT1_11150.1, SINT1_11150.2, SINT1_11150.3, SINT1_11150.4, SINT1_11150.5	SBOV2_10800.1, SBOV2_10800.2, SBOV2_10800.3
OG0000812	SINT1_12150.1, SINT1_12150.2, SINT1_12150.3	SBOV2_11880.1, SBOV2_11880.2, SBOV2_11880.3, SBOV2_11880.4, SBOV2_11880.5
OG0000813	SINT1_85090.1	SBOV2_85650.3, SBOV2_85650.8, SBOV2_85650.4, SBOV2_85650.1, SBOV2_85650.2, SBOV2_85650.6, SBOV2_85650.7, SBOV2_85650.5
OG0000814	SINT1_63100.1	SBOV2_63030.1
OG0000815	SINT1_59300.3, SINT1_59300.1, SINT1_59300.2, SINT1_59300.5, SINT1_59300.4	SBOV2_59130.1, SBOV2_59130.2
OG0000816	SINT1_82520.1, SINT1_82520.2, SINT1_82520.3, SINT1_82520.4	SBOV2_83100.1, SBOV2_83100.2, SBOV2_83100.5, SBOV2_83100.3, SBOV2_83100.4
OG0000817	SINT1_86900.1, SINT1_86900.2, SINT1_86900.3, SINT1_86900.4, SINT1_86900.5, SINT1_86900.6	SBOV2_89670.1
OG0000818	SINT1_11620.1, SINT1_11620.3, SINT1_11620.2	SBOV2_11240.1, SBOV2_11240.3, SBOV2_11240.2
OG0000819	SINT1_64960.2, SINT1_64960.4, SINT1_64960.1, SINT1_64960.3	SBOV2_64970.1, SBOV2_64970.2, SBOV2_64970.3
OG0000821	SINT1_49050.1	SBOV2_48510.3, SBOV2_48510.4, SBOV2_48510.5, SBOV2_48510.7, SBOV2_48510.1, SBOV2_48510.6
OG0000822	SINT1_73410.1	SBOV2_73560.1
OG0000823	SINT1_53300.1	SBOV2_52240.1
OG0000823	SINT1_91290.1	SBOV2_91700.1
OG0000823	SINT1_91300.1	SBOV2_91690.1
OG0000824	SINT1_3060.6, SINT1_3060.5	SBOV2_3140.2, SBOV2_3140.3
OG0000825	SINT1_75930.1, SINT1_75930.2, SINT1_75930.4, SINT1_75930.3	SBOV2_76150.1, SBOV2_76150.2
OG0000825	SINT1_75900.1	SBOV2_76130.1
OG0000825	SINT1_75890.1	SBOV2_76120.1
OG0000826	SINT1_55170.1, SINT1_55170.4, SINT1_55170.2	SBOV2_50280.1
OG0000827	SINT1_74320.1	SBOV2_74500.1
OG0000827	SINT1_74310.1	SBOV2_74490.1
OG0000827	SINT1_74310.2	SBOV2_74490.1
OG0000827	SINT1_74310.1	SBOV2_74490.2
OG0000827	SINT1_74310.2	SBOV2_74490.2
OG0000827	SINT1_74310.1	SBOV2_74490.3
OG0000827	SINT1_74310.2	SBOV2_74490.3
OG0000827	SINT1_74310.1	SBOV2_74490.4
OG0000827	SINT1_74310.2	SBOV2_74490.4
OG0000829	SINT1_18610.1	SBOV2_17900.1
OG0000830	SINT1_48820.2, SINT1_48820.3, SINT1_48820.1	SBOV2_48290.1
OG0000831	SINT1_42440.3	SBOV2_41650.2, SBOV2_41650.4
OG0000831	SINT1_42440.1, SINT1_42440.4, SINT1_42440.5	SBOV2_41650.5
OG0000831	SINT1_42440.2	SBOV2_41650.3
OG0000832	SINT1_60050.1	SBOV2_59930.1
OG0000833	SINT1_33300.1, SINT1_33300.3, SINT1_33300.2, SINT1_33300.4	SBOV2_34370.1
OG0000834	SINT1_48650.1	SBOV2_48130.2, SBOV2_48130.4, SBOV2_48130.6, SBOV2_48130.3, SBOV2_48130.5, SBOV2_48130.1
OG0000835	SINT1_38110.1, SINT1_38110.2	SBOV2_29630.12, SBOV2_29630.11, SBOV2_29630.9, SBOV2_29630.1, SBOV2_29630.2, SBOV2_29630.3, SBOV2_29630.4, SBOV2_29630.5, SBOV2_29630.6, SBOV2_29630.7, SBOV2_29630.8, SBOV2_29630.10, SBOV2_29630.13, SBOV2_29630.14
OG0000836	SINT1_37330.5, SINT1_37330.2, SINT1_37330.3	SBOV2_30300.1, SBOV2_30300.4
OG0000836	SINT1_37330.1	SBOV2_30300.6, SBOV2_30300.5
OG0000837	SINT1_32380.2, SINT1_32380.3, SINT1_32380.1, SINT1_32380.5, SINT1_32380.4	SBOV2_35300.7, SBOV2_35300.1, SBOV2_35300.2, SBOV2_35300.3, SBOV2_35300.4, SBOV2_35300.5, SBOV2_35300.6, SBOV2_35300.8
OG0000838	SINT1_39150.1	SBOV2_28640.2, SBOV2_28640.1, SBOV2_28640.3, SBOV2_28650.1
OG0000839	SINT1_38540.3	SBOV2_29220.2
OG0000839	SINT1_38540.1	SBOV2_29220.1
OG0000839	SINT1_38540.2	SBOV2_29220.3
OG0000840	SINT1_69580.1, SINT1_69580.2	SBOV2_69760.1
OG0000841	SINT1_20460.2, SINT1_20460.7	SBOV2_19790.1, SBOV2_19790.6, SBOV2_19790.8
OG0000841	SINT1_20460.4, SINT1_20460.3	SBOV2_19790.3, SBOV2_19790.2, SBOV2_19790.4
OG0000841	SINT1_20460.6, SINT1_20460.5, SINT1_20460.1	SBOV2_19790.7
OG0000842	SINT1_66450.1	SBOV2_66600.1
OG0000842	SINT1_66450.2	SBOV2_66600.2
OG0000843	SINT1_80990.2	SBOV2_81510.5, SBOV2_81510.6, SBOV2_81510.7, SBOV2_81510.8
OG0000844	SINT1_5220.10, SINT1_5220.3, SINT1_5220.4, SINT1_5220.7, SINT1_5220.1, SINT1_5220.11, SINT1_5220.5, SINT1_5220.6, SINT1_5220.8, SINT1_5220.9, SINT1_5220.2	SBOV2_5230.1, SBOV2_5230.2, SBOV2_5230.3, SBOV2_5230.4, SBOV2_5230.5
OG0000845	SINT1_88300.2, SINT1_88300.1, SINT1_88300.3	SBOV2_88310.1, SBOV2_88310.2, SBOV2_88310.3, SBOV2_88310.4
OG0000846	SINT1_16940.1, SINT1_16940.2, SINT1_16940.3, SINT1_16940.4, SINT1_16940.5, SINT1_16940.6	SBOV2_16350.1, SBOV2_16360.1
OG0000847	SINT1_1170.1, SINT1_1170.2	SBOV2_1260.5, SBOV2_1260.3, SBOV2_1260.1, SBOV2_1260.2, SBOV2_1260.7, SBOV2_1260.8, SBOV2_1260.4, SBOV2_1260.6
OG0000848	SINT1_34870.4, SINT1_34870.2, SINT1_34870.5	SBOV2_32860.4, SBOV2_32860.6, SBOV2_32860.7
OG0000848	SINT1_34870.3, SINT1_34870.6	SBOV2_32860.2, SBOV2_32860.3
OG0000848	SINT1_34870.1	SBOV2_32860.5
OG0000849	SINT1_39190.1, SINT1_39190.2, SINT1_39190.3, SINT1_39190.4	SBOV2_28600.1, SBOV2_28600.2
OG0000850	SINT1_27390.4, SINT1_27390.6, SINT1_27390.1, SINT1_27390.7, SINT1_27390.2, SINT1_27390.3, SINT1_27390.5	SBOV2_40260.1
OG0000851	SINT1_89380.1, SINT1_89380.2	SBOV2_89970.1
OG0000852	SINT1_11000.1	SBOV2_10630.2, SBOV2_10630.3, SBOV2_10630.1, SBOV2_10630.7
OG0000853	SINT1_81500.1	SBOV2_82000.1
OG0000854	SINT1_37340.1, SINT1_37340.3, SINT1_37340.2, SINT1_37340.4	SBOV2_30290.2, SBOV2_30290.1, SBOV2_30290.3
OG0000855	SINT1_54440.1, SINT1_54440.2, SINT1_54440.3	SBOV2_51050.1, SBOV2_51050.4, SBOV2_51050.5, SBOV2_51050.6, SBOV2_51050.2, SBOV2_51050.3
OG0000856	SINT1_2940.5, SINT1_2940.2, SINT1_2940.3, SINT1_2940.4, SINT1_2940.1	SBOV2_3050.1
OG0000857	SINT1_4110.1	SBOV2_4230.1
OG0000858	SINT1_4510.3	SBOV2_4580.2
OG0000859	SINT1_49470.4	SBOV2_48900.1
OG0000859	SINT1_49470.3	SBOV2_48900.2
OG0000860	SINT1_59580.1	SBOV2_59440.1
OG0000860	SINT1_62150.1	SBOV2_62000.2, SBOV2_62000.3, SBOV2_62000.1
OG0000861	SINT1_11800.1	SBOV2_11510.9, SBOV2_11510.8, SBOV2_11510.2, SBOV2_11510.1, SBOV2_11510.4, SBOV2_11510.7, SBOV2_11510.3, SBOV2_11510.5, SBOV2_11510.6
OG0000862	SINT1_30070.2, SINT1_30070.3, SINT1_30070.4, SINT1_30070.5, SINT1_30070.6, SINT1_30070.1	SBOV2_37630.1, SBOV2_37630.7, SBOV2_37630.2, SBOV2_37630.5
OG0000863	SINT1_7370.1	SBOV2_8060.1, SBOV2_8070.4, SBOV2_8070.1, SBOV2_8070.3, SBOV2_8070.5, SBOV2_8070.2
OG0000863	SINT1_7360.1	SBOV2_8080.1
OG0000864	SINT1_40340.1	SBOV2_27470.4, SBOV2_27470.2, SBOV2_27470.1, SBOV2_27470.3, SBOV2_27470.5
OG0000865	SINT1_33260.1	SBOV2_34410.1, SBOV2_34410.2, SBOV2_34410.3
OG0000866	SINT1_95050.1	SBOV2_770.1, SBOV2_770.2
OG0000867	SINT1_7240.1, SINT1_7240.2, SINT1_7240.3, SINT1_7240.4	SBOV2_8220.1, SBOV2_8220.5, SBOV2_8220.6, SBOV2_8220.8, SBOV2_8220.9, SBOV2_8220.2, SBOV2_8220.3, SBOV2_8220.4, SBOV2_8220.7
OG0000868	SINT1_78790.1	SBOV2_79050.2, SBOV2_79050.1, SBOV2_79050.3
OG0000868	SINT1_78850.1	SBOV2_79110.1
OG0000868	SINT1_78820.1	SBOV2_79080.1
OG0000869	SINT1_87830.2, SINT1_87830.1, SINT1_87830.3	SBOV2_88830.1, SBOV2_88830.2
OG0000870	SINT1_910.1, SINT1_910.2, SINT1_910.3, SINT1_910.5	SBOV2_1000.1, SBOV2_1000.2, SBOV2_1000.3, SBOV2_1000.4, SBOV2_1000.5
OG0000871	SINT1_28730.1, SINT1_28730.7, SINT1_28730.2, SINT1_28730.5, SINT1_28730.8, SINT1_28730.3, SINT1_28730.6, SINT1_28730.4	SBOV2_38960.1, SBOV2_38960.2, SBOV2_38960.3, SBOV2_38960.4
OG0000872	SINT1_3990.1	SBOV2_4090.8, SBOV2_4090.2, SBOV2_4090.1, SBOV2_4090.3, SBOV2_4090.4, SBOV2_4090.5, SBOV2_4090.6, SBOV2_4090.7
OG0000873	SINT1_85010.5	SBOV2_85590.3
OG0000874	SINT1_43030.1	SBOV2_42260.1
OG0000875	SINT1_62080.3, SINT1_62080.4	SBOV2_61920.7
OG0000876	SINT1_96270.1, SINT1_23870.1	SBOV2_23280.1, SBOV2_23300.6, SBOV2_23300.5, SBOV2_23300.2, SBOV2_23300.3, SBOV2_23310.1, SBOV2_23300.1, SBOV2_23300.4
OG0000877	SINT1_7290.1	SBOV2_8160.3, SBOV2_8160.1, SBOV2_8160.2
OG0000879	SINT1_58090.1, SINT1_58090.2	SBOV2_57900.2, SBOV2_57900.3, SBOV2_57900.1
OG0000880	SINT1_78480.8	SBOV2_78700.3, SBOV2_78700.11, SBOV2_78700.7, SBOV2_78700.9, SBOV2_78700.10, SBOV2_78700.2, SBOV2_78700.8, SBOV2_78700.1, SBOV2_78700.6, SBOV2_78700.4, SBOV2_78700.5
OG0000881	SINT1_4530.1	SBOV2_4600.1
OG0000881	SINT1_89210.1	SBOV2_89820.1
OG0000882	SINT1_22270.1	SBOV2_21540.1
OG0000882	SINT1_40110.1	SBOV2_27680.1
OG0000883	SINT1_40100.6, SINT1_40100.1, SINT1_40100.2, SINT1_40100.3, SINT1_40100.4, SINT1_40100.5, SINT1_40100.7	SBOV2_27690.1
OG0000884	SINT1_39380.1, SINT1_39380.2, SINT1_39380.3	SBOV2_28380.10, SBOV2_28380.8, SBOV2_28380.9, SBOV2_28380.1, SBOV2_28380.3, SBOV2_28380.2, SBOV2_28380.5, SBOV2_28380.6, SBOV2_28380.7, SBOV2_28380.4
OG0000885	SINT1_90980.1	SBOV2_92040.1, SBOV2_92040.2
OG0000885	SINT1_56940.1	SBOV2_120.1
OG0000885	SINT1_90990.1, SINT1_90960.1, SINT1_90970.2, SINT1_90970.1	SBOV2_56610.1
OG0000886	SINT1_69710.5, SINT1_69710.2	SBOV2_69840.4, SBOV2_69840.5
OG0000887	SINT1_19800.4, SINT1_19800.1, SINT1_19800.2, SINT1_19800.3	SBOV2_19090.1, SBOV2_19090.3, SBOV2_19090.6, SBOV2_19090.2, SBOV2_19090.5, SBOV2_19090.7, SBOV2_19090.8, SBOV2_19090.4
OG0000888	SINT1_77570.1, SINT1_77570.2, SINT1_77570.3	SBOV2_77790.1
OG0000888	SINT1_77580.1	SBOV2_77800.1
OG0000889	SINT1_27830.1, SINT1_27830.2	SBOV2_39840.4, SBOV2_39840.9, SBOV2_39840.8, SBOV2_39840.5, SBOV2_39840.7, SBOV2_39840.3, SBOV2_39840.10, SBOV2_39840.11, SBOV2_39840.1, SBOV2_39840.2, SBOV2_39840.6
OG0000890	SINT1_40920.1	SBOV2_26930.1
OG0000891	SINT1_37210.1	SBOV2_30410.1
OG0000891	SINT1_37210.4	SBOV2_30410.1
