Orthogroup	schistosoma_intercalatum	opisthorchis_viverrini
OG0000798	SINT1_1260.1, SINT1_1260.2, SINT1_1260.3	T265_15843
OG0000799	SINT1_66270.1, SINT1_66270.2, SINT1_66270.3, SINT1_66270.4	T265_01805
OG0000800	SINT1_10160.1	T265_10271, T265_16198
OG0000801	SINT1_15740.2, SINT1_15740.1, SINT1_15740.3	T265_05496
OG0000802	SINT1_72380.1	T265_12896
OG0000802	SINT1_58280.1	T265_06568
OG0000803	SINT1_78010.2, SINT1_78010.1	T265_00805
OG0000804	SINT1_41330.1, SINT1_41330.2, SINT1_41330.4, SINT1_41330.5, SINT1_41330.3, SINT1_41330.6	T265_08025
OG0000805	SINT1_36400.1	T265_13484
OG0000806	SINT1_72740.1, SINT1_72740.2	T265_09116
OG0000807	SINT1_9860.1, SINT1_9860.2	T265_06277
OG0000808	SINT1_91880.1	T265_09441
OG0000808	SINT1_91890.1, SINT1_91890.4, SINT1_91890.2, SINT1_91890.3	T265_09443
OG0000809	SINT1_89370.1, SINT1_89370.2, SINT1_89370.4, SINT1_89370.5, SINT1_89370.3	T265_05763
OG0000810	SINT1_25130.1	T265_11471
OG0000811	SINT1_11150.1, SINT1_11150.2, SINT1_11150.3, SINT1_11150.4, SINT1_11150.5	T265_14828
OG0000812	SINT1_12150.1, SINT1_12150.2, SINT1_12150.3	T265_15805
OG0000813	SINT1_85090.1	T265_10364
OG0000814	SINT1_63100.1	T265_15846, T265_11631
OG0000815	SINT1_59300.3, SINT1_59300.1, SINT1_59300.2, SINT1_59300.5, SINT1_59300.4	T265_14139, T265_14138
OG0000816	SINT1_82520.1, SINT1_82520.2, SINT1_82520.3, SINT1_82520.4	T265_10520, T265_15172
OG0000817	SINT1_86900.1, SINT1_86900.2, SINT1_86900.3, SINT1_86900.4, SINT1_86900.5, SINT1_86900.6	T265_03538
OG0000818	SINT1_11620.1, SINT1_11620.3, SINT1_11620.2	T265_12681
OG0000819	SINT1_64960.2, SINT1_64960.4, SINT1_64960.1, SINT1_64960.3	T265_02518
OG0000820	SINT1_83190.1	T265_01694
OG0000821	SINT1_49050.1	T265_13288
OG0000822	SINT1_73410.1	T265_03848
OG0000823	SINT1_53300.1	T265_00829
OG0000823	SINT1_91290.1, SINT1_91300.1	T265_11555
OG0000824	SINT1_3060.1, SINT1_3060.4, SINT1_3060.3, SINT1_3060.2, SINT1_3060.6, SINT1_3060.5	T265_07875
OG0000826	SINT1_55170.3, SINT1_55170.1, SINT1_55170.4, SINT1_55170.2	T265_06114
OG0000827	SINT1_74310.1, SINT1_74310.2	T265_04215, T265_13453, T265_08146, T265_00316
OG0000830	SINT1_48820.2, SINT1_48820.3, SINT1_48820.1	T265_03604
OG0000831	SINT1_42440.3, SINT1_42440.1, SINT1_42440.4, SINT1_42440.5, SINT1_42440.2	T265_11740
OG0000832	SINT1_60050.2, SINT1_60050.1	T265_06731
OG0000833	SINT1_33300.1, SINT1_33300.3, SINT1_33300.2, SINT1_33300.4	T265_15296
OG0000834	SINT1_48650.1	T265_08688
OG0000835	SINT1_38110.1, SINT1_38110.2	T265_05875
OG0000836	SINT1_37330.4, SINT1_37330.5, SINT1_37330.2, SINT1_37330.3, SINT1_37330.1	T265_07620, T265_16203
OG0000837	SINT1_32380.2, SINT1_32380.3, SINT1_32380.1, SINT1_32380.5, SINT1_32380.4	T265_08390
OG0000838	SINT1_39150.1	T265_02612
OG0000839	SINT1_38540.3, SINT1_38540.1, SINT1_38540.2	T265_03005
OG0000840	SINT1_69580.1, SINT1_69580.2	T265_12899
OG0000841	SINT1_20460.2, SINT1_20460.7, SINT1_20460.4, SINT1_20460.3, SINT1_20460.6, SINT1_20460.5, SINT1_20460.1	T265_06170
OG0000842	SINT1_66450.1, SINT1_66450.2	T265_14136
OG0000843	SINT1_80990.1, SINT1_80990.2	T265_02386
OG0000844	SINT1_5220.10, SINT1_5220.3, SINT1_5220.4, SINT1_5220.7, SINT1_5220.1, SINT1_5220.11, SINT1_5220.5, SINT1_5220.6, SINT1_5220.8, SINT1_5220.9, SINT1_5220.2	T265_00279
OG0000845	SINT1_88300.2, SINT1_88300.1, SINT1_88300.3	T265_12579
OG0000846	SINT1_16940.1, SINT1_16940.2, SINT1_16940.3, SINT1_16940.4, SINT1_16940.5, SINT1_16940.6	T265_05703
OG0000847	SINT1_1170.1, SINT1_1170.2	T265_07827, T265_09008, T265_01575, T265_07199
OG0000848	SINT1_34870.4, SINT1_34870.2, SINT1_34870.5, SINT1_34870.3, SINT1_34870.6, SINT1_34870.1	T265_00764
OG0000849	SINT1_39190.1, SINT1_39190.2, SINT1_39190.3, SINT1_39190.4	T265_12610
OG0000850	SINT1_27390.4, SINT1_27390.6, SINT1_27390.1, SINT1_27390.7, SINT1_27390.2, SINT1_27390.3, SINT1_27390.5	T265_10398
OG0000851	SINT1_89380.1, SINT1_89380.2	T265_04154
OG0000852	SINT1_11010.1, SINT1_11000.1	T265_08766
OG0000853	SINT1_81500.1	T265_06027
OG0000854	SINT1_37340.1, SINT1_37340.3, SINT1_37340.2, SINT1_37340.4	T265_15559, T265_14260, T265_15560
OG0000855	SINT1_54440.1, SINT1_54440.2, SINT1_54440.3	T265_13837, T265_15500
OG0000856	SINT1_2940.5, SINT1_2940.2, SINT1_2940.3, SINT1_2940.4, SINT1_2940.1	T265_14822
OG0000857	SINT1_4110.1	T265_14322
OG0000858	SINT1_4510.2, SINT1_4510.1, SINT1_4510.4, SINT1_4510.3	T265_15000
OG0000860	SINT1_59580.1	T265_06072
OG0000860	SINT1_62150.1	T265_05631
OG0000861	SINT1_11800.1	T265_04574
OG0000862	SINT1_30070.2, SINT1_30070.3, SINT1_30070.4, SINT1_30070.5, SINT1_30070.6, SINT1_30070.1	T265_09368, T265_09366, T265_09369
OG0000863	SINT1_7360.1	T265_05435
OG0000864	SINT1_40340.1	T265_05363
OG0000865	SINT1_33260.1	T265_05335
OG0000866	SINT1_660.1, SINT1_95050.1	T265_09230
OG0000867	SINT1_7240.1, SINT1_7240.2, SINT1_7240.3, SINT1_7240.4	T265_03080
OG0000869	SINT1_87830.2, SINT1_87830.1, SINT1_87830.3	T265_14256
OG0000870	SINT1_910.4, SINT1_910.6, SINT1_910.1, SINT1_910.2, SINT1_910.3, SINT1_910.5	T265_06698
OG0000872	SINT1_3990.1	T265_16288, T265_12059
OG0000873	SINT1_85010.3, SINT1_85010.1, SINT1_85010.2, SINT1_85010.4, SINT1_85010.5	T265_15131
OG0000874	SINT1_43030.1	T265_04488, T265_09986, T265_09985
OG0000876	SINT1_96270.1, SINT1_23870.1	T265_03229
OG0000877	SINT1_7290.1	T265_14662
OG0000879	SINT1_58090.1, SINT1_58090.2	T265_08209
OG0000881	SINT1_89210.1	T265_09970
OG0000882	SINT1_22270.1	T265_15327, T265_15326
OG0000882	SINT1_40110.2, SINT1_40110.1	T265_00439, T265_08858
OG0000883	SINT1_40100.6, SINT1_40100.1, SINT1_40100.2, SINT1_40100.3, SINT1_40100.4, SINT1_40100.5, SINT1_40100.7	T265_08857
OG0000884	SINT1_39380.1, SINT1_39380.2, SINT1_39380.3	T265_10076, T265_15490
OG0000885	SINT1_90980.1, SINT1_140.1, SINT1_96860.1, SINT1_56940.1, SINT1_90990.1, SINT1_90960.1, SINT1_90970.2, SINT1_90970.1, SINT1_120.1	T265_12962, T265_02246
OG0000886	SINT1_69710.1, SINT1_69710.3, SINT1_69710.5, SINT1_69710.2, SINT1_69710.4	T265_01994
OG0000887	SINT1_19800.4, SINT1_19800.1, SINT1_19800.2, SINT1_19800.3	T265_15509
OG0000888	SINT1_77570.1, SINT1_77570.2, SINT1_77570.3, SINT1_77580.1	T265_14777, T265_14776
OG0000889	SINT1_27830.1, SINT1_27830.2, SINT1_27830.4, SINT1_27830.3	T265_10291, T265_03241
OG0000890	SINT1_40920.1	T265_04042, T265_05866
OG0000891	SINT1_37210.1, SINT1_37210.4, SINT1_37210.2, SINT1_37210.3	T265_13383, T265_13385
OG0000892	SINT1_51890.6, SINT1_51890.8, SINT1_51890.3, SINT1_51890.1, SINT1_51890.5, SINT1_51890.7, SINT1_51890.4, SINT1_51890.2	T265_13465, T265_04286
OG0000894	SINT1_96000.1, SINT1_86220.1, SINT1_86220.2	T265_14564, T265_08709
OG0000895	SINT1_44060.1, SINT1_44060.2	T265_08916
OG0000896	SINT1_21120.1	T265_11745, T265_15524
OG0000897	SINT1_10220.1, SINT1_10220.2	T265_09054
OG0000898	SINT1_71160.1, SINT1_71160.2, SINT1_71160.3, SINT1_71160.4, SINT1_71160.5	T265_03575
OG0000899	SINT1_14490.2, SINT1_14490.4, SINT1_14490.3, SINT1_14490.5, SINT1_14490.1	T265_00966
OG0000900	SINT1_3550.1, SINT1_3540.1	T265_15960
OG0000901	SINT1_62260.2, SINT1_62260.4, SINT1_62260.3, SINT1_62260.1	T265_03340
OG0000902	SINT1_55040.1, SINT1_55040.2, SINT1_55040.3	T265_03522
OG0000903	SINT1_15480.1	T265_02094
OG0000904	SINT1_5100.1, SINT1_5100.2, SINT1_5100.3, SINT1_5100.8, SINT1_5100.4, SINT1_5100.5, SINT1_5100.6, SINT1_5100.7	T265_06409
OG0000905	SINT1_77760.1	T265_08905
OG0000906	SINT1_63480.1, SINT1_63480.2	T265_09792
OG0000907	SINT1_73540.1	T265_00831
OG0000908	SINT1_26740.1, SINT1_26730.1	T265_13306
OG0000910	SINT1_8230.1, SINT1_8230.2, SINT1_8230.3	T265_10833
OG0000911	SINT1_57920.4, SINT1_57920.1, SINT1_57920.3, SINT1_57920.2	T265_11627, T265_11628
OG0000912	SINT1_6420.1	T265_06227
OG0000913	SINT1_31550.1, SINT1_31550.2, SINT1_31550.3	T265_10377, T265_05795, T265_15140
OG0000914	SINT1_38590.3, SINT1_38590.2, SINT1_38590.1, SINT1_38590.4	T265_06456
OG0000915	SINT1_29620.1, SINT1_29620.3, SINT1_29620.2	T265_00756
OG0000916	SINT1_39660.4, SINT1_39660.7, SINT1_39660.8, SINT1_39660.10, SINT1_39660.2, SINT1_39660.1, SINT1_39660.12, SINT1_39660.11, SINT1_39660.3, SINT1_39660.5, SINT1_39660.9, SINT1_39660.6	T265_11901
OG0000917	SINT1_82800.1, SINT1_82800.2, SINT1_82800.3	T265_02425
OG0000918	SINT1_26830.1, SINT1_26830.2, SINT1_26830.4, SINT1_26830.5, SINT1_26830.6, SINT1_26830.3, SINT1_26830.7, SINT1_26830.8	T265_13665
OG0000919	SINT1_82980.1	T265_11299
OG0000921	SINT1_43460.2, SINT1_43460.8, SINT1_43460.1, SINT1_43460.5, SINT1_43460.4, SINT1_43460.6, SINT1_43460.3, SINT1_43460.7, SINT1_43460.9	T265_10843
OG0000922	SINT1_6900.1	T265_14804, T265_09307
OG0000923	SINT1_41520.1	T265_03493
OG0000923	SINT1_91550.1	T265_05658
OG0000925	SINT1_16510.3, SINT1_16510.4, SINT1_16510.5, SINT1_16510.1, SINT1_16510.2	T265_07999
OG0000926	SINT1_27110.1, SINT1_27110.2	T265_15584
OG0000927	SINT1_19870.1	T265_13966
OG0000928	SINT1_32310.1, SINT1_32310.4, SINT1_32310.2, SINT1_32310.3, SINT1_32300.1	T265_02989
OG0000929	SINT1_64480.1	T265_11846
OG0000930	SINT1_42360.5, SINT1_42360.1, SINT1_42360.3, SINT1_42360.4, SINT1_42360.2	T265_13266
OG0000931	SINT1_70630.1, SINT1_70630.2, SINT1_70630.3, SINT1_70630.4, SINT1_70630.5, SINT1_70630.6, SINT1_70630.8, SINT1_70630.7	T265_10692
OG0000932	SINT1_1080.1	T265_09389
OG0000933	SINT1_39750.1, SINT1_39750.2	T265_10768
OG0000934	SINT1_10300.3, SINT1_10300.2, SINT1_10300.1	T265_09239
OG0000935	SINT1_63800.1	T265_09761
OG0000936	SINT1_92400.3, SINT1_92400.2, SINT1_92400.1	T265_08979
OG0000937	SINT1_54180.1	T265_04033
OG0000938	SINT1_59470.4, SINT1_59470.5, SINT1_59470.1, SINT1_59470.3, SINT1_59470.2, SINT1_59470.6, SINT1_59470.7	T265_08657, T265_08656
OG0000939	SINT1_85540.1, SINT1_85540.5, SINT1_85540.4, SINT1_85540.2, SINT1_85540.3, SINT1_85540.6	T265_05437
OG0000940	SINT1_5770.1, SINT1_5770.2, SINT1_5770.3	T265_08942, T265_16338
OG0000941	SINT1_32120.2, SINT1_32120.3, SINT1_32120.1, SINT1_32120.4	T265_08808
OG0000942	SINT1_16080.3, SINT1_16080.1, SINT1_16080.2	T265_10456
OG0000943	SINT1_28810.3, SINT1_28810.4, SINT1_28810.1, SINT1_28810.2	T265_03814
OG0000944	SINT1_57720.1, SINT1_94860.1	T265_00614
OG0000945	SINT1_11500.9, SINT1_11500.4, SINT1_11500.5, SINT1_11500.2, SINT1_11500.1, SINT1_11500.3, SINT1_11500.6, SINT1_11500.7, SINT1_11500.8	T265_01854
OG0000946	SINT1_8840.3, SINT1_8840.4, SINT1_8840.1, SINT1_8840.2, SINT1_8840.5, SINT1_8840.6	T265_06499
OG0000947	SINT1_38910.1	T265_13430
OG0000948	SINT1_80380.3, SINT1_80380.4, SINT1_80380.5, SINT1_80380.1, SINT1_80380.2	T265_04663
OG0000949	SINT1_16250.1, SINT1_16260.1, SINT1_16240.1, SINT1_16240.2, SINT1_16240.3	T265_09047, T265_09046, T265_09045
OG0000950	SINT1_53270.6, SINT1_53270.2, SINT1_53270.4, SINT1_53270.3, SINT1_53270.5, SINT1_53270.1	T265_04298
OG0000952	SINT1_29580.2, SINT1_29580.3, SINT1_29580.1	T265_00749
OG0000953	SINT1_62370.1, SINT1_62370.2, SINT1_62370.3	T265_13448
OG0000954	SINT1_79330.1, SINT1_79330.2	T265_05290
OG0000955	SINT1_12620.1	T265_03085
OG0000958	SINT1_13790.1	T265_07251
OG0000962	SINT1_73520.1, SINT1_73520.2	T265_00111
OG0000963	SINT1_2310.1	T265_13178
OG0000964	SINT1_40680.6, SINT1_40680.3, SINT1_40680.4, SINT1_40680.5, SINT1_40680.1, SINT1_40680.2	T265_10312
OG0000965	SINT1_63060.1	T265_03351
OG0000966	SINT1_36170.1, SINT1_36170.2	T265_04985
OG0000966	SINT1_48960.1	T265_15072
OG0000967	SINT1_35420.1, SINT1_35420.2	T265_16351
OG0000968	SINT1_2740.1, SINT1_2740.2, SINT1_2740.3, SINT1_2740.4	T265_03039
OG0000969	SINT1_80260.1	T265_01639
OG0000970	SINT1_68850.1, SINT1_68850.2	T265_05786
OG0000971	SINT1_1810.1, SINT1_1810.2, SINT1_1810.3, SINT1_1810.5, SINT1_1810.7, SINT1_1810.4, SINT1_1810.6	T265_14454
OG0000972	SINT1_6100.1, SINT1_6100.2, SINT1_6100.3	T265_04367
OG0000973	SINT1_24160.1, SINT1_24170.1, SINT1_24180.1	T265_07516
OG0000974	SINT1_55310.1, SINT1_55310.2	T265_12463
OG0000975	SINT1_5930.4, SINT1_5930.1, SINT1_5930.2, SINT1_5930.3	T265_02924, T265_09700
OG0000976	SINT1_10420.1, SINT1_10420.2, SINT1_10420.3	T265_00947
OG0000977	SINT1_12120.1, SINT1_12120.2, SINT1_12120.3	T265_04434
OG0000978	SINT1_21010.1, SINT1_21010.2, SINT1_21010.3, SINT1_21010.4, SINT1_21010.5	T265_05507
OG0000979	SINT1_72710.1	T265_00786
OG0000980	SINT1_52000.2, SINT1_52000.1	T265_03583
OG0000981	SINT1_40080.2, SINT1_40080.1	T265_04343
OG0000982	SINT1_63880.4, SINT1_63880.2, SINT1_63880.5, SINT1_63880.3, SINT1_63880.1	T265_03904
OG0000983	SINT1_15680.1, SINT1_15680.3, SINT1_15680.4, SINT1_15680.2, SINT1_15680.5, SINT1_15680.6	T265_09860
OG0000984	SINT1_34890.6, SINT1_34890.4, SINT1_34890.3, SINT1_34890.2, SINT1_34890.1, SINT1_34890.7, SINT1_34890.8, SINT1_34890.5	T265_10372, T265_07582
OG0000985	SINT1_16220.1, SINT1_16220.2, SINT1_16220.3	T265_11572
OG0000986	SINT1_71860.1	T265_02193, T265_12946
OG0000987	SINT1_82000.1, SINT1_82000.2, SINT1_82000.3	T265_02383
OG0000989	SINT1_51320.3, SINT1_51320.1, SINT1_51320.2	T265_04299
OG0000990	SINT1_4730.1	T265_08682
OG0000991	SINT1_58500.3, SINT1_58500.5, SINT1_58500.1, SINT1_58500.2, SINT1_58500.4	T265_13030
OG0000992	SINT1_44330.1, SINT1_44330.2, SINT1_44330.6, SINT1_44330.3, SINT1_44330.4, SINT1_44330.5	T265_01516
OG0000993	SINT1_76930.3, SINT1_76930.2, SINT1_76930.4, SINT1_76930.1	T265_14754
OG0000994	SINT1_33950.1	T265_02553
OG0000995	SINT1_79200.2, SINT1_79200.1, SINT1_79200.3	T265_13745
OG0000996	SINT1_64000.3, SINT1_64000.1, SINT1_64000.2	T265_00610
OG0000997	SINT1_87300.1	T265_13758
OG0000998	SINT1_55530.1	T265_02907
OG0000999	SINT1_37900.1	T265_02983
OG0001000	SINT1_7120.1	T265_02450
OG0001003	SINT1_32240.1, SINT1_32240.4, SINT1_32240.2, SINT1_32240.3	T265_02803
OG0001004	SINT1_15850.1, SINT1_15850.2, SINT1_15850.3, SINT1_15850.4, SINT1_15850.7, SINT1_15850.8, SINT1_15850.5, SINT1_15850.6, SINT1_15850.9	T265_15034
OG0001009	SINT1_86450.1	T265_08731
OG0001010	SINT1_59980.1	T265_06725
OG0001011	SINT1_39700.1, SINT1_39700.2	T265_13048
OG0001012	SINT1_5140.1, SINT1_5140.3, SINT1_5140.4, SINT1_5140.2	T265_06918
OG0001013	SINT1_13900.1	T265_10272, T265_16022
OG0001014	SINT1_3970.1	T265_12060, T265_16314
OG0001015	SINT1_38410.1	T265_11538, T265_15411, T265_10528, T265_15958
OG0001016	SINT1_37680.1, SINT1_37680.2, SINT1_37680.3	T265_01892
OG0001017	SINT1_15660.1	T265_03456
OG0001018	SINT1_29790.6, SINT1_29790.4, SINT1_29790.2, SINT1_29790.3, SINT1_29790.5, SINT1_29790.1	T265_11985
OG0001019	SINT1_42190.2, SINT1_42190.1, SINT1_42190.4, SINT1_42190.3, SINT1_42190.6, SINT1_42190.5	T265_06404, T265_12347
OG0001020	SINT1_11020.1	T265_14664
OG0001021	SINT1_29570.4, SINT1_29570.5, SINT1_29570.6, SINT1_29570.1, SINT1_29570.3, SINT1_29570.2	T265_05434
OG0001022	SINT1_21150.1	T265_08582
OG0001023	SINT1_62750.1	T265_14386
OG0001024	SINT1_77060.1, SINT1_77060.3, SINT1_77060.2	T265_15215
OG0001026	SINT1_49530.1, SINT1_49530.2	T265_08689
OG0001027	SINT1_920.1, SINT1_920.2, SINT1_920.3, SINT1_920.4	T265_05249
OG0001028	SINT1_55240.2, SINT1_55240.3, SINT1_55240.1	T265_02150
OG0001029	SINT1_49730.1, SINT1_49730.2, SINT1_49730.3	T265_06784
OG0001030	SINT1_28950.4, SINT1_28950.2, SINT1_28950.11, SINT1_28950.1, SINT1_28950.10, SINT1_28950.3, SINT1_28950.5, SINT1_28950.6, SINT1_28950.9, SINT1_28950.7, SINT1_28950.8	T265_03534
OG0001031	SINT1_69810.1, SINT1_69810.2, SINT1_69810.3	T265_02198
OG0001032	SINT1_64020.1, SINT1_64020.2, SINT1_64020.3	T265_07791
OG0001033	SINT1_71190.1	T265_12072
OG0001034	SINT1_53930.1, SINT1_53940.1	T265_00015
OG0001035	SINT1_54490.1	T265_07899, T265_11146, T265_07897, T265_11147
OG0001036	SINT1_17570.1	T265_15152
OG0001038	SINT1_1490.1	T265_06836
OG0001039	SINT1_27410.1, SINT1_27410.2, SINT1_27410.3, SINT1_27410.4, SINT1_27410.5	T265_13311
OG0001040	SINT1_80510.1, SINT1_80510.2, SINT1_80510.3	T265_08277
OG0001041	SINT1_92620.1, SINT1_92620.2	T265_02769, T265_02770
OG0001042	SINT1_12010.1, SINT1_12010.3, SINT1_12010.4, SINT1_12010.2	T265_09868, T265_16047
OG0001043	SINT1_48350.1, SINT1_48350.2, SINT1_48350.3, SINT1_48350.4	T265_04066
OG0001045	SINT1_66380.1, SINT1_66380.2	T265_14190
OG0001046	SINT1_50980.1	T265_00122
OG0001047	SINT1_94100.1	T265_14657, T265_15967
OG0001048	SINT1_76990.3, SINT1_76990.2, SINT1_76990.1	T265_05921
OG0001049	SINT1_55110.1, SINT1_55110.4, SINT1_55110.5, SINT1_55110.2, SINT1_55110.3	T265_01366
OG0001050	SINT1_62000.1, SINT1_62000.2, SINT1_62000.3, SINT1_62000.4	T265_06070
OG0001051	SINT1_86300.1	T265_08900
OG0001052	SINT1_55100.2, SINT1_55100.3, SINT1_55100.1	T265_03515, T265_03514
OG0001053	SINT1_63130.3, SINT1_63130.6, SINT1_63130.8, SINT1_63130.2, SINT1_63130.1, SINT1_63130.5, SINT1_63130.4, SINT1_63130.7	T265_10644
OG0001054	SINT1_11780.1	T265_07774
OG0001056	SINT1_57690.8, SINT1_57690.7, SINT1_57690.6, SINT1_57690.1, SINT1_57690.2, SINT1_57690.3, SINT1_57690.4, SINT1_57690.5	T265_06907
OG0001057	SINT1_86170.3, SINT1_86170.1, SINT1_86170.2	T265_08393
OG0001058	SINT1_60610.1	T265_09765, T265_07871
OG0001059	SINT1_17090.1	T265_09693
OG0001060	SINT1_63420.1, SINT1_63420.2	T265_08792, T265_05830, T265_12211
OG0001061	SINT1_11170.1, SINT1_11180.1, SINT1_11160.1, SINT1_11180.2	T265_10435
OG0001062	SINT1_48790.1, SINT1_48790.2	T265_10952
OG0001068	SINT1_74780.4, SINT1_74780.5, SINT1_74780.1, SINT1_74780.2, SINT1_74780.3	T265_05783
OG0001070	SINT1_62800.1, SINT1_62800.2, SINT1_62800.3	T265_01150
OG0001070	SINT1_75150.1	T265_03875
OG0001071	SINT1_64710.1, SINT1_64710.2, SINT1_64710.4, SINT1_64710.5, SINT1_64710.3, SINT1_64710.6	T265_01413, T265_01414
OG0001072	SINT1_42220.1	T265_11095
OG0001073	SINT1_16890.1	T265_06687
OG0001074	SINT1_27620.1, SINT1_27620.4, SINT1_27620.2, SINT1_27620.3	T265_07051
OG0001075	SINT1_61580.4, SINT1_61580.5, SINT1_61580.1, SINT1_61580.2, SINT1_61580.3	T265_00485
OG0001076	SINT1_46370.1, SINT1_46370.3, SINT1_46370.2	T265_04766
OG0001077	SINT1_50060.1	T265_03589
OG0001078	SINT1_61020.1	T265_01377
OG0001079	SINT1_74260.1, SINT1_74260.2, SINT1_74270.1	T265_01997
OG0001080	SINT1_72830.1, SINT1_72830.3, SINT1_72830.2, SINT1_72830.4	T265_03280, T265_06062
OG0001081	SINT1_33980.1	T265_02594
OG0001082	SINT1_48590.4, SINT1_48590.1, SINT1_48590.2, SINT1_48590.3, SINT1_48590.5	T265_14341
OG0001083	SINT1_92760.3, SINT1_92760.2, SINT1_92760.1	T265_05304
OG0001084	SINT1_20840.3, SINT1_20840.1, SINT1_20840.4, SINT1_20840.5, SINT1_20840.2	T265_03430
OG0001085	SINT1_93700.1	T265_05309
OG0001086	SINT1_70930.1, SINT1_70930.6, SINT1_70930.5, SINT1_70930.3, SINT1_70930.2, SINT1_70930.4	T265_00332
OG0001087	SINT1_51230.1	T265_02349, T265_02348, T265_04933
OG0001087	SINT1_36330.1	T265_13295
OG0001088	SINT1_23640.1, SINT1_24690.1, SINT1_24690.2, SINT1_24690.3, SINT1_24690.4	T265_14908
OG0001089	SINT1_64690.1, SINT1_64690.2, SINT1_64690.4, SINT1_64690.3	T265_04203
OG0001090	SINT1_94440.1, SINT1_94440.2	T265_05314
OG0001091	SINT1_48480.1, SINT1_48480.2	T265_08694
OG0001092	SINT1_68980.1, SINT1_68980.2, SINT1_68980.3, SINT1_68980.4, SINT1_68980.5, SINT1_68980.6, SINT1_68980.7	T265_05477
OG0001094	SINT1_36630.1, SINT1_36630.2, SINT1_95110.1	T265_01493
OG0001095	SINT1_50910.1, SINT1_50910.4, SINT1_50910.6, SINT1_50910.3, SINT1_50910.5, SINT1_50910.2	T265_12507, T265_12509
OG0001096	SINT1_19620.7, SINT1_19620.3, SINT1_19620.2, SINT1_19620.4, SINT1_19620.1, SINT1_19620.5, SINT1_19620.6	T265_02087
OG0001097	SINT1_68710.1, SINT1_68710.2	T265_12596, T265_12597
OG0001098	SINT1_31990.1	T265_03530
OG0001099	SINT1_90800.1	T265_09134
OG0001100	SINT1_67440.1, SINT1_67440.3, SINT1_67440.5, SINT1_67440.2, SINT1_67440.4	T265_12718
OG0001101	SINT1_95630.1, SINT1_95100.1	T265_01277
OG0001102	SINT1_62140.1	T265_07011
OG0001103	SINT1_92640.6, SINT1_92640.4, SINT1_92640.1, SINT1_92640.2, SINT1_92640.3, SINT1_92640.5, SINT1_92640.7, SINT1_92640.8	T265_11524, T265_11526
OG0001105	SINT1_32030.1	T265_00108
OG0001106	SINT1_67860.2, SINT1_67860.1	T265_03131
OG0001107	SINT1_51350.1, SINT1_51350.2, SINT1_51350.3, SINT1_51350.4	T265_01259
OG0001108	SINT1_28690.3, SINT1_28690.1, SINT1_28690.2	T265_04027
OG0001109	SINT1_34050.1, SINT1_34050.2, SINT1_34050.4, SINT1_34050.3	T265_15651
OG0001110	SINT1_3810.2, SINT1_3810.1, SINT1_3810.3	T265_03630
OG0001111	SINT1_48910.1	T265_15867
OG0001112	SINT1_93890.1, SINT1_93870.1, SINT1_93880.1	T265_07938
OG0001113	SINT1_7840.1	T265_01569
OG0001114	SINT1_6610.2, SINT1_6610.3, SINT1_6610.1	T265_10355
OG0001115	SINT1_92730.2, SINT1_92730.4, SINT1_92730.1, SINT1_92730.3	T265_14281
OG0001116	SINT1_80540.5, SINT1_80540.6, SINT1_80540.4, SINT1_80540.2, SINT1_80540.1, SINT1_80540.3	T265_04971
OG0001117	SINT1_15300.1	T265_09895, T265_16078
OG0001118	SINT1_70580.1, SINT1_70590.1, SINT1_70600.1	T265_15682
OG0001119	SINT1_64660.1	T265_00531
OG0001120	SINT1_31670.5, SINT1_31670.1, SINT1_31670.2, SINT1_31670.3, SINT1_31670.4	T265_14589, T265_14590
OG0001121	SINT1_56500.1	T265_02829
OG0001122	SINT1_78250.1	T265_01758
OG0001123	SINT1_88930.6, SINT1_88930.1, SINT1_88930.2, SINT1_88930.3, SINT1_88930.4, SINT1_88930.5	T265_01870
OG0001124	SINT1_37940.1, SINT1_37940.2, SINT1_37940.3	T265_12781
OG0001125	SINT1_13850.1, SINT1_13880.1	T265_11059, T265_11060, T265_05778
OG0001129	SINT1_37570.1, SINT1_37580.1	T265_03641
OG0001130	SINT1_12100.1, SINT1_12100.5, SINT1_12100.6, SINT1_12100.4, SINT1_12100.2, SINT1_12100.3	T265_02467
OG0001131	SINT1_73000.1, SINT1_72990.1	T265_08223
OG0001132	SINT1_81800.1, SINT1_81800.4, SINT1_81800.8, SINT1_81800.7, SINT1_81800.2, SINT1_81800.3, SINT1_81800.5, SINT1_81800.6, SINT1_81800.9	T265_02407
OG0001133	SINT1_94450.1, SINT1_94450.2	T265_03046
OG0001133	SINT1_16090.1	T265_14376, T265_07758, T265_14375
OG0001134	SINT1_64860.1, SINT1_64860.3, SINT1_64860.2, SINT1_64860.4	T265_10110
OG0001135	SINT1_34500.1, SINT1_34500.3, SINT1_34500.2, SINT1_34500.4	T265_08862
OG0001136	SINT1_23790.1	T265_05385
OG0001137	SINT1_53440.1, SINT1_53440.2, SINT1_53440.3	T265_00383
OG0001138	SINT1_20660.2, SINT1_20660.1	T265_10030
OG0001139	SINT1_37270.1, SINT1_37270.2, SINT1_37270.3	T265_13523
OG0001140	SINT1_46310.1	T265_04041
OG0001141	SINT1_78680.1, SINT1_78680.2, SINT1_78670.1	T265_05904
