Orthogroup	schistosoma_intercalatum	schistosoma_japonicum
OG0000704	SINT1_48220.1, SINT1_48220.2, SINT1_48220.3, SINT1_48220.4, SINT1_48220.5, SINT1_48220.6, SINT1_48220.7, SINT1_48220.8, SINT1_48220.9	EWB00_010719.1, EWB00_010719.3, EWB00_010719.2, EWB00_010719.4, EWB00_010719.6, EWB00_010719.5
OG0000705	SINT1_6120.1	EWB00_008978
OG0000706	SINT1_43330.1	EWB00_001799.2, EWB00_001799.1, EWB00_001799.3
OG0000706	SINT1_52320.1	EWB00_006800.1, EWB00_006800.3, EWB00_006800.2
OG0000707	SINT1_92660.1, SINT1_92660.3, SINT1_92660.2	EWB00_003028.1, EWB00_003028.4, EWB00_003028.3, EWB00_003028.2
OG0000708	SINT1_37190.1, SINT1_37190.3, SINT1_37190.5, SINT1_37190.4, SINT1_37190.2	EWB00_001278
OG0000709	SINT1_43650.1, SINT1_43650.2, SINT1_43650.4, SINT1_43650.5, SINT1_43650.9, SINT1_43650.3, SINT1_43650.6, SINT1_43650.7, SINT1_43650.8	EWB00_009252.1, EWB00_009252.3, EWB00_009252.2
OG0000710	SINT1_8060.1, SINT1_7950.9, SINT1_7950.7, SINT1_7950.8, SINT1_7950.6	EWB00_008709.4, EWB00_008709.5, EWB00_008709.2, EWB00_008709.1, EWB00_008709.3
OG0000711	SINT1_73420.1	EWB00_008229.1, EWB00_008229.2
OG0000712	SINT1_52680.1	EWB00_010618
OG0000713	SINT1_70880.1	EWB00_007358
OG0000714	SINT1_46250.1	EWB00_004030.2, EWB00_004030.1, EWB00_004030.3
OG0000715	SINT1_27420.1, SINT1_27420.2, SINT1_27420.4, SINT1_27420.3	EWB00_001149.4, EWB00_001149.1, EWB00_001149.2, EWB00_001149.3
OG0000716	SINT1_11840.1, SINT1_11840.3, SINT1_11840.2	EWB00_008444
OG0000717	SINT1_58730.1	EWB00_011258.1, EWB00_011258.2
OG0000718	SINT1_73680.1, SINT1_73680.2	EWB00_008239.3, EWB00_008239.1, EWB00_008239.2
OG0000719	SINT1_55000.1, SINT1_55000.2, SINT1_55000.3	EWB00_002222
OG0000720	SINT1_75720.1, SINT1_75710.1	EWB00_003891
OG0000721	SINT1_45830.1, SINT1_45830.2	EWB00_003628.1, EWB00_003628.2
OG0000722	SINT1_5310.2, SINT1_5310.1, SINT1_5310.3	EWB00_006294
OG0000723	SINT1_75450.1, SINT1_75450.3, SINT1_75450.2, SINT1_75450.4	EWB00_011015.2, EWB00_011015.3, EWB00_011015.5, EWB00_011015.1, EWB00_011015.4, EWB00_011015.6
OG0000724	SINT1_41830.6, SINT1_41830.3, SINT1_41830.1, SINT1_41830.2, SINT1_41830.4, SINT1_41830.5	EWB00_008763
OG0000725	SINT1_75800.5, SINT1_75800.1, SINT1_75800.2, SINT1_75800.3, SINT1_75800.4	EWB00_009002.1, EWB00_009002.2
OG0000726	SINT1_29880.1	EWB00_006031.2, EWB00_006031.1, EWB00_006031.3
OG0000726	SINT1_29890.1	EWB00_006030
OG0000727	SINT1_38780.1	EWB00_009537.1, EWB00_009537.2
OG0000728	SINT1_48360.4, SINT1_48360.2, SINT1_48360.1, SINT1_48360.3	EWB00_010704
OG0000729	SINT1_8940.4, SINT1_8940.5, SINT1_8940.6, SINT1_8940.2, SINT1_8940.1, SINT1_8940.3	EWB00_003072
OG0000730	SINT1_59790.2, SINT1_59790.3, SINT1_59790.1	EWB00_007961.2, EWB00_007961.1, EWB00_007961.3
OG0000731	SINT1_75110.1	EWB00_010974.1, EWB00_010974.2
OG0000733	SINT1_2770.3, SINT1_2770.1, SINT1_2770.4, SINT1_2770.2	EWB00_007581.1, EWB00_007581.2
OG0000736	SINT1_76920.1, SINT1_76920.2	EWB00_007389
OG0000737	SINT1_9960.3, SINT1_9960.4, SINT1_9960.7, SINT1_9960.2, SINT1_9960.6, SINT1_9960.1, SINT1_9960.5	EWB00_000803.1, EWB00_000803.2
OG0000738	SINT1_69070.1	EWB00_001605
OG0000739	SINT1_56690.1, SINT1_56690.2, SINT1_56690.3	EWB00_005150.4, EWB00_005150.1, EWB00_005150.2, EWB00_005150.3
OG0000740	SINT1_8470.1, SINT1_8470.2, SINT1_8470.3, SINT1_8470.6, SINT1_8470.4, SINT1_8470.5, SINT1_8470.7, SINT1_8470.8	EWB00_010848
OG0000741	SINT1_82900.5, SINT1_82900.3, SINT1_82900.1, SINT1_82900.2, SINT1_82900.4	EWB00_007304.1, EWB00_007304.2
OG0000743	SINT1_22750.1, SINT1_22750.2	EWB00_005764.1, EWB00_005764.2
OG0000744	SINT1_3520.1	EWB00_000869.3, EWB00_000869.2, EWB00_000869.1
OG0000745	SINT1_38100.1, SINT1_38100.2	EWB00_003153
OG0000746	SINT1_60430.2	EWB00_011315.5
OG0000746	SINT1_60430.1, SINT1_60430.3	EWB00_011315.7, EWB00_011315.8, EWB00_011315.4, EWB00_011315.6, EWB00_011315.9, EWB00_011315.1, EWB00_011315.2, EWB00_011315.3
OG0000748	SINT1_69510.4, SINT1_69510.2, SINT1_69510.3, SINT1_69510.6, SINT1_69510.1, SINT1_69510.5	EWB00_003887.1, EWB00_003887.3, EWB00_003887.4, EWB00_003887.5, EWB00_003887.6, EWB00_003887.2
OG0000749	SINT1_68890.1	EWB00_009166
OG0000750	SINT1_73320.3, SINT1_73320.4, SINT1_73320.1, SINT1_73320.2, SINT1_73320.5, SINT1_73320.6	EWB00_011039
OG0000751	SINT1_5440.1	EWB00_006311
OG0000751	SINT1_2500.1	EWB00_004239
OG0000752	SINT1_91160.1	EWB00_007429.1, EWB00_007429.2
OG0000752	SINT1_91210.1	EWB00_007419
OG0000753	SINT1_81530.3, SINT1_81530.1, SINT1_81530.2	EWB00_007023.1, EWB00_007023.2
OG0000754	SINT1_50250.9, SINT1_50250.10, SINT1_50250.12, SINT1_50250.13, SINT1_50250.2, SINT1_50250.11, SINT1_50250.14, SINT1_50250.1, SINT1_50250.5, SINT1_50250.7, SINT1_50250.6, SINT1_50250.8, SINT1_50250.3, SINT1_50250.4	EWB00_004424.1, EWB00_004424.2, EWB00_004424.3, EWB00_004424.5, EWB00_004424.4
OG0000755	SINT1_74410.3, SINT1_74410.1, SINT1_74410.2, SINT1_74410.4	EWB00_010556
OG0000756	SINT1_39030.1	EWB00_006212.1, EWB00_006212.2, EWB00_006212.3
OG0000757	SINT1_52550.2, SINT1_52550.3, SINT1_52550.1	EWB00_010635
OG0000758	SINT1_8970.4	EWB00_003069.1
OG0000758	SINT1_8970.1, SINT1_8970.2, SINT1_8970.5, SINT1_8970.6, SINT1_8970.7	EWB00_003069.2
OG0000759	SINT1_52950.3, SINT1_52950.1, SINT1_52950.4, SINT1_52950.2, SINT1_52950.6, SINT1_52950.5, SINT1_52950.7	EWB00_010667
OG0000760	SINT1_77620.1, SINT1_77620.10, SINT1_77620.11, SINT1_77620.12, SINT1_77620.2, SINT1_77620.3, SINT1_77620.4, SINT1_77620.5, SINT1_77620.6, SINT1_77620.7, SINT1_77620.8, SINT1_77620.9	EWB00_001260
OG0000761	SINT1_53610.2, SINT1_53610.4, SINT1_53610.1, SINT1_53610.5, SINT1_53610.9, SINT1_53610.7, SINT1_53610.6, SINT1_53610.8, SINT1_53610.3	EWB00_006472.3, EWB00_006472.1, EWB00_006472.2, EWB00_006472.4
OG0000762	SINT1_80630.1	EWB00_004406.1, EWB00_004406.2
OG0000762	SINT1_85900.1, SINT1_85900.2, SINT1_85900.3	EWB00_007520.1, EWB00_007520.2, EWB00_007520.3
OG0000763	SINT1_19820.5, SINT1_19820.1, SINT1_19820.2, SINT1_19820.3, SINT1_19820.4	EWB00_010343.3, EWB00_010343.1, EWB00_010343.2
OG0000764	SINT1_9100.5, SINT1_9100.3, SINT1_9100.2, SINT1_9100.1, SINT1_9100.4	EWB00_003057
OG0000765	SINT1_52930.1	EWB00_010665.1, EWB00_010665.3, EWB00_010665.2
OG0000765	SINT1_52940.1	EWB00_010666
OG0000766	SINT1_62770.1	EWB00_007134, EWB00_007139.1, EWB00_007139.2
OG0000767	SINT1_64820.1, SINT1_64820.2	EWB00_010512.1, EWB00_010512.2
OG0000768	SINT1_40010.2, SINT1_40010.3, SINT1_40010.1, SINT1_40010.4, SINT1_40010.5	EWB00_003947.5, EWB00_003947.2, EWB00_003947.4, EWB00_003947.6, EWB00_003947.3, EWB00_003947.1, EWB00_003947.7
OG0000769	SINT1_2060.3, SINT1_2060.1, SINT1_2060.2	EWB00_004642
OG0000770	SINT1_17990.1, SINT1_17990.2, SINT1_17990.3	EWB00_000605.3, EWB00_000605.1, EWB00_000605.2
OG0000771	SINT1_78770.1	EWB00_010596.1, EWB00_010596.2
OG0000772	SINT1_16850.1, SINT1_16860.2, SINT1_16860.1, SINT1_16860.3, SINT1_16860.4, SINT1_16860.5	EWB00_007638
OG0000773	SINT1_25800.3, SINT1_25800.2, SINT1_25800.1	EWB00_000303.1, EWB00_000303.2
OG0000774	SINT1_47130.1, SINT1_47130.2	EWB00_008560.1, EWB00_008560.2
OG0000775	SINT1_51610.1, SINT1_51610.2, SINT1_51610.3, SINT1_51610.4	EWB00_006506
OG0000776	SINT1_45850.1	EWB00_003632.1, EWB00_003632.2, EWB00_003632.3
OG0000776	SINT1_56460.1	EWB00_005129.1, EWB00_005129.2, EWB00_005129.3, EWB00_005129.4, EWB00_005131
OG0000777	SINT1_52160.3, SINT1_52160.1, SINT1_52160.6, SINT1_52160.5, SINT1_52160.2, SINT1_52160.4, SINT1_52160.8, SINT1_52160.7	EWB00_006815, EWB00_006816
OG0000778	SINT1_23030.1, SINT1_23030.3, SINT1_23030.2	EWB00_007548.1, EWB00_007548.2, EWB00_007549
OG0000779	SINT1_3610.1	EWB00_009077
OG0000780	SINT1_14980.1	EWB00_002317
OG0000781	SINT1_11380.1	EWB00_009388
OG0000781	SINT1_460.2, SINT1_460.1, SINT1_460.3, SINT1_460.4	EWB00_003590
OG0000782	SINT1_31730.1	EWB00_010893
OG0000783	SINT1_50520.1, SINT1_50520.2, SINT1_50520.3	EWB00_008411.1, EWB00_008411.4, EWB00_008411.2, EWB00_008411.3
OG0000784	SINT1_31650.4, SINT1_31650.3, SINT1_31650.2, SINT1_31650.1, SINT1_31650.5, SINT1_31650.6	EWB00_002586.1, EWB00_002586.2
OG0000785	SINT1_58640.1	EWB00_011250, EWB00_011248
OG0000786	SINT1_40750.5, SINT1_40750.2, SINT1_40750.1, SINT1_40750.4, SINT1_40750.3	EWB00_007803.1, EWB00_007803.2
OG0000787	SINT1_91330.1, SINT1_91330.2	EWB00_002246, EWB00_005725, EWB00_002247.1, EWB00_002247.2, EWB00_002247.3
OG0000787	SINT1_59320.1	EWB00_003865
OG0000789	SINT1_25610.1	EWB00_000270
OG0000789	SINT1_25600.1, SINT1_25600.2	EWB00_000269
OG0000790	SINT1_39340.1, SINT1_39340.2, SINT1_39340.3, SINT1_39340.4	EWB00_006178.2, EWB00_006178.1, EWB00_006178.3
OG0000791	SINT1_42730.1	EWB00_006403
OG0000792	SINT1_5640.2, SINT1_5640.1, SINT1_5640.3, SINT1_5640.4	EWB00_006328.2, EWB00_006328.1, EWB00_006328.4, EWB00_006328.3
OG0000793	SINT1_34260.3, SINT1_34260.1, SINT1_34260.2, SINT1_34260.4	EWB00_003428.1, EWB00_003428.2, EWB00_003428.3
OG0000794	SINT1_10230.1	EWB00_000465
OG0000795	SINT1_93650.7, SINT1_93650.6, SINT1_93650.3, SINT1_93650.1, SINT1_93650.2, SINT1_93650.4, SINT1_93650.5	EWB00_005844
OG0000796	SINT1_15870.1, SINT1_15870.2	EWB00_010273
OG0000796	SINT1_15860.1	EWB00_010274
OG0000797	SINT1_20130.6, SINT1_20130.2, SINT1_20130.5, SINT1_20130.3, SINT1_20130.4, SINT1_20130.1	EWB00_010326.1, EWB00_010326.2
OG0000798	SINT1_1260.1, SINT1_1260.2, SINT1_1260.3	EWB00_010249.3, EWB00_010249.2, EWB00_010249.1
OG0000799	SINT1_66270.1, SINT1_66270.2, SINT1_66270.3, SINT1_66270.4	EWB00_009828
OG0000800	SINT1_10160.1	EWB00_009622.1, EWB00_009622.2
OG0000801	SINT1_15740.2, SINT1_15740.1, SINT1_15740.3	EWB00_004124.2, EWB00_004124.1, EWB00_004124.3
OG0000802	SINT1_72380.1	EWB00_004540.1, EWB00_004540.3, EWB00_004540.4, EWB00_004540.2, EWB00_004540.5, EWB00_004540.6
OG0000802	SINT1_58280.1	EWB00_010034.3, EWB00_010034.1, EWB00_010034.2
OG0000803	SINT1_78010.2, SINT1_78010.1	EWB00_008177
OG0000804	SINT1_41330.1, SINT1_41330.2, SINT1_41330.4, SINT1_41330.5, SINT1_41330.3, SINT1_41330.6	EWB00_007663.1, EWB00_007663.2
OG0000805	SINT1_36400.1	EWB00_004312
OG0000806	SINT1_72740.1, SINT1_72740.2	EWB00_003447.1, EWB00_003447.2, EWB00_003447.3
OG0000807	SINT1_9860.1, SINT1_9860.2	EWB00_009187.1, EWB00_009187.2, EWB00_009187.3, EWB00_009187.4, EWB00_009187.5, EWB00_009187.6, EWB00_009187.7
OG0000808	SINT1_91880.1	EWB00_005876
OG0000808	SINT1_91890.1, SINT1_91890.4, SINT1_91890.2, SINT1_91890.3	EWB00_005875.2
OG0000809	SINT1_89370.1, SINT1_89370.2, SINT1_89370.4, SINT1_89370.5, SINT1_89370.3	EWB00_000329.1, EWB00_000329.2
OG0000810	SINT1_25130.1	EWB00_004213.1, EWB00_004213.3, EWB00_004213.2
OG0000811	SINT1_11150.1, SINT1_11150.2, SINT1_11150.3, SINT1_11150.4, SINT1_11150.5	EWB00_011073
OG0000812	SINT1_12150.1, SINT1_12150.2, SINT1_12150.3	EWB00_008335.1, EWB00_008335.2
OG0000813	SINT1_85090.1	EWB00_005286
OG0000814	SINT1_63100.1	EWB00_009225.1, EWB00_009225.2
OG0000815	SINT1_59300.3, SINT1_59300.1, SINT1_59300.2, SINT1_59300.5, SINT1_59300.4	EWB00_003863.1, EWB00_003863.2
OG0000816	SINT1_82520.1, SINT1_82520.2, SINT1_82520.3, SINT1_82520.4	EWB00_009447, EWB00_008278
OG0000817	SINT1_86900.1, SINT1_86900.2, SINT1_86900.3, SINT1_86900.4, SINT1_86900.5, SINT1_86900.6	EWB00_004470
OG0000818	SINT1_11620.1, SINT1_11620.3, SINT1_11620.2	EWB00_009403.1, EWB00_009403.2, EWB00_009403.3
OG0000819	SINT1_64960.2, SINT1_64960.4, SINT1_64960.1, SINT1_64960.3	EWB00_010495.1, EWB00_010495.2, EWB00_010495.3
OG0000820	SINT1_83190.1	EWB00_004486
OG0000821	SINT1_49050.1	EWB00_008746.2, EWB00_008746.1, EWB00_008746.3
OG0000822	SINT1_73410.1	EWB00_008230
OG0000823	SINT1_53300.1	EWB00_005403.1, EWB00_005403.2
OG0000824	SINT1_3060.1, SINT1_3060.4, SINT1_3060.3, SINT1_3060.2, SINT1_3060.6, SINT1_3060.5	EWB00_007317.1, EWB00_007317.2, EWB00_007317.4, EWB00_007317.3
OG0000825	SINT1_75930.1, SINT1_75930.2, SINT1_75930.4, SINT1_75930.3, SINT1_75900.1, SINT1_75890.1	EWB00_002017, EWB00_002019
OG0000826	SINT1_55170.3, SINT1_55170.1, SINT1_55170.4, SINT1_55170.2	EWB00_002201.1, EWB00_002201.2
OG0000827	SINT1_74320.1	EWB00_010545
OG0000827	SINT1_74310.1, SINT1_74310.2	EWB00_004515, EWB00_004516
OG0000828	SINT1_89110.1	EWB00_000819
OG0000829	SINT1_18610.1	EWB00_005456.1, EWB00_005456.2, EWB00_005456.3, EWB00_005456.4
OG0000830	SINT1_48820.2, SINT1_48820.3, SINT1_48820.1	EWB00_004754.3, EWB00_004754.1, EWB00_004754.4, EWB00_004754.2
OG0000831	SINT1_42440.3, SINT1_42440.1, SINT1_42440.4, SINT1_42440.5, SINT1_42440.2	EWB00_002810.1, EWB00_002810.2
OG0000832	SINT1_60050.2, SINT1_60050.1	EWB00_011283.3, EWB00_011283.2, EWB00_011283.4, EWB00_011283.1
OG0000833	SINT1_33300.1, SINT1_33300.3, SINT1_33300.2, SINT1_33300.4	EWB00_002934.2, EWB00_002934.1, EWB00_002934.3
OG0000834	SINT1_48650.1	EWB00_008087
OG0000835	SINT1_38110.1, SINT1_38110.2	EWB00_003152
OG0000836	SINT1_37330.4, SINT1_37330.5, SINT1_37330.2, SINT1_37330.3, SINT1_37330.1	EWB00_001297.1, EWB00_001297.2
OG0000837	SINT1_32380.2, SINT1_32380.3, SINT1_32380.1, SINT1_32380.5, SINT1_32380.4	EWB00_003416, EWB00_003417.1, EWB00_003417.2
OG0000838	SINT1_39150.1	EWB00_006200.2, EWB00_006200.1, EWB00_006200.3, EWB00_006201
OG0000839	SINT1_38540.3, SINT1_38540.1, SINT1_38540.2	EWB00_005620.1, EWB00_005620.2
OG0000840	SINT1_69580.1, SINT1_69580.2	EWB00_007917
OG0000841	SINT1_20460.2, SINT1_20460.7, SINT1_20460.4, SINT1_20460.3, SINT1_20460.6, SINT1_20460.5, SINT1_20460.1	EWB00_002518
OG0000842	SINT1_66450.1, SINT1_66450.2	EWB00_009854.2, EWB00_009854.4, EWB00_009854.1, EWB00_009854.3
OG0000843	SINT1_80990.1, SINT1_80990.2	EWB00_001496.1, EWB00_001496.2
OG0000844	SINT1_5220.10, SINT1_5220.3, SINT1_5220.4, SINT1_5220.7, SINT1_5220.1, SINT1_5220.11, SINT1_5220.5, SINT1_5220.6, SINT1_5220.8, SINT1_5220.9, SINT1_5220.2	EWB00_006284.1, EWB00_006284.2
OG0000845	SINT1_88300.2, SINT1_88300.1, SINT1_88300.3	EWB00_001912.1, EWB00_001912.2
OG0000846	SINT1_16940.1, SINT1_16940.2, SINT1_16940.3, SINT1_16940.4, SINT1_16940.5, SINT1_16940.6	EWB00_007643
OG0000847	SINT1_1170.1, SINT1_1170.2	EWB00_007998.1, EWB00_007998.2
OG0000848	SINT1_34870.4, SINT1_34870.2, SINT1_34870.5, SINT1_34870.3, SINT1_34870.6, SINT1_34870.1	EWB00_008166.1, EWB00_008166.2
OG0000849	SINT1_39190.1, SINT1_39190.2, SINT1_39190.3, SINT1_39190.4	EWB00_006196.1, EWB00_006196.2, EWB00_006196.3
OG0000850	SINT1_27390.4, SINT1_27390.6, SINT1_27390.1, SINT1_27390.7, SINT1_27390.2, SINT1_27390.3, SINT1_27390.5	EWB00_002852.3, EWB00_002852.2, EWB00_002852.1
OG0000851	SINT1_89380.1, SINT1_89380.2	EWB00_000328.1, EWB00_000328.2, EWB00_000328.3
OG0000852	SINT1_11010.1, SINT1_11000.1	EWB00_005534.1, EWB00_005534.2
OG0000853	SINT1_81500.1	EWB00_007019.2, EWB00_007019.1, EWB00_007019.3
OG0000854	SINT1_37340.1, SINT1_37340.3, SINT1_37340.2, SINT1_37340.4	EWB00_001300
OG0000855	SINT1_54440.1, SINT1_54440.2, SINT1_54440.3	EWB00_002162.3, EWB00_002162.1, EWB00_002162.2
OG0000856	SINT1_2940.5, SINT1_2940.2, SINT1_2940.3, SINT1_2940.4, SINT1_2940.1	EWB00_007570
OG0000857	SINT1_4110.1	EWB00_004833
OG0000858	SINT1_4510.2, SINT1_4510.1, SINT1_4510.4, SINT1_4510.3	EWB00_000114
OG0000859	SINT1_49470.4, SINT1_49470.2, SINT1_49470.3, SINT1_49470.1	EWB00_007615.2, EWB00_007615.1
OG0000860	SINT1_59580.1	EWB00_006576
OG0000860	SINT1_62150.1	EWB00_007725.1, EWB00_007725.2, EWB00_007725.3
OG0000861	SINT1_11800.1	EWB00_008437.3, EWB00_008437.4, EWB00_008437.5, EWB00_008437.1, EWB00_008437.2, EWB00_008437.6
OG0000862	SINT1_30070.2, SINT1_30070.3, SINT1_30070.4, SINT1_30070.5, SINT1_30070.6, SINT1_30070.1	EWB00_006009.2, EWB00_006009.4, EWB00_006009.1, EWB00_006009.3
OG0000863	SINT1_7370.1	EWB00_007798
OG0000864	SINT1_40340.1	EWB00_003909.1, EWB00_003909.2, EWB00_003909.3, EWB00_003909.4
OG0000865	SINT1_33260.1	EWB00_002940
OG0000866	SINT1_660.1, SINT1_95050.1	EWB00_010228.1, EWB00_010228.2
OG0000867	SINT1_7240.1, SINT1_7240.2, SINT1_7240.3, SINT1_7240.4	EWB00_008671
OG0000868	SINT1_78790.1, SINT1_78850.1, SINT1_78820.1	EWB00_007500, EWB00_007483, EWB00_010377
OG0000869	SINT1_87830.2, SINT1_87830.1, SINT1_87830.3	EWB00_004947.5, EWB00_004947.7, EWB00_004947.1, EWB00_004947.3, EWB00_004947.4, EWB00_004947.6, EWB00_004947.2
OG0000870	SINT1_910.4, SINT1_910.6	EWB00_005673
OG0000871	SINT1_28730.1, SINT1_28730.7, SINT1_28730.2, SINT1_28730.5, SINT1_28730.8, SINT1_28730.3, SINT1_28730.6, SINT1_28730.4	EWB00_003295.3, EWB00_003295.2, EWB00_003295.1
OG0000872	SINT1_3990.1	EWB00_009021
OG0000873	SINT1_85010.3, SINT1_85010.1, SINT1_85010.2, SINT1_85010.4, SINT1_85010.5	EWB00_005288.2, EWB00_005288.1, EWB00_005288.3
OG0000874	SINT1_43030.1	EWB00_006372.1, EWB00_006372.2, EWB00_006372.3
OG0000875	SINT1_62080.1, SINT1_62080.2, SINT1_62080.3, SINT1_62080.4	EWB00_007733.1, EWB00_007733.2, EWB00_007733.3
OG0000876	SINT1_96270.1, SINT1_23870.1	EWB00_007060
OG0000877	SINT1_7290.1	EWB00_007792.1, EWB00_007792.2, EWB00_007792.3, EWB00_007792.4
OG0000878	SINT1_18600.2, SINT1_18600.1	EWB00_005455
OG0000879	SINT1_58090.1, SINT1_58090.2	EWB00_005194, EWB00_005192
OG0000880	SINT1_78480.8, SINT1_78480.1, SINT1_78480.3, SINT1_78480.5, SINT1_78480.2, SINT1_78480.6, SINT1_78480.7, SINT1_78480.4	EWB00_002259
OG0000881	SINT1_4530.1	EWB00_000111
OG0000881	SINT1_89210.1	EWB00_003254
OG0000882	SINT1_22270.1	EWB00_002390
OG0000882	SINT1_40110.2, SINT1_40110.1	EWB00_003934
OG0000883	SINT1_40100.6, SINT1_40100.1, SINT1_40100.2, SINT1_40100.3, SINT1_40100.4, SINT1_40100.5, SINT1_40100.7	EWB00_003933
OG0000884	SINT1_39380.1, SINT1_39380.2, SINT1_39380.3	EWB00_006173.1, EWB00_006173.2, EWB00_006173.3
OG0000885	SINT1_90980.1, SINT1_140.1, SINT1_96860.1, SINT1_56940.1, SINT1_90990.1, SINT1_90960.1, SINT1_90970.2, SINT1_90970.1, SINT1_120.1	EWB00_005106, EWB00_011234, EWB00_008306, EWB00_005490
OG0000886	SINT1_69710.1, SINT1_69710.3, SINT1_69710.5, SINT1_69710.2, SINT1_69710.4	EWB00_007925.3, EWB00_007925.4, EWB00_007925.5, EWB00_007925.6, EWB00_007925.1, EWB00_007925.2
OG0000887	SINT1_19800.4, SINT1_19800.1, SINT1_19800.2, SINT1_19800.3	EWB00_010345.3, EWB00_010345.1, EWB00_010345.2
OG0000888	SINT1_77570.1, SINT1_77570.2, SINT1_77570.3	EWB00_001255
OG0000888	SINT1_77580.1	EWB00_001258, EWB00_001257
OG0000889	SINT1_27830.1, SINT1_27830.2, SINT1_27830.4, SINT1_27830.3	EWB00_003369
OG0000890	SINT1_40920.1	EWB00_007984.1, EWB00_007984.2, EWB00_007984.3
OG0000891	SINT1_37210.1, SINT1_37210.4, SINT1_37210.2, SINT1_37210.3	EWB00_001282.1, EWB00_001282.2, EWB00_001282.4, EWB00_001282.3
OG0000892	SINT1_51890.6, SINT1_51890.8, SINT1_51890.3, SINT1_51890.1, SINT1_51890.5, SINT1_51890.7, SINT1_51890.4, SINT1_51890.2	EWB00_003556
OG0000894	SINT1_96000.1, SINT1_86220.1, SINT1_86220.2	EWB00_000728
OG0000895	SINT1_44060.1, SINT1_44060.2	EWB00_004915
OG0000896	SINT1_21120.1	EWB00_006414, EWB00_006410, EWB00_006413
OG0000897	SINT1_10220.1, SINT1_10220.2	EWB00_000466.1, EWB00_000466.2
OG0000898	SINT1_71160.1, SINT1_71160.2, SINT1_71160.3, SINT1_71160.4, SINT1_71160.5	EWB00_002760.1, EWB00_002760.2
OG0000899	SINT1_14490.2, SINT1_14490.4, SINT1_14490.3, SINT1_14490.5, SINT1_14490.1	EWB00_009349.1, EWB00_009349.2, EWB00_009349.3
OG0000900	SINT1_3550.1, SINT1_3540.1	EWB00_000867.4, EWB00_000867.1, EWB00_000867.2, EWB00_000867.3
OG0000902	SINT1_55040.1, SINT1_55040.2, SINT1_55040.3	EWB00_002217
OG0000903	SINT1_15480.1	EWB00_006459.1, EWB00_006459.4, EWB00_006459.3, EWB00_006459.2
OG0000904	SINT1_5100.1, SINT1_5100.2, SINT1_5100.3, SINT1_5100.8, SINT1_5100.4, SINT1_5100.5, SINT1_5100.6, SINT1_5100.7	EWB00_008265.1, EWB00_008265.3, EWB00_008265.2
OG0000905	SINT1_77760.1	EWB00_002656
OG0000906	SINT1_63480.1, SINT1_63480.2	EWB00_010433
OG0000907	SINT1_73540.1	EWB00_007247.3, EWB00_007247.1, EWB00_007247.2, EWB00_007247.4
OG0000908	SINT1_26740.1	EWB00_005038.1, EWB00_005038.2
OG0000908	SINT1_26730.1	EWB00_005040.1, EWB00_005039, EWB00_005040.2, EWB00_005040.3
OG0000910	SINT1_8230.1, SINT1_8230.2, SINT1_8230.3	EWB00_008842
OG0000912	SINT1_6420.1	EWB00_008987
OG0000913	SINT1_31550.1, SINT1_31550.2, SINT1_31550.3	EWB00_004611, EWB00_002590, EWB00_004613
OG0000914	SINT1_38590.3, SINT1_38590.2, SINT1_38590.1, SINT1_38590.4	EWB00_010144
OG0000915	SINT1_29620.1, SINT1_29620.3, SINT1_29620.2	EWB00_006060.2, EWB00_006060.3, EWB00_006060.1, EWB00_006060.4
OG0000916	SINT1_39660.4, SINT1_39660.7, SINT1_39660.8, SINT1_39660.10, SINT1_39660.2, SINT1_39660.1, SINT1_39660.12, SINT1_39660.11, SINT1_39660.3, SINT1_39660.5, SINT1_39660.9, SINT1_39660.6	EWB00_006143.1, EWB00_006143.2
OG0000917	SINT1_82800.1, SINT1_82800.2, SINT1_82800.3	EWB00_010169.1, EWB00_010169.2
OG0000918	SINT1_26830.1, SINT1_26830.2, SINT1_26830.4, SINT1_26830.5, SINT1_26830.6, SINT1_26830.3, SINT1_26830.7, SINT1_26830.8	EWB00_005030
OG0000919	SINT1_82980.1	EWB00_007296
OG0000921	SINT1_43460.2, SINT1_43460.8, SINT1_43460.1, SINT1_43460.5, SINT1_43460.4, SINT1_43460.6, SINT1_43460.3, SINT1_43460.7, SINT1_43460.9	EWB00_008259
OG0000922	SINT1_6910.1	EWB00_008533
OG0000923	SINT1_41520.1	EWB00_004716.2, EWB00_004716.1
OG0000923	SINT1_91550.1	EWB00_008972.4, EWB00_008972.1, EWB00_008972.3, EWB00_008972.2
OG0000925	SINT1_16510.3, SINT1_16510.4, SINT1_16510.5, SINT1_16510.1, SINT1_16510.2	EWB00_002466.1, EWB00_002466.2
OG0000926	SINT1_27110.1, SINT1_27110.2	EWB00_005002
OG0000927	SINT1_19870.1	EWB00_010307.3, EWB00_010307.4, EWB00_010307.1, EWB00_010307.2
OG0000928	SINT1_32310.1, SINT1_32310.4, SINT1_32310.2, SINT1_32310.3, SINT1_32300.1	EWB00_003409
OG0000929	SINT1_64480.1	EWB00_002228.3, EWB00_002228.1, EWB00_002228.4, EWB00_002228.2
OG0000930	SINT1_42360.5, SINT1_42360.1, SINT1_42360.3, SINT1_42360.4, SINT1_42360.2	EWB00_002801
