Orthogroup	schistosoma_margrebowiei	schistosoma_turkestanicum
OG0000809	SMRG1_92040.4, SMRG1_92040.1, SMRG1_92040.2, SMRG1_92040.3	STRK1_85160.1
OG0000810	SMRG1_25200.1, SMRG1_25200.3, SMRG1_25200.2	STRK1_104610.1, STRK1_104610.3, STRK1_104610.2
OG0000811	SMRG1_10640.1, SMRG1_10640.3, SMRG1_10640.6, SMRG1_10640.7, SMRG1_10640.9, SMRG1_10640.2, SMRG1_10640.4, SMRG1_10640.5, SMRG1_10640.8	STRK1_10330.1
OG0000812	SMRG1_11560.1, SMRG1_11560.2	STRK1_7770.1, STRK1_7770.2, STRK1_7770.3
OG0000813	SMRG1_87540.2, SMRG1_87540.1	STRK1_83220.1, STRK1_83220.2
OG0000814	SMRG1_64090.4, SMRG1_64090.3, SMRG1_64090.1, SMRG1_64090.2	STRK1_103430.1
OG0000815	SMRG1_61200.1, SMRG1_61200.2	STRK1_104180.1, STRK1_57590.1, STRK1_99890.1
OG0000816	SMRG1_84570.1	STRK1_81000.1
OG0000817	SMRG1_89480.1, SMRG1_89480.2, SMRG1_89480.3, SMRG1_89480.4, SMRG1_89480.5	STRK1_98380.1, STRK1_54860.1
OG0000818	SMRG1_11040.1, SMRG1_11040.2, SMRG1_11040.3	STRK1_10780.1, STRK1_10780.2, STRK1_10780.4, STRK1_10780.5, STRK1_10780.6, STRK1_10780.8, STRK1_10780.3, STRK1_10780.7
OG0000819	SMRG1_66030.1, SMRG1_66030.2, SMRG1_66030.4, SMRG1_66030.3	STRK1_62630.1
OG0000820	SMRG1_85400.1	STRK1_81800.1, STRK1_81800.2
OG0000821	SMRG1_49820.1, SMRG1_49820.2, SMRG1_49820.3, SMRG1_49820.4	STRK1_50080.1
OG0000822	SMRG1_75030.2, SMRG1_75030.4, SMRG1_75030.5, SMRG1_75030.6, SMRG1_75030.1, SMRG1_75030.10, SMRG1_75030.3, SMRG1_75030.9, SMRG1_75030.7, SMRG1_75030.8	STRK1_73600.1, STRK1_73600.4, STRK1_73600.3, STRK1_73600.2
OG0000823	SMRG1_53950.1	STRK1_47700.1
OG0000823	SMRG1_94160.1, SMRG1_94170.1	STRK1_93570.1
OG0000825	SMRG1_77620.1, SMRG1_77640.1, SMRG1_77610.1, SMRG1_77600.1	STRK1_74020.1, STRK1_74030.1
OG0000826	SMRG1_55840.3, SMRG1_55840.5, SMRG1_55840.1, SMRG1_55840.2, SMRG1_55840.4	STRK1_54850.1, STRK1_54850.2, STRK1_109910.1, STRK1_109920.1
OG0000827	SMRG1_76010.1	STRK1_72230.1
OG0000827	SMRG1_76000.1, SMRG1_76000.2, SMRG1_76000.3, SMRG1_76000.4	STRK1_72220.1
OG0000828	SMRG1_91810.1, SMRG1_91830.1	STRK1_88370.1, STRK1_88390.1, STRK1_88380.1, STRK1_88400.1, STRK1_88420.1
OG0000829	SMRG1_16580.1, SMRG1_16580.2	STRK1_2380.12, STRK1_2380.7, STRK1_2380.1, STRK1_2380.10, STRK1_2380.11, STRK1_2380.2, STRK1_2380.3, STRK1_2380.8, STRK1_2380.9, STRK1_2380.4, STRK1_2380.5, STRK1_2380.6
OG0000830	SMRG1_49600.4, SMRG1_49600.2, SMRG1_49600.1, SMRG1_49600.5, SMRG1_49600.3	STRK1_50330.1, STRK1_50330.2
OG0000831	SMRG1_42770.3, SMRG1_42770.1, SMRG1_42770.2	STRK1_37510.1
OG0000832	SMRG1_60410.1	STRK1_61620.1
OG0000833	SMRG1_33320.1	STRK1_34520.1, STRK1_108200.1, STRK1_108830.1, STRK1_34530.1
OG0000834	SMRG1_49380.1, SMRG1_49380.3, SMRG1_49380.2, SMRG1_49380.4, SMRG1_49380.5, SMRG1_49380.6	STRK1_50450.1
OG0000835	SMRG1_38120.5, SMRG1_38120.1, SMRG1_38120.3, SMRG1_38120.6, SMRG1_38120.7, SMRG1_38120.2, SMRG1_38120.4	STRK1_32970.1
OG0000836	SMRG1_37480.3, SMRG1_37480.4, SMRG1_37480.1, SMRG1_37480.2	STRK1_33660.1
OG0000837	SMRG1_32400.1, SMRG1_32400.2, SMRG1_32400.4, SMRG1_32400.3	STRK1_31460.1
OG0000839	SMRG1_38560.1, SMRG1_38560.2	STRK1_28880.1
OG0000840	SMRG1_71020.3, SMRG1_71020.5, SMRG1_71020.4, SMRG1_71020.1, SMRG1_71020.2	STRK1_68290.1, STRK1_68290.4, STRK1_68290.5, STRK1_68290.2, STRK1_68290.3, STRK1_68290.6
OG0000841	SMRG1_19770.3, SMRG1_19770.4, SMRG1_19770.1, SMRG1_19770.2	STRK1_18580.1
OG0000842	SMRG1_67610.2, SMRG1_67610.4, SMRG1_67610.3, SMRG1_67610.1	STRK1_64860.1, STRK1_64860.2
OG0000843	SMRG1_83080.2, SMRG1_83080.1, SMRG1_83080.4, SMRG1_83080.3	STRK1_80160.1
OG0000845	SMRG1_90960.3, SMRG1_90960.2, SMRG1_90960.1	STRK1_86760.1, STRK1_86780.2, STRK1_86780.3
OG0000846	SMRG1_18110.1	STRK1_14300.1
OG0000847	SMRG1_160.2, SMRG1_160.1, SMRG1_160.3	STRK1_630.1
OG0000848	SMRG1_34900.1, SMRG1_34900.2, SMRG1_34900.3	STRK1_35750.1
OG0000849	SMRG1_39230.1, SMRG1_39230.2, SMRG1_39230.3	STRK1_41300.1
OG0000850	SMRG1_27440.1, SMRG1_27440.2, SMRG1_27440.3	STRK1_25410.1
OG0000851	SMRG1_92050.1, SMRG1_92050.3, SMRG1_92050.2	STRK1_85150.1
OG0000852	SMRG1_10490.1	STRK1_10150.1, STRK1_10150.2
OG0000853	SMRG1_83550.1	STRK1_80620.1
OG0000854	SMRG1_37490.10, SMRG1_37490.2, SMRG1_37490.4, SMRG1_37490.9, SMRG1_37490.1, SMRG1_37490.3, SMRG1_37490.6, SMRG1_37490.7, SMRG1_37490.5, SMRG1_37490.8	STRK1_33650.1, STRK1_33650.3, STRK1_33650.2
OG0000855	SMRG1_55110.1, SMRG1_55110.2	STRK1_48230.1
OG0000856	SMRG1_2880.4, SMRG1_2880.3, SMRG1_2880.5, SMRG1_2880.1, SMRG1_2880.2	STRK1_17120.1
OG0000857	SMRG1_4030.2, SMRG1_4030.4, SMRG1_4030.1, SMRG1_4030.3	STRK1_16050.3, STRK1_16050.1, STRK1_16050.2
OG0000858	SMRG1_4370.1	STRK1_15710.1
OG0000859	SMRG1_50240.1, SMRG1_50240.3, SMRG1_50240.6, SMRG1_50240.2, SMRG1_50240.5, SMRG1_50240.4	STRK1_49670.1
OG0000860	SMRG1_60980.1	STRK1_57860.1
OG0000860	SMRG1_63040.1	STRK1_59520.1, STRK1_59520.2, STRK1_59520.3, STRK1_59520.4
OG0000861	SMRG1_11200.1	STRK1_10970.1
OG0000862	SMRG1_30080.1, SMRG1_30080.4, SMRG1_30080.3, SMRG1_30080.2	STRK1_30020.1, STRK1_30020.2
OG0000863	SMRG1_7020.1	STRK1_7140.1, STRK1_7140.2, STRK1_7140.3
OG0000864	SMRG1_40500.1, SMRG1_40500.5, SMRG1_40500.2, SMRG1_40500.3, SMRG1_40500.4	STRK1_103370.1
OG0000865	SMRG1_33280.10, SMRG1_33280.2, SMRG1_33280.6, SMRG1_33280.4, SMRG1_33280.5, SMRG1_33280.1, SMRG1_33280.3, SMRG1_33280.7, SMRG1_33280.8, SMRG1_33280.9, SMRG1_33280.11	STRK1_34470.3, STRK1_34470.2, STRK1_34470.1
OG0000866	SMRG1_1180.1, SMRG1_1180.2, SMRG1_1180.3	STRK1_140.1, STRK1_150.1
OG0000867	SMRG1_6910.1	STRK1_7010.1, STRK1_7010.2, STRK1_7010.3
OG0000868	SMRG1_80410.1, SMRG1_80420.1	STRK1_76500.1
OG0000868	SMRG1_80450.1, SMRG1_80470.1	STRK1_96400.1, STRK1_95670.1, STRK1_95850.1, STRK1_95840.1, STRK1_105940.1, STRK1_77900.3, STRK1_77900.1, STRK1_77900.2, STRK1_77920.1, STRK1_77910.1
OG0000869	SMRG1_90420.1	STRK1_85730.1
OG0000870	SMRG1_970.1	STRK1_450.1, STRK1_450.2
OG0000871	SMRG1_28730.1, SMRG1_28730.2, SMRG1_28730.3	STRK1_27310.1
OG0000872	SMRG1_3930.1, SMRG1_3930.2, SMRG1_3930.3, SMRG1_3930.4, SMRG1_3930.6, SMRG1_3930.5	STRK1_16180.1
OG0000873	SMRG1_87440.1, SMRG1_87440.5, SMRG1_87440.3, SMRG1_87440.4, SMRG1_87440.2, SMRG1_87440.6, SMRG1_87440.7, SMRG1_87440.8	STRK1_83310.1
OG0000874	SMRG1_43350.1	STRK1_40860.1
OG0000875	SMRG1_62970.1, SMRG1_62970.2	STRK1_59640.1, STRK1_59640.2, STRK1_59640.3, STRK1_59640.4
OG0000876	SMRG1_23790.2, SMRG1_23790.1, SMRG1_23790.3, SMRG1_23780.1	STRK1_22320.1
OG0000877	SMRG1_6960.2, SMRG1_6960.3, SMRG1_6960.1	STRK1_7070.1, STRK1_7070.2, STRK1_7070.3, STRK1_7070.4, STRK1_7070.5
OG0000878	SMRG1_16590.5, SMRG1_16590.1, SMRG1_16590.2, SMRG1_16590.8, SMRG1_16590.9, SMRG1_16590.3, SMRG1_16590.4, SMRG1_16590.7, SMRG1_16590.6, SMRG1_16590.10	STRK1_2390.1, STRK1_2390.2
OG0000879	SMRG1_58840.3, SMRG1_58840.2, SMRG1_58840.1	STRK1_55490.1, STRK1_55490.2, STRK1_55490.3, STRK1_55490.4, STRK1_55500.1
OG0000880	SMRG1_80040.1, SMRG1_80040.2, SMRG1_80040.3, SMRG1_80040.6, SMRG1_80040.4, SMRG1_80040.5, SMRG1_80040.7	STRK1_76970.1, STRK1_76970.2
OG0000881	SMRG1_4400.1	STRK1_15690.1
OG0000881	SMRG1_91920.1	STRK1_88240.1
OG0000882	SMRG1_22070.1, SMRG1_22070.2	STRK1_20390.1, STRK1_20400.1, STRK1_20410.1
OG0000882	SMRG1_40230.3, SMRG1_40230.2, SMRG1_40230.1	STRK1_38440.1
OG0000883	SMRG1_40220.1, SMRG1_40220.2, SMRG1_40220.3, SMRG1_40220.4, SMRG1_40220.5	STRK1_38430.1
OG0000884	SMRG1_39450.1, SMRG1_39450.3, SMRG1_39450.4, SMRG1_39450.2	STRK1_109770.1, STRK1_37800.1
OG0000885	SMRG1_1690.1	STRK1_91430.1, STRK1_91440.1
OG0000886	SMRG1_71120.2, SMRG1_71120.1	STRK1_68450.1
OG0000887	SMRG1_19130.1	STRK1_17830.1, STRK1_17840.1
OG0000888	SMRG1_79180.1	STRK1_76360.1
OG0000888	SMRG1_79190.1, SMRG1_79190.2	STRK1_76370.1, STRK1_76380.1
OG0000889	SMRG1_27870.1, SMRG1_27870.2	STRK1_23850.1
OG0000890	SMRG1_41120.4, SMRG1_41120.1, SMRG1_41120.2, SMRG1_41120.3, SMRG1_41120.5, SMRG1_41120.6, SMRG1_41120.7, SMRG1_41120.8	STRK1_39050.1
OG0000891	SMRG1_37360.4, SMRG1_37360.5, SMRG1_37360.1, SMRG1_37360.3, SMRG1_37360.8, SMRG1_37360.9, SMRG1_37360.2, SMRG1_37360.7, SMRG1_37360.6	STRK1_33790.1, STRK1_33790.2, STRK1_33790.5, STRK1_33790.3, STRK1_33790.4
OG0000892	SMRG1_52560.1, SMRG1_52560.5, SMRG1_52560.2, SMRG1_52560.6, SMRG1_52560.3, SMRG1_52560.4	STRK1_46410.1
OG0000894	SMRG1_88820.1, SMRG1_88820.2	STRK1_98410.1, STRK1_84590.1
OG0000895	SMRG1_44270.4, SMRG1_44270.1, SMRG1_44270.2, SMRG1_44270.3	STRK1_72490.1, STRK1_39900.1, STRK1_108570.1
OG0000896	SMRG1_20850.1, SMRG1_20870.1, SMRG1_20870.2	STRK1_19450.1, STRK1_19460.1
OG0000897	SMRG1_9670.1, SMRG1_9670.2, SMRG1_9680.1	STRK1_95970.1, STRK1_9480.1, STRK1_100290.1, STRK1_9480.2
OG0000898	SMRG1_72680.2, SMRG1_72680.8, SMRG1_72680.1, SMRG1_72680.10, SMRG1_72680.11, SMRG1_72680.5, SMRG1_72680.6, SMRG1_72680.7, SMRG1_72680.9, SMRG1_72680.12, SMRG1_72680.3, SMRG1_72680.4, SMRG1_72680.13	STRK1_104150.1, STRK1_69880.1
OG0000899	SMRG1_13890.1	STRK1_5240.1
OG0000900	SMRG1_3500.1, SMRG1_3500.2	STRK1_68280.3, STRK1_68280.1, STRK1_68280.2
OG0000901	SMRG1_63150.1, SMRG1_63150.2, SMRG1_63150.3, SMRG1_63150.4, SMRG1_63150.5, SMRG1_63150.6, SMRG1_63150.7	STRK1_59440.1
OG0000902	SMRG1_55690.1, SMRG1_55690.2, SMRG1_55690.3, SMRG1_55690.4, SMRG1_55690.5, SMRG1_55690.6	STRK1_54690.1, STRK1_54690.2
OG0000903	SMRG1_14860.1, SMRG1_14860.2	STRK1_4350.1, STRK1_4350.2
OG0000904	SMRG1_4900.1, SMRG1_4900.2, SMRG1_4900.3, SMRG1_4900.6, SMRG1_4900.4, SMRG1_4900.5	STRK1_6830.1
OG0000905	SMRG1_79340.3, SMRG1_79340.4, SMRG1_79340.1, SMRG1_79340.2	STRK1_77620.1
OG0000906	SMRG1_64470.1, SMRG1_64470.2, SMRG1_64470.3, SMRG1_64470.4, SMRG1_64470.5	STRK1_107510.1, STRK1_63610.1, STRK1_32560.1
OG0000907	SMRG1_75160.2, SMRG1_75160.1	STRK1_73730.1
OG0000908	SMRG1_26750.1	STRK1_26120.1
OG0000908	SMRG1_26740.1	STRK1_26130.2, STRK1_26130.3, STRK1_26130.5, STRK1_26130.1, STRK1_26140.1, STRK1_26130.4
OG0000908	SMRG1_26760.1, SMRG1_26770.1	STRK1_26110.1
OG0000910	SMRG1_7780.1	STRK1_12770.1, STRK1_12770.4, STRK1_12770.2, STRK1_12770.3
OG0000911	SMRG1_58680.1, SMRG1_58680.7, SMRG1_58680.2, SMRG1_58680.3, SMRG1_58680.6, SMRG1_58680.4, SMRG1_58680.5	STRK1_55740.1, STRK1_105810.1
OG0000912	SMRG1_6180.1, SMRG1_6180.2	STRK1_5940.2, STRK1_5940.1, STRK1_5940.3, STRK1_5940.4
OG0000913	SMRG1_31530.1, SMRG1_31530.3, SMRG1_31530.2, SMRG1_31530.4, SMRG1_31530.5	STRK1_32220.1
OG0000914	SMRG1_38590.3, SMRG1_38590.1, SMRG1_38590.2, SMRG1_38590.4, SMRG1_38590.5	STRK1_28850.1, STRK1_28850.2
OG0000915	SMRG1_29630.2, SMRG1_29630.4, SMRG1_29630.3, SMRG1_29630.1	STRK1_30410.3, STRK1_30410.4, STRK1_30410.1, STRK1_30410.2
OG0000916	SMRG1_39710.1	STRK1_37990.1, STRK1_37990.2, STRK1_37990.3
OG0000917	SMRG1_84890.4, SMRG1_84890.1, SMRG1_84890.2, SMRG1_84890.3	STRK1_81380.1
OG0000918	SMRG1_26900.4, SMRG1_26900.1, SMRG1_26900.2, SMRG1_26900.3	STRK1_26020.1
OG0000919	SMRG1_85210.1, SMRG1_85210.2, SMRG1_85210.3	STRK1_81570.1
OG0000920	SMRG1_96260.1	STRK1_94540.1, STRK1_94540.2
OG0000921	SMRG1_43750.1, SMRG1_43750.5, SMRG1_43750.4, SMRG1_43750.3, SMRG1_43750.2, SMRG1_43750.6, SMRG1_43750.7	STRK1_40500.1
OG0000922	SMRG1_6600.1	STRK1_6320.1
OG0000922	SMRG1_6580.1	STRK1_6310.1, STRK1_6310.2
OG0000923	SMRG1_94480.1	STRK1_94900.1, STRK1_94900.2
OG0000925	SMRG1_15970.3, SMRG1_15970.4, SMRG1_15970.1, SMRG1_15970.2	STRK1_14640.1, STRK1_14640.2, STRK1_14640.4, STRK1_14640.5, STRK1_14640.6, STRK1_14640.3
OG0000926	SMRG1_27170.1	STRK1_25750.1, STRK1_107180.1
OG0000927	SMRG1_19200.1, SMRG1_19200.2, SMRG1_19200.4, SMRG1_19200.6, SMRG1_19200.7, SMRG1_19200.3, SMRG1_19200.5	STRK1_17930.1
OG0000928	SMRG1_32330.2, SMRG1_32330.3, SMRG1_32330.1, SMRG1_32330.4, SMRG1_32330.7, SMRG1_32330.8, SMRG1_32330.10, SMRG1_32330.9, SMRG1_32340.1, SMRG1_32330.5, SMRG1_32330.6	STRK1_31520.1
OG0000929	SMRG1_65540.3, SMRG1_65540.1, SMRG1_65540.2	STRK1_62030.1, STRK1_62030.2
OG0000930	SMRG1_42690.1, SMRG1_42690.3, SMRG1_42690.2, SMRG1_42690.4	STRK1_37420.1, STRK1_37420.2
OG0000931	SMRG1_71800.1, SMRG1_71800.3, SMRG1_71800.5, SMRG1_71800.2, SMRG1_71800.4	STRK1_69320.1
OG0000932	SMRG1_790.1	STRK1_700.1
OG0000933	SMRG1_39790.1	STRK1_38070.1
OG0000934	SMRG1_9800.1	STRK1_9530.3, STRK1_9530.1, STRK1_9530.2, STRK1_9530.4, STRK1_9530.6, STRK1_9530.5
OG0000935	SMRG1_64870.1	STRK1_58650.1, STRK1_58650.2
OG0000936	SMRG1_95330.2, SMRG1_95330.4, SMRG1_95330.3, SMRG1_95330.5, SMRG1_95330.1	STRK1_94630.1, STRK1_105180.1, STRK1_104250.1, STRK1_94630.3, STRK1_94630.2
OG0000937	SMRG1_54810.3, SMRG1_54810.1, SMRG1_54810.2	STRK1_47940.7, STRK1_47940.8, STRK1_47940.1, STRK1_47940.2, STRK1_47940.5, STRK1_47940.6, STRK1_47940.3, STRK1_47940.4
OG0000938	SMRG1_61040.4, SMRG1_61040.1, SMRG1_61040.2, SMRG1_61040.3	STRK1_44250.1, STRK1_104110.1
OG0000939	SMRG1_88020.4, SMRG1_88020.3, SMRG1_88020.1, SMRG1_88020.2, SMRG1_88020.5	STRK1_96630.1
OG0000940	SMRG1_5540.1, SMRG1_5540.2, SMRG1_5540.3	STRK1_3410.3, STRK1_3410.1, STRK1_3410.2
OG0000941	SMRG1_32150.2, SMRG1_32150.4, SMRG1_32150.1, SMRG1_32150.3	STRK1_31690.1, STRK1_31690.2, STRK1_31690.3
OG0000942	SMRG1_15540.4, SMRG1_15540.5, SMRG1_15540.2, SMRG1_15540.1, SMRG1_15540.3	STRK1_15040.1
OG0000943	SMRG1_28840.1, SMRG1_28840.4, SMRG1_28840.5, SMRG1_28840.2, SMRG1_28840.3, SMRG1_28840.6	STRK1_27390.1
OG0000944	SMRG1_58460.1	STRK1_108040.1, STRK1_65710.1, STRK1_45440.1, STRK1_55840.1
OG0000945	SMRG1_10920.1, SMRG1_10920.2	STRK1_10660.1
OG0000946	SMRG1_8380.1, SMRG1_8380.2	STRK1_12240.4, STRK1_12240.2, STRK1_12240.1, STRK1_12240.3
OG0000947	SMRG1_38910.4, SMRG1_38910.1, SMRG1_38910.2, SMRG1_38910.5, SMRG1_38910.6, SMRG1_38910.7, SMRG1_38910.3	STRK1_28590.1
OG0000948	SMRG1_82460.1, SMRG1_82460.2	STRK1_79720.1, STRK1_79720.2, STRK1_79720.3, STRK1_79720.4, STRK1_79720.5, STRK1_79720.6, STRK1_79720.7
OG0000949	SMRG1_15720.1, SMRG1_15710.1, SMRG1_15710.2	STRK1_14890.1, STRK1_14900.1, STRK1_14870.1, STRK1_14880.1
OG0000950	SMRG1_53900.3, SMRG1_53900.4, SMRG1_53900.6, SMRG1_53900.8, SMRG1_53900.7, SMRG1_53900.2, SMRG1_53900.5, SMRG1_53900.9, SMRG1_53900.1	STRK1_47670.1
OG0000951	SMRG1_94420.1, SMRG1_94420.2	STRK1_94830.1, STRK1_94830.2
OG0000952	SMRG1_29580.1, SMRG1_29580.2	STRK1_30450.1, STRK1_30450.2
OG0000953	SMRG1_63260.2, SMRG1_63260.1, SMRG1_63260.3, SMRG1_63260.5, SMRG1_63260.6, SMRG1_63260.7, SMRG1_63260.4	STRK1_99960.4, STRK1_99960.1, STRK1_99960.2, STRK1_99960.3
OG0000954	SMRG1_81040.1, SMRG1_81040.2, SMRG1_81040.4, SMRG1_81040.5, SMRG1_81040.6, SMRG1_81040.7, SMRG1_81040.8, SMRG1_81040.3, SMRG1_81040.9	STRK1_77740.1, STRK1_77750.1
OG0000955	SMRG1_12070.2, SMRG1_12070.6, SMRG1_12070.3, SMRG1_12070.4, SMRG1_12070.5, SMRG1_12070.1	STRK1_7870.1
OG0000958	SMRG1_13190.1, SMRG1_13190.2, SMRG1_13190.3, SMRG1_13190.4	STRK1_11550.1, STRK1_11550.2
OG0000959	SMRG1_70550.1	STRK1_67770.1
OG0000960	SMRG1_21340.1, SMRG1_21340.2	STRK1_21160.2, STRK1_21160.4, STRK1_21160.1, STRK1_21160.5, STRK1_21160.6, STRK1_21160.7, STRK1_21160.3, STRK1_21160.8
OG0000961	SMRG1_38940.1, SMRG1_38940.2, SMRG1_38940.4, SMRG1_38940.5, SMRG1_38940.6, SMRG1_38940.3	STRK1_28550.2, STRK1_28550.1, STRK1_28550.3
OG0000962	SMRG1_75140.4, SMRG1_75140.6, SMRG1_75140.1, SMRG1_75140.2, SMRG1_75140.5, SMRG1_75140.3, SMRG1_75140.7	STRK1_73710.1
OG0000963	SMRG1_2330.1	STRK1_17640.1
OG0000964	SMRG1_40880.4, SMRG1_40880.1, SMRG1_40880.2, SMRG1_40880.3	STRK1_100130.4, STRK1_100130.3, STRK1_100130.1, STRK1_100130.2
OG0000965	SMRG1_63980.7, SMRG1_63980.8, SMRG1_63980.5, SMRG1_63980.6, SMRG1_63980.3, SMRG1_63980.4, SMRG1_63980.1, SMRG1_63980.2	STRK1_63920.1, STRK1_63930.1, STRK1_67450.1, STRK1_67460.1, STRK1_63910.1
OG0000966	SMRG1_36280.1	STRK1_31020.1
OG0000966	SMRG1_49730.1	STRK1_50190.1
OG0000967	SMRG1_35510.1	STRK1_36370.1
OG0000968	SMRG1_2670.1	STRK1_17250.1
OG0000969	SMRG1_82320.1	STRK1_80010.1
OG0000969	SMRG1_82330.1	STRK1_79840.1, STRK1_79850.1, STRK1_79850.2, STRK1_108990.1
OG0000970	SMRG1_70220.2, SMRG1_70220.1, SMRG1_70220.3, SMRG1_70220.4, SMRG1_70160.1, SMRG1_70170.1, SMRG1_70240.1, SMRG1_70190.1, SMRG1_70250.1, SMRG1_70260.1, SMRG1_70180.1	STRK1_67550.1, STRK1_67550.2
OG0000971	SMRG1_1710.1, SMRG1_1710.2, SMRG1_1710.3	STRK1_1690.1
OG0000972	SMRG1_5850.3, SMRG1_5850.6, SMRG1_5850.1, SMRG1_5850.2, SMRG1_5850.5, SMRG1_5850.7, SMRG1_5850.8, SMRG1_5850.9, SMRG1_5850.4	STRK1_3660.1
OG0000973	SMRG1_24120.1	STRK1_24790.1, STRK1_24790.2
OG0000973	SMRG1_24140.2, SMRG1_24130.1, SMRG1_24140.1	STRK1_24800.1
OG0000975	SMRG1_5700.1, SMRG1_5690.1	STRK1_3530.1, STRK1_107680.2, STRK1_107680.1
OG0000976	SMRG1_9900.1, SMRG1_9900.7, SMRG1_9900.2, SMRG1_9900.4, SMRG1_9900.5, SMRG1_9900.6	STRK1_9650.1, STRK1_9650.2, STRK1_9650.3
OG0000977	SMRG1_11530.1, SMRG1_11530.2, SMRG1_11530.3	STRK1_7790.1
OG0000978	SMRG1_21010.1, SMRG1_21010.2, SMRG1_21010.3, SMRG1_21010.6, SMRG1_21010.4, SMRG1_21010.5, SMRG1_21010.7	STRK1_19230.1
OG0000979	SMRG1_74300.3, SMRG1_74300.1, SMRG1_74300.2, SMRG1_74300.4	STRK1_72750.1
OG0000980	SMRG1_52640.1, SMRG1_52640.2	STRK1_46490.1, STRK1_46490.4, STRK1_46490.2, STRK1_46490.3
OG0000981	SMRG1_40200.3, SMRG1_40200.1, SMRG1_40200.2, SMRG1_40200.4	STRK1_38410.1, STRK1_38410.4, STRK1_38410.2, STRK1_38410.3
OG0000982	SMRG1_64930.2, SMRG1_64930.1, SMRG1_64930.3, SMRG1_64930.5, SMRG1_64930.4	STRK1_96950.1, STRK1_96950.2, STRK1_58580.1, STRK1_104860.1
OG0000983	SMRG1_15110.1, SMRG1_15110.2, SMRG1_15110.3, SMRG1_15110.4, SMRG1_15110.5	STRK1_2890.3, STRK1_2890.4, STRK1_2890.1, STRK1_2890.2
OG0000984	SMRG1_34920.3, SMRG1_34920.2, SMRG1_34920.1, SMRG1_34920.4, SMRG1_34920.5	STRK1_35780.1
OG0000985	SMRG1_15690.2, SMRG1_15690.3, SMRG1_15690.1	STRK1_14850.1
OG0000986	SMRG1_73440.1, SMRG1_73440.2	STRK1_70620.1
OG0000987	SMRG1_84080.4, SMRG1_84080.5, SMRG1_84080.1, SMRG1_84080.10, SMRG1_84080.11, SMRG1_84080.12, SMRG1_84080.15, SMRG1_84080.3, SMRG1_84080.7, SMRG1_84080.8, SMRG1_84080.9, SMRG1_84080.13, SMRG1_84080.14, SMRG1_84080.6, SMRG1_84080.2	STRK1_93770.1
OG0000988	SMRG1_57670.1, SMRG1_57670.4, SMRG1_57670.2, SMRG1_57670.3	STRK1_52860.1, STRK1_52870.1, STRK1_52870.2
OG0000989	SMRG1_52000.1, SMRG1_52000.2, SMRG1_52000.3, SMRG1_52000.4	STRK1_52690.1, STRK1_52700.1
OG0000990	SMRG1_4540.2, SMRG1_4540.3, SMRG1_4540.1, SMRG1_4540.4	STRK1_6460.1, STRK1_6460.2, STRK1_6460.3
OG0000991	SMRG1_59270.1	STRK1_56290.1, STRK1_56280.1
OG0000992	SMRG1_44500.1	STRK1_103550.1, STRK1_42930.1, STRK1_42930.2
OG0000993	SMRG1_78640.1, SMRG1_78640.2, SMRG1_78640.3	STRK1_72530.1
OG0000994	SMRG1_33950.3, SMRG1_33950.1, SMRG1_33950.2, SMRG1_33950.4	STRK1_35120.1, STRK1_35120.2
OG0000995	SMRG1_80910.2, SMRG1_80910.5, SMRG1_80910.4, SMRG1_80910.3, SMRG1_80910.1	STRK1_106180.1, STRK1_98630.1, STRK1_95720.1
OG0000996	SMRG1_65070.1	STRK1_58450.1
OG0000997	SMRG1_89850.1, SMRG1_89850.2, SMRG1_89850.3	STRK1_85370.1
OG0000998	SMRG1_56280.10, SMRG1_56280.3, SMRG1_56280.9, SMRG1_56280.11, SMRG1_56280.7, SMRG1_56280.4, SMRG1_56280.8, SMRG1_56280.1, SMRG1_56280.2, SMRG1_56280.5, SMRG1_56280.6, SMRG1_56280.12, SMRG1_56280.13, SMRG1_56280.14, SMRG1_56280.15	STRK1_53600.1
OG0001000	SMRG1_6800.1, SMRG1_6800.2, SMRG1_6800.4, SMRG1_6800.3	STRK1_15480.2, STRK1_15480.1, STRK1_15480.3
OG0001003	SMRG1_32260.4, SMRG1_32260.3, SMRG1_32260.2, SMRG1_32260.1	STRK1_31590.1
OG0001005	SMRG1_4450.1, SMRG1_4450.2, SMRG1_4450.3, SMRG1_4450.4, SMRG1_4450.5, SMRG1_4450.6	STRK1_15660.1
OG0001006	SMRG1_82280.1, SMRG1_82300.1	STRK1_78930.1, STRK1_78920.1, STRK1_78940.1
OG0001007	SMRG1_61370.1, SMRG1_61350.1, SMRG1_61380.1, SMRG1_61380.2	STRK1_95140.1, STRK1_33910.1
OG0001008	SMRG1_61390.5, SMRG1_61390.1, SMRG1_61390.3, SMRG1_61390.2, SMRG1_61390.4	STRK1_56910.1, STRK1_56880.1, STRK1_102280.1, STRK1_56890.1, STRK1_56900.1
OG0001009	SMRG1_89040.1	STRK1_88160.1
OG0001010	SMRG1_60490.1, SMRG1_60490.2, SMRG1_60490.3	STRK1_55310.1, STRK1_55320.1
OG0001011	SMRG1_39750.1	STRK1_38030.1
OG0001012	SMRG1_4940.1, SMRG1_4940.2, SMRG1_4940.3, SMRG1_4940.4	STRK1_6870.1
