Orthogroup	schistosoma_margrebowiei	schmidtea_mediterranea
OG0000771	SMRG1_80360.1, SMRG1_80390.1, SMRG1_80380.1, SMRG1_80400.2, SMRG1_80400.7, SMRG1_80400.8, SMRG1_80400.1, SMRG1_80400.3, SMRG1_80400.4, SMRG1_80400.5, SMRG1_80400.6	h1SMcT0011512.1
OG0000772	SMRG1_18160.1, SMRG1_18160.2, SMRG1_18180.1	h1SMcT0004399.3, h1SMcT0004399.1, h1SMcT0004399.2
OG0000773	SMRG1_25810.1, SMRG1_25810.3, SMRG1_25810.7, SMRG1_25810.5, SMRG1_25810.4, SMRG1_25810.6, SMRG1_25810.2	h1SMcT0017259.3, h1SMcT0017259.2, h1SMcT0017259.1
OG0000774	SMRG1_47820.1, SMRG1_47820.2, SMRG1_47820.3, SMRG1_47820.4, SMRG1_47820.5, SMRG1_47820.6, SMRG1_47820.7, SMRG1_47820.8	h1SMcT0003510.1
OG0000776	SMRG1_46260.1, SMRG1_57210.1, SMRG1_57210.2, SMRG1_57210.3	h1SMcT0022578.1
OG0000777	SMRG1_52810.3, SMRG1_52810.1, SMRG1_52810.5, SMRG1_52810.2, SMRG1_52810.4	h1SMcT0018313.1, h1SMcT0006394.1, h1SMcT0006394.2
OG0000778	SMRG1_22910.1, SMRG1_22910.2	h1SMcT0010991.3, h1SMcT0010991.1, h1SMcT0010991.4, h1SMcT0010991.2
OG0000779	SMRG1_3550.2, SMRG1_3550.4, SMRG1_3550.5, SMRG1_3550.3, SMRG1_3550.1	h1SMcT0013585.1, h1SMcT0013585.4, h1SMcT0013585.3, h1SMcT0013585.2, h1SMcT0013585.5, h1SMcT0006377.4, h1SMcT0006377.3, h1SMcT0006377.1, h1SMcT0006377.2, h1SMcT0010855.1, h1SMcT0010855.2
OG0000780	SMRG1_14430.1	h1SMcT0021164.1, h1SMcT0021164.2, h1SMcT0021164.5, h1SMcT0021164.3, h1SMcT0021164.4
OG0000781	SMRG1_10790.1	h1SMcT0022513.1, h1SMcT0022513.2, h1SMcT0022513.3
OG0000781	SMRG1_1430.1, SMRG1_1430.2	h1SMcT0007825.1, h1SMcT0007825.2, h1SMcT0007825.3, h1SMcT0007825.4, h1SMcT0007825.5, h1SMcT0002376.1, h1SMcT0021957.1, h1SMcT0005745.1, h1SMcT0005745.2
OG0000782	SMRG1_31710.1, SMRG1_31710.2, SMRG1_31710.3	h1SMcT0016917.1, h1SMcT0016917.3, h1SMcT0016917.4, h1SMcT0016917.7, h1SMcT0016917.5, h1SMcT0016917.2
OG0000783	SMRG1_51290.1, SMRG1_51290.2	h1SMcT0001660.1, h1SMcT0001660.2
OG0000784	SMRG1_31620.1, SMRG1_31620.2	h1SMcT0005749.1, h1SMcT0005749.2
OG0000786	SMRG1_40960.2, SMRG1_40960.1, SMRG1_40960.3	h1SMcT0005490.2, h1SMcT0005490.3, h1SMcT0005490.1, h1SMcT0005490.4
OG0000787	SMRG1_94210.1, SMRG1_94210.2, SMRG1_61180.1	h1SMcT0014586.1, h1SMcT0010263.1, h1SMcT0010263.2
OG0000788	SMRG1_13080.2, SMRG1_13080.4, SMRG1_13080.1, SMRG1_13080.3	h1SMcT0001702.1
OG0000790	SMRG1_39390.1	h1SMcT0008456.1, h1SMcT0008456.2
OG0000792	SMRG1_5400.1, SMRG1_5400.2	h1SMcT0018319.1, h1SMcT0016624.1, h1SMcT0016624.2, h1SMcT0006125.1, h1SMcT0014628.1
OG0000793	SMRG1_34250.1	h1SMcT0020639.1, h1SMcT0020639.3, h1SMcT0020639.5, h1SMcT0020639.4
OG0000794	SMRG1_9690.1, SMRG1_9750.1	h1SMcT0007112.1
OG0000795	SMRG1_96610.3, SMRG1_96610.4, SMRG1_96610.1, SMRG1_96610.5, SMRG1_96610.6, SMRG1_96610.2	h1SMcT0016007.1, h1SMcT0016007.2
OG0000797	SMRG1_19420.3, SMRG1_19420.4, SMRG1_19420.1, SMRG1_19420.2	h1SMcT0015604.1, h1SMcT0015604.2
OG0000798	SMRG1_240.3, SMRG1_240.1, SMRG1_240.4, SMRG1_240.2, SMRG1_240.5	h1SMcT0021362.1, h1SMcT0021362.4, h1SMcT0021362.3, h1SMcT0021362.2
OG0000800	SMRG1_9600.7, SMRG1_9600.9, SMRG1_9600.10, SMRG1_9600.5, SMRG1_9600.8, SMRG1_9600.15, SMRG1_9600.6, SMRG1_9600.13, SMRG1_9600.1, SMRG1_9600.11, SMRG1_9600.14, SMRG1_9600.12, SMRG1_9600.3, SMRG1_9600.4, SMRG1_9600.2	h1SMcT0012033.2, h1SMcT0013420.1
OG0000801	SMRG1_15160.1, SMRG1_15160.2, SMRG1_15160.3	h1SMcT0003229.1, h1SMcT0014918.1
OG0000802	SMRG1_73950.1	h1SMcT0021221.1, h1SMcT0021221.2
OG0000802	SMRG1_59040.1	h1SMcT0009969.1, h1SMcT0009969.2, h1SMcT0019836.1, h1SMcT0019836.4, h1SMcT0019836.6, h1SMcT0019836.5, h1SMcT0019836.3, h1SMcT0019836.2
OG0000803	SMRG1_79570.1	h1SMcT0006070.1, h1SMcT0016640.1, h1SMcT0016640.3, h1SMcT0016640.2, h1SMcT0016640.4
OG0000804	SMRG1_41590.4, SMRG1_41590.1, SMRG1_41590.3, SMRG1_41590.2, SMRG1_41590.5	h1SMcT0006574.1
OG0000805	SMRG1_36490.5, SMRG1_36490.1, SMRG1_36490.3, SMRG1_36490.2, SMRG1_36490.6, SMRG1_36490.4	h1SMcT0000629.2, h1SMcT0000629.1, h1SMcT0000629.3, h1SMcT0004055.1, h1SMcT0004055.2
OG0000806	SMRG1_74320.3, SMRG1_74320.1, SMRG1_74320.2, SMRG1_74320.4	h1SMcT0013921.2
OG0000807	SMRG1_9380.1	h1SMcT0018301.1, h1SMcT0018301.2
OG0000808	SMRG1_94830.1, SMRG1_94840.1, SMRG1_94840.2	h1SMcT0012563.1, h1SMcT0012563.2, h1SMcT0012563.3, h1SMcT0012563.4
OG0000809	SMRG1_92040.4, SMRG1_92040.1, SMRG1_92040.2, SMRG1_92040.3	h1SMcT0009960.1, h1SMcT0009960.2, h1SMcT0009960.3
OG0000810	SMRG1_25200.1, SMRG1_25200.3, SMRG1_25200.2	h1SMcT0003091.1
OG0000811	SMRG1_10640.1, SMRG1_10640.3, SMRG1_10640.6, SMRG1_10640.7, SMRG1_10640.9, SMRG1_10640.2, SMRG1_10640.4, SMRG1_10640.5, SMRG1_10640.8	h1SMcT0010199.1
OG0000812	SMRG1_11560.1, SMRG1_11560.2	h1SMcT0004071.1
OG0000813	SMRG1_87540.2, SMRG1_87540.1	h1SMcT0006829.3
OG0000814	SMRG1_64080.1, SMRG1_64040.1, SMRG1_64060.1, SMRG1_64090.4, SMRG1_64090.3, SMRG1_64090.1, SMRG1_64090.2	h1SMcT0021195.1
OG0000815	SMRG1_61200.1, SMRG1_61200.2	h1SMcT0019063.1, h1SMcT0019063.2, h1SMcT0019063.3
OG0000816	SMRG1_84570.1	h1SMcT0020527.1, h1SMcT0020527.2
OG0000818	SMRG1_11040.1, SMRG1_11040.2, SMRG1_11040.3	h1SMcT0018089.1, h1SMcT0018089.4, h1SMcT0018089.2, h1SMcT0018089.3
OG0000819	SMRG1_66030.1, SMRG1_66030.2, SMRG1_66030.4, SMRG1_66030.3	h1SMcT0007829.1, h1SMcT0007829.2, h1SMcT0007826.3, h1SMcT0007826.1, h1SMcT0007826.2
OG0000820	SMRG1_85400.1	h1SMcT0005369.1, h1SMcT0004527.1, h1SMcT0004527.2, h1SMcT0004527.3, h1SMcT0004527.4, h1SMcT0004527.5, h1SMcT0004527.6, h1SMcT0004527.7, h1SMcT0004527.8, h1SMcT0004527.9, h1SMcT0004523.1, h1SMcT0004525.1, h1SMcT0019236.1
OG0000820	SMRG1_28020.1	h1SMcT0005498.1
OG0000821	SMRG1_49820.1, SMRG1_49820.2, SMRG1_49820.3, SMRG1_49820.4	h1SMcT0017236.1
OG0000823	SMRG1_53950.1	h1SMcT0009958.1, h1SMcT0009958.2, h1SMcT0009958.3
OG0000823	SMRG1_94160.1, SMRG1_94170.1	h1SMcT0005546.1, h1SMcT0005547.1
OG0000824	SMRG1_3000.1, SMRG1_3000.2, SMRG1_3000.3	h1SMcT0021534.1, h1SMcT0019872.1, h1SMcT0019872.2, h1SMcT0001657.1, h1SMcT0001657.2
OG0000825	SMRG1_77620.1, SMRG1_77640.1, SMRG1_77610.1, SMRG1_77600.1	h1SMcT0010927.1
OG0000826	SMRG1_55840.3, SMRG1_55840.5, SMRG1_55840.1, SMRG1_55840.2, SMRG1_55840.4	h1SMcT0019928.1
OG0000827	SMRG1_76010.1	h1SMcT0015163.1
OG0000827	SMRG1_76000.1, SMRG1_76000.2, SMRG1_76000.3, SMRG1_76000.4	h1SMcT0022556.1, h1SMcT0022556.2
OG0000828	SMRG1_91810.1, SMRG1_91830.1	h1SMcT0001350.1, h1SMcT0001350.3, h1SMcT0001350.2, h1SMcT0021319.1, h1SMcT0021317.1, h1SMcT0021317.2, h1SMcT0021317.3, h1SMcT0011631.1, h1SMcT0011608.1, h1SMcT0011624.1, h1SMcT0011620.1, h1SMcT0011630.1, h1SMcT0011612.1, h1SMcT0011623.1, h1SMcT0011613.1, h1SMcT0011618.1, h1SMcT0011619.1, h1SMcT0011621.1, h1SMcT0011625.1, h1SMcT0011626.1
OG0000830	SMRG1_49600.4, SMRG1_49600.2, SMRG1_49600.1, SMRG1_49600.5, SMRG1_49600.3	h1SMcT0009891.1, h1SMcT0018192.1, h1SMcT0018192.2
OG0000831	SMRG1_42770.3, SMRG1_42770.1, SMRG1_42770.2	h1SMcT0015193.1, h1SMcT0015193.2
OG0000832	SMRG1_60410.1	h1SMcT0018143.1, h1SMcT0018145.3, h1SMcT0018145.1, h1SMcT0018145.2
OG0000833	SMRG1_33320.1	h1SMcT0001820.1, h1SMcT0001820.2
OG0000834	SMRG1_49380.1, SMRG1_49380.3, SMRG1_49380.2, SMRG1_49380.4, SMRG1_49380.5, SMRG1_49380.6	h1SMcT0022269.1
OG0000835	SMRG1_38120.5, SMRG1_38120.1, SMRG1_38120.3, SMRG1_38120.6, SMRG1_38120.7, SMRG1_38120.2, SMRG1_38120.4	h1SMcT0010046.1, h1SMcT0010046.2
OG0000836	SMRG1_37480.3, SMRG1_37480.4, SMRG1_37480.1, SMRG1_37480.2	h1SMcT0014195.1, h1SMcT0015379.2, h1SMcT0017356.1, h1SMcT0017356.2
OG0000837	SMRG1_32400.1, SMRG1_32400.2, SMRG1_32400.4, SMRG1_32400.3	h1SMcT0016959.1
OG0000838	SMRG1_39180.1, SMRG1_39190.1, SMRG1_39190.2, SMRG1_39190.3, SMRG1_39190.4, SMRG1_39190.5	h1SMcT0020983.1, h1SMcT0010597.3, h1SMcT0012064.2, h1SMcT0012064.1, h1SMcT0012064.17
OG0000839	SMRG1_38560.1, SMRG1_38560.2	h1SMcT0013664.2, h1SMcT0013664.1, h1SMcT0013664.7, h1SMcT0013664.4, h1SMcT0013664.3, h1SMcT0013664.5, h1SMcT0013664.6
OG0000840	SMRG1_71020.3, SMRG1_71020.5, SMRG1_71020.4, SMRG1_71020.1, SMRG1_71020.2	h1SMcT0013836.3, h1SMcT0013836.1, h1SMcT0013836.2
OG0000841	SMRG1_19770.3, SMRG1_19770.4, SMRG1_19770.1, SMRG1_19770.2	h1SMcT0003475.1
OG0000842	SMRG1_67610.2, SMRG1_67610.4, SMRG1_67610.3, SMRG1_67610.1	h1SMcT0011841.4, h1SMcT0011841.1, h1SMcT0011841.2, h1SMcT0011841.5, h1SMcT0011841.3
OG0000843	SMRG1_83080.2, SMRG1_83080.1, SMRG1_83080.4, SMRG1_83080.3	h1SMcT0003292.3, h1SMcT0003292.6, h1SMcT0003292.5, h1SMcT0003292.4, h1SMcT0003292.2, h1SMcT0003292.1
OG0000845	SMRG1_90960.3, SMRG1_90960.2, SMRG1_90960.1	h1SMcT0009034.1
OG0000846	SMRG1_18110.1	h1SMcT0005561.1
OG0000847	SMRG1_160.2, SMRG1_160.1, SMRG1_160.3	h1SMcT0015404.1, h1SMcT0017264.1
OG0000848	SMRG1_34900.1, SMRG1_34900.2, SMRG1_34900.3	h1SMcT0011564.1
OG0000849	SMRG1_39230.1, SMRG1_39230.2, SMRG1_39230.3	h1SMcT0004291.2, h1SMcT0004291.3, h1SMcT0004291.1
OG0000850	SMRG1_27440.1, SMRG1_27440.2, SMRG1_27440.3	h1SMcT0000657.1
OG0000851	SMRG1_92050.1, SMRG1_92050.3, SMRG1_92050.2	h1SMcT0020207.3, h1SMcT0020207.1, h1SMcT0020207.2
OG0000853	SMRG1_83550.1	h1SMcT0007873.1, h1SMcT0007873.2, h1SMcT0018242.1, h1SMcT0018242.2, h1SMcT0018232.1, h1SMcT0018232.2, h1SMcT0018232.3, h1SMcT0018232.4
OG0000854	SMRG1_37490.10, SMRG1_37490.2, SMRG1_37490.4, SMRG1_37490.9, SMRG1_37490.1, SMRG1_37490.3, SMRG1_37490.6, SMRG1_37490.7, SMRG1_37490.5, SMRG1_37490.8	h1SMcT0020539.2, h1SMcT0020539.3
OG0000856	SMRG1_2880.4, SMRG1_2880.3, SMRG1_2880.5, SMRG1_2880.1, SMRG1_2880.2	h1SMcT0003963.1, h1SMcT0003963.2, h1SMcT0003963.3
OG0000857	SMRG1_4030.2, SMRG1_4030.4, SMRG1_4030.1, SMRG1_4030.3	h1SMcT0009908.1, h1SMcT0012127.1, h1SMcT0012127.3, h1SMcT0012127.2
OG0000858	SMRG1_4370.1	h1SMcT0006257.1
OG0000859	SMRG1_50240.1, SMRG1_50240.3, SMRG1_50240.6, SMRG1_50240.2, SMRG1_50240.5, SMRG1_50240.4	h1SMcT0010529.1, h1SMcT0012292.1
OG0000860	SMRG1_60980.1, SMRG1_63040.1	h1SMcT0011028.1, h1SMcT0011028.2, h1SMcT0011028.3
OG0000861	SMRG1_11200.1	h1SMcT0018409.1
OG0000862	SMRG1_30080.1, SMRG1_30080.4, SMRG1_30080.3, SMRG1_30080.2	h1SMcT0016664.1, h1SMcT0016664.2
OG0000863	SMRG1_7020.1, SMRG1_7010.1	h1SMcT0002951.1, h1SMcT0015621.1
OG0000864	SMRG1_40500.1, SMRG1_40500.5, SMRG1_40500.2, SMRG1_40500.3, SMRG1_40500.4	h1SMcT0000106.2, h1SMcT0000106.1, h1SMcT0000106.3
OG0000866	SMRG1_1180.1, SMRG1_1180.2, SMRG1_1180.3	h1SMcT0006850.1, h1SMcT0006850.2
OG0000869	SMRG1_90420.1	h1SMcT0010496.5, h1SMcT0010496.2, h1SMcT0010496.3, h1SMcT0010496.1, h1SMcT0010496.4
OG0000870	SMRG1_970.1	h1SMcT0007343.1, h1SMcT0007343.2, h1SMcT0001585.1, h1SMcT0001585.2
OG0000872	SMRG1_3930.1, SMRG1_3930.2, SMRG1_3930.3, SMRG1_3930.4, SMRG1_3930.6, SMRG1_3930.5	h1SMcT0002307.1, h1SMcT0002307.2, h1SMcT0002307.3
OG0000873	SMRG1_87440.1, SMRG1_87440.5, SMRG1_87440.3, SMRG1_87440.4, SMRG1_87440.2, SMRG1_87440.6, SMRG1_87440.7, SMRG1_87440.8	h1SMcT0007175.1, h1SMcT0007175.2, h1SMcT0022268.1
OG0000874	SMRG1_43350.1	h1SMcT0000520.1
OG0000875	SMRG1_62970.1, SMRG1_62970.2	h1SMcT0023098.1
OG0000876	SMRG1_23790.2, SMRG1_23790.1, SMRG1_23790.3, SMRG1_23780.1	h1SMcT0011017.1
OG0000877	SMRG1_6960.2, SMRG1_6960.3, SMRG1_6960.1	h1SMcT0011149.1
OG0000880	SMRG1_80040.1, SMRG1_80040.2, SMRG1_80040.3, SMRG1_80040.6, SMRG1_80040.4, SMRG1_80040.5, SMRG1_80040.7	h1SMcT0011930.1, h1SMcT0011930.2, h1SMcT0011930.3
OG0000881	SMRG1_4400.1	h1SMcT0016867.3, h1SMcT0016867.1, h1SMcT0016867.2, h1SMcT0010177.1, h1SMcT0010177.4, h1SMcT0010177.5, h1SMcT0010177.2
OG0000881	SMRG1_91920.1	h1SMcT0015068.1, h1SMcT0015068.2, h1SMcT0000551.1
OG0000882	SMRG1_22070.1, SMRG1_22070.2	h1SMcT0019949.1
OG0000882	SMRG1_40230.3, SMRG1_40230.2, SMRG1_40230.1	h1SMcT0013142.1, h1SMcT0015243.1
OG0000883	SMRG1_40220.1, SMRG1_40220.2, SMRG1_40220.3, SMRG1_40220.4, SMRG1_40220.5	h1SMcT0017921.2, h1SMcT0017921.4, h1SMcT0017921.1, h1SMcT0017921.3, h1SMcT0017921.5
OG0000884	SMRG1_39450.1, SMRG1_39450.3, SMRG1_39450.4, SMRG1_39450.2	h1SMcT0006597.1, h1SMcT0022922.1
OG0000887	SMRG1_19130.1	h1SMcT0011651.2, h1SMcT0011651.1, h1SMcT0011651.3
OG0000888	SMRG1_79180.1, SMRG1_79190.1, SMRG1_79190.2	h1SMcT0018274.1, h1SMcT0006978.1, h1SMcT0006978.2
OG0000889	SMRG1_27870.1, SMRG1_27870.2	h1SMcT0000584.2, h1SMcT0000584.1, h1SMcT0000584.4, h1SMcT0000584.3, h1SMcT0000584.5
OG0000890	SMRG1_41120.4, SMRG1_41120.1, SMRG1_41120.2, SMRG1_41120.3, SMRG1_41120.5, SMRG1_41120.6, SMRG1_41120.7, SMRG1_41120.8	h1SMcT0001261.1
OG0000891	SMRG1_37360.4, SMRG1_37360.5, SMRG1_37360.1, SMRG1_37360.3, SMRG1_37360.8, SMRG1_37360.9, SMRG1_37360.2, SMRG1_37360.7, SMRG1_37360.6	h1SMcT0019782.2
OG0000894	SMRG1_88820.1, SMRG1_88820.2	h1SMcT0012738.2, h1SMcT0012738.1, h1SMcT0012738.3
OG0000895	SMRG1_44270.4, SMRG1_44270.1, SMRG1_44270.2, SMRG1_44270.3	h1SMcT0017639.1
OG0000896	SMRG1_20850.1, SMRG1_20870.1, SMRG1_20870.2	h1SMcT0016190.3
OG0000897	SMRG1_9670.1, SMRG1_9670.2, SMRG1_9680.1	h1SMcT0013490.1
OG0000898	SMRG1_72680.2, SMRG1_72680.8, SMRG1_72680.1, SMRG1_72680.10, SMRG1_72680.11, SMRG1_72680.5, SMRG1_72680.6, SMRG1_72680.7, SMRG1_72680.9, SMRG1_72680.12, SMRG1_72680.3, SMRG1_72680.4, SMRG1_72680.13	h1SMcT0009884.1, h1SMcT0009883.1, h1SMcT0009883.2
OG0000900	SMRG1_3500.1, SMRG1_3500.2	h1SMcT0012395.1
OG0000902	SMRG1_55690.1, SMRG1_55690.2, SMRG1_55690.3, SMRG1_55690.4, SMRG1_55690.5, SMRG1_55690.6	h1SMcT0010803.1, h1SMcT0010803.2, h1SMcT0010803.3
OG0000903	SMRG1_14860.1, SMRG1_14860.2	h1SMcT0005323.1, h1SMcT0005323.2
OG0000904	SMRG1_4900.1, SMRG1_4900.2, SMRG1_4900.3, SMRG1_4900.6, SMRG1_4900.4, SMRG1_4900.5	h1SMcT0018440.1
OG0000907	SMRG1_75160.2, SMRG1_75160.1	h1SMcT0018393.1, h1SMcT0004265.1, h1SMcT0004265.2, h1SMcT0004265.3, h1SMcT0000265.2, h1SMcT0000265.1, h1SMcT0000265.3, h1SMcT0004262.2, h1SMcT0004261.1, h1SMcT0004262.1, h1SMcT0004263.1, h1SMcT0022894.1, h1SMcT0004264.6, h1SMcT0004264.9, h1SMcT0004264.8, h1SMcT0004264.7, h1SMcT0004264.1, h1SMcT0004264.3, h1SMcT0004264.4, h1SMcT0004264.2, h1SMcT0004264.5
OG0000910	SMRG1_7780.1	h1SMcT0015484.1
OG0000911	SMRG1_58680.1, SMRG1_58680.7, SMRG1_58680.2, SMRG1_58680.3, SMRG1_58680.6, SMRG1_58680.4, SMRG1_58680.5	h1SMcT0021969.1
OG0000914	SMRG1_38590.3, SMRG1_38590.1, SMRG1_38590.2, SMRG1_38590.4, SMRG1_38590.5	h1SMcT0009919.4, h1SMcT0009919.1, h1SMcT0009919.2, h1SMcT0009919.3
OG0000916	SMRG1_39710.1	h1SMcT0008408.1
OG0000917	SMRG1_84890.4, SMRG1_84890.1, SMRG1_84890.2, SMRG1_84890.3	h1SMcT0003713.1, h1SMcT0013367.1
OG0000919	SMRG1_85210.1, SMRG1_85210.2, SMRG1_85210.3	h1SMcT0007368.1, h1SMcT0007654.1
OG0000920	SMRG1_96260.1	h1SMcT0006503.1, h1SMcT0006503.4, h1SMcT0006503.5, h1SMcT0006503.3, h1SMcT0006503.2, h1SMcT0011459.1, h1SMcT0011459.2
OG0000923	SMRG1_94480.1	h1SMcT0020405.3, h1SMcT0020405.1, h1SMcT0020405.2, h1SMcT0015674.1
OG0000925	SMRG1_15970.3, SMRG1_15970.4, SMRG1_15970.1, SMRG1_15970.2	h1SMcT0006630.1, h1SMcT0006630.2
OG0000926	SMRG1_27170.1	h1SMcT0002149.7, h1SMcT0002149.1, h1SMcT0002149.2, h1SMcT0002149.4, h1SMcT0002149.5, h1SMcT0002149.3, h1SMcT0002149.6
OG0000927	SMRG1_19200.1, SMRG1_19200.2, SMRG1_19200.4, SMRG1_19200.6, SMRG1_19200.7, SMRG1_19200.3, SMRG1_19200.5	h1SMcT0012510.1, h1SMcT0012510.2
OG0000929	SMRG1_65540.3, SMRG1_65540.1, SMRG1_65540.2	h1SMcT0018531.1, h1SMcT0018531.2
OG0000930	SMRG1_42690.1, SMRG1_42690.3, SMRG1_42690.2, SMRG1_42690.4	h1SMcT0002686.1, h1SMcT0015950.1
OG0000931	SMRG1_71800.1, SMRG1_71800.3, SMRG1_71800.5, SMRG1_71800.2, SMRG1_71800.4	h1SMcT0010820.1
OG0000932	SMRG1_790.1	h1SMcT0003111.1, h1SMcT0003111.2
OG0000933	SMRG1_39790.1	h1SMcT0022565.1
OG0000934	SMRG1_9800.1	h1SMcT0006379.1
OG0000936	SMRG1_95330.2, SMRG1_95330.4, SMRG1_95330.3, SMRG1_95330.5, SMRG1_95330.1	h1SMcT0006501.1, h1SMcT0006501.2
OG0000937	SMRG1_54810.3, SMRG1_54810.1, SMRG1_54810.2	h1SMcT0002752.1, h1SMcT0002752.2, h1SMcT0002752.3, h1SMcT0002752.4
OG0000939	SMRG1_88020.4, SMRG1_88020.3, SMRG1_88020.1, SMRG1_88020.2, SMRG1_88020.5	h1SMcT0020741.2, h1SMcT0020741.1, h1SMcT0020741.3, h1SMcT0020741.4
OG0000940	SMRG1_5540.1, SMRG1_5540.2, SMRG1_5540.3	h1SMcT0002848.1
OG0000941	SMRG1_32150.2, SMRG1_32150.4, SMRG1_32150.1, SMRG1_32150.3	h1SMcT0017959.4, h1SMcT0017959.2, h1SMcT0017959.3, h1SMcT0017959.1
OG0000942	SMRG1_15540.4, SMRG1_15540.5, SMRG1_15540.2, SMRG1_15540.1, SMRG1_15540.3	h1SMcT0001750.1
OG0000943	SMRG1_28840.1, SMRG1_28840.4, SMRG1_28840.5, SMRG1_28840.2, SMRG1_28840.3, SMRG1_28840.6	h1SMcT0019889.1
OG0000944	SMRG1_58460.1	h1SMcT0016977.1
OG0000947	SMRG1_38910.4, SMRG1_38910.1, SMRG1_38910.2, SMRG1_38910.5, SMRG1_38910.6, SMRG1_38910.7, SMRG1_38910.3	h1SMcT0002479.1
OG0000948	SMRG1_82460.1, SMRG1_82460.2	h1SMcT0004588.3, h1SMcT0004588.2, h1SMcT0004588.1, h1SMcT0004588.4
OG0000949	SMRG1_15720.1, SMRG1_15710.1, SMRG1_15710.2	h1SMcT0017273.1
OG0000950	SMRG1_53900.3, SMRG1_53900.4, SMRG1_53900.6, SMRG1_53900.8, SMRG1_53900.7, SMRG1_53900.2, SMRG1_53900.5, SMRG1_53900.9, SMRG1_53900.1	h1SMcT0002986.1, h1SMcT0002986.2, h1SMcT0002986.3
OG0000951	SMRG1_94420.1, SMRG1_94420.2	h1SMcT0002521.8, h1SMcT0002521.2, h1SMcT0002521.5, h1SMcT0002521.6, h1SMcT0002521.7, h1SMcT0002521.1, h1SMcT0002521.3, h1SMcT0002521.4
OG0000952	SMRG1_29580.1, SMRG1_29580.2	h1SMcT0012578.1, h1SMcT0012578.2, h1SMcT0012578.3, h1SMcT0019355.3, h1SMcT0019355.2, h1SMcT0019355.1, h1SMcT0019355.4
OG0000953	SMRG1_63260.2, SMRG1_63260.1, SMRG1_63260.3, SMRG1_63260.5, SMRG1_63260.6, SMRG1_63260.7, SMRG1_63260.4	h1SMcT0017151.1
OG0000954	SMRG1_81040.1, SMRG1_81040.2, SMRG1_81040.4, SMRG1_81040.5, SMRG1_81040.6, SMRG1_81040.7, SMRG1_81040.8, SMRG1_81040.3, SMRG1_81040.9	h1SMcT0018757.1, h1SMcT0009828.1, h1SMcT0009828.2, h1SMcT0009828.3, h1SMcT0009828.4, h1SMcT0009828.5, h1SMcT0009828.6
OG0000955	SMRG1_12070.2, SMRG1_12070.6, SMRG1_12070.3, SMRG1_12070.4, SMRG1_12070.5, SMRG1_12070.1	h1SMcT0006460.1, h1SMcT0006460.2
OG0000959	SMRG1_70550.1	h1SMcT0010734.1, h1SMcT0010734.2, h1SMcT0010734.3
OG0000960	SMRG1_21340.1, SMRG1_21340.2	h1SMcT0002494.1, h1SMcT0002494.2, h1SMcT0002494.3
OG0000961	SMRG1_38940.1, SMRG1_38940.2, SMRG1_38940.4, SMRG1_38940.5, SMRG1_38940.6, SMRG1_38940.3	h1SMcT0013671.1, h1SMcT0013671.2, h1SMcT0020047.1
OG0000962	SMRG1_75140.4, SMRG1_75140.6, SMRG1_75140.1, SMRG1_75140.2, SMRG1_75140.5, SMRG1_75140.3, SMRG1_75140.7	h1SMcT0001348.1
OG0000963	SMRG1_2330.1	h1SMcT0013824.1
OG0000964	SMRG1_40880.4, SMRG1_40880.1, SMRG1_40880.2, SMRG1_40880.3	h1SMcT0000276.1, h1SMcT0020250.1, h1SMcT0020250.2
OG0000965	SMRG1_63980.7, SMRG1_63980.8, SMRG1_63980.5, SMRG1_63980.6, SMRG1_63980.3, SMRG1_63980.4, SMRG1_63980.1, SMRG1_63980.2	h1SMcT0021160.1
OG0000966	SMRG1_36280.1	h1SMcT0014196.1
OG0000966	SMRG1_49730.1	h1SMcT0006317.1, h1SMcT0006317.2, h1SMcT0019059.1, h1SMcT0019059.2
OG0000968	SMRG1_2670.1	h1SMcT0020996.1, h1SMcT0020996.2, h1SMcT0020996.3
OG0000969	SMRG1_82320.1	h1SMcT0019963.1
OG0000969	SMRG1_82330.1	h1SMcT0016718.2
OG0000970	SMRG1_70220.2, SMRG1_70220.1, SMRG1_70220.3, SMRG1_70220.4, SMRG1_70160.1, SMRG1_70170.1, SMRG1_70240.1, SMRG1_70190.1, SMRG1_70250.1, SMRG1_70260.1, SMRG1_70180.1	h1SMcT0012015.1, h1SMcT0012015.2, h1SMcT0012015.3
OG0000971	SMRG1_1710.1, SMRG1_1710.2, SMRG1_1710.3	h1SMcT0011047.1, h1SMcT0012448.5, h1SMcT0012448.1, h1SMcT0012448.6, h1SMcT0012448.3, h1SMcT0012448.4, h1SMcT0012448.2
OG0000972	SMRG1_5850.3, SMRG1_5850.6, SMRG1_5850.1, SMRG1_5850.2, SMRG1_5850.5, SMRG1_5850.7, SMRG1_5850.8, SMRG1_5850.9, SMRG1_5850.4	h1SMcT0003527.1, h1SMcT0003527.2, h1SMcT0012587.1, h1SMcT0012587.2, h1SMcT0012587.3
OG0000974	SMRG1_56020.3, SMRG1_56020.4, SMRG1_56020.2, SMRG1_56020.1	h1SMcT0015359.1, h1SMcT0015359.2
OG0000975	SMRG1_5700.1, SMRG1_5690.1	h1SMcT0015875.3, h1SMcT0015875.4, h1SMcT0015875.2, h1SMcT0015875.1, h1SMcT0015875.5
