Orthogroup	schistosoma_margrebowiei	schistosoma_japonicum
OG0000855	SMRG1_55110.1, SMRG1_55110.2	EWB00_002162.3, EWB00_002162.1, EWB00_002162.2
OG0000856	SMRG1_2880.4, SMRG1_2880.3, SMRG1_2880.5, SMRG1_2880.1, SMRG1_2880.2	EWB00_007570
OG0000857	SMRG1_4030.2, SMRG1_4030.4, SMRG1_4030.1, SMRG1_4030.3	EWB00_004833
OG0000858	SMRG1_4370.1	EWB00_000114
OG0000859	SMRG1_50240.1, SMRG1_50240.3, SMRG1_50240.6, SMRG1_50240.2, SMRG1_50240.5, SMRG1_50240.4	EWB00_007615.2, EWB00_007615.1
OG0000860	SMRG1_60980.1	EWB00_006576
OG0000860	SMRG1_63040.1	EWB00_007725.1, EWB00_007725.2, EWB00_007725.3
OG0000861	SMRG1_11200.1	EWB00_008437.3, EWB00_008437.4, EWB00_008437.5, EWB00_008437.1, EWB00_008437.2, EWB00_008437.6
OG0000862	SMRG1_30080.1, SMRG1_30080.4, SMRG1_30080.3, SMRG1_30080.2	EWB00_006009.2, EWB00_006009.4, EWB00_006009.1, EWB00_006009.3
OG0000863	SMRG1_7020.1	EWB00_007798
OG0000864	SMRG1_40500.1, SMRG1_40500.5, SMRG1_40500.2, SMRG1_40500.3, SMRG1_40500.4	EWB00_003909.1, EWB00_003909.2, EWB00_003909.3, EWB00_003909.4
OG0000865	SMRG1_33280.10, SMRG1_33280.2, SMRG1_33280.6, SMRG1_33280.4, SMRG1_33280.5, SMRG1_33280.1, SMRG1_33280.3, SMRG1_33280.7, SMRG1_33280.8, SMRG1_33280.9, SMRG1_33280.11	EWB00_002940
OG0000866	SMRG1_1180.1, SMRG1_1180.2, SMRG1_1180.3	EWB00_010228.1, EWB00_010228.2
OG0000867	SMRG1_6910.1	EWB00_008671
OG0000868	SMRG1_80410.1, SMRG1_80420.1, SMRG1_80450.1, SMRG1_80470.1	EWB00_007500, EWB00_007483, EWB00_010377
OG0000869	SMRG1_90420.1	EWB00_004947.5, EWB00_004947.7, EWB00_004947.1, EWB00_004947.3, EWB00_004947.4, EWB00_004947.6, EWB00_004947.2
OG0000871	SMRG1_28730.1, SMRG1_28730.2, SMRG1_28730.3	EWB00_003295.3, EWB00_003295.2, EWB00_003295.1
OG0000872	SMRG1_3930.1, SMRG1_3930.2, SMRG1_3930.3, SMRG1_3930.4, SMRG1_3930.6, SMRG1_3930.5	EWB00_009021
OG0000873	SMRG1_87440.1, SMRG1_87440.5, SMRG1_87440.3, SMRG1_87440.4, SMRG1_87440.2, SMRG1_87440.6, SMRG1_87440.7, SMRG1_87440.8	EWB00_005288.2, EWB00_005288.1, EWB00_005288.3
OG0000874	SMRG1_43350.1	EWB00_006372.1, EWB00_006372.2, EWB00_006372.3
OG0000875	SMRG1_62970.1, SMRG1_62970.2	EWB00_007733.1, EWB00_007733.2, EWB00_007733.3
OG0000876	SMRG1_23790.2, SMRG1_23790.1, SMRG1_23790.3, SMRG1_23780.1	EWB00_007060
OG0000877	SMRG1_6960.2, SMRG1_6960.3, SMRG1_6960.1	EWB00_007792.1, EWB00_007792.2, EWB00_007792.3, EWB00_007792.4
OG0000878	SMRG1_16590.5, SMRG1_16590.1, SMRG1_16590.2, SMRG1_16590.8, SMRG1_16590.9, SMRG1_16590.3, SMRG1_16590.4, SMRG1_16590.7, SMRG1_16590.6, SMRG1_16590.10	EWB00_005455
OG0000879	SMRG1_58840.3, SMRG1_58840.2, SMRG1_58840.1	EWB00_005194, EWB00_005192
OG0000880	SMRG1_80040.1, SMRG1_80040.2, SMRG1_80040.3, SMRG1_80040.6, SMRG1_80040.4, SMRG1_80040.5, SMRG1_80040.7	EWB00_002259
OG0000881	SMRG1_4400.1	EWB00_000111
OG0000881	SMRG1_91920.1	EWB00_003254
OG0000882	SMRG1_22070.1, SMRG1_22070.2	EWB00_002390
OG0000882	SMRG1_40230.3, SMRG1_40230.2, SMRG1_40230.1	EWB00_003934
OG0000883	SMRG1_40220.1, SMRG1_40220.2, SMRG1_40220.3, SMRG1_40220.4, SMRG1_40220.5	EWB00_003933
OG0000884	SMRG1_39450.1, SMRG1_39450.3, SMRG1_39450.4, SMRG1_39450.2	EWB00_006173.1, EWB00_006173.2, EWB00_006173.3
OG0000885	SMRG1_1690.1	EWB00_005106, EWB00_011234, EWB00_008306, EWB00_005490
OG0000886	SMRG1_71120.2, SMRG1_71120.1	EWB00_007925.3, EWB00_007925.4, EWB00_007925.5, EWB00_007925.6, EWB00_007925.1, EWB00_007925.2
OG0000887	SMRG1_19130.1	EWB00_010345.3, EWB00_010345.1, EWB00_010345.2
OG0000888	SMRG1_79180.1	EWB00_001255
OG0000888	SMRG1_79190.1, SMRG1_79190.2	EWB00_001258, EWB00_001257
OG0000889	SMRG1_27870.1, SMRG1_27870.2	EWB00_003369
OG0000890	SMRG1_41120.4, SMRG1_41120.1, SMRG1_41120.2, SMRG1_41120.3, SMRG1_41120.5, SMRG1_41120.6, SMRG1_41120.7, SMRG1_41120.8	EWB00_007984.1, EWB00_007984.2, EWB00_007984.3
OG0000891	SMRG1_37360.4, SMRG1_37360.5, SMRG1_37360.1, SMRG1_37360.3, SMRG1_37360.8, SMRG1_37360.9, SMRG1_37360.2, SMRG1_37360.7, SMRG1_37360.6	EWB00_001282.1, EWB00_001282.2, EWB00_001282.4, EWB00_001282.3
OG0000892	SMRG1_52560.1, SMRG1_52560.5, SMRG1_52560.2, SMRG1_52560.6, SMRG1_52560.3, SMRG1_52560.4	EWB00_003556
OG0000894	SMRG1_88820.1, SMRG1_88820.2	EWB00_000728
OG0000895	SMRG1_44270.4, SMRG1_44270.1, SMRG1_44270.2, SMRG1_44270.3	EWB00_004915
OG0000896	SMRG1_20850.1, SMRG1_20870.1, SMRG1_20870.2	EWB00_006414, EWB00_006410, EWB00_006413
OG0000897	SMRG1_9670.1, SMRG1_9670.2, SMRG1_9680.1	EWB00_000466.1, EWB00_000466.2
OG0000898	SMRG1_72680.2, SMRG1_72680.8, SMRG1_72680.1, SMRG1_72680.10, SMRG1_72680.11, SMRG1_72680.5, SMRG1_72680.6, SMRG1_72680.7, SMRG1_72680.9, SMRG1_72680.12, SMRG1_72680.3, SMRG1_72680.4, SMRG1_72680.13	EWB00_002760.1, EWB00_002760.2
OG0000899	SMRG1_13890.1	EWB00_009349.1, EWB00_009349.2, EWB00_009349.3
OG0000900	SMRG1_3500.1, SMRG1_3500.2	EWB00_000867.4, EWB00_000867.1, EWB00_000867.2, EWB00_000867.3
OG0000902	SMRG1_55690.1, SMRG1_55690.2, SMRG1_55690.3, SMRG1_55690.4, SMRG1_55690.5, SMRG1_55690.6	EWB00_002217
OG0000903	SMRG1_14860.1, SMRG1_14860.2	EWB00_006459.1, EWB00_006459.4, EWB00_006459.3, EWB00_006459.2
OG0000904	SMRG1_4900.1, SMRG1_4900.2, SMRG1_4900.3, SMRG1_4900.6, SMRG1_4900.4, SMRG1_4900.5	EWB00_008265.1, EWB00_008265.3, EWB00_008265.2
OG0000905	SMRG1_79340.3, SMRG1_79340.4, SMRG1_79340.1, SMRG1_79340.2	EWB00_002656
OG0000906	SMRG1_64470.1, SMRG1_64470.2, SMRG1_64470.3, SMRG1_64470.4, SMRG1_64470.5	EWB00_010433
OG0000907	SMRG1_75160.2, SMRG1_75160.1	EWB00_007247.3, EWB00_007247.1, EWB00_007247.2, EWB00_007247.4
OG0000908	SMRG1_26750.1	EWB00_005038.1, EWB00_005038.2
OG0000908	SMRG1_26740.1	EWB00_005040.1, EWB00_005039, EWB00_005040.2, EWB00_005040.3
OG0000908	SMRG1_26760.1, SMRG1_26770.1	EWB00_005037
OG0000910	SMRG1_7780.1	EWB00_008842
OG0000912	SMRG1_6180.1, SMRG1_6180.2	EWB00_008987
OG0000913	SMRG1_31530.1, SMRG1_31530.3, SMRG1_31530.2, SMRG1_31530.4, SMRG1_31530.5	EWB00_004611, EWB00_002590, EWB00_004613
OG0000914	SMRG1_38590.3, SMRG1_38590.1, SMRG1_38590.2, SMRG1_38590.4, SMRG1_38590.5	EWB00_010144
OG0000915	SMRG1_29630.2, SMRG1_29630.4, SMRG1_29630.3, SMRG1_29630.1	EWB00_006060.2, EWB00_006060.3, EWB00_006060.1, EWB00_006060.4
OG0000916	SMRG1_39710.1	EWB00_006143.1, EWB00_006143.2
OG0000917	SMRG1_84890.4, SMRG1_84890.1, SMRG1_84890.2, SMRG1_84890.3	EWB00_010169.1, EWB00_010169.2
OG0000918	SMRG1_26900.4, SMRG1_26900.1, SMRG1_26900.2, SMRG1_26900.3	EWB00_005030
OG0000919	SMRG1_85210.1, SMRG1_85210.2, SMRG1_85210.3	EWB00_007296
OG0000920	SMRG1_96260.1	EWB00_001434
OG0000921	SMRG1_43750.1, SMRG1_43750.5, SMRG1_43750.4, SMRG1_43750.3, SMRG1_43750.2, SMRG1_43750.6, SMRG1_43750.7	EWB00_008259
OG0000922	SMRG1_6590.1	EWB00_008533
OG0000922	SMRG1_6600.1	EWB00_008534
OG0000923	SMRG1_94480.1	EWB00_008972.4, EWB00_008972.1, EWB00_008972.3, EWB00_008972.2
OG0000925	SMRG1_15970.3, SMRG1_15970.4, SMRG1_15970.1, SMRG1_15970.2	EWB00_002466.1, EWB00_002466.2
OG0000926	SMRG1_27170.1	EWB00_005002
OG0000927	SMRG1_19200.1, SMRG1_19200.2, SMRG1_19200.4, SMRG1_19200.6, SMRG1_19200.7, SMRG1_19200.3, SMRG1_19200.5	EWB00_010307.3, EWB00_010307.4, EWB00_010307.1, EWB00_010307.2
OG0000928	SMRG1_32330.2, SMRG1_32330.3, SMRG1_32330.1, SMRG1_32330.4, SMRG1_32330.7, SMRG1_32330.8, SMRG1_32330.10, SMRG1_32330.9, SMRG1_32340.1, SMRG1_32330.5, SMRG1_32330.6	EWB00_003409
OG0000929	SMRG1_65540.3, SMRG1_65540.1, SMRG1_65540.2	EWB00_002228.3, EWB00_002228.1, EWB00_002228.4, EWB00_002228.2
OG0000930	SMRG1_42690.1, SMRG1_42690.3, SMRG1_42690.2, SMRG1_42690.4	EWB00_002801
OG0000931	SMRG1_71800.1, SMRG1_71800.3, SMRG1_71800.5, SMRG1_71800.2, SMRG1_71800.4	EWB00_002742.3, EWB00_002742.1, EWB00_002742.2
OG0000932	SMRG1_790.1	EWB00_008012.1, EWB00_008012.2
OG0000933	SMRG1_39790.1	EWB00_004597
OG0000934	SMRG1_9800.1	EWB00_009195.1, EWB00_009195.2
OG0000935	SMRG1_64870.1	EWB00_008912
OG0000936	SMRG1_95330.2, SMRG1_95330.4, SMRG1_95330.3, SMRG1_95330.5, SMRG1_95330.1	EWB00_004757.1, EWB00_004757.2
OG0000937	SMRG1_54810.3, SMRG1_54810.1, SMRG1_54810.2	EWB00_008129.1, EWB00_008129.2
OG0000938	SMRG1_61040.4, SMRG1_61040.1, SMRG1_61040.2, SMRG1_61040.3	EWB00_011164
OG0000939	SMRG1_88020.4, SMRG1_88020.3, SMRG1_88020.1, SMRG1_88020.2, SMRG1_88020.5	EWB00_005274
OG0000940	SMRG1_5540.1, SMRG1_5540.2, SMRG1_5540.3	EWB00_002044
OG0000941	SMRG1_32150.2, SMRG1_32150.4, SMRG1_32150.1, SMRG1_32150.3	EWB00_007844
OG0000942	SMRG1_15540.4, SMRG1_15540.5, SMRG1_15540.2, SMRG1_15540.1, SMRG1_15540.3	EWB00_003098, EWB00_003099
OG0000943	SMRG1_28840.1, SMRG1_28840.4, SMRG1_28840.5, SMRG1_28840.2, SMRG1_28840.3, SMRG1_28840.6	EWB00_000645
OG0000944	SMRG1_58460.1	EWB00_010860.1, EWB00_010860.2
OG0000945	SMRG1_10920.1, SMRG1_10920.2	EWB00_004193.4, EWB00_004193.2, EWB00_004193.3, EWB00_004193.5, EWB00_004193.1
OG0000946	SMRG1_8380.1, SMRG1_8380.2	EWB00_005652, EWB00_003083, EWB00_003088
OG0000947	SMRG1_38910.4, SMRG1_38910.1, SMRG1_38910.2, SMRG1_38910.5, SMRG1_38910.6, SMRG1_38910.7, SMRG1_38910.3	EWB00_009525
OG0000948	SMRG1_82460.1, SMRG1_82460.2	EWB00_000140.1, EWB00_000140.3, EWB00_000140.2
OG0000949	SMRG1_15720.1, SMRG1_15710.1, SMRG1_15710.2	EWB00_003119, EWB00_010161.4, EWB00_010161.1, EWB00_010161.2, EWB00_010161.3, EWB00_003117
OG0000950	SMRG1_53900.3, SMRG1_53900.4, SMRG1_53900.6, SMRG1_53900.8, SMRG1_53900.7, SMRG1_53900.2, SMRG1_53900.5, SMRG1_53900.9, SMRG1_53900.1	EWB00_005407
OG0000951	SMRG1_94420.1, SMRG1_94420.2	EWB00_000581.1, EWB00_000581.2
OG0000952	SMRG1_29580.1, SMRG1_29580.2	EWB00_006066
OG0000953	SMRG1_63260.2, SMRG1_63260.1, SMRG1_63260.3, SMRG1_63260.5, SMRG1_63260.6, SMRG1_63260.7, SMRG1_63260.4	EWB00_005901.1, EWB00_005901.4, EWB00_005901.2, EWB00_005901.3
OG0000954	SMRG1_81040.1, SMRG1_81040.2, SMRG1_81040.4, SMRG1_81040.5, SMRG1_81040.6, SMRG1_81040.7, SMRG1_81040.8	EWB00_003498.1, EWB00_003498.2, EWB00_003498.3
OG0000954	SMRG1_81040.3, SMRG1_81040.9	EWB00_003498.4
OG0000955	SMRG1_12070.2, SMRG1_12070.6, SMRG1_12070.3, SMRG1_12070.4, SMRG1_12070.5, SMRG1_12070.1	EWB00_007686.3, EWB00_007686.4, EWB00_007686.1, EWB00_007686.2
OG0000958	SMRG1_13190.1, SMRG1_13190.2, SMRG1_13190.3, SMRG1_13190.4	EWB00_002301.1, EWB00_002301.4, EWB00_002301.3, EWB00_002301.2
OG0000959	SMRG1_70550.1	EWB00_001614
OG0000960	SMRG1_21340.1, SMRG1_21340.2	EWB00_005748.1, EWB00_005748.2
OG0000961	SMRG1_38940.1, SMRG1_38940.2, SMRG1_38940.4, SMRG1_38940.5, SMRG1_38940.6, SMRG1_38940.3	EWB00_009526
OG0000962	SMRG1_75140.4, SMRG1_75140.6, SMRG1_75140.1, SMRG1_75140.2, SMRG1_75140.5, SMRG1_75140.3, SMRG1_75140.7	EWB00_007245
OG0000963	SMRG1_2330.1	EWB00_007898.1, EWB00_007898.2
OG0000964	SMRG1_40880.4, SMRG1_40880.1, SMRG1_40880.2, SMRG1_40880.3	EWB00_007811
OG0000965	SMRG1_63980.7, SMRG1_63980.8, SMRG1_63980.5, SMRG1_63980.6, SMRG1_63980.3, SMRG1_63980.4, SMRG1_63980.1, SMRG1_63980.2	EWB00_007102.3, EWB00_007102.1, EWB00_007102.2
OG0000966	SMRG1_36280.1	EWB00_004292
OG0000966	SMRG1_49730.1	EWB00_008737.2, EWB00_008737.1
OG0000967	SMRG1_35510.1	EWB00_006834.1, EWB00_006834.5, EWB00_006834.7, EWB00_006834.2, EWB00_006834.3, EWB00_006834.6, EWB00_006834.4
OG0000968	SMRG1_2670.1	EWB00_007585
OG0000969	SMRG1_82330.1	EWB00_004989
OG0000970	SMRG1_70220.2, SMRG1_70220.1, SMRG1_70220.3, SMRG1_70220.4, SMRG1_70160.1, SMRG1_70170.1, SMRG1_70240.1, SMRG1_70190.1, SMRG1_70250.1, SMRG1_70260.1, SMRG1_70180.1	EWB00_000530.1, EWB00_000530.2, EWB00_000530.3
OG0000971	SMRG1_1710.1, SMRG1_1710.2, SMRG1_1710.3	EWB00_008797
OG0000973	SMRG1_24120.1	EWB00_001146
OG0000973	SMRG1_24140.2, SMRG1_24130.1, SMRG1_24140.1	EWB00_001144
OG0000974	SMRG1_56020.3, SMRG1_56020.4, SMRG1_56020.2, SMRG1_56020.1	EWB00_003797
OG0000975	SMRG1_5700.1, SMRG1_5690.1	EWB00_010836
OG0000976	SMRG1_9900.1, SMRG1_9900.7, SMRG1_9900.2, SMRG1_9900.4, SMRG1_9900.5, SMRG1_9900.6	EWB00_009194.1, EWB00_009194.2
OG0000977	SMRG1_11530.1, SMRG1_11530.2, SMRG1_11530.3	EWB00_008954
OG0000978	SMRG1_21010.1, SMRG1_21010.2, SMRG1_21010.3, SMRG1_21010.6, SMRG1_21010.4, SMRG1_21010.5, SMRG1_21010.7	EWB00_006429.1, EWB00_006429.2
OG0000979	SMRG1_74300.3, SMRG1_74300.1, SMRG1_74300.2, SMRG1_74300.4	EWB00_003435.1, EWB00_003435.3, EWB00_003435.2
OG0000980	SMRG1_52640.1, SMRG1_52640.2	EWB00_003545.3, EWB00_003545.1, EWB00_003545.2
OG0000981	SMRG1_40200.3, SMRG1_40200.1, SMRG1_40200.2, SMRG1_40200.4	EWB00_003939
OG0000982	SMRG1_64930.2, SMRG1_64930.1, SMRG1_64930.3, SMRG1_64930.5, SMRG1_64930.4	EWB00_005588
OG0000983	SMRG1_15110.1, SMRG1_15110.2, SMRG1_15110.3, SMRG1_15110.4, SMRG1_15110.5	EWB00_001638, EWB00_009926, EWB00_009927
OG0000984	SMRG1_34920.3, SMRG1_34920.2, SMRG1_34920.1, SMRG1_34920.4, SMRG1_34920.5	EWB00_008168
OG0000985	SMRG1_15690.2, SMRG1_15690.3, SMRG1_15690.1	EWB00_003115.1, EWB00_003115.2
OG0000986	SMRG1_73440.1, SMRG1_73440.2	EWB00_006598
OG0000987	SMRG1_84080.4, SMRG1_84080.5, SMRG1_84080.1, SMRG1_84080.10, SMRG1_84080.11, SMRG1_84080.12, SMRG1_84080.15, SMRG1_84080.3, SMRG1_84080.7, SMRG1_84080.8, SMRG1_84080.9, SMRG1_84080.13, SMRG1_84080.14, SMRG1_84080.6, SMRG1_84080.2	EWB00_001667.1, EWB00_001667.2, EWB00_001667.3
OG0000988	SMRG1_57670.1, SMRG1_57670.4, SMRG1_57670.2, SMRG1_57670.3	EWB00_005167
OG0000989	SMRG1_52000.1, SMRG1_52000.2, SMRG1_52000.3, SMRG1_52000.4	EWB00_007224
OG0000990	SMRG1_4540.2, SMRG1_4540.3, SMRG1_4540.1, SMRG1_4540.4	EWB00_009083.1, EWB00_009083.2, EWB00_009083.3
OG0000991	SMRG1_59270.1	EWB00_005269, EWB00_005270
OG0000992	SMRG1_44500.1	EWB00_000009
OG0000993	SMRG1_78640.1, SMRG1_78640.2, SMRG1_78640.3	EWB00_007390.1, EWB00_007390.2
OG0000994	SMRG1_33950.3, SMRG1_33950.1, SMRG1_33950.2, SMRG1_33950.4	EWB00_001747
OG0000995	SMRG1_80910.2, SMRG1_80910.5, SMRG1_80910.4, SMRG1_80910.3, SMRG1_80910.1	EWB00_003486.1, EWB00_003486.2
OG0000996	SMRG1_65070.1	EWB00_004706
OG0000997	SMRG1_89850.1, SMRG1_89850.2, SMRG1_89850.3	EWB00_001985.1, EWB00_001985.3, EWB00_001985.4, EWB00_001985.5, EWB00_001985.6, EWB00_001985.7, EWB00_001985.2
OG0000998	SMRG1_56280.10, SMRG1_56280.3, SMRG1_56280.9, SMRG1_56280.11, SMRG1_56280.7, SMRG1_56280.4, SMRG1_56280.8, SMRG1_56280.1, SMRG1_56280.2, SMRG1_56280.5, SMRG1_56280.6, SMRG1_56280.12, SMRG1_56280.13, SMRG1_56280.14, SMRG1_56280.15	EWB00_008388.3, EWB00_008388.4, EWB00_008388.1, EWB00_008388.2, EWB00_008388.5
OG0001000	SMRG1_6800.1, SMRG1_6800.2, SMRG1_6800.4, SMRG1_6800.3	EWB00_007782
OG0001003	SMRG1_32260.4, SMRG1_32260.3, SMRG1_32260.2, SMRG1_32260.1	EWB00_003403
OG0001004	SMRG1_15280.1, SMRG1_15300.1	EWB00_010272
OG0001005	SMRG1_4450.1, SMRG1_4450.2, SMRG1_4450.3, SMRG1_4450.4, SMRG1_4450.5, SMRG1_4450.6	EWB00_000102
OG0001006	SMRG1_82280.1, SMRG1_82300.1	EWB00_008832, EWB00_008833
OG0001007	SMRG1_61370.1, SMRG1_61350.1, SMRG1_61380.1, SMRG1_61380.2	EWB00_003196
OG0001009	SMRG1_89040.1	EWB00_000320.1, EWB00_000320.2
OG0001010	SMRG1_60490.1, SMRG1_60490.2, SMRG1_60490.3	EWB00_011274
OG0001012	SMRG1_4940.1, SMRG1_4940.2, SMRG1_4940.3, SMRG1_4940.4	EWB00_008270.1, EWB00_008270.2
OG0001013	SMRG1_13300.6, SMRG1_13300.5, SMRG1_13300.4, SMRG1_13300.1, SMRG1_13300.3, SMRG1_13300.2	EWB00_004156.4, EWB00_004156.3, EWB00_004156.2, EWB00_004156.1
OG0001014	SMRG1_3910.1, SMRG1_3910.6, SMRG1_3910.8, SMRG1_3910.9, SMRG1_3910.10, SMRG1_3910.2, SMRG1_3910.3, SMRG1_3910.4, SMRG1_3910.7, SMRG1_3910.5	EWB00_009023, EWB00_009024
OG0001015	SMRG1_38380.1	EWB00_004382
OG0001016	SMRG1_37780.1, SMRG1_37780.2, SMRG1_37780.3, SMRG1_37780.4	EWB00_007712.1, EWB00_007712.2
OG0001017	SMRG1_15090.3, SMRG1_15090.1, SMRG1_15090.2, SMRG1_15090.4	EWB00_004820.1, EWB00_004820.3, EWB00_004820.2
OG0001018	SMRG1_29810.2, SMRG1_29810.3, SMRG1_29810.1	EWB00_006039.1, EWB00_006039.2
OG0001019	SMRG1_42480.4, SMRG1_42480.2, SMRG1_42480.3, SMRG1_42480.1, SMRG1_42480.5	EWB00_003231
OG0001020	SMRG1_10500.1	EWB00_005535.1, EWB00_005535.2
OG0001021	SMRG1_29560.1, SMRG1_29560.2	EWB00_007945.1, EWB00_007945.2
OG0001022	SMRG1_20810.2, SMRG1_20810.1, SMRG1_20810.3, SMRG1_20810.4	EWB00_006135
OG0001023	SMRG1_63660.1, SMRG1_63660.2, SMRG1_63660.3	EWB00_003959
OG0001024	SMRG1_78750.1, SMRG1_78750.2, SMRG1_78750.3, SMRG1_78750.4, SMRG1_78750.5, SMRG1_78750.6	EWB00_007402
OG0001025	SMRG1_89460.1, SMRG1_89460.2	EWB00_003052.1, EWB00_003052.3, EWB00_003052.2
OG0001026	SMRG1_50300.1, SMRG1_50300.2	EWB00_007606.1, EWB00_007606.2
OG0001027	SMRG1_960.1, SMRG1_960.2, SMRG1_960.3, SMRG1_960.4, SMRG1_960.5, SMRG1_960.6	EWB00_005674.1, EWB00_005674.2, EWB00_005674.3, EWB00_005674.4
OG0001028	SMRG1_55950.2, SMRG1_55950.1, SMRG1_55950.4, SMRG1_55950.3	EWB00_003804.4, EWB00_003804.1, EWB00_003804.3, EWB00_003804.5, EWB00_003804.2
OG0001029	SMRG1_50490.1	EWB00_003609.1, EWB00_003609.2
OG0001030	SMRG1_28960.1, SMRG1_28960.3, SMRG1_28960.2	EWB00_003286.1, EWB00_003286.2
OG0001031	SMRG1_72640.1, SMRG1_72640.10, SMRG1_72640.13, SMRG1_72640.14, SMRG1_72640.15, SMRG1_72640.17, SMRG1_72640.18, SMRG1_72640.2, SMRG1_72640.5, SMRG1_72640.6, SMRG1_72640.7, SMRG1_72640.8, SMRG1_72640.11, SMRG1_72640.12, SMRG1_72640.3, SMRG1_72640.4, SMRG1_72640.9, SMRG1_72640.16	EWB00_008134
OG0001032	SMRG1_65090.2, SMRG1_65090.1	EWB00_004704.1, EWB00_004704.2, EWB00_004704.3
OG0001033	SMRG1_72720.2, SMRG1_72720.3, SMRG1_72720.5, SMRG1_72720.1, SMRG1_72720.4	EWB00_002756.1, EWB00_002756.2
OG0001034	SMRG1_54620.1, SMRG1_54610.3, SMRG1_54610.4, SMRG1_54610.1, SMRG1_54610.2	EWB00_001199.1, EWB00_001199.2
OG0001035	SMRG1_55150.1, SMRG1_55160.1	EWB00_002168
OG0001036	SMRG1_17540.1	EWB00_006516
OG0001037	SMRG1_20780.1, SMRG1_20780.3, SMRG1_20780.5, SMRG1_20780.4, SMRG1_20780.2	EWB00_006132
OG0001038	SMRG1_480.1, SMRG1_480.2, SMRG1_480.3, SMRG1_480.4, SMRG1_480.5, SMRG1_480.6	EWB00_005626.1, EWB00_005626.2
OG0001039	SMRG1_27460.2, SMRG1_27460.5, SMRG1_27460.1, SMRG1_27460.4, SMRG1_27460.6, SMRG1_27460.3	EWB00_001147.1, EWB00_001147.2
OG0001040	SMRG1_82570.4, SMRG1_82570.5, SMRG1_82570.2, SMRG1_82570.1, SMRG1_82570.3	EWB00_000155
OG0001041	SMRG1_95550.1, SMRG1_95550.3, SMRG1_95550.4, SMRG1_95550.2	EWB00_003034
OG0001042	SMRG1_11420.1	EWB00_002194.6, EWB00_002194.2, EWB00_002194.1, EWB00_002194.3, EWB00_002194.4, EWB00_002194.5
OG0001043	SMRG1_49050.1, SMRG1_49050.2	EWB00_010705
OG0001044	SMRG1_68020.1, SMRG1_68020.2, SMRG1_68020.3	EWB00_005778
OG0001045	SMRG1_67500.2, SMRG1_67500.1, SMRG1_67500.3	EWB00_009843
OG0001046	SMRG1_51690.1, SMRG1_51690.2	EWB00_006779
OG0001047	SMRG1_97020.9, SMRG1_97020.5, SMRG1_97020.10, SMRG1_97020.6, SMRG1_97020.1, SMRG1_97020.8, SMRG1_97020.7, SMRG1_97020.3, SMRG1_97020.2, SMRG1_97020.4	EWB00_006678
OG0001048	SMRG1_78690.1, SMRG1_78690.4	EWB00_007395.2, EWB00_007395.1, EWB00_007395.3
OG0001049	SMRG1_55770.4, SMRG1_55770.2, SMRG1_55770.1, SMRG1_55770.3	EWB00_002207
OG0001050	SMRG1_62890.1, SMRG1_62890.3, SMRG1_62890.2	EWB00_007741
OG0001051	SMRG1_88880.1	EWB00_000734
OG0001052	SMRG1_55740.2	EWB00_002209.4, EWB00_002209.1, EWB00_002209.3
OG0001052	SMRG1_55740.3, SMRG1_55740.1	EWB00_002209.2
OG0001053	SMRG1_64120.2, SMRG1_64120.1	EWB00_009221.2, EWB00_009221.3, EWB00_009221.1, EWB00_009222, EWB00_009221.4
OG0001054	SMRG1_11180.1, SMRG1_11180.2, SMRG1_11180.5, SMRG1_11180.6, SMRG1_11180.3, SMRG1_11180.4	EWB00_008451.1, EWB00_008451.2
OG0001055	SMRG1_38800.1, SMRG1_38800.2	EWB00_009534.1, EWB00_009534.3, EWB00_009534.2, EWB00_009534.4
OG0001056	SMRG1_58430.5, SMRG1_58430.4, SMRG1_58430.6, SMRG1_58430.7, SMRG1_58430.3, SMRG1_58430.2, SMRG1_58430.1	EWB00_010129, EWB00_005571
OG0001057	SMRG1_88740.1, SMRG1_88740.3, SMRG1_88740.2	EWB00_005060.1, EWB00_005060.2, EWB00_005060.4, EWB00_005060.3
OG0001058	SMRG1_59850.1, SMRG1_59850.2, SMRG1_59850.3, SMRG1_59850.4, SMRG1_59850.5, SMRG1_59850.6, SMRG1_59850.7, SMRG1_59850.8, SMRG1_59850.9, SMRG1_59860.2, SMRG1_59860.1	EWB00_011337
OG0001059	SMRG1_17980.1, SMRG1_17980.2, SMRG1_17980.3, SMRG1_17980.4, SMRG1_17980.5, SMRG1_17980.6, SMRG1_17980.7	EWB00_000080.1, EWB00_000080.3, EWB00_000080.2
OG0001060	SMRG1_64410.1, SMRG1_64410.2, SMRG1_64410.3	EWB00_010427.1, EWB00_010427.2
OG0001061	SMRG1_10650.1, SMRG1_10650.2	EWB00_005550, EWB00_005551, EWB00_011072
OG0001062	SMRG1_49570.1, SMRG1_49570.4, SMRG1_49570.5, SMRG1_49570.2, SMRG1_49570.3, SMRG1_49540.1	EWB00_004749
OG0001063	SMRG1_85380.1, SMRG1_85370.1, SMRG1_85370.2	EWB00_004479
OG0001064	SMRG1_48390.1, SMRG1_48390.2, SMRG1_48390.3, SMRG1_48390.4	EWB00_010816.1, EWB00_010816.2, EWB00_010816.3, EWB00_010816.4
OG0001065	SMRG1_29170.1	EWB00_009928
OG0001065	SMRG1_29180.1	EWB00_007939
OG0001065	SMRG1_29190.1	EWB00_007937
