Orthogroup	schistosoma_margrebowiei	opisthorchis_viverrini
OG0001253	SMRG1_55400.1, SMRG1_55400.2	T265_13874
OG0001254	SMRG1_32880.1	T265_11321
OG0001255	SMRG1_29040.4, SMRG1_29040.6, SMRG1_29040.2, SMRG1_29040.5, SMRG1_29040.1, SMRG1_29040.3	T265_13521
OG0001256	SMRG1_49010.5, SMRG1_49010.1, SMRG1_49010.2, SMRG1_49010.3, SMRG1_49010.4	T265_02816
OG0001257	SMRG1_27090.1	T265_11892, T265_16136
OG0001258	SMRG1_77300.6, SMRG1_77300.1, SMRG1_77300.2, SMRG1_77300.3, SMRG1_77300.4, SMRG1_77300.5	T265_13130
OG0001259	SMRG1_61270.1	T265_09345, T265_09949, T265_09950
OG0001260	SMRG1_400.1, SMRG1_400.2, SMRG1_400.3	T265_14449, T265_07985, T265_15945
OG0001261	SMRG1_45880.2, SMRG1_45880.1, SMRG1_45880.3, SMRG1_45880.4	T265_14931
OG0001262	SMRG1_83410.1, SMRG1_83410.3, SMRG1_83410.4, SMRG1_83410.2	T265_09952
OG0001263	SMRG1_90870.1, SMRG1_90880.1	T265_04153
OG0001264	SMRG1_54450.3, SMRG1_54450.1, SMRG1_54450.2, SMRG1_54450.4, SMRG1_54450.5	T265_03602
OG0001265	SMRG1_59830.6, SMRG1_59830.7, SMRG1_59830.1, SMRG1_59830.3, SMRG1_59830.2, SMRG1_59830.4, SMRG1_59830.5	T265_14950
OG0001266	SMRG1_71170.3, SMRG1_71170.1, SMRG1_71170.2, SMRG1_71170.4	T265_01368
OG0001267	SMRG1_53800.1, SMRG1_53800.3, SMRG1_53800.7, SMRG1_53800.6, SMRG1_53800.2, SMRG1_53800.4, SMRG1_53800.5	T265_02946
OG0001268	SMRG1_7560.1, SMRG1_7560.2	T265_10920
OG0001269	SMRG1_23640.5, SMRG1_23640.4, SMRG1_23640.3, SMRG1_23640.1, SMRG1_23640.2	T265_04251
OG0001270	SMRG1_89920.1	T265_15549
OG0001271	SMRG1_65630.3, SMRG1_65630.1, SMRG1_65630.2	T265_01405
OG0001272	SMRG1_80740.1, SMRG1_80740.2, SMRG1_80740.3, SMRG1_80740.4	T265_09223
OG0001273	SMRG1_74350.2, SMRG1_74350.3, SMRG1_74350.4, SMRG1_74350.1, SMRG1_74350.5	T265_12104
OG0001275	SMRG1_54930.1	T265_07335, T265_10840, T265_11809
OG0001276	SMRG1_65050.1, SMRG1_65050.2, SMRG1_65050.3	T265_00611
OG0001277	SMRG1_3090.1, SMRG1_3090.2, SMRG1_3080.2, SMRG1_3080.5, SMRG1_3080.1, SMRG1_3080.3, SMRG1_3080.4	T265_00220
OG0001278	SMRG1_91960.5, SMRG1_91960.1, SMRG1_91960.2, SMRG1_91960.3, SMRG1_91960.4	T265_01837
OG0001281	SMRG1_78780.1, SMRG1_78790.1	T265_03870, T265_13351
OG0001288	SMRG1_95370.2, SMRG1_95370.1, SMRG1_95370.4, SMRG1_95370.3	T265_04400
OG0001289	SMRG1_29700.1, SMRG1_29700.3, SMRG1_29700.2	T265_07802
OG0001290	SMRG1_4770.1	T265_06266
OG0001291	SMRG1_6690.1	T265_02085
OG0001292	SMRG1_6830.1	T265_15256
OG0001293	SMRG1_56040.1, SMRG1_56050.1	T265_08598, T265_02864
OG0001294	SMRG1_32240.5, SMRG1_32240.1, SMRG1_32240.4, SMRG1_32240.2, SMRG1_32240.3	T265_10701, T265_16370
OG0001295	SMRG1_31870.1	T265_09730
OG0001296	SMRG1_7130.1	T265_08476
OG0001297	SMRG1_13470.1	T265_04571
OG0001298	SMRG1_36340.1, SMRG1_36340.2, SMRG1_36340.3	T265_07619
OG0001300	SMRG1_5780.2, SMRG1_5780.3, SMRG1_5780.6, SMRG1_5780.1, SMRG1_5780.4, SMRG1_5780.5	T265_08424
OG0001301	SMRG1_55020.1, SMRG1_55020.2, SMRG1_55020.3	T265_00039
OG0001302	SMRG1_2210.1	T265_12500
OG0001303	SMRG1_31850.1, SMRG1_31850.4, SMRG1_31850.2, SMRG1_31850.3, SMRG1_31850.5, SMRG1_31850.6	T265_10770
OG0001304	SMRG1_89600.4, SMRG1_89600.6, SMRG1_89600.2, SMRG1_89600.1, SMRG1_89600.3, SMRG1_89600.5	T265_03829
OG0001305	SMRG1_420.1	T265_07987
OG0001306	SMRG1_62130.1, SMRG1_62130.2	T265_00541
OG0001307	SMRG1_82260.1	T265_01195
OG0001307	SMRG1_82250.1	T265_01660
OG0001309	SMRG1_74670.1	T265_13784
OG0001310	SMRG1_27590.1, SMRG1_27580.3, SMRG1_27580.2, SMRG1_27580.1	T265_05987
OG0001311	SMRG1_44380.3, SMRG1_44380.2, SMRG1_44380.5, SMRG1_44380.1, SMRG1_44380.4	T265_11912
OG0001312	SMRG1_31630.1, SMRG1_31630.2	T265_09660, T265_12061
OG0001313	SMRG1_42050.1, SMRG1_42050.2, SMRG1_42050.3, SMRG1_42050.4	T265_13569, T265_16167
OG0001314	SMRG1_10130.1, SMRG1_10130.4, SMRG1_10130.8, SMRG1_10130.7, SMRG1_10130.3, SMRG1_10130.10, SMRG1_10130.2, SMRG1_10130.6, SMRG1_10130.9, SMRG1_10130.5	T265_04550
OG0001315	SMRG1_31580.2, SMRG1_31580.4, SMRG1_31580.1, SMRG1_31580.3	T265_13138
OG0001316	SMRG1_35180.1	T265_04509
OG0001317	SMRG1_14410.3, SMRG1_14410.4, SMRG1_14410.1, SMRG1_14410.2	T265_09060
OG0001319	SMRG1_39580.2, SMRG1_39580.3, SMRG1_39580.1	T265_06528
OG0001320	SMRG1_64150.1, SMRG1_64150.2, SMRG1_64150.4, SMRG1_64150.5, SMRG1_64150.6, SMRG1_64150.3	T265_08464
OG0001322	SMRG1_48380.1, SMRG1_48380.2	T265_03302
OG0001323	SMRG1_1030.1, SMRG1_1030.4, SMRG1_1030.2, SMRG1_1030.3	T265_12486
OG0001324	SMRG1_87880.1, SMRG1_87880.4, SMRG1_87880.3, SMRG1_87880.2, SMRG1_87880.5	T265_14768
OG0001325	SMRG1_97450.1	T265_13829
OG0001326	SMRG1_54280.1	T265_12747
OG0001327	SMRG1_92240.1, SMRG1_92240.2, SMRG1_92240.3, SMRG1_92240.4, SMRG1_92240.5, SMRG1_92240.6, SMRG1_92240.7, SMRG1_92240.8	T265_04765
OG0001328	SMRG1_4330.1, SMRG1_4330.2, SMRG1_4330.4, SMRG1_4330.3	T265_08521, T265_16151
OG0001329	SMRG1_6020.1	T265_08470
OG0001330	SMRG1_31020.1, SMRG1_31020.2	T265_02990
OG0001331	SMRG1_48790.3, SMRG1_48790.1, SMRG1_48790.2, SMRG1_48800.1, SMRG1_42940.1	T265_13007
OG0001332	SMRG1_61600.1	T265_10139
OG0001332	SMRG1_71270.1	T265_00767
OG0001333	SMRG1_64820.1	T265_03325
OG0001334	SMRG1_460.1	T265_06833
OG0001335	SMRG1_30870.1, SMRG1_30870.2	T265_08232
OG0001336	SMRG1_46940.1	T265_08608, T265_14629
OG0001338	SMRG1_37240.1, SMRG1_37240.2	T265_14448
OG0001339	SMRG1_10820.5, SMRG1_10820.6, SMRG1_10820.1, SMRG1_10820.2, SMRG1_10820.4, SMRG1_10820.3, SMRG1_10820.7	T265_15348
OG0001340	SMRG1_9120.1, SMRG1_9120.3, SMRG1_9120.4, SMRG1_9120.2, SMRG1_9120.5	T265_10344
OG0001341	SMRG1_77470.5, SMRG1_77470.1, SMRG1_77470.3, SMRG1_77470.4, SMRG1_77470.2	T265_12020
OG0001342	SMRG1_53040.1	T265_14230
OG0001343	SMRG1_71260.1	T265_13062
OG0001344	SMRG1_77520.1	T265_10971
OG0001345	SMRG1_42660.3, SMRG1_42660.4, SMRG1_42660.1, SMRG1_42660.2	T265_01513
OG0001346	SMRG1_14130.1	T265_14870
OG0001347	SMRG1_33940.1, SMRG1_33940.2, SMRG1_33940.3, SMRG1_33940.4, SMRG1_33940.6, SMRG1_33940.5	T265_13036
OG0001348	SMRG1_36030.1, SMRG1_36030.2, SMRG1_36030.3	T265_01495
OG0001350	SMRG1_31240.1, SMRG1_31240.3, SMRG1_31240.4, SMRG1_31240.2	T265_14606
OG0001351	SMRG1_23610.1, SMRG1_23610.2	T265_13461
OG0001352	SMRG1_23860.1, SMRG1_23860.2, SMRG1_23860.3	T265_05586
OG0001353	SMRG1_63250.1, SMRG1_63250.4, SMRG1_63250.2, SMRG1_63250.3, SMRG1_63250.5	T265_04201
OG0001354	SMRG1_65220.1, SMRG1_65220.2, SMRG1_65220.3, SMRG1_65220.4, SMRG1_65220.5, SMRG1_65220.6, SMRG1_65220.7, SMRG1_65220.8	T265_07793
OG0001355	SMRG1_61210.1, SMRG1_61210.2, SMRG1_61210.3, SMRG1_61210.4	T265_14810, T265_10683
OG0001356	SMRG1_72860.1	T265_02268, T265_01960
OG0001357	SMRG1_39500.1, SMRG1_39500.2, SMRG1_39500.3	T265_02597, T265_15181
OG0001361	SMRG1_28650.3, SMRG1_28650.2, SMRG1_28650.1	T265_09022
OG0001362	SMRG1_30730.1	T265_07497
OG0001363	SMRG1_96190.1, SMRG1_96190.2	T265_13550
OG0001364	SMRG1_85930.1	T265_11114
OG0001365	SMRG1_78550.4, SMRG1_78550.7, SMRG1_78550.8, SMRG1_78550.1, SMRG1_78550.2, SMRG1_78550.3, SMRG1_78550.5, SMRG1_78550.6	T265_06976, T265_16366
OG0001366	SMRG1_53890.3, SMRG1_53890.4, SMRG1_53890.2, SMRG1_53890.1	T265_09080
OG0001367	SMRG1_96740.1, SMRG1_96740.2	T265_06622
OG0001368	SMRG1_17040.1	T265_00192
OG0001369	SMRG1_90340.1	T265_01904, T265_15996
OG0001370	SMRG1_58910.1, SMRG1_58910.2	T265_14639
OG0001371	SMRG1_36510.3, SMRG1_36510.1, SMRG1_36510.2, SMRG1_36510.4	T265_04340
OG0001372	SMRG1_37290.1, SMRG1_37290.2, SMRG1_37290.3	T265_07978, T265_16138
OG0001373	SMRG1_2200.1, SMRG1_2200.2, SMRG1_13720.1, SMRG1_13720.2, SMRG1_13720.3	T265_00255
OG0001374	SMRG1_59940.1, SMRG1_59940.2	T265_12908
OG0001376	SMRG1_88010.1, SMRG1_88010.2	T265_03803
OG0001377	SMRG1_62750.3, SMRG1_62750.1, SMRG1_62750.2	T265_11911
OG0001378	SMRG1_3160.1, SMRG1_3160.2, SMRG1_3160.3	T265_12257
OG0001379	SMRG1_70750.3, SMRG1_70750.4, SMRG1_70750.7, SMRG1_70750.1, SMRG1_70750.2, SMRG1_70750.5, SMRG1_70750.6	T265_00091
OG0001380	SMRG1_61510.1, SMRG1_61510.2, SMRG1_61510.3	T265_12561
OG0001381	SMRG1_73920.5, SMRG1_73920.2, SMRG1_73920.3, SMRG1_73920.4, SMRG1_73920.1	T265_12544, T265_00449
OG0001383	SMRG1_3960.1	T265_11947
OG0001384	SMRG1_88860.2, SMRG1_88860.3, SMRG1_88860.5, SMRG1_88860.1, SMRG1_88860.4	T265_09759
OG0001385	SMRG1_23360.4, SMRG1_23360.1, SMRG1_23360.2, SMRG1_23360.3	T265_01081
OG0001386	SMRG1_44400.1	T265_07152
OG0001387	SMRG1_87870.1, SMRG1_87870.2, SMRG1_87870.3, SMRG1_87870.4	T265_14769
OG0001388	SMRG1_11080.1, SMRG1_11080.3, SMRG1_11080.2	T265_14723, T265_14724
OG0001389	SMRG1_46380.6, SMRG1_46380.5, SMRG1_46380.8, SMRG1_46380.1, SMRG1_46380.2, SMRG1_46380.3, SMRG1_46380.4, SMRG1_46380.7	T265_12521
OG0001390	SMRG1_39820.1	T265_02614
OG0001391	SMRG1_34640.1, SMRG1_34640.4, SMRG1_34640.2, SMRG1_34640.3	T265_01912
OG0001392	SMRG1_12130.1, SMRG1_12130.2, SMRG1_12130.3	T265_10877
OG0001393	SMRG1_15790.2, SMRG1_15790.3, SMRG1_15790.1	T265_06210, T265_06211
OG0001394	SMRG1_76800.2, SMRG1_76800.3, SMRG1_76800.1, SMRG1_76800.4	T265_00453
OG0001395	SMRG1_25760.1	T265_05397
OG0001396	SMRG1_48430.1, SMRG1_48440.1, SMRG1_48440.2, SMRG1_48440.3, SMRG1_48440.4	T265_04051
OG0001397	SMRG1_62910.1, SMRG1_62910.2, SMRG1_62910.3	T265_05166
OG0001398	SMRG1_10860.1	T265_14744
OG0001399	SMRG1_93060.2, SMRG1_93060.4, SMRG1_93050.1, SMRG1_93060.5, SMRG1_93060.1, SMRG1_93060.3	T265_07384
OG0001400	SMRG1_81830.1, SMRG1_81830.2	T265_13928
OG0001401	SMRG1_51320.2, SMRG1_51320.1, SMRG1_51320.3	T265_02697
OG0001402	SMRG1_26060.1, SMRG1_26060.2	T265_07539, T265_03846
OG0001403	SMRG1_55620.2, SMRG1_55620.1, SMRG1_55620.3	T265_11145
OG0001404	SMRG1_19070.1	T265_08776
OG0001405	SMRG1_33500.2, SMRG1_33500.3, SMRG1_33500.1, SMRG1_33500.4	T265_06509, T265_12170
OG0001406	SMRG1_29360.1	T265_02953
OG0001408	SMRG1_24320.1, SMRG1_24320.2, SMRG1_24300.1	T265_01105
OG0001410	SMRG1_35100.1, SMRG1_35100.2, SMRG1_35090.1	T265_01911
OG0001411	SMRG1_28630.1	T265_09016
OG0001412	SMRG1_28720.2, SMRG1_28720.1, SMRG1_28720.3	T265_15135, T265_15134
OG0001413	SMRG1_95580.1, SMRG1_95580.2	T265_15458
OG0001414	SMRG1_4150.1, SMRG1_4140.2, SMRG1_4140.1, SMRG1_4140.3	T265_06660
OG0001415	SMRG1_31380.1	T265_12583
OG0001416	SMRG1_14060.2, SMRG1_14060.1	T265_15557
OG0001417	SMRG1_11900.1	T265_01847
OG0001418	SMRG1_1630.1	T265_05264
OG0001419	SMRG1_66850.1, SMRG1_66850.6, SMRG1_66850.5, SMRG1_66850.2, SMRG1_66850.4, SMRG1_66850.3, SMRG1_66850.7	T265_10451
OG0001420	SMRG1_83170.1, SMRG1_83170.2	T265_16318
OG0001421	SMRG1_36920.4, SMRG1_36920.3, SMRG1_36920.1, SMRG1_36920.2	T265_06472
OG0001422	SMRG1_75620.1, SMRG1_75620.2	T265_11255
OG0001423	SMRG1_10770.1	T265_04431
OG0001424	SMRG1_9000.5, SMRG1_9000.6, SMRG1_9000.9, SMRG1_9000.2, SMRG1_9000.4, SMRG1_9000.7, SMRG1_9000.8, SMRG1_9000.1, SMRG1_9000.3	T265_03034
OG0001425	SMRG1_25590.1, SMRG1_25590.2, SMRG1_25590.3	T265_07510
OG0001426	SMRG1_5970.3, SMRG1_5970.1, SMRG1_5970.2	T265_14581
OG0001427	SMRG1_26070.1, SMRG1_26070.2, SMRG1_26070.3, SMRG1_26070.4, SMRG1_26070.5, SMRG1_26070.6, SMRG1_26070.7	T265_05041
OG0001428	SMRG1_2430.1	T265_02928
OG0001429	SMRG1_53630.1	T265_12422
OG0001431	SMRG1_65970.1	T265_01123
OG0001432	SMRG1_21700.1	T265_10509
OG0001433	SMRG1_21200.4, SMRG1_21200.3, SMRG1_21200.1, SMRG1_21200.2	T265_15424
OG0001434	SMRG1_96420.1, SMRG1_96420.2	T265_04812
OG0001435	SMRG1_77840.4, SMRG1_77840.5, SMRG1_77840.6, SMRG1_77840.3, SMRG1_77840.2, SMRG1_77840.1	T265_14120
OG0001436	SMRG1_78240.1, SMRG1_78240.2, SMRG1_78240.3, SMRG1_78240.4, SMRG1_78240.5, SMRG1_78240.6	T265_10576
OG0001437	SMRG1_50750.1, SMRG1_55140.1, SMRG1_55140.2	T265_12582
OG0001438	SMRG1_18430.2, SMRG1_18430.1, SMRG1_18430.3	T265_03681
OG0001439	SMRG1_76310.1	T265_02218
OG0001440	SMRG1_37440.1, SMRG1_37440.2, SMRG1_37440.3, SMRG1_37440.4	T265_02878
OG0001441	SMRG1_91160.1, SMRG1_91160.2	T265_07339
OG0001443	SMRG1_18940.5, SMRG1_18940.7, SMRG1_18940.6, SMRG1_18940.1, SMRG1_18940.4, SMRG1_18940.2, SMRG1_18940.3	T265_09543
OG0001444	SMRG1_73350.1, SMRG1_73350.2, SMRG1_73350.4, SMRG1_73350.3	T265_13620
OG0001445	SMRG1_74310.2, SMRG1_74310.4, SMRG1_74310.3, SMRG1_74310.5, SMRG1_74310.1	T265_09117
OG0001453	SMRG1_52910.12, SMRG1_52910.8, SMRG1_52910.13, SMRG1_52910.9, SMRG1_52910.1, SMRG1_52910.11, SMRG1_52910.4, SMRG1_52910.6, SMRG1_52910.7, SMRG1_52910.3, SMRG1_52910.10, SMRG1_52910.2, SMRG1_52910.5	T265_00365
OG0001454	SMRG1_83380.1	T265_02228
OG0001455	SMRG1_97550.1, SMRG1_97550.2, SMRG1_97550.3, SMRG1_97550.4	T265_11649
OG0001456	SMRG1_69310.1, SMRG1_69310.2	T265_05111
OG0001457	SMRG1_5050.1, SMRG1_5040.1	T265_04536
OG0001458	SMRG1_30270.1, SMRG1_30270.2	T265_04521
OG0001459	SMRG1_57720.1, SMRG1_57710.1	T265_15689
OG0001460	SMRG1_36160.2, SMRG1_36160.4, SMRG1_36160.1, SMRG1_36160.3, SMRG1_36160.6, SMRG1_36160.5	T265_14339
OG0001461	SMRG1_28380.1	T265_06464
OG0001462	SMRG1_58180.1, SMRG1_58180.2	T265_07001
OG0001463	SMRG1_61240.1, SMRG1_61250.1, SMRG1_61250.2, SMRG1_61250.3	T265_05105
OG0001464	SMRG1_53860.1, SMRG1_53860.3, SMRG1_53860.2, SMRG1_53860.4	T265_09082
OG0001465	SMRG1_75840.1	T265_07647
OG0001466	SMRG1_4810.1, SMRG1_4810.2, SMRG1_4810.3	T265_14982
OG0001467	SMRG1_63500.1	T265_00617
OG0001468	SMRG1_4440.1, SMRG1_4440.2	T265_06819
OG0001469	SMRG1_82990.2, SMRG1_82990.4, SMRG1_82990.1, SMRG1_82990.3	T265_01693
OG0001470	SMRG1_65210.3, SMRG1_65210.4, SMRG1_65210.1, SMRG1_65210.2	T265_14595, T265_15746
OG0001471	SMRG1_60240.1, SMRG1_60240.3, SMRG1_60240.2, SMRG1_60240.4	T265_15237
OG0001472	SMRG1_65110.2, SMRG1_65110.1, SMRG1_65110.3	T265_08050
OG0001473	SMRG1_74640.1	T265_00769
OG0001474	SMRG1_40680.2, SMRG1_40680.1, SMRG1_40680.3	T265_11473
OG0001475	SMRG1_55080.1, SMRG1_55080.2, SMRG1_55080.4, SMRG1_55080.3	T265_14342
OG0001476	SMRG1_8090.1	T265_05560
OG0001477	SMRG1_56370.2, SMRG1_56370.4, SMRG1_56370.3, SMRG1_56370.5, SMRG1_56370.1, SMRG1_56370.6	T265_06773
OG0001478	SMRG1_21750.1	T265_00873
OG0001479	SMRG1_9130.3, SMRG1_9130.4, SMRG1_9130.5, SMRG1_9130.2, SMRG1_9130.1	T265_08475
OG0001480	SMRG1_10430.1, SMRG1_10430.2, SMRG1_10430.3	T265_01604
OG0001481	SMRG1_48250.1	T265_14626, T265_14628, T265_14627
OG0001482	SMRG1_93610.1, SMRG1_93610.2, SMRG1_93610.3, SMRG1_93610.6, SMRG1_93610.4, SMRG1_93610.5, SMRG1_93610.7	T265_05352
OG0001483	SMRG1_71570.2, SMRG1_71570.1	T265_01269, T265_01266
OG0001484	SMRG1_22710.1, SMRG1_22710.3, SMRG1_22710.2, SMRG1_22710.4	T265_10296
OG0001485	SMRG1_33930.1, SMRG1_33930.2	T265_10549
OG0001486	SMRG1_53450.1, SMRG1_53450.2, SMRG1_53450.3	T265_02851
OG0001487	SMRG1_24750.1, SMRG1_24750.2	T265_09627, T265_15615
OG0001488	SMRG1_36040.1, SMRG1_36040.2	T265_01494
OG0001488	SMRG1_96770.1	T265_04399, T265_08966
OG0001489	SMRG1_25510.2, SMRG1_25510.1, SMRG1_25510.3	T265_05991
OG0001490	SMRG1_31610.1, SMRG1_31610.2	T265_13139
OG0001491	SMRG1_5370.1, SMRG1_5370.2	T265_07832
OG0001492	SMRG1_49120.3, SMRG1_49130.1, SMRG1_49120.1, SMRG1_49120.2	T265_04063, T265_04062
OG0001493	SMRG1_46410.1, SMRG1_46410.2	T265_03979
OG0001494	SMRG1_26490.3, SMRG1_26490.4, SMRG1_26490.1, SMRG1_26490.2	T265_14892, T265_09586
OG0001495	SMRG1_7230.1, SMRG1_7230.2	T265_06435
OG0001496	SMRG1_76390.1, SMRG1_76390.3, SMRG1_76390.2	T265_01743
OG0001497	SMRG1_34500.1, SMRG1_34500.2, SMRG1_34500.4, SMRG1_34500.3	T265_02802
OG0001498	SMRG1_45650.2, SMRG1_45650.1	T265_03502
OG0001499	SMRG1_64950.2, SMRG1_64950.3, SMRG1_64950.1, SMRG1_64950.4	T265_01557
OG0001501	SMRG1_94100.1, SMRG1_94100.2, SMRG1_94100.3	T265_04822
OG0001502	SMRG1_81200.1, SMRG1_1220.1	T265_14792, T265_14789, T265_16258
OG0001503	SMRG1_52290.1, SMRG1_52290.2, SMRG1_52290.3, SMRG1_52290.4, SMRG1_52290.5, SMRG1_52290.6	T265_05097, T265_12399
OG0001504	SMRG1_63990.1	T265_03352
OG0001505	SMRG1_94720.1, SMRG1_94680.1, SMRG1_94710.1	T265_15355, T265_15356, T265_16009, T265_11133, T265_11141
OG0001506	SMRG1_13780.1	T265_13987
OG0001507	SMRG1_52770.1	T265_01301
OG0001508	SMRG1_38890.4, SMRG1_38890.2, SMRG1_38890.3, SMRG1_38890.1	T265_14041
OG0001509	SMRG1_75280.1	T265_09841, T265_15907
OG0001511	SMRG1_31830.1, SMRG1_31830.2	T265_10772
OG0001512	SMRG1_71660.1, SMRG1_71660.2, SMRG1_71660.3, SMRG1_71660.4	T265_05456
OG0001513	SMRG1_13970.1	T265_14406
OG0001514	SMRG1_610.1	T265_02478
OG0001515	SMRG1_2100.1, SMRG1_8880.1	T265_03047, T265_13123
OG0001516	SMRG1_19290.1	T265_07259
OG0001517	SMRG1_27650.1, SMRG1_27650.2	T265_05985
OG0001518	SMRG1_76440.1	T265_01746
OG0001519	SMRG1_76270.1	T265_08195
OG0001521	SMRG1_55450.1, SMRG1_55450.2	T265_01208, T265_16307
OG0001522	SMRG1_9490.3, SMRG1_9490.1, SMRG1_9490.2	T265_14252
OG0001523	SMRG1_49250.1, SMRG1_49250.2	T265_11980
OG0001524	SMRG1_82680.1	T265_02241
OG0001525	SMRG1_33820.1, SMRG1_33820.2, SMRG1_33820.3, SMRG1_33820.4	T265_08346
OG0001526	SMRG1_53430.4, SMRG1_53430.6, SMRG1_53430.1, SMRG1_53430.5, SMRG1_53430.2, SMRG1_53430.3	T265_00835
OG0001527	SMRG1_90400.1, SMRG1_90400.2	T265_12883
OG0001528	SMRG1_43220.1, SMRG1_43220.2, SMRG1_43220.3, SMRG1_43220.4	T265_08066
OG0001529	SMRG1_61890.1, SMRG1_61890.2, SMRG1_61890.3, SMRG1_61890.8, SMRG1_61890.9, SMRG1_61890.4, SMRG1_61890.5, SMRG1_61890.6, SMRG1_61890.10, SMRG1_61890.11, SMRG1_61890.7	T265_12570
OG0001530	SMRG1_47330.5, SMRG1_47330.6, SMRG1_47330.7, SMRG1_47330.4, SMRG1_47330.3, SMRG1_47330.1, SMRG1_47330.2	T265_09171
OG0001531	SMRG1_18280.1, SMRG1_18290.1	T265_04383
OG0001533	SMRG1_59180.1, SMRG1_59180.2, SMRG1_59180.5, SMRG1_59180.3, SMRG1_59180.4	T265_09632
OG0001534	SMRG1_74950.1, SMRG1_74950.2	T265_02002
OG0001535	SMRG1_88270.2, SMRG1_88270.6, SMRG1_88270.3, SMRG1_88270.4, SMRG1_88270.1, SMRG1_88270.5	T265_00031
OG0001537	SMRG1_370.1, SMRG1_350.1, SMRG1_350.2	T265_07231, T265_07233
OG0001538	SMRG1_89050.1, SMRG1_89050.2, SMRG1_89050.3	T265_04172
OG0001539	SMRG1_500.1	T265_03334
OG0001540	SMRG1_39110.1	T265_04996
OG0001541	SMRG1_84780.1	T265_13925
OG0001542	SMRG1_48850.1, SMRG1_48850.2, SMRG1_48850.3	T265_07214
OG0001543	SMRG1_84640.1, SMRG1_84640.2, SMRG1_84640.3	T265_07128
OG0001544	SMRG1_12180.1, SMRG1_12180.2	T265_12018
OG0001546	SMRG1_36390.1, SMRG1_36390.2	T265_03376
OG0001547	SMRG1_45210.1, SMRG1_45210.2, SMRG1_45210.3	T265_04460
OG0001554	SMRG1_30800.1	T265_03627
OG0001555	SMRG1_76420.1, SMRG1_76400.1	T265_12003
OG0001556	SMRG1_32320.1, SMRG1_32320.2	T265_05427
OG0001557	SMRG1_41320.1, SMRG1_41320.3, SMRG1_41320.2	T265_02616
OG0001558	SMRG1_81090.1, SMRG1_80570.1, SMRG1_80570.2, SMRG1_81140.1, SMRG1_81140.2, SMRG1_97960.1, SMRG1_68510.1, SMRG1_68560.1, SMRG1_68560.3, SMRG1_68560.2	T265_05296
OG0001560	SMRG1_63730.1, SMRG1_63730.2	T265_03153
OG0001561	SMRG1_46440.2, SMRG1_46440.1, SMRG1_46440.3	T265_00466
OG0001562	SMRG1_75360.1, SMRG1_75360.2	T265_07195, T265_14225, T265_14226, T265_14228
OG0001563	SMRG1_44000.1, SMRG1_44000.2	T265_08071
OG0001564	SMRG1_49630.3, SMRG1_49630.1, SMRG1_49630.2, SMRG1_49630.4	T265_09439, T265_09367, T265_15503
OG0001565	SMRG1_65520.1, SMRG1_65520.2, SMRG1_65520.3	T265_13020, T265_13021
OG0001566	SMRG1_63630.3, SMRG1_63630.4, SMRG1_63630.6, SMRG1_63630.5, SMRG1_63630.1, SMRG1_63630.2	T265_01168
OG0001567	SMRG1_78110.1, SMRG1_78110.2	T265_11351
OG0001568	SMRG1_80780.2, SMRG1_80780.6, SMRG1_80780.7, SMRG1_80780.1, SMRG1_80780.3, SMRG1_80780.4, SMRG1_80780.5	T265_08844
OG0001569	SMRG1_21920.1, SMRG1_21920.4, SMRG1_21920.2, SMRG1_21920.3, SMRG1_21920.5	T265_08597, T265_06165
OG0001570	SMRG1_72370.2, SMRG1_72370.1, SMRG1_45080.1	T265_14294, T265_15779
OG0001571	SMRG1_6170.1	T265_06223, T265_06225
OG0001572	SMRG1_63650.1, SMRG1_63650.2, SMRG1_63650.3	T265_08929
OG0001573	SMRG1_26570.3, SMRG1_26570.1, SMRG1_26570.2, SMRG1_26570.4	T265_14303
OG0001574	SMRG1_35410.1	T265_11245
OG0001575	SMRG1_11240.1	T265_01850
OG0001576	SMRG1_89510.1, SMRG1_89510.2, SMRG1_89510.3	T265_05959
OG0001577	SMRG1_29120.1, SMRG1_29120.2	T265_10560
OG0001578	SMRG1_56990.1, SMRG1_56990.2, SMRG1_56990.3	T265_03834
OG0001579	SMRG1_18030.1, SMRG1_18030.3, SMRG1_18030.4, SMRG1_18030.5, SMRG1_18030.2	T265_00891, T265_12293
OG0001580	SMRG1_42270.1, SMRG1_42270.5, SMRG1_42270.6, SMRG1_42270.7, SMRG1_42270.4, SMRG1_42270.2, SMRG1_42270.3	T265_11044, T265_11046
OG0001581	SMRG1_79090.3, SMRG1_79090.1, SMRG1_79090.2	T265_13097
OG0001582	SMRG1_56610.1, SMRG1_56610.2, SMRG1_56610.3, SMRG1_56610.4, SMRG1_56610.5	T265_00284
OG0001583	SMRG1_42160.1, SMRG1_42160.2, SMRG1_42150.1, SMRG1_42160.3	T265_07844
OG0001584	SMRG1_34820.2, SMRG1_34820.1, SMRG1_34820.3	T265_13141, T265_00101, T265_14080
OG0001585	SMRG1_40290.1	T265_13043
OG0001586	SMRG1_17140.1	T265_08001
OG0001587	SMRG1_16160.2, SMRG1_16160.3, SMRG1_16160.1, SMRG1_16160.4	T265_00980
OG0001588	SMRG1_63350.1, SMRG1_63360.1, SMRG1_63360.2	T265_09362
