Orthogroup	schistosoma_margrebowiei	schistosoma_rodhaini
OG0001161	SMRG1_66200.1	SRDH2_66140.1
OG0001162	SMRG1_35830.1, SMRG1_35830.3, SMRG1_35830.2	SRDH2_33290.2, SRDH2_33290.1, SRDH2_33290.3, SRDH2_33290.4, SRDH2_33290.5, SRDH2_33290.6, SRDH2_33290.7
OG0001163	SMRG1_77740.5, SMRG1_77740.2, SMRG1_77740.4, SMRG1_77740.1, SMRG1_77740.3	SRDH2_79140.1
OG0001164	SMRG1_81580.1, SMRG1_81580.3, SMRG1_81580.5, SMRG1_81580.2, SMRG1_81580.4	SRDH2_83150.1
OG0001165	SMRG1_58200.1, SMRG1_58200.2, SMRG1_58200.3, SMRG1_58200.4	SRDH2_59060.2, SRDH2_59060.3, SRDH2_59060.4, SRDH2_59060.5, SRDH2_59060.1
OG0001166	SMRG1_10630.1, SMRG1_10630.3, SMRG1_10630.2, SMRG1_10630.4	SRDH2_11420.4, SRDH2_11420.1, SRDH2_11420.2, SRDH2_11420.3
OG0001167	SMRG1_35820.1, SMRG1_35820.3, SMRG1_35820.2	SRDH2_33270.1, SRDH2_33270.2, SRDH2_33270.3, SRDH2_33270.4
OG0001168	SMRG1_12140.1	SRDH2_14570.1, SRDH2_14570.3, SRDH2_14570.4, SRDH2_14570.5, SRDH2_14570.2, SRDH2_14570.6
OG0001169	SMRG1_50830.1	SRDH2_50920.1, SRDH2_50920.2
OG0001170	SMRG1_10930.1, SMRG1_10930.2	SRDH2_11730.1
OG0001171	SMRG1_15040.3, SMRG1_15040.2, SMRG1_15040.1, SMRG1_14960.3, SMRG1_14960.4, SMRG1_14960.1, SMRG1_14960.2	SRDH2_16050.2, SRDH2_16050.1, SRDH2_16050.3
OG0001172	SMRG1_60270.1	SRDH2_62080.3, SRDH2_62080.7, SRDH2_62080.6, SRDH2_62080.1, SRDH2_62080.4, SRDH2_62080.5, SRDH2_62080.2
OG0001173	SMRG1_650.1	SRDH2_1790.1, SRDH2_1790.2
OG0001175	SMRG1_76790.1, SMRG1_52700.1, SMRG1_52700.2	SRDH2_53930.4, SRDH2_53930.1, SRDH2_53930.2, SRDH2_53930.3
OG0001176	SMRG1_74040.1, SMRG1_74040.2, SMRG1_74040.3, SMRG1_74040.4	SRDH2_75260.6, SRDH2_75260.1, SRDH2_75260.2, SRDH2_75260.3, SRDH2_75260.4, SRDH2_75260.5, SRDH2_75260.7
OG0001177	SMRG1_24960.1	SRDH2_25230.2, SRDH2_25230.1
OG0001178	SMRG1_2360.1	SRDH2_2720.1
OG0001178	SMRG1_2350.1	SRDH2_102480.1, SRDH2_102470.1, SRDH2_2710.1, SRDH2_2710.4, SRDH2_2710.6, SRDH2_2710.2, SRDH2_2710.3, SRDH2_2710.5, SRDH2_2710.7
OG0001179	SMRG1_94540.1, SMRG1_94540.2	SRDH2_96580.1
OG0001180	SMRG1_9020.4, SMRG1_9020.2, SMRG1_9020.3, SMRG1_9020.1	SRDH2_9650.3, SRDH2_9650.6, SRDH2_9650.1, SRDH2_9650.8, SRDH2_9650.2, SRDH2_9650.5, SRDH2_9650.7, SRDH2_9650.4, SRDH2_9650.9, SRDH2_9650.10
OG0001181	SMRG1_58220.3, SMRG1_58220.5, SMRG1_58220.2, SMRG1_58220.1, SMRG1_58220.4	SRDH2_59110.2, SRDH2_59110.3, SRDH2_59110.5, SRDH2_59110.4, SRDH2_59110.6, SRDH2_59110.1
OG0001182	SMRG1_36060.1, SMRG1_36060.2, SMRG1_36060.3, SMRG1_36060.4	SRDH2_33540.1, SRDH2_33540.2, SRDH2_33540.3
OG0001183	SMRG1_10670.1	SRDH2_11430.6, SRDH2_11430.1, SRDH2_11430.3, SRDH2_11430.7, SRDH2_11430.2, SRDH2_11430.10, SRDH2_11430.4, SRDH2_11430.5, SRDH2_11430.8, SRDH2_11430.9
OG0001184	SMRG1_97850.1, SMRG1_97980.1	SRDH2_3600.4, SRDH2_3600.6, SRDH2_3600.7, SRDH2_3600.5, SRDH2_3600.1, SRDH2_3600.8, SRDH2_3600.2, SRDH2_3600.9, SRDH2_3600.3
OG0001185	SMRG1_10280.6, SMRG1_10280.1, SMRG1_10280.2, SMRG1_10280.3, SMRG1_10280.5, SMRG1_10280.4, SMRG1_10280.8, SMRG1_10280.7	SRDH2_11110.1, SRDH2_11110.2, SRDH2_11110.4, SRDH2_11110.3, SRDH2_11110.5
OG0001186	SMRG1_4720.1, SMRG1_4720.2	SRDH2_4970.1, SRDH2_4970.2, SRDH2_4970.3
OG0001187	SMRG1_31360.1	SRDH2_31630.1
OG0001188	SMRG1_7550.1, SMRG1_7550.2	SRDH2_8120.3, SRDH2_8120.2, SRDH2_8120.1, SRDH2_8120.4, SRDH2_8120.5
OG0001189	SMRG1_13880.1, SMRG1_13880.5, SMRG1_13880.3, SMRG1_13880.2, SMRG1_13880.4, SMRG1_13880.6	SRDH2_13510.4, SRDH2_13510.3, SRDH2_13510.6, SRDH2_13510.7, SRDH2_13510.1, SRDH2_13510.2, SRDH2_13510.5
OG0001190	SMRG1_36230.1	SRDH2_33740.2, SRDH2_33740.4, SRDH2_33740.3, SRDH2_33740.1
OG0001191	SMRG1_6700.3	SRDH2_7070.1, SRDH2_7070.2
OG0001193	SMRG1_83370.1, SMRG1_83370.2, SMRG1_83370.3	SRDH2_84900.1
OG0001194	SMRG1_6220.7, SMRG1_6220.6, SMRG1_6220.4, SMRG1_6220.5, SMRG1_6220.1, SMRG1_6220.2, SMRG1_6220.3	SRDH2_6550.1
OG0001197	SMRG1_22180.1, SMRG1_22180.2, SMRG1_22180.3, SMRG1_22180.4	SRDH2_22730.1, SRDH2_22730.6, SRDH2_22730.5, SRDH2_22730.3, SRDH2_22730.2, SRDH2_22730.4
OG0001198	SMRG1_83100.1, SMRG1_83100.2, SMRG1_83100.5, SMRG1_83100.3, SMRG1_83100.4, SMRG1_83100.6, SMRG1_83100.7	SRDH2_84610.1, SRDH2_84610.2, SRDH2_84610.4, SRDH2_84610.5, SRDH2_84610.6, SRDH2_84610.3
OG0001199	SMRG1_80180.1	SRDH2_81730.1
OG0001199	SMRG1_80170.1	SRDH2_81720.1
OG0001202	SMRG1_13010.1	SRDH2_12630.6, SRDH2_12630.1, SRDH2_12630.2, SRDH2_12630.3, SRDH2_12630.4, SRDH2_12630.5
OG0001203	SMRG1_300.1	SRDH2_1430.1, SRDH2_1430.2
OG0001203	SMRG1_81500.2	SRDH2_82940.4, SRDH2_82940.5, SRDH2_100130.1
OG0001204	SMRG1_67180.1, SMRG1_67180.2, SMRG1_67180.8, SMRG1_67180.7, SMRG1_67180.5, SMRG1_67180.6, SMRG1_67180.3, SMRG1_67180.4	SRDH2_69590.1
OG0001205	SMRG1_36440.1, SMRG1_36440.2, SMRG1_36440.3	SRDH2_33960.5, SRDH2_33960.8, SRDH2_33960.9, SRDH2_33960.2, SRDH2_33960.7, SRDH2_33960.1, SRDH2_33960.3, SRDH2_33960.6, SRDH2_33960.4
OG0001206	SMRG1_49490.1, SMRG1_61820.1, SMRG1_57640.1, SMRG1_3380.1, SMRG1_46020.1, SMRG1_58630.1	SRDH2_6310.1, SRDH2_95710.1, SRDH2_270.1, SRDH2_64690.1, SRDH2_20220.1, SRDH2_34480.1, SRDH2_20210.1, SRDH2_58880.1
OG0001207	SMRG1_14500.1	SRDH2_15540.1
OG0001208	SMRG1_38130.1	SRDH2_31920.1
OG0001209	SMRG1_49370.2, SMRG1_49370.1, SMRG1_49370.4, SMRG1_49370.3, SMRG1_49370.5	SRDH2_49460.12, SRDH2_49460.2, SRDH2_49460.9, SRDH2_49460.8, SRDH2_49460.6, SRDH2_49460.10, SRDH2_49460.11, SRDH2_49460.4, SRDH2_49460.5, SRDH2_49460.7, SRDH2_49460.3, SRDH2_49460.1
OG0001210	SMRG1_94410.1	SRDH2_96440.1
OG0001211	SMRG1_17450.1, SMRG1_17450.4, SMRG1_17450.6, SMRG1_17450.8, SMRG1_17450.7, SMRG1_17450.2, SMRG1_17450.5, SMRG1_17450.3, SMRG1_17450.9	SRDH2_18110.1
OG0001212	SMRG1_24530.1, SMRG1_24580.1, SMRG1_24540.1, SMRG1_24550.1, SMRG1_24570.1	SRDH2_24890.1
OG0001213	SMRG1_6520.1	SRDH2_6870.5, SRDH2_6870.4, SRDH2_6870.1, SRDH2_6870.2, SRDH2_6870.3
OG0001214	SMRG1_28550.3, SMRG1_28550.4, SMRG1_28550.2, SMRG1_28550.1	SRDH2_28840.1, SRDH2_28840.2
OG0001215	SMRG1_64390.5, SMRG1_64390.6, SMRG1_64390.1, SMRG1_64390.3, SMRG1_64390.2, SMRG1_64390.4	SRDH2_65410.8, SRDH2_65410.1, SRDH2_65410.2, SRDH2_65410.4, SRDH2_65410.5, SRDH2_65410.6, SRDH2_65410.3, SRDH2_65410.7
OG0001216	SMRG1_26860.3, SMRG1_26860.2, SMRG1_26860.1	SRDH2_27090.1, SRDH2_27090.2
OG0001217	SMRG1_73670.1, SMRG1_73670.6, SMRG1_73670.3, SMRG1_73670.5, SMRG1_73670.4, SMRG1_73670.2	SRDH2_72620.1
OG0001218	SMRG1_12040.1	SRDH2_14450.1, SRDH2_14450.2, SRDH2_14450.3, SRDH2_14450.6, SRDH2_14450.4, SRDH2_14450.7, SRDH2_14450.5
OG0001219	SMRG1_740.1, SMRG1_740.2, SMRG1_740.3	SRDH2_1210.1, SRDH2_1210.4, SRDH2_1210.2, SRDH2_1210.3
OG0001220	SMRG1_96160.1, SMRG1_96160.2, SMRG1_96160.3, SMRG1_96160.4, SMRG1_96160.5	SRDH2_58340.1, SRDH2_98200.2, SRDH2_98200.1, SRDH2_98200.3, SRDH2_12780.1, SRDH2_12790.1
OG0001221	SMRG1_63060.2	SRDH2_64040.1
OG0001223	SMRG1_32800.1, SMRG1_32800.2, SMRG1_32800.3	SRDH2_34670.1, SRDH2_34670.2
OG0001224	SMRG1_82900.1	SRDH2_84460.2, SRDH2_84460.3, SRDH2_84460.1
OG0001225	SMRG1_62020.1	SRDH2_60480.6, SRDH2_60480.3, SRDH2_60480.7, SRDH2_60480.8, SRDH2_60480.4, SRDH2_60480.5, SRDH2_60480.1, SRDH2_60480.2
OG0001226	SMRG1_46610.2, SMRG1_46610.1, SMRG1_46610.3, SMRG1_46610.5, SMRG1_46610.7, SMRG1_46610.4, SMRG1_46610.6	SRDH2_46950.1
OG0001227	SMRG1_62470.5, SMRG1_62470.1, SMRG1_62470.3, SMRG1_62470.4, SMRG1_62470.2	SRDH2_63490.2, SRDH2_63490.1
OG0001228	SMRG1_45240.1	SRDH2_45340.1
OG0001229	SMRG1_30580.1, SMRG1_30580.2, SMRG1_30580.3	SRDH2_30870.1, SRDH2_30870.2, SRDH2_30870.4, SRDH2_30870.3
OG0001230	SMRG1_18090.1	SRDH2_17360.1
OG0001231	SMRG1_39550.1	SRDH2_39680.1
OG0001232	SMRG1_81530.1, SMRG1_81540.1	SRDH2_83110.1
OG0001233	SMRG1_5710.1, SMRG1_5710.5, SMRG1_5710.2	SRDH2_100320.1
OG0001234	SMRG1_44370.1	SRDH2_44440.1, SRDH2_44440.2
OG0001235	SMRG1_28950.4, SMRG1_28950.2, SMRG1_28950.3	SRDH2_29230.1
OG0001235	SMRG1_28950.1	SRDH2_29220.1, SRDH2_29220.2, SRDH2_29220.3
OG0001236	SMRG1_64110.1, SMRG1_64110.2	SRDH2_65120.1, SRDH2_65120.3, SRDH2_65120.4, SRDH2_65120.2, SRDH2_65120.6, SRDH2_65120.5
OG0001237	SMRG1_26780.1	SRDH2_27050.1, SRDH2_27050.2
OG0001237	SMRG1_26700.1	SRDH2_27010.1
OG0001238	SMRG1_84450.1	SRDH2_86090.1
OG0001239	SMRG1_12060.1, SMRG1_12060.2	SRDH2_14470.1, SRDH2_14470.2, SRDH2_14470.3, SRDH2_14470.4, SRDH2_14470.6, SRDH2_14470.8, SRDH2_14470.5, SRDH2_14470.7
OG0001240	SMRG1_54600.1, SMRG1_54600.2, SMRG1_54600.3	SRDH2_54950.2, SRDH2_54950.3, SRDH2_54950.4, SRDH2_54950.1, SRDH2_54950.8, SRDH2_54950.9, SRDH2_54950.5, SRDH2_54950.6, SRDH2_54950.7
OG0001241	SMRG1_61130.1	SRDH2_61250.1
OG0001241	SMRG1_75100.1	SRDH2_76320.1
OG0001242	SMRG1_56870.1, SMRG1_56870.2, SMRG1_56870.4, SMRG1_56870.3	SRDH2_57650.1, SRDH2_57650.10
OG0001243	SMRG1_6510.3, SMRG1_6510.4, SMRG1_6510.5, SMRG1_6510.1, SMRG1_6510.2	SRDH2_6850.2, SRDH2_6850.1, SRDH2_6850.3, SRDH2_6850.8, SRDH2_6850.4, SRDH2_6850.6, SRDH2_6850.7, SRDH2_6850.5
OG0001244	SMRG1_90710.3, SMRG1_90710.5, SMRG1_90710.4, SMRG1_90710.1, SMRG1_90710.6, SMRG1_90710.2	SRDH2_93110.2, SRDH2_93110.3, SRDH2_93110.1, SRDH2_93110.4
OG0001245	SMRG1_11680.1	SRDH2_14060.1
OG0001246	SMRG1_33170.1, SMRG1_33170.2	SRDH2_35040.3, SRDH2_35040.4, SRDH2_35040.10, SRDH2_35040.5, SRDH2_35040.9, SRDH2_35040.11, SRDH2_35040.8, SRDH2_35040.7, SRDH2_35040.6, SRDH2_35040.1, SRDH2_35040.2
OG0001247	SMRG1_37370.3, SMRG1_37370.4, SMRG1_37370.2, SMRG1_37370.1, SMRG1_37370.6, SMRG1_37370.5	SRDH2_37690.3, SRDH2_37690.1, SRDH2_37690.5, SRDH2_37690.2, SRDH2_37690.4
OG0001248	SMRG1_5460.1, SMRG1_5470.1	SRDH2_102320.1, SRDH2_102320.4, SRDH2_102320.2, SRDH2_102320.3, SRDH2_102320.5, SRDH2_102320.6, SRDH2_5730.2, SRDH2_5730.3, SRDH2_5730.4, SRDH2_5730.1
OG0001249	SMRG1_36150.1, SMRG1_36150.2	SRDH2_33620.3, SRDH2_33620.4, SRDH2_33620.2, SRDH2_33620.1
OG0001250	SMRG1_1800.1, SMRG1_1800.2	SRDH2_2060.1, SRDH2_2060.2
OG0001250	SMRG1_1810.1	SRDH2_2070.1
OG0001251	SMRG1_77920.1, SMRG1_77920.2	SRDH2_79310.1
OG0001252	SMRG1_52490.1, SMRG1_52490.2	SRDH2_54130.1, SRDH2_54130.2, SRDH2_54130.3, SRDH2_54130.4
OG0001253	SMRG1_55400.1, SMRG1_55400.2	SRDH2_55900.2, SRDH2_55900.3, SRDH2_55900.4, SRDH2_55900.1
OG0001254	SMRG1_32880.1	SRDH2_34730.2, SRDH2_34730.1
OG0001255	SMRG1_29040.4, SMRG1_29040.6, SMRG1_29040.2, SMRG1_29040.5, SMRG1_29040.1, SMRG1_29040.3	SRDH2_29310.1, SRDH2_29310.2
OG0001256	SMRG1_49010.5, SMRG1_49010.1, SMRG1_49010.2, SMRG1_49010.3, SMRG1_49010.4	SRDH2_49130.4, SRDH2_49130.5, SRDH2_49130.6, SRDH2_49130.1, SRDH2_49130.2, SRDH2_49130.3
OG0001257	SMRG1_27090.1	SRDH2_27340.1
OG0001258	SMRG1_77300.6, SMRG1_77300.1, SMRG1_77300.2, SMRG1_77300.3, SMRG1_77300.4, SMRG1_77300.5	SRDH2_78680.1, SRDH2_78680.3, SRDH2_78680.4, SRDH2_78680.5, SRDH2_78680.2
OG0001259	SMRG1_61270.1	SRDH2_61120.1
OG0001260	SMRG1_400.1, SMRG1_400.2, SMRG1_400.3	SRDH2_1510.1, SRDH2_1510.2, SRDH2_1510.3, SRDH2_1510.4, SRDH2_1510.5
OG0001261	SMRG1_45880.2, SMRG1_45880.1, SMRG1_45880.3, SMRG1_45880.4	SRDH2_45810.2, SRDH2_45810.6, SRDH2_45810.5, SRDH2_45810.4, SRDH2_45810.1, SRDH2_45810.3
OG0001262	SMRG1_83410.1, SMRG1_83410.3, SMRG1_83410.4, SMRG1_83410.2	SRDH2_84940.1, SRDH2_84940.2
OG0001263	SMRG1_90870.1	SRDH2_92950.1
OG0001263	SMRG1_90880.1	SRDH2_92940.1
OG0001265	SMRG1_59830.6, SMRG1_59830.7, SMRG1_59830.1, SMRG1_59830.3, SMRG1_59830.2, SMRG1_59830.4, SMRG1_59830.5	SRDH2_62500.1, SRDH2_62500.2
OG0001266	SMRG1_71170.3, SMRG1_71170.1, SMRG1_71170.2, SMRG1_71170.4	SRDH2_71850.8, SRDH2_71850.1, SRDH2_71850.2, SRDH2_71850.3, SRDH2_71850.4, SRDH2_71850.5, SRDH2_71850.6, SRDH2_71850.7
OG0001267	SMRG1_53800.1, SMRG1_53800.3, SMRG1_53800.7, SMRG1_53800.6, SMRG1_53800.2, SMRG1_53800.4, SMRG1_53800.5	SRDH2_52840.2, SRDH2_52840.1
OG0001268	SMRG1_7560.1, SMRG1_7560.2	SRDH2_8140.1
OG0001269	SMRG1_23640.5, SMRG1_23640.4, SMRG1_23640.3, SMRG1_23640.1, SMRG1_23640.2	SRDH2_24110.1
OG0001270	SMRG1_89920.1	SRDH2_91730.1
OG0001271	SMRG1_65630.3, SMRG1_65630.1, SMRG1_65630.2	SRDH2_67400.1
OG0001272	SMRG1_80740.1, SMRG1_80740.2, SMRG1_80740.3, SMRG1_80740.4	SRDH2_82310.1
OG0001273	SMRG1_74350.2, SMRG1_74350.3, SMRG1_74350.4, SMRG1_74350.1, SMRG1_74350.5	SRDH2_75580.3, SRDH2_75580.2, SRDH2_75580.4, SRDH2_75580.6, SRDH2_75580.1, SRDH2_75580.5
OG0001274	SMRG1_69530.1, SMRG1_69530.2	SRDH2_69990.1
OG0001275	SMRG1_54930.1	SRDH2_55340.1, SRDH2_55340.2
OG0001276	SMRG1_65050.1, SMRG1_65050.2, SMRG1_65050.3	SRDH2_68110.1, SRDH2_68110.4, SRDH2_68110.2, SRDH2_68110.3
OG0001277	SMRG1_3080.2, SMRG1_3080.5, SMRG1_3080.1, SMRG1_3080.3, SMRG1_3080.4	SRDH2_3270.1
OG0001278	SMRG1_91960.5, SMRG1_91960.1, SMRG1_91960.2, SMRG1_91960.3, SMRG1_91960.4	SRDH2_91970.5
OG0001279	SMRG1_35070.1	SRDH2_32560.1, SRDH2_32560.2, SRDH2_32560.3, SRDH2_32560.4, SRDH2_32560.5, SRDH2_32560.6, SRDH2_32560.7, SRDH2_32560.8
OG0001280	SMRG1_52370.1, SMRG1_52370.2	SRDH2_54260.1, SRDH2_54260.2, SRDH2_54260.3
OG0001281	SMRG1_78780.1, SMRG1_78790.1	SRDH2_80250.1, SRDH2_80270.1
OG0001282	SMRG1_96010.2, SMRG1_96010.1, SMRG1_96010.3	SRDH2_98030.4, SRDH2_98030.1, SRDH2_98030.6, SRDH2_98030.3, SRDH2_98030.2, SRDH2_98030.5
OG0001283	SMRG1_35670.1, SMRG1_35670.2, SMRG1_35670.3	SRDH2_33120.1
OG0001284	SMRG1_17230.1, SMRG1_14950.1	SRDH2_18260.6, SRDH2_18260.1, SRDH2_18260.2, SRDH2_18260.5, SRDH2_18260.3, SRDH2_18260.4
OG0001285	SMRG1_81240.1, SMRG1_68540.1, SMRG1_1190.1	SRDH2_680.1
OG0001286	SMRG1_92070.5, SMRG1_92070.4, SMRG1_92070.3, SMRG1_92070.1, SMRG1_92070.2, SMRG1_90040.1, SMRG1_90060.1	SRDH2_91850.2, SRDH2_91850.1, SRDH2_91850.3
OG0001288	SMRG1_95370.2, SMRG1_95370.1, SMRG1_95370.4, SMRG1_95370.3	SRDH2_97360.2, SRDH2_97360.4, SRDH2_97360.3, SRDH2_97360.1
OG0001289	SMRG1_29700.1, SMRG1_29700.3	SRDH2_29960.2, SRDH2_29960.3
OG0001291	SMRG1_6690.1	SRDH2_7040.1, SRDH2_7040.2, SRDH2_7040.3, SRDH2_7040.4, SRDH2_7040.7, SRDH2_7040.6, SRDH2_7040.5, SRDH2_7040.9, SRDH2_7040.10, SRDH2_7040.11, SRDH2_7040.8, SRDH2_7040.12
OG0001292	SMRG1_6830.1	SRDH2_7190.1
OG0001293	SMRG1_56040.1, SMRG1_56050.1	SRDH2_56580.2, SRDH2_56580.5, SRDH2_56580.3, SRDH2_56580.4, SRDH2_56580.1
OG0001294	SMRG1_32240.5, SMRG1_32240.1, SMRG1_32240.4, SMRG1_32240.2, SMRG1_32240.3	SRDH2_36400.1, SRDH2_36400.4, SRDH2_36400.2, SRDH2_36400.3
OG0001295	SMRG1_31870.1	SRDH2_36710.2, SRDH2_36710.5, SRDH2_36710.4, SRDH2_36710.3, SRDH2_36710.6, SRDH2_36710.8, SRDH2_36710.1, SRDH2_36710.7
OG0001296	SMRG1_7130.1	SRDH2_7640.1, SRDH2_7640.3, SRDH2_7640.2
OG0001297	SMRG1_13470.1	SRDH2_13230.1
OG0001298	SMRG1_36340.3	SRDH2_33830.3
OG0001299	SMRG1_32810.3, SMRG1_32810.4, SMRG1_32810.1, SMRG1_32810.2	SRDH2_34680.1
OG0001300	SMRG1_5780.2, SMRG1_5780.3, SMRG1_5780.6, SMRG1_5780.1, SMRG1_5780.4, SMRG1_5780.5	SRDH2_6100.1
OG0001301	SMRG1_55020.1, SMRG1_55020.2, SMRG1_55020.3	SRDH2_55430.3, SRDH2_55430.5, SRDH2_55430.7, SRDH2_55430.8, SRDH2_55430.2, SRDH2_55430.4, SRDH2_55430.6, SRDH2_55430.1
OG0001302	SMRG1_2210.1	SRDH2_45950.1, SRDH2_2500.1, SRDH2_2500.3, SRDH2_2500.2
OG0001303	SMRG1_31850.1, SMRG1_31850.4, SMRG1_31850.2, SMRG1_31850.3, SMRG1_31850.5, SMRG1_31850.6	SRDH2_36720.1
OG0001304	SMRG1_89600.4, SMRG1_89600.6, SMRG1_89600.2, SMRG1_89600.1, SMRG1_89600.3, SMRG1_89600.5	SRDH2_91380.1
OG0001305	SMRG1_420.1	SRDH2_1540.1, SRDH2_1540.2, SRDH2_1540.3, SRDH2_1540.5, SRDH2_1540.4
OG0001306	SMRG1_62130.1, SMRG1_62130.2	SRDH2_63120.1, SRDH2_63110.1
OG0001307	SMRG1_82260.1	SRDH2_83640.1
OG0001307	SMRG1_82250.1	SRDH2_83610.1
OG0001308	SMRG1_96120.1, SMRG1_96120.2	SRDH2_98170.1, SRDH2_98160.1
OG0001309	SMRG1_74670.1	SRDH2_75870.1
OG0001310	SMRG1_27590.1, SMRG1_27580.3, SMRG1_27580.2, SMRG1_27580.1	SRDH2_27890.5, SRDH2_27890.4, SRDH2_27890.1, SRDH2_27890.2, SRDH2_27890.3
OG0001311	SMRG1_44380.3, SMRG1_44380.2, SMRG1_44380.5, SMRG1_44380.1, SMRG1_44380.4	SRDH2_44430.1, SRDH2_44430.3, SRDH2_44430.2
OG0001312	SMRG1_31630.1, SMRG1_31630.2	SRDH2_36970.1, SRDH2_36970.10, SRDH2_36970.11, SRDH2_36970.3, SRDH2_36970.4, SRDH2_36970.5, SRDH2_36970.7, SRDH2_36970.8, SRDH2_36970.9, SRDH2_36970.6, SRDH2_36970.2, SRDH2_36970.12
OG0001313	SMRG1_42050.1, SMRG1_42050.2, SMRG1_42050.3, SMRG1_42050.4	SRDH2_42110.1, SRDH2_42120.1
OG0001314	SMRG1_10130.1, SMRG1_10130.4, SMRG1_10130.8, SMRG1_10130.7, SMRG1_10130.3, SMRG1_10130.10, SMRG1_10130.2, SMRG1_10130.6, SMRG1_10130.9, SMRG1_10130.5	SRDH2_10880.1, SRDH2_10880.5, SRDH2_10880.8, SRDH2_10880.6, SRDH2_10880.9, SRDH2_10880.7, SRDH2_10880.2, SRDH2_10880.4, SRDH2_10880.3
OG0001315	SMRG1_31580.2, SMRG1_31580.4, SMRG1_31580.1, SMRG1_31580.3	SRDH2_37020.4, SRDH2_37020.2, SRDH2_37020.1, SRDH2_37020.6, SRDH2_37020.3, SRDH2_37020.5, SRDH2_37020.7, SRDH2_37020.8, SRDH2_37020.9
OG0001316	SMRG1_35180.1	SRDH2_32650.3, SRDH2_32650.4, SRDH2_32650.5, SRDH2_32650.2, SRDH2_32650.1
OG0001316	SMRG1_85940.1	SRDH2_87970.1
OG0001317	SMRG1_14410.1, SMRG1_14410.2	SRDH2_15450.1, SRDH2_15450.2
OG0001319	SMRG1_39580.1	SRDH2_39710.2, SRDH2_39710.5, SRDH2_39710.6
OG0001320	SMRG1_64150.1, SMRG1_64150.2, SMRG1_64150.4, SMRG1_64150.5, SMRG1_64150.6, SMRG1_64150.3	SRDH2_65150.3, SRDH2_65150.1, SRDH2_65150.2, SRDH2_65150.4, SRDH2_65150.5
OG0001321	SMRG1_20620.1, SMRG1_20610.1, SMRG1_20610.2, SMRG1_20610.3	SRDH2_21640.1
OG0001322	SMRG1_48380.2	SRDH2_48520.2, SRDH2_48520.5, SRDH2_48520.6
OG0001323	SMRG1_1030.1, SMRG1_1030.4, SMRG1_1030.2, SMRG1_1030.3	SRDH2_890.1, SRDH2_890.4, SRDH2_890.7, SRDH2_890.2, SRDH2_890.5, SRDH2_890.6, SRDH2_890.3
OG0001324	SMRG1_87880.1, SMRG1_87880.4, SMRG1_87880.3, SMRG1_87880.2, SMRG1_87880.5	SRDH2_90480.1
OG0001325	SMRG1_97450.1	SRDH2_99510.16, SRDH2_99510.17, SRDH2_99510.13, SRDH2_99510.14, SRDH2_99510.1, SRDH2_99510.10, SRDH2_99510.12, SRDH2_99510.15, SRDH2_99510.2, SRDH2_99510.3, SRDH2_99510.4, SRDH2_99510.5, SRDH2_99510.6, SRDH2_99510.7, SRDH2_99510.8, SRDH2_99510.11, SRDH2_99510.9
OG0001326	SMRG1_54280.1	SRDH2_54680.5, SRDH2_54680.2, SRDH2_54680.4, SRDH2_54680.6
OG0001327	SMRG1_92240.1, SMRG1_92240.2, SMRG1_92240.3, SMRG1_92240.4, SMRG1_92240.5, SMRG1_92240.6, SMRG1_92240.7, SMRG1_92240.8	SRDH2_93910.1
OG0001328	SMRG1_4330.1, SMRG1_4330.2, SMRG1_4330.4, SMRG1_4330.3	SRDH2_4570.3, SRDH2_4570.1, SRDH2_4570.2
OG0001330	SMRG1_31020.1, SMRG1_31020.2	SRDH2_31290.1, SRDH2_31290.2, SRDH2_31290.3, SRDH2_31290.4, SRDH2_31290.6, SRDH2_31290.5
OG0001331	SMRG1_48790.3, SMRG1_48790.1, SMRG1_48790.2, SMRG1_48800.1	SRDH2_48950.1, SRDH2_48950.2, SRDH2_48950.3, SRDH2_48950.4, SRDH2_48950.5
OG0001332	SMRG1_61600.1	SRDH2_60840.1
OG0001332	SMRG1_71270.1	SRDH2_73680.1
OG0001333	SMRG1_64820.1	SRDH2_67880.1, SRDH2_67880.2, SRDH2_67880.3, SRDH2_67880.4, SRDH2_67880.5, SRDH2_67880.6
OG0001334	SMRG1_460.1	SRDH2_1580.1, SRDH2_1580.2
OG0001335	SMRG1_30870.1, SMRG1_30870.2	SRDH2_31150.1
OG0001336	SMRG1_46940.1	SRDH2_47130.1
OG0001337	SMRG1_54430.3, SMRG1_54430.5, SMRG1_54430.1, SMRG1_54430.4, SMRG1_54430.2	SRDH2_54790.3, SRDH2_54790.2, SRDH2_54790.6, SRDH2_54790.1, SRDH2_54790.5, SRDH2_54790.4
OG0001338	SMRG1_37240.1, SMRG1_37240.2	SRDH2_37820.1
OG0001339	SMRG1_10820.5, SMRG1_10820.6, SMRG1_10820.1, SMRG1_10820.2, SMRG1_10820.4, SMRG1_10820.3, SMRG1_10820.7	SRDH2_11590.1, SRDH2_11590.4, SRDH2_11590.2, SRDH2_11590.3
OG0001340	SMRG1_9120.1, SMRG1_9120.3, SMRG1_9120.4, SMRG1_9120.2, SMRG1_9120.5	SRDH2_9790.1, SRDH2_9780.1
OG0001341	SMRG1_77470.5, SMRG1_77470.1, SMRG1_77470.3, SMRG1_77470.4, SMRG1_77470.2	SRDH2_78870.1
