Orthogroup	schistosoma_margrebowiei	schistosoma_haematobium
OG0000659	SMRG1_42000.5, SMRG1_42000.1, SMRG1_42000.2, SMRG1_42000.3, SMRG1_42000.4, SMRG1_42000.7	SHAE2_44630.5, SHAE2_44630.7, SHAE2_44630.2, SHAE2_44630.8, SHAE2_44630.1, SHAE2_44630.3, SHAE2_44630.6
OG0000662	SMRG1_52850.1	SHAE2_55530.7, SHAE2_55530.1, SHAE2_55530.3, SHAE2_55530.2, SHAE2_55530.4, SHAE2_55530.5, SHAE2_55530.6
OG0000663	SMRG1_38150.2, SMRG1_38150.1, SMRG1_38150.3	SHAE2_41020.4, SHAE2_41020.2, SHAE2_41020.1, SHAE2_41020.3, SHAE2_41020.7, SHAE2_41020.8, SHAE2_41020.6, SHAE2_41020.5
OG0000664	SMRG1_11930.1, SMRG1_11930.2	SHAE2_14180.5, SHAE2_14180.6, SHAE2_14180.7, SHAE2_14180.3, SHAE2_14180.4, SHAE2_14180.1, SHAE2_14180.2
OG0000665	SMRG1_73660.1, SMRG1_73660.2	SHAE2_77460.4, SHAE2_77460.1, SHAE2_77460.3, SHAE2_77460.2
OG0000666	SMRG1_62390.1, SMRG1_62390.2, SMRG1_62390.3	SHAE2_65920.2
OG0000666	SMRG1_62390.4	SHAE2_65920.3, SHAE2_65920.4
OG0000667	SMRG1_5930.6, SMRG1_5930.8	SHAE2_6720.1
OG0000668	SMRG1_53030.2, SMRG1_53030.5, SMRG1_53030.1, SMRG1_53030.3, SMRG1_53030.4	SHAE2_55720.1, SHAE2_55720.5, SHAE2_55720.2, SHAE2_55720.6, SHAE2_55720.7, SHAE2_55720.4, SHAE2_55720.3
OG0000669	SMRG1_69860.1, SMRG1_69860.2, SMRG1_69860.3, SMRG1_69860.4, SMRG1_69860.5	SHAE2_72600.4, SHAE2_72600.9, SHAE2_72600.1, SHAE2_72600.2, SHAE2_72600.3, SHAE2_72600.5, SHAE2_72600.6, SHAE2_72600.7, SHAE2_72600.10, SHAE2_72600.8
OG0000671	SMRG1_77210.3, SMRG1_77210.1, SMRG1_77210.2	SHAE2_81090.4, SHAE2_81090.3, SHAE2_81090.1, SHAE2_81090.2, SHAE2_81090.5
OG0000672	SMRG1_44450.1	SHAE2_47050.2, SHAE2_47050.3, SHAE2_47050.4, SHAE2_47050.5, SHAE2_47050.1
OG0000673	SMRG1_15670.1, SMRG1_15670.2, SMRG1_15670.3, SMRG1_15670.4	SHAE2_18160.1
OG0000674	SMRG1_78710.1, SMRG1_78710.2, SMRG1_78710.3	SHAE2_82650.3, SHAE2_82650.6, SHAE2_82650.1, SHAE2_82650.2, SHAE2_82650.4, SHAE2_82650.5, SHAE2_82650.7
OG0000675	SMRG1_72810.1, SMRG1_72810.4	SHAE2_76490.1
OG0000676	SMRG1_82470.1, SMRG1_82470.2, SMRG1_82470.3, SMRG1_82470.4, SMRG1_82470.5, SMRG1_82470.6, SMRG1_82470.7, SMRG1_82470.8, SMRG1_82470.9	SHAE2_86060.1
OG0000677	SMRG1_5010.1, SMRG1_5010.8, SMRG1_5010.11, SMRG1_5010.9, SMRG1_5010.16, SMRG1_5010.17, SMRG1_5010.14, SMRG1_5010.15, SMRG1_5010.4, SMRG1_5010.13, SMRG1_5010.6, SMRG1_5010.5, SMRG1_5010.12, SMRG1_5010.10, SMRG1_5010.7, SMRG1_5010.3, SMRG1_5010.2	SHAE2_5740.1
OG0000678	SMRG1_34530.3	SHAE2_37280.1, SHAE2_37280.7, SHAE2_37280.5, SHAE2_37280.3, SHAE2_37280.4, SHAE2_37280.8
OG0000679	SMRG1_72880.1	SHAE2_76550.4, SHAE2_76550.5, SHAE2_76550.8, SHAE2_76550.1, SHAE2_76550.3, SHAE2_76550.6, SHAE2_76550.2, SHAE2_76550.7
OG0000680	SMRG1_18070.3, SMRG1_18070.1, SMRG1_18070.4, SMRG1_18070.5, SMRG1_18070.2	SHAE2_19060.1, SHAE2_19060.2, SHAE2_19060.3, SHAE2_19060.4, SHAE2_19060.5, SHAE2_19060.6
OG0000681	SMRG1_34960.5, SMRG1_34960.8, SMRG1_34960.9, SMRG1_34960.1, SMRG1_34960.4, SMRG1_34960.2, SMRG1_34960.3, SMRG1_34960.6, SMRG1_34960.7	SHAE2_37660.4, SHAE2_37660.1, SHAE2_37660.5, SHAE2_37660.2, SHAE2_37660.3
OG0000682	SMRG1_43300.1, SMRG1_43300.2	SHAE2_45830.1, SHAE2_45830.4, SHAE2_45830.2, SHAE2_45830.3
OG0000683	SMRG1_55630.1, SMRG1_55630.2	SHAE2_58300.1, SHAE2_58300.2, SHAE2_58300.4, SHAE2_58300.5, SHAE2_58300.3
OG0000683	SMRG1_67830.1, SMRG1_67830.2	SHAE2_71530.2, SHAE2_71530.1
OG0000684	SMRG1_85390.1, SMRG1_85390.2, SMRG1_85390.3	SHAE2_89870.1
OG0000685	SMRG1_75830.4, SMRG1_75830.3, SMRG1_75830.5, SMRG1_75830.7, SMRG1_75830.10, SMRG1_75830.6, SMRG1_75830.9, SMRG1_75830.1, SMRG1_75830.2, SMRG1_75830.8	SHAE2_79720.1, SHAE2_79720.2
OG0000686	SMRG1_60750.1, SMRG1_60750.2	SHAE2_64060.1, SHAE2_64060.3, SHAE2_64060.4, SHAE2_64060.5, SHAE2_64060.6
OG0000687	SMRG1_26980.3, SMRG1_26980.7, SMRG1_26980.6, SMRG1_26980.10, SMRG1_26980.8, SMRG1_26980.9, SMRG1_26980.4, SMRG1_26980.5, SMRG1_26980.2, SMRG1_26980.1	SHAE2_29090.1
OG0000688	SMRG1_1230.10, SMRG1_1230.11, SMRG1_1230.7, SMRG1_1230.8, SMRG1_1230.9	SHAE2_910.3, SHAE2_910.6
OG0000688	SMRG1_1230.1, SMRG1_1230.2, SMRG1_1230.3, SMRG1_1230.4, SMRG1_1230.5, SMRG1_1230.6	SHAE2_910.1, SHAE2_910.2, SHAE2_910.4, SHAE2_910.5, SHAE2_910.8, SHAE2_910.7
OG0000689	SMRG1_2780.1	SHAE2_3430.5, SHAE2_3430.6, SHAE2_3430.7, SHAE2_3430.4, SHAE2_3430.1, SHAE2_3430.2, SHAE2_3430.3
OG0000690	SMRG1_22770.1	SHAE2_25000.3, SHAE2_25000.1, SHAE2_25000.2, SHAE2_25000.4, SHAE2_25000.5
OG0000691	SMRG1_22420.1, SMRG1_50400.1, SMRG1_22420.2, SMRG1_50400.2	SHAE2_86430.1, SHAE2_78850.1, SHAE2_43640.1, SHAE2_22270.2, SHAE2_22270.1, SHAE2_37520.2, SHAE2_37520.1
OG0000692	SMRG1_17910.1, SMRG1_17910.2	SHAE2_19230.3, SHAE2_19230.1, SHAE2_19230.2
OG0000695	SMRG1_97420.1	SHAE2_101610.1
OG0000695	SMRG1_45860.1, SMRG1_45860.2, SMRG1_45860.3, SMRG1_45860.4, SMRG1_45860.5	SHAE2_48520.1, SHAE2_48520.2, SHAE2_48520.3, SHAE2_48520.4
OG0000696	SMRG1_5190.1	SHAE2_5960.1
OG0000697	SMRG1_40400.1	SHAE2_43170.5, SHAE2_43170.6, SHAE2_43170.10, SHAE2_43170.11, SHAE2_43170.12, SHAE2_43170.13, SHAE2_43170.3, SHAE2_43170.4, SHAE2_43170.7, SHAE2_43170.9, SHAE2_43170.14, SHAE2_43170.2, SHAE2_43170.8, SHAE2_43170.1
OG0000698	SMRG1_16990.3, SMRG1_16990.4, SMRG1_16990.5	SHAE2_20210.1
OG0000699	SMRG1_33080.1	SHAE2_35900.1
OG0000699	SMRG1_46370.2, SMRG1_46370.1, SMRG1_46370.3	SHAE2_49050.1, SHAE2_49060.1
OG0000700	SMRG1_28330.1	SHAE2_30500.1
OG0000700	SMRG1_23950.1	SHAE2_26390.1
OG0000700	SMRG1_23960.1	SHAE2_26400.1
OG0000700	SMRG1_23970.1	SHAE2_26410.1
OG0000701	SMRG1_59930.1, SMRG1_59930.2	SHAE2_64920.2, SHAE2_64920.4, SHAE2_64920.5, SHAE2_64920.3, SHAE2_64920.6, SHAE2_64920.1
OG0000702	SMRG1_87970.1	SHAE2_92210.5, SHAE2_92210.7, SHAE2_92210.1, SHAE2_92210.2, SHAE2_92210.4, SHAE2_92210.3, SHAE2_92210.8, SHAE2_92210.6
OG0000703	SMRG1_1670.2	SHAE2_150.3
OG0000704	SMRG1_48910.1, SMRG1_48920.1	SHAE2_51510.2, SHAE2_51510.4, SHAE2_51510.1, SHAE2_51510.3, SHAE2_51510.5, SHAE2_51510.6, SHAE2_51510.7, SHAE2_51510.8
OG0000705	SMRG1_5860.1, SMRG1_5860.4, SMRG1_5860.2, SMRG1_5860.3	SHAE2_6640.10, SHAE2_6640.3, SHAE2_6640.4, SHAE2_6640.5, SHAE2_6640.7, SHAE2_6640.8, SHAE2_6640.9, SHAE2_6640.2, SHAE2_6640.1, SHAE2_6640.6
OG0000706	SMRG1_43640.1	SHAE2_46200.1
OG0000706	SMRG1_52930.2	SHAE2_55630.3, SHAE2_55630.4
OG0000706	SMRG1_52930.1	SHAE2_55630.1, SHAE2_55630.2
OG0000707	SMRG1_95590.1, SMRG1_95590.2, SMRG1_95590.3	SHAE2_99610.1
OG0000708	SMRG1_37340.1, SMRG1_37340.3	SHAE2_40130.1
OG0000709	SMRG1_43900.4, SMRG1_43900.2, SMRG1_43900.1, SMRG1_43900.3	SHAE2_46460.1
OG0000710	SMRG1_7630.1	SHAE2_8550.9, SHAE2_8550.6, SHAE2_8550.7, SHAE2_8550.8, SHAE2_8550.2, SHAE2_8550.1, SHAE2_8550.3, SHAE2_8550.4, SHAE2_8550.5
OG0000711	SMRG1_75040.4, SMRG1_75040.1, SMRG1_75040.3, SMRG1_75040.2	SHAE2_78950.3, SHAE2_78950.4, SHAE2_78950.10, SHAE2_78950.2, SHAE2_78950.5, SHAE2_78950.9, SHAE2_78950.11, SHAE2_78950.6, SHAE2_78950.12, SHAE2_78950.13, SHAE2_78950.1, SHAE2_78950.14, SHAE2_78950.7, SHAE2_78950.8
OG0000712	SMRG1_53310.4, SMRG1_53310.6, SMRG1_53310.1, SMRG1_53310.2, SMRG1_53310.3, SMRG1_53310.7, SMRG1_53310.8, SMRG1_53310.5	SHAE2_55980.6, SHAE2_55980.2, SHAE2_55980.4, SHAE2_55980.3, SHAE2_55980.8, SHAE2_55980.1, SHAE2_55980.7, SHAE2_55980.5
OG0000713	SMRG1_71530.1	SHAE2_76050.1, SHAE2_76050.2, SHAE2_76050.4, SHAE2_76050.8, SHAE2_76050.3, SHAE2_76050.5, SHAE2_76050.7, SHAE2_76050.6, SHAE2_76050.9
OG0000714	SMRG1_46830.1	SHAE2_48630.1, SHAE2_49500.7, SHAE2_48630.2, SHAE2_49500.8, SHAE2_49500.9, SHAE2_49500.3, SHAE2_49500.5, SHAE2_49500.6, SHAE2_49500.2, SHAE2_49500.1, SHAE2_49500.4
OG0000715	SMRG1_27470.1, SMRG1_27470.2, SMRG1_27470.3	SHAE2_29620.2, SHAE2_29620.1, SHAE2_29620.3, SHAE2_29620.6, SHAE2_29620.7, SHAE2_29620.8, SHAE2_29620.9, SHAE2_29620.4, SHAE2_29620.10, SHAE2_29620.5
OG0000716	SMRG1_11250.1, SMRG1_11250.2, SMRG1_11250.3	SHAE2_13580.3, SHAE2_13580.2, SHAE2_13580.1, SHAE2_13580.5, SHAE2_13580.4
OG0000717	SMRG1_61830.1	SHAE2_62980.1
OG0000718	SMRG1_75320.5, SMRG1_75320.1, SMRG1_75320.2, SMRG1_75320.4, SMRG1_75320.3	SHAE2_79230.4, SHAE2_79230.2, SHAE2_79230.3, SHAE2_79230.1, SHAE2_79230.5, SHAE2_79230.6, SHAE2_79230.7, SHAE2_79230.8
OG0000719	SMRG1_55640.4	SHAE2_58310.5
OG0000720	SMRG1_77440.1, SMRG1_77440.2, SMRG1_77440.3, SMRG1_77440.4	SHAE2_81340.1
OG0000721	SMRG1_46240.3, SMRG1_46240.1, SMRG1_46240.2, SMRG1_46240.4, SMRG1_46240.5	SHAE2_49250.1
OG0000722	SMRG1_5070.2, SMRG1_5070.1, SMRG1_5070.3, SMRG1_5070.4	SHAE2_5860.2, SHAE2_5860.3, SHAE2_5860.1, SHAE2_5860.4
OG0000723	SMRG1_77200.3	SHAE2_81080.7, SHAE2_81080.2, SHAE2_81080.4
OG0000723	SMRG1_77200.1, SMRG1_77200.2, SMRG1_77200.4	SHAE2_81080.5, SHAE2_81080.1, SHAE2_81080.8, SHAE2_81080.6, SHAE2_81080.3, SHAE2_81080.9
OG0000724	SMRG1_42070.5, SMRG1_42070.6, SMRG1_42070.2, SMRG1_42070.1, SMRG1_42070.3, SMRG1_42070.4	SHAE2_44700.1, SHAE2_44700.3, SHAE2_44700.4, SHAE2_44700.2, SHAE2_44700.5, SHAE2_44700.6
OG0000725	SMRG1_77510.4, SMRG1_77510.2, SMRG1_77510.1, SMRG1_77510.3	SHAE2_81420.9, SHAE2_81420.10, SHAE2_81420.3, SHAE2_81420.2, SHAE2_81420.8, SHAE2_81420.1, SHAE2_81420.5, SHAE2_81420.6, SHAE2_81420.7, SHAE2_81420.4, SHAE2_81420.11
OG0000726	SMRG1_29910.1, SMRG1_29910.2, SMRG1_29910.5, SMRG1_29910.3, SMRG1_29910.4	SHAE2_32100.1
OG0000726	SMRG1_29920.1, SMRG1_29920.2	SHAE2_32110.1
OG0000728	SMRG1_49060.2	SHAE2_51660.2
OG0000728	SMRG1_49060.5, SMRG1_49060.6, SMRG1_49060.4	SHAE2_51660.7, SHAE2_51660.6
OG0000729	SMRG1_8470.1, SMRG1_8470.4, SMRG1_8470.2, SMRG1_8470.3	SHAE2_10680.7, SHAE2_10680.1, SHAE2_10680.8, SHAE2_10680.10, SHAE2_10680.9, SHAE2_10680.5, SHAE2_10680.6, SHAE2_10680.4, SHAE2_10680.3, SHAE2_10680.2
OG0000730	SMRG1_60700.8, SMRG1_60700.4, SMRG1_60700.7, SMRG1_60700.1, SMRG1_60700.2, SMRG1_60700.3, SMRG1_60700.5, SMRG1_60700.6	SHAE2_64100.4, SHAE2_64100.3, SHAE2_64100.2, SHAE2_64100.1
OG0000731	SMRG1_76820.5, SMRG1_76820.6, SMRG1_76820.7, SMRG1_76820.1, SMRG1_76820.3, SMRG1_76820.2, SMRG1_76820.4	SHAE2_80720.1, SHAE2_80720.5, SHAE2_80720.3, SHAE2_80720.2, SHAE2_80720.4
OG0000733	SMRG1_2700.1	SHAE2_3370.3, SHAE2_3370.1, SHAE2_3370.2
OG0000736	SMRG1_78630.1, SMRG1_78630.2, SMRG1_78630.3, SMRG1_78630.4	SHAE2_82540.1
OG0000737	SMRG1_9480.1, SMRG1_9480.2, SMRG1_9480.3	SHAE2_11710.8, SHAE2_11710.6, SHAE2_11710.7, SHAE2_11710.11, SHAE2_11710.3, SHAE2_11710.2, SHAE2_11710.1, SHAE2_11710.5, SHAE2_11710.4, SHAE2_11710.10, SHAE2_11710.9
OG0000738	SMRG1_70510.2	SHAE2_74250.1
OG0000738	SMRG1_70510.3, SMRG1_70510.4	SHAE2_74250.2
OG0000738	SMRG1_70500.1	SHAE2_74240.1
OG0000739	SMRG1_57450.3, SMRG1_57450.1, SMRG1_57450.2	SHAE2_73900.1
OG0000740	SMRG1_8010.6, SMRG1_8010.10, SMRG1_8010.11, SMRG1_8010.12, SMRG1_8010.13, SMRG1_8010.5, SMRG1_8010.7, SMRG1_8010.8, SMRG1_8010.9, SMRG1_8010.1, SMRG1_8010.2, SMRG1_8010.3, SMRG1_8010.14, SMRG1_8010.15, SMRG1_8010.4	SHAE2_10220.1, SHAE2_10220.2
OG0000741	SMRG1_84980.1, SMRG1_84980.3, SMRG1_84980.6, SMRG1_84980.8, SMRG1_84980.2, SMRG1_84980.4, SMRG1_84980.5, SMRG1_84980.7	SHAE2_89630.1, SHAE2_89630.2, SHAE2_89630.3, SHAE2_89630.4, SHAE2_89630.5, SHAE2_89630.6, SHAE2_89630.7, SHAE2_89630.10, SHAE2_89630.9, SHAE2_89630.8
OG0000742	SMRG1_72850.1, SMRG1_27920.1	SHAE2_93070.1
OG0000743	SMRG1_21390.7, SMRG1_21390.1, SMRG1_21390.2, SMRG1_21390.3, SMRG1_21390.4, SMRG1_21390.5, SMRG1_21390.6	SHAE2_24740.3, SHAE2_24740.4, SHAE2_24740.1, SHAE2_24740.2
OG0000744	SMRG1_3480.1	SHAE2_4120.1
OG0000745	SMRG1_38110.6, SMRG1_38110.5, SMRG1_38110.7, SMRG1_38110.8, SMRG1_38110.2, SMRG1_38110.1, SMRG1_38110.3, SMRG1_38110.4	SHAE2_40970.6, SHAE2_40970.2, SHAE2_40970.3, SHAE2_40970.5, SHAE2_40970.1, SHAE2_40970.7, SHAE2_40970.4
OG0000746	SMRG1_60040.1	SHAE2_64800.1
OG0000747	SMRG1_43190.7, SMRG1_43190.5, SMRG1_43190.3, SMRG1_43190.6, SMRG1_43190.2, SMRG1_43190.4, SMRG1_43190.1, SMRG1_43190.8	SHAE2_45720.1
OG0000748	SMRG1_70930.1	SHAE2_74660.1
OG0000749	SMRG1_70310.1	SHAE2_74040.10, SHAE2_74040.9, SHAE2_74040.5, SHAE2_74040.11, SHAE2_74040.6, SHAE2_74040.7, SHAE2_74040.1, SHAE2_74040.3, SHAE2_74040.4, SHAE2_74040.8, SHAE2_74040.12, SHAE2_74040.2
OG0000750	SMRG1_74940.1, SMRG1_74940.2, SMRG1_74940.3	SHAE2_78820.2, SHAE2_78820.4, SHAE2_78820.3, SHAE2_78820.1
OG0000751	SMRG1_5220.1	SHAE2_5990.1
OG0000751	SMRG1_2390.1, SMRG1_2240.1	SHAE2_2890.1, SHAE2_2800.1
OG0000752	SMRG1_94020.1, SMRG1_94020.2, SMRG1_94020.3	SHAE2_98130.2, SHAE2_98130.3, SHAE2_98130.1
OG0000752	SMRG1_94070.1	SHAE2_102390.1
OG0000753	SMRG1_83590.12, SMRG1_83590.1, SMRG1_83590.2, SMRG1_83590.5, SMRG1_83590.6, SMRG1_83590.10, SMRG1_83590.11, SMRG1_83590.13, SMRG1_83590.3, SMRG1_83590.4, SMRG1_83590.7, SMRG1_83590.8, SMRG1_83590.9	SHAE2_87310.1
OG0000754	SMRG1_50990.1, SMRG1_50990.2, SMRG1_50990.3, SMRG1_50990.4	SHAE2_53610.1, SHAE2_53610.2
OG0000755	SMRG1_76100.1	SHAE2_79980.1, SHAE2_79980.3, SHAE2_79980.2
OG0000756	SMRG1_39050.1, SMRG1_39050.2	SHAE2_41950.5, SHAE2_41950.9, SHAE2_41950.6, SHAE2_41950.1, SHAE2_41950.3, SHAE2_41950.2, SHAE2_41950.4, SHAE2_41950.7, SHAE2_41950.8, SHAE2_41950.10
OG0000757	SMRG1_53160.5, SMRG1_53160.4, SMRG1_53160.1, SMRG1_53160.2, SMRG1_53160.3	SHAE2_55830.3, SHAE2_55830.4, SHAE2_55830.5, SHAE2_55830.7, SHAE2_55830.8, SHAE2_55830.11, SHAE2_55830.10, SHAE2_55830.9, SHAE2_55830.6, SHAE2_55830.1, SHAE2_55830.2
OG0000759	SMRG1_53590.1	SHAE2_56250.6, SHAE2_56250.5, SHAE2_56250.3, SHAE2_56250.1, SHAE2_56250.2, SHAE2_56250.4
OG0000760	SMRG1_79230.1, SMRG1_79230.2	SHAE2_83220.1
OG0000761	SMRG1_54260.4, SMRG1_54260.1, SMRG1_54260.2, SMRG1_54260.3, SMRG1_54260.5, SMRG1_54260.6	SHAE2_56940.1, SHAE2_56940.2, SHAE2_56940.3, SHAE2_56940.4
OG0000762	SMRG1_82700.1	SHAE2_86300.1
OG0000762	SMRG1_88450.1	SHAE2_92630.1
OG0000763	SMRG1_19150.1, SMRG1_19150.2, SMRG1_19150.3, SMRG1_19150.4, SMRG1_19150.6, SMRG1_19150.5	SHAE2_23590.10, SHAE2_23590.2, SHAE2_23590.6, SHAE2_23590.7, SHAE2_23590.8, SHAE2_23590.1, SHAE2_23590.11, SHAE2_23590.4, SHAE2_23590.9, SHAE2_23590.3, SHAE2_23590.5
OG0000764	SMRG1_8630.2, SMRG1_8630.1, SMRG1_8630.3	SHAE2_10840.1, SHAE2_10840.3, SHAE2_10840.2, SHAE2_10840.5, SHAE2_10840.4
OG0000765	SMRG1_53560.1	SHAE2_56230.1
OG0000765	SMRG1_53570.1	SHAE2_56240.1, SHAE2_56240.3, SHAE2_56240.2
OG0000766	SMRG1_63680.1, SMRG1_63680.2, SMRG1_63680.3, SMRG1_63680.4	SHAE2_67440.1
OG0000767	SMRG1_65880.3, SMRG1_65880.2, SMRG1_65880.1	SHAE2_69550.4, SHAE2_69550.3, SHAE2_69550.1, SHAE2_69550.2
OG0000769	SMRG1_1950.1, SMRG1_1940.1	SHAE2_2470.1, SHAE2_2470.2
OG0000770	SMRG1_17150.1, SMRG1_17150.2, SMRG1_17150.3	SHAE2_20050.1, SHAE2_20050.2, SHAE2_20050.3, SHAE2_20050.5, SHAE2_20050.6, SHAE2_20050.4
OG0000771	SMRG1_80360.1	SHAE2_84360.1, SHAE2_84360.2
OG0000771	SMRG1_80390.1, SMRG1_80380.1, SMRG1_80400.2, SMRG1_80400.7, SMRG1_80400.8, SMRG1_80400.1, SMRG1_80400.3, SMRG1_80400.4, SMRG1_80400.5, SMRG1_80400.6	SHAE2_84400.1
OG0000772	SMRG1_18160.1, SMRG1_18160.2, SMRG1_18180.1	SHAE2_18860.1, SHAE2_18940.1, SHAE2_18920.1, SHAE2_18850.1
OG0000773	SMRG1_25810.1, SMRG1_25810.3, SMRG1_25810.7, SMRG1_25810.5, SMRG1_25810.4, SMRG1_25810.6, SMRG1_25810.2	SHAE2_28010.1, SHAE2_28010.2, SHAE2_28010.3
OG0000774	SMRG1_47820.1, SMRG1_47820.2, SMRG1_47820.3, SMRG1_47820.4, SMRG1_47820.5, SMRG1_47820.6, SMRG1_47820.7, SMRG1_47820.8	SHAE2_50420.2, SHAE2_50420.5, SHAE2_50420.1, SHAE2_50420.3, SHAE2_50420.4, SHAE2_50420.6, SHAE2_50420.7
OG0000775	SMRG1_52280.4, SMRG1_52280.2, SMRG1_52280.3, SMRG1_52280.1	SHAE2_54950.1
OG0000776	SMRG1_46260.1	SHAE2_49230.1, SHAE2_49230.2
OG0000776	SMRG1_57210.1, SMRG1_57210.2, SMRG1_57210.3	SHAE2_60210.1
OG0000777	SMRG1_52810.3, SMRG1_52810.1	SHAE2_55490.2, SHAE2_55490.1
OG0000777	SMRG1_52810.5, SMRG1_52810.2, SMRG1_52810.4	SHAE2_55490.6
OG0000778	SMRG1_22910.1, SMRG1_22910.2	SHAE2_25120.2, SHAE2_25120.1
OG0000779	SMRG1_3550.2, SMRG1_3550.4, SMRG1_3550.5, SMRG1_3550.3, SMRG1_3550.1	SHAE2_4230.1, SHAE2_4230.3, SHAE2_4230.2
OG0000780	SMRG1_14430.1	SHAE2_16740.1
OG0000781	SMRG1_10790.1	SHAE2_13090.1
OG0000781	SMRG1_1430.1, SMRG1_1430.2	SHAE2_630.1, SHAE2_630.2, SHAE2_630.3
OG0000782	SMRG1_31710.1, SMRG1_31710.2, SMRG1_31710.3	SHAE2_33920.1
OG0000783	SMRG1_51290.1, SMRG1_51290.2	SHAE2_53890.1
OG0000784	SMRG1_31620.1, SMRG1_31620.2	SHAE2_33840.4, SHAE2_33840.7, SHAE2_33840.6, SHAE2_33840.8, SHAE2_33840.1, SHAE2_33840.2, SHAE2_33840.3, SHAE2_33840.5
OG0000785	SMRG1_61940.3, SMRG1_61940.1, SMRG1_61940.2, SMRG1_61940.6, SMRG1_61940.5, SMRG1_61940.4	SHAE2_62880.1, SHAE2_62880.3, SHAE2_62880.5, SHAE2_62880.6, SHAE2_62880.2, SHAE2_62880.4
OG0000786	SMRG1_40960.2, SMRG1_40960.1, SMRG1_40960.3	SHAE2_43660.7, SHAE2_43660.6, SHAE2_43660.8, SHAE2_43660.4, SHAE2_43660.5, SHAE2_43660.2, SHAE2_43660.3, SHAE2_43660.1
OG0000787	SMRG1_94210.1, SMRG1_94210.2	SHAE2_98280.1, SHAE2_98280.2
OG0000787	SMRG1_61180.1	SHAE2_63630.2, SHAE2_63630.1
OG0000788	SMRG1_13080.2	SHAE2_15340.1, SHAE2_15340.3, SHAE2_15340.9, SHAE2_15340.2, SHAE2_15340.6, SHAE2_15340.7
OG0000788	SMRG1_13080.4, SMRG1_13080.1, SMRG1_13080.3	SHAE2_15340.5, SHAE2_15340.4, SHAE2_15340.8
OG0000789	SMRG1_25630.1	SHAE2_27810.1
OG0000789	SMRG1_25620.1, SMRG1_25620.3, SMRG1_25620.5, SMRG1_25620.2, SMRG1_25620.4, SMRG1_25620.6	SHAE2_27800.1, SHAE2_27800.2, SHAE2_27800.3, SHAE2_27800.4
OG0000790	SMRG1_39390.1	SHAE2_42270.1, SHAE2_42270.3, SHAE2_42270.4, SHAE2_42270.5, SHAE2_42270.2, SHAE2_42270.6
OG0000791	SMRG1_43050.3, SMRG1_43050.4, SMRG1_43050.1, SMRG1_43050.2	SHAE2_45580.3, SHAE2_45580.1, SHAE2_45580.2
OG0000792	SMRG1_5400.1, SMRG1_5400.2	SHAE2_6160.1, SHAE2_6160.2
OG0000793	SMRG1_34250.1	SHAE2_37000.6, SHAE2_37000.8, SHAE2_37000.7, SHAE2_37000.2, SHAE2_37000.1, SHAE2_37000.3, SHAE2_37000.4, SHAE2_37000.5
OG0000794	SMRG1_9690.1, SMRG1_9750.1	SHAE2_11930.1
OG0000795	SMRG1_96610.3, SMRG1_96610.4, SMRG1_96610.1, SMRG1_96610.5, SMRG1_96610.6, SMRG1_96610.2	SHAE2_100770.1
OG0000796	SMRG1_15320.1	SHAE2_17770.1
OG0000796	SMRG1_15310.1	SHAE2_17760.1
OG0000797	SMRG1_19420.3, SMRG1_19420.4, SMRG1_19420.1, SMRG1_19420.2	SHAE2_23330.3, SHAE2_23330.1, SHAE2_23330.2
OG0000798	SMRG1_240.3, SMRG1_240.1, SMRG1_240.4, SMRG1_240.2, SMRG1_240.5	SHAE2_1610.2, SHAE2_1610.1, SHAE2_1610.3
OG0000799	SMRG1_67370.1, SMRG1_67370.10, SMRG1_67370.11, SMRG1_67370.3, SMRG1_67370.4, SMRG1_67370.5, SMRG1_67370.6, SMRG1_67370.7, SMRG1_67370.9	SHAE2_71050.1, SHAE2_71050.2, SHAE2_71050.3, SHAE2_71050.4, SHAE2_71050.5, SHAE2_71050.6, SHAE2_71050.7, SHAE2_71050.8
OG0000800	SMRG1_9600.7, SMRG1_9600.9, SMRG1_9600.10, SMRG1_9600.5, SMRG1_9600.8, SMRG1_9600.15, SMRG1_9600.6, SMRG1_9600.13, SMRG1_9600.1, SMRG1_9600.11, SMRG1_9600.14, SMRG1_9600.12, SMRG1_9600.3, SMRG1_9600.4, SMRG1_9600.2	SHAE2_11860.2, SHAE2_11860.5, SHAE2_11860.4, SHAE2_11860.3, SHAE2_11860.1
OG0000801	SMRG1_15160.1, SMRG1_15160.2, SMRG1_15160.3	SHAE2_17670.1, SHAE2_17670.3, SHAE2_17670.2, SHAE2_17670.4
OG0000802	SMRG1_73950.1	SHAE2_77750.1
OG0000802	SMRG1_59040.1	SHAE2_62560.1
OG0000803	SMRG1_79570.1	SHAE2_83610.1, SHAE2_83610.2
OG0000804	SMRG1_41590.5	SHAE2_44230.4, SHAE2_44230.2, SHAE2_44230.3, SHAE2_44230.6, SHAE2_44230.5, SHAE2_44230.1
OG0000805	SMRG1_36490.4	SHAE2_39300.4
OG0000806	SMRG1_74320.3, SMRG1_74320.1, SMRG1_74320.2, SMRG1_74320.4	SHAE2_78160.1, SHAE2_78160.2, SHAE2_78160.3
OG0000807	SMRG1_9380.1	SHAE2_103460.2, SHAE2_103460.1
OG0000808	SMRG1_94830.1	SHAE2_98840.1
