Orthogroup	schistosoma_margrebowiei	trichobilharzia_regenti
OG0000754	SMRG1_50990.1, SMRG1_50990.2, SMRG1_50990.3, SMRG1_50990.4	TREG1_74530.3, TREG1_74530.1, TREG1_74530.2
OG0000755	SMRG1_76100.1	TREG1_98780.5, TREG1_98830.1, TREG1_98780.6
OG0000756	SMRG1_39050.1, SMRG1_39050.2	TREG1_57870.1, TREG1_57870.3, TREG1_57870.2, TREG1_57870.4
OG0000757	SMRG1_53160.5, SMRG1_53160.4, SMRG1_53160.1, SMRG1_53160.2, SMRG1_53160.3	TREG1_65450.2, TREG1_65450.4, TREG1_65450.1, TREG1_65450.3, TREG1_65450.5
OG0000759	SMRG1_53590.1	TREG1_66340.1
OG0000760	SMRG1_79230.1, SMRG1_79230.2	TREG1_108530.1, TREG1_108530.2, TREG1_108530.3, TREG1_108550.1
OG0000761	SMRG1_54260.4, SMRG1_54260.1, SMRG1_54260.2, SMRG1_54260.3, SMRG1_54260.5, SMRG1_54260.6	TREG1_71410.1
OG0000762	SMRG1_82700.1	TREG1_112900.1
OG0000762	SMRG1_88450.1	TREG1_121390.1
OG0000763	SMRG1_19150.1, SMRG1_19150.2, SMRG1_19150.3, SMRG1_19150.4, SMRG1_19150.6, SMRG1_19150.5	TREG1_14960.1
OG0000764	SMRG1_8630.2, SMRG1_8630.1, SMRG1_8630.3	TREG1_11550.1, TREG1_11560.1
OG0000765	SMRG1_53560.1	TREG1_72620.1, TREG1_72620.2
OG0000765	SMRG1_53570.1	TREG1_72630.1, TREG1_72630.2
OG0000766	SMRG1_63680.1, SMRG1_63680.2, SMRG1_63680.3, SMRG1_63680.4	TREG1_83550.8, TREG1_83550.1, TREG1_83550.10, TREG1_83550.12, TREG1_83550.6, TREG1_83550.15, TREG1_83550.9, TREG1_83550.11, TREG1_83550.13, TREG1_83550.7, TREG1_83550.5, TREG1_83550.4, TREG1_83550.2, TREG1_83550.3, TREG1_83550.14
OG0000767	SMRG1_65880.3, SMRG1_65880.2, SMRG1_65880.1	TREG1_86050.1, TREG1_86050.4, TREG1_86050.2, TREG1_86050.3
OG0000768	SMRG1_40130.3, SMRG1_40130.1, SMRG1_40130.4, SMRG1_40130.9, SMRG1_40130.5, SMRG1_40130.6, SMRG1_40130.7, SMRG1_40130.8, SMRG1_40130.2	TREG1_41020.2, TREG1_41020.1, TREG1_41020.3, TREG1_41020.4
OG0000769	SMRG1_1950.1, SMRG1_1940.1	TREG1_11850.7, TREG1_11850.8, TREG1_11850.9, TREG1_11850.11, TREG1_11850.12, TREG1_11850.10, TREG1_11850.2, TREG1_11850.1, TREG1_11850.4, TREG1_11850.3, TREG1_109310.1, TREG1_11850.5, TREG1_11850.6
OG0000770	SMRG1_17150.1, SMRG1_17150.2, SMRG1_17150.3	TREG1_15810.1, TREG1_15810.4, TREG1_15810.7, TREG1_15810.8, TREG1_15810.6, TREG1_15810.5, TREG1_15810.3, TREG1_15820.1, TREG1_15810.2, TREG1_15810.9
OG0000771	SMRG1_80360.1	TREG1_97710.1, TREG1_97740.1
OG0000772	SMRG1_18160.1, SMRG1_18160.2, SMRG1_18180.1	TREG1_27970.1, TREG1_27960.1, TREG1_27960.4, TREG1_27960.5, TREG1_27960.2, TREG1_27960.3, TREG1_33110.1, TREG1_33120.1, TREG1_33120.2, TREG1_33120.3, TREG1_33120.4
OG0000773	SMRG1_25810.1, SMRG1_25810.3, SMRG1_25810.7, SMRG1_25810.5, SMRG1_25810.4, SMRG1_25810.6, SMRG1_25810.2	TREG1_31650.1
OG0000774	SMRG1_47820.1, SMRG1_47820.2, SMRG1_47820.3, SMRG1_47820.4, SMRG1_47820.5, SMRG1_47820.6, SMRG1_47820.7, SMRG1_47820.8	TREG1_72150.1
OG0000775	SMRG1_52280.4, SMRG1_52280.2, SMRG1_52280.3, SMRG1_52280.1	TREG1_69730.3, TREG1_69730.7, TREG1_69730.6, TREG1_69730.4, TREG1_69730.1, TREG1_69730.2, TREG1_69730.5
OG0000776	SMRG1_46260.1	TREG1_63180.1
OG0000776	SMRG1_57210.1, SMRG1_57210.2, SMRG1_57210.3	TREG1_76030.1, TREG1_76030.2
OG0000777	SMRG1_52810.3, SMRG1_52810.1, SMRG1_52810.5, SMRG1_52810.2, SMRG1_52810.4	TREG1_70040.1, TREG1_70030.1
OG0000778	SMRG1_22910.1, SMRG1_22910.2	TREG1_32120.3, TREG1_32120.4, TREG1_32120.2, TREG1_32120.1
OG0000779	SMRG1_3550.2, SMRG1_3550.4, SMRG1_3550.5, SMRG1_3550.3, SMRG1_3550.1	TREG1_740.1
OG0000780	SMRG1_14430.1	TREG1_21200.1
OG0000781	SMRG1_10790.1	TREG1_20520.1
OG0000781	SMRG1_1430.1, SMRG1_1430.2	TREG1_15450.1
OG0000782	SMRG1_31710.1, SMRG1_31710.2, SMRG1_31710.3	TREG1_46490.1
OG0000783	SMRG1_51290.1, SMRG1_51290.2	TREG1_74600.1
OG0000784	SMRG1_31620.1, SMRG1_31620.2	TREG1_55190.6, TREG1_55190.4, TREG1_55190.5, TREG1_6950.1, TREG1_55190.3, TREG1_55190.7, TREG1_55190.2, TREG1_55190.1, TREG1_55190.8
OG0000785	SMRG1_61940.3, SMRG1_61940.1, SMRG1_61940.2, SMRG1_61940.6, SMRG1_61940.5, SMRG1_61940.4	TREG1_81490.1, TREG1_137350.1, TREG1_137370.1
OG0000786	SMRG1_40960.2, SMRG1_40960.1, SMRG1_40960.3	TREG1_57140.1, TREG1_57140.2, TREG1_57140.3, TREG1_57140.4, TREG1_57140.5
OG0000787	SMRG1_94210.1, SMRG1_94210.2	TREG1_111330.1, TREG1_131450.1
OG0000787	SMRG1_61180.1	TREG1_80770.1
OG0000788	SMRG1_13080.2, SMRG1_13080.4, SMRG1_13080.1, SMRG1_13080.3	TREG1_15270.1
OG0000789	SMRG1_25630.1	TREG1_35320.1
OG0000789	SMRG1_25620.1, SMRG1_25620.3, SMRG1_25620.5, SMRG1_25620.2, SMRG1_25620.4, SMRG1_25620.6	TREG1_35340.1
OG0000790	SMRG1_39390.1	TREG1_43840.9, TREG1_43840.8, TREG1_43840.6, TREG1_43840.1, TREG1_43840.2, TREG1_43840.3, TREG1_43840.4, TREG1_43840.5, TREG1_43840.7
OG0000791	SMRG1_43050.3, SMRG1_43050.4, SMRG1_43050.1, SMRG1_43050.2	TREG1_42340.1
OG0000792	SMRG1_5400.1, SMRG1_5400.2	TREG1_18510.2, TREG1_18510.1, TREG1_18510.7, TREG1_18510.5, TREG1_18510.6, TREG1_18510.3, TREG1_18510.4, TREG1_18510.8
OG0000793	SMRG1_34250.1	TREG1_53900.1
OG0000794	SMRG1_9690.1, SMRG1_9750.1	TREG1_5950.1, TREG1_5950.2, TREG1_5950.3, TREG1_5930.1, TREG1_5950.4, TREG1_5950.5
OG0000795	SMRG1_96610.3, SMRG1_96610.4, SMRG1_96610.1, SMRG1_96610.5, SMRG1_96610.6, SMRG1_96610.2	TREG1_131920.5, TREG1_131920.8, TREG1_131920.1, TREG1_131920.2, TREG1_131920.3, TREG1_131920.4, TREG1_131920.6, TREG1_131920.7, TREG1_131920.9, TREG1_131920.10
OG0000796	SMRG1_15320.1	TREG1_15670.1
OG0000796	SMRG1_15310.1	TREG1_79460.1, TREG1_79440.1, TREG1_79440.2, TREG1_79440.3, TREG1_79440.4, TREG1_79450.1, TREG1_79470.1
OG0000797	SMRG1_19420.3, SMRG1_19420.4, SMRG1_19420.1, SMRG1_19420.2	TREG1_22370.1, TREG1_22370.3, TREG1_22370.2, TREG1_22370.4, TREG1_22370.5
OG0000798	SMRG1_240.3, SMRG1_240.1, SMRG1_240.4, SMRG1_240.2, SMRG1_240.5	TREG1_8990.1
OG0000799	SMRG1_67370.8, SMRG1_67370.2, SMRG1_67370.1, SMRG1_67370.10, SMRG1_67370.11, SMRG1_67370.3, SMRG1_67370.4, SMRG1_67370.5, SMRG1_67370.6, SMRG1_67370.7, SMRG1_67370.9	TREG1_83320.1
OG0000800	SMRG1_9600.7, SMRG1_9600.9, SMRG1_9600.10, SMRG1_9600.5, SMRG1_9600.8, SMRG1_9600.15, SMRG1_9600.6, SMRG1_9600.13, SMRG1_9600.1, SMRG1_9600.11, SMRG1_9600.14, SMRG1_9600.12, SMRG1_9600.3, SMRG1_9600.4, SMRG1_9600.2	TREG1_2110.1
OG0000801	SMRG1_15160.1, SMRG1_15160.2, SMRG1_15160.3	TREG1_17530.1, TREG1_17530.2
OG0000802	SMRG1_73950.1	TREG1_107760.1
OG0000802	SMRG1_59040.1	TREG1_78650.1
OG0000803	SMRG1_79570.1	TREG1_109770.1
OG0000804	SMRG1_41590.4, SMRG1_41590.1, SMRG1_41590.3, SMRG1_41590.2, SMRG1_41590.5	TREG1_57510.1
OG0000805	SMRG1_36490.5, SMRG1_36490.1, SMRG1_36490.3, SMRG1_36490.2, SMRG1_36490.6, SMRG1_36490.4	TREG1_58310.6, TREG1_58310.7, TREG1_58410.1
OG0000806	SMRG1_74320.3, SMRG1_74320.1, SMRG1_74320.2, SMRG1_74320.4	TREG1_106630.1
OG0000807	SMRG1_9380.1	TREG1_5850.1, TREG1_145350.5, TREG1_145350.7, TREG1_145350.2, TREG1_145350.3, TREG1_145350.4, TREG1_145350.8, TREG1_145350.6, TREG1_145350.9, TREG1_145350.1, TREG1_145350.10, TREG1_80500.4, TREG1_80500.5, TREG1_80500.1, TREG1_80500.2, TREG1_80500.3, TREG1_46650.1
OG0000808	SMRG1_94830.1	TREG1_131320.1
OG0000808	SMRG1_94840.1, SMRG1_94840.2	TREG1_131310.1
OG0000809	SMRG1_92040.4, SMRG1_92040.1, SMRG1_92040.2, SMRG1_92040.3	TREG1_119130.1
OG0000810	SMRG1_25200.1, SMRG1_25200.3, SMRG1_25200.2	TREG1_35050.1, TREG1_35060.1
OG0000811	SMRG1_10640.1, SMRG1_10640.3, SMRG1_10640.6, SMRG1_10640.7, SMRG1_10640.9, SMRG1_10640.2, SMRG1_10640.4, SMRG1_10640.5, SMRG1_10640.8	TREG1_6250.1
OG0000812	SMRG1_11560.1, SMRG1_11560.2	TREG1_29560.1
OG0000813	SMRG1_87540.2, SMRG1_87540.1	TREG1_121640.1
OG0000814	SMRG1_64080.1, SMRG1_64040.1, SMRG1_64060.1, SMRG1_64090.4, SMRG1_64090.3, SMRG1_64090.1, SMRG1_64090.2	TREG1_87570.1, TREG1_87570.4, TREG1_87570.2, TREG1_87570.3, TREG1_87570.5, TREG1_87570.6
OG0000815	SMRG1_61200.1, SMRG1_61200.2	TREG1_80780.1
OG0000816	SMRG1_84570.1	TREG1_112480.1
OG0000817	SMRG1_89480.1, SMRG1_89480.2, SMRG1_89480.3, SMRG1_89480.4, SMRG1_89480.5	TREG1_124240.1
OG0000819	SMRG1_66030.1, SMRG1_66030.2, SMRG1_66030.4, SMRG1_66030.3	TREG1_87920.1
OG0000820	SMRG1_85400.1	TREG1_110010.1
OG0000820	SMRG1_28020.1	TREG1_37680.1
OG0000821	SMRG1_49820.1, SMRG1_49820.2, SMRG1_49820.3, SMRG1_49820.4	TREG1_69560.1
OG0000822	SMRG1_75030.2, SMRG1_75030.4, SMRG1_75030.5, SMRG1_75030.6, SMRG1_75030.1, SMRG1_75030.10, SMRG1_75030.3, SMRG1_75030.9, SMRG1_75030.7, SMRG1_75030.8	TREG1_99140.5, TREG1_99140.2, TREG1_99140.3, TREG1_99140.7, TREG1_99140.6, TREG1_99140.1, TREG1_99140.4
OG0000823	SMRG1_53950.1	TREG1_73540.1
OG0000823	SMRG1_94160.1, SMRG1_94170.1	TREG1_131750.1
OG0000824	SMRG1_3000.1, SMRG1_3000.2, SMRG1_3000.3	TREG1_18420.1, TREG1_18420.2
OG0000825	SMRG1_77620.1, SMRG1_77640.1, SMRG1_77610.1, SMRG1_77600.1	TREG1_100350.1, TREG1_100390.1
OG0000826	SMRG1_55840.3, SMRG1_55840.5, SMRG1_55840.1, SMRG1_55840.2, SMRG1_55840.4	TREG1_70500.1, TREG1_70510.1
OG0000827	SMRG1_76010.1	TREG1_102950.1
OG0000827	SMRG1_76000.1, SMRG1_76000.2, SMRG1_76000.3, SMRG1_76000.4	TREG1_102960.1, TREG1_102980.1
OG0000829	SMRG1_16580.1, SMRG1_16580.2	TREG1_20430.1
OG0000830	SMRG1_49600.4, SMRG1_49600.2, SMRG1_49600.1, SMRG1_49600.5, SMRG1_49600.3	TREG1_64210.1
OG0000831	SMRG1_42770.3, SMRG1_42770.1, SMRG1_42770.2	TREG1_42010.1
OG0000832	SMRG1_60410.1	TREG1_86200.1
OG0000833	SMRG1_33320.1	TREG1_34380.6, TREG1_34380.7, TREG1_34380.2, TREG1_34380.4, TREG1_34380.1, TREG1_34380.3, TREG1_34380.5
OG0000834	SMRG1_49380.1, SMRG1_49380.3, SMRG1_49380.2, SMRG1_49380.4, SMRG1_49380.5, SMRG1_49380.6	TREG1_70990.1
OG0000835	SMRG1_38120.5, SMRG1_38120.1, SMRG1_38120.3, SMRG1_38120.6, SMRG1_38120.7, SMRG1_38120.2, SMRG1_38120.4	TREG1_137160.1, TREG1_55260.1
OG0000836	SMRG1_37480.3, SMRG1_37480.4, SMRG1_37480.1, SMRG1_37480.2	TREG1_51450.1, TREG1_51450.2, TREG1_51450.3
OG0000837	SMRG1_32400.1, SMRG1_32400.2, SMRG1_32400.4, SMRG1_32400.3	TREG1_139910.1
OG0000839	SMRG1_38560.1, SMRG1_38560.2	TREG1_44780.2, TREG1_44780.3, TREG1_44780.1, TREG1_44780.4
OG0000840	SMRG1_71020.3, SMRG1_71020.5, SMRG1_71020.4, SMRG1_71020.1, SMRG1_71020.2	TREG1_96330.4, TREG1_96330.1, TREG1_96330.2, TREG1_96330.3
OG0000841	SMRG1_19770.3, SMRG1_19770.4, SMRG1_19770.1, SMRG1_19770.2	TREG1_16120.3, TREG1_16120.1, TREG1_16120.5, TREG1_16120.2, TREG1_16120.6, TREG1_16120.4
OG0000842	SMRG1_67610.2, SMRG1_67610.4, SMRG1_67610.3, SMRG1_67610.1	TREG1_82150.3, TREG1_82150.6, TREG1_82150.4, TREG1_82150.7, TREG1_82150.8, TREG1_82150.1, TREG1_82150.5, TREG1_82150.2
OG0000843	SMRG1_83080.2, SMRG1_83080.1, SMRG1_83080.4, SMRG1_83080.3	TREG1_110860.1
OG0000845	SMRG1_90960.3, SMRG1_90960.2, SMRG1_90960.1	TREG1_127650.1, TREG1_127650.2, TREG1_127650.3
OG0000846	SMRG1_18110.1	TREG1_29770.4, TREG1_29770.2, TREG1_29770.1, TREG1_29770.3
OG0000847	SMRG1_160.2, SMRG1_160.1, SMRG1_160.3	TREG1_9830.4, TREG1_9830.5, TREG1_9830.2, TREG1_9830.3, TREG1_9830.1
OG0000848	SMRG1_34900.1, SMRG1_34900.2, SMRG1_34900.3	TREG1_57370.1
OG0000849	SMRG1_39230.1, SMRG1_39230.2, SMRG1_39230.3	TREG1_45030.2, TREG1_45030.1, TREG1_45030.3
OG0000850	SMRG1_27440.1, SMRG1_27440.2, SMRG1_27440.3	TREG1_36460.1
OG0000851	SMRG1_92050.1, SMRG1_92050.3, SMRG1_92050.2	TREG1_119140.1, TREG1_119150.1, TREG1_119160.1
OG0000852	SMRG1_10490.1	TREG1_6090.1
OG0000853	SMRG1_83550.1	TREG1_113850.2, TREG1_113850.3, TREG1_113850.5, TREG1_113850.10, TREG1_113850.6, TREG1_113850.9, TREG1_113850.8, TREG1_113850.1, TREG1_113850.4, TREG1_113850.11, TREG1_113850.12, TREG1_113850.13, TREG1_113850.14, TREG1_113850.7
OG0000854	SMRG1_37490.10, SMRG1_37490.2, SMRG1_37490.4, SMRG1_37490.9, SMRG1_37490.1, SMRG1_37490.3, SMRG1_37490.6, SMRG1_37490.7, SMRG1_37490.5, SMRG1_37490.8	TREG1_44470.1, TREG1_51430.2, TREG1_51430.1, TREG1_51430.3
OG0000855	SMRG1_55110.1, SMRG1_55110.2	TREG1_61750.1
OG0000856	SMRG1_2880.4, SMRG1_2880.3, SMRG1_2880.5, SMRG1_2880.1, SMRG1_2880.2	TREG1_3710.3, TREG1_3710.2, TREG1_3710.1, TREG1_3710.4
OG0000857	SMRG1_4030.2, SMRG1_4030.4, SMRG1_4030.1, SMRG1_4030.3	TREG1_5160.1
OG0000858	SMRG1_4370.1	TREG1_14070.5, TREG1_14070.1, TREG1_14070.4, TREG1_14070.2, TREG1_14070.3
OG0000859	SMRG1_50240.1, SMRG1_50240.3, SMRG1_50240.6, SMRG1_50240.2, SMRG1_50240.5, SMRG1_50240.4	TREG1_68190.1, TREG1_68190.2
OG0000860	SMRG1_60980.1	TREG1_80920.1
OG0000860	SMRG1_63040.1	TREG1_83610.1
OG0000861	SMRG1_11200.1	TREG1_13860.1
OG0000862	SMRG1_30080.1, SMRG1_30080.4, SMRG1_30080.3, SMRG1_30080.2	TREG1_49680.1
OG0000863	SMRG1_7020.1, SMRG1_7010.1	TREG1_25490.1
OG0000864	SMRG1_40500.1, SMRG1_40500.5, SMRG1_40500.2, SMRG1_40500.3, SMRG1_40500.4	TREG1_54890.1
OG0000865	SMRG1_33280.10, SMRG1_33280.2, SMRG1_33280.6, SMRG1_33280.4, SMRG1_33280.5, SMRG1_33280.1, SMRG1_33280.3, SMRG1_33280.7, SMRG1_33280.8, SMRG1_33280.9, SMRG1_33280.11	TREG1_53080.1, TREG1_53070.1
OG0000866	SMRG1_1180.1, SMRG1_1180.2, SMRG1_1180.3	TREG1_4670.1
OG0000867	SMRG1_6910.1	TREG1_26310.1
OG0000868	SMRG1_80410.1, SMRG1_80420.1, SMRG1_80450.1, SMRG1_80470.1	TREG1_64520.1
OG0000869	SMRG1_90420.1	TREG1_121370.1, TREG1_121370.2
OG0000870	SMRG1_970.1	TREG1_13310.1, TREG1_13310.2, TREG1_13310.3, TREG1_13310.4, TREG1_13310.6, TREG1_13310.7, TREG1_13310.8, TREG1_13310.9, TREG1_13310.5, TREG1_85010.1
OG0000871	SMRG1_28730.1, SMRG1_28730.2, SMRG1_28730.3	TREG1_139230.1, TREG1_139230.2
OG0000872	SMRG1_3930.1, SMRG1_3930.2, SMRG1_3930.3, SMRG1_3930.4, SMRG1_3930.6, SMRG1_3930.5	TREG1_3920.1, TREG1_3920.2, TREG1_3920.3
OG0000873	SMRG1_87440.1, SMRG1_87440.5, SMRG1_87440.3, SMRG1_87440.4, SMRG1_87440.2, SMRG1_87440.6, SMRG1_87440.7, SMRG1_87440.8	TREG1_121670.1
OG0000874	SMRG1_43350.1	TREG1_42590.4, TREG1_42590.5, TREG1_42590.1, TREG1_42590.2, TREG1_42590.3
OG0000875	SMRG1_62970.1, SMRG1_62970.2	TREG1_82910.4, TREG1_83010.1, TREG1_82910.6, TREG1_82910.8, TREG1_82910.5, TREG1_82910.7
OG0000876	SMRG1_23790.2, SMRG1_23790.1, SMRG1_23790.3, SMRG1_23780.1	TREG1_60610.1, TREG1_60630.1, TREG1_60670.1
OG0000877	SMRG1_6960.2, SMRG1_6960.3, SMRG1_6960.1	TREG1_26220.1
OG0000878	SMRG1_16590.5, SMRG1_16590.1, SMRG1_16590.2, SMRG1_16590.8, SMRG1_16590.9, SMRG1_16590.3, SMRG1_16590.4, SMRG1_16590.7, SMRG1_16590.6, SMRG1_16590.10	TREG1_22910.1
OG0000879	SMRG1_58840.3, SMRG1_58840.2, SMRG1_58840.1	TREG1_80220.1, TREG1_80220.3, TREG1_80220.2, TREG1_80220.4, TREG1_80220.5
OG0000880	SMRG1_80040.1, SMRG1_80040.2, SMRG1_80040.3, SMRG1_80040.6, SMRG1_80040.4, SMRG1_80040.5, SMRG1_80040.7	TREG1_107590.1
OG0000881	SMRG1_4400.1	TREG1_2180.1
OG0000881	SMRG1_91920.1	TREG1_126190.3, TREG1_126190.1, TREG1_126190.2, TREG1_126210.1
OG0000882	SMRG1_22070.1, SMRG1_22070.2	TREG1_23920.1
OG0000882	SMRG1_40230.3, SMRG1_40230.2, SMRG1_40230.1	TREG1_40830.2, TREG1_40830.1, TREG1_40830.3
OG0000883	SMRG1_40220.1, SMRG1_40220.2, SMRG1_40220.3, SMRG1_40220.4, SMRG1_40220.5	TREG1_40840.1
OG0000884	SMRG1_39450.1, SMRG1_39450.3, SMRG1_39450.4, SMRG1_39450.2	TREG1_43890.1
OG0000885	SMRG1_1690.1	TREG1_14080.1
OG0000886	SMRG1_71120.2, SMRG1_71120.1	TREG1_94870.1
OG0000887	SMRG1_19130.1	TREG1_14980.1
OG0000888	SMRG1_79180.1	TREG1_108070.1, TREG1_108210.1
OG0000888	SMRG1_79190.1, SMRG1_79190.2	TREG1_108230.1
OG0000889	SMRG1_27870.1, SMRG1_27870.2	TREG1_37950.6, TREG1_37950.2, TREG1_37950.1, TREG1_37950.3, TREG1_37950.4, TREG1_37950.5
OG0000890	SMRG1_41120.4, SMRG1_41120.1, SMRG1_41120.2, SMRG1_41120.3, SMRG1_41120.5, SMRG1_41120.6, SMRG1_41120.7, SMRG1_41120.8	TREG1_56730.1
OG0000891	SMRG1_37360.4, SMRG1_37360.5, SMRG1_37360.1, SMRG1_37360.3, SMRG1_37360.8, SMRG1_37360.9, SMRG1_37360.2, SMRG1_37360.7, SMRG1_37360.6	TREG1_52000.1, TREG1_52010.2, TREG1_52010.1
OG0000892	SMRG1_52560.1, SMRG1_52560.5, SMRG1_52560.2, SMRG1_52560.6, SMRG1_52560.3, SMRG1_52560.4	TREG1_66610.1, TREG1_66610.2
OG0000894	SMRG1_88820.1, SMRG1_88820.2	TREG1_119780.1, TREG1_119780.2, TREG1_119780.3, TREG1_119780.5, TREG1_119780.4, TREG1_119780.6
OG0000895	SMRG1_44270.4, SMRG1_44270.1, SMRG1_44270.2, SMRG1_44270.3	TREG1_40640.1
OG0000896	SMRG1_20850.1, SMRG1_20870.1, SMRG1_20870.2	TREG1_28700.1, TREG1_28700.2, TREG1_28700.3, TREG1_28700.6, TREG1_28700.8, TREG1_28700.4, TREG1_28700.5, TREG1_28700.7, TREG1_28700.10, TREG1_28700.11, TREG1_28700.9
OG0000897	SMRG1_9670.1, SMRG1_9670.2, SMRG1_9680.1	TREG1_2650.1, TREG1_2660.1
OG0000898	SMRG1_72680.2, SMRG1_72680.8, SMRG1_72680.1, SMRG1_72680.10, SMRG1_72680.11, SMRG1_72680.5, SMRG1_72680.6, SMRG1_72680.7, SMRG1_72680.9, SMRG1_72680.12, SMRG1_72680.3, SMRG1_72680.4, SMRG1_72680.13	TREG1_102060.1, TREG1_102060.2, TREG1_102060.3, TREG1_102060.4, TREG1_102060.6, TREG1_102060.5
OG0000899	SMRG1_13890.1	TREG1_107040.1, TREG1_107050.1, TREG1_141190.1, TREG1_107010.1, TREG1_107240.1, TREG1_107250.1, TREG1_107250.2, TREG1_142190.1, TREG1_142190.2, TREG1_107100.1, TREG1_141200.1, TREG1_141200.2
OG0000900	SMRG1_3500.1, SMRG1_3500.2	TREG1_4380.5, TREG1_4380.7, TREG1_4380.9, TREG1_4380.4, TREG1_4380.6, TREG1_4470.1, TREG1_4380.10, TREG1_4380.11, TREG1_4380.8, TREG1_4480.1, TREG1_62970.1, TREG1_62940.1, TREG1_62950.1, TREG1_62960.1, TREG1_62960.2, TREG1_62960.3
OG0000901	SMRG1_63150.1, SMRG1_63150.2, SMRG1_63150.3, SMRG1_63150.4, SMRG1_63150.5, SMRG1_63150.6, SMRG1_63150.7	TREG1_90080.1
OG0000902	SMRG1_55690.1, SMRG1_55690.2, SMRG1_55690.3, SMRG1_55690.4, SMRG1_55690.5, SMRG1_55690.6	TREG1_77320.1
OG0000903	SMRG1_14860.1, SMRG1_14860.2	TREG1_30190.3, TREG1_30190.4, TREG1_30190.1, TREG1_30190.5, TREG1_30190.6, TREG1_30190.2, TREG1_30190.7
OG0000904	SMRG1_4900.1, SMRG1_4900.2, SMRG1_4900.3, SMRG1_4900.6, SMRG1_4900.4, SMRG1_4900.5	TREG1_2830.1, TREG1_2830.2, TREG1_2830.3, TREG1_2830.4
OG0000905	SMRG1_79340.3, SMRG1_79340.4, SMRG1_79340.1, SMRG1_79340.2	TREG1_108470.1, TREG1_108470.2
OG0000906	SMRG1_64470.1, SMRG1_64470.2, SMRG1_64470.3, SMRG1_64470.4, SMRG1_64470.5	TREG1_79790.1
OG0000907	SMRG1_75160.2, SMRG1_75160.1	TREG1_99120.1, TREG1_99120.2
OG0000908	SMRG1_26740.1	TREG1_59560.1
OG0000908	SMRG1_26760.1, SMRG1_26770.1	TREG1_59530.1, TREG1_59540.1
OG0000910	SMRG1_7780.1	TREG1_10250.2, TREG1_10250.4, TREG1_10250.5, TREG1_10250.6, TREG1_10250.7, TREG1_10250.8, TREG1_10250.9, TREG1_10250.1, TREG1_10250.3
OG0000911	SMRG1_58680.1, SMRG1_58680.7, SMRG1_58680.2, SMRG1_58680.3, SMRG1_58680.6, SMRG1_58680.4, SMRG1_58680.5	TREG1_78840.1
OG0000912	SMRG1_6180.1, SMRG1_6180.2	TREG1_5340.2, TREG1_5340.4, TREG1_5340.3, TREG1_5340.6, TREG1_5340.5, TREG1_5340.1
OG0000913	SMRG1_31530.1, SMRG1_31530.3, SMRG1_31530.2, SMRG1_31530.4, SMRG1_31530.5	TREG1_51280.2, TREG1_51280.3, TREG1_51280.7, TREG1_51280.4, TREG1_51280.5, TREG1_51280.1, TREG1_51280.6
OG0000914	SMRG1_38590.3, SMRG1_38590.1, SMRG1_38590.2, SMRG1_38590.4, SMRG1_38590.5	TREG1_44740.1
OG0000915	SMRG1_29630.2, SMRG1_29630.4, SMRG1_29630.3, SMRG1_29630.1	TREG1_46590.2, TREG1_46590.3, TREG1_46590.4, TREG1_46590.5, TREG1_46590.1
OG0000916	SMRG1_39710.1	TREG1_41440.1, TREG1_41440.3, TREG1_41440.2
OG0000917	SMRG1_84890.4, SMRG1_84890.1, SMRG1_84890.2, SMRG1_84890.3	TREG1_110530.6, TREG1_110560.1, TREG1_110530.7, TREG1_110530.8, TREG1_110530.4, TREG1_110530.5
OG0000918	SMRG1_26900.4, SMRG1_26900.1, SMRG1_26900.2, SMRG1_26900.3	TREG1_60430.1, TREG1_60430.3, TREG1_60430.2
OG0000919	SMRG1_85210.1, SMRG1_85210.2, SMRG1_85210.3	TREG1_115330.2, TREG1_115330.1, TREG1_115330.3, TREG1_115330.4, TREG1_115330.5, TREG1_115330.6
OG0000920	SMRG1_96260.1	TREG1_132090.1
OG0000921	SMRG1_43750.1, SMRG1_43750.5, SMRG1_43750.4, SMRG1_43750.3, SMRG1_43750.2, SMRG1_43750.6, SMRG1_43750.7	TREG1_56460.1
OG0000922	SMRG1_6590.1	TREG1_8770.1
OG0000922	SMRG1_6600.1	TREG1_8760.1
OG0000923	SMRG1_94480.1	TREG1_131390.1, TREG1_131390.2, TREG1_131390.3
OG0000925	SMRG1_15970.3, SMRG1_15970.4, SMRG1_15970.1, SMRG1_15970.2	TREG1_9350.1
OG0000926	SMRG1_27170.1	TREG1_33460.1
OG0000927	SMRG1_19200.1, SMRG1_19200.2, SMRG1_19200.4, SMRG1_19200.6, SMRG1_19200.7, SMRG1_19200.3, SMRG1_19200.5	TREG1_14900.1
OG0000928	SMRG1_32330.2, SMRG1_32330.3, SMRG1_32330.1, SMRG1_32330.4, SMRG1_32330.7, SMRG1_32330.8, SMRG1_32330.10, SMRG1_32330.9, SMRG1_32340.1, SMRG1_32330.5, SMRG1_32330.6	TREG1_52020.1
OG0000929	SMRG1_65540.3, SMRG1_65540.1, SMRG1_65540.2	TREG1_88920.3, TREG1_88920.1, TREG1_88920.2, TREG1_88920.4
OG0000930	SMRG1_42690.1, SMRG1_42690.3, SMRG1_42690.2, SMRG1_42690.4	TREG1_55860.1
