Orthogroup	schistosoma_margrebowiei	fasciola_gigantica
OG0001136	SMRG1_23680.1, SMRG1_23680.4, SMRG1_23680.3, SMRG1_23680.2	FGIG_00645, FGIG_03058, FGIG_03059
OG0001137	SMRG1_54080.1	FGIG_00823, FGIG_00821
OG0001138	SMRG1_19950.1	FGIG_01503
OG0001139	SMRG1_37420.1	FGIG_01506
OG0001140	SMRG1_46930.1	FGIG_01543
OG0001141	SMRG1_80260.1, SMRG1_80240.1, SMRG1_80250.1, SMRG1_80230.1	FGIG_01893, FGIG_01892
OG0001142	SMRG1_12550.1, SMRG1_12560.1	FGIG_02001, FGIG_02003
OG0001143	SMRG1_63400.2, SMRG1_63400.3, SMRG1_63400.4, SMRG1_63400.5, SMRG1_63400.7, SMRG1_63400.1, SMRG1_63400.6	FGIG_02060
OG0001144	SMRG1_36210.1	FGIG_02616, FGIG_03492
OG0001145	SMRG1_66080.1, SMRG1_66080.2	FGIG_02867
OG0001146	SMRG1_4230.1, SMRG1_4230.2	FGIG_03198
OG0001147	SMRG1_7280.1	FGIG_04109, FGIG_03472
OG0001148	SMRG1_72590.1	FGIG_03714
OG0001149	SMRG1_78700.2, SMRG1_78700.3, SMRG1_78700.1, SMRG1_78700.5, SMRG1_78700.4	FGIG_03749
OG0001150	SMRG1_52610.5, SMRG1_52610.1, SMRG1_52610.2, SMRG1_52610.3, SMRG1_52610.4	FGIG_03772
OG0001151	SMRG1_90890.1	FGIG_04134, FGIG_04135
OG0001152	SMRG1_12340.1, SMRG1_12340.3, SMRG1_12340.4, SMRG1_12340.6, SMRG1_12340.7, SMRG1_12340.2, SMRG1_12340.5	FGIG_04580, FGIG_07119
OG0001153	SMRG1_68790.1, SMRG1_68790.5, SMRG1_68790.4, SMRG1_68790.2, SMRG1_68790.3	FGIG_04681
OG0001154	SMRG1_44220.1, SMRG1_44220.2, SMRG1_44220.3, SMRG1_44220.4	FGIG_04952
OG0001155	SMRG1_49110.3, SMRG1_49110.5, SMRG1_49110.1, SMRG1_49110.2, SMRG1_49110.4	FGIG_05185, FGIG_05184
OG0001156	SMRG1_86710.1, SMRG1_86710.2, SMRG1_86720.1, SMRG1_7240.1, SMRG1_7240.2	FGIG_05213
OG0001157	SMRG1_63450.1	FGIG_05241
OG0001158	SMRG1_42680.1, SMRG1_42680.2, SMRG1_42680.3	FGIG_05413
OG0001159	SMRG1_93300.5, SMRG1_93300.10, SMRG1_93300.2, SMRG1_93300.3, SMRG1_93300.4, SMRG1_93300.8, SMRG1_93300.1, SMRG1_93300.11, SMRG1_93300.7, SMRG1_93300.9, SMRG1_93300.6	FGIG_05437
OG0001160	SMRG1_20550.2, SMRG1_20550.3, SMRG1_20550.4, SMRG1_20550.5, SMRG1_20550.1	FGIG_05512
OG0001161	SMRG1_69480.1, SMRG1_69480.2, SMRG1_66200.1	FGIG_05665, FGIG_05664
OG0001162	SMRG1_35830.1, SMRG1_35830.3, SMRG1_35830.2	FGIG_05816
OG0001163	SMRG1_77740.5, SMRG1_77740.2, SMRG1_77740.4, SMRG1_77740.1, SMRG1_77740.3	FGIG_06050, FGIG_06049
OG0001164	SMRG1_81580.1, SMRG1_81580.3, SMRG1_81580.5, SMRG1_81580.2, SMRG1_81580.4	FGIG_06154
OG0001165	SMRG1_58200.1, SMRG1_58200.2, SMRG1_58200.3, SMRG1_58200.4	FGIG_06975
OG0001166	SMRG1_10630.1, SMRG1_10630.3, SMRG1_10630.2, SMRG1_10630.4	FGIG_07145
OG0001167	SMRG1_35820.1, SMRG1_35820.3, SMRG1_35820.2	FGIG_07296
OG0001168	SMRG1_12140.1	FGIG_07458, FGIG_07459
OG0001169	SMRG1_50830.1	FGIG_07667
OG0001170	SMRG1_10930.1, SMRG1_10930.2	FGIG_07739
OG0001171	SMRG1_15040.3, SMRG1_15040.2, SMRG1_15040.1, SMRG1_14960.3, SMRG1_14960.4, SMRG1_14960.1, SMRG1_14960.2	FGIG_07821
OG0001172	SMRG1_60270.1	FGIG_08034
OG0001173	SMRG1_650.1	FGIG_08233
OG0001175	SMRG1_76790.1, SMRG1_52700.1, SMRG1_52700.2	FGIG_08343
OG0001176	SMRG1_74040.1, SMRG1_74040.2, SMRG1_74040.3, SMRG1_74040.4	FGIG_08377
OG0001177	SMRG1_24960.1	FGIG_08477
OG0001178	SMRG1_2360.1, SMRG1_2350.1	FGIG_08746
OG0001179	SMRG1_94540.1, SMRG1_94540.2	FGIG_08962
OG0001180	SMRG1_9020.4, SMRG1_9020.2, SMRG1_9020.3, SMRG1_9020.1	FGIG_09159, FGIG_11284
OG0001181	SMRG1_58220.3, SMRG1_58220.5, SMRG1_58220.2, SMRG1_58220.1, SMRG1_58220.4	FGIG_09440
OG0001182	SMRG1_36060.1, SMRG1_36060.2, SMRG1_36060.3, SMRG1_36060.4	FGIG_09577, FGIG_12267
OG0001183	SMRG1_10670.1	FGIG_09838
OG0001184	SMRG1_97850.1, SMRG1_97980.1	FGIG_09947
OG0001185	SMRG1_10280.6, SMRG1_10280.1, SMRG1_10280.2, SMRG1_10280.3, SMRG1_10280.5, SMRG1_10280.4, SMRG1_10280.8, SMRG1_10280.7	FGIG_10786
OG0001186	SMRG1_4720.1, SMRG1_4720.2	FGIG_10879
OG0001187	SMRG1_31360.1	FGIG_11096
OG0001188	SMRG1_7550.1, SMRG1_7550.2	FGIG_11471
OG0001189	SMRG1_13880.1, SMRG1_13880.5, SMRG1_13880.3, SMRG1_13880.2, SMRG1_13880.4, SMRG1_13880.6	FGIG_12652, FGIG_11638
OG0001190	SMRG1_36230.1	FGIG_11792
OG0001191	SMRG1_6700.3, SMRG1_6700.1, SMRG1_6700.2, SMRG1_6700.4	FGIG_11901
OG0001192	SMRG1_43040.1	FGIG_12164, FGIG_12599
OG0001193	SMRG1_83370.1, SMRG1_83370.2, SMRG1_83370.3	FGIG_12177
OG0001194	SMRG1_6220.7, SMRG1_6220.6, SMRG1_6220.4, SMRG1_6220.5, SMRG1_6220.1, SMRG1_6220.2, SMRG1_6220.3	FGIG_12597
OG0001202	SMRG1_13010.1	FGIG_00092, FGIG_00091, FGIG_00090
OG0001203	SMRG1_300.1	FGIG_00255
OG0001203	SMRG1_81500.2	FGIG_01145
OG0001204	SMRG1_67180.1, SMRG1_67180.2, SMRG1_67180.8, SMRG1_67180.7, SMRG1_67180.5, SMRG1_67180.6, SMRG1_67180.3, SMRG1_67180.4	FGIG_00416
OG0001205	SMRG1_36440.1, SMRG1_36440.2, SMRG1_36440.3	FGIG_00431, FGIG_00433
OG0001206	SMRG1_49490.1, SMRG1_61820.1, SMRG1_57640.1, SMRG1_3380.1, SMRG1_46020.1, SMRG1_58630.1	FGIG_00521
OG0001207	SMRG1_14500.1	FGIG_00624
OG0001208	SMRG1_38130.1	FGIG_00768, FGIG_10999, FGIG_08146
OG0001209	SMRG1_49370.2, SMRG1_49370.1, SMRG1_49370.4, SMRG1_49370.3, SMRG1_49370.5	FGIG_00773
OG0001210	SMRG1_94410.1	FGIG_00783
OG0001211	SMRG1_17450.1, SMRG1_17450.4, SMRG1_17450.6, SMRG1_17450.8, SMRG1_17450.7, SMRG1_17450.2, SMRG1_17450.5, SMRG1_17450.3, SMRG1_17450.9	FGIG_00866
OG0001212	SMRG1_24560.1, SMRG1_24630.1, SMRG1_24530.1, SMRG1_24580.1, SMRG1_24540.1, SMRG1_24550.1, SMRG1_24570.1	FGIG_00887, FGIG_00886
OG0001213	SMRG1_6520.1	FGIG_00940
OG0001214	SMRG1_28550.3, SMRG1_28550.4, SMRG1_28550.2, SMRG1_28550.1	FGIG_00963
OG0001215	SMRG1_64390.5, SMRG1_64390.6, SMRG1_64390.1, SMRG1_64390.3, SMRG1_64390.2, SMRG1_64390.4	FGIG_00989
OG0001216	SMRG1_26860.3, SMRG1_26860.2, SMRG1_26860.1	FGIG_01139
OG0001217	SMRG1_73670.1, SMRG1_73670.6, SMRG1_73670.3, SMRG1_73670.5, SMRG1_73670.4, SMRG1_73670.2	FGIG_01201, FGIG_09525
OG0001218	SMRG1_12040.1	FGIG_01297
OG0001219	SMRG1_740.1, SMRG1_740.2, SMRG1_740.3	FGIG_01301
OG0001220	SMRG1_96160.1, SMRG1_96160.2, SMRG1_96160.3, SMRG1_96160.4, SMRG1_96160.5	FGIG_01568
OG0001221	SMRG1_63060.2, SMRG1_63060.1, SMRG1_63060.4, SMRG1_63060.3	FGIG_01627
OG0001222	SMRG1_93080.3, SMRG1_93080.5, SMRG1_93080.4, SMRG1_93080.2, SMRG1_93080.1	FGIG_01806
OG0001223	SMRG1_32800.1, SMRG1_32800.2, SMRG1_32800.3	FGIG_12507, FGIG_01808
OG0001224	SMRG1_82900.1	FGIG_11675, FGIG_01980, FGIG_11674
OG0001225	SMRG1_62020.1	FGIG_11699, FGIG_02205
OG0001226	SMRG1_46610.2, SMRG1_46610.1, SMRG1_46610.3, SMRG1_46610.5, SMRG1_46610.7, SMRG1_46610.4, SMRG1_46610.6	FGIG_02402, FGIG_02403
OG0001227	SMRG1_62470.5, SMRG1_62470.1, SMRG1_62470.3, SMRG1_62470.4, SMRG1_62470.2	FGIG_02427, FGIG_10207
OG0001228	SMRG1_45240.1	FGIG_04742, FGIG_05551, FGIG_02693, FGIG_12115, FGIG_02692
OG0001229	SMRG1_30580.1, SMRG1_30580.2, SMRG1_30580.3	FGIG_02875
OG0001230	SMRG1_18090.1	FGIG_02882
OG0001231	SMRG1_39550.1	FGIG_02962
OG0001232	SMRG1_81530.1, SMRG1_81540.1, SMRG1_81550.1	FGIG_03290, FGIG_10388
OG0001233	SMRG1_5710.3, SMRG1_5710.4, SMRG1_5710.1, SMRG1_5710.5, SMRG1_5710.2	FGIG_03583
OG0001234	SMRG1_44370.1	FGIG_03890
OG0001235	SMRG1_28950.4, SMRG1_28950.2, SMRG1_28950.3, SMRG1_28950.1	FGIG_05015, FGIG_04167
OG0001236	SMRG1_64110.1, SMRG1_64110.2	FGIG_04255, FGIG_04254
OG0001237	SMRG1_26780.1, SMRG1_26700.1	FGIG_04341
OG0001238	SMRG1_84450.1	FGIG_04821, FGIG_10088
OG0001239	SMRG1_12060.1, SMRG1_12060.2	FGIG_04854
OG0001240	SMRG1_54600.1, SMRG1_54600.2, SMRG1_54600.3	FGIG_05002
OG0001241	SMRG1_61130.1	FGIG_05887
OG0001241	SMRG1_75100.1	FGIG_05099
OG0001242	SMRG1_56870.1, SMRG1_56870.2, SMRG1_56870.4, SMRG1_56870.3	FGIG_05100, FGIG_11527, FGIG_06927, FGIG_10131, FGIG_10130
OG0001243	SMRG1_6510.3, SMRG1_6510.4, SMRG1_6510.5, SMRG1_6510.1, SMRG1_6510.2	FGIG_08567, FGIG_05341
OG0001244	SMRG1_90710.3, SMRG1_90710.5, SMRG1_90710.4, SMRG1_90710.1, SMRG1_90710.6, SMRG1_90710.2	FGIG_05347
OG0001245	SMRG1_11680.1	FGIG_05932
OG0001246	SMRG1_33170.1, SMRG1_33170.2	FGIG_06383
OG0001247	SMRG1_37370.3, SMRG1_37370.4, SMRG1_37370.2, SMRG1_37370.1, SMRG1_37370.6, SMRG1_37370.5	FGIG_06416
OG0001248	SMRG1_5460.1, SMRG1_5470.1	FGIG_06917
OG0001249	SMRG1_36150.1, SMRG1_36150.2	FGIG_06968
OG0001250	SMRG1_1800.1, SMRG1_1800.2, SMRG1_1810.1	FGIG_06989
OG0001251	SMRG1_77920.1, SMRG1_77920.2	FGIG_07285
OG0001252	SMRG1_52490.1, SMRG1_52490.2	FGIG_07384
OG0001253	SMRG1_55400.1, SMRG1_55400.2	FGIG_07753, FGIG_07752
OG0001254	SMRG1_32880.1	FGIG_12494, FGIG_07899, FGIG_07901
OG0001255	SMRG1_29040.4, SMRG1_29040.6, SMRG1_29040.2, SMRG1_29040.5, SMRG1_29040.1, SMRG1_29040.3	FGIG_07955
OG0001256	SMRG1_49010.5, SMRG1_49010.1, SMRG1_49010.2, SMRG1_49010.3, SMRG1_49010.4	FGIG_10216, FGIG_08072, FGIG_08073
OG0001257	SMRG1_27090.1	FGIG_10494, FGIG_08198
OG0001258	SMRG1_77300.6, SMRG1_77300.1, SMRG1_77300.2, SMRG1_77300.3, SMRG1_77300.4, SMRG1_77300.5	FGIG_08259
OG0001259	SMRG1_61270.1	FGIG_08281
OG0001260	SMRG1_400.1, SMRG1_400.2, SMRG1_400.3	FGIG_08501, FGIG_08502
OG0001261	SMRG1_45880.2, SMRG1_45880.1, SMRG1_45880.3, SMRG1_45880.4	FGIG_08782
OG0001262	SMRG1_83410.1, SMRG1_83410.3, SMRG1_83410.4, SMRG1_83410.2	FGIG_08945
OG0001263	SMRG1_90870.1, SMRG1_90880.1	FGIG_09513
OG0001264	SMRG1_54450.3, SMRG1_54450.1, SMRG1_54450.2, SMRG1_54450.4, SMRG1_54450.5	FGIG_09786
OG0001265	SMRG1_59830.6, SMRG1_59830.7, SMRG1_59830.1, SMRG1_59830.3, SMRG1_59830.2, SMRG1_59830.4, SMRG1_59830.5	FGIG_09796
OG0001266	SMRG1_71170.3, SMRG1_71170.1, SMRG1_71170.2, SMRG1_71170.4	FGIG_09988
OG0001267	SMRG1_53800.1, SMRG1_53800.3, SMRG1_53800.7, SMRG1_53800.6, SMRG1_53800.2, SMRG1_53800.4, SMRG1_53800.5	FGIG_10603
OG0001268	SMRG1_7560.1, SMRG1_7560.2	FGIG_11001, FGIG_10608
OG0001269	SMRG1_23640.5, SMRG1_23640.4, SMRG1_23640.3, SMRG1_23640.1, SMRG1_23640.2	FGIG_10908
OG0001270	SMRG1_89920.1	FGIG_10957
OG0001271	SMRG1_65630.3, SMRG1_65630.1, SMRG1_65630.2	FGIG_11008, FGIG_12544
OG0001272	SMRG1_80740.1, SMRG1_80740.2, SMRG1_80740.3, SMRG1_80740.4	FGIG_11520, FGIG_12609, FGIG_11091
OG0001273	SMRG1_74350.2, SMRG1_74350.3, SMRG1_74350.4, SMRG1_74350.1, SMRG1_74350.5	FGIG_11191
OG0001274	SMRG1_69530.1, SMRG1_69530.2	FGIG_11229, FGIG_11228
OG0001275	SMRG1_54930.1	FGIG_11389, FGIG_11949
OG0001276	SMRG1_65050.1, SMRG1_65050.2, SMRG1_65050.3	FGIG_11574
OG0001277	SMRG1_3090.1, SMRG1_3090.2, SMRG1_3080.2, SMRG1_3080.5, SMRG1_3080.1, SMRG1_3080.3, SMRG1_3080.4	FGIG_11601, FGIG_12005
OG0001278	SMRG1_91960.5, SMRG1_91960.1, SMRG1_91960.2, SMRG1_91960.3, SMRG1_91960.4	FGIG_11618
OG0001279	SMRG1_35070.1	FGIG_12224, FGIG_12521
OG0001288	SMRG1_95370.2, SMRG1_95370.1, SMRG1_95370.4, SMRG1_95370.3	FGIG_00192
OG0001289	SMRG1_29700.1, SMRG1_29700.3, SMRG1_29700.2	FGIG_00210
OG0001290	SMRG1_4770.1	FGIG_07230, FGIG_00515
OG0001291	SMRG1_6690.1	FGIG_00674
OG0001292	SMRG1_6830.1	FGIG_00943
OG0001293	SMRG1_56040.1, SMRG1_56050.1	FGIG_01034, FGIG_10755
OG0001294	SMRG1_32240.5, SMRG1_32240.1, SMRG1_32240.4, SMRG1_32240.2, SMRG1_32240.3	FGIG_01093
OG0001295	SMRG1_31870.1	FGIG_01383
OG0001296	SMRG1_7130.1	FGIG_01523
OG0001297	SMRG1_13470.1	FGIG_01649
OG0001298	SMRG1_36340.1, SMRG1_36340.2, SMRG1_36340.3	FGIG_10329, FGIG_01668
OG0001299	SMRG1_32810.3, SMRG1_32810.4, SMRG1_32810.1, SMRG1_32810.2	FGIG_01809
OG0001300	SMRG1_5780.2, SMRG1_5780.3, SMRG1_5780.6, SMRG1_5780.1, SMRG1_5780.4, SMRG1_5780.5	FGIG_01863, FGIG_01865, FGIG_01864
OG0001301	SMRG1_55020.1, SMRG1_55020.2, SMRG1_55020.3	FGIG_02298
OG0001302	SMRG1_2210.1	FGIG_02339, FGIG_12266
OG0001303	SMRG1_31850.1, SMRG1_31850.4, SMRG1_31850.2, SMRG1_31850.3, SMRG1_31850.5, SMRG1_31850.6	FGIG_02649
OG0001304	SMRG1_89600.4, SMRG1_89600.6, SMRG1_89600.2, SMRG1_89600.1, SMRG1_89600.3, SMRG1_89600.5	FGIG_02940
OG0001305	SMRG1_420.1	FGIG_03115
OG0001306	SMRG1_62130.1, SMRG1_62130.2	FGIG_03213, FGIG_11624
OG0001307	SMRG1_82260.1	FGIG_12121
OG0001307	SMRG1_82250.1	FGIG_08402, FGIG_03373
OG0001308	SMRG1_96120.1, SMRG1_96120.2	FGIG_03675
OG0001309	SMRG1_74670.1	FGIG_03882
OG0001310	SMRG1_27590.1, SMRG1_27580.3, SMRG1_27580.2, SMRG1_27580.1	FGIG_03923, FGIG_03919, FGIG_03920, FGIG_03921, FGIG_03922
OG0001311	SMRG1_44380.3, SMRG1_44380.2, SMRG1_44380.5, SMRG1_44380.1, SMRG1_44380.4	FGIG_04205
OG0001312	SMRG1_31630.1, SMRG1_31630.2	FGIG_04608
OG0001313	SMRG1_42050.1, SMRG1_42050.2, SMRG1_42050.3, SMRG1_42050.4	FGIG_04711, FGIG_10967, FGIG_04712
OG0001314	SMRG1_10130.1, SMRG1_10130.4, SMRG1_10130.8, SMRG1_10130.7, SMRG1_10130.3, SMRG1_10130.10, SMRG1_10130.2, SMRG1_10130.6, SMRG1_10130.9, SMRG1_10130.5	FGIG_04857
OG0001315	SMRG1_31580.2, SMRG1_31580.4, SMRG1_31580.1, SMRG1_31580.3	FGIG_04966
OG0001316	SMRG1_85940.1	FGIG_05223, FGIG_05224
OG0001317	SMRG1_14410.3, SMRG1_14410.4, SMRG1_14410.1, SMRG1_14410.2	FGIG_05230, FGIG_05743
OG0001319	SMRG1_39580.2, SMRG1_39580.3, SMRG1_39580.1	FGIG_05871
OG0001320	SMRG1_64150.1, SMRG1_64150.2, SMRG1_64150.4, SMRG1_64150.5, SMRG1_64150.6, SMRG1_64150.3	FGIG_06118
OG0001322	SMRG1_48380.1, SMRG1_48380.2	FGIG_06556
OG0001323	SMRG1_1030.1, SMRG1_1030.4, SMRG1_1030.2, SMRG1_1030.3	FGIG_06678
OG0001324	SMRG1_87880.1, SMRG1_87880.4, SMRG1_87880.3, SMRG1_87880.2, SMRG1_87880.5	FGIG_06702
OG0001325	SMRG1_97450.1	FGIG_06784
OG0001326	SMRG1_54280.1	FGIG_07026, FGIG_12565
OG0001327	SMRG1_92240.1, SMRG1_92240.2, SMRG1_92240.3, SMRG1_92240.4, SMRG1_92240.5, SMRG1_92240.6, SMRG1_92240.7, SMRG1_92240.8	FGIG_07236
OG0001328	SMRG1_4330.1, SMRG1_4330.2, SMRG1_4330.4, SMRG1_4330.3	FGIG_12496, FGIG_07303, FGIG_07304
OG0001329	SMRG1_6020.1	FGIG_07431
OG0001330	SMRG1_31020.1, SMRG1_31020.2	FGIG_07580
OG0001331	SMRG1_48790.3, SMRG1_48790.1, SMRG1_48790.2, SMRG1_48800.1, SMRG1_42940.1	FGIG_07615
OG0001332	SMRG1_61600.1	FGIG_07793
OG0001332	SMRG1_71270.1	FGIG_08065
OG0001333	SMRG1_64820.1	FGIG_08087
OG0001334	SMRG1_460.1	FGIG_08335
OG0001335	SMRG1_30870.1, SMRG1_30870.2	FGIG_08507
OG0001336	SMRG1_46940.1	FGIG_08559
OG0001337	SMRG1_54430.3, SMRG1_54430.5, SMRG1_54430.1, SMRG1_54430.4, SMRG1_54430.2	FGIG_08711
OG0001338	SMRG1_37240.1, SMRG1_37240.2	FGIG_08777
OG0001339	SMRG1_10820.5, SMRG1_10820.6, SMRG1_10820.1, SMRG1_10820.2, SMRG1_10820.4, SMRG1_10820.3, SMRG1_10820.7	FGIG_09242
OG0001340	SMRG1_9120.1, SMRG1_9120.3, SMRG1_9120.4, SMRG1_9120.2, SMRG1_9120.5	FGIG_09253
OG0001341	SMRG1_77470.5, SMRG1_77470.1, SMRG1_77470.3, SMRG1_77470.4, SMRG1_77470.2	FGIG_09384
OG0001342	SMRG1_53040.1	FGIG_12225, FGIG_09592, FGIG_09591
OG0001343	SMRG1_71260.1	FGIG_09648
OG0001344	SMRG1_77520.1	FGIG_10334, FGIG_09779
OG0001345	SMRG1_42660.3, SMRG1_42660.4, SMRG1_42660.1, SMRG1_42660.2	FGIG_09899, FGIG_10090
OG0001346	SMRG1_14130.1	FGIG_10884, FGIG_10886, FGIG_09989, FGIG_10885
OG0001347	SMRG1_33940.1, SMRG1_33940.2, SMRG1_33940.3, SMRG1_33940.4, SMRG1_33940.6, SMRG1_33940.5	FGIG_10057, FGIG_12464
OG0001348	SMRG1_36030.1, SMRG1_36030.2, SMRG1_36030.3	FGIG_10100
OG0001349	SMRG1_14710.1	FGIG_11879, FGIG_10164
OG0001350	SMRG1_31240.1, SMRG1_31240.3, SMRG1_31240.4, SMRG1_31240.2	FGIG_10314
OG0001351	SMRG1_23610.1, SMRG1_23610.2	FGIG_10576
OG0001352	SMRG1_23860.1, SMRG1_23860.2, SMRG1_23860.3	FGIG_10691
OG0001353	SMRG1_63250.1, SMRG1_63250.4, SMRG1_63250.2, SMRG1_63250.3, SMRG1_63250.5	FGIG_10836, FGIG_11746
OG0001354	SMRG1_65220.1, SMRG1_65220.2, SMRG1_65220.3, SMRG1_65220.4, SMRG1_65220.5, SMRG1_65220.6, SMRG1_65220.7, SMRG1_65220.8	FGIG_11409
OG0001355	SMRG1_61210.1, SMRG1_61210.2, SMRG1_61210.3, SMRG1_61210.4	FGIG_11782
OG0001356	SMRG1_72860.1	FGIG_11865
OG0001357	SMRG1_39500.1, SMRG1_39500.2, SMRG1_39500.3	FGIG_12082
OG0001358	SMRG1_89670.3, SMRG1_89670.2, SMRG1_89670.1	FGIG_12429, FGIG_12515
OG0001361	SMRG1_28650.3, SMRG1_28650.2, SMRG1_28650.1	FGIG_00002
OG0001362	SMRG1_30730.1	FGIG_10224
OG0001363	SMRG1_96190.1, SMRG1_96190.2	FGIG_00681
OG0001364	SMRG1_85930.1	FGIG_02461, FGIG_00701
OG0001365	SMRG1_78550.4, SMRG1_78550.7, SMRG1_78550.8, SMRG1_78550.1, SMRG1_78550.2, SMRG1_78550.3, SMRG1_78550.5, SMRG1_78550.6	FGIG_00793
OG0001366	SMRG1_53890.3, SMRG1_53890.4, SMRG1_53890.2, SMRG1_53890.1	FGIG_00825
OG0001367	SMRG1_96740.1, SMRG1_96740.2	FGIG_00899
OG0001368	SMRG1_17040.1	FGIG_01072
OG0001369	SMRG1_90340.1	FGIG_01293, FGIG_11775
OG0001370	SMRG1_58910.1, SMRG1_58910.2	FGIG_01407
OG0001371	SMRG1_36510.3, SMRG1_36510.1, SMRG1_36510.2, SMRG1_36510.4	FGIG_01436, FGIG_03554, FGIG_05993
OG0001372	SMRG1_37290.1, SMRG1_37290.2, SMRG1_37290.3	FGIG_01881
OG0001373	SMRG1_2200.1, SMRG1_2200.2, SMRG1_13720.1, SMRG1_13720.2, SMRG1_13720.3	FGIG_01981
OG0001374	SMRG1_59940.1, SMRG1_59940.2	FGIG_01999
OG0001375	SMRG1_77810.1, SMRG1_77810.2, SMRG1_77810.3, SMRG1_77810.4	FGIG_02028
OG0001376	SMRG1_88010.1, SMRG1_88010.2	FGIG_02276
OG0001377	SMRG1_62750.3, SMRG1_62750.1, SMRG1_62750.2	FGIG_02347
OG0001378	SMRG1_3160.1, SMRG1_3160.2, SMRG1_3160.3	FGIG_02822, FGIG_02481
OG0001379	SMRG1_70750.3, SMRG1_70750.4, SMRG1_70750.7, SMRG1_70750.1, SMRG1_70750.2, SMRG1_70750.5, SMRG1_70750.6	FGIG_02623, FGIG_11407, FGIG_11408, FGIG_09106
OG0001380	SMRG1_61510.1, SMRG1_61510.2, SMRG1_61510.3	FGIG_02638
OG0001381	SMRG1_73920.5, SMRG1_73920.2, SMRG1_73920.3, SMRG1_73920.4, SMRG1_73920.1	FGIG_02642, FGIG_12629
OG0001382	SMRG1_26790.2, SMRG1_26790.1, SMRG1_26790.3	FGIG_02925
OG0001383	SMRG1_3960.1	FGIG_03190
OG0001384	SMRG1_88860.2, SMRG1_88860.3, SMRG1_88860.5, SMRG1_88860.1, SMRG1_88860.4	FGIG_03272
OG0001385	SMRG1_23360.4, SMRG1_23360.1, SMRG1_23360.2, SMRG1_23360.3	FGIG_03311, FGIG_03310
OG0001386	SMRG1_44400.1	FGIG_03534
OG0001387	SMRG1_87870.1, SMRG1_87870.2, SMRG1_87870.3, SMRG1_87870.4	FGIG_03668
OG0001388	SMRG1_11080.1, SMRG1_11080.3, SMRG1_11080.2	FGIG_07823, FGIG_03697
OG0001389	SMRG1_46380.6, SMRG1_46380.5, SMRG1_46380.8, SMRG1_46380.1, SMRG1_46380.2, SMRG1_46380.3, SMRG1_46380.4, SMRG1_46380.7	FGIG_03992
OG0001390	SMRG1_39820.1	FGIG_04023
OG0001391	SMRG1_34640.1, SMRG1_34640.4, SMRG1_34640.2, SMRG1_34640.3	FGIG_04025, FGIG_06537
OG0001392	SMRG1_12130.1, SMRG1_12130.2, SMRG1_12130.3	FGIG_04113
OG0001393	SMRG1_15790.2, SMRG1_15790.3, SMRG1_15790.1	FGIG_04241
OG0001394	SMRG1_76800.2, SMRG1_76800.3, SMRG1_76800.1, SMRG1_76800.4	FGIG_04248
OG0001395	SMRG1_89590.1	FGIG_04272
OG0001395	SMRG1_25760.1	FGIG_12176
OG0001396	SMRG1_48430.1, SMRG1_48440.1, SMRG1_48440.2, SMRG1_48440.3, SMRG1_48440.4	FGIG_04364
OG0001397	SMRG1_62910.1, SMRG1_62910.2, SMRG1_62910.3	FGIG_04602
OG0001398	SMRG1_10860.1	FGIG_04627
OG0001399	SMRG1_93060.2, SMRG1_93060.4, SMRG1_93050.1, SMRG1_93060.5, SMRG1_93060.1, SMRG1_93060.3	FGIG_04632, FGIG_05593
OG0001400	SMRG1_81830.1, SMRG1_81830.2	FGIG_04740
OG0001401	SMRG1_51320.2, SMRG1_51320.1, SMRG1_51320.3	FGIG_05531, FGIG_04791
OG0001402	SMRG1_26060.1, SMRG1_26060.2	FGIG_04917
OG0001403	SMRG1_55620.2, SMRG1_55620.1, SMRG1_55620.3	FGIG_05254, FGIG_05255
OG0001404	SMRG1_19070.1	FGIG_05319
OG0001405	SMRG1_33500.2, SMRG1_33500.3, SMRG1_33500.1, SMRG1_33500.4	FGIG_05965
OG0001406	SMRG1_29360.1	FGIG_06203
OG0001408	SMRG1_24320.1, SMRG1_24320.2, SMRG1_24300.1	FGIG_06264, FGIG_07363
OG0001409	SMRG1_50350.2, SMRG1_50350.3, SMRG1_50350.4, SMRG1_50350.1, SMRG1_50350.5	FGIG_06287, FGIG_09995
OG0001410	SMRG1_35100.1, SMRG1_35100.2, SMRG1_35090.1	FGIG_06538
OG0001411	SMRG1_28630.1	FGIG_06544
OG0001412	SMRG1_28720.2, SMRG1_28720.1, SMRG1_28720.3	FGIG_06774
OG0001413	SMRG1_95580.1, SMRG1_95580.2	FGIG_06924
OG0001414	SMRG1_4150.1, SMRG1_4140.2, SMRG1_4140.1, SMRG1_4140.3	FGIG_07348
OG0001415	SMRG1_31380.1	FGIG_07500
OG0001416	SMRG1_14060.2, SMRG1_14060.1	FGIG_07696
OG0001417	SMRG1_11900.1	FGIG_07741, FGIG_12559
OG0001418	SMRG1_1630.1	FGIG_07825
OG0001419	SMRG1_66850.1, SMRG1_66850.6, SMRG1_66850.5, SMRG1_66850.2, SMRG1_66850.4, SMRG1_66850.3, SMRG1_66850.7	FGIG_07870, FGIG_10679
OG0001420	SMRG1_83170.1, SMRG1_83170.2	FGIG_07881
OG0001421	SMRG1_36920.4, SMRG1_36920.3, SMRG1_36920.1, SMRG1_36920.2	FGIG_07907
