Orthogroup	schistosoma_margrebowiei	s.mekongi
OG0000955	SMRG1_12070.2, SMRG1_12070.6, SMRG1_12070.3, SMRG1_12070.4, SMRG1_12070.5, SMRG1_12070.1	KAK4474643.1
OG0000958	SMRG1_13190.1, SMRG1_13190.2, SMRG1_13190.3, SMRG1_13190.4	KAK4475258.1
OG0000959	SMRG1_70550.1	KAK4470133.1
OG0000960	SMRG1_21340.1, SMRG1_21340.2	KAK4475503.1
OG0000961	SMRG1_38940.1, SMRG1_38940.2, SMRG1_38940.4, SMRG1_38940.5, SMRG1_38940.6, SMRG1_38940.3	KAK4473786.1
OG0000962	SMRG1_75140.4, SMRG1_75140.6, SMRG1_75140.1, SMRG1_75140.2, SMRG1_75140.5, SMRG1_75140.3, SMRG1_75140.7	KAK4470465.1
OG0000963	SMRG1_2330.1	KAK4475528.1
OG0000964	SMRG1_40880.4, SMRG1_40880.1, SMRG1_40880.2, SMRG1_40880.3	KAK4473624.1
OG0000965	SMRG1_63980.7, SMRG1_63980.8, SMRG1_63980.5, SMRG1_63980.6, SMRG1_63980.3, SMRG1_63980.4, SMRG1_63980.1, SMRG1_63980.2	KAK4471425.1
OG0000966	SMRG1_36280.1	KAK4474035.1
OG0000966	SMRG1_49730.1	KAK4469278.1
OG0000967	SMRG1_35510.1	KAK4474115.1
OG0000968	SMRG1_2670.1	KAK4475563.1, KAK4475566.1
OG0000969	SMRG1_82320.1	KAK4468356.1, KAK4468355.1
OG0000969	SMRG1_82330.1	KAK4468357.1
OG0000970	SMRG1_70220.2, SMRG1_70220.1, SMRG1_70220.3, SMRG1_70220.4, SMRG1_70160.1, SMRG1_70170.1, SMRG1_70240.1, SMRG1_70190.1, SMRG1_70250.1, SMRG1_70260.1, SMRG1_70180.1	KAK4470288.1
OG0000971	SMRG1_1710.1, SMRG1_1710.2, SMRG1_1710.3	KAK4475069.1
OG0000972	SMRG1_5850.3, SMRG1_5850.6, SMRG1_5850.1, SMRG1_5850.2, SMRG1_5850.5, SMRG1_5850.7, SMRG1_5850.8, SMRG1_5850.9, SMRG1_5850.4	KAK4475919.1
OG0000973	SMRG1_24120.1	KAK4473078.1
OG0000973	SMRG1_24140.2, SMRG1_24130.1, SMRG1_24140.1	KAK4473076.1, KAK4473077.1
OG0000974	SMRG1_56020.3, SMRG1_56020.4, SMRG1_56020.2, SMRG1_56020.1	KAK4469802.1
OG0000975	SMRG1_5700.1, SMRG1_5690.1	KAK4475902.1
OG0000976	SMRG1_9900.1, SMRG1_9900.7, SMRG1_9900.2, SMRG1_9900.4, SMRG1_9900.5, SMRG1_9900.6	KAK4476301.1
OG0000977	SMRG1_11530.1, SMRG1_11530.2, SMRG1_11530.3	KAK4474438.1
OG0000978	SMRG1_21010.1, SMRG1_21010.2, SMRG1_21010.3, SMRG1_21010.6, SMRG1_21010.4, SMRG1_21010.5, SMRG1_21010.7	KAK4475351.1
OG0000979	SMRG1_74300.3, SMRG1_74300.1, SMRG1_74300.2, SMRG1_74300.4	KAK4467504.1
OG0000980	SMRG1_52640.1, SMRG1_52640.2	KAK4469712.1
OG0000981	SMRG1_40200.3, SMRG1_40200.1, SMRG1_40200.2, SMRG1_40200.4	KAK4467302.1
OG0000982	SMRG1_64930.2, SMRG1_64930.1, SMRG1_64930.3, SMRG1_64930.5, SMRG1_64930.4	KAK4471784.1
OG0000983	SMRG1_15110.1, SMRG1_15110.2, SMRG1_15110.3, SMRG1_15110.4, SMRG1_15110.5	KAK4475242.1
OG0000984	SMRG1_34920.3, SMRG1_34920.2, SMRG1_34920.1, SMRG1_34920.4, SMRG1_34920.5	KAK4474162.1
OG0000985	SMRG1_15690.2, SMRG1_15690.3, SMRG1_15690.1	KAK4474794.1
OG0000986	SMRG1_73440.1, SMRG1_73440.2	KAK4470291.1
OG0000987	SMRG1_84080.4, SMRG1_84080.5, SMRG1_84080.1, SMRG1_84080.10, SMRG1_84080.11, SMRG1_84080.12, SMRG1_84080.15, SMRG1_84080.3, SMRG1_84080.7, SMRG1_84080.8, SMRG1_84080.9, SMRG1_84080.13, SMRG1_84080.14, SMRG1_84080.6, SMRG1_84080.2	KAK4468141.1
OG0000988	SMRG1_57670.1, SMRG1_57670.4, SMRG1_57670.2, SMRG1_57670.3	KAK4469766.1, KAK4469767.1
OG0000989	SMRG1_52000.1, SMRG1_52000.2, SMRG1_52000.3, SMRG1_52000.4	KAK4469139.1
OG0000990	SMRG1_4540.2, SMRG1_4540.3, SMRG1_4540.1, SMRG1_4540.4	KAK4475767.1, KAK4467314.1
OG0000991	SMRG1_59270.1	KAK4472089.1
OG0000992	SMRG1_44500.1	KAK4472362.1
OG0000993	SMRG1_78640.1, SMRG1_78640.2, SMRG1_78640.3	KAK4470814.1
OG0000994	SMRG1_33950.3, SMRG1_33950.1, SMRG1_33950.2, SMRG1_33950.4	KAK4472179.1, KAK4472284.1
OG0000995	SMRG1_80910.2, SMRG1_80910.5, SMRG1_80910.4, SMRG1_80910.3, SMRG1_80910.1	KAK4470067.1
OG0000996	SMRG1_65070.1	KAK4471910.1
OG0000997	SMRG1_89850.1, SMRG1_89850.2, SMRG1_89850.3	KAK4468590.1
OG0000998	SMRG1_56280.10, SMRG1_56280.3, SMRG1_56280.9, SMRG1_56280.11, SMRG1_56280.7, SMRG1_56280.4, SMRG1_56280.8, SMRG1_56280.1, SMRG1_56280.2, SMRG1_56280.5, SMRG1_56280.6, SMRG1_56280.12, SMRG1_56280.13, SMRG1_56280.14, SMRG1_56280.15	KAK4469022.1
OG0001000	SMRG1_6800.1, SMRG1_6800.2, SMRG1_6800.4, SMRG1_6800.3	KAK4476027.1
OG0001003	SMRG1_32260.4, SMRG1_32260.3, SMRG1_32260.2, SMRG1_32260.1	KAK4474199.1
OG0001005	SMRG1_4450.1, SMRG1_4450.2, SMRG1_4450.3, SMRG1_4450.4, SMRG1_4450.5, SMRG1_4450.6	KAK4467346.1, KAK4475757.1
OG0001006	SMRG1_82280.1, SMRG1_82300.1	KAK4468352.1, KAK4468353.1
OG0001007	SMRG1_61370.1, SMRG1_61350.1, SMRG1_61380.1, SMRG1_61380.2	KAK4472027.1
OG0001008	SMRG1_61390.5, SMRG1_61390.1, SMRG1_61390.3, SMRG1_61390.2, SMRG1_61390.4	KAK4472028.1
OG0001009	SMRG1_89040.1	KAK4468774.1
OG0001010	SMRG1_60490.1, SMRG1_60490.2, SMRG1_60490.3	KAK4471864.1
OG0001012	SMRG1_4940.1, SMRG1_4940.2, SMRG1_4940.3, SMRG1_4940.4	KAK4475869.1
OG0001013	SMRG1_13300.6, SMRG1_13300.5, SMRG1_13300.4, SMRG1_13300.1, SMRG1_13300.3, SMRG1_13300.2	KAK4467552.1, KAK4467336.1, KAK4476126.1
OG0001014	SMRG1_3910.1, SMRG1_3910.6, SMRG1_3910.8, SMRG1_3910.9, SMRG1_3910.10, SMRG1_3910.2, SMRG1_3910.3, SMRG1_3910.4, SMRG1_3910.7, SMRG1_3910.5	KAK4475686.1
OG0001015	SMRG1_38380.1	KAK4473951.1
OG0001016	SMRG1_37780.1, SMRG1_37780.2, SMRG1_37780.3, SMRG1_37780.4	KAK4473870.1
OG0001017	SMRG1_15090.3, SMRG1_15090.1, SMRG1_15090.2, SMRG1_15090.4	KAK4475241.1
OG0001018	SMRG1_29810.2, SMRG1_29810.3, SMRG1_29810.1	KAK4472436.1
OG0001019	SMRG1_42480.4, SMRG1_42480.2, SMRG1_42480.3, SMRG1_42480.1, SMRG1_42480.5	KAK4473453.1
OG0001020	SMRG1_10500.1	KAK4474384.1
OG0001021	SMRG1_29560.1, SMRG1_29560.2	KAK4472739.1
OG0001022	SMRG1_20810.2, SMRG1_20810.1, SMRG1_20810.3, SMRG1_20810.4	KAK4475364.1
OG0001023	SMRG1_63660.1, SMRG1_63660.2, SMRG1_63660.3	KAK4471384.1
OG0001024	SMRG1_78750.1, SMRG1_78750.2, SMRG1_78750.3, SMRG1_78750.4, SMRG1_78750.5, SMRG1_78750.6	KAK4470827.1
OG0001025	SMRG1_89460.1, SMRG1_89460.2	KAK4468679.1
OG0001026	SMRG1_50300.1, SMRG1_50300.2	KAK4469225.1
OG0001027	SMRG1_960.1, SMRG1_960.2, SMRG1_960.3, SMRG1_960.4, SMRG1_960.5, SMRG1_960.6	KAK4474354.1
OG0001028	SMRG1_55950.2, SMRG1_55950.1, SMRG1_55950.4, SMRG1_55950.3	KAK4469796.1
OG0001029	SMRG1_50490.1	KAK4469208.1
OG0001030	SMRG1_28960.1, SMRG1_28960.3, SMRG1_28960.2	KAK4472814.1
OG0001031	SMRG1_72640.1, SMRG1_72640.10, SMRG1_72640.13, SMRG1_72640.14, SMRG1_72640.15, SMRG1_72640.17, SMRG1_72640.18, SMRG1_72640.2, SMRG1_72640.5, SMRG1_72640.6, SMRG1_72640.7, SMRG1_72640.8, SMRG1_72640.11, SMRG1_72640.12, SMRG1_72640.3, SMRG1_72640.4, SMRG1_72640.9, SMRG1_72640.16	KAK4470821.1
OG0001032	SMRG1_65090.2, SMRG1_65090.1	KAK4471932.1
OG0001033	SMRG1_72720.2, SMRG1_72720.3, SMRG1_72720.5, SMRG1_72720.1, SMRG1_72720.4	KAK4470208.1
OG0001034	SMRG1_54620.1, SMRG1_54610.3, SMRG1_54610.4, SMRG1_54610.1, SMRG1_54610.2	KAK4469007.1, KAK4469010.1
OG0001036	SMRG1_17540.1	KAK4474919.1
OG0001037	SMRG1_20780.1, SMRG1_20780.3, SMRG1_20780.5, SMRG1_20780.4, SMRG1_20780.2	KAK4475368.1
OG0001038	SMRG1_480.1, SMRG1_480.2, SMRG1_480.3, SMRG1_480.4, SMRG1_480.5, SMRG1_480.6	KAK4474755.1
OG0001039	SMRG1_27460.2, SMRG1_27460.5, SMRG1_27460.1, SMRG1_27460.4, SMRG1_27460.6, SMRG1_27460.3	KAK4473079.1
OG0001040	SMRG1_82570.4, SMRG1_82570.5, SMRG1_82570.2, SMRG1_82570.1, SMRG1_82570.3	KAK4468300.1
OG0001041	SMRG1_95550.1, SMRG1_95550.3, SMRG1_95550.4, SMRG1_95550.2	KAK4467710.1
OG0001042	SMRG1_11420.1	KAK4474426.1
OG0001043	SMRG1_49050.1, SMRG1_49050.2	KAK4469557.1
OG0001044	SMRG1_68020.1, SMRG1_68020.2, SMRG1_68020.3	KAK4471581.1
OG0001045	SMRG1_67500.2, SMRG1_67500.1, SMRG1_67500.3	KAK4471626.1
OG0001046	SMRG1_51690.1, SMRG1_51690.2	KAK4469663.1
OG0001047	SMRG1_97020.9, SMRG1_97020.5, SMRG1_97020.10, SMRG1_97020.6, SMRG1_97020.1, SMRG1_97020.8, SMRG1_97020.7, SMRG1_97020.3, SMRG1_97020.2, SMRG1_97020.4	KAK4467816.1
OG0001048	SMRG1_78690.1, SMRG1_78690.4	KAK4470819.1
OG0001049	SMRG1_55770.4, SMRG1_55770.2, SMRG1_55770.1, SMRG1_55770.3	KAK4469820.1
OG0001050	SMRG1_62890.1, SMRG1_62890.3, SMRG1_62890.2	KAK4471737.1
OG0001051	SMRG1_88880.1	KAK4468758.1
OG0001052	SMRG1_55740.3, SMRG1_55740.1	KAK4469823.1
OG0001053	SMRG1_64120.2, SMRG1_64120.1	KAK4471433.1
OG0001054	SMRG1_11180.1, SMRG1_11180.2, SMRG1_11180.5, SMRG1_11180.6, SMRG1_11180.3, SMRG1_11180.4	KAK4474485.1, KAK4474484.1
OG0001055	SMRG1_38800.1, SMRG1_38800.2	KAK4473796.1
OG0001056	SMRG1_58430.5, SMRG1_58430.4, SMRG1_58430.6, SMRG1_58430.7, SMRG1_58430.3, SMRG1_58430.2, SMRG1_58430.1	KAK4471152.1
OG0001057	SMRG1_88740.1, SMRG1_88740.3, SMRG1_88740.2	KAK4468746.1
OG0001058	SMRG1_59850.1, SMRG1_59850.2, SMRG1_59850.3, SMRG1_59850.4, SMRG1_59850.5, SMRG1_59850.6, SMRG1_59850.7, SMRG1_59850.8, SMRG1_59850.9, SMRG1_59860.2, SMRG1_59860.1	KAK4471917.1, KAK4471918.1
OG0001059	SMRG1_17980.1, SMRG1_17980.2, SMRG1_17980.3, SMRG1_17980.4, SMRG1_17980.5, SMRG1_17980.6, SMRG1_17980.7	KAK4474872.1
OG0001060	SMRG1_64410.1, SMRG1_64410.2, SMRG1_64410.3	KAK4471301.1
OG0001061	SMRG1_10650.1, SMRG1_10650.2	KAK4474418.1, KAK4467307.1, KAK4474419.1
OG0001062	SMRG1_49570.1, SMRG1_49570.4, SMRG1_49570.5, SMRG1_49570.2, SMRG1_49570.3, SMRG1_49540.1	KAK4469297.1
OG0001064	SMRG1_48390.1, SMRG1_48390.2, SMRG1_48390.3, SMRG1_48390.4	KAK4469625.1
OG0001065	SMRG1_29170.1	KAK4472778.1
OG0001065	SMRG1_29180.1	KAK4472745.1
OG0001065	SMRG1_29190.1	KAK4472746.1
OG0001066	SMRG1_9660.2, SMRG1_9660.1, SMRG1_9660.3, SMRG1_9660.4, SMRG1_9660.5, SMRG1_9660.6	KAK4476315.1
OG0001068	SMRG1_76460.1	KAK4470504.1
OG0001070	SMRG1_63710.1, SMRG1_63710.2	KAK4471390.1
OG0001070	SMRG1_76860.1	KAK4470698.1
OG0001071	SMRG1_65750.2, SMRG1_65750.3, SMRG1_65750.1, SMRG1_65750.4	KAK4471222.1
OG0001072	SMRG1_42520.1	KAK4473457.1
OG0001073	SMRG1_18140.2, SMRG1_18140.3, SMRG1_18140.4, SMRG1_18140.5, SMRG1_18140.7, SMRG1_18140.1, SMRG1_18140.6	KAK4474855.1
OG0001074	SMRG1_27660.1, SMRG1_27660.2, SMRG1_27660.6, SMRG1_27660.5, SMRG1_27660.7, SMRG1_27660.3, SMRG1_27660.4	KAK4473040.1
OG0001075	SMRG1_62450.4, SMRG1_62450.2, SMRG1_62450.3, SMRG1_62450.1	KAK4471794.1
OG0001076	SMRG1_47000.1, SMRG1_47000.4, SMRG1_47000.2, SMRG1_47000.5, SMRG1_47000.3	KAK4469186.1
OG0001077	SMRG1_50800.1	KAK4469392.1, KAK4469391.1
OG0001078	SMRG1_59450.1	KAK4471959.1
OG0001079	SMRG1_75960.1	KAK4470554.1
OG0001080	SMRG1_74430.1, SMRG1_74430.2, SMRG1_74430.4, SMRG1_74430.3	KAK4470619.1
OG0001081	SMRG1_33980.1, SMRG1_33980.2	KAK4472281.1
OG0001082	SMRG1_49320.1, SMRG1_49320.2, SMRG1_49320.3, SMRG1_49320.4, SMRG1_49320.5	KAK4469312.1
OG0001083	SMRG1_95690.3, SMRG1_95690.2, SMRG1_95690.1	KAK4467695.1
OG0001084	SMRG1_21230.1, SMRG1_21230.2, SMRG1_21230.3	KAK4475334.1
OG0001085	SMRG1_96660.1, SMRG1_96660.2	KAK4467681.1
OG0001086	SMRG1_71470.1	KAK4470175.1
OG0001087	SMRG1_51910.1, SMRG1_51910.2	KAK4469641.1
OG0001088	SMRG1_24740.4, SMRG1_24740.3, SMRG1_24740.1, SMRG1_24740.2	KAK4473163.1
OG0001089	SMRG1_65720.4, SMRG1_65720.5, SMRG1_65720.1, SMRG1_65720.6, SMRG1_65720.7, SMRG1_65720.3	KAK4471220.1
OG0001090	SMRG1_97330.1, SMRG1_97330.2, SMRG1_97330.3, SMRG1_97330.4, SMRG1_97330.5	KAK4467837.1
OG0001091	SMRG1_49220.1, SMRG1_49220.3, SMRG1_49220.4, SMRG1_49220.5, SMRG1_49220.6, SMRG1_49220.7, SMRG1_49220.2, SMRG1_49220.8	KAK4469323.1
OG0001092	SMRG1_70400.1, SMRG1_70400.2, SMRG1_70400.8, SMRG1_70400.3, SMRG1_70400.4, SMRG1_70400.5, SMRG1_70400.6, SMRG1_70400.7	KAK4470091.1
OG0001093	SMRG1_82160.1, SMRG1_82160.2, SMRG1_82160.3	KAK4468335.1
OG0001094	SMRG1_36760.3, SMRG1_36760.2, SMRG1_36760.1	KAK4473987.1
OG0001095	SMRG1_51620.3, SMRG1_51620.7, SMRG1_51620.1, SMRG1_51620.5, SMRG1_51620.8, SMRG1_51620.6, SMRG1_51620.2, SMRG1_51620.4	KAK4469671.1
OG0001096	SMRG1_18950.1, SMRG1_18950.2, SMRG1_18950.3	KAK4475079.1
OG0001097	SMRG1_68600.1	KAK4471387.1
OG0001098	SMRG1_31970.1	KAK4472593.1
OG0001099	SMRG1_93720.1	KAK4468772.1
OG0001099	SMRG1_93710.1, SMRG1_93710.2, SMRG1_93710.3	KAK4468783.1
OG0001100	SMRG1_69980.1, SMRG1_69980.3, SMRG1_69980.2	KAK4471534.1
OG0001101	SMRG1_46310.1	KAK4469623.1
OG0001102	SMRG1_63030.1, SMRG1_63030.2, SMRG1_63030.3	KAK4471719.1
OG0001103	SMRG1_95570.1, SMRG1_95570.2, SMRG1_95570.4, SMRG1_95570.3	KAK4467708.1
OG0001104	SMRG1_63010.4, SMRG1_63010.1, SMRG1_63010.2, SMRG1_63010.3	KAK4471723.1
OG0001105	SMRG1_32040.1, SMRG1_32040.3, SMRG1_32060.1, SMRG1_32040.2	KAK4472587.1
OG0001106	SMRG1_69470.1, SMRG1_69470.2, SMRG1_69470.3	KAK4471497.1
OG0001107	SMRG1_52040.1, SMRG1_52040.2, SMRG1_52040.3	KAK4469144.1, KAK4469142.1
OG0001108	SMRG1_28690.1, SMRG1_28690.3, SMRG1_28690.2	KAK4472830.1
OG0001110	SMRG1_3770.2, SMRG1_3770.3, SMRG1_3770.5, SMRG1_3770.1, SMRG1_3770.4	KAK4475672.1
OG0001111	SMRG1_49680.1, SMRG1_49680.2	KAK4469284.1
OG0001112	SMRG1_96830.1	KAK4467791.1
OG0001112	SMRG1_96810.1, SMRG1_96820.1	KAK4467789.1, KAK4467788.1
OG0001113	SMRG1_7410.6, SMRG1_7410.7, SMRG1_7410.2, SMRG1_7410.4, SMRG1_7410.1, SMRG1_7410.3, SMRG1_7410.5	KAK4476086.1, KAK4476087.1
OG0001115	SMRG1_95650.1, SMRG1_95650.2, SMRG1_95650.3, SMRG1_95650.6, SMRG1_95650.4, SMRG1_95650.5	KAK4467699.1
OG0001116	SMRG1_82600.6, SMRG1_82600.1, SMRG1_82600.2, SMRG1_82600.3, SMRG1_82600.5, SMRG1_82600.4	KAK4468369.1
OG0001117	SMRG1_14690.3, SMRG1_14690.1, SMRG1_14690.4, SMRG1_14690.2	KAK4475302.1
OG0001118	SMRG1_71840.2, SMRG1_71850.1, SMRG1_71840.1, SMRG1_71840.3, SMRG1_71830.1	KAK4470222.1
OG0001119	SMRG1_65700.1, SMRG1_65700.2	KAK4471218.1
OG0001120	SMRG1_31660.1, SMRG1_31650.1	KAK4472630.1, KAK4472629.1
OG0001121	SMRG1_57260.1, SMRG1_57260.4, SMRG1_57260.6, SMRG1_57260.2, SMRG1_57260.3, SMRG1_57260.5	KAK4467341.1
OG0001122	SMRG1_79840.1, SMRG1_79840.2, SMRG1_79840.5, SMRG1_79840.3, SMRG1_79840.4, SMRG1_79840.6	KAK4470945.1
OG0001123	SMRG1_91630.1, SMRG1_91630.2, SMRG1_91630.3	KAK4468721.1
OG0001124	SMRG1_37990.2, SMRG1_37990.5, SMRG1_37990.1, SMRG1_37990.3, SMRG1_37990.4	KAK4473908.1
OG0001125	SMRG1_13250.1, SMRG1_13250.2, SMRG1_13250.3, SMRG1_13280.1, SMRG1_13280.2	KAK4475252.1, KAK4475264.1
OG0001126	SMRG1_9720.1	KAK4476304.1
OG0001127	SMRG1_40260.3, SMRG1_40260.2, SMRG1_40260.1	KAK4473667.1
OG0001128	SMRG1_76700.4, SMRG1_76700.5, SMRG1_76700.7, SMRG1_76700.6, SMRG1_76700.2, SMRG1_76700.1, SMRG1_76700.3, SMRG1_76700.8, SMRG1_76700.9	KAK4470681.1
OG0001129	SMRG1_37670.1, SMRG1_37680.1	KAK4473880.1
OG0001130	SMRG1_11510.1, SMRG1_11510.2, SMRG1_11510.3	KAK4467488.1, KAK4467490.1, KAK4474435.1
OG0001131	SMRG1_74590.1, SMRG1_74590.2	KAK4470638.1
OG0001131	SMRG1_74580.1	KAK4470637.1
OG0001132	SMRG1_83890.4, SMRG1_83890.2, SMRG1_83890.3, SMRG1_83890.6, SMRG1_83890.1, SMRG1_83890.5	KAK4468209.1
OG0001133	SMRG1_15560.1	KAK4474780.1
OG0001134	SMRG1_65930.1	KAK4471240.1
OG0001135	SMRG1_34490.2, SMRG1_34490.3, SMRG1_34490.1, SMRG1_34490.4	KAK4472564.1
OG0001136	SMRG1_23680.1, SMRG1_23680.4, SMRG1_23680.3, SMRG1_23680.2	KAK4473309.1
OG0001137	SMRG1_54080.1	KAK4469354.1
OG0001138	SMRG1_19950.1	KAK4474983.1
OG0001139	SMRG1_37420.1	KAK4473852.1
OG0001140	SMRG1_46930.1	KAK4469259.1
OG0001141	SMRG1_80260.1, SMRG1_80240.1, SMRG1_80250.1, SMRG1_80230.1	KAK4470986.1
OG0001142	SMRG1_12550.1, SMRG1_12560.1	KAK4474696.1, KAK4474694.1
OG0001143	SMRG1_63400.2, SMRG1_63400.3, SMRG1_63400.4, SMRG1_63400.5, SMRG1_63400.7, SMRG1_63400.1, SMRG1_63400.6	KAK4471679.1
OG0001144	SMRG1_36210.1	KAK4474042.1
OG0001145	SMRG1_66080.1, SMRG1_66080.2	KAK4471255.1
OG0001146	SMRG1_4230.1, SMRG1_4230.2	KAK4475726.1
OG0001147	SMRG1_7280.1	KAK4474241.1
OG0001148	SMRG1_72590.1	KAK4470683.1
OG0001149	SMRG1_78700.2, SMRG1_78700.3, SMRG1_78700.1, SMRG1_78700.5, SMRG1_78700.4	KAK4470825.1
OG0001150	SMRG1_52610.5, SMRG1_52610.1, SMRG1_52610.2, SMRG1_52610.3, SMRG1_52610.4	KAK4469715.1
OG0001151	SMRG1_90890.1	KAK4468560.1
OG0001152	SMRG1_12340.1, SMRG1_12340.3, SMRG1_12340.4, SMRG1_12340.6, SMRG1_12340.7, SMRG1_12340.2, SMRG1_12340.5	KAK4467419.1, KAK4474691.1
OG0001153	SMRG1_68790.1, SMRG1_68790.5, SMRG1_68790.4, SMRG1_68790.2, SMRG1_68790.3	KAK4471271.1
OG0001154	SMRG1_44220.1, SMRG1_44220.2, SMRG1_44220.3, SMRG1_44220.4	KAK4472675.1
OG0001155	SMRG1_49110.3, SMRG1_49110.5, SMRG1_49110.1, SMRG1_49110.2, SMRG1_49110.4	KAK4469552.1
OG0001156	SMRG1_86710.1, SMRG1_86710.2, SMRG1_86720.1	KAK4467253.1
OG0001156	SMRG1_7240.1, SMRG1_7240.2	KAK4470111.1, KAK4475961.1
OG0001157	SMRG1_63450.1	KAK4471675.1
OG0001158	SMRG1_42680.1, SMRG1_42680.2, SMRG1_42680.3	KAK4473471.1
OG0001159	SMRG1_93300.5, SMRG1_93300.10, SMRG1_93300.2, SMRG1_93300.3, SMRG1_93300.4, SMRG1_93300.8, SMRG1_93300.1, SMRG1_93300.11, SMRG1_93300.7, SMRG1_93300.9, SMRG1_93300.6	KAK4468670.1
OG0001160	SMRG1_20550.2, SMRG1_20550.3, SMRG1_20550.4, SMRG1_20550.5, SMRG1_20550.1	KAK4475388.1
OG0001161	SMRG1_69480.1, SMRG1_69480.2	KAK4471498.1
OG0001161	SMRG1_66200.1	KAK4471267.1, KAK4471268.1
OG0001162	SMRG1_35830.1, SMRG1_35830.3, SMRG1_35830.2	KAK4474084.1
OG0001163	SMRG1_77740.5, SMRG1_77740.2, SMRG1_77740.4, SMRG1_77740.1, SMRG1_77740.3	KAK4470411.1
OG0001164	SMRG1_81580.1, SMRG1_81580.3, SMRG1_81580.5, SMRG1_81580.2, SMRG1_81580.4	KAK4468217.1
OG0001165	SMRG1_58200.1, SMRG1_58200.2, SMRG1_58200.3, SMRG1_58200.4	KAK4467564.1, KAK4467567.1
OG0001166	SMRG1_10630.1, SMRG1_10630.3, SMRG1_10630.2, SMRG1_10630.4	KAK4474416.1
OG0001167	SMRG1_35820.1, SMRG1_35820.3, SMRG1_35820.2	KAK4474085.1
OG0001168	SMRG1_12140.1	KAK4467300.1, KAK4474652.1
OG0001169	SMRG1_50830.1	KAK4469395.1
OG0001170	SMRG1_10930.1, SMRG1_10930.2	KAK4474599.1
OG0001171	SMRG1_15040.3, SMRG1_15040.2, SMRG1_15040.1, SMRG1_14960.3, SMRG1_14960.4, SMRG1_14960.1, SMRG1_14960.2	KAK4475235.1
OG0001172	SMRG1_60270.1	KAK4471888.1
OG0001173	SMRG1_650.1	KAK4474895.1
OG0001176	SMRG1_74040.1, SMRG1_74040.2, SMRG1_74040.3, SMRG1_74040.4	KAK4470589.1
OG0001177	SMRG1_24960.1	KAK4473187.1
OG0001178	SMRG1_2360.1	KAK4475543.1
OG0001178	SMRG1_2350.1	KAK4475541.1
OG0001179	SMRG1_94540.1, SMRG1_94540.2	KAK4467736.1, KAK4467737.1
OG0001180	SMRG1_9020.4, SMRG1_9020.2, SMRG1_9020.3, SMRG1_9020.1	KAK4476155.1
OG0001181	SMRG1_58220.3, SMRG1_58220.5, SMRG1_58220.2, SMRG1_58220.1, SMRG1_58220.4	KAK4471120.1
OG0001182	SMRG1_36060.1, SMRG1_36060.2, SMRG1_36060.3, SMRG1_36060.4	KAK4474056.1
OG0001183	SMRG1_10670.1	KAK4474411.1
OG0001184	SMRG1_97850.1, SMRG1_97980.1	KAK4475631.1, KAK4476071.1
OG0001185	SMRG1_10280.6, SMRG1_10280.1, SMRG1_10280.2, SMRG1_10280.3, SMRG1_10280.5, SMRG1_10280.4, SMRG1_10280.8, SMRG1_10280.7	KAK4476220.1
OG0001186	SMRG1_4720.1, SMRG1_4720.2	KAK4475791.1, KAK4467365.1
OG0001187	SMRG1_31360.1	KAK4472654.1
OG0001188	SMRG1_7550.1, SMRG1_7550.2	KAK4476107.1
OG0001189	SMRG1_13880.1, SMRG1_13880.5, SMRG1_13880.3, SMRG1_13880.2, SMRG1_13880.4, SMRG1_13880.6	KAK4474589.1
OG0001190	SMRG1_36230.1	KAK4474039.1
OG0001191	SMRG1_6700.3, SMRG1_6700.1, SMRG1_6700.2, SMRG1_6700.4	KAK4476037.1
OG0001192	SMRG1_43040.1	KAK4473508.1
OG0001193	SMRG1_83370.1, SMRG1_83370.2, SMRG1_83370.3	KAK4468256.1, KAK4468257.1
OG0001194	SMRG1_6220.7, SMRG1_6220.6, SMRG1_6220.4, SMRG1_6220.5, SMRG1_6220.1, SMRG1_6220.2, SMRG1_6220.3	KAK4476093.1
OG0001197	SMRG1_22180.1, SMRG1_22180.2, SMRG1_22180.3, SMRG1_22180.4	KAK4475434.1
OG0001198	SMRG1_83100.1, SMRG1_83100.2, SMRG1_83100.5, SMRG1_83100.3, SMRG1_83100.4, SMRG1_83100.6, SMRG1_83100.7	KAK4468283.1
OG0001199	SMRG1_80180.1	KAK4470046.1, KAK4470981.1, KAK4470980.1
OG0001202	SMRG1_13010.1	KAK4474738.1
OG0001203	SMRG1_300.1	KAK4474544.1
OG0001203	SMRG1_81500.2	KAK4468110.1
OG0001204	SMRG1_67180.1, SMRG1_67180.2, SMRG1_67180.8, SMRG1_67180.7, SMRG1_67180.5, SMRG1_67180.6, SMRG1_67180.3, SMRG1_67180.4	KAK4471653.1
OG0001205	SMRG1_36440.1, SMRG1_36440.2, SMRG1_36440.3	KAK4474018.1, KAK4474017.1
OG0001206	SMRG1_49490.1, SMRG1_61820.1, SMRG1_57640.1, SMRG1_3380.1, SMRG1_46020.1, SMRG1_58630.1	KAK4471064.1
OG0001207	SMRG1_14500.1	KAK4475278.1
OG0001208	SMRG1_38130.1	KAK4473921.1, KAK4473920.1
OG0001210	SMRG1_94410.1	KAK4467724.1
