Orthogroup	schistosoma_rodhaini	schistosoma_japonicum
OG0000483	SRDH2_58470.1, SRDH2_58470.2, SRDH2_58470.3	EWB00_003191
OG0000484	SRDH2_99680.1	EWB00_003750, EWB00_003752
OG0000488	SRDH2_88750.1, SRDH2_82710.1, SRDH2_88760.1, SRDH2_88760.4, SRDH2_95880.1, SRDH2_95880.2, SRDH2_88760.2, SRDH2_88760.3	EWB00_003897, EWB00_003894
OG0000489	SRDH2_56960.2, SRDH2_56960.5, SRDH2_56960.1, SRDH2_56960.8, SRDH2_56960.6, SRDH2_56960.3, SRDH2_56960.4, SRDH2_56960.7, SRDH2_56960.9	EWB00_005166
OG0000490	SRDH2_70160.1	EWB00_009758
OG0000491	SRDH2_30640.1	EWB00_005990.1, EWB00_005990.2
OG0000492	SRDH2_64090.5, SRDH2_64090.1, SRDH2_64090.3, SRDH2_64090.4, SRDH2_64090.2	EWB00_009576.1, EWB00_009576.2
OG0000493	SRDH2_48240.1	EWB00_006874
OG0000493	SRDH2_29380.1	EWB00_000632
OG0000494	SRDH2_81040.1	EWB00_010190.1, EWB00_010190.2, EWB00_003809
OG0000495	SRDH2_3220.1, SRDH2_3220.2, SRDH2_3220.3, SRDH2_3220.4, SRDH2_3220.5, SRDH2_3220.6	EWB00_007321
OG0000496	SRDH2_37150.1, SRDH2_37150.3, SRDH2_37150.2	EWB00_007698.3, EWB00_007698.4, EWB00_007698.2, EWB00_007698.1
OG0000497	SRDH2_5540.1, SRDH2_5550.1, SRDH2_5550.2	EWB00_006312.1, EWB00_006312.2, EWB00_006312.3
OG0000498	SRDH2_25560.1, SRDH2_25560.2	EWB00_004227
OG0000498	SRDH2_27590.1, SRDH2_27590.2	EWB00_007012
OG0000499	SRDH2_75010.1, SRDH2_75010.2, SRDH2_75010.3	EWB00_000965.1, EWB00_000965.3, EWB00_000965.2, EWB00_000965.4
OG0000500	SRDH2_19600.1	EWB00_000046
OG0000501	SRDH2_26320.1, SRDH2_26320.12, SRDH2_26320.10, SRDH2_26320.11, SRDH2_26320.14, SRDH2_26320.3, SRDH2_26320.5, SRDH2_26320.6, SRDH2_26320.4, SRDH2_26320.8, SRDH2_26320.2, SRDH2_26320.7, SRDH2_26320.9, SRDH2_26320.13	EWB00_004102.7, EWB00_004102.5, EWB00_004102.4, EWB00_004102.6, EWB00_004102.1, EWB00_004102.2, EWB00_004102.3
OG0000502	SRDH2_33170.1	EWB00_006854
OG0000503	SRDH2_3890.1	EWB00_009062.1, EWB00_009062.3, EWB00_009062.2, EWB00_009062.4
OG0000504	SRDH2_47660.3, SRDH2_47660.4, SRDH2_47660.5, SRDH2_47660.2, SRDH2_47660.1	EWB00_009953.2, EWB00_009953.1
OG0000505	SRDH2_41400.1, SRDH2_41400.10, SRDH2_41400.11, SRDH2_41400.12, SRDH2_41400.13, SRDH2_41400.3, SRDH2_41400.4, SRDH2_41400.7, SRDH2_41400.8, SRDH2_41400.9, SRDH2_41400.5, SRDH2_41400.2, SRDH2_41400.6	EWB00_004150.1, EWB00_004150.2
OG0000506	SRDH2_9620.1, SRDH2_101740.1	EWB00_005767, EWB00_005768, EWB00_005769
OG0000507	SRDH2_31620.7, SRDH2_31620.9, SRDH2_31620.14, SRDH2_31620.1, SRDH2_31620.10, SRDH2_31620.15, SRDH2_31620.5, SRDH2_31620.6, SRDH2_31620.2, SRDH2_31620.8, SRDH2_31620.13, SRDH2_31620.3, SRDH2_31620.4, SRDH2_31620.11, SRDH2_31620.12	EWB00_004627.1, EWB00_004627.2
OG0000508	SRDH2_15710.7, SRDH2_15710.1, SRDH2_15710.5, SRDH2_15710.6, SRDH2_15710.2, SRDH2_15710.3, SRDH2_15710.4, SRDH2_15710.8, SRDH2_15710.9	EWB00_002355.1, EWB00_002355.2
OG0000509	SRDH2_50240.1	EWB00_007622.5, EWB00_007622.1, EWB00_007622.3, EWB00_007622.4, EWB00_007622.2
OG0000509	SRDH2_52020.1	EWB00_006782.1, EWB00_006782.2
OG0000510	SRDH2_80780.1	EWB00_001266.2, EWB00_001266.1, EWB00_001266.3
OG0000510	SRDH2_80800.1, SRDH2_80800.2, SRDH2_80800.6, SRDH2_80800.4, SRDH2_80800.3, SRDH2_80800.7, SRDH2_80800.5	EWB00_002661, EWB00_002662
OG0000511	SRDH2_73140.1, SRDH2_73130.2, SRDH2_73100.1, SRDH2_73130.1, SRDH2_73160.1, SRDH2_73120.1, SRDH2_73120.2	EWB00_000649
OG0000513	SRDH2_68910.11, SRDH2_68910.10, SRDH2_68910.9, SRDH2_68910.1, SRDH2_68910.3, SRDH2_68910.4, SRDH2_68910.5, SRDH2_68910.6, SRDH2_68910.8, SRDH2_68910.2, SRDH2_68910.7	EWB00_005795
OG0000514	SRDH2_46160.1, SRDH2_46160.3, SRDH2_46160.2, SRDH2_46160.4	EWB00_004043.2, EWB00_004043.1, EWB00_004043.3, EWB00_004043.4
OG0000515	SRDH2_12440.1	EWB00_004181.1, EWB00_004181.2
OG0000516	SRDH2_64790.1, SRDH2_64790.2	EWB00_007127
OG0000517	SRDH2_26340.12, SRDH2_26340.13, SRDH2_26340.14, SRDH2_26340.1, SRDH2_26340.10, SRDH2_26340.2, SRDH2_26340.4, SRDH2_26340.5, SRDH2_26340.6, SRDH2_26340.3, SRDH2_26340.7, SRDH2_26340.9, SRDH2_26340.8, SRDH2_26340.11	EWB00_001698.1, EWB00_001698.2, EWB00_001698.3
OG0000521	SRDH2_73990.1	EWB00_007360.3, EWB00_007360.1, EWB00_007360.2
OG0000522	SRDH2_56850.1	EWB00_005154.1, EWB00_005154.2
OG0000523	SRDH2_78970.1, SRDH2_78970.14, SRDH2_78970.5, SRDH2_78970.7, SRDH2_78970.2, SRDH2_78970.4, SRDH2_78970.9, SRDH2_78970.15, SRDH2_78970.3, SRDH2_78970.6, SRDH2_78970.8, SRDH2_78970.16, SRDH2_78970.10, SRDH2_78970.11, SRDH2_78970.12, SRDH2_78970.13	EWB00_002027
OG0000524	SRDH2_14430.1, SRDH2_14430.2, SRDH2_14430.3	EWB00_007681.1, EWB00_007681.2
OG0000525	SRDH2_51550.1	EWB00_005219
OG0000526	SRDH2_17390.4, SRDH2_17390.5, SRDH2_17390.1, SRDH2_17390.2, SRDH2_17390.3, SRDH2_17390.7, SRDH2_17390.6	EWB00_007651
OG0000527	SRDH2_19480.10, SRDH2_19480.11, SRDH2_19480.3, SRDH2_19480.4, SRDH2_19480.5, SRDH2_19480.7, SRDH2_19480.6, SRDH2_19480.8, SRDH2_19480.9, SRDH2_19480.1, SRDH2_19480.2	EWB00_001037.3, EWB00_001037.2, EWB00_001037.1
OG0000528	SRDH2_36450.19, SRDH2_36450.11, SRDH2_36450.3, SRDH2_36450.4, SRDH2_36450.1, SRDH2_36450.10, SRDH2_36450.2, SRDH2_36450.5, SRDH2_36450.6, SRDH2_36450.8, SRDH2_36450.9, SRDH2_36450.12, SRDH2_36450.13, SRDH2_36450.7, SRDH2_36450.17, SRDH2_36450.18, SRDH2_36450.20, SRDH2_36450.16, SRDH2_36450.14, SRDH2_36450.15	EWB00_007848.1, EWB00_007848.2
OG0000529	SRDH2_16190.1	EWB00_004121.1, EWB00_004121.2
OG0000530	SRDH2_96420.1	EWB00_000579
OG0000530	SRDH2_99210.1, SRDH2_99230.1, SRDH2_99220.1	EWB00_009987, EWB00_009985.3, EWB00_009985.1, EWB00_009985.2
OG0000531	SRDH2_79680.3, SRDH2_79680.1, SRDH2_79680.4, SRDH2_79680.2	EWB00_004559.1, EWB00_004559.2, EWB00_004559.3
OG0000532	SRDH2_140.1, SRDH2_140.2, SRDH2_140.3, SRDH2_140.4, SRDH2_140.5, SRDH2_5000.7, SRDH2_5000.4, SRDH2_5000.5, SRDH2_5000.3, SRDH2_5000.2, SRDH2_5000.6, SRDH2_5000.8, SRDH2_5000.1	EWB00_006344
OG0000533	SRDH2_19650.11, SRDH2_19650.2, SRDH2_19650.3, SRDH2_19650.4, SRDH2_19650.7, SRDH2_19650.5, SRDH2_19650.6, SRDH2_19650.10, SRDH2_19650.8, SRDH2_19650.9, SRDH2_19650.1	EWB00_008818.1, EWB00_008818.2, EWB00_008818.3
OG0000534	SRDH2_74790.1	EWB00_009516, EWB00_003670.1, EWB00_003670.2
OG0000535	SRDH2_60400.1, SRDH2_60440.1	EWB00_005272, EWB00_005271
OG0000536	SRDH2_66490.11, SRDH2_66490.13, SRDH2_66490.6, SRDH2_66490.5, SRDH2_66490.7, SRDH2_66490.10, SRDH2_66490.9, SRDH2_66490.1, SRDH2_66490.12, SRDH2_66490.2, SRDH2_66490.3, SRDH2_66490.4, SRDH2_66490.8	EWB00_010396.1, EWB00_010396.2
OG0000537	SRDH2_54400.3, SRDH2_54400.17, SRDH2_54400.1, SRDH2_54400.7, SRDH2_54400.14, SRDH2_54400.11, SRDH2_54400.6, SRDH2_54400.8, SRDH2_54400.15, SRDH2_54400.16, SRDH2_54400.10, SRDH2_54400.18, SRDH2_54400.5, SRDH2_54400.4, SRDH2_54400.9, SRDH2_54400.2, SRDH2_54400.13, SRDH2_54400.12	EWB00_005391
OG0000538	SRDH2_95610.1, SRDH2_101360.1, SRDH2_101360.2, SRDH2_95640.1, SRDH2_95630.1, SRDH2_71940.2, SRDH2_71940.4, SRDH2_71940.3, SRDH2_71940.1, SRDH2_57040.1, SRDH2_71970.1	EWB00_000099
OG0000539	SRDH2_47540.1, SRDH2_47540.2, SRDH2_47540.3	EWB00_002550.1, EWB00_002550.2
OG0000540	SRDH2_5770.4, SRDH2_5770.5, SRDH2_5770.1, SRDH2_5770.3, SRDH2_5770.2, SRDH2_5770.6, SRDH2_5770.8, SRDH2_5770.11, SRDH2_5770.7, SRDH2_5770.10, SRDH2_5770.12, SRDH2_5770.9	EWB00_002037, EWB00_002039
OG0000541	SRDH2_29190.6, SRDH2_29190.7, SRDH2_29190.1, SRDH2_29190.3, SRDH2_29190.4, SRDH2_29190.2, SRDH2_29190.5	EWB00_003281
OG0000542	SRDH2_90210.1	EWB00_006936.2, EWB00_006936.4, EWB00_006936.1, EWB00_006936.3
OG0000543	SRDH2_15640.1, SRDH2_15640.2	EWB00_002348, EWB00_002347
OG0000544	SRDH2_81940.6, SRDH2_81940.9, SRDH2_81940.1, SRDH2_81940.10, SRDH2_81940.2, SRDH2_81940.4, SRDH2_81940.5, SRDH2_81940.7, SRDH2_81940.8, SRDH2_81940.11, SRDH2_81940.3	EWB00_010583
OG0000545	SRDH2_47320.1	EWB00_004095.1, EWB00_004095.3, EWB00_004095.4, EWB00_004095.2
OG0000545	SRDH2_71540.1	EWB00_008683.2, EWB00_008683.3, EWB00_008683.4
OG0000547	SRDH2_91520.8, SRDH2_91520.5, SRDH2_91520.16, SRDH2_91520.15, SRDH2_91520.4, SRDH2_91520.7, SRDH2_91520.2, SRDH2_91520.14, SRDH2_91520.12, SRDH2_91520.1, SRDH2_91520.3, SRDH2_91520.6, SRDH2_91520.13, SRDH2_91520.11, SRDH2_91520.9, SRDH2_91520.10	EWB00_009286
OG0000548	SRDH2_30030.5, SRDH2_30030.6, SRDH2_30030.8, SRDH2_30030.9, SRDH2_30030.10, SRDH2_30030.4, SRDH2_30030.1, SRDH2_30030.3, SRDH2_30030.7, SRDH2_30030.11, SRDH2_30030.12, SRDH2_30030.13, SRDH2_30030.2	EWB00_006045.1, EWB00_006045.2, EWB00_006045.3
OG0000549	SRDH2_11350.1, SRDH2_11350.2, SRDH2_11350.3	EWB00_005545
OG0000550	SRDH2_19140.7, SRDH2_19140.3, SRDH2_19140.4, SRDH2_19140.5, SRDH2_19140.6, SRDH2_19140.1, SRDH2_19140.2	EWB00_005481
OG0000551	SRDH2_66230.1	EWB00_010470
OG0000551	SRDH2_39430.1	EWB00_006186
OG0000552	SRDH2_5570.2, SRDH2_5570.1	EWB00_006314.2, EWB00_006314.3, EWB00_006314.1
OG0000553	SRDH2_97900.2, SRDH2_97900.1, SRDH2_97900.3	EWB00_000563
OG0000553	SRDH2_97900.4, SRDH2_97900.5, SRDH2_97900.6	EWB00_000561
OG0000554	SRDH2_11470.1, SRDH2_11470.2, SRDH2_11470.3	EWB00_011076
OG0000555	SRDH2_43820.1, SRDH2_43820.2, SRDH2_43820.3	EWB00_006082, EWB00_009497, EWB00_009582, EWB00_009583.1, EWB00_009583.2, EWB00_009583.3
OG0000556	SRDH2_66370.20, SRDH2_66370.1, SRDH2_66370.10, SRDH2_66370.11, SRDH2_66370.12, SRDH2_66370.13, SRDH2_66370.14, SRDH2_66370.15, SRDH2_66370.2, SRDH2_66370.3, SRDH2_66370.4, SRDH2_66370.5, SRDH2_66370.6, SRDH2_66370.7, SRDH2_66370.8, SRDH2_66370.9, SRDH2_66370.18, SRDH2_66370.16, SRDH2_66370.21, SRDH2_66370.22, SRDH2_66370.19, SRDH2_66370.17, SRDH2_66370.23, SRDH2_66370.26, SRDH2_66370.25, SRDH2_66370.27, SRDH2_66370.24	EWB00_008873.2, EWB00_008873.1, EWB00_008873.3
OG0000557	SRDH2_37240.3, SRDH2_37240.1, SRDH2_37240.7, SRDH2_37240.8, SRDH2_37240.2, SRDH2_37240.5, SRDH2_37240.6, SRDH2_37240.9, SRDH2_37240.4	EWB00_007706.1, EWB00_007706.2
OG0000558	SRDH2_18270.14, SRDH2_18270.9, SRDH2_18270.12, SRDH2_18270.13, SRDH2_18270.5, SRDH2_18270.1, SRDH2_18270.2, SRDH2_18270.3, SRDH2_18270.8, SRDH2_18270.6, SRDH2_18270.10, SRDH2_18270.11, SRDH2_18270.4, SRDH2_18270.7	EWB00_006560
OG0000559	SRDH2_83450.3, SRDH2_83450.9, SRDH2_83450.1, SRDH2_83450.2, SRDH2_83450.4, SRDH2_83450.5, SRDH2_83450.6, SRDH2_83450.7, SRDH2_83450.8	EWB00_006759.1, EWB00_006759.2
OG0000560	SRDH2_99630.1, SRDH2_99630.4, SRDH2_99630.7, SRDH2_99630.8, SRDH2_99630.2, SRDH2_99630.6, SRDH2_99630.3, SRDH2_99630.5	EWB00_006673
OG0000561	SRDH2_98330.1	EWB00_001438.2, EWB00_001438.1, EWB00_001438.4, EWB00_001438.5, EWB00_001438.3
OG0000561	SRDH2_98340.1, SRDH2_98340.2, SRDH2_98340.3, SRDH2_98340.4	EWB00_001439.2, EWB00_001439.1, EWB00_001439.3, EWB00_001439.4
OG0000562	SRDH2_87420.1	EWB00_004493.2, EWB00_004493.1, EWB00_004493.4, EWB00_004493.3
OG0000563	SRDH2_20470.1, SRDH2_20470.2, SRDH2_20470.3, SRDH2_20470.4, SRDH2_20470.6, SRDH2_20470.5, SRDH2_20470.7, SRDH2_20470.8	EWB00_010331.1, EWB00_010331.2
OG0000564	SRDH2_42280.14, SRDH2_42280.8, SRDH2_42280.11, SRDH2_42280.1, SRDH2_42280.2, SRDH2_42280.12, SRDH2_42280.13, SRDH2_42280.4, SRDH2_42280.10, SRDH2_42280.5, SRDH2_42280.6, SRDH2_42280.3, SRDH2_42280.9, SRDH2_42280.7	EWB00_005735.1, EWB00_005735.2, EWB00_005735.3, EWB00_005735.4, EWB00_005735.5
OG0000565	SRDH2_3520.1	EWB00_001645.3, EWB00_001645.1, EWB00_001645.2
OG0000566	SRDH2_84510.1, SRDH2_84510.2, SRDH2_84510.3, SRDH2_84510.4, SRDH2_84510.5, SRDH2_84510.6	EWB00_001505.1, EWB00_001505.4, EWB00_001505.2, EWB00_001505.3
OG0000567	SRDH2_66280.5, SRDH2_66280.2, SRDH2_66280.1, SRDH2_66280.4, SRDH2_66280.3	EWB00_010450.2
OG0000568	SRDH2_58250.1	EWB00_005140.1, EWB00_005140.2, EWB00_005140.3, EWB00_005140.4
OG0000568	SRDH2_69110.1, SRDH2_69110.2	EWB00_009855.1, EWB00_009855.2
OG0000569	SRDH2_9940.1	EWB00_008513.2, EWB00_008513.4, EWB00_008513.1, EWB00_008513.3, EWB00_008513.5
OG0000570	SRDH2_14970.1	EWB00_010004
OG0000571	SRDH2_9210.8, SRDH2_9210.6, SRDH2_9210.11, SRDH2_9210.7, SRDH2_9210.9, SRDH2_9210.12, SRDH2_9210.1, SRDH2_9210.10, SRDH2_9210.2, SRDH2_9210.3, SRDH2_9210.4, SRDH2_9210.5	EWB00_003064.1, EWB00_003064.2
OG0000572	SRDH2_60950.1	EWB00_000508
OG0000574	SRDH2_3030.2, SRDH2_3030.1	EWB00_007575
OG0000574	SRDH2_3010.1	EWB00_007578
OG0000575	SRDH2_97790.1	EWB00_009684.3, EWB00_009684.4, EWB00_009684.2, EWB00_009684.5, EWB00_009684.6, EWB00_009684.7, EWB00_009684.1
OG0000576	SRDH2_44390.12, SRDH2_44390.13, SRDH2_44390.4, SRDH2_44390.2, SRDH2_44390.8, SRDH2_44390.14, SRDH2_44390.5, SRDH2_44390.3, SRDH2_44390.18, SRDH2_44390.16, SRDH2_44390.6, SRDH2_44390.1, SRDH2_44390.11, SRDH2_44390.7, SRDH2_44390.17, SRDH2_44390.10, SRDH2_44390.9, SRDH2_44390.15	EWB00_004903
OG0000577	SRDH2_53000.1, SRDH2_53000.4, SRDH2_53000.6, SRDH2_53000.10, SRDH2_53000.2, SRDH2_53000.5, SRDH2_53000.8, SRDH2_53000.9, SRDH2_53000.3, SRDH2_53000.7, SRDH2_53000.13, SRDH2_53000.12, SRDH2_53000.11, SRDH2_53000.16, SRDH2_53000.14, SRDH2_53000.15	EWB00_010674.1, EWB00_010674.2
OG0000579	SRDH2_77380.1, SRDH2_100180.1, SRDH2_100160.1, SRDH2_100140.1, SRDH2_77420.1, SRDH2_77410.1	EWB00_010560, EWB00_010557, EWB00_004099, EWB00_010135
OG0000580	SRDH2_36230.1, SRDH2_36230.4, SRDH2_36230.2, SRDH2_36230.3	EWB00_003419
OG0000581	SRDH2_62630.1	EWB00_011088.3, EWB00_011088.2, EWB00_011088.1
OG0000582	SRDH2_85320.1	EWB00_007044, EWB00_009714
OG0000582	SRDH2_85340.1	EWB00_007043
OG0000582	SRDH2_85360.1	EWB00_007042
OG0000583	SRDH2_62260.6, SRDH2_62260.2, SRDH2_62260.3, SRDH2_62260.8, SRDH2_62260.10, SRDH2_62260.11, SRDH2_62260.13, SRDH2_62260.7, SRDH2_62260.5, SRDH2_62260.1, SRDH2_62260.14, SRDH2_62260.4, SRDH2_62260.9, SRDH2_62260.12	EWB00_011310.1, EWB00_011310.2
OG0000584	SRDH2_28870.1	EWB00_003311
OG0000585	SRDH2_5950.2, SRDH2_5950.4, SRDH2_5950.5, SRDH2_5950.6, SRDH2_5950.7, SRDH2_5950.8, SRDH2_5950.9, SRDH2_5950.1, SRDH2_5950.3	EWB00_010839, EWB00_010840
OG0000586	SRDH2_31400.1, SRDH2_31400.2, SRDH2_31400.5, SRDH2_31400.3, SRDH2_31400.4, SRDH2_31400.7, SRDH2_31400.6, SRDH2_31400.8	EWB00_007451.1, EWB00_007451.2
OG0000587	SRDH2_67310.1	EWB00_000903
OG0000588	SRDH2_21890.1, SRDH2_21910.1	EWB00_005759.1, EWB00_005759.2
OG0000589	SRDH2_55920.2, SRDH2_55920.3, SRDH2_55920.1	EWB00_000767.3, EWB00_000767.4, EWB00_000767.1, EWB00_000767.2
OG0000590	SRDH2_29560.1	EWB00_007928
OG0000590	SRDH2_40800.1	EWB00_002833
OG0000591	SRDH2_3530.12, SRDH2_3530.4, SRDH2_3530.1, SRDH2_3530.11, SRDH2_3530.3, SRDH2_3530.6, SRDH2_3530.8, SRDH2_3530.13, SRDH2_3530.14, SRDH2_3530.2, SRDH2_3530.5, SRDH2_3530.7, SRDH2_3530.9, SRDH2_3530.10	EWB00_001644.1, EWB00_001644.2
OG0000592	SRDH2_31230.1, SRDH2_31230.7, SRDH2_31230.8, SRDH2_31230.2, SRDH2_31230.3, SRDH2_31230.6, SRDH2_31230.4, SRDH2_31230.5	EWB00_004130
OG0000593	SRDH2_36740.1	EWB00_009305, EWB00_010907
OG0000594	SRDH2_50120.4, SRDH2_50120.10, SRDH2_50120.8, SRDH2_50120.3, SRDH2_50120.9, SRDH2_50120.7, SRDH2_50120.6, SRDH2_50120.5, SRDH2_50120.1, SRDH2_50120.11, SRDH2_50120.2	EWB00_002991
OG0000595	SRDH2_48500.1, SRDH2_48500.2	EWB00_010775
OG0000598	SRDH2_14800.1	EWB00_004687
OG0000599	SRDH2_64220.10, SRDH2_64220.4, SRDH2_64220.3, SRDH2_64220.9, SRDH2_64220.6, SRDH2_64220.1, SRDH2_64220.5, SRDH2_64220.2, SRDH2_64220.7, SRDH2_64220.8, SRDH2_64220.11, SRDH2_64220.12	EWB00_005904.1, EWB00_005904.2
OG0000600	SRDH2_68440.2, SRDH2_68440.1	EWB00_006231.1, EWB00_006231.2
OG0000601	SRDH2_98250.1	EWB00_001427.1, EWB00_001427.2
OG0000601	SRDH2_41220.1, SRDH2_41210.2, SRDH2_41210.3, SRDH2_41210.4, SRDH2_41210.1	EWB00_007989, EWB00_007990
OG0000602	SRDH2_15670.8, SRDH2_15670.5, SRDH2_15670.2, SRDH2_15670.9, SRDH2_15670.3, SRDH2_15670.10, SRDH2_15670.11, SRDH2_15670.4, SRDH2_15670.1, SRDH2_15670.6, SRDH2_15670.7	EWB00_002351, EWB00_002350
OG0000603	SRDH2_51390.12, SRDH2_51390.10, SRDH2_51390.7, SRDH2_51390.13, SRDH2_51390.9, SRDH2_51390.8, SRDH2_51390.1, SRDH2_51390.2, SRDH2_51390.3, SRDH2_51390.11, SRDH2_51390.5, SRDH2_51390.6, SRDH2_51390.4	EWB00_004420.1, EWB00_004420.2
OG0000604	SRDH2_39550.10, SRDH2_39550.11, SRDH2_39550.15, SRDH2_39550.1, SRDH2_39550.9, SRDH2_39550.13, SRDH2_39550.12, SRDH2_39550.4, SRDH2_39550.5, SRDH2_39550.2, SRDH2_39550.14, SRDH2_39550.3, SRDH2_39550.6, SRDH2_39550.7, SRDH2_39550.8	EWB00_006171.7, EWB00_006171.1, EWB00_006171.4, EWB00_006171.2, EWB00_006171.3, EWB00_006171.5, EWB00_006171.6
OG0000605	SRDH2_27960.2, SRDH2_27960.3	EWB00_007008.2, EWB00_007008.1
OG0000605	SRDH2_27920.1	EWB00_010874.1, EWB00_010874.2
OG0000606	SRDH2_110.1	EWB00_006291
OG0000606	SRDH2_110.2	EWB00_006291
OG0000607	SRDH2_31460.5, SRDH2_31460.2, SRDH2_31460.7, SRDH2_31460.9, SRDH2_31460.8, SRDH2_31460.1, SRDH2_31460.3, SRDH2_31460.6, SRDH2_31460.4	EWB00_007459.1, EWB00_007459.5, EWB00_007459.2, EWB00_007459.3, EWB00_007459.4
OG0000608	SRDH2_51790.10, SRDH2_51790.2, SRDH2_51790.4, SRDH2_51790.5, SRDH2_51790.6, SRDH2_51790.12, SRDH2_51790.11, SRDH2_51790.3, SRDH2_51790.7, SRDH2_51790.8, SRDH2_51790.9, SRDH2_51790.1	EWB00_003677
OG0000609	SRDH2_27840.5, SRDH2_27840.6, SRDH2_27840.4, SRDH2_27840.2, SRDH2_27840.7, SRDH2_27840.3, SRDH2_27840.8, SRDH2_27840.1	EWB00_010886.1, EWB00_010886.2
OG0000610	SRDH2_23520.1	EWB00_007565.1, EWB00_007565.2, EWB00_007565.3
OG0000611	SRDH2_43480.2, SRDH2_43480.1	EWB00_006356
OG0000612	SRDH2_9160.5, SRDH2_9160.6, SRDH2_9160.9, SRDH2_9160.7, SRDH2_9160.4, SRDH2_9160.8, SRDH2_9160.3, SRDH2_9160.1, SRDH2_9160.2	EWB00_003067
OG0000613	SRDH2_37860.1	EWB00_005606.2
OG0000614	SRDH2_44550.1, SRDH2_44550.2, SRDH2_44550.3, SRDH2_44550.4	EWB00_009700.1, EWB00_009700.2, EWB00_009700.4, EWB00_009700.3
OG0000615	SRDH2_15160.2, SRDH2_15160.9, SRDH2_15160.8, SRDH2_15160.1, SRDH2_15160.5, SRDH2_15160.6, SRDH2_15160.3, SRDH2_15160.4, SRDH2_15160.7	EWB00_002696.1, EWB00_002696.2
OG0000616	SRDH2_61720.6, SRDH2_61720.2, SRDH2_61720.9, SRDH2_61720.7, SRDH2_61720.8, SRDH2_61720.10, SRDH2_61720.11, SRDH2_61720.12, SRDH2_61720.14, SRDH2_61720.13, SRDH2_61720.4, SRDH2_61720.3, SRDH2_61720.5, SRDH2_61720.1	EWB00_007965
OG0000617	SRDH2_83990.2, SRDH2_83990.1	EWB00_000154.3, EWB00_000154.9, EWB00_000154.4, EWB00_000154.1, EWB00_000154.2, EWB00_000154.6, EWB00_000154.7, EWB00_000154.8, EWB00_000154.5, EWB00_000154.12, EWB00_000154.10, EWB00_000154.11
OG0000618	SRDH2_34050.1	EWB00_004319.1, EWB00_004319.2, EWB00_004319.3
OG0000620	SRDH2_15860.2, SRDH2_15860.3, SRDH2_15860.1	EWB00_002375.1, EWB00_002375.3, EWB00_002375.2
OG0000620	SRDH2_46120.2, SRDH2_46120.3, SRDH2_46120.1	EWB00_004068.1, EWB00_004068.2
OG0000621	SRDH2_30470.4, SRDH2_30470.15, SRDH2_30470.12, SRDH2_30470.14, SRDH2_30470.10, SRDH2_30470.11, SRDH2_30470.13, SRDH2_30470.2, SRDH2_30470.3, SRDH2_30470.5, SRDH2_30470.6, SRDH2_30470.7, SRDH2_30470.1, SRDH2_30470.8, SRDH2_30470.9	EWB00_006007
OG0000622	SRDH2_75250.1	EWB00_004548
OG0000623	SRDH2_14950.10, SRDH2_14950.5, SRDH2_14950.6, SRDH2_14950.7, SRDH2_14950.8, SRDH2_14950.9, SRDH2_14950.4, SRDH2_14950.3, SRDH2_14950.1, SRDH2_14950.2	EWB00_009348, EWB00_010005.2, EWB00_010005.1
OG0000624	SRDH2_29350.1, SRDH2_29350.3, SRDH2_29350.2, SRDH2_29350.4, SRDH2_29350.5	EWB00_000634
OG0000625	SRDH2_37510.1, SRDH2_37510.2, SRDH2_37510.3, SRDH2_37510.4, SRDH2_37510.5	EWB00_001308.1, EWB00_001308.2, EWB00_001308.3, EWB00_001308.4
OG0000626	SRDH2_55740.1, SRDH2_55740.2	EWB00_000746
OG0000627	SRDH2_13770.4, SRDH2_13770.1, SRDH2_13770.3, SRDH2_13770.2, SRDH2_13770.5	EWB00_000167, EWB00_002190
OG0000628	SRDH2_62710.2, SRDH2_62710.3, SRDH2_62710.5, SRDH2_62710.6, SRDH2_62710.16, SRDH2_62710.13, SRDH2_62710.15, SRDH2_62710.9, SRDH2_62710.14, SRDH2_62710.11, SRDH2_62710.10, SRDH2_62710.1, SRDH2_62710.4, SRDH2_62710.7, SRDH2_62710.8, SRDH2_62710.12	EWB00_011095.1, EWB00_011095.2
OG0000629	SRDH2_39010.6, SRDH2_39010.8, SRDH2_39010.14, SRDH2_39010.9, SRDH2_39010.15, SRDH2_39010.13, SRDH2_39010.7, SRDH2_39010.12, SRDH2_39010.4, SRDH2_39010.1, SRDH2_39010.10, SRDH2_39010.11, SRDH2_39010.2, SRDH2_39010.3, SRDH2_39010.5	EWB00_009522, EWB00_006221
OG0000630	SRDH2_60460.1, SRDH2_60460.2	EWB00_005268.2, EWB00_005268.1, EWB00_005268.3, EWB00_005268.4, EWB00_005268.5
OG0000631	SRDH2_66410.1	EWB00_008869.1, EWB00_008869.2
OG0000631	SRDH2_62740.1, SRDH2_62740.2, SRDH2_62740.3, SRDH2_62740.4	EWB00_011103, EWB00_011102
OG0000632	SRDH2_15270.3, SRDH2_15270.4, SRDH2_15270.10, SRDH2_15270.2, SRDH2_15270.5, SRDH2_15270.1, SRDH2_15270.6, SRDH2_15270.9, SRDH2_15270.7, SRDH2_15270.8	EWB00_002685
OG0000633	SRDH2_53500.2, SRDH2_53500.1, SRDH2_53500.3, SRDH2_53500.4	EWB00_010638
OG0000634	SRDH2_22420.1, SRDH2_33660.1	EWB00_003689
