Orthogroup	schistosoma_rodhaini	schistosoma_mansoni
OG0000723	SRDH2_78550.1, SRDH2_78550.3, SRDH2_78550.4, SRDH2_78550.10, SRDH2_78550.8, SRDH2_78550.7, SRDH2_78550.5, SRDH2_78550.2, SRDH2_78550.9, SRDH2_78550.6	Smp_169520.1
OG0000724	SRDH2_42140.1, SRDH2_42140.2, SRDH2_42140.3	Smp_157560.1
OG0000725	SRDH2_78920.1	Smp_155780.1
OG0000726	SRDH2_30220.1, SRDH2_30220.2	Smp_175570.1
OG0000726	SRDH2_30230.1	Smp_097240.1
OG0000727	SRDH2_38860.2, SRDH2_38860.3, SRDH2_38860.8, SRDH2_38860.12, SRDH2_38860.13, SRDH2_38860.1, SRDH2_38860.5, SRDH2_38860.6, SRDH2_38860.7, SRDH2_38860.10, SRDH2_38860.11, SRDH2_38860.9, SRDH2_38860.14, SRDH2_38860.4	Smp_079700.1
OG0000728	SRDH2_49170.1	Smp_071960.1
OG0000729	SRDH2_9110.1, SRDH2_9120.2, SRDH2_9120.1, SRDH2_9120.3	Smp_128370.1
OG0000730	SRDH2_61680.1, SRDH2_61680.2, SRDH2_61680.3, SRDH2_61680.4	Smp_074070.1
OG0000731	SRDH2_78130.12, SRDH2_78130.13, SRDH2_78130.10, SRDH2_78130.8, SRDH2_78130.1, SRDH2_78130.4, SRDH2_78130.3, SRDH2_78130.11, SRDH2_78130.2, SRDH2_78130.7, SRDH2_78130.6, SRDH2_78130.9, SRDH2_78130.5	Smp_347040.1
OG0000733	SRDH2_2970.1, SRDH2_2970.2	Smp_169150.1
OG0000733	SRDH2_2970.3, SRDH2_2970.4, SRDH2_2970.5	Smp_169150.2
OG0000736	SRDH2_80070.2, SRDH2_80070.3, SRDH2_80070.4, SRDH2_80070.5, SRDH2_80070.6, SRDH2_80070.1, SRDH2_80070.9, SRDH2_80070.7, SRDH2_80070.8	Smp_144940.1
OG0000737	SRDH2_10170.1	Smp_305100.1, Smp_305110.1
OG0000738	SRDH2_71450.1, SRDH2_71450.2	Smp_205270.1
OG0000738	SRDH2_71460.1	Smp_346410.1
OG0000739	SRDH2_56790.2, SRDH2_56790.1, SRDH2_56790.3, SRDH2_56790.4, SRDH2_56840.1	Smp_094380.1
OG0000740	SRDH2_8610.1	Smp_093920.1
OG0000741	SRDH2_86820.1	Smp_129260.1
OG0000742	SRDH2_86190.2, SRDH2_85800.1, SRDH2_14110.1, SRDH2_86300.1, SRDH2_86310.1, SRDH2_86310.2, SRDH2_86320.1, SRDH2_86240.1, SRDH2_86230.1, SRDH2_86230.2, SRDH2_86230.3	Smp_112480.1
OG0000743	SRDH2_21800.11, SRDH2_21800.10, SRDH2_21800.1, SRDH2_21800.2, SRDH2_21800.3, SRDH2_21800.4, SRDH2_21800.5, SRDH2_21800.6, SRDH2_21800.7, SRDH2_21800.8, SRDH2_21800.9	Smp_150340.1
OG0000744	SRDH2_3670.1	Smp_171640.1
OG0000744	SRDH2_3670.3	Smp_171640.1
OG0000744	SRDH2_3670.4	Smp_171640.1
OG0000744	SRDH2_3670.7	Smp_171640.1
OG0000745	SRDH2_31900.1, SRDH2_31900.2, SRDH2_31900.3, SRDH2_31900.4	Smp_142600.1
OG0000747	SRDH2_43190.2, SRDH2_43190.3, SRDH2_43190.5, SRDH2_43190.1, SRDH2_43190.4, SRDH2_43190.6	Smp_344430.1, Smp_344430.2
OG0000748	SRDH2_72150.1	Smp_053220.1
OG0000748	SRDH2_72110.1	Smp_150700.1
OG0000749	SRDH2_71650.1	Smp_213300.1, Smp_213300.2
OG0000750	SRDH2_76160.3, SRDH2_76160.1, SRDH2_76160.6, SRDH2_76160.7, SRDH2_76160.2, SRDH2_76160.5, SRDH2_76160.4, SRDH2_76160.10, SRDH2_76160.9, SRDH2_76160.8	Smp_306910.1
OG0000751	SRDH2_5530.1	Smp_159490.1
OG0000751	SRDH2_2600.1, SRDH2_2690.1	Smp_057620.1
OG0000752	SRDH2_96100.1	Smp_015020.1
OG0000752	SRDH2_96150.2	Smp_130300.1
OG0000752	SRDH2_96150.3	Smp_130300.1
OG0000752	SRDH2_96150.4	Smp_130300.1
OG0000753	SRDH2_85130.1	Smp_334530.1
OG0000754	SRDH2_51340.1	Smp_123040.1
OG0000755	SRDH2_77360.1, SRDH2_77360.10, SRDH2_77360.2, SRDH2_77360.3, SRDH2_77360.4, SRDH2_77360.5, SRDH2_77360.6, SRDH2_77360.7, SRDH2_77360.8, SRDH2_77360.9	Smp_145510.1, Smp_145510.2
OG0000756	SRDH2_39150.1	Smp_344380.1
OG0000757	SRDH2_53460.3, SRDH2_53460.2, SRDH2_53460.1	Smp_148250.1
OG0000758	SRDH2_9150.7, SRDH2_9150.1, SRDH2_9150.8, SRDH2_9150.3, SRDH2_9150.12, SRDH2_9150.13, SRDH2_9150.2	Smp_190020.2
OG0000758	SRDH2_9150.10	Smp_190020.1
OG0000758	SRDH2_9150.9	Smp_190020.1
OG0000759	SRDH2_53070.9, SRDH2_53070.6, SRDH2_53070.7, SRDH2_53070.8, SRDH2_53070.1, SRDH2_53070.2, SRDH2_53070.3, SRDH2_53070.4, SRDH2_53070.5	Smp_135460.1
OG0000760	SRDH2_80690.1, SRDH2_80690.2, SRDH2_80690.3, SRDH2_80690.4, SRDH2_80690.5	Smp_056640.1
OG0000761	SRDH2_54660.2, SRDH2_54660.9, SRDH2_54660.8, SRDH2_54660.3, SRDH2_54660.5, SRDH2_54660.1, SRDH2_54660.7, SRDH2_54660.4, SRDH2_54660.6	Smp_175340.1
OG0000762	SRDH2_84140.1	Smp_136300.1
OG0000762	SRDH2_89980.1, SRDH2_89980.3, SRDH2_89980.2	Smp_172200.1
OG0000763	SRDH2_20090.1	Smp_038140.1, Smp_038140.2
OG0000764	SRDH2_9280.2	Smp_128420.1
OG0000764	SRDH2_9280.4, SRDH2_9280.6, SRDH2_9280.5	Smp_128420.2
OG0000765	SRDH2_53090.2, SRDH2_53090.1	Smp_094420.1
OG0000765	SRDH2_53080.1, SRDH2_53080.2	Smp_024520.1
OG0000766	SRDH2_64640.2, SRDH2_64640.1, SRDH2_64640.3, SRDH2_64640.4, SRDH2_64640.5, SRDH2_64640.6	Smp_127460.1, Smp_127460.2
OG0000767	SRDH2_65780.8, SRDH2_65780.3, SRDH2_65780.5, SRDH2_65780.6, SRDH2_65780.1, SRDH2_65780.9, SRDH2_65780.4, SRDH2_65780.2, SRDH2_65780.7	Smp_243680.1
OG0000768	SRDH2_40160.1	Smp_049390.1
OG0000769	SRDH2_2210.1, SRDH2_2210.2, SRDH2_2210.3, SRDH2_2210.6, SRDH2_2210.7, SRDH2_2210.4, SRDH2_2210.5	Smp_343570.1
OG0000770	SRDH2_18340.3, SRDH2_18340.4, SRDH2_18340.1, SRDH2_18340.2	Smp_130580.1
OG0000771	SRDH2_82030.1	Smp_198020.1
OG0000771	SRDH2_82060.1	Smp_312560.1, Smp_316120.1
OG0000771	SRDH2_82070.1	Smp_316130.1
OG0000772	SRDH2_17240.1, SRDH2_17250.1, SRDH2_17280.1	Smp_306350.1, Smp_099090.1, Smp_333000.1
OG0000773	SRDH2_26150.1, SRDH2_26150.2, SRDH2_26150.3	Smp_162030.1
OG0000773	SRDH2_26150.4, SRDH2_26150.5	Smp_162030.2
OG0000774	SRDH2_47950.2	Smp_131070.1
OG0000774	SRDH2_47950.3	Smp_131070.1
OG0000774	SRDH2_47950.4	Smp_131070.1
OG0000774	SRDH2_47950.1	Smp_131070.2
OG0000774	SRDH2_47950.5	Smp_131070.2
OG0000774	SRDH2_47950.6	Smp_131070.3
OG0000775	SRDH2_52660.1, SRDH2_52660.2, SRDH2_52660.3, SRDH2_52660.4, SRDH2_52660.6, SRDH2_52660.7, SRDH2_52660.5, SRDH2_52660.8	Smp_167020.1
OG0000776	SRDH2_46510.1	Smp_001360.1
OG0000776	SRDH2_58160.1, SRDH2_58160.2	Smp_032810.1
OG0000777	SRDH2_53800.6, SRDH2_53800.5, SRDH2_53800.4	Smp_130070.2, Smp_130070.3, Smp_130070.4, Smp_130070.1
OG0000777	SRDH2_53800.1, SRDH2_53800.2, SRDH2_53800.3	Smp_130070.5
OG0000778	SRDH2_23360.1	Smp_306370.1
OG0000779	SRDH2_3760.2, SRDH2_3760.3, SRDH2_3760.7, SRDH2_3760.8, SRDH2_3760.6, SRDH2_3760.5, SRDH2_3760.1, SRDH2_3760.4	Smp_171600.1
OG0000780	SRDH2_15470.2, SRDH2_15470.3, SRDH2_15470.4, SRDH2_15470.1, SRDH2_15470.5, SRDH2_15470.6	Smp_146830.1, Smp_146830.3, Smp_146830.2
OG0000781	SRDH2_11570.1	Smp_143130.1
OG0000781	SRDH2_490.1	Smp_048560.2
OG0000782	SRDH2_36880.8, SRDH2_36880.6, SRDH2_36880.9, SRDH2_36880.14, SRDH2_36880.15, SRDH2_36880.16, SRDH2_36880.5, SRDH2_36880.7, SRDH2_36880.4, SRDH2_36880.1, SRDH2_36880.3, SRDH2_36880.11, SRDH2_36880.10, SRDH2_36880.12, SRDH2_36880.13, SRDH2_36880.2	Smp_161680.1
OG0000783	SRDH2_51630.2, SRDH2_51630.1, SRDH2_51630.3, SRDH2_51630.4	Smp_337480.1, Smp_337480.2
OG0000784	SRDH2_36950.4, SRDH2_36950.5, SRDH2_36950.2, SRDH2_36950.7, SRDH2_36950.3, SRDH2_36950.6, SRDH2_36950.1	Smp_094340.1
OG0000785	SRDH2_60530.1, SRDH2_60530.9, SRDH2_60530.10, SRDH2_60530.11, SRDH2_60530.6, SRDH2_60530.7, SRDH2_60530.5, SRDH2_60530.3, SRDH2_60530.12, SRDH2_60530.2, SRDH2_60530.8, SRDH2_60530.4	Smp_194420.1
OG0000786	SRDH2_40980.4, SRDH2_40980.3, SRDH2_40980.1, SRDH2_40980.2, SRDH2_40980.5	Smp_247200.1
OG0000787	SRDH2_96260.1, SRDH2_96260.2	Smp_300570.1
OG0000788	SRDH2_12730.2, SRDH2_12730.1	Smp_058360.1
OG0000789	SRDH2_25940.1, SRDH2_25940.2, SRDH2_25940.4, SRDH2_25940.3	Smp_123840.1
OG0000789	SRDH2_25930.1, SRDH2_25930.2, SRDH2_25930.3, SRDH2_25930.4, SRDH2_25930.5	Smp_123860.1
OG0000790	SRDH2_39480.1, SRDH2_39480.2, SRDH2_39480.3	Smp_247160.2, Smp_247160.1
OG0000791	SRDH2_43050.2, SRDH2_43050.3, SRDH2_43050.6, SRDH2_43050.7, SRDH2_43050.4, SRDH2_43050.5	Smp_343700.1, Smp_343700.2
OG0000792	SRDH2_5720.1	Smp_158720.1
OG0000793	SRDH2_36140.1, SRDH2_36140.3, SRDH2_36140.2	Smp_140330.1
OG0000794	SRDH2_10440.2	Smp_335080.1
OG0000794	SRDH2_10440.1	Smp_334400.1
OG0000794	SRDH2_10440.11	Smp_159110.1
OG0000795	SRDH2_98680.1	Smp_125340.1, Smp_125340.2
OG0000796	SRDH2_16260.1, SRDH2_16270.1	Smp_151200.1
OG0000796	SRDH2_16260.1, SRDH2_16270.1	Smp_151210.1
OG0000796	SRDH2_16250.1	Smp_333180.1
OG0000797	SRDH2_20390.1, SRDH2_20390.2	Smp_039820.1
OG0000798	SRDH2_1350.1	Smp_341650.1
OG0000799	SRDH2_69350.1, SRDH2_69350.2, SRDH2_69350.4, SRDH2_69350.3, SRDH2_69350.5	Smp_030320.1
OG0000800	SRDH2_10360.2, SRDH2_10360.1	Smp_244710.1
OG0000801	SRDH2_16160.3, SRDH2_16160.2	Smp_020550.1
OG0000801	SRDH2_16160.1	Smp_020550.3, Smp_020550.2
OG0000802	SRDH2_75170.1	Smp_137020.1
OG0000803	SRDH2_81130.2, SRDH2_81130.3, SRDH2_81130.4, SRDH2_81130.5, SRDH2_81130.6, SRDH2_81130.1	Smp_212940.1
OG0000804	SRDH2_41630.8, SRDH2_41630.3, SRDH2_41630.5, SRDH2_41630.6, SRDH2_41630.4, SRDH2_41630.2, SRDH2_41630.1, SRDH2_41630.7	Smp_332620.1
OG0000805	SRDH2_34000.1, SRDH2_34000.2	Smp_010280.1
OG0000806	SRDH2_75550.2, SRDH2_75550.6, SRDH2_75550.7, SRDH2_75550.1, SRDH2_75550.4, SRDH2_75550.5, SRDH2_75550.3	Smp_127030.1
OG0000807	SRDH2_10070.1, SRDH2_10060.1	Smp_304360.1
OG0000808	SRDH2_96800.1	Smp_010690.1
OG0000808	SRDH2_96810.1, SRDH2_96810.2, SRDH2_96810.3	Smp_127830.1
OG0000809	SRDH2_91870.8, SRDH2_91870.1, SRDH2_91870.7, SRDH2_91870.3, SRDH2_91870.4, SRDH2_91870.5, SRDH2_91870.2, SRDH2_91870.6	Smp_173330.1
OG0000810	SRDH2_25430.1	Smp_003670.1, Smp_003670.2
OG0000811	SRDH2_11410.2	Smp_178750.1
OG0000811	SRDH2_11410.5	Smp_178750.1
OG0000811	SRDH2_11410.7	Smp_178750.1
OG0000811	SRDH2_11410.8	Smp_178750.1
OG0000811	SRDH2_11410.9	Smp_178750.1
OG0000812	SRDH2_13940.10, SRDH2_13940.1, SRDH2_13940.11, SRDH2_13940.3, SRDH2_13940.4, SRDH2_13940.6, SRDH2_13940.8, SRDH2_13940.9, SRDH2_13940.12, SRDH2_13940.2, SRDH2_13940.5, SRDH2_13940.7	Smp_017750.1
OG0000813	SRDH2_89630.1, SRDH2_89630.2, SRDH2_89630.3, SRDH2_89630.4, SRDH2_89630.5	Smp_179270.1
OG0000814	SRDH2_65100.4, SRDH2_65100.6, SRDH2_65100.7, SRDH2_65100.2, SRDH2_65100.8, SRDH2_65100.1, SRDH2_65100.5, SRDH2_65100.3	Smp_150230.1, Smp_150230.2
OG0000815	SRDH2_61190.5, SRDH2_61190.8, SRDH2_61190.9, SRDH2_61190.3, SRDH2_61190.4, SRDH2_61190.1, SRDH2_61190.2, SRDH2_61190.6, SRDH2_61190.7, SRDH2_61190.10, SRDH2_61190.13, SRDH2_61190.11, SRDH2_61190.12, SRDH2_61190.14	Smp_307960.1
OG0000816	SRDH2_86370.2, SRDH2_86350.1, SRDH2_86370.5, SRDH2_86370.6, SRDH2_86370.7, SRDH2_86370.8, SRDH2_86370.9, SRDH2_86370.10, SRDH2_86370.11, SRDH2_86370.3, SRDH2_86370.4, SRDH2_86440.1, SRDH2_86370.1, SRDH2_86370.12, SRDH2_86380.1	Smp_304140.1, Smp_314620.1
OG0000817	SRDH2_91270.10, SRDH2_91270.1, SRDH2_91270.2, SRDH2_91270.3, SRDH2_91270.4, SRDH2_91270.5, SRDH2_91270.6, SRDH2_91270.7, SRDH2_91270.8, SRDH2_91270.9	Smp_030860.1
OG0000818	SRDH2_12080.4, SRDH2_12080.5, SRDH2_12080.2, SRDH2_12080.7, SRDH2_12080.10, SRDH2_12080.11, SRDH2_12080.9, SRDH2_12080.3, SRDH2_12080.8, SRDH2_12080.1	Smp_346810.1
OG0000818	SRDH2_12080.6	Smp_177290.1
OG0000819	SRDH2_65960.1, SRDH2_65960.2, SRDH2_65960.3, SRDH2_65960.4, SRDH2_65960.6, SRDH2_65960.7, SRDH2_65960.5	Smp_002600.1, Smp_002600.2
OG0000820	SRDH2_87370.1	Smp_040130.1
OG0000820	SRDH2_28290.1	Smp_346190.1
OG0000821	SRDH2_49890.3	Smp_310830.1
OG0000821	SRDH2_49890.4	Smp_310830.1
OG0000821	SRDH2_49890.1, SRDH2_49890.2	Smp_310820.1
OG0000822	SRDH2_76250.7, SRDH2_76250.2, SRDH2_76250.4, SRDH2_76250.1, SRDH2_76250.3, SRDH2_76250.5, SRDH2_76250.6, SRDH2_76250.8	Smp_064020.1
OG0000823	SRDH2_52700.1	Smp_082810.1
OG0000823	SRDH2_96220.1	Smp_130230.1
OG0000823	SRDH2_96230.1	Smp_062300.1
OG0000823	SRDH2_96230.1	Smp_062300.2
OG0000824	SRDH2_3190.3	Smp_028670.1
OG0000825	SRDH2_76870.3, SRDH2_76870.4, SRDH2_76870.2, SRDH2_76880.1, SRDH2_76870.5, SRDH2_76870.6, SRDH2_76870.1, SRDH2_76870.7	Smp_145290.1, Smp_307840.1
OG0000825	SRDH2_79030.1	Smp_313560.1
OG0000826	SRDH2_56310.2	Smp_155630.1
OG0000826	SRDH2_56310.6	Smp_155630.1
OG0000826	SRDH2_56310.8	Smp_155630.1
OG0000827	SRDH2_77270.1	Smp_202690.1
OG0000827	SRDH2_77260.1, SRDH2_77260.2, SRDH2_77260.3	Smp_043120.1
OG0000828	SRDH2_92100.1, SRDH2_92090.1	Smp_159290.1, Smp_345050.1
OG0000828	SRDH2_23580.1	Smp_078490.1
OG0000828	SRDH2_95770.1, SRDH2_71310.1	Smp_139450.1
OG0000828	SRDH2_92110.1, SRDH2_92120.1, SRDH2_92130.1	Smp_193680.1
OG0000829	SRDH2_18920.4, SRDH2_18920.6, SRDH2_18920.1, SRDH2_18920.5, SRDH2_18920.2, SRDH2_18920.3, SRDH2_18920.7, SRDH2_18920.8	Smp_075280.1, Smp_075280.2
OG0000830	SRDH2_49660.5, SRDH2_49660.3, SRDH2_49660.7, SRDH2_49660.8, SRDH2_49660.1, SRDH2_49660.2, SRDH2_49660.4, SRDH2_49660.6	Smp_157410.1
OG0000831	SRDH2_42770.1, SRDH2_42770.3, SRDH2_42770.2, SRDH2_42770.4	Smp_040350.1
OG0000832	SRDH2_61930.11, SRDH2_61930.3, SRDH2_61930.9, SRDH2_61930.2, SRDH2_61930.7, SRDH2_61930.10, SRDH2_61930.8, SRDH2_61930.4, SRDH2_61930.5, SRDH2_61930.1, SRDH2_61930.6	Smp_029240.1
OG0000833	SRDH2_35200.1, SRDH2_35200.3, SRDH2_35200.5, SRDH2_35200.7, SRDH2_35200.10, SRDH2_35200.2, SRDH2_35200.4, SRDH2_35200.6, SRDH2_35200.8, SRDH2_35200.9	Smp_196700.1
OG0000834	SRDH2_49470.2, SRDH2_49470.3, SRDH2_49470.5, SRDH2_49470.1, SRDH2_49470.4	Smp_171150.1
OG0000835	SRDH2_31910.9, SRDH2_31910.2, SRDH2_31910.7, SRDH2_31910.4, SRDH2_31910.1, SRDH2_31910.8, SRDH2_31910.5, SRDH2_31910.6, SRDH2_31910.10, SRDH2_31910.3	Smp_310870.1
OG0000836	SRDH2_37590.3, SRDH2_37590.1, SRDH2_37590.4, SRDH2_37590.5, SRDH2_37590.2	Smp_083770.1
OG0000837	SRDH2_36250.1, SRDH2_36250.2, SRDH2_36250.4, SRDH2_36250.5, SRDH2_36250.6, SRDH2_36250.3	Smp_140390.1
OG0000838	SRDH2_39260.1	Smp_213910.1
OG0000838	SRDH2_39250.1	Smp_213900.1
OG0000839	SRDH2_38650.4, SRDH2_38650.3, SRDH2_38650.2, SRDH2_38650.5, SRDH2_38650.1	Smp_071140.1
OG0000840	SRDH2_71720.1, SRDH2_71720.2, SRDH2_71720.3	Smp_345540.1
OG0000841	SRDH2_20780.2, SRDH2_20780.1, SRDH2_20780.3	Smp_032510.1
OG0000842	SRDH2_69130.1	Smp_179810.1
OG0000842	SRDH2_69130.5	Smp_179810.1
OG0000842	SRDH2_69130.6	Smp_179810.1
OG0000842	SRDH2_69130.7	Smp_179810.1
OG0000843	SRDH2_84590.3, SRDH2_84590.5, SRDH2_84590.1, SRDH2_84590.2, SRDH2_84590.4	Smp_150510.1
OG0000844	SRDH2_5320.4, SRDH2_5320.5	Smp_166560.1
OG0000844	SRDH2_5320.1, SRDH2_5320.2, SRDH2_5320.3, SRDH2_5320.6	Smp_166560.2
OG0000845	SRDH2_92860.1, SRDH2_92860.2, SRDH2_92860.3, SRDH2_92860.4	Smp_141460.1
OG0000846	SRDH2_17340.1	Smp_341400.1
OG0000847	SRDH2_1250.9, SRDH2_1250.5, SRDH2_1250.2, SRDH2_1250.3, SRDH2_1250.12, SRDH2_1250.8, SRDH2_1250.1, SRDH2_1250.7, SRDH2_1250.10, SRDH2_1250.11, SRDH2_1250.13, SRDH2_1250.14, SRDH2_1250.4, SRDH2_1250.6	Smp_056360.1
OG0000848	SRDH2_32410.3, SRDH2_32410.4, SRDH2_32410.6, SRDH2_32410.2, SRDH2_32410.5, SRDH2_32410.1	Smp_343320.1
OG0000849	SRDH2_39300.3, SRDH2_39300.1, SRDH2_39300.4, SRDH2_39300.2	Smp_196290.1
OG0000850	SRDH2_27730.8, SRDH2_27730.9, SRDH2_27730.2, SRDH2_27730.4, SRDH2_27730.5, SRDH2_27730.10, SRDH2_27730.1, SRDH2_27730.11, SRDH2_27730.3, SRDH2_27730.6, SRDH2_27730.7	Smp_163620.1
OG0000851	SRDH2_91860.11	Smp_173320.2
OG0000851	SRDH2_91860.12	Smp_173320.2
OG0000851	SRDH2_91860.2	Smp_173320.2
OG0000851	SRDH2_91860.9	Smp_173320.2
OG0000851	SRDH2_91860.1, SRDH2_91860.10, SRDH2_91860.6, SRDH2_91860.8	Smp_173320.1
OG0000852	SRDH2_11230.3, SRDH2_11230.1, SRDH2_11230.2, SRDH2_11230.4	Smp_193440.1
OG0000853	SRDH2_85100.1	Smp_043670.2
OG0000853	SRDH2_85100.5	Smp_043670.1
OG0000854	SRDH2_37580.1	Smp_345740.1
OG0000855	SRDH2_55520.1, SRDH2_55520.4, SRDH2_55520.5, SRDH2_55520.3, SRDH2_55520.2	Smp_147670.1
OG0000856	SRDH2_3090.1, SRDH2_3090.2	Smp_164880.1, Smp_327030.1
OG0000857	SRDH2_4250.1	Smp_139100.2
OG0000857	SRDH2_4250.2	Smp_139100.2
OG0000857	SRDH2_4250.5	Smp_139100.2
OG0000857	SRDH2_4250.6	Smp_139100.2
OG0000857	SRDH2_4250.7, SRDH2_4250.9, SRDH2_4250.3	Smp_139100.1
OG0000857	SRDH2_4250.7, SRDH2_4250.9, SRDH2_4250.3	Smp_139100.3
OG0000858	SRDH2_4610.3, SRDH2_4610.2, SRDH2_4610.1, SRDH2_4610.4	Smp_007650.1
OG0000859	SRDH2_50320.1	Smp_046930.1
OG0000860	SRDH2_61480.1	Smp_150500.1
OG0000860	SRDH2_64020.2, SRDH2_64020.1	Smp_181470.1
OG0000861	SRDH2_11900.3, SRDH2_11900.4, SRDH2_11900.1, SRDH2_11900.2	Smp_333080.1
OG0000862	SRDH2_30410.3, SRDH2_30410.1, SRDH2_30410.5, SRDH2_30410.2, SRDH2_30410.4, SRDH2_30410.6, SRDH2_30410.7	Smp_098320.1, Smp_098320.2
OG0000863	SRDH2_7510.3, SRDH2_7510.6, SRDH2_7510.1, SRDH2_7510.4, SRDH2_7510.5, SRDH2_7510.2	Smp_350030.1
OG0000864	SRDH2_95800.3	Smp_302460.1
OG0000864	SRDH2_95800.4, SRDH2_95800.5, SRDH2_95800.1	Smp_059790.1
OG0000865	SRDH2_35160.4, SRDH2_35160.6, SRDH2_35160.2, SRDH2_35160.5, SRDH2_35160.1, SRDH2_35160.7, SRDH2_35160.3	Smp_007180.1, Smp_007180.2
OG0000866	SRDH2_690.1	Smp_244800.1
OG0000867	SRDH2_7330.1	Smp_322570.1
OG0000868	SRDH2_82120.1, SRDH2_81990.1, SRDH2_82100.1	Smp_302810.1, Smp_314020.1
OG0000869	SRDH2_93430.1	Smp_063090.1
OG0000870	SRDH2_940.1, SRDH2_940.3, SRDH2_940.4, SRDH2_940.5, SRDH2_940.2, SRDH2_940.6, SRDH2_940.7, SRDH2_940.8	Smp_015840.1
OG0000871	SRDH2_29030.1	Smp_034940.1
OG0000872	SRDH2_4140.1	Smp_139030.1
OG0000873	SRDH2_13370.1, SRDH2_88780.1	Smp_162310.1
OG0000874	SRDH2_43350.6, SRDH2_43350.1, SRDH2_43350.2, SRDH2_43350.3, SRDH2_43350.4, SRDH2_43350.5	Smp_051530.1, Smp_051530.2
OG0000875	SRDH2_63950.1	Smp_160600.2, Smp_160600.1
OG0000876	SRDH2_24180.1	Smp_171020.1
OG0000877	SRDH2_7440.7, SRDH2_7440.5, SRDH2_7440.6, SRDH2_7440.3, SRDH2_7440.4, SRDH2_7440.1, SRDH2_7440.2	Smp_171860.1
OG0000878	SRDH2_18910.5, SRDH2_18910.2, SRDH2_18910.4, SRDH2_18910.1, SRDH2_18910.11, SRDH2_18910.12, SRDH2_18910.3, SRDH2_18910.10, SRDH2_18910.6, SRDH2_18910.7, SRDH2_18910.8, SRDH2_18910.9	Smp_341200.1, Smp_341200.2
OG0000879	SRDH2_60000.1, SRDH2_60000.2, SRDH2_60000.3, SRDH2_60150.1, SRDH2_59960.1	Smp_333470.1
OG0000879	SRDH2_60140.1	Smp_335800.1
OG0000879	SRDH2_59970.1	Smp_325630.1, Smp_138000.1, Smp_325620.1
OG0000879	SRDH2_59990.1, SRDH2_59980.1	Smp_325610.1
OG0000880	SRDH2_81580.1	Smp_055720.1
OG0000881	SRDH2_4630.1, SRDH2_4630.2, SRDH2_4630.3, SRDH2_4630.4	Smp_126260.1
OG0000881	SRDH2_92010.1	Smp_214000.1
OG0000882	SRDH2_22570.1	Smp_333390.1, Smp_333390.2
OG0000882	SRDH2_40290.1	Smp_148670.1
OG0000883	SRDH2_40280.1	Smp_148660.1
OG0000884	SRDH2_39530.4, SRDH2_39530.3, SRDH2_39530.1, SRDH2_39530.2	Smp_171790.1
OG0000885	SRDH2_170.1, SRDH2_170.2	Smp_332820.1
OG0000886	SRDH2_71820.3, SRDH2_71820.4, SRDH2_71820.1, SRDH2_71820.2	Smp_085290.1
OG0000887	SRDH2_20070.1	Smp_157920.1
OG0000888	SRDH2_80640.1, SRDH2_80640.2, SRDH2_80640.3	Smp_247480.1
OG0000888	SRDH2_80660.2, SRDH2_80660.1, SRDH2_80660.3	Smp_055240.1
OG0000889	SRDH2_28140.4, SRDH2_28140.1, SRDH2_28140.2, SRDH2_28140.3	Smp_167330.1
OG0000890	SRDH2_41160.3, SRDH2_41160.1, SRDH2_41160.2, SRDH2_41160.5, SRDH2_41160.4	Smp_172060.1
OG0000891	SRDH2_37700.1	Smp_144570.1
OG0000892	SRDH2_54060.5, SRDH2_54060.7, SRDH2_54060.1, SRDH2_54060.3, SRDH2_54060.4, SRDH2_54060.9, SRDH2_54060.2, SRDH2_54060.6, SRDH2_54060.8, SRDH2_54060.10	Smp_045360.1
OG0000894	SRDH2_90570.1	Smp_165000.1
OG0000895	SRDH2_44270.1	Smp_155330.1
OG0000896	SRDH2_21440.1	Smp_307090.1
OG0000897	SRDH2_10430.3	Smp_159120.1
OG0000897	SRDH2_10430.4	Smp_159120.1
OG0000897	SRDH2_10430.11, SRDH2_10430.5	Smp_159130.1
OG0000898	SRDH2_73620.1	Smp_213760.1
OG0000899	SRDH2_13500.6, SRDH2_13500.4, SRDH2_13500.8, SRDH2_13500.7, SRDH2_13500.5, SRDH2_13500.12, SRDH2_13500.9, SRDH2_13500.13, SRDH2_13500.10, SRDH2_13500.11, SRDH2_13500.2, SRDH2_13500.1, SRDH2_13500.3	Smp_132180.1
OG0000900	SRDH2_3690.1	Smp_304260.1
OG0000900	SRDH2_3690.2	Smp_304250.1
OG0000901	SRDH2_64150.1	Smp_181390.1
OG0000902	SRDH2_56170.1	Smp_194520.1
OG0000903	SRDH2_15940.2, SRDH2_15940.4, SRDH2_15940.1, SRDH2_15940.3, SRDH2_15940.5, SRDH2_15940.6	Smp_135270.1
OG0000904	SRDH2_5180.1	Smp_331780.1
OG0000905	SRDH2_80830.6, SRDH2_80830.2, SRDH2_80830.4, SRDH2_80830.5, SRDH2_80830.1, SRDH2_80830.3	Smp_180790.1
