Orthogroup	schistosoma_rodhaini	schistosoma_haematobium
OG0000727	SRDH2_38860.2, SRDH2_38860.3, SRDH2_38860.8, SRDH2_38860.12, SRDH2_38860.13, SRDH2_38860.1, SRDH2_38860.5, SRDH2_38860.6, SRDH2_38860.7, SRDH2_38860.10, SRDH2_38860.11, SRDH2_38860.9, SRDH2_38860.14, SRDH2_38860.4	SHAE2_41680.1
OG0000728	SRDH2_49170.1	SHAE2_51660.2, SHAE2_51660.1, SHAE2_51660.8, SHAE2_51660.7, SHAE2_51660.6, SHAE2_51660.3, SHAE2_51660.4, SHAE2_51660.5
OG0000729	SRDH2_9110.1, SRDH2_9120.2, SRDH2_9120.1, SRDH2_9120.3	SHAE2_10680.7, SHAE2_10680.1, SHAE2_10680.8, SHAE2_10680.10, SHAE2_10680.9, SHAE2_10680.5, SHAE2_10680.6, SHAE2_10680.4, SHAE2_10680.3, SHAE2_10680.2
OG0000730	SRDH2_61680.1, SRDH2_61680.2, SRDH2_61680.3, SRDH2_61680.4	SHAE2_64100.4, SHAE2_64100.3, SHAE2_64100.2, SHAE2_64100.1
OG0000731	SRDH2_78130.12, SRDH2_78130.13, SRDH2_78130.10, SRDH2_78130.8, SRDH2_78130.1, SRDH2_78130.4, SRDH2_78130.3, SRDH2_78130.11, SRDH2_78130.2, SRDH2_78130.7, SRDH2_78130.6, SRDH2_78130.9, SRDH2_78130.5	SHAE2_80720.1, SHAE2_80720.5, SHAE2_80720.3, SHAE2_80720.2, SHAE2_80720.4
OG0000732	SRDH2_3590.10, SRDH2_3590.9, SRDH2_3590.13	SHAE2_4020.8
OG0000732	SRDH2_3590.12, SRDH2_3590.1, SRDH2_3590.16, SRDH2_3590.4, SRDH2_3590.15, SRDH2_3590.14	SHAE2_4020.7, SHAE2_4020.5, SHAE2_4020.1
OG0000732	SRDH2_3590.2	SHAE2_4020.6
OG0000733	SRDH2_2970.3, SRDH2_2970.4, SRDH2_2970.5	SHAE2_3370.3, SHAE2_3370.1, SHAE2_3370.2
OG0000736	SRDH2_80070.2, SRDH2_80070.3, SRDH2_80070.4, SRDH2_80070.5, SRDH2_80070.6, SRDH2_80070.1, SRDH2_80070.9, SRDH2_80070.7, SRDH2_80070.8	SHAE2_82540.1
OG0000737	SRDH2_10170.1	SHAE2_11710.8, SHAE2_11710.6, SHAE2_11710.7, SHAE2_11710.11, SHAE2_11710.3, SHAE2_11710.2, SHAE2_11710.1, SHAE2_11710.5, SHAE2_11710.4, SHAE2_11710.10, SHAE2_11710.9
OG0000738	SRDH2_71450.1, SRDH2_71450.2	SHAE2_74250.1, SHAE2_74250.2
OG0000738	SRDH2_71460.1	SHAE2_74240.1
OG0000739	SRDH2_56790.2, SRDH2_56790.1, SRDH2_56790.3, SRDH2_56790.4, SRDH2_56840.1	SHAE2_73900.1
OG0000740	SRDH2_8610.1	SHAE2_10220.1, SHAE2_10220.2
OG0000741	SRDH2_86820.1	SHAE2_89630.1, SHAE2_89630.2, SHAE2_89630.3, SHAE2_89630.4, SHAE2_89630.5, SHAE2_89630.6, SHAE2_89630.7, SHAE2_89630.10, SHAE2_89630.9, SHAE2_89630.8
OG0000742	SRDH2_86190.2, SRDH2_85800.1, SRDH2_14110.1, SRDH2_86300.1, SRDH2_86310.1, SRDH2_86310.2, SRDH2_86320.1, SRDH2_86240.1, SRDH2_86230.1, SRDH2_86230.2, SRDH2_86230.3	SHAE2_15560.1, SHAE2_15570.1, SHAE2_92220.1, SHAE2_92220.2, SHAE2_18710.1, SHAE2_18720.1, SHAE2_18720.2
OG0000743	SRDH2_21800.11, SRDH2_21800.10, SRDH2_21800.1, SRDH2_21800.2, SRDH2_21800.3, SRDH2_21800.4, SRDH2_21800.5, SRDH2_21800.6, SRDH2_21800.7, SRDH2_21800.8, SRDH2_21800.9	SHAE2_24740.3, SHAE2_24740.4, SHAE2_24740.1, SHAE2_24740.2
OG0000744	SRDH2_3670.1, SRDH2_3670.3, SRDH2_3670.4, SRDH2_3670.7, SRDH2_3670.6, SRDH2_3670.10, SRDH2_3670.2, SRDH2_3670.5, SRDH2_3670.8, SRDH2_3670.9	SHAE2_4120.1
OG0000745	SRDH2_31900.1, SRDH2_31900.2, SRDH2_31900.3, SRDH2_31900.4	SHAE2_40970.6, SHAE2_40970.2, SHAE2_40970.3, SHAE2_40970.5, SHAE2_40970.1, SHAE2_40970.7, SHAE2_40970.4
OG0000747	SRDH2_43190.2, SRDH2_43190.3, SRDH2_43190.5, SRDH2_43190.1, SRDH2_43190.4, SRDH2_43190.6	SHAE2_45720.1
OG0000748	SRDH2_72150.1	SHAE2_74660.1
OG0000749	SRDH2_71650.1	SHAE2_74040.10, SHAE2_74040.9, SHAE2_74040.5, SHAE2_74040.11, SHAE2_74040.6, SHAE2_74040.7, SHAE2_74040.1, SHAE2_74040.3, SHAE2_74040.4, SHAE2_74040.8, SHAE2_74040.12, SHAE2_74040.2
OG0000750	SRDH2_76160.3, SRDH2_76160.1, SRDH2_76160.6, SRDH2_76160.7, SRDH2_76160.2, SRDH2_76160.5, SRDH2_76160.4, SRDH2_76160.10, SRDH2_76160.9, SRDH2_76160.8	SHAE2_78820.2, SHAE2_78820.4, SHAE2_78820.3, SHAE2_78820.1
OG0000751	SRDH2_5530.1	SHAE2_5990.1
OG0000751	SRDH2_2600.1, SRDH2_2690.1	SHAE2_2890.1, SHAE2_2800.1
OG0000752	SRDH2_96100.1	SHAE2_98130.2, SHAE2_98130.3, SHAE2_98130.1
OG0000752	SRDH2_96150.5, SRDH2_96150.7, SRDH2_96150.8, SRDH2_96150.1, SRDH2_96150.2, SRDH2_96150.3, SRDH2_96150.4, SRDH2_96150.6	SHAE2_102390.1
OG0000753	SRDH2_85130.1	SHAE2_87310.1
OG0000754	SRDH2_51340.1	SHAE2_53610.1, SHAE2_53610.2
OG0000755	SRDH2_77360.1, SRDH2_77360.10, SRDH2_77360.2, SRDH2_77360.3, SRDH2_77360.4, SRDH2_77360.5, SRDH2_77360.6, SRDH2_77360.7, SRDH2_77360.8, SRDH2_77360.9	SHAE2_79980.1, SHAE2_79980.3, SHAE2_79980.2
OG0000756	SRDH2_39150.1	SHAE2_41950.5, SHAE2_41950.9, SHAE2_41950.6, SHAE2_41950.1, SHAE2_41950.3, SHAE2_41950.2, SHAE2_41950.4, SHAE2_41950.7, SHAE2_41950.8, SHAE2_41950.10
OG0000757	SRDH2_53460.3, SRDH2_53460.2, SRDH2_53460.1	SHAE2_55830.3, SHAE2_55830.4, SHAE2_55830.5, SHAE2_55830.7, SHAE2_55830.8, SHAE2_55830.11, SHAE2_55830.10, SHAE2_55830.9, SHAE2_55830.6, SHAE2_55830.1, SHAE2_55830.2
OG0000758	SRDH2_9150.11, SRDH2_9150.10, SRDH2_9150.9	SHAE2_10710.4, SHAE2_10710.1
OG0000759	SRDH2_53070.9, SRDH2_53070.6, SRDH2_53070.7, SRDH2_53070.8, SRDH2_53070.1, SRDH2_53070.2, SRDH2_53070.3, SRDH2_53070.4, SRDH2_53070.5	SHAE2_56250.6, SHAE2_56250.5, SHAE2_56250.3, SHAE2_56250.1, SHAE2_56250.2, SHAE2_56250.4
OG0000760	SRDH2_80690.1, SRDH2_80690.2, SRDH2_80690.3, SRDH2_80690.4, SRDH2_80690.5	SHAE2_83220.1
OG0000761	SRDH2_54660.2, SRDH2_54660.9, SRDH2_54660.8, SRDH2_54660.3, SRDH2_54660.5, SRDH2_54660.1, SRDH2_54660.7, SRDH2_54660.4, SRDH2_54660.6	SHAE2_56940.1, SHAE2_56940.2, SHAE2_56940.3, SHAE2_56940.4
OG0000762	SRDH2_84140.1	SHAE2_86300.1
OG0000762	SRDH2_89980.1, SRDH2_89980.3, SRDH2_89980.2	SHAE2_92630.1
OG0000763	SRDH2_20090.1	SHAE2_23590.10, SHAE2_23590.2, SHAE2_23590.6, SHAE2_23590.7, SHAE2_23590.8, SHAE2_23590.1, SHAE2_23590.11, SHAE2_23590.4, SHAE2_23590.9, SHAE2_23590.3, SHAE2_23590.5
OG0000764	SRDH2_9280.2, SRDH2_9280.4, SRDH2_9280.6, SRDH2_9280.5, SRDH2_9280.3, SRDH2_9280.1	SHAE2_10840.1, SHAE2_10840.3, SHAE2_10840.2, SHAE2_10840.5, SHAE2_10840.4
OG0000765	SRDH2_53090.2, SRDH2_53090.1	SHAE2_56230.1
OG0000765	SRDH2_53080.1, SRDH2_53080.2	SHAE2_56240.1, SHAE2_56240.3, SHAE2_56240.2
OG0000766	SRDH2_64640.2, SRDH2_64640.1, SRDH2_64640.3, SRDH2_64640.4, SRDH2_64640.5, SRDH2_64640.6	SHAE2_67440.1
OG0000767	SRDH2_65780.8, SRDH2_65780.3, SRDH2_65780.5, SRDH2_65780.6, SRDH2_65780.1, SRDH2_65780.9, SRDH2_65780.4, SRDH2_65780.2, SRDH2_65780.7	SHAE2_69550.4, SHAE2_69550.3, SHAE2_69550.1, SHAE2_69550.2
OG0000768	SRDH2_40160.1	SHAE2_42930.1
OG0000769	SRDH2_2210.1, SRDH2_2210.2, SRDH2_2210.3, SRDH2_2210.6, SRDH2_2210.7, SRDH2_2210.4, SRDH2_2210.5	SHAE2_2470.1, SHAE2_2470.2
OG0000770	SRDH2_18340.3, SRDH2_18340.4, SRDH2_18340.1, SRDH2_18340.2	SHAE2_20050.1, SHAE2_20050.2, SHAE2_20050.3, SHAE2_20050.5, SHAE2_20050.6, SHAE2_20050.4
OG0000771	SRDH2_82030.1	SHAE2_84360.1, SHAE2_84360.2
OG0000771	SRDH2_82060.1, SRDH2_82070.1	SHAE2_84390.1, SHAE2_84400.1
OG0000772	SRDH2_17240.1, SRDH2_17250.1, SRDH2_17280.1	SHAE2_18860.1, SHAE2_18940.1, SHAE2_18920.1, SHAE2_18850.1
OG0000773	SRDH2_26150.1, SRDH2_26150.2, SRDH2_26150.3, SRDH2_26150.4, SRDH2_26150.5	SHAE2_28010.1, SHAE2_28010.2, SHAE2_28010.3
OG0000774	SRDH2_47950.2, SRDH2_47950.3, SRDH2_47950.4, SRDH2_47950.1, SRDH2_47950.5, SRDH2_47950.6	SHAE2_50420.2, SHAE2_50420.5, SHAE2_50420.1, SHAE2_50420.3, SHAE2_50420.4, SHAE2_50420.6, SHAE2_50420.7
OG0000775	SRDH2_52660.1, SRDH2_52660.2, SRDH2_52660.3, SRDH2_52660.4, SRDH2_52660.6, SRDH2_52660.7, SRDH2_52660.5, SRDH2_52660.8	SHAE2_54950.1
OG0000776	SRDH2_46510.1	SHAE2_49230.1, SHAE2_49230.2
OG0000776	SRDH2_58160.1, SRDH2_58160.2	SHAE2_60210.1
OG0000777	SRDH2_53800.6, SRDH2_53800.5, SRDH2_53800.4	SHAE2_55490.2, SHAE2_55490.1
OG0000777	SRDH2_53800.1, SRDH2_53800.2, SRDH2_53800.3	SHAE2_55490.6
OG0000778	SRDH2_23360.1	SHAE2_25120.2, SHAE2_25120.1
OG0000779	SRDH2_3760.2, SRDH2_3760.3, SRDH2_3760.7, SRDH2_3760.8, SRDH2_3760.6, SRDH2_3760.5, SRDH2_3760.1, SRDH2_3760.4	SHAE2_4230.1, SHAE2_4230.3, SHAE2_4230.2
OG0000780	SRDH2_15470.2, SRDH2_15470.3, SRDH2_15470.4, SRDH2_15470.1, SRDH2_15470.5, SRDH2_15470.6	SHAE2_16740.1
OG0000781	SRDH2_11570.1	SHAE2_13090.1
OG0000781	SRDH2_490.1	SHAE2_630.1, SHAE2_630.2, SHAE2_630.3
OG0000782	SRDH2_36880.8, SRDH2_36880.6, SRDH2_36880.9, SRDH2_36880.14, SRDH2_36880.15, SRDH2_36880.16, SRDH2_36880.5, SRDH2_36880.7, SRDH2_36880.4, SRDH2_36880.1, SRDH2_36880.3, SRDH2_36880.11, SRDH2_36880.10, SRDH2_36880.12, SRDH2_36880.13, SRDH2_36880.2	SHAE2_33920.1
OG0000783	SRDH2_51630.2, SRDH2_51630.1, SRDH2_51630.3, SRDH2_51630.4	SHAE2_53890.1
OG0000784	SRDH2_36950.4, SRDH2_36950.5, SRDH2_36950.2, SRDH2_36950.7, SRDH2_36950.3, SRDH2_36950.6, SRDH2_36950.1	SHAE2_33840.4, SHAE2_33840.7, SHAE2_33840.6, SHAE2_33840.8, SHAE2_33840.1, SHAE2_33840.2, SHAE2_33840.3, SHAE2_33840.5
OG0000785	SRDH2_60530.1, SRDH2_60530.9, SRDH2_60530.10, SRDH2_60530.11, SRDH2_60530.6, SRDH2_60530.7, SRDH2_60530.5, SRDH2_60530.3, SRDH2_60530.12, SRDH2_60530.2, SRDH2_60530.8, SRDH2_60530.4	SHAE2_62880.1, SHAE2_62880.3, SHAE2_62880.5, SHAE2_62880.6, SHAE2_62880.2, SHAE2_62880.4
OG0000786	SRDH2_40980.4, SRDH2_40980.3, SRDH2_40980.1, SRDH2_40980.2, SRDH2_40980.5	SHAE2_43660.7, SHAE2_43660.6, SHAE2_43660.8, SHAE2_43660.4, SHAE2_43660.5, SHAE2_43660.2, SHAE2_43660.3, SHAE2_43660.1
OG0000787	SRDH2_96260.1, SRDH2_96260.2	SHAE2_98280.1, SHAE2_98280.2
OG0000788	SRDH2_12730.2, SRDH2_12730.1	SHAE2_15340.1, SHAE2_15340.3, SHAE2_15340.9, SHAE2_15340.2, SHAE2_15340.6, SHAE2_15340.7, SHAE2_15340.5, SHAE2_15340.4, SHAE2_15340.8
OG0000789	SRDH2_25940.1, SRDH2_25940.2, SRDH2_25940.4, SRDH2_25940.3	SHAE2_27810.1
OG0000789	SRDH2_25930.1, SRDH2_25930.2, SRDH2_25930.3, SRDH2_25930.4, SRDH2_25930.5	SHAE2_27800.1, SHAE2_27800.2, SHAE2_27800.3, SHAE2_27800.4
OG0000790	SRDH2_39480.1, SRDH2_39480.2, SRDH2_39480.3	SHAE2_42270.1, SHAE2_42270.3, SHAE2_42270.4, SHAE2_42270.5, SHAE2_42270.2, SHAE2_42270.6
OG0000791	SRDH2_43050.2, SRDH2_43050.3, SRDH2_43050.6, SRDH2_43050.7, SRDH2_43050.4, SRDH2_43050.5	SHAE2_45580.3, SHAE2_45580.1, SHAE2_45580.2
OG0000792	SRDH2_5720.1	SHAE2_6160.1, SHAE2_6160.2
OG0000793	SRDH2_36140.1, SRDH2_36140.3, SRDH2_36140.2	SHAE2_37000.6, SHAE2_37000.8, SHAE2_37000.7, SHAE2_37000.2, SHAE2_37000.1, SHAE2_37000.3, SHAE2_37000.4, SHAE2_37000.5
OG0000794	SRDH2_10440.10, SRDH2_10440.3, SRDH2_10440.4, SRDH2_10440.5, SRDH2_10440.6, SRDH2_10440.7, SRDH2_10440.8, SRDH2_10440.9, SRDH2_10440.2, SRDH2_10440.1, SRDH2_10440.11	SHAE2_11930.1
OG0000795	SRDH2_98680.1	SHAE2_100770.1
OG0000796	SRDH2_16260.1, SRDH2_16270.1	SHAE2_17770.1
OG0000796	SRDH2_16250.1	SHAE2_17760.1
OG0000797	SRDH2_20390.1, SRDH2_20390.2	SHAE2_23330.3, SHAE2_23330.1, SHAE2_23330.2
OG0000798	SRDH2_1350.1	SHAE2_1610.2, SHAE2_1610.1, SHAE2_1610.3
OG0000799	SRDH2_69350.1, SRDH2_69350.2, SRDH2_69350.4, SRDH2_69350.3, SRDH2_69350.5	SHAE2_71050.1, SHAE2_71050.2, SHAE2_71050.3, SHAE2_71050.4, SHAE2_71050.5, SHAE2_71050.6, SHAE2_71050.7, SHAE2_71050.8
OG0000800	SRDH2_10360.2, SRDH2_10360.1	SHAE2_11860.2, SHAE2_11860.5, SHAE2_11860.4, SHAE2_11860.3, SHAE2_11860.1
OG0000801	SRDH2_16160.3, SRDH2_16160.2, SRDH2_16160.1	SHAE2_17670.1, SHAE2_17670.3, SHAE2_17670.2, SHAE2_17670.4
OG0000802	SRDH2_75170.1	SHAE2_77750.1
OG0000803	SRDH2_81130.2, SRDH2_81130.3, SRDH2_81130.4, SRDH2_81130.5, SRDH2_81130.6, SRDH2_81130.1	SHAE2_83610.1, SHAE2_83610.2
OG0000804	SRDH2_41630.8, SRDH2_41630.3, SRDH2_41630.5, SRDH2_41630.6, SRDH2_41630.4, SRDH2_41630.2, SRDH2_41630.1, SRDH2_41630.7	SHAE2_44230.4, SHAE2_44230.2, SHAE2_44230.3, SHAE2_44230.6, SHAE2_44230.5, SHAE2_44230.1
OG0000805	SRDH2_34000.1, SRDH2_34000.2	SHAE2_39300.5, SHAE2_39300.6, SHAE2_39300.1, SHAE2_39300.4, SHAE2_39300.2, SHAE2_39300.3
OG0000806	SRDH2_75550.2, SRDH2_75550.6, SRDH2_75550.7, SRDH2_75550.1, SRDH2_75550.4, SRDH2_75550.5, SRDH2_75550.3	SHAE2_78160.1, SHAE2_78160.2, SHAE2_78160.3
OG0000807	SRDH2_10070.1, SRDH2_10060.1	SHAE2_103460.2, SHAE2_103460.1
OG0000808	SRDH2_96800.1	SHAE2_98840.1
OG0000808	SRDH2_96810.1, SRDH2_96810.2, SRDH2_96810.3	SHAE2_98850.1, SHAE2_98850.2
OG0000809	SRDH2_91870.8, SRDH2_91870.1, SRDH2_91870.7, SRDH2_91870.3, SRDH2_91870.4, SRDH2_91870.5, SRDH2_91870.2, SRDH2_91870.6	SHAE2_96350.1, SHAE2_96360.1
OG0000810	SRDH2_25430.1	SHAE2_27390.1, SHAE2_27390.2, SHAE2_27390.3
OG0000811	SRDH2_11410.1, SRDH2_11410.2, SRDH2_11410.5, SRDH2_11410.7, SRDH2_11410.8, SRDH2_11410.9, SRDH2_11410.3, SRDH2_11410.4, SRDH2_11410.6	SHAE2_12850.1, SHAE2_12850.2, SHAE2_12850.3, SHAE2_12850.4, SHAE2_12850.5, SHAE2_12850.6
OG0000812	SRDH2_13940.10, SRDH2_13940.1, SRDH2_13940.11, SRDH2_13940.3, SRDH2_13940.4, SRDH2_13940.6, SRDH2_13940.8, SRDH2_13940.9, SRDH2_13940.12, SRDH2_13940.2, SRDH2_13940.5, SRDH2_13940.7	SHAE2_13870.1, SHAE2_13870.2, SHAE2_13870.5, SHAE2_13870.6, SHAE2_13870.7, SHAE2_13870.9, SHAE2_13870.8, SHAE2_13870.3, SHAE2_13870.4
OG0000813	SRDH2_89630.1, SRDH2_89630.2, SRDH2_89630.3, SRDH2_89630.4, SRDH2_89630.5	SHAE2_91820.3, SHAE2_91820.5, SHAE2_91820.1, SHAE2_91820.2, SHAE2_91820.4
OG0000814	SRDH2_65100.4, SRDH2_65100.6, SRDH2_65100.7, SRDH2_65100.2, SRDH2_65100.8, SRDH2_65100.1, SRDH2_65100.5, SRDH2_65100.3	SHAE2_67620.1, SHAE2_67650.3, SHAE2_67650.1, SHAE2_67650.2
OG0000815	SRDH2_61190.5, SRDH2_61190.8, SRDH2_61190.9, SRDH2_61190.3, SRDH2_61190.4, SRDH2_61190.1, SRDH2_61190.2, SRDH2_61190.6, SRDH2_61190.7, SRDH2_61190.10, SRDH2_61190.13, SRDH2_61190.11, SRDH2_61190.12, SRDH2_61190.14	SHAE2_63610.1
OG0000816	SRDH2_86370.2, SRDH2_86350.1, SRDH2_86370.5, SRDH2_86370.6, SRDH2_86370.7, SRDH2_86370.8, SRDH2_86370.9, SRDH2_86370.10, SRDH2_86370.11, SRDH2_86370.3, SRDH2_86370.4, SRDH2_86440.1, SRDH2_86370.1, SRDH2_86370.12, SRDH2_86380.1	SHAE2_103250.1
OG0000817	SRDH2_91270.10, SRDH2_91270.1, SRDH2_91270.2, SRDH2_91270.3, SRDH2_91270.4, SRDH2_91270.5, SRDH2_91270.6, SRDH2_91270.7, SRDH2_91270.8, SRDH2_91270.9	SHAE2_93780.1, SHAE2_93780.2, SHAE2_93780.3, SHAE2_93780.5, SHAE2_93780.6, SHAE2_93780.4
OG0000818	SRDH2_12080.4, SRDH2_12080.5, SRDH2_12080.2, SRDH2_12080.7, SRDH2_12080.10, SRDH2_12080.11, SRDH2_12080.9, SRDH2_12080.3, SRDH2_12080.8, SRDH2_12080.1, SRDH2_12080.6	SHAE2_13320.1
OG0000819	SRDH2_65960.1, SRDH2_65960.2, SRDH2_65960.3, SRDH2_65960.4, SRDH2_65960.6, SRDH2_65960.7, SRDH2_65960.5	SHAE2_69700.1, SHAE2_69700.2, SHAE2_69700.4, SHAE2_69700.3
OG0000820	SRDH2_87370.1	SHAE2_89890.1
OG0000821	SRDH2_49890.7, SRDH2_49890.3, SRDH2_49890.4, SRDH2_49890.5, SRDH2_49890.8, SRDH2_49890.1, SRDH2_49890.2, SRDH2_49890.6	SHAE2_52370.2
OG0000822	SRDH2_76250.7, SRDH2_76250.2, SRDH2_76250.4, SRDH2_76250.1, SRDH2_76250.3, SRDH2_76250.5, SRDH2_76250.6, SRDH2_76250.8	SHAE2_78940.1
OG0000823	SRDH2_52700.1	SHAE2_56640.1
OG0000823	SRDH2_96220.1	SHAE2_98200.1
OG0000823	SRDH2_96230.1	SHAE2_98230.1
OG0000824	SRDH2_3190.3	SHAE2_3630.3, SHAE2_3630.2, SHAE2_3630.1
OG0000825	SRDH2_76870.3, SRDH2_76870.4, SRDH2_76870.2, SRDH2_76880.1, SRDH2_76870.5, SRDH2_76870.6, SRDH2_76870.1, SRDH2_76870.7, SRDH2_79030.1	SHAE2_81540.1, SHAE2_81540.2, SHAE2_81550.1, SHAE2_81530.1
OG0000826	SRDH2_56310.4, SRDH2_56310.7, SRDH2_56310.5, SRDH2_56310.2, SRDH2_56310.6, SRDH2_56310.8, SRDH2_56310.1, SRDH2_56310.3	SHAE2_58500.8, SHAE2_58500.1, SHAE2_58500.4, SHAE2_58500.2, SHAE2_58500.3, SHAE2_58500.5, SHAE2_58500.6, SHAE2_58500.7
OG0000827	SRDH2_77270.1	SHAE2_79890.1
OG0000827	SRDH2_77260.1, SRDH2_77260.2, SRDH2_77260.3	SHAE2_79880.1, SHAE2_79880.2
OG0000829	SRDH2_18920.4, SRDH2_18920.6, SRDH2_18920.1, SRDH2_18920.5, SRDH2_18920.2, SRDH2_18920.3, SRDH2_18920.7, SRDH2_18920.8	SHAE2_20640.1, SHAE2_20640.2, SHAE2_20640.5, SHAE2_20640.3, SHAE2_20640.4
OG0000830	SRDH2_49660.5, SRDH2_49660.3, SRDH2_49660.7, SRDH2_49660.8, SRDH2_49660.1, SRDH2_49660.2, SRDH2_49660.4, SRDH2_49660.6	SHAE2_52150.6, SHAE2_52150.7, SHAE2_52150.2, SHAE2_52150.4, SHAE2_52150.1, SHAE2_52150.3, SHAE2_52150.5
OG0000831	SRDH2_42770.1, SRDH2_42770.3, SRDH2_42770.2, SRDH2_42770.4	SHAE2_45320.1, SHAE2_45320.2, SHAE2_45320.3, SHAE2_45320.4, SHAE2_45320.5, SHAE2_45320.6
OG0000832	SRDH2_61930.11	SHAE2_64400.7, SHAE2_64400.8
OG0000832	SRDH2_61930.9, SRDH2_61930.2, SRDH2_61930.7, SRDH2_61930.10, SRDH2_61930.8, SRDH2_61930.4, SRDH2_61930.5	SHAE2_64400.2, SHAE2_64400.3, SHAE2_64400.4
OG0000832	SRDH2_61930.1, SRDH2_61930.6	SHAE2_64400.1
OG0000833	SRDH2_35200.1, SRDH2_35200.3, SRDH2_35200.5, SRDH2_35200.7, SRDH2_35200.10, SRDH2_35200.2, SRDH2_35200.4, SRDH2_35200.6, SRDH2_35200.8, SRDH2_35200.9	SHAE2_36180.4, SHAE2_36180.1, SHAE2_36180.2, SHAE2_36180.3
OG0000834	SRDH2_49470.2, SRDH2_49470.3, SRDH2_49470.5, SRDH2_49470.1, SRDH2_49470.4	SHAE2_51980.2, SHAE2_51980.6, SHAE2_51980.10, SHAE2_51980.8, SHAE2_51980.1, SHAE2_51980.3, SHAE2_51980.9, SHAE2_51980.4, SHAE2_51980.5, SHAE2_51980.7
OG0000835	SRDH2_31910.9, SRDH2_31910.2, SRDH2_31910.7, SRDH2_31910.4, SRDH2_31910.1, SRDH2_31910.8, SRDH2_31910.5, SRDH2_31910.6, SRDH2_31910.10, SRDH2_31910.3	SHAE2_40980.3, SHAE2_40980.1, SHAE2_40980.2, SHAE2_40980.4
OG0000836	SRDH2_37590.3, SRDH2_37590.1, SRDH2_37590.4, SRDH2_37590.5, SRDH2_37590.2	SHAE2_40290.1
OG0000837	SRDH2_36250.1, SRDH2_36250.2, SRDH2_36250.4, SRDH2_36250.5, SRDH2_36250.6, SRDH2_36250.3	SHAE2_34640.3, SHAE2_34640.2, SHAE2_34640.5, SHAE2_34640.4, SHAE2_34640.1
OG0000838	SRDH2_39260.1	SHAE2_42070.2, SHAE2_42070.1, SHAE2_42070.3, SHAE2_42070.4, SHAE2_42070.5
OG0000839	SRDH2_38650.4, SRDH2_38650.3, SRDH2_38650.2, SRDH2_38650.5, SRDH2_38650.1	SHAE2_41460.10, SHAE2_41460.9, SHAE2_41460.2, SHAE2_41460.1, SHAE2_41460.4, SHAE2_41460.3, SHAE2_41460.5, SHAE2_41460.7, SHAE2_41460.6, SHAE2_41460.8
OG0000840	SRDH2_71720.1, SRDH2_71720.2, SRDH2_71720.3	SHAE2_74760.4, SHAE2_74760.6, SHAE2_74760.5, SHAE2_74760.2, SHAE2_74760.1, SHAE2_74760.3
OG0000841	SRDH2_20780.2, SRDH2_20780.1, SRDH2_20780.3	SHAE2_22960.7, SHAE2_22960.3, SHAE2_22960.2, SHAE2_22960.6, SHAE2_22960.1, SHAE2_22960.5, SHAE2_22960.9, SHAE2_22960.8, SHAE2_22960.10, SHAE2_22960.4
OG0000842	SRDH2_69130.3, SRDH2_69130.2, SRDH2_69130.1, SRDH2_69130.5, SRDH2_69130.6, SRDH2_69130.7, SRDH2_69130.4	SHAE2_71320.2, SHAE2_71320.4, SHAE2_71320.1, SHAE2_71320.3
OG0000843	SRDH2_84590.3, SRDH2_84590.5, SRDH2_84590.1, SRDH2_84590.2, SRDH2_84590.4	SHAE2_86730.2, SHAE2_86730.1
OG0000844	SRDH2_5320.7, SRDH2_5320.8, SRDH2_5320.4, SRDH2_5320.5, SRDH2_5320.1, SRDH2_5320.2, SRDH2_5320.3, SRDH2_5320.6	SHAE2_5760.1, SHAE2_5760.2, SHAE2_5760.4, SHAE2_5760.5, SHAE2_5760.3, SHAE2_5760.6
OG0000845	SRDH2_92860.1, SRDH2_92860.2, SRDH2_92860.3, SRDH2_92860.4	SHAE2_95250.1, SHAE2_95250.2
OG0000846	SRDH2_17340.1	SHAE2_19010.1
OG0000847	SRDH2_1250.9, SRDH2_1250.5, SRDH2_1250.2, SRDH2_1250.3, SRDH2_1250.12, SRDH2_1250.8, SRDH2_1250.1, SRDH2_1250.7, SRDH2_1250.10, SRDH2_1250.11, SRDH2_1250.13, SRDH2_1250.14, SRDH2_1250.4, SRDH2_1250.6	SHAE2_1530.1
OG0000848	SRDH2_32410.3, SRDH2_32410.4, SRDH2_32410.6, SRDH2_32410.2, SRDH2_32410.5, SRDH2_32410.1	SHAE2_37610.3, SHAE2_37610.1, SHAE2_37610.5, SHAE2_37610.6, SHAE2_37610.2, SHAE2_37610.9, SHAE2_37610.11, SHAE2_37610.4, SHAE2_37610.7, SHAE2_37610.10, SHAE2_37610.12, SHAE2_37610.8
OG0000849	SRDH2_39300.3, SRDH2_39300.1, SRDH2_39300.4, SRDH2_39300.2	SHAE2_42110.1, SHAE2_42110.3, SHAE2_42110.4, SHAE2_42110.7, SHAE2_42110.8, SHAE2_42110.2, SHAE2_42110.5, SHAE2_42110.6, SHAE2_42110.9, SHAE2_42110.11, SHAE2_42110.10, SHAE2_42110.12
