Orthogroup	schistosoma_intercalatum	schmidtea_mediterranea
OG0000930	SINT1_42360.5, SINT1_42360.1, SINT1_42360.3, SINT1_42360.4, SINT1_42360.2	h1SMcT0002686.1, h1SMcT0015950.1
OG0000931	SINT1_70630.1, SINT1_70630.2, SINT1_70630.3, SINT1_70630.4, SINT1_70630.5, SINT1_70630.6, SINT1_70630.8, SINT1_70630.7	h1SMcT0010820.1
OG0000932	SINT1_1080.1	h1SMcT0003111.1, h1SMcT0003111.2
OG0000933	SINT1_39750.1, SINT1_39750.2	h1SMcT0022565.1
OG0000934	SINT1_10300.3, SINT1_10300.2, SINT1_10300.1	h1SMcT0006379.1
OG0000936	SINT1_92400.3, SINT1_92400.2, SINT1_92400.1	h1SMcT0006501.1, h1SMcT0006501.2
OG0000937	SINT1_54180.1	h1SMcT0002752.1, h1SMcT0002752.2, h1SMcT0002752.3, h1SMcT0002752.4
OG0000939	SINT1_85540.1, SINT1_85540.5, SINT1_85540.4, SINT1_85540.2, SINT1_85540.3, SINT1_85540.6	h1SMcT0020741.2, h1SMcT0020741.1, h1SMcT0020741.3, h1SMcT0020741.4
OG0000940	SINT1_5770.1, SINT1_5770.2, SINT1_5770.3	h1SMcT0002848.1
OG0000941	SINT1_32120.2, SINT1_32120.3, SINT1_32120.1, SINT1_32120.4	h1SMcT0017959.4, h1SMcT0017959.2, h1SMcT0017959.3, h1SMcT0017959.1
OG0000942	SINT1_16080.3, SINT1_16080.1, SINT1_16080.2	h1SMcT0001750.1
OG0000943	SINT1_28810.3, SINT1_28810.4, SINT1_28810.1, SINT1_28810.2	h1SMcT0019889.1
OG0000944	SINT1_57720.1, SINT1_94860.1	h1SMcT0016977.1
OG0000947	SINT1_38910.1	h1SMcT0002479.1
OG0000948	SINT1_80380.3, SINT1_80380.4, SINT1_80380.5, SINT1_80380.1, SINT1_80380.2	h1SMcT0004588.3, h1SMcT0004588.2, h1SMcT0004588.1, h1SMcT0004588.4
OG0000949	SINT1_16250.1, SINT1_16260.1, SINT1_16240.1, SINT1_16240.2, SINT1_16240.3	h1SMcT0017273.1
OG0000950	SINT1_53270.6, SINT1_53270.2, SINT1_53270.4, SINT1_53270.3, SINT1_53270.5, SINT1_53270.1	h1SMcT0002986.1, h1SMcT0002986.2, h1SMcT0002986.3
OG0000951	SINT1_91500.3, SINT1_91500.4, SINT1_91500.1, SINT1_91500.2	h1SMcT0002521.8, h1SMcT0002521.2, h1SMcT0002521.5, h1SMcT0002521.6, h1SMcT0002521.7, h1SMcT0002521.1, h1SMcT0002521.3, h1SMcT0002521.4
OG0000952	SINT1_29580.2, SINT1_29580.3, SINT1_29580.1	h1SMcT0012578.1, h1SMcT0012578.2, h1SMcT0012578.3, h1SMcT0019355.3, h1SMcT0019355.2, h1SMcT0019355.1, h1SMcT0019355.4
OG0000953	SINT1_62370.1, SINT1_62370.2, SINT1_62370.3	h1SMcT0017151.1
OG0000954	SINT1_79330.1, SINT1_79330.2	h1SMcT0018757.1, h1SMcT0009828.1, h1SMcT0009828.2, h1SMcT0009828.3, h1SMcT0009828.4, h1SMcT0009828.5, h1SMcT0009828.6
OG0000955	SINT1_12620.1	h1SMcT0006460.1, h1SMcT0006460.2
OG0000959	SINT1_69140.1, SINT1_69140.5, SINT1_69140.3, SINT1_69140.6, SINT1_69140.2, SINT1_69140.4, SINT1_69140.7	h1SMcT0010734.1, h1SMcT0010734.2, h1SMcT0010734.3
OG0000961	SINT1_38940.1	h1SMcT0013671.1, h1SMcT0013671.2, h1SMcT0020047.1
OG0000962	SINT1_73520.1, SINT1_73520.2	h1SMcT0001348.1
OG0000963	SINT1_2310.1	h1SMcT0013824.1
OG0000964	SINT1_40680.6, SINT1_40680.3, SINT1_40680.4, SINT1_40680.5, SINT1_40680.1, SINT1_40680.2	h1SMcT0000276.1, h1SMcT0020250.1, h1SMcT0020250.2
OG0000965	SINT1_63060.1	h1SMcT0021160.1
OG0000966	SINT1_36170.1, SINT1_36170.2	h1SMcT0014196.1
OG0000966	SINT1_48960.1	h1SMcT0006317.1, h1SMcT0006317.2, h1SMcT0019059.1, h1SMcT0019059.2
OG0000968	SINT1_2740.1, SINT1_2740.2, SINT1_2740.3, SINT1_2740.4	h1SMcT0020996.1, h1SMcT0020996.2, h1SMcT0020996.3
OG0000969	SINT1_80260.1	h1SMcT0016718.2
OG0000970	SINT1_68850.1, SINT1_68850.2	h1SMcT0012015.1, h1SMcT0012015.2, h1SMcT0012015.3
OG0000971	SINT1_1810.1, SINT1_1810.2, SINT1_1810.3, SINT1_1810.5, SINT1_1810.7, SINT1_1810.4, SINT1_1810.6	h1SMcT0011047.1, h1SMcT0012448.5, h1SMcT0012448.1, h1SMcT0012448.6, h1SMcT0012448.3, h1SMcT0012448.4, h1SMcT0012448.2
OG0000972	SINT1_6100.1, SINT1_6100.2, SINT1_6100.3	h1SMcT0003527.1, h1SMcT0003527.2, h1SMcT0012587.1, h1SMcT0012587.2, h1SMcT0012587.3
OG0000974	SINT1_55310.1, SINT1_55310.2	h1SMcT0015359.1, h1SMcT0015359.2
OG0000975	SINT1_5930.4, SINT1_5930.1, SINT1_5930.2, SINT1_5930.3	h1SMcT0015875.3, h1SMcT0015875.4, h1SMcT0015875.2, h1SMcT0015875.1, h1SMcT0015875.5
OG0000976	SINT1_10420.1, SINT1_10420.2, SINT1_10420.3	h1SMcT0018042.1, h1SMcT0018042.2, h1SMcT0018147.1, h1SMcT0018147.2
OG0000977	SINT1_12120.1, SINT1_12120.2, SINT1_12120.3	h1SMcT0020619.2, h1SMcT0020619.3, h1SMcT0020619.1, h1SMcT0020619.4
OG0000978	SINT1_21010.1, SINT1_21010.2, SINT1_21010.3, SINT1_21010.4, SINT1_21010.5	h1SMcT0016704.1
OG0000979	SINT1_72710.1	h1SMcT0004666.2, h1SMcT0004666.1, h1SMcT0004666.3
OG0000980	SINT1_52000.2, SINT1_52000.1	h1SMcT0000225.1
OG0000981	SINT1_40080.2, SINT1_40080.1	h1SMcT0017407.1, h1SMcT0017407.2
OG0000982	SINT1_63880.4, SINT1_63880.2, SINT1_63880.5, SINT1_63880.3, SINT1_63880.1	h1SMcT0016533.1, h1SMcT0016533.2
OG0000985	SINT1_16220.1, SINT1_16220.2, SINT1_16220.3	h1SMcT0011393.1, h1SMcT0011393.2
OG0000986	SINT1_71860.1	h1SMcT0022874.1, h1SMcT0022874.2, h1SMcT0022874.3, h1SMcT0022874.4, h1SMcT0012771.2, h1SMcT0012772.2, h1SMcT0012772.3, h1SMcT0012772.1, h1SMcT0012772.4, h1SMcT0018537.3, h1SMcT0018537.5, h1SMcT0018537.1, h1SMcT0018537.2, h1SMcT0018537.4
OG0000987	SINT1_82000.1, SINT1_82000.2, SINT1_82000.3	h1SMcT0001069.1, h1SMcT0006573.1
OG0000988	SINT1_56850.3, SINT1_56860.1, SINT1_56850.1, SINT1_56850.2	h1SMcT0010881.1, h1SMcT0007202.1
OG0000989	SINT1_51320.3, SINT1_51320.1, SINT1_51320.2	h1SMcT0021252.1
OG0000990	SINT1_4730.1	h1SMcT0004066.3, h1SMcT0004066.1, h1SMcT0004066.2, h1SMcT0004066.4
OG0000992	SINT1_44330.1, SINT1_44330.2, SINT1_44330.6, SINT1_44330.3, SINT1_44330.4, SINT1_44330.5	h1SMcT0005046.4, h1SMcT0005046.2, h1SMcT0005046.3, h1SMcT0005046.6, h1SMcT0005046.1, h1SMcT0005046.5
OG0000993	SINT1_76930.3, SINT1_76930.2, SINT1_76930.4, SINT1_76930.1	h1SMcT0012007.1
OG0000994	SINT1_33950.1	h1SMcT0012857.2, h1SMcT0012857.1, h1SMcT0012857.3
OG0000995	SINT1_79200.2, SINT1_79200.1, SINT1_79200.3	h1SMcT0016941.1, h1SMcT0016941.2, h1SMcT0022633.1, h1SMcT0022633.2
OG0000996	SINT1_64000.3, SINT1_64000.1, SINT1_64000.2	h1SMcT0003558.1, h1SMcT0003558.2, h1SMcT0004365.1
OG0000997	SINT1_87300.1	h1SMcT0016747.1
OG0000998	SINT1_55530.1	h1SMcT0005767.1, h1SMcT0013011.1
OG0001000	SINT1_7120.1	h1SMcT0009865.1, h1SMcT0009865.2
OG0001003	SINT1_32240.1, SINT1_32240.4, SINT1_32240.2, SINT1_32240.3	h1SMcT0021497.1
OG0001006	SINT1_80200.1, SINT1_80200.2, SINT1_80220.1	h1SMcT0008007.1
OG0001009	SINT1_86450.1	h1SMcT0020897.4, h1SMcT0020897.1, h1SMcT0020897.3, h1SMcT0020897.2
OG0001010	SINT1_59980.1	h1SMcT0022396.1, h1SMcT0022396.2
OG0001013	SINT1_13900.1	h1SMcT0017060.1
OG0001014	SINT1_3970.1	h1SMcT0007158.1, h1SMcT0007159.1
OG0001015	SINT1_38410.1	h1SMcT0000462.1
OG0001016	SINT1_37680.1, SINT1_37680.2, SINT1_37680.3	h1SMcT0006269.1
OG0001017	SINT1_15660.1	h1SMcT0008318.1, h1SMcT0008318.2
OG0001018	SINT1_29790.6, SINT1_29790.4, SINT1_29790.2, SINT1_29790.3, SINT1_29790.5, SINT1_29790.1	h1SMcT0018036.2, h1SMcT0018036.1, h1SMcT0018036.3
OG0001019	SINT1_42190.2, SINT1_42190.1, SINT1_42190.4, SINT1_42190.3, SINT1_42190.6, SINT1_42190.5	h1SMcT0003777.1, h1SMcT0003777.2
OG0001020	SINT1_11020.1	h1SMcT0016457.1
OG0001022	SINT1_21150.1	h1SMcT0002253.2, h1SMcT0020531.1, h1SMcT0020535.1
OG0001023	SINT1_62750.1	h1SMcT0000757.1, h1SMcT0000757.3, h1SMcT0000757.2
OG0001024	SINT1_77060.1, SINT1_77060.3, SINT1_77060.2	h1SMcT0021266.1, h1SMcT0021266.2
OG0001025	SINT1_86880.1, SINT1_86880.2, SINT1_86880.5, SINT1_86880.3, SINT1_86880.4	h1SMcT0009863.1
OG0001026	SINT1_49530.1, SINT1_49530.2	h1SMcT0011423.1, h1SMcT0011423.2
OG0001027	SINT1_920.1, SINT1_920.2, SINT1_920.3, SINT1_920.4	h1SMcT0014321.3, h1SMcT0014321.4, h1SMcT0014321.1, h1SMcT0014321.2
OG0001028	SINT1_55240.2, SINT1_55240.3, SINT1_55240.1	h1SMcT0016235.3, h1SMcT0016235.4, h1SMcT0016235.1, h1SMcT0016235.5, h1SMcT0016235.2
OG0001029	SINT1_49730.1, SINT1_49730.2, SINT1_49730.3	h1SMcT0013620.1, h1SMcT0013533.3, h1SMcT0013533.2, h1SMcT0013533.1, h1SMcT0013533.4
OG0001032	SINT1_64020.1, SINT1_64020.2, SINT1_64020.3	h1SMcT0016029.1
OG0001033	SINT1_71190.1	h1SMcT0012601.1, h1SMcT0012601.2
OG0001035	SINT1_54490.1	h1SMcT0000534.2, h1SMcT0000534.3, h1SMcT0000534.4, h1SMcT0000534.1
OG0001037	SINT1_21190.1, SINT1_21190.5, SINT1_21190.6, SINT1_21190.2, SINT1_21190.3, SINT1_21190.4	h1SMcT0018339.1, h1SMcT0018339.2
OG0001038	SINT1_1490.1	h1SMcT0010377.1, h1SMcT0010377.2, h1SMcT0010377.3, h1SMcT0010377.4, h1SMcT0010377.5, h1SMcT0010377.6, h1SMcT0010377.7, h1SMcT0010377.8
OG0001039	SINT1_27410.1, SINT1_27410.2, SINT1_27410.3, SINT1_27410.4, SINT1_27410.5	h1SMcT0000170.1, h1SMcT0021430.1, h1SMcT0021430.2
OG0001040	SINT1_80510.1, SINT1_80510.2, SINT1_80510.3	h1SMcT0003306.1, h1SMcT0003306.2, h1SMcT0003306.3
OG0001041	SINT1_92620.1, SINT1_92620.2	h1SMcT0020459.3, h1SMcT0020459.5, h1SMcT0020459.4, h1SMcT0020459.6, h1SMcT0020459.2, h1SMcT0020459.7
OG0001042	SINT1_12010.1, SINT1_12010.3, SINT1_12010.4, SINT1_12010.2	h1SMcT0013596.5, h1SMcT0013596.4, h1SMcT0013596.3, h1SMcT0013596.6, h1SMcT0013596.7, h1SMcT0013596.2, h1SMcT0013596.1
OG0001043	SINT1_48350.1, SINT1_48350.2, SINT1_48350.3, SINT1_48350.4	h1SMcT0017036.1, h1SMcT0017036.2
OG0001045	SINT1_66380.1, SINT1_66380.2	h1SMcT0020660.1, h1SMcT0020660.2, h1SMcT0020660.3
OG0001048	SINT1_76990.3, SINT1_76990.2, SINT1_76990.1	h1SMcT0019140.2, h1SMcT0014134.3, h1SMcT0018373.2
OG0001049	SINT1_55110.1, SINT1_55110.4, SINT1_55110.5, SINT1_55110.2, SINT1_55110.3	h1SMcT0001457.3, h1SMcT0001457.1, h1SMcT0001457.2
OG0001050	SINT1_62000.1, SINT1_62000.2, SINT1_62000.3, SINT1_62000.4	h1SMcT0005225.1, h1SMcT0005227.1, h1SMcT0005232.1, h1SMcT0005232.2, h1SMcT0005232.5, h1SMcT0005232.4, h1SMcT0005232.3
OG0001051	SINT1_86300.1	h1SMcT0022496.1, h1SMcT0022496.2
OG0001052	SINT1_55100.2, SINT1_55100.3, SINT1_55100.1	h1SMcT0016992.1, h1SMcT0016992.2
OG0001054	SINT1_11780.1	h1SMcT0001703.1
OG0001055	SINT1_94830.1, SINT1_38770.1	h1SMcT0011980.1, h1SMcT0004850.2, h1SMcT0004850.1, h1SMcT0004850.3, h1SMcT0004850.6, h1SMcT0004850.10, h1SMcT0004850.9, h1SMcT0004850.4, h1SMcT0004850.7
OG0001056	SINT1_57690.8, SINT1_57690.7, SINT1_57690.6, SINT1_57690.1, SINT1_57690.2, SINT1_57690.3, SINT1_57690.4, SINT1_57690.5	h1SMcT0019142.1, h1SMcT0019142.2
OG0001058	SINT1_60610.1	h1SMcT0001869.1, h1SMcT0020151.1
OG0001059	SINT1_17090.1	h1SMcT0019262.1
OG0001060	SINT1_63420.1, SINT1_63420.2	h1SMcT0001275.9, h1SMcT0001275.6, h1SMcT0001275.7, h1SMcT0001275.3, h1SMcT0001275.4, h1SMcT0001275.5, h1SMcT0001275.1, h1SMcT0001275.2, h1SMcT0001275.8
OG0001061	SINT1_11170.1, SINT1_11180.1, SINT1_11160.1, SINT1_11180.2	h1SMcT0003461.1, h1SMcT0015027.1, h1SMcT0015024.1, h1SMcT0015024.2, h1SMcT0015024.3
OG0001063	SINT1_83160.1, SINT1_83140.1, SINT1_83150.1	h1SMcT0014042.2, h1SMcT0014042.3
OG0001064	SINT1_47730.1	h1SMcT0004424.1
OG0001065	SINT1_29160.1, SINT1_29170.1, SINT1_29180.1	h1SMcT0011544.1, h1SMcT0011544.2
OG0001068	SINT1_74780.4, SINT1_74780.5, SINT1_74780.1, SINT1_74780.2, SINT1_74780.3	h1SMcT0014508.2, h1SMcT0014508.3
OG0001070	SINT1_62800.1, SINT1_62800.2, SINT1_62800.3	h1SMcT0023128.1
OG0001070	SINT1_75150.1	h1SMcT0006347.1, h1SMcT0006347.3, h1SMcT0006347.2
OG0001071	SINT1_64710.1, SINT1_64710.2, SINT1_64710.4, SINT1_64710.5, SINT1_64710.3, SINT1_64710.6	h1SMcT0012308.1
OG0001073	SINT1_16890.1	h1SMcT0001997.3, h1SMcT0001997.1, h1SMcT0001997.2
OG0001075	SINT1_61580.4, SINT1_61580.5, SINT1_61580.1, SINT1_61580.2, SINT1_61580.3	h1SMcT0018959.1
OG0001076	SINT1_46370.1, SINT1_46370.3, SINT1_46370.2	h1SMcT0002591.1
OG0001077	SINT1_50060.1	h1SMcT0018403.2, h1SMcT0018403.1, h1SMcT0018403.3
OG0001078	SINT1_61020.1	h1SMcT0015049.1, h1SMcT0015049.2
OG0001079	SINT1_74260.1, SINT1_74260.2, SINT1_74270.1	h1SMcT0003860.1, h1SMcT0018699.1
OG0001080	SINT1_72830.1, SINT1_72830.3, SINT1_72830.2, SINT1_72830.4	h1SMcT0001110.3
OG0001081	SINT1_33980.1	h1SMcT0000773.1
OG0001082	SINT1_48590.4, SINT1_48590.1, SINT1_48590.2, SINT1_48590.3, SINT1_48590.5	h1SMcT0012303.1, h1SMcT0012303.2, h1SMcT0012303.3
OG0001083	SINT1_92760.3, SINT1_92760.2, SINT1_92760.1	h1SMcT0005265.3, h1SMcT0005265.1, h1SMcT0005265.2, h1SMcT0001238.1, h1SMcT0001238.2, h1SMcT0001238.3
OG0001084	SINT1_20840.3, SINT1_20840.1, SINT1_20840.4, SINT1_20840.5, SINT1_20840.2	h1SMcT0013531.1
OG0001085	SINT1_93700.1	h1SMcT0021299.1, h1SMcT0021299.2, h1SMcT0021197.1
OG0001087	SINT1_51230.1	h1SMcT0012320.1, h1SMcT0012320.3, h1SMcT0012320.5, h1SMcT0012320.6, h1SMcT0006967.1, h1SMcT0006967.2, h1SMcT0007568.1
OG0001087	SINT1_36330.1	h1SMcT0012320.4, h1SMcT0001188.1
OG0001088	SINT1_23640.1, SINT1_24690.1, SINT1_24690.2, SINT1_24690.3, SINT1_24690.4	h1SMcT0004069.1
OG0001089	SINT1_64690.1, SINT1_64690.2, SINT1_64690.4, SINT1_64690.3	h1SMcT0008400.1
OG0001091	SINT1_48480.1, SINT1_48480.2	h1SMcT0009445.1, h1SMcT0009445.4, h1SMcT0009445.2, h1SMcT0009445.3
OG0001092	SINT1_68980.1, SINT1_68980.2, SINT1_68980.3, SINT1_68980.4, SINT1_68980.5, SINT1_68980.6, SINT1_68980.7	h1SMcT0014020.1
OG0001093	SINT1_80090.1	h1SMcT0000902.2, h1SMcT0016505.14, h1SMcT0016505.9, h1SMcT0016505.3, h1SMcT0016505.8, h1SMcT0016505.1, h1SMcT0016505.10, h1SMcT0016505.11, h1SMcT0016505.12, h1SMcT0016505.13, h1SMcT0016505.2, h1SMcT0016505.4, h1SMcT0016505.5, h1SMcT0016505.6, h1SMcT0016505.7
OG0001094	SINT1_36630.1, SINT1_36630.2, SINT1_95110.1	h1SMcT0013737.1, h1SMcT0013737.2
OG0001097	SINT1_68710.1, SINT1_68710.2	h1SMcT0011905.6, h1SMcT0011905.8, h1SMcT0011905.1, h1SMcT0011905.4, h1SMcT0011905.3, h1SMcT0011905.9, h1SMcT0011905.5, h1SMcT0011905.2, h1SMcT0011905.7
OG0001100	SINT1_67440.1, SINT1_67440.3, SINT1_67440.5, SINT1_67440.2, SINT1_67440.4	h1SMcT0007101.1
OG0001101	SINT1_95630.1, SINT1_95100.1	h1SMcT0005269.1, h1SMcT0005269.5, h1SMcT0005269.2, h1SMcT0005269.3, h1SMcT0005269.4, h1SMcT0005269.6
OG0001102	SINT1_62140.1	h1SMcT0006433.1
OG0001103	SINT1_92640.6, SINT1_92640.4, SINT1_92640.1, SINT1_92640.2, SINT1_92640.3, SINT1_92640.5, SINT1_92640.7, SINT1_92640.8	h1SMcT0014541.1, h1SMcT0014541.3, h1SMcT0014541.2, h1SMcT0014541.4
OG0001104	SINT1_62120.6, SINT1_62120.1, SINT1_62120.2, SINT1_62120.3, SINT1_62120.4, SINT1_62120.5	h1SMcT0006087.1, h1SMcT0008504.1
OG0001106	SINT1_67860.2, SINT1_67860.1	h1SMcT0021183.1
OG0001107	SINT1_51350.1, SINT1_51350.2, SINT1_51350.3, SINT1_51350.4	h1SMcT0006055.1, h1SMcT0006059.1, h1SMcT0006059.2
OG0001108	SINT1_28690.3, SINT1_28690.1, SINT1_28690.2	h1SMcT0007960.1
OG0001109	SINT1_34050.1, SINT1_34050.2, SINT1_34050.4, SINT1_34050.3	h1SMcT0022201.1, h1SMcT0022201.2
OG0001111	SINT1_48910.1	h1SMcT0000799.3, h1SMcT0000799.2, h1SMcT0000799.1
OG0001112	SINT1_93890.1, SINT1_93870.1, SINT1_93880.1	h1SMcT0016310.1
OG0001113	SINT1_7840.1	h1SMcT0005978.4, h1SMcT0005978.1, h1SMcT0005978.2, h1SMcT0005978.3
OG0001114	SINT1_6610.2, SINT1_6610.3, SINT1_6610.1	h1SMcT0022624.6, h1SMcT0022624.4, h1SMcT0022624.2, h1SMcT0022624.3, h1SMcT0022624.1, h1SMcT0022624.5
OG0001115	SINT1_92730.2, SINT1_92730.4, SINT1_92730.1, SINT1_92730.3	h1SMcT0002273.1
OG0001116	SINT1_80540.5, SINT1_80540.6, SINT1_80540.4, SINT1_80540.2, SINT1_80540.1, SINT1_80540.3	h1SMcT0015831.1, h1SMcT0007147.1, h1SMcT0007147.2
OG0001117	SINT1_15300.1	h1SMcT0015235.1
OG0001119	SINT1_64660.1	h1SMcT0012480.11, h1SMcT0012480.16, h1SMcT0012480.18, h1SMcT0012480.1, h1SMcT0012480.10, h1SMcT0012480.22, h1SMcT0012480.4, h1SMcT0012480.17, h1SMcT0012480.19, h1SMcT0012480.20, h1SMcT0012480.15, h1SMcT0012480.23, h1SMcT0012480.6, h1SMcT0012480.25, h1SMcT0012480.12, h1SMcT0012480.7, h1SMcT0012480.9, h1SMcT0012480.13, h1SMcT0012480.21, h1SMcT0012480.14, h1SMcT0012480.5, h1SMcT0012480.8
OG0001120	SINT1_31670.5, SINT1_31670.1, SINT1_31670.2, SINT1_31670.3, SINT1_31670.4	h1SMcT0018623.1, h1SMcT0018623.2
OG0001121	SINT1_56500.1	h1SMcT0017792.1
OG0001122	SINT1_78250.1	h1SMcT0007710.1
OG0001123	SINT1_88930.6, SINT1_88930.1, SINT1_88930.2, SINT1_88930.3, SINT1_88930.4, SINT1_88930.5	h1SMcT0013484.1, h1SMcT0013484.2, h1SMcT0013484.3
OG0001124	SINT1_37940.1, SINT1_37940.2, SINT1_37940.3	h1SMcT0003380.2, h1SMcT0003380.1, h1SMcT0003380.3
OG0001126	SINT1_10240.5, SINT1_10240.1, SINT1_10240.4, SINT1_10240.2, SINT1_10240.3	h1SMcT0009216.1, h1SMcT0009216.3, h1SMcT0009216.2, h1SMcT0009216.4
OG0001128	SINT1_75000.1	h1SMcT0006939.1
OG0001129	SINT1_37570.1, SINT1_37580.1	h1SMcT0005055.1, h1SMcT0016650.1, h1SMcT0016650.2
OG0001130	SINT1_12100.1, SINT1_12100.5, SINT1_12100.6, SINT1_12100.4, SINT1_12100.2, SINT1_12100.3	h1SMcT0009496.4, h1SMcT0009496.1, h1SMcT0009496.3, h1SMcT0009496.2
OG0001131	SINT1_73000.1, SINT1_72990.1	h1SMcT0022497.3, h1SMcT0022497.1, h1SMcT0022497.2
OG0001132	SINT1_81800.1, SINT1_81800.4, SINT1_81800.8, SINT1_81800.7, SINT1_81800.2, SINT1_81800.3, SINT1_81800.5, SINT1_81800.6, SINT1_81800.9	h1SMcT0018074.1
OG0001133	SINT1_16090.1	h1SMcT0022075.1, h1SMcT0018044.1
OG0001134	SINT1_64860.1, SINT1_64860.3, SINT1_64860.2, SINT1_64860.4	h1SMcT0014276.1
OG0001137	SINT1_53440.1, SINT1_53440.2, SINT1_53440.3	h1SMcT0021593.2, h1SMcT0021593.3, h1SMcT0021593.1, h1SMcT0011160.3, h1SMcT0011160.5, h1SMcT0011160.1, h1SMcT0011160.4, h1SMcT0011160.2, h1SMcT0011160.6
OG0001138	SINT1_20660.2, SINT1_20660.1	h1SMcT0014800.1
OG0001139	SINT1_37270.1, SINT1_37270.2, SINT1_37270.3	h1SMcT0004790.1
OG0001140	SINT1_46310.1	h1SMcT0016073.1
OG0001142	SINT1_13200.1, SINT1_13200.3, SINT1_13200.4, SINT1_13200.2, SINT1_13180.1, SINT1_13180.2	h1SMcT0002269.1, h1SMcT0012529.1
OG0001143	SINT1_62510.3, SINT1_62510.4, SINT1_62510.1, SINT1_62510.2, SINT1_62510.5, SINT1_62510.6	h1SMcT0004192.1, h1SMcT0002802.1, h1SMcT0002801.1, h1SMcT0002801.2, h1SMcT0004192.3, h1SMcT0004192.4, h1SMcT0004192.2
OG0001146	SINT1_4350.1, SINT1_4350.2	h1SMcT0020392.1
OG0001147	SINT1_7730.3, SINT1_7730.4, SINT1_7730.6, SINT1_7730.2, SINT1_7730.5, SINT1_7730.1, SINT1_7730.7	h1SMcT0008934.1, h1SMcT0008934.2
OG0001148	SINT1_69880.1	h1SMcT0008135.1, h1SMcT0008135.2, h1SMcT0008135.3, h1SMcT0008135.4, h1SMcT0008135.5
OG0001149	SINT1_77000.1, SINT1_77000.2	h1SMcT0016098.1
OG0001150	SINT1_51940.2, SINT1_51940.1, SINT1_51940.3	h1SMcT0020112.4, h1SMcT0020112.6, h1SMcT0020112.5, h1SMcT0020112.10, h1SMcT0020112.8, h1SMcT0020112.9, h1SMcT0020112.7
OG0001151	SINT1_88230.1	h1SMcT0012444.3, h1SMcT0012444.5, h1SMcT0020906.5, h1SMcT0020906.3, h1SMcT0020906.4, h1SMcT0020906.1, h1SMcT0020906.6, h1SMcT0020906.2
OG0001152	SINT1_12930.1, SINT1_12930.2	h1SMcT0019731.1
OG0001153	SINT1_68530.3, SINT1_68530.1, SINT1_68530.4, SINT1_68530.2, SINT1_68530.5	h1SMcT0007139.1, h1SMcT0007139.2, h1SMcT0007139.3
OG0001155	SINT1_48410.1, SINT1_48410.2, SINT1_48410.3, SINT1_48410.4, SINT1_48410.5, SINT1_48410.6, SINT1_48410.7	h1SMcT0020048.1, h1SMcT0020048.2
OG0001156	SINT1_7670.1, SINT1_7670.2	h1SMcT0009520.1, h1SMcT0009520.2, h1SMcT0009520.3, h1SMcT0003396.1, h1SMcT0016657.1
OG0001157	SINT1_62540.1, SINT1_62540.2, SINT1_62540.3, SINT1_62540.4, SINT1_62540.6, SINT1_62540.5	h1SMcT0020020.1
OG0001159	SINT1_90620.1	h1SMcT0022453.1
OG0001160	SINT1_21410.3, SINT1_21410.4, SINT1_21410.1, SINT1_21410.5, SINT1_21410.2	h1SMcT0011011.1, h1SMcT0020389.1, h1SMcT0014106.1, h1SMcT0010778.1, h1SMcT0010778.2, h1SMcT0019483.1, h1SMcT0006823.1, h1SMcT0006823.2, h1SMcT0006823.3
OG0001161	SINT1_67850.1, SINT1_65130.1	h1SMcT0012653.1, h1SMcT0012643.1, h1SMcT0012642.1, h1SMcT0012644.1
OG0001162	SINT1_35720.1, SINT1_35720.3, SINT1_35720.4, SINT1_35720.2	h1SMcT0001866.2, h1SMcT0001866.1, h1SMcT0001866.3
OG0001163	SINT1_76060.1	h1SMcT0015228.1, h1SMcT0015228.2
OG0001164	SINT1_79660.1	h1SMcT0017557.2, h1SMcT0017557.1, h1SMcT0017557.3
OG0001165	SINT1_57440.4, SINT1_57440.1, SINT1_57440.5, SINT1_57440.2, SINT1_57440.3	h1SMcT0022136.3, h1SMcT0022136.2, h1SMcT0022136.1, h1SMcT0022136.4
OG0001166	SINT1_11140.1	h1SMcT0008465.1
OG0001167	SINT1_35710.2, SINT1_35710.4, SINT1_35710.1, SINT1_35710.3	h1SMcT0014014.2
OG0001168	SINT1_12710.1, SINT1_12710.2	h1SMcT0022606.1
OG0001170	SINT1_11510.1, SINT1_11510.2, SINT1_11510.3, SINT1_11510.4, SINT1_11510.5	h1SMcT0000032.2, h1SMcT0000032.4, h1SMcT0000032.1, h1SMcT0000032.3
OG0001171	SINT1_15600.1, SINT1_15600.2, SINT1_15600.5, SINT1_15600.3, SINT1_15600.4	h1SMcT0020849.1
OG0001172	SINT1_60210.1	h1SMcT0013719.2
OG0001173	SINT1_1650.2, SINT1_1650.1, SINT1_1650.3	h1SMcT0002851.1, h1SMcT0002851.2, h1SMcT0002851.3
OG0001175	SINT1_52050.1, SINT1_52050.2, SINT1_52050.3	h1SMcT0016636.1, h1SMcT0016636.2, h1SMcT0016636.3, h1SMcT0016636.4, h1SMcT0006531.1, h1SMcT0006531.2, h1SMcT0006531.3
OG0001176	SINT1_72470.1, SINT1_72470.2, SINT1_72470.3, SINT1_72470.4, SINT1_72470.5	h1SMcT0006325.1, h1SMcT0006325.2
