Orthogroup	schistosoma_intercalatum	schistosoma_turkestanicum
OG0000900	SINT1_3550.1, SINT1_3540.1	STRK1_68280.3, STRK1_68280.1, STRK1_68280.2
OG0000901	SINT1_62260.2, SINT1_62260.4, SINT1_62260.3, SINT1_62260.1	STRK1_59440.1
OG0000902	SINT1_55040.1, SINT1_55040.2, SINT1_55040.3	STRK1_54690.1, STRK1_54690.2
OG0000903	SINT1_15480.1	STRK1_4350.1, STRK1_4350.2
OG0000904	SINT1_5100.1, SINT1_5100.2, SINT1_5100.3, SINT1_5100.8, SINT1_5100.4, SINT1_5100.5, SINT1_5100.6, SINT1_5100.7	STRK1_6830.1
OG0000905	SINT1_77760.1	STRK1_77620.1
OG0000906	SINT1_63480.1, SINT1_63480.2	STRK1_107510.1, STRK1_63610.1, STRK1_32560.1
OG0000907	SINT1_73540.1	STRK1_73730.1
OG0000908	SINT1_26740.1	STRK1_26120.1
OG0000908	SINT1_26730.1	STRK1_26130.2, STRK1_26130.3, STRK1_26130.5, STRK1_26130.1, STRK1_26140.1, STRK1_26130.4
OG0000910	SINT1_8230.1, SINT1_8230.2, SINT1_8230.3	STRK1_12770.1, STRK1_12770.4, STRK1_12770.2, STRK1_12770.3
OG0000911	SINT1_57920.4, SINT1_57920.1, SINT1_57920.3, SINT1_57920.2	STRK1_55740.1, STRK1_105810.1
OG0000912	SINT1_6420.1	STRK1_5940.2, STRK1_5940.1, STRK1_5940.3, STRK1_5940.4
OG0000913	SINT1_31550.1, SINT1_31550.2, SINT1_31550.3	STRK1_32220.1
OG0000914	SINT1_38590.3, SINT1_38590.2, SINT1_38590.1, SINT1_38590.4	STRK1_28850.1, STRK1_28850.2
OG0000915	SINT1_29620.1, SINT1_29620.3, SINT1_29620.2	STRK1_30410.3, STRK1_30410.4, STRK1_30410.1, STRK1_30410.2
OG0000916	SINT1_39660.4, SINT1_39660.7, SINT1_39660.8, SINT1_39660.10, SINT1_39660.2, SINT1_39660.1, SINT1_39660.12, SINT1_39660.11, SINT1_39660.3, SINT1_39660.5, SINT1_39660.9, SINT1_39660.6	STRK1_37990.1, STRK1_37990.2, STRK1_37990.3
OG0000917	SINT1_82800.1, SINT1_82800.2, SINT1_82800.3	STRK1_81380.1
OG0000918	SINT1_26830.1, SINT1_26830.2, SINT1_26830.4, SINT1_26830.5, SINT1_26830.6, SINT1_26830.3, SINT1_26830.7, SINT1_26830.8	STRK1_26020.1
OG0000919	SINT1_82980.1	STRK1_81570.1
OG0000921	SINT1_43460.2, SINT1_43460.8, SINT1_43460.1, SINT1_43460.5, SINT1_43460.4, SINT1_43460.6, SINT1_43460.3, SINT1_43460.7, SINT1_43460.9	STRK1_40500.1
OG0000922	SINT1_6900.1	STRK1_6310.1, STRK1_6310.2
OG0000923	SINT1_91550.1	STRK1_94900.1, STRK1_94900.2
OG0000925	SINT1_16510.3, SINT1_16510.4, SINT1_16510.5, SINT1_16510.1, SINT1_16510.2	STRK1_14640.1, STRK1_14640.2, STRK1_14640.4, STRK1_14640.5, STRK1_14640.6, STRK1_14640.3
OG0000926	SINT1_27110.1, SINT1_27110.2	STRK1_25750.1, STRK1_107180.1
OG0000927	SINT1_19870.1	STRK1_17930.1
OG0000928	SINT1_32310.1, SINT1_32310.4, SINT1_32310.2, SINT1_32310.3, SINT1_32300.1	STRK1_31520.1
OG0000929	SINT1_64480.1	STRK1_62030.1, STRK1_62030.2
OG0000930	SINT1_42360.5, SINT1_42360.1, SINT1_42360.3, SINT1_42360.4, SINT1_42360.2	STRK1_37420.1, STRK1_37420.2
OG0000931	SINT1_70630.1, SINT1_70630.2, SINT1_70630.3, SINT1_70630.4, SINT1_70630.5, SINT1_70630.6, SINT1_70630.8, SINT1_70630.7	STRK1_69320.1
OG0000932	SINT1_1080.1	STRK1_700.1
OG0000933	SINT1_39750.1, SINT1_39750.2	STRK1_38070.1
OG0000934	SINT1_10300.3, SINT1_10300.2, SINT1_10300.1	STRK1_9530.3, STRK1_9530.1, STRK1_9530.2, STRK1_9530.4, STRK1_9530.6, STRK1_9530.5
OG0000935	SINT1_63800.1	STRK1_58650.1, STRK1_58650.2
OG0000936	SINT1_92400.3, SINT1_92400.2, SINT1_92400.1	STRK1_94630.1, STRK1_105180.1, STRK1_104250.1, STRK1_94630.3, STRK1_94630.2
OG0000937	SINT1_54180.1	STRK1_47940.7, STRK1_47940.8, STRK1_47940.1, STRK1_47940.2, STRK1_47940.5, STRK1_47940.6, STRK1_47940.3, STRK1_47940.4
OG0000938	SINT1_59470.4, SINT1_59470.5, SINT1_59470.1, SINT1_59470.3, SINT1_59470.2, SINT1_59470.6, SINT1_59470.7	STRK1_44250.1, STRK1_104110.1
OG0000939	SINT1_85540.1, SINT1_85540.5, SINT1_85540.4, SINT1_85540.2, SINT1_85540.3, SINT1_85540.6	STRK1_96630.1
OG0000940	SINT1_5770.1, SINT1_5770.2, SINT1_5770.3	STRK1_3410.3, STRK1_3410.1, STRK1_3410.2
OG0000941	SINT1_32120.2, SINT1_32120.3, SINT1_32120.1, SINT1_32120.4	STRK1_31690.1, STRK1_31690.2, STRK1_31690.3
OG0000942	SINT1_16080.3, SINT1_16080.1, SINT1_16080.2	STRK1_15040.1
OG0000943	SINT1_28810.3, SINT1_28810.4, SINT1_28810.1, SINT1_28810.2	STRK1_27390.1
OG0000944	SINT1_57720.1, SINT1_94860.1	STRK1_108040.1, STRK1_65710.1, STRK1_45440.1, STRK1_55840.1
OG0000945	SINT1_11500.9, SINT1_11500.4, SINT1_11500.5, SINT1_11500.2, SINT1_11500.1, SINT1_11500.3, SINT1_11500.6, SINT1_11500.7, SINT1_11500.8	STRK1_10660.1
OG0000946	SINT1_8840.3, SINT1_8840.4, SINT1_8840.1, SINT1_8840.2, SINT1_8840.5, SINT1_8840.6	STRK1_12240.4, STRK1_12240.2, STRK1_12240.1, STRK1_12240.3
OG0000947	SINT1_38910.1	STRK1_28590.1
OG0000948	SINT1_80380.3, SINT1_80380.4, SINT1_80380.5, SINT1_80380.1, SINT1_80380.2	STRK1_79720.1, STRK1_79720.2, STRK1_79720.3, STRK1_79720.4, STRK1_79720.5, STRK1_79720.6, STRK1_79720.7
OG0000949	SINT1_16250.1, SINT1_16260.1, SINT1_16240.1, SINT1_16240.2, SINT1_16240.3	STRK1_14890.1, STRK1_14900.1, STRK1_14870.1, STRK1_14880.1
OG0000950	SINT1_53270.6, SINT1_53270.2, SINT1_53270.4, SINT1_53270.3, SINT1_53270.5, SINT1_53270.1	STRK1_47670.1
OG0000951	SINT1_91500.3, SINT1_91500.4, SINT1_91500.1, SINT1_91500.2	STRK1_94830.1, STRK1_94830.2
OG0000952	SINT1_29580.2, SINT1_29580.3, SINT1_29580.1	STRK1_30450.1, STRK1_30450.2
OG0000953	SINT1_62370.1, SINT1_62370.2, SINT1_62370.3	STRK1_99960.4, STRK1_99960.1, STRK1_99960.2, STRK1_99960.3
OG0000954	SINT1_79330.1, SINT1_79330.2	STRK1_77740.1, STRK1_77750.1
OG0000955	SINT1_12620.1	STRK1_7870.1
OG0000958	SINT1_13790.1	STRK1_11550.1, STRK1_11550.2
OG0000959	SINT1_69140.1, SINT1_69140.5, SINT1_69140.3, SINT1_69140.6, SINT1_69140.2, SINT1_69140.4, SINT1_69140.7	STRK1_67770.1
OG0000961	SINT1_38940.1	STRK1_28550.2, STRK1_28550.1, STRK1_28550.3
OG0000962	SINT1_73520.1, SINT1_73520.2	STRK1_73710.1
OG0000963	SINT1_2310.1	STRK1_17640.1
OG0000964	SINT1_40680.6, SINT1_40680.3, SINT1_40680.4, SINT1_40680.5, SINT1_40680.1, SINT1_40680.2	STRK1_100130.4, STRK1_100130.3, STRK1_100130.1, STRK1_100130.2
OG0000965	SINT1_63060.1	STRK1_63920.1, STRK1_63930.1, STRK1_67450.1, STRK1_67460.1, STRK1_63910.1
OG0000966	SINT1_36170.1, SINT1_36170.2	STRK1_31020.1
OG0000966	SINT1_48960.1	STRK1_50190.1
OG0000967	SINT1_35420.1, SINT1_35420.2	STRK1_36370.1
OG0000968	SINT1_2740.1, SINT1_2740.2, SINT1_2740.3, SINT1_2740.4	STRK1_17250.1
OG0000969	SINT1_80260.1	STRK1_79840.1, STRK1_79850.1, STRK1_79850.2, STRK1_108990.1
OG0000970	SINT1_68850.1, SINT1_68850.2	STRK1_67550.1, STRK1_67550.2
OG0000971	SINT1_1810.1, SINT1_1810.2, SINT1_1810.3, SINT1_1810.5, SINT1_1810.7, SINT1_1810.4, SINT1_1810.6	STRK1_1690.1
OG0000972	SINT1_6100.1, SINT1_6100.2, SINT1_6100.3	STRK1_3660.1
OG0000973	SINT1_24160.1	STRK1_24790.1, STRK1_24790.2
OG0000973	SINT1_24170.1, SINT1_24180.1	STRK1_24800.1
OG0000975	SINT1_5930.4, SINT1_5930.1, SINT1_5930.2, SINT1_5930.3	STRK1_3530.1, STRK1_107680.2, STRK1_107680.1
OG0000976	SINT1_10420.1, SINT1_10420.2, SINT1_10420.3	STRK1_9650.1, STRK1_9650.2, STRK1_9650.3
OG0000977	SINT1_12120.1, SINT1_12120.2, SINT1_12120.3	STRK1_7790.1
OG0000978	SINT1_21010.1, SINT1_21010.2, SINT1_21010.3, SINT1_21010.4, SINT1_21010.5	STRK1_19230.1
OG0000979	SINT1_72710.1	STRK1_72750.1
OG0000980	SINT1_52000.2, SINT1_52000.1	STRK1_46490.1, STRK1_46490.4, STRK1_46490.2, STRK1_46490.3
OG0000981	SINT1_40080.2, SINT1_40080.1	STRK1_38410.1, STRK1_38410.4, STRK1_38410.2, STRK1_38410.3
OG0000982	SINT1_63880.4, SINT1_63880.2, SINT1_63880.5, SINT1_63880.3, SINT1_63880.1	STRK1_96950.1, STRK1_96950.2, STRK1_58580.1, STRK1_104860.1
OG0000983	SINT1_15680.1, SINT1_15680.3, SINT1_15680.4, SINT1_15680.2, SINT1_15680.5, SINT1_15680.6	STRK1_2890.3, STRK1_2890.4, STRK1_2890.1, STRK1_2890.2
OG0000984	SINT1_34890.6, SINT1_34890.4, SINT1_34890.3, SINT1_34890.2, SINT1_34890.1, SINT1_34890.7, SINT1_34890.8, SINT1_34890.5	STRK1_35780.1
OG0000985	SINT1_16220.1, SINT1_16220.2, SINT1_16220.3	STRK1_14850.1
OG0000986	SINT1_71860.1	STRK1_70620.1
OG0000987	SINT1_82000.1, SINT1_82000.2, SINT1_82000.3	STRK1_93770.1
OG0000988	SINT1_56850.3, SINT1_56860.1, SINT1_56850.1, SINT1_56850.2	STRK1_52860.1, STRK1_52870.1, STRK1_52870.2
OG0000989	SINT1_51320.3, SINT1_51320.1, SINT1_51320.2	STRK1_52690.1, STRK1_52700.1
OG0000990	SINT1_4730.1	STRK1_6460.1, STRK1_6460.2, STRK1_6460.3
OG0000991	SINT1_58500.3, SINT1_58500.5, SINT1_58500.1, SINT1_58500.2, SINT1_58500.4	STRK1_56290.1, STRK1_56280.1
OG0000992	SINT1_44330.1, SINT1_44330.2, SINT1_44330.6, SINT1_44330.3, SINT1_44330.4, SINT1_44330.5	STRK1_103550.1, STRK1_42930.1, STRK1_42930.2
OG0000993	SINT1_76930.3, SINT1_76930.2, SINT1_76930.4, SINT1_76930.1	STRK1_72530.1
OG0000994	SINT1_33950.1	STRK1_35120.1, STRK1_35120.2
OG0000995	SINT1_79200.2, SINT1_79200.1, SINT1_79200.3	STRK1_106180.1, STRK1_98630.1, STRK1_95720.1
OG0000996	SINT1_64000.3, SINT1_64000.1, SINT1_64000.2	STRK1_58450.1
OG0000997	SINT1_87300.1	STRK1_85370.1
OG0000998	SINT1_55530.1	STRK1_53600.1
OG0000999	SINT1_37900.1	STRK1_33150.1
OG0001000	SINT1_7120.1	STRK1_15480.2, STRK1_15480.1, STRK1_15480.3
OG0001003	SINT1_32240.1, SINT1_32240.4, SINT1_32240.2, SINT1_32240.3	STRK1_31590.1
OG0001005	SINT1_4620.1, SINT1_4620.2, SINT1_4620.3, SINT1_4620.4	STRK1_15660.1
OG0001006	SINT1_80200.1, SINT1_80200.2, SINT1_80220.1	STRK1_78930.1, STRK1_78920.1, STRK1_78940.1
OG0001007	SINT1_59170.1	STRK1_95140.1, STRK1_33910.1
OG0001008	SINT1_59150.1	STRK1_56910.1, STRK1_56880.1, STRK1_102280.1, STRK1_56890.1, STRK1_56900.1
OG0001009	SINT1_86450.1	STRK1_88160.1
OG0001010	SINT1_59980.1	STRK1_55310.1, STRK1_55320.1
OG0001011	SINT1_39700.1	STRK1_38030.1
OG0001012	SINT1_5140.1, SINT1_5140.3, SINT1_5140.4, SINT1_5140.2	STRK1_6870.1
OG0001013	SINT1_13900.1	STRK1_11450.5, STRK1_11450.3, STRK1_11450.2, STRK1_11450.1, STRK1_11450.4
OG0001014	SINT1_3970.1	STRK1_16200.1
OG0001015	SINT1_38410.1	STRK1_32700.1, STRK1_32700.2, STRK1_32700.3
OG0001016	SINT1_37680.1, SINT1_37680.2, SINT1_37680.3	STRK1_33400.1
OG0001017	SINT1_15660.1	STRK1_2870.1
OG0001018	SINT1_29790.6, SINT1_29790.4, SINT1_29790.2, SINT1_29790.3, SINT1_29790.5, SINT1_29790.1	STRK1_98890.1
OG0001019	SINT1_42190.2, SINT1_42190.1, SINT1_42190.4, SINT1_42190.3, SINT1_42190.6, SINT1_42190.5	STRK1_37260.1, STRK1_109870.1
OG0001020	SINT1_11020.1	STRK1_10160.1
OG0001021	SINT1_29570.4, SINT1_29570.5, SINT1_29570.6, SINT1_29570.1, SINT1_29570.3, SINT1_29570.2	STRK1_99410.1, STRK1_36490.1
OG0001022	SINT1_21150.1	STRK1_19390.1
OG0001023	SINT1_62750.1	STRK1_64380.1
OG0001024	SINT1_77060.1, SINT1_77060.3, SINT1_77060.2	STRK1_72400.1, STRK1_72400.2
OG0001025	SINT1_86880.1, SINT1_86880.2, SINT1_86880.5, SINT1_86880.3, SINT1_86880.4	STRK1_108100.1, STRK1_87650.1
OG0001026	SINT1_49530.1, SINT1_49530.2	STRK1_49540.1, STRK1_49540.2, STRK1_49540.3, STRK1_49540.4, STRK1_49540.5, STRK1_49540.6, STRK1_49540.7, STRK1_49540.8, STRK1_49550.1, STRK1_49550.2, STRK1_49550.3, STRK1_49550.4
OG0001027	SINT1_920.1, SINT1_920.2, SINT1_920.3, SINT1_920.4	STRK1_460.1, STRK1_460.2, STRK1_460.3, STRK1_460.4, STRK1_460.5
OG0001028	SINT1_55240.2, SINT1_55240.3, SINT1_55240.1	STRK1_54990.1
OG0001029	SINT1_49730.1, SINT1_49730.2, SINT1_49730.3	STRK1_49440.1
OG0001030	SINT1_28950.4, SINT1_28950.2, SINT1_28950.11, SINT1_28950.1, SINT1_28950.10, SINT1_28950.3, SINT1_28950.5, SINT1_28950.6, SINT1_28950.9, SINT1_28950.7, SINT1_28950.8	STRK1_36990.1, STRK1_36990.2
OG0001031	SINT1_69810.1, SINT1_69810.2, SINT1_69810.3	STRK1_68510.1
OG0001032	SINT1_64020.1, SINT1_64020.2, SINT1_64020.3	STRK1_58430.1
OG0001033	SINT1_71190.1	STRK1_69940.1
OG0001034	SINT1_53930.1, SINT1_53940.1	STRK1_46040.1
OG0001036	SINT1_17570.1	STRK1_13700.1, STRK1_13690.1, STRK1_13710.1, STRK1_13720.2, STRK1_13720.1
OG0001037	SINT1_21190.1, SINT1_21190.5, SINT1_21190.6, SINT1_21190.2, SINT1_21190.3, SINT1_21190.4	STRK1_19360.1, STRK1_97220.1
OG0001038	SINT1_1490.1	STRK1_970.1, STRK1_980.1, STRK1_970.2
OG0001039	SINT1_27410.1, SINT1_27410.2, SINT1_27410.3, SINT1_27410.4, SINT1_27410.5	STRK1_25390.1
OG0001040	SINT1_80510.1, SINT1_80510.2, SINT1_80510.3	STRK1_79610.1
OG0001041	SINT1_92620.1, SINT1_92620.2	STRK1_90260.1, STRK1_90250.1
OG0001042	SINT1_12010.1, SINT1_12010.3, SINT1_12010.4, SINT1_12010.2	STRK1_5610.1, STRK1_5610.2
OG0001043	SINT1_48350.1, SINT1_48350.2, SINT1_48350.3, SINT1_48350.4	STRK1_50860.1
OG0001044	SINT1_66740.9, SINT1_66740.10, SINT1_66740.11, SINT1_66740.14, SINT1_66740.15, SINT1_66740.12, SINT1_66740.13, SINT1_66740.8, SINT1_66950.1	STRK1_65230.1, STRK1_65230.2
OG0001045	SINT1_66380.1, SINT1_66380.2	STRK1_64770.1
OG0001046	SINT1_50980.1	STRK1_52350.1
OG0001047	SINT1_94100.1	STRK1_92890.2, STRK1_92890.1, STRK1_92890.3
OG0001048	SINT1_76990.3, SINT1_76990.2, SINT1_76990.1	STRK1_72450.1
OG0001049	SINT1_55110.1, SINT1_55110.4, SINT1_55110.5, SINT1_55110.2, SINT1_55110.3	STRK1_54790.1, STRK1_54790.2
OG0001050	SINT1_62000.1, SINT1_62000.2, SINT1_62000.3, SINT1_62000.4	STRK1_59670.1
OG0001051	SINT1_86300.1	STRK1_84670.1
OG0001052	SINT1_55100.2, SINT1_55100.3	STRK1_54810.2, STRK1_54810.4
OG0001052	SINT1_55100.1	STRK1_54810.1, STRK1_54810.3
OG0001053	SINT1_63130.3, SINT1_63130.6, SINT1_63130.8, SINT1_63130.2, SINT1_63130.1, SINT1_63130.5, SINT1_63130.4, SINT1_63130.7	STRK1_64020.1
OG0001054	SINT1_11780.1	STRK1_10950.1
OG0001055	SINT1_94830.1, SINT1_38770.1	STRK1_28670.1, STRK1_28670.2
OG0001056	SINT1_57690.8, SINT1_57690.7, SINT1_57690.6, SINT1_57690.1, SINT1_57690.2, SINT1_57690.3, SINT1_57690.4, SINT1_57690.5	STRK1_56080.1
OG0001057	SINT1_86170.3, SINT1_86170.1, SINT1_86170.2	STRK1_100370.1, STRK1_84540.1
OG0001058	SINT1_60610.1	STRK1_60170.1, STRK1_60170.2
OG0001059	SINT1_17090.1	STRK1_14160.1, STRK1_14160.2, STRK1_14160.3
OG0001060	SINT1_63420.1, SINT1_63420.2	STRK1_63670.1
OG0001061	SINT1_11170.1, SINT1_11180.1, SINT1_11160.1, SINT1_11180.2	STRK1_10320.1
OG0001062	SINT1_48790.1, SINT1_48790.2	STRK1_50360.1
OG0001063	SINT1_83160.1	STRK1_81760.1
OG0001064	SINT1_47730.1	STRK1_45650.1, STRK1_45670.1, STRK1_45670.2, STRK1_45670.3, STRK1_45670.4
OG0001065	SINT1_29160.1	STRK1_36820.1, STRK1_36820.2
OG0001065	SINT1_29170.1	STRK1_36810.1
OG0001065	SINT1_29180.1	STRK1_36800.1
OG0001066	SINT1_10210.1, SINT1_10210.2, SINT1_10210.7, SINT1_10210.4, SINT1_10210.6, SINT1_10210.9, SINT1_10210.3, SINT1_10210.5, SINT1_10210.8	STRK1_9470.2, STRK1_9470.1, STRK1_9470.5, STRK1_9470.6, STRK1_9470.3, STRK1_9470.4
OG0001067	SINT1_93720.1	STRK1_93340.1
OG0001068	SINT1_74780.4, SINT1_74780.5, SINT1_74780.1, SINT1_74780.2, SINT1_74780.3	STRK1_75820.1
OG0001070	SINT1_62800.1, SINT1_62800.2, SINT1_62800.3	STRK1_64330.1, STRK1_64330.2
OG0001070	SINT1_75150.1	STRK1_73030.1
OG0001071	SINT1_64710.1, SINT1_64710.2, SINT1_64710.4, SINT1_64710.5, SINT1_64710.3, SINT1_64710.6	STRK1_62260.1
OG0001072	SINT1_42220.1	STRK1_37290.1, STRK1_37290.2, STRK1_37290.3
OG0001073	SINT1_16890.1	STRK1_14350.1
OG0001074	SINT1_27620.1, SINT1_27620.4, SINT1_27620.2, SINT1_27620.3	STRK1_100600.1, STRK1_25180.1, STRK1_25190.1, STRK1_107790.1
OG0001075	SINT1_61580.4, SINT1_61580.5, SINT1_61580.1, SINT1_61580.2, SINT1_61580.3	STRK1_65440.1, STRK1_65440.2
OG0001076	SINT1_46370.1, SINT1_46370.3, SINT1_46370.2	STRK1_44230.1
OG0001077	SINT1_50060.1	STRK1_49110.1
OG0001078	SINT1_61020.1	STRK1_60520.1
OG0001079	SINT1_74270.1	STRK1_72180.1
OG0001080	SINT1_72830.1, SINT1_72830.3, SINT1_72830.2, SINT1_72830.4	STRK1_75120.1
OG0001081	SINT1_33980.1	STRK1_35150.1
OG0001082	SINT1_48590.4, SINT1_48590.1, SINT1_48590.2, SINT1_48590.3, SINT1_48590.5	STRK1_50720.1, STRK1_50710.1
OG0001083	SINT1_92760.3, SINT1_92760.2, SINT1_92760.1	STRK1_90070.1
OG0001084	SINT1_20840.3, SINT1_20840.1, SINT1_20840.4, SINT1_20840.5, SINT1_20840.2	STRK1_19070.1, STRK1_19070.2
OG0001085	SINT1_93700.1	STRK1_93150.1
OG0001086	SINT1_70930.1, SINT1_70930.6, SINT1_70930.5, SINT1_70930.3, SINT1_70930.2, SINT1_70930.4	STRK1_69590.1, STRK1_69600.1
OG0001087	SINT1_51230.1	STRK1_52620.1
OG0001088	SINT1_23640.1, SINT1_24690.1, SINT1_24690.2, SINT1_24690.3, SINT1_24690.4	STRK1_24240.1
OG0001089	SINT1_64690.1, SINT1_64690.2, SINT1_64690.4, SINT1_64690.3	STRK1_62280.1
OG0001090	SINT1_94440.1, SINT1_94440.2	STRK1_90540.1, STRK1_90540.2, STRK1_90550.1, STRK1_98940.1
OG0001091	SINT1_48480.1, SINT1_48480.2	STRK1_50730.1
OG0001092	SINT1_68980.1, SINT1_68980.2, SINT1_68980.3, SINT1_68980.4, SINT1_68980.5, SINT1_68980.6, SINT1_68980.7	STRK1_106860.1, STRK1_67610.1
OG0001093	SINT1_80090.1	STRK1_78710.1
OG0001094	SINT1_36630.1, SINT1_36630.2, SINT1_95110.1	STRK1_28420.1
OG0001095	SINT1_50910.1, SINT1_50910.4, SINT1_50910.6, SINT1_50910.3, SINT1_50910.5, SINT1_50910.2	STRK1_52290.1, STRK1_52290.2
OG0001096	SINT1_19620.7, SINT1_19620.3, SINT1_19620.2, SINT1_19620.4, SINT1_19620.1, SINT1_19620.5, SINT1_19620.6	STRK1_1790.1
OG0001097	SINT1_68710.1, SINT1_68710.2	STRK1_67240.1, STRK1_67250.1, STRK1_67210.1
OG0001098	SINT1_31990.1	STRK1_31810.1, STRK1_31810.2, STRK1_31810.3, STRK1_31810.4, STRK1_31810.5
OG0001099	SINT1_90800.1	STRK1_89740.1
OG0001100	SINT1_67440.1, SINT1_67440.3, SINT1_67440.5, SINT1_67440.2, SINT1_67440.4	STRK1_102130.1, STRK1_96060.1, STRK1_65640.1
OG0001101	SINT1_95630.1, SINT1_95100.1	STRK1_43890.1, STRK1_102400.1, STRK1_43890.2, STRK1_96110.1
OG0001102	SINT1_62140.1	STRK1_59530.1
OG0001103	SINT1_92640.6, SINT1_92640.4, SINT1_92640.1, SINT1_92640.2, SINT1_92640.3, SINT1_92640.5, SINT1_92640.7, SINT1_92640.8	STRK1_90280.1
OG0001104	SINT1_62120.6, SINT1_62120.1, SINT1_62120.2, SINT1_62120.3, SINT1_62120.4, SINT1_62120.5	STRK1_59550.1
OG0001105	SINT1_32030.1	STRK1_31760.1
OG0001106	SINT1_67860.2, SINT1_67860.1	STRK1_66460.1, STRK1_103810.1
OG0001107	SINT1_51350.1, SINT1_51350.2, SINT1_51350.3, SINT1_51350.4	STRK1_52740.1
OG0001108	SINT1_28690.3, SINT1_28690.1, SINT1_28690.2	STRK1_27230.1, STRK1_27230.2
OG0001109	SINT1_34050.1, SINT1_34050.2, SINT1_34050.4, SINT1_34050.3	STRK1_35280.3, STRK1_35280.1, STRK1_35280.2
OG0001110	SINT1_3810.2, SINT1_3810.1, SINT1_3810.3	STRK1_16310.1, STRK1_16310.3, STRK1_16310.2
OG0001111	SINT1_48910.1	STRK1_50240.1, STRK1_50240.2, STRK1_50240.4, STRK1_50240.3
OG0001112	SINT1_93890.1	STRK1_92660.1, STRK1_97240.1
OG0001112	SINT1_93870.1, SINT1_93880.1	STRK1_92640.1, STRK1_92650.1
OG0001113	SINT1_7840.1	STRK1_13150.1
OG0001114	SINT1_6610.1	STRK1_101180.2, STRK1_101180.1, STRK1_101180.3, STRK1_101180.4
OG0001115	SINT1_92730.2, SINT1_92730.4, SINT1_92730.1, SINT1_92730.3	STRK1_90140.1, STRK1_90160.1
OG0001116	SINT1_80540.5, SINT1_80540.6, SINT1_80540.4, SINT1_80540.2, SINT1_80540.1, SINT1_80540.3	STRK1_79580.1, STRK1_93130.1, STRK1_93130.3, STRK1_93130.2
OG0001117	SINT1_15300.1	STRK1_4520.1, STRK1_4520.2
OG0001118	SINT1_70580.1, SINT1_70590.1, SINT1_70600.1	STRK1_84450.3, STRK1_84450.1, STRK1_84450.2, STRK1_104240.1, STRK1_104240.3, STRK1_104240.2, STRK1_104240.4, STRK1_104240.5, STRK1_104240.6, STRK1_69300.1
OG0001119	SINT1_64660.1	STRK1_40190.1, STRK1_100350.1, STRK1_62300.1
OG0001120	SINT1_31670.5, SINT1_31670.1, SINT1_31670.2, SINT1_31670.3, SINT1_31670.4	STRK1_32100.1
OG0001121	SINT1_56500.1	STRK1_53160.2, STRK1_53160.4, STRK1_53160.1, STRK1_53160.3, STRK1_53160.5
OG0001123	SINT1_88930.6, SINT1_88930.1, SINT1_88930.2, SINT1_88930.3, SINT1_88930.4, SINT1_88930.5	STRK1_85950.1
OG0001124	SINT1_37940.1, SINT1_37940.2, SINT1_37940.3	STRK1_33100.1, STRK1_33100.2
OG0001125	SINT1_13850.1, SINT1_13880.1	STRK1_11490.1, STRK1_11490.2, STRK1_11490.3, STRK1_11480.1, STRK1_11480.2, STRK1_11490.5, STRK1_11490.4, STRK1_11480.3, STRK1_11480.4, STRK1_11480.5
OG0001126	SINT1_10240.5, SINT1_10240.1, SINT1_10240.4, SINT1_10240.2, SINT1_10240.3	STRK1_55220.1, STRK1_55230.1
OG0001127	SINT1_40140.2, SINT1_40140.6, SINT1_40140.3, SINT1_40140.4, SINT1_40140.5, SINT1_40140.1	STRK1_103310.1, STRK1_103290.1, STRK1_103300.1
OG0001128	SINT1_75000.1	STRK1_98500.1
OG0001129	SINT1_37570.1, SINT1_37580.1	STRK1_33310.1
OG0001130	SINT1_12100.1, SINT1_12100.5, SINT1_12100.6, SINT1_12100.4, SINT1_12100.2, SINT1_12100.3	STRK1_7810.1, STRK1_7810.2, STRK1_7810.3
OG0001131	SINT1_73000.1	STRK1_75290.1
OG0001131	SINT1_72990.1	STRK1_75280.1, STRK1_75270.1
OG0001132	SINT1_81800.1, SINT1_81800.4, SINT1_81800.8, SINT1_81800.7, SINT1_81800.2, SINT1_81800.3, SINT1_81800.5, SINT1_81800.6, SINT1_81800.9	STRK1_93940.1, STRK1_93950.1
OG0001133	SINT1_94450.1, SINT1_94450.2	STRK1_90530.1
OG0001133	SINT1_16090.1	STRK1_15030.1
OG0001134	SINT1_64860.1, SINT1_64860.3, SINT1_64860.2, SINT1_64860.4	STRK1_62500.1, STRK1_62500.2
OG0001135	SINT1_34500.1, SINT1_34500.3, SINT1_34500.2, SINT1_34500.4	STRK1_35410.4, STRK1_35410.3, STRK1_35410.1, STRK1_35410.2
OG0001136	SINT1_23790.1	STRK1_22170.1, STRK1_22180.1
OG0001137	SINT1_53440.1, SINT1_53440.2, SINT1_53440.3	STRK1_47860.1
OG0001138	SINT1_20660.2, SINT1_20660.1	STRK1_18910.1
OG0001139	SINT1_37270.1, SINT1_37270.2, SINT1_37270.3	STRK1_33730.1
OG0001140	SINT1_46310.1	STRK1_44430.1, STRK1_44430.2
OG0001141	SINT1_78680.1, SINT1_78680.2, SINT1_78670.1	STRK1_76700.1, STRK1_76720.1
OG0001142	SINT1_13200.1, SINT1_13200.3, SINT1_13200.4, SINT1_13200.2, SINT1_13180.1, SINT1_13180.2	STRK1_8360.1
