Orthogroup	schistosoma_intercalatum	schistosoma_haematobium
OG0000686	SINT1_59760.1, SINT1_59760.3	SHAE2_64060.2, SHAE2_64060.8
OG0000687	SINT1_26910.1, SINT1_26910.2, SINT1_26910.6, SINT1_26910.3, SINT1_26910.5, SINT1_26910.4	SHAE2_29090.1
OG0000688	SINT1_640.1	SHAE2_910.1, SHAE2_910.2, SHAE2_910.4, SHAE2_910.5, SHAE2_910.8, SHAE2_910.7
OG0000689	SINT1_2840.1	SHAE2_3430.5, SHAE2_3430.6, SHAE2_3430.7, SHAE2_3430.4, SHAE2_3430.1, SHAE2_3430.2, SHAE2_3430.3
OG0000690	SINT1_95640.1	SHAE2_25000.3, SHAE2_25000.1, SHAE2_25000.2, SHAE2_25000.4, SHAE2_25000.5
OG0000692	SINT1_17170.2, SINT1_17170.1, SINT1_17170.3	SHAE2_19230.3, SHAE2_19230.1, SHAE2_19230.2
OG0000695	SINT1_94530.1	SHAE2_101610.1
OG0000695	SINT1_45510.1, SINT1_45510.2	SHAE2_48520.1, SHAE2_48520.2, SHAE2_48520.3, SHAE2_48520.4
OG0000696	SINT1_5420.1	SHAE2_5960.2, SHAE2_5960.6, SHAE2_5960.3, SHAE2_5960.4, SHAE2_5960.5, SHAE2_5960.7, SHAE2_5960.1
OG0000697	SINT1_40250.1, SINT1_40250.2	SHAE2_43170.5, SHAE2_43170.6, SHAE2_43170.10, SHAE2_43170.11, SHAE2_43170.12, SHAE2_43170.13, SHAE2_43170.3, SHAE2_43170.4, SHAE2_43170.7, SHAE2_43170.9, SHAE2_43170.14, SHAE2_43170.2, SHAE2_43170.8, SHAE2_43170.1
OG0000698	SINT1_18150.1, SINT1_18150.2, SINT1_18150.3	SHAE2_20210.1
OG0000699	SINT1_33030.1	SHAE2_35900.1
OG0000699	SINT1_45930.1	SHAE2_49050.1
OG0000699	SINT1_45920.1	SHAE2_49060.1
OG0000700	SINT1_24020.1	SHAE2_26390.1
OG0000700	SINT1_24030.1	SHAE2_26400.1
OG0000700	SINT1_24040.1	SHAE2_26410.1
OG0000701	SINT1_60550.3	SHAE2_64920.2, SHAE2_64920.4, SHAE2_64920.5, SHAE2_64920.3, SHAE2_64920.6
OG0000701	SINT1_60550.1, SINT1_60550.2, SINT1_60550.5, SINT1_60550.4, SINT1_60550.6	SHAE2_64920.1
OG0000702	SINT1_85500.3, SINT1_85500.1, SINT1_85500.2	SHAE2_92210.5, SHAE2_92210.7, SHAE2_92210.1, SHAE2_92210.2, SHAE2_92210.4, SHAE2_92210.3, SHAE2_92210.8, SHAE2_92210.6
OG0000703	SINT1_160.2	SHAE2_150.3
OG0000704	SINT1_48220.1, SINT1_48220.2, SINT1_48220.3, SINT1_48220.4, SINT1_48220.5, SINT1_48220.6, SINT1_48220.7, SINT1_48220.8, SINT1_48220.9	SHAE2_51510.2, SHAE2_51510.4, SHAE2_51510.1, SHAE2_51510.3, SHAE2_51510.5, SHAE2_51510.6, SHAE2_51510.7, SHAE2_51510.8
OG0000705	SINT1_6120.1	SHAE2_6640.10, SHAE2_6640.3, SHAE2_6640.4, SHAE2_6640.5, SHAE2_6640.7, SHAE2_6640.8, SHAE2_6640.9, SHAE2_6640.2, SHAE2_6640.1, SHAE2_6640.6
OG0000706	SINT1_43330.1	SHAE2_46200.1
OG0000706	SINT1_52320.1	SHAE2_55630.1
OG0000706	SINT1_52320.1	SHAE2_55630.2
OG0000707	SINT1_92660.1, SINT1_92660.3, SINT1_92660.2	SHAE2_99610.1
OG0000708	SINT1_37190.1	SHAE2_40130.1
OG0000708	SINT1_37190.3	SHAE2_40130.1
OG0000709	SINT1_43650.1, SINT1_43650.2, SINT1_43650.4, SINT1_43650.5, SINT1_43650.9, SINT1_43650.3, SINT1_43650.6, SINT1_43650.7, SINT1_43650.8	SHAE2_46460.1
OG0000710	SINT1_8060.1	SHAE2_8540.1
OG0000710	SINT1_7950.9, SINT1_7950.7, SINT1_7950.8, SINT1_7950.6	SHAE2_8550.9, SHAE2_8550.6, SHAE2_8550.7, SHAE2_8550.8, SHAE2_8550.2, SHAE2_8550.1, SHAE2_8550.3, SHAE2_8550.4, SHAE2_8550.5
OG0000711	SINT1_73420.1	SHAE2_78950.3, SHAE2_78950.4, SHAE2_78950.10, SHAE2_78950.2, SHAE2_78950.5, SHAE2_78950.9, SHAE2_78950.11, SHAE2_78950.6, SHAE2_78950.12, SHAE2_78950.13, SHAE2_78950.1, SHAE2_78950.14, SHAE2_78950.7, SHAE2_78950.8
OG0000712	SINT1_52680.1	SHAE2_55980.6, SHAE2_55980.2, SHAE2_55980.4, SHAE2_55980.3, SHAE2_55980.8, SHAE2_55980.1, SHAE2_55980.7, SHAE2_55980.5
OG0000713	SINT1_70880.1	SHAE2_76050.1, SHAE2_76050.2, SHAE2_76050.4, SHAE2_76050.8, SHAE2_76050.3, SHAE2_76050.5, SHAE2_76050.7, SHAE2_76050.6, SHAE2_76050.9
OG0000714	SINT1_46250.1	SHAE2_48630.1, SHAE2_49500.7, SHAE2_48630.2, SHAE2_49500.8, SHAE2_49500.9, SHAE2_49500.3, SHAE2_49500.5, SHAE2_49500.6, SHAE2_49500.2, SHAE2_49500.1, SHAE2_49500.4
OG0000715	SINT1_27420.1, SINT1_27420.2, SINT1_27420.4, SINT1_27420.3	SHAE2_29620.2, SHAE2_29620.1, SHAE2_29620.3, SHAE2_29620.6, SHAE2_29620.7, SHAE2_29620.8, SHAE2_29620.9, SHAE2_29620.4, SHAE2_29620.10, SHAE2_29620.5
OG0000716	SINT1_11840.1, SINT1_11840.3	SHAE2_13580.3, SHAE2_13580.2
OG0000716	SINT1_11840.2	SHAE2_13580.1, SHAE2_13580.5, SHAE2_13580.4
OG0000717	SINT1_58730.1	SHAE2_62980.1
OG0000718	SINT1_73680.1, SINT1_73680.2	SHAE2_79230.4, SHAE2_79230.2, SHAE2_79230.3, SHAE2_79230.1, SHAE2_79230.5, SHAE2_79230.6, SHAE2_79230.7, SHAE2_79230.8
OG0000719	SINT1_55000.1, SINT1_55000.2, SINT1_55000.3	SHAE2_58310.4, SHAE2_58310.6, SHAE2_58310.1, SHAE2_58310.3, SHAE2_58310.5, SHAE2_58310.2
OG0000720	SINT1_75720.1, SINT1_75710.1	SHAE2_81340.1
OG0000721	SINT1_45830.1, SINT1_45830.2	SHAE2_49250.1
OG0000722	SINT1_5310.2, SINT1_5310.1, SINT1_5310.3	SHAE2_5860.2, SHAE2_5860.3, SHAE2_5860.1, SHAE2_5860.4
OG0000723	SINT1_75450.1	SHAE2_81080.7, SHAE2_81080.2, SHAE2_81080.4
OG0000723	SINT1_75450.3, SINT1_75450.2, SINT1_75450.4	SHAE2_81080.5, SHAE2_81080.1, SHAE2_81080.8, SHAE2_81080.6, SHAE2_81080.3, SHAE2_81080.9
OG0000724	SINT1_41830.6, SINT1_41830.3, SINT1_41830.1, SINT1_41830.2, SINT1_41830.4, SINT1_41830.5	SHAE2_44700.1, SHAE2_44700.3, SHAE2_44700.4, SHAE2_44700.2, SHAE2_44700.5, SHAE2_44700.6
OG0000725	SINT1_75800.5, SINT1_75800.1, SINT1_75800.2, SINT1_75800.3, SINT1_75800.4	SHAE2_81420.9, SHAE2_81420.10, SHAE2_81420.3, SHAE2_81420.2, SHAE2_81420.8, SHAE2_81420.1, SHAE2_81420.5, SHAE2_81420.6, SHAE2_81420.7, SHAE2_81420.4, SHAE2_81420.11
OG0000726	SINT1_29880.1	SHAE2_32100.1
OG0000726	SINT1_29890.1	SHAE2_32110.1
OG0000727	SINT1_38780.1	SHAE2_41680.1
OG0000728	SINT1_48360.4	SHAE2_51660.2
OG0000728	SINT1_48360.2, SINT1_48360.1	SHAE2_51660.7, SHAE2_51660.6
OG0000728	SINT1_48360.3	SHAE2_51660.3, SHAE2_51660.4, SHAE2_51660.5
OG0000729	SINT1_8940.4, SINT1_8940.5, SINT1_8940.6, SINT1_8940.2, SINT1_8940.1, SINT1_8940.3	SHAE2_10680.7, SHAE2_10680.1, SHAE2_10680.8, SHAE2_10680.10, SHAE2_10680.9, SHAE2_10680.5, SHAE2_10680.6, SHAE2_10680.4, SHAE2_10680.3, SHAE2_10680.2
OG0000730	SINT1_59790.2, SINT1_59790.3	SHAE2_64100.3
OG0000730	SINT1_59790.1	SHAE2_64100.2, SHAE2_64100.1
OG0000731	SINT1_75110.1	SHAE2_80720.1, SHAE2_80720.5, SHAE2_80720.3, SHAE2_80720.2, SHAE2_80720.4
OG0000732	SINT1_3430.7	SHAE2_4020.8
OG0000732	SINT1_3430.4	SHAE2_4020.7, SHAE2_4020.5, SHAE2_4020.1
OG0000732	SINT1_3430.3	SHAE2_4020.6
OG0000733	SINT1_2770.2	SHAE2_3370.3, SHAE2_3370.1, SHAE2_3370.2
OG0000736	SINT1_76920.1, SINT1_76920.2	SHAE2_82540.1
OG0000737	SINT1_9960.3, SINT1_9960.4, SINT1_9960.7, SINT1_9960.2, SINT1_9960.6, SINT1_9960.1, SINT1_9960.5	SHAE2_11710.8, SHAE2_11710.6, SHAE2_11710.7, SHAE2_11710.11, SHAE2_11710.3, SHAE2_11710.2, SHAE2_11710.1, SHAE2_11710.5, SHAE2_11710.4, SHAE2_11710.10, SHAE2_11710.9
OG0000738	SINT1_69080.1	SHAE2_74250.1
OG0000738	SINT1_69080.3, SINT1_69080.7	SHAE2_74250.2
OG0000738	SINT1_69070.1	SHAE2_74240.1
OG0000739	SINT1_56690.3	SHAE2_73900.1
OG0000740	SINT1_8470.1, SINT1_8470.2, SINT1_8470.3, SINT1_8470.6, SINT1_8470.4, SINT1_8470.5, SINT1_8470.7, SINT1_8470.8	SHAE2_10220.1, SHAE2_10220.2
OG0000741	SINT1_82900.5, SINT1_82900.3, SINT1_82900.1, SINT1_82900.2, SINT1_82900.4	SHAE2_89630.1, SHAE2_89630.2, SHAE2_89630.3, SHAE2_89630.4, SHAE2_89630.5, SHAE2_89630.6, SHAE2_89630.7, SHAE2_89630.10, SHAE2_89630.9, SHAE2_89630.8
OG0000742	SINT1_96910.1, SINT1_96910.2, SINT1_96910.3, SINT1_96910.4	SHAE2_15560.1, SHAE2_15570.1, SHAE2_92220.1, SHAE2_92220.2, SHAE2_18710.1, SHAE2_18720.1, SHAE2_18720.2
OG0000742	SINT1_81970.1, SINT1_81970.2, SINT1_81970.3	SHAE2_93070.1
OG0000743	SINT1_22750.1, SINT1_22750.2	SHAE2_24740.3, SHAE2_24740.4, SHAE2_24740.1, SHAE2_24740.2
OG0000744	SINT1_3520.1	SHAE2_4120.1
OG0000745	SINT1_38100.1, SINT1_38100.2	SHAE2_40970.6, SHAE2_40970.2, SHAE2_40970.3, SHAE2_40970.5, SHAE2_40970.1, SHAE2_40970.7, SHAE2_40970.4
OG0000746	SINT1_60430.1	SHAE2_64800.1
OG0000746	SINT1_60430.3	SHAE2_64800.1
OG0000747	SINT1_42860.1	SHAE2_45720.1
OG0000748	SINT1_69510.4, SINT1_69510.2, SINT1_69510.3, SINT1_69510.6, SINT1_69510.1, SINT1_69510.5	SHAE2_74660.1
OG0000749	SINT1_68890.1	SHAE2_74040.10, SHAE2_74040.9, SHAE2_74040.5, SHAE2_74040.11, SHAE2_74040.6, SHAE2_74040.7, SHAE2_74040.1, SHAE2_74040.3, SHAE2_74040.4, SHAE2_74040.8, SHAE2_74040.12, SHAE2_74040.2
OG0000750	SINT1_73320.3, SINT1_73320.4, SINT1_73320.1, SINT1_73320.2, SINT1_73320.5, SINT1_73320.6	SHAE2_78820.2, SHAE2_78820.4, SHAE2_78820.3, SHAE2_78820.1
OG0000751	SINT1_5440.1	SHAE2_5990.1
OG0000751	SINT1_2500.1	SHAE2_2890.1, SHAE2_2800.1
OG0000752	SINT1_91210.1	SHAE2_102390.1
OG0000753	SINT1_81530.3	SHAE2_87310.1
OG0000754	SINT1_50250.9, SINT1_50250.10, SINT1_50250.12, SINT1_50250.13, SINT1_50250.2, SINT1_50250.11, SINT1_50250.14, SINT1_50250.1	SHAE2_53610.1, SHAE2_53610.2
OG0000755	SINT1_74410.3, SINT1_74410.1, SINT1_74410.2	SHAE2_79980.1, SHAE2_79980.3
OG0000755	SINT1_74410.4	SHAE2_79980.2
OG0000756	SINT1_39030.1	SHAE2_41950.5, SHAE2_41950.9, SHAE2_41950.6, SHAE2_41950.1, SHAE2_41950.3, SHAE2_41950.2, SHAE2_41950.4, SHAE2_41950.7, SHAE2_41950.8, SHAE2_41950.10
OG0000757	SINT1_52550.2, SINT1_52550.3, SINT1_52550.1	SHAE2_55830.3, SHAE2_55830.4, SHAE2_55830.5, SHAE2_55830.7, SHAE2_55830.8, SHAE2_55830.11, SHAE2_55830.10, SHAE2_55830.9, SHAE2_55830.6, SHAE2_55830.1, SHAE2_55830.2
OG0000758	SINT1_8970.1, SINT1_8970.2, SINT1_8970.5, SINT1_8970.6, SINT1_8970.7	SHAE2_10710.4, SHAE2_10710.1
OG0000758	SINT1_8970.3	SHAE2_10710.2, SHAE2_10710.3, SHAE2_10710.5
OG0000759	SINT1_52950.3, SINT1_52950.1, SINT1_52950.4, SINT1_52950.2, SINT1_52950.6, SINT1_52950.5, SINT1_52950.7	SHAE2_56250.6, SHAE2_56250.5, SHAE2_56250.3, SHAE2_56250.1, SHAE2_56250.2, SHAE2_56250.4
OG0000760	SINT1_77620.1, SINT1_77620.10, SINT1_77620.11, SINT1_77620.12, SINT1_77620.2, SINT1_77620.3, SINT1_77620.4, SINT1_77620.5, SINT1_77620.6, SINT1_77620.7, SINT1_77620.8, SINT1_77620.9	SHAE2_83220.1
OG0000761	SINT1_53610.2, SINT1_53610.4, SINT1_53610.1, SINT1_53610.5, SINT1_53610.9, SINT1_53610.7, SINT1_53610.6, SINT1_53610.8, SINT1_53610.3	SHAE2_56940.1, SHAE2_56940.2, SHAE2_56940.3, SHAE2_56940.4
OG0000762	SINT1_80630.1	SHAE2_86300.1
OG0000762	SINT1_85900.1, SINT1_85900.2, SINT1_85900.3	SHAE2_92630.1
OG0000763	SINT1_19820.5, SINT1_19820.1, SINT1_19820.2, SINT1_19820.3, SINT1_19820.4	SHAE2_23590.10, SHAE2_23590.2, SHAE2_23590.6, SHAE2_23590.7, SHAE2_23590.8, SHAE2_23590.1, SHAE2_23590.11, SHAE2_23590.4, SHAE2_23590.9, SHAE2_23590.3, SHAE2_23590.5
OG0000764	SINT1_9100.5, SINT1_9100.3	SHAE2_10840.1
OG0000764	SINT1_9100.2, SINT1_9100.1, SINT1_9100.4	SHAE2_10840.3, SHAE2_10840.2, SHAE2_10840.5, SHAE2_10840.4
OG0000765	SINT1_52930.1	SHAE2_56230.1
OG0000765	SINT1_52940.1	SHAE2_56240.1, SHAE2_56240.3, SHAE2_56240.2
OG0000766	SINT1_62770.1	SHAE2_67440.1
OG0000767	SINT1_64820.1, SINT1_64820.2	SHAE2_69550.4, SHAE2_69550.3, SHAE2_69550.1, SHAE2_69550.2
OG0000768	SINT1_40010.2, SINT1_40010.3, SINT1_40010.1, SINT1_40010.4	SHAE2_42930.1
OG0000769	SINT1_2060.3, SINT1_2060.1, SINT1_2060.2	SHAE2_2470.1, SHAE2_2470.2
OG0000770	SINT1_17990.1, SINT1_17990.2, SINT1_17990.3	SHAE2_20050.1, SHAE2_20050.2, SHAE2_20050.3, SHAE2_20050.5, SHAE2_20050.6, SHAE2_20050.4
OG0000771	SINT1_78770.1	SHAE2_84360.1, SHAE2_84360.2
OG0000772	SINT1_16850.1, SINT1_16860.2, SINT1_16860.1, SINT1_16860.3, SINT1_16860.4, SINT1_16860.5	SHAE2_18860.1, SHAE2_18940.1, SHAE2_18920.1, SHAE2_18850.1
OG0000773	SINT1_25800.3, SINT1_25800.2, SINT1_25800.1	SHAE2_28010.1, SHAE2_28010.2, SHAE2_28010.3
OG0000774	SINT1_47130.1, SINT1_47130.2	SHAE2_50420.3, SHAE2_50420.4, SHAE2_50420.6, SHAE2_50420.7
OG0000775	SINT1_51610.1, SINT1_51610.2, SINT1_51610.3, SINT1_51610.4	SHAE2_54950.1
OG0000776	SINT1_45850.1	SHAE2_49230.1, SHAE2_49230.2
OG0000776	SINT1_56460.1	SHAE2_60210.1
OG0000777	SINT1_52160.3, SINT1_52160.1	SHAE2_55490.2, SHAE2_55490.1
OG0000777	SINT1_52160.8, SINT1_52160.7	SHAE2_55490.6
OG0000778	SINT1_23030.1, SINT1_23030.3, SINT1_23030.2	SHAE2_25120.2, SHAE2_25120.1
OG0000779	SINT1_3610.1	SHAE2_4230.1, SHAE2_4230.3, SHAE2_4230.2
OG0000780	SINT1_14980.1	SHAE2_16740.1
OG0000781	SINT1_11380.1	SHAE2_13090.1
OG0000781	SINT1_460.2, SINT1_460.1, SINT1_460.3, SINT1_460.4	SHAE2_630.1, SHAE2_630.2, SHAE2_630.3
OG0000782	SINT1_31730.1	SHAE2_33920.1
OG0000783	SINT1_50520.1, SINT1_50520.2, SINT1_50520.3	SHAE2_53890.1
OG0000784	SINT1_31650.4, SINT1_31650.3, SINT1_31650.2, SINT1_31650.1, SINT1_31650.5, SINT1_31650.6	SHAE2_33840.4, SHAE2_33840.7, SHAE2_33840.6, SHAE2_33840.8, SHAE2_33840.1, SHAE2_33840.2, SHAE2_33840.3, SHAE2_33840.5
OG0000785	SINT1_58640.1	SHAE2_62880.1, SHAE2_62880.3, SHAE2_62880.5, SHAE2_62880.6, SHAE2_62880.2, SHAE2_62880.4
OG0000786	SINT1_40750.5, SINT1_40750.2, SINT1_40750.1, SINT1_40750.4, SINT1_40750.3	SHAE2_43660.7, SHAE2_43660.6, SHAE2_43660.8, SHAE2_43660.4, SHAE2_43660.5, SHAE2_43660.2, SHAE2_43660.3, SHAE2_43660.1
OG0000787	SINT1_91330.1, SINT1_91330.2	SHAE2_98280.1, SHAE2_98280.2
OG0000787	SINT1_59320.1	SHAE2_63630.2, SHAE2_63630.1
OG0000788	SINT1_13680.1	SHAE2_15340.5, SHAE2_15340.4, SHAE2_15340.8
OG0000789	SINT1_25610.1	SHAE2_27810.1
OG0000789	SINT1_25600.1, SINT1_25600.2	SHAE2_27800.1, SHAE2_27800.2, SHAE2_27800.3, SHAE2_27800.4
OG0000790	SINT1_39340.1, SINT1_39340.2, SINT1_39340.3, SINT1_39340.4	SHAE2_42270.1, SHAE2_42270.3, SHAE2_42270.4, SHAE2_42270.5, SHAE2_42270.2, SHAE2_42270.6
OG0000791	SINT1_42730.1	SHAE2_45580.3, SHAE2_45580.1, SHAE2_45580.2
OG0000792	SINT1_5640.2, SINT1_5640.1, SINT1_5640.3, SINT1_5640.4	SHAE2_6160.1, SHAE2_6160.2
OG0000793	SINT1_34260.4	SHAE2_37000.8
OG0000794	SINT1_10230.1	SHAE2_11930.1
OG0000795	SINT1_93650.7, SINT1_93650.6, SINT1_93650.3, SINT1_93650.1, SINT1_93650.2, SINT1_93650.4, SINT1_93650.5	SHAE2_100770.1
OG0000796	SINT1_15870.1, SINT1_15870.2	SHAE2_17770.1
OG0000796	SINT1_15860.1	SHAE2_17760.1
OG0000797	SINT1_20130.6, SINT1_20130.2, SINT1_20130.5, SINT1_20130.3, SINT1_20130.4, SINT1_20130.1	SHAE2_23330.3, SHAE2_23330.1, SHAE2_23330.2
OG0000798	SINT1_1260.1, SINT1_1260.2, SINT1_1260.3	SHAE2_1610.2, SHAE2_1610.1, SHAE2_1610.3
OG0000799	SINT1_66270.1, SINT1_66270.2, SINT1_66270.3, SINT1_66270.4	SHAE2_71050.1, SHAE2_71050.2, SHAE2_71050.3, SHAE2_71050.4, SHAE2_71050.5, SHAE2_71050.6, SHAE2_71050.7, SHAE2_71050.8
OG0000800	SINT1_10160.1	SHAE2_11860.2, SHAE2_11860.5, SHAE2_11860.4, SHAE2_11860.3, SHAE2_11860.1
OG0000801	SINT1_15740.2, SINT1_15740.1, SINT1_15740.3	SHAE2_17670.1, SHAE2_17670.3, SHAE2_17670.2, SHAE2_17670.4
OG0000802	SINT1_72380.1	SHAE2_77750.1
OG0000802	SINT1_58280.1	SHAE2_62560.1
OG0000803	SINT1_78010.2	SHAE2_83610.1
OG0000803	SINT1_78010.1	SHAE2_83610.2
OG0000804	SINT1_41330.1, SINT1_41330.2, SINT1_41330.4, SINT1_41330.5, SINT1_41330.3, SINT1_41330.6	SHAE2_44230.4, SHAE2_44230.2, SHAE2_44230.3, SHAE2_44230.6, SHAE2_44230.5, SHAE2_44230.1
OG0000805	SINT1_36400.1	SHAE2_39300.5, SHAE2_39300.6, SHAE2_39300.1, SHAE2_39300.4, SHAE2_39300.2, SHAE2_39300.3
OG0000806	SINT1_72740.1, SINT1_72740.2	SHAE2_78160.1, SHAE2_78160.2, SHAE2_78160.3
OG0000807	SINT1_9860.1, SINT1_9860.2	SHAE2_103460.2, SHAE2_103460.1
OG0000808	SINT1_91880.1	SHAE2_98840.1
OG0000808	SINT1_91890.1, SINT1_91890.4, SINT1_91890.2, SINT1_91890.3	SHAE2_98850.1, SHAE2_98850.2
OG0000809	SINT1_89370.1, SINT1_89370.2, SINT1_89370.4, SINT1_89370.5, SINT1_89370.3	SHAE2_96350.1, SHAE2_96360.1
OG0000810	SINT1_25130.1	SHAE2_27390.1, SHAE2_27390.2, SHAE2_27390.3
OG0000811	SINT1_11150.1, SINT1_11150.2, SINT1_11150.3, SINT1_11150.4, SINT1_11150.5	SHAE2_12850.1, SHAE2_12850.2, SHAE2_12850.3, SHAE2_12850.4, SHAE2_12850.5, SHAE2_12850.6
OG0000812	SINT1_12150.1, SINT1_12150.2, SINT1_12150.3	SHAE2_13870.1, SHAE2_13870.2, SHAE2_13870.5, SHAE2_13870.6, SHAE2_13870.7, SHAE2_13870.9, SHAE2_13870.8, SHAE2_13870.3, SHAE2_13870.4
OG0000813	SINT1_85090.1	SHAE2_91820.3, SHAE2_91820.5, SHAE2_91820.1, SHAE2_91820.2
OG0000814	SINT1_63100.1	SHAE2_67650.3, SHAE2_67650.1, SHAE2_67650.2
OG0000815	SINT1_59300.3, SINT1_59300.1, SINT1_59300.2, SINT1_59300.5, SINT1_59300.4	SHAE2_63610.1
OG0000816	SINT1_82520.1, SINT1_82520.2, SINT1_82520.3, SINT1_82520.4	SHAE2_103250.1
OG0000817	SINT1_86900.1, SINT1_86900.2, SINT1_86900.3, SINT1_86900.4, SINT1_86900.5, SINT1_86900.6	SHAE2_93780.1, SHAE2_93780.2, SHAE2_93780.3, SHAE2_93780.5, SHAE2_93780.6, SHAE2_93780.4
OG0000818	SINT1_11620.1, SINT1_11620.3, SINT1_11620.2	SHAE2_13320.1
OG0000819	SINT1_64960.2, SINT1_64960.4, SINT1_64960.1, SINT1_64960.3	SHAE2_69700.1, SHAE2_69700.2, SHAE2_69700.4, SHAE2_69700.3
OG0000820	SINT1_83190.1	SHAE2_89890.1
OG0000820	SINT1_27990.1	SHAE2_30150.1
OG0000821	SINT1_49050.1	SHAE2_52370.2
OG0000822	SINT1_73410.1	SHAE2_78940.1
OG0000823	SINT1_53300.1	SHAE2_56640.1
OG0000823	SINT1_91290.1	SHAE2_98200.1
OG0000823	SINT1_91300.1	SHAE2_98230.1
OG0000824	SINT1_3060.2	SHAE2_3630.2, SHAE2_3630.1
OG0000825	SINT1_75930.1, SINT1_75930.2, SINT1_75930.4, SINT1_75930.3	SHAE2_81540.1, SHAE2_81540.2, SHAE2_81550.1
OG0000825	SINT1_75890.1	SHAE2_81530.1
OG0000826	SINT1_55170.3, SINT1_55170.1, SINT1_55170.4, SINT1_55170.2	SHAE2_58500.8, SHAE2_58500.1, SHAE2_58500.4, SHAE2_58500.2, SHAE2_58500.3, SHAE2_58500.5, SHAE2_58500.6, SHAE2_58500.7
OG0000827	SINT1_74320.1	SHAE2_79890.1
OG0000827	SINT1_74310.1, SINT1_74310.2	SHAE2_79880.1, SHAE2_79880.2
OG0000829	SINT1_18610.1	SHAE2_20640.1, SHAE2_20640.2, SHAE2_20640.5, SHAE2_20640.3, SHAE2_20640.4
OG0000831	SINT1_42440.3, SINT1_42440.1, SINT1_42440.4, SINT1_42440.5, SINT1_42440.2	SHAE2_45320.1, SHAE2_45320.2, SHAE2_45320.3, SHAE2_45320.4, SHAE2_45320.5, SHAE2_45320.6
OG0000832	SINT1_60050.2	SHAE2_64400.2, SHAE2_64400.3, SHAE2_64400.4
OG0000832	SINT1_60050.1	SHAE2_64400.1
OG0000833	SINT1_33300.1, SINT1_33300.3, SINT1_33300.2, SINT1_33300.4	SHAE2_36180.4, SHAE2_36180.1, SHAE2_36180.2, SHAE2_36180.3
OG0000834	SINT1_48650.1	SHAE2_51980.2, SHAE2_51980.6, SHAE2_51980.10, SHAE2_51980.8, SHAE2_51980.1, SHAE2_51980.3, SHAE2_51980.9, SHAE2_51980.4, SHAE2_51980.5, SHAE2_51980.7
OG0000835	SINT1_38110.1, SINT1_38110.2	SHAE2_40980.3, SHAE2_40980.1, SHAE2_40980.2, SHAE2_40980.4
OG0000837	SINT1_32380.2, SINT1_32380.3, SINT1_32380.1, SINT1_32380.5, SINT1_32380.4	SHAE2_34640.3, SHAE2_34640.2, SHAE2_34640.5, SHAE2_34640.4, SHAE2_34640.1
OG0000838	SINT1_39150.1	SHAE2_42060.1, SHAE2_42070.2, SHAE2_42070.1, SHAE2_42070.3, SHAE2_42070.4, SHAE2_42070.5
OG0000839	SINT1_38540.3, SINT1_38540.1	SHAE2_41460.10, SHAE2_41460.9, SHAE2_41460.2, SHAE2_41460.1, SHAE2_41460.4, SHAE2_41460.3, SHAE2_41460.5
OG0000839	SINT1_38540.2	SHAE2_41460.7
OG0000840	SINT1_69580.1, SINT1_69580.2	SHAE2_74760.4, SHAE2_74760.6, SHAE2_74760.5, SHAE2_74760.2, SHAE2_74760.1, SHAE2_74760.3
OG0000841	SINT1_20460.2, SINT1_20460.7	SHAE2_22960.7
OG0000841	SINT1_20460.4, SINT1_20460.3	SHAE2_22960.2, SHAE2_22960.6, SHAE2_22960.1, SHAE2_22960.5, SHAE2_22960.9, SHAE2_22960.8, SHAE2_22960.10
OG0000841	SINT1_20460.6, SINT1_20460.5, SINT1_20460.1	SHAE2_22960.4
OG0000842	SINT1_66450.1	SHAE2_71320.2
OG0000842	SINT1_66450.2	SHAE2_71320.4, SHAE2_71320.1, SHAE2_71320.3
OG0000843	SINT1_80990.2	SHAE2_86730.2
OG0000844	SINT1_5220.10, SINT1_5220.3, SINT1_5220.4, SINT1_5220.7, SINT1_5220.1, SINT1_5220.11, SINT1_5220.5, SINT1_5220.6, SINT1_5220.8, SINT1_5220.9, SINT1_5220.2	SHAE2_5760.1, SHAE2_5760.2, SHAE2_5760.4, SHAE2_5760.5, SHAE2_5760.3, SHAE2_5760.6
OG0000845	SINT1_88300.2, SINT1_88300.1, SINT1_88300.3	SHAE2_95250.1, SHAE2_95250.2
OG0000846	SINT1_16940.1, SINT1_16940.2, SINT1_16940.3, SINT1_16940.4, SINT1_16940.5, SINT1_16940.6	SHAE2_19010.1
OG0000847	SINT1_1170.1, SINT1_1170.2	SHAE2_1530.1
OG0000848	SINT1_34870.1	SHAE2_37610.1, SHAE2_37610.5, SHAE2_37610.6, SHAE2_37610.2, SHAE2_37610.9, SHAE2_37610.11, SHAE2_37610.4, SHAE2_37610.7, SHAE2_37610.10, SHAE2_37610.12, SHAE2_37610.8
OG0000849	SINT1_39190.1, SINT1_39190.2, SINT1_39190.3, SINT1_39190.4	SHAE2_42110.1, SHAE2_42110.3, SHAE2_42110.4, SHAE2_42110.7, SHAE2_42110.8, SHAE2_42110.2, SHAE2_42110.5, SHAE2_42110.6, SHAE2_42110.9, SHAE2_42110.11, SHAE2_42110.10, SHAE2_42110.12
