Orthogroup	schistosoma_intercalatum	schistosoma_mansoni
OG0001733	SINT1_59550.1, SINT1_59550.3, SINT1_59550.2	Smp_150470.1
OG0001734	SINT1_90810.1, SINT1_90810.2	Smp_164130.1
OG0001735	SINT1_26420.1, SINT1_26420.2	Smp_176010.1
OG0001736	SINT1_17130.2, SINT1_17130.1	Smp_267140.2, Smp_267140.1
OG0001737	SINT1_90270.1	Smp_009400.1
OG0001738	SINT1_41640.2, SINT1_41640.4, SINT1_41640.6, SINT1_41640.1, SINT1_41640.3, SINT1_41640.5	Smp_159160.1
OG0001739	SINT1_41190.1	Smp_072370.1
OG0001740	SINT1_54740.2, SINT1_54740.1, SINT1_54740.3, SINT1_54740.4, SINT1_54740.5, SINT1_54740.6, SINT1_54740.7	Smp_140760.1
OG0001741	SINT1_4520.1	Smp_007630.1, Smp_007630.2
OG0001742	SINT1_54240.2, SINT1_54240.1	Smp_211100.1
OG0001743	SINT1_89050.1, SINT1_89050.2, SINT1_89050.3	Smp_156750.1
OG0001744	SINT1_67820.1, SINT1_67820.2	Smp_099930.1
OG0001745	SINT1_28850.2, SINT1_28850.1, SINT1_28850.3	Smp_133270.1
OG0001746	SINT1_81230.1	Smp_058050.1, Smp_058050.2
OG0001747	SINT1_5990.1	Smp_245100.1
OG0001748	SINT1_58330.1, SINT1_58330.2, SINT1_58330.3	Smp_029370.1
OG0001749	SINT1_26520.1, SINT1_26520.2	Smp_181050.1
OG0001750	SINT1_4090.1	Smp_139090.1
OG0001751	SINT1_26640.1, SINT1_26640.2, SINT1_26640.3, SINT1_26640.4	Smp_103160.1
OG0001752	SINT1_10400.3, SINT1_10400.2, SINT1_10400.4, SINT1_10400.1	Smp_101970.1
OG0001753	SINT1_11520.5, SINT1_11520.6, SINT1_11520.1, SINT1_11520.2, SINT1_11520.3, SINT1_11520.4	Smp_155480.1
OG0001754	SINT1_59330.1, SINT1_59330.2, SINT1_59330.3, SINT1_59330.5, SINT1_59330.4	Smp_194730.1
OG0001755	SINT1_4000.1, SINT1_4000.2	Smp_085240.1
OG0001756	SINT1_50110.1	Smp_129630.1
OG0001757	SINT1_48660.1	Smp_171140.1, Smp_171140.2
OG0001758	SINT1_83960.1, SINT1_83960.3, SINT1_83960.5, SINT1_83960.6, SINT1_83960.2, SINT1_83960.4	Smp_143920.3, Smp_143920.1, Smp_143920.2
OG0001759	SINT1_67310.1, SINT1_95230.1	Smp_083990.1
OG0001760	SINT1_66960.6, SINT1_66960.5, SINT1_66960.1, SINT1_66960.3, SINT1_66960.2, SINT1_66960.4	Smp_000300.1
OG0001761	SINT1_70740.1	Smp_329130.1, Smp_171490.1
OG0001762	SINT1_95740.1	Smp_346390.1
OG0001763	SINT1_31120.1	Smp_120920.1
OG0001764	SINT1_16150.2	Smp_151310.1
OG0001765	SINT1_67400.3, SINT1_67400.1, SINT1_67400.4, SINT1_67400.2	Smp_019040.1
OG0001766	SINT1_34530.4	Smp_176410.2
OG0001766	SINT1_34530.1, SINT1_34530.2, SINT1_34530.3	Smp_176410.1
OG0001767	SINT1_3910.1, SINT1_3930.1	Smp_031050.1
OG0001768	SINT1_84600.1, SINT1_84600.2	Smp_331170.2, Smp_331170.1
OG0001769	SINT1_2510.1, SINT1_2510.2, SINT1_2510.3	Smp_125930.1
OG0001770	SINT1_33660.1, SINT1_33660.2, SINT1_33660.3	Smp_136110.1
OG0001771	SINT1_52730.3, SINT1_52730.1, SINT1_52730.2	Smp_049000.1
OG0001772	SINT1_88660.2, SINT1_88660.1	Smp_172530.1
OG0001773	SINT1_63180.2	Smp_084380.1
OG0001774	SINT1_6950.4, SINT1_6950.3, SINT1_6950.1, SINT1_6950.2	Smp_139980.1
OG0001775	SINT1_18200.1, SINT1_18200.2, SINT1_18200.3	Smp_130410.1
OG0001776	SINT1_93440.1	Smp_166660.1, Smp_166660.2
OG0001777	SINT1_5330.1, SINT1_5330.2	Smp_104720.1
OG0001778	SINT1_88180.1, SINT1_88180.2	Smp_154270.1, Smp_154270.2
OG0001779	SINT1_23760.7, SINT1_23760.3, SINT1_23760.5, SINT1_23760.1, SINT1_23760.2, SINT1_23760.4, SINT1_23760.6	Smp_347280.1
OG0001780	SINT1_28430.1	Smp_035310.1
OG0001781	SINT1_93690.1, SINT1_93690.2, SINT1_93690.5, SINT1_93690.6, SINT1_93690.3, SINT1_93690.4	Smp_213810.1
OG0001782	SINT1_65970.1	Smp_030000.1
OG0001783	SINT1_30770.1, SINT1_30770.2, SINT1_30770.3, SINT1_30770.4	Smp_012860.1
OG0001784	SINT1_42300.4, SINT1_42300.1, SINT1_42300.2, SINT1_42300.3	Smp_122030.1
OG0001785	SINT1_22940.1, SINT1_22940.2	Smp_346470.1
OG0001786	SINT1_63520.1	Smp_156270.1
OG0001787	SINT1_22970.7, SINT1_22970.1, SINT1_22970.2, SINT1_22970.3, SINT1_22970.4, SINT1_22970.5, SINT1_22970.6	Smp_099310.1, Smp_099310.2
OG0001788	SINT1_75880.1, SINT1_75880.2	Smp_113630.1
OG0001789	SINT1_22530.1	Smp_176080.1
OG0001791	SINT1_90590.1	Smp_163970.1
OG0001792	SINT1_77290.1, SINT1_77290.6, SINT1_77290.2, SINT1_77290.4, SINT1_77290.3, SINT1_77290.5	Smp_080100.1
OG0001793	SINT1_87610.1, SINT1_87610.2	Smp_149420.1
OG0001794	SINT1_67390.1, SINT1_67390.2, SINT1_67390.3, SINT1_67390.4	Smp_019030.1
OG0001795	SINT1_50170.1	Smp_310980.1, Smp_310980.2
OG0001796	SINT1_46540.1	Smp_173160.1, Smp_343980.1, Smp_337360.1, Smp_154130.1, Smp_335330.1
OG0001797	SINT1_94880.1, SINT1_79390.1, SINT1_90770.1	Smp_133400.1
OG0001800	SINT1_55790.1, SINT1_55790.5, SINT1_55790.4, SINT1_55790.3, SINT1_55790.2	Smp_340370.1
OG0001801	SINT1_14420.1, SINT1_14420.2, SINT1_14420.3	Smp_340310.1
OG0001802	SINT1_36580.2, SINT1_36580.1, SINT1_36580.4, SINT1_36580.3	Smp_341860.1
OG0001803	SINT1_40540.1	Smp_060660.1
OG0001804	SINT1_32950.1	Smp_056930.1
OG0001805	SINT1_43900.4, SINT1_43900.2, SINT1_43900.1, SINT1_43900.3	Smp_143260.1, Smp_143260.2
OG0001806	SINT1_94480.1	Smp_315780.1
OG0001806	SINT1_94500.1	Smp_315780.2
OG0001807	SINT1_14430.3, SINT1_14430.1, SINT1_14430.2	Smp_018160.1
OG0001808	SINT1_19290.4, SINT1_19290.1, SINT1_19290.2, SINT1_19290.3, SINT1_19290.5	Smp_306810.1
OG0001809	SINT1_33190.1, SINT1_33190.2	Smp_126020.1
OG0001810	SINT1_92510.1, SINT1_92510.2, SINT1_92510.5, SINT1_92510.3, SINT1_92510.4, SINT1_92510.6	Smp_340650.1, Smp_340650.2
OG0001811	SINT1_68280.1	Smp_092500.1
OG0001811	SINT1_8870.1	Smp_322730.1
OG0001812	SINT1_73860.1, SINT1_73860.2	Smp_244230.1
OG0001813	SINT1_11750.1, SINT1_11750.2, SINT1_11740.1	Smp_333090.1
OG0001814	SINT1_73580.1, SINT1_73580.2	Smp_024660.1
OG0001815	SINT1_47430.1, SINT1_47430.2	Smp_124660.1
OG0001816	SINT1_47170.1	Smp_131030.1
OG0001817	SINT1_39010.1	Smp_054600.1
OG0001818	SINT1_49420.1, SINT1_49420.2	Smp_046810.1
OG0001819	SINT1_19930.1, SINT1_19930.2	Smp_039670.1, Smp_039670.2
OG0001820	SINT1_60530.1, SINT1_60530.2	Smp_018360.1
OG0001821	SINT1_79400.1	Smp_165490.1
OG0001821	SINT1_57140.1	Smp_030710.1
OG0001822	SINT1_92070.1	Smp_127940.1
OG0001823	SINT1_21220.1, SINT1_21220.2	Smp_163790.1
OG0001824	SINT1_15410.1	Smp_135240.1
OG0001825	SINT1_51210.1	Smp_247360.1
OG0001826	SINT1_5210.1, SINT1_5210.2	Smp_166550.1
OG0001827	SINT1_76660.1	Smp_213070.1
OG0001827	SINT1_76670.1	Smp_213060.1
OG0001828	SINT1_52840.2, SINT1_52840.1	Smp_049140.1, Smp_049140.2, Smp_049140.3
OG0001829	SINT1_27940.1	Smp_120700.1
OG0001829	SINT1_26940.1	Smp_086590.1
OG0001830	SINT1_57480.1, SINT1_57480.2, SINT1_57480.3, SINT1_57480.4, SINT1_57480.5	Smp_159910.1
OG0001831	SINT1_65370.1	Smp_197480.1
OG0001832	SINT1_95490.1, SINT1_95510.1, SINT1_57900.3, SINT1_57900.1, SINT1_57900.2, SINT1_95500.1, SINT1_57850.1, SINT1_57860.1	Smp_337380.1
OG0001833	SINT1_95520.1, SINT1_57840.3, SINT1_57840.1, SINT1_57840.2, SINT1_96510.1, SINT1_96500.1	Smp_243500.1, Smp_333450.1
OG0001834	SINT1_73360.3, SINT1_73360.2, SINT1_73360.4, SINT1_73360.1	Smp_156670.1
OG0001837	SINT1_80590.1	Smp_136280.1, Smp_136280.3, Smp_136280.2
OG0001838	SINT1_26670.1, SINT1_26670.3, SINT1_26670.4, SINT1_26670.2	Smp_085830.1, Smp_085830.2
OG0001839	SINT1_53460.2, SINT1_53460.1	Smp_099630.1
OG0001841	SINT1_16420.1, SINT1_16420.2, SINT1_16420.4	Smp_142770.1
OG0001842	SINT1_93000.1, SINT1_93000.2	Smp_144750.1
OG0001843	SINT1_41650.1, SINT1_41650.2, SINT1_41650.3	Smp_159150.1
OG0001844	SINT1_9470.1	Smp_180180.1, Smp_316540.1
OG0001845	SINT1_93350.1, SINT1_93350.2, SINT1_93350.3, SINT1_93350.4, SINT1_93350.5	Smp_134530.1
OG0001846	SINT1_27020.1, SINT1_27020.2	Smp_306640.1
OG0001847	SINT1_4720.1, SINT1_4720.2, SINT1_4720.3	Smp_134370.1
OG0001848	SINT1_5610.1	Smp_158730.1
OG0001849	SINT1_64200.1	Smp_214060.1
OG0001850	SINT1_72400.2, SINT1_72400.4, SINT1_72400.5, SINT1_72400.1, SINT1_72400.3, SINT1_72400.6	Smp_137040.1
OG0001851	SINT1_52850.1, SINT1_52850.2	Smp_049150.1
OG0001852	SINT1_29490.1	Smp_094870.1
OG0001853	SINT1_3580.1	Smp_171620.2, Smp_171620.1
OG0001853	SINT1_3420.1	Smp_028190.1
OG0001854	SINT1_95190.1, SINT1_94750.1, SINT1_96740.1, SINT1_94760.1, SINT1_94760.2	Smp_335950.1, Smp_332370.1, Smp_331960.1
OG0001856	SINT1_74520.1, SINT1_74520.2	Smp_150890.1
OG0001857	SINT1_75370.1, SINT1_75370.2	Smp_174630.1
OG0001858	SINT1_44870.2, SINT1_44870.1	Smp_342620.1, Smp_342620.2
OG0001859	SINT1_8640.1, SINT1_8640.2, SINT1_8640.4, SINT1_8640.3	Smp_011980.1
OG0001860	SINT1_27180.1	Smp_165420.1
OG0001861	SINT1_74010.1, SINT1_74010.3, SINT1_74010.2	Smp_145310.1
OG0001862	SINT1_4360.1	Smp_304320.1
OG0001863	SINT1_27850.1	Smp_325900.1
OG0001863	SINT1_27150.1	Smp_324100.1
OG0001864	SINT1_74190.1	Smp_042990.1
OG0001865	SINT1_7060.3, SINT1_7060.1, SINT1_7060.2	Smp_244970.1
OG0001866	SINT1_87980.1, SINT1_87980.2	Smp_247980.2
OG0001867	SINT1_49460.2, SINT1_49460.1, SINT1_49460.4, SINT1_49460.3	Smp_147330.1
OG0001868	SINT1_2570.2, SINT1_2570.3, SINT1_2570.1	Smp_348670.1, Smp_006920.1
OG0001869	SINT1_20610.1	Smp_155050.1
OG0001870	SINT1_51060.1	Smp_164540.1
OG0001871	SINT1_42950.1	Smp_152130.1
OG0001872	SINT1_80890.1, SINT1_80890.7, SINT1_80890.10, SINT1_80890.4, SINT1_80890.8, SINT1_80890.5, SINT1_80890.6, SINT1_80890.9, SINT1_80890.2, SINT1_80890.3, SINT1_80890.11, SINT1_80890.12	Smp_150590.1, Smp_340880.1, Smp_340880.2
OG0001873	SINT1_33610.3, SINT1_33610.4, SINT1_33620.1, SINT1_33620.4, SINT1_33610.1, SINT1_33610.2, SINT1_33620.2, SINT1_33620.3	Smp_115290.1
OG0001874	SINT1_23250.1	Smp_158430.1
OG0001875	SINT1_86530.1	Smp_168730.1
OG0001876	SINT1_22070.1	Smp_333400.2, Smp_333400.1, Smp_333400.3
OG0001877	SINT1_17590.1, SINT1_17600.1, SINT1_17600.2	Smp_084140.1
OG0001878	SINT1_96260.1, SINT1_56390.2, SINT1_56390.1	Smp_343340.1
OG0001879	SINT1_26510.1, SINT1_26510.2, SINT1_26510.3	Smp_175950.1
OG0001880	SINT1_19680.1, SINT1_19680.3, SINT1_19680.2	Smp_076050.1
OG0001881	SINT1_58700.5, SINT1_58700.1, SINT1_58700.3, SINT1_58700.4, SINT1_58700.2	Smp_180520.1
OG0001882	SINT1_73280.1	Smp_344930.1, Smp_344930.2
OG0001883	SINT1_3300.1, SINT1_3300.4, SINT1_3300.2, SINT1_3300.3	Smp_028360.1
OG0001884	SINT1_86520.1	Smp_080700.1
OG0001885	SINT1_13300.1, SINT1_13300.2, SINT1_13300.3	Smp_157140.1
OG0001886	SINT1_71760.3, SINT1_71760.1, SINT1_71760.2, SINT1_71760.4	Smp_344270.1
OG0001887	SINT1_62350.2, SINT1_62350.1, SINT1_62350.3	Smp_105910.1
OG0001888	SINT1_66160.1, SINT1_66160.2	Smp_138500.1
OG0001889	SINT1_83070.1, SINT1_83070.2, SINT1_83070.3	Smp_344720.1
OG0001890	SINT1_47620.1	Smp_128210.2, Smp_128210.1
OG0001891	SINT1_90080.1, SINT1_90080.2	Smp_317620.1, Smp_131380.1
OG0001891	SINT1_90730.1, SINT1_90730.2, SINT1_90730.4, SINT1_90730.3	Smp_164040.1
OG0001892	SINT1_77540.1, SINT1_77540.2	Smp_055200.1, Smp_055200.2
OG0001893	SINT1_33790.1	Smp_303770.1, Smp_318850.1
OG0001894	SINT1_80700.1, SINT1_80700.4, SINT1_80700.2, SINT1_80700.3	Smp_154530.1
OG0001895	SINT1_44430.1, SINT1_44430.4, SINT1_44430.2, SINT1_44430.3	Smp_166290.1
OG0001896	SINT1_30930.1	Smp_012670.1
OG0001897	SINT1_76980.1, SINT1_76980.2	Smp_144920.1
OG0001898	SINT1_57680.3, SINT1_57680.1, SINT1_57680.2	Smp_311360.1, Smp_311360.2, Smp_311360.3
OG0001899	SINT1_95390.1, SINT1_95400.1, SINT1_39000.1	Smp_054610.1
OG0001900	SINT1_73620.1, SINT1_73620.2	Smp_211020.1, Smp_211020.2
OG0001901	SINT1_30300.3, SINT1_30300.1, SINT1_30300.2	Smp_165960.1
OG0001902	SINT1_95370.1, SINT1_38990.1	Smp_332570.1
OG0001903	SINT1_83310.1, SINT1_83260.1	Smp_040080.1, Smp_040080.2
OG0001904	SINT1_13840.1, SINT1_13840.2, SINT1_13840.4, SINT1_13840.3	Smp_058170.1
OG0001905	SINT1_58270.1	Smp_343200.1
OG0001906	SINT1_29450.1, SINT1_29450.2, SINT1_29450.3, SINT1_29450.4	Smp_172780.1
OG0001907	SINT1_6880.1	Smp_343350.1
OG0001908	SINT1_64540.1, SINT1_64530.1	Smp_134720.1, Smp_309500.1, Smp_309510.1, Smp_350060.1, Smp_335880.1
OG0001909	SINT1_93680.1, SINT1_93680.2, SINT1_93680.3, SINT1_93680.4	Smp_213800.1
OG0001910	SINT1_38530.2, SINT1_38530.3, SINT1_38530.4, SINT1_38530.1	Smp_071150.1
OG0001911	SINT1_53350.1, SINT1_53350.2	Smp_060900.1
OG0001912	SINT1_78800.1	Smp_150280.1
OG0001913	SINT1_72390.1, SINT1_72390.2	Smp_027450.1
OG0001914	SINT1_60460.1	Smp_018280.1
OG0001915	SINT1_81740.2, SINT1_81740.3, SINT1_81740.4, SINT1_81740.5, SINT1_81740.1	Smp_146720.1
OG0001916	SINT1_21710.1, SINT1_21710.2	Smp_162900.1, Smp_162900.2
OG0001917	SINT1_8290.1, SINT1_8290.2, SINT1_8290.4, SINT1_8290.3, SINT1_8290.5	Smp_145620.1
OG0001918	SINT1_46090.1	Smp_017230.1
OG0001919	SINT1_67140.1	Smp_000130.1
OG0001920	SINT1_8420.2, SINT1_8420.1	Smp_322710.1, Smp_322700.1, Smp_322700.2
OG0001921	SINT1_39670.1, SINT1_39670.2, SINT1_39670.3, SINT1_39670.4	Smp_048240.1
OG0001922	SINT1_58070.1	Smp_098980.1
OG0001923	SINT1_7030.1, SINT1_7030.2	Smp_332950.1
OG0001924	SINT1_54600.1, SINT1_54600.2	Smp_340680.1
OG0001926	SINT1_32900.1, SINT1_32900.2, SINT1_32900.3	Smp_056990.1
OG0001927	SINT1_480.1, SINT1_480.4, SINT1_480.2, SINT1_480.3	Smp_048540.1
OG0001928	SINT1_50660.1	Smp_169070.1
OG0001929	SINT1_71590.4, SINT1_71590.1, SINT1_71590.2, SINT1_71590.3	Smp_045560.1
OG0001930	SINT1_30220.1	Smp_081140.1
OG0001931	SINT1_29440.1	Smp_172790.1
OG0001932	SINT1_64420.1	Smp_213390.1
OG0001933	SINT1_25760.2, SINT1_25760.1	Smp_162060.1
OG0001934	SINT1_42520.1, SINT1_42520.2	Smp_331720.1
OG0001935	SINT1_12190.1	Smp_162510.1, Smp_162510.2
OG0001936	SINT1_11810.1	Smp_047330.1
OG0001937	SINT1_17900.1	Smp_146440.1, Smp_130620.1
OG0001938	SINT1_6440.1	Smp_304710.1
OG0001941	SINT1_86790.2, SINT1_86790.3, SINT1_86790.6, SINT1_86790.4, SINT1_86790.1, SINT1_86790.5	Smp_141770.1
OG0001942	SINT1_28100.3, SINT1_28100.1, SINT1_28100.2	Smp_035620.1
OG0001943	SINT1_19140.1	Smp_324060.1, Smp_306730.1, Smp_306740.1, Smp_306750.1, Smp_324080.1
OG0001944	SINT1_67620.1	Smp_100120.1
OG0001945	SINT1_94310.1, SINT1_94310.2	Smp_343310.1
OG0001946	SINT1_30340.1	Smp_246260.1
OG0001947	SINT1_42160.1	Smp_103950.1
OG0001948	SINT1_86680.3, SINT1_86680.4, SINT1_86680.1, SINT1_86680.2	Smp_147140.1
OG0001949	SINT1_92530.1, SINT1_92530.3, SINT1_92530.2	Smp_140020.1
OG0001950	SINT1_82680.1, SINT1_82680.2	Smp_039180.1
OG0001951	SINT1_6260.2, SINT1_6260.1	Smp_207000.1
OG0001952	SINT1_45860.1	Smp_122780.1
OG0001953	SINT1_32330.1, SINT1_32330.3, SINT1_32330.2, SINT1_32330.4	Smp_337580.1
OG0001954	SINT1_15380.1	Smp_024140.1
OG0001955	SINT1_5270.1, SINT1_5270.2	Smp_246880.1
OG0001956	SINT1_74840.1	Smp_153810.1
OG0001957	SINT1_15210.1, SINT1_15190.1	Smp_179380.1
OG0001958	SINT1_62560.1	Smp_010110.1
OG0001959	SINT1_30610.1	Smp_071550.1
OG0001960	SINT1_29260.1	Smp_020040.1
OG0001961	SINT1_67790.3, SINT1_67790.6, SINT1_67790.8, SINT1_67790.2, SINT1_67790.1, SINT1_67790.5, SINT1_67790.10, SINT1_67790.7, SINT1_67790.9, SINT1_67790.4, SINT1_67790.11	Smp_337010.1
OG0001962	SINT1_20810.1	Smp_149500.1, Smp_149500.2
OG0001963	SINT1_26080.1, SINT1_26080.2	Smp_079410.1
OG0001964	SINT1_86650.1	Smp_331460.1
OG0001965	SINT1_82730.1	Smp_039130.1
OG0001966	SINT1_7280.1	Smp_171870.1
OG0001967	SINT1_93990.1	Smp_345970.1, Smp_345970.2
OG0001968	SINT1_31570.5, SINT1_31570.3, SINT1_31570.1, SINT1_31570.4, SINT1_31570.2	Smp_246470.1
OG0001969	SINT1_29780.1	Smp_140800.1
OG0001970	SINT1_37410.1	Smp_083710.1
OG0001971	SINT1_60170.1	Smp_137930.1
OG0001974	SINT1_47200.1, SINT1_47210.1	Smp_247400.1
OG0001975	SINT1_49850.1, SINT1_49850.2	Smp_124390.1
OG0001976	SINT1_3950.1	Smp_031100.1, Smp_303540.1
OG0001977	SINT1_89640.3, SINT1_89640.1, SINT1_89640.2, SINT1_89640.4, SINT1_89640.5, SINT1_89640.6	Smp_128000.1
OG0001978	SINT1_78150.1, SINT1_78150.2	Smp_247420.1, Smp_247420.2
OG0001979	SINT1_51170.1	Smp_156410.1
OG0001980	SINT1_61780.1	Smp_129430.1
OG0001981	SINT1_42150.1, SINT1_42150.2, SINT1_42150.3	Smp_320120.1, Smp_180200.1
OG0001982	SINT1_34770.1, SINT1_34770.3, SINT1_34770.2, SINT1_34770.4	Smp_094890.1, Smp_094890.2
OG0001983	SINT1_82740.1	Smp_343630.1
OG0001984	SINT1_87070.1	Smp_169980.1
OG0001985	SINT1_38850.1	Smp_151420.1
OG0001986	SINT1_52920.1, SINT1_52920.2	Smp_173880.1
OG0001987	SINT1_38800.1	Smp_165030.1
OG0001988	SINT1_59110.2, SINT1_59110.1	Smp_167500.1
OG0001989	SINT1_10680.1	Smp_174090.1
OG0001990	SINT1_49570.4, SINT1_49570.2, SINT1_49570.1, SINT1_49570.3	Smp_156720.1, Smp_156720.2
OG0001991	SINT1_15160.1, SINT1_15160.2, SINT1_15160.3	Smp_345070.1, Smp_345070.2
OG0001992	SINT1_47750.1	Smp_128110.1
OG0001993	SINT1_74060.1, SINT1_74060.2	Smp_042810.1
OG0001994	SINT1_21050.1	Smp_245470.1
OG0001995	SINT1_92500.1, SINT1_92500.2	Smp_140030.1
OG0001996	SINT1_81920.1	Smp_069880.1
OG0001996	SINT1_81930.1	Smp_069870.1
OG0001997	SINT1_8880.1	Smp_337290.1
OG0001998	SINT1_89860.1, SINT1_89860.2, SINT1_89860.3, SINT1_89860.4, SINT1_89860.5, SINT1_89860.6	Smp_016600.1
OG0001999	SINT1_49700.1	Smp_245680.1
OG0002000	SINT1_9200.1	Smp_347640.1
OG0002001	SINT1_13950.2, SINT1_13940.1, SINT1_13950.1	Smp_305490.1
OG0002002	SINT1_35910.2, SINT1_35910.3, SINT1_35910.1	Smp_301670.1
OG0002003	SINT1_49660.1, SINT1_49660.2	Smp_176290.1
OG0002004	SINT1_4500.2, SINT1_4500.1	Smp_007660.1, Smp_007660.2
OG0002005	SINT1_55560.3, SINT1_55560.2, SINT1_55560.4, SINT1_55560.6, SINT1_55560.1, SINT1_55560.7, SINT1_55560.5	Smp_104600.1
OG0002006	SINT1_73930.3, SINT1_73930.4, SINT1_73930.1, SINT1_73930.2, SINT1_73930.5, SINT1_73930.6	Smp_042630.1
OG0002007	SINT1_68400.1, SINT1_68390.1	Smp_001095.1, Smp_001090.1
OG0002008	SINT1_61700.1	Smp_246610.1
OG0002009	SINT1_33880.3, SINT1_33880.1, SINT1_33880.2	Smp_136210.1
OG0002010	SINT1_51800.1, SINT1_51800.2, SINT1_51800.3	Smp_045230.1
OG0002011	SINT1_74600.1	Smp_150840.1
OG0002012	SINT1_9400.1	Smp_021460.1
OG0002012	SINT1_9350.1	Smp_133770.1
OG0002013	SINT1_51160.1	Smp_305560.1
OG0002014	SINT1_63670.1, SINT1_63670.2	Smp_156350.1
OG0002015	SINT1_32220.1, SINT1_85750.1, SINT1_85750.2	Smp_002280.1
OG0002016	SINT1_62330.1, SINT1_62330.2, SINT1_62330.3, SINT1_62330.4	Smp_308440.1
OG0002017	SINT1_64850.1, SINT1_64850.2, SINT1_64850.3	Smp_123440.1
OG0002018	SINT1_70430.1	Smp_344140.1
OG0002019	SINT1_71990.1, SINT1_71990.2, SINT1_71990.3	Smp_052140.1
OG0002020	SINT1_65270.1	Smp_164590.1
OG0002021	SINT1_71080.4, SINT1_71080.5, SINT1_71080.3, SINT1_71080.2, SINT1_71080.1	Smp_312730.1
OG0002022	SINT1_70680.1	Smp_168500.1
OG0002023	SINT1_67040.1, SINT1_67040.2, SINT1_67040.3	Smp_000190.1
OG0002024	SINT1_24320.1, SINT1_24320.2, SINT1_24320.3	Smp_152230.1
OG0002025	SINT1_62310.1, SINT1_62310.2	Smp_105960.1
OG0002026	SINT1_4830.1	Smp_134300.1
OG0002027	SINT1_84310.1	Smp_315010.2
OG0002028	SINT1_52650.1	Smp_148360.1
OG0002029	SINT1_32700.2, SINT1_32700.1	Smp_152860.1
OG0002030	SINT1_61870.1	Smp_013520.1
OG0002031	SINT1_1700.1	Smp_343880.1
OG0002032	SINT1_91930.1	Smp_127840.1
OG0002033	SINT1_59910.1, SINT1_59910.2	Smp_073940.1
OG0002034	SINT1_67490.1, SINT1_67490.2	Smp_169700.1
OG0002035	SINT1_14060.1	Smp_076390.1, Smp_076390.2
OG0002036	SINT1_85870.1, SINT1_85870.3, SINT1_85870.2	Smp_091650.1
OG0002037	SINT1_54350.1	Smp_147650.1
OG0002038	SINT1_43820.3, SINT1_43820.1, SINT1_43820.2	Smp_038870.1
OG0002039	SINT1_49780.1, SINT1_49780.2	Smp_124430.1
OG0002040	SINT1_2680.1	Smp_332860.2
OG0002041	SINT1_73550.1	Smp_135500.1
OG0002042	SINT1_13920.1, SINT1_13920.2, SINT1_13920.3	Smp_076530.1
OG0002043	SINT1_62920.1	Smp_026390.1
OG0002044	SINT1_7520.1	Smp_127270.1
OG0002045	SINT1_84090.1	Smp_166220.1
OG0002046	SINT1_73830.2, SINT1_73830.1, SINT1_73830.3	Smp_145210.1
OG0002047	SINT1_83830.1	Smp_039490.1
OG0002048	SINT1_16440.1, SINT1_16440.2	Smp_005020.1
OG0002049	SINT1_89140.1, SINT1_89140.3, SINT1_89140.4, SINT1_89140.6, SINT1_89140.7, SINT1_89140.8, SINT1_89140.2, SINT1_89140.5	Smp_315580.1
OG0002050	SINT1_53810.2, SINT1_53810.1	Smp_146360.1
OG0002051	SINT1_30480.1	Smp_160870.1
OG0002052	SINT1_43260.3, SINT1_43260.4, SINT1_43260.1, SINT1_43260.2, SINT1_43260.5, SINT1_43260.6	Smp_051390.1
OG0002053	SINT1_76080.1, SINT1_76080.2, SINT1_76080.3, SINT1_76080.4	Smp_062520.1
OG0002054	SINT1_70000.1, SINT1_70000.3, SINT1_70000.4, SINT1_70000.2	Smp_036010.1
OG0002055	SINT1_57810.3, SINT1_57810.1, SINT1_57810.2	Smp_151720.1
OG0002056	SINT1_88170.1, SINT1_88170.2, SINT1_88170.3	Smp_214020.1, Smp_214020.2
OG0002057	SINT1_49910.1, SINT1_49910.2	Smp_211330.1
OG0002058	SINT1_8210.1, SINT1_8210.2, SINT1_8210.3, SINT1_8210.4	Smp_103740.1
OG0002059	SINT1_44480.2, SINT1_44480.1, SINT1_44480.3	Smp_135130.1
OG0002060	SINT1_7400.1, SINT1_7400.2, SINT1_7400.3	Smp_053420.1
OG0002061	SINT1_4650.1, SINT1_4650.2, SINT1_4650.3, SINT1_4650.4, SINT1_4650.5, SINT1_4650.6	Smp_022850.1
OG0002062	SINT1_66800.1	Smp_309210.1
OG0002063	SINT1_44550.1	Smp_245590.1
OG0002064	SINT1_10180.2, SINT1_10180.1	Smp_165790.1, Smp_165790.2
OG0002066	SINT1_74430.1	Smp_043260.1
OG0002066	SINT1_74470.1	Smp_336110.1, Smp_336140.1, Smp_043290.1
OG0002067	SINT1_58860.1	Smp_124520.1
OG0002068	SINT1_12200.1	Smp_169010.1
OG0002069	SINT1_30250.1, SINT1_72730.1, SINT1_16900.1	Smp_143870.1
OG0002070	SINT1_58890.1, SINT1_58890.5, SINT1_58890.3, SINT1_58890.2, SINT1_58890.4	Smp_004420.1
OG0002073	SINT1_93240.1, SINT1_93240.2	Smp_144850.1
OG0002074	SINT1_19180.2, SINT1_19180.3, SINT1_19180.1, SINT1_19180.4, SINT1_19180.5	Smp_170150.1
OG0002075	SINT1_10740.1	Smp_094820.1
OG0002076	SINT1_41790.1	Smp_065610.1
